MAT.1.1	Huā'mā' lista ū'tza' ixnapapna' Jesucristo lā' xla' ixtā'nat David lā' nā Abraham.
MAT.5.13	―Hui'xina'n hui'lā'na'ntit nac huā'mā' quilhtamacuj para nacāmāsuni'yā'tit huan tachi'xcuhuī't a'nchī tzey natala. U'tza' hua'chi matzat a'ntū lītlahuacan quinī't para que tzey nala lā' tū' napu'csan. Palh huan matzat tū'tza' ka'lhī ixlīsko'ko' tūlatza' catimāsko'kō'palaca. Tū'tza' tzey para nīn tuntū'. Xmān namaka'ncan lā' nalacchi'ntacan.
MAT.5.14	’Nā hui'xina'n hui'lā'na'ntit nac huā'mā' quilhtamacuj para nacāmāsca'tīyā'tit tachi'xcuhuī't a'nchī natalīlatā'kchoko. Hui'xina'n hua'chi pūmaksko a'ntū māxkakē huan nac cā'quilhtamacuj. Lakatin xcānsipej tālhmā'n huan nac kēstīn tū' catimātzē'kca. 
MAT.5.15	Lā' nīn tū' catimāquilhtīca huan pūmaksko lā' tuncan nalē'kchocan lakatin chā'xta. Más tzey mā'ca'can tālhmā'n lā' chuntza' tzē nacāmāxkakē ixlīhuākca'n a'ntīn tatanūmā'na huan nac chic. 
MAT.5.16	Chuntza' hui'xina'n xa'nca nalatā'kchokoyā'tit na ixlacapūnca'n tachi'xcuhuī't para que xlaca'n natamācā'tanī quinTāta'ca'n nac a'kapūn ixpālacata huan xatzey a'ntū tlahua'pā'na'ntit.
MAT.5.17	Lā' Jesús cāhuanipā:
MAT.5.17	―Tū' capuhua'ntit palh icminī't na'icmāpānū huan ley a'ntū maxquī'ca Moisés nīn a'ntūn tatzo'kli huan profetas. Tū' chuntza' ictitlahualh. Quit iccāmāsu'ni'cu'tunāni' a'nchī natlōkentaxtūyā'tit. 
MAT.5.18	Stu'ncua' a'ntū iccāhuaniyāni' que līhuan tahui'lāna'cus huan a'kapūn lā' huan ti'ya't, tū' catixapaca nīn macsti'na'j huan ley. Tū' catixapaca nīn tuntū' a'xni'ca' tūna'j natlōkentaxtūkō'can ixlīhuāk a'ntū napātle'ke. 
MAT.5.19	Chuntza' palh catīhuā namākēnū macsti'na'j a'ntū māpa'ksī huan ley como puhuan que tū' lej tasqui'nī, xla' nala xastancu a'nlhā Dios māpa'ksīkō' ixlīhuāk. Lā' palh chuxatī a'ntī nacāmāsu'ni' ā'makapitzīn que tzē natamākēnū lakatin ley como tū' tasqui'nī, nā xla' nala xastancu a'nlhā Dios māpa'ksīkō' ixlīhuāk. Lā' palh catīhuā na'a'kahuāna'ni' huan ley lā' nā nacāmāsu'ni' ā'makapitzīn a'nchī xlaca'n nata'a'kahuāna'ni', xla' lej tasqui'nī a'nlhā Dios māpa'ksīni'n nac a'kapūn. 
MAT.5.20	Chuntza' iccāhuaniyāni' que maclacasqui'n natlahua'yā'tit a'ntū stu'ncua' ixtapuhuān Dios. Lā' palh tū' tasu'yu que cā'a'kapalhkā'yā'tit a'nchī ixlītzey huan xamākalhtō'kē'ni'nī'n huan ley lā' huan fariseosnu', hui'xina'n tū' catitanū'tit a'nlhā Dios māpa'ksīkō' ixlīhuāk.
MAT.5.21	Lā' Jesús cāhuanipā:
MAT.5.21	―Hui'xina'n kaxpa'tnī'ta'ntittza' a'nchī cāhuanica xalanī'n makāntza': “Tū' catima'knī'ni'. Lā' palh catīhuā a'ntī namaknīni'n nalīyāhuacan lā' xla' namāpala con Dios”. 
MAT.5.22	Lā' quit iccāhuaniyāni' que palh catīhuā na'a'kchā'ni' ā'chā'tin, nalīyāhuacan. Lā' xla' namāpala con Dios. Lā' catīhuā a'ntī nalakapala ā'kalhatin nā xla' namāpala con Dios. Lā' catīhuā a'ntī namacapulhca ā'kalhatin lā' nahuani: “Idiota”, xla' tzē nalhcuyucan nac pūpātīn.
MAT.5.23	’Chuntza' a'xni'ca' lī'pimpā't a'ntū na'a'ksajuī'ya' Dios lā' palh napāstaca a'nchī tlahuani'nī'ta' a'ntūn tū' tzey ā'kalhatin, 
MAT.5.24	namakxteka'chi nac pūmacamāstā'n huan lē'ksajna'. Pū'la napina' namāko'xami'xī'ya' huan ā'kalhatin lā' ā'calīstān nataspi'ta' para na'a'ksajuī'ya' a'ntū ixlī'pimpā't.
MAT.5.25	’Lā' palh catīhuā mālacapū'yāni' lā' lē'ncu'tunāni' nac pūchihuīn, lej tzey palh palaj nalacāxla'yā'tit līhuancus pimpā'na'ntit nac tej. Lā' palh tū' chuntza' natlahua'ya', a'xni'ca' mintu'ca'n nachipinā'tittza', nalē'nāni' na ixlacapūn huan juez. Lā' ū'tza' nacāmacamaxquī'yāni' policía lā' xlaca'n natachī'yāni' lā' natamānūyāni' nac pūlāchī'n. 
MAT.5.26	Icuaniyāni' que tū' nataxtuyāchi hasta a'xni'ca' namāpalakō'ya' ixlīhuāk huan tumīn.
MAT.5.27	Lā' Jesús cāhuanipā:
MAT.5.27	―Hui'xina'n kaxpa'tnī'ta'ntittza' a'nchī ixuancan pū'la: “Tū' catimakpuscātīni'”. 
MAT.5.28	Lā' quit iccāhuaniyāni' que chuxatī a'ntī lej nalaktzī'n kalhatin puscāt para napuhuan que natā'lhtatacu'tun, ū'tza' chu a'cxtim hua'chilh ixtā'lhtatanī'ttza' como chuntza' pāstacna'lh.
MAT.5.29	’Palh milakastapun xala' milacacāna'j nalaktzī'n catīhua' lā' ū'tza' nalīmātlahuīyāni' talaclē'i', namaxtuya' lā' namaka'na'. Tū' tzey palh napina' nac pūpātin ixpālacata milakastapun. Más tzey ī'sputni'ni' milakastapun lā' namāpūtaxtūca'na'. 
MAT.5.30	Lā' palh mimacacāna'j natlahua talaclē'i', cacā'tē't lā' cama'ka'. Tū' tzey palh napina' nac pūpātīn ixpālacata mimacan. Más tzey ī'sputni'ni' mimacan lā' namāpūtaxtūca'na'.
MAT.5.31	Lā' Jesús cāhuanipā:
MAT.5.31	―Nā pū'la ixuancan: “Catīhuā a'ntī namakxteka ixpuscāt maclacasqui'n naxapa huan nac registro”. 
MAT.5.32	Lā' quit iccāhuaniyāni' que a'xni'ca' naxapacan huan nac registro lā' palh huan puscāt tū' ka'lhī ixtatā'chihuīn, ū'tza' tū' tzey. Chuntza' mātlahuī makchi'xcunu'n huan puscāt a'xni'ca' natapūchahuapala. Lā' huan chi'xcu' a'ntī natā'tapūchahua huanmā' puscāt, xla' namakpuscātīni'n.
MAT.5.33	Lā' Jesús cāhuanipā:
MAT.5.33	―Nā kaxpa'tnī'ta'ntittza' a'nchī ixcāhuanican xalanī'n makāntza': “A'xni'ca' lej stu'ncua' hua'na' para nalacāxtlahua'ya' huan catūhuā, Dios laktzī'mā'ni' lā' tasqui'nī natlōkentaxtūya'”. 
MAT.5.34	Pero quit iccāhuaniyāni' que tū' catihua'ntit: “Por Dios”, ixpālacata ā'catūhuā. Makapitzīn tahuan: “Por los cielos”, a'xni'ca' talacāxtlahua catūhuā. Chuntza' tū' tzey como huan a'kapūn, ū'tza' a'nlhā Dios huī'. 
MAT.5.35	Lā' ā'makapitzīn tahuan: “Por la tierra”. Chuntza' tū' tzey como huan ti'ya't hua'chilh a'nlhā Dios cāmājaxī ixtojon. Lā' ā'makapitzīn huampala tahuan: “Por Jerusalén”. Chuntza' tū' tzey como Jerusalén ū'tza' ixā'lacchicni' huan Rey más xaka'tla'. 
MAT.5.36	Lā' ā'makapitzīn huampala tahuan: “Por mi cabeza”. Chuntza' tū' tzey como xmān Dios ca'tzi lhānīn napu'n ixmūsasatca'n. 
MAT.5.37	Stu'ncua' calalh a'xni'ca' nahua'nā'tit “u'huē” o “tū'”. Lā' chuntza' tū' maclacasqui'n nahua'nā'tit ā'catūhuā huampala. Huan tamā'na ā'makapitzīn tachihuīn nacāquilhtaxtuyāni' ixpālacata huan ko'ti'ti'.
MAT.5.38	Lā' Jesús cāhuanipā:
MAT.5.38	―Hui'xina'n kaxpa'tnī'ta'ntittza' a'nchī pū'la ixuancan: “Palh namātakāhuī'ya' ixlakastapun ā'chā'tin, nalīmāpala'ya' milakastapun. Lā' nalīmāpala'ya' mintatzan ixtatzan ā'kalhatin a'ntū māyujū'ni'”. 
MAT.5.39	Lā' quit iccāhuaniyāni': Tū' catitapalāna'ni'lh huan a'ntīn tlahuani'nī'ta'ni' a'ntūn tū' tzey. Palh catīhuā ixlacala'sni' mimpāxtūcāna'j, natamakxteka' nalacala'sāni' mimpāxtūxuc. 
MAT.5.40	Lā' palh catīhuā ixmālacapū'ni' lā' namaklhtīcu'tunāni' mincamisa, nā natamakxteka' nalē'n mintakēnu'. 
MAT.5.41	Lā' palh catīhuā ixsāmācu'quī'ni' ixmaleta lakatin kilómetro, nacu'ca'pala'ya' ā'lakatin kilómetro. 
MAT.5.42	A'xni'ca' catīhuā nasqui'ni'yāni' catūhuā, namaxquī'ya' lā' tū' catikē'pini' catīhuā a'ntī maksācua'cu'tunāni'.
MAT.5.43	Lā' Jesús cāhuanipā:
MAT.5.43	―Nā kaxpatnī'ta'ntittza' a'nchī pū'la ixuancan: “Nacāpāxquī'ya' mi'amigos pero tū' maclacasqui'n nacāpāxquī'ya' mintā'ca'tza”. 
MAT.5.44	Lā' quit iccāhuaniyāni': Cacāpāxquī'tit mintā'ca'tzaca'n lā' nasqui'ni'yā'tit Dios que cacāsicua'lanālīlh xlaca'n a'ntī cātamacapūlhcayāni'. Cacāmaktāya'tit xlaca'n a'ntīn tū' cātalaktzī'ncu'tunāni' lā' catā'chihuīna'tit Dios ixpālacataca'n xlaca'n a'ntī cātalakapalayāni' lā' cātamāpātīnīyāni'. 
MAT.5.45	Chuntza' tasu'yu que hui'xina'n ixcamana' quinTāta'ca'n xala' nac a'kapūn. Dios māchi'chinīni'n huan chi'chini'. Lā' chu a'cxtim talaktzī'n huan chi'chini' ixlīhuākca'n tachi'xcuhuī't, a'yuj tzey lā' a'yuj tū' tzey xlaca'n. Lā' Dios macamin xcān para ixlīhuākca'n tachi'xcuhuī't a'yuj ta'a'kahuāna'ni' lā' a'yuj tū' ta'a'kahuāna'ni'. 
MAT.5.46	Lā' palh xmān nacāpāxquī'yā'tit xlaca'n a'ntī cātapāxquī'yāni', ¿tichū cuenta natlahua huā'mā'? Chuntza' tatlahua chuxatīyā ā'makapitzīn a'ntīn tū' tzey hua'chi huan mātā'jīni'nī'n impuesto. 
MAT.5.47	Lā' palh xmān nacāmālakacuhuīnī'yā'tit mintā'macchicca'n, ¿chu ka'tla' catūhuā tlahua'nī'ta'ntit? Xlaca'n a'ntīn tū' tastālani' ixtej Dios nā chuntza' tatlahua. 
MAT.5.48	Lā' chuntza' hui'xina'n cala'tit xalacuan chu a'cxtim hua'chi quinTāta'ca'n xala' nac a'kapūn.
MAT.6.1	Lā' Jesús cāhuanipā:
MAT.6.1	―Lā' a'xni'ca' natlahua'yā'tit a'ntūn tzey o namaktāya'yā'tit ā'kalhatin para natlōkentaxtūyā'tit ixtapuhuān Dios, tzē'k natlahua'yā'tit. Tū' catitlahua'tit cā'lacapūlhūhua' para nacātalaktzī'nāni'. Palh cā'lacapūlhūhua' natlahua'yā'tit, quinTāta'ca'n xala' nac a'kapūn tū' caticāmaxquī'ni' nīn tuntū'. 
MAT.6.2	Chuntza' a'xni'ca' nacāmaktāya'yā'tit huan a'ntīn tamaclacasqui'n, tū' caticāhua'ni'tit ā'makapitzīn a'ntūn tlahua'pā'na'ntit. Xlaca'n a'ntīn tatlahua lakatu' ixlacanca'n tatlahua a'ntūn tzey nac cā'tejen lā' na ixlītokpānca'n israelitas. Chuntza' tatlahua para que tachi'xcuhuī't nacāmāka'tlī'. Stu'ncua' a'ntū iccāhuaniyāni que a'xni'ca' cālaktzī'ncan, ū'tza' hua'chi ixtatlajca'n a'ntū natamaklhtīni'n. 
MAT.6.3	Lā' hui'xina'n, a'xni'ca' nacāmaktāya'yā'tit huan a'ntīn tamaclacasqui'n, tū' catimakxtektit nīn tintī' naca'tzī a'nchī cāmaktāya'yā'tit. 
MAT.6.4	Más tzey tzē'k nacāmaktāya'yā'tit. Lā' quinTāta'ca'n nalaktzī'n a'ntūn tzē'k tlahua'yā'tit lā' xla' nacāmaxquī'yāni' mintatlajca'n.
MAT.6.5	Lā' Jesús cāhuanipā:
MAT.6.5	―Lā' makatunu' nakalhtō'ka'ni'yā'tit Dios, tū' catitla'hua'tit chu a'nchīn tatlahua xlaca'n a'ntīn tatlahua lakatu' ixlacanca'n. Xlaca'n tatāya na ixlītokpānca'n israelitas lā' nac cā'tejen a'nlhā nacālaktzī'ncan a'xni'ca' takalhtō'ka'mā'na. Stu'ncua' a'ntū iccāhuaniyāni' que a'xni'ca' cālaktzī'ncan, ū'tza' hua'chi ixtatlajca'n a'ntū natamaklhtīni'n. 
MAT.6.6	Pero a'xni'ca' hui'xina'n nakalhtō'ka'yā'tit, catanū'tit na minchicca'n lā' camālacchō'tit lā' mē'cstuca'n nakalhtō'ka'yā'tit lā' natā'chihuīna'nā'tit quinTāta'ca'n a'ntīn tū' laktzī'ncan. Lā' quinTāta'ca'n xala' nac a'kapūn nalaktzī'n a'ntūn tzē'k natlahua'yā'tit lā' xla' nacāmaxquī'yāni' mintatlajca'n.
MAT.6.7	’Lā' capāstactit a'xni'ca' natlahua'yā'tit mi'oracionca'n, lā' tū' maklhūhua' nahua'nā'tit a'ntū hua'nī'ta'ntittza'. Chuntza' tatlahua huan tamā'na a'ntīn tū' talakapasa Dios. Tapuhuan palh Dios nacākaxmata ixpālacata huan lhūhua' tachihuīn. 
MAT.6.8	Tū' catila'tit hua'chi xlaca'n. QuinTāta'ca'n nac a'kapūn ca'tzītza' a'ntū hui'xina'n maclacasqui'nā'tit a'xni'ca' tūna'j squi'ni'yā'tit. 
MAT.6.9	Chuntza' natā'chihuīna'nā'tit Dios:
MAT.6.9	QuinTāta'ca'n a'ntī hui'lachi' nac a'kapūn, ca'a'cnīni'ni'ca'.
MAT.6.10	Camilh a'xni'ca' natzucuya' nacāmāpa'ksī'kō'ya' huan tachi'xcuhuī't.
MAT.6.10	Catlahuaca mintapuhuān huā'tzā' nac ti'ya't chu a'cxtim hua'chi nac a'kapūn.
MAT.6.11	Caquilāmaxquī'uj chuhua'j quilīhua'tca'n a'ntū icmaclacasqui'nāuj.
MAT.6.12	Caquilāmāsputūnu'ni'uj a'ntū iccālaclē'ni'yāni' como iccāmāsputūnu'ni'yāuj huan tamā'na' a'ntī quincātalaclē'ni'yāni'.
MAT.6.13	Tū' camakxtekti naquincāpātle'keni'yāni' a'ntū naquincāmātlahuīyāni' talaclē'i'.
MAT.6.13	Xmān hui'x xaMāpa'ksīni' lā' mila' ixlīhuāk huan līmāpa'ksīn lā' ixlīhuākca'n natamācā'tanīyāni' para pō'ktu.
MAT.6.13	Amén.
MAT.6.14	’Palh hui'xina'n nacāmāsputūnu'ni'yā'tit ā'makapitzīn a'ntī cātatlahuani'yāni' a'ntūn tū' tzey, nā quinTāta'ca'n xala' nac a'kapūn nā nacāmāsputūnu'ni'yāni' a'ntūn tlahuanī'ta'ntit a'ntūn tū' tzey. 
MAT.6.15	Lā' palh hui'xina'n tū' nacāmāsputūnu'ni'yā'tit ā'makapitzīn, lā' tū' caticāmāsputūnu'ni'ni' mintalaclē'i'ca'n quinTāta'ca'n xala' nac a'kapūn.
MAT.6.16	Lā' Jesús cāhuanipā:
MAT.6.16	―Lā' a'xni'ca' tū' nahuā'ya'nā'tit tintacuj para natā'chihuīna'nā'tit Dios, tū' catila'tit hua'chi xlaca'n a'ntīn tatlahua lakatu' ixlacanca'n. Xlaca'n ta'a'cpūtō'ca' lhca'ca'n lā' tū' talakacha'ka'n para que nacālaktzī'ncan lā' naca'tzīcan palh tū' tahuā'yan. Stu'ncua' a'ntū iccāhuaniyāni' que xlaca'n taka'lhītza' ixtatlajca'n a'xni'ca' tasu'yu que tū' tahuā'yalh. 
MAT.6.17	Hui'xina'n tū' catitla'hua'tit chuntza'. A'xni'ca' tū' huā'ya'nā'tit tintacuj para natā'chihuīna'nā'tit Dios, calakacha'ka'ntit lā' xa'nca caxqui'ttit miya'jca'n 
MAT.6.18	lā' chuntza tū' catica'tzīca palh tū' huā'ya'nā'tit. Xmān quinTāta'ca'n xala' nac a'kapūn naca'tzī a'ntūn tzē'k tla'hua'yā'tit lā' xla' nacāmaxquī'yāni' mintatlajca'n.
MAT.6.19	Lā' Jesús cāhuanipā:
MAT.6.19	―Tū' catilacasqui'ntit lhūhua' tumīn lā' ā'catūhuā xala' nac huā'mā' quilhtamacuj. Huan tzī'ya' lā' huan xumpepe tzē natamālakuanī a'ntū xala' nac quilhtamacuj. Lā' tzē naka'lhancan mintumīnca'n. 
MAT.6.20	Más tzey calacasqui'ntit a'ntū nala milaca'n nac a'kapūn. A'ntza' huan tzī'ya' lā' huan xumpepe tūlalh catitamāsputūlh lā' tūlalh catitatanūlh ka'lhāna'nī'n. 
MAT.6.21	Lā' pō'ktu pāstaclacapinā'tit a'nlhā huī' huan a'ntū lej tasqui'nīni'yāni'.
MAT.6.22	Lā' Jesús cāhuanipā:
MAT.6.22	―Milakastapunca'n hua'chi lakatin ixpūmaksko mimacni'ca'n. Palh tū' tampi'lhīni'nā'tit lā' palh laktzī'nā'tit a'ntūn tamaclacasqui'n ā'makapitzīn, ū'tza' hua'chilh tzey milakastapunca'n lā' hua'chilh huāk xkakana' na mimacni'ca'n. 
MAT.6.23	Lā' palh xmān laktzī'nā'tit a'ntū maclacasqui'nā'tit hui'xina'n mē'cstuca'n, lej lactampi'lhni' lanī'ta'ntit. U'tza' hua'chilh tū' tzey milakastapunca'n lā' hua'chilh huāk cā'pucsua' na mimacni'ca'n. Palh tū' tzey ixpūmaksko mimacni'ca'n, ā'chulā' cā'pucsua' nala. Lā' a'nlhā cā'pucsua' tū' ca'tzīcan lhā a'ncan.
MAT.6.24	Lā' Jesús cāhuanipā:
MAT.6.24	―Nīn tintī' tzē natā'scuja kalhatu' ixpatrón como nalaca'ī' kalhatin lā' tū' catilaca'ī'lh ā'kalhatin. Lā' na'a'kahuāna'ni' kalhatin lā' nalakmaka'n ā'kalhatin. Lā' nā chuntza' hui'xina'n tūla nalīpāhua'nā'tit Dios palh nalīpāhua'nā'tit huan mintumīnca'n.
MAT.6.25	Lā' Jesús cāhuanipā:
MAT.6.25	―U'tza' iccālīhuaniyāni' chuhua'j: Tū' ticāpāta'layāni' ixpālacata huan līhua't a'ntū maclacasqui'nā'tit para nalatahui'layā'tit. Lā' tū' tilē'capinā'tit ixpālacata huan lu'xu' a'ntū maclacasqui'n mimacni'ca'n. Dios cāmaxquī'ni' minquilhtamacujca'n lā' mimacni'ca'n a'ntū napūscujā'tit. Lā' ū'tza' nacālīmaxquī'yāni' chuxatū a'ntū namaclacasqui'nā'tit. 
MAT.6.26	Cuenta catlahua'tit huan spūnnu' a'ntūn takosnū'n. Xlaca'n tū' tacha'n nīn tuntū', nīn tamakalana'n lā' tū' taka'lhī ixpūcuxi'ca'n. Lā' quinTāta'ca'n xala' nac a'kapūn cāmāhuī'. Lā' hui'xina'n līhua'ca' mintapalhca'n que huan spūnnu'. 
MAT.6.27	Lā' ¿tichū na milaclhpu'nanca'n tzē natahui'la más makān xmān porque lej nalē'ca'a'n?
MAT.6.28	’Lā' ¿a'chī' cāpāta'layā'ni' ixpālacata a'ntū nalhakā'yā'tit? Camaksca'ttit huan xa'nat a'nchīn talīstaca nac cā'tacuxtu. Tū' tascuja lā' tū' tatza'pa' ixlu'xu'ca'n. 
MAT.6.29	Lej tzēhuanī't tastaca a'yuj tuntū' tatlahua. Lā' iccāhuaniyāni' que huan rey Salomón tūlalh cāmālacastucli ixlītzēhuanī't huan xa'nat. Lā' xla' lej rico ixuanī't. 
MAT.6.30	A'nan chi'tin nac cā'tacuxtu a'ntūn tzēhuanī't pero lakalī tū'xama'n nacā'ī'can lā' nacālhcuyucan. Lā' como Dios cāmaktaka'lha lā' cāmakastaca huan chi'tin a'ntū palaj nascōhuan, ā'chulā' nacāmaktaka'lhāni' hui'xina'n. Lā' ¿a'chī' tū' kalhlaka'ī'yā'tit huā'mā'? 
MAT.6.31	Chuntza' tū' tilē'capinā'tit lā' tū' catihuantit: “¿Tuchū nahua'yāuj? Lā' ¿tuchū nalīko'tnūnāuj? Lā' ¿chichū na'iclīlhakā'nanāuj?” 
MAT.6.32	Huan a'ntī xalanī'n huā'mā' cā'quilhtamacuj pō'ktu chuntza' tahuan lā' pō'ktu chuntza' tapuhuan. Pero hui'xina'n ka'lhī'yā'tit kalhatin minTāta'ca'n nac a'kapūn lā' xla' xa'nca ca'tzī a'ntū maclacasqui'nā'tit lakalīyān. 
MAT.6.33	Xapū'la nalē'capinā'tit a'nchī namakxtekā'tit Dios nacāmāpa'ksīkō'yāni' lā' nalē'capinā'tit a'nchī nalīmakapāxuhua'yā'tit Dios. Xla' nacāmaxquī'yāni' ixlīhuāk a'ntū maclacasqui'nā'tit. 
MAT.6.34	Lakatunu' chi'chini' naka'lhī'yā'tit a'ntū nacāpāta'layāni'. Chuntza' tū' catitamakchuyī'tit chuhua'j a'ntū nacāpātle'keni'yāni' lakalī como chuntza' tūla xa'nca cuenta tlahua'yā'tit huā'mā' chi'chini'. Lā' ixlīlakalī nacāpāta'lapalayāni'.
MAT.7.1	Lā' Jesús cāhuanipā:
MAT.7.1	―Tū' caticā'a'ksa'ntit ā'makapitzīn lā' Dios tū' nacājuzgarlīyāni'. 
MAT.7.2	Chu a'nchī hui'xina'n cā'a'ksa'nā'tit ā'makapitzīn, chu a'cxtim Dios nacājuzgarlīyāni'. Palh hui'xina'n nalāmāsputūnu'ni'yā'tit, nā Dios nacāmāsputūnu'ni'yāni'. 
MAT.7.3	¿Chichū tzē nalaktzī'na' huan ti'na'j pa'lhma' na ixlakastapun mintā'tin palh tanūma' hua'chi kentin qui'hui' na milakastapun? 
MAT.7.4	Palh tū' pū'la maxtuya' huan qui'hui' na milakastapun, tūlalh catima'xtuni' huan pa'lhma' na ixlakastapun mintā'tin. 
MAT.7.5	¡Tlahua'pā't lakatu' milacan! Palh hui'x tlahua'ya' a'ntūn tū' tzey, tūlalh catimaktāya' ā'kalhatin a'ntīn tlahua a'ntūn tū' tzey. Maclacasqui'n cuenta natlahua'ya' pū'la a'nchī latā'kchokoya' hui'x lā' chuntza' tzē namaktāya'ya' ā'kalhatin para que xa'nca nalatā'kchoko.
MAT.7.6	’A'nan tachi'xcuhuī't a'ntī ixlaktaca'n lej ko'hua'jua' ixtapāstacna'ca'n. Lā' palh xlaca'n tū' tlakaj takaxmatcu'tun ixtachihuīn Dios, tū' caticāmāsu'ni'tit. Xmān nata'a'kchā'n lā' nacātatucscu'tunāni' hua'chi chichi' a'ntū lej xcana'n. Santo ixtachihuīn Dios. Lā' palh tachi'xcuhuī't tū' takaxmatcu'tun, tū' caticāmāsu'ni'tit xlaca'n. Tū' catita'a'cnīni'ni'lh ixtachihuīn Dios. Xlaca'n hua'chi lakatin pa'xni' a'ntū nalacchi'nta a'ntū lej tapala.
MAT.7.7	Lā' Jesús cāhuanipā:
MAT.7.7	―Casqui'ni'tit Dios lā' xla' nacāmaxquī'yāni'. Caputzatit a'ntū Dios cāmaxquī'cu'tunāni' lā' nakaksā'tit. Cakē'kō'lhtit huan mākalhcha lā' chuntza' nacātamālaquī'ni'yāni'. 
MAT.7.8	Huan a'ntī nasqui'ni' Dios, ū'tza' namaklhtīni'n lā' huan a'ntī putza a'ntū Dios namaxquī', xla' nakaksa. Lā' huan a'ntī nakē'kō'lha huan mākalhcha, Dios namālaquī'ni'.
MAT.7.9	’Hui'xina'n ka'lhī'yā'tit mincamana'ca'n. Lā' palh kalhatin mincaman nasqui'ni'yāni' pāntzi, ¿chu namaxquī'ya' lakatin chihuix? 
MAT.7.10	Lā' palh nasqui'ni'yāni' squī'ti', ¿chu namaxquī'ya' lūhua'? 
MAT.7.11	Hui'xina'n chi'xcuhuī'n lā' milaktaca'n tū' tzey. Lā' a'yuj tū' tzey hui'xina'n, pero ca'tzīyā'tit a'ntūn tzey para mincamana'ca'n lā' nacāmaxquī'yā'tit. QuinTāta'ca'n xala' nac a'kapūn lej tzey, lā' chuntza' ā'chulā' nacāmaxquī' a'ntū xatzey huan a'ntīn tasqui'ni'.
MAT.7.12	’Chuntza' cacātlahua'ni'tit ā'makapitzīn chu a'cxtim hua'chi lacasqui'nā'tit xlaca'n nacātatlahuani'yāni'. U'tza' huā'mā' a'ntū huanicu'tun huan ixley Moisés lā' ū'tza' ixlīmāsca'tīnca'n huan profetasna' chu a'nchīn tatzo'kni' na ixtachihuīn Dios.
MAT.7.13	Lā' Jesús cāhuanipā:
MAT.7.13	―A'nan lakatu' mākalhcha lā' kantu' tej. Natanū'yā'tit nac xapītzina'j mākalhcha a'nlhā mā' huan pītzina'j tej. Lā' pēka'tla' mā' huan tej a'ntū a'n nac pūpātīn lā' pēka'tla' xamākalhcha. Lā' līlhūhua' a'ntī natatanūyācha'. 
MAT.7.14	Huan pītzina'j tej a'n nac a'kapūn a'nlhā natahui'layāuj para pō'ktu. Lā' jicslīhua' a'ncan. Nā pītzina'j xamākalhcha. Lā' tū' a'nan lhūhua' a'ntī natatanūyācha'.
MAT.7.15	Lā' Jesús cāhuanipā:
MAT.7.15	―Catamaktaka'lhtit de a'ntīn tahuan palh ixa'cta'sana'nī'n Dios lā' xmān ta'a'kxokonu'n. Xlaca'n hua'chi lobo a'ntū lej taputzamā'na ixlīhua'tca'n lā' talhakā'nanī't hua'chi borregos. 
MAT.7.16	Tzē nacālakapasā'tit ixpālacata a'nchī natalatā'kchoko. Tū' cāpu'xcan uvas nac lhtucū'n lā' nīn tū' cāpu'xcan higos nac huan lhtucū' qui'hui'. 
MAT.7.17	Chuntza' huan xatzey qui'hui' namāstā' xatzey ixtō'ca't lā' tzēhuanī't. Lā' tū' tzey ixtō'ca't huan qui'hui' a'ntūn tū' tzey. 
MAT.7.18	Huan xatzey qui'hui' tū' catimāstā'lh ixtō'ca't a'ntūn tū' tzey. Lā' nīn huan tū' tzey qui'hui' tūla namāstā' xatzey ixtō'ca't. 
MAT.7.19	Palh huan qui'hui' tū' namāstā' xatzey ixtō'ca't, nacā'can lā' nalhcuyucan. 
MAT.7.20	Chuntza' hui'xina'n nacālīlakapasā'tit huan a'cta'sana'nī'n a'ntīn ta'a'kxokonu'n como xlaca'n tū' xa'nca talatā'kchoko.
MAT.7.21	Lā' Jesús cāhuanipā:
MAT.7.21	―Lhūhua' a'nan a'ntī naquintamāpācuhuī: “QuiMāpa'ksīni'”. U'tza' tū' huanicu'tun que natatanū a'nlhā Dios māpa'ksīkō' ixlīhuāk. Xmān tzē natatanūyācha' xlaca'n a'ntīn tatlahua ixtapuhuān quinTāta'ca'n xala' nac a'kapūn. 
MAT.7.22	A'xni'ca' namin ā'xmān chi'chini', līlhūhua' naquintahuani: “QuiMāpa'ksīni'ca'n, quina'n icmāsu'yūj ixtachihuīn Dios ixpālacata milīmāpa'ksīn. Lā' milīmāpa'ksīn iccālīmāxtūj huan tlajana'nī'n. Lā' nā lhūhua' lē'cnīn iccālītlahuáuj milīmāpa'ksīn”, natahuan. 
MAT.7.23	Lā' tuncan na'iccāhuani': “Tū' iccālakapasāni'. Catapānū'tit. Hui'xina'n tlahua'tit a'ntūn tū' tzey”.
MAT.7.24	Lā' Jesús cāhuanipā:
MAT.7.24	―Chuntza' huan a'ntī quinkaxmata lā' xla' a'kahuāna'ni' a'ntū icmāsu'yu, xla' xa'nca tlā'huan na ixtej Dios lā' natāyani' a'yuj napātīni'n. Nala hua'chi kalhatin chi'xcu' a'ntī pūlhmā'n yāhualh xatantūn ixchic. 
MAT.7.25	Lā' a'yuj milh lhūhua' xcān lā' huan palha' ū'ni' sno'kli huan chic, pero tāyani'lh lā' tū' a'kā'lh. 
