MAT.1.1	Yomba i Yesus Krais
MAT.6.18	Yegl etn kade yomba ye ene kaiya mokna mawagl panga i ta kanpogl sikraglkwa, ba Nen teke moglkwa ye suwara mundu pirkan erambuka. Ana ye taragl teke pangwa pirkan orkwa Nem ye ene topo te ikine endinambuka.
MAT.6.19	“Ene makandle bona pikaugl ninambuka te bugl sungum dinambuka te yomba kunogl ninaglkwa, taragl i pre ene gande makai sikriyo. 
MAT.6.20	Ene heven suna di minge bona pikaugl ta nekrambuka te bugl sungum dikrambuka te yomba ta kunogl ikraglkwa, taragl i gande makai siyo. 
MAT.6.21	Pitno! Bona ganan wakai yomara dumo igle ene nomano ombugl igle yenambuka.
MAT.6.22	“Ene ongumutn i nangin ken-lam. Ene ongumutn wakai panan, ene nangin mundu ambuglange sinambuka. Ongumutn suwo-akiye wakai pandre ana nangin mundu pra ambuglangesi tenambuka. 
MAT.6.23	Ba ongumutn suwo-akiye kinde eran, ene nangin mundu mim ere kondinambuka. Te noman ambuglangemo mim eran, aya, mim bongond kaima erambuka.
MAT.6.24	“Yomba suwarata ye yagl kande suwo konguno erekrambuka, ye ta kan wakai yei, ana ta ekriye bogl tenambuka. Mo ta kamo pinande ere ana ta kamo sendinambuka. Ene eremogl God kongunmo ya minge moni kongun i-suwara ende erekraglkwa.
MAT.6.25	“Ipre na ene diteinga, ene kor-moraglkwa i pre pir yumbun dekraglkwa. Mo nangino pre pir yumbun de yegl dikraglkwa. Sragl taragl ne moglpai eramne? Mo nangino pre pir yumbun de yegl dikraglkwa. Sragl taragl i-were wanamne? Kor meglkwa i pai mitna ende kaiya mokna engrukwa, te nangino pai mitna ende kungugl gagl engrukwa. 
MAT.6.26	Ene kua waningwa i kaniyo, ye kongun ta ere yaglmo, mo simakaisimo, mo gande yei nekrikwa, ba Neno heven moglkwa ye kaiya moknano i-pene ende tongo neingwa. Ana sragl we dinamun, ene mogl mitna kaima ende kua engrekrimo? 
MAT.6.27	Mo ene yomburo ta pra panan kor-moglpai eraglkwa i pre enene engeno ta pra ake olto endinaglmo?
MAT.6.28	“Sraglpre ene kungugl gagl pre pir yumbun deime? Ene akindile endikan kuiye si pai ongwa, i mambunono piraglkwa imba. Ye kungugl gagl wedi konguno ta erekrikwa. 
MAT.6.29	Ana ipre ene diteimbo. Okuna King Solomon ye ekin nogl gagl wangwa, ba ye taragl kuiye wakai yeglmere ta ekin gagl i-wankrukwa. 
MAT.6.30	Ana akindile endikan kuiye yeglmere, etne plaudi pangwa, te tangina mereyegl puro gagltenge eraglkwa, iwe God yene embriye wakai yeglmere panambedi prukwa pre plaudi pangwa. Yeglmere ene kungutno gatno pra i-pene ende tekrambo? Ene pirngi dingwa kembra pangwa. 
MAT.6.31	Ipre ene pirngidi yegl dikraglkwa, ‘Sragl taragl i-ne moglpai eramne, mo sragl taragl were i-wanamune?’ 
MAT.6.32	Iwe kamambuno kiurikwa yomba ye nomano kande taragl igle mina pago sika singwa. Ene taragl dokingwa i, Neno heven moglkwa imbo ye pir kondungwa. 
MAT.6.33	Ene eremogl God kingdomo, ya te mambunomo du-yene komnaiye doko kan imin kade ana okuwo taragl tau prapra pitnere ama tenambuka. 
MAT.6.34	Ene barma pre gokgake dikraglkwa. Barma kongunmo iwe, yene barma taragl. Ande suwara suwarandi yumbuno i yene perepere ungwa.
MAT.7.1	“Yomba ta erambere ene yumbu sikriyo, ene yegl etn, God ene yegl keunde eretenambuka. 
MAT.7.2	Ene mambuno etnere yegl, God yegl keunde eretenambuka, te ene yomba ere tenaglkwa yeglmere God ama ene ere tenambuka.
MAT.7.3	“Sraglpre ene angitn ongumuglo mina endi surmane yongwa yendo dine? Enene ongumutn mina endi bange pond pangwa imbor yende ana okuwo angitn yendo ditenatnga. 
MAT.7.4	Ene engenge ongumutn mina ende bange pond ta panan, ene sraglpre angitn ongumuglo mina taragl kembra yongwa, i yendinagle dine? 
MAT.7.5	Ene kakimbi yomba, okuna kana endi bange enene ongumutn mina pangwa imenda ende ana okuwo ene kanpogl sindre ana angitn ongumuglo mina endi surmane yongwa i ere i-endinatnga.
MAT.7.6	“Taragl God teingo holi yongwa i ene indre agl tekriyo, te ene taragl wakai i-wan meglkwa i bugla tekriyo. Ene yegl erimbi, ye katno mina engre deruwagl baruwagl ere, okuwo ana kan ikine ende enene si ninaglkwa.”
MAT.7.7	Yesus ka aglke yegl dungwa, “Krapotn ana God ene tenambuka, dokun ana ene kanatnga. Sigiu dimin ana yungu dra yauro ende tenambuka. 
MAT.7.8	Yomba prapra God krapogltre, inaglkwa; te ye dokindre kanaglkwa. Te ye sigiu dimbi, yungu dra yauro ende tenambuka.
MAT.7.9	“Ene mina yagl suwarata wam kaiya wedi kra poran, ye kombuglo ta pra i-tenambo? 
MAT.7.10	Mo ye fis ta kra poran ye toki ta i-tenambo? Tamanga. 
MAT.7.11	Ene yomba kinde meglkwa ba, pirpogl sindre nangro taragl wakai i-teingwa, yeglmere Neno God heven moglkwa imbo, yana dinaglkwa ye taragl wakai mere tenambuka. 
MAT.7.12	Ene engenge yomba taragl ere naraglmedi pitnere yeglmere ye eretenatnga, i we Moses lomo ya te propet wagle ye kanno i mambuno kaima pangwa.
MAT.7.13	“Ene konbo dra kembra yomara i suna enaglkwa. Konbo dra kande yongwa i yei endpi guglo kamun ongwa, igle yomba merkinde eingwa. 
MAT.7.14	Ba dra kembra yendre te konbo urur yomara i yombuglo ere, endpi kor-moraglkwa kamun ongwa, i yomba kurita doko kan ingwa.
MAT.7.15	“Ene kan kuno ere molo, propet kakimbi yomba unaglkwa. Ene ye kanimbi nangino tembe sipsip mereyegl ere unaglkwa, ba ye nomano suna i agl are mereyegl pangwa. 
MAT.7.16	Yombamo i moglpai eraglkwa mambunono i ene kanaglkwa. Yomba ta pra pi endi kangigle ormara suna wain mongo kogl panan urambo? Te yomba ta kugl kinde panambara suna i ende kogla mongo kogl panan uraglmo mo? Kaima tamanga. 
MAT.7.17	Yeglmere endi wakai pangwa i mongo wakai koglkwa, te endi kinde pangwa i mongo kinde koglkwa. 
MAT.7.18	Endi wakai ta mongo kinde koglkrambuka, te endi kinde ta mongo wakai koglkrambuka. 
MAT.7.19	Endi ta mongo wakai koglkrambuka, i boro ende ipi donga mina gagltenge eraglkwa. 
MAT.7.20	Yeglmere ene propet kakimbi yomba ye mambunono i wu pene enan kanaglkwa.
MAT.7.21	“Ene yegl di pirkraglkwa, yomba na kangina dagl, Yaglkande, Yaglkande di moraglkwa, ba ye prapra heven enaglmedi ta pirkraglkwa, yomba ta Nina heven moglkwa imbo ye prumere mere sika sinambuka i ye heven kingdom enambuka. 
MAT.7.22	Enge kande mina yomba merkinde yegl di naraglkwa, ‘Yaglkande, Yaglkande, no ene kangin mina kamambuno dikunedino? Te ene kangin mina spirit kinde sende kuno endino? Te kimagl kanekane erekunedino?’ 
MAT.7.23	Yegl dimbi okuwo na nongugl kaima yegl ditenaglka, ‘Na ene ta kanpogl sikrika. Ene ende eglke piyo, ene mambuno kinde kanekane erikwa yomba.
MAT.7.24	“Yeglpre yomba tau na kanna pirpogl sindre ana duglo boraglkwa, yombamo i eremogl yomba tau nomano pai pogl sungwa kombuglo bolamugl yungu kei paingwa yeglmere. 
MAT.7.25	Ana kamun pond sungwa, nigl si, ir iwanga mange yungu mina sungwa. Ba yungu i kombuglo bolamugl keingwa pre ukandi yange sikrukwa. 
MAT.7.26	Te yomba tau na kanna i pirtre ana ye sika sikraglkwa, ye yagl du orkwa ta eremogl yungumo okupo yomara bolamugl keingwa yeglmere. 
MAT.7.27	Ana kamun pond sungwa, nigl si, ir yuwanga mange yungumo igle sungwa, bukondi yangesi bogl deruwagl ere kondungwa.”
MAT.7.28	Ana Yesus ka i dite kondungo, yomba merkinde makaisi meglkwa ye kamo i pir sipuglo dingwa. 
MAT.7.29	I sraglpre, ye yombuglo gigledi kande pangwa pre ka giglendi beke tongwa, i lo beke teingwa yomba yeglmere manga.
MAT.8.1	Enge igle Yesus kamun muglo kondo ende atne ungo,
MAT.8.2	Ana yagl ta kaglande sungwa Yesus moglmara undre guma mina goglko bonduglte yegl dungwa, “Yaglkande, ene na erewakai ere naraglendi pitn kade, ene erewakai ere naro.”
MAT.8.3	Ana Yesus ongo duglosi yaglmo akindre dungwa, “Na pirka, ene kinden pra wakai erambiwo.” Ana oglandi yaglmo kaglande sungwa ikra nangiye winge dungwa.
MAT.8.4	Ana Yesus yegl ditongwa, “Ene yomba suwarata ditekratnga, ba ene du ende pris moglmara pindre ana nangin ombuno dimin. Ye ene kanan, yomba prapra ene kaglande singa winge dungwa i kanaglkwa, Moses dumere ere ana ofa garatnga.”
MAT.8.5	Ana enge igle Yesus ende Kaperneam kamun suna ongo, Rom kimbirnem ende okuna ongwa yagle ta Yesus moglmara undre akepledi narambedi pre dungwa, 
MAT.8.6	“Yaglkande, na nitna konguna yomba kinde kande sungo mau si bogl mina yono pangwa.”
MAT.8.7	Ana Yesus yegl ditongwa, “Na pindre ye erewakai ere tenaglka.”
MAT.8.8	Ana kimbirnem ende okuna ongwa yagle yegl di ikine ende tongwa, “Yaglkande, na yomba wakai ta moglkrika, ipre na yungunamugl ta ukratniwo. Ene ka keme dimin ana na konguna yomba argan erambuka. 
MAT.8.9	Na yombanma kande meglmara atnekra moglka. Te na moglmara atnekra kimbirna nem meglkwa. Na ta endpo digo ye endongwa. Te ta wo digo ye ungwa, te nigl konguna yomba ta ene kongun i ero digo, ye orkwa.”
MAT.8.10	Yegl dungo, Yesus ka i pirtre sipuglo dindre ana mokomugl eingwa yomba dite dungwa, “Na ka kaima ene diteinga, Israel yomba ene mina yomba ye pirngi dumere yegl ta pirngi digo kankrika. 
MAT.8.11	Ipre na ka yegl diteinga, yomba merkinde ande umara ya beimara wu Abraham, Aisak te Jekop ye bogl heven kingdom suna dumo indre makaisi mokna bir ninaglkwa. 
MAT.8.12	Ba komnaiye heven kingdom unaglmedi, digaglkwa yomba ye piyasi menda endinan mim bongond ormara, atne pi kai kaglkane ere singino gikir ere moraglkwa.”
MAT.8.13	Ana Yesus eremogl kimbirnem ende okuna ongwa yagle yegl ditongwa, “Ene ende yungun po! Ene taragl yegl erambedi pirngi dinga i pra ere tenambuka.” Ana nigl kongunmo yomba ikra enge igle keme kindemo argan orkwa.
MAT.8.14	Yesus ende Pita keipamara yungugl ongwa enge, Pita ambu imake kinde si nangiye ninga pond dungo ye bogl mina uglpai moglkwa. 
MAT.8.15	Yesus eremogl ongo akungo ye nangiye ninga dungwa i dundungwa, ana ambumo andigl kaiya mokna ere Yesus tongwa.
MAT.8.16	Ana pokndungo, yomba merkinde spirit kinde ye mina meglkwa pre, auro iyu Yesus moglmara wingwa. Ana ye spirit kinde dimenda ende, kindeno prapra erewakai orkwa. 
MAT.8.17	Ye orkwa i okuna imbo propet Aisaia dumere mere wu geundi pangwa:
MAT.8.17	“Ye yene nono kindeno imbo
MAT.8.17	kanekane pangwa i
MAT.8.17	kake yend ongwa.”
MAT.8.18	Yesus kangwa, yagl ambu merkinde wu ye moglmara mogl winambo digo ana ye disaipelma wagle yegl ditongwa, “Ene ende niglmong koglo imbo piyo.” 
MAT.8.19	Ana lo beke tongwa yomba suwarata wu Yesus moglmara yegl ditongwa, “Ka Beke Notnga, ene kamun koglkoglo enatnara na mokonomugl enaglka.”
MAT.8.20	Ana Yesus di ikine ende tongwa, “Agl are yungumo kombuglo mur yongo, te kua ye yungumo yongwa, ba Yomba Wam ye yungumo toglmo ta yeikrukwa.”
MAT.8.21	Ana disaipelmo suwarata yegl di Yesus tongwa, “Yaglkande, komnaiye kana na kanwinge etn pindre ana nina maugl sinaglka.”
MAT.8.22	Ba Yesus di ikine ende ye tongwa, “Kondo ene na mokonamugl wo. Kanwinge etn geglkwa yene geglkwa yomba maugl sinaglkwa.”
MAT.8.23	Yesus ende bot mina suna ongo ana disaipelma wagle omara mokomugl eingwa. 
MAT.8.24	Ye ende niglmong suna eingo ana ir yuwanga pond kaima ungo, nigl pembigldi wu bot i-atne endinagledi orkwa. Ba Yesus uglpai moglkwa. 
MAT.8.25	Ana disaipelma pi ye pai moglmara uglo yoko dingwa, “Yaglkande, no akepledo, no nigl enaunga!”
MAT.8.26	Ana ye di ikine endungwa, “Ene pirngi dingwa kembra pangwa. Sraglpre ene kundugl geglme?” Ana ye andigl ir yuwanga ya nigl pembigl ka tongo ana ir yuwanga bu yongo te nigl kiendi moglkwa.
MAT.8.27	Ana prapra alagl sindre dingwa, “Ye sragl yomba moglme? Ir yuwanga ya nigl pembigl ye dumere kamo pir pinande eurika.”
MAT.8.28	Yesus wan endpi niglmong koglo imbo Gerasa kamun ongwa enge, yagl suwo spirit kinde suna meglko, ye kombuglo dra yomba geglko pandiglmara mina pai wanbrika yaglmo suwo, ye wu Yesus omara plau dimbrika. Ye yomba simbrika pre yomba konbauna igle wankrikwa. 
MAT.8.29	Ye kaglkane kande ere dimbrika, “God Wam, ene no sragl ere noratn? Enge yeikrumara unga, ene no nangino giu ere noragledi pre un kana?”
MAT.8.30	Ana bugla merkinde kaima tau eglke dagl kaiya ne meglkwa. 
MAT.8.31	Ana spirit kinde ye Yesus ambran ka dite yegl dingwa, “Ene no dimenda endinagledi pitn kade, no di bugla meglmara iro endimin ende suna enamuniwo.”
MAT.8.32	Digo, Yesus yegl ditongwa, “Ende piyo!” Spirit kinde yagl suwo i kindekondo ende menda wu ana bugla mina ende suna eingo, ana bugla sinuglundi dangine mukundi ende atne pi niglmong mina nigl ne gogl kondingwa. 
MAT.8.33	Ana bugla sugl yomba teke ende taun suna pindre, igle taragl prapra orko kanigwa, ya te yagl suwo mina spirit kinde suna meglko dimenda endungwa i akiye ka boglo kugl yomba teingwa. 
MAT.8.34	Ana taun yomba prapra Yesus kanamnedi ende menda wingwa. Ye wu Yesus bogl tengigl yendre ana kamunomugl igle mogl dinambedi mane ditengwa.
MAT.9.1	Yesus bot mina wu tembe pindre, ende ikine pi nigl koglo imbo ye yene kamunmo kaima plau dungwa.
MAT.9.2	Ana yomba tau yagl ta kinde sungwa kake yu ye moglmara wingwa, yaglmo ongo kagle mau sungwa boglmo mina pandigl kake i-wingwa. Yesus kango ye pirngi dingwa pangwa pre ana ka yegl di kinde sungwa yagle tongwa, “Wana, ene noman pokndi yenano. Na ene tandaglmen kindekondo teinga.”
MAT.9.3	Lo beke teingwa yomba ye Yesus kamo i pirtre ana ye yene ka yegl dipirkwa, “Yomba i God kenaglmo sungwa.”
MAT.9.4	Yesus ye nomano mina kan-kondo ka yegl dungwa, “Sraglpre ene nomano mina pirko kinde orme? 
MAT.9.5	Tandaglmen koko ende teiwo diga, mo andigl ende po diga i undi pame? 
MAT.9.6	Ba ene yegl piryo, Yomba Wam ye yombuglo kande pangwa pre, makandle tandaglmeno prapra koko ende tenambuka.” Yesus ka yegl dikondo, ongo kagle kinde sungwa yaglmo moglko kandre yegl ditongwa, “Ene andigl kungutn indre ende yungun po.” 
MAT.9.7	Ana yaglmo i andigl ende yungumugl ongwa. 
MAT.9.8	Enge igle yomba prapra i kandre kundugl geglkwa. Ana yegl kandre God dembiye si teingwa. Ye yombuglo giglendi yomba tongwa.
MAT.9.9	Yesus ye kamun igle kondo endongwa, ana pi yagl ta kangiye Matyu, ye takis ingwa yungu igle amedi moglko kandre ana Yesus yegl ditongwa, “Ene na mokonamugl wo.” Ana Matyu andigl Yesus omara mokomugl ongwa.
MAT.9.10	Enge igle Yesus ye disaipelma bogl Matyu yungumugl
MAT.9.11	Yegl eriko, Parisi wagle ye i kandre disaipelma meglmara krapogl teingwa, “Sraglpre ene ka beke tongwa yagle ye takis ingwa ya tandaglme erikwa yomba bogl akiye kaiya mokna ne meglme?”
MAT.9.12	Yesus ka i pirtre ye yegl dungwa, “Yomba ta kinde sikrambuka ye dokta moglmara ta pikrambuka, ba kinde sinan ye enambuka. 
MAT.9.13	Ene pindre God kamo pangwa i kere piryo, ‘Kombuglange gaglkwa ipre na nomana kande paikrukwa, ba yomba mitno goraglkwa pre na nomana kande pangwa.’ 
MAT.9.14	Enge igle Jon disaipelma wagle undre Yesus moglmara kra yegl pogl teingwa, “Sraglpre no ya te Parisi wagle kaiya mokna mawagl ounga, ba ene disaipelma wagle yegl erekrime?” 
MAT.9.15	Yesus yegl di ikine ende tongwa, “Ambu inambuka yagl ye yombama bogl akiye meglmbi sraglpre ye miriye goraglme? Tamanga. Enge ta yenan ye ikorugl endimbi kade ana yombamo kaima kaiya mokna mawagl eraglkwa.
MAT.9.16	“Yomba ta gagl alap kor kembra ta bagladi indre, gagl suna kande goglo mina simborambuka. Ye yegl eran, gagl kor simboglkwa i yombuglo ere gagl goglo arglandi wu kande kaima enambuka. 
MAT.9.17	Ana yomba ta wain kor toindi meme nangiye gagl goglo mina ta suna endekrambuka.
MAT.9.18	Ana Yesus ka yegl di Jon disaipelma wagle temoglko, makai yungu sugl moglkwa yomba ta, Yesus moglmara mangigl undre ana goglko bonduglte ka yegl ditongwa, “Na ambura erme keme gogl dundungwa. Ba ene undre ongun ye mina yemin ana ye pra ukor enambuka.” 
MAT.9.19	Ana Yesus andigltre yaglmo i omara ongo, ana ye disaipelma wagle akiye ende eingwa.
MAT.9.20	Ambu ta moglkwa, ye ba engenge kanmogl ongo buglayungu 12 orkwa. Ambumo i Yesus omara moko mina mangigl pindre ongo duglosi Yesus gaglmo suna olto punduno ime akungwa. 
MAT.9.21	Ambumo yene yegl di prukwa, “Na gaglmo suna punduno akimbo kade, na kindena i pra wakai erambuka.”
MAT.9.22	Yesus ye kan akete ambu i kandre yegl dungwa, “Na ambura, ene noman pokndi panano. Ene pirngi dinga i enene erewakai eretongwa.” Ana erme keunde ambu i kindemo wakai orkwa.
MAT.9.23	Yegl ertre ana Yesus endpi kamambuno sugl yomba keipamara yungugl pindre, ye kango yomba tau puming sigo, kai eriko, gaugl kande meglko, 
MAT.9.24	ye ditongwa, “Ene prapra ende wenda piyo. Ambai kembra ye goglkrukwa, tamanga. Ye yoko ugl paimoglkwa.” Yegl dungo ye prapra gaugl ereteingwa. 
MAT.9.25	Ba ye yomba prapra di wenda endekondo, Yesus ende yungugl pi ambai ongo akungo ana ambai anduglkwa. 
MAT.9.26	Ana Yesus taragl orkwa i ka boglo kiglko waidi ende dumo koglkoglo ongwa.
MAT.9.27	Yesus kamun igle kondo endongo, yagl suwo ongumutno kin yongwa mokomugl pindre ana agle binan bogl di yegl dimbrika, “Devit Wam, ene no mitno gogl noro!”
MAT.9.28	Yesus ende yungugl ongwa enge, ongumutno kin yembrika suwo ye moglmara wimbrika. Ana Yesus krapogl yaglmo suwo tongwa, “Na taragl i pra erambedi pirngi dimbro?” Ana ye ditembrika, “Yaglkande, no pirngi dumbuglka.”
MAT.9.29	Ana Yesus ongo ongumutno mina akindre dungwa, “Ene pirngi dimbrika pre, taragl yegl ene mina plau dinambuka.” 
MAT.9.30	Ana ye ongumutno pinedungo, Yesus ka giglendi yegl ditongwa, “Taragl ene mina plau dungwa i yomba ta ditembir pirdinaglmiwo.” 
MAT.9.31	Ba ye pi Yesus taragl ormere i yomba merkinde dite kondimbriko ka boglo i waidi ende dumo koglkoglo ongwa.
MAT.9.32	Ana yagl suwo Yesus kondo ende embriko, yagl ta spirit kinde suna moglkwa, ye dra yake tongo ka dikrukwa. I yomba auro yu Yesus moglmara wingwa. 
MAT.9.33	Ana Yesus spirit kinde i simenda endungo, du ikra ka dungwa. Yegl orko kandre yomba merkinde kundugl dindre ka yegl dingwa, “Okuna imbo Israel kamun taragl yegl ta plau dungo kankungra.”
MAT.9.34	Ba Parisi wagle yegl dingwa, “Spirit kinde nemyagl ye yombuglomo Yesus tongo ana ye spirit kinde simenda endungwa.”
MAT.9.35	Yesus winambodi endpi taun kande ya kembra makai yungu yungugl pindre, God kingdomo ka wakai yomba dipene ende ana bekete orkwa. Te kinde imbo ya kinde kanekane nangino mina pangwa i ama akiye erewakai orkwa. 
MAT.9.36	Ana Yesus kango yomba merkinde makaisi meglko, ye i kandre mitno goglkwa. Sraglpre, ye nomano sikugl endungo ere wanaglkwa mere mango, te ye sipsip sutno yomba mogl akeple dinaglkwa mere manga. 
MAT.9.37	Ipre ye disaipelma ditongwa, “Kaiya mokna merkinde mongo de bogl yei kondungwa, ba kongun yomba mere mogl simakai sinaglkwa manga. 
MAT.9.38	Yeglpre, Yaglkande kongun nemyagl kamange ere teimbi, ye kongunmo yomba di endinan ana yene kaiya moknamo mongo simakai sinaglkwa.”
MAT.10.1	Yesus disaipelma 12 dimakai sindre, ana spirit kinde yomba mina suna meglkwa i simenda ende te kinde imbo kanekane ya te kinde sungwa i erewakai eraglmedi pre yombuglo tongwa.
MAT.10.2	Aposelma wagle 12 ye kangino yegl: Kangiye gumamugl pangwa Saimon, kangiye ta Pita we dingwa. Ye angigle Andru. Te Jems angigle Jon ye Sebedi wam suwo. 
MAT.10.3	Te Pilip ya Batolomiu, Tomas, te Matyu, ye takis yungwa yaglmo. Te Jems, ye Alfias wam, te Tadius. 
MAT.10.4	Te Saimon ye Selot yungu ombuno mina ta moglkwa. Te Judas Iskariot, ye Yesus yaglkumba ikine tongwa yagle.
MAT.10.5	Yesus aposelma 12 diendungwa ende enamunedi eriko ka yegl ditongwa, “Ene pi Yomba Bina ye meglmara ya te Samaria yomba tauno yomara igle pikriyo.
MAT.10.6	Ene enaglmere du-yene endpi sipsip taya eingwa yomba Israel ye meglmara igle piyo. 
MAT.10.7	Pindre ana ka yegl dipene endinaglkwa, ‘Heven kingdom ende magl ungwa.’ 
MAT.10.8	Kinde sinaglkwa erewakai ere, goraglkwa ikor ende, kende kaglande sinaglkwa ake wu wakai pi, ana spirit kinde mange menda endiyo. Ene topo erekre yoko ingura, ipre ene topo ikre yoko ereteiyo. 
MAT.10.9	Ene gol mo, moni silva mo, moni gogl, i ta gatno kamban mina panan indre pikriyo. 
MAT.10.10	Ene konbauna enaglkwa enge, gatno kamban ta ikriyo. Te gatno suna suwondi ikre, te katno towo mo buglo muglmbo ta ipikriyo. Kongun yomba ye taragl ta inagledi pirambuka i yomba tenaglkwa.
MAT.10.11	“Ana ene wan ende pi taun kande mo, kembra ta suna eimbi igle ene kanpogl siyo, yomba du-wakai ta mogl ene di gundo yungumugl enagle dinan, ene pra ye bogl moglpai pi ende enaglkwa enge dumo igle kondiyo. 
MAT.10.12	Ene ende yungugl enaglkwa enge, ka yegl diteyo, ‘Enge wakai ene mina yenano.’ 
MAT.10.13	Ana yungu nem embriyeno wakai panan ene bipokndi ye mina endimbi yei-panano. Ba ye embriyeno kinde ta panan ene tengwa ikra ikine endiyo. 
MAT.10.14	Te taun kande mo kembra ta embi yomba ta ene di gundo yungunomugl endekre, te ka dinaglkwa pirkre, te ene una endwo ta dikrimbi, ene kamun igle kondindre ana katno sura mina kungane tamasi endiyo.
MAT.10.15	Na ka kaima ene diteinga, enge kande mina God yomba ka-tange tenambuka enge igle, Sodom ya Gomara yumbun ikra engre atne ende tendre, ana taun igle nem taragl yumbun pond kaima inaglkwa.
MAT.10.16	“Piryo, na ene sipsip mereyegl di agl koglma meglmara pukamugl endiga. Yeglpre ene toki mereyegl pirpoglsi kiendi wanaglkwa. Te kua yumugl mereyegl aglau erekre waniyo. 
MAT.10.17	Ene kanpoglsi wanaglkwa, yomba tau ene kanesi kaunsol meglmara ipindre ka-tange tenaglkwa. Te ye ama ene imakai yungu yungugl ende kumba uglmbo sinaglkwa. 
MAT.10.18	Ana ene na nangrima meglkwa pre, ene ipi king ya gavman mina ka-tange tenaglkwa. Yegl erimbi ene yomba kande ya Yomba Bina ye gumano mina andigl mogl ana kamambuno diteyo. 
