MAT.1.1	ibrAhImaH santAno dAyUd tasya santAno yIzukhrISTastasya pUrvvapuruSavaMzazreNI|
MAT.6.29	tathApyahaM yuSmAn vadAmi, sulemAn tAdRg aizvaryyavAnapi tatpuSpamiva vibhUSito nAsIt|
MAT.6.30	tasmAt kSadya vidyamAnaM zcaH cullyAM nikSepsyate tAdRzaM yat kSetrasthitaM kusumaM tat yadIzcara itthaM bibhUSayati, tarhi he stokapratyayino yuSmAn kiM na paridhApayiSyati?
MAT.6.31	tasmAt asmAbhiH kimatsyate? kiJca pAyiSyate? kiM vA paridhAyiSyate, iti na cintayata|
MAT.6.32	yasmAt devArccakA apIti ceSTante; eteSu dravyeSu prayojanamastIti yuSmAkaM svargasthaH pitA jAnAti|
MAT.6.33	ataeva prathamata IzvarIyarAjyaM dharmmaJca ceSTadhvaM, tata etAni vastUni yuSmabhyaM pradAyiSyante|
MAT.6.34	zvaH kRte mA cintayata, zvaeva svayaM svamuddizya cintayiSyati; adyatanI yA cintA sAdyakRte pracuratarA|
MAT.7.1	yathA yUyaM doSIkRtA na bhavatha, tatkRte'nyaM doSiNaM mA kuruta|
MAT.7.2	yato yAdRzena doSeNa yUyaM parAn doSiNaH kurutha, tAdRzena doSeNa yUyamapi doSIkRtA bhaviSyatha, anyaJca yena parimANena yuSmAbhiH parimIyate, tenaiva parimANena yuSmatkRte parimAyiSyate|
MAT.7.3	aparaJca nijanayane yA nAsA vidyate, tAm anAlocya tava sahajasya locane yat tRNam Aste, tadeva kuto vIkSase?
MAT.7.4	tava nijalocane nAsAyAM vidyamAnAyAM, he bhrAtaH, tava nayanAt tRNaM bahiSyartuM anujAnIhi, kathAmetAM nijasahajAya kathaM kathayituM zaknoSi?
MAT.7.5	he kapaTin, Adau nijanayanAt nAsAM bahiSkuru tato nijadRSTau suprasannAyAM tava bhrAtR rlocanAt tRNaM bahiSkartuM zakSyasi|
MAT.7.6	anyaJca sArameyebhyaH pavitravastUni mA vitarata, varAhANAM samakSaJca muktA mA nikSipata; nikSepaNAt te tAH sarvvAH padai rdalayiSyanti, parAvRtya yuSmAnapi vidArayiSyanti|
MAT.7.7	yAcadhvaM tato yuSmabhyaM dAyiSyate; mRgayadhvaM tata uddezaM lapsyadhve; dvAram Ahata, tato yuSmatkRte muktaM bhaviSyati|
MAT.7.8	yasmAd yena yAcyate, tena labhyate; yena mRgyate tenoddezaH prApyate; yena ca dvAram Ahanyate, tatkRte dvAraM mocyate|
MAT.7.9	Atmajena pUpe prArthite tasmai pASANaM vizrANayati,
MAT.7.10	mIne yAcite ca tasmai bhujagaM vitarati, etAdRzaH pitA yuSmAkaM madhye ka Aste?
MAT.7.11	tasmAd yUyam abhadrAH santo'pi yadi nijabAlakebhya uttamaM dravyaM dAtuM jAnItha, tarhi yuSmAkaM svargasthaH pitA svIyayAcakebhyaH kimuttamAni vastUni na dAsyati?
MAT.7.12	yUSmAn pratItareSAM yAdRzo vyavahAro yuSmAkaM priyaH, yUyaM tAn prati tAdRzAneva vyavahArAn vidhatta; yasmAd vyavasthAbhaviSyadvAdinAM vacanAnAm iti sAram|
MAT.7.13	saGkIrNadvAreNa pravizata; yato narakagamanAya yad dvAraM tad vistIrNaM yacca vartma tad bRhat tena bahavaH pravizanti|
MAT.7.14	aparaM svargagamanAya yad dvAraM tat kIdRk saMkIrNaM| yacca vartma tat kIdRg durgamam| taduddeSTAraH kiyanto'lpAH|
MAT.7.15	aparaJca ye janA meSavezena yuSmAkaM samIpam Agacchanti, kintvantardurantA vRkA etAdRzebhyo bhaviSyadvAdibhyaH sAvadhAnA bhavata, yUyaM phalena tAn paricetuM zaknutha|
MAT.7.16	manujAH kiM kaNTakino vRkSAd drAkSAphalAni zRgAlakolitazca uDumbaraphalAni zAtayanti?
MAT.7.17	tadvad uttama eva pAdapa uttamaphalAni janayati, adhamapAdapaevAdhamaphalAni janayati|
MAT.7.18	kintUttamapAdapaH kadApyadhamaphalAni janayituM na zaknoti, tathAdhamopi pAdapa uttamaphalAni janayituM na zaknoti|
MAT.7.19	aparaM ye ye pAdapA adhamaphalAni janayanti, te kRttA vahnau kSipyante|
MAT.7.20	ataeva yUyaM phalena tAn pariceSyatha|
MAT.7.21	ye janA mAM prabhuM vadanti, te sarvve svargarAjyaM pravekSyanti tanna, kintu yo mAnavo mama svargasthasya pituriSTaM karmma karoti sa eva pravekSyati|
MAT.7.22	tad dine bahavo mAM vadiSyanti, he prabho he prabho, tava nAmnA kimasmAmi rbhaviSyadvAkyaM na vyAhRtaM? tava nAmnA bhUtAH kiM na tyAjitAH? tava nAmnA kiM nAnAdbhutAni karmmANi na kRtAni?
MAT.7.23	tadAhaM vadiSyAmi, he kukarmmakAriNo yuSmAn ahaM na vedmi, yUyaM matsamIpAd dUrIbhavata|
MAT.7.24	yaH kazcit mamaitAH kathAH zrutvA pAlayati, sa pASANopari gRhanirmmAtrA jJAninA saha mayopamIyate|
MAT.7.25	yato vRSTau satyAm AplAva Agate vAyau vAte ca teSu tadgehaM lagneSu pASANopari tasya bhittestanna patatil
MAT.7.26	kintu yaH kazcit mamaitAH kathAH zrutvA na pAlayati sa saikate gehanirmmAtrA 'jJAninA upamIyate|
MAT.7.27	yato jalavRSTau satyAm AplAva Agate pavane vAte ca tai rgRhe samAghAte tat patati tatpatanaM mahad bhavati|
MAT.7.28	yIzunaiteSu vAkyeSu samApiteSu mAnavAstadIyopadezam AzcaryyaM menire|
MAT.7.29	yasmAt sa upAdhyAyA iva tAn nopadideza kintu samarthapuruSa_iva samupadideza|
MAT.8.1	yadA sa parvvatAd avArohat tadA bahavo mAnavAstatpazcAd vavrajuH|
MAT.8.2	ekaH kuSThavAn Agatya taM praNamya babhASe, he prabho, yadi bhavAn saMmanyate, tarhi mAM nirAmayaM karttuM zaknoti|
MAT.8.3	tato yIzuH karaM prasAryya tasyAGgaM spRzan vyAjahAra, sammanye'haM tvaM nirAmayo bhava; tena sa tatkSaNAt kuSThenAmoci|
MAT.8.4	tato yIzustaM jagAda, avadhehi kathAmetAM kazcidapi mA brUhi, kintu yAjakasya sannidhiM gatvA svAtmAnaM darzaya manujebhyo nijanirAmayatvaM pramANayituM mUsAnirUpitaM dravyam utsRja ca|
MAT.8.5	tadanantaraM yIzunA kapharnAhUmnAmani nagare praviSTe kazcit zatasenApatistatsamIpam Agatya vinIya babhASe,
MAT.8.6	he prabho, madIya eko dAsaH pakSAghAtavyAdhinA bhRzaM vyathitaH, satu zayanIya Aste|
MAT.8.7	tadAnIM yIzustasmai kathitavAn, ahaM gatvA taM nirAmayaM kariSyAmi|
MAT.8.8	tataH sa zatasenApatiH pratyavadat, he prabho, bhavAn yat mama gehamadhyaM yAti tadyogyabhAjanaM nAhamasmi; vAGmAtram Adizatu, tenaiva mama dAso nirAmayo bhaviSyati|
MAT.8.9	yato mayi paranidhne'pi mama nidezavazyAH kati kati senAH santi, tata ekasmin yAhItyukte sa yAti, tadanyasmin ehItyukte sa AyAti, tathA mama nijadAse karmmaitat kurvvityukte sa tat karoti|
MAT.8.10	tadAnIM yIzustasyaitat vaco nizamya vismayApanno'bhUt; nijapazcAdgAmino mAnavAn avocca, yuSmAn tathyaM vacmi, isrAyelIyalokAnAM madhye'pi naitAdRzo vizvAso mayA prAptaH|
MAT.8.11	anyaccAhaM yuSmAn vadAmi, bahavaH pUrvvasyAH pazcimAyAzca diza Agatya ibrAhImA ishAkA yAkUbA ca sAkam militvA samupavekSyanti;
MAT.8.12	kintu yatra sthAne rodanadantagharSaNe bhavatastasmin bahirbhUtatamisre rAjyasya santAnA nikSesyante|
MAT.8.13	tataH paraM yIzustaM zatasenApatiM jagAda, yAhi, tava pratItyanusArato maGgalaM bhUyAt; tadA tasminneva daNDe tadIyadAso nirAmayo babhUva|
MAT.8.14	anantaraM yIzuH pitarasya gehamupasthAya jvareNa pIDitAM zayanIyasthitAM tasya zvazrUM vIkSAJcakre|
MAT.8.15	tatastena tasyAH karasya spRSTatavAt jvarastAM tatyAja, tadA sA samutthAya tAn siSeve|
MAT.8.16	anantaraM sandhyAyAM satyAM bahuzo bhUtagrastamanujAn tasya samIpam AninyuH sa ca vAkyena bhUtAn tyAjayAmAsa, sarvvaprakArapIDitajanAMzca nirAmayAn cakAra;
MAT.8.17	tasmAt, sarvvA durbbalatAsmAkaM tenaiva paridhAritA| asmAkaM sakalaM vyAdhiM saeva saMgRhItavAn| yadetadvacanaM yizayiyabhaviSyadvAdinoktamAsIt, tattadA saphalamabhavat|
MAT.8.18	anantaraM yIzuzcaturdikSu jananivahaM vilokya taTinyAH pAraM yAtuM ziSyAn Adideza|
MAT.8.19	tadAnIm eka upAdhyAya Agatya kathitavAn, he guro, bhavAn yatra yAsyati tatrAhamapi bhavataH pazcAd yAsyAmi|
MAT.8.20	tato yIzu rjagAda, kroSTuH sthAtuM sthAnaM vidyate, vihAyaso vihaGgamAnAM nIDAni ca santi; kintu manuSyaputrasya ziraH sthApayituM sthAnaM na vidyate|
MAT.8.21	anantaram apara ekaH ziSyastaM babhASe, he prabho, prathamato mama pitaraM zmazAne nidhAtuM gamanArthaM mAm anumanyasva|
MAT.8.22	tato yIzuruktavAn mRtA mRtAn zmazAne nidadhatu, tvaM mama pazcAd Agaccha|
MAT.8.23	anantaraM tasmin nAvamArUDhe tasya ziSyAstatpazcAt jagmuH|
MAT.8.24	pazcAt sAgarasya madhyaM teSu gateSu tAdRzaH prabalo jhaJbhzanila udatiSThat, yena mahAtaraGga utthAya taraNiM chAditavAn, kintu sa nidrita AsIt|
MAT.8.25	tadA ziSyA Agatya tasya nidrAbhaGgaM kRtvA kathayAmAsuH, he prabho, vayaM mriyAmahe, bhavAn asmAkaM prANAn rakSatu|
MAT.8.26	tadA sa tAn uktavAn, he alpavizvAsino yUyaM kuto vibhItha? tataH sa utthAya vAtaM sAgaraJca tarjayAmAsa, tato nirvvAtamabhavat|
MAT.8.27	aparaM manujA vismayaM vilokya kathayAmAsuH, aho vAtasaritpatI asya kimAjJAgrAhiNau? kIdRzo'yaM mAnavaH|
MAT.8.28	anantaraM sa pAraM gatvA giderIyadezam upasthitavAn; tadA dvau bhUtagrastamanujau zmazAnasthAnAd bahi rbhUtvA taM sAkSAt kRtavantau, tAvetAdRzau pracaNDAvAstAM yat tena sthAnena kopi yAtuM nAzaknot|
MAT.8.29	tAvucaiH kathayAmAsatuH, he Izvarasya sUno yIzo, tvayA sAkam AvayoH kaH sambandhaH? nirUpitakAlAt prAgeva kimAvAbhyAM yAtanAM dAtum atrAgatosi?
MAT.8.30	tadAnIM tAbhyAM kiJcid dUre varAhANAm eko mahAvrajo'carat|
MAT.8.31	tato bhUtau tau tasyAntike vinIya kathayAmAsatuH, yadyAvAM tyAjayasi, tarhi varAhANAM madhyevrajam AvAM preraya|
MAT.8.32	tadA yIzuravadat yAtaM, anantaraM tau yadA manujau vihAya varAhAn Azritavantau, tadA te sarvve varAhA uccasthAnAt mahAjavena dhAvantaH sAgarIyatoye majjanto mamruH|
MAT.8.33	tato varAharakSakAH palAyamAnA madhyenagaraM tau bhUtagrastau prati yadyad aghaTata, tAH sarvvavArttA avadan|
MAT.8.34	tato nAgarikAH sarvve manujA yIzuM sAkSAt karttuM bahirAyAtAH taJca vilokya prArthayAJcakrire bhavAn asmAkaM sImAto yAtu|
MAT.9.1	anantaraM yIzu rnaukAmAruhya punaH pAramAgatya nijagrAmam Ayayau|
MAT.9.2	tataH katipayA janA ekaM pakSAghAtinaM svaTTopari zAyayitvA tatsamIpam Anayan; tato yIzusteSAM pratItiM vijJAya taM pakSAghAtinaM jagAda, he putra, susthiro bhava, tava kaluSasya marSaNaM jAtam|
MAT.9.3	tAM kathAM nizamya kiyanta upAdhyAyA manaHsu cintitavanta eSa manuja IzvaraM nindati|
MAT.9.4	tataH sa teSAm etAdRzIM cintAM vijJAya kathitavAn, yUyaM manaHsu kRta etAdRzIM kucintAM kurutha?
MAT.9.5	tava pApamarSaNaM jAtaM, yadvA tvamutthAya gaccha, dvayoranayo rvAkyayoH kiM vAkyaM vaktuM sugamaM?
MAT.9.6	kintu medinyAM kaluSaM kSamituM manujasutasya sAmarthyamastIti yUyaM yathA jAnItha, tadarthaM sa taM pakSAghAtinaM gaditavAn, uttiSTha, nijazayanIyaM AdAya gehaM gaccha|
MAT.9.7	tataH sa tatkSaNAd utthAya nijagehaM prasthitavAn|
MAT.9.8	mAnavA itthaM vilokya vismayaM menire, IzvareNa mAnavAya sAmarthyam IdRzaM dattaM iti kAraNAt taM dhanyaM babhASire ca|
MAT.9.9	anantaraM yIzustatsthAnAd gacchan gacchan karasaMgrahasthAne samupaviSTaM mathinAmAnam ekaM manujaM vilokya taM babhASe, mama pazcAd Agaccha, tataH sa utthAya tasya pazcAd vavrAja|
MAT.9.10	tataH paraM yIzau gRhe bhoktum upaviSTe bahavaH karasaMgrAhiNaH kaluSiNazca mAnavA Agatya tena sAkaM tasya ziSyaizca sAkam upavivizuH|
MAT.9.11	phirUzinastad dRSTvA tasya ziSyAn babhASire, yuSmAkaM guruH kiM nimittaM karasaMgrAhibhiH kaluSibhizca sAkaM bhuMkte?
MAT.9.12	yIzustat zrutvA tAn pratyavadat, nirAmayalokAnAM cikitsakena prayojanaM nAsti, kintu sAmayalokAnAM prayojanamAste|
MAT.9.13	ato yUyaM yAtvA vacanasyAsyArthaM zikSadhvam, dayAyAM me yathA prIti rna tathA yajJakarmmaNi|yato'haM dhArmmikAn AhvAtuM nAgato'smi kintu manaH parivarttayituM pApina AhvAtum Agato'smi|
MAT.9.14	anantaraM yohanaH ziSyAstasya samIpam Agatya kathayAmAsuH, phirUzino vayaJca punaH punarupavasAmaH, kintu tava ziSyA nopavasanti, kutaH?
MAT.9.15	tadA yIzustAn avocat yAvat sakhInAM saMGge kanyAyA varastiSThati, tAvat kiM te vilApaM karttuM zakluvanti? kintu yadA teSAM saMGgAd varaM nayanti, tAdRzaH samaya AgamiSyati, tadA te upavatsyanti|
MAT.9.16	purAtanavasane kopi navInavastraM na yojayati, yasmAt tena yojitena purAtanavasanaM chinatti tacchidraJca bahukutsitaM dRzyate|
MAT.9.17	anyaJca purAtanakutvAM kopi navAnagostanIrasaM na nidadhAti, yasmAt tathA kRte kutU rvidIryyate tena gostanIrasaH patati kutUzca nazyati; tasmAt navInAyAM kutvAM navIno gostanIrasaH sthApyate, tena dvayoravanaM bhavati|
MAT.9.18	aparaM tenaitatkathAkathanakAle eko'dhipatistaM praNamya babhASe, mama duhitA prAyeNaitAvatkAle mRtA, tasmAd bhavAnAgatya tasyA gAtre hastamarpayatu, tena sA jIviSyati|
MAT.9.19	tadAnIM yIzuH ziSyaiH sAkam utthAya tasya pazcAd vavrAja|
MAT.9.20	ityanantare dvAdazavatsarAn yAvat pradarAmayena zIrNaikA nArI tasya pazcAd Agatya tasya vasanasya granthiM pasparza;
MAT.9.21	yasmAt mayA kevalaM tasya vasanaM spRSTvA svAsthyaM prApsyate, sA nArIti manasi nizcitavatI|
MAT.9.22	tato yIzurvadanaM parAvarttya tAM jagAda, he kanye, tvaM susthirA bhava, tava vizvAsastvAM svasthAmakArSIt| etadvAkye gaditaeva sA yoSit svasthAbhUt|
MAT.9.23	aparaM yIzustasyAdhyakSasya gehaM gatvA vAdakaprabhRtIn bahUn lokAn zabdAyamAnAn vilokya tAn avadat,
MAT.9.24	panthAnaM tyaja, kanyeyaM nAmriyata nidritAste; kathAmetAM zrutvA te tamupajahasuH|
MAT.9.25	kintu sarvveSu bahiSkRteSu so'bhyantaraM gatvA kanyAyAH karaM dhRtavAn, tena sodatiSThat;
MAT.9.26	tatastatkarmmaNo yazaH kRtsnaM taM dezaM vyAptavat|
MAT.9.27	tataH paraM yIzustasmAt sthAnAd yAtrAM cakAra; tadA he dAyUdaH santAna, asmAn dayasva, iti vadantau dvau janAvandhau procairAhUyantau tatpazcAd vavrajatuH|
MAT.9.28	tato yIzau gehamadhyaM praviSTaM tAvapi tasya samIpam upasthitavantau, tadAnIM sa tau pRSTavAn karmmaitat karttuM mama sAmarthyam Aste, yuvAM kimiti pratIthaH? tadA tau pratyUcatuH, satyaM prabho|
MAT.9.29	tadAnIM sa tayo rlocanAni spRzan babhASe, yuvayoH pratItyanusArAd yuvayo rmaGgalaM bhUyAt| tena tatkSaNAt tayo rnetrANi prasannAnyabhavan,
MAT.9.30	pazcAd yIzustau dRDhamAjJApya jagAda, avadhattam etAM kathAM kopi manujo ma jAnIyAt|
MAT.9.31	kintu tau prasthAya tasmin kRtsne deze tasya kIrttiM prakAzayAmAsatuH|
MAT.9.32	aparaM tau bahiryAta etasminnantare manujA ekaM bhUtagrastamUkaM tasya samIpam AnItavantaH|
MAT.9.33	tena bhUte tyAjite sa mUkaH kathAM kathayituM prArabhata, tena janA vismayaM vijJAya kathayAmAsuH, isrAyelo vaMze kadApi nedRgadRzyata;
MAT.9.34	kintu phirUzinaH kathayAJcakruH bhUtAdhipatinA sa bhUtAn tyAjayati|
MAT.9.35	tataH paraM yIzusteSAM bhajanabhavana upadizan rAjyasya susaMvAdaM pracArayan lokAnAM yasya ya Amayo yA ca pIDAsIt, tAn zamayan zamayaMzca sarvvANi nagarANi grAmAMzca babhrAma|
MAT.9.36	anyaJca manujAn vyAkulAn arakSakameSAniva ca tyaktAn nirIkSya teSu kAruNikaH san ziSyAn avadat,
MAT.9.37	zasyAni pracurANi santi, kintu chettAraH stokAH|
MAT.9.38	kSetraM pratyaparAn chedakAn prahetuM zasyasvAminaM prArthayadhvam|
MAT.10.1	anantaraM yIzu rdvAdazaziSyAn AhUyAmedhyabhUtAn tyAjayituM sarvvaprakArarogAn pIDAzca zamayituM tebhyaH sAmarthyamadAt|
MAT.10.2	teSAM dvAdazapreSyANAM nAmAnyetAni| prathamaM zimon yaM pitaraM vadanti, tataH paraM tasya sahaja AndriyaH, sivadiyasya putro yAkUb
MAT.10.3	tasya sahajo yohan; philip barthalamay thomAH karasaMgrAhI mathiH, Alpheyaputro yAkUb,
MAT.10.4	kinAnIyaH zimon, ya ISkariyotIyayihUdAH khrISTaM parakare'rpayat|
MAT.10.5	etAn dvAdazaziSyAn yIzuH preSayan ityAjJApayat, yUyam anyadezIyAnAM padavIM zemiroNIyAnAM kimapi nagaraJca na pravizye
MAT.10.6	isrAyelgotrasya hAritA ye ye meSAsteSAmeva samIpaM yAta|
MAT.10.7	gatvA gatvA svargasya rAjatvaM savidhamabhavat, etAM kathAM pracArayata|
MAT.10.8	AmayagrastAn svasthAn kuruta, kuSThinaH pariSkuruta, mRtalokAn jIvayata, bhUtAn tyAjayata, vinA mUlyaM yUyam alabhadhvaM vinaiva mUlyaM vizrANayata|
MAT.10.9	kintu sveSAM kaTibandheSu svarNarUpyatAmrANAM kimapi na gRhlIta|
MAT.10.10	anyacca yAtrAyai celasampuTaM vA dvitIyavasanaM vA pAduke vA yaSTiH, etAn mA gRhlIta, yataH kAryyakRt bharttuM yogyo bhavati|
MAT.10.11	aparaM yUyaM yat puraM yaJca grAmaM pravizatha, tatra yo jano yogyapAtraM tamavagatya yAnakAlaM yAvat tatra tiSThata|
MAT.10.12	yadA yUyaM tadgehaM pravizatha, tadA tamAziSaM vadata|
MAT.10.13	yadi sa yogyapAtraM bhavati, tarhi tatkalyANaM tasmai bhaviSyati, nocet sAzIryuSmabhyameva bhaviSyati|
MAT.10.14	kintu ye janA yuSmAkamAtithyaM na vidadhati yuSmAkaM kathAJca na zRNvanti teSAM gehAt purAdvA prasthAnakAle svapadUlIH pAtayata|
MAT.10.15	yuSmAnahaM tathyaM vacmi vicAradine tatpurasya dazAtaH sidomamorApurayordazA sahyatarA bhaviSyati|
MAT.10.16	pazyata, vRkayUthamadhye meSaH yathAvistathA yuSmAna prahiNomi, tasmAd yUyam ahiriva satarkAH kapotAivAhiMsakA bhavata|
MAT.10.17	nRbhyaH sAvadhAnA bhavata; yatastai ryUyaM rAjasaMsadi samarpiSyadhve teSAM bhajanagehe prahAriSyadhve|
MAT.10.18	yUyaM mannAmahetoH zAstRNAM rAjJAJca samakSaM tAnanyadezinazcAdhi sAkSitvArthamAneSyadhve|
MAT.10.19	kintvitthaM samarpitA yUyaM kathaM kimuttaraM vakSyatha tatra mA cintayata, yatastadA yuSmAbhi ryad vaktavyaM tat taddaNDe yuSmanmanaH su samupasthAsyati|
MAT.10.20	yasmAt tadA yo vakSyati sa na yUyaM kintu yuSmAkamantarasthaH pitrAtmA|
MAT.10.21	sahajaH sahajaM tAtaH sutaJca mRtau samarpayiSyati, apatyAgi svasvapitroे rvipakSIbhUya tau ghAtayiSyanti|
MAT.10.22	mannamahetoH sarvve janA yuSmAn RृtIyiSyante, kintu yaH zeSaM yAvad dhairyyaM ghRtvA sthAsyati, sa trAyiSyate|
MAT.10.23	tai ryadA yUyamekapure tADiSyadhve, tadA yUyamanyapuraM palAyadhvaM yuSmAnahaM tathyaM vacmi yAvanmanujasuto naiti tAvad isrAyeldezIyasarvvanagarabhramaNaM samApayituM na zakSyatha|
MAT.10.24	guroH ziSyo na mahAn, prabhordAso na mahAn|
MAT.10.25	yadi ziSyo nijaguro rdAsazca svaprabhoH samAno bhavati tarhi tad yatheSTaM| cettairgRhapatirbhUtarAja ucyate, tarhi parivArAH kiM tathA na vakSyante?
MAT.10.26	kintu tebhyo yUyaM mA bibhIta, yato yanna prakAziSyate, tAdRk chAditaM kimapi nAsti, yacca na vyaJciSyate, tAdRg guptaM kimapi nAsti|
MAT.10.27	yadahaM yuSmAn tamasi vacmi tad yuSmAbhirdIptau kathyatAM; karNAbhyAM yat zrUyate tad gehopari pracAryyatAM|
MAT.10.28	ye kAyaM hantuM zaknuvanti nAtmAnaM, tebhyo mA bhaiSTa; yaH kAyAtmAnau niraye nAzayituM, zaknoti, tato bibhIta|
MAT.10.29	dvau caTakau kimekatAmramudrayA na vikrIyete? tathApi yuSmattAtAnumatiM vinA teSAmekopi bhuvi na patati|
MAT.10.30	yuSmacchirasAM sarvvakacA gaNitAMH santi|
MAT.10.31	ato mA bibhIta, yUyaM bahucaTakebhyo bahumUlyAH|
MAT.10.32	yo manujasAkSAnmAmaGgIkurute tamahaM svargasthatAtasAkSAdaGgIkariSye|
MAT.10.33	pRthvyAmahaM zAntiM dAtumAgata_iti mAnubhavata, zAntiM dAtuM na kintvasiM|
MAT.10.34	pitRmAtRzcazrUbhiH sAkaM sutasutAbadhU rvirodhayituJcAgateाsmi|
MAT.10.35	tataH svasvaparivAraeva nRzatru rbhavitA|
MAT.10.36	yaH pitari mAtari vA mattodhikaM prIyate, sa na madarhaH;
MAT.10.37	yazca sute sutAyAM vA mattodhikaM prIyate, seाpi na madarhaH|
MAT.10.38	yaH svakruzaM gRhlan matpazcAnnaiti, seाpi na madarhaH|
MAT.10.39	yaH svaprANAnavati, sa tAn hArayiSyate, yastu matkRte svaprANAn hArayati, sa tAnavati|
MAT.10.40	yo yuSmAkamAtithyaM vidadhAti, sa mamAtithyaM vidadhAti, yazca mamAtithyaM vidadhAti, sa matprerakasyAtithyaM vidadhAti|
MAT.10.41	yo bhaviSyadvAdIti jJAtvA tasyAtithyaM vidhatte, sa bhaviSyadvAdinaH phalaM lapsyate, yazca dhArmmika iti viditvA tasyAtithyaM vidhatte sa dhArmmikamAnavasya phalaM prApsyati|
MAT.10.42	yazca kazcit eteSAM kSudranarANAm yaM kaJcanaikaM ziSya iti viditvA kaMsaikaM zItalasalilaM tasmai datte, yuSmAnahaM tathyaM vadAmi, sa kenApi prakAreNa phalena na vaJciSyate|
MAT.11.1	itthaM yIzuH svadvAdazaziSyANAmAjJApanaM samApya pure pura upadeSTuM susaMvAdaM pracArayituM tatsthAnAt pratasthe|
MAT.11.2	anantaraM yohan kArAyAM tiSThan khriSTasya karmmaNAM vArttaM prApya yasyAgamanavArttAsIt saeva kiM tvaM? vA vayamanyam apekSiSyAmahe?
MAT.11.3	etat praSTuM nijau dvau ziSyau prAhiNot|
MAT.11.4	yIzuH pratyavocat, andhA netrANi labhante, khaJcA gacchanti, kuSThinaH svasthA bhavanti, badhirAH zRNvanti, mRtA jIvanta uttiSThanti, daridrANAM samIpe susaMvAdaH pracAryyata,
MAT.11.5	etAni yadyad yuvAM zRNuthaH pazyathazca gatvA tadvArttAM yohanaM gadataM|
MAT.11.6	yasyAhaM na vighnIbhavAmi, saeva dhanyaH|
MAT.11.7	anantaraM tayoH prasthitayo ryIzu ryohanam uddizya janAn jagAda, yUyaM kiM draSTuM vahirmadhyeprAntaram agacchata? kiM vAtena kampitaM nalaM?
MAT.11.8	vA kiM vIkSituM vahirgatavantaH? kiM parihitasUkSmavasanaM manujamekaM? pazyata, ye sUkSmavasanAni paridadhati, te rAjadhAnyAM tiSThanti|
MAT.11.9	tarhi yUyaM kiM draSTuM bahiragamata, kimekaM bhaviSyadvAdinaM? tadeva satyaM| yuSmAnahaM vadAmi, sa bhaviSyadvAdinopi mahAn;
MAT.11.10	yataH, pazya svakIyadUtoyaM tvadagre preSyate mayA| sa gatvA tava panthAnaM smayak pariSkariSyati|| etadvacanaM yamadhi likhitamAste so'yaM yohan|
MAT.11.11	aparaM yuSmAnahaM tathyaM bravImi, majjayitu ryohanaH zreSThaH kopi nArIto nAjAyata; tathApi svargarAjyamadhye sarvvebhyo yaH kSudraH sa yohanaH zreSThaH|
MAT.11.12	aparaJca A yohano'dya yAvat svargarAjyaM balAdAkrAntaM bhavati Akraminazca janA balena tadadhikurvvanti|
MAT.11.13	yato yohanaM yAvat sarvvabhaviSyadvAdibhi rvyavasthayA ca upadezaH prAkAzyata|
MAT.11.14	yadi yUyamidaM vAkyaM grahItuM zaknutha, tarhi zreyaH, yasyAgamanasya vacanamAste so'yam eliyaH|
MAT.11.15	yasya zrotuM karNau staH sa zRNotu|
MAT.11.16	ete vidyamAnajanAH kai rmayopamIyante? ye bAlakA haTTa upavizya svaM svaM bandhumAhUya vadanti,
MAT.11.17	vayaM yuSmAkaM samIpe vaMzIravAdayAma, kintu yUyaM nAnRtyata; yuSmAkaM samIpe ca vayamarodima, kintu yUyaM na vyalapata, tAdRzai rbAlakaista upamAyiSyante|
MAT.11.18	yato yohan Agatya na bhuktavAn na pItavAMzca, tena lokA vadanti, sa bhUtagrasta iti|
MAT.11.19	manujasuta Agatya bhuktavAn pItavAMzca, tena lokA vadanti, pazyata eSa bhoktA madyapAtA caNDAlapApinAM bandhazca, kintu jJAnino jJAnavyavahAraM nirdoSaM jAnanti|
MAT.11.20	sa yatra yatra pure bahvAzcaryyaM karmma kRtavAn, tannivAsinAM manaHparAvRttyabhAvAt tAni nagarANi prati hantetyuktA kathitavAn,
MAT.11.21	hA korAsIn, hA baitsaide, yuSmanmadhye yadyadAzcaryyaM karmma kRtaM yadi tat sorasIdonnagara akAriSyata, tarhi pUrvvameva tannivAsinaH zANavasane bhasmani copavizanto manAMsi parAvarttiSyanta|
MAT.11.22	tasmAdahaM yuSmAn vadAmi, vicAradine yuSmAkaM dazAtaH sorasIdono rdazA sahyatarA bhaviSyati|
MAT.11.23	aparaJca bata kapharnAhUm, tvaM svargaM yAvadunnatosi, kintu narake nikSepsyase, yasmAt tvayi yAnyAzcaryyANi karmmaNyakAriSata, yadi tAni sidomnagara akAriSyanta, tarhi tadadya yAvadasthAsyat|
MAT.11.24	kintvahaM yuSmAn vadAmi, vicAradine tava daNDataH sidomo daNDo sahyataro bhaviSyati|
MAT.11.25	etasminneva samaye yIzuH punaruvAca, he svargapRthivyorekAdhipate pitastvaM jJAnavato viduSazca lokAn pratyetAni na prakAzya bAlakAn prati prakAzitavAn, iti hetostvAM dhanyaM vadAmi|
MAT.11.26	he pitaH, itthaM bhavet yata idaM tvadRSTAvuttamaM|
