GEN.1.1	In den beginne schiep God de hemel en de aarde. 
GEN.10.14	de Patrusieten, de Kasluchieten, uit wie de Filistijnen zijn voortgekomen, en de Kaftorieten. 
GEN.10.15	En Kanaän verwekte Sidon, zijn eerstgeborene, en Chet 
GEN.10.16	en de Jebusiet, de Amoriet, de Girgasiet, 
GEN.10.17	de Chiwwiet, de Arkiet, de Siniet, 
GEN.10.18	de Arwadiet, de Semariet en de Hamatiet; en daarna verspreidden zich de geslachten van de Kanaäniet. 
GEN.10.19	En de grens van de Kanaäniet was van Sidon in de richting van Gerar tot Gaza, in de richting van Sodom, Gomorra, Adma en Seboïm tot Lesa. 
GEN.10.20	Dit waren de zonen van Cham naar hun geslachten, naar hun talen, in hun landen, in hun volken.
GEN.10.21	En aan Sem, de vader van alle zonen van Eber, de oudere broeder van Jafet, werden eveneens (zonen) geboren. 
GEN.10.22	De zonen van Sem waren Elam, Assur, Arpaksad, Lud en Aram. 
GEN.10.23	En de zonen van Aram waren: Us, Chul, Geter en Mas. 
GEN.10.24	En Arpaksad verwekte Selach, en Selach verwekte Eber. 
GEN.10.25	En aan Eber werden twee zonen geboren; de naam van de ene was Peleg, want in zijn dagen werd de aarde verdeeld, en de naam van zijn broeder was Joktan. 
GEN.10.26	En Joktan verwekte Almodad, Selef, Chasarmawet, Jerach, 
GEN.10.27	Hadoram, Uzal, Dikla, 
GEN.10.28	Obal, Abimaël, Seba, 
GEN.10.29	Ofir, Chawila en Jobab; deze allen waren de zonen van Joktan. 
GEN.10.30	En hun woonplaats strekte zich uit van Mesa in de richting van Sefar, het gebergte in het Oosten. 
GEN.10.31	Dit waren de zonen van Sem naar hun geslachten, naar hun talen, in hun landen, naar hun volken.
GEN.10.32	Dit zijn de geslachten der zonen van Noach naar hun afstammingen, in hun volken. En van dezen verdeelden zich de volken op de aarde na de vloed.
GEN.11.1	De gehele aarde nu was één van taal en één van spraak. 
GEN.11.2	Toen zij oostwaarts trokken, vonden zij een vlakte in het land Sinear, waar zij zich vestigden. 
GEN.11.3	En zij zeiden tot elkander: Welaan, laten wij tichelen maken en die goed bakken. En de tichel diende hun tot steen en het asfalt diende hun tot leem. 
GEN.11.4	Ook zeiden zij: Welaan, laten wij ons een stad bouwen met een toren, waarvan de top tot de hemel reikt, en laten wij ons een naam maken, opdat wij niet over de gehele aarde verstrooid worden. 
GEN.11.5	Toen daalde de 
GEN.11.6	en de 
GEN.11.7	Welaan, laat Ons nederdalen en daar hun taal verwarren, zodat zij elkanders taal niet verstaan. 
GEN.11.8	Zo verstrooide de 
GEN.11.9	Daarom noemt men haar Babel, omdat de 
GEN.11.10	Dit zijn de nakomelingen van Sem. Toen Sem honderd jaar oud was, verwekte hij Arpaksad, twee jaar na de vloed. 
GEN.11.11	En Sem leefde, nadat hij Arpaksad verwekt had, vijfhonderd jaar, en hij verwekte zonen en dochteren. 
GEN.11.12	Toen Arpaksad vijfendertig jaar geleefd had, verwekte hij Selach. 
GEN.11.13	En Arpaksad leefde, nadat hij Selach verwekt had, vierhonderd drie jaar, en hij verwekte zonen en dochteren. 
GEN.11.14	Toen Selach dertig jaar geleefd had, verwekte hij Eber. 
GEN.11.15	En Selach leefde, nadat hij Eber verwekt had, vierhonderd drie jaar, en hij verwekte zonen en dochteren. 
GEN.11.16	Toen Eber vierendertig jaar geleefd had, verwekte hij Peleg. 
GEN.11.17	En Eber leefde, nadat hij Peleg verwekt had, vierhonderd dertig jaar, en hij verwekte zonen en dochteren. 
GEN.11.18	Toen Peleg dertig jaar geleefd had, verwekte hij Reü. 
GEN.11.19	En Peleg leefde, nadat hij Reü verwekt had, tweehonderd negen jaar, en hij verwekte zonen en dochteren. 
GEN.11.20	Toen Reü tweeëndertig jaar geleefd had, verwekte hij Serug. 
GEN.11.21	En Reü leefde, nadat hij Serug verwekt had, tweehonderd zeven jaar, en hij verwekte zonen en dochteren. 
GEN.11.22	Toen Serug dertig jaar geleefd had, verwekte hij Nachor. 
GEN.11.23	En Serug leefde, nadat hij Nachor verwekt had, tweehonderd jaar, en hij verwekte zonen en dochteren. 
GEN.11.24	Toen Nachor negenentwintig jaar geleefd had, verwekte hij Terach. 
GEN.11.25	En Nachor leefde, nadat hij Terach verwekt had, honderd negentien jaar, en hij verwekte zonen en dochteren. 
GEN.11.26	Toen Terach zeventig jaar geleefd had, verwekte hij Abram, Nachor en Haran. 
GEN.11.27	En dit zijn de nakomelingen van Terach: Terach verwekte Abram, Nachor en Haran, en Haran verwekte Lot. 
GEN.11.28	En Haran stierf bij het leven van zijn vader Terach in zijn geboorteland, in Ur der Chaldeeën. 
GEN.11.29	En Abram en Nachor namen zich vrouwen; de naam van Abrams vrouw was Sarai, en de naam van Nachors vrouw was Milka, de dochter van Haran, de vader van Milka en Jiska. 
GEN.11.30	Sarai nu was onvruchtbaar; zij had geen kinderen. 
GEN.11.31	En Terach nam zijn zoon Abram en Lot, de zoon van Haran, zijn kleinzoon, en Sarai, zijn schoondochter, de vrouw van zijn zoon Abram; en hij deed hen wegtrekken uit Ur der Chaldeeën om te gaan naar het land Kanaän, en zij kwamen te Haran en bleven daar. 
GEN.11.32	En de dagen van Terach waren tweehonderd vijf jaar, en Terach stierf te Haran.
GEN.12.1	De 
GEN.12.2	Ik zal u tot een groot volk maken, en u zegenen, en uw naam groot maken, en gij zult tot een zegen zijn. 
GEN.12.3	Ik zal zegenen wie u zegenen, en wie u vervloekt zal Ik vervloeken, en met u zullen alle geslachten des aardbodems gezegend worden.
GEN.12.4	Toen ging Abram, zoals de 
GEN.12.5	Abram nu nam zijn vrouw Sarai en Lot, zijns broeders zoon, en al hun have, die zij verworven hadden, en de lieden, die zij in Haran verkregen hadden, en zij trokken uit om te gaan naar het land Kanaän, en zij kwamen in het land Kanaän. 
GEN.12.6	En Abram trok het land door tot de plek bij Sichem, tot de terebint More; en de Kanaänieten waren toen in het land.
GEN.12.7	Toen verscheen de 
GEN.12.8	Toen brak hij vandaar op naar het gebergte ten oosten van Betel, en hij spande zijn tent, met Betel tegen het westen en Ai tegen het oosten, en hij bouwde daar een altaar voor de 
GEN.12.9	Daarna trok Abram steeds verder, naar het Zuiderland.
GEN.12.10	Toen er hongersnood in het land uitbrak, trok Abram naar Egypte, om daar als vreemdeling te vertoeven, want de hongersnood was zwaar in het land. 
GEN.12.11	Toen hij op het punt stond Egypte binnen te trekken, zeide hij tot zijn vrouw Sarai: Zie toch, ik weet, dat gij een vrouw zijt schoon van uiterlijk. 
GEN.12.12	Wanneer de Egyptenaren u zien, zullen zij zeggen: Dit is zijn vrouw; en zij zullen mij doden, en u in het leven laten. 
GEN.12.13	Zeg toch, dat gij mijn zuster zijt, opdat het mij om uwentwil welga, en ik om uwentwil in het leven moge blijven. 
GEN.12.14	Zodra Abram Egypte binnentrok, zagen de Egyptenaren, dat de vrouw zeer schoon was; 
GEN.12.15	en toen de vorsten van Farao haar zagen, roemden zij haar bij Farao, zodat de vrouw naar het huis van Farao gehaald werd. 
GEN.12.16	En hij deed Abram wèl om harentwil, zodat hij schapen, runderen, ezels, slaven, slavinnen, ezelinnen en kamelen ontving. 
GEN.12.17	Maar de 
GEN.12.18	Toen riep Farao Abram en zeide: Wat hebt gij mij daar aangedaan? Waarom hebt gij mij niet meegedeeld, dat zij uw vrouw is? 
GEN.12.19	Waarom hebt gij gezegd: Zij is mijn zuster, zodat ik haar mij tot vrouw genomen heb? En nu, ziehier uw vrouw, neem haar en ga heen. 
GEN.12.20	En Farao gaf enige mannen omtrent hem opdracht, en zij deden hem, zijn vrouw en al wat hij bezat, uitgeleide.
GEN.13.1	En Abram trok uit Egypte naar het Zuiderland, hij en zijn vrouw en al wat hij bezat, en Lot met hem. 
GEN.13.2	Abram nu was zeer rijk aan vee, aan zilver en aan goud. 
GEN.13.3	En hij ging van de ene pleisterplaats naar de andere, uit het Zuiderland tot bij Betel, de plaats, waar zijn tent in het eerst gestaan had, tussen Betel en Ai, 
GEN.13.4	naar de plaats van het altaar, dat hij daar vroeger gemaakt had, en Abram riep daar de naam des 
GEN.13.5	En ook Lot, die met Abram mede ging, had schapen en runderen en tenten. 
GEN.13.6	Maar het land liet niet toe, dat zij tezamen bleven wonen, want hun have was talrijk, zodat zij niet tezamen konden wonen. 
GEN.13.7	Daardoor ontstond er twist tussen de herders van Abrams vee en de herders van Lots vee. De Kanaänieten nu en de Perizzieten woonden toen in het land. 
GEN.13.8	Dus zeide Abram tot Lot: Laat er toch geen twist zijn tussen mij en u, en tussen mijn herders en uw herders, want wij zijn mannen broeders. 
GEN.13.9	Ligt het gehele land niet voor u open? Scheid u toch van mij af; hetzij naar links, dan ga ik rechts, hetzij naar rechts, dan ga ik links. 
GEN.13.10	Toen sloeg Lot zijn ogen op en zag, dat de gehele streek van de Jordaan rijk aan water was; voordat de 
GEN.13.11	Dus koos Lot voor zich de gehele streek van de Jordaan, en Lot brak op naar het oosten; en zij scheidden van elkander. 
GEN.13.12	Abram bleef wonen in het land Kanaän en Lot vestigde zich in de steden van de Streek, en sloeg zijn tenten op tot bij Sodom. 
GEN.13.13	De mannen van Sodom nu waren zeer slecht en zondig tegenover de 
GEN.13.14	En de 
GEN.13.15	want het gehele land, dat gij ziet, zal Ik u en uw nageslacht voor altoos geven. 
GEN.13.16	En Ik zal uw nageslacht maken als het stof der aarde, zodat, indien iemand het stof der aarde zou kunnen tellen, ook uw nageslacht te tellen zou zijn. 
GEN.13.17	Sta op, doorwandel het land in zijn lengte en breedte, want u zal Ik het geven. 
GEN.13.18	Daarna sloeg Abram zijn tenten op en ging wonen bij de terebinten van Mamre, bij Hebron, en hij bouwde daar een altaar voor de 
GEN.14.1	Het gebeurde nu in de dagen van Amrafel, de koning van Sinear, Arjok, de koning van Ellasar, Kedorlaomer, de koning van Elam, en Tidal, de koning der volken, 
GEN.14.2	dat dezen oorlog voerden tegen Bera, de koning van Sodom, Birsa, de koning van Gomorra, Sinab, de koning van Adma, Semeber, de koning van Seboïm, en de koning van Bela, dat is Soar. 
GEN.14.3	Deze allen kwamen in bondgenootschap naar het dal Siddim, dat is de Zoutzee. 
GEN.14.4	Twaalf jaar hadden zij Kedorlaomer gediend en in het dertiende jaar waren zij in opstand gekomen; 
GEN.14.5	en in het veertiende jaar kwam Kedorlaomer met de koningen die bij hem waren, en zij sloegen de Refaïeten te Asterot-Karnaïm, de Zuzieten te Ham, de Emieten te Sawe-Kirjataïm 
GEN.14.6	en de Chorieten op hun gebergte Seïr tot El-Paran, dat aan de rand der woestijn ligt. 
GEN.14.7	Daarna keerden zij terug en kwamen te En-Mispat, dat is Kades, en sloegen het gehele gebied van de Amalekieten, en ook de Amorieten, die te Chaseson-Tamar woonden. 
GEN.14.8	Toen rukten de koning van Sodom, de koning van Gomorra, de koning van Adma, de koning van Seboïm en de koning van Bela, dat is Soar, uit en zij stelden zich tegen hen in slagorde in het dal Siddim, 
GEN.14.9	tegen Kedorlaomer, de koning van Elam, Tidal, de koning der volken, Amrafel, de koning van Sinear, en Arjok, de koning van Ellasar, vier koningen tegen vijf. 
GEN.14.10	Het dal Siddim nu was vol asfaltputten. Toen de koning van Sodom en die van Gomorra vluchtten, vielen zij daarin, en de overgeblevenen vluchtten naar het gebergte. 
GEN.14.11	En zij namen al de have van Sodom en Gomorra en al hun voedsel en trokken af. 
GEN.14.12	Ook namen zij Lot mede, de zoon van Abrams broeder, en zijn have, en trokken af – hij nu woonde te Sodom.
GEN.14.13	Toen kwam een vluchteling en deelde dit mede aan de Hebreeër Abram, – hij nu woonde bij de terebinten van de Amoriet Mamre, de broeder van Eskol en Aner, die Abrams bondgenoten waren. 
GEN.14.14	Toen Abram hoorde, dat zijn broeder als gevangene was weggevoerd, bracht hij zijn geoefenden, degenen die in zijn huis geboren waren, in de strijd, driehonderd achttien man, en achtervolgde hen tot Dan toe. 
GEN.14.15	En zij verdeelden zich des nachts tegen hen in troepen, hij en zijn slaven, en versloegen hen en achtervolgden hen tot Choba toe, dat ten noorden van Damascus ligt. 
GEN.14.16	En hij bracht al de have terug, en ook zijn broeder Lot en diens have bracht hij terug, evenals de vrouwen en het volk. 
GEN.14.17	Toen ging de koning van Sodom uit, hem tegemoet, nadat hij teruggekeerd was van het verslaan van Kedorlaomer en de koningen die met hem waren, naar het dal Sawe, dat is het Koningsdal.
GEN.14.18	En Melchisedek, de koning van Salem, bracht brood en wijn; hij nu was een priester van God, de Allerhoogste. 
GEN.14.19	En hij zegende hem en zeide: Gezegend zij Abram door God, de Allerhoogste, de Schepper van hemel en aarde, 
GEN.14.20	en geprezen zij God, de Allerhoogste, die uw vijanden in uw macht heeft overgeleverd. En hij gaf hem van alles de tienden.
GEN.14.21	De koning van Sodom nu zeide tot Abram: Geef mij de mensen, en behoud de have voor u. 
GEN.14.22	Doch Abram zeide tot de koning van Sodom: Ik zweer bij de 
GEN.14.23	Zelfs geen draad of schoenriem, ja niets van het uwe zal ik nemen, opdat gij niet kunt zeggen: Ik heb Abram rijk gemaakt! 
GEN.14.24	Geenszins, alleen wat de knechten hebben verteerd en het aandeel der mannen, die met mij gegaan zijn, Aner, Eskol en Mamre, laten die hun aandeel ontvangen.
GEN.15.1	Hierna kwam het woord des 
GEN.15.2	En Abram zeide: Here 
GEN.15.3	En Abram zeide: Zie, mij hebt Gij geen nakroost gegeven, en nu moet een onderhorige mijn erfgenaam zijn. 
GEN.15.4	En zie, het woord des 
GEN.15.5	Toen leidde Hij hem naar buiten, en zeide: Zie toch op naar de hemel en tel de sterren, indien gij ze tellen kunt; en Hij zeide tot hem: Zo zal uw nageslacht zijn. 
GEN.15.6	En hij geloofde in de 
GEN.15.7	En Hij zeide tot hem: Ik ben de 
GEN.15.8	En hij zeide: Here 
GEN.15.9	En Hij zeide tot hem: Haal Mij een driejarige jonge koe, een driejarige geit, een driejarige ram, een tortelduif en een jonge duif. 
GEN.15.10	Hij haalde die alle voor Hem, deelde ze middendoor en legde de stukken tegenover elkander, maar het gevogelte deelde hij niet. 
GEN.15.11	Toen de roofvogels op de dode dieren neerstreken, joeg Abram ze weg.
GEN.15.12	Toen de zon op het punt stond onder te gaan, viel een diepe slaap op Abram. En zie, hem overviel een angstwekkende, dikke duisternis. 
GEN.15.13	En Hij zeide tot Abram: Weet voorzeker, dat uw nakomelingen vreemdelingen zullen zijn in een land, dat het hunne niet is, en dat zij hen dienen zullen, en dat die hen zullen verdrukken, vierhonderd jaar. 
GEN.15.14	Doch ook het volk, dat zij zullen dienen, zal Ik richten, en daarna zullen zij met grote have uittrekken. 
GEN.15.15	Maar gij zult in vrede tot uw vaderen gaan; gij zult in hoge ouderdom begraven worden. 
GEN.15.16	Het vierde geslacht echter zal hierheen wederkeren, want eerder is de maat van de ongerechtigheid der Amorieten niet vol.
GEN.15.17	Toen de zon was ondergegaan, en er dikke duisternis was, zie, een rokende oven met een vurige fakkel, welke tussen die stukken doorging. 
GEN.15.18	Te dien dage sloot de 
GEN.15.19	de Keniet, de Kenizziet, de Kadmoniet, 
GEN.15.20	de Hethiet, de Perizziet, de Refaïeten, 
GEN.15.21	de Amoriet, de Kanaäniet, de Girgasiet en de Jebusiet.
GEN.16.1	Sarai nu, de vrouw van Abram, schonk hem geen kinderen, en zij had een Egyptische slavin, wier naam was Hagar. 
GEN.16.2	En Sarai zeide tot Abram: Zie toch, de 
GEN.16.3	En Sarai, de vrouw van Abram, nam Hagar, de Egyptische, haar slavin, nadat Abram tien jaar in het land Kanaän gewoond had, en gaf haar aan haar man Abram tot vrouw. 
GEN.16.4	En hij ging tot Hagar en zij werd zwanger; toen zij zag, dat zij zwanger geworden was, was haar meesteres verachtelijk in haar ogen. 
GEN.16.5	Toen zeide Sarai tot Abram: De krenking mij aangedaan, komt voor uw rekening; ik heb mijn slavin in uw schoot gegeven, en nu zij ziet, dat zij zwanger geworden is, ben ik verachtelijk in haar ogen; de 
GEN.16.6	En Abram zeide tot Sarai: Zie, uw slavin is in uw macht; doe met haar wat goed is in uw ogen. Toen vernederde Sarai haar, en zij vluchtte van haar weg.
GEN.16.7	En de Engel des 
GEN.16.8	En Hij zeide: Hagar, slavin van Sarai, vanwaar komt gij en waarheen gaat gij? En zij zeide: Ik ben op de vlucht voor mijn meesteres Sarai. 
GEN.16.9	En de Engel des 
GEN.16.10	En de Engel des 
GEN.16.11	Voorts zeide de Engel des 
GEN.16.12	Hij zal een wilde ezel van een mens zijn; zijn hand zal tegen allen zijn en de hand van allen tegen hem, en hij zal ten aanschouwen van al zijn broederen wonen. 
GEN.16.13	Toen noemde zij de naam des 
GEN.16.14	Daarom noemt men die put: de put Lachai-Roï; zie, hij is tussen Kades en Bered.
GEN.16.15	En Hagar baarde Abram een zoon en Abram noemde de zoon, die Hagar gebaard had, Ismaël. 
GEN.16.16	En Abram was zesentachtig jaar oud, toen Hagar Ismaël aan Abram baarde.
GEN.17.1	Toen Abram negenennegentig jaar oud was, verscheen de 
GEN.17.2	Ik zal mijn verbond tussen Mij en u stellen, en u uitermate talrijk maken. 
GEN.17.3	Toen wierp Abram zich op zijn aangezicht en God sprak tot hem: 
GEN.17.4	Wat Mij aangaat, zie, mijn verbond is met u, en gij zult de vader van een menigte volken worden; 
GEN.17.5	en gij zult niet meer Abram genoemd worden, maar uw naam zal zijn Abraham, omdat Ik u tot een vader van een menigte volken gesteld heb. 
GEN.17.6	Ik zal u uitermate vruchtbaar maken en u tot volken stellen, en koningen zullen uit u voortkomen. 
GEN.17.7	Ik zal mijn verbond oprichten tussen Mij en u en uw nageslacht in hun geslachten, tot een eeuwig verbond, om u en uw nageslacht tot een God te zijn. 
GEN.17.8	Ik zal aan u en uw nageslacht het land, waarin gij als vreemdeling vertoeft, het ganse land Kanaän, tot een altoosdurende bezitting geven, en Ik zal hun tot een God zijn.
