MAT.1.1	Si Abraham gëlok nennë, Dabid gë oli, Jisu Kristo gë hürum ë. 
MAT.7.13	Adak në rabgo gë aatoka, yo lëga nyi buppü gë inken bë indu ko rabgo gë bëbü bëtë në ëgë ui moora bë inlük gëkko ë. 
MAT.7.14	Rülachin bëju në rabgo ë nyi ajji yaanë gë innyü bë inko ëgë turyar nam ëm paako bëda ë.
MAT.7.15	Mënë runë nyijük gaddëm ensi laka, bulu amür kaanam ë solar garü tola aarë, rülachin buluk ara asin aapuk ë socha bë rütola aarë. 
MAT.7.16	Nonu bullëm buluk güdu süar lokë kaachen laka, taake lokë tiisür në ahe seema, okkë tanyum sünë lokë kukcho ahe seema. 
MAT.7.17	Ëkë garü bë pambuk në sünë alë bë alë në ahe ëm seedo, rülachin pambuk maanë sünë alë maabë ahe ëm seedo. 
MAT.7.18	Ëmbë dada pambuk në sünë alë maanë ahe seema rë, okkë pambuk maanë sünë alë në ahe seemarë. 
MAT.7.19	 Okkë yo në sünë alë në ahe seema duudü ëgum papak gëlla ëmë lo ërlük do. 
MAT.7.20	 Ëmbë rünamë mënë runë nyijük gaddë buluk güdu süar ë yo bë rüdudü buluk rüpe okë nonnu ë kaachen silaka.
MAT.7.21	Ngom Rutum, Rutum ëmla gognë nyimü ë Yürnë gë rëgëkolo aala marë, Rülachin yë bulu dü ngok Abo gë mëëga ëm rüdu në ëgë bulu nyum aalarë. 
MAT.7.22	Yadü lo mapu madër dü alo ë pürë kudü, ogo nëgü në nyi ë menrë “Rutum, Rutum! nokë amin lokë Yürnë gë niitom ëm mento, nokë amin lokë yaaka nago ui urom ëm minpak to okkë yaaka në arüsinyo ëmchin rüto!” 
MAT.7.23	 Ogo ngo bullëm menrëku, “Ngo yaddü lochin nonnuëm kaachenma. Alë maabë agër rüla rënë gadë nonu, ngok lokkë innyo tokuka!”
MAT.7.24	Okë lëga bë, yë dü ngok agom sim tagap la okkë mëëgap la agër ëm rüdudü ëgë jüüki daaki la lütak taayolo nammëm molük në garü ë. 
MAT.7.25	Nyido ë hola ishi shibu ë tëlola, okkë rülu ë migla nammëm miggë kaato, rüdak kom lütak taayo lokë molük nam nammëm migyak lamato.
MAT.7.26	Rüdak kom, ngok agom dooyü sim tagë doola, yë dü mëëgap tagap ma okkë mëëdi maanë nyi pacha në ëgë bali taayo lo nammëm molük në garü ë. 
MAT.7.27	Nyido ë hola, ishi shibu ë tëlola, okkë rülu ë nammëm miggë kunamë namë ëm migyak mikchak la moji toku!
MAT.7.28	Yadü lo Jisu bü sim agom gadë sim menpin badü, bük dooyü küyür nammëm nyitü ë tala angu jaa arüsinyo jaa bë mëëto. 
MAT.7.29	 Yo lëga, bü buluk Ayon ëm mentom në garü bë menma bë tornam reknam gënë ru nyi garü bë dooyü ëm mento.
MAT.8.1	Moodi lokkë Jisu yadü lo inlen toku dü bük kookü lo nyitü ë inmin gëto. 
MAT.8.2	Ogo taik në nyi go bük inga lo aala lënë kumpër doola kumla mento, “Rutum, no ngom moso mëërëm ngom dërëk doobë mola na.”
MAT.8.3	Ogo Jisu bük alak ë hiisor doola mampo sidola mento, “Ngo chin mëëdu” ëmla menrük doola “No dërëk lakuka ëmla mento.” Ëmbë mendak ogoi nyi ëgë bük taik lokkë alë doobë okkë dërëk dooku bë ensi to. 
MAT.8.4	 Ogo Jisu mentoku, “tagap toka! No yëmchin menji yooka, rülachin nokë nyibuh ëm alë rubë maka kotta kuka, okkë no alëru kaaku ëmla nonu ëm Moses gë rüpe rümo kolokë yuudum ëm lükji bë taakuka.”
MAT.8.5	Yadü lo Jisu Kaparnaum aalük todü ogo Rom lokë nyigom gonnë kaarük sila, rügur koto. 
MAT.8.6	Bü mento, “Nyigom, ngok namë lokë agër rüra në inla gëma bë nyilen du.” 
MAT.8.7	Ogo Jisu mento, “Ngo inla mopoh rë.”
MAT.8.8	O nyigom ma, Ëmla nyigom ëgë menrük la mento. “No ngok namë lo inkü tayoka, no agom bë menlük mum boolo ogo ngok agër rüji në nyi ë alë rurë mëëdo. 
MAT.8.9	Yo lëga ngokom nyi chompük lo rëdu, ngok chompük lokom sipai ë kaadu, ogo akennëm ‘Inlak!’ ëmrëm bü indu, okkë akennëm ‘Aalak!’ ëmrëm bü aadu, okkë ngok rügur nëm ‘Sim rütok!’ ëmrëm rüjidu.”
MAT.8.10	Yadü lo Jisu bü sim agom tato dü bü arüsinyo bë mëëka, okkë bü ëm inmin gënë nyi gaddëm mento, “Ngo nonnuëm mendu, bük garü bë mëëgë sinë Israel sogo kaapama. 
MAT.8.11	 Ngo nonnuëm mendu, bosi bora nyi ë chaagoh lokëla aagoh lokkë aado la Yürnë gë mooko lo, Abraham, Isaak, okkë Jakob bullëm duubam sila donam dobam sirë. 
MAT.8.12	 Rülachin, mooko okkë nyi gaddëm kanë yora kolo ërpak rëku, ogo bulu Iitë korëkla kapla riila doorëku.” 
MAT.8.13	Okë kookü bë Jisu nyigom ëm mento ku, “Inla kuka, nokë jijja bë rürë ëmla mëënam lokë garü bë rürë,” Ogo pak rügur në alë toku.
MAT.8.14	Yadü lo Jisu Pitor gë namë lo aato dü, ogo kaanamë Pitor gë ayoh ëm bük yupko lo ramla doodo bë kaapato. 
MAT.8.15	Ayoh okë alak ëm gakka nammë, ayoh okë ramnamë ngetoku. Ogo ayoh ëgë rüji doji kulëpë ëmla gërëp toku.
MAT.8.16	Yadü lo arum kaaku dü, urom laanam nyi ëkë yaaka go nyi gaddë aagë jito, dërëk maanë urom gaddëm Jisu agom lokë minpak jila buppü nyillen nëm mopoh jitoku. 
MAT.8.17	 Yürnë gë kaalu taor në nyijük Isaiah gë mennam agom ëm jijja molëpë ëmla sëkëbë rükai. “Bü ngonuk dëëma aamo ëm laapak jito, okkë ngonnuëm nyillen monnëm gëpak jika.”
MAT.8.18	Jisu yadü lo, nyi gadëk luukër nam ëm kaaka dü bü bük rëbë gënam gaddëm paata takdü bë rabdo bë kanam to. 
MAT.8.19	Ogo Ayon menyür nagonë aala mento, “Babu ë no yo lo inrë dü ngo ogo inmin gërë.”
MAT.8.20	Jisu bü ëm menrük sila mento, “Manë ru gëchin aru ë doosi, okkë pëta gëchin asup ë doosi, rülachin, Tani Oroh gë duunu dagnu deeko kaama.”
MAT.8.21	Aken gonnë rëbë mingë në mento, nyigom, “Ngo inkur choe kulëpë abo ne rutta kulëpë.”
MAT.8.22	Rülachin Jisu mento, “Ngom inmin gëtola, buluk aü gë sima ë sima ëm rusi gëdakebë ëpak toka.”
MAT.8.23	Okkë yadü lo Jisu ulu golo aalük todü bü ëm rëmin gënë gaddëchin aalük mingë to. 
MAT.8.24	Ogo lomdo bë doolü doogum ë rüka okkë paata okë ishi ëchin ulu lo choklükla ulu ëm kublük motëto. Ëmbë rülachin Jisu yupla dooka. 
MAT.8.25	Ogo bük ingë nam gaddë bü ëm mou dookula bulu mento, “Rutum ë, ngonnuë ulu sokë kublük tadu kunna ngonnuëm tushü baalë lakuke.”
MAT.8.26	Jisu menrük sila mento, “Nonu yo bë majja bë boso duuna?” “Nonu yo jaa bë ëmbë puknyi sinnyi duuna?” Okkë bü gërëp dookula doolü doogum okkë ishi rëllo choknëm mentum toku. Ogo doolü doogum ë gumpin la okkë ishi rëllo choknë chokpinla jurup toku.
MAT.8.27	Ëgum Jisu ne inmin gënë gaddë arüsinyo jaa bë mëëtoku, ogo bulu aken aken ë mensi menrup sito, “Yo jaa në nyi ëdü ëi, sigi nyi sigi? doorüh ëchin okkë ishi rëllo choknëchin agom tanam si!”
MAT.8.28	Yadü lo Jisu Gadara mooko gë paata takdü lo aalük badü, bü ëm nyi munë anyi gonnë nyibu buupom lokkë nenla kaarük sito. Bulu ui rëgëla rënam lëga bë buluk rëko okë nyi ë bëda inpek lamato. 
MAT.8.29	Lomdo bë lëken gobë goglen la bulu mento, “Yürnë gë Oroh, ngonnuëm yo rütë rënna? dügo logo ë püma dabë ngonnuëm morik lapë ëmla aadu naare?”
MAT.8.30	Ëmbë rüdak ogo buluk baayür lo ërëk rëktü go dobam la rëto. 
MAT.8.31	Ui mugëla munë gadë lokë duunë Jisu ne ogo kumla mento, “No ngonnuëm minpak deeku boolo, rëktü alo minlük laku bëka.”
MAT.8.32	Jisu bullëm inlaka ëmla kanam toku, ogo nyi anyi okë ui ë nenlaku ërëk gadë lo aalük toku, ëmbë ërëk lo aalük roobë ërëk gaddë mulaku ishi paata lo jukngam lükla, singam toku.
MAT.8.33	Yë ërëk rëgë la rëbe dü ërëk gaddëk jukrom nyonam ëm okkë ui laanam nyi anyi ëgë yo ëmbë alë kube dü okë dooyü buppü ëm taon lo aado kula menji toku. 
MAT.8.34	Okë kookü bë taon okë nyi takam ë Jisu ne kaarük sitë bë inlen ngamto. Ogo bulu bü ëm kaarük sigë doola, buluk mooko okkë innyo tokuka ëmla kanam toku.
MAT.9.1	Okë kookü bë Jisu ulu golo aado la aü gë doolu peelë bë paata ëm rabkur toku. 
MAT.9.2	Ogo nyi gaddë yupko lo paralais la dooyaar në nyi go büklo joa jito; Ogo buluk jijja bë mëëtin sinam ëm kaala, nyilen në ëgum mopoh jitoku. Okkë paralais në ëgum Jisu mento, “Ngokë Oroh dinchi bë mëëgap laka, nokë rümur ajë gaddëm ayala ëpak toba.”
MAT.9.3	Sim Ayon, menyür në saar ëkë kaala buluk aralo aü aü ë mensito, “Si nyi si Yürnë ne mennyü du.”
MAT.9.4	Ogo Jisu buluk aralo mëërup morup nam ëm chenla, bullëm mento, “Nonu yo bë ëkë në mëëru moruh ëm mëëdu modu naala? 
MAT.9.5	Yo nëm menken yaado, nokë rümur ajë gaddëm paknyo bë pakdu, ëmnam si dü ëmbë maarëm kom, ‘Dagrëp la inlakuka ëm nam si yaare?’ 
MAT.9.6	Si kom tani mooko sogo Tani gë Oroh ë rümur ajë gaddëm paknyo bë pakla do ëmla chendak ebë ëmla rüdu,” Okë kookü bë bü amür ë takchë gonnë sila nyilen në nyi ëgum mento, “Dagrëp la noükë doopu duutak ëgum joobë sila noükë namë lo inne kuka ëmto!”
MAT.9.7	Nyi ëgë gërëp dookula namë bë into ku. 
MAT.9.8	Ëgum kaala nyitü ë bosso ë rüto, ogo bulu sëkënë tornam ëm tani gadë lo jinam ëm kaala Yürnë ne koik toku.
MAT.9.9	Jisu rëbë koëm innyo la inlen doola kaanamë, dodin laanë Moti ne bük office aü gë agër rükolo kaapala, bü bü ëm goglen la mento, “Ngokë inkolo inlaju” ëgum tapala Mati bü ëm inmin gëdato.
MAT.9.10	Jisu la bü ëm rëbë mingë në gaddë yadü lo Moti gë namë lo donam dotë todü, bosi bora gë dodin laaranë nyi ë okkë nyiikë rüpak nyopak nam nyi ëkë donam dogë dokolo domin gëto. 
MAT.9.11	 Pharisi nyi ëkë ëgum kaapa tola, bü ëm rëbë mingë në gaddëm takato, “Yo rüla nonuk saar ë dodin laaranë gaddëm la rüpak nyopak nam nyi gaddëk dokolo dobam sidu naadü?”
MAT.9.12	Jisu ëgum tapala menrük to, “Amür ë chima ramma në doktor matëma, rülachin doktor si chinë ramnë lëga nyum gë. 
MAT.9.13	 Nonu inne kula, ‘Ngo ui mola yuudum lüknamë, aya sinam nyum ëm mum mëëdunammë, ëmnam agom sokë lërü ëm chenta kuka, yo lëga paknam bë mëësi në gaddëm ngo gogtë bë aama’ rülachin rüpak nyopak nam gaddëm gogtë bë aaduna.”
MAT.9.14	Okë kookü bë Baptis jinë Jon gëlo rëmin gënë gaddë aala bü ëm sëmbë hükato, “Ngonnuëla Pharisi gaddë donam ëm rüdü nyodü lo doma tüma bë arüdu, rülachin nom rëmin gënë gaddë dokor ëm rüdü nyodü ëm rüma nyoma bë duudu, si yo ëmbë rünam ëdü?”
MAT.9.15	Ëgum Jisu menrük sila mento, “Makbo ë bük nyibo gaddëm duubam sidula yo garü bë bullëm mëëdük moge lapëdü? Makbo ëm buluk lokë laanyo dü alo ë loorë kuëm, ogo mum buluk doma bë rüdü nyoddü ë.”
MAT.9.16	“Yëchin ejë jeli lo ejë jeku ëm omtak lüknë kaama, ëmbë rürëm omtak nammë jekrë, ëgë jekmük yaya modu. 
MAT.9.17	Nyi ë yaddü lochin, opo doogë në chukri lo pooli ëm pütëm lükma, yo lëga opo ë püpok la chukri ë dettak gërë, okkë chukri ë ëmmum bë ngaarë, ëgum pënamë den chukri ali lo pooli ëm pülük kendo, ogo aku ali anyi ë addü bë doorë.”
MAT.9.18	Jisu bü sim agom sim bullëm menggo jidu ëm, rutum gonnë bük aabo lo kumpër lëpër aado la mento, “Ngokë ommë ijja sika, rüdak kom no aado la, noükë alak ë mamka boolo mü turrë ku ëmla mento.
MAT.9.19	Ëgum tala Jisu gërëp daadola bük rëgë nam gaddëm ingëla bü ëm inmin gëto.
MAT.9.20	Ëmbë rüdo pak ogo nyürü gola nyünyi go hëdü bikyarla doonë nëli gonnë bük kookülo inmin gëdula bük ejë jerë ëm chinka to. 
MAT.9.21	Mü aü ë, “Ngo bük jerë mum ëmchin chinka dookom alë sirë ku,” ëmla mëësito.
MAT.9.22	Jisu kaakur daanamë, nëli ëgum kaapa gëlla mento, “Ngokë omë, aapuk ë addü laka! noükë mëëgë sinamë nom pomoka.” Okë ëmbë rüdo mendo pak okkë mük hëdü mooko biknam ë alë sikaku.
MAT.9.23	Jisu bü nyigom okë namë lo aala kaanamë nyi gaddë tingü tapu migla okkë majja bë kapla riila dula benla duuto. 
MAT.9.24	Ogo Jisu mento, “Nonu innyo tokuka,” ajji në nyijür si sima, yupla mum doodu në ëmbë menrë ogo bulu bü ëm nyürka sirato. 
MAT.9.25	Kookü bë nyi gaddëm innyo motola, Jisu bü aala mük alak lokë serëp to. Ogo mü gërëp toku. 
MAT.9.26	Ëgë agom ëgë okë mooko buppü ogo duchik toku.
MAT.9.27	Jisu bü okkë inlen dakkuëm nyükchë në nyidum anyi go kapla gogla mento, “Dabid gë oroh ngonnuëm ai amar mëëpa laka.”
MAT.9.28	Kookü bë Jisu namë aralo aanamëchin bük baayür lo aato, ogo Jisu bü bullëm takato, “Ngo sim jijja bë rülarë ëmla nonu alëja bë mëëdu naare?” Ogo bulu mento, ‘E’ saar.
MAT.9.29	Ogo binyik anyik ëm bü mamka daala mento, “Nonyik mëëtin sinam chë bë rüji rulaka!” 
MAT.9.30	Ogoi buluk anyik ë nyükpo daatoku, Jisu bü bullëm mengap lükto “Sim yëmchin chenmo maabë ka!”
MAT.9.31	Rüdak kom bulu agom ëm mooko buppü lo inchik moto ku.
MAT.9.32	Bulu indue kula, gomma doobë ui laanam go nyi gaddë Jisu gëlo aagë jito. 
MAT.9.33	Ui ëm Jisu gë minpak ro bë gomma në agom menrëp kunamë nyi gaddë angu jaa bë arüsinyo nago rüka ëmla menbam sito, yo lëga, “Ngonu yaddü lochin sikë nago Israel sogo nyi kaaka ma.” 
MAT.9.34	 Rülachin Pharisi gaddë mento, “Ui lërü ëna bü ëm ui ëm minpak gënnaanë tornam ëm jila minpak modu në.”
MAT.9.36	 Jisu bü nyitü ëm kaala ai amar kaapato, lëga bulu mëëdür në rügur minsi në kaamabë rüla rëto, solar ë ato rëgë maanam garü bë rüla rëto. 
MAT.9.37	 Ëkë lëga bë Jisu bük rëbë gënam gaddëm mento, “Ali annoë aninma, rülachin nyüchü loochü deenë anni do. 
MAT.9.38	Ëkë lëga bë ali ano lërü ne kumtoka bü nyüchü loochü deenëm jilük la ali annoëm nyüchü loochü doobë.”
MAT.10.1	Jisu bük aü gë darlenla rëgënam nyidum ürü gola anyi ëm gogdum sipala alë maanë ui ëm minpak gënënë okkë chigë ramgë në okkë chinë ramnë buppü ëm mopoh kunanë tornam ëm bulu ëpë orlük to. 
MAT.10.2	Si gadë si kënam nam nyidum ürü gola anyi gadë lokë amin ë. Doocho bë, Simon Pitor okkë bük büro, Andriu, Jebedi gë oroh gaddë Jems la bük büro Jon. 
MAT.10.3	Philip okkë Bartholomio, Thomas okkë dodin laakum në Mati. Alpias gë oroh Jems okkë Thadia. 
MAT.10.4	Kanan lokë Simon okkë Jisu ne nyimak gadë lo pinlük në Judas Iskoriot.
MAT.10.5	Jisu nyidum ürü gola anyi ëm chompük gë agom gaddëm niitom gëlla kënam lo inlen moto. Nonu rumtum oli këbë mooko okkë Samaria taon gadë lo inma bëka. 
MAT.10.6	Ëgum pënamë Israel rumtum gë solar ngenë gadë gëlo inlaka.
MAT.10.8	Nyilen nëm mopoh la, sinnëm turkur moto kuka, taik nëm dërëk mola, okkë ui ëm minpak jitaka, lëga nonu paanyo bë paato jinyo bë jittaka. 
MAT.10.9	Nonuk lükkob lo ain, Silbor, ëgë maalachin murri murko gëla inyoka; 
MAT.10.10	 nokë moin inkolo tangkop dakkom ëgë maarëmchin laklük bornyi ëm dakkom, lësup dakkom, okkë bangi gokom bëma bëka, yo lëga ëmrëm agër rünë bük dossëm jiru kendo.
MAT.10.11	Taon lodokom doolu lodokom yo lo nonu aalük rëdü, ëgë jijja deenë nyi golo malük laka okkë nonu inku lapë mëëma tëttë lobë ogo duucho tolaka. 
MAT.10.12	Nonu namë golo aarëm, namë lo nonu nyürla soola aalaka, 
MAT.10.13	Ogo namë ëgë torük sirë boolo nonuk mëëken saë, ogo duugap lüklaka, okkë ogo ëmbë rüma du boolo nonuk mëëken moen ë nonuklo duubë simo lakuka. 
MAT.10.14	 Nonnuëm torük sima nago kaarë boolo, ëmbë maadak kom nonuk agom ëm taji maarë boolokom, ëgum namë ëgum maadokom taon ëgum nonuk innyo tadak kuëm nonuk alë lokë pëmür ëmchin pëkbin sila inlakuka. 
MAT.10.15	 Ngo nonnuëm jijja ëm mendu, chügo doogo ëm Yürnë gë maka dakku alo ëm okë taon okkë doolu okë nyi gaddëm pënamë Sodom okkë Gomorah taon gë nyi gaddëm aya mëëpa yaarë!
MAT.10.17	Ëmbë rüdak kom nonu nyi gaddëm ensi laka; bulu nonnuëm këba duupom derë lo selük leela dëmrë. 
MAT.10.18	Ngokë lëga bë nonnuëm gobornor duukolo okkë tëbo rutum duukolo aagëla oli ma gaddëk takolo taken në dooyü ëm menken jido bë rürë. 
MAT.10.19	Rüdak kom yadü lo nonnuëm bulu selleela hüka rëdü, ogo yo ëm mensadü okkë yo go mensadü ëmla mëëdük mou yooka, nokë agom mendülo no yo go menken doodü mensëm jirë. 
MAT.10.20	 Lëga nokë agom gaddë noükma rülachin nokë agom bë nom Yürnë gë Doü ë menmo rë.
MAT.10.22	 Ngok lëga bë buppü nyi ë nonnuëm arik anyo rë. Rülachin yë dü rëpin lobë addü bë gagbë la rërë në ëgë tushü baalë nam ëm paarë. 
MAT.10.23	Yaddëm doolu golo nonnuëm rütu rüre rëdü, nonu doolu gonë bë baknyo tolaka, Ngo nonnuëm jijja ëm mendu, nonu Israel lokë taon buppü ëm inngam dama bë Tani gë Oroh ë aapuh rëku.
MAT.10.25	 Ëkë lëga bë pori në ome ë aü gë saar rükolo rüji kendo okkë pakbo ëchin aü gë rutum lërü gë rünam garü bë rümin gëkendo. Namë lokë rutum ëm Beeljebul ëmbolo bük namë rumtum ë ëgum pakya bë yadü go alë maanë amin ëm gërëna!
MAT.10.27	Ngokë kanë lokë menji namëm lou lo menkok jilen laka, okkë yo në agom ëm nonnuëm nyeru lo mensi menrup duudü ëgum nonnuëm taayo lokkë gogtoo jitoka. 
MAT.10.28	Okkë amür ëm mokë lachin yaloh ëm mokë maade nëm boso yooka, ëgum pënamë yë dü amür ëmla yaloh ëm mokë gëlla ui moora bë ërlük deenë ëgum boso laka. 
MAT.10.29	Taachak pünyi ëm barken gobë pukma doore? Nokë Abo mëëmarëm taachak püken gochin delë bë olo maarë. 
MAT.10.30	Nonuk dumpo gë adum buppü ëmchin küngam la aatu. 
MAT.10.31	Ëkë lëga bë boso yooka; nonu taachak atür buppü ëmchin arë kaaya në!
MAT.10.32	Yë dü nyi buppü gë tapom lo pëbë bë Jisu ngokkë ëmla mengë sidu dü, ngokom bü ëm Yürnë Abo gëlo ëmbë dada menrë. 
MAT.10.33	 Rülachin yë dü nyi buppü gë takolo menpak rënna ngochin bü ëm ngok Abo gë takolo menpak ngiirë.
MAT.10.34	Ngom tani mooko sogo jurup bë rëken dagken bë rëgë doobë aadu dü ëmla mëëmëm yooka, ma tani mooko sogo rëken ëm laadobë aama, rülachin roksë gonyum aagëla aaduna.
MAT.10.35	ommë annëm agla,
MAT.10.35	nyamë ayoh ëm agla,
MAT.10.36	Tani gë alë yaaru maanë nyimak ë aü gë namë rumtum aralokë nensi doobë ëmla mum aaduna.
MAT.10.37	Yë dü aü gë abo ba anë ëm ngom pënamë pakya duudü bü ngok gëbë rülinma; Yë dü aü gë omë ba oroh ëm ngom pënamë pakya duudü bü chin ngok gëbë rülinma. 
MAT.10.38	 Okkë yë dü aüë paako ëm joosi la ngok kookülo inma dü ëgëchin ngok bë rülinma. 
MAT.10.39	 Yë aü gë rëpë nam nyum bë mëëdu dü ëgë aü gë rësë ëmchin ngemorë, okkë ngok lëga bë yë dü aü rëssëm ngemo duunë bü turyar koëm paarë.
MAT.10.41	Yë Yürnë gë nyijük nyibuh ëm torük sidudü ëgëchin nyijük nyibuh ëngi, bü nyijük nyibuh gë amen ëm paarë, okkë yë dërëk në nyi ëm torük sidudü büchin dërëk në, ëgë dërëk nëlokë amen ëm paarë. 
MAT.10.42	Okkë yë ngom inmin gënë sokë anni yaaru nago sile bati go jirë dü büchin ngom inmin gënnëku; Ngo jijja ëm mendu, bü bük paasë amen ëm ngemo maarë.
MAT.11.1	Jisu bük rëkolokë rëbë mingë në nyidum ürü gola anyi ëm niitom ro ëm okë mooko okkë doolu taon nëchi ogo dooyü menyür mentom taabë inlento. 
MAT.11.2	Yadü lo Jon Baptis patëk lokkë Jisu gë arüsinyo agër rünam ëm tapa todü bük rëbë gënam nyi ëkë Jisu gëlo kënam lükto. 
MAT.11.3	Bulu Jisu ne kaarük sidola, takato, “No re Jisu Kristo ë, Jon gë aarë ëmnam aken ë no re menji lak,” “Ma ngonu aken këbë go tobë saë dü?”
MAT.11.4	Jisu menrük sila mento, “Inne kula Jon ne menta kuka, no yo ëm tapa kaapa duudü ëgë maabë. 
MAT.11.5	 Nyükma në kaapa duuku, lëku në inla duuku, okkë taik në gaddëchin dërëk duuku, rujë në tapa duuku, sinnëchin turkur duuku okkë nyükma në kaapa duuku okkë nyima open gadë lo talünam menlük niitom ëm menji siduuku. 
MAT.11.6	Okkë ngom mëëchi mochi maabë rümanë yadü go mëëken ëm paaduuku!”
MAT.11.7	Buluk inro kuëm, Jisu nyitü ëpë Jon gë lëga ëm menjito, Jon gë mooruk diiruk lo rëdak ogo nonu, yo ëm kaatë bë into? tapi tajë ëm doorüh gë minnu mibbü nam ëm re? 
MAT.11.8	Yo go nonu kaaka taabë inlen to? kaaken bë ejë ëbë gënë nyi goere? Ejë ëbë kaaken bë gënë nyi gaddë tëbo gaddëk namë lonyo duudo rëdo ko ë! 
MAT.11.9	Menji nguru laka, yo jaa goela kaaka taabë inlen nammë? Nyijük goere? Ë ngo nonnuëm mendu, nyijük ëm pënamë pakya nëm kaarük sika. 
MAT.11.10	 Niitin boi lo bük lëga ëm ekgapla acho nam sigi mum, “Kaalaka, ngo ngoük lampoh ëm nonuk kaaga lo jilük choodu. Bü denda bë nopë bëlam pëkcho jirë.” 
MAT.11.11	Ngo nonnuëm jijja ëm mendu, ijja lobë Jon Baptis ne kai yaanë nyi yë nëlichin aajur ogar dama, ëmbë rüdak kom yë dü Yürnë gë rëgëko lëga bë nyi ëm ajji yaaru duunë bü bü ëm kai yaarë. 
