GEN.1.1	Abatelipuna elana Yabowaine labulabum ge panayawi i ginolil. 
GEN.8.19	Yaka bwasumu bolo hi nawanawa, bolo hi yawayawal ge bolo hi youyou, tomaha ge tomaha ali pwahin elana hi tagilem wagaa.
GEN.8.20	Yaka Nowa pat i pahe abapowon i ginol ge ni tapwalolo Yehoba elana. Yaka bwasumu bolo bosowaina powon, bolo hi nawanawa ge bolo hi youyou, enuna i ahel ge i powon pwabwaligel Yehoba elana. 
GEN.8.21	Yehoba powon bwalena i hago ge i awa wawaisian, yaka atena elana i ba, “Bwagana gamagalau nuwatu nanakina ya te hi nuwanuwatu-an ateliyaa, i telipunaa wali sauga wawaya elana, he nige al na babaa ge panayawi na aapanak wali ginol nanakina kaiwena. Ge nige al bwasumu gegewel na aapapanak-agil ni oola toto iyaka ya ginol.
GEN.8.22	Panayawi miminana elana,
GEN.8.22	logalagalauma ge lovelovetomwa,
GEN.8.22	tultul ge kalakalas,
GEN.8.22	kehe ge sabwelu,
GEN.8.22	lan ge bulin,
GEN.8.22	ni gangan ya nige ni momowasi.”
GEN.9.2	Bwasumu gegewel, bolo hi nawanawa, bolo hi youyou, bolo hi yawayawal, ge moti gegewel nihi lovakunagimiu. Iyaka ya telel wami logugui elana ge nuku logugui-agil. 
GEN.9.3	Bugul gegewel yawaliliya gaganina nuku anan ya. Valila bugul siusiunil enowaliya ge lamwaliya ya pewa amiu, yaa sauga ya bugul gegewena ya pewa eliyamiu aanan kaiwena. 
GEN.9.4	 Yaa bahi bunum salisaliyana nuku an, kaiwena yawal i minaa saliya eliyana. Saliya ga ni lohaba yaka abwe nuku an. 
GEN.9.5	He ebo bwasumu etega gamagal etega ni tal saliyana ni lau ge yawalina ni mowasi, nau abwe ana lahi na ginol. I ola al ebo gamagal etega alona yawalina ni pwamowasi, nau abwe ana lahi na ginol. 
GEN.9.6	 Ebo gamagal etega alona yawalina ni pwamowasi, he iya al yawalina gamagalau nihi pwamowasi, kaiwena nau Yabowaine gamagalau ya ginolil totou kanukanunu elana.
GEN.9.8	Yaka Yabowaine i baek Nowa alonau natunau eliyalil i ba, 
GEN.9.9	“Sauga ya no bateli na ginol eliyamiu, tubutubumiyau eliyalil, 
GEN.9.10	ge bugul gegewel bolo yawaliliya gaganina eliyalil — bwasumu bolo hi youyou, bolo totounuwal, ge bolo bekikil — bolo alomiyau ku tagilem wagaa. 
GEN.9.11	He ya bateli te nige al na babaa nub ni gagan ge bwasumu gegewel ni pwapwamowasel, nige al nub panayawi ni aapapanak-an.”
GEN.9.12	Yaka Yabowaine i ba al i ba, “Bateli toto ya ginol eliyamiu ge bwasumu gegewel eliyalil, iya bateli mihomihotina heyan mulaa gegewel kaiweliya. He bateli o ana etotohi i ola hiwe. 
GEN.9.13	Liliyal na ginol yaluyalu eliyalil, inoke ni tabwa no bateli ana etotohi, bateli toto ya ginol panayawi elana. 
GEN.9.14	Sauga ebo yaluyalu na ginol panayawi ni yabom ge liliyal ni masal yaluyaluwa, 
GEN.9.15	yaka no bateli na nuwahikan, toto ya ginol eliyamiu ge bugul gegewel yawaliliya gaganina eliyalil. He nige al nub ni tutub ge bugul gegewena ni aapapanak-agil. 
GEN.9.16	Sauga ebo liliyal ni masal yaluyalu eliyalil ge na kite, inoke ni panuwahikagau bateli mihomihotina kaiwena, toto nau Yabowaine ya ginol bugul gegewel yawaliliya gaganina panayawiya eliyalil.”
GEN.9.17	He Yabowaine i ba i ola to Nowa elana, i ba, “Liliyal iya no bateli ana etotohi, toto ya ginol bugul gegewel panayawiya eliyalil.”
GEN.9.18	Nowa natunau bolo hi tagilem wagaa alaliya Semi, Hami ge Yapeta. (He Hami iya Kenani tamana.) 
GEN.9.19	Nowa natunau ali toto eton ya, heliya gamagalau gegewel panayawiya tubuliyau.
GEN.9.20	Nowa iya toeyowa ge iya houwan hot 
GEN.9.21	Sauga etegana Nowa oine i im kokona-an, yaka i kenu bokaboka wana epanapana gamwanaa. 
GEN.9.22	Kenani tamana Hami i tuk tamana bobokana i kite, yaka i tagil i lowasawasa-an talinau eluwa elal. 
GEN.9.23	Yaka Semi ge Yapeta kaliko etega hi ahe hi anal vevelaliyaa ge hi pihikan, yaka eliya hi huwalaan hi na tamaliya hi pahabobu. He mataliya hi ligetoga-an ge bahi tamaliya bobokana nihi kikite.
GEN.9.24	Sauga oine wana gasisi i mowasi ge Nowa i lut, yaka wasa i hago natuna toalaalahul Hami wana ginol kaiwena. 
GEN.9.25	Inoke i ba:
GEN.9.25	“Sauga ya Kenani ya ba nuwamut-an.
GEN.9.25	Iya ni totuwalali loloyowan hot talinau elal.”
GEN.9.26	Yaka i ba al:
GEN.9.26	“Yehoba ya tobalan, iya Semi wana Yabowaine!
GEN.9.26	He Kenani ni totuwalali loloyowan Semi elana.
GEN.9.27	Ya awanun Yabowaine Yapeta wana labi ni pwabwata,
GEN.9.27	i ola al tubutubunau ge Semi tubutubunau nihi mibubun.
GEN.9.27	He Kenani ni totuwalali loloyowan elana.”
GEN.9.28	Nub enaa, Nowa i minamina al baliman 350. 
GEN.9.29	He Nowa wana baliman gegewena 950 i pwawa, yaka abwe i aliga.
GEN.10.1	Nowa natunau Semi, Hami ge Yapeta, avaliyau natuliyau ge tubutubuniliyau liwaniliya i ola hiwe. He nub enaa natuliyau hi gewi hi abil.
GEN.10.2	Yapeta natunau bolau heliya Gomeli, Magog, Madai, Yavan, Tubal, Meseki ge Tilasi.
GEN.10.3	Gomeli natunau bolau te Askenasi, Lipat ge Togalama.
GEN.10.4	Yavan natunau bolau te Elaisa, Talsis, ge boda Kit tubuliya ge Lodan tubuliya. 
GEN.10.5	He boda bolo hi miminaa Hoga Mediteleiniya bebenaa ge tavalina ona elal hi neem Yavan natunau o elal. Hi miminek tomaha wali labi ge wali panuwa ona elal, ge anan tomaha ona hi baubaunan.
GEN.10.6	Hami natunau bolau heliya Kus, Itipita, Puti ge Kenani.
GEN.10.7	Kus natunau bolau te Seeba, Havila, Sabita, Laama ge Sabiteka. Laama natunau bolau te Seba ge Dedan.
GEN.10.8	Kus tubutubunina etega te Nimlod. Iya haveyan ana toematana gasigasisena, yaka alonau wana boda panuwa hi gewi hi pakokovel. 
GEN.10.9	Yehoba wana labe eliyana iwauka i sibaan. Inoke heiya te kaiwena gamagalau wali ebaaba etega i ola hiwe, “Tau ya i ola te Nimlod, iya houhouwena Yehoba wana labe eliyana iwauka i sibaan.” 
GEN.10.10	Wana abalogugui i tal houwan labi Babiloniya elana, panuwa Babiloni, Elek, Akad ge Kalne elal. 
GEN.10.11	Yaka abwe i na al labi Asiliya inoke panuwa bwabwatal bolo Ninibe, Lehobot-Il, Kala 
GEN.10.12	ge Lesen i ginolil. He Lesen i minaa Ninibe ge panuwa bwabwatana Kala ali hawawala.
GEN.10.13	Itipita tubutubunau heliya boda Lud, Anam, Lehab, Naptuhi, 
GEN.10.14	Patulusi, Kasiluhi ge Kaptoli. He boda Pilistiya hi neem al boda Kaptoli elal.
GEN.10.15	Kenani natuna gamaun te Saidoni. Natunau al hi gan, inoke Kenani tubutubunau te boda Hiti, 
GEN.10.16	Yebusi, Amoli, Gegasi, 
GEN.10.17	Hivi, Alki, Sini, 
GEN.10.18	Alvadi, Semali ge Hamati. Un bolo Kenani tubutubunau hi miwaliwali labi tomaha ge tomaha, 
GEN.10.19	yaka labi toto hi miminaa i telipunaa panuwa Saidoni ge i nok Gelal kaiwena ana siga te Gasa, ge i ola al i nok Sodoma, Gomola, Adima ge Seboim kaiweliya ana siga te Lasa.
GEN.10.20	He Hami natunau ge tubutubunau i ola to. Inoke un bolo o anan tomaha ona hi baubaunan ge hi miminek tomaha wali labi ge wali panuwa ona elal.
GEN.10.21	Semi, iya Yapeta talina bwabwatana, natunau al hi gan. (He iya Ebe alonau tubutubunau tubuliya houhouwena.) 
GEN.10.22	Semi natunau bolau te Elam, Asul, Alpakad, Lud ge Alam.
GEN.10.23	Alam natunau bolau te Us, Hul, Geta ge Meseki.
GEN.10.24	Alpakad iya Sela tamana ge Sela iya Ebe tamana. 
GEN.10.25	Ebe natunau bolau eluwa. Etegana alana hi tun Peleg,
GEN.10.26	Yoktan natunau te Alimodad, Selep, Hasamavet, Yela, 
GEN.10.27	Hadolam, Usal, Dikila, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Opil, Havila ge Yobab. He Yoktan tubutubunau i ola to. 
GEN.10.30	Labena toto hi miminaa i telipunaa Mesa ge i na Sepal, iyoho labi manaoyaoya toto balimana.
GEN.10.31	He Semi natunau ge tubutubunau i ola to. Inoke un bolo o anan tomaha ona hi baubaunan ge hi miminek tomaha wali labi ge wali panuwa ona elal.
GEN.10.32	He Nowa natunau ge tubutubunau ali lihu ana siga to, ge tomaha wali labi elana hi miminek. Inoke nub enaa, heliya eliyalil boda tomaha ona hi masalem ge hi miwaliwali panayawi labena gegewena elal.
GEN.11.1	Valila gamagalau gegewel panayawiya analiya maisena ya ge wali baaba i maisena. 
GEN.11.2	He gamagalau hi mimi heheya labi balimana, inoke abwab bwabwatana etega hi pwawa labi Babiloniya elana yaka hi minaa to. 
GEN.11.3	Yaka abwe hi pebaaba-agil hi ba, “Ehei! Bilibili ta ahe bilik ta ginolil yaka ta tonil ge nihi gasisi.” Inoke hi ginol ola to, yaka bilik hi ahe limi hi taliya, ge kolta
GEN.11.4	Yaka abwe hi ba, “Ehei! Wala panuwa bwabwatana etega ta ginol ge limi mihahaina hot etegana ta tal ni na ni tupa yaluyaluwa. Ta ginol ola o, inoke alala ni bwata ge bahi ta mimiwaliwali panayawi labena gegewena elal.” 
GEN.11.5	Yaa Yehoba i nem i lau panuwa bwabwatana ge limi mihahaina hot toto gamagalau hi taltal o i kitel. 
GEN.11.6	Inoke i ba, “Gamagalau ya heliya boda maisena ge anan maisena elana hi baaba. Sauga ya bugul ya hi giginol, he bwaliga abwe bugul ni gewi al nihi ginolil. Ebo bugul etega nihi nuwatuan, he bosowailiya ya te nihi awaawaginol ya. 
GEN.11.7	Ehei! Ta na ta lau analiya ta pasamwayagayaga inoke bahi avaliyau wali baaba ana sapu nihi aatena.”
GEN.11.8	Inoke eliyana Yehoba gamagalau i waliwali-agil hi na panayawi labena gegewena elal, yaka panuwa o nige al hi tatal. 
GEN.11.9	Inoke panuwa alana hi tun Babiloni
GEN.11.10	Semi alonau natunau ge tubutubunau liwaniliya i ola hiwe.
GEN.11.10	Nub i mowasi enaa baliman eluwana elana, Semi wana baliman 100 yaka natuna i gan alana Alpakad. 
GEN.11.11	Alpakad hi ab enaa, Semi i minamina al baliman 500 yaka natunau bolau ge yowau enuna al hi gan.
GEN.11.12	Alpakad wana baliman 35 yaka natuna i gan alana Sela. 
GEN.11.13	Sela hi ab enaa, Alpakad i minamina al baliman 403 yaka natunau bolau ge yowau enuna al hi gan.
GEN.11.14	Sela wana baliman 30 yaka natuna i gan alana Ebe. 
GEN.11.15	Ebe hi ab enaa, Sela i minamina al baliman 403 yaka natunau bolau ge yowau enuna al hi gan.
GEN.11.16	Ebe wana baliman 34 yaka natuna i gan alana Peleg. 
GEN.11.17	Peleg hi ab enaa, Ebe i minamina al baliman 430 yaka natunau bolau ge yowau enuna al hi gan.
GEN.11.18	Peleg wana baliman 30 yaka natuna i gan alana Liu. 
GEN.11.19	Liu hi ab enaa, Peleg i minamina al baliman 209 yaka natunau bolau ge yowau enuna al hi gan.
GEN.11.20	Liu wana baliman 32 yaka natuna i gan alana Selag. 
GEN.11.21	Selag hi ab enaa, Liu i minamina al baliman 207 yaka natunau bolau ge yowau enuna al hi gan.
GEN.11.22	Selag wana baliman 30 yaka natuna i gan alana Naho. 
GEN.11.23	Naho hi ab enaa, Selag i minamina al baliman 200 yaka natunau bolau ge yowau enuna al hi gan.
GEN.11.24	Naho wana baliman 29 yaka natuna i gan alana Tela. 
GEN.11.25	Tela hi ab enaa, Naho i minamina al baliman 119 yaka natunau bolau ge yowau enuna al hi gan.
GEN.11.26	Tela wana baliman 70 yaka natunau hi gan alaliya Abalam, Naho ge Halan.
GEN.11.27	He Tela alonau natunau ge tubunau liwaniliya i ola hiwe.
GEN.11.27	Tela natunau hi gan alaliya Abalam, Naho ge Halan. Inoke Halan natuna i gan alana Lote. 
GEN.11.28	He Tela yawalina miminana, natuna Halan i aliga panuwa Ul, labi Koldiya elana, panuwa toto hi aba.
GEN.11.29	Abalam i alolon lagona alana Selai ge Naho i alolon lagona alana Milika, iya Halan natuna. He Milika talina alana Iska. 
GEN.11.30	Yaa Selai i kobwas yaka nige i aab.
GEN.11.31	Tela i lut natuna Abalam, tubuna Lote (Halan natuna) ge yawana Selai (Abalam lagona) i ahel, yaka panuwa Ul labi Koldiya elana hi eguluwan ge nihi nok nihi na Kenani. Yaa sauga hi vin panuwa Halani, yaka hi miminaa ga to.
GEN.11.32	Tela wana baliman 205 i pwawa, yaka i aligaa panuwa Halani.
GEN.12.2	Yaka tubutubumwau nihi gewi na pewa nihi tabwa boda gasigasisena etega, ge na mulolu-agiwa.
GEN.12.2	Alam na pwabwata, ge owa eliyam gamagalau mulolu nihi pwawa.
GEN.12.3	Ge owa eliyam un gegewel panayawiya na muloluagil.”
GEN.12.4	Abalam wana baliman 75, yaka panuwa Halani i eguluwai ge i nawanawa, i ola Yehoba wana baaba eliyana. He Lote al ge i nok alona. 
GEN.12.5	Abalam, lagona Selai ge talina natuna Lote i ahel alonau, ginebi gogomwau gegewena ge totuwalali gegewel bolo hi pwawal Halani elana. Yaka panuwa o hi eguluwai ge hi nawanawa Kenani kaiwena.
GEN.12.5	Sauga hi vin, 
GEN.12.6	inoke Abalam labi Kenani gamwana i nosolaan ge i nawanawa i na i vin Mole wana kawadi bwabwalena elana panuwa Sekemi elana. He saugenana o Kenani gamagaliliyau iyoho ya hi minamina labi Kenani elana. 
GEN.12.7	 Yaka Yehoba i masal Abalam elana ge i ba, “Labi toto ya ya pewa tubutubumwau eliyalil.” Yaka Abalam pat i pahe abapowon i ginol panuwa o elana ge i tapwaloloek Yehoba elana, iya i masala elana.
GEN.12.8	Toto o enaa, yaka Abalam i egon i noek labi manaoyaoya elana panuwa Betel labi nati, ge wana 
GEN.12.9	Toto o enaa, yaka i novevehe al i nanawa labi kekevana Negeb kaiwena.
GEN.12.10	Yaka galebu bwabwatana etega i masal labi Kenani elana. He galebu o i bwata hot, inoke Abalam i na Itipita ge i miminek ga to. 
GEN.12.11	Kelaubwa Abalam ni vin Itipita ana labiya, yaka i baek lagona elana i ba, “Selai, ya atena te am awa i waisi hot. 
GEN.12.12	He ebo Itipita nihi kitewa, nasi nihi ba, ‘Lagona to.’ Yaka nihi tagapaaligau ge owa nihi pwamolowa. 
GEN.12.13	 He nu baek eliyalil nu ba, ‘Nu te,’ inoke owa kaiwem o hehegan nihi abubun ge yawaliu nihi pwamwal.”
GEN.12.14	Sauga Abalam i na i vin Itipita, yaka Itipita gamagaliliyau Selai hi kite ana awa i waisi hot. 
GEN.12.15	I ola al kin wana totuwalali bwabwatal Selai hi kite, inoke hi na kin elana ge ana awa hi awa wawaisi-an ge hi tobalan. Yaka hi na hi ahe ge hi en pwatanik kin wana limiya, alona hi mina. 
GEN.12.16	He kin Abalam ana hehegan i ginol bubun, kaiwena Selai i ahe alona hi mina wana limiya, yaka wana sipi, goti, bulumwakau, 
GEN.12.17	Yaa Yehoba kasiyebwa nanakina hot etega i patuna kin alonau ge wana limi ana heniheni gegewel hi kasiyebwa, kaiwena kin Abalam lagona Selai i ahe tukan alona hi mina wana limiya. 
GEN.12.18	Inoke kin Abalam ana baaba i patuna ge i nok elana. Sauga i vin yaka i neli i ba, “Hauna pagan u ginol eliyau e? Hauna kaiwena nige no wasa u pepem te Selai iya lagom? 
GEN.12.19	Hauna kaiwena u ba tage iya num, ge ya ahe i ola lagou? He lagom hiwe! U ahe ge ku egon.” 
GEN.12.20	Inoke kin i baek awana toabinau elal, yaka Abalam alona lagona hi patuna owaowa-agil ginebi ge wali gogomwau gegewena Itipita hi eguluwan.
GEN.13.1	Inoke Abalam ge lagona wali gogomwau gegewena hi bugulan yaka Itipita hi eguluwai ge hi nawanawa hi na labi Negeb. He Lote al i nok aloliya. 
GEN.13.2	Abalam i gogomwau hot, wana bwasumu ona hi gewi nabi, i ola al wana silba ge wana gold.
GEN.13.3	Yaka i novevehe al kekeisi kekeisi i nohoholavi panuwa ge panuwa ona elal, ana siga i vin Betel ge Ai ali hawawala toto valila wana epanapana i tatala, 
GEN.13.4	ge abapowon i ginoginola. Yaka i tapwalolowa al to Yehoba elana.
GEN.13.5	He Lote alona Abalam hi nononawanawa, iya al ge wana sipi, goti, bulumwakau ge wana totuwalali ona hi gan. 
GEN.13.6	Nige bosowailiya nihi mipamaisena, kaiwena wali bwasumu hi gewi nabi, ge wali abaanan nige i bwabwata. 
GEN.13.7	Yaka ba apwaapwanawa i gan Abalam ge Lote wali bwasumu ali tomatahikan elal. He sauga o elana boda Kenani ge Pelisi iyoho ya hi minamina labi o elana.
GEN.13.8	Inoke Abalam i baek Lote elana i ba, “Nige nuwala ba apwaapwanawa ni gan owa ge nau elala, ge wala bwasumu ali tomatahikan elal, kaiwena owa ge nau tubula maisena hot. 
GEN.13.9	He ta nowali tomaha tomaha ta nonoek. Labi gegewena i mwapwela eliyam, labena etegana u hile ge nu na nu minaa. Ebo nu tukik labena aluwabwa, inoke nau na tagilik yavanaa. Ebo nu tagilik yavanaa, inoke nau na tukik aluwabwa.”
GEN.13.11	Yaka Yolidani abwabwina gegewena i hile iya totona kaiwena, inoke i hek ge i minaa to. He Abalam ge Lote wali miwali i ola to. 
GEN.13.12	Inoke Abalam i na i minaa labi Kenani elana, yaa Lote i na i minaa Yolidani abwabwina panuwa ona gamwaliyaa ge wana epanapana i pamilil Sodoma gegelinaa. 
GEN.13.13	He Sodoma gamagaliliyau wali ginol i nak hot, ge hi gegi nabi Yehoba elana.
GEN.13.14	Sauga Lote i egon enaa, yaka Yehoba i baek Abalam elana i ba, “Labi toto u taltalmilila matam u lipwapwati ni nok labena aluwabwa, yavanaa, balimana ge yalasa. 
GEN.13.15	 Labena bolo u kitel bibilena gegewena ya pewa hoti alomwau ge tubutubumwau eliyamiu sauga gegewena nige ni momowasi. 
GEN.13.16	Tubutubumwau nihi gewi nabi na pewa nihi ola bilibili papakovana. He nige bosowaina gamagal etega bilibili papakovana ni vasili haba, i ola al nige bosowaina tubutubumwau nihi vasilel haba. 
GEN.13.17	He u nok u na bilibili o ana yapu ge ana magaga u nawaan, kaiwena iyaka ya pewa eliyam.”
GEN.13.18	Yaka Abalam wana epanapana i lekel ge i na i miminaa Mamele wana kawadi bwabwalel gegeliliyaa Hebiloni elana. Inoke abapowon i ginol ge i tapwalolo Yehoba elana.
GEN.14.1	Sauga o elana kin esopali, heliya Amlapel Babiloniya ana kin, Aliyoka Elasa ana kin, Kedolaoma Elam ana kin, ge Taidal Goim ana kin, 
GEN.14.2	hi nok hi na avaliyau ge kin nimala panuna hi lohaveyan, heliya Bila Sodoma ana kin, Bilsa Gomola ana kin, Sinab Adima ana kin, Semeba Seboim ana kin ge Bela (alana al te Sowal) ana kin. 
GEN.14.3	He kin bolo nimala panuna o wali ivan
GEN.14.4	He liwanina i ola hiwe. Valila baliman elulutega eluwa (12) Sodoma ana kin ge alonau hi minaa Kedolaoma wana logugui gabulanaa, yaa baliman tetin-ina (13-ina) elana yaka wana logugui hi towani nige hi giginol. 
GEN.14.5	Kedolaoma i huga, inoke baliman potin-ina (14-ina) elana alonau wana pan kin wali ivan hi ahel hi teli pamaisenal, yaka hi nem labi o elana. Wali nemnem eliyana avaliyau boda enuna al hi lohaveyan ga. Lepaimi hi pakokovel Astelot Kanaim elana, Susim hi pakokoveliya Hami elana, Emim hi pakokoveliya Kiliyataim abwabwina elana, 
GEN.14.6	ge Holi hi pakokoveliya Seil oyana elalil ge hi takel ana siga Elpalan labi kekevana gegelinaa. 
GEN.14.7	Yaka hi awona pil ge hi sikal hi nem Keides (alana al te Enmispat), inoke Amaleki hi pakokovel ge wali labi gegewena hi ahe, i ola al Amoli bolo hi miminaa panuwa Haseson Tamal elana.
GEN.14.8	Yaka Kedolaoma alonau ge alonau hi nem al, inoke panuwa Sodoma, Gomola, Adima, Seboim ge Bela ali kin avaliyau wali tolohaveyan, ge hi tagil hi na Sidim abwabwina elana. 
GEN.14.9	Inoke hi lovivina avaliyau ge Kedolaoma Elam ana kin, Taidal Goim ana kin, Amlapel Babiloniya ana kin, ge Aliyoka Elasa ana kin nihi lohaveyan. Yaka kin nimala panuna avaliyau ge kin esopali hi lohaveyan. 
GEN.14.10	Kedolaoma wana boda hi gasisi, inoke Sodoma ge Gomola wali kin avaliyau wali tolohaveyan hi lou. He Sidim abwabwina kolta ali gol hi gewi, inoke sauga hi lou, enuna hi soguek kolta ali gol gamwanaa ge enuna hi lou hi na hi ha oya elal. 
GEN.14.11	Yaka kin bolo ali toto esopali hi na Sodoma ge Gomola wali gogomwau ge aliya gegewena hi bugulagil, inoke hi egonan. 
GEN.14.12	He Abalam talina natuna Lote al hi ahe, ginebi ge wana gogomwau gegewena, kaiwena saugenana o i miminaa Sodoma.
GEN.14.13	Tau etega i lou ge i na bugul gegewena i wasaan Abalam gagama Hibilu eliyana. Saugenana o Abalam i miminaa Mamele gagama Amoli wana ebwakil bwabwalel gegeliliyaa. He Mamele alonau talinau Eskol ge Anel, heliya Abalam ana tolaba haveyan elana. 
GEN.14.14	Sauga Abalam i hago talina natuna Lote iyaka hi yowan ge hi ahe egonan, yaka wana boda gamwanaa wana tolohaveyan ali gewi 318 i yogaagil ge hi tatauliulil Kedolaoma ge alonau eliyaa ana siga hi na hi vin panuwa Dani. 
GEN.14.15	Inoke bulina Abalam wana tolohaveyan i walel ali boda ona elana, yaka hi tuk Kedolaoma ge alonau hi lekaleka-agil ge hi takel ana siga panuwa Hoba, Damasiko labena aluwabwa. 
GEN.14.16	Yaka Abalam bugubugul gegewena bolo Kedolaoma ge alonau hi bugulan i ahel pasikalil. I ola al talina natuna Lote ginebi wana gogomwau gegewena i ahe, alonau yowau ge gamagalau enuna al.
GEN.14.17	Abalam Kedolaoma alonau wana pan kin eton i pakokovel i mowasi ge i sikasikal, yaka Sodoma ana kin i na Abalam i kite Save Abwabwina elana, alana etegana al te Kin Abwabwina.
GEN.14.19	Yaka i ba muloluan i ba:
GEN.14.19	“Yabowaine Mihahaina Hot, iya labulabum ge panayawi ali toginol, Abalam ni muloluagiwa.
GEN.14.20	Ge ya ba mulolu Yabowaine Mihahaina Hot elana ge ya tobalan, kaiwena am topihigelgel i telel nimwam elana.”
GEN.14.20	Inoke Abalam bugul gegewena bolo i oem haveyan elana i wali paelulutega (10) ge gamwaliyaa wali maisena i pek Melkisedek elana.
GEN.14.21	Yaka Sodoma ana kin i baek Abalam elana i ba, “Bugubugul gegewena u kukuhikan kaiwem, yaa no gamagalau ya te nu pem pasikalil eliyau.”
GEN.14.22	Yaka wana baaba Abalam i lahe i ba, “Nimwau ya latahin ya papasila Yehoba, Yabowaine Mihahaina Hot elana, iya labulabum ge panayawi ali toginol, 
GEN.14.23	nige wam bugul etegana na aahe. Bwagana bugul kekeisisi hot ololana teleid o but ana hihiu, gegewena na pewa pasikal, eba bwaliga nu ba, ‘Nau te Abalam ya pagogomwau.’ 
GEN.14.24	Nige bugul etegana na aahe, besena ya te aanan o hevalau hi an. Yaa nuwau o tolabe ali toto eton, Anel, Eskol ge Mamele, ali guyau nihi ahe.”
GEN.15.1	Bugul bolo o enaa, Abalam ana pankite elana Yehoba anana i hago i ba, “Abalam, bahi nu lolovakun. Nau am ligovan na kausiwa nak elana ge nau am mulolu bwabwatana na pewa.”
GEN.15.2	Yaka Abalam i ba, “O Babala Yehoba, hauna ana waisi ebo o mulolu bwabwatana nu pem, nau nige aeu pipihina i gagan, gagama Damasiko Eliyesa iya te bwaliga no gogomwau ni ahe. 
GEN.15.3	Nige natu etega u pepem, inoke bwaliga ebo na yaomal, no limi ana totuwalali etegana te no gogomwau ni ahe ge ni logugui-an.”
GEN.15.4	Yaka Abalam Yehoba anana i hago al i ba, “Sauga ebo nu yaomal, tau toto ya nige wam gogomwau ni aahe. Yaa natum melutau etega ni masalem saliyam elana ge iya wam gogomwau ni ahe.” 
