MAT.1.1	Yesu Kristo, Owíe 
MAT.5.36	Mlɩmápʋ mlɩ nwun ká ntam, tsúfɛ́ mlɩmɛ́ɛtalɩ́ bwɛ́ imi kʋlɛ futútú ntɛ́ɛ bíbi. 
MAT.5.37	Mboún fʋ́ ‘Iin!’ ɩbwɛ́ɛ ‘Iin!’ Fʋ́ ‘Ó-o!’ ɛ́ ɩbwɛ ‘Ó-o!’ Kugyíkʋá fɛ́trá blɩ́ tsɩ́a mʋ́tɔ́ itsú Ɔbʋnsám wá.
MAT.5.38	“Mlɩlanú ánɩ́ bɛblɩ́ bɛɛ, ‘Ɔha obwíé mʋ ba nsíbi a, bʋbwíe mʋ ɛ́ mʋ klɛ ka ɩkɔ. Ɔha otsíí mʋ ba iyín ɛ́ á, bʋtsíi mʋ klɛ ka ɩkɔ.’ 
MAT.5.39	Támɛ mɩ́ mʋ́ ndɛ mlɩ bláa mbɛ́ɛ, mlɩmákplá ɔha laláhɛ. Mboún nɩ́ ɔha ɔdá fʋ́ ɩsʋtɔ á, damli nyɔɔsɩ ɛ́ ha mʋ ɔdáa. 
MAT.5.40	Nɩ́ ɔha dékléá ɔbɛ́samáa fʋ, hɔ fʋ́ atadɩɛ á, pʋ fʋ́ tati ɛ́ ha mʋ. 
MAT.5.41	Ɔhá ánɩ́ ɔdʋn fʋ ɔhɩ́ɛ́ fʋ́ ɔbɛ́ɛ, fʋsʋ́ra mʋ atɔ́ máɩlɩ kʋlɛ ha mʋ a, sʋra mʋ́ máɩlɩ anyɔ. 
MAT.5.42	Ɔha ɔkʋ́lɩ́ fʋ́ atɔ́ á, ha mʋ. Nɩ́ ɔkʋ ɛ́ ɔbɛ́ɛ fʋpáan mʋ tɔkʋ á, mákiná.
MAT.5.43	“Mlɩlónuá bɛblɩ́ bɛɛ, ‘Dwɛ fʋ́ bá, afʋlu fʋ́ olupʋ́.’ 
MAT.5.44+MAT.5.45	Támɛ mɩ́ mʋ́ ndɛ mlɩ bláa mbɛ́ɛ, mlɩdwɛ mlɩ alupʋ́. Mlɩbɔ mpáɩ ha ahá ánɩ́ bʋdɩn mlɩsʋ, mɛ́nɩ mlɔ́bwɛ mlɩ Sɩ́ ámʋ́ʋ́ ɔbʋ ɔsʋ́sʋ́ ámʋ abí. Tsúfɛ́ mʋtɛ́há owí tɛlɩn, ɔtɛhá nyankpʋ ɛ́ itotswie wʋlɩ́ aha wankláán pʋ́ aha laláhɛ fɛ́ɛ́sʋ́. 
MAT.5.46	Nɩ́ fʋ́ adwɛpʋ́ nkʋlɛ fʋtɔdwɛ́ á, ɩpán mɔmʋ fénya? 
MAT.5.47	Nɩ́ fʋ́ anyawíe nkʋlɛ fʋtɔwá ɔnɔ́ á, ntɔ fakʋkʋ bwɛ dʋbɩ? Alɩ kɛ́n ɔmátɔ́fɔ bʋtɔbwɛ́ nɩ́. 
MAT.5.48	Ɩ́nɩ sʋ mlɩfʋn fɛ́ alɩá mlɩ Sɩ́ ámʋ́ʋ́ ɔbʋ ɔsʋ́sʋ́ ámʋ lɔ́fʋn.
MAT.6.1	“Mlɩkɩ wankláán ánɩ́ mlɩmɔ́ɔbwɛ mlɩ yilé ahá ansɩ́tɔ́. Nɩ́ mlɔbwɛ́ mʋ́ alɩ á, mlɩméenya ɩkɔká mlɩ Sɩ́á ɔbʋ ɔsʋ́sʋ́ wá.
MAT.6.2	“Mʋ́ sʋ nɩ́ fɔbwɛ́ yilé há ohiáni á, máda mʋ́ ɔkan fɛ́ alɩá apinabwɛbí abwɛpʋ́ bʋtɔbwɛ́ Yudafɔ 
MAT.6.3	Támɛ nɩ́ fɔbwɛ́ yilé há ohiáni á, máha fʋ́ bɩna ɔbɩ tɔ́á gyɔpɩ labwɛ́. Bwɛ mʋ́ ŋáintɔ, 
MAT.6.4	mɛ́nɩ fʋ́ Sɩ́ oklúntɔ atɔ́ owúnpʋ amʋ ɔbɛ́ka fʋ́ ɩkɔ.
MAT.6.5	“Nɩ́ mlɔ́bɔ mpáɩ á, mlɩmábwɛ fɛ́ apinabwɛbí abwɛpʋ́. Amʋ́ tekle Yudafɔ ofíakpa pʋ́ dɩnsʋ lɩɩ́ bɔ́ mpáɩ, mɛ́nɩ ahá bówun amʋ́. Ɔnɔkwalɩ ndɛ mlɩ bláa mbɛ́ɛ, Bulu laká amʋ́ ɩkɔ dodo. 
MAT.6.6	Támɛ nɩ́ fɔ́bɔ mpáɩ á, bítíwíé fʋ́ obutótɔ́, afʋfin obu wa ɩwɩ, bɔ mpáɩ ha fʋ́ Sɩ́ ŋáintɔ. Fʋ́ Sɩ́ ŋáintɔ atɔ́ owúnpʋ amʋ ɔbɛ́ka fʋ́ ɩkɔ.
MAT.6.7	“Nɩ́ mlɩdɛ́ mpáɩ bɔ á, mlɩmátsiá plá mʋ́tɔ́ há mʋ́ ɩwa swɩ́ fɛ́ ɔmátɔ́fɔ. Bʋtosúsu bɛɛ, nɩ́ bɔbɔ́ mʋ́ ɩwá swɩ́ asa Bulu obónu mʋ́ há amʋ́. 
MAT.6.8	Mlɩmábwɛ fɛ́ amʋ́, tsúfɛ́ mlɩ Sɩ́ Bulu yín tɔ́á ɩdɛ mlɩ hián asa mlɩdɛ́ mʋ kʋlɩ́. 
MAT.6.9	Mʋ́ sʋ mlɩbɔ mpáɩ mlɩaa,
MAT.6.9	‘Anɩ Sɩ́á fʋ́bʋ ɔsʋ́sʋ́.
MAT.6.9	Ahá bʋbúu fʋ́ dá.
MAT.6.10	Ba begyi iwíe.
MAT.6.10	Ahá bʋbwɛ́ɛ fʋ́ apɛ́ ɔsʋlʋ́sʋ, fɛ́ alɩá bʋtɔbwɛ́ mʋ́ ɔsʋ́sʋ́.
MAT.6.11	Ha anɩ atogyihɛá ɩbɔ́fʋn anɩ ndɛ.
MAT.6.12	Si anɩ lakpan kie anɩ,
MAT.6.12	fɛ́ alɩá anɩtesíkíé ahá ánɩ́ bʋtɔpʋ́ ɩlá gyi anɩ.
MAT.6.13	Mákpa anɩ wá ɩsɔ́kɩtɔ, mboún lɛ anɩ tsu Ɔbʋnsám ɩbɩtɔ.’
MAT.6.14	“Tsúfɛ́ nɩ́ mlesí ahá lakpan kíé amʋ́ á, mlɩ Sɩ́ ámʋ́ʋ́ ɔbʋ ɔsʋ́sʋ́ ámʋ ɛ́ obési mlɩ klɛ́ kíé mlɩ. 
MAT.6.15	Támɛ nɩ́ mlɩmésikíé ahá a, mlɩ Sɩ́ ámʋ ɛ́ oméesikíé mlɩ.
MAT.6.16	“Nɩ́ mlɩdɛ́ 
MAT.6.17	Mboún nɩ́ mlɩdɛ́ 
MAT.6.18	mɛ́nɩ ahá bʋmóowun ánɩ́ mlɩdɛ́ ɔnɔ́ klɩ́. Támɛ mlɩ Sɩ́ oklúntɔ atɔ́ owúnpʋ amʋ mʋ́ obówun mlɩ, ká mlɩ ɩkɔ.
MAT.6.19	“Mlɩmákle atɔ́ yáɩ́ ɔsʋlʋ́ʋ anfɩsʋ. Ɔtɩ́nɛ́ ánfɩ atɛ́plɛ bʋtɔwɩ́ atɔ́, ɩkʋ aná tɔwɩ́ nkanʋ yíntá, awikplu ɛ́ bʋtobwíé wíé obuto wí atɔ́ ánfɩ. 
MAT.6.20	Mboún mlɩkle atɔ́ yáɩ́ ɔsʋ́sʋ́. Ɩnʋ mʋ́ á, atɛ́plɛ bʋtamawɩ́ atɔ́, ɩtamawɩ́ nkanʋ, awikplu ɛ́ bʋtamabwíé wíé obuto wí atɔ́. 
MAT.6.21	Tsúfɛ́ ɔtɩ́nɛ́á fʋ́ siadɩɛ bʋ a, ɩnʋ́ fʋ́ agywɩɩn tetsíá.
MAT.6.22	“Ansíbi igyi ɔkandɩ́ɛ há nyankpʋsa-oyí. Nɩ́ fʋ́ ansíbi bʋ alɛ́ á, fʋ́ nyankpʋsa-oyí ámʋ fɛ́ɛ́ bɔ́wankɩ́. 
MAT.6.23	Támɛ nɩ́ fʋ́ ansíbi ma alɛ a, fʋ́ nyankpʋsa-oyí ámʋ fɛ́ɛ́ ɩbʋ oklúntɔ. Nɩ́ ɔkandɩ́ɛ ámʋ́ʋ́ ɩbʋ fʋtɔ ámʋ idun a, mʋ́mʋ́ fawíé oklún kpɔnkpɔɔnkpɔntɩtɔ.
MAT.6.24	“Ɔhaa mɛ́ɛtalɩ́ súm awie anyɔ. Ɔbɔ́dwɛ ɔkʋlɛ, lú ɔkʋlɛ. Ntɛ́ɛ obóbu ɔkʋlɛ, omóobu ɔkʋlɛ. Fʋmɛ́ɛtalɩ́ súm Bulu, súm kɔ́ba.
MAT.6.25	“Mʋ́ sʋ ndɛ mlɩ bláa mbɛ́ɛ, mlɩmáhan ɩwɩ tɔ́á mlégyi, tɔ́á mlónu tsiá nkpa pʋ́ tɔ́á mlɛ́dɩdá sʋ. Mbɛ́ɛ, nkpa medéhián dʋn atogyihɛ? Ntɛ́ɛ ɔyʋlʋ́ʋ medéhián dʋn atɔ dɩdáhɛ́? 
MAT.6.26	Mlɩkɩ mbubwi, bʋtamadú, bʋtamasɩ́ɛ́tɩ́ wá ɩdantɔ, támɛ mlɩ Sɩ́á ɔbʋ ɔsʋ́sʋ́ tɛhá amʋ́ atogyihɛ. Mlɩmá labi dʋn amʋ́? 
MAT.6.27	Mlɩtɔ ma ɔbɛ́talɩ́ han ɩwɩ pʋ́ brɛ́ kpalobí tsɩ́a mʋ nkɛtɔ?
MAT.6.28	“Ntogyi sʋ́ mlɩdɛ́ ɩwɩ háan mlɩ atɔ dɩdáhɛ́ sʋ? Mlɩkɩ alɩá pututɔ-oyí ntswɩ́tswɩ tɛdan. Ɩtamayɔ́ agyʋ́má ntɛ́ɛ lʋ́ atati. 
MAT.6.29	Támɛ ndɛ mlɩ bláa mbɛ́ɛ, Owíe 
MAT.6.30	Nɩ́ Bulu dɛ́ ɩfá ánɩ́ ndɛ ɩlɩɩ́, ɔkɛ ɩlawú, bawá mʋ́ ogyá tati dɩdá á, ntogyi sʋ́ ɔmɛ́ɛtalɩ́ dɩ́dá mlɩ atati dʋn mʋ́? Mlɩ hógyi mɔtsɔ́!
MAT.6.31	“Mʋ́ sʋ mlɩmáhan ɩwɩ fɩ́tɛ́ mlɩaa, ‘Ntɔ abégyi?’ ntɛ́ɛ ‘Ntɔ abónu?’ ntɛ́ɛ ‘Ntɔ abɛ́dɩdá?’ 
MAT.6.32	Ɩ́nɩ aná ɔmátɔ́fɔ bʋtɛsrɩ́ gya nɩ. Mlɩ Sɩ́ ámʋ́ʋ́ ɔbʋ ɔsʋ́sʋ́ ámʋ yin ánɩ́ ɩ́nɩ fɛ́ɛ́ dɛ mlɩ hián. 
MAT.6.33	Ɩtɔ́á mlɩgyánkpa dunka gyí, Bulu iwíegyí pʋ́ mʋ yilébwɛ, fówun Bulu ɔbɔ́pʋ ɩ́nɩ fɛ́ɛ́ tsɩ́a mʋ́tɔ́ há mlɩ. 
MAT.6.34	Mlɩmásusúu ɔkɛ ɩwɩ. Ɔkɛtɔ asʋ́n igyi ɔkɛ klɛ́. Ekekegyíɛkɛtɔ asʋn wunhɛ ɩtsɔ há ɛkɛ ámʋ.
MAT.7.1	“Mlɩmálɛ ahá ɩlá, mɛ́nɩ Bulu ɔmɛ́ɛlɛ mlɩ ɩlá. 
MAT.7.2	Tsúfɛ́ alɩ ámʋ́ʋ́ mlɩdɛ́ ahá ɩlá lɛ ámʋ a, alɩ Bulu ɔbɛ́lɛ mlɩ ɩlá nɩ́. Ɩtɔ́á fɔpʋ́súsu ha fʋ́ bá á, mʋ́ kɛ́n Bulu ɔbɔ́pʋsúsu ha fʋ́ ɛ́ nɩ́. 
MAT.7.3	Ntogyi sʋ́ fʋ́dɛ ipí túkúrííbi wun fʋ́ bá nsíbisʋ, támɛ fʋmɛdɛ́ ogyakpatín ánɩ́ ɩdɩn fʋ́ klɛ́sʋ mʋ́ wun? 
MAT.7.4	Ntɛ́ɛ ntogyi sʋ́ fʋ́dɛ fʋ́ bá bláa fɛɛ, ‘Ha mɩ́ andɩnkɩ ipí fʋ́ nsíbisʋ?’ brɛ́á ogyakpatín dɩn fʋ́ klɛ́sʋ? 
MAT.7.5	Apinabwɛbí ɔbwɛpʋ́! Gyankpa dɩnkɩ ogyakpatín ámʋ fʋ́ nsíbisʋ, mɛ́nɩ fówun atɔ́ wankláán, tálɩ́ dɩ́nkɩ́ ipí ámʋ fʋ́ bá klɛ́sʋ.
MAT.7.6	“Mlɩmápʋ Bulu atɔ wankɩ́hɛ́ há ahá ánɩ́ bʋgyi fɛ́ akɩ́aɩ, Bulu asʋ́n tamawá amʋ́ ogyá. Bénya ɔblɔ́ dámlí dun mlɩ. Alɩ kɛ́n mlɩmápʋ mlɩ abutó wʋlɩhɛ há ahá ánɩ́ bʋgyi fɛ́ mprákuo nɩ́. Tsúfɛ́ bɛ́tsatsáa mʋ́sʋ́, tsɩ́á mʋ́ wá ɔdɩbatɔ.
MAT.7.7	“Mlɩkʋlɩ Bulu, ɔbɛ́ha mlɩ. Mlɩdunka, mlówun. Mlɩda mʋ klʋnsʋ, obéfinkí mʋ́ há mlɩ. 
MAT.7.8	Tsúfɛ́ ɔhá ánɩ́ ɔtɔkʋ́lɩ́ atɔ́ tenyá. Ɔhá ánɩ́ otodúnká atɔ́ towun. Ɔhá ánɩ́ ɔtɛdá klʋnsʋ bʋ́tefínkí há. 
MAT.7.9	Ma bʋ́ʋ mlɩtɔá mʋ bi ɔkʋ́lɩ́ mʋ bodobodo a, obótsu ibwi wá mʋ ɩbɩtɔ? 
MAT.7.10	Ntɛ́ɛ nɩ́ ɔkʋ́lɩ́ mʋ iye a, ɔbɛ́kɩtá ɩwɔ wá mʋ ɩbɩtɔ? 
MAT.7.11	Mlɩ lakpan abwɛpʋ́ kʋ́ráá mlɩyin alɩá bʋtɔpʋ́ atɔ wankláán há mlɩ abí. Ntogyi sʋ́ mlɩ Sɩ́ ámʋ́ʋ́ ɔbʋ ɔsʋ́sʋ́ ámʋ mʋ́ mɔ́ɔpʋ atɔ wankláán há ahá ánɩ́ bʋdɛ mʋ kʋlɩ́.
MAT.7.12	“Bwɛ ha ahá alɩá fʋdeklé fɛɛ bʋbwɛ́ɛ ha fʋ. Ɩ́nɩ Mose Mbla pʋ́ Bulu ɔnɔ́sʋ́ atɔɩ́pʋ́ amʋ atosunáhɛ́ dɛblɩ́ nɩ́.
MAT.7.13+MAT.7.14	“Mlɩtsʋn ɔkpa kplanhɛ amʋsʋ, mlɔ́yɔ nkpa ánɩ́ ɩtamatátɔ́. Ahá kpalobí pɛ́ tɛbɩ́ mʋ́. Támɛ nɩ́ mlɔtsʋn tɛ́ɩ́hɛ́ ámʋ́ʋ́ ɩbʋ atsʋ́nlɛ amʋsʋ á, mlɔ́yɔ ɔhɩkpá. Ahá tsɔtsɔɔtsɔ tɔ́tsʋn mʋ́sʋ́.
MAT.7.15	“Mlɩkɩ wankláán ahá ánɩ́ bʋtɔwá afunu bɛɛ, Bulu ɔnɔ́sʋ́ atɔɩ́pʋ́ bʋgyisʋ. Bʋtepina bwɛ ɩwɩ fɛ́ akúfa ba mlɩ wá, támɛ nkpatakuá bʋbʋ ɩyɩn bʋ́gyi. 
MAT.7.16	Amʋ́ bwɛhɛ́ mlɔ́pʋbɩ́ amʋ́. Bʋtamakpɔ́tɩ́ kankaba okplóto oyísʋ́, bʋtamakpɔ́tɩ́ tsɔkpʋn ɛ́ tʋnkpa ɩflasʋ. 
MAT.7.17	Oyi wankláán toswíé abi wankláán. Oyi laláhɛ ɛ́ toswíé abi laláhɛ. 
MAT.7.18	Oyi wankláán mɛ́ɛtalɩ́ swíé abi laláhɛ. Alɩ kɛ́n oyi laláhɛ ɛ́ mɛ́ɛtalɩ́ swíé abi wankláán nɩ́. 
MAT.7.19	Oyíá ɩtamaswíé abi wankláán á, kún bʋtokun mʋ́ dá, wá mʋ́ ogyá. 
MAT.7.20	Mʋ́ alɩ sʋ á, ɔnɔ́sʋ́ atɔɩ́pʋ́ afunupʋ anfɩ bwɛhɛ́ mlɔ́pʋbɩ́ amʋ́.
MAT.7.21	“Megyí ɔhagyíɔha ánɩ́ ɔtɛtɩ́ mɩ́ ɔbɛ́ɛ, ‘Mɩ́ Wíé, mɩ́ Wíé’ obówie Bulu iwíegyí ámʋtɔ. Mboún ɔhá ánɩ́ ɔtɔbwɛ́ mɩ́ Sɩ́ ámʋ́ʋ́ ɔbʋ ɔsʋ́sʋ́ ámʋ apɛ́ ɔbɔ́yɔ ɩnʋ. 
MAT.7.22	Bulu asʋ́n ogyíkɛ́ amʋ a, ahá tsɔtsɔɔtsɔ bɛ́fɩtɛ́ mɩ́ bɛɛ, ‘Mɩ́ Wíé, megyí fʋ́ dátɔ́ anɩlɛ́blɩ́ Bulu ɔnɔ́ asʋ́n, gya 
MAT.7.23	Ɩnʋ nɛ́lɛ bláa amʋ́ mbɛ́ɛ, ‘Mmeyín mlɩ ɔkpagyíɔkpasʋ. Mlɩnatɩ tɛɩ mɩ́sʋ́, mlɩ lakpan abwɛpʋ́!’
MAT.7.24	“Mʋ́ sʋ ɔhagyíɔha ánɩ́ olonu mɩ́ asʋn blɩ́hɛ́ anfɩ, olegyi mʋ́sʋ́ á, ogyi fɛ́ ɔtɩansɩpʋ ɔkʋá oleyi mʋ obu dɩ́nká bʋtásʋ́. 
MAT.7.25	Nyankpʋ lótswíe, ntsu lɔ́bʋlá wa mʋ́, atsufú lɔtsʋn wʋlɩ́ mʋ́sʋ́, támɛ imobwie. Tsúfɛ́ oleyi mʋ́ dɩ́nká bʋtásʋ́.
MAT.7.26	“Támɛ ɔhagyíɔha ánɩ́ olonu mɩ́ asʋn blɩ́hɛ́ anfɩ, omegyi mʋ́sʋ́ á, ogyi fɛ́ ɔha mimláhɛ ánɩ́ oleyi mʋ obu osublútɔ. 
MAT.7.27	Nyankpʋ lótswíe, ntsu lɔ́bʋlá wá mʋ́, atsufú ɛ́ lɔtsʋn wʋlɩ́ mʋ́sʋ́. Obu ámʋ lobwie, ɩlɛda asɩ gbloo!”
MAT.7.28	Brɛ́á Yesu lɛ́blɩ́ asʋ́n ánfɩ tá á, mʋ atosunáhɛ́ lɛha ɔnɔ́ lobwie ɔdɔm amʋ. 
MAT.7.29	Tsúfɛ́ olosuná amʋ́ atɔ́ túmisʋ. Omosuná mʋ́ fɛ́ Mose 
MAT.8.1	Brɛ́á Yesu lɛ́kplɩ́ tsú ɩbʋ ámʋsʋ á, ɔdɔm kpɔnkpɔɔnkpɔntɩ bobuo mʋ. 
MAT.8.2	Ɩnʋ á, 
MAT.8.3	Mʋ́ʋ́ Yesu lɛ́tɩnkɩ́ ɩbɩ da mʋ, bláa mʋ ɔbɛ́ɛ, “Natsúlá, fʋ́ ɩwɩ ɩplɩ́ɩ!” Ɩnʋnʋ mʋ ɩwɩ lɛ́plɩ. 
MAT.8.4	Mʋ́ʋ́ Yesu lɛ́da mʋ ɔlá ɔbɛ́ɛ, “Mábla ɔhaa asʋ́n ánfɩ. Natɩ laa afʋpʋ fʋ́ ɩwɩ yosuná Bulu igyí ɔhapʋ́, afʋha mʋ ɩwɩgyʋrátɔ amʋ́ʋ́ Mose mbla losuná tsú ɩlɔ pɛpɛtsa ɩwɩ ámʋ. Igyi adánsɩɛ suna ahá ánɩ́ fʋ́ ɩwɩ laplɩ́ɩ.”
MAT.8.5	Yesu lówie Kapernaum wúlutɔ. Romafɔ ɩsá akɔpʋ́ ɔhandɛ ɔkʋ lɛ́ba mʋ wá, bóbwií ɩpa há mʋ ɔbɛ́ɛ, 
MAT.8.6	“Owíé, mɩ́ osúmpʋ́ dɛ́lɔ. Alasin tsukʋlɛ, ɔda wóyítɔ́ ɔdɛ ɩwɩɔsɩn wúun dʋbɩ.”
MAT.8.7	Mʋ́ʋ́ Yesu lɛ́bláa mʋ ɔbɛ́ɛ, “Nɛ́ba bɛtsa mʋ ɩlɔ.”
MAT.8.8+MAT.8.9	Támɛ ɔhandɛ amʋ lɛ́bláa mʋ ɔbɛ́ɛ, “Owíé, mmɔfʋn ánɩ́ fɛ́ba mɩ́ wóyítɔ́. Fʋ́ mʋ́ blɩ asʋankʋ, ɩwɩ bɔ́wa mɩ́ osúmpʋ́ amʋ ɔnlɩn. Tsúfɛ́ mɩ́ ɛ́ mbʋ ahandɛ akʋ asɩ, ɩsá akɔpʋ́ akʋ ɛ́ bʋbʋ mɩ́ asɩ. Nɛlɛ́ ɔnɔ́ mbɛ́ɛ amʋ́tɔ́ ɔkʋ ɔnátɩ á, ɔtɛnátɩ́. Nɩ́ mbɛ́ɛ ɔbá ɛ́ á, ɔtɛba. Tógyítɔ́á nɛbláa mɩ́ osúmpʋ́ mbɛ́ɛ ɔbwɛ́ɛ á, ɔtɔbwɛ́.”
MAT.8.10	Brɛ́á Yesu lónu asʋ́n ánfɩ á, ɔnɔ́ lobwie mʋ, ɔlɛdamlí bláa ahá ámʋ́ʋ́ bʋbuo mʋ amʋ, ɔbɛ́ɛ, “Ɔnɔkwalɩ ndɛ mlɩ bláa, mmɔkʋ́wun ɔhá ánɩ́ ɔbʋ hógyi kpɔnkpɔntɩ ánfɩ odu Israelfɔtɔ kʋ́ráá kɩ!” 
MAT.8.11	Ndɛ mlɩ bláa mbɛ́ɛ, “Ahá tsɔtsɔɔtsɔ bótsu owí ɔdalɩkpa pʋ́ owí ɔkplɩ́wíékpá ba, betsiá atɔ́ ogyíkpá Bulu iwíegyí ámʋtɔ, amʋ́a anɩ anáin 
MAT.8.12	Támɛ bɛ́lɛ Israelfɔ ámʋ́ʋ́ tɛkɩ bʋgyi Bulu iwíegyí ámʋtɔ atsiápʋ́ amʋ lɛ́ ɩnʋ, tswɩ amʋ́ wá oklúntɔ. Ɩnʋ́ isú mʋ́a kpisíi bʋ nɩ.” 
MAT.8.13	Mʋ́ʋ́ ɔlɛlabláa ɩsá akɔpʋ́ ɔhandɛ amʋ ɔbɛ́ɛ, “Natɩ, ɩbá mʋ́tɔ́ ha fʋ fʋ́ hógyi ɔnɔ́.”
MAT.8.13	Alɩ brɛ́ ámʋtɔ pɛ́pɛ́ɛ́pɛ́ osúmpʋ́ amʋ ɩwɩ lɔ́wa mʋ ɔnlɩn.
MAT.8.14	Yesu lɔ́yɔ Petro wóyítɔ́. Ɔlɔyɔ á, owísó lakɩ́tá Petro mʋ sia tsɩ́hɛ́, ɔda. 
MAT.8.15	Mʋ́ʋ́ ɔlɛyɛ́kɩtá ɔtsɩ ámʋ ɩbɩ. Ɩnʋnʋ owísó amʋ lɔ́kʋsʋ́ mʋsʋ, ɔlɔbwɛ Yesu afɔɔ́tɔ.
MAT.8.16	Mʋ́ ntʋ́pwɛsʋ á, bɔpʋ ahá tsɔtsɔɔtsɔá 
MAT.8.17	Ɩ́nɩ lɛ́ha asʋ́n ámʋ́ʋ́ 
MAT.8.18	Yesu lówun ánɩ́ ɔdɔm babomlí mʋ, ɔlɛbláa mʋ 
MAT.8.19	Ɩnʋ Mose mbla osunápʋ́ ɔkʋ lɛ́bá mʋ wá, bɛbláa mʋ ɔbɛ́ɛ, “Osunápʋ́, nóbuo fʋ yɔ́ ɔtɩ́nɛgyíɔtɩ́nɛ́á fɔ́yɔ.”
MAT.8.20	Yesu lɛ́bláa mʋ ɔbɛ́ɛ, “Awɩá bʋbʋ mbɔ́, mbubwi ɛ́ bʋbʋ asia, támɛ mɩ́, Nyankpʋsa-Mʋ-Bi ánfɩ mʋ́ mma ɔtɩ́nɛ́á nɔ́pʋ mɩ́ nwun tswɩ.”
MAT.8.21	Ahá ámʋ́ʋ́ bʋbuo mʋ amʋtɔ ɔkʋ lɛ́bláa mʋ ɔbɛ́ɛ, “Owíé, ha mɩ́ anyopulá mɩ́ sɩ́ asa ambobuo fʋ.”
MAT.8.22	Támɛ Yesu lɛ́bláa mʋ ɔbɛ́ɛ, “Bobuo mɩ, afʋsi awupʋ́ abʋpula amʋ́ afúli.”
MAT.8.23	Yesu lówie ɔklʋntɔ, mʋ akasɩ́pʋ́ amʋ ɛ́ bowie buo mʋ. 
MAT.8.24	Brɛ́á bɔyɔ́ á, afú kpɔnkpɔɔnkpɔntɩ kʋ lɔ́wa tsʋ́ʋn bɩ. Mʋ́ sʋ ntsu dɛda wíé ɔklʋn amʋtɔ, ideklé ɩmɛ, támɛ Yesu mʋ́ da ɔdɛdɩdɩ. 
MAT.8.25	Akasɩ́pʋ́ amʋ betsinkí mʋ, bláa mʋ bɛɛ, “Anɩ Wíe lɛ anɩ. Anɩdɛ́ ntsu wie!”
MAT.8.26	Mʋ́ʋ́ ɔlɛfɩtɛ́ amʋ́ ɔbɛ́ɛ, “Ntogyi sʋ́ mlɩdɛ́ ifú nya alɩ? Mlɩ hógyi mɔtsɔ́!” Ɩnʋ ɔlɔkʋsʋ́ lɛ́ ɔnɔ́ wa afú mʋ́a ntsu ámʋ, ɩnʋ fɛ́ɛ́ lɔlʋá.
MAT.8.27	Ifú lɛhɩɛ kɩ́tá amʋ́, bɛfɩtɛ́ aba bɛɛ, “Nyankpʋsa ɔmɔmʋ nɩ, afú mʋ́a ntsu kʋ́ráá tonú mʋ ɔmɛ alɩ?”
MAT.8.28	Brɛ́á Yesu lówie Galilea ɔpʋ ɔbɩn, Gadarafɔ ɔsʋlʋ́sʋ á, ayin abanyɔ́ akʋá ɔŋɛ laláhɛ bʋ amʋ́tɔ́ bɛdalɩ tsu afúli opulákpá befia mʋ. Amʋ́ ɩyɩn sʋ ɔhaa tamatálɩ́ tsʋn ɔkpa ámʋsʋ. 
MAT.8.29	Ɩnʋnʋ bɔkplʋ́n fɩtɛ́ Yesu bɛɛ, “Bulu mʋ Bi, amansʋ igyi? Fɛbá bɛpɩtɩ́ anɩ atɔ́ asa Bulu ɩsʋbɩtɩ́bɩ ɩfʋn?”
MAT.8.30	Mprákuo tsɔtsɔɔtsɔ akʋ bʋdegyí ɩnʋ fʋ́n. 
MAT.8.31	Mʋ́ sʋ ɔŋɛ laláhɛ amʋ bokokóli Yesu bɛɛ, “Nɩ́ fégya anɩ lɛ́ ahá ánfɩtɔ á, ha ayowie mprákuo ánfɩtɔ.”
MAT.8.32	Yesu lɛ́bláa amʋ́ ɔbɛ́ɛ, “Mlɩyɔ.” Ɩnʋnʋ bɛdalɩ ayin ámʋtɔ yówie mprákuo ámʋtɔ. Amʋ́ fɛ́ɛ́ bɛsrɩ́ kplɩ́ okúku kʋ wíé ɔpʋ amʋtɔ, wúwu.
MAT.8.33	Mprákuo ámʋ akpapʋ́ bɛsrɩ́ yɔ́ wúlutɔ, yɛ́bláa ahá tógyítɔ́á ɩlaba ahá ámʋ́ʋ́ tɛkɩ ɔŋɛ laláhɛ bʋ amʋ́tɔ́ ámʋsʋ. 
MAT.8.34	Mʋ́ sʋ wúlu amʋtɔ ahá fɛ́ɛ́ bɛdalɩ ba Yesu wá. Brɛ́á bowun mʋ a, bokokóli mʋ bɛɛ, ɔdálɩ amʋ́ ɔsʋlʋ́sʋ.
MAT.9.1	Mʋ́ sʋ Yesu léyinkí wíé ɔklʋntɔ, fá ɔpʋ amʋ yɔ́ wúlu amʋ́ʋ́ otsie mʋ́tɔ́ ámʋsʋ
MAT.9.2	Ɩnʋ á, akʋ bɔsʋrá tsukʋlɛ osínpʋ akpasʋ ba mʋ. Brɛ́á Yesu lówun ánɩ́ bahɔ mʋ gyi a, ɔlɛbláa tsukʋlɛ osínpʋ amʋ ɔbɛ́ɛ, “Mɩ́ bí, klʋn ɩdɩ́ fʋ́ asɩ. Nasí fʋ́ lakpan kíé fʋ́.”
MAT.9.3	Ɩnʋ Mose 
