GEN.1.1	A fɔlɔfɔlɛ la, Ala ka saŋɛ nun duge da.
GEN.6.4	Ala la maleka koroŋɛnu keta mɔgɛnu la den musereŋɛnu ma tɛmuɛ min tɔ, wonu ka deŋɛnu sɔtɔ anu ye. Wo deŋɛnu mata mɔgɔ kayanma la duge kunma. Wagati donu tanbireŋɛ kɔma wonu mata mɔgɔ sɛnbɛmanu la, anu tɔgɛ bɔɔta han.
GEN.6.5	Alatala ka a yen, Adamadeŋɛ la ko koron ma bata koloya duge kunma. A ka a yen, tɛmuɛ bɛ fenfen bele Adamadeŋɛ juse tɔ, fɔ mira koroŋɛ. 
GEN.6.6	Alatala nimisata Adamadeŋɛ da koe la duge kunma. Wo ka a juse tɔɔrɔ han. 
GEN.6.7	Alatala ka a hanige, a ko: «N ka mɔgɛ minnu da, n si wonu bɛ halagi le anu ni ban duge kunma. Mɔgɛnu yo, bubufeŋɛnu yo, kolofeŋɛnu yo, kondeŋɛnu minnu be kantɔ yo, a bɛ si halagi, bayi n bata nimisa anu da koe la.» 
GEN.6.8	Kɔnɔ, Nuha kan diyata Alatala ye.
GEN.6.9	Nuha bɔnsɛ la tarigu le ka. Nuha dɔrɔn de mu mɔgɔ telendeŋɛ la Adamadeŋɛnu bɛ tɛma, fenfen bele a la. A be sɔren Ala la kila kɔma. 
GEN.6.10	A ka den kayiren saba sɔtɔ: Sɛmi, Hima, anun Jafasa. 
GEN.6.11	Wo tɛmuɛ, ko koroŋɛ be mala dula bɛ tɔ Ala ɲa kɔtɔ duge kunma. Mɔgɛnu bata kanbɛlɛya ɲɔgɔn ma dula bɛ tɔ. 
GEN.6.12	Ala ka a yen duge bata tiɲa ko koroŋɛ la, bayi mɔgɛ bɛ la wale bata tabɛn ko koron ma le ma, han anu ka a dan natanbi.
GEN.6.13	Wo butɔ, Ala ka a fɔ Nuha ye, a ko:
GEN.6.13	«N bata a hanige Adamadeŋɛ bɛ ni halagi n bolo,
GEN.6.13	bayi kanbɛlɛya bata to anu bolo
GEN.6.13	han ka duge lafa ko koroŋɛ la.
GEN.6.13	N be diren anu bɛ tiɲala dunuya.
GEN.6.14	Awa, taga lɔgɔ ɲinma fɛlɛ i ni kulun banba banban i fan ye. I ni konkenu to a butɔ. I ni a butɔ nun a kɔma furugu dolo je la. 
GEN.6.15	A ɲiɲa ɲa le ka: i ni a la kayanya ma nɔngɔn ɲa kɛmɛ saba la, i ni a la yajɛ ma nɔngɔn ɲa bi loolu la, i ni a la toe ma nɔngɔn ɲa bisaba la. 
GEN.6.16	I ni a kunma mabutin alako nɔngɔn ɲa dɔndɔ ni to a nun kuluŋɛ tɛma. I ni bonda to a sɔngɔ dɔndɔ la. I ni bɛntɛ saba sa a butɔ, do ni to kɔtɔ, do ni to tɛma, do ni to kunma.
GEN.6.17	Wo kɔma, n si naa banbaraŋɛ latugu dunuya la. Min bɛ be fofila duge kunma, a bɛ si halagi, nilama min bɛ be saŋɛ kɔtɔ a bɛ si faga. 
GEN.6.18	Kɔnɔ n bata lahire jigan ile ye n ni i lakisi. I nun i la muse nun i la den kayireŋɛnu si don kɛ kulun banba butɔ anun anu la musenu. 
GEN.6.19	I ni nilama mɔla bɛ fila fila ladon i fɛ kulun banba butɔ, kayi nun musu. Wolo mu wonu si kisi i fɛ. 
GEN.6.20	Kondeŋɛnu yo, burun butɔ subenu yo, bubufeŋɛnu yo, a bɛ fila fila si na i ma, kayi nun musu, anu ni kisi i fɛ. 
GEN.6.21	I ni dɔmɛ mɔla bɛ jigan i ni a doni i fɛ kulun banba butɔ; wo ni ma i tɛn balue la, anun anu tɛŋɛ.»
GEN.6.22	Awa, Nuha ka a ma ɲɔgɔnna le. A ka a bɛ ma, iko Ala ka a yamɔri ki min na.
GEN.7.1	Wo kɔma, Alatala ka a fɔ Nuha ye a ko: «I ni don kulun banba butɔ i nun i la denbaya, bayi n bata a yen Adamadeŋɛnu bɛ tɛma i dɔrɔn de be telenden n ɲɛ. 
GEN.7.2	I ni subu ladagɛreŋɛ mɔla bɛ jigan i fɛ, a kaye wɔrɔwila anun a muse wɔrɔwila. I ni subu latɔndeŋɛ mɔla bɛ tugun jigan, a kaye dɔndɔ anun a muse dɔndɔ. 
GEN.7.3	I ni kondeŋɛ mɔla bɛ tugun jigan, a kaye wɔrɔwila anun a muse wɔrɔwila, alako anu bɔnsɛ kana mule duge kunma. 
GEN.7.4	A bata to tele wɔrɔwila; ka wo kamalita, n si sange nati duge kunma. Tele binaani sue nun tele, wo bɛ sange be nala. Wo butɔ, n ka feŋɛnu minnu da n si a bɛ halagi anu ni ban duge kunma.»
GEN.7.5	Alatala ka yamɔre min bɛ fɔ Nuha ye, a ka a bɛ ma ɲɔgɔnna le.
GEN.7.6	Awa, kɛ banbaraŋɛ be nala duge kunma tɛmuɛ min tɔ, wo ka a taran Nuha la simaya be san kɛmɛ wɔɔrɔ.
GEN.7.7	Nuha nun a la muse, anun a la den kayireŋɛnu, anun wonu la musenu, anu bɛ donta kulun banba butɔ alako anu ni kisi banbaraŋɛ ma. 
GEN.7.8	Wo lun, subu ladagɛreŋɛnu anun subu latɔndeŋɛnu, anun kondeŋɛnu, anun bubufeŋɛnu, 
GEN.7.9	anu bɛ fila fila nata Nuha ma, kayi nun musu. Anu bɛ donta kulun banba butɔ, iko Ala ka Nuha yamɔri ki min na. 
GEN.7.10	Tele wɔrɔwila la kamalireŋɛ, banbaraŋɛ nata duge kunma.
GEN.7.11	Nuha la sɔtɛ san kɛmɛ wɔɔrɔ kari fila tele tan nun wɔrɔwilaɲɔgɛ, wo luŋɛ ji bata min be duge kɔtɔ, wo da lakata, je bɔnta duge kunma. Sankole tɔ ji bata wo tugun da lakata. 
GEN.7.12	Sange nata duge kunma. A ka tele binaani sue nun tele na ma le, wo bɛ a ma kaa. 
GEN.7.13	Sange nata lun min, wo lun dɔndɛ le Nuha nun a la den kayireŋɛnu donta kulun banba butɔ. A la den kayireŋɛnu tɔgɔ Sɛmi, Hima, anun Jafasa. Nuha nun a la muse, anun a la den kayireŋɛnu, anun wonu la musenu, anu bɛ donta. 
GEN.7.14	Anu nun nilama bɔnsɛ mɔla bɛ donta kulun banba butɔ. Burun butɔ subenu yo, kolofeŋɛnu yo, bubufeŋɛnu yo, kondeŋɛnu yo, nilamanu yo, anu bɛ bɔnsɛ mɔla nata don Nuha kunma kulun banba butɔ. 
GEN.7.15	Fenfen ka a be fofila, a bɛ fila fila nata Nuha ma, anu donta kulun banba butɔ. 
GEN.7.16	Ala ka a fɔ Nuha ye ki min na, a mata ɲɔgɔnna le. Subenu mɔla bɛ fila fila donta, kayi nun musu. Anu bɛ la dondeŋɛ, Alatala ka kulun banba bonda tagun Nuha kunma.
GEN.7.17	Banbaraŋɛ ka tele binaani ma duge kunma wo bɛ a be nala. Je siyata han a ka kulun banba tajigan duge tɔ a ka a lahunbɛ je kunma. 
GEN.7.18	Je yɛlɛta a siyata han. Kulun banba hunbɛta je kunma, a tota yilɛla. 
GEN.7.19	Je tota yɛlɛla ɲɔgɔnna le han a ka kɔnkɔ toireŋɛnu bɛ mabutin dunuya. 
GEN.7.20	Je yɛlɛta a tanbita kɔnkɛnu kunma han nɔngɔn ɲa tan nun loolu, a ka kɔnkɛnu lamuttɛ. 
GEN.7.21	Nɛ be minnu bɛ tɔ, wo bɛ fagata. Kondeŋɛnu yo, kolofeŋɛ yo, burun butɔ subenu yo, bubufeŋɛnu yo, anu bɛ fagata anun mɔgɛnu bɛ.
GEN.7.22	Fenfen be duge kunma, ka a be fofila le, a bɛ fagata. 
GEN.7.23	Nilama min bɛ be duge kunma Ala ka a bɛ halagi. Mɔgɛnu yo, subenu yo, bubufeŋɛnu yo, kondeŋɛnu yo, anu bɛ fagata, anu banta duge kunma. Fɔ Nuha dɔrɔn de tota anun minnu be a kɛnna kulun banba butɔ. 
GEN.7.24	Je yɛlɛta le, a ka tele kɛmɛ anun tele bi loolu ma duge kunma.
GEN.8.1	Wo kɔma, Ala hinnɛta Nuha la, anun burun butɔ subenu, anun kolofeŋɛnu minnu be a bolo kulun banba butɔ. Ala ka fɔɲɛ labɔɔ je kunma, je fɔlɔta majigila. 
GEN.8.2	Duge tɔ ji bata bonda da tagunta, anun sankole tɔ ji bata bonda. Sangi je kaata. 
GEN.8.3	Je tota majigila duge kunma donden donden. Tele kɛmɛ tele bi loolu latanbireŋɛ, je fɔlɔta madɔgɔyala. 
GEN.8.4	Wo butɔ, a kari wɔrɔwila tele tan nun wɔrɔwila luŋɛ, kulun banba nata sigi Arara duge tɔ, kɔnkɛ do kunma. 
GEN.8.5	Je tota madɔgɔyala han a keta saŋɛ kari tanɲɔgɛ ma. Wo kare tele fɔlɛ, kɔnkɛnu kuŋɛnu bɔɔta.
GEN.8.6	Tele binaani la tanbireŋɛ, Nuha ka wundare min ɲiɲa kulun banba sɔngɔ, a ka a laka. 
GEN.8.7	A ka kaaka do boloka. Wo bɔɔta a tota tagala a ni saagi han je ni bala duge kunma. 
GEN.8.8	Nuha mɛn ka gabue boloka, a ni a fɛlɛ ka je bata fɔlɔ majigila duge kunma. 
GEN.8.9	Gabue bɔɔta, kɔnɔ a ma sigidula sɔtɔ. A saagita Nuha ma kulun banba butɔ, bayi je be duge bɛ kunma betunna. Nuha ka a bole labɔɔ a ka gabue bita a ka a ladon kulun banba butɔ. 
GEN.8.10	Nuha ka a to han tele wɔrɔwila tanbita. A mɛn ka gabue boloka, a bɔɔta kulun banba butɔ. 
GEN.8.11	Wura la, gabue mɛn tasagita Nuha ma, oliwiye yanba kutaŋɛ be a da la. Nuha ka a lɔn wolo la je bata fɔlɔ majigila duge kunma. 
GEN.8.12	A ka a to han tele wɔrɔwila mɛn ta tanbita, a mɛn ka gabue boloka. Gabue tagata kɔnɔ a ma tasagi Nuha ma bitugun.
GEN.8.13	Nuha la sɔtɛ to keta san kɛmɛ wɔɔrɔ nun san dɔndɔ, kari dɔndɔ tele dɔndɔ la, je balata duge kunma. Nuha to ka kuluŋɛ kunma laka, a ka kɛnɛ yen, duge kunma bɛ be balaren. 
GEN.8.14	Kari fila tele mugan nun wɔrɔwila to tanbita, duge balata ken.
GEN.8.15	Wo butɔ, Ala ka a fɔ Nuha ye: 
GEN.8.16	«Wo bɔɔ kulun banba butɔ, ile nun i la muse, anun i la den kayireŋɛnu, anun i la den kayireŋɛnu la musenu. 
GEN.8.17	I ni nilama bɔnsɛ bɛ labɔɔ minnu be i bolo, kondeŋɛnu yo, subenu yo, bubufeŋɛnu yo, alako anu ni jiidi, anu ni siya, anu ni duge lafa.» 
GEN.8.18	Wo butɔ, Nuha bɔɔta kulun banba butɔ anun a la den kayireŋɛnu, anun a la muse, anun a la den kayireŋɛnu la musenu. 
GEN.8.19	Nilama bɛ bɔɔta. Subenu yo, bubufeŋɛnu yo, kondeŋɛnu yo, bɛ bɔɔta kulun banba butɔ anun a bɔnsɛ la.
GEN.8.20	Wo kɔma, Nuha ka sarika bintandula ɲiɲa, a ka Alatala batu. A ka subu ladagɛreŋɛ mɔla bɛ jigan dɔndɔ dɔndɔ anun konden ladagɛreŋɛ, a ka a bɔɔ sarika bintannɛŋɛ la.
GEN.8.21	Wo sarika kuɲɛ diyata Alatala ye. A ka a hanige, a ko: «N te duge barikɛ bɔɔ bitugun Adamadeŋɛ la ko la. Tɔɲa le, n ka a lɔn ka bɔɔ anu denden tɛmuɛ, anu la mira be tabɛnden ko koron ma le ma. Kɔnɔ n te sɔn nilamanu bɛ halagila bitugun iko n bɔɔren a mala ki min na.
GEN.8.22	Fanni dunuya be mɛla,
GEN.8.22	sugenu ki tɛmuɛ,
GEN.8.22	anun a tɛgɛ tɛmuɛ,
GEN.8.22	kima anun wuyeŋɛ,
GEN.8.22	telema anun sama,
GEN.8.22	tele anun sue,
GEN.8.22	n te wo bɔɔ a tɔ bitugun
GEN.8.22	han dunuya ni ban.»
GEN.9.1	Ala ka barikɛ sa Nuha nun a la den kayireŋɛnu la ko tɔ, a ko anu ma: «Wo ni jiidi wo ni siya duge dula bɛ tɔ han wo ni duge lafa. 
GEN.9.2	Nilamanu bɛ si kilan wo la han a ni tanbi a tɔ. Subenu yo, kondeŋɛnu yo, bubufeŋɛnu yo, yɛgɛnu minnu be je tɔ yo, a bɛ si kilan wo la. N si wo la nɔɛ to a bɛ kunma. 
GEN.9.3	Nilama bɛ, minnu be fofila, anu bata ma balue la wo ye. A fɔlɛ la, n ka kifeŋɛ tun de dii wo ma, kɔnɔ kɔtɛ, n bata subenu tugun sa a kunma. 
GEN.9.4	Kɔnɔ wo kana sube nun a base dɔmɔ de! bayi a nɛ be a base le tɔ. 
GEN.9.5	Ka sube do ka base labɔɔ mɔgɛ ma, a ka a faga, n si wo sube tugun faga. Ka mɔgɛ tugun ka base labɔɔ a mɔgɔɲɔgɛ ma, han a ka a faga, nde tugun be yɔgɛ lasagila a ma faga le la.
GEN.9.6	Mɔgɔ yo ka base labɔɔ a mɔgɔɲɔgɛ ma, a ka a faga,
GEN.9.6	ale tugun base be bɔɔla mɔgɛ le bolo a ni a faga;
GEN.9.6	bayi Ala ka mɔgɛ da a yɛtɛ misale le la. 
GEN.9.7	Awa, wo ni jiidi wo ni siya duge kunma wo ni yiriwa han wo ni duge lafa.»
GEN.9.8	Ala ka a fɔ Nuha nun a la den kayireŋɛnu ye, a ko: 
GEN.9.9	«Kɔtɛ, n bata lahire to nde nun wole tɛma anun wo bɔnsɛnu, 
GEN.9.10	anun nilama min bɛ be wo kunma, kondeŋɛnu yo, kolofeŋɛnu yo, burun butɔ subenu yo, feŋɛ min bɛ bɔɔta wo fɛ kulun banba butɔ. 
GEN.9.11	N bata lahire jigan wo bɛ ye: banbaraŋɛ te nilama bɛ halagi bitugun. Banbaraŋɛ te dunuya bɛ tiɲa bitugun.» 
GEN.9.12	Ala mɛn ka a fɔ, a ko: «N be lahire min jiganna nde nun wole tɛma, anun wo bɔnsɛnu, anun nilama bɛ, han dunuya ni ban, a manditɛ le mu ka: 
GEN.9.13	n bata sengoe labɔɔ saŋɛ tɔ luuture ma. Wo sengoe le mu lahire manditɛ la, lahire min be tola nde nun dunuya tɛma. 
GEN.9.14	Ka n ka luuture labɔɔ saŋɛ ma tuma yo tuma, wo sengoe si bɔɔ le a ni sa luuture ma, 
GEN.9.15	wo tɛmuɛ, n si lahire la ko talɔn de, n ka lahire min to nde nun wole tɛma, anun nilama bɛ, ka a fɔla, n te banbaraŋɛ latuntun bitugun dunuya, min si nɛ bɛ bɔɔ. 
GEN.9.16	Sengoe tini bɔɔ luuture ma, n ka a yen, n si lahire banbale la ko talɔn de, n ka min to nde Ala nun duge tɔ nilama bɛ tɛma.» 
GEN.9.17	Ala ka a fɔ Nuha ye, a ko: «N ka lahire min to nde nun wo tɛma anun duge tɔ nilamanu bɛ, awa a manditɛ le wo la.»
GEN.9.18	Awa, Nuha la den kayireŋɛnu minnu bɔɔta kulun banba butɔ, anu tɔgɔ Sɛmi, Hima, anun Jafasa. Hima ka deŋɛ sɔtɔ, a tɔgɔ Kanan. 
GEN.9.19	Nuha la den kayiren saba le mu wonu la. Anu bɔnsɛ le be mafatanden duge bɛ kunma.
GEN.9.20	Nuha mata sɛnɛ sala le la. Ale le fɔlɔ ka rɛsɛn lɔgɛ ki. 
GEN.9.21	Lun do, Nuha ka beere je do min a ka a siisi. A sata a la tanta butɔ a bali makoloŋɛ la. 
GEN.9.22	Kanan baaba Hima ka a baaba Nuha bali makoloŋɛ yen. A tagata wo fɔ bara tɔ a kɔtɔ mɔgɔ fila ye. 
GEN.9.23	Wo kɔma, Sɛmi nun Jafasa ka doroki banba jigan anu ka a bakku anu gabakunkuŋɛ ma anu tagata anu kɔma kɔma la, anu donta anu baaba la tanta butɔ, anu ka anu baaba bale sutura. Anu ma sɔn anu baaba fɛlɛla, alako anu kana a bali makoloŋɛ yen. 
GEN.9.24	Beere to ka Nuha boloka, a la den dɔgɔmaŋɛ Hima ka min ma a la, a ka a lɔn sɔtɔ a ma. 
GEN.9.25	Nuha ko:
GEN.9.25	«N bata Hima la den kayireŋɛ Kanan danka.
GEN.9.25	A ni ma a kɔtɔnu la jon lanma la.» 
GEN.9.26	A mɛn dubata, a ko:
GEN.9.26	«N ni Alatala tantu, Sɛmi be sɔren Ala min kɔma,
GEN.9.26	Kanan ni ma Sɛmi la joŋɛ la.
GEN.9.27	Ala mu Jafasa la ko yiriwala.
GEN.9.27	Jafasa bɔnsɛ ni sabati Sɛmi la tanta kɔtɔ.
GEN.9.27	Kanan mɛn ni ma a la joŋɛ la.»
GEN.9.28	Banbaraŋɛ ban kɔma, Nuha mɛn ka san kɛmɛ saba san bi loolu ma. 
GEN.9.29	Nuha la simaya bɛ labɛndeŋɛ tabɛnta san kɛmɛ kɔnɔntɔ san bi loolu le ma. Wo kɔma a fagata.
GEN.10.1	Banbaraŋɛ la tanbireŋɛ kɔma, Nuha la den kayireŋɛnu Sɛmi, Hima anun Jafasa ka den kayireŋɛnu sɔtɔ. Anu bɔnsɛ la tarigu le ka.
GEN.10.2	Jafasa la den kayireŋɛ le Gomeri la, anun Magogi, Madayi, anun Yaban, anun Tubali, anun Meseki, anun Tirasi. 
GEN.10.3	Gomeri la den kayireŋɛ le Asikanasi la anun Rifati, anun Togarima. 
GEN.10.4	Yaban na den kayireŋɛ le Elisa la anun Tarisi, anun Kitimu, anun Dodanimu. 
GEN.10.5	Yaban na mɔgɛnu mafatanta anu tagata sigi surenu tɔ ba dala, bɛ nun a la duge, bɛ nun a la kuma, bɛ nun a kabila, bɛ nun a la jamanɛ.
GEN.10.6	Awa, Hima tugun na den kayireŋɛ le Kusi la, anun Misirayimu anun Pitu, anun Kanan. 
GEN.10.7	Kusi la den kayireŋɛ le Seba la, anun Hawila, anun Sibati, anun Rayima, anun Sabatika. Rayima la den kayireŋɛ le Saba la anun Dedan. 
GEN.10.8	Kusi la den kayireŋɛ do le Namurudu la. Ale le fɔlɔ mata mansa sɛnbɛma la duge kunma. 
GEN.10.9	A mata waaɲɛ mala fatima la Alatala ɲala. Wo butɔ, a be fɔla mɔgɛ donu ma ko: «Sɛndɛ karisa bata ma Namurudu siila la bayi a bata ma waaɲɛ mala fatima la Alatala ɲala.» 
GEN.10.10	Namurudu ka mansaya fɔlɛ ma Babɛli saa tɔ le anun Erɛki saa tɔ anun Akadi saa tɔ anun Kaline saa tɔ. Wonu bɛ be Sineyari duge tɔ le. 
GEN.10.11	A bɔɔta wo duge tɔ a tagata Asuri duge tugun tɔ. A ka Niniwu saa labɔɔ, anun Rehoboti saa anun Kalasi saa, 
GEN.10.12	anun Resɛni saa. Resɛni wo saa be Niniwu nun Kalasi le tɛma. Saa belebele le Kalasi la. 
GEN.10.13	Misirayimu le mata Ludi kaanu baaba la, anun Anamu kaanu, anun Leyabi kaanu, anun Nafuti kaanu, 
GEN.10.14	anun Patirisi kaanu, anun Kasilubi kaanu, anun Kafitori kaanu. Filisiti kaanu bɔɔta Kasilubi kaanu le tɔ.
GEN.10.15	Kanan na den kayiren fɔlɛ mata Sidɔn de la, a ka Hɛti tugun sɔtɔ. 
GEN.10.16	Jebusi kaanu tugun bɔɔta Kanan de tɔ, anun Amɔri kaanu, anun Girigasi kaanu, 
GEN.10.17	anun Hiwi kaanu, anun Araki kaanu, anun Sini kaanu, 
GEN.10.18	anun Arawadi kaanu, anun Semari kaanu, anun Hamati kaanu. Wo kɔma, Kanan bɔnsɛnu mafatanta. 
GEN.10.19	Anu la duge fɔlɔta Sidɔn a tagata Gerari mafanna han a keta Gasa. A be tagaren Sodɔmu tugun mafanna anun Gomori, anun Adima, anun Seboyimu, han a keta Lesa. 
GEN.10.20	Hima bɔnsɛ le wo la, bɛ nun a kabila, bɛ nun a la kuma, bɛ nun a la duge, bɛ nun a la jamanɛ.
GEN.10.21	Awa, Jafasa kɔtɔ kayima Sɛmi tugun ka den kayireŋɛnu sɔtɔ. Wo Sɛmi mata Hebɛri kaanu bɛ benba le la. 
GEN.10.22	Sɛmi la den kayireŋɛ le Elamu la, anun Asuri, anun Aripasadi, anun Ludi, anun Arami. 
GEN.10.23	Arami la den kayireŋɛ le Usi la, anun Huli, anun Getari, anun Masi. 
GEN.10.24	Aripasadi ka Selasi sɔtɔ. Selasi ka Hebɛri sɔtɔ. 
GEN.10.25	Hebɛri ka den kayiren fila sɔtɔ. Dɔndɛ tɔgɔ Pelegi bayi duge fatanta a jamanɛ le. A dɔgɔ kayima tɔgɔ Jokitan. 
GEN.10.26	Jokitan ka Alimodadi sɔtɔ, anun Selefu, anun Hasarimaweti, anun Jeraki, 
GEN.10.27	anun Hadoramu, anun Usali, anun Dikala, 
GEN.10.28	anun Obali, anun Abimayɛli, anun Saba, 
GEN.10.29	anun Ofiri, anun Hawila, anun Yobabu. Awa, wonu bɛ mu Jokitan na den kayireŋɛnu le la. 
GEN.10.30	Anu la duge fɔlɔta Mesa le, han a ni ke Sefari saa banba tɔ, ka min be kɔnkɛnu tele yɛlɛ mafanna. 
GEN.10.31	Wonu bɛ mu Sɛmi la deŋɛnu le la, bɛ nun a kabila, bɛ nun a la kuma, bɛ nun a la duge, bɛ nun a la jamanɛ.
GEN.10.32	Nuha la deŋɛnu bɔnsɛnu le wonu la, bɛ nun a kabila, bɛ nun a la jamanɛ. Seenu minnu mafatanta duge kunma dula bɛ tɔ banbaraŋɛ tanbi kɔma, wonu bɛ bɔɔren Nuha la den kayireŋɛnu le tɔ.
GEN.11.1	Wo tɛmuɛ, dunuya mɔgɛnu bɛ be kuma dɔndɔ le fɔla nun, anu bɛ ni ɲɔgɔn fahamu. 
GEN.11.2	Mɔgɛnu donu to bɔɔta anu tagata tele yɛlɛ mafanna, anu ka kɛnɛ banba yen Sineyari duge tɔ, anu sabatita ɲɔ. 
GEN.11.3	Lun do, anu ka a fɔ ɲɔgɔn ye, anu ko: «Bɛ ka na wo mɔ ni birike botege mɔ ni a bintan.» Wo tɛmuɛ, anu be boŋɛ sɔla birike nun dolo je le la, anu bele a sɔla kure nun mɔɔta la. 
GEN.11.4	Anu ko: «Wo mɔ taga saa labɔɔ wo mɔ fan ye, mɔ ni bon toireŋɛ sɔ min kuŋɛ si yɛlɛ han saŋɛ tɔ, alako mɔ ni tɔgɔ sɔtɔ. Mɔ kana ma mɔgɔ mafatandeŋɛ la ka tanbi sigila duge bɛ kunma.» 
GEN.11.5	Alatala jigita a nata saa nun bon toireŋɛ fɛlɛ, Adamadeŋɛnu be min sɔla. 
GEN.11.6	A ko a fan ma: «Anu bata ma jama dɔndɔ la, a bɛ be kuma dɔndɔ fɔla. Wo butɔ, anu bata kɛ wale fɔlɔ. Ka n ma anu ladan wo ma, ka anu ka min nata, fenfen te anu kori wo mala. 
GEN.11.7	Mɔ ni jigi mɔ ni anu la kuma mabasan alako anu kana ɲɔgɔn na kuma fahamu bitugun.» 
GEN.11.8	Alatala ka anu mafatan ka bɔɔ wo dula tɔ a ka anu mafatan duge bɛ kunma. Wolo ka a ma, anu la bon sɔ koe danta. 
GEN.11.9	Wolo mu wo dula tɔgɔ sata Babɛli, bayi Alatala ka dunuya mɔgɛnu bɛ la kuma mabasan ɲɔ le, a ka anu mafatan duge bɛ kunma.
GEN.11.10	Awa, Sɛmi bɔnsɛ le kɛ la.
GEN.11.10	Banbaraŋɛ tanbi kɔma, Sɛmi la sɔtɛ ka san kɛmɛ bɔɔ tɛmuɛ min tɔ, a ka Arafasadi sɔtɔ. 
GEN.11.11	Arafasadi sɔtɔreŋɛ kɔma, Sɛmi ka san kɛmɛ loolu ma, a ka den kayireŋɛnu anun den musereŋɛnu sɔtɔ.
GEN.11.12	Arafasadi la sɔtɛ ka san bisaba nun loolu bɔɔ tɛmuɛ min tɔ, a ka Selasi sɔtɔ. 
GEN.11.13	Selasi la sɔtɔreŋɛ kɔma, Arafasadi ka san kɛmɛ naani anun san saba ma, wo ka a taran a ka den kayireŋɛnu anun den musereŋɛnu sɔtɔ.
GEN.11.14	Selasi la sɔtɛ ka san bisaba bɔɔ tɛmuɛ min tɔ, a ka Hebɛri sɔtɔ. 
GEN.11.15	Hebɛri la sɔtɔreŋɛ kɔma, Selasi ka san kɛmɛ naani anun san saba ma, wo ka a taran a ka den kayireŋɛnu anun den musereŋɛnu sɔtɔ.
GEN.11.16	Hebɛri la sɔtɛ ka san bisaba nun naani bɔɔ tɛmuɛ min tɔ, a ka Pelegi sɔtɔ. 
GEN.11.17	Pelegi la sɔtɔreŋɛ kɔma, Hebɛri ka san kɛmɛ naani anun san bisaba ma, wo ka a taran a ka den kayireŋɛnu anun den musereŋɛnu sɔtɔ.
GEN.11.18	Pelegi la sɔtɛ ka san bisaba bɔɔ tɛmuɛ min tɔ, a ka Reyu sɔtɔ. 
GEN.11.19	Reyu la sɔtɔreŋɛ kɔma, Pelegi ka san kɛmɛ fila anun kɔnɔntɔ ma, wo ka a taran a ka den kayireŋɛnu anun den musereŋɛnu sɔtɔ.
GEN.11.20	Reyu la sɔtɛ ka san bisaba nun fila bɔɔ tɛmuɛ min tɔ, a ka Seruki sɔtɔ. 
GEN.11.21	Seruki la sɔtɔreŋɛ kɔma, Reyu ka san kɛmɛ fila san wɔrɔwila ma, wo ka a taran a ka den kayireŋɛnu anun den musereŋɛnu sɔtɔ.
GEN.11.22	Seruki la sɔtɛ ka san bisaba bɔɔ tɛmuɛ min tɔ, a ka Nakɔri sɔtɔ. 
GEN.11.23	Nakɔri la sɔtɔreŋɛ kɔma, Seruki ka san kɛmɛ fila ma, wo ka a taran a ka den kayireŋɛnu anun den musereŋɛnu sɔtɔ.
GEN.11.24	Nakɔri la sɔtɛ ka san mugan nun kɔnɔntɔ bɔɔ tɛmuɛ min tɔ, a ka Tera sɔtɔ. 
GEN.11.25	Tera la sɔtɔreŋɛ kɔma, Nakɔri ka san kɛmɛ san tan nun kɔnɔntɔ ma, wo ka a taran a ka den kayireŋɛnu anun den musereŋɛnu sɔtɔ.
GEN.11.26	Tera la sɔtɛ ka san bi wɔrɔwila bɔɔ tɛmuɛ min tɔ, a ka Iburama sɔtɔ, anun Nakɔri, anun Haran.
GEN.11.27	Tera bɔnsɛ le mu kɛ la: Tera ka Iburama sɔtɔ, anun Nakɔri, anun Haran. Haran ka Luti sɔtɔ. 
GEN.11.28	Haran fagata, a ka a baaba Tera balureŋɛ to. A fagata Kalide duge tɔ, Uri saa tɔ, a sɔtɔta ka min na. 
GEN.11.29	Iburama nun Nakɔri ka muse futu. Iburama la muse tɔgɔ Sarayi. Nakɔri ka Haran na den musereŋɛ do futu, min tɔgɔ Milika. Haran na den musereŋɛ do tugun tɔgɔ Isika. 
GEN.11.30	Sarayi mu den sɔtɔbale le la nun: den bele a bolo nun.
GEN.11.31	Awa, Tera ka a la den kayireŋɛ Iburama jigan anun a bitan muse Sarayi, Iburama la muse, anun a mamaren Luti, min mu Haran na deŋɛ la. Anu bɛ bɔɔta Uri saa tɔ, Kalide duge tɔ, taga koe la Kanana duge tɔ. Kɔnɔ anu la kereŋɛ Harani saa tɔ, anu sabatita ɲɔ. 
GEN.11.32	Tera la simaya bɛ labɛndeŋɛ mata san kɛmɛ fila anun san loolu le la. Wo kɔma a fagata Harani.
GEN.12.1	Lun do, Alatala kumata Iburama ye, a ko: «Iburama, bɔɔ i la jamanɛ tɔ, bɔɔ i baaba dɔndɛnu tɛma, bɔɔ i baaba la fɔgɛ tɔ. N be duge min yitala i la, i ni taga ɲɔ.
GEN.12.2	N si i ma jama banba tige la.
GEN.12.2	N si barikɛ sa i la ko tɔ,
GEN.12.2	n si i tɔgɛ lakoloya.
GEN.12.2	Mɔgɛnu si hɛra sɔtɔ i fɛ.
GEN.12.3	Mɔgɔ yo mɔgɔ be dubala i ye, n si barikɛ sa le wo tigi la ko tɔ;
