MAT.1.1	Yesu Kristo gɔ nɖe Igara David ɔwa tɛtɛ, fiɛ David ɔ̃ wũ ɔɖe Abraham ɔwa ɔɣekparɛ i ngbe ne.
MAT.5.32	Ɣɛɛ nto loɣere mi sɔ, ɔrɛrɛ̃ ɔrere gɔ loasɛ̃ ɔ̃ ɔre fiɛ iiɖe kama i ɔrɔ̃go ɔfe wũ ne, ɔtã ɔrɔ̃go ɔbara asɔrɔ̃ iɖe ikpi si ɔyiri ɔrɛrɛ̃ mama, fiɛ ngɔ loayiri ɔrɔ̃go gɔ masɛ̃ mmɔ ana ɔbara asɔrɔ̃ iɖe ikpi.
MAT.5.33	“Ɔwiɔ ne minɔ masɛ maɣɛ ana sɔ, ‘Daatu ndamu, Ɣɛɛ bara i nnɛ aɣɛ sɔ aabara atã Ɣaa iso.’ 
MAT.5.34	Ɣɛɛ mme nto loɣere mi kiniɔ sɔ daatarĩgu kuira ɖuɖuuɖu si ato akã ndamu. Daatarĩgu kato ala mmɔ nɖe Ɣaa sigaraiyara ne. 
MAT.5.35	Daatarĩgu karɔ̃ ala mmɔ nɖe Ɣaa ngba kasiakɔ̃ ne. Daatarĩgu Yerusalem ana ala Magara ɔɖuɖu Igara Ɔmagɛ̃ ɔɖe. 
MAT.5.36	Daatarĩgu fɔ iti ala aibawo fɔ ɔwɛrɛ̃ ɔwɛ̃ ɔbara kpinakpina ɣee futututu. 
MAT.5.37	Si nnɛ mato maɣɛ pia i ne ame ne, tɔrã kere sɔ aĩ, fiɛ si ina i ne ame ne, ɣɛ kere sɔ ooɣo. Si irere ka ibua i nnɛgbe iso ne, Tsirise kɔrɛ ibɔrɛ.
MAT.5.38	“Minɔ masɛ maɣɛ sɔ, ‘Si abiɛ fɔ ɔlaa inɔmi ne, maabiɛ fɔ ire, fiɛ si akpa fɔ ɔlaa inyɛ ne, maakpa fɔ ire fɔ wũ.’ 
MAT.5.39	Ɣɛɛ kiniɔ ne, nto loɣere mi sɔ, daabara fɔ ɔlaa ikpi nɛ ɔbara-ɔ atikuso. Si ɔrere ɔpɛ-ɔ ɔrɔ̃ta i kuɖearɔ̃ kutsueti ne, finikira kunyɔare tã wũ si ɔpɛ. 
MAT.5.40	Si ɔrere ɔbara-ɔ itɔ̃me sɔ si ɔfɔ fɔ awu wa apia asɛ karɔ̃ ne, ɖi nwa apia asia kato ana tã wũ. 
MAT.5.41	Ngbɔ ame si kpakpɛ̃dze ɔmɔɛ̃-ɔ sikitii sɔ soregu wũ ɔ̃ ato si asɛ igu iwɛ̃ ne, sɛgu wũ agu anyɔ. 
MAT.5.42	Si ɔturi ɔkarɛ-ɔ ira ne, tã wũ, fiɛ si ɔrere ɔba sɔ ɔba ɔnyɛ ira i fɔ kɔrɛ ne, nyɛ tã wũ.
MAT.5.43	“Misɛ minɔ maɣɛ sɔ, ‘Ɖɔɛ mma nto maɖɔɛ-ɔ si atsiri mma lotsiri-ɔ.’ 
MAT.5.44	Ɣɛɛ kiniɔ ne, nto loɣere mi sɔ miɖɔɛ mma lotsiri mi si mikparama kayi i mma nto mati mi kama iti 
MAT.5.45	si miakpese mi Ɔse gɔ i kato mabi. Alasɔ ɔ̃ nsɛ ɔtã kuɣɛ̃ ɔbɔrɛ kutã maturi sɛɛ gu malalaa ɔɖuɖu fiɛ ɔsɛ ɔtã kado ɔpɛ ɔtã maturi bɔlɔlɔa gu maturi nyanyarĩa. 
MAT.5.46	Si misɛ miɖɔɛ mma nsɛ maɖɔɛ mi ɔnɔwɛ̃ ne, be kuso miafɔ i Ɣaa kɔrɛ? Ma lampofɔdze ma wũ masɛ mabara ngbɔ. 
MAT.5.47	Fiɛ si fɔ malaa ɔnɔwɛ̃ asɛ aya ne, mme siba ipɛ aba gɔ mma loiɖe mafɔɖedze ma wũ masɛ mabara ngbɔ? 
MAT.5.48	Ne ɔso milɛ miwiri lɛ kumɛgɔ i mi Ɔse gɔ i kato lɛ ɔwiri.
MAT.6.1	“Minyɔ so kukaakɔ sɔ miibabara mi kasumu kubarara i ɔgbami sɔ maturi aanya. Alasɔ si mibara ngbɔ ne, mi Ɔse Ɣaa gɔ i kato siina kukuso ɔ̃atã mi. 
MAT.6.2	Ne ɔso si atã wɛrɛba ira ne, daapɛ ne imomo sɔ maturi aanɔ. Ngbɔ i mma nsɛ mabara ara si mabo maturi anɔ sɛ mabara i kasɔrɛkɔ̃ gu kuɣa ame sɔ maturi aanya fiɛ maale ma ne. Lobie sɔ lotã mi itsue sɔ maɔfɔ ma kuso koko! 
MAT.6.3	Ne ɔso si abuai wɛrɛba ne, daatã nane fɔ ɔlaa gɔ lomatã-ɔ si ɔtsue nnɛ abara, 
MAT.6.4	iɖe iwɛrɛra, iyɔ mi Ɔse Ɣaa gɔ nsɛ ɔnya awɛrɛra ɔɖuɖu wa i maturi sɛ mabara to ɔ̃atã-ɔ kuso.
MAT.6.5	“Fiɛ si mito mikparama kayi ne, midaase lɛ mma nsɛ mabara ara si mabo maturi anɔ. Masɛ mabie sɔ maata maya makparama kayi i kasɔrɛkɔ̃ gu kuɣa ame sɔ maturi si manya ma. Lobie sɔ lotã mi itsue sɔ ma kuso ame maɔfɔ mmɔ ne. 
MAT.6.6	Ɣɛɛ fɔ si ato akparama kayi ne, kɛlɛ fɔ iyo kame si asɛ̃ iyo apia so fiɛ aakpere fɔ Ɔse gɔ maisɛ manya ala anɔmi, iyɔ gɔ ɔ̃ ɔsɛ ɔnya ta awɛrɛra ne, ɔto ɔ̃atã-ɔ kuso.
MAT.6.7	“Fiɛ si ato akparama kayi ne, daaɣɛ atɔ̃me gbodzoo wa nna karɔ̃ ala ngbɔ i maɣɔsɔrɛdze sɛ mabara ku adzuni sɔ mmɔ i ma aɣɔ aakã ma atsue ne. 
MAT.6.8	Midaase lɛ ma, ala mi Ɔse ka ɔɣe ara wa lonya mi koko fiɛ miakarɛ wũ. 
MAT.6.9	Ne ɔso si mito mikparama kayi ne, miɣɛ sɔ,
MAT.6.9	‘Bo Ɔse gɔ i kato,
MAT.6.9	tã marɔ fɔ iyere sɛɛ.
MAT.6.10	Fɔ sigara iɖe si siba i bo ndɛ̃.
MAT.6.10	Maabara fɔ kuɖɔɛ
MAT.6.10	i kayiiso lɛ kumɛgɔ masɛ mabara i kato.
MAT.6.11	Tã bo nɔme ikpɛnɛ aɖera.
MAT.6.12	Su bo akpi tsɛ bo
MAT.6.12	lɛ kumɛgɔ bosɛ bosu botsɛ mma loɣɛrɛ bo.
MAT.6.13	Daatã sɔ boabo i kalakanyɔ ame,
MAT.6.13	ɣɛɛ ɖi bo bɔrɛgu i ikpi ame.
MAT.6.13	Ala fɔ ɔkpɛ nɖe sigara iɖe gu ɔle
MAT.6.13	gu ikpawaĩ ɔwi ɔɖuɖu ame.’
MAT.6.14	“Si misu maturi akpi mitsɛ ma ne, mi Ɔse gɔ i kato ana to ɔ̃asu mi are ɔtsɛ mi. 
MAT.6.15	Ɣɛɛ si miisu maturi akpi mitsɛ ma ne, mi Ɔse ana iibasu mi are ɔtsɛ mi.”
MAT.6.16	Yesu ɔledza iɣɛ sɔ, “Si mito minyi kanya ne, midaanyi katɔ̃ mila lɛ mma nsɛ mabara ara si mabo maturi anɔ awe. Ala masɛ manyi katɔ̃ mala sɔ maturi si matsue sɔ mato manyi kanya, fiɛ gbaã loto loɣere mi sɔ maɔfɔ ma kuso koko. 
MAT.6.17	Si mito minyi kanya ne, mifore anɔmi si mitara mi ati kukaakɔ miledza so. 
MAT.6.18	Ne loatã sɔ maturi iibatsue sɔ ato anyi kanya, ɣɛɛ fɔ Ɔse gɔ maisɛ manya, fiɛ ɔsɛ ɔnya ara wɛrɛa aatã-ɔ kuso.
MAT.6.19	“Midaakɔla karana mitã so i kayi gagbe ame ala ngbe ne, makorokpɛ to maanina kã ɣee kapɛ matɔ, fiɛ mayukukpe ana to maawo kukui ɔbiɛ mabo iyo mayu kã. 
MAT.6.20	Ɣɛɛ ne, mikɔla karana misɛ so i kato. Ala mmɔ ne, makorokpɛ iisɛ manina ara, kaisɛ kapɛ matɔ fiɛ mayukukpe ana iisɛ mabo i mmɔ mayu ara. 
MAT.6.21	Alasɔ ngbegɔ i fɔ karana se ne, mmɔ i fɔ ɔtu ana aawe ne.
MAT.6.22	“Anɔmi se lɛ ɔkaniɛ atã kuturidziri. Si fɔ anɔmi ɔkpa ne, Fɔ kuturidziri ɔɖuɖu ame to kuakpa waĩ. 
MAT.6.23	Ɣɛɛ si fɔ anɔmi iikpa ne, fɔ kuturidziri ɔɖuɖu to kuase guduu. Ne ɔso si fɔ ikpawaĩ ɔgudu ne, fɔ idududu ɔwodoro gbaã!
MAT.6.24	“Kuwɛ̃ iibawo makɔse inyɔ ɔsumu. Si iiɖe ngbɔ ne, ɔto ɔ̃aɖɔɛ ɔwɛ̃ ɔtsiri ɔwɛ̃. Ɣee ɔ̃awarɛ ɔwɛ̃ ɔta ɔya ɔwɛ̃ iso. Miibawo Ɣaa gu karana ɔsɔrɛ. 
MAT.6.25	Ne ɔso nto loɣere mi sɔ midaamararã so i mi ngbã, nnɛ miaɖe gu nnɛ mianɛ, ɣee mi sosina gu nnɛ miapia iso. Ɛɛbɛrɛ ngbã iifɔ kuɣa miɖo aɖera fiɛ kuturidziri iifɔ kuɣa kuɖo arapia? 
MAT.6.26	Minyɔ kato kurodzai gɔ loisɛ kukpɛ̃ fiɛ kuisɛ kusɔrɛ̃ ɔraɖui, kuna siwu ɣɛɛ mi Ɔse gɔ i kato sɛ ɔkararã kɔ̃! Miifɔ kuɣa miɖo kurodzai? 
MAT.6.27	Mi nna loawo ikpɛnɛ iwɛ̃ ɔsu ɔbua i ɔ̃ agbanayi iso iki i imararãso ame?
MAT.6.28	“Be ɔso mito mimararã so i nnɛ miapia iso? Minyɔ ipo ame adziri kumɛgɔ asɛ amɔ. Aisɛ ata ɖɔti ɣee awe sikati. 
MAT.6.29	Ɣɛɛ nto loɣere mi sɔ Igara Salomo kɔra si ɔkɛrɛ so ne, ɔ̃isɛ ɔlɛ ɔnyɔ lɛ kudziri gɔ lofere aɣɔ̃la. 
MAT.6.30	Ɣaa nsɛ ɔkɛrɛ sikua ngbɔ. Sikua dzɛ mpia nɔme kɔrãkaɖe maɔkpɛ̃ sɛ̃ mafere i ɔtɔ ame matsuedza. Si Ɣaa to ɔnyɔ sikua iso ngbɔ ne, ɔ̃ibabara ɔtã mi ma loɖo sikua? Be ɔso i mi kafɔkaɖe ɔfoforo ngbɔ?
MAT.6.31	“Ne ɔso midaasɛ mimararã so sɔ ‘Be boaɖe? Be boanɛ? Be boapia?’ 
MAT.6.32	Ara wagbe i maɣɔsɔrɛdze sɛ mabie ne, ɣɛɛ mi Ɔse gɔ i kato ɣe sɔ nwagbe ɔɖuɖu ɔnya mi. 
MAT.6.33	Ɣɛɛ nnɛ iso i mi anɔ si arɛtɛ nɖe sɔ Ɣaa si ɔɖe sigara i mi iso gu si mibara sibɔlɔlɔ ara iyɔ ɔto ɔ̃asu ara wagbe ɔɖuɖu ɔtã mi. 
MAT.6.34	Ne ɔso midaamararã so i kɔrãkaɖe ga loisɛ̃ iso. Kɔrãkaɖe amɔrɛ̃ si ase ise ala nɔme are ɔɔfe isi.
MAT.7.1	“Midaaɣɛgu maturi atɔ̃me si Ɣaa iibaɣɛgu mi atɔ̃me. 
MAT.7.2	Alasɔ ɔri gɔ iso aɣɛgu fɔ ɔlaa atɔ̃me akigu ne, ɔ̃ ame iso i Ɣaa aɣɛgu-ɔ ne. Kaboũsuai ga igbã ako ala ara atã fɔ ɔlaa ne, kã ame igbã maasu mako matã-ɔ ne.
MAT.7.3	“Nda ato abara fiɛ ato anya iku nɛ mpia i fɔ ɔlaa inɔmi fiɛ aito abara kuira i idzirikpo nɛ mpia fɔ mɔmɔ inɔmi iso? 
MAT.7.4	Nda aabara fiɛ aaɣere fɔ ɔlaa sɔ, ‘Tã loɖi-ɔ iku i inɔmi.’ ku ɔwi gɔ i idzirikpo pia-ɔ i inɔmi 
MAT.7.5	Ladze! Ɖe katɔ̃ ɖi idzirikpo nɛ mpia i fɔ mɔmɔ inɔmi tɔtɔ fiɛ aanya kukaakɔ aɖi iku i fɔ ɔlaa inɔmi.
MAT.7.6	“Midaasu ara wa nse sekelee misa mifere maturi ma nse lɛ makpɛkpɛ alasɔ mato maafiniki mabo mi iso maɖoɖo mi. Ngbɔ ame si midaasu anyi wa lofɔ kuɣa mifuĩdza misɛ makparako ne. Si misu misɛ ma ne, ɔnene kere maanene mapia i iba ame.
MAT.7.7	“Mikarɛ ara si maatã mi ara, mibie ara si miana, mipɛ kukui kɔrɔ̃ si maasese mi iyo. 
MAT.7.8	Alasɔ ɔbiara gɔ nsɛ ɔkarɛ ira sɛ ɔfɔ. Ɔbiara gɔ nsɛ ɔbie ira sɛ ɔna ne, fiɛ ɔbiara gɔ nsɛ ɔkpura kukui kɔrɔ̃ ne, masɛ masese matã wũ.
MAT.7.9	“Ɣese ɔwɛ̃ aasu ita ɔtã ɔ̃ ɔbi gɔ lokarɛ wũ aɖera? 
MAT.7.10	Ɣee ɔsu aɣɛ ɔtã ɔ̃ ɔbi si ɔkarɛ wũ ikpɛ? 
MAT.7.11	Si mi ma nɖe makpibaradze kɔra ɣe kumɛgɔ miatã mi mabi ara sɛɛ ne, iyɔ mi Ɔse gɔ i kato to ɔ̃atã mma nto makarɛ wũ ara sɛɛ ɔɖo. 
MAT.7.12	Ne ɔso ira biara nɛ miabie sɔ maturi si mabara matã mi ne, mi wũ mibara wã mitã ma. Nnɛgbe ame kere i Mose mmara gu Ɣaa kanyamaɖidze ara wa matsɛrɛ masɛ to ate ne.
MAT.7.13	“Miki i kayogodɔ̃ ga lomɔmɔrĩ ame, alasɔ kayogodɔ̃ ga nkpa Ɔbosam itɔkpe ame ne, kabɛ, kã ɔri ana iso isɛ se pɔkɔsɔɔ fiɛ maturi gbodzoo nsɛ i ɔri gɔmɔ iso. 
MAT.7.14	Ɣɛɛ kayogodɔ̃ ga nkpa ngbã mɛ loisɛ miro ame ne, kase mɔmɔrĩ, kã ɔri ana iso isɛ ba ɔle fiɛ maturi kɛkɛĩ pɛ nsɛ i ɔ̃ iso.
MAT.7.15	“Minyɔ so i mila Ɣaa kanyamaɖidze ma nsɛ maba mi kɔrɛ iso. I anɔmi ame ne, manyɔ lɛ masɛrɛrerɔ̃, ɣɛɛ aketeke maɖe. 
MAT.7.16	Ma nsɛgbai miasu minya ma miɖi ite. Kuwɛ̃ iisɛ ɔtɔtɔrɛ figi abi i miyu kudziri iso, fiɛ maisɛ matɔtɔrɛ adziribi ɖea i itongbã iso. 
MAT.7.17	Ne ɔso ne, kudziri sɛɛ ne, abi sɛɛ kusɛ kuɣɔ̃ fiɛ kudziri lalaa ana ne, abi lalaa kusɛ kuɣɔ̃. 
MAT.7.18	Kudziri sɛɛ iibawo abi lalaa ɔɣɔ̃, fiɛ ngbɔ ame i kudziri lalaa iibawo abi sɛɛ ɔɣɔ̃ ne. 
MAT.7.19	Kudziri biara gɔ loisɛ kuɣɔ̃ abi sɛɛ ne, masɛ matu kɔ̃ mapɛyu matsuedza. 
MAT.7.20	Ne ɔso mila kanyamaɖidze ne, ma nsɛgbai miasu minya ma miɖi ite.
MAT.7.21	“Iiɖe ɔbiara gɔ nsɛ ɔɣere me sɔ, ‘Bosate, Bosate,’ loakɛlɛ Ɣaa sigarakaɖekɔ̃. Ɣɛɛ mma nto mabara wũ Ɔse gɔ i kato kuɖɔɛ loasɛ mmɔ. 
MAT.7.22	Atɔ̃me iɣɛyi iso ne, maturi gbodzoo to maaɣere me sɔ, ‘Bosate! Boɣɛ fɔ itɔ̃me fiɛ bosa siwarã lalaa i fɔ iyere ame. Bobara awawãra i fɔ iyere ame.’ 
MAT.7.23	Mmɔ loaɣere ma sɔ, ‘Loiɣe mi kukakɔi! Mi ara lalaa mabaradze, mirui me i kɔrɛ.’
MAT.7.24	“Ne ɔso ngɔ nsɛ ɔnɔ wũ itɔ̃me fiɛ ɔsɛ ɔbara i ne iso ne, ɔse lɛ nɔgbadze gɔ lotsue ɔ̃ iyo ɔsia i ita iso. 
MAT.7.25	Kado ɔpɛ, siwore ɔyi, awɛ ɔkpɛ̃ teteree ɣɛɛ iyo iirɔ̃ ala mapia ne karɔ̃ ame kukaakɔ. 
MAT.7.26	Ɣɛɛ ɔbiara gɔ nsɛ ɔnɔ wũ itɔ̃me fiɛ ɔ̃isɛ ɔbara i ne iso ne, ɔse lɛ dzimifɔ gɔ lotsue ɔ̃ iyo ɔsia i iwarĩ iso. 
MAT.7.27	Kado ɔpɛ, siwore ɔyi, awɛ ɔkpɛ̃ amɔɛ̃ iyo fiɛ irɔ̃ teteree ibiɛbiɛ.”
MAT.7.28	Gɔ Yesu ɔɣɛ ara wagbe ɔro ne, ɔ̃ ara ite ɔbara maturi gbodzoo mamɔ ɣii. 
MAT.7.29	Alasɔ ɔte ara lɛ ngɔ mba ɔle fiɛ iiɖe lɛ ma mmara matedze awe.
MAT.8.1	Gɔ Yesu ɔso i kabemi iso ɔba ne, maturi gbodzoo ɔsiai wũ. 
MAT.8.2	Ne ɔrɛrɛ̃ ɔwɛ̃ gɔ nto ɔnyɛ ɔnyɛ rɛtɛa ɔba ɔ̃apɛ agɛgɛ̃ i ɔ̃ katɔ̃ ɔɣere wũ sɔ, “Bosate! Si aɖɔɛ ne, aawo me ɔsa lose sekelee.”
MAT.8.3	Yesu ɔɖi kɔrɔ̃ ɔpɛgu wũ ɔɣere wũ sɔ, “Loɖɔɛ, se sekelee.” Ɔluwɛ̃ ne, ɔsarɛ, ɔse sekelee. 
MAT.8.4	Mmɔ i Yesu to ɔɣere wũ sɔ, “Nyɔ kukaakɔ, daaɣere kuwɛ̃ kuira, ɣɛɛ kɛlɛ aasu so te Ɣaa sɔrɛdze si atã ara wa i Mose mmara ɔkarɛ si ite sɔ ka ase sekelee.”
MAT.8.5	Ne kama gɔ Yesu ɔbo i Kapernaum ɔmagɛ̃ ame ne, Roma kpakpɛ̃dzekpakpa ɔwɛ̃ ɔba ɔ̃atu wũ ɔtã wũ iti sɔ, 
MAT.8.6	“Bosate! Wũ ɔɖabo rɛ ɔto ɔnyɛ, ɔ̃ito ɔwo ɔta gɔ so to sibo wũ kukaakɔ.”
MAT.8.7	Yesu Ɔɣere wũ sɔ, “Loaba loasa wũ.”
MAT.8.8	Ɣɛɛ kpakpɛ̃dze gɔgbe ɔtã wũ mmuai sɔ, “Ooɣo! Bosate, loikote sɔ aaba wũ iyo, fɔ ɣɛ itɔ̃me iwɛ̃ kere ne wũ ɔɖabo to ɔ̃asarɛ. 
MAT.8.9	Alasɔ mme wũ ɔkpakpa loɖe i makpakpa mama kayirinɔ. Loba makpakpɛ̃dze mama i wũ kayirinɔ. Nsɛ loɣere ngɔ sɔ, ‘Kɛlɛ ngbe,’ ɔkɛlɛ fiɛ nsɛ loɣere ɔmama ana sɔ, ‘Ba ngbe’ ɔba. Nsɛ loɣere wũ ɔɖabo sɔ, ‘Bara lɛ ngbe’ ɔbara.”
MAT.8.10	Gɔ Yesu ɔnɔ atɔ̃me wagbe ne, ibara wũ ɣaa, ne ɔɣere mma nsiai wũ sɔ, “I ɔnukuare ame ne, loinya kafɔkaɖe siare gagbe igbã lonya i Israel karɔ̃ ɔɖuɖu iso. 
MAT.8.11	Nto loɣere mi sɔ maturi gbodzoo to maabɔrɛ i kuɣɛ̃kabɔrɛkɔ̃ gu kɔ̃ iyo kabokɔ̃ maba maasɛ i ɔpɔrɔ̃ katɔ̃ maɖe ara ku Abraham gu Isak gu Yakob i Ɣaa sigarakaɖekɔ̃. 
MAT.8.12	Ɣɛɛ mma nɖe sigarakaɖekɔ̃ mabi ne, maafuĩdza ma mapia i idududu nɛ mpia i kayoma ame. Mmɔ i kaku gu inyɛwe aawe ne.”
MAT.8.13	Ne Yesu ɔɣere kpakpɛ̃dzekpakpa gɔmɔ sɔ, “Kɛlɛ! Iaba itã-ɔ lɛ kumɛgɔ afɔ aɖe awe.” Ɔwi gɔmɔ ame ame i iyo ne, ɔɖabo ɔna isosarɛ.
MAT.8.14	Gɔ Yesu ɔsɛ Petro iyo ne, ɔnya sɔ Petro masɔrɔ̃go rɛ, ɔbe ɔtɔ ɔto ɔnyɛ. 
MAT.8.15	Yesu ɔpɛgu wũ kɔrɔ̃, ɔluwɛ̃ ne, ɔsarɛ ɔta ɔwa aɖera ɔtã wũ.
MAT.8.16	Ne kutsuɛ ne, makɔ maturi gbodzoo ma i siwarã lalaa si i iso mabɔ Yesu. Ɔsu itɔ̃me iwɛ̃ ɔsa siwarã lalaa ɔɖi i ma ame fiɛ ɔsa mma ɔɖuɖu nto manyɛ. 
MAT.8.17	Nnɛ ɔbara ngbe ɔtã sɔ nnɛ i Ɣaa Kanyaɖidze Yesaya ɔɣɛ ɔsɛ ɔba i ne ame sɔ,
MAT.8.17	“Ɔ̃ mɔmɔ ɔɖu iti i bo isobo kayirinɔ,
MAT.8.17	fiɛ ɔsa bo sinyɛ ɔɖuɖu.”
MAT.8.18	Gɔ Yesu ɔnya maturi gbodzoo ma nɣɛ wũ i kɔrɛ mmɔ ne, ɔɣere ɔ̃ marasuãdze sɔ matã mawara ibu makɛlɛ ɔkpokpo gɔmɔ isɛ. 
MAT.8.19	Mmaratedze ɔwɛ̃ ɔba ɔ̃atu wũ ɔɣere wũ sɔ, “Ratedze, loasiai-ɔ kakɔi biara ga aakɛlɛ.”
MAT.8.20	Ne Yesu to ɔtã wũ mmuai sɔ, “Mabɔi lalaa ba awo wa ame masɛ mawɛrɛ fiɛ kurodzai ana ba ayo, ɣɛɛ mme, Ɔturi Awune Ɔbi, na iti kasiakɔ̃.”
MAT.8.21	Rasuãdze ɔwɛ̃ ana ɔɣere wũ sɔ, “Bosate, loasiai-ɔ, ɣɛɛ ɖi me ɔri si nsɛ loabiara tete tɔtɔ.”
MAT.8.22	Yesu ɔɣere wũ sɔ, “Siai me si atã mma nse lɛ makpise si mabiara ma makpise.”
MAT.8.23	Yesu gu ɔ̃ marasuãdze ɔbo i ɔkolo ɔwɛ̃ ame marui. 
MAT.8.24	Ɔluwɛ̃ ne, awɛ siare awɛ̃ ɔtsɛ ikpɛ̃ i itubu iso gɔ itã ndu to mita mibo i ɔkolo ame, ɣɛɛ Yesu rɛ ɔto ɔrɛ sirɛ. 
MAT.8.25	Marasuãdze ɔbore mabo wũ matara wũ sɔ, “Bosate, ɖi bo ne ɔkpi boto!”
MAT.8.26	Ne Yesu ɔtã ma mmuai sɔ, “Kafɔkaɖe tɛgɛlɛa maturi, midaanigã!” Ne ɔta ɔtɔ̃me ɔpia awɛ fiɛ anyua ɔkpɛ̃, ndu ana ɔlo kananana ne!
MAT.8.27	Ibara ma ɔɖuɖu ɣaa, ne mato makarɛ so sɔ, “Mme ɔturi igbã ɔɖe ngbe fiɛ ta awɛ gu ndu to makã wũ atsue?”
MAT.8.28	Gɔ Yesu ɔwara itubu ɔbo i Gadara ibuiti ame ne, maturi inyɔ ma ame i siwarã lalaa si i iso ɔbɔrɛ i ɔkpolo gɔ ame masɛ mabiara maturi maba maasarɛgu wũ. Maba silalaa sɔ kuwɛ̃ iisɛ ɔki i ndɛ̃ mmɔ ɔfe. 
MAT.8.29	Ɔluwɛ̃ ne, mala kulu maɣɛ sɔ, “Fɔ Ɣaa Ɔbi, be mpia i bo gu-ɔ ndɛ̃? Ɔba ɔɔba sɔ aba aakpadzɛ̃ bo kutsue aɖegu ɔwi gɔ masɛ katɔ̃?”
MAT.8.30	Makparako ikuri iwɛ̃ ɣɛ i ndɛ̃ mɛmɔ isɛ mato maɖe ara. 
MAT.8.31	Siwarã lalaa ɔtã Yesu iti sɔ, “Si aasa bo ne, tã bosɛ boabo i makparako ikuri nɛ nɣɛ i mmɔ ame.”
MAT.8.32	Yesu ɔɣere ma sɔ, “Mikɛlɛ ma ame.” Ne ɔso sibɔrɛ sisɛ siabo i ma ame. Makparako ikuri ɔɖuɖu ɔtere kpitikpitikpiti maso kabemi mabo i itubu ame makpi. 
MAT.8.33	Mma nto manyɔ makparako iso ɔtere makɛlɛ ɔmagɛ̃ ame masɛ maaɣere ma magɛ̃se nnɛ ɔɖuɖu loba gu nnɛ loba i mma iso i siwarã lalaa si iso. 
MAT.8.34	Ne ɔso kaɖe ɔɖuɖu ɔba maasakanya sɔ si manyɔ Yesu. Gɔ manya wũ ne, matã wũ iti sɔ ɔbɔrɛ i ma karɔ̃ iso.
MAT.9.1	Yesu ɔbo i ɔkolo ame ɔkpese ɔwara itubu ɔkɛlɛ ma aɖe. 
MAT.9.2	Mawɛ̃ ɔsu ɔrɛrɛ̃ ɔwɛ̃ gɔ lofɛfɛ̃ ɔrɛ i ɔkala iso mabɔ wũ. Gɔ Yesu ɔnya ma kafɔkaɖe ne, ɔɣere nyɛse sɔ, “Na ɔtu wũ ɔbi, losu fɔ akpi lotsɛ-ɔ.”
MAT.9.3	Ne mmara matedze mawɛ̃ mmɔ to maɣere so sɔ, “Ngɔgbe to ɔɣɛ imusuora!”
MAT.9.4	Yesu ɔtsue nnɛ mpia i ma adzuni ame ne ɔso ɔɣere ma sɔ, “Be ɔso mito misusu adzuni nyanyarĩa wagbe i mi situ ame? 
MAT.9.5	Be iɣɛ nse pɔkɔsɔɔ iɖo sɔ ‘Losu fɔ akpi lotsɛ-ɔ,’ ɛɛbɛrɛ sɔ, ‘Ta ya si asɛ’? 
MAT.9.6	Loate mi sɔ mme, Ɔturi Awune Ɔbi, ba ɔle i kayi gagbe ame sɔ loasu akpi lotsɛ.” Ne ɔso ɔɣere ngɔ lofɛfɛ̃ ɔrɛ sɔ, “Ta ya si asu fɔ ɔkala si akɛlɛ iyo.” 
MAT.9.7	Ɔrɛrɛ̃ ɔta ɔya ɔrui ɔkɛlɛ iyo. 
MAT.9.8	Gɔ maturi ɔnya nnɛ loba ne, manigã, matsɛ Ɣaa ile sɔ ɔsu ɔle gɔgbe igbã ɔtã maturi.
MAT.9.9	Gɔ Yesu ɔrui i mmɔ ɔkɛlɛ katɔ̃ kɛkɛĩ ne, ɔnya lampofɔdze ɔwɛ̃ gɔ marɔ Mateo si i ɔ̃ karabara kabarakɔ̃. Ne Yesu ɔɣere wũ sɔ, “Ba siai me.” Ɔluwɛ̃ ne, Mateo ɔta ɔsiai wũ.
MAT.9.10	Gɔ Yesu si ɔto ɔɖe ara i Mateo iyo ne, ma lampofɔdze gbodzoo gu makpibaradze ɔba maasɛgu wũ i ɔpɔrɔ̃ iti gu ɔ̃ marasuãdze. 
MAT.9.11	Gɔ ma Farisise ɔnya nnɛgbe ne, makarɛ ɔ̃ marasuãdze sɔ, “Be ɔso i mi ratedze to ɔɖe ara ku mmagbe igbã?”
MAT.9.12	Yesu ɔnɔ nnɛ mato maɣɛ, ne ɔtã ma mmuai sɔ, “Manyɛse i kuabaradze ɔnya ne iiɖe mma nsarɛ. 
MAT.9.13	Misɛ mianyɔnyɔ itɔ̃me nɛ mpia i Ɔko Sekelea ame sɔ, ‘Nnyainyɔ nto lobie ne iiɖe mabɔi isu ifɛ̃ ara itã’ karɔ̃. Alasɔ loiba lokpere mma nsɛ mabu so maturi sɛɛ sɔ mafiniki, ɣɛɛ makpibaradze loba lokpere.”
MAT.9.14	Nwagbe kama ne, Ndupiedze Yohanes marasuãdze ɔba Yesu kɔrɛ maba maakarɛ wũ sɔ, “Be ɔso i bo gu ma Farisise sɛ bonyi kanya ɔwi biara, ɣɛɛ fɔ marasuãdze iisɛ manyi?”
