MAT.1.1	Arepa Abraham Chha, ngale Devit Chha, Jisu Krista te awa heh nginkong.
MAT.6.30	Joban ma wunwah hin hehnâng khet akhu kepkoh eka - hinpa thejâ metong akomin, nènep ko wennâng rokthhekmin. Atema nenâng jãtanga erenoma ajah khet akhu lekep kohminne? Ne dâlempa atôrînne! 
MAT.6.31	“Erohwah neksekmah en: ‘Chenwah ngama jokphhek chhah thin chohmin a, ngale khet akhu chohmin a ngama?’ 
MAT.6.32	(Are sêmmak hehrãngma Joban lejette mihnyan heh roantang sekmah eka.) Rangkhethung wah tôngte ne Wa Joban ma ajet, nema areheh lemeken ngama. 
MAT.6.33	Ere noma khebeng thôanko Joban Hahsông pa benglem mêngen, ngale atema newah hun ehèn moatlem heh momêngen, erediko nema lemeken chentôpa atema ekohhèn. 
MAT.6.34	Erohwah nèneprãng neksekmah en; nènep rangwopa atedede nènep ko esekmah a. Thejâ rãngma sekmah en, rangwo roakweih mâmâ sekmah demnâng ehûra.
MAT.7.1	“Mihnâng athe neklo en, erohkoba Joban memin nenâng athe lomahhèn, 
MAT.7.2	Nema mihnâng chenroh athe loeken a, ererãngrãng Joban memin nenâng athe elohèn. Ngale nema mihnâng chenroh hôanjôan eken a, ererãngrãng Joban memin nenâng ehôan ejôan hèn. 
MAT.7.3	Nedede mit wah janchhup lebeng kherii thangma, nepho anaa mitwah mitchhup pa chenrãngma lepkhe eken a? 
MAT.7.4	Nedede mitwah janchhup pa thienletma nepho anaa nâng, ‘nangmit wah mitchhup pa rephekoh e’ ngama chenroh jiennga eken a? 
MAT.7.5	Ahuhkhoanglep heh! khebengko nemit wah janchhup pa bengre pherii mêngen, erediko ba nema nepho anaa mitwah mitchhup pa senthemthem kheletma eta rephekoh en.
MAT.7.6	“Asâthôan sêmmak pa hu hehnâng nekkoh - thinma ngakkek ba ere hèn. Ngale wak mathahko kem nekphekoh - thinma dakhenko ewoatnek a.
MAT.7.7	“Tha en, eko nema echoh en, lem en, eko nema echohkhe en; kâsekko rahkõngen, eko nenâng kâsek pa elaang kohhèn. 
MAT.7.8	Henhen ma thaeka, erehehma echoh a, alemte hehma echoh khea, ngale henhenma kâsekko rahkõng eka hehnâng kâsekpa elaangkoh a? 
MAT.7.9	Ne-khuwah henma komin, mâmâ chhama phhekchhah thâko longkohte tongen a? 
MAT.7.10	Roh akole atema ngah thâko pû ekoh en a? 
MAT.7.11	Mihnyan chhih nema tumin mâmâ chhako asenli kohpa jet eken. Rangkhethung wah tôngte ne Wa Joban mejã tanga atewah thâte hehnâng asenlipa kohrãng chentô bâmjet eka!
MAT.7.12	“Mihnâng nerãng chenroh moatthuk hun eken a, ererãngrãng nememin mihrãng eroh mokoh en: Arepa Mosa Niemarang ngale Mõng hehma hethô wah ngin.
MAT.7.13	“Lemkit pumma khoam en, chenrãngma ngako khomah lemnâng katlem pa lemdong, ngale ere lempa khoamrãng ala, ngale eko khôamte pa ajah. 
MAT.7.14	Roh-komin khopô chohthin lemkhôpa lemkit, ngale ereko khôampa alat, ngale eko khôamte mihnyan pa mãnchha.
MAT.7.15	“Mongmõang hehwah jetletma dangen; thin a ne tânâng tokkhoh pa saak rãngrãng, rohkomin thin rinkhen pa wunwah soanchhih rãngrãng ehûra. 
MAT.7.16	Nema thin moatlem junma ejetlo waken. Suhche bukwah anguri jienhong rimah, ngale suhbukwah phukri jienhong rimah. 
MAT.7.17	Bãngsen pumma risen ehongria, ngale bãngchhih pumma richhih ehongria. 
MAT.7.18	Bãngsen pumma richhih jienhong rimah, ngale bãngchhih pumma risen jienhong rimah. 
MAT.7.19	Penri risen lehongri bãngpa joatphe lahma wennâng thhekmin.. 
MAT.7.20	Mongmõang heh thin moatlem junko ejetlo waken.
MAT.7.21	“Teso, Teso, ngama nganâng roote chentôpa rangkhethung nâng leta wãngmin, rangkhethung wah tôngte Joban ma huneka moatlem moatte heh loloba tâwâng min. 
MAT.7.22	Chenthu metloatjâ rangwo mehû theko, ajahthem mihnyan ma nganâng aroh enga hang, Teso, Teso, nangmînko nima Joban ngin phoangthôtih, ngale nangmînko nima juchhihmin junlotih, patritli moatlemmin motih! 
MAT.7.23	Ephumma ngama thinnâng edânthang ang, ‘ngama ne jetmah, nea mihnyan chhih, ngatâwah taangchhoan en!’
MAT.7.24	“Erohwah henhenma nga nginpa tatlahma kepeka, ere mihnyan pa chhin achhiak, ate humpa longrã khohnâng hôante rãngrãng. 
MAT.7.25	Pôngdong patdong ngale jodông thunma ere humko ethin a, rohkomin ere humpa tarunjâ mah, chenrãngma ngako ere humpa longrã khohnâng hoaneka.
MAT.7.26	“Rohkomin henhenma nga nginpa tatlahma lekep dangeka, ere mihnyan pa aba, ate humpa phihchha khohnâng hôante rãngrãng. 
MAT.7.27	Pôngdong patdong ma thinko ngale jodôngma lûmhokko ere humpa runjâ erea. Phumma ere hum runjâpa chentô cheili dângmin a.”
MAT.7.28	Chenthu Jisu ma erengin heh thôkoh diko, mihnyan hehma atema hethôeka nginpa tatlahma bârit rewah. 
MAT.7.29	Atea niemarang hethôte heh rãngrãng ledang; chaan demnâng hethô wah.
MAT.8.1	Jisu hahhokho wah jâkhoamkat rienrien, mihnyan heh jahmõang ate diko junkhoam wah. 
MAT.8.2	Eko angêm khoanchetma chêmte wathe ate tâko hûlahma dakuh thohû lahma ngatwah, “Teso nangma mehun oko, nga eta sensiet hang.” 
MAT.8.3	Jisu ma atedek loatsiet lahma angêm wako sahloatwah, ngale atema ngatwah, “Ngama sensiet huneki,” “sen o!” phumma lemlienma angêm khoanchet kowah senwah. 
MAT.8.4	Erediko Jisu ma Atenâng ngatwah, “Tattan! hennângjô nekthôkoh, tintin wãnglohma soam aroakte nâng khesok wãngo, atema chenthatsû tanho; ngale nanga sentoh ngama anga ngama jetrãngma, Mosa ma chienwah soam aroak thinpa kohwen o.”
MAT.8.5	Chenthu Jisu Kaparnam hahnâng hokko, Roman sipâhi sahhab chohmînhû lahma Jisu nâng chohsok rãng roatsep wah: 
MAT.8.6	Atema ngatwah, “Teso, ngahaa pa kôasô ma cheili chêmlahma jupthinko tonga.”
MAT.8.7	Jisu ma ngatwah, “Ngama wãnglekma ate emesiet wãngang.”
MAT.8.8	Sipâhi sahhab ma dânthâng wah, “Teso, eroh dangmah, ngama nanga ehumkhenko tâsiet hoktô mihnyan dangmek, jabkhab melolo chien o, ekojô ngahaa pa esen a. 
MAT.8.9	Ngamin nganoma sahhabdong khenko moekang, ngale ngakhen komin sipâhi heh tonga, wathe nâng ngama, ‘kao!’ menga angko, ate rângka a, ngale wathe nâng ‘wãngro, ngama meroo angko, ate rângwãngra! ngahaako,’ arepa mo o, ngama mechien angko, atema rângmoa.”
MAT.8.10	Chenthu Jisu ma erepa chohtatko, ate bârit rewah, erediko Jisu ma ate diwah junkhôamte hehnâng ngatwah, “ngama linlin thôkoh eka, Isrial diak khenko are mihnyan rãngrãng dâlemsen machohkhe ekang. 
MAT.8.11	Ngama linlin thôkoh eka, jahmõang mihnyan sankat ngewah, sannyup ngewah hûlahma Abraham, Isak, ngale Jakob demnâng rangkhethung wah Joban Hahsông theko aroamma ephhekchhah wak a. 
MAT.8.12	Rohkomin Joban Hahsông thenâng tôngte jatlinlin heh rangnyek khennâng petphê katmin, eretheko pâchupkek lahma seplahma etongwak a.” 
MAT.8.13	Erediko Jisu ma sipâhi sahhab wako ngatwah, “humnâng wãngo, nangma chenroh dâlem eko ererãngrãng edang kohho.”
MAT.8.13	Ngale ere sanpoatko sipâhi sahhabwa haapa mewah.
MAT.8.14	Jisu piter humnâng wãng lahma piter tangnyu nyong pa chetloatma jupthinko khunlahma khehokwah. 
MAT.8.15	Jisu ma ate dekko sahloatko khoanchet pa mewah. Ephumma atema toansat lahma Jisu nâng khoakhêm wah.
MAT.8.16	Chenthu rangjâthah hokko, mihnyan hehma Jisu tâko juchhih lupte mihnyan heh siethokwah. Jisu ma juchhih heh jabkhab ma junloatwah, ngale chentô khoanchette heh mesiet rewah. 
MAT.8.17	Atema ere moatlem pa Isaia mõng ma jabtah pa toangtang dângkatrãng moatwah, “Ate dedema nãngkhun atam pa kep eka, ngale nãng khoanchet pa sahèn phetah.”
MAT.8.18	Jisu ma ate tûmlitko mihnyan heh jahmõang khelahma, ate dijunte hehnâng joranka nâng danwâng rãng chienwah. 
MAT.8.19	Niemarang jettema ate tâko kalahma ngatwah, “Hethôte, nang chennângjô medang okomin nga nangdem demko ejoh chhoan e.” 
MAT.8.20	Jisu ma atenâng dânthâng wah, “Hien hehnâng thin tôngrãng ken tonga, ngale wo hehnâng thinrãng arup tonga, rohkomin Mihnyan Chharãng chenkojô ate boantông rãng the aho.”
MAT.8.21	Dijunte ahan wathema ngatwah, “Hethôte, khebengko ngakka lekma ngawa mang rukamêng ang.”
MAT.8.22	Jisu ma dânthâng wah, “Nangma ngadijun hang, mangpa mang rôande chenrumîn a.”
MAT.8.23	Jisu khôankhoko chhangwah, ngale ate dijunte hehmin ate demko johchhoan wah. 
MAT.8.24	Lemlien ma pôngdong patdongma josiko metlahma khôankho pa thumjâ nemnem dângwah. Ere sanpoatko Jisu juplek dângwah. 
MAT.8.25	Dijunte heh ate tânâng kalahma satsiet katwah, thinma ngatwah, “Teso pânghi!” “nia lâmahrii eki!”
MAT.8.26	Jisu ma dânthâng wah, “Ne chenrãngma aretô patrii eken a? nenâng dâlempa atôrînne!” erediko Jisu toanchep lahma pông apat pa jeksietwah, phumma kihchepchep jekwah.
MAT.8.27	Anga ngama barii lahma ngatwah, “Arepa chenni mihnyan a? pôngpat memin ate nginkep eka!”
MAT.8.28	Chenthu Jisu josi ranka wah Gadara diaknâng hokko, enângwah mihnyan wanii mangruk kenwah loatwãng lahma chohmîn wah. Ere mihnyan waniiko juchhih luplahma nyahrãng cheili dângwah, ngale erelem pumma henjô lechin dankhoam dângwah. 
MAT.8.29	Lemlien ma thinma hongrak lahma ngatwah, “Joban Chha, nangma ninâng chenni rehun ehia? sanpoat mathângma nichêmsiet rãng kaeroa?”
MAT.8.30	Erekowah chentô letaangko wak jahmõang phhekchhah joaklahma dângwah. 
MAT.8.31	Ephumma juchhihma Jisu nâng roatsep wah, “nangma ni mejunlo hiko, irewak chhangko lupkathuk hi”
MAT.8.32	Jisu ma thinnâng ngatwah; “Ka en,” phumma mihnyan kowah loatchhoan lahma wak chhangko lupkatwah. Erediko wak heh phangtang ka pumma jâchhoan kalahma josiko mahritkat wah.
MAT.8.33	Wak heh sok arête mihnyan heh huhchhoan lahma hahdaang nâng wângwah, erediko thinma nginpa phangtang loatthôkoh wah, ngale juchhih lupte mihnyan heh nginpa thôkoh rewah. 
MAT.8.34	Ephumma hahdaang kowah chentô mihnyan heh Jisu chohmînrãng hokwah; chenthu thinma Jisu kheko, Atenâng nihah kowah chhoan o, ngama roatsep wah.
MAT.9.1	Jisu khôankhoko chhang lahma, josi ranka wah thin hahnâng ngakwâng wah, 
MAT.9.2	Chuthe diko mihnyan khuthema Atenâng kôasôte mihnyan wathe jupthin ko jupthuk lahma pêhok kohwah. Jisu ma thinnâng dâlem pa ajah chohkhe lahma, kôasôte mihnyan ko ngatwah, “Hung dongsiet o, ngachha! nangpap heh map lâkohtih.”
MAT.9.3	Erediko niemarang jette heh thindede tungko thômîn wah, “Are mihnyan pumma Joban thãse eka!”
MAT.9.4	Jisu ma thinhung khennâng chenni thonghun eka arepa jetlo lahma, thinnâng ngatwah, “Nema arerãngrãng achhih heh chenrãngma thonghun eken a? 
MAT.9.5	Chenroh ngat pa ala a, ‘nangpap heh map lâkohtih’ ngama ngatpa ala ale, ‘toanchep lohma khoam o’ ngama ngatpa ala a? 
MAT.9.6	Nenâng ngama are hahtokkhoh ko, Mihnyan Chha nâng pap mapkoh rãng chaanwin, ngama ekhesok a.” Ephumma atema kôasôte mihnyanko ngatwah, “toanchep o, ngale nang jupthin pa toanpe lohma humnâng wãngo!”
MAT.9.7	Mihnyan pa toanchep lahma humnâng wãngwah. 
MAT.9.8	Mihnyan hehma erepa khelahma chei rewah, ngale mihnyan nâng atô chaan kohdi Joban nâng dangkoh a, ngatwak wah.
MAT.9.9	Jisu erethe kowah loatkhoam chhoan thuko, thãkho thâte mînpa Mathiu ate Ofic ko tonglahma khewah. Phumma, Jisu ma Atenâng ngatwah, “ngadijun hang.”
MAT.9.9	Mathiu toanchep lahma ate dijun wah.
MAT.9.10	Mathiu humko Jisu phhekchhah chhahthuko, thãkho thâte ngale papi mihnyan heh jahmõang hûlahma Jisu le ate dijunte heh demnâng johphhek chhahhok wah. 
MAT.9.11	Erepa Farasi hehma khelahma Jisu dijunte hehnâng chhienwah, “Ne hethôte pa arerãngrãng mihnyan chinheh demnâng chenrãngma roam phhekchhah eka?”
MAT.9.12	Jisu ma erepa leptat lahma dânthâng wah, “Khoanchet hote mihnyan hehma doktor lemmah, khoanchette mihnyan hehma loloba doktor lemeka. 
MAT.9.13	Choan en, ngale jet en, Joban nyapraangma arepa chenni ngaeka: ‘ngama mînchen ba hun ekang, ngem angah ma soamroak hunmek.’ Ngama mihnyansen heh roorãng katdangmek, papi mihnyan heh roorangba kaerâng.”
MAT.9.14	Erediko Jon baptis dijunte heh Jisu tâko hûlahma chhienwah, “Chenrãngma ni ngale Farasi hehma roantang lephhek lechhah thangma rangsoam ekia, nang dijunte hehma lephhek lechhah thangma soamwak mah?”
MAT.9.15	Jisu ma dânthâng wah, “Nemnyan wapa thin demnâng dângpoatko nemnyansiet thinnâng hokte heh hungchhih rekmah etonga ngama thonghun eken a? eroh tongmah! rohkomin nemnyan wapa thintâwah sietchhoan rangwo ehûra, ere diphumma ba thinma lephhek lechhah thangma etonga.
MAT.9.16	“Henmejô khetpã khohko khetnyan chhuppa petphin mah, chenrãngma ngako khetnyan pumma khasiet lahma khetpã pa lodong elojâa. 
MAT.9.17	Ngale henmejô angurti anyan pa angurti pã khohko petkien mah, chenrãngma ngako angurti thòpa apoak erea, ephumma angurti pa jenchhoan ngale thòpa chhihjâ erea. Ere noma angurti anyan pa thònyan nâng kienmin, erohkoba thòniinii asen edanga”
MAT.9.18	Jisu ma arepa thôthuko, Jews sahhabwa wathe kalahma ate mako dakuh thoka lahma ngatwah, “ngachha dihiaknya pa arohroh riieka; Wãnglohma nangdekma Atenâng sahlo wãngmêngro, eko ate engakhin a.”
MAT.9.19	Ephumma Jisu toanchep lahma sahhabwa demnâng johwângwah, ngale ate dijunte hehmin thin demnâng johwâng wah.
MAT.9.20	Dihiaknyu wathe echhi pânii heichhoan khoanchetma chêmte Jisu tokdiko hûlahma Jisu khetsako sahloatwah. 
MAT.9.21	Dihiaknyu pumma atedede ngatritwah, “ngama Jisu khetko mesahlo tekkojô, khoanchetpa esen ang.”
MAT.9.22	Jisu litphong lahma dihiaknyu pa chohkhe wah, eko Atenâng ngatwah, “Ngachha, hungdongsiet o! nang dâlem pumma nang khoanchet pa lâmetho.” Ere sanpoat poatko dihiaknyu khoanchet pa mewah.
MAT.9.23	Ephumma, Jisu sahhabwa humko wângwah. Chenthu atema jãmtêmte ngale asebte heh kheko, 
MAT.9.24	Atema ngatwah, “Anga nga chhoan en! are dihiakchha pa rit dangmah - atea jup reka!” Ephumma Jisu nâng anga ngama angit rewah. 
MAT.9.25	Mihnyan heh tâjunloat rienrien, dihiakchha tâko Jisu wãng lahma ate dekko sietwah, eko dihiakchha pa tôansat wah. 
MAT.9.26	Are nginpa erediak phangtang nâng khêmtatwah.
MAT.9.27	Jisu erethe kowah khôamchhoan thuko, mitdoak wanii atediko junkhôam wah. Thinma raksep wah, “Devit Chha! ninâng mammîn chenhi”.
MAT.9.28	Jisu humkhen nâng lupwâng phumma, mitdoak wanii pa ate tânâng hokwah, eko Jisu ma atenii nâng ngatwah, “Ngama nechhe tasensiet a, ngama putedâlem eken a?”
MAT.9.28	Thinma dânthâng wah, “Teso putedâlem eki.”
MAT.9.29	Ephumma Jisu ma thinnâng mitko sahlo lahma ngatwah, “nema chenroh putedâlem eken a, eroh chendanga!”- 
MAT.9.30	Ephumma thinmit pa kanlahma jienkhe wah. Ngale Jisu ma thinnâng ngatwah, “Arepa hennâng min nekthôkoh en!”
MAT.9.31	Rohkomin thinma chhoanwak lahma Jisu nginpa diaktang nâng phoangthô kohwah.
MAT.9.32	Mihnyan heh loatchhoan poatko, mihhan khuthema Jisu tânâng juchhih luplahma aba jabmuh wathe siethok wah. 
MAT.9.33	Juchhih pa junloatkoh rienrien mihnyan pumma jienjab wah, eko anga nga bârit rewah. Thinma ngatwah, “nima arerãngrãng Isrial diakko chenthujô mathatkhe eki!”
MAT.9.34	Phumma Farasi hehma ngatwah, “Arepa juchhih lowang ma Atenâng juchhih junloat rãng chaankoh eka.”
MAT.9.35	Jisu chentô diak ajaa ngale hahdaang rupnâng phoangkhôam wah, atema Joban Hahsông nginkongsen pa chentô Sanagog hehnâng phôangthôkoh wah, ngale jatrup khoanchet, khun atamte hehmin sênsietwah. 
MAT.9.36	Jisu ma mihnyan heh khelahma thinnâng mînchenma ate hung nyahrãng chhihwah. Chenrãngma ngako, abemte aho saak rãngrãng sekmah patrit ngale mînchenli khewah. 
MAT.9.37	Ephumma Jisu ma ate dijunte hehnâng ngatwah, “Chhah munchoan pa jahmõang, rohkomin ere chhahmun eka heh khôankhente pa amãnchha. 
MAT.9.38	Erohwah munchoan chhah tângte wako, ate chhahthong munchoan heh khôankhente chienkatrãng rangsoam en.”
MAT.10.1	Jisu ma ate dijunte echhi wanii pa roamroo lahma, thinnâng juchhih junloat rãng, jatrup khoanchet, ngale khun atam heh sênsietrãng chaan kohwah. 
MAT.10.2	Echhi wanii Jisu moattat chhoante mînpa areheh dângwah: Khebâng pa Simon (Atenâng piter ngamemin ngaeka) ate pho Andru; Jems ngale ate pho Jon Zibidi chha; 
MAT.10.3	Filip ngale Batholomi; Thomas le thãkho hâte Mathiu; Alfais chha Jems, ngale Thadi: 
MAT.10.4	Diakrãng latte Simon, ngale Jisu chênsângte Juda.
MAT.10.5	Are echhi wanii mihnyan heh Jisu ma rîn akhah lahma chienchhoan wah: Atema ngatwah, “Jews ledangte diak hendiak nângmin nekchhoan en ngale Samaritan hah nângmin nekchhoan en. 
MAT.10.6	Ere noma Isrial humkâ wah mahsamte saak heh tânâng chhoan en. 
MAT.10.7	Chhoan letma thôchhoankoh en, ‘Rangkhethung Hahsông pa lânam katha!’ 
MAT.10.8	Khun atamte heh mesiet, ritte heh ngakhinsiet, angêm khoanchette heh sensiet, juchhih heh junlo re en, nema thãhoma chohkenpa thãhoma koh en. 
MAT.10.9	Ne tõng akhak nâng ngun akem ngale lihân sêmmak nek hèn chhoan en; 
MAT.10.10	Ne lemkhôam korãng tõng akhak, khet akhu bâm, dapheng ngale menthun min nekkep en, chenrãngma ngako, moatlem moatte hehnâng thinma chenni lemeka erepa kohmin.
MAT.10.11	“Chenthu mihnok mihhah hehnâng mehû tetko, henma ne tãngroo ehèn a, erepa lemsû en, ngale erehah kowah mangak ngakchhoan ate demnâng tongen. 
MAT.10.12	Chenthu ne humkhen nâng menyup wãng tetko, ‘nenâng Joban ma rang ekohhèn ngama rânjab en.’ 
MAT.10.13	Ere hum kowah mihnyan hehma metãngroo hènko, nema thinrãng rangsoam kotet pa thinkhoh nâng chentonga; rohkomin thinma letangroo medang hènko, nema rangsoam kotet heh ngakkep re en. 
MAT.10.14	Ngale chenre humkâ ba hahdaang ma ne letangroo, erediko ne ngin lekep medang hènko, erethe kowah loatchhoan ko neda wah bum kheb eka pemin finekthien en. 
MAT.10.15	Ngama nenâng linlin thôkoh eka, Joban ma metloat rangwo jâko erehah kowah mihnyan hehnâng mînchen noma Sodom ngale Gomora wah mihnyan hehnâng ba ajah emînchèn a!
MAT.10.16	“Tat en! Ngama nekhu soan chhangnâng saak rãngrãng chienchhoan eka. Erohwah, pû rãngrãng nyahhîn dangen, ngale phâriwo rãngrãng mihnum dangen. 
MAT.10.17	Jetletma dangen, chenrãngma ngako, nea khhek lahma metloat thinnâng siethok rãng mihnyan heh tonga, ngale Sanagog nâng siethû lahma ewat hèn. 
MAT.10.18	Diak pênte ngale lowang heh, erediko Jews ledangte hehnâng ngawah Nginkongsen pa jienthôkoh rãng thin tânâng met elohû hèn. 
MAT.10.19	Chenthu thinma metloat ko, chenroh dânthâng min a, ngale chenli dânthâng min a ngama neksekmah en; nema dânthâng thinpa ere sanpoatko Joban ma ethôkoh hèn. 
MAT.10.20	Chenrãngma ngako nema loatjabmin jabkhab pa newah ledangmin; ere jabkhab heh ne Wa Joban Ju ngewah kalahma nema ehongjab en.
MAT.10.21	“Phoma naapa eritphethuk a, ngale wama chha hehmin eroh eritphethuk a; chha hehmemin thin nyong awa lelatnâng dãnglahma eritphe thuk a. 
MAT.10.22	Anga ngama ngajunma nenâng emitchek hèn. Rohkomin henhen pa athôan kotuk dâlemsen lektong eka ere hehba khope min. 
MAT.10.23	Chenthu thinma hahdaang wantheko mechêmsiet hènko, hahdaang ahan wantheko danchhoan en. Ngama linlin thôkoh eka, Mihnyan Chha ngakkat mako Isrial hahdaang kowah nemoatlem pa chenthumin leta thôanmin. 
MAT.10.24	“Ahete henmin ate hethôte noma adong dangmah; ngale haa henmin ate tângtewa noma adong dangmah. 
MAT.10.25	Erohwah ahete pa hethôte rãngrãng dângko rinmemin, ngale haapa ate tângtewa rãngrãng dângko rinmemin. Humkâ kowah khhepho thôanko Bilzibul ngama menga ako, humkhen kowah ahan mihnyan heh nângjã chentô chhih ngatmin a!”
MAT.10.26	“Erohwah mihnyan ran nekchei en. Athângheh chentô huhthien eka heh phangtang laangjâ rêmin, ngale athângheh chentô riem eka ereheh loatjâ rêmin. 
MAT.10.27	Ngama rangnyek nâng chenni thôkoh eka, arepa nema rangwo nâng thengak thôngthô kohmin, ngale nema chenni huhtat eken a, arepa humkho nâng kowãng letma rakthômin. 
MAT.10.28	Phoang ritphete ran nekchei en, thinma ju taritphe mah; Ere noma phoang ngale ju wanniinii pap wendô nâng rokthhek lahma târitphete Joban ran chei en. 
MAT.10.29	Nema ngunpha phathe pumma wasaangsut wochha wannii tarii en, rohkomin ne Wa Joban ma lejet thangma wochha wanthemin hahko mahjâ riimah. 
MAT.10.30	Nekho wah khochoo heh tumin phangtang weih lahma thieneka. 
MAT.10.31	Erohwah nekchei en; nea jahmõang wochha nomemin thãchaan!
MAT.10.32	“Henma komin nok atang mathahko atea ngarãng ngama meloatjab ako, ngamemin rangkhethung wah tôngte nga Wa mathahko erohjô eloatjab ang. 
MAT.10.33	Phumma henma komin nok atang mathahko nga medak hangko, ngamemin rangkhethung wah tôngte nga Wa mathahko atemin erohjô edak ang”.
MAT.10.34	“Are hahtokkhoh ko ngama mêmo kohrãng kaerâng ngama nekthonghun en. Ngama mêmo kohrãng kat dangmek, dãng loamrãng kaerâng. 
