GEN.1.1	In the beginning
GEN.15.21	Amorites, Canaanites, Girgashites, and Jebusites.”
GEN.16.1	Abram’s wife Sarai had not borne any children for him, but she owned an Egyptian slave named Hagar. 
GEN.16.2	Sarai said to Abram, “Since the 
GEN.16.3	So Abram’s wife Sarai took Hagar, her Egyptian slave, and gave her to her husband Abram as a wife for him. This happened after Abram had lived in the land of Canaan ten years. 
GEN.16.4	He slept with
GEN.16.5	Then Sarai said to Abram, “You are responsible for my suffering!
GEN.16.6	Abram replied to Sarai, “Here, your slave is in your hands; do whatever you want with her.” Then Sarai mistreated her so much that she ran away from her.
GEN.16.7	The angel of the 
GEN.16.8	He said, “Hagar, slave of Sarai, where have you come from and where are you going?”
GEN.16.8	She replied, “I’m running away from my mistress Sarai.”
GEN.16.9	The angel of the 
GEN.16.10	The angel of the 
GEN.16.11	The angel of the 
GEN.16.12	This man will be like a wild donkey. His hand will be against everyone, and everyone’s hand will be against him; he will settle near all his relatives.”
GEN.16.13	So she named the 
GEN.16.14	That is why the well is called Beer-lahai-roi.
GEN.16.15	So Hagar gave birth to Abram’s son, and Abram named his son (whom Hagar bore) Ishmael. 
GEN.16.16	Abram was eighty-six years old when Hagar bore Ishmael to him.
GEN.17.1	When Abram was ninety-nine years old, the 
GEN.17.2	I will set up my covenant between me and you, and I will multiply you greatly.”
GEN.17.3	Then Abram fell facedown and God spoke with him: 
GEN.17.4	“As for me, here is my covenant with you: You will become the father of many nations. 
GEN.17.5	Your name will no longer be Abram;
GEN.17.6	I will make you extremely fruitful and will make nations and kings come from you. 
GEN.17.7	I will confirm my covenant that is between me and you and your future offspring throughout their generations. It is a permanent covenant
GEN.17.8	And to you and your future offspring
GEN.17.9	God also said to Abraham, “As for you, you and your offspring after you throughout their generations are to keep my covenant. 
GEN.17.10	This is my covenant between me and you and your offspring after you, which you are to keep: Every one of your males must be circumcised. 
GEN.17.11	You must circumcise the flesh of your foreskin to serve as a sign of the covenant between me and you.
GEN.17.12	Throughout your generations, every male among you is to be circumcised
GEN.17.13	Whether born in your household or purchased, he must be circumcised. My covenant will be marked in your flesh as a permanent covenant. 
GEN.17.14	If any male is not circumcised in the flesh of his foreskin, that man will be cut off from his people; he has broken my covenant.”
GEN.17.15	God said to Abraham, “As for your wife Sarai, do not call her Sarai, for Sarah
GEN.17.16	I will bless her; indeed, I will give you a son by her.
GEN.17.17	Abraham fell facedown. Then he laughed
GEN.17.18	So Abraham said to God, “If only Ishmael were acceptable
GEN.17.19	But God said, “No. Your wife Sarah will bear you a son, and you will name him Isaac.
GEN.17.20	As for Ishmael, I have heard you. I will certainly bless him; I will make him fruitful and will multiply him greatly. He will father twelve tribal leaders,
GEN.17.21	But I will confirm my covenant with Isaac, whom Sarah will bear to you at this time next year.”
GEN.17.22	When he finished talking with him, God withdrew
GEN.17.23	So Abraham took his son Ishmael and those born in his household or purchased — every male among the members of Abraham’s household — and he circumcised the flesh of their foreskin on that very day, just as God had said to him. 
GEN.17.24	Abraham was ninety-nine years old when the flesh of his foreskin was circumcised, 
GEN.17.25	and his son Ishmael was thirteen years old when the flesh of his foreskin was circumcised. 
GEN.17.26	On that same day Abraham and his son Ishmael were circumcised. 
GEN.17.27	And all the men of his household — whether born in his household or purchased from a foreigner — were circumcised with him.
GEN.18.1	The 
GEN.18.2	He looked up, and he saw three men standing near him.
GEN.18.3	and said, “My lord, if I have found favor with you, please do not go on past your servant. 
GEN.18.4	Let a little water be brought, that you may wash your feet and rest yourselves under the tree. 
GEN.18.5	I will bring a bit of bread so that you may strengthen yourselves.
GEN.18.5	“Yes,” they replied, “do as you have said.”
GEN.18.6	So Abraham hurried into the tent and said to Sarah, “Quick! Knead three measures
GEN.18.7	Abraham ran to the herd and got a tender, choice calf. He gave it to a young man, who hurried to prepare it. 
GEN.18.8	Then Abraham took curds
GEN.18.9	“Where is your wife Sarah?” they asked him.
GEN.18.9	“There, in the tent,” he answered.
GEN.18.10	The 
GEN.18.11	Abraham and Sarah were old and getting on in years.
GEN.18.12	So she laughed to herself: “After I am worn out and my lord is old, will I have delight?” 
GEN.18.13	But the 
GEN.18.14	Is anything impossible for the 
GEN.18.15	Sarah denied it. “I did not laugh,” she said, because she was afraid.
GEN.18.15	But he replied, “No, you did laugh.”
GEN.18.16	The men got up from there and looked out over Sodom, and Abraham was walking with them to see them off. 
GEN.18.17	Then the 
GEN.18.18	Abraham is to become a great and powerful nation, and all the nations of the earth will be blessed through him.
GEN.18.19	For I have chosen
GEN.18.20	Then the 
GEN.18.21	I will go down
GEN.18.22	The men turned from there and went toward Sodom
GEN.18.23	Abraham stepped forward and said, “Will you really sweep away the righteous with the wicked?
GEN.18.24	What if there are fifty righteous people in the city? Will you really sweep it away instead of sparing the place for the sake of the fifty righteous people who are in it? 
GEN.18.25	You could not possibly do such a thing: to kill the righteous with the wicked, treating the righteous and the wicked alike. You could not possibly do that! Won’t the Judge of the whole earth do what is just?” 
GEN.18.26	The 
GEN.18.27	Then Abraham answered, “Since I have ventured to speak to my lord — even though I am dust and ashes —  
GEN.18.28	suppose the fifty righteous lack five. Will you destroy the whole city for lack of five?”
GEN.18.28	He replied, “I will not destroy it if I find forty-five there.”
GEN.18.29	Then he spoke to him again, “Suppose forty are found there?”
GEN.18.29	He answered, “I will not do it on account of forty.”
GEN.18.30	Then he said, “Let my lord not be angry, and I will speak further. Suppose thirty are found there?”
GEN.18.30	He answered, “I will not do it if I find thirty there.”
GEN.18.31	Then he said, “Since I have ventured to speak to my lord, suppose twenty are found there?”
GEN.18.31	He replied, “I will not destroy it on account of twenty.”
GEN.18.32	Then he said, “Let my lord not be angry, and I will speak one more time.
GEN.18.32	He answered, “I will not destroy it on account of ten.” 
GEN.18.33	When the 
GEN.19.1	The two angels entered Sodom
GEN.19.2	and said, “My lords, turn aside to your servant’s house, wash your feet, and spend the night. Then you can get up early and go on your way.”
GEN.19.2	“No,” they said. “We would rather spend the night in the square.” 
GEN.19.3	But he urged them so strongly that they followed him and went into his house. He prepared a feast and baked unleavened bread for them, and they ate.
GEN.19.4	Before they went to bed, the men of the city of Sodom, both young and old, the whole population, surrounded the house. 
GEN.19.5	They called out to Lot and said, “Where are the men who came to you tonight? Send them out to us so we can have sex with them!” 
GEN.19.6	Lot went out to them at the entrance and shut the door behind him. 
GEN.19.7	He said, “Don’t do this evil, my brothers. 
GEN.19.8	Look, I’ve got two daughters who haven’t been intimate with a man.
GEN.19.9	“Get out of the way!” they said, adding, “This one came here as an alien, but he’s acting like a judge!
GEN.19.10	But the angels
GEN.19.11	They struck the men who were at the entrance of the house, both young and old, with blindness
GEN.19.12	Then the angels said to Lot, “Do you have anyone else here: a son-in-law, your sons and daughters, or anyone else in the city who belongs to you? Get them out of this place, 
GEN.19.13	for we are about to destroy this place because the outcry against its people is so great before the 
GEN.19.14	So Lot went out and spoke to his sons-in-law, who were going to marry
GEN.19.15	At daybreak the angels urged Lot on: “Get up! Take your wife and your two daughters who are here, or you will be swept away in the punishment
GEN.19.16	But he hesitated. Because of the 
GEN.19.17	As soon as the angels got them outside, one of them
GEN.19.18	But Lot said to them, “No, my lords
GEN.19.19	Your servant has indeed found favor with you, and you have shown me great kindness by saving my life. But I can’t run to the mountains; the disaster will overtake me, and I will die. 
GEN.19.20	Look, this town is close enough for me to flee to. It is a small place. Please let me run to it — it’s only a small place, isn’t it? — so that I can survive.”
GEN.19.21	And he said to him, “All right,
GEN.19.22	Hurry up! Run to it, for I cannot do anything until you get there.” Therefore the name of the city is Zoar.
GEN.19.23	The sun had risen over the land when Lot reached Zoar. 
GEN.19.24	Then out of the sky the 
GEN.19.25	He demolished these cities, the entire plain, all the inhabitants of the cities, and whatever grew on the ground. 
GEN.19.26	But Lot’s wife looked back and became a pillar of salt.
GEN.19.27	Early in the morning Abraham went to the place where he had stood before the 
GEN.19.28	He looked down toward Sodom and Gomorrah and all the land of the plain, and he saw that smoke was going up from the land like the smoke of a furnace. 
GEN.19.29	So it was, when God destroyed the cities of the plain, he remembered Abraham and brought Lot out of the middle of the upheaval when he demolished the cities where Lot had lived.
GEN.19.30	Lot departed from Zoar and lived in the mountains along with his two daughters, because he was afraid to live in Zoar. Instead, he and his two daughters lived in a cave. 
GEN.19.31	Then the firstborn said to the younger, “Our father is old, and there is no man in the land to sleep with us as is the custom of all the land. 
GEN.19.32	Come, let’s get our father to drink wine so that we can sleep with him and preserve our father’s line.” 
GEN.19.33	So they got their father to drink wine that night, and the firstborn came and slept with her father; he did not know when she lay down or when she got up.
GEN.19.34	The next day the firstborn said to the younger, “Look, I slept with my father last night. Let’s get him to drink wine again tonight so you can go sleep with him and we can preserve our father’s line.” 
GEN.19.35	That night they again got their father to drink wine, and the younger went and slept with him; he did not know when she lay down or when she got up.
