GEN.1.1	 In the beginning
2SA.12.26	 So Joab fought against Rabbah of the Ammonites and captured the royal city. 
2SA.12.27	 Joab then sent messengers to David, saying, “I have fought against Rabbah and have captured the water supply of the city.
2SA.12.28	 So now assemble the rest of the army
2SA.12.29	 So David assembled all the army and went to Rabbah and fought against it and captured it. 
2SA.12.30	 He took the crown of their king
2SA.12.31	 He removed
2SA.13.1	 Now David’s son Absalom had a beautiful sister named Tamar. In the course of time David’s son Amnon fell madly in love with her.
2SA.13.2	 But Amnon became frustrated because he was so lovesick
2SA.13.3	 Now Amnon had a friend named Jonadab, the son of David’s brother Shimeah. Jonadab was a very crafty man. 
2SA.13.4	 He asked Amnon,
2SA.13.5	 Jonadab replied to him, “Lie down on your bed and pretend to be sick.
2SA.13.6	 So Amnon lay down and pretended to be sick. When the king came in to see him, Amnon said to the king, “Please let my sister Tamar come in so she can make a couple of cakes in my sight. Then I will eat from her hand.”
2SA.13.7	 So David sent Tamar to the house saying, “Please go to the house of Amnon your brother and prepare some food for him.” 
2SA.13.8	 So Tamar went to the house of Amnon her brother, who was lying down. She took the dough, kneaded it, made some cakes while he watched,
2SA.13.9	 But when she took the pan and set it before him, he refused to eat. Instead Amnon said, “Get everyone out of here!”
2SA.13.10	 Then Amnon said to Tamar, “Bring the cakes into the bedroom; then I will eat from your hand.” So Tamar took the cakes that she had prepared and brought them to her brother Amnon in the bedroom. 
2SA.13.11	 As she brought them to him to eat, he grabbed her and said to her, “Come on! Get in bed with me,
2SA.13.12	 But she said to him, “No, my brother! Don’t humiliate me! This just isn’t done in Israel! Don’t do this foolish thing! 
2SA.13.13	 How could I ever be rid of my humiliation? And you would be considered one of the fools
2SA.13.14	 But he refused to listen to her.
2SA.13.15	 Then Amnon greatly despised her.
2SA.13.16	 But she said to him, “No I won’t, for sending me away now would be worse than what you did to me earlier!”
2SA.13.17	 He called his personal attendant and said to him, “Take this woman out of my sight
2SA.13.18	 (Now she was wearing a long robe,
2SA.13.19	 Then Tamar put ashes on her head and tore the long robe she was wearing. She put her hands on her head and went on her way, wailing as she went.
2SA.13.20	 Her brother Absalom said to her, “Was Amnon your brother with you? Now be quiet, my sister. He is your brother. Don’t take it so seriously!”
2SA.13.21	 Now King David heard about all these things and was very angry.
2SA.13.22	 But Absalom said nothing to Amnon, either bad or good, yet Absalom hated Amnon because he had humiliated his sister Tamar. 
2SA.13.23	 Two years later Absalom’s sheepshearers were in Baal Hazor,
2SA.13.24	 Then Absalom went to the king and said, “My shearers have begun their work.
2SA.13.25	 But the king said to Absalom, “No, my son. We shouldn’t all go. We shouldn’t burden you in that way.” Though Absalom
2SA.13.26	 Then Absalom said, “If you will not go,
2SA.13.27	 But when Absalom pressed him, he sent Amnon and all the king’s sons along with him. 
2SA.13.28	 Absalom instructed his servants, “Look! When Amnon is drunk
2SA.13.29	 So Absalom’s servants did to Amnon exactly what Absalom had instructed. Then all the king’s sons got up; each one rode away on his mule and fled.
2SA.13.30	 While they were still on their way, the following report reached David: “Absalom has killed all the king’s sons; not one of them is left!” 
2SA.13.31	 Then the king stood up and tore his garments and lay down on the ground. All his servants were standing there with torn garments as well.
2SA.13.32	 Jonadab, the son of David’s brother Shimeah, said, “My lord should not say, ‘They have killed all the young men who are the king’s sons.’ For only Amnon is dead. This is what Absalom has talked about
2SA.13.33	 Now don’t let my lord the king be concerned about the report that has come saying, ‘All the king’s sons are dead.’ It is only Amnon who is dead.” 
2SA.13.34	 In the meantime Absalom fled. When the servant who was the watchman looked up, he saw many people coming from the west
2SA.13.35	 Jonadab said to the king, “Look! The king’s sons have come! It’s just as I said!”
2SA.13.36	 Just as he finished speaking, the king’s sons arrived, wailing and weeping.
2SA.13.37	 But Absalom fled and went to King Talmai son of Ammihud of Geshur. And David
2SA.13.38	 After Absalom fled and went to Geshur, he remained there for three years. 
2SA.13.39	 The king longed
2SA.14.1	 Now Joab son of Zeruiah realized that the king longed to see
2SA.14.2	 So Joab sent to Tekoa and brought from there a wise woman. He told her, “Pretend to be in mourning
2SA.14.3	 Go to the king and speak to him in the following fashion.” Then Joab told her what to say.
2SA.14.4	 So the Tekoan woman went
2SA.14.5	 The king replied to her, “What do you want?”
2SA.14.6	 Your servant
2SA.14.7	 Now the entire family has risen up against your servant, saying, ‘Turn over the one who struck down his brother, so that we can execute him and avenge the death
2SA.14.8	 Then the king told the woman, “Go to your home. I will give instructions concerning your situation.”
2SA.14.9	 The Tekoan woman said to the king, “My lord the king, let any blame fall on me and on the house of my father. But let the king and his throne be innocent!” 
2SA.14.10	 The king said, “Bring to me whoever speaks to you, and he won’t bother you again!” 
2SA.14.11	 She replied, “In that case,
2SA.14.12	 Then the woman said, “Please permit your servant to speak to my lord the king about another matter.” He replied, “Tell me.” 
2SA.14.13	 The woman said, “Why have you devised something like this against God’s people? When the king speaks in this fashion, he makes himself guilty, for the king has not brought back the one he has banished. 
2SA.14.14	 Certainly we must die, and are like water spilled on the ground that cannot be gathered up again. But God does not take away life; instead he devises ways for the banished to be restored.
2SA.14.15	 I have now come to speak with my lord the king about this matter, because the people have made me fearful.
2SA.14.16	 Yes!
2SA.14.17	 So your servant said, ‘May the word of my lord the king be my security, for my lord the king is like the angel of God when it comes to deciding between right and wrong! May the 
2SA.14.18	 Then the king replied to the woman, “Don’t hide any information from me when I question you.” The woman said, “Let my lord the king speak!” 
2SA.14.19	 The king said, “Did Joab put you up to all of this?”
2SA.14.20	 Your servant Joab did this so as to change this situation. But my lord has wisdom like that of the angel of God, and knows everything that is happening in the land.”
2SA.14.21	 Then the king said to Joab, “All right! I
2SA.14.22	 Then Joab bowed down with his face toward the ground and thanked
2SA.14.23	 So Joab got up and went to Geshur and brought Absalom back to Jerusalem.
2SA.14.24	 But the king said, “Let him go over
2SA.14.25	 Now in all Israel everyone acknowledged that there was no man as handsome as Absalom.
2SA.14.26	 When he would shave his head – at the end of every year he used to shave his head, for it grew too long
2SA.14.27	 Absalom had
2SA.14.28	 Absalom lived in Jerusalem for two years without seeing the king’s face. 
2SA.14.29	 Then Absalom sent a message to Joab asking him to send him to the king, but Joab was not willing to come to him. So he sent a second message to him, but he still was not willing to come. 
2SA.14.30	 So he said to his servants, “Look, Joab has a portion of field adjacent to mine and he has some barley there. Go and set it on fire.”
2SA.14.31	 Then Joab got up and came to Absalom’s house. He said to him, “Why did your servants set my portion of field on fire?” 
2SA.14.32	 Absalom said to Joab, “Look, I sent a message to you saying, ‘Come here so that I can send you to the king with this message:
2SA.14.33	 So Joab went to the king and informed him. The king
2SA.15.1	 Some time later Absalom managed to acquire
2SA.15.2	 Now Absalom used to get up early and stand beside the road that led to the city gate. Whenever anyone came by who had a complaint to bring to the king for arbitration, Absalom would call out to him, “What city are you from?” The person would answer, “I, your servant,
2SA.15.3	 Absalom would then say to him, “Look, your claims are legitimate and appropriate.
2SA.15.4	 Absalom would then say, “If only they would make me
2SA.15.5	 When someone approached to bow before him, Absalom
2SA.15.6	 Absalom acted this way toward everyone in Israel who came to the king for justice. In this way Absalom won the loyalty
2SA.15.7	 After four
2SA.15.8	 For I made this vow
2SA.15.9	 The king replied to him, “Go in peace.” So Absalom
2SA.15.10	 Then Absalom sent spies through all the tribes of Israel who said, “When you hear the sound of the horn, you may assume
2SA.15.11	 Now two hundred men had gone with Absalom from Jerusalem. Since they were invited, they went naively and were unaware of what Absalom was planning.
2SA.15.12	 While he was offering sacrifices, Absalom sent for Ahithophel the Gilonite, David’s adviser,
2SA.15.13	 Then a messenger came to David and reported, “The men of Israel are loyal to Absalom!”
2SA.15.14	 So David said to all his servants who were with him in Jerusalem,
2SA.15.15	 The king’s servants replied to the king, “We will do whatever our lord the king decides.”
2SA.15.16	 So the king and all the members of his royal court
2SA.15.17	 The king and all the people set out on foot, pausing
2SA.15.18	 All his servants were leaving with him,
2SA.15.19	 Then the king said to Ittai the Gittite, “Why should you come with us? Go back and stay with the new
2SA.15.20	 It seems like you arrived just yesterday. Today should I make you wander around by going with us? I go where I must go. But as for you, go back and take your men
2SA.15.21	 But Ittai replied to the king, “As surely as the 
2SA.15.22	 So David said to Ittai, “Come along then.”
2SA.15.23	 All the land was weeping loudly
2SA.15.24	 Zadok and all the Levites who were with him were carrying the ark of the covenant of God. When they positioned the ark of God, Abiathar offered sacrifices until all the people had finished leaving
