GEN.1.1	In the beginning God created the heaven and the earth. 
GEN.31.8	If he said thus, The speckled shall be thy wages; then all the flock bare speckled: and if he said thus, The ringstraked shall be thy wages; then bare all the flock ringstraked. 
GEN.31.9	Thus God hath taken away the cattle of your father, and given them to me. 
GEN.31.10	And it came to pass at the time that the flock conceived, that I lifted up mine eyes, and saw in a dream, and, behold, the he-goats which leaped upon the flock were ringstraked, speckled, and grisled. 
GEN.31.11	And the angel of God said unto me in the dream, Jacob: and I said, Here am I. 
GEN.31.12	And he said, Lift up now thine eyes, and see, all the he-goats which leap upon the flock are ringstraked, speckled, and grisled: for I have seen all that Laban doeth unto thee. 
GEN.31.13	I am the God of Beth-el, where thou anointedst a pillar, where thou vowedst a vow unto me: now arise, get thee out from this land, and return unto the land of thy nativity. 
GEN.31.14	And Rachel and Leah answered and said unto him, Is there yet any portion or inheritance for us in our father's house? 
GEN.31.15	Are we not counted of him strangers? for he hath sold us, and hath also quite devoured our money. 
GEN.31.16	For all the riches which God hath taken away from our father, that is ours and our children's: now then, whatsoever God hath said unto thee, do.
GEN.31.17	Then Jacob rose up, and set his sons and his wives upon the camels; 
GEN.31.18	and he carried away all his cattle, and all his substance which he had gathered, the cattle of his getting, which he had gathered in Paddan-aram, for to go to Isaac his father unto the land of Canaan. 
GEN.31.19	Now Laban was gone to shear his sheep: and Rachel stole the teraphim that were her father's. 
GEN.31.20	And Jacob stole away unawares to Laban the Syrian, in that he told him not that he fled. 
GEN.31.21	So he fled with all that he had; and he rose up, and passed over the River, and set his face toward the mountain of Gilead. 
GEN.31.22	And it was told Laban on the third day that Jacob was fled. 
GEN.31.23	And he took his brethren with him, and pursued after him seven days' journey; and he overtook him in the mountain of Gilead. 
GEN.31.24	And God came to Laban the Syrian in a dream of the night, and said unto him, Take heed to thyself that thou speak not to Jacob either good or bad.
GEN.31.25	And Laban came up with Jacob. Now Jacob had pitched his tent in the mountain: and Laban with his brethren pitched in the mountain of Gilead. 
GEN.31.26	And Laban said to Jacob, What hast thou done, that thou hast stolen away unawares to me, and carried away my daughters as captives of the sword? 
GEN.31.27	Wherefore didst thou flee secretly, and steal away from me; and didst not tell me, that I might have sent thee away with mirth and with songs, with tabret and with harp; 
GEN.31.28	and hast not suffered me to kiss my sons and my daughters? now hast thou done foolishly. 
GEN.31.29	It is in the power of my hand to do you hurt: but the God of your father spake unto me yesternight, saying, Take heed to thyself that thou speak not to Jacob either good or bad. 
GEN.31.30	And now, 
GEN.31.31	And Jacob answered and said to Laban, Because I was afraid: for I said, Lest thou shouldest take thy daughters from me by force. 
GEN.31.32	With whomsoever thou findest thy gods, he shall not live: before our brethren discern thou what is thine with me, and take it to thee. For Jacob knew not that Rachel had stolen them. 
GEN.31.33	And Laban went into Jacob's tent, and into Leah's tent, and into the tent of the two maidservants; but he found them not. And he went out of Leah's tent, and entered into Rachel's tent. 
GEN.31.34	Now Rachel had taken the teraphim, and put them in the camel's furniture, and sat upon them. And Laban felt about all the tent, but found them not. 
GEN.31.35	And she said to her father, Let not my lord be angry that I cannot rise up before thee; for the manner of women is upon me. And he searched, but found not the teraphim.
GEN.31.36	And Jacob was wroth, and chode with Laban: and Jacob answered and said to Laban, What is my trespass? what is my sin, that thou hast hotly pursued after me? 
GEN.31.37	Whereas thou hast felt about all my stuff, what hast thou found of all thy household stuff? Set it here before my brethren and thy brethren, that they may judge betwixt us two. 
GEN.31.38	This twenty years have I been with thee; thy ewes and thy she-goats have not cast their young, and the rams of thy flocks have I not eaten. 
GEN.31.39	That which was torn of beasts I brought not unto thee; I bare the loss of it; of my hand didst thou require it, whether stolen by day or stolen by night. 
GEN.31.40	Thus I was; in the day the drought consumed me, and the frost by night; and my sleep fled from mine eyes. 
GEN.31.41	These twenty years have I been in thy house; I served thee fourteen years for thy two daughters, and six years for thy flock: and thou hast changed my wages ten times. 
GEN.31.42	Except the God of my father, the God of Abraham, and the Fear of Isaac, had been with me, surely now hadst thou sent me away empty. God hath seen mine affliction and the labour of my hands, and rebuked thee yesternight.
GEN.31.43	And Laban answered and said unto Jacob, The daughters are my daughters, and the children are my children, and the flocks are my flocks, and all that thou seest is mine: and what can I do this day unto these my daughters, or unto their children which they have borne? 
GEN.31.44	And now come, let us make a covenant, I and thou; and let it be for a witness between me and thee. 
GEN.31.45	And Jacob took a stone, and set it up for a pillar. 
GEN.31.46	And Jacob said unto his brethren, Gather stones; and they took stones, and made an heap: and they did eat there by the heap. 
GEN.31.47	And Laban called it Jegar-sahadutha: but Jacob called it Galeed. 
GEN.31.48	And Laban said, This heap is witness between me and thee this day. Therefore was the name of it called Galeed: 
GEN.31.49	and Mizpah, for he said, The 
GEN.31.50	If thou shalt afflict my daughters, and if thou shalt take wives beside my daughters, no man is with us; see, God is witness betwixt me and thee. 
GEN.31.51	And Laban said to Jacob, Behold this heap, and behold the pillar, which I have set betwixt me and thee. 
GEN.31.52	This heap be witness, and the pillar be witness, that I will not pass over this heap to thee, and that thou shalt not pass over this heap and this pillar unto me, for harm. 
GEN.31.53	The God of Abraham, and the God of Nahor, the God of their father, judge betwixt us. And Jacob sware by the Fear of his father Isaac. 
GEN.31.54	And Jacob offered a sacrifice in the mountain, and called his brethren to eat bread: and they did eat bread, and tarried all night in the mountain. 
GEN.31.55	And early in the morning Laban rose up, and kissed his sons and his daughters, and blessed them: and Laban departed, and returned unto his place.
GEN.32.1	And Jacob went on his way, and the angels of God met him. 
GEN.32.2	And Jacob said when he saw them, This is God's host: and he called the name of that place Mahanaim.
GEN.32.3	And Jacob sent messengers before him to Esau his brother unto the land of Seir, the field of Edom. 
GEN.32.4	And he commanded them, saying, Thus shall ye say unto my lord Esau; Thus saith thy servant Jacob, I have sojourned with Laban, and stayed until now: 
GEN.32.5	and I have oxen, and asses 
GEN.32.6	And the messengers returned to Jacob, saying, We came to thy brother Esau, and moreover he cometh to meet thee, and four hundred men with him. 
GEN.32.7	Then Jacob was greatly afraid and was distressed: and he divided the people that was with him, and the flocks, and the herds, and the camels, into two companies; 
GEN.32.8	and he said, If Esau come to the one company, and smite it, then the company which is left shall escape.
GEN.32.9	And Jacob said, O God of my father Abraham, and God of my father Isaac, O 
GEN.32.10	I am not worthy of the least of all the mercies, and of all the truth, which thou hast shewed unto thy servant; for with my staff I passed over this Jordan; and now I am become two companies. 
GEN.32.11	Deliver me, I pray thee, from the hand of my brother, from the hand of Esau: for I fear him, lest he come and smite me, the mother with the children. 
GEN.32.12	And thou saidst, I will surely do thee good, and make thy seed as the sand of the sea, which cannot be numbered for multitude.
GEN.32.13	And he lodged there that night; and took of that which he had with him a present for Esau his brother; 
GEN.32.14	two hundred she-goats and twenty he-goats, two hundred ewes and twenty rams, 
GEN.32.15	thirty milch camels and their colts, forty kine and ten bulls, twenty she-asses and ten foals. 
GEN.32.16	And he delivered them into the hand of his servants, every drove by itself; and said unto his servants, Pass over before me, and put a space betwixt drove and drove. 
GEN.32.17	And he commanded the foremost, saying, When Esau my brother meeteth thee, and asketh thee, saying, Whose art thou? and whither goest thou? and whose are these before thee? 
GEN.32.18	then thou shalt say, 
GEN.32.19	And he commanded also the second, and the third, and all that followed the droves, saying, On this manner shall ye speak unto Esau, when ye find him; 
GEN.32.20	and ye shall say, Moreover, behold, thy servant Jacob is behind us. For he said, I will appease him with the present that goeth before me, and afterward I will see his face; peradventure he will accept me. 
