GEN.1.1	In the beginning God created the heaven and the earth. 
JOS.10.1	Now it came to pass, when Adoni-zedek king of Jerusalem heard how Joshua had taken Ai, and had utterly destroyed it; as he had done to Jericho and her king, so he had done to Ai and her king; and how the inhabitants of Gibeon had made peace with Israel, and were among them; 
JOS.10.2	that they feared greatly, because Gibeon was a great city, as one of the royal cities, and because it was greater than Ai, and all the men thereof were mighty. 
JOS.10.3	Wherefore Adoni-zedek king of Jerusalem sent unto Hoham king of Hebron, and unto Piram king of Jarmuth, and unto Japhia king of Lachish, and unto Debir king of Eglon, saying, 
JOS.10.4	Come up unto me, and help me, and let us smite Gibeon: for it hath made peace with Joshua and with the children of Israel. 
JOS.10.5	Therefore the five kings of the Amorites, the king of Jerusalem, the king of Hebron, the king of Jarmuth, the king of Lachish, the king of Eglon, gathered themselves together, and went up, they and all their hosts, and encamped against Gibeon, and made war against it. 
JOS.10.6	And the men of Gibeon sent unto Joshua to the camp to Gilgal, saying, Slack not thy hand from thy servants; come up to us quickly, and save us, and help us: for all the kings of the Amorites that dwell in the hill country are gathered together against us.
JOS.10.7	So Joshua went up from Gilgal, he, and all the people of war with him, and all the mighty men of valour. 
JOS.10.8	And the 
JOS.10.9	Joshua therefore came upon them suddenly; 
JOS.10.10	And the 
JOS.10.11	And it came to pass, as they fled from before Israel, while they were in the going down of Beth-horon, that the 
JOS.10.12	Then spake Joshua to the 
JOS.10.13	And the sun stood still, and the moon stayed, until the nation had avenged themselves of their enemies. Is not this written in the book of Jashar? And the sun stayed in the midst of heaven, and hasted not to go down about a whole day. 
JOS.10.14	And there was no day like that before it or after it, that the 
JOS.10.15	And Joshua returned, and all Israel with him, unto the camp to Gilgal. 
JOS.10.16	And these five kings fled, and hid themselves in the cave at Makkedah. 
JOS.10.17	And it was told Joshua, saying, The five kings are found, hidden in the cave at Makkedah. 
JOS.10.18	And Joshua said, Roll great stones unto the mouth of the cave, and set men by it for to keep them: 
JOS.10.19	but stay not ye; pursue after your enemies, and smite the hindmost of them; suffer them not to enter into their cities: for the 
JOS.10.20	And it came to pass, when Joshua and the children of Israel had made an end of slaying them with a very great slaughter, till they were consumed, and the remnant which remained of them had entered into the fenced cities, 
JOS.10.21	that all the people returned to the camp to Joshua at Makkedah in peace: none moved his tongue against any of the children of Israel. 
JOS.10.22	Then said Joshua, Open the mouth of the cave, and bring forth those five kings unto me out of the cave. 
JOS.10.23	And they did so, and brought forth those five kings unto him out of the cave, the king of Jerusalem, the king of Hebron, the king of Jarmuth, the king of Lachish, the king of Eglon. 
JOS.10.24	And it came to pass, when they brought forth those kings unto Joshua, that Joshua called for all the men of Israel, and said unto the chiefs of the men of war which went with him, Come near, put your feet upon the necks of these kings. And they came near, and put their feet upon the necks of them. 
JOS.10.25	And Joshua said unto them, Fear not, nor be dismayed; be strong and of good courage: for thus shall the 
JOS.10.26	And afterward Joshua smote them, and put them to death, and hanged them on five trees: and they were hanging upon the trees until the evening. 
JOS.10.27	And it came to pass at the time of the going down of the sun, that Joshua commanded, and they took them down off the trees, and cast them into the cave wherein they had hidden themselves, and laid great stones on the mouth of the cave, unto this very day.
JOS.10.28	And Joshua took Makkedah on that day, and smote it with the edge of the sword, and the king thereof; he utterly destroyed them and all the souls that were therein, he left none remaining: and he did to the king of Makkedah as he had done unto the king of Jericho. 
JOS.10.29	And Joshua passed from Makkedah, and all Israel with him, unto Libnah, and fought against Libnah: 
JOS.10.30	and the 
JOS.10.31	And Joshua passed from Libnah, and all Israel with him, unto Lachish, and encamped against it, and fought against it: 
JOS.10.32	and the 
JOS.10.33	Then Horam king of Gezer came up to help Lachish; and Joshua smote him and his people, until he had left him none remaining. 
JOS.10.34	And Joshua passed from Lachish, and all Israel with him, unto Eglon; and they encamped against it, and fought against it; 
JOS.10.35	and they took it on that day, and smote it with the edge of the sword, and all the souls that were therein he utterly destroyed that day, according to all that he had done to Lachish. 
JOS.10.36	And Joshua went up from Eglon, and all Israel with him, unto Hebron; and they fought against it: 
JOS.10.37	and they took it, and smote it with the edge of the sword, and the king thereof, and all the cities thereof, and all the souls that were therein; he left none remaining, according to all that he had done to Eglon; but he utterly destroyed it, and all the souls that were therein. 
JOS.10.38	And Joshua returned, and all Israel with him, to Debir; and fought against it: 
JOS.10.39	and he took it, and the king thereof, and all the cities thereof; and they smote them with the edge of the sword, and utterly destroyed all the souls that were therein; he left none remaining: as he had done to Hebron, so he did to Debir, and to the king thereof; as he had done also to Libnah, and to the king thereof. 
JOS.10.40	So Joshua smote all the land, the hill country, and the South, and the lowland, and the slopes, and all their kings; he left none remaining: but he utterly destroyed all that breathed, as the 
JOS.10.41	And Joshua smote them from Kadesh-barnea even unto Gaza, and all the country of Goshen, even unto Gibeon. 
JOS.10.42	And all these kings and their land did Joshua take at one time, because the 
JOS.10.43	And Joshua returned, and all Israel with him, unto the camp to Gilgal.
JOS.11.1	And it came to pass, when Jabin king of Hazor heard thereof, that he sent to Jobab king of Madon, and to the king of Shimron, and to the king of Achshaph, 
JOS.11.2	and to the kings that were on the north, in the hill country, and in the Arabah south of Chinneroth, and in the lowland, and in the heights of Dor on the west, 
JOS.11.3	to the Canaanite on the east and on the west, and the Amorite, and the Hittite, and the Perizzite, and the Jebusite in the hill country, and the Hivite under Hermon in the land of Mizpah. 
JOS.11.4	And they went out, they and all their hosts with them, much people, even as the sand that is upon the sea shore in multitude, with horses and chariots very many. 
JOS.11.5	And all these kings met together; and they came and pitched together at the waters of Merom, to fight with Israel. 
JOS.11.6	And the 
JOS.11.7	So Joshua came, and all the people of war with him, against them by the waters of Merom suddenly, and fell upon them. 
JOS.11.8	And the 
JOS.11.9	And Joshua did unto them as the 
JOS.11.10	And Jeshua turned back at that time, and took Hazor, and smote the king thereof with the sword: for Hazor beforetime was the head of all those kingdoms. 
JOS.11.11	And they smote all the souls that were therein with the edge of the sword, utterly destroying them: there was none left that breathed: and he burnt Hazor with fire. 
JOS.11.12	And all the cities of those kings, and all the kings of them, did Joshua take, and he smote them with the edge of the sword, and utterly destroyed them; as Moses the servant of the 
