JHN.1.1	Tsidyodaghsawen ne Logos
JHN.14.2	Tsidhononghsode ne Ragenihha yawetowànen kanaktayèndon, togat yaghetho ten ayoughton, aontekwaghrori etho wakeghte kwanaktaghseronyenìre. 
JHN.14.3	Oni togat egh wakeghte oni wakadenrhàrate ne ensewanakdayendake, enghskewe àre, oni ensekwayena iihne; nene tsinowe niih enkeseke, etho oni ise aonteseweseke. 
JHN.14.4	Ok tsiniyehenke sewayendèri, tsiniyothahhmon oni sewayenderi.
JHN.14.5	Thomas wahhawenhaghse, Sayàner, yaghten yakwayendèri tsiniyehenghse; ogh kadi nenyàwen enyakwahahhayenderíhek? 
JHN.14.6	Jesus wahhawenhaghse, Iih naah ne yohahha, oni ne togenskètsera, oni ne adonhèta: yaghonghka ne ongwe te ènrawe ne Ranihnehha, neok Iihne. 
JHN.14.7	Togat niih aonteskwayenderhen, aonteghtsisewayenderhen oni ne Ragenihha; oni nonwa tsinondawe eghtsisewayendèri, oni onen waghtsisewàken. 
JHN.14.8	Philip wahhawenhaghse, Sayàner, takwana-donhaghse ne Ranihha, ok aongwaweryendìyoh. 
JHN.14.9	Jesus wahhawenhaghse, etho ken nahhe tsi iddewese, ok shegon yaghten aonteskyenderhen, Philip! Raonhha nene wahhakwatkaghtho niih, onen yaweght rotkaghtho ne Ranihha; ogh kadi niyought tsi sadon, takwanadonhaghse ne Ranihha. 
JHN.14.10	Yagh ken teseghtaghkon tsi etho kideron Ranihne, oni ne Ranihha Iihne yehennderon? tsini kawènnage ne kwaghròri, yagh Iihne ten katròri: ok denghnon ne Ranihha nene iihne yéhennderon, ne hoyèrenhatye nʼetho ne karihhotènse. 
JHN.14.11	Aghserhek togenske tsinakyere, tsi egh yekideron Ranihne, ok ne Ranihha iihne yehennderon: oni teseghtaghkon se etho neok aoriwa tsini karrihhòtense. 
JHN.14.12	Agwagh togenske, togenske wakwenhaghse, raonha nene tehaweghtaghkon iihne, tsinikarihhoten, ne wakyerenhatye etho oni nʼenhàyere; ok oni senhha karihhowanen tsinenhàyere tsiniyought ne kengayen; ne wahhòne etho wakeghte Ragenihne. 
JHN.14.13	Ok tsiok nahhoten ensewarighwanegha iih aksennàgon, etho nʼenkyere, nene aontehonwagloriste ne Ranihha ne Rowayèa-nehha. 
JHN.14.14	Togat tsiok nahhoten ensewarighwanegha aksènnagon, etho nʼenkyere.
JHN.14.15	Togat takwanoronghkwa, sewarighwenhhàwak akewennaògon. 
JHN.14.16	Oni enhiyenidenghten ne Ranihha, ok oya enghtsisewàwigh ne Kanigonghraghnìratsha, nene tiutkon wadògen aonteseweseke; 
JHN.14.17	Ne agwagh ne togensketsera aonigonra; nene yaghten yodòn aonteyoyendane ne oghwhenjage, ne wahhoni yaghten tehonwakànere, yaghoni tehonwayendèri: ok denghnon eghtsisewayenderi ne ise; iken egh ronàdayen tsi sewennderon, oni isege onhennderondake. 
JHN.14.18	Yaghten yaweght enkwayadòndi ne ensewenndenghtane; egh enskewe tsi isewese. 
JHN.14.19	Shegon neyorighwessa, ok ne ongwe yaghten: tetsyonkekànere; ok denghnon ise teskwakànere; ne aoriwa tsikonhe, ise oni entsyonheke. 
JHN.14.20	Etho enweghníseràdek ensewadogense, tsi. Ragenihne yekideron, ok ise ne ne Iihne, ok Iih; nene isege. 
JHN.14.21	Raonhha nene rarighwenhhawe akewenna-ògon, oni rarighwatsteristha, raonhha naah ne ne: rakhenoronghkwa; ok raonhha nene rakhenoronghkwa ne Ragenihha enhonoronghkwak, oni I-ih enhinoronghkwake, oni enkadaddodaghsyon raonhhage. 
JHN.14.22	Judas wahhawenhaghse, (yaghten ne Iscariot) Sayaner, oghnen awen nene ensadaddodaghsyoni iihne tsiniyakyon, ok yaghten ne ongweogònge? 
JHN.14.23	Jesus tahhariwaghseràgon oni wahhawen— haghse, Togat ne rongwe rakhenoronghkwa, en— hatsteriste akewenna-ògon: oni ne Ragenihha en— honoronghkwake, etho enyakwawe tsi ire, oni raonhhage enyakwatyendak. 
JHN.14.24	Raonhha nene yaghten hakhenoronghkwa, yaghten harighwenhhawe tsinikewennòten; ok ne? sewawennaghronken yagh niih akewènna de gen; ok denghnon ne raowenna ne Ranihha nene rak— hennha-on. 
JHN.14.25	Ne ken ne karihhotense wakwaghròri, tsi shegon yaweght wàdogen iddewese. 
JHN.14.26	Ok denghnon ne Ranigonghraghniratsha, ne naah ne Ronigonghriyoston, nene Ranihha enhonhane Iih aksènnagon, Raonha enghtsisewarighhonye yorighwagwègon, oni eghtsiseweghyaghraghkwake tsiok nahhoten ne wakwaghròri. 
JHN.14.27	Kayannerenghsera wakwayènhaghse, akyan-nerenghsera kwawihhe, yagh egh teyought tsi kwawihhe tsiniyought ne ongwe waondaddawihhe. Toghsa yoronghyagen ne sewanigonra, toghsa oni tesewadonghharenron. 
JHN.14.28	Sewaghronken tsini kwayeràse, eren wakeghte, oni enskewe isege. Togat aghskwanoronghkwake, aontesewadonhàren, ne wahhòne tsi wàken, etho wakeghte Ranihne; iken ne Ragenihha senhha te hakowànen tsiniyought niih. 
JHN.14.29	Ok onen nonwa wakwaghròri, arekho tʼenwaderighwihhewe, nene neonen aonderighwihhewe, aonteseweghtaghkon. 
JHN.14.30	Oghnagenge yagh èso ten dewaghthàren; iken ne ronwakowànen ne ken yoghwhenjade, dàre, ok yaghten horiwayen iihne. 
JHN.14.31	Ok denghnon nene yoghwhentjagwegon aonteyodògens nene Iih rinoronghkwa ne Ranihha; ok tsiniyought ne Ragenihha rakerighwawi etho oni niih ne ikyerha. Tesewadan, eren endeweght.
JHN.15.1	Iih naah ne togenske onenhhare, ok ne Ragenihha ne raghsnyese. 
JHN.15.2	Tsini wakenhaghtayen nene yaghten waghyaniyonden eren sahahhàwighte: ok tsinikanhaghtage nene waghyaniyonden, wahharàkewe nene senhha aontewaghyaniyondhak. 
JHN.15.3	Onen nonwa kanohhare sitsyonhe ne aoriwa ne owenna nene kwaghtharane tsinahhe. 
JHN.15.4	Iihne ensewesege, oni iih ne isege. Tsiniyought ne kanhaghta aonhha yaghten yaweght enwaghyaniyonden, togat yagh egh tʼaontekanhaghtodak tsi onenhharetseragwenniyo; yagh oni ise aontesewadonseke, nene yagh iihne tʼenseweseke. 
JHN.15.5	Iih naah ne onenhhare, ok ise yaweght nene kanhaghtòden. Raonha nene iihne yehennderon, ok Iih ne raonhhage, ne sagat eso enhoghyaniyòndhak, iken ne yagh nʼIih tʼikyàdare, yaghothenon tʼaonse warìghwagwè ni. 
JHN.15.6	Togat ne rongwe yagh Iihne ten hennderon, eren wahhonwatyeghte tsiniyought ne wa-enhaghtolkàren, ok wa-ondakenhheye ok ne ongwe wa-eròroke, oni otsisdage waakòdi, ok waontshaghte. 
JHN.15.7	Togat isewese Iihne, oni akewennaogon sewanigonragon yegayen, ensewarighwanekha, tsiok nahhoten ensewerhek, ok enyetshinigonrayerite. 
JHN.15.8	Etho niyought wahonwagloriste ne Ragenihha, nene tsi eso se waghyaniyonden; etho niyought aketyonghkwa ensewàdon. 
JHN.15.9	Tsiniyought ne Ranihha tsiwahhakenoronghkwa, etho oni niyought tsiwakwanoronghkwa, okonen tsiniyought sewesek akenoronghkwatseragon. 
JHN.15.10	Togat sewarighwatsteristha tsiniwakerighwisson akenoronghkwatseragon ne enseweseke; nene agwagh tsiniyought tsiwakerighwatsteristha tsini horighwisson ne Ragenihha, ok onen tsiniyought raonoronghkwatseragon ikese. 
JHN.15.11	Ne kengayen ne karihhòten wakwaghtharaghgwenni; ne ne akwaddonweshenghtsera egh aontakayendak tsi isewese, ok oni nene sewaddonweshenghtsera aontakanànon. 
JHN.15.12	Ne kengayen ne wakerighwisson, nene entsyadaddenoronghkwake, tsiniyought niih tsi wakwanoronghkwa. 
JHN.15.13	Yagh onghka ne ongwe senhha ten hanoronghkwa tsiniyought ne kengayen, ne ne rongwe aontehadewenndeghte tsi ronhe ne raoderswa ne rondenron. 
JHN.15.14	Ise naah ne dewadènron, togat aontesewarighwayèrite tsiok nahhoten ne kwarighwissa-enni. 
JHN.15.15	Tsi nondawe yaghten enkadonhek, kwanhase: iken ne ronwanhase yaghten harighwayenderi tsini hoyerenhatye ne Royaner: ok denghnon wakwanadonghkwa dewadènron; iken yorighwagwegon tsini wakaghrònken ne Ragenihne wakwarighwaghronkatha. 
JHN.15.16	Yagh ise teghsgwaragwènni, ok Iih denghnon kwaragwenni oni wakwanghhondàne, nene aontesewaghdendi oni aontesewaghyaniyondhak, oni ne sewahhihk aontekarighwadatye: nene tsiok nahhoten enghtsisewarighwanèkhen ne Ranihha iih aksennagon, aonteghtsisewàwi ne etho. 
JHN.15.17	Ne ken ne karihhoten wakwènni nene aontetsyadaddenoronghkwake. 
JHN.15.18	Togat ne ongwehogon yetshighswense, sewayenderi wahhy wa-onkswen-nʼiih atekho nʼise ten yetshighswe-on. 
JHN.15.19	Togat nonken ongweghne aontesewayadare, enyenoronghkwake ne ongwe nene akòwenk, ok ne aoriwa tsi yagh ongweghne ten sewayàdare, ok ne kwayadaragwènni ne ongweghne, ne kadi wahhoni ne ongwe yetshighswense. 
JHN.15.20	Seweghytirek ne owenna tsinikwayetàse, ne ronwanhase yagh serihha ten hakorwànen tsiniyought ne Raoyanèda. Togat nonken waonkyèsaghte nʼiih, enyetshiyesaghte oni nʼise: togat wacntstèrist nʼIih tsini wakerihhòten, enyontsterist oni tsinisewarihhoten nʼise. 
JHN.15.21	Ok denghnon yorighwagwegon ne kengayen ne enyetshíyere ne aoriwa ne aksènna, ne wahhone tsi yaghten honwayenderi ne rakhenha-on. 
JHN.15.22	Togat yagh tʼaontewàkon yagh oni aontewakeghtharàni, yaghten aontahoderighwannerak-serayendake: ok denghnon nonwa yaghten hodiyen ne karhòrrokten ne raoderighwanneren. 
JHN.15.23	Raonhha nene rakswense nʼIih roghswense oni ne Ragenihha. 
JHN.15.24	Togat yaghten aonkyèren tsi radideron tsinikarihhotense nene yagh onghka oya ne ongwe etho ten yakoyèren, yaghten aontahoderighwannerak-serayendake: ok onen yaweght wahhontkaghtho oni wa-onkfwen nʼIih, ok oni wahhonwaghfwen ne Ragenihha. 
JHN.15.25	Ok denghnon etho ne wa-àwenne nene aonte-karighwayèrìne tsi kaghyàdon ne raoderighwàge ne Law. Yagh ogh ten wakstonden tsi wa-onkswen. 
JHN.15.26	Ok ne onen enrawa ne Kanigonghraghser-onyàtha (ne Ronigonghriyoston) nene Ragenihne enhinhane isege enreghte ne ne agwagh aonigonra ne togensketsera, nene Ranihne tehoyenghtaghkwe raonha enhakerighwaghniratse ne nʼIih. 
JHN.15.27	Ise oni ensewarighwaghniratse, ne wahhone tsinahhe tyodaghsawen wadogen iddewese.
JHN.16.1	Ne kengayen ne wakwaghtharaghkwen, nene; yaghten aontayetshighswadènni. 
JHN.16.2	Enyetshiyadinnegenwe ne synagogue; togenske, enwaderihwihhewe, nene onghka kiok enyetshiryoh, enghrerhek wahhiríwawase ne Yehovah. 
JHN.16.3	Ok ne kengayen enyetshiyerhak ne aoriwa tsi yaghten wahhonwayenderhen ne Ranihha, yagh oni nʼIih-ten wa-onkyenderhen. 
JHN.16.4	Ok ne kengayen ne wakwaghròri, nene ethone enwaderighwihhewe, aonteseweghyàreke, tsi wakwaghreri ne etho. Ok yagh etho ten wakwayeràse tsi tontyerenghte, ne, wahhone wadògen iddewesgwe. 
JHN.16.5	Ok onen nonwa etho sakeghte raonhhage nene rakhenha-on, ok yagh onghka tsinitsyon teghskwarighwanòndonse, kàh waghse? 
JHN.16.6	Ok ne aoriwa tsi ne kengayen wakwarihhokten, nene kanhàdon yeyoyendàon ne sewaryaghsagon. 
JHN.16.7	Ok sane ne ne togensketsera ne kwaghròri; ise sewayannerenghsera nene eren enskeghte: iken togat yagh eren tʼaonsàkegh, ne Kanigonraghseronyatha yaghten enghtsisewayadòrenne, ok denghnon togat eren aonsakeghte, enhinhane nene etho en— reghte isege. 
JHN.16.8	Ok ne onen íron, enshakorighhodaghsyase ne? Ongwe ne karighwanneraksera, ne atterighwagwasyonsera oni ne tekayadoreghtsera: 
JHN.16.9	Ne karighwanneraksera, ne wahhone yaghtem tehoneghtaghkon Iihne; 
JHN.16.10	Ne atterighwagwarighsyonsera, ne wahhone Ragenihne wakeghte, ok yagh òya tʼaonseskwatkaghtho; 
JHN.16.11	Nene tekayadoreghtsera, ne wahhone ne ronwakowànen ne ken yoghwhentjade wathonwayadòreghte. 
JHN.16.12	Sʼhegon èso wakeríwayen ne enkwaghròri, ok yaghten ensewagweni nonwa tsinikarihhotense. 
JHN.16.13	Ok sàne, ne onen raonhha, ne ne aonigonra ne togenskètsera, enrawe raonhha enghtsisewennderoghne tsi karswayen agwegon ne togenskètsera: iken yagh ne ok raonhha raonigonra tsin enthàyere; ok tsiok nahhoten enhothondeke, ne enthawenninnegenghthak: oni enghtsisewanadonhek tsi nahhò-tense niyawenghserene. 
JHN.16.14	Raonhha enhakeglòriste: iken enhoyendane ne akwàwenk, oni enghtsisewanadonheke nʼetho. 
JHN.16.15	Yorighwagwegon ne ne Ranihha royen, Iih naah akwawenk: ne kadi wahhone wàken, nene enhayèna ne akwawenk, oni ne enghtsisewanadonheke. 
JHN.16.16	Neyorighwefia ok yaghten aonteskwakàner-eke: ok àre neyorighwessa, ok enseskwàken, ne wahhone Ragenihne wakeghte. 
JHN.16.17	Ethone oddyake ne raotyonghkwa wahondadderighwanondonyon, oghne gen nahhoten shongwènni, neyorighwissa, ok yaghten aonteskwakànerek: ok àre neyorighwessa ok enseskwatkaghtho: ok ne wahhone etho wakeghte Ranihne: 
JHN.16.18	Wahhoniron kadi, oghnahhoten ne ken ràdon, ne yorighwessa, yaghten yaweght enyakwahhèwe tsi nahhoten ireghre. 
JHN.16.19	Ok Jesus roderyendare tsi ronadondaghkwani ne enhowarighwanondonse, oni wahshakawenhaghse, tsyadadderighwanondonyon ken tsiniwakyèreh, neyorighwessa ok yaghten aonteskwakànerek: ok àre, neyorighwessa ok enseskwatkaghtho? 
JHN.16.20	Agwagh togenske, togenske wakwenhaghse, nene ise ensewatstarhonyon oni entesewaghsennthoghsere, ok ne ongwe enhondonharake; ok en-sewanhadonseke, ok denghnon ne sewanhadòntsera addonweshenghtsera ensòndon. 
JHN.16.21	Ne onheghtyen, neonen wadewedoníre yonhàdonse tsini yoronghyàgen, ne wahhone tsi onen waonderighwihhewe: ok denghnon kawenniyoh ne yodewedon ne eksa, yaghten saweghyàrase tsini yoronghyàgent, tsini waondonwsson tsi ronakeràton ne ongwe ne oghwhentjage. 
JHN.16.22	Ok ise kadi nonwa sewarìwayen ne kanhàdon: ok denghnon nʼIih sʼhegon ensekwatkaghtho, ok enwadonnharen ne sewanigonra, ok ne sewaddenweshenghtsera yagh onghka ne ongwe tʼenyetshighkwenni. 
JHN.16.23	Ok nʼetho weghniseràde yagh othènon tʼaghs-kwarighwanekha. Agwagh togenske, togenske wakwenhaghse, tsiok nahhoten enghtsisewarigh-wanekha ne Ranihha aksennagon, enghtsisewawigh naah. 
JHN.16.24	Tsinahhe nonwa yaghothènon ten sewarighwannegenni aksennagon: sewannekha, oni ensewayena, nene aontakayèrine ne sewaddonweshenghtsera. 
JHN.16.25	Ne kengayen wadennageraghtaghkwanyon tewakatyeràton tsi kwawennarà-on: ok, enwaderighwihhewe neonen yagh sʼhegon wadennageraghtaghkwanyon tʼaonkatyèrat tsinenkwawènnarane, ok denghnon enkwanadonhaghse yateyorighwadogenghdon tsini horighhòten ne Ranihha. 
JHN.16.26	Etho enweghniseradek aksènnagon onsewarighwannegha: yagh oni ten wakwènni nene enhiyenidenghthen ne Ranihha ise sewaríwa: 
JHN.16.27	Iken ne Ranihha eghtsisewanoronghkwa, ne wahhoni tsi takwanoronghkwa, ok oni tsi teseweghtaghkon tsi Yehovaghne tewakyagè-on. 
JHN.16.28	Etho tewakenon Ranihne ok oghwhentiage wakwà-este: ok àre éren wakeghte ne oghwhentjage, ok rakenihne sàkeghte. 
JHN.16.29	Ne raotyonghkwa wahhonwenhaghse, etho, onen nonwa yateyorighwadogenghton tsi faghthare; yagh ne ten satyeràton ne wadennageraghtaghkwanyoh. 
JHN.16.30	Onen nonwa wa-ongwadogense yeyoddoge-on, tsi agwegon serighwayendèri, yagh oni teyodonghwhenjohhon onghka ne ongwe enyesarighwanòndonse; etho niyought tsi teyakweghtaghkon nene Yehovaghne tesayenghtaghkwe. 
JHN.16.31	Jesus saghskakawenhaghse, onen ken nonwa teseweghtaghkon? 
JHN.16.32	Tsyatkaghtho, enwaderighwihhewe, onen wahhy, nonwa watkayèrine, nene enyetshirenyàden neyadeyongwedage tsinonwe sʼhakoaonghkwèson, oni enghsgwayadòndi: ok sàne yagh akonha degen, ne wahhone ne Ranihha yàkenese. 
JHN.16.33	Ne ken ne karihhotense wakwaghròri, ne ne Iihne aontesewayanerenghserayendak. Nene oghwhenjage ensewayendak ne yoronghyakenghsera: ok denghnon sewanigonraghnironhak; onen wakeshennyon ne kengh yoghwhentjàde.
JHN.17.1	Ken ne kawennage Jesus wahhadadi, oni Karonyage ne wahhatyèrate tsi wahhatkaghtho, ok rawen, Rageni onen wa-onderighwihhewe; eghtsgloriste ne Eghtsye-ah, nene Eghtsye-àh oni aghyagloriste ne íse: 
JHN.17.2	Tsiniyought tsi waghtsgwennyohtferawi nene enhowenniyoste agwegon ne owaron, nene aonteshakawen ne eterna adonhèta tsini yakon ne waghitsyongwedawigh. 
JHN.17.3	Ok ne kengayen naah ne eterna adonhèta, nene aontayesayenderihek ne ne sonhha-on ne togenfke Yehovah, ok ne Jesus Christus nene eghtsennha-on. 
JHN.17.4	Onen tsi wakogloriste ne oghwhentjage: onen wakeweyenenda-on, tsinahhoten takerihhondane. 
JHN.17.5	Ok onen nonwa, Rageni, agwagh ise takegloriste, ne ne gloria ne enskatne yonkeniyendaghkwe arekho tsi yoghwhentjade. 
JHN.17.6	Onen tsi wakerihhowanaghton ne saghsenna ne ongweghne ne tsinihadi waskyongwedawigh ne oghwhentjage: ise naah sewennìyoghkwe, ok Iih takwawigh; ok onen tsi rodiyenawagon ne sawènna. 
JHN.17.7	Onen nonwa wahhedidògense nene yorighwagwegon tsiok nahhòten waskwawigh ise naah tekayenghtaghkwe. 
JHN.17.8	Iken onen tsi kerighwawigh tsini kawènnage ne waskwawigh, ok oni rodiyena, oni yeyoddogeon rodinigonghrayenda-on tsi isege tewakyenghtaghkwe, oni wathoneghtaghkon tsi waskenha-on. 
JHN.17.9	Wakaderennayen rononha raoderíwa: yagh ne ne yoghwhentjagwegon aoriwa ten wakaderènnayen, ok denghnon rononha raoderìwa ne waskyongwedawigh; iken ne sewenníyoh onwe. 
JHN.17.10	Ok agwegon nene Iih kewenníyoh ise oni sewenníyoh, oni ne sewenniyoh Iih naah kewenníyoh; oni rononhatseràgon wa-onkegloriste. 
JHN.17.11	Ok onen nonwa yagh sʼhegon ten íkese ne oghwhentjage, oni Iih isège wakeghte. Sayadadogenghti rageni, saghsènnagon enseyenawagonhek rononha nene waskyongwedawigh, nene enskat enhondon, tsiniyought nʼIih. 
JHN.17.12	Aghson oghwhentjage yeyakwesgwe, saghsennagon tsi keyenawàgon, rononha nene waskwàwigh ok onen tsi keyenawàgon, ok yagh onghka tsini hadi ten honadyadaghtonden, neok raonha-on ne waghtonden ronwayen; nene aontakarighwayerine ne kaghyadonghseradogenghti. 
JHN.17.13	Ok onen nonwa isege wakeghte, ok ne kengayen wakthare ne oghwhentjage, nene aontakayerine akwaddonweshentsera rononhatseràgon. 
JHN.17.14	Kerighwàwigh ne sawenna; ok ne ongwe wahhomvadighswen, ne wahhone yagh ongweghne ten hadiyàdare, nene agwagh tsiniyought nʼIih yagh ongweghne ten ikyàdare. 
JHN.17.15	Yaghten wakaderònnayen nene èren aonteseyadenhhàwighte ne oghwhentjage, ok denghnon nene enseyadanonghstat nene yaghten enhaderighwàrane ne wahhetkenehsera. 
JHN.17.16	Yagh oghwhentjage ten hadiyàdare, agwagh tsiniyought nʼIih yagh oghwhentjage ten ikyàdare. 
JHN.17.17	Seyadadogenghtiste ne togeniketseràgòn; togenske naah ne sawènna. 
JHN.17.18	Tsiniyought nʼIse oghwhentjage waskennha-on, agwagh etho niyought rononha ne wakenha-on; ne oghwhentjàge. 
JHN.17.19	Ok oni ne raoderiwa wakadyadaddogenghtiste, ne ne rononha oni togensketseràgon aontehonwadiyadadogenghtiste. 
JHN.17.20	Yagh oni ten wakaderènnayen nononha; ok raoderiwa, ok denghnon rononha oni honeghtaghkon Iihne ne yorihhòni ne raodiwenna. 
JHN.17.21	Nene radigwegon enskat enhonàdon; tsiniyought ise Rageni Iihne teghsíderon, oni nʼIih isege yekíderon, nene rononha oni enskat aontehonàdon onkyohhàtseràgon; nene oghwhentjagwegon aonte honeghtaghkon tsi ise takenha-on. 
JHN.17.22	Oni ne gloria ne takwawigh kheyawigh-ne rononha; nene enskat aontehonadon, agwagh tsiniyought nʼIih enskat yaweght: 
JHN.17.23	Iih ne rononhatseragon, ok ise ne Iihne, nene aontehonwadikwadàgon tekarighwayèri aontehonadon enskatne, oni nene yoghwhentjagwègon aonte-yakodògense tsi ise takennha-on, oni tsì washenoronghkwa tsiniyought nʼIih tsi waskenoronghkwa. 
JHN.17.24	Rageni, ikeghre oni nene rononha ne waskyongwedawigh etho enhoneseke tsi-ikese: nene aontehonderighwatkaghtho akgloria nene waskwawigh: iken onen tsitakenoronghkwa arekho tsi— yodoghwhentjadaghsawen. 
JHN.17.25	Ragenihtseríyoh, ne ongwe yaghten yesayenderhe-on: ok denghnon Iih wakoyenderhe-on, oni ne kengayen onen tsi rodidogènse tsi takennha-on. 
JHN.17.26	Ok oni onen tsi wakerihhowanghten rononhage ne saghsenna, oni enkerihhowanaghte ne etho: nene tsinikanoronghkwatseròten tsi takenoronghkwa rononhage aontekennderondak ok Iih ne rononhage.
JHN.18.1	Neonen Jesus tsiwahhadadi ne ken ne kawènnage, wahhònne ne raotyonghkwa èren ne kaihhonhaa Cedron, etho nonwe kayenthone, egh wahhondaweyade raonha oni ne raotyonghkwa. 
JHN.18.2	Ok Judas oni nene wahhonikonghrasere, roderyendare tsinonwe, iken yotkade ne Jesus oni ne raotyonghkwa egh roneghten. 
JHN.18.3	Ethone Judas, rotyonghkwayendatye ne ongwe oni ne ronwadirihhondane ne Radikowanenghse Cohenason oni ne Pharisees, egh wahhònewe radihhaghserawinontye oni ne yondadyenghthen. 
JHN.18.4	Jesus kadi, agwegon tsi rarighwayendèri nenahhoten aonteharighwarà-on, egh wàreghte, oni waghshakawenhaghse, onghka eghtsisewayadisaks? 
JHN.18.5	Tentahhowenhaghse, Jesus ne Nazarethaga. Jesus wahshakawenhaghse, Iih naah ne raonhha. Oni Judas nene wahhonikonghrasere wadògen ro-nese. 
JHN.18.6	Kawenniyoh kadi tsi wakshakawenhaghse, Iih naah ne Raonhha, tensahhontòneke, oni eghtage wahhontyadòndi. 
JHN.18.7	Ethone sahshakorighwanondonse, onghka eghtsisewayadisaks? ok wahhoniron Jesus ne Nazararethaga. 
JHN.18.8	Jesus tehharighwaghserago, onen tsi wakwaghròri Iih naah ne Raonhha. Togat kadi Iih takwayadisaks, yetshiyaghtkawe ne kengayen. 
JHN.18.9	Nene aontakarighwayèrine tsinihorighhòten tsi rawen, tsinihadi ne takyongwedawigh yagh onghka ten wakaghtonden. 
JHN.18.10	Ethone Simon Peter, tsirahhawe ne asharegò-a, wahhosharotsyon, ok wahhoyenghte ne Rakowanen Cohena ronhase oni wahhohonghtyake tsikaweyendeghtaghkon nonga. Malchus ronwayatsgwe ne Ronwanhase. 
JHN.18.11	Ethone Jesus wahhawenhaghse ne Peter, kaghnadatseragon sasasenghte ne sashare; ne cup nene rakwawi ne Ragenihha, yagh ken tʼaknegira nʼetho? 
JHN.18.12	Ethone tsinikenntyoghkwa oni ne ronwakowanen, oni ne Radighsennawenghtennyoh nene; ronwadirighhondane ne Jewshaga wahhonwayèna i ne Jesus, oni wahhonwàneren. 
JHN.18.13	Ok tahhonwanontshineghte nʼyare tsi rennderon ne Annas; iken raonha nene raonhoshen ne; Caiaphas, nene etho yoghserade rakowanènne Cohena. 
JHN.18.14	Ok Caiaphas naah ne raonhha nene egh wahshakorighhotenston ne Jewshaga, tsi yoweyenston nene tsyongwèdat aghrenhheye ne raoderíwa ne ongwe.
JHN.18.15	Ok Simon Peter wahhoghsere ne Jesus, etho oni ne wahhayere shayadat òya nene raotyonghkwa. Ne etho sagat tsi royenderi ne Rakowanen Cohena, oni wadògen wahhondaweyade ne Jesus tsidhononghsode ne Rakowanen ne Cohena. 
JHN.18.16	Ok denghnon ne Peter atste radaghkwe tsikanhokaronde. Ethone sahhayagenne ne sʼhayadat ne Raotyonghkwa nene royendèri ne Rakowanen Cohena, ok washakowènnarane ne aonhha nene yonhohha-nonghne, oni wahhoyadinyonte ne Peter. 
JHN.18.17	Ethone ne kayadase nene yonhohhanònghne wahhoyénni Peter, yagh ken ise tegen sʼhayadat ne ken rongwe raotyonghkwa? wahhenron, yagh nʼIih tegen. 
JHN.18.18	Ok ne ronwadinhase oni radighsennawenghtennyon egh radikennyadaghkwe, oghswènnta ronadekaton, iken tsi yotore: oni wahhondènyen, wadògen radikennyade Peter, oni wahhadenyen ne raonhha. 
JHN.18.19	Ne Rakowanen Cohena ethone wahhorighwanondonse ne Jesus tsinihotyonghkòten, oni tsinihorighhòten. 
JHN.18.20	Jesus tentahhawenhaghse, ok tʼhikentsihon tsi tekewenninnege-onhatye ne ongweghne: aghsdeghson kerighhonyenni Synagoguetseragon, oni Templetseragon, tsi nonwe tiutkon ne Jewshaga rontkennissa-aghton: ok ne yaghothenon ten waken ne adaghseghdonke. 
JHN.18.21	Oghne yotyèren Iih waskerighwanondonse? serighwanondonse rononha ne yonkewennaghronken tsinikheyerase? Tsyatkaghtho, ronaderyendare tsiniwakyéren. 
JHN.18.22	Ok neonen etho tehowenninnege-on, sʼhayadat ne Raghsennawenghte ne eghradaghkwe wahhoyehghte ne Jesus rotjogwagwarighsyon, rawenhatye, Etho ken ne eghtsyèrase ne Rakowanen Cohena. 
JHN.18.23	Jesus tentahhawenhaghse, togat wahhetken tsi tekeweninnegeni, satròri tsinonwe ne wahhetken: ok denghnon togat tekarighwayèri, oghne yotyèren waskyenghte? 
JHN.18.24	Ok Annas onen rodennha-on egh enhonwa-yadenhhawighte ràneren tsi rennderon ne Caiaphas ne Rakowanen Cohena. 
JHN.18.25	Ok Simon Peter egh radaghkwe radenhyane. Wahhonwenhaghse kadi, yagh ken ise tegen oni sʼhayadat ne Raotyonghkwa? wahhadonnhiyen, ok rawen, yagh niih tegen. 
JHN.18.26	Sʼhayadat ne ronwanhase ne Rakowanen Cohena, nene yadaddenonghkwe ne raonha ne Peter rohhonghtyakon, wahhenron, yagh ken ten kokeh tsi kayenthon isewesgwe? 
JHN.18.27	Ethone are Peter sahhadonnhíyen: oni agwagh, oksaok ne kitkit wa-ondadigh.
JHN.18.28	Ethone tahhonwanontshineghte ne Jesus tsidhennderon ne Caiaphas tsikanonghsode tsiteyoridadyadofeghthen: ok orhonkeghtsi naah: ok rononha yagh egh teri honadaweyaden tsinonweteyondadvadoreghthen, nene yaghten aontahonwadinèwaren, ok denghnon nene aontahadike ne (Pass-ovèr) èren wa-ondongoghte. 
JHN.18.29	Ethone Pilate egh wareghte tsi rone, òk wahhenron, oghnahhoten waghtsisewawennotane ne ken rongwe? 
JHN.18.30	Tentahhondadi ok wahhonwenhaghse, togat yagh wahhètken fenkenhak tsinihatyerha, yaghten aontaghsagwaghtkawen isege. 
