MAT.1.1	Tíhi mé chrónka nkexro kꞌuaxrjeníxin Jesucristo. Jesucristo mé kꞌuaxrjeníxin David la ko Abraham.
MAT.6.2	Ti kjuínki̱tsara nkojín nkexro nóa la ninkexró chróchenkahyara. Chꞌehyara éxi ichꞌe ti chojni nkojinxónhña tjenka̱yáxin, xrichronka sin ti nkehe kjuíchꞌe sin nkaxehen ni̱nko la ko nkátja nti̱a kixin chrókuihin kaín chojni ndá chrókjuikosáyehe ti jehe sin. Janhan ndáxrja̱n kixin ti chojni xi̱kaha ichꞌe la ó kjuixin kꞌuáyéhe̱ sin ti nkehe tsjacha sin. 
MAT.6.3	Méxra̱ jahara ti tsjínki̱tsara nkojín nkexro nóa la ninkexró chenkahyara, kjónté nkojín nkexro imá tꞌitonra. 
MAT.6.4	Ti tsjájonra ichrén nkehe la ninkexró tso̱noehña, a̱ndá Itꞌéni itjen nkaya nka̱jní tsꞌikon xi̱kaha la tsotjáhara chꞌan ti nkehe jína tsjachara.
MAT.6.6	Méxra̱ jahara ti ó tsonixjehéra Díos la tꞌixe̱hénra ndo̱ara la tékjehéra ti puerta la nixjehéra Itꞌéni Díos, a̱ndá jehe chꞌan, ti nkexro tꞌikonhñani, la tihin chꞌan ti nkehe noxínhña tjánchíára, la tsjajon chꞌan tíha.
MAT.6.7	’Ti ó tsonixjehéra Díos, la jehya itsjé nkehe chrókja̱te̱e chrónixjara, éxi ichꞌe ti chojni chónhña Díos kixin jehe sin la tjenka̱yáxin sin kixin ti nchónhña tsonixja sin la tsihin Díos. 
MAT.6.8	Chrokꞌónahñara éxi ti jehe sin, kixin Itꞌéni Díos la ó nohe chꞌan nkehe tsichánxi̱hanra kjónté na̱xa̱ tjáncháhyara. 
MAT.6.9	Méxra̱ ti ó tsonixjehéra Itꞌéni Díos itjen nkaya nka̱jní, la xi̱kihi chróndáchrora:
MAT.6.9	Itꞌéni Díos, itjen nkaya nka̱jní, jaha ijnko nkexro imá tjóá.
MAT.6.10	Chrokui ti kjuachaxin kuèntá.
MAT.6.10	La chrókjui̱nchexiteyá ti nkehe tóxríhan ntihi chjasintajni éxi tjechꞌe nkaya nka̱jní.
MAT.6.11	Tjánjua ti nio̱tja̱ ticháxi̱hini nkojnko ña̱o.
MAT.6.12	Tꞌitjáñaha ti ijie̱ chóntani kixin jeheni kja̱xin tsꞌitjáñeheni ti nkehe jínahña kjuíchꞌehe chojni ti jeheni.
MAT.6.13	Ti̱toéhya kixin chrókjuasini ijie̱. Nchekaáni kixin ninkehó nkehe jínahña chrókóheni,
MAT.6.13	kixin jaha mé chonta kaín kjuachaxin la této̱an nkochríxín. Mé xi̱kaha tso̱hen.
MAT.6.15	A̱ndá ti tsꞌitjáñahñara ti ijie̱ kjuásihanra nkojín nkexro, la kja̱xin Itꞌéni itjen nkaya nka̱jní tsꞌóxikahya chꞌan ti ijie̱ chontara.
MAT.6.16	’A̱ndá ti ña̱o sintehyara kixin tjinkáonra tsonixjehéra Díos, la jehya chrókꞌuejora éxi tꞌavára éxi ichꞌe ti chojni nkojinxónhña tjenka̱yáxin. Kixin jehe sin la xi̱kaha tja̱ko̱xi̱n sin kixin tjinkaon sin tsꞌikon chojni kixin kjoniehña sin. A̱ndá janhan ndáxrja̱n kixin jehe sin la ó kjuixin kꞌuáyéhe̱ sin ti nkehe tsjacha sin. 
MAT.6.17	A̱ndá jahara, ti ó sintehyara kixin tjinkáonra tsonixjehéra Díos, la tꞌontira ikonra la tjéntoára ikjára, 
MAT.6.18	kixin tso̱noehña chojni kixin kjontehyara. A̱ndá Itꞌéni Díos, ti nkexro nohe kaín nkehe, mé tsꞌikon chꞌan xi̱kaha la tsjajon chꞌan ti nkehe jína tsꞌayéhéra.
MAT.6.20	Ícha jína tjásitonra kaín ti nkehe tjete nkaya nka̱jní kixin ntiha la kohya iko sinchekꞌitjáña la ko tso̱chjisenhña, la kohya xíche̱e tsꞌixehen tseé. 
MAT.6.21	Kixin ti nkaya nka̱jní tsochontara kaín ti nkehe tjete la kja̱xin ntiha tsjakꞌe a̱sánra.
MAT.6.22	’Ti xrohi tꞌinkaséñexín ti cuerpo kuèntára mé ti ikonra. Méxra̱ ti jína ti ikonra la kuenté ti cuerpo kuèntára la tsochónta xrohi. 
MAT.6.23	A̱ndá ti jehya jína ti ikonra la kuenté ti cuerpo kuèntára la sítie itjen. A̱ndá ti kohya ti xrohi la a̱ntsí sítie tsꞌejora.
MAT.6.24	’Ninkexró xrokjuahya sichꞌehe ixra̱ yaá lamo. Ti náhí la tso̱nínkakohen ti ijnko lamo landá tso̱tjue̱he ti íjnko, o̱ a̱ntsí tsitekakohen ti ijnko lamo, landá kanhñó tsitekakohen ti íjnko. Méxra̱ xrokjuahya sichꞌeheni ixra̱ Díos ti tjinkaoni tsochóntani itsjé chichaon.
MAT.6.25	’Méxra̱ ndáxrja̱n kixin chrókóxakuanhñara nkehe chrókjontera o̱ nkehe chrókꞌuira o̱ ti ika chrókꞌuítsa̱ra. ¿Á jehya a̱ntsí sínkí ti kjuachón chróchontara, ke ti nkehe sintera, la á jehya a̱ntsí sínkí ti cuerpo kuèntára, ke ti ika tsꞌítsa̱ra ní? 
MAT.6.26	Tsjehéra ti koxroxe xritjaká. Jehe va la tꞌe̱nka̱hya va la ko tjáhya va la chóntahya va nketí tsꞌenka̱chjinañá va noa, kjánchó Itꞌéni itjen nkaya nka̱jní la tjajon chꞌan nkehe sinie va. A̱ndá jahara, ¿á jehya a̱ntsí sínkíra ke ti koxroxe ní? 
MAT.6.27	¿Xá nkojinra tjénka̱yáxinra kixin ti a̱ntsí chrókóxakohanra ndá chrókjuachara chrókꞌuankíra itꞌo̱ metro ní?
MAT.6.28	’A̱ndá, ¿nkekuènté imá tóxakohanra ti ika tsꞌítsa̱ra? Tsjehéra nkexrín tꞌánkí ti katsjo siín nte̱je̱. Ti itsjo la chꞌehya ixra̱ la ko tjo̱nhña. 
MAT.6.29	*La tjo̱nka̱ra kixin kjónté ti rey Salomón kꞌuéchónta itsjé ika imá náxrjón la kjuíncheyóe̱hya éxi tsjehe ti itsjo. 
MAT.6.30	A̱ndá ti xi̱kaha nchekꞌitsá Díos ti kayoa siín nte̱je̱, kjónté ijie ó siín la ndóye tsoche nkaxehen itja̱ la, ¿á jehya a̱ntsí jína chrókjuintakꞌitsara chꞌan ní? ¿Ndá nkekuènté titekákonhñara? 
MAT.6.31	Méxra̱ chrókóxakuanhñara chróndáchrora: “¿Nkehe chrókjonieni o̱ nkehe chrókꞌuini o̱ nkehe chrókꞌuítsani?” 
MAT.6.32	Kixin ti chojni chónhña Díos la xi̱kaha tóxakohen sin. A̱ndá Itꞌéni Díos itjen nkaya nka̱jní la ó nohe chꞌan kaín ti nkehe tsicháxi̱nhanra. 
MAT.6.33	Méxra̱ sa̱o chrókjuéyára ti kjuachaxin kuènté Díos la chrókjui̱nchexiteyára ti nkehe tjinkaon chꞌan, ndá jehe chꞌan tsjajon chꞌan kaín ti nkehe tsicháxi̱nhanra. 
MAT.6.34	Méxra̱ chrókóxakuanhñara ti nkehe tso̱hen ndóye kixin ndóye la íjnko ña̱o tíha, la nkojnko ña̱o ti̱ka̱o ti kjuaxikaon kuènté.
MAT.7.1	’Chrokjuéyéhyara ijie̱ ókjé chojni kixin Díos la kja̱xin chrókjuanchehya ijie̱ ti jahara. 
MAT.7.2	*Díos la tsjanchia ijie̱ ti tsékara ijie̱ ókjé chojni. Méxra̱, ti xi̱kaha tsotsjehéra iji̱é ókjé chojni la xi̱kaha tso̱hanra kja̱xin. 
MAT.7.3	¿Xá nkexrín chrókuakitsjenkíra ti chji̱nínó intsí tjenkánkí ikon ti kichuara ti na̱xa̱ takítsjenkíhyara ti inta tjenkánkí ti ikonra? 
MAT.7.4	¿Xá nkexrín, chróndáchera ti kichuara: “Ti̱to̱héni tsakítsjenkíni ti chji̱nínó intsí tjenkánkí ikuan”, ti na̱xa̱ takítsjenkíhyara ti chji̱nínó ijié tjenkánkí ikonra? 
MAT.7.5	Ti xi̱kaha, la nduáhya tjénka̱yáxinra. Senó chrókuakitsjenkíra ti inta tjenkánkí ti ikonra, ndá chrókꞌuíkonra jína chrókuakitsjenkíra ti chji̱nínó intsí tjenkánkí ikon ti kichuara.
MAT.7.6	’Chrochje̱éhyara ti nkehe kótjóá ti koni̱a̱, ti náhí, la tsokjan va siniehe va la ko sinchekuen va ti jahara. La ko kja̱xin chróchje̱éhyara kochíno ti ixro̱ tjete kixin tsinkátja va tso̱kuen.
MAT.7.7	’Tjanchehéra Díos nkehe la tso̱tjáhara chꞌan. Tjéyára la tsꞌitjára. Tꞌinkara
MAT.7.8	Kixin kaín ti nkexro tjanchia la tsꞌáyéhe̱, ti nkexro tjeyá la tꞌitja, ti nkexro tꞌínka puerta la xitje̱he̱.
MAT.7.9	’¿Xá nkojinra ti chrókjuanchia xja̱anra ijnko nio̱tja̱ la chróchje̱héra ijnko ixro̱ ní? Kja̱ náhí. 
MAT.7.10	O̱ ti chrókjuanchia xjan ijnko koche la, ¿chróchje̱héra ijnko konche ní? 
MAT.7.11	Jahara, kjónté chojni tjenka̱yáxinhña jína, la nohara chje̱héra nkehe jína ti xja̱anra. A̱ndá Itꞌéni Díos itjen nkaya nka̱jní la a̱ntsí nkehe jína tsochjéhe chꞌan ti nkexro tsjanchia.
MAT.7.13	’Tꞌixe̱énxinra ti puerta tjekahya. Kixin ti puerta la ko ti nti̱a tsꞌitjáñaxín chojni la imá iton la ko tjeka la nchónhña chojni sátji ntiha. 
MAT.7.14	Kjánchó tjekahya ti puerta la ko ijnó ti nti̱a sátsji̱xini ti kjuachón la tsjéhya chojni tꞌitja ti nti̱a a.
MAT.7.15	’Tóxakohanra jína tꞌejora kixin ti sin xrichꞌia ndáchro kixin nixja itén Díos, la chritaón ó tꞌikoni tjo̱é kolélo chónta sin, a̱ndá nkaya la konda̱níxra jie̱he. 
MAT.7.16	Jahara la ti ixra̱ ichꞌe sin chrókjuatso̱anxínra sin. ¿Xá á jína, kixin ti ntachꞌi̱ la chrókꞌóna to uva o̱ ti ntachje la chrókꞌóna to higo ní? 
MAT.7.17	Mé xi̱kaha kaín ti inta jína la tꞌóna ito jína, a̱ndá ti inta jehya jína la jehya ito jína tꞌóna. 
MAT.7.18	Ijnko nta jína la xrokjuahya tsꞌóna ito jehya jína, la ko ijnko inta jehya jína la xrokjuahya tsꞌóna ito jína. 
MAT.7.19	*Kaín ti inta tꞌónahña ito jína la chrijin la chexín xrohi. 
MAT.7.20	*Méxra̱ jahara la ti ixra̱ ichꞌe sin, chrókjuatso̱anxínra á jína sin o̱ náhí.
MAT.7.21	’Jehya kaín ti chojni ndáchro: “Ìnchéni, Ìnchéni”, tsꞌixehen ti tꞌe̱tua̱nxín Díos itjen nkaya nka̱jní. Náhí. Jehó ti nkexro nchexiteyá ti nkehe tóxríhi̱n Tꞌaná. 
MAT.7.22	Itsjé chojni tsondáchro ti ó tsixraká ti ña̱o a: “Ìnchéni, Ìnchéni, jeheni kꞌuénixja̱xi̱ni ihni̱á la ko ihni̱á kuakitsjexíni ncha̱kuén jínahña la ko ihni̱á kjuasixíni nchónhña kjuaxroan.” 
MAT.7.23	*Kjánchó janhan tsondátjan sin: “Janhan la chonhña ti jahara. Sátjixinra ntihi kixin jehya ixra̱ jína kjui̱chꞌera.”
MAT.7.24	’Ti nkexro tihin ti nkehe ndáxrja̱n la ko titekaon, la jehe sin mé éxi ijnko nkexro chónta kjuaxrexinkaon jína la kjuíchꞌéna nchia chritaón itjo̱. 
MAT.7.25	A̱ndá xrákoa ichrin, la ikui nda̱ninche, la imá chjéhe xri̱nto̱, la kjónté xi̱kaha la xi̱kahña ti nchia kixin ti nchia la itjo̱ tjekjen. 
MAT.7.26	A̱ndá kaín ti nkexro tihin ti nkehe ndáxrja̱n la titekakonhña, mé jehe sin la éxi ijnko nkexro lo̱nti̱ kjuíchꞌéna ijnko nchia chritaón nchesen. 
MAT.7.27	La xrakoa ichrin la ikui yeé nda̱ninche, la ko chjéhe xri̱nto̱ la kꞌo̱ya̱ ti nchia la ijnko kjuachrakon ijié kóhen tíha.
MAT.7.29	kixin kjuako chꞌan éxi ijnko nkexro imá chónta kjuachaxin la tóyóe̱hya éxi tjako ti maestro kuènté ley.
MAT.8.1	A̱ndá ti ó kꞌuínkaji̱nxi̱n chꞌin Jesús ti ijna̱ la itsjé chojni chréhe̱. 
MAT.8.2	La kóchjina ijnko nkexro níhi chónta chin lepra la kjuákꞌexín tochꞌin nkayakon chꞌin Jesús la ndáchro:
MAT.8.2	―Ti tjinkaoan la chrókjui̱nchekito̱héni jína.
MAT.8.3	Ndá chꞌin Jesús kjuakꞌetja tja ti nkexro a, la ndáchro:
MAT.8.3	―Jeén tjínka̱oan, tito̱ha jína.
MAT.8.3	Ndá tuénxín kuito̱he jína ti chꞌin níhi la ó kjuìin ti chin.
MAT.8.4	―Chenkahya ninkexró. Jehó itjia ti itjen ti ncha̱tꞌá kixin tsꞌikon kixin kuito̱ha jína la tjiko̱a ti nkehe kꞌue̱to̱an Moisés kixin xi̱kaha tso̱noexín kaín chojni kixin kuito̱ha jína ―ichro chꞌan.
MAT.8.5	Ti ó kꞌuíxehen chꞌin Jesús Capernaum, la kóchjina ijnko capitán romano la chrónòa, 
MAT.8.6	ndáchro:
MAT.8.6	―Ndo̱eni itjen ijnko nkexro chꞌexín ixra̱ la níhi tjetsínka, tsíkꞌen to̱té
MAT.8.7	Ndá chꞌin Jesús kjuáte̱he ndáchro:
MAT.8.7	―Itsjia si̱ntakito̱ha̱ jína ti nkexro a.
MAT.8.8	Ndá ti capitán kjuáte̱he ndáchro:
MAT.8.8	―Náhí, tósuéhe̱ni kixin tsꞌixe̱hén ti ndo̱eni kixin jehya chojni jínani. Jehó této̱an, ndá ti ndasoá chꞌexín ixra̱ ndo̱eni la tsito̱he jína. 
MAT.8.9	Janhan la kja̱xin chonta chojni tꞌe̱tue̱hen ti janhan la ko kja̱xin janhan tétua̱nha̱n ti sin soldado. Ti ó tétua̱nha̱n ijnko sin sátsji sin la sátji sin, ti tétua̱nha̱n ijnko sin tsoxrakoa sin la xrakoa sin. La ko ti ó tétua̱nha̱n ijnko nkexro sichꞌe ixra̱, la ichꞌe ixra̱.
MAT.8.10	Ndá ti ó kuíhin chꞌin Jesús xi̱kaha la kóchéhe̱ chꞌan kixin xi̱kaha ichro ti nkexro a, ndá chenka chꞌan ti sin chréhe̱, ndáchro chꞌan:
MAT.8.10	―Chaxín ndáxrja̱n kixin kuenté Israel la kꞌuitjáhya ninkexró titekaon xi̱kaha éxi titekaon ti nkexro i. 
MAT.8.11	*Janhan ndáxrja̱n kixin nchónhña chojni tsji̱xi̱n sin nó tji̱to̱xin ña̱o la ko ti tjiátóxin ña̱o la tsꞌejótja̱xi̱n sin sinieko sin Abraham, Isaac la ko Jacob ti itjen ti kjuachaxin kuènté Díos itjen nkaya nka̱jní. 
MAT.8.12	*A̱ndá ti sin chrókꞌuejó ti itjen Díos tꞌe̱to̱an, la tsꞌaxrjexín sin ntiha, sátsji sin ti sítie la ntiha tsotsjánka sin la sinietaón ñeno sin.
MAT.8.13	Ndá kjuixin la nixje̱he̱ chꞌin Jesús ti capitán ndáchro:
MAT.8.13	―Sátjia ndo̱a. Éxi kuitekaoan la xi̱kaha tsoxiteyá.
MAT.8.13	A̱ndá ti nkexro chꞌexín xra̱ la tuénxín ti hora a tsíkito̱he chꞌan jína.
MAT.8.14	Ndá sákjuí chꞌin Jesús ndo̱e Pedro la ntiha kꞌuíkon chꞌan kixin ti ichꞌe̱e Pedro la níhi tjan tjetsínka tjan, chónta tjan sóa. 
MAT.8.15	Ndá chꞌin Jesús la itsé chꞌan itja tjan la tuénxín kjuìihin tjan ti sóa, la kꞌuínkatjen tjan la kóyaxíhin tjan la kjuajon tjan nkehe kjónie sin.
MAT.8.16	A̱ndá ti ó kóntanonte, la kjui̱kohe sin Jesús nchónhña chojni chónta ncha̱kuén jínahña. La jehó nixja chꞌin Jesús la kꞌuaxrje ncha̱kuén ti jínahña, la kja̱xin kjuínchekito̱he chꞌan jína kaín ti si̱níhi. 
MAT.8.17	*Mé xi̱kaha kjuíchꞌe chꞌan kixin xiteyá ti nkehe tsíchronka Isaías ósé, ndáchro: “Jehe chꞌan kuákja chꞌan ti ichin chóntani la ko kuamá chꞌan ti kjuatjoté kuènténi.”
MAT.8.18	Ndá ti ó kꞌuíkon chꞌin Jesús kixin itsjé chojni kua̱ntátjen ti jehe chꞌan la kꞌue̱to̱an chꞌan kixin sátsji sin ti íjnko chrínta nda̱ñao. 
MAT.8.19	Ndá ijnko maestro tjako ley mé kóchjinehe ti chꞌin Jesús la ndáchro:
MAT.8.19	―Maestro, tjinkaoni tsochréhe̱ni ti jaha kjónté nketí sátsjia ―ichro chꞌan.
MAT.8.20	Ndá chꞌin Jesús, ndáchro:
MAT.8.20	―Ti koxróntá la chónta itjue̱é la ko ti koxroxe la chónta ka̱ké. A̱ndá ti Xje̱en Díos kꞌóna Chojni la chóntahya nketí tso̱kꞌèxín.
MAT.8.21	A̱ndá ijnko ti chojni kꞌuájiko chꞌin Jesús, mé ndáchro:
MAT.8.21	―Ìnchéni, ti̱to̱héni sa̱o tsíkja̱váni ti itꞌéni.
MAT.8.22	Ndá kjuáte̱he chꞌin Jesús, ndáchro:
MAT.8.22	―Chréhé ti janhan. La tito̱hé ti chojni tsíkꞌen tsja̱vá kícho.
MAT.8.23	Ndá kjuixin la chꞌin Jesús la ko ti sin kꞌuájiko chꞌan kꞌuíxehen sin ti ntabarco la sákjuí sin. 
MAT.8.24	La xrína̱hña imá chjéhe xri̱nto̱ la ti ìnta̱ la chrika la ó chjina tsꞌáñákí ìnta̱ ti ntabarco. Kjánchó chꞌin Jesús la tjejua chꞌan. 
MAT.8.25	Ndá ti sin kꞌuájiko chꞌin Jesús la kjuínchekjaye̱he̱ sin chꞌan, ndáchro sin:
MAT.8.25	―Ìnchéni, nchekaáni kixin ó tjejótꞌániankíni ìnta̱ ―ichro sin.
MAT.8.26	Ndá chꞌin Jesús kjuáte̱he, ndáchro:
MAT.8.26	―¿Nkekuènté imá chrakonra? ¿Xá ntsíkoá titekáonra Díos ní?
MAT.8.26	Ndá kꞌuàya chꞌan la kꞌue̱tue̱hen chꞌan ti xri̱nto̱ la ko ti nda̱ñao kixin tsꞌixitán, landá tuénxín kꞌuixratá. 
MAT.8.27	La ti sin kꞌuájiko chꞌan la imá chrákon sin la ndáchro sin:
MAT.8.27	―¿Xá nkexro tíhi kixin kjónté ti xri̱nto̱ la ko ti nda̱ñao la titekakohen? ―ichro sin.
MAT.8.28	Ndá ti ó kꞌuatsínka chꞌin Jesús ti nda̱ñao, la kjuíji sin chjasin Gadara. La yaá chojni chónta ncha̱kuén jínahña kꞌuaxrjexín ti tsíxravá chojni, la kóchjinehe sin chꞌan. Jehe sin mé imá jie̱he sin la kohya nkexro tjacha tꞌatsínka ntiha. 
MAT.8.29	Ndá kjuankíxin kꞌóyako sin ndáchro sin:
MAT.8.29	―Tjiatéhya ti nkehe ichꞌeni, jaha Jesús Xje̱en Díos. ¿Á kꞌuinka ntihi kixin si̱nchekjasóteni kjónté na̱xa̱ kjuixrakánhña ti ña̱o tsjasóteni, ní? ―ichro sin.
MAT.8.30	Kja̱xin chjinaxón ntiha xrinie itsjé kochíno. 
MAT.8.31	Landá ti ncha̱kuén jínahña mé chrónoéhe̱ chꞌin Jesús ndáchro:
MAT.8.31	―Ti tséto̱an sátsjixini ntihi la tjánjua kjuachaxin tsꞌixeheni a̱sén ti kochíno.
MAT.8.32	Ndá chꞌin Jesús ndáchro:
MAT.8.32	―Ti xi̱kaha la sátjira.
MAT.8.32	La kaín ti ncha̱kuén jínahña kꞌuaxrjexín ti chojni la kꞌuíxehen ti kochíno. Ndá kaín ti kochíno la kuinká va, sákjuí va nó tsa̱ka, la kꞌuitsínkankí va ìnta̱, la kjuihin va la ikꞌuén va.
MAT.8.33	Landá ti chojni tꞌayakohen ti kochíno mé chrakon sin, la kuinká sin, sákjuí sin chjasin la chrónka sin kaín ti nkehe kóhen la ko nkexrín kóhen ti sin kꞌuéchónta ncha̱kuén jínahña. 
MAT.8.34	Ndá kaín ti sin chjasin sákjuitsjehe sin, la kjuíji sin ti itjen chꞌin Jesús ndá kꞌuíkon sin kixin xi̱kaha kóhen la chrónòa sin kixin sáchrókjuixin chꞌin Jesús ntiha.
MAT.9.1	Ndá chꞌin Jesús kꞌuíxehen ntabarco la kꞌuatsínka ti íjnko tóhe nda̱ñao la kjuíji ti chjasin tsikꞌánkíxin. 
MAT.9.2	A̱ndá ntiha kjui̱ka̱o sin ijnko nkexro tsíkꞌen to̱té tjetsínkatákꞌá ijnko kania. Ndá kꞌuíkon chꞌin Jesús kixin chaxín titekaon sin ti jehe chꞌan ndá nixje̱he̱ chꞌan ti si̱níhi, ndáchro chꞌan:
MAT.9.2	―Xje̱eni nchechéhé a̱sán. Ti ijie̱ chonta la ó kjuixin kjuìin.
MAT.9.3	A̱ndá iso ti sin tjako ley tjejó ntiha mé ikjo a̱sén sin, ndáchro sin:
MAT.9.3	―Ti nkexro i la tꞌándaxíhi̱n Díos kixin xi̱kaha nixja ―ichro sin.
MAT.9.4	Ndá chꞌin Jesús kónohe chꞌan nkehe ikjo sin a̱sén sin, la ndáchro chꞌan:
MAT.9.4	―¿Nkekuènté tjénka̱yáxinra ti nkehe nduáhya? 
MAT.9.5	¿Xá nkehe a̱ntsí xra̱hya chróndátjan ti nkexro i: “Ti iji̱á la ó kjuixin kjuìin”, o̱ á a̱ntsí xra̱hya chróndátjan chꞌan: “Tꞌínkatjen itjia”? 
MAT.9.6	A̱ndá ijie tsjáko̱xia̱n kixin ti Xje̱en Díos kꞌóna Chojni mé chónta kjuachaxin ntihi chjasintajni kixin tsjakjìin iji̱é chojni.
MAT.9.6	Ndá ndáche chꞌan ti si̱níhi:
MAT.9.6	―Tꞌínkatjen, tjatsían ti ka̱ni̱a̱a la sátjia ndo̱a ―ichro chꞌan.
MAT.9.7	Ndá ti nkexro tsíkꞌen to̱té
MAT.9.8	Ndá ti ó kꞌuíkon kaín ti sin tjejó ntiha kixin xi̱kaha kóhen la imá chrákon sin, la chjéhe sin Díos kjuasáya kixin kjua̱ko̱xi̱n chꞌan ti kjuachaxin kuènté Díos.
MAT.9.9	A̱ndá ti ó sákjuixin chꞌin Jesús ntiha la kꞌuíkon chꞌan ijnko nkexro itꞌin Mateo tjetja̱xi̱n nchekjènki̱ la ndáchro chꞌan:
MAT.9.9	―Chréhé ti janhan.
MAT.9.9	Ndá chꞌin Mateo tuénxín kꞌuínkatjen la chréhe̱ ti chꞌin Jesús.
MAT.9.11	A̱ndá ti ó kꞌuíkon ti sin fariseo, la kjuanchankíhi sin ti sin kꞌuájiko chꞌin Jesús, ndáchro sin:
MAT.9.11	―¿Nkekuènté ti maestro kuèntára la nieko ti sin nchekjènki̱ la ko ti chojni chónta ijie̱? ―ichro sin.
MAT.9.12	Ndá ti ó kuíhin chꞌin Jesús nkehe ichro sin, la ndáchro chꞌan:
MAT.9.12	―Ti sin jína tjejó la tichánxi̱enhña sin nkexro tsjajon xro̱a̱n. Jehó ti sin níhi mé ticháxi̱hin sin nkexro tsjajon xro̱a̱n. 
MAT.9.13	*Méxra̱ sátjira la tꞌitjára nkehe tꞌaxrjexín ti nkehe ndáchro xroon itén Díos. Ndáchro: “Ti nkehe tjínka̱oan la chrókui̱konoéhéra chojni la tjínka̱konhña kixin chrókꞌoñára iko chrókjuájonra.” Kixin janhan la kꞌuinkakjéyáhya chojni jína. Náhí. Janhan la kꞌuinkakjéyá ti chojni chónta ijie̱ kixin chrókjuinkí sin ti nkehe tjenka̱yáxin sin ―ichro chꞌan.
MAT.9.14	Ndá iso ti sin kuékꞌajiko chꞌin Juan Bautista mé kóchjinehe sin chꞌin Jesús la kjuanchankí sin, ndáchro sin:
MAT.9.14	―Nkexrín kixin jeheni la ko ti sin fariseo la nkoya̱xón niehñani kixin chjéheni Díos kjuasáya, a̱ndá ti sin xriko̱a la, ¿nkekuènté xi̱kahña ichꞌe sin?
MAT.9.15	Ndá kjuáte̱he chꞌin Jesús, ndáchro:
MAT.9.15	―¿Xá chrókꞌuává kaín ti sin tsíkꞌéye̱he̱ sin tso̱chjina ijnko kia ti na̱xa̱ tjejóko sin ti nkexro tso̱te̱he, ní? A̱ndá tsixraká ti ña̱o tsotsé sin ti chꞌin tso̱te̱he sátsjiko sin, ndá kaín ti sin tsíkóchjina la tsꞌává sin la siniehña sin.
MAT.9.16	’Ninkexró tjakꞌeñéhña ijnko ika ntaxin itꞌo̱ ka ni̱xin kixin ti ika ni̱xin la chrókjui̱xéhe̱ ndá a̱ntsí chrókꞌuichje ti ika ndaxin. 
MAT.9.17	La kja̱xin xrokjuahya chrókuikia ixran ni̱xin ijnko tjua̱xran ó ndaxin kixin ti ixran ni̱xin la chrókótséchje ti tjua̱xran ndaxin ndá chrókꞌuitjáña ti ixran la ko ti tjua̱xran kja̱xin. Méxra̱ ti ixran ni̱xin la chrókuikia ijnko tjua̱xran ni̱xin, landá xi̱kaha yóí ti nkehe la chrókꞌuitjáñahña.
MAT.9.18	Ndá na̱xa̱ tjenixja chꞌin Jesús la ikui ijnko chꞌin tꞌe̱to̱an kuènté ti sin judío la kjuákꞌexín tochꞌin nkayakon chꞌin Jesús la chrónòa, ndáchro:
MAT.9.18	―Xja̱na chjin la na̱ntá ikꞌuén tjan. Kjánchó xrja̱noáhá kixin sáchrókjuini chrókjuakétja itjá ndá chróxechón tjan ―ichro chꞌan.
MAT.9.19	Ndá kꞌuínkatjen chꞌin Jesús la sákjuíko ti nkexro a la ko ti sin kꞌuájiko chꞌan kja̱xin. 
MAT.9.20	A̱ndá ijnko chojnichjin níhi, ó chónta teyó nánó sítji tjan ijni̱, mé kóchjina tjan nóton chꞌin Jesús la kuákóxi̱n tjan iké chꞌan 
MAT.9.21	kixin kjuénka̱yáxin tjan kixin, kjónté chrínta ti iké chꞌin Jesús tsákóxi̱n tjan, la tsito̱he tjan jína. 
MAT.9.22	Ndá chꞌin Jesús nkátjíá la kꞌuíkon ti tjan a, la ndáchro chꞌan:
MAT.9.22	―Xje̱eni, nchechéhé a̱sán, kixin ó kuito̱ha jína kixin kuitekaoan ti janhan.
MAT.9.22	Landá tuénxín kuíto̱he tjan jína.
MAT.9.23	Ndá ti ó kjuíji chꞌin Jesús ndo̱e ti chꞌin judío tꞌe̱to̱an la kꞌuíkon chꞌan kixin ó yaxíhin ti sin itꞌin isón kixin ó sátsjixravá xjan la ko kaín ti chojni tsjánkàma̱ sin xjan. 
MAT.9.24	La ndáchro chꞌan:
MAT.9.24	―Tꞌaxrjéxinra ntihi kixin ti xjan i la tsíkꞌenhña; jehó tjejua xjan.
MAT.9.24	A̱ndá kaín ti chojni tjejó ntiha la kjuanoá sin chꞌin Jesús. 
MAT.9.25	Ndá ti ó kꞌuaxrje kaín ti chojni tjejó ntiha, ndá chꞌin Jesús kꞌuíxehen la itsé itja ti xjan chjin la tuénxín kꞌuínkatjen tjan. 
MAT.9.26	La kuenté chjasin kuíhin sin kixin xi̱kaha kóhen.
MAT.9.27	Ndá ti ó sákjuixin chꞌin Jesús ntiha la yaá chojni tꞌikonhña chréhe̱ sin ti jehe chꞌan, la kꞌuéye̱he̱ sin chꞌan, ndáchro sin:
MAT.9.27	―Ti̱konoéhéni, jaha tsíkꞌaxrjeníxian David.
MAT.9.28	Ndá ti ó kꞌuíxehen chꞌin Jesús ijnko nchia la kóchjina ti sin tꞌikonhña la chꞌin Jesús kjuanchankí, ndáchro:
MAT.9.28	―¿Á titekáonra kixin tsjácha si̱ntaki̱tohara jína ní?
