MAT.1.1	Иисус Христостың ӧбекелері: Ол Давидтің паза Авраамның тӧлі полча. Аның ӧбекелері мындағлар: 
MAT.6.34	Пу оңдайнаң, таңдағы кӱніңерге сағыссырабаңар. Таңдағы кӱн позы позынаңар сағыссырир. Полған на кӱнге позының сағыссырастары читче.
MAT.7.1+MAT.7.2	Хайдағ чарғынаң чарғылирзар, сах ідӧк позыңар чарғыладарзар; хайдағ синнең синирзер, олох синнең позыңарға синел парар. Аннаңар пасха кізілерні чарғылабаңар, сірерні дее Худай чарғылабас. 
MAT.7.3	Син ноға харындазыңның хараандағы сігенні кӧр саладырзың, позыңнинда, тізең, тӧгені дее сизінминчезің? 
MAT.7.4	Позыңның харааңдағы тӧгее хайығ даа салбин, хайди харындазыңа тіп полчазың: «Хайа, харааңдағы сігенні сығарыбызим?» 
MAT.7.5	Чойырхоссың син! Пурун позыңның харааңдағы тӧгені ал тастабыс, андада харындазыңның хараандағы сігенні хайди сығарарын кӧрерзің. 
MAT.7.6	Ызых нимелерні адайларға пирбеңер, олар, айланып, сірерні ыра-чара тартарлар. Нинҷілерні сосхаларға тастабаңар, сосхалар оларны пасхлап саларлар.
MAT.7.7+MAT.7.8	Полған на сурынған кізі алып алар, тілеен кізі табар, тохлатхан кізее ізік азылар. Аннаңар сурыңар – сірерге Худай пирер, тілеңер – таап аларзар, тохладыңар – сірерге азыл парар. 
MAT.7.9	Халас сурған оолғына тас пирген паба пар ба сірернің араңарда? 
MAT.7.10	Алай палых сурчатханға чылан пирҷеңзер бе? 
MAT.7.11	Аннаңар сірер, чабал даа ползаңар, палаларыңа чахсыны пир пілчетсер, Тигірдегі Пабаңар Аннаң сурынчатханнарға чахсы нимелер хайди пирбес. 
MAT.7.12	Аннаңар кізілер сірерге хайди хылынзыннар тіп сағынчазар, сірер дее оларға ідӧк хылыныңар. Мына мындағ Моисей Чахии паза ухаанҷыларның ӱгредии.
MAT.7.12	– 
MAT.7.13	Кір турыңар тарғынах ізікче, ӧлімзер ле апарчатхан ізік чалбах поладыр, андар парчатхан чол, тізең, ниик поладыр. Кӧп кізі ол чолҷа парадыр. 
MAT.7.14	Чуртассар апарчатхан ізік тарғынах, андар парчатхан чол, тізең, аар. Оларны таап алчатхан кізі асхынах.
MAT.7.14	– 
MAT.7.15	Чой ухаанҷылардаң китеніңер. Тастынаң кӧрзе, олар хойларға тӧӧйлер, че істінең олар пӱӱрлер осхастар! 
MAT.7.16	Сірер оларны иткен нимелерінең пілерзер. Іскіт ағастаң виноград алай пуртах оттаң чистек теерчелер бе? 
MAT.7.17	Ідӧк полған на чахсы ағас чахсы чистек пирче, хомай ағас хомай чистек пирче. 
MAT.7.18	Чахсы ағас хомай чистек пире чоғыл, хомай ағас чахсы чистек пире чоғыл. 
MAT.7.19	Чахсы чистек пирбинчеткен полған на ағасты, кизіп, отха тастидырлар. 
MAT.7.20	Пу оңдайнаң, чой ухаанҷыларны чистектерінең танирзар.
MAT.7.21	Мині «Хан-пигім! Хан-пигім!» тіпчеткен полған на кізі нимес, че Тигірдегі Пабамның кӧңнін не толдырчатхан кізі Тигір хан-чирінзер кіріп алар. 
MAT.7.22	Ол кӱнде кӧп кізі Мағаа тир: «Хан-пигім! Хан-пигім! Синің Адыңнаң ухаанҷылаан нимеспіс пе зе? Синің Адыңнаң айналарны сӱрген нимеспіс пе зе? Синің Адыңнаң кӧп хайхастығ нимелер иткен нимеспіс пе зе?» 
MAT.7.23	Андада Мин оларға піди нандырарбын: «Мин сірерні хаҷан даа пілбеем. Хыйа парыңар Миннең, Худайҷа полбин, саба итчеткеннер!»
MAT.7.23	– 
MAT.7.24	Минің сӧстерімні, истіп, толдырчатхан полған на кізі туразын хайада пӱдірчеткен хыйға кізее тӧӧй. 
MAT.7.25	Наңмыр чаап, суғлар тазып, чил хазырланып, ол тураа урунза, анзы, таста турчатханнаңар, аңдарылбинча. 
MAT.7.26	Полғаны ла, кем Минің сӧстерім исче, че оларны толдырбинча, ол хумда тура пӱдірген сағызы чох кізее тӧӧй. 
MAT.7.27	Наңмыр чаап, суғлар тазып, чил хазырланып, ол тураа урунза, анзы аңдарыл парча. Ол саңай иңзеріл парча.
MAT.7.28	Иисус пу чооғын тоосханда, чон Аның ӱгредиине таңнаан. 
MAT.7.29	Ол Моисей Чахии пілігҷілері паза фарисейлер чіли нимес, че ӱлгӱзі пар кізі чіли ӱгретті.
MAT.8.1	Иисус тағдаң тӱскенде, Аның соонҷа кӧп чон парған. 
MAT.8.2	Мына чызығ палығлығ кізі, Андар пас киліп, Аның алнында тізекке тӱзіп, чоохтанған:
MAT.8.2	– Хан-пигім! Хынзаң, мині арығлап поларзың.
MAT.8.2	– 
MAT.8.3	Йа, хынчам, – тіп ала, холын сунып, ол кізее теертібіскен Иисус.
MAT.8.3	– Арығ пол пар!
MAT.8.3	Сах андох чызығ палығлығ кізі арығ пол парған. 
