GEN.1.1	Mulimu a kala ku bupa lihalimu ni lifasi ni ze ku zona kaufela. 
GEN.7.14	Ba longana hamohocwalo ni mishobo kamukana ya lifolofolo za mwa naheñi ni ze pila kwa batu, libupiwa kaufela ze zamaya ka mba, ni mifuta ya linyunywani kamukana. 
GEN.7.15	Ku ze pila kaufela kwa ngiwa ye sihali ni ye tunanyana, mi za kena mwa sisepe ni Nuwe. 
GEN.7.16	Ka bubeli cwalo, ili za sinna ni ze sihali, za kena sina mw'a n'a laelezi Mulimu. Mi Nuwe ha s'a keni, Muñ'a Bupilo a kwala sikwalo.
GEN.7.17	Mwa mazazi a mashumi a mane muunda wa ekezeha, mezi a ba a mañata, mane sisepe sa cimbauka. 
GEN.7.18	Buliba ha bu nze bu ekezeha, ni sona sisepe si nze si cimbauka. 
GEN.7.19	Kwa tunga hahulu mane kwa tiba ni malundu a matelele kaufela. 
GEN.7.20	Fahalimw'a malundu a matelele mezi a ekezeha ka butelele bwa mapeka a lishumi ku zwa fa lingo za malundu. 
GEN.7.21	Ze pila fafasi kamukana za shwa: linyunywani, lifolofolo ni libupiwa ze zamaya ka mba kaufela hamoho ni batu cwalo. 
GEN.7.22	Ze pila fafasi kaufela za shwa. 
GEN.7.23	Muñ'a Bupilo a felisa ze pila mwa lifasi kamukana, ku kopanyeleza ni batu, lifolofolo ni libupiwa ze zamaya ka mba, ni linyunywani cwalo. Ba ba si ka shwa feela ki Nuwe ni b'a n'a keni ni bona mwa sisepe. 
GEN.7.24	Mezi a ekezeha cwalo fafasi ka mazazi a mwanda ni mazazi a mashumi a ketalizoho.
GEN.8.1	Kono Mulimu a hupula Nuwe ni lifolofolo kaufela ni limunanu z'a n'a inzi ni zona mwa sisepe. Kih'a fukisa moya fafasi, mi mezi a kala ku wa. 
GEN.8.2	Mawelu-welu a mwa buliba bwa mawate ni masuba a kwahalimu a kwaleha. Pula ya yema kwahalimu. 
GEN.8.3	Mi mezi a zwelapili ku kala. A kalelela mwamulaho a mazazi a mwanda ka a mashumi a ketalizoho. 
GEN.8.4	Ka la bulishumi ka a supile mwa kweli ya busupa, sisepe sa t'o fuama fa Lilundu la Ararati. 
GEN.8.5	Mezi h'a nz'a kala, cwale ka lizazi la pili la kweli ya bulishumi, lingo za malundu za kala ku bonahala.
GEN.8.6	Hamulaho a mazazi a mashumi a mane, Nuwe a kwalula lihaulo. 
GEN.8.7	A zwisa liñwalala. La zwa mi la fufa-fufa li nze li potoloha ku fitela lifasi li oma. 
GEN.8.8	Cwale Nuwe a zwisa liiba kuli a bone kamba mezi s'a kalile. 
GEN.8.9	Kono kakuli mezi n'a si ka kalelela, liiba ha li si ka fumana hande malulelo. Cwale Nuwe a li swala, mi a li kutiseza mwa sisepe. 
GEN.8.10	A litela sunda mutumbi, kih'a li zwisa hape mwa sisepe. 
GEN.8.11	La y'o kuta manzibwana, mi Nuwe a fumana kuli li na ni litali le linca la kota ya olive mwa mulomo wa lona. Cwale a ziba kuli mezi n'a s'a kala. 
GEN.8.12	Nuwe a ina sunda hape, mi a zwisa liiba. Cwale foo la yelela.
GEN.8.13	Ka lizazi la pili la kweli ya pili, Nuwe ha s'a na ni lilimo ze mianda ye silezi ka si li siñwi, naha ne i se i omile. Ha s'a zwisize situwa fa sisepe, Nuwe a talima kwande, mi a bona kuli lifasi li omile. 
GEN.8.14	La bumashumi a mabeli ni a supile, kweli ya bubeli, naha i ne i se i omile luli.
GEN.8.15	Mulimu a li ku Nuwe: 
GEN.8.16	“U zwe mwa sisepe, wena ni musal'a hao, hamohocwalo ni bana ba hao ni basali ba bona. 
GEN.8.17	U kwalulele lifolofolo z'o na ni zona, linyunywani, limunanu ni libupiwa ze zamaya ka mba kamukana kuli li kone ku y'o zwala mi li tale lifasi kaufela.” 
GEN.8.18	Cwale Nuwe a zwa mwa sisepe ni musal'a hae, ni bana ba hae, ni basali ba bona. 
GEN.8.19	Lifolofolo kaufela, limunanu, linyunywani ni libupiwa ze zamaya ka mba kamukana, ni zona za zwa mwa sisepe ka mishobo ya zona.
GEN.8.20	Nuwe a yahela Muñ'a Bupilo katala. A nga i liñwi kwa lifolofolo ze kenile za mifuta-futa, ni kwa linyunywani, mi a li fitisa ku Mulimu ili mpo ye ciselizwe fa katala. 
GEN.8.21	Muñ'a Bupilo ha s'a utwile muunko o munde, kih'a ipulelela, a li, “Ha ni sa tola ni kuta lifasi hape kabakala likezo za mutu. Ni ziba kuli ku zwa nako y'a s'a li mwanana mihupulo ya hae i maswe. Ha ni sa tola ni sinya ze pila kaufela, sina mo ni ezelize ka nako ye.
GEN.8.22	“Lifasi ha li sa nze li li teñi,
GEN.8.22	ku ta ba ni nako ya ku cala ni nako
GEN.8.22	ya ku kutula,
GEN.8.22	nako ya ku bata ni nako ya ku
GEN.8.22	futumala,
GEN.8.22	nako ya mbumbi ni nako ya litabula,
GEN.8.22	busihu ni musihali.
GEN.8.22	Ze, ha li na ku fela.”
GEN.9.1	 Mulimu a tohonolofaza Nuwe ni bana ba hae, mi a ba bulelela, a li, “Mu be ni bana ba bañata, kuli masika a mina a be kai ni kai mwa lifasi. 
GEN.9.2	Lifolofolo kaufela za fafasi, hamoho ni linyunywani, ni libupiwa kaufela ze zamaya ka mba, ni litapi, li ta mi saba. Kaufel'a zona li mwatas'a mina. 
GEN.9.3	Mu ce lifolofolo kaufela, hamohocwalo ni miloho. Zeo kamukana, ki zona lico za mina ze ni mi fa. 
GEN.9.4	 Kono ku na ni nto i liñwi ye mu sa lukeli ku ca. Ki nama ye sa na ni mali, kakuli ki mwa mali mo ku na ni bupilo. 
GEN.9.5	Haiba mutu a bulaya mutu yo muñwi, mutu yo ni ka mu atulela lifu. Ni ta bulaya folofolo ifi ni ifi ye ka mi bulaya, mi ni ta fa mulatu ku mutu ufi ni ufi ya ka bulaya mwanahabo. 
GEN.9.6	 Ya bulaya mutu kaufela ni yena u ta bulaiwa ki wahabo, kakuli mutu n'a ezizwe ka siswaniso sa Mulimu.
GEN.9.7	 “Cwale mu be ni bana ba bañata, kuli baikulu ba mina ba be ba bañata mi ba pile kai ni kai mwa lifasi.”
GEN.9.8	Mi Mulimu a li ku Nuwe ni kwa bana ba bae, 
GEN.9.9	“Utwa! Cwale ni iswala bulikani ni mina ni bana ba bana ba mina. 
GEN.9.10	Mi ni iswala bulikani hamohocwalo ni ze pila kaufela ze ne li inzi ni mina, ili linyunywani, limunanu, ni lifolofolo ze ne li zwile kaufela mwa sisepe. 
GEN.9.11	Ni iswala bulikani ni mina ka manzwi a. Ni sepisa kuli ha ni sa tola ni sinya hape ze pila kaufela ka muunda. Ha u sa na ku ba teñi o ta sinya lifasi.” 
GEN.9.12	Mi Mulimu a ekeza, a li, “Sisupo sa bulikani bo bu si na ku fela, bo ni iswala ni mina ni lifolofolo ze pila kamukana, ki se. 
GEN.9.13	Ni beya nambwamutalati wa ka mwa malu. U ta ba sisupo sa bulikani bwa ka ni lifasi. 
GEN.9.14	Ka nako ni nako malu a ka kwahela lifasi, mi kwa bonahala nambwamutalati ku ona. 
GEN.9.15	Ka linako zeo ni ta hupula se ni mi sepisize, mina ni lifolofolo kaufela, kuli muunda ha u sa na ku ba teñi o ka bulaya ze pila kamukana. 
GEN.9.16	Nambwamutalati h'a ta bonahala mwa malu, ni ta mu bona, mi ni ta hupula bulikani bo bu sa feli, bo ni isweli ni ze pila kaufela mwa lifasi.” 
GEN.9.17	Mi Mulimu a li ku Nuwe, “Se, ki sisupo sa sepiso ye ni eza ku ze pila mwa lifasi kamukana.”
GEN.9.18	Bana ba Nuwe ba ba zwile mwa sisepe ne li bo Sema, Kama ni Jafeta. Kama ki yena ndat'ahe Kanana. 
GEN.9.19	Batu ba balalu ba, ki bona bana ba Nuwe mi ki ku bona fo ku simuluhile batu ba ba talize lifasi kaufela.
GEN.9.20	Nuwe n'e li mulimi, mi ki yena mutu wa pili wa ku cala simu ya likota za veine. 
GEN.9.21	Ha s'a nwile waine, a kolwa, a tubula liapalo za hae kamukana, mi a lobala situtu mwa tende ya hae. 
GEN.9.22	Cwale Kama, ndat'ahe Kanana, h'a bona kuli ndat'ahe u inzi mapunu, a ya mi a y'o bulelela banabahabo ba babeli. 
GEN.9.23	Bo Sema ni Jafeta kiha ba nga kubo, ba ikwahela yona fa maheta mi ba y'o apesa ndat'a bona. Ne ba nze ba fulalezi hona cwalo kuli ba si ke ba mu bona a li mapunu. 
GEN.9.24	Nuwe ha s'a zwile mwa mandingwe a waine, a lemuha s'a mu ezize mwan'a hae wa ñomba. 
GEN.9.25	A li,
GEN.9.25	“Ku kutiwe Kanana.
GEN.9.25	U ta ba mutanga wa banabahabo.”
GEN.9.26	Mi hape a li,
GEN.9.26	“Ku lumbekwe Muñ'a Bupilo,
GEN.9.26	Mulimu wa Sema.
GEN.9.26	Mi haili Kanana,
GEN.9.26	yena a be mutang'a hae.
GEN.9.27	Mulimu a atise Jafeta
GEN.9.27	mi lusika lwa hae lu pile ni batu
GEN.9.27	ba Sema.
GEN.9.27	Kanana, yena a be mutang'a hae.”
GEN.9.28	Nuwe a pila lilimo ze mianda ye milalu ni mashumi a ketalizoho mwamulaho a muunda. 
GEN.9.29	Cwale a shwa a na ni lilimo ze mianda ye supile ka ye mibeli ni mashumi a ketalizoho.
GEN.10.1	Masika a bana ba Nuwe, bo Sema, Kama ni Jafeta, ili ba ba pepilwe mwamulaho wa muunda ki a.
GEN.10.2	Bana ba Jafeta ne li Gomere, Magogo, Madai, Javani, Tubali, Mesheki ni Tirasi. 
GEN.10.3	Bana ba Gomere ne li Ashikenazi, Rifati ni Togarema. 
GEN.10.4	Bana ba Javani ne li Elisha, Tareshishi, Kitimi ni Dodanimi. 
GEN.10.5	Ki ku bona ko ku simuluhile masika a n'a yahile fa minanga ni mwa lioli za mawate. Bao, ki bona ba lusika lwa Jafeta ba ba ne ba pila mwa mishobo i sili ni manaha a fapani, mi sitopa ni sitopa ne si bulela puo ya sona.
GEN.10.6	Bana ba Kama n'e li Kushi, Miziraimi, Puti ni Kanana. 
GEN.10.7	Bana ba Kushi ne li Seba, Havila, Sabita, Raama ni Sabiteka. Bana ba Raama ne li Sheba ni Dedani. 
GEN.10.8	Kushi n'a na ni mwana, ya n'a bizwa Nimirodi, ya bile ndwalume yo mutuna wa pili mwa lifasi. 
GEN.10.9	Hape ne li sizumi se situna hahulu fapil'a Mulimu, mi kikabakaleo batu ha ba ize, “Sizumi se situna ike Nimirodi.” 
GEN.10.10	U kalezi ku busa kwa Babele, ni Ereki, ni Akadi ili mabaka a mwa naha ya Shinari kaufel'a ona. 
GEN.10.11	H'a tuta mwa naha yeo ku ya mwa Siria a y'o yaha minzi ya Ninive ni Rehoboto ni Kala. 
GEN.10.12	A yaha ni Reseni o mwahal'a Ninive ni munzi o mutuna wa Kala.
GEN.10.13	Miziraimi a pepa batu ba Maludini, Maanamimi, Malehabimi, Manafutuhimi, 
GEN.10.14	Maputurusimi, Makafitorimi, ni Makasuluhimi, mi ki ku bona bao ko ku simuluhile Mafilisita.
GEN.10.15	Kanana a pepa mweli wa hae, yena Sidoni, ni Heti. 
GEN.10.16	A simulula Majebusi, Maamori, Magiregashi, 
GEN.10.17	Mahivi, Maariki, Masini, 
GEN.10.18	Maarevadi, Masemari ni Mahamati. Mwamulaho a bao kihona mishobo ya Makanana i hasana. 
GEN.10.19	I hasani ku fitela milulwani ya Makanana ye simuluha fa Sidoni ku liba kwa Gerari ku y'o fita kwa Gaza ni ku liba kwa Sodoma ni Gomora ni Adima ni Seboimi, mane ku y'o fita kwa Lasha. 
GEN.10.20	Ba, ki bona bana ba Kama, ba mishobo ni manaha a sili, ba ba bulela lipuo ze fapahana.
GEN.10.21	Sema, ya n'a li mushemi wa bana kaufela ba Hebere, mi hape ya n'a li muhulwan'a Jafeta, ni yena a pepa bana. 
GEN.10.22	Bana ba Sema n'e li Elami, Ashuri, Aripakasadi, Laudi ni Arami. 
GEN.10.23	Bana ba Arami n'e li Uzi, Huli, Geteri ni Masha. 
GEN.10.24	Aripakasadi a pepa Shela, mi Shela yena a pepa Hebere. 
GEN.10.25	Hebere a pepa bana ba babeli. Yo muñwi n'a bizwa Pelegi, kakuli ka nako ya hae batu ba lifasi ne ba kauhani. Libizo la munyan'a hae n'e li Joketani. 
GEN.10.26	Joketani a pepa Alimodadi, Shelefe, Hazaramaveti, Jera, 
GEN.10.27	Hadorami, Uzali, Dikali, 
GEN.10.28	Obali, Abimaele, Sheba, 
GEN.10.29	Ofire, Havilani, ni Jobabi. Bao kaufela n'e li bana ba Joketani. 
GEN.10.30	Naha mo ne ba yahile ne i kalela kwa Mesha, mane i y'o fita kwa malundu a Sefari a li kwa upa. 
GEN.10.31	Lo, ki lona lusika lwa Sema, lo lu ne lu pila ka limba ni manaha a fapani, ni lipuo li sili.
GEN.10.32	Ao kaufela ki ona masika a simuluhile ku Nuwe, ka limba ze kauhani, ni ka mishobo. Mwamulaho a muunda, mishobo kaufela ye li teñi mwa lifasi i simuluhile ku bona bana ba Nuwe bao.
GEN.11.1	Kwa simuluho, batu mwa lifasi kaufela ne ba bulela puo i liñwi, ni ku itusisa manzwi a swana. 
GEN.11.2	Ha ne ba nze ba ya kwa upa, ba t'o fita mwa libala le li mwa naha ya Shinari, mo ba til'o yaha. 
GEN.11.3	Kiha ba bulelisana, ba li, “A mu tahe! Lu lube litina, lu li cise hande.” Cwale ba eza litina, ze ba ka yaha ka zona, ni mufuta wa samende wa ku li kopanya hamoho. 
GEN.11.4	Mi ba li, “A lu ikaheleñi munzi o ta ba ni tawa ye telele, mane i y'o fita kwa lihalimu. Lu ikezeze libizo kuli lu si ke lwa hasanela mwa naha kamukana.”
GEN.11.5	Cwale Muñ'a Bupilo kih'a taha fafasi ku t'o bona munzi ni tawa ye ba yahile batu. 
GEN.11.6	A li, “Batu ba, ki batu ba li bañwi. Ba bulela puo i liñwi. A, ki ona makalelo feela a ze ba ta eza. Mwamulahonyana ba ka kona ku ikezeza sifi ni sifi se ba bata ku si eza. 
GEN.11.7	A lu ye kwateñi, lu y'o fapanya puo ya bona kuli ba si ke ba utwana.” 
GEN.11.8	Cwale Muñ'a Bupilo a ba hasanyeza mwa lifasi kaufela, mi ba tuhela ku yaha munzi. 
GEN.11.9	Munzi wo n'o bizwa Babele, kakuli ki fona f'a n'a fapahanyelize Muñ'a Bupilo lipuo za batu, mi a ba hasanyeza mwa lifasi kamukana.
GEN.11.10	Ba, ki bona ba lusika lwa Sema. Lilimo ze peli mwamulaho a muunda, Sema ha s'a na ni lilimo ze mwanda, a pepa mwana ya bizwa Aripakasadi. 
GEN.11.11	Mwamulaho a foo, a pila hape lilimo ze mianda i ketalizoho, mi a pepa bana ba bañwi ba bashimani ni basizana.
GEN.11.12	Aripakasadi ha s'a na ni lilimo ze mashumi a malalu ni ze ketalizoho, a pepa mwana ya bizwa Shela. 
GEN.11.13	Mwamulaho a foo, a pila hape lilimo ze mianda ye mine ni ze talu, mi a pepa ba bañwi bana ba bashimani ni basizana.
GEN.11.14	Shela ha s'a na ni lilimo ze mashumi a malalu, a pepa Hebere. 
GEN.11.15	Mwamulaho a foo, a pila lilimo ze mianda ye mine ni ze talu, mi a pepa bana ba bañwi ba bashimani ni basizana hape.
GEN.11.16	Hebere ha s'a na ni lilimo ze mashumi a malalu ni ze ne, a pepa Pelegi. 
GEN.11.17	Mwamulaho a foo, a pila hape lilimo ze mianda ye mine ni mashumi a malalu, mi a ba ni bana ba bañwi ba basizana ni bashimani.
GEN.11.18	Pelegi ha s'a na ni lilimo ze mashumi a malalu, a pepa Reu. 
GEN.11.19	Mwamulaho a foo, a pila hape lilimo ze mianda ye mibeli ni ze supile ka ze peli, mi a ba ni ba bañwi bana ba bashimani ni basizana.
GEN.11.20	Reu ha s'a na ni lilimo ze mashumi a malalu ka ze peli, a pepa Serugi. 
GEN.11.21	Mwamulaho a foo, a pila hape lilimo ze mianda ye mibeli ka ze supile, mi a ba ni bana ba bañwi ba bashimani ni basizana.
GEN.11.22	Serugi ha s'a na ni lilimo ze mashumi a malalu, a pepa Nakori. 
GEN.11.23	Mwamulaho a foo, a pila hape lilimo ze mianda ye mibeli, mi a ba ni bana ba bañwi ba bashimani ni basizana.
GEN.11.24	Nakori ha s'a na ni lilimo ze mashumi a mabeli ni ze supile ka ze peli, a pepa Tera. 
GEN.11.25	Mwamulaho a foo, a pila hape lilimo ze mwanda ni lishumi ka ze supile ni ze peli, mi a ba ni bana ba bañwi ba bashimani ni basizana.
GEN.11.26	Tera ha s'a na ni lilimo ze mashumi a supile, a pepa Abrame, Nakori ni Harani.
GEN.11.27	Lo, ki lona lusika lwa Tera. Tera ki yena ya n'a pepile Abrame, Nakori ni Harani. Harani yena a pepa Lota. 
GEN.11.28	A shwela mwa munzi wa habo, ili Ure wa mwa naha ya Kaladeya, ndat'ahe a nz'a sa pila. 
GEN.11.29	Abrame a nyala Sarai, mi Nakori a nyala Milika mwan'a Harani ya n'a li ndat'ahe Jisika. 
GEN.11.30	Sarai n'a si ka ba ni bana. N'e li muumba.
GEN.11.31	Tera a nga mwan'a hae Abrame, ni Lota muikulyae, ya n'a li mwan'a Harani, ni mukwenyan'a hae Sarai, musal'a Abrame. A zwa ni bona mwa Ure wa mwa Kaladeya, ku ya mwa naha ya Kanana. Ba ya, mane ba y'o fita mwa Harani, mi ba yaha mwateñi. 
GEN.11.32	Tera a shwela hona moo, a nz'a na ni lilimo ze mianda ye mibeli ni ze ketalizoho.
GEN.12.1	 Cwale Muñ'a Bupilo a li ku Abrame, “U tute mwa naha ya henu, u siye banabahenu, ni munzi wa ndat'aho, mi u ye mwa naha ye ni ta ku supeza yona. 
GEN.12.2	Ni ta atisa lusika lwa hao, mi lu ta ba sicaba se situna. Ni ta ku tohonolofaza, mi libizo la hao li ta tuma, mane li sebeliswe ha ku tohonolofazwa.
GEN.12.3	 “Ni ka tohonolofaza
GEN.12.3	ba ba ku tohonolofaza,
GEN.12.3	kono ni ta kuta ba ba ku kuta.
GEN.12.3	Macaba kamukana a lifasi a ta ni kupa
GEN.12.3	kuli ni a tohonolofaze
GEN.12.3	sina mo ni ku tohonolofalelize.”
GEN.12.4	Abrame ha s'a na ni lilimo ze mashumi a supile ka ze ketalizoho, a tuta mwa Harani mi a ya ni Lota sina Muñ'a Bupilo ha n'a mu bulelezi. 
GEN.12.5	Abrame a nga musal'a hae Sarai ni Lota mwan'a munyan'a hae, ni liluwo la bona kaufela hamohocwalo ni batanga ba bona kamukana ni ze ne ba na ni zona mwa Harani, mi ba funduka ku ya kwa naha ya Kanana.
GEN.12.5	Ba fitile mwa Kanana. 
GEN.12.6	Cwale Abrame a zamaya naha yeo mane a ba a t'o fita fa sibaka se si kenile sa munzi wa Sikemi, kwa kota ya oke ya More. Ka yona nako yeo, Makanana ne ba sa pila mwateñi. 
GEN.12.7	 Muñ'a Bupilo a iponahaza ku Abrame, mi a li ku yena, “Ye ki yona naha ye ni ka fa lusika lwa hao.” Hona foo, Abrame a yaha katala. A yahela Muñ'a Bupilo ya n'a iponahalize ku yena. 
GEN.12.8	Mwamulaho a zeo, a tutela kwa mboela kwa lilundu le li li kwa upa wa munzi wa Betele mi a y'o toma mafulo a hae mwahal'a Betele kwa wiko, ni Ai kwa upa. Ni hona fa sibaka seo, a yaha katala mi a lapela Muñ'a Bupilo. 
GEN.12.9	Kih'a tutela kwa mboela. A zamaya a nz'a toma mafulo, a libile kwa sibaka sa Negebe.
GEN.12.10	Kono ne ku si na lico mwa naha yeo, mi kakuli tala n'e li ye tuna, Abrame a zwelapili a ya kwa mboela, kwa Egepita, ku y'o pila kwateñi nakonyana. 
GEN.12.11	Ha n'a sa bata ku tula museto kuli a kene mwa Egepita, a li ku musal'a hae Sarai, “Bona, wena u musali yo munde. 
GEN.12.12	Ha ba ta ku bona, Maegepita ba ta li, ‘Ki musal'a Abrame yo.’ Ibehe ba ta ni bulaya kuli ba ikungele wena. 
GEN.12.13	 Cwalehe, u ba bulelele kuli u kaizel'a ka, mi kabakala hao, ba ta ni pilisa hande.” 
GEN.12.14	Ha s'a tulile museto ku kena mwa Egepita, Maegepita ba bona kuli musal'a hae n'e li yo munde hahulu. 
GEN.12.15	Manduna ba mu bona, mi ba y'o bulelela Faro ka za bunde bwa hae, mi Sarai a iswa kwa ndu ya hae. 
GEN.12.16	Kabakala hae, Faro a pilisa hande Abrame, mane a mu fa batanga ba banna ni ba basali, limbongolo za banna ni za basali, ni likamele.
GEN.12.17	Kono kakuli Faro n'a ngile Sarai, Muñ'a Bupilo a kenyeza Faro ni ba ndu ya hae matuku a maswe. 
GEN.12.18	Kiha s'a biza Abrame, mi a t'o mu buza, a li, “Kiñi s'o ni ezelize cwalo? Kikabakalañi ha n'o si ka ni bulelela kuli yo ki musal'a hao? 
GEN.12.19	Kiñi ha n'o ize ki kaizel'a hao, mane na ba na mu nga ku mu nyala? Ki yo musal'a hao. U mu nge, mi u zwe fa!” 
GEN.12.20	Faro kiha s'a laela batu ba hae ku nga Abrame ni musal'a hae ni za bona kamukana, mi ba ba zwisa mwa naha ya hae.
GEN.13.1	Abrame h'a zwa mwa Egepita a liba kwa mutulo, kwa sibaka sa Negebe, ni musal'a hae ni ze ba na ni zona kaufela. Lota a ya ni yena. 
GEN.13.2	Abrame n'e li mutu ya n'a fumile hahulu lingu, lipuli ni likomu, hamohocwalo ni silivela ni gauda. 
GEN.13.3	A tuta-tuta cwalo mwa mafulo. A zwa kwa Negebe ku sutelela kwa Betele, mwa mafulo a hae a pili, mwahal'a Betele ni Ai. 
GEN.13.4	Kih'a ya mwa sibaka kw'a n'a yahile katala, mi koo a y'o lapela Muñ'a Bupilo.
GEN.13.5	Lota, ya n'a zamaya ni Abrame, ni yena n'a na ni lingu, lipuli ni likomu, hamohocwalo ni batu b'a n'a zamaya ni bona. 
GEN.13.6	Ne ku si na mafulisezo hande ko ne ba ka fuliseza hamoho likomu za bona. Bubeli bwa bona ne ba na ni limunanu ze ñata hahulu. 
GEN.13.7	Cwale kwa ba ni lindwa mwahal'a balisana ba Abrame ni balisana ba Lota. Ka yona nako yeo, Makanana ni Maperizi ne ba sa yahile mwa naha moo.
GEN.13.8	Cwale Abrame kih'a li ku Lota, “Luna, lu mba i liñwi. Ha ku lukeli kuli lifapahano li n'o banga teñi mwahal'a balisana ba hao ni ba ka. 
GEN.13.9	A lu kauhane. Mwanesu, u iketelele sibaka s'o lata kaufela mwa naha mo. U ni siye. Ha u ya ka fa, na, ni ka ya kwale.”
GEN.13.10	 Lota cwale a talima kafa ni kafa, mi a bona kuli libala la Nuka ya Jordani, mane ku y'o fita kwa Zoari, sibaka seo kamukana ne si na ni mezi a mañata, sina simu ya Muñ'a Bupilo, kamba sina naha ya Egepita. Foo, Muñ'a Bupilo n'a si ka sinya kale minzi ya Sodoma ni Gomora. 
GEN.13.11	Lota kiha s'a iketela libala kaufela la Nuka ya Jordani, mi a tutela kwa neku la kwa upa. Batu ba babeli bao ba kauhana cwalo. 
GEN.13.12	Abrame a siyala mwa naha ya Kanana, mi Lota a y'o ina mwahal'a minzi ye mwa libala, a yaha mafulo kwatuko a Sodoma. 
GEN.13.13	A ina mwahal'a batu ba ba maswe, ba ba ne ba foseza Muñ'a Bupilo ka sibi sa bona.
GEN.13.14	Lota ha s'a ile, Muñ'a Bupilo a li ku Abrame, “Ku zwa hona f'o yemi foo, u talime ka tokomelo mwa maneku kaufela. 
GEN.13.15	 Ni ta ku fa, wena ni baikulu ba hao, naha y'o bona yeo kaufela, mi i ta ba ya hao kuya kuile. 
GEN.13.16	Ni ka ku fa baikulu ba bañata. I ta ba buñata bo bu si ke bwa kona ku baliwa ki mutu konji ya kona ku bala liluli la lifasi. 
GEN.13.17	Cwale u itukise, mi u potolohe naha yeo kaufela, kakuli ni ta ku fa yona kamukana.” 
GEN.13.18	Abrame kiha s'a tuta foo, mi a y'o yaha fakaufi ni likota za Mamare kwa Heberoni, mi koo a y'o yahela Muñ'a Bupilo katala.
GEN.14.1	Amarafele n'a li mulena wa Shinari, Arioki mulena wa Elasari, Kedorelaomere mulena wa Elami, ni Tidali mulena wa Goimi. 
GEN.14.2	Malena bao ba lumelelana ku y'o lwanisa malena ba ketalizoho, ili Bera mulena wa Sodoma, Birisha mulena wa Gomora, Shinabi mulena wa Adima, Shemebere mulena wa Zeboimi ni mulena wa Bela kamba Zoari. 
GEN.14.3	Malena bao ba ketalizoho ba lumelelana ku kopanya limpi za bona mwa Libala la Sidimi, le li se li fetuhile Liwate la Lizwai kacenu. 
GEN.14.4	Ne ba zamaisizwe ki Kedorelaomere ka lilimo ze lishumi ka ze peli, kono mwahal'a silimo sa bulishumi ka ze talu ba mu fetuhela. 
GEN.14.5	Ka silimo sa bulishumi ka ze ne, Kedorelaomere ni ba ba ne ba lumelelani ni yena ba tisa limpi za bona, mi ba tula Marefaimi mwa Ashiteroti-Karnaimi ni Mazusini mwa Hami, ni Maemimi mwa Shave-Kiryataimi. 
GEN.14.6	Ba tula ni Mahori mwa malundu a Seiri, mane ku y'o fita kwa Parani kwa makalelo a lihalaupa. 
GEN.14.7	Cwale ba kuta, mi ba t'o fita kwa Kadeshi kapa Liwelu-welu la Katulo, mi ba tula naha kaufela ya Maameleke, hamohocwalo ni ya Maamori ba ba ne ba pila mwa Hazazoni-Tamare.
GEN.14.8	Cwale malena ba Sodoma, Gomora, Adima, Zeboimi ni Bela ba tisa limpi za bona ku t'o lwanela mwa Libala la Sidimi. 
GEN.14.9	Ba t'o lwanisa Kedorelaomere wa kwa Elami, Tidali wa kwa Goimi, Amarafele wa kwa Shinari, ni Arioki wa kwa Elasari. Cwale malena ba bane ba lwanisa ba ketalizoho. 
GEN.14.10	Libala la Sidimi kaufela ne li tezi misima ya tala, mi malena ba Sodoma ni Gomora, ha ba lika ku saba ndwa, ba wela mwateñi. Ba bañwi ba y'o pilela mwa malundu. 
GEN.14.11	Malena ba bane bao, ba nga lika kamukana ze n'e li mwa Sodoma ni Gomora, hamohocwalo ni lico, mi ba ikela. 
GEN.14.12	Ba ngelela ni Lota, mwan'a munyan'a Abrame, ni z'a n'a na ni zona kamukana, kakuli n'a pila mwa Sodoma.
GEN.14.13	Kono mutu ya n'a bandukile a taha, mi a t'o bulelela Abrame wa Muheberu taba yeo. N'a pila fakaufi ni likota za Mamare wa Muamori, ya n'a li mwanahabo Eshikoli ni Anere. Bao n'e li balikani ba Abrame. 
GEN.14.14	Abrame ha s'a utwile kuli mwanahabo u swelwi, a biza batu ba hae ba ba sepahala, ili ba mianda ye milalu ni ba lishumi ka ba supile ni a li muñwi hamoho, mi ba latelela malena bao, mane ba y'o fita kwa Dani. 
GEN.14.15	Koo, Abrame ni batu ba hae ba kauhanya mwa litopa, ba ba lwanisa busihu, mi ba ba tula. Ba ba lelekisa, mane ba y'o ba fitisa kwa Hoba, ili kwa mutulo wa Damaseka. 
