MAT.1.1	Kitabu cha mbuli ya Yesu Kilisito, ṅwana Dawidi, ṅwana Abulahamu: 
MAT.7.23	Ne ndiho niwalavilize kuγamba: Kale hoshe samitaile, ukai kwangu, inywi mγosholewo vishivyoγosholwa!
MAT.7.24	Kila muntu mweiva izi mbuli zangu akiziγoshola atafanana na muntu mkiyuγo mwezenga nyumba yakwe kunguwi. 
MAT.7.25	Hata fula iisiize, mito imeme, mpeho ikuntishe, itowe ija nyumba nkaikina, hambu izashikainiziγwa mwe kungu. 
MAT.7.26	Kangi kila muntu mweiva izi mbuli zangu akisheziγoshola atafanana na muntu mubabashi mwezenga nyumba yakwe mwe mshangalaγala. 
MAT.7.27	Fula ikiisiiza, mito ikimema, mpeho ikikuntisha, ikitowa ija nyumba, itakina, kangi kuchakuka kwakwe ni kukulu.
MAT.7.28	Yesu akibinda izi mbuli, wantu wazashentuka mifuzize yakwe. 
MAT.7.29	Hambu azawafuza sa muntu mwena ufuṅwa, nkafanane na watabaluwangwa we kwawe.
MAT.8.1	Akisheela mwe uja mulima, wantu wangi muno wazamtongela. 
MAT.8.2	Kuna mkoma, azamwizila, azamkinila angwe: Zumbe, ati wakunda, wadaha kunihonya. 
MAT.8.3	Azakusula mkono, azamdowa angwe: Nakunda, uhone. Viya du lushe ukoma wakwe uzauka. 
MAT.8.4	Yesu azamuti: Olela, ushezavimγambila muntu! Miya hita, umlawile mvikizi, uiγale jiya tulo, Mose alaγilizejo, jiwaγalukile uwona!
MAT.8.5	Akiingila Kapelinaumu, mkulu ywa washilikali azamwizila, azamhembeleza, angwe: 
MAT.8.6	Zumbe, mbwanga ywangu atoziγwa ni mahisho nyumbai, ana pengene, aisiiza kulumilwa. 
MAT.8.7+MAT.8.8	Angwe ndiye: Neniize, nimhonye. Yuja mkulu ywa washilikali azamlandula angwe: Zumbe nkaviniagiza, ukiingila mwangu; longa mbuli du! 
MAT.8.9	Ne mbwanga ywangu atahona. Hambu imi nami ni muntu neitika ufuṅwa, kangi vivyo nina washilikali weniitika, nikimγamba uyu Hita!, ahita, nikimγamba mtuhu: Iza!, aiza, nikimγamba mupuna ywangu: Γoshola visiku!, aγoshola. 
MAT.8.10	Yesu akiviiva, azamaka; azawalonga waja wemtongela: Kweli namiti: Kwa Waisilayeli saene muntu mwena mitozesheze ye ivyoho. 
MAT.8.11	Miya namiti: Wangi nezewalawe kwelawa zuwa na kweingila zuwa, waikale ndala haṅwe na Abulahamu na Isaka na Yakobo uzumbe wa lwingu. 
MAT.8.12	Miya wenyezi wa uja uzumbe nezewashindikwe na se na kwe iwiza; ne kwena kulila na kukemeza meno. 
MAT.8.13	Vikibinda Yesu azalonga yuja mkulu ywa washilikali: Hita! Uvyotozesha vikubontokele! Ija ngela ne yuja mbwanga ahohona.
MAT.8.14	Yesu akiingila mwe nyumba ya Petelo azamwona nine ja mkaza Petelo kuti: Ailele sasai, ana mbu. 
MAT.8.15	Azamtoza mkono, ne mbu zihomleka; azainuka azamγoshwela ndima. 
MAT.8.16	Lwa ṅwiyaγulo wazamletela wangi wehuma mpepo; azaingata ziya mpepo na kulonga du, hata woshe watuhu wehuma azawahonya, 
MAT.8.17	kangwe vibontoke viya vilongiγwevyo ni mteγanyi Yesaya akiγamba: Ṅwenye azakiitwisha kulumila kwetu, azainula manyonge yetu. 
MAT.8.18	Yesu akiona wantu wangi, wakimdenganila, azalaγiliza, waomboke na sheja.
MAT.8.19	Kuzaiza mtabaluwangwa, azamuti: Mfuzi, nikutongele, ndiko uhite nako! 
MAT.8.20	Yesu azamuti: Mpelele zina maleme, madeγe yeanga ulanga yana masasa, miya ṅwanangwa ywa muntu nkana ha ikila mutwi. 
MAT.8.21	Mhina mtuhu azamuti: Zumbe, nikundiza, ninehita kwa mzika tate! 
MAT.8.22	Yesu azamuti: Nitongela, uleke, wafilewo wazike weyae wawe wefa!
MAT.8.23	Akiingila mwe chombo, wahina wakwe wazamtongela. 
MAT.8.24	Kuzainuka mpeho nkulu mwe bahali, mpaka chombo chikiγubikwa ni maimbi, miya ṅwenye aisisile. 
MAT.8.25	Wazamwizila, wazamwinula angwe: Zumbe, tihonye! Taaγa. 
MAT.8.26	Azawati: Nini mkitaogoha ivyoho? Nini mkishetozesha vyedi? Vikibinda azainuka, azavaila ija mpeho na bahali, ne kuhohombwela kabisa. 
MAT.8.27	Wantu wazamaka angwe: Ni muntu ani uyu, mpeho na bahali zikimwitika?
MAT.8.28	Akibula sheja mwe shi ya Gadala azakintana na wantu waili wehuma mpepo, walawa kwe mbila, wana nkunguka kabisa, kwa ivyoho muntu nkazinka mwe ija sila. 
MAT.8.29	Wazakema angwe: Tina mbwai ishwi na iwe, ṅwana Mulungu? Uzaiza na kunu, utilumize, mishi yetu ishizati ibule? 
MAT.8.30	Miya haja, waliho, hale hana ifyo ja nguluwe nyingi zelishiγwa. 
MAT.8.31	Ziya mpepo zizamhembeleza angwe: Ati watiingata, titume, tiingile mwe jiya ifyo ja nguluwe! 
MAT.8.32	Azaziti: Hitai! Zizalawa, zizahita, zizaingila mwe ziya nguluwe. Ne ifyo joshe jiholumbila kunguwi na mwe bahali, zizafa muja mwe mazi. 
MAT.8.33	Walishi wazanyilika, wazahita na kaya, wazabilikila vyoshe, hata mbuli za waja wahumilewo mpepo. 
MAT.8.34	Ne wantu woshe wa muzi waholawa, wambashe Yesu; wakimwona, wazamhembeleza, auke mwe shi yawe.
MAT.9.1	Azaingila mwe chombo, azaomboka na sheja, azahita kwe muzi wakwe ṅwenye. 
MAT.9.2	Ne wahomletela mtamu ywa pengene, ailele mwe lusazi. Yesu akiona mitozesheze yawe azamlonga yuja mtamu: Nwanangu, toγwa ni moyo! Uhuza wako uzauushiliziγwa. 
MAT.9.3	Ne watabaluwangwa kuṅwe waholonga mwe myoyo yawe kuγamba: Uyu amweza Mulungu! 
MAT.9.4	Yesu akiona ntongonyezi zawe azalonga: Nini mkitongonyeza mbuli mbada mwe myoyo yenyu? 
MAT.9.5	Vihufu ni vihi? Kulonga: Uhuza wako uzaushiγwa, haidu kulonga: Inuka, ukaange? 
MAT.9.6	Miya mtaile kuti: Ṅwanangwa ywa muntu ana ufuṅwa kunu shi wa kuushiliza uhuza! Ne ahomlonga yuja mtamu ywa pengene: Inuka, uinule lusazi lwako, uhite na kaya kwako! 
MAT.9.7	Azainuka, azahita na kaya kwakwe. 
MAT.9.8	Wantu wakiviona wazabulwa ni woγa, wazamtogola Mulungu, kuti azawainka wantu ufuṅwa we ivyoho.
MAT.9.9	Yesu akihauka azaona muntu, aiikale he ngelu, ailangwa Mateyo; uyu azamlonga: Nitongela! Ne ahoinuka akimtongela. 
MAT.9.10	Akija nkande nyumbai, kuzaiza wangelu na wahuza wangi, wazaja haṅwe na Yesu na wahina wakwe. 
MAT.9.11	Mafaliseyo wakiviona wazawalonga wahina wakwe angwe: Nini mfuzi ywenyu akija na wangelu na wahuza? 
MAT.9.12	Akiviiva azalonga: Weikala ugima nkawaagiziγwa ni mγanga, ni waja wehuma. Ndokoi! 
MAT.9.13	Tailai bontokelo ja iyo mbuli ya kuγamba: Nakunda mbazi, sikunda ṅombe za mviko! Hambu siizile, niitange watanda, niizile niitange wahuza.
MAT.9.14	Haja wahina wa Yohana wazamwizila angwe: Nini ishwi na Mafaliseyo tikifunga, wahina wako wakishefunga? 
MAT.9.15	Yesu azawati: Welalikilwa nteγuzi wadaha zeze kuona ukiwa, yuja ṅwali wakeanga naye? Mishi yaiza, ndiho ṅwali nezeaushiγwe kwawe ne ndiho wafunge. 
MAT.9.16	Nkakuna mwegela ndame ya shuke mpya mwe nkazu shakazu; anga haja hoshe, ashumileho, hauka mwe iyo nkazu, lushe langa jakwe ni kulu kuzinka jiya ja bosi. 
MAT.9.17	Kangi nkakuna mwegela mvinyo mwishi mwe mabene mashakazu, anga aya mabene yatatuka, uja mvinyo ukaitika, kangi mabene yohe yabindilizika; miya mvinyo mwishi muntu augela mwe mabene mahya, ne kuhonya mvinyo haṅwe na mabene.
MAT.9.18	Akiwalonga izi mbuli, kuzaiza mfuṅwa, azamkinila angwe: Ṅwanangu ywa kindele azafa ivi lushe; miya iza, umubadikile mkono! Ne ndivyo auye moyo. 
MAT.9.19	Yesu azainuka azamtongela na wahina wakwe. 
MAT.9.20	Kuna mvyele alawileye mpome mavuli kumi na maili, azamwizila nyuma, 
MAT.9.21	azadowa lusiniko lwa nkazu yakwe. Hambu azafanyanya mwe moyo wakwe kuγamba: Ati nadowa nkazu yakwe du, nenihone. 
MAT.9.22	Miya Yesu azahituka, azamwolela, azamuti: Toγwa ni moyo, ṅwanangu! Mitozesheze yako izakuhonya. 
MAT.9.23	Ne yuja mvyele ahonileho ni haho. Yesu akiingila mwe nyumba ya yuja mfuṅwa, akiona wetowa miluli na wantu wangi wevunka, 
MAT.9.24	azawati: Ukai! Hambu aka kandele nkakafile, katesisila du. 
MAT.9.25	Miya wazamsheka. Wantu woshe wakibinda kumlaviγwa, azaingila, azatoza mkono wakwe, ne kaja kandele kahoinuka. 
MAT.9.26	Nguma ya inu mbuli izaγenda, izagisa ija shi ngima.
MAT.9.27	Yesu akihauka, matuntu maili yazamtongela, wakikema angwe: Tife mbazi, ṅwana Dawidi! 
MAT.9.28	Akiingila na nyumbai, yaja matuntu yazamwizila; Yesu azawati: Mwatozesha, kuti nadaha kuviγoshola ivi? Wazamwitikila: Zumbe, ehe. 
MAT.9.29	Ne ahodowa mesho yawe angwe: Viya muvyotozesha vimibontokele! 
MAT.9.30	Ne mesho yawe yahoγubuka. Vikibinda Yesu azawashunda angwe: Olelai, muntu ashezavitaila! 
MAT.9.31	Miya waja wakimlawa wazabilikila mbuli yakwe mwe ija shi ngima. 
MAT.9.32	Wakimlawa muja, wazamletela bubu mwehuma mpepo. 
MAT.9.33	Iyo mpepo ikiingatwa, yuja bubu azalonga. Wantu wazavimaka, wazaγamba: Kale hoshe mwe Waisilayeli mbuli ye ivyoho nkayaoniγwe. 
MAT.9.34	Miya Mafaliseyo wazaγamba: Aingata mpepo kwa nguvu ya zumbe ywa mpepo.
MAT.9.35	Yesu azaanga mwe mizi yoshe, hata mwe mizi ye tanga akifuza mwe mavikilo yawe na kubilikila ulau wedi wa uzumbengwa, vikibinda azahonya mahisho na manyonge yoshe. 
MAT.9.36	Akiolela waja wantu azabulwa ni utungu nawo, kwa kuti waonyiγwa lulali, waiasakane, viya ni ngoto zishinazo mulishi. 
MAT.9.37	Ne aholonga wahina wakwe: Uluki ni ukulu, miya wandima ni waγeke. 
MAT.9.38	Mhembelezei ṅwenye uluki, atume wandima kwe uluki wakwe!
MAT.10.1	Azaitanga waja wahina wakwe kumi na waili, azawainka ufuṅwa wa mpepo zekandana, wadaheziingata, kangi wadahehonya mahisho na manyonge yoshe. 
MAT.10.2	Mazina ya izi ntuṅwa kumi na mbili shaya: Ywa bosi ni Simoni mweitangwa Petelo na nduγuye Andeleya, Yakobo, ṅwana Zebedeyo, na nduγuye Yohana. 
MAT.10.3	Filipo, Balitolomeyo, Toma, Mateyo mngelu, Yakobo, ṅwana Alifeyo, Tadeyo, 
MAT.10.4	Simoni ywa Kana, Yuda Isikaliyota, ni yuja amwinkileye.
MAT.10.5	Awa kumi na waili Yesu azawatuma na kuwalaγiliza akiwati: Mshehite na kwe sila za wamzimu, hata mwe muzi wa Wasamaliya msheingile! 
MAT.10.6	Hitai du kwe ngotongwa za mbali ya Isilayeli ziaγilezo! 
MAT.10.7	Hitai, mkabilikile kuti: Uzumbe wa lwingu u hehi! 
MAT.10.8	Wanyonge wahonyei! Wafilewo wainulei! Wakoma waushei ukoma! Mpepo ziingatei! Mzaviinkwa bule, viinkilei bule! 
MAT.10.9	Mshetoze zahabu ao feza ao senti mwe misipi yenyu! 
MAT.10.10	Funge du ya nkande za silai msheihaγate! Msheange na nkazu mbili ao du vilatu ao ngoda du! Hambu mndima aagiziγwa ni nkande zakwe. 
MAT.10.11	Mwe muzi, ati ni mkulu, ati ni mdodo, ndimo mwingile, uzai, ati muna muntu mweagiziγwa ni kumifikiza! Ne ndimo mwikale, mpaka mkizamlawa. 
MAT.10.12	Mkiingila mwe nyumbangwa muluγushei! 
MAT.10.13	Ati iyo nyumba yamiagiza, mpolele yenyu itaiikaila; ati nkaimiagiza, ija mpolele itamiuyiya. 
MAT.10.14	Ndiye ashemihokele na kuteγeleza mbuli zenyu, mulawei mwe iyo nyumba na mwe uja muzi, muhuγute vumbi ja milundi yenyu! 
MAT.10.15	Kweli namiti: Masa ya shi ya Sodoma na ya Gomola yatahuha kuzinka ayo ya uja muzi, mushi wa mlaho ukizabula. 
MAT.10.16	Olelai! Imi namituma, viya mu ngoto, na kwe mashuwi gati; kwa ivyoho tendai minyanyi sa nyoka, kangi mshowe mambeza sa suwa!
MAT.10.17	Miya kiγojei kwa mbuli za wantu! Hambu watazamiinkila kwe vitala, kangi nezewakamitowe mwe mavikilo yawe. 
MAT.10.18	Nezemuhunwe na kwa wafuṅwa na kwa wazumbe kwa mbuli ya imi, muwaγalukile waona waja, hata wamzimu. 
MAT.10.19	Aho ndiho nezewamiinkile, msheone sungu kwa mbuli ya milandwile! Hambu ija minga mtazainkwa, ndivyo mulandule. 
MAT.10.20	Hambu si nywiyo mwelonga, miya ni mpehongwa ya ishe ywenyu yelonga na inywi. 
MAT.10.21	Wanduγu na wanduγu nezewainkilane kwa koṅwa, hata waishe nezewainkile wana wawe, hata wana nezewaiγaile wavyazi wawe nkondo, wawakome. 
MAT.10.22	Nezemshukiziγwe ni wantu woshe kwa mbuli ya zina jangu; miya ndiwo wazizimize shuti bindilizo, awa ne ndiwo wahone. 
MAT.10.23	Ndiho wamiγulushe mwe muzi muṅwe, nyilikai na mwe mtuhu! Kweli namiti: Nkemubinde mizi ya Isilayeli, ṅwanangwa ywa muntu aishilawile. 
MAT.10.24	Mhina nkamzinka mfuzi ywakwe, mupuna nkamzinka baba yakwe. 
MAT.10.25	Vyabesha, mhina akiγaluka, sa mfuzi ywakwe alivyo, ao du mupuna, sa baba yakwe alivyo; ati ṅwenye chengo wazamunka wazimu, lushe wanae nkewawaisiize ivyoho?
MAT.10.26	Miya mshewaogohe! Hambu nkakuna mbuli ifishiγweyo, ndiyo ishebunkuke; nkakuna vye njamanjama, ndivyo vishetailwe. 
MAT.10.27	Nivyomilonga he lwiza, vibilikilei he langaila! Nivyominoṅoneza, vibilikilei lwazoi! 
MAT.10.28	Msheogohe waja wekoma ṅwili du, washiwodaha kukoma moyo! Isiizai kumwogoha yuja mwedaha kubenta ṅwili, hata moyo uaγe kuzimu! 
MAT.10.29	Vikwele vili nkaviγulwa kasenti kaṅwe? Kangi ṅwiyae ywawe muṅwe du nkakina na shi, ishe ywenyu aishikundile. 
MAT.10.30	Hata swili za mitwi yenyu zoshe ziitazilwe. 
MAT.10.31	Ne nihomiti: Msheogohe! Inywi mwazinka vikwele vingi. 
MAT.10.32	Kila ndiye nezealonge chasale kwa wantu, kuti ni ywangu, nami nezenilonge chasale kwa Tate mwe uko mwe lwingu kuti: Uyu ni ywangu. 
MAT.10.33	Miya ndiye nezeanitowe hulu kwa wantu, nami nezenimtowe hulu kwa Tate mwe uko mwe lwingu.
MAT.10.34	Mshefanyanye, kuti nizaiza kwa gwisha utondolo mwe shi! Siizile kwe gwisha utondolo, niizile kwa gwisha nkondo. 
MAT.10.35	Hambu nizaiza kwa banyanya muntu na ishe, ṅwana ywa kivyele na nine, mvyele na nine vyala; 
MAT.10.36	muntu weyae, awona nawo nyumbai mwakwe, newamγalukile wankulu wakwe. 
MAT.10.37	Mwemkundisha ishe ao nine kunizinka imi, nkanitala; kangi mwemkundisha ṅwanae ywa kiγoshi ao ywa kivyele kunizinka imi, nkanitala. 
MAT.10.38	Ndiye asheinule muti wakwe wa kukomelwa na kunitongela, nkanitala. 
MAT.10.39	Mwekihonya atazakiaza, miya mwekiaza kwa mbuli ya imi atazakihonya. 
MAT.10.40	Mwemihokela inywi, anihokela imi, kangi mwenihokela imi, amhokela yuja anitumileye. 
MAT.10.41	Ndiye afikize mteγanyingwa, kuti aitangwa mteγanyi, atazainkwa kitumulo chetala mteγanyi; ndiye afikize mtanda, kuti aitangwa mtanda, atazainkwa kitumulo chetala mtanda. 
MAT.10.42	Miya awa wadodo ndiye nezeamkomele ṅwiyae ywawe muṅwe nkilu na kumunka luγata lwa mazi du, kuti aitangwa mhina, kweli namiti: Kitumulo chakwe nkezechiaγe.
MAT.11.1	Yesu akibinda kulaγiliza waja wahina wakwe kumi na waili ivyoho, azahauka, akafuze na kubilikila mwe mizi yawe.
MAT.11.2	Yohana akiiva mwe chumba ndima za Yesu azatuma wahina wakwe, 
MAT.11.3	azamwuza angwe: Iwe u yuja mweiza, hambu tiafize mtuhu? 
MAT.11.4	Yesu azalandula na kuwaγamba: Hitai, mumwukwile Yohana muvyoiva na muvyoona: 
MAT.11.5	Matuntu yaona, washiwodaha kuγenda waγenda, wakoma waushiγwa ukoma, washiwoiva waiva, wafilewo wafufulwa, wakiwa wabilikilwa nyemi; mwe nyemi ni ndiye asheihilwe ni miyo! 
MAT.11.6+MAT.11.7	Awa wakibinda kuhita, Yesu azaandiila kuwalonga wantu mbuli ya Yohana kuγamba: Kumbe aho mkizahita mwe nyika muhitile kwa olelai? Ni lasi jevuviγwa ni mpeho? 
MAT.11.8	Hambu muhitile kwa olelai? Ni muntu azwikileye shuke zedeeleka? Olelai! Wezwika shuke zedeeleka wa mwe nyumba za wazumbe. 
MAT.11.9	Miya lushe muhitilei? Kwa olela mteγanyingwa? Kweli namiti: Ni mkulu kuzinka mteγanyi. 
MAT.11.10	Uyu ne mwegondelwa kuγamba: Olelai! Nezenitume mlau ywangu, akakulongwele na kukutulila sila yako, ndiyo ugwile. 
MAT.11.11	Kweli namiti: Woshe wavyelwewo ni wavyele nkakuoneke mkulu kumzinka Yohana Mubatizi; miya mweγaluka mdodo mwe uzumbe wa lwingu ni mkulu kumzinka. 
MAT.11.12	Kuandiila mwe mishi ya Yohana mpaka ivi lushe uzumbe wa lwingu uingilwa na nguvu, kangi wanguvu ne weugwila. 
MAT.11.13	Hambu wateγanyi woshe, hata mulomongwa wazateγanya, mpaka Yohana akilawila. 
MAT.11.14	Kangi, ati mwakunda kuiva, yuja ne Eliya mweunga kuiza. 
MAT.11.15	Mwena mashikilo yeiva neaive! 
MAT.11.16	Mbali inu niifanyanye na mbwai? Yafanana na wana wadodo weikala lwazoi, welonga weyae wawe angwe: 
MAT.11.17	Tizamitowela miluli, miya nkamvinile, tizamitumbwila ndilo, miya inywi nkamulizite! 
MAT.11.18	Hambu Yohana azaiza, nkajile, nkanywele, lushe wantu waγamba: Ana mpepo. 
MAT.11.19	Nwanangwa ywa muntu azaiza, aaja, aanywa, lushe waγamba: Shuyu muntu mwejilisha na kunywelesha mvinyo! Wangelu na wahuza ni ṅwiyae ywawe! Kweli kiyuγongwa chikanilwa ni viya viγosholwevyo ndicho.
MAT.11.20	Haja Yesu azaandiila kulana ija mizi muγosholwemo vilozo vyakwe vingi muno, kwa kuti nkawahitule ntongonyezi zawe, angwe: 
MAT.11.21	Ukatabanika, Kolazini! Ukatabanika, Betisayida! Hambu ati kuja Tilo na Sidoni kuzaγosholwa viya vilozo viγosholwevyo kwenyu, anga wavoteka kale na kukanta maguniya na kukigela zelu. 
MAT.11.22	Ne nihomiti: Masa ya Tilo na ya Sidoni, ndiyo yagwe uja mushi wa mlaho yatahuha kuzinka yenyu. 
MAT.11.23	Hata iwe Kapelinaumu, nkukweziγwe mpaka kwe lwingu? 
MAT.11.24	Nezeushindikwe na uko kuzimu. Ati kuja Sodoma kuzaγosholwa viya vilozo viγosholwevyo kwako, anga uzaikala mpaka lelo. Ne nihokuti: Masa ya shi ya Sodoma, ndiyo yagwe uja mushi wa mlaho, yatahuha kuzinka yako.
MAT.11.25	Mishi Yesu azalonga kuγamba: Nakulaviliza ntogolo, iwe Tate, Zumbe ywa lwingu na ywa shi, kuti izi mbuli watalizi na waviyuγo uzaziwafishila, miya uzazifumbwila wankebe. 
MAT.11.26+MAT.11.27	Kweli Tate ne vikutamilevyo. Vyoshe nizaviinkwa ni Tate; nkakuna mwemtaila ṅwanangwa, komo Tate, kangi nkakuna mwemtaila Tate, komo ṅwanangwa na yuja, ṅwanangwa ndiye akunde kumlaviliza. 
MAT.11.28	Izai kwangu nyosheni mwepikapika na kuzwamilwa! Imi nitamishangalaza. Γuwai ngata yangu, muhinile mwangu! 
MAT.11.29	Hambu imi ni mhozu, nakipunguza mwe moyo wangu, ne ndivyo mwonele myoyo yenyu luhemele. 
MAT.11.30	Hambu ngata yangu ni yedi, kangi mziγo wangu wahuha.
MAT.12.1	Mishi ija Yesu azaanga mushi wa sabato kwe mbuwa za ngano; wahina wakwe wakiluṅwa ni sala wazaandiila kudahula maiswa ya ngano, wazaja. 
MAT.12.2	Mafaliseyo wakiviona wazamγamba: Olela, wahina wako waγoshola viya vishivyoγosholwa mushi wa sikunkulu. 
MAT.12.3	Azawati: Nkamfyomile, Dawidi aγosholevyo akiluṅwa ni sala haṅwe na weyae, awona nawo? 
MAT.12.4	Kuti azaingila mwe nyumba ya Mulungu, azaja migate ya ntogolo? Kangi ṅwenye na weyae, awona nawo, wana ṅwiko kuija, washinawo ṅwiko nayo ni wavikizi ike. 
MAT.12.5	Vituhu nkamfyomile mwe mlomongwa, kuti mushi wa sabato wavikizi waabana kitigo cha sabato muja mwe vikilongwa, kangi nkawana masa? 
MAT.12.6	Namiti: Aha hana mwekula kuzinka vikilongwa. 
MAT.12.7	Ati mwataila bontokelo ja iyo mbuli ya kuγamba: Nakunda mbazi, sikunda ṅombe za mviko, anga nkamkaalize awa washinawo masa. 
MAT.12.8	Hambu ṅwanangwa ywa muntu ni zumbe ywa mushi wa sabato.
MAT.12.9	Akihauka azaingila mwe vikilo jawe. 
MAT.12.10	Ne mwina muntu mwena mkono unyulukewo. Wazamwuza kuγamba: Kumbe vina ṅwiko kuhonya mushi wa sabato? Kangwe waone lufyalimile. 
MAT.12.11	Azawati: Ati kwenyu muntu ana ngoto ṅwenga, lushe ati yakina mwe lwina mushi wa sabato, asheitoze akiilavya? 
MAT.12.12	Muntu nkazinka ngoto hakulu? Kwa ivyoho nkavina ṅwiko kuγoshola vyetama mushi wa sabato. 
MAT.12.13	Ne ahomlonga yuja muntu: Kusula mkono wako! Azaukusula, uzauya ugima sa ṅwiyae 
MAT.12.14	Mafaliseyo wakimulawa wazalonga njama kwa mbuli yakwe, ndivyo waonele luhoseze.
MAT.12.15	Yesu akivitaila azahauka; wantu wangi wazamtongela, azawahonya woshe, 
MAT.12.16	azawavaila, kangwe washezamubunkula, 
MAT.12.17	kangwe vibontoke viya vilongiγwevyo ni mteγanyi Yesaya, akiγamba: 
MAT.12.18	Shuyu ṅwanangu, nimshaγuleye! Shuyu mwombozi ywangu, mwetamila moyo wangu! Nezenimgele mpeho yangu, abilikile wamzimu, kuti wana masa. 
MAT.12.19	Nkeagwishe nkumbizi, nkeavunke, nkakuna ndiye aive kanwa chakwe he ndumi. 
MAT.12.20	Luguγu lutunyukelo nkealubindilize, vungo jena moto hadodo nkeajizimye, mpaka masa, ndiyo agwishe, yavote. 
MAT.12.21	Zina jakwe ne ndijo wamzimu waalile.
MAT.12.22	Haja azaletelwa muntu ashiyeona, ashiyelonga kwa mbuli ya kuhuma mpepo. Azamhonya, ne yuja, ndiye ashilonga, aholonga, kangi ne ahoona. 
MAT.12.23	Wantu woshe wazashentuka angwe: Uyu so ṅwana Dawidi? 
MAT.12.24	Mafaliseyo wakiviiva wazaγamba: Uyu akiingata mpepo, so kwa nguvu ntuhu, ni kwa nguvu ya Mzuka, zumbe ywa mpepo. 
MAT.12.25	Miya azataila ntongonyezi zawe, azawati: Kila uzumbe ukipangana ṅwenye wachakuka. Kila muzi, hata nyumba du ikipangana ṅwenye nkaiikala.
MAT.12.26	Ati Satani amwingata Satani ṅwiyae, azabinda kupangana ṅwenye; lushe uzumbe wakwe utatoγa zeze? 
MAT.12.27	Ati imi niingata mpepo kwa nguvu ya Mzuka, wana wenyu waziingata kwa nguvu ya ndai? Kwa ivyoho awa watazamilaha. 
MAT.12.28	Miya ati imi niingata mpepo kwa nguvu ya Mulungu, shivyo, uzumbe wa Mulungu uzabula kwenyu. 
MAT.12.29	Hambu muntu adaha zeze kuingila mwenyumbaya mnguvu, amhoke ntanu zakwe? Bosi nkatamshunga yuja mnguvu, akibinda akadaha kumhoka ntanu ze mwe nyumba yakwe?
MAT.12.30	Ashiyeniambiza aniomanya, ashiyeunganyanya haṅwe na imi aasakanya. 
MAT.12.31	Ne vyeleka, nikimiti: Wantu waushiliziγwa uhuza na lwezo lwoshe, miya muntu akieza Mpehongwa nkaviushiliziγwa. 
MAT.12.32	Ati muntu amubishiza ṅwanangwa ywa muntu nkani, aushiliziγwa, miya ati muntu amubishiza Mpeho mṅazi nkani, nkezeaushiliziγwe, ati ni mwe inu shi, ati ni mwe ija, ndiyo ilawile.
MAT.12.33	Mkihanda muti mtana, ne ndimo mwonele malunda matana; mkihanda muti mubada, ne ndimo mwonele ntunda mbada, hambu muti utailwa na ntunda zakwe. 
MAT.12.34	Wana nyoka inywi! Mdaha zeze kulonga mbuli ntana, wenye mwi wabada? Hambu viya, moyo uvyogisa, ne kanwa chivyolonga. 
MAT.12.35	Muntu mtana alavya mwe kitende chakwe kitana vintu vitana, kangi muntu mubada alavya mwe kitende chakwe kibada vintu vibada. 
MAT.12.36	Miya namiti: Kila mbuli mbada, ndiyo wantu walonge, watazaiuziγwa mushi wa mlaho. 
MAT.12.37	Hambu kwa milongele yako nezeuinkwe utanda, kangi kwa milongele yako nezeulahwe.
MAT.12.38	Ne watabaluwangwa na Mafaliseyo kuṅwe wahomlandula angwe: Mfuzi, takunda kuona lwitangilo kwako. 
MAT.12.39	Azawalandula angwe: Inu mbali mbada yeγenyeza kilanga yalonda lwitangilo, kangi nkezewainkwe lutuhu, kushima luja lwa mteγanyi Yona. 
MAT.12.40	Hambu sa Yona aikalevyo mwe ifu ja nyama ya bahali mishi mitatu na vilo vitatu, vivyoho ṅwanangwa ywa muntu atazaikala uko ndai mwe shanga mishi mitatu na vilo vitatu. 
MAT.12.41	Mushi wa mlaho wantu wa Niniwe watazainukila inu mbali, wailahe, kwa kuti wakibilikilwa ni Yona wazavoteka, kangi shivyo, kunu kuna mkulu kumzinka Yona. 
MAT.12.42	Mushi wa mlaho zumbe ywa kivyele ywa ija shi ye lwazu lwegwila zuwa mishi ya vuli atazainukila inu mbali, hambu azalawa shi ikohelela, ateγeleze viyuγo vya Salomo, kangi shivyo, kunu kuna mkulu kumzinka Salomo. 
MAT.12.43	Ati mpepo mbada yalawa mwe muntu, yaanga mwe shi ishinayo mazi, yalonda hemelo, yashejiona. 
MAT.12.44	Ne ndiho ilonge kuγamba: Neniγotoke na mwe nyumba yangu, nilawilemo namo. Ikiiza yaibulila, iiashiγwe ṅwazi, iihaγilwe, iihambiγwe. 
MAT.12.45	Ne ihohita kwa γuwa mpepo mfungate ntuhu mbada kuzinka ija ṅwenye, ziγaluke weyae, vikibinda zaiza, zaikala muja. Ivyoho bindilizo ja yuja muntu jitaiha kuzinka chandilo. Ne ndivyo mbuli ya inu mbali mbada iγende.
MAT.12.46	Akelonga na wantu, kuzaiza nine na wanduγuze, wazaγoloka se wakimlonda, walonge naye. 
MAT.12.47	Kuna amγambileye: Olela, nyokwe na wanduγuzo waγoloka uko se, wakulonda, walonge na iwe. 
