GEN.1.1	Ndre mamunen Petngendrei ihnan lok eleng pe lokpoi, pe sane ndre sulo-on. 
GEN.7.13	Idu ke ndre rang eti pe Noah, mbrulun, nedun su kamal ndre tulmuu, Siem, Jafet pe Ham, ndrodan mbrulu’ su, ha-au hala lon ndrol. 
GEN.7.14+GEN.7.15+GEN.7.16	Ka-an um pe puyep, mandra-ane pe mone, kamal pe ndrukwil odo handrai pe handrai odo lokpoi, pe nenka-an yi, su hala lon ndrol ndrodan Noah su ihpa ndre Lapan ipe. Inum pe Noah ile lon ndrol pe Lapan idohi pohngkuwen.
GEN.7.17	Wo imndra pe ideh idu lon rang ndre hangoh, iyenon ndre kwin ndrol itlang odo poi pe ndrol itlipit. 
GEN.7.18	Wo ideh lakopwi pe ndrol ideheh ise pule-en. 
GEN.7.19	Wo ile orwon lakopwi pe isulmu-en puliy elwe-ene ndre sulo-on odo lokpoi. 
GEN.7.20	Wo ideh pe ideh lakopwi ile eleng, ihluwen ndre mburmpalan puliy, iyenon ndre mita ondrotoloh yi.
GEN.7.21	Sane ndre sulo-on odo lokpoi hamat: ka-an, nenka-an pe ndramat ndre sulo-on. 
GEN.7.22	Sane ndre sulo-on henehti ngoho’ su odo lokpoi ti hamat. 
GEN.7.23	Sane ndre sulo-on ndre more’ su hodo pule-en lokpoi ti honum ndresale. Ndramat, ka-an pe nenka-an ti handrai indrimin pwi. Tapake su ndre handrimat pwi ti Noah, mbrulun, nedun kamal ndre tulmuu pe mbrulu’ su, ndroda sane ka-an pe nenka-an ndre hodo lon ndrol. 
GEN.7.24	Wo kopwi iyin, iyenon ndre rang sangat-pe-limngeh (150).
GEN.8.1	Lapan indra-amelyen Noah ndrodan ka-an pe nenka-an hodo lon ndrol ti pwi. Iy intawonon Noah su pe Iy ihnan yor inguh pe wo ires munye ile poi. 
GEN.8.2	Kuwor odo wo iyin pahndran poi ihtok yi. Kuwor odo parar yi ihtok pe lengin imndroi. 
GEN.8.3	Lengin inum pe wo ti kah irras ile pwoi, ilto ndre rang sangat-pe-limngeh (150). 
GEN.8.4	Pe idu rang eriy, 17th odo Julai, eri ndrol imandro imin pule-en puliy sih odo Ararat. 
GEN.8.5	Wo ti ma irras pe idu 1st odo Oktoba eri mburmpalan puliy hehir.
GEN.8.6	Ndruwen mburmpalan puliy hehir, eri rang hangoh ndre inum yi, pe Noah itpiri pindiwa odo ndrol. 
GEN.8.7	Iy iduwe kotkot homou ile kiu, odoke inna ndre ndrol pwi yi. Iy ino-oh ke sehir ile sehir iyenon ke wo ihek ndresale. 
GEN.8.8	Noah ipe kihtunon wo ti inna poi ndresale ndre mapwi. Ile pe iy iduwe pal ile kiu yi. 
GEN.8.9	Odoke wo mapwi isorohe poi ndre mandra-an, pe pal indrepondriti hepe we iy kimandro eriy ti pwi. Ile pe iyuh ile ndre ndrol yi, pe Noah lumwen ile pe ikuni iy yi. 
GEN.8.10	Noah ikeli-iy rang ndrodul inum yi oh pe iy iduwe pal iyuh ile yi. 
GEN.8.11	Idu ndre pehon ti pe pal ise yi pe ihti ndron oliv orwon idu pohon. Ile pe Noah ihtunon ihpah ndre wo ti indriras inna pwoi. 
GEN.8.12	Iy ikeli-iy rang ndrodul yi inum pe iy iduwe pal ile petsih yi. Pe pal insa ndre ndrol pwi yi.
GEN.8.13	Krismas tan Noah ti kah puken anngat-pe-sih (601). Idu 1st odo ndrou Januari, eri wo ti kah indrihak ndresale. Noah irkwe mbrungyen ndrol sehir iyeu, pe indre-et lok ile sehir pe sehir. Iy indroni poi eri ke impukos. 
GEN.8.14	Pe isto 27th odo ndrou Februari, eri wo indrihak pe poi indrepukos ndresale.
GEN.8.15	Lapan ipe ile tan Noah ihpah, 
GEN.8.16	“Ala poi odo ndrol ndrodan mbrulum, nedum su kamal pe mbrulu’ su. 
GEN.8.17	Etkuni ka-an pe nenka-an ndre sulo-on ndrodan eduu, kile pe su hopo nedu’ su hohor pe hasarpat hala lokpoi ndre mandra-an.” 
GEN.8.18	Ile pe Noah ile pwoi odo ndrol ndrodan mbrulun, nedun su kamal pe mbrulu’ su. 
GEN.8.19	Ka-an handrai handrai hehlite su pe hoso hesel hasa kiu, kamal pe ndrukwil hoso hondroh. Su nenka-an yi hahpa ke eriy.
GEN.8.20	Noah idihi pat pe ihnan alta ta Lapan ile eriy. Inum pe ikun ka-an pe nenka-an homou homou odo lo’ su ka-an pe nenka-an huyen ile ndre-et ta Lapan, pe itlumwi su ndre homou ea odo pule-en alta. 
GEN.8.21	Menuhun yohou eri ihposan Lapan, pe Lapan ipe ile ke ndre Tadan yi ihpa, “Yu we kundreruson poh kinna ta lokpoi pwi yi, konan ipe ye sa lau hopo punou mo-on. Yu tuno ihpa ndre ndramat, idu iy ma ndre kom uu pe kile il nusuwon, eri we kimpo ke punou mo-on. Odoke Yu we kundrahyan sane ngoho’ su hodo ta su odo lokpoi ti pwi yi.
GEN.8.22	“Pe iy ndre lokpoi indrinum mapwi tih,
GEN.8.22	eri we sane marai ti we ndre mundru’ su ea.
GEN.8.22	Tehe song ti we ndre mundrun, pe takun sengin song odo langah ti we ndre mundrun.
GEN.8.22	Lok ti we killa wo-on pe mburten.
GEN.8.22	Lengin ndre mundrun
GEN.8.22	pe mundroi ndre mundrun.
GEN.8.22	Meseren pe lukumwen we herehir kopwi.
GEN.8.22	Sane ndre sulo-on kuti we hehhir kopwi iyenon ndre lokpoi kinum.”
GEN.9.1	Lapan iduwe puko-on ile tan Noah pe nedun su pe ipe ihpah, “Otpo nedu’ oduu hala sulo-on, ile pe yaya’ oduu hasarpat hala lokpoi ndre mandra-an. 
GEN.9.2	Pe oduu we mada’ oduu kise ta su ka-an, nenka-an pe ni. Su we hoso pahndran oduu pe honnoh taduu.
GEN.9.3	“Oduu kawe otyo-on yohou ndre sulo-on, kile ndre ndrodan mbrulei pe mbrwen kei. Yu uduwe ndre sulo-on ana’ oduu odo yo-on. 
GEN.9.4	Tapake otyo-on sengin yohou ndrai mapwi idu eriy ti kolwii. Odosa ndrai ti ihpa ndre ndramat moren. 
GEN.9.5	Ipe ye homou kepwi homou ndramat kimet, eri we kikun pede-en. Iy ka-an kehe ndre keti ndramat kimet, eri we kimet yi.
GEN.9.6	“Yu Lapan. Yu uhnan ndramat eri
GEN.9.6	ihpa ke ndre Yu.
GEN.9.6	Ile pe uh si lau ndre kepwi homou ndramat kimet,
GEN.9.6	eri sa ndramat we hapwi iy kimet yi.
GEN.9.7	“Otpo nedu’ oduu kile sulo-on pe odohor kile pule-en lokpoi ndre mandra-an.”
GEN.9.8	Petngendrei ipe ile tan Noah pe nedun su yi ihpa, 
GEN.9.9	“Yu mahkele kah kude penuw ndrodan oduu pe su yaya’ oduu, 
GEN.9.10	ndrodan ka-an pe nenka-an yi ndre hondroh ise pwoi odo ndrol ndrodan oduu tih. 
GEN.9.11	Nolwo-on penuw Todo ti kurti: Yu upwe ndre ndrokene ihpa ndre Yu we kundrahnan wo kinsulmu-en lokpoi pwi yi. Yu we kundrahnan sa ndramat ndrodan ka-an pe nenka-an handrimat odo wo ideh pwi yi.
GEN.9.12	“Ta penuw Todo kurti ile ndrodan oduu ndramat pe su ka-an pe nenka-an yi, pe we kindrito pe kindrito, kenon ndre lokpoi kinum. Ile pe kile kalmene-en poromis Todo kudu, eri 
GEN.9.13	Yu we kuduwe ka-uh kayeh Todo ki-in lon kohut. Iy erti kalmene-en ta penuw Todo ndroda lokpoi. 
GEN.9.14	Uh Yu kusorohe parar kile kohut pe ka-uh kayeh kihir, 
GEN.9.15	eri we Yu kudawonon poromis Todo ile tadam pe su ka-an, ihpa ndre Yu we kundretawe wo kideh pe kihyan sane ndre sulo-on more’ su ti pwi yi. 
GEN.9.16	Uh Yu kundroni ka-uh kayeh ki-in lon kohut, eri Yu we kudawonon ta penuw ndre Yu undrahnan. Ta penuw ndre we kinto pe kinto idu lengo pe lengan sane more’ su hodo lokpoi. 
GEN.9.17	Ka-uh kayeh erti ile kalmene-en poromis ndre Yu ko umpo ile ta su sane ndre sulo-on ngoho’ su idu ta su.”
GEN.9.18	Su nedun Noah kamal ndre ho-us ndrol ndrodan iy ti Siem, Jafet pe Ham. Ham nedun ti Kenan. 
GEN.9.19	Sa ndramat ndre sulo-on odo lokpoi ti hehir odo ke ta su nedun Noah ndre tulmuu.
GEN.9.20	Noah ti ndramat odo tehe sane pe iy ti iyin munen odo tehe padan wain ile langah. (Mbrwen wain ti henelisen ihhir ile wain.) 
GEN.9.21	Petsih eri iy iying wain ile hudut pe wain ipuhnen iy. Iy ilmetir ile lon emwen pelei odoke iy indretawonon iy pwi pe ndrihin iturup. 
GEN.9.22	Ham indroni taman inemetir kolowen ke pwi, pe iy ilninen ile tan tinton horu. 
GEN.9.23	Siem pe Jafet hartakuni kolau iyin ngondru’ horu, pe herlila ile ndruwe’ horu ile um pelei, pe horsorohe tama’ horu. Horu mada’ horu inna munen pwi, kihne herndroni tama’ horu inemetir ndrihin ke pwi. 
GEN.9.24	Noah ile huyen ti pe isehtunon homosa ndre nedun omur, Ham, ipu ile tadan, 
GEN.9.25	eri pe iy isamtan Kenan (nedun Ham kamal) ihpah,
GEN.9.25	“O saleu,
GEN.9.25	Kenan kile ke hono-on marai ke porah
GEN.9.25	tan tinton su.”
GEN.9.26	Pe Noah ipe yi ihpah,
GEN.9.26	“Titsori rangan Petngendrei.
GEN.9.26	Iy Lapan ta Siem.
GEN.9.26	Kenan we kile hono-on maryan Siem.
GEN.9.27	Lapan we kihnan yayan Jafet kihur kile sulo-on.
GEN.9.27	Pe hodo ndroda su yayan Siem.
GEN.9.27	Pe yayan Kenan su ti we hala hono-on marya’ su
GEN.9.27	yayan Jafet.”
GEN.9.28	Idu ndruwen nor ti pe Noah imin krismas puken tulnget-pe-limngeh (350) yi. 
GEN.9.29	Krismas tadan ile ndre puken ansangat-pe-limngeh (950) pe iy imet.
GEN.10.1	Kurti tatili-iy ta su nedun Noah kamal, Siem, Jafet, pe Ham. Su hopo nedu’ su pe hosohor idu ndruwen wo ideh.
GEN.10.2	Su nedun Jafet kamal eri: Gomer, Magok, Madai, Javan, Tubal, Mesek, pe Tiras.
GEN.10.3	Su nedun Gomer kamal ti: Askenas, Rifat, pe Togarmah.
GEN.10.4	Su nedun Javan kamal eri: Elisah, Tarsis, pe su lau odo Saiprus, pe su lau odo Dodan. 
GEN.10.5	Sa lau odo ngerin ndras pe mbruso ti hehir odo ta su nedun Javan.
GEN.10.5	Su ndre sulo-on ndre hendrepahran su kurti hehir tan Jafet. Su hemir pe hemir ti hemin ndre kantri tasu iyenon, pe ndre nolwo-o’ su ea.
GEN.10.6	Su nedun Ham kamal ti: Kus,
GEN.10.7	Su nedun Kus kamal eri: Seba, Havilah, Saptah, Ramah, pe Sapteka.
GEN.10.7	Ramah ti nedun rumuu kamal: Seba pe Dedan.
GEN.10.8	Pe Kus ti nedun homou kamal yi rangan Nimrot. Nimrot ti iy lau puko-on lakopwi odo pahun. 
GEN.10.9	Lapan iduwe puko-on ile tan Nimrot pe iy ihir ile ndramat puko-on odo pondrih sane yohou. Ile pe sa lau hampa ihpah, “Lapan kihnan ou ala ndramat puko-on odo pondrih yohou ihpa ndre Nimrot.” 
GEN.10.10	Ndre mamunen eri iy ihtungon taon ndre toloh: Babel, Erek, pe Akat. Taon kuti hoso lon kantri Babilonia. 
GEN.10.11	Nimrot itlang odo Babilonia ti pe ile Asiria, pe itmon taon mandra-ane ndre hahuu: Niniveh, Rehobotir, Kalah, 
GEN.10.12	pe Resen. Resen ti ise ndrokoron Niniveh pe Kalah. Kalah eri taon mandra-an ihpa ndre siti.
GEN.10.13	Nedun Ham ndre Isip (rangan handrai yi ti Mizraim) ti iduwe: su Lidia, Anam, Lehap, Naptuh, 
GEN.10.14	Patrus, Kasluh, pe Krit. Su lau odo Filistia ti hehir odo ndrongo’ su Krit.
GEN.10.15	Nedun Ham ndre Kenan ti iduwe Saidon. Saidon ti ndrihou tan Kenan.
GEN.10.15	Kenan ti yayan imbruw ile su Hit,
GEN.10.16	pe su Jebus, pe su Amor, pe su Girgar,
GEN.10.17	pe su Hivi, pe su Arka, pe su Sini,
GEN.10.18	pe su Arvat, pe su Semar, pe su Hamat.
GEN.10.18	Su yayan Kenan ti hohor pe hasarpat, 
GEN.10.19	pe ngerin su ile-en ndre Sidon pe ile kup ea, ile ndre Gerar pe ilmendrih ndre Gasa. Ngerin lone’ su ti ile ndre rai ea yi, ile ndre Sodom, Gomorah, Atmah, pe Seboim, mukehe odo Lasa.
GEN.10.20	Su ndre sulo-on ndre hendrepahran su kurti hehir ta Ham. Su hemir pe hemir ti hemin ndre kantri tasu iyenon, pe ndre nolwo-o’ su ea.
GEN.10.21	Tolun kom tan Noah ti Siem. Siem ti papon su lau odo Eber.
GEN.10.22	Su nedun Siem kamal ti: Elam, Asur, Arpaksat, Lidia, pe Aram.
GEN.10.23	Su nedun Aram kamal eri: Us, Hul, Geter, pe Mas.
GEN.10.24	Arpaksat ti nedun Selah, pe Selah ti nedun Eber.
GEN.10.25	Eber ti nedun kamal rumuu:
GEN.10.25	Homou ti rangan Pelek, odosa idu mundrun erti, sa lau odo lokpoi ti hatpar pe hasarpat. Su hemir ti hala sehir, pe su hemir ti hala sehir, pe su hemir ti hala sehir. Ile pe Pelek ti ihpa ndre ‘hatpar.’ Nedun Eber homou yi ti Joktan.
GEN.10.26	Su nedun Joktan kamal eri:
GEN.10.26	Almodat, Selep, Hasarmavet, Jerah,
GEN.10.27	Hadoram, Usal, Diklah,
GEN.10.28	Obal, Abimael, Seba,
GEN.10.29	Ofir, Havilah, pe Jobap.
GEN.10.29	Su ndre sulo-on kuti nedun Joktan.
GEN.10.30	Su nedun Joktan ti hekuni lok idu Mesa pe ilto Sefar, odo lok puliy ile rai ea.
GEN.10.31	Su ndre sulo-on ndre hendrepahran su kurti hehir tan Siem. Su hemir pe hemir ti hemin ndre kantri tasu iyenon, pe ndre nolwo-o’ su ea.
GEN.10.32	Iy kurti tatili-iy ta su yayan nedun Noah ndre tulmuu. Idu ndruwen wo ideh ti pe ndramat kurti hohor pe hasarpat hala lokpoi ndre mandra-an. Ile pe ndramat ndre sulo-on odo kantri sih sih mahkele eri hehir ke ta su nedun Noah ndre tulmuu.
GEN.11.1	Idu ndruwen wo ideh ti pe ndramat hondrohor hanna sulo-on, odoke nolwo-o’ su ti mapwi handrai kopwi. 
GEN.11.2	Su hala wuron rai ea pe hamandro hodo lok sehir mandra-an pe malahan ise Babilonia.
GEN.11.3	Su hopunou ihpah, “Tidu titakun poi palat pe tidapisii. Kinum pe titulmwi poi erti kihir pidikis.” Pat sulo-on hondroto lok kurti pwi, ile pe su hopo pidikis ile tumwe um. Su hentawe kolta ile lengan pidikis pe indrotowei inehndrepit. 
GEN.11.4	Inum pe su hapa ihpah, “Tidu kah tidahnan sih taon, pe tidehtong sih tawa elwe-en kile ndre parar eleng. Kile pe ranga’ tidu kihnding, pe titsarpat kile pule-en lokpoi ndresih kolwii.”
GEN.11.5	Odoke Lapan ise pwoi pe isendre-et taon pe tawa ndre sa ndramat henehtong kurtih. 
GEN.11.6	Lapan ipe ihpah, “Su ke hokor pe nolwo-o’ su ke handrai, ile pe su hompo sane kutih. Omur ti su we hanon hopo sane ndre sulo-on kile reh ta su. 
GEN.11.7	Atsa. Tidu titla pwoi pe titsopelwen nolwo-o’ su kidut, kile pe su homou kihrungi homou kolwii.”
GEN.11.8	Ile pe Lapan ihnan su hatpar hala hemir hemir, pe su hasarpat hala lokpoi ndre mandra-an, pe su hendrendrumwi marai odo taon ti pwi. 
GEN.11.9	Lok kuti rangan ile Babel,
GEN.11.10	Iy kuti tatili-iy ta Siem. Krismas ruweh odo ndruwen wo ideh ti, Siem krismas tadan ihir puken sangat, pe iy nedun homou kamal rangan Arpaksat. 
GEN.11.11	Inum ti pe Siem imin lokpoi krismas puken limnget (500) yi, pe iy nedun kamal pe pedih se yi. Inum pe iy imet.
GEN.11.12	Arpaksat krismas tadan ile ndre tulngeh-pe-limweh (35) pe iy nedun kamal homou rangan Selah. 
GEN.11.13	Inum ti pe Arpaksat imin lokpoi iyenon ndre krismas puken hangat-pe-toloh (403) yi, pe iy nedun kamal pe pedih se yi. Inum pe iy imet.
GEN.11.14	Selah krismas tadan ile ndre tulngeh pe iy nedun kamal homou rangan Eber. 
GEN.11.15	Inum pe Selah imin lokpoi krismas hangat-pe-toloh (403) yi, pe iy nedun kamal pe pedih se yi. Inum pe iy imet.
GEN.11.16	Eber krismas tadan ile ndre tulngeh-pe-hahuu, (34) pe iy nedun kamal homou rangan Peleg. 
GEN.11.17	Inum pe Eber imin yi, iyenon ndre krismas hangat-pe-tulngeh (430) pe iy nedun kamal pe pedih se yi. Inum pe iy imet.
GEN.11.18	Peleg krismas tadan ile ndre tulngeh pe iy nedun kamal homou rangan Reu. 
GEN.11.19	Inum pe Peleg imin yi, iyenon ndre krismas runget-pe-ndrosih (209) pe iy nedun kamal pe pedih se yi. Inum pe iy imet.
GEN.11.20	Reu krismas tadan ile ndre tulngeh-pe-ruweh (32) pe iy nedun kamal homou rangan Seruk. 
GEN.11.21	Inum pe Reu imin yi, iyenon ndre krismas runget-pe-ondrotoloh (207) pe iy nedun kamal pe pedih se yi. Inum pe iy imet.
GEN.11.22	Seruk krismas tadan ile ndre tulngeh, pe iy nedun kamal homou rangan Nahor. 
GEN.11.23	Inum pe Seruk imin yi, iyenon ndre krismas runget (200) pe iy nedun kamal pe pedih se yi. Inum pe iy imet.
GEN.11.24	Nahor krismas tadan ile ndre rungeh-pe-ndrosih (29) pe iy nedun kamal homou rangan Terah. 
GEN.11.25	Inum pe Nahor imin yi, iyenon ndre krismas sangat-sungoh-pe-ndrosih (119) pe iy nedun kamal pe pedih se yi. Inum pe iy imet.
GEN.11.26	Terah imin krismas ihndre ndrotulngeh oh, pe iy ipu nedun. Iy nedun ndre tulmuu kamal. Homou rangan Abram, homou Nahor, pe homou Haran.
GEN.11.27	Tatili-iy tan Terah ti ihpah: Terah ti nedun tulmuu kamal: Abram, Nahor, pe Haran. Haran ti nedun Lot. 
GEN.11.28	Haran imet odo lonen ndre Ur ilso Babilonia idu taman ti mapwi imin. 
GEN.11.29	Abram horu Nahor harasou. Mbrulun Abram ti rangan Sarai, pe mbrulun Nahor ti Milkah. Milkah horu Iskah ti tama’ horu Haran. 
GEN.11.30	Sarai ti indranon kindripo nedun pwi.
GEN.11.31	Terah ikuni su lewen pe hatlang odo Ur odo Babilonia (Kaldia), pe su halla hala wuron Kenan. Su ndre ho-us Terah ti Abram pe mbrulun Sarai, pe nedun Haran ndre Lot. Abram ti taman Terah, pe Lot eri papon ti Terah. Su hendrihir Kenan mapwi, pe hamandro hodo taon sih rangan Harran.
GEN.11.32	Terah, krismas tadan ile ndre puken runget-pe-limweh (205), pe iy imet imin Harran.
GEN.12.1	Lapan ipe ile tan Abram ihpah, “Atlang owou odo lonem, owou ta sa lewim, owou ta su murwom, owou tan tamam pe tintom su, pe atlang ala lok sehir Yu we kupaninyan kile tadam.
GEN.12.2	“Yu we kuhnan papum su hohor hala sulo-on pe
GEN.12.2	we hehir kihpa ndre kantri sih.
GEN.12.2	Yu we kuduwe mandro-om kile huyen
GEN.12.2	pe rangam we kile mandra-an.
GEN.12.2	Pe uh sa ndramat hapa hopo nolou huyen kile ta
GEN.12.2	homou lau yi
GEN.12.2	eri su we hampa kihpa, ‘Lapan kipu huyen kile tadam, ihpa ndre Iy ipu ile tan Abram.’
GEN.12.3	Yu we kupu huyen kile ta si lau ndre kipu huyen kile tadam,
GEN.12.3	pe Yu we kupu mo-on kile ta si lau ndre kipe nolou mo-on kile puli-im.
GEN.12.3	Pe odo ou kopwi pe Yu we kumpo huyen kile ta sa lau odo hokor pe hokor odo lokpoi.”
GEN.12.4	Ile pe Abram ihrungi nolou ta Lapan pe itlang iyeu. Lot itlang pe iyus iy. Krismas tan Abram ti ndrotulngeh-pe-limweh (75) idu mundrun ndre iy itlang odo Harran. 
GEN.12.5	Su ndre ho-us Abram ti mbrulun ke Sarai, Lot nedun tinton, tasu sane ndre sulo-on, ndrodan ndre su lewen marai tadan. Su ha-au odo Harran pe helihir lok sehir mandra-an rangan Kenan.
GEN.12.6	Lila tan Abram odo pule-en lok erti ilihir ndre ndruhun surok hene ta su Kenan ise kendrun kei he-ei nombruwen odo Moreh, odo lok hokor rangan Sekem, ise ndrokoron Kenan. Idu kalmene-en eriy, eri su lau odo Kenan hodo lok kurti. 
GEN.12.7	Lapan ihir ile ngon Abram pe ipe ihpah, “Yu we kuduwe lok kurti kile tan papum pe tinembrum su.” Ile pe Abram ihtungon alta ta Lapan ile kalmene-en Lapan ihir ile ndrongon iy odo lok erti.
GEN.12.8	Abram imin Sekem oh pe itlang ile wuron puliy ise kup pe imandro imin ndrokoron Betel pe Ai. Betel ile ahai pe Ai ile rai, pe iy ihtungon um pelei tadan imin ndrokoron. Iy ihtungon alta sih yi pe isurok ile ta Lapan. 
GEN.12.9	Abram itlang odo ndrokoron Betel pe Ai, pe imandro sehir ile sehir ile wuron lok Negev ise kup ea. (Negev ti lok sehir mandra-an, odoke iseu ke porah, odosa, wo pe sane kei sulo-on hendre-en eriy pwi.)
GEN.12.10	Lengin indrindrut pwi, lok ika, pe sane song inum odo Kenan. Ile pe Abram iyeu ile pwoi ile Isip. Iy ipe we kilmin Isip oh, kenon ndre mandro huyen kihir yi.
GEN.12.11	Abram su hala ndre mukehe Isip ti pe iy ipe ile tan mbrulun ke Sarai ihpa, “Ou ti pedih rahyem lakopwi. 
GEN.12.12	Sa lau odo Isip we heltuwe ou ti we hapa ou ti mbrulu. Eri kihne su hapwi yu kumwet pe ou emin. 
GEN.12.13	Apa kile ta su kihpa ndre yu ti timsu-u ou. Kile pe su handrapwi yu kundrimat pwi, pe hopo huyen kile todo.”
GEN.12.14	Abram ihir Isip ti pe sa lau mada’ sa ile ta Sarai, pe heltuwe ihpa ndre ndre ndrokene iy ti pedih rahyen lakopwi. 
GEN.12.15	Su lau mandra-ane tan king helninen ile tadan, ile pe king ipe ile ta su hala pe hekuni Sarai ile um tadan. 
GEN.12.16	King waso-on Sarai lakopwi, ile pe iy ipu huyen ile tan Abram. King ihlingi Abram ile sipsip sulo-on, makau sulo-on, donki kamal pe donki ndrukwil, kamel sulo-on, pe ndramat kamal pe pedih odo marai.
GEN.12.17	Odoke Lapan iduwe sik sulo-on mo-on hala tan king, odosa iy ikuni Sarai mapwi imin ndrongon iy. Su mbrulun king pe su nedun ndroda sa lau hompo marai tadan, su ndre solo-on helnget sik yi. 
GEN.12.18	Ile pe king iyuwen Abram pe ipe ihpa, “Ou ti ondrupo sa ile todo? Pedih kurti mbrulum, pe ihpa kehe ou endripa ile todo pwi? 
GEN.12.19	Ihpa kehe pe ou apa iy ti timsu-um, ile pe yu ukuni iy ile mbrulu tih? Kah, mbrulum idu kiti. Ekuni iy pe ara-au.” 
GEN.12.20	Inum pe king ipe ile ta su lau tadan ihpa, “Atakuni Abram su lewen ha-au.” Ile pe Abram iyeu odo Isip ndrodan ndre mbrulun, su lewen, pe tadan sane ndre sulo-on.
GEN.13.1	Ile pe Abram itlang iyeu odo Isip, pe ile yi ndre wuron Negev ea. Iy ikuni mbrulun pe tadan sane ndre sulo-on. Lot iyus iy yi. 
GEN.13.2	Abram tadan sane ti sulo-on lakopwi. Iy tadan makau, sipsip, kamel, donki, pe iy tadan silwa pe gol sulo-on.
GEN.13.3	Abram itlang odo Negev pe inemandro sehir ile sehir, iyenon ndre iy ilihir yi ndre ndrokoron Betel pe Ai, lok ndre iy imandro imin eriy pihe 
GEN.13.4	pe ihtungon alta sih tih. Inum pe Abram isurok ile ta Lapan.
GEN.13.5	Isito kurti eri Lot ti mapwi inu-us ke Abram. Lot ti mbrulun pe nedun yi. Iy tadan makau, sipsip, pe donki sulo-on. Iy lewen odo marai sulo-on yi. 
GEN.13.6	Odoke song ana’ su sipsip, makau pe donki ti isenonon pwi, odosa horu ta horu sane kurti ile hudut lakopwi. 
GEN.13.7	Ile pe su lewen marai tan Abram ti hompo loroh ile ta su lewen marai ta Lot, ile lahnga’ song ana’ su ka-an. Su lau odo Kenan pe Peres ti mapwi honto lok kurti yi.
GEN.13.8	Ile pe Abram isohou ile ta Lot ihpa, “Toru ti ndrai ke hepwil kopwi. Odoke su lewen marai ta toru ti hanta ke su. Pe kihne heduwe lenga’ toru kihmo-on. 
GEN.13.9	Enendroni lok ndre mandra-an iyin kiti. Toru tertalngan toru. Uh, ou wasu-um lok ile kamweu, eri yu we kule mudon. Pe uh, ou wasu-um apa ala mudon, eri yu we kule kamweu.”
GEN.13.10	Lot indre-et, pe iltuwe lok mandra-an pe malahan ile wuron wo Yordan, pe ilto ndre taon Soar. Lok kuti wo he-en eriy, pe sane kei he-en eriy yi. Ndre-et ta lok erti huyen ihpa ndre lok Iden Lapan ihnan pihe, pe ihpa ndre Isip. Idu mundrun kudu eri Lapan indretulmwi Sodom pe Gomorah ti mapwi. 
GEN.13.11	Ile pe Lot waso-on lok ile wuron Yordan, pe ikuni tadan sane pe lewen su, pe iyeu ile rai.
GEN.13.11	Lot horu Abram hertelnge horu. 
GEN.13.12	Abram imin ndre Kenan, pe Lot iyeu ile lengan taon ndre hesiki odo Yordan. Iy itmon um pelei tadan ise koson Sodom. 
GEN.13.13	Su lau odo Sodom ti layo-on mo-o’ su. Su hompo to-ir hudut. Lapan indrehposan su pwi.
GEN.13.14	Abram kah iy kopwi imin, pe Lapan ipe ile tadan ihpa, “Odo kirti pe endre-et kile tolau pe kup, rai pe ahai. 
GEN.13.15	Yu we kuduwe lok ndre sulo-on ou eneltuwei kiti we kile lonem, pe lonen papum su, kenon ndre lokpoi pe sane ndre sulo-on kinum. 
GEN.13.16	Yu we kuduwe papum su hohor hala sulo-on kihpa ndre on odo papi. Su we hala hudut lakopwi, pe homou kindranon kindrendrumon su pwi. 
GEN.13.17	Alla kile pule-en lok ndre mandra-an pe elturii, odosa, Yu kawe kuduwe kile lonem.”
GEN.13.18	Ile pe Abram su hatlang pe halmandro hala koson kei nombruwen su odo Mamre. Mamre ti ise koson taon Hebron. Abram ihtungon alta sih pe isurok ile ta Lapan.
GEN.14.1	King hamou odo rai: Amrafel odo Babilonia, Ariok odo Elasar, Kedorlaomer odo Elam pe Tidal odo Goim. 
GEN.14.2+GEN.14.3+GEN.14.4+GEN.14.5+GEN.14.6+GEN.14.7	Su king ndre hamou kurti mada’ su iso pule-e’ su king limuu yi odo ahai. Su king odo ahai kurti: Bera king odo Sodom, Birsa odo Gomorah, Sinap odo Atmah, Semeber odo Seboim ndrodan king odo Bela (Soar). Su king ndre limuu odo ahai kurti idu munen eri hoso pahndran king Kedorlaomer odo rai iyenon ndre krismas sungoh-pe-ruweh. Odoke isito krismas sungoh-pe-toloh eri su hehmbore su hodo pahndran king Kedorlaomer.
