MAT.1.1	Chitabu cho lukolo lwa Yesu Kilisito, imwana wa Daudi, imwana wa Ibulahimu. 
MAT.7.20	Hambiya mowatanga kosoko ye sinhenda sawo.”
MAT.7.21	“Siyo chila munhu yekunigamba Mundewa, Mundewa, iyakudaha kwingila mu undewa wa kulanga; ninga iyakugolosa ifyene foyakwenda Baba yowile kulanga. 
MAT.7.22	Matewai wakuhananga weje wanigambe dijuwa diya, Mundewa, Mundewa! Aniye salafile ugonesi kudisina dyako na kugolosa majumo mengi? 
MAT.7.23	Kamei nikwenda nije niwagambe, Anyeye siwamanyile ka, Halaweni hano, anyeye mukugolosa gehile!”
MAT.7.24	“Hambiya chila iyakuhulika simbuli sangu, na kusigolosa, yekuliganisigwa ne munhu iyena misungu, yajengile inyumba yakwe mwiwe. 
MAT.7.25	Ifula hoitonya, amafaluko hogokwingila mengi, imheho hoitowa, ipumunha inyumba iya, isogwile; kosoko inghindiso yakwe hayuwa mwiwe.
MAT.7.26	“Na chila yakuhulika simbuli sangu yanghagolose, yakuliganisigwa ne munhu imubwalasi, yajengile inyumba yakwe mwisanga; 
MAT.7.27	ifula hoitonya, amafaluko hogokwingila, imheho hoipumunha, hoitowa inyumba iya, hoikugwa, inyugwa yakwe hoikuwa nghulu! 
MAT.7.28	Kamei, Yesu yakamale simbuli siso, amatewa ga wanhu hogojuma lugano kosoko ya amafuso gakwe; 
MAT.7.29	kosoko yendeyofusa kifana munhu yena udaha; siyo fina watulumi wawo.”
MAT.8.1	Naye foyadulike kulawa kwitunda, matewa mengi hogomwandamila. 
MAT.8.2	Ulange, hoyokwija imunhu yena ukoma hakamufugamila, na kumugamba, “goMundewa,” unghenda ukudaha kunihonya.
MAT.8.3	Yesu hoyogolola umukono wakwe hakamukwafa, hakagamba, “Nikwenda hona.” Baho ni baho ukoma wakwe houhona. 
MAT.8.4	Yesu hoyomugamba, “Ulangisise, unghamutamile munhu, ulute ukakiyonese kwa kuhani, ukalafe digelo fina foyalongile Musa, uwe uhomelesi ukwawo.”
MAT.8.5	Yakengile Kapelinaumu, akida yumonga yamwijila, 
MAT.8.6	na kumugongelesa yakugamba, “Mundewa imutumishi wangu kagona ukaya, mutamu wa kuholola, yakutamigwa lugano.”
MAT.8.7	Yesu yagamba, “Nokwija nimuhonye.” 
MAT.8.8	Ayuya iakida, yamubidula, yakugamba, “Mundewa, Isinyagile aniye agweye wingile hasi ye ikano yangu; ninga longa mbuli du imutumishi wangu yakwenda yahone. 
MAT.8.9	Kosoko ani nani na munhu nuwile hasi ya udaha, nina wasilikali hasi yangu, ninghamugamba ayuno, ‘Luta,’ yekuluta; na ayuno, ‘Wije,’ yekwija, ne mutumwa wangu, ‘Golosa nhafi,’ yekugolosa.”
MAT.8.10	Yesu yakahulike simbuli siso, yajuma, yakuwagamba awaya wendewomwandamila, “Sinati nyone ihuwi ikulu fina dino mu Isilaeli. 
MAT.8.11	Chawelu, nikumutamilani, fina wengi wakwenda weje kulawa kundawilo ye dijuwa, wakwenda wekale hamwedu na Ibulahimu, na Isaka na Yakobo mu undewa wa kulanga; 
MAT.8.12	amba awana wo undewa wakwenda watagigwe ku chisa cha kunje; ukwene kukuwa chililo na kugwegwejula meno.” 
MAT.8.13	Kamei Yesu hoyomugamba ayuya ichilongosi wa wasilikali igana, “Luta, yuwe ukwako fina fouhuwile.” Imutumishi wakwe hoyohona ichigele chichiya.
MAT.8.14	Kamei Yesu foyafikile ukaya kwa Petulo, yamona imukwewe wa Petulo, inghina we muke, kagona mwisasi kena mhungo. 
MAT.8.15	Hakamukwafa umukono, imhungo hoimuleuka; hoyokwinuka hoyomutogomela.
MAT.8.16	Ikafike hegulo, wejawamwijila matewa awena simhepo, hoyosilafa kwa kulonga imbuli yakwe, hakawahonya wose awowile watamu, 
MAT.8.17	uleke imemelesigwe imbuli yalongigwa ne mugonesi Isaya, yekugamba,
MAT.8.17	“Imwenyecho hakalonda usokesi wetu,
MAT.8.17	Nakulonda matamu getu.”
MAT.8.18	Imwene Yesu foyejayona amatewa ga wanhu gekumusunguluta, yalagisa walute umwambu. 
MAT.8.19	Imutulumi yumwedu hoyomulutila, yamugamba, “Mwalimu, Nokwandamila kokose kowukwenda ulute.”
MAT.8.20	Yesu yamugamba, “Mabwasiko gena mapango, fidege fya mulanga fina mafulu, Ninga imwana we munhu kechaka hokugonesa ditwi dyakwe.”
MAT.8.21	Yumwedu wa wefusa wakwe yamugamba, “Mundewa, ninghe luneka nilute nikamusike iBabangu.”
MAT.8.22	Ninga Yesu yamugamba, “Nyandamile, waleke wafile wasike awafile wawo.”
MAT.8.23	Yakengile muchiya, awefusa wakwe wejawamwandamila. 
MAT.8.24	Hakuwa musingisiko mukulu mubahali, hata ichiya hochigubikigwa na meji, imwene hakowa yagonile sinhongo. 
MAT.8.25	Awefusa wakwe wejawamulutila, na kumwinusa, wakumugamba, “Mundewa, chihonye, chikufa!”
MAT.8.26	Yawagamba, “Nhani mukogoha anyeye we dihuwi dikefu?” Chimwande, yekwinuka na kuyigombela hoyoigombela imheho ne bahali; hoisalama lugano.
MAT.8.27	Awanhu waya wejawajuma wakugamba, “I munhu yuno munhu waki! Imwene imheho ne ibahali fikumuhulika?”
MAT.8.28	Naye foyafikile umwambu kuisi ya Wagelasi, wanhu weli wena simhepo weja wakitang'anyila naye, wakulawa kufilalo, wakali lugano, awanhu wasendewodaha kugenda injila iyo. 
MAT.8.29	Langa wejawatula chowe, wakugamba, “China choni na gweye go Mwana we Mulungu? Togola! Kwija kuchisambasa ugele wetu unghali?”
MAT.8.30	Hatali na baho hahowa na itewa dya nguluwe itewa sikudiya. 
MAT.8.31	Magini gaya gejagamutesa, gakugamba, “Unghachilafe chileke chilute chikengile mwitewa dye singuluwe.”
MAT.8.32	Hakagamba, “Luteni Hogelawa,” hogekwingila musinguluwe; kamei ditewa dyose hodidulika kwigenge mpaka kubahali, hosikunywa munghabu hosikufa.
MAT.8.33	Awadimi howotija, howoluta ukaya, howokwanjasa simbuli sose, na sawaya wowile na simhepo. 
MAT.8.34	Langa ikaya yose hoilawa kwija kumusingila iMundewa Yesu; kamei wakamwone, howomutasa yaleuke muisi yawo.
MAT.9.1	Yakengile muchiya, hoyoloka, umwambu hoyokwingila mukaya iyawo. 
MAT.9.2	Langa, howomwigalila imunhu yena utamu wo kuholola, kagona mwisasi, imwene Yesu yakone dihuwi dyawo, hoyomugamba yuya yaholole, “Kiinghe moyo mukulu, mwanangu!” kulekeleligwa uwihi wako.
MAT.9.3	Langa, awamonga wa Watulumi howolonga kufidoga fyawo, “Ayuno yakubesa!”
MAT.9.4	Ninga Yesu hakamanya fowakudoga, hoyogamba, “Nhani mukudoga gehile mufidoga fyenu? 
MAT.9.5	Dihufu no dihoki, kugamba, ‘Kulekeleligwa uwihi wako,’ ama kugamba, ‘Inuka ulute?’ 
MAT.9.6	Ninga mumanye fina Imwana we Munhu kena udaha muisi wokulekelela uwihi.” Yakumulonga ayuya yaholole inuka, ukitwike disasi dyako, ulute ukaya ukwako!
MAT.9.7	Hoyokwinuka, hoyoluta ukaya ukwakwe. 
MAT.9.8	Amatewa gakone nheifo howomemigwa na ditisi, hogamutunya Mulungu, iyawenghile awanhu udaha kifana uwo.
MAT.9.9	Kamei Yesu foyagendage yakulawa uko hakona munhu ahanhu hakulihiligwa ikodi, yakwinangwa Matayo, hoyomugamba, “Nyandamile.” Hoyokwinuka na kumwandamila.
MAT.9.10	Yakengile kugati kudiya chakudiya, langa, wakonghosa kodi itewa na awena uwihi haweja, na kwikala hamwedu na Yesu na wefusa wakwe. 
MAT.9.11	Mafalisayo, wakone nheifo, hawawagamba awefusa wakwe, “Nhani imwalimu wenu yakudiya hamwedu na wakonghosa kodi na wena uwihi?”
MAT.9.12	Imwene yakahulike, yawagamba, “Awomi wasikuhananga muganga, ninga awatamu.” 
MAT.9.13	Ninga luteni mukakifuse isoko ye simbuli sino: “Nikuhananga ubasi, ninga si igelo. Kosoko sijile nikwinanga awanhu awaswamu, ninga awena uwihi.”
MAT.9.14	Ugele uwo wefusa wa Yohana howomulutila, howogamba, “Nhani aseye na Mafalisayo chikufunga, ninga awefusa wako wasikufunga?” 
MAT.9.15	Yesu yawagamba, “Awenangigwe kuhalusi wodaha nhani kulila, ugele imwenye halusi kahamwedu nawo? Ugele uukwija wo kuleusiligwa imwenye halusi; aho noho wakwenda weje wafunge. 
MAT.9.16	Hechaka munhu iyakuguma indame ya suke nyisha musuke ing'ono, kosoko aiya indame ikwenda idege isuke iya ilalile, na haya ahadegeke hakwenda hongeseke. 
MAT.9.17	Kahi awanhu wasikuguma difai nyisha mufiya filalile; wanghagamba wagume mufiya ifilalile fikwenda fitulike, idifai ikwenda itike, ne ifiya fikwenda fibanike; ninga wakuguma idifai nyisha mufiya ifisha, kamei fyose fisikubanika.”
MAT.9.18	Ugele fo yalongage nawo gago, langa, hoyokwija jumbe yumonga, hoyomufugamila, yekugamba, “Imwanangu we chike kafa hambiya baha; ninga wije, wike imikono yako umwakwe naye yakwenda yowe mumi.”
MAT.9.19	Hoyoleuka Yesu, hoyomwandamila hamwedu na wefusa wakwe. 
MAT.9.20	Langa, imwanamuke yejayowa na utamu wa kulawa sakame kwa miyaka ikumi na mili, hoyokwija kunyuma, hoyokwafa dipindo dye suke yakwe, 
MAT.9.21	kosoko hakagamba muchidoga chakwe, “Ninghakwafa du dipindo dye isuke yakwe nikuhona.”
MAT.9.22	Yesu hoyobiduka, hoyomona, hoyomugamba, “Kiinghe moyo mukulu, mwanangu we chike! Dihuwi dyako dikuhonya.” Imwanamuke yuya hoyohona kulawa ugele uwo.
MAT.9.23	Yesu yakafike ukaya kwa yuya ijumbe, hakona wanhu wakutowa sifilimbi, na matewa wakuhongesa. 
MAT.9.24	Hoyowagamba, “Leukeni! Kosoko ayuno imundele nghafile, kagona du.” Howomuseka lugano. 
MAT.9.25	Ninga amatewa fowaleusigwe, hoyokwingila, hoyomukola umukono, ayuya imundele hoyokwimanyima. 
MAT.9.26	Simbuli sino hosikwenela iisi iya yose.
MAT.9.27	Yesu foyagendage kulawa uko, wanhu wemudula weja wamwandamila wakwinula majwi, wakugamba, “Uchonele ubasi Mwana wa Daudi!”
MAT.9.28	Naye yakafike ukaya, awaya fidula howomulutila; Yesu hoyowagamba, “Mukuhuwila fina nodaha kugolosa dino?” Howogamba, “Heye, Mundewa!”
MAT.9.29	Hoyowakwafa ameso gawo, hoyogamba, “Ifene fomuhuwile muhokele!” 
MAT.9.30	Ameso gawo hogogubuka; Imwene Yesu hoyowasigilila kwa ludole, “Langisiseni, hata munhu yumwedu yanghamanye.”
MAT.9.31	Ninga hawaleuka, howokwenesa simbuli sakwe mu isi iya yose.
MAT.9.32	Ugele awaya fowaleukage, hawamwigalila munhu chibubu iyena imhepo. 
MAT.9.33	Imhepo ikalafigwe, ichibubu yalonga, amatewa hogojuma lugano, wakugamba, “Isinati yoneke nheifino mu Isilaeli ugele wowose.”
MAT.9.34	Amba Amafalisayo howogamba, “Kuludole lwe mukulu we simhepo yakulafa simhepo.”
MAT.9.35	Ne mwene Yesu yende yosunguluta mu sikaya ne fikaya fyose, yakufusa mumasinagogi gawo na kuhubili imbuli iswanu yo undewa, na kuhonya sinhamu sose na usokesi wowose uya. 
MAT.9.36	Foyawonile amatewa, hakawonela ubasi kosoko hawasoka kifana ngholo sichaka mudimi. 
MAT.9.37	Noho yawagambile awefusa wakwe, “Ugolaji mwingi, ninga wagolosaji wakefu. 
MAT.9.38	Mutaseni Mundewa wo ugolaji, yegale wagolaji ku ugolaji wakwe.”
MAT.10.1	Yawenanga awefusa wakwe ikumi na weli, hoyowengha udaha wa kulafa simhepo sihile, na kuhonya sinhamu sose na usokesi wowose uya. 
MAT.10.2	Na masina ga wefusa ikumi na weli no gano: Wa bosi Simoni yakwinangigwa Petulo, na Andelea imunduguse; Yakobo mwana wa Sebedayo, na Yohana imunduguse; 
MAT.10.3	Filipo, na Batolomayo; Tomaso, na Matayo imukonghosa kodi; Yakobo mwana wa Alufayo, na Tadayo; 
MAT.10.4	Simoni Mukananayo, na Yuda Isikalioti, ayo noyeja yamusongesa.
MAT.10.5	Awo ikumi na weli Yesu hoyowatuma, hoyowalagisa fina, “Kusinjila sa Mataifa munghalute, kahi injila yoyose ya wowose Wasamalia munghengile. 
MAT.10.6	Ibeka mukole injila yokusilutila singholo sagilile se inyumba ya Isilaeli. 
MAT.10.7	Mung'enda yenu hubilini, mugambe, Undewa wa kulanga usegelela! 
MAT.10.8	Honyeni awatamu, inuleni awofile, wahonyeni awena ukoma, lafeni simhepo, muhokela chaka, lafeni chaka.
MAT.10.9	“Munghalonde sahabu, kahe fesa, kahe shaba mumisipi yenu; 
MAT.10.10	kahi umufuko we nhambo, kahi ghasu mbili, kahi filwatu, kahi mhando, kosoko iyakugolosa milimo imwagila yenghigwe ichakudiya chakwe. 
MAT.10.11	Ne ikaya yoyose ama chikaya chochose chomukwingila, hanangeni no nani umo imunhu yekudaha kuhuwilika; mwikale ukwakwe mpaka fomukuleuka. 
MAT.10.12	Nanye munghengila munyumba muilamuse. 
MAT.10.13	Ne inyumba iyo inghagiligwa digoya dyenu diwafikile; ninga honaga isagiligwe digoya dyenu dimuwileni muwecho. 
MAT.10.14	Imunhu yanghaleka kumuhokelani kahi kusitegelesa simbuli senu, nghona mukulawa munyumba iyo, ama ikaya iyo, kung'unheni dinghundi duwile mumigulu yenu.
MAT.10.15	“Chawelu, nikumutamilani, ikwenda yuwe ibeka ku iisi ya Sodoma na Gomola kufinyilisa magayo gakwe dijuwa dye kuliganiswa, kusuma ikaya iyo.”
MAT.10.16	“Mulange, aniye nikumutumani, kifana ngholo muchiligati cha mausi, muwe ne misungu kifana majoka, na waholo kifana huwa. 
MAT.10.17	Kilangisiseni na awanhu; kosoko wakwenda wawegale kumabalasa, na kumasinagogi gawo, wakwenda wamutoweni; 
MAT.10.18	nanye mukwenda mwigaligwe ku maliwali na wandewa kosoko yangu, uwe uhomelesi ukwawo na kumataifa. 
MAT.10.19	Ninga baho nghona wakumwigalani, munghadogedoge chomukwenda mulonge, kosoko mukwinghigwa ugele uwo gokulonga. 
MAT.10.20	Kosoko siyo nyeye mukulonga, ninga ni Muhe we Baba yenu yakulonga mugati yenu.
MAT.10.21	“Ne imundugu yekumusongesa imunduguse uleke yakomigwe, ne baamunhu imwana, awana wekuwenukila awaweleke, na kuwakoma. 
MAT.10.22	Nanye mukwenda musuligwe na wanhu wose kosoko ye disina dyangu, ninga iyakwenda yafinyilise mpaka kundumo noyakwenda yahone. 
MAT.10.23	Ninga fowakuwawinga mukaya ayino, mutijile kuyimonga; kosoko, chawelu nikumutamilani, musikumala sikaya sa Isilaeli, mpaka yeje Imwana we Munhu.
MAT.10.24	“Imwifusa ghakumusuma imufusa wakwe, kahi imutumwa nghakumusuma iMundewa wakwe. 
MAT.10.25	Yagila imwifusa yowe fina imwalimu wakwe, mutumwa yowe fina imukulu wakwe. Nghonaga wamwinange imwenye nyumba Belisebuli, isikuwa lugano kuwaya awoile munyumba yakwe.”
MAT.10.26	“Munghawogohe, kosoko kwa chaka mbuli ikifisile iyene isikwenda imanyike. 
MAT.10.27	Dyonikumutamilani mu chisa, dilongeni mu ujelu; na dyomukuhulika kuchifiso, mudihubili munyumba muchanhya. 
MAT.10.28	Munghawogohe awakukoma umutufi, wasikudaha kukoma ne chidoga; ibeka mumogohe ayuya iyakudaha kubana umutufi ne chidoga nacho mu jehanamu. 
MAT.10.29	Togoleni ifindebwa fili fisikuguligwa kwe sendi imwedu? Ninga hata chimwedu chisikugwa hasi Baba yenu yaleke kumanya; 
MAT.10.30	Ninga nyeye, hata si njwili sa mumatwi genu sitaligwa sose! 
MAT.10.31	Munghogohe, ibeka nyeye kusuma findebwa itewa.”
MAT.10.32	“Ninga chila munhu yakwenda yanifumile kumwande ya wanhu, aniye nani nikwenda nimufumile kumwande ye iBabangu yowile kulanga. 
MAT.10.33	Ninga imunhu wowose yakwenda yanikane kumwande ya wanhu, ani nani nikwenda nimukane kumwande ye iBabangu yowile kulanga.”
MAT.10.34	“Munghagambe fina nigala igoya muisi; ng'o! Sijile kwigala igoya, ninga ipanga. 
MAT.10.35	Kosoko nija kuwatemanula imunhu ne Babakwe, imwana we chike ne ing'ina, imukwemulima ne mukwewe. 
MAT.10.36	Awanghondo we munhu no waya wowile munyumba yakwe. 
MAT.10.37	Iyakwenda iBabakwe ne ing'ina kusuma niye, nghakunyendesa; kahi iyakwenda imwanagwe we chigosi ama wechike kusuma niye nghakunyendesa. 
MAT.10.38	Ninga imunhu inghakulonda umusalaba wakwe na kunyandamila, nghakunyendesa. 
MAT.10.39	Iyakuchona chidoga chakwe yakuchagilisa; ninga ayuya iyakwagilisa chidoga chakwe, kosoko yangu yakwenda yachone.”
MAT.10.40	“Iyakuwahokelani nyeye yakunihokela niye, iyakunihokela niye, yakumuhokela ayuya iyanitumile. 
MAT.10.41	Iyakumuhokela mugonesi kosoko ni mugonesi, yakwenda yapate digeleko dya mugonesi, naye iyakumuhokela imunhu we chawelu, kosoko ni munhu we chawelu, yakwenda yapate digeleko dye munhu wa chawelu. 
MAT.10.42	Ne munhu wowose yakwenda yamunywise yumwedu wa awano awadodogi hata chinghowa chikombe cha meji gemheho, kosoko ni mwifusa, huwila, nikumutamilani, nghakwagililigwa na digeleko dyakwe ng'o.”
MAT.11.1	Kamei Yesu yakamale kuwasigilila awefusa wakwe ikumi na weli, hoyoleuka kuluta kufusa na kuhubili kusikaya sawo.
MAT.11.2	Yohana yakahulike ako kwigelesa sinhenda sa Kilisito, hoyotuma awefusa wakwe, wamuse, 
MAT.11.3	“Agweye noyuya yakwija ama chimulangilile yungi?”
MAT.11.4	Yesu yabidula, na kuwagamba, “Luteni mukamutamile Yohana agene gomukuhulika, na gomukona: 
MAT.11.5	awemudula wakona, ifiwete wakugenda, awena ukoma wakuhona, ifihuli wakuhulika, awafile wakwinuligwa, na awakiwa wakuhubiliigwa imbuli swanu. 
MAT.11.6	Naye ibeka imunhu wowose yuya inghakunyona fina niha.”
MAT.11.7	Kamei awaya wakaleuke, Yesu yakonga kulonga na matewa simbuli sa Yohana, “Hamulawa kuluta kunyika kulanga choni? Chibago chikusingiswa ne imheho? 
MAT.11.8	Ninga hamulawa kwijalanga choni? Munhu yafalile suke swamu lugano? Langa awanhu awakufala sisuke siswamu lugano, wowa musinyumba sa wandewa. 
MAT.11.9	Ninga nhani mwalawile? Nikona mugonesi? Heye, nikumutamilani imukulu kusuma imugonesi, 
MAT.11.10	langa, nikumutuma mutumigwa wangu,
MAT.11.10	‘Kumwande ye chihanga chako.
MAT.11.10	Iyakwenda yagolose injila yako kumwande yako.’
MAT.11.11	Chawelu nikumutamilani, nghenati yoneke munhu mu fyeleko fya wanawake imukulu kusuma Yohana Mubatisaji; ninga imudodogi mu undewa wa kulanga no mukulu kusuma imwene. 
MAT.11.12	Kulawa ugele wa Yohana Mubatisaji mpaka hambiya undewa wa kulanga ukulondigwa kwa ludole, nawo awena ludole wakuwulonda. 
MAT.11.13	Kosoko wagonesi wose na tolati watamila mpaka ugele wa Yohana. 
MAT.11.14	Munghahananga kufumila, imwene no Eliya iyakwenda yeje. 
MAT.11.15	Iyena singhutwi, yahulike!
MAT.11.16	“Ninga icheleko chino nochiliganisa na choni? Chikifana wana wekwikala kwisoko, wakuwenanga wayao wakugamba, 
MAT.11.17	‘Chiwatowela filimbi ninga musifinile! Chimba nyimbo so usungu kahi musililile!’ 
MAT.11.18	Kosoko Yohana hakeja, nghakudiya kahi nghakunywa, wagamba Kena mhepo yuno! 
MAT.11.19	iMwana we Munhu keja yakudiya na kunywa, wagamba, ‘Mulafi yuno, na mulefi, wo ugimbi mbwiya yawo awakonghosa kodi na wena uwihi!’ Ne imisungu imanyika fina ina chawelu kumilimo yakwe.”
MAT.11.20	Hokakonga kusigombela sikaya siya sene soyagolose majumo mengi mugati yakwe, kosoko sisalambile. 
MAT.11.21	“Usungu wako Kolasini! Usungu wako Betisaida! Kosoko amajumo agagolosigwe ukwenu nhanga gagolosigwe Tilo na Sidoni, howowa wakulamba katali na kufala magunia na kibaka difu. 
MAT.11.22	Ninga nikumutamilani ikuwa ibeka Tilo na Sidoni kufinyilisa ditoso dyawo dijuwa dyo kuliganiswa kusuma nyeye! 
MAT.11.23	Agwe nagwe Kapelinaumu, togola! Kokwinuligwa mpaka kulanga? Ukwenda udulisigwe mpaka kusimu! Kosoko amajumo agagoloseke ukwako nhanga gagoloseke Sodoma, ikaya iyo nhanga inghali mpaka diyelo. 
MAT.11.24	Ninga nikumutamilani, ikwenda yuwe ibeka kwa Sodoma kufinyilisa uliganiso wakwe kusuma nyeye!”
MAT.11.25	Ugele uwo Yesu hakabidula yakugamba, “Nikukulumba, Baba wo ulanga ne iisi, kosoko ye simbuli siso, hakuwafisa wene ubala na wena misungu, na kuwagubulila wana wadodogi. 
MAT.11.26	Heye, Baba, kosoko nofoyagile kumwande yako.” 
MAT.11.27	Hoyogamba, “Ninghigwa fyose ne Babangu; kahi hechaka iyamumanyile Imwana, ninga Baba; kahi hechaka yamumanyile Baba ninga Mwana, na wowose imwene iMwana woyakwenda kumugubulila. 
MAT.11.28	Mwije ukwangu, anye wose, mukwidasigwa na kusumigwa na makanda, aniye nikwenda niwabwihiseni. 
MAT.11.29	Faleni umugwato, mukifuse ukwangu; kosoko niye na muholo munhu we digoya dye chidoga, nanye mukwenda muwe na kubwihila mufidoga fyenu. 
MAT.11.30	Kosoko ulugwato lwangu lutelemeko, na dikanda dyangu ihufu.”
MAT.12.1	Ugele uwo Yesu yendeyogenda mumigunda dijuwa dye sabato; awefusa wakwe howokona njala, howokonga kukwanyula masamhu, na kudiya. 
MAT.12.2	Amafalisayo wakone nheifo, howomugamba, “Langa, awefusa wako wakugolosa chinhu chene si chiswamu kugolosa dijuwa dye sabato!”
MAT.12.3	Hakawagamba, “Musasomile foyagolose Daudi, foyowile ne njala, imwene na wayagwe? 
MAT.12.4	Ifyene foyengile munyumba ye Mulungu, na kudiya imikate ilafigwe kwa Mulungu, iyene si fiswanu imwene kudiya kahi awayagwe waya, ninga makuhani wemwene? 
MAT.12.5	Kahi musisomile mutolati ifina awatambiki dijuwa dye sabato wakuibana isabato wanghowe na wihi? 
MAT.12.6	Ninga nikumutamilani, ahano kabahano imukulu kusuma dihekalu. 
MAT.12.7	Ninga nhanga mumanyile isoko ye simbuli sino, Nikuhananga ubasi, siyo igelo. Musowile mukuwagamba wabana awechaka wihi; 
MAT.12.8	Kosoko Mwana we Munhu no Mukulu we sabato.”
MAT.12.9	Yaleuke uko, na kwingila mwisinagogi
MAT.12.10	Langa, hamuwa na munhu iyena mukono uholole; weja wamusa, wakugamba, “Togola! Yagila kuhonya munhu dijuwa dye sabato?” Uleke wamusongese.
MAT.12.11	Hakawagamba, “No yehoki mugati yenu imwene ingholo yakwe imwedu inghahubugila mwikolongo dijuwa dye sabato, nghakuikola na kuilafa? 
MAT.12.12	Togoleni! Imunhu si ibeka kusuma ingholo mikangha mingahi! Ninga ni fiswanu kugolosa amaswamu dijuwa dye sabato.” 
MAT.12.13	Kamei yamugamba imunhu yuya, “Golola umukono wako.” Hakagolola, houhona, houkuwa mumi fina uyagwe wa keli. 
MAT.12.14	Ninga awaya Mafalisayo, howolawa, howokuwa na mulundo kosoko yakwe, ifene fowakwenda wamukome.
MAT.12.15	Imwene Yesu yakagamanye ago, yaleuka uko; na wanhu itewa howomwandamila; hoyowahonya wose. 
MAT.12.16	Hakawalemesa wanghamutamilise kuwanhu. 
MAT.12.17	uleke iliganile imbuli yalongigwe ne mugonesi Isaya, yakugamba: 
MAT.12.18	“Langa, imutumigwa wangu wonisagule,
MAT.12.18	Mwendigwa wangu, umoyo wangu wendeswa naye.
MAT.12.18	Nikuguma muhe wangu umwakwe,
MAT.12.18	Yakwenda yawatamilise Amataifa uliganiso.
MAT.12.19	Nghakuwa na lukani kahi chowe,
MAT.12.19	kahi imunhu nghakwenda yamuhulike munjila.
MAT.12.20	Ichibwade chitulike nghakuchibena,
MAT.12.20	kahi ichikoloboyi chikulawa umosi nghakuchisima,
MAT.12.20	Mpaka hona yakwigala uliganiso usume.
MAT.12.21	Disina dyakwe Amataifa wakwenda wadihuwile.”
MAT.12.22	Ugele uwo hakegaliligwa munhu yena magini, mudula, kahi chibubu, yamuhonya, kamei yuyuya chibubu yalonga na kona. 
MAT.12.23	Matewa gose hagajuma, wakugamba, “Ayuno so mwana wa Daudi?” 
MAT.12.24	Mafalisayo wakahulike, hawagamba, “Ayuno nghakulafa simhepo chaka, ninga kwa Belisebuli mukulu we simhepo.”
MAT.12.25	Kamei Yesu yakamanye fowakudoga, yawagamba, “Chila undewa ukigawile uwecho kwa uwecho, ukwenda ubanike; na kwachaka kaya iikitemanula iyenyecho ikudaha kwima. 
MAT.12.26	Na Luhoma yanghamulafa Luhoma, yakibanila imwecho kwa imwecho, undewa wakwe wokwima nhani? 
