MAT.1.1	Xuꞌu é Mateú u ne, iꞌa kakaꞌán u iña táta viꞌi Jesucristu, iꞌxá ika Dāvii, iꞌxá ika Ābraan.
MAT.5.27	ʼÉ īni nto tsí kakaꞌán lei Muísee: “Ñá ku kukīdi niꞌi nto ñádɨ̄ꞌɨ é ña te ñádɨ̄ꞌɨ míi ntō”, kaꞌan. 
MAT.5.28	Ntá tsi xuꞌú kakaꞌán u ni ntō: Tē xoó ñaꞌa ntio ña é viī ña é kini kaa ni ñadɨ̄ꞌɨ dá kaito ña ña ne, vata te kīdi niꞌi ña ña, tsí edé kuení ña é viī ña é kīni kaa san ni ña.
MAT.5.29	ʼTe ntūxnúu kuāꞌa nto kade i é viī nto é kīni kaa ne, tavá nto, dá nakuitā nto. Dií kaa váꞌā ó te kūnaá ntuxnūú nto é kɨ̄ꞌɨn ntó kanɨɨ̄ kúñu ntō dôꞌvi kan. 
MAT.5.30	Te ntāꞌa kuaꞌa nto kade i é viī nto é kīni kaa ne, kaꞌnté nto, dá nakuitā nto. Dií ka váꞌā o é kūnaá ntaꞌa nto é kɨ̄ꞌɨn ntó kanɨɨ̄ kúñu ntō dôꞌvi kan.
MAT.5.31	ʼKuān ó kakaꞌan ña intóo kídaā dɨ: “Xoó ñatīi é naxtuvī mii ña ñadɨꞌɨ́ ña ne, da miī é nakatsin ña tutú ña”, kaꞌan ña. 
MAT.5.32	Ntá tsi xuꞌú ne, kakaꞌán u ni ntō: Tē xoó ñatīí xtuvī mii ña ñadɨꞌɨ́ ña ne, tē ña ni ide ñadɨꞌɨ́ san é kini kaa ni tuku ñatīí ne, kaxéꞌe ñatīí san itsi é vīí ñadɨꞌɨ̄ ña é kīni kaa. Tē xoó ñaꞌa natántaꞌa niꞌi ña ñadɨ̄ꞌɨ́ san ne, kade ña é kini kaa ni ñā dɨ.
MAT.5.33	ʼÉ tēkú nto dɨ dá kakāꞌan ñátā san: “Tē xeꞌé nto xuꞌu nto ni Xuva kō né, da miī é kāda ntaa nto”, kaꞌan ña. 
MAT.5.34	Ntá tsi kakaꞌán u ni ntō, ñá ku dotō tsí kakuniꞌi nto da nēé ka nuu i. Ñá ku dotō tsí kakuniꞌi ntō e dukún kān, tsí ikan kadē kûꞌvé Xuva kō. 
MAT.5.35	Ñá ku dotō tsí kakuniꞌi nto ñūxiví sa, tsí ñuxiví sa nteku ntiꞌi dɨꞌɨn Xuva kō. Ñá ku dotō tsí kakuniꞌi nto ñūú Jerusaleen, tsí ikān ñuú Rei, ña e dóo kaꞌnu. 
MAT.5.36	Ñá ku dotō tsí kakuniꞌi nto dɨ̄kɨ nto, tsi nté uun idi nto ña kuvi vií nto é ntukuīꞌxín, o ntuntēe. 
MAT.5.37	Dá ntákaꞌan ntó ne, da mii tsī é kāꞌan nto tsí kuvi ne, o ña kúvi. Tē nteku é kāꞌan ntó ne, kade nto é kanañēꞌe tóꞌō e ña váꞌā san nto é viī nto.
MAT.5.38	ʼÉ tēkú nto tsí kakaꞌán lei Muísee: “Tē xoó tavā i ntuxnúū ntó ne, tavá nto ntuxnūú ña dɨ. Tē xoó tavā i núꞌu ntō ne, tavá nto núꞌu ñā dɨ”, kaꞌan. 
MAT.5.39	Ntá tsi xuꞌú ne, kakaꞌán u ni ntō tsí ña náā ntó nī ña kini ntáa san. Te kuēꞌé nuu ña vinuu ntó ne, kuéꞌe ntō é na kuēꞌé nuu ña é uun sán dɨ. 
MAT.5.40	Tē xoó kakiꞌni nteē í nto é kuētsi e kuéꞌe nto ña duꞌnu ntó ne, kuéꞌe nto ñā kutuun ntó dɨ. 
MAT.5.41	Tē kade ñaꞌa é kuētsi kuido nto iña ñá uun sīin né, ikā ká kueꞌēn niꞌi nto íña ña. 
MAT.5.42	Te da xōó ka ñaꞌa kaikan ñá nto ne, kuéꞌe ntō nee iña é kaīkan ña. Ñá ku dēvíni nto tē xoó ñaꞌa ncho nakiꞌi nteé ña iña nto.
MAT.5.43	ʼÉ tēkú nto tsí kakaꞌan ñáꞌa: “Kuinima ntó taꞌan nto, ne, ña ku kuinima ntó ña kadē xení ni ntō”, kaꞌan ña. 
MAT.5.44	Ntá tsi xuꞌú kakaꞌán u ni ntō e kuinima ntó ña kadē xení ni ntō. Kaꞌan ntáꞌvī ntó iña ña é kainúu ntiꞌu nto. 
MAT.5.45	Kidáā ne, kuvi ntiꞌxe nto iꞌxá Xuva kō, ña tuví e dukún kān. Tsí kataꞌxi Xuva kō é dadɨɨ tsi kaxiꞌí nuu ngantií san mí ntoo ñaꞌa, ña é vāꞌá, nī mí ntoo ñaꞌa, ña é kīni ntáa san, ne, kataxnūu ña é dadɨɨ tsi o kakɨɨn daví san mí ntoo ñaꞌa, ña é vāꞌá, nī mí ntoo ñaꞌa, ña é kīni ntáa san dɨ. 
MAT.5.46	Te da mii tsī kuinima ntó ñaꞌa, ña é kakuinima í nto ne, ¿míꞌi ntu nīꞌi nto é vāꞌá ntaꞌa Xuva kō? Kuān ó de ña ntaído diuꞌún san dɨ. 
MAT.5.47	Te da mii tsi tāꞌan ntó kaꞌan ntó ni ñā ntiusí ne, ¿neé ntu é kāꞌan nto e dóo váꞌā ó kade nto? ¿Ñā ntu te kuán o de ñaꞌā, ña é ña ntákuintiꞌxe i Xuva kō dɨ? 
MAT.5.48	Dɨvi ntō ne, vií nto é vāꞌá ni ūn ntɨɨ́ ntɨ̄ɨ́ ñaꞌa, vatā ó de Xuva kō, ña tuví e dukún kān.
MAT.6.1	ʼDá kāde nto nuu i é vāꞌá ne, ña kú de nto nūu ñaꞌa da ti é kāꞌan ñá tsi dóo vaꞌá ñaꞌa nto. Tsi kidáā ne, ña táꞌxi Xuva kō, ña tuví e dukún kān, doméni é kāduku ntée nto. 
MAT.6.2	Dukuān ne, dá kaxntii nto ña ntāꞌví san ne, ñá ku kaꞌān ntó ni ūn ntɨɨ́ ntɨ̄ɨ́ ñaꞌa vatā ó de ñaꞌa é rkɨ xaa ña ntéku e ntákaꞌan ñá ni ñāꞌa má ūkún kān, méꞌñu itsi kān dɨ. Kuān ó de ña vata koo é kāꞌan ñáꞌa san tsi dóo vaꞌá ñaꞌa ña. Nuu é ntaā i é kākaꞌán u ni ntō, tsí e dɨ́vi tsi tsīkan doméni é nīꞌi ña. 
MAT.6.3	Ntá tsi dá kaxntii nto ña ntāꞌví san ne, nté ña váꞌa tiin niꞌi ntō ña ku ntáa nto ni ñā. 
MAT.6.4	Xntii xuꞌū ntó ña. Tsí ini Xúva kō neé ntáde xuꞌū ntó ne, dɨvi ña taꞌxī ña doméni é kāduku ntée nto.
MAT.6.5	ʼDā ntákaꞌan ntâꞌví nto ne, ñá ku kaꞌān ntó vatā ó de ña ntaéni ntaꞌví san. Tsi dóo ntio ña é kuntitsī ña kaꞌan ntâꞌví ña má ūkún kān, méꞌñu itsi kān dɨ́, vata koo é kīní ñaꞌa san ña. Nuu é ntaā i é kākaꞌán u ni ntō tsí e dɨ́vi tsi tsīkan doméni é nīꞌi ña. 
MAT.6.6	Ntá tsi dá kakāꞌan ntâꞌví nto ne, kukunūu nto mí xoxó ñaꞌa ne, nakadɨ̄ ntó xiꞌí nto. Kidáā ne, diin diin tsi káꞌan ntâꞌví nto ni Xuva kō. Xuva kō ne, ini ña neé é diin diin tsi kade ntó ne, táꞌxi ñā é vāꞌá iña nto.
MAT.6.7	ʼDá kakāꞌan ntâꞌví nto ne, ñá ku dotō tsí kaꞌan ntó vatā ó ntáde ñaꞌa, ña é ñá ini Xúva kō. Tsí tē dóo kiꞌin ito kāꞌan ña é dɨvi dɨvi tsī ne, kuétsī é tēkú Xuva ko ñā, kuiní ña. 
MAT.6.8	Ñá ku kuān xkoó de nto, tsí Xuva kō ne, ini ña nee ntɨ́ꞌɨ ntɨꞌɨ kantio nto diꞌna dá kākan ntó ntaꞌa ña. 
MAT.6.9	Duꞌva koo kaꞌan ntâꞌví nto:
MAT.6.9	Xuvā ntɨ é tuví nto e dukún kān,
MAT.6.9	na nakuiko ñuꞌū ntɨ́ dɨvī nto.
MAT.6.10	Kixkada kúꞌvē ntó iñá ntɨ.
MAT.6.10	Vií nto é ntio nto ñuxiví a, vatā tsi ó de nto e dukún kān.
MAT.6.11	Tāꞌxi nto ita é kāꞌxí ntɨ é vīꞌa é uten, vatā ó ntántio ntɨ.
MAT.6.12	Kada kaꞌnu iní nto nī ntɨ kuétsī ntɨ́, vatā ó kade kaꞌnu iní ntɨ ni ñāꞌa, ña e ntáde é kini kaa nī ntɨ.
MAT.6.13	Ñá ku dā váꞌa ntō é ntōꞌo ntɨ́ ntaꞌa tóꞌō e ña váꞌā san,
MAT.6.13	ntá tsi xntii ntō ntɨ é ña vií ntɨ é kīni kaa é ntio i é vīí ntɨ.
MAT.6.13	Tsí dɨvi ntō é kadē kúꞌvē nto;
MAT.6.13	dɨvi ntō e dóo iō nto é viī ntó ne,
MAT.6.13	dɨvi ntō e dóo kaꞌnu nto ntii dañu ntūvi.
MAT.6.13	Kuan tsi koo na kōo.
MAT.6.13	Kuan kōo kaꞌan ntó ni Xuva kō.
MAT.6.14	ʼTsí te kāda kaꞌnu iní nto ni ñāꞌa dá ntáde ña é kini kaa ni ntō né, kada kaꞌnu iní Xuva ko ni ntō dɨ. 
MAT.6.15	Ntá tsi tē ña kada kaꞌnú ini nto ni ñāꞌa dá ntáde ña é kini kaa ni ntō ne, ñá kada kaꞌnū iní Xuva ko ni ntō dɨ.
MAT.6.16	ʼDá ntaíntoo ixu ntō ne, ñá kū xkuntóo ntaꞌxa ntó vatā ó de ña ntaéni ntaꞌví san. Ntánakoto ntaꞌxa ña vata koo é kūtuni ñáꞌa tsí ña ntaéꞌxi ña. Nuu é ntaā i é kākaꞌán u ni ntō tsí e dɨ́vi tsi tsīkan doméni é nīꞌi ña. 
MAT.6.17	Ntá tsi dá ntoo ixu ntō né, nekɨ̄n ntó dɨkɨ ntó ne, kɨtɨ nto dɨ, 
MAT.6.18	vata koo é ña kutúni ñáꞌa san é ña ntaéꞌxi nto. Tsí Xuva kō ne, ini ñá nēe é diin diin tsi ntáde ntó ne, niꞌi nto é vāꞌá ntaꞌa ña.
MAT.6.19	ʼÑá ku nātee kuitɨn nto é vāꞌá iña nto ñuxiví a, tsí iꞌa ne, kaduku tɨ ne, ō kakuduꞌxe káa nto ne, ō teꞌú ne, ō kɨꞌɨn duꞌu. 
MAT.6.20	Ntá tsi natee kuitɨn nto é vāꞌá iña nto e dukún kān. Tsí ikān ne, ña túvi kɨtɨ é duku tɨ iña nto, ntē ña téꞌu, ntē xoxó ña duꞌu é kiꞌi dúꞌu ña iña nto. 
MAT.6.21	Tsí dā míꞌī ká ñuꞌu váꞌa é vāꞌá iña ntó ne, ikān tuví nima ntó dɨ.
MAT.6.22	ʼNtuxnúu kō ne, vata kaa ñuꞌu é kāxiꞌí nuu kúñu ko kāa. Te vāꞌá ntuxnūú nto ne, kanɨɨ̄ kúñu nto kāxiꞌí nuu. 
MAT.6.23	Ntá tsi tē ña váꞌa ntuxnūú nto ne, kanɨɨ̄ kúñu nto ñɨnēe. Te ñūꞌú san kuneé ne, kuneé kueꞌen. Ñɨnēé kueꞌen kúñu ntō.
MAT.6.24	ʼÑa kúvi kada tsiñu o ni ūvi ñaꞌa tóꞌo kō é uun kaa tsi. Tsí te ntio ko ñá uun ña ne, ñá uun sán ne, ñá ntīo ko ña. Tsí uun ñaꞌa ña ne, kuiko ñuꞌu o ñā; ñá uun sán ne, ñá kuiko ñuꞌu o ñā. Dukuān ne, ña kúvi kada tsiñu ō é nɨɨ̄ kuéꞌen ini ko īña Xuva kó te dadɨɨ tsi kadā kuení ko nté koo kukuika ō.
MAT.6.25	ʼDukuān ne, kakaꞌán u ni ntō: Ñá ku dē kuení nto ntuvi iña nto, míꞌi kīꞌxi é kōꞌo é kāꞌxi nto, míꞌi kīꞌxi doo é kunūu nto. ¿Ñā ntu te dií dií ka nuu áꞌvi ntuvi iña nto é vata kaa e é kāꞌxi nto? ¿Ñā ntu te dií dií ka nuu áꞌvi kúñu ntō é doo san é kunūu nto? 
MAT.6.26	Koto nto láa, kɨtɨ ntaíko e dukún kān. Ñá tē ntaítu tɨ, ntē ña te ntátaꞌvi tɨ. Ña túvi xāka tɨ mí ñuꞌu váꞌa é kāꞌxi tɨ. Ntá tsi kaxéꞌe Xuva kō, ñá tuví e dukún kān, e ntaéꞌxi tɨ. ¿Vá dií ka ntu nuu áꞌvi a láa san é dɨvi ntō? 
MAT.6.27	¿Vá kūvi vií ntu nto é kuēꞌnu ká nto te dāva métru, kuān te dóo kutsuꞌun ntō?
MAT.6.28	ʼ¿Nté kui kuān nte ntádē kuení nto nēe é kunūu nto? Koto nto itá laa san nté ō ntaéꞌnu má kūꞌu kan. Ntē ña ntáde tsiñu, ntē ña ntákanɨ. 
MAT.6.29	Ntá tsi nté rei Salamuun ña ni xío doo ña e dóo vaꞌá vata kaa laa sán, kuān te dóo kuika ñā. 
MAT.6.30	Tē xeꞌé Xuva kō é kuān nte váꞌa ito laa san é kāntíto vevií ne, utén koko meꞌñú ñuꞌu kán ne, ¿ñā ntu te dií dií ka taꞌxi ña é kunūu nto, ntoꞌo é ña ini kuintíꞌxe ntiꞌxe nto? 
MAT.6.31	Dukuān ne, ñá ku kutsuꞌun ntō, ñá ku kaꞌān nto: “¿Míꞌi ntu kīꞌxi é koꞌo ō, é kāꞌxi o? ¿Míꞌi ntu kīꞌxi é kunuu kutāvi o?” Ñá ku kuān xkoó kaꞌan nto. 
MAT.6.32	Tsí ñaꞌa, ña e ñá ini Xúva kō ne, ntánantuku ña ūn ntɨɨ́ ntɨ̄ɨ́ nuu i sáꞌa. Ntá tsi ini Xúva kō, ña tuví e dukún kān, tsí ntátaan núu nto un ntɨɨ́ ntɨ̄ɨ́ nuu i sáꞌa. 
MAT.6.33	Ntá tsi diꞌna ntukū nuu iní nto é nantuku ntō é kadē kûꞌvé Xuva kō ne, vií nto é vāꞌa é ntio ña. Kidáā ne, taꞌxi ña un ntɨɨ́ ntɨ̄ɨ́ nuu i é ntátaan núu nto. 
MAT.6.34	Dukuān ne, ñá ku ntɨꞌɨ inī nto nté koo vií nto uten, tsí utén ne, īó ka ntuvi é ntɨꞌɨ iní nto. Tsí utén utén ne, xée miī é ntɨꞌɨ iní nto nēe é viī nto.
MAT.7.1	ʼÑá ku kāꞌan ntée nto tuku ñaꞌa, vata koo é ña kaꞌan ntée ña nto dɨ. 
MAT.7.2	Tsí vata tsī ó kakaꞌan ntée nto tuku ñaꞌa ne, kuan kōo kaꞌan ntée ña nto dɨ. Vatā ó kakii kúꞌvē ntó ne, kuan koo kuntēkú kūꞌve ntó dɨ. 
MAT.7.3	¿Nté kui kaiton ntun utsi xákā é nuu ntuxnūú taꞌan o ne, ñá kaīton ntuꞌu é nuu ntuxnúu o? 
MAT.7.4	Te kāꞌán ni tāꞌan o: “Tāꞌxin ntuxnúu o, na nātavá u utsi xákā é nūu san”, koo kaꞌan, ntá tsi ¿míꞌi ntu kūvi kinin é natāvan, tsí ntuꞌu san núu ntuxnúu o? 
MAT.7.5	Dɨvīn é kaeni ntaꞌvín, diꞌna natāván ntuꞌu é nūu ntuxnúu o ne, kidáa kūvi kinin é natāván utsi xákā san é nuu ntuxnūú taꞌan o.
MAT.7.6	ʼÑá ku kuēꞌé nto tínā sán nuu i e kúviko san. Tē ñaꞌá ne, tɨɨn tɨ nto. Ntē ña ku xéꞌe nto kutsín san xoꞌo kɨtɨ e áꞌvi san, tsí kaka nuu tɨ. Kidáā né, ntuku kuiꞌī tɨ́ nto.
MAT.7.7	ʼKákan nto ntaꞌa Xuva kō ne, níꞌi ntō. Nantuku ntō né, naniꞌi nto. Nakeꞌxen ntō xiꞌí ne, nakaán ña é kɨ̄ꞌví nto. 
MAT.7.8	Da xōó ka ñaꞌa é kakan ña ne, niꞌi ña. Da xōó ka ñaꞌa é nantuku ñā ne, níꞌi ñā. Da xōó ka ñaꞌa é nakeꞌxen ñā xiꞌí san ne, nakaan.
MAT.7.9	ʼ¿Vá iō ntú nto, te kaīkán iꞌxá nto tañúꞌū ne, vá xūu ntu kuéꞌe nto i? 
MAT.7.10	O te kākán tsákā ne, ¿vá kōo ntu kuéꞌe nto i? 
MAT.7.11	Ntōꞌo é kīni kaa nima ntó ne, kaxéꞌe nto é vāꞌá iꞌxá nto. ¿Ñā ntu te dií dií ka taꞌxi Xuva kō, ña tuví e dukún kān, é vāꞌá, tē xoó kakan í ña?
MAT.7.12	ʼDa nēé ka nuu i é ntio nto é vīí ñaꞌa ni ntō né, kuan kōo vií nto ni ñā dɨ. Tsi sáꞌa kakāꞌan lei Muísee, ni ña ntákaꞌán naa Xuva ko kídaā.
MAT.7.13	ʼKūkɨ́ꞌvi nto xiꞌi é ña niꞌí san. Tsi dóo nīꞌí xiꞌi é kañeꞌe dôꞌvi kan. Ñá tē neé ntii tūꞌun é kɨ̄ꞌɨn o itsi tsíkan ne, ñá te da dīi ñaꞌa ntáñeꞌe ña ikān. 
MAT.7.14	Ntá tsi ña te niꞌí xiꞌi mí kuīta ntíꞌxin ō é nīꞌi ko ntuví vaꞌá iña ko. Dōó ntii tūꞌun é kɨ̄ꞌɨn o itsí sāꞌá ne, ñá tɨ̄tɨ́n ñaꞌa ntánanīꞌi ña.
MAT.7.15	ʼKuenta tsí vií nto ña e ntákaꞌán naa Xuva ko, ña é ña te nuu é ntaā i ntákaꞌan. Ntio ña é kadā kuení nto é vāta ntáa leꞌntu ntáa ña, ntá tsi nima ñá ne, vata ntáa tína kūꞌu ntáa. 
MAT.7.16	Kutuni ntó nee ñáꞌa ntiꞌxe ña tē íni nto nté o de ña. ¿Vá ntákii ntu tɨntiꞌo xoꞌo iñū? ¿Vá ntákii ntu kɨtɨ ígu tun veñuu? 
MAT.7.17	Te vāꞌá utun sán ne, váꞌā kɨtɨ i. Tē ña váꞌa utun sán ne, ñá vāꞌá kɨtɨ i dɨ. 
MAT.7.18	Te vāꞌá utun sán ne, ña kíi kɨtɨ é ña váꞌā. Tē ña váꞌa utun sán ne, ña kíi kɨtɨ é vāꞌa. 
MAT.7.19	Da nēé ka utun é ña kakíi kɨtɨ vaꞌá ne, nakɨɨn ō né, kaꞌmi ō. 
MAT.7.20	Dukuān ne, kutuni ko nté kaa utun san te kīi kɨ́tɨ i.
MAT.7.21	ʼKuān te dóo tɨtɨ́n ñaꞌa ntákaꞌan ña e Tóꞌo ñā ko, ntá tsi ña te un ntɨꞌɨ ña xēe ñá ntaꞌa Uva kō. Da mii tsī ña e dé ntaa é kākaꞌan Úvā ko, ñá tuví e dukún kān, é xēe ña. 
MAT.7.22	Ntuvi tsikán ne, ñá te da dīi ñaꞌa káꞌan ñá nī ko: “Tōꞌó ntɨ, ntɨꞌɨ́ ne, káꞌān ntɨ́ kuenta iña ntó ne, nakúnū ntɨ́ é ña váꞌa kuēnta iña nto. Nuu i é dóo naꞌnu é idé ntɨ kuenta iña ntó dɨ”, koo kaꞌan ña. 
MAT.7.23	Kidáā ne, káꞌān ú ni ñā: “Xuꞌú ne, ñá īní u nto. ¡Koo xio nto, tsí ña váꞌā ó ni ide nto!”, koo kaꞌán u ni ñā.
MAT.7.24	ʼDá xōó ka ñaꞌa é kātekú i é kākaꞌán u, te kāda ntaa ña túꞌūn é kākaꞌán u ne, vata kaa ña e dóo kiꞌin inī í kaa ña, ña é xntītsí viꞌi i nú xuú san. 
MAT.7.25	Dá kɨ̄ɨn davi nuꞌú san ne, ēꞌnu ntute san. Un váꞌa tsi ínu tatsín ne, dúku nūu tatsín san nú viꞌi ña kān, ntá tsi ña ni kɨ́ɨn viꞌí san, tsí ntitsi kutu nú xūú san. 
MAT.7.26	Dá xōó ka ñaꞌa, ña é kātekú i é kākaꞌán u ne, ntá tsi ña káde ntaa ña túꞌūn kó ne, vata ntáa ña tuntu ntáa ña, ña é xntītsí viꞌi i nú ñutɨ. 
MAT.7.27	Dā kɨ́ɨn davi nuꞌú san ne, ēꞌnu ntute. Un váꞌa tsi īnu tatsín ne, dúku nūu tatsín san nú viꞌi ña kān ne, uun ito tsī kɨ́ɨn. Kūnaá kueꞌen viꞌi ña —kaꞌan Jésuu.
MAT.7.28	Dā kúvi kaꞌan Jésuu sáꞌā ne, koó dā kúduꞌva ñaꞌa san é kuan ō nakuaꞌa ña ña, 
MAT.7.29	tsí nakuaꞌa ña ña vatā ó kanakuāꞌa ñaꞌa, ña e dóo kiꞌin inī i. Ñá te ni nakuaꞌa ña ña vatā ó de mastrú leí san.
MAT.8.1	Dá kūntíi Jesuu xúku san ne, ñá te da dīi ñaꞌa intíkɨn ñá ña. 
MAT.8.2	Xée ūun ñaꞌa, ña kanakóꞌxo kúñu ī, mí tuví ña ne, ínchɨtɨ ña nūu ñá, kakaꞌan ña:
MAT.8.2	—Tōꞌó, tē ntio nto ne, kuvi ntaváꞌa nto ko —kaꞌan ña.
MAT.8.3	Nákāa Jesuu ntaꞌa ñá ne, tɨɨn ntaꞌa ña ñā ne, dá kakāꞌan ña:
MAT.8.3	—Ntio ko. ¡Ntuváꞌan! —kaꞌan ña.
MAT.8.3	Ura tsí i ntuváꞌa ña ne, ntɨ̄ꞌɨ kuiꞌí san. 
MAT.8.4	Kakaꞌan Jésuu ni ña:
MAT.8.4	—Kuenta tsí viin. Ñá ku kāꞌan ni ñaꞌa nté o kuvi o, ntá tsi kuēꞌen mí tuví dutú san, nañēꞌen ña kúñu ō. Da kidáa kuēꞌén doméni iña Xuva ko é kākaꞌan lei Muísee, vata koo é kūtuni ñáꞌa san tsi é ntuváꞌan —kaꞌan ña.
MAT.8.5	Dā xee ñá ñuú Capernaú ne, xéē tóꞌō é uun sientu sntadún san mí tuví ña ne, 
MAT.8.6	kakaꞌan ñá ni ñā:
MAT.8.6	—Tōꞌó, tuví ña kade tsiñu iñá ko nú viꞌī kó kān ne, nautun ña. Ñá tē nté kaa kantoꞌo ña —kaꞌan ña.
MAT.8.7	Kidáā ne, kakaꞌan Jésuu ni ña:
MAT.8.7	—Kɨ́ꞌɨ̄n u, dá ntaváꞌā ú ña —kaꞌan ña.
MAT.8.8	Ntá tsi kakaꞌan tóꞌō sntadún san ni ñā:
MAT.8.8	—Tōꞌó, ñá tē neé nuu áꞌvī u é kɨ̄ꞌɨn nto nú viꞌī kó kān. Te da mii tsī é kaꞌan ntó ne, ntuváꞌa ña. 
MAT.8.9	Xuꞌú ne, īó ña kade kúꞌve iña kó ne, kade ú tóꞌō sntadún san dɨ. Te kāꞌán u ni ūun ñaꞌa é na kɨ̄ꞌɨn ñá ne, kɨ́ꞌɨn ntīꞌxe ña. Te kāꞌán u ni tūku ñaꞌa é kīꞌxi ña ne, kiꞌxi ntiꞌxe ña. Te kāꞌán u nī ña kade tsiñu iñá ko é viī ñá tsiñu tsikán ne, kada ntaa ña —kaꞌan ña.
MAT.8.10	Da kúduꞌva Jesuú da téku ña é kākaꞌan tóꞌō sntadún san ne, kakaꞌan ñá nī ña ntántīkɨn ña:
MAT.8.10	—Nuu é ntaā i é kākaꞌán u ni ntō. Váta kīní u uun ñaꞌa, ña e dóo kakuintíꞌxe i, nté ña ñuú Israee. 
MAT.8.11	Ne, kaꞌán u ni ntō tsí tɨ̄tɨ́n ñaꞌa kiꞌxi ña da míꞌī ká ñuú ñuxiví san é kuntoo ña, kaꞌxí dadɨɨ ña ni ñata ika ko Ābraan ni Ísaa ni Jácoo nú mēsa mí kadē kûꞌvé Xuva kō. 
MAT.8.12	Ntá tsi ñaꞌa, ñá kuini i é duku ntée ña kuntōo ña mí kadē kûꞌvé Xuva kō ne, nakuītá nuu Xuva ko ñā mí dií ka ikā, mí dóo nee. Ikān e kueku ña ne, nakaꞌxí kaꞌñɨ̄ ña núꞌu ñā —kaꞌan ña.
MAT.8.13	Kidáā ne, kakaꞌan Jésuu ni tóꞌō sntadún san:
MAT.8.13	—Kunúꞌun. Kuan koo na kūví vata tsī o kuíntiꞌxe o —kaꞌan ña.
MAT.8.13	Ura dúꞌva tsi i ntuváꞌa ña kade tsiñu iña ña.
MAT.8.14	Dá kūkɨ́ꞌvi ña má viꞌī Pedru kán ne, īní Jesuu é tuví ntaa ñuntɨ́ɨ Pedrú san e dóo kaxéꞌe ña kaꞌni. 
MAT.8.15	Kidáā né, tɨɨn ntaꞌa Jēsuu ntáꞌa ña ne, ura dúꞌva tsi i ntikó ña kaꞌni sán ne, dā nakuntítsi ña, de váꞌa ña é kāꞌxi ña.
MAT.8.16	Dā kuáa vaꞌá ne, xée ñāꞌa san mí tuví Jesuu. Dōó tɨtɨ́n ñaꞌa ntánteka ña ña é ñūꞌu é ña váꞌā nima i. Jesuú ne, uun tsi túꞌun ñā nakuíta ña é ña váꞌā san ne, ntāváꞌa ña ña nchokuví san dɨ. 
MAT.8.17	Kuan ō kúvī vata koo é kūntaa é kākaꞌan Ísaia, ña é kaꞌán naa Xuva ko kídaā: “Mii ñā é ntāꞌa ña kuiꞌi ko ne, mii ñā ído ñā nuu i é ntántoꞌo kō”, kaꞌan ña.
MAT.8.18	Dā íni Jesuu tsí ña te nté kaa ñaꞌa ntátavi núu ña ña ne, kakaꞌan ña tsí kɨꞌɨn ña, kuita ntiꞌxin ña uun xo diñɨ mínī san. 
MAT.8.19	Xée ūun mastrú leí san, ne, kakaꞌan ñá ni ñā:
MAT.8.19	—Mastrú, kuntīkɨ́n u nto dā míꞌī ka mí kɨ̄ꞌɨn nto —kaꞌan ña.
MAT.8.20	Kakaꞌan Jésuu ni ña:
MAT.8.20	—Xteé san ne, īó mâvi tɨ mí kaintoo váꞌa tɨ. Lāá, kɨtɨ ntaíko e dukún kān né, īó taka tɨ mí kañuꞌu váꞌa tɨ dɨ. Ntá tsi xuꞌú é vēxkúvī ú ñatīí ne, ña túvī mí kutūví daꞌna dɨkɨ́ ko —kaꞌan ña.
MAT.8.21	Tuku ña ntɨniꞌi ñā né, kakaꞌan ñá ni ñā:
MAT.8.21	—Tōꞌó ntɨ, taꞌxi nto é diꞌna kikuꞌxí u uvā kó ne, da kidáa kuntīkɨ́n u nto —kaꞌan ña.
MAT.8.22	Ntá tsi kakaꞌan Jésuu ni ña:
MAT.8.22	—Kuntīkɨ́n ko. Xtuvīn miin ñá ntɨ̄xɨ́ san, na kūꞌxí taꞌan ña ña ntɨ̄xɨ́ niꞌi ñā —kaꞌan ña.
MAT.8.23	Kidáā ne, ñúꞌu ña tun ntōó san nī ña ntántīkɨn ña. 
MAT.8.24	Un váꞌa tsi ínu tatsín san kídaa, dā nté kūkɨ́ꞌvi ntute san iní tun ntōó san. Ntá tsi kakidi Jésuu. 
MAT.8.25	Kuéꞌēn ña ntántīkɨn ñá ne, nantóto ña ñā, ntákaꞌan ña:
MAT.8.25	—¡Nakakū ntó ntɨ, Tóꞌō ntɨ, tsí doko sa téni ō! —kaꞌan ña.
MAT.8.26	Kakaꞌan Jésuu ni ña:
MAT.8.26	—¿Nté kui ntaúꞌvī ntú nto? ¿Nté kui ña kueꞌe ntu ntákuintiꞌxe nto? —kaꞌan ña.
MAT.8.26	Kidáā ne, nákuntītsí ña, kakaꞌan ñá ni tātsín san ni ntūte sán ne, kūkadin. 
MAT.8.27	Koó dā kúduꞌva ña ñuꞌu tun ntōó san, ntátsixeꞌe tāꞌan ña:
MAT.8.27	—¿Neé ntu ñaꞌa ña sāꞌa? Tsí un tsi nte tátsín san ni ntūte san kade ntaa é kākaꞌan ña —kaꞌan ña.
