MAT.1.1	Գիրք ծնունդին Յիսուսի Քրիստոսի՝ Դաւիթի որդիին, Աբրահամի որդիին։
MAT.12.15	Յիսուս երբ գիտցաւ, զատուեցաւ անկէ եւ շատ ժողովուրդ անոր ետեւէն գացին ու ամէնքը բժշկեց, 
MAT.12.16	բայց սաստիկ պատուիրեց անոնց, որ զինք մարդո՛ւ չյայտնեն. 
MAT.12.17	որպէս զի կատարուի Եսայի մարգարէի միջոցով ըսուած խօսքը. 
MAT.12.18	«Ահա իմ ծառաս, զոր ընտրեցի եւ իմ սիրելիս, որուն հաւնեցաւ իմ անձս. իմ Հոգիս անոր վրայ պիտի դնեմ ու հեթանոսներուն իրաւունք պիտի տայ։ 
MAT.12.19	Ո՛չ պիտի վիճի եւ ո՛չ պիտի աղաղակէ եւ ո՛չ մէկը պիտի լսէ անոր ձայնը հրապարակներուն մէջ։ 
MAT.12.20	Ջախջախուած եղէգը պիտի չփշրէ ու պլպլած պատրոյգը պիտի չմարէ, մինչեւ արդարութիւնը յաղթանակի հասցնէ։ 
MAT.12.21	Եւ հեթանոսները անոր անունը պիտի յուսան»։
MAT.12.22	Այն ատեն կոյր ու համր դիւահար մը բերին իրեն եւ զանիկա բժշկեց, այնպէս որ համր ու կոյրը խօսեցաւ ու տեսաւ։ 
MAT.12.23	Բոլոր ժողովուրդը զարմացած կ’ըսէին. «Արդեօք ասիկա՞ է Դաւիթին որդին»։ 
MAT.12.24	Բայց փարիսեցիները երբ լսեցին՝ ըսին. «Ատիկա ուրիշ բանով չի հաներ դեւերը, բայց դեւերուն Բէեղզեբուղ իշխանովը»։ 
MAT.12.25	Յիսուս անոնց խորհուրդները իմանալով ըսաւ անոնց. 
MAT.12.38	Այն ատեն դպիրներէն ու փարիսեցիներէն ոմանք իրեն ըսին. «Վա՛րդապետ, կ’ուզենք քեզմէ նշան մը տեսնել»։ 
MAT.12.39	Անիկա պատասխան տուաւ ու անոնց ըսաւ. 
MAT.12.46	Մինչ ինք ժողովուրդին կը խօսէր, իր մայրը ու եղբայրները դուրսը կայներ էին եւ կ’ուզէին իրեն հետ խօսիլ։ 
MAT.12.47	Մէկը իրեն ըսաւ. «Ահա քու մայրդ ու եղբայրներդ դուրսը կայներ են եւ կ՚ուզեն քեզի հետ խօսիլ»։ 
MAT.12.48	Ան ալ իրեն ըսողին պատասխան տուաւ ու ըսաւ. 
MAT.12.49	Եւ իր ձեռքը դէպի իր աշակերտները երկնցնելով՝ ըսաւ. 
MAT.13.1	Այն օրը Յիսուս տունէն ելլելով ծովուն եզերքը նստաւ։ 
MAT.13.2	Շատ ժողովուրդ քովը ժողվուեցան, այնպէս որ ինք նաւը մտաւ ու նստաւ եւ բոլոր ժողովուրդը ծովեզերքը կայներ էր։ 
MAT.13.3	Շատ բաներ խօսեցաւ անոնց առակներով եւ ըսաւ.
MAT.13.10	Աշակերտները մօտենալով՝ ըսին իրեն. «Ինչո՞ւ համար առակներով կը խօսիս անոնց»։ 
MAT.13.11	Ան ալ պատասխան տուաւ ու ըսաւ անոնց. 
MAT.13.24	Ուրիշ առակ մըն ալ յառաջ բերաւ անոնց ու ըսաւ. 
MAT.13.31	Ուրիշ առակ մըն ալ յառաջ բերաւ անոնց ու ըսաւ. 
MAT.13.33	Ուրիշ առակ մըն ալ ըսաւ անոնց. 
MAT.13.34	Յիսուս այս ամէն բաները առակներով խօսեցաւ ժողովուրդին։ Առանց առակի բան մը չէր խօսեր անոնց, 
MAT.13.35	որպէս զի կատարուի մարգարէին միջոցով ըսուած խօսքը. «Առակներով պիտի բանամ իմ բերանս ու աշխարհի սկիզբէն ի վեր ծածկուած բաները յառաջ պիտի բերեմ»։
MAT.13.36	Երբ Յիսուս ժողովուրդը թողուց, տունը գնաց։ Իր աշակերտները մօտեցան իրեն ու ըսին. «Արտին որոմներուն առակը մեկնէ մեզի»։ 
MAT.13.37	Ան ալ պատասխան տուաւ ու ըսաւ անոնց. 
MAT.13.51	Ըսաւ անոնց Յիսուս. 
MAT.13.52	Անիկա ըսաւ անոնց. 
MAT.13.53	Երբ Յիսուս այս առակները լրացուց, անկէ մեկնեցաւ. 
MAT.13.54	եւ գնաց իր գաւառը ու անոնց կը սորվեցնէր իրենց ժողովարանին մէջ, անոնք ալ կը զարմանային ու կ’ըսէին. «Ասիկա ուրկէ՞ ունի այս իմաստութիւնը եւ հրաշքները։ 
MAT.13.55	Ասիկա հիւսնին որդին չէ՞. ասոր մայրը Մարիամ չի՞ կոչուիր։ Ասոր եղբայրները՝ Յակոբոս եւ Յովսէս ու Սիմոն եւ Յուդա. 
MAT.13.56	ու ասոր քոյրերը ամէնքը մեր քով չե՞ն։ Ալ ինք ուրկէ՞ ունի այս ամէն բաները»։ 
MAT.13.57	Անոր վրայով կը գայթակղէին. բայց Յիսուս ըսաւ անոնց. 
MAT.13.58	Հոն շատ հրաշքներ չըրաւ անոնց անհաւատութեանը համար։
MAT.14.1	Երբ Հերովդէս չորրորդապետը Յիսուսի համբաւը լսեց իր ծառաներուն ըսաւ. 
MAT.14.2	«Անիկա Յովհաննէս Մկրտիչն է, մեռելներէն յարութիւն առած եւ անոր համար հրաշքներ կ’ըլլան անով»։
MAT.14.3	Քանզի Հերովդէս Յովհաննէսը բռներ, զանիկա կապեր ու բանտը դրեր էր, իր եղբօր Փիլիպպոսին կնոջ՝ Հերովդիային համար։ 
MAT.14.4	Վասն զի Յովհաննէս անոր կ’ըսէր. «Քեզի օրինաւոր չէ զանիկա կին առնելը»։ 
MAT.14.5	Ուստի կ’ուզէր զանիկա սպաննել, բայց ժողովուրդէն կը վախնար, վասն զի իբրեւ մարգարէ կ’ընդունէին զանիկա։ 
MAT.14.6	Երբ Հերովդէսին ծննդեան օրը եկաւ, Հերովդիային աղջիկը խաղաց հանդէսի սրահին մէջ ու Հերովդէսին հաճելի եղաւ։ 
MAT.14.7	Ուստի երդումով խոստացաւ որ տայ անոր ի՛նչ որ ուզելու ըլլայ։ 
MAT.14.8	Անիկա առաջ իր մօրմէն խրատուելով՝ ըսաւ. «Տուր ինծի Յովհաննէս Մկրտչին գլուխը՝ սկուտեղի մը վրայ»։ 
MAT.14.9	Թագաւորը տրտմեցաւ, բայց երդումներուն ու իրեն հետ նստողներուն համար հրաման ըրաւ որ տրուի։ 
MAT.14.10	Եւ մարդ ղրկելով՝ բանտին մէջ Յովհաննէսը գլխատեց։ 
MAT.14.11	Անոր գլուխը սկուտեղով բերուեցաւ ու տրուեցաւ աղջկան։ Ան ալ իր մօրը տուաւ։ 
MAT.14.12	Անոր աշակերտները եկան ու մարմինը վերցնելով թաղեցին, գացին Յիսուսին պատմեցին։
MAT.14.13	Երբ Յիսուս լսեց, անկէ նաւով անապատ մը գնաց առանձին։ Երբ ժողովուրդը լսեց, ոտքով անոր ետեւէն գացին իրենց քաղաքներէն։
MAT.14.14	Երբ դուրս ելաւ, շատ ժողովուրդ տեսնելով խղճաց անոնց վրայ ու անոնց հիւանդները բժշկեց։
MAT.14.15	Իրիկունը իր աշակերտները եկան ու ըսին. «Հոս անապատ տեղ մըն է եւ ժամանակը ուշացած է. արձակէ ժողովուրդը, որպէս զի գիւղերը երթան ու իրենց կերակուր գնեն»։ 
MAT.14.16	Յիսուս անոնց ըսաւ. 
MAT.14.17	Անոնք ալ ըսին. «Հոս ուրիշ բան մը չունինք, բայց միայն հինգ նկանակ ու երկու ձուկ»։ 
MAT.14.18	Ըսաւ անոնց. 
MAT.14.19	Եւ հրաման ըրաւ որ ժողովուրդը խոտին վրայ նստեցնեն։ Հինգ նկանակը եւ երկու ձուկը առաւ, դէպի երկինք նայելով օրհնեց ու կտրելով նկանակները աշակերտներուն տուաւ եւ աշակերտները՝ ժողովուրդին։ 
MAT.14.20	Ամէնքը կերան ու կշտացան եւ տասներկու կողով լեցուն աւելցած կտորուանքներ վերցուցին։ 
MAT.14.21	Անոնք որ կերան, հինգ հազարի չափ այր մարդիկ էին, կիներէն եւ տղաքներէն զատ։
MAT.14.22	Աշակերտները արտորցուց, որ նաւը մտնեն եւ իրմէ առաջ անդիի կողմը անցնին, մինչեւ որ ինք ժողովուրդը արձակէ։ 
MAT.14.23	Ժողովուրդը արձակելէն ետքը, ինք լեռը ելաւ առանձին աղօթք ընելու։ Երբ իրիկուն եղաւ, հոն մինակ էր, 
MAT.14.24	իսկ նաւը արդէն ծովուն մէջտեղը ալեկոծութեան մէջ էր, վասն զի հովը հակառակ կողմէն կը փչէր։ 
MAT.14.25	Գիշերուան չորրորդ պահուն Յիսուս դէպի նաւը գնաց, ծովուն վրայէն քալելով։ 
MAT.14.26	Երբ աշակերտները մէկը տեսան, որ ծովուն վրայ կը քալէր, խռովեցան եւ ըսին թէ՝ աչքի երեւոյթ մըն է։ Վախնալով կանչուըռտեցին։ 
MAT.14.27	Յիսուս խօսեցաւ անոնց ու ըսաւ. 
MAT.14.28	Պետրոս պատասխան տուաւ անոր ու ըսաւ. «Տէ՛ր, եթէ դուն ես, հրաման ըրէ ինծի որ քեզի գամ ջուրերուն վրայէն»։ 
MAT.14.29	Ան ալ ըսաւ. 
MAT.14.30	Բայց հովը սաստիկ ըլլալուն՝ վախցաւ։ Երբ սկսաւ ընկղմիլ, աղաղակեց ու ըսաւ. «Տէ՛ր, ազատէ զիս»։ 
MAT.14.31	Յիսուս շուտ մը իր ձեռքը երկնցուց, բռնեց զանիկա ու ըսաւ. 
MAT.14.32	Երբ նաւը ելան, հովը դադարեցաւ։ 
MAT.14.33	Անոնք որ նաւուն մէջ էին, եկան երկրպագութիւն ըրին անոր ու ըսին. «Իրաւցնէ Աստուծոյ Որդին ես դուն»։
MAT.14.34	Անդիի կողմը անցնելով, Գեննեսարէթ հասան։ 
MAT.14.35	Երբ այն տեղի մարդիկը ճանչցան զանիկա, մարդ ղրկեցին բոլոր շրջակայ տեղերը ու բոլոր հիւանդները անոր բերին. 
MAT.14.36	Եւ կ’աղաչէին անոր, որ միայն իր հանդերձին քղանցքին դպչին։ Անոնք որ դպան, բժշկուեցան։
MAT.15.1	Այն ատեն Յիսուսի եկան դպիրները, փարիսեցիները, որոնք Երուսաղէմէն էին ու ըսին. 
MAT.15.2	«Ինչո՞ւ քու աշակերտներդ ծերերուն աւանդութիւնը զանց կ’ընեն, վասն զի ձեռքերնին չեն լուար, երբ հաց կ’ուտեն»։ 
MAT.15.3	Ան ալ պատասխան տուաւ ու ըսաւ անոնց. 
MAT.15.10	Ժողովուրդը իրեն կանչելով՝ ըսաւ անոնց. 
MAT.15.12	Այն ատեն իր աշակերտները եկան՝ ըսին իրեն. «Գիտե՞ս թէ փարիսեցիները գայթակղեցան, երբ լսեցին այն խօսքը»։ 
MAT.15.13	Ան ալ պատասխան տալով՝ ըսաւ. 
MAT.15.15	Պետրոս պատասխան տալով՝ անոր ըսաւ. «Մեկնէ մեզի այս առակը»։ 
MAT.15.16	Յիսուս ըսաւ. 
MAT.15.21	Յիսուս անկէ ելլելով՝ Տիւրոսի ու Սիդոնի կողմերը գնաց։ 
MAT.15.22	Քանանացի կին մը այն սահմաններէն ելած՝ կ’աղաղակէր անոր ու կ’ըսէր. «Ողորմէ ինծի, Տէ՛ր, Դաւիթի որդի, աղջիկս դեւէն սաստիկ կը չարչարուի»։ 
MAT.15.23	Ինք բնաւ պատասխան չտուաւ անոր։ Իր աշակերտները մօտենալով՝ կ’աղաչէին իրեն ու կ’ըսէին. «Արձակէ ատիկա, վասն զի մեր ետեւէն կ’աղաղակէ»։ 
MAT.15.24	Ինքն ալ պատասխան տուաւ ու ըսաւ. 
MAT.15.25	Բայց կինը եկաւ երկրպագութիւն ըրաւ անոր ու ըսաւ. «Տէ՛ր, օգնէ ինծի»։ 
MAT.15.26	Ան ալ պատասխան տուաւ ու ըսաւ. 
MAT.15.27	Կինն ալ ըսաւ. «Այո՛, Տէ՛ր, վասն զի շուները իրենց տիրոջ սեղանէն ինկած փշրանքներով կը կերակրուին»։ 
MAT.15.28	Այն ատեն Յիսուս անոր ըսաւ. 
MAT.15.29	Յիսուս անկէ գնաց, երբ Գալիլիայի ծովեզերքը հասաւ՝ լեռը ելլելով նստաւ։ 
MAT.15.30	Շատ ժողովուրդ իրեն եկան, որոնք իրենց հետ ունէին կաղեր, կոյրեր, համրեր, հաշմանդամներ եւ ուրիշ հիւանդներ եւ ձգեցին զանոնք Յիսուսի ոտքը։ Ան ալ բժշկեց զանոնք։ 
MAT.15.31	Այնպէս որ ժողովուրդը զարմացաւ, տեսնելով որ համրերը կը խօսէին, հաշմանդամները կը բժշկուէին, կաղերը կը քալէին եւ կոյրերը կը տեսնէին ու Իսրայէլի Աստուածը կը փառաւորէին։
MAT.15.32	Յիսուս իր աշակերտները քովը կանչելով՝ ըսաւ. 
MAT.15.33	Աշակերտները անոր ըսին. «Մենք անապատին մէջ ուրկէ՞ պիտի ունենանք այնչափ հաց, որ այսչափ բազմութիւնը կշտացնենք»։ 
MAT.15.34	Յիսուս ըսաւ անոնց. 
MAT.15.35	Հրաման ըրաւ ժողովուրդին որ գետնին վրայ նստին։ 
MAT.15.36	Եօթը նկանակը եւ ձուկերը առաւ, գոհացաւ եւ կտրեց ու տուաւ աշակերտներուն, աշակերտներն ալ ժողովուրդին տուին։ 
MAT.15.37	Կերան ամէնքը եւ կշտացան։ Եօթը զամբիւղ լեցուն՝ աւելցած կտորուանքներ վերցուցին։ 
MAT.15.38	Անոնք որ կերան՝ չորս հազար այր մարդիկ էին, կիներէն եւ տղաքներէն զատ։
MAT.15.39	Երբ ժողովուրդը արձակեց, նաւը մտաւ ու Մագդաղայի սահմանները գնաց։
MAT.16.1	Փարիսեցիները ու սադուկեցիները քովը եկան, փորձելով՝ իրմէ կ’ուզէին որ երկնքէն նշան մը ցուցնէ իրենց։ 
MAT.16.2	Անիկա պատասխան տուաւ ու ըսաւ անոնց. 
MAT.16.4	 եւ թողուց զանոնք ու գնաց։
