GEN.1.1	Imapis manaraq kaptinmi Tayta Dios kamarqan jana pasatapis kay pasatapis.
GEN.8.21	Say rupasishqanpa mushkuyninmi 
GEN.8.22	<<Kay pasa manaraq ushakashqanyaqqa runakuna murupakuyanqami y cosechayanqami.
GEN.8.22	Saynöpis kanqami alaypis, shanaypis, usya tiempupis, tamya tiempupis, junaqpis y sakaypis>>.
GEN.9.1	Nirkurmi Noétawan surinkunata Tayta Dios bendicionninta qoshpan nirqan: <<Kay pasaman juntäyashqaykiyaq mirayay.
GEN.9.2	Lapan casta uywakuna, pajaqkuna
GEN.9.3	Tukuyläya kawaqkuna, mikuykuna y verdürakunapis mikuyänaykipaqmi kaykan. 
GEN.9.4	Isanqa ama mikuyankisu yawaryuq aysata. Yawarninchömi kawaynin kaykan.
GEN.9.5	<<Runa mayinta wanusiq kaqqa wanusishqami kanqa. Saynölami runata wanusiq kaq uywapis wanusish kanqa. 
GEN.9.6	Kikï niraqtami runata kamashkä.
GEN.9.7	<<Qamkuna askaman mirayay. Saynöla qampita miraqkunapis kay pasaman juntäyashqanyaq mirayäsun>>.
GEN.9.8	Nirkurnami Noéta surinkunatawan Tayta Dios nirqan: 
GEN.9.9	<<Diluviuwan yapay mana ushakäsinäpaqmi qamkunawan y qamkunapita miraqkunawan 
GEN.9.10	Saynölami pactüta ruraykä 
GEN.9.11	Kay pactuta cumplirmi imaypis diluviuwan ushakäsishaqnasu kay pasata, runakunata ni lapan kawaqkunatapis. Kanan kashqan diluviunöqa manami imaypis kanqasu.
GEN.9.12	<<Tukuy casta uywakunawan y lapan runakunawan pactu rurashqäta imaypis yarparänäpaqmi 
GEN.9.13	pukutaycho seqyawta
GEN.9.14	Saymi pasa jananpa pukutay shamuptin seqyawta rikakäsimushaq. 
GEN.9.15	Say seqyaw ichiptinmi yarpäshaq qamkunawan y kay pasacho kaq lapan casta uywakunawan pactuta rurashqäta. Saymi kay pasata yakuwan imaypis ushakäsishaqnasu. 
GEN.9.16	Pukutaycho seqyaw ichimuptinmi yarpäshaq lapan runakunawan y uywakunawanpis pactuta rurashqäta. Say pactutaqa imaypis cumplishaqmi. 
GEN.9.17	Saymi seqyawta señalpaq churashkä qamkunawan y uywakunawan pactuta rurashqäta yarpänäpaq>>.
GEN.9.17	Saynömi Noéwan Tayta Dios parlarqan.
GEN.9.18	Noépa surinkunami kayarqan Sem, Cam y Jafet. Say kimsan surinkunawanmi 
GEN.9.19	Noépa kimsan surinkunapitami kay pasacho lapan runakuna mirayash.
GEN.9.20	Purun chakrata kichaskirmi üvata Noé plantarqan. 
GEN.9.21	Saypitanami üva poquskiptin vïnuta upur Noé shinkarqan. Shinkarkurnami qarapächula toldun rurincho jitaraykarqan. 
GEN.9.22	Papänin qarapächula jitaraykaqta rikaykurmi Canaánpa taytan Cam ishkay kaq wawqinkunata wilaq aywarqan. 
GEN.9.23	Saymi Semwan Jafet jinan höra capötita ayllukurkur papänin kaqman qepapaylapa yaykuyashpan saparkuyarqan. Sayno saparkuyarqan papänin qarapächula kaykaqta mana rikayänanpaqmi.
GEN.9.24	Malaq shonquyashna rikcharkamurmi Noé musyarqan shulka kaq surin wawqinkunata wilashqanta. 
GEN.9.25	Saymi nirqan:
GEN.9.25	<<¡Canaán maldicionädu kasun!
GEN.9.25	¡Payqa wawqinkunapa ashmaylanmi kanqa!>>
GEN.9.26	Nirkurnami yapay nirqan:
GEN.9.26	<<Semtaqa lapanchöpis 
GEN.9.26	Canaánpita miraqkuna isanqa Sempita miraqkunapa ashmayninkuna kayäsun.
GEN.9.27	Jafetta Tayta Dios yanapaykusun askaman mirananpaq.
GEN.9.27	Sempita miraqkunawan juntu täyänanpaqpis kamakaykasisun.
GEN.9.27	Saynöpis Jafetpita miraqkunapa ashmaynin Canaánpita miraqkuna kayäsun>>.
GEN.9.28	Diluviu kashqanpita Noé kawarqan kimsa pachak pisqa chunka (350) wata masraqmi. 
GEN.9.29	Noé wanurqan esqun pachak pisqa chunka (950) watayuq kaykarmi.
GEN.10.1	Kay partichömi qelqaraykan Noépa surinkunapita y paykunapita miraqkunapitapis.
GEN.10.1	Noépa surinkunami kayarqan Sem, Cam y Jafet. Diluviupitaraqmi paykunapa surinkuna yuriyarqan.
GEN.10.2	Jafetpa surinkunami kayarqan Gomer, Magog, Madai, Javán, Tubal, Mesec y Tiras.
GEN.10.3	Gomerpa surinkunami kayarqan Askenaz, Rifat y Togarma.
GEN.10.4	Javánpa surinkunami kayarqan Elisa, Tarsis, Quitim y Dodanim. 
GEN.10.5	Lamar kuchunpa aywarmi say runakuna nacionkuna kayänanpaq askaman mirayarqan. Cada nacionkunachömi kikinkunapa idiömanta parlayaq.
GEN.10.6	Campa surinkunami kayarqan Cus, Mizraim, Fut y Canaán.
GEN.10.7	Cuspa surinkunami kayarqan Seba, Havila, Sabta, Raama y Sabteca. Raamapa surinkunami kayarqan Seba y Dedán.
GEN.10.8	Nimrodpis Cuspa surinmi karqan. Paymi kay pasacho mas puntata munaynincho runakunata sarararqan. 
GEN.10.9	Nimrodmi 
GEN.10.10	Nimrod mandashqan jatusaq markakuna kayarqan Babel, Erec, Acad y Calne. Say markakunaqa Sinarchömi kayarqan. 
GEN.10.11	Saypitami Asur partiman aywar sharkasirqan Nínive, Rehobot y Cala markakunata. 
GEN.10.12	Saynöpis sharkasirqan jatun Resén markata. Say marka karqan Nínivipita Calaman päsaq nänichömi.
GEN.10.13	Mizraimpita miraqkunami kaykäyan ludeo runakuna, anameo runakuna, lehabita runakuna, naftuhita runakuna, 
GEN.10.14	patruseo runakuna, casluhíta runakuna y caftorita runakunapis. Caftorita runakunapitami filisteo runakuna mirayarqan.
GEN.10.15	Canaánpa qechpa surinmi karqan Sidón. Paypa shulkanmi karqan Het. 
GEN.10.16	Canaánpita miraqkunami kaykäyan jebuseo runakuna, amorreo runakuna, gergeseo runakuna, 
GEN.10.17	heveo runakuna, araceo runakuna, sineo runakuna, 
GEN.10.18	arvadeo runakuna, zemareo runakuna y hamateo runakunapis. Say runakunaqa cananeo runakunami kayarqan. Paykunami askaman mirayashpan maysayman mashtakäyarqan. 
GEN.10.19	Saymi cananeo runakunapa lindërunkuna charqan Sidón markapita Gaza cercancho kaykaq Gerar markayaq. Saynöpis lindërun päsarqan Sodoma, Gomorra, Adma y Zeboim markakunapa hasta Lasayaqmi.
GEN.10.20	Paykunami kayarqan Campa surinkunapita miraqkuna. Say runakunami nacionkuna kayänanpaq askaman mirayarqan. Cada nacionninchömi kikinkunapa idiömanta parlayaq.
GEN.10.21	Jafetpa mayor wawqin Sempapis surinkuna kayarqanmi. Semqa Heberpa y Heberpita miraqkunapa unay ayllunmi karqan. 
GEN.10.22	Sempa surinkunami kayarqan Elam, Asur, Arfaxad, Lud y Aram.
GEN.10.23	Arampa surinkunami kayarqan Uz, Hul, Geter y Mas.
GEN.10.24	Arfaxadpa surinmi karqan Sala. Salapa surinmi karqan Heber. 
GEN.10.25	Heberpa surinkuna kayarqan ishkaymi. Qechpa surinpa jutinmi karqan Peleg.
GEN.10.26	Joctánpa surinkunami kayarqan Almodad, Selef, Hazar-mavet, Jera, 
GEN.10.27	Adoram, Uzal, Dicla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Ofir, Havila y Jobab. Paykunami kayarqan Joctánpa surinkuna. 
GEN.10.30	Paykunami täyarqan Mesapita Sefaryaq. Sefarqa inti jeqamunanläpa jalqakuna kashqanchömi kaykan.
GEN.10.31	Paykunami kayarqan Sempa surinkunapita miraqkuna. Say runakunami nacionkuna kayänanpaq askaman mirayarqan. Cada nacionninchömi kikinkunapa idiömanta parlayaq.
GEN.10.32	Saynömi karqan Noépa surinpita miraqkuna. Diluviupitaraqmi paykuna maysaypapis aywar nacionninkunata rurayarqan.
GEN.11.1	Say wisanqa lapan runakuna juk idiömalatami parlayaq. 
GEN.11.2	Inti jeqamunan kaqpita aywakurmi Sinar
GEN.11.3	Paykunami wilanakur niyarqan: <<Aska ladrilluta rurar jornucho kuwashun>>.
GEN.11.3	Saymi wilanakuyashqannöla ladrilluta rurayarqan rumipa trukan saywan perqayänanpaq. Say ladrillukunatami breawan perqayarqan. 
GEN.11.4	Saypitanami yapay wilanakur niyarqan: <<Say ladrillukunawan jatun markata rurashun. Saynöpis jana pasayaq aypaqta törrita sharkasishun. Saynöpami pïmaypis respitamäshun. Maysaypa mashtakänansipa trukan kaylachöna lapansi täkushun>>.
GEN.11.5	Saymi 
GEN.11.6	Sayta rikaykurmi 
GEN.11.7	Sayno kaptinqa juk idiömalata manana parlayänanpaq aywar pantakäsishun. Saynöpami juk idiöma juk idiömatana parlar manana tantiyanakuyanqanasu imata parlaykäyashqantapis>>.
GEN.11.8	Sayno nirmi 
GEN.11.9	Say markachömi 
GEN.11.10	Kaychömi qelqaraykan Sempa surinkunapita y paykunapita miraqkunapitapis.
GEN.11.10	Diluviu kashqanpita ishkay watatami Sempa surin Arfaxad yurirqan. Say wisan Sem kaykarqan pachak (100) watayuqmi. 
GEN.11.11	Surin Arfaxad yurishqanpita Sem kawarqan pisqa pachak (500) wata masraqmi. Sempa surinkuna warmipis olqupis kayarqanraqmi.
GEN.11.12	Arfaxad kimsa chunka pisqa (35) watayuq kaykaptinmi surin Sala yurirqan. 
GEN.11.13	Surin Sala yurishqanpita Arfaxad kawarqan chusku pachak kimsa (403) wata masraqmi. Arfaxadpa surinkuna warmipis olqupis kayarqanraqmi.
GEN.11.14	Sala kimsa chunka (30) watayuq kaykaptinmi surin Heber yurirqan. 
GEN.11.15	Surin Heber yurishqanpita Sala kawarqan chusku pachak kimsa (403) wata masraqmi. Salapa surinkuna warmipis olqupis kayarqanraqmi.
GEN.11.16	Heber kimsa chunka chusku (34) watayuq kaykaptinmi surin Peleg yurirqan. 
GEN.11.17	Surin Peleg yurishqanpita Heber kawarqan chusku pachak kimsa chunka (430) wata masraqmi. Heberpa surinkuna warmipis olqupis kayarqanraqmi.
GEN.11.18	Peleg kimsa chunka (30) watayuq kaykaptinmi surin Reu yurirqan. 
GEN.11.19	Surin Reu yurishqanpita Peleg kawarqan ishkay pachak esqun (209) wata masraqmi. Pelegpa surinkuna warmipis olqupis kayarqanraqmi.
GEN.11.20	Reu kimsa chunka ishkay (32) watayuq kaykaptinmi surin Serug yurirqan. 
GEN.11.21	Surin Serug yurishqanpita Reu kawarqan ishkay pachak qanchis (207) wata masraqmi. Reupa surinkuna warmipis olqupis kayarqanraqmi.
GEN.11.22	Serug kimsa chunka (30) watayuq kaykaptinmi surin Nacor yurirqan. 
GEN.11.23	Surin Nacor yurishqanpita Serug kawarqan ishkay pachak (200) wata masraqmi. Serugpa surinkuna warmipis olqupis kayarqanraqmi.
GEN.11.24	Nacor ishkay chunka esqun (29) watayuq kaykaptinmi surin Taré
GEN.11.25	Surin Taré yurishqanpita Nacor kawarqan pachak chunka esqun (119) wata masraqmi. Nacorpa surinkuna warmipis olqupis kayarqanraqmi.
GEN.11.26	Taré qanchis chunka (70) watayuq kaykar kimsa suriyuqnami karqan. Paykunapa jutinmi karqan Abram, Nacor y Harán.
GEN.11.27	Kaychömi qelqaraykan Tarépa surinkunapita y paykunapita miraqkunapitapis.
GEN.11.27	Tarépa surinkunami kayarqan Abram, Nacor y Harán. Haránpa surinnami karqan Lot. 
GEN.11.28	Ur markancho taykäyaptilanraqmi papäninpitapis mas puntata Harán wanurqan. Say markachöqa caldeo runakunami täyarqan.
GEN.11.29	Abrampa warminmi karqan Sarai. Nacorpa warminnami karqan Haránpa surin Milca. Milcapa nananmi karqan Isca. 
GEN.11.30	Saraiqa qoluqmi karqan.
GEN.11.31	Ur markacho taykashqanpitami 
GEN.11.32	Harán markacho taykarmi Taré wanurqan ishkay pachak pisqa (205) watayuq kaykar.
GEN.12.1	Juk junaqmi Abramta 
GEN.12.2	<<Qampita miraqkunatami ali rikashaq saysikaman mirar jatun nación rikakuyänanpaq.
GEN.12.2	Bendicionnïta qoptïmi pïmaypis respitayäshunki.
GEN.12.2	Qam kaynikipami wakin runakunapis bendicionta chaskiyanqa.
GEN.12.3	Bendisishuqnikikunataqa bendisishaqmi.
GEN.12.3	Maldicionashuqnikikunataqa maldicionashaqmi.
GEN.12.3	Qam kaynikipami kay pasacho lapan casta runakunapis bendicionnïta chaskiyanqa>>.
GEN.12.5	 aywakurmi warmin Saraita, sobrinun Lotta y Haráncho tarishqan lapan ashmayninkunata pushakurqan. Saynöpis uywankunata qatikurkur y lapan imaykankunatapis apakurkur aywakurqan.
GEN.12.5	Canaánman chaykurnami 
GEN.12.6	Siquem marka cercanyaq aywar Moripa 
GEN.12.7	Saycho taykaptinmi 
GEN.12.7	Saycho yuripashqanpitami 
GEN.12.8	Saypitanami inti jeqamunan kaqlä Bet-el simpan jalqaman aywakurqan. Saychömi toldunta ichisir tarqan. Saychöpis juk altarta perqarkurmi 
GEN.12.9	Saypitapis cercaman cercaman witirmi 
GEN.12.10	Taykashqan kaqcho seqaypa muchuy kaptinmi Egipto nacionman Abram aywakurqan saychöna tänanpaq. 
GEN.12.11	Egiptuman yaykuykashqanchömi warmin Saraita nirqan: <<Qam kuyaylapaq warmimi kanki. 
GEN.12.12	Egipto runakuna warmï kashqaykita musyaykur wanurasimarchir qamta warminpaq apakuyäshunki. 
GEN.12.13	Mana wanusiyämänanpaq panï kashqaykita ninki>>.
GEN.12.14	Egiptuman Abram chaykuptinmi saycho taq runakuna Saraita rikayarqan kuyaylapaq kashqanta. 
GEN.12.15	Egiptucho Faraónta mandäsiq runakunapis Sarai kuyaylapaq kashqantami rikayarqan. Sayno kuyaylapaq kashqanta wilayaptinmi palaciunman Faraón pushasirqan. 
GEN.12.16	Saraita palaciuncho sarararmi Abramta qararqan uyshakunata, cabrakunata, wäkakunata, ashnukunata y 
GEN.12.17	Sayno kaptinpis Saraita apashqanpitami Faraónta lapan ayllunkunatawan fiyu qeshyawan 
GEN.12.18	Saymi Abramta qayaykasir Faraón nirqan: <<¿Imanirtaq kayta ruraykamashkanki? Sarai warmiki kaykaptin ¿imanirtaq wilamarqaykisu? 
GEN.12.19	¿Imanirtaq <panïmi> nimarqayki? Sayno nimaptiki warmïpaq apaykarnaqa jinachi paywan punümanpis karqan. Kananqa warmikita pushakurkur kaypita jukla waqranyay>>.
GEN.12.20	Sayno nirmi Faraón makincho kaq runakunata kacharqan Egiptupita Abramta qarquyänanpaq. Saymi Egiptupita Abram aywakurqan warminta y imaykankunatapis apakurkur.
GEN.13.1	Egiptupita Abram kutikushpanmi warminta pushakurkur y lapan imaykankunatapis apakurkur 
GEN.13.2	Abram seqaypa rïcu runami karqan. Saymi qorinpis qellayninpis uywankunapis aska karqan. 
GEN.13.3	Neguevpita cercaman cercaman aywarmi Bet-elman Abram charqan. Saypitanami kutikurqan nawpata tashqan kaqman. Say karqan Bet-elpita Haiman aywanachömi. 
GEN.13.4	Saychömi 
GEN.13.5	Lotpis tiyun Abramnömi rïcu karqan. Paypapis askami uyshankuna, cabrankuna, wäkankuna y toldunkunapis kayarqan. 
GEN.13.6	Saysika uywankuna kaptinmi juk partilacho ishkan täyänanpaqqa ayparqannasu. 
GEN.13.7	Saymi Abrampa uywa misiqninkunawan Lotpa uywa misiqninkuna qewa janan pelyayaq. Say wisan cananeo runakuna y ferezeo runakunapis saycho taykäyarqanraqmi.
GEN.13.8	Uywa misiqninkuna sayno pelyayaptinmi sobrinun Lotta Abram nirqan: <<Say ayllula kaykarqa ama chikinakushunsu ni misikuqninsikunapis ama pelyayäsunsu. 
GEN.13.9	Rikashqaykinöpis kay parti jatunmi kaykan. Mayninchöpis shuyni täkunaykipaq akrakuy. Janapa aywaptikiqa urapami aywashaq. Urapa aywaptikiqa janapami aywashaq>>.
GEN.13.10	Sayno niptinmi Lotqa Jordán mayu nawpan intëru pampakunata Zoar markalämanpa rikarqan. Say pampakunacho qewapis y yakupis aska kaptinmi Edén huertanöraq
GEN.13.11	Mas ali kashqanta rikarmi Lot akrarqan Jordán mayu nawpan pampakunata. Saymi Abrampita rakikar inti jeqamunanläpa aywakurqan. 
GEN.13.12	Abrammi isanqa jinan 
GEN.13.13	Sodomachöqa 
GEN.13.14	Lot aywaskiptinnami Abramta 
GEN.13.15	Say rikashqayki partitaqa lapantami qoykushayki. Imayyaqpis say kanqa qampaq y qampita miraqkunapaqmi.
GEN.13.16	Shumaq rikaptïmi qampita miraqkuna saysikaman mirayanqa. Saymi yupaytapis mana atipaypaq aqushanöraq paykuna kayanqa. 
GEN.13.17	Intërunpa rikapakur tumamuy. Lapan rikashqayki kaqtaqa qamtami qoykushayki>>.
GEN.14.1	Say wisanmi Sinar markapa mandaqnin rey karqan Amrafel. Elasar markapa mandaqnin rey karqan Arioc. Elam markapa mandaqninmi karqan rey Quedorlaomer. Goim markapa mandaqninmi karqan rey Tidal. 
GEN.14.2	Say reykunami guërracho kaykäyarqan Sodoma markapa mandaqnin rey Berawan, Gomorra markapa mandaqnin rey Birsawan, Adma markapa mandaqnin rey Sinabwan, Zeboim markapa mandaqnin rey Semeberwan y Bela markapa mandaqnin reywanpis. Bela markapa jukaq jutinmi karqan Zoar. 
GEN.14.3	Say pisqantin reykunami soldädunkunata shuntayarqan Sidim pampaman. Say pampachömi kananqa 
GEN.14.4	Say reykunataqa rey Quedorlaomer chunka ishkay watami munaynincho sarararqan. Saypita juk wata päsarkuptinnami pisqan reykuna wilanakur Quedorlaomerpa contran sharkuyarqan.
GEN.14.5	Saymi juknin watachöna Quedorlaomer yanapaqnin reykunawan y soldädunkunawan aywayarqan Astarot Karnaimman. Saychönami refaíta runakunawan pelyayashpan paykunata asulayarqan. Saynölami Ham markapa aywar zuzita runakunatapis ushakäsiyarqan. Saypita Save-Quiriataimpa aywar emita runakunatapis asulayarqan. 
GEN.14.6	Nirkur Seir jalqapa aywarnami horeo runakunatapis ushayarqan. Qeshpiq kaqtanami Parányaq qatipäyarqan. Say kaykan sunyaq jirka nawpanchömi. 
GEN.14.7	Saypita kutimurnami Quedorlaomer y paywan aywaqkuna En-mispatman chäyarqan. Saypa jukaq jutinmi karqan Cades. Saychönami amalecita runakunata asulayarqan. Saypita päsarmi Hazezon-tamar particho taq amorreo runakunatapis ushakäsiyarqan.
GEN.14.8	Saymi Sodomapa, Gomorrapa, Admapa, Zeboimpa y Belapa mandaqnin reykuna kamarikuyarqan Sidim pampacho guërrata rurayänanpaq. (Bela markapa jukaq jutinmi karqan Zoar.) 
GEN.14.9	Saychömi say pisqa reykuna chusku reykunawan pelyayarqan. Say chuskun reykunami kayarqan Elampa mandaqnin rey Quedorlaomer, Goimpa mandaqnin rey Tidal, Sinarpa mandaqnin rey Amrafel y Elasarpa mandaqnin rey Arioc. 
GEN.14.10	Sidim pampachöqa brea
GEN.14.11	Say pelyacho vinciq chusku reykunami soldädunkunawan Sodoma y Gomorra markakunaman yaykur imaykantapis alinnin kaqtaqa lapanta apakuyarqan. Saynölami lapan mikuyninkunatapis apakuyarqan. 
GEN.14.12	Abrampa sobrinun Lottapis Sodomacho taykaqtami prësu sarirkur lapan imaykankunatawan apakuyarqan. 
GEN.14.13	Sayno apaykäyaptinmi juk runa qeshpiykur Abramta wilaq aywarqan.
GEN.14.13	(Abramqa hebreo runami karqan. Pay taykarqan Mamripa encina munti chakranchömi. Mamre karqan amorreo runami y Escolpa y Anerpa wawqinmi. Paykunaqa Abramwan yanapänakuyänanpaqmi wilanakush kayarqan.)
GEN.14.14	Sobrinun Lotta prësu apaykäyashqanta mayaykurmi Abram shuntarqan makincho yuriq ashmaynin runakunata. Say runakuna kayarqan kimsa pachak chunka puwaqmi (318). Paykunata pushakurkurmi prësu apaykaq runakunata Dan markayaq Abram qatiparqan. 
GEN.14.15	Taripaykurmi ashmaynin runakunawan elaqpita sakaypa atacayashpan vinciyarqan. Sayno vincirmi Hoba markayaq qatipäyarqan. Say marka kaykan Damasco markapita norti kaqläpa päsaychömi. 
GEN.14.16	Nirkurmi lapan apaykäyashqanta qechur kutisiyämurqan. Saynöpami sobrinun Lottapis imaykankunatawan kutisiyämurqan. Warmitapis olqutapis prësu aywaykaqkunata kutisiyämurqanmi.
GEN.14.17	Quedorlaomerta y payta yanapaq reykunata vinciykur Abram kutiykämuptinmi Sodoma markapa mandaqnin rey tariparqan Save pampaman. Say pampapa jukaq jutinmi kaykan Mandaq Reypa Pampan. 
GEN.14.18	Saymi Salem markapa mandaqnin rey Melquisedecpis sayman chaykur tantatawan vïnuta Abramta qararqan. Melquisedecqa poderyuq Tayta Diosta sirviq cürami karqan.
GEN.14.19	Nirkurmi Abramta bendicionta qoshpan nirqan:
GEN.14.19	<<Jana pasatapis kay pasatapis kamaq poderyuq Tayta Dios bendicionninta qoykuläshunki.
GEN.14.20	Poderyuq Tayta Dios alabash kaykuläsun.
GEN.14.20	Paymi yanapäshushkanki contrapartiki runakunata vincinaykipaq>>.
GEN.14.20	Sayno niptinmi Abram kutisimushqankunapita Melquisedecta 
GEN.14.21	Sodomapa mandaqnin reynami Abramta nirqan: <<Marka mayïkunata kachapaykamay. Saypita kaqta isanqa imaykatapis lapanta apakuy>>.
GEN.14.22	Sayno niptinmi Abram nirqan: <<Jana pasata y kay pasata kamaq poderyuq 
GEN.14.23	qampa kaqtaqa juk jïlulaykitapis ni lanqi watulaykitapis mana apanäpaq. Saynöpami nikankipaqsu: <Noqami Abrahamta rïcuyäsishkä>. 
GEN.14.24	Ashmaynï runakuna mikuyashlanna kasun. Aywäsimaq Aner, Escol y Mamre runakuna isanqa derëchunta apakuyäsun>>.
GEN.15.1	Saypitanami 
GEN.15.2	Sayno niptinmi Abram nirqan: <<
GEN.15.3	Suriynaq kanäpaq destinaykämaptikiqa makïcho yuriq ashmaylächir imaykäwanpis quëdanqa>>.
GEN.15.4	Sayno niptinmi 
GEN.15.5	Saypita Abramta waqtaman pushaykurmi 
GEN.15.5	Saypitanami nirqan: <<Saynömi qampita miraqkunapis yupayta mana atipaypaq kayanqa>>.
GEN.15.6	Sayno nishqanta Abram criyiptinmi jusaynaqtana 
GEN.15.7	Saypitanami 
GEN.15.8	Sayno niptinmi Abram nirqan: <<
GEN.15.9	Saymi 
GEN.15.10	Sayno niptinmi Abram aparqan say uywakunata. Nirkur pula cuartunpa cuartusaykurmi frenti frenti churarqan. Palumatawan kulkushtami isanqa pulanpa cuartusarqansu.
GEN.15.11	Say churashqan aysakunaman wiskurkuna shayämuptinmi Abram wajakurqan. 
GEN.15.12	Pasa sakaykaptinnami Abram wanuypanöraq punukäkurqan. Saymi sueñuynincho pasaypa sakayta rikar fiyupa mansarirqan.
GEN.15.13	Say hörami 
GEN.15.14	Sayno kaptinpis say marka runakunatami castigashaq. Nirkurnami qampita miraqkunata imaykaläya riquëzayuqta jorqamushaq.
GEN.15.15	Manaraq saykuna kaptinmi awkinyarna ali wanuypa wanukushpayki unay aylluykikuna kaqman aywakunki. 
GEN.15.16	Chusku pachak wata päsarkuptinnami qampita miraqkuna kay taykashqaykiman kutiyämunqa. Kutiyämunanpaqqa kaycho taykaq amorreo runakunapa jusankuna seqaypa poqushnami kaykanqa>>.
GEN.15.17	Pasa sakarkuptinnami qoshtaykaq shanshayuq kanala y qerupa puntancho rupaykaq ninapis yuriskirqan. Saykunami churaraykaq aysakuna chawpinpa päsarqan.
GEN.15.18	Say junaqmi Abramwan 
GEN.15.19	Saychömi taykäyan ceneo runakuna, cenezeo runakuna, cadmoneo runakuna, 
GEN.15.20	heteo runakuna, ferezeo runakuna, refaíta runakuna, 
GEN.15.21	amorreo runakuna, cananeo runakuna, gergeseo runakuna y jebuseo runakunapis>>.
GEN.16.1	Abrampa warmin Sarai qoluq karmi wawaynaq karqan. Saraipa ashmayninmi Agar jutiyuq jipash karqan. Pay karqan Egiptupitami. 
GEN.16.2	Abramtami Sarai nirqan: <<Qoluq kanäpaqmi 
GEN.16.2	Sayno niptinmi Abram awnirqan.
GEN.16.3	Awniptinmi Egiptupita apamushqan ashmaynin Agarwan Abramta Sarai punusirqan. Say karqan 
GEN.16.4	Abramwan punur qeshyaq tukuskirmi Agarqa patrönan Saraita mamatupayta qalaykurqan.
GEN.16.5	Saymi Abramta Sarai nirqan: <<Agarwan pununaykipaq kikï nishqäpita qeshyaq rikakur manakaqman churamänanpaq qammi jusayuq kaykanki. Sayno kashqaykipita 
GEN.16.6	Sayno niptinmi warmin Saraita Abram nirqan: <<Ashmaynikiqa makikichömi kaykan. Sayno kaykaptinqa qampitanachir imata ruraptikipis>>.
GEN.16.6	Sayno niptinmi Saraiqa ashmaynin Agarta mana puëdishqankunata rigorwan rurasir qalaykurqan. Sayno nakasiptinmi Agarqa qeshpir aywakurqan.
GEN.16.7	Sayno qeshpikuykaptinmi 
GEN.16.8	Saychömi ángel tapurqan: <<Saraipa ashmaynin Agar, ¿maypitataq shamuykanki? Y ¿maypataq aywaykanki?>>
GEN.16.8	Saymi Agar nirqan: <<Patrönä Saraipitami qeshpikuykä>>.
GEN.16.9	Niptinmi 
GEN.16.10	Saynöpis nirqan:
GEN.16.10	<<Wawaykipita miraqkuna yupaytapis mana atipaypaqmi mirayanqa.
GEN.16.11	Olqu wamratami qeshyaq kaykanki.
GEN.16.11	Saymi yuriptin wawaykipa jutinta churapanki Ismael kananpaq.
GEN.16.12	Say wawaykiqa imayka chucaru cawallunömi kanqa.
