MAT.1.1	Yesu Kerisi yi degwa lo sënë: Yesu saga sën Davit yi mewis, geDavit saga sën Abraham yi mewis.
MAT.6.4	gaḳ ġedoḳ vu sir yö gëp vunsën. GAmam vu yaġek neraḳ nġaa sën neggëp vunsën lo ni, om rëḳ bo doḳ nah nyëvewen vu honġ.”
MAT.6.5	“Log nabë ham najom jaḳ, og ham su gwevonġ nabë alam kwaj luu rë. Ahëj neving panġsën bë denajom jaḳ doḳ dub-supinsën-yi ayo los aggata böp nenga ḳetu, in alam degelë sir. Sa nanër vu ham yönon nabë deḳo hir nyëvewen ggovek ya raḳ saga, gaḳ su rëḳ denatöḳ jaḳ nyëvewen ngwë vu tamusën rë. 
MAT.6.6	Gaḳ bë ġenajom jaḳ, og ġedoḳ na begganġ ayo beġebehii veluung avi, log mëm ġenajom jaḳ vu Amam sën nedo loḳ nyëġ vunsën saga. Amam saga nedo yaġek menelë nġaa pin sën neggëp vunsën lo, om rëḳ bo doḳ nah nyëvewen vu honġ. 
MAT.6.7	Log bë ham najom jaḳ, og ham su nanër ġaġek meris meris mu nabë alam dahis. Denekuung bë denanër ġaġek nġahiseḳë, og mëm Anutu rëḳ genġo sir. 
MAT.6.8	Ham su gwevonġ nabë sënë. Gaḳ ham Amamin vu yaġek raḳ nġaa pin sën ham neraḳ vu in lo ni. Yönon, ham nġo nahën geham su kwetaġ vu yi rë, log yö raḳ ni vorot. 
MAT.6.9	Om ham najom jaḳ nabë sënë:
MAT.6.9	‘He Amamin sën nedo yaġek,
MAT.6.9	mehönon debo vabuung in arëm.
MAT.6.10	Ġenam ġenatu he Mehöböp noh vu nyëġ pin,
MAT.6.10	gemehönon pin degevonġ noh vu kwam gëp dob
MAT.6.10	nabë sën angër denevonġ ggëp yaġek lo.
MAT.6.11	Ġebo nos vu he vu pehi sënë.
MAT.6.12	Lob ġedahun he nġaa nipaya na
MAT.6.12	nabë sën he nedahun nġaa nipaya sën mehönon denevonġ vu he lo ya.
MAT.6.13	Su gweli he na vu pelëpinsën,
MAT.6.13	gaḳ mu gweḳo he vër in nġaa nipaya pin.
MAT.6.13	(In honġ Nyëġ og Nyëġ anon, gehonġ Anutu los niwëëk,
MAT.6.13	garëm og böpata rot kesuu nġaa pin, neggëp degwata los degwata. Yönon!)’
MAT.6.14	Kë! Nabë ham dahun mehönon hir nġaa nipaya na, og rëḳ ham Amamin vu yaġek dahun ham nġaa nipaya na geving nabë saga. 
MAT.6.15	Gaḳ nabë ham su dahun mehönon hir nġaa nipaya na rë, og ham Amamin vu yaġek su rëḳ dahun ham nġaa nipaya na rë gerëḳ nama.”
MAT.6.16	“Bë ham ayemin gërin nos geham su gwa rë, og ham su malamin seluh nabë alam kwaj luu sën malaj neseluh in bë alam dejaḳ ni nabë ayej ggërin nos lo. Sa nanër vu ham yönon nabë deḳo hir nyëvewen ggovek ya raḳ saga, gaḳ su rëḳ denatöḳ jaḳ nyëvewen ngwë vu tamusën rë. 
MAT.6.17	Gaḳ bë ayem gërin nos, og gwetunġ wël jaḳ yum, geġejipek malam, 
MAT.6.18	in alam su dejaḳ ni nabë ayem ggërin nos. GAmam sën nedo vunsën lo yö timu jaḳ ni. Amam vu yaġek nelë nġaa sën neggëp vunsën lo, om rëḳ bo doḳ nah nyëvewen vu honġ.”
MAT.6.19	“Ham su ngupin ham ḳupeḳ nivesa vesa vu dob sënë. In vu dob sënë og nġaa nemoneḳ los jeluj neloḳ benipaya neraḳ, galam hodeḳ denekevoh wes geneggodeḳ ya. 
MAT.6.20	Gaḳ ham ngupin ham nġaa nivesa vu yaġek. In vu yaġek og nġaa su nemoneḳ rë, gejeluj su neloḳ menipaya neraḳ rë, galam hodeḳ su denekevoh wes gedeneggodeḳ ya rë. 
MAT.6.21	Nyëġ sën ham supin ham ḳupeḳ menedo loḳ lo, og ham su rëḳ kwamin birekin nyëġ saga rë.”
MAT.6.22	“Malam tu navim yi ram. Bë malam natum in nġaa nivesa, og ranġah rëḳ gegwanġ na navim pin los dahis. 
MAT.6.23	Gaḳ nabë malam natum in nġaa nipaya, og rëḳ navim pin malaḳenu doḳ. Log ayom malaḳenu bë pemëġin ranġah na, og rëḳ malaḳenu natu böpata jaḳ.”
MAT.6.24	“Hur ti su yoh vu bë gevonġ huk vu ala luu doḳ ti rë. In rëḳ nidëlin ngwë, gahë geving ngwë, ma rëḳ ayo napiiḳ vu ngwë genitebö in ngwë. Ham su yoh vu bë gwevonġ huk vu Anutu los monë doḳ ti rë.”
MAT.6.25	“Om sën sa bë nanër vu ham nabë ham su newamin jaḳ in ham medoḳ tepëḳ nabë, ‘Hil rëḳ aġa va? Ma hil rëḳ nanum va?’ Geham su newamin jaḳ in navimin nabë, ‘Hil rëḳ ḳebu navid jaḳ va?’ In hil anod kesuu nos gehil navid kesuu tob. 
MAT.6.26	Ham kwamin bo soḳ sën denevëëng medeneyoh yaġek babu lo rë. Su denehin nos ġahis rë, gesu denerur anon bedenesupin raḳ ya begganġ rë, rëḳ ham Amamin vu yaġek nevet sir. Gaḳ ham mehönon, og ham kwesuu soḳ sënë. 
MAT.6.27	Nabë ham ti kwa bo nabë geḳo yi buk sën medo mala vesa lo seggi berup na teka geving, og maḳ yoh vu bë rëḳ gevonġ-a? Ma! 
MAT.6.28	Om ham su newamin jaḳ in tob! Ham kwamin bo sesik talohek sën nekweḳ pahup ayo lo rë. Su denevonġ huk los denevasu tob rë, 
MAT.6.29	log sa nanër vu ham nabë wirek Solomon los yi vuneḳ-vuneḳ niḳapiik neggërin yi, rëḳ ti su nivesa nebë sesik sënë rë. 
MAT.6.30	Yönon, Anutu neġin nivesa vos sën nare gwëbeng, gerëḳ dekesik neheng bedebesi jaḳ na nengwah. Om nebë va sën ham su ayomin neya timu vu Anutu rë-ë? Ham jaḳ ni nabë Anutu rëḳ geġin ham geving bekesuu saga. 
MAT.6.31	Om ham su newamin jaḳ menanër nabë, ‘He rëḳ aġa va? Ma nanum va? Ma ajöp va?’ 
MAT.6.32	In alam dahis vu dob yiḳ kwaj nevo nġaa pin sënë panġsën bë denatöḳ vu. Gaḳ ham Amamin vu yaġek raḳ nġaa pin sën ham neraḳ vu in lo ni ggovek ya. 
MAT.6.33	Om ham malamin sepa Anutu namuġin nabë nam geġin ham geham gwevonġ nġaa niröp noh vu kwa, loḳ mëm nġaa pin saga og rëḳ gevonġ vu ham geving. 
MAT.6.34	Ham su kwamin bo nġaa maggin neheng yi benewamin jaḳ pehi. Gaḳ nġaa neheng yi, og neheng rëḳ ham kwamin bo. Nġaa maggin neggëp loḳ buk pin, om ham kwamin bo buk ti ti yö yi maggin doḳ buk saga lo beggovek.”
MAT.7.1	“Ham su seggi mehö ngwë doḳ ayomin nabë mehö nipaya, in lob Anutu su seggi ham benanër ham nabë ham alam nimin paya. 
MAT.7.2	In Anutu rëḳ seggi ham ġaġek nabë sën ham neseggi mehö ngwë hir ġaġek lo. Gerëḳ gevonġ doḳ nah vu ham nabë sën ham nevonġ vu mehö ngwë lo. 
MAT.7.3	Ma nebë va sën ġenelë ḳale mahen teka sën negga raḳ arim mala lo, log su ġenelë ġanġ dus ti sën neggëp loḳ malam aga rë-ë? 
MAT.7.4	Ma nebë va sën ġenër vu arim bë, ‘Ḳööḳ gesa hevonġ ḳale vër in malam ġahis rë.’ Gwelë rë, ġanġ dus ti neggëp loḳ nġo malam ġahis. 
MAT.7.5	Honġ mehö kwam luu! Gwevonġ ġanġ dus ti saga vër in malam govek rë, loḳ mëm rëḳ gwelë nġaa mahen teka sën neggëp loḳ arim mala aga nivesa meġebo vër.
MAT.7.6	Ham su gwevonġ Anutu yi nġaa vabuung vu anöö! Geham su gwetë ham nġaa vuneḳsën sën ham nebaġo raḳ monë böp lo na vu bööḳ. In rëḳ debaḳë duḳ dob jaḳ vahaj, log depekwë medega ham.”
MAT.7.7	“Bë ham kwetaġ nġaa vu Anutu og rëḳ bo vu ham, bë ham sero nġaa, og ham rëḳ natöḳ jaḳ, bë ham pepa jaḳ repinġ, og Anutu rëḳ tahinin vu ham. 
MAT.7.8	In alam sën deneketaġ nġaa vu Anutu lo, og nevo vu sir, log alam sën denesero nġaa lo, og denetöḳ raḳ, galam sën denepepa raḳ repinġ lo, og netahinin vu sir.
MAT.7.9	Bë ham ti nalu ketaġ nos vu ama, og rëḳ bo ġelönġ vu yi? Ma! 
MAT.7.10	Log bë mehöti nalu ketaġ yi in ġël ti, og ama rëḳ bo nyël ti vu yi? Ma rot! 
MAT.7.11	Ham alam nimin paya vu dob sënë, rëḳ ham kwamin nevo nalumin lo menevonġ nġaa nivesa vu sir, om ham jaḳ ni borot nabë ham Amamin sën nedo yaġek lo nevonġ nġaa nivesa rot kesuu ham, om rëḳ gevonġ nġaa nivesa vesa vu alam sën deneketaġ vu yi lo. 
MAT.7.12	Nġaa pin sën ham ahëmin neving bë alam degevonġ vu ham lo, og ham gwevonġ vu sir namuġin. Horek los alam denenër-ġaġek-ranġahsën hir ġaġek lo degwa nebë sënë.”
MAT.7.13	“Ham doḳ na aggata avi mahen in aggata sënë neya Nyëġ Mala-tumsën-yi. Gaḳ aggata sën neya Nyëġ Nipaya lo, og böpata beneggëp tateḳinsën, lob alam nġahiseḳë deneyoh ya saga rot. 
MAT.7.14	Gaḳ aggata sën neya Nyëġ Mala-tumsën-yi lo, og mahen teka, behuk böp, lob alam ti ti mu denetöḳ raḳ medeneloḳ ya.”
MAT.7.15	“Ham gweġin ham vu alam-ġaġek-kuungsën. In alam saga nebë mehönon dekebu sir raḳ sipsip navij gedeneloḳ yök vu ham in bë ham gwekuung nabë sir alam nijvesa. Rëḳ mu ayoj peggo nipaya nebë anöö bemën sën vonġin dega ham. 
MAT.7.16	Ham nġo rëḳ jaḳ nij jaḳ hir huk sën degevonġ lo. In mehöti su nerur vud anon raḳ aggis niggin ti jes rë, gemehöti su nerur mori anon raḳ jajap rë gema. 
MAT.7.17	Ḳele nivesa pin yö nesis anon nivesa, geḳele nipaya yö nesis anon nipaya. 
MAT.7.18	Ḳele nivesa su yoh vu bë ngis anon nipaya rë, geḳele nipaya su yoh vu bë ngis anon nivesa rë. 
MAT.7.19	Ḳele pin sën su nesis anon nivesa rë lo, og denevuv medenetë raḳ ya nengwah. 
MAT.7.20	Om ham gwelë alam-ġaġek-kuungsën hir huk, beham jaḳ nij nabë saga.”
MAT.7.21	“Alam pin sën ayej neloḳ sa bë ‘Mehöböp! Mehöböp!’ lo, saga sir pin su rëḳ dedoḳ na Nyëġ-yaġek-yi medenatu Anutu-yi-alam rë, gaḳ yiḳ alam sën denesepa loḳ Amaġ yi ġaġek lo sën rëḳ dedoḳ na Nyëġ-yaġek-yi medenatu yi alam. 
MAT.7.22	Vu Buk-tamusën og alam nġahiseḳë rëḳ ayej doḳ sa nabë, ‘Mehöböp! Mehöböp! He nër ġaġek ranġah raḳ arëm, los hetii memö to deya in mehönon raḳ arëm, gehe hevonġ nġaa böp nġahiseḳë raḳ arëm!’ 
MAT.7.23	Rëḳ ma gesëḳ nanër vu sir nabë, ‘Sa su raḳ ham nimin rë. Ham alam nimin paya, ham jaḳ na nenga in sa!’”
MAT.7.24	“Alam sën degenġo sa ġaġek bedesepa doḳ lo, og sir nebë mehö los kwa sën lev yi begganġ raḳ nedo ġelönġ böp. 
MAT.7.25	Lob hob to raḳ mebël vaar böp gesanġ böp vë begganġ saga, rëḳ su kevoh ya rë, in begganġ saga yi mudeng luḳ ya ġelönġ meving ahon niwëëk. 
MAT.7.26	Gaḳ alam pin sën degenġo sa ġaġek pin rëḳ su desepa doḳ rë lo, og sir nebë mehö kwa masën, sën lev yi begganġ raḳ nedo raggër. 
MAT.7.27	Lob hob to raḳ, mebël vaar böp, gesanġ böp vë begganġ saga, lob kevoh pevis bekevoh ya veröḳ yi in raggër niyes.”
MAT.7.28	Yesu nër ġaġek sënë ggovek, lob alam yu böpata saga delëk bavij töḳ in yi ġaġek, 
MAT.7.29	in su nenër vu sir nebë alam-horek-yi lo rë. Gaḳ nenër nebë mehö los niwëëk ti.
MAT.8.1	Yesu vu ḳedu meluḳ meya, lob alam nġahiseḳë detamuin yi. 
MAT.8.2	Lob mehöti los nisevuuḳ yam dus vu yi bepetev meneggëp loḳ vaha genër bë, “Mehöböp! Nabë ahëm geving og ġeyoh vu bë gwevonġ mesa niġ veseek jaḳ!” 
MAT.8.3	Lom Yesu bë nema raḳ yi genër bë, “Sahëġ ving! Om nim veseek jaḳ!” Lob yiḳ sevuuḳ saga mehor ya pevis. 
MAT.8.4	Lob Yesu nër vu yi bë, “Gweġin honġ! Su ġena ġenanër nġaa sënë vu mehö la. Gaḳ mëm ġena ġetato honġ vu mehö-neḳo-seriveng gegwetunġ seriveng noh vu sën Moses nër wirek bë hil ġevonġ lo, in alam pin dejaḳ ni nabë nim veseek raḳ.”
MAT.8.5	Yesu loḳ ya Kapernaum, lob alam-beġö-yi vu Rom yu ti yoh vu mehödahis nemadvahi hir ggev nedo, lob ya vu yi meketaġ bë doḳ vu yi. 
MAT.8.6	Ketaġ bë, “Mehöböp! Sa hur niraḳ meneggëp begganġ ayo; seḳë selönġin benesanġ panġsën rot.” 
MAT.8.7	Lom Yesu nër bë, “Sëḳ nök ġevonġ benivesa jaḳ.” 
MAT.8.8	Rëḳ mehö neġin alam-beġö-yi nër yah bë, “Mehöböp, sa su mehö niġ vesa yoh vu bë ġedoḳ na sa begganġ rë. Om yiḳ ġenanër jaḳ avim mu gesa hur nivesa jaḳ. 
MAT.8.9	Gaḳ yiḳ sa mehö los niġ wëëk ti ving. Sa nahurek sa alaġ sën neġin sa menevo huk vu sa lo babu, log senġo salam-beġö-yi sën sa neheġin sir lo deneggurek sa babuġ ving nebë saga. Bë sa nanër vu sir ti nabë, ‘Ġena!’ og rëḳ na, gesa nanër vu ngwë nabë, ‘Ġenam!’ og rëḳ nam. Gesa nanër vu sa hur nabë, ‘Gwevonġ nġaa sënë!’ og rëḳ gevonġ. Om yiḳ ġenanër jaḳ avim mu og yiḳ yoh vu.”
MAT.8.10	Yesu nġo, lom ranġa nema genër vu alam sën denetamuin yi lo bë, “Sa nanër vu ham yönon nabë sa su töḳ vu Israel ti gayo neyam timu vu sa nebë sënë rë. 
MAT.8.11	Gesa nanër vu ham nabë alam nġahiseḳë vu nyëġ mala neverup los nemasuseḳ ya yö rëḳ dena bemedo dega nos doḳ Nyëġ-yaġek-yi geving Abraham lööho Isaak lu Yakop. 
MAT.8.12	Gaḳ alam Yuda og Anutu rëḳ getii vahi na nyëġ malaḳenu dobnë medengu medegeköö nyëj, gesu rëḳ dedoḳ na demedo Nyëġ-yaġek-yi rë. 
MAT.8.13	Lob Yesu nër vu mehö neġin alam-beġö-yi bë, “Ġenah meġena böm, gerëḳ anon jaḳ vu honġ noh vu honġ ġaġek sën ġevonġ ving agi.” Lob nahën nenër log mehö neġin alam-beġö-yi lo yi hur nivesa raḳ pevis.
MAT.8.14	Yesu raḳ ya Pita yi begganġ, lob lë Pita ggen avëh nivanë meneggëp begganġ ayo. 
MAT.8.15	Lom Yesu jom loḳ nema, lob nikul ya gekedi raḳ menevonġ nos vu Yesu.
MAT.8.16	Log sehuksën lom deḳo alam nġahiseḳë sën memö denegwanġ ya sir lo medeyam vu yi, lob tii memö raḳ avi mu meto deya, gevonġ balam hir niraḳsën aggagga pin nivesa raḳ. 
MAT.8.17	Vonġ nġaa sënë lob mehö-nenër-ġaġek-ranġahsën Yesaya yi ġaġek anon raḳ. Sën nër nebë:
MAT.8.17	“Yö ti vo hil niraḳsën vër,
MAT.8.17	geḳo hil nivanë aggagga raḳ yah yi.”
MAT.8.18	Yesu lë alam nġahiseḳë yam detetup yi, lob nër vu yi hur maluh bë dejaḳ yaġ medena nġaggee böp nenga vahi. 
MAT.8.19	Lob alam-horek-yi ti ya vu yi menër bë, “Tatovaha! Nyëġ pin sën ġena lo, og sëḳ sepa honġ bena geving.” 
MAT.8.20	Rëḳ Yesu nër yah vu bë, “Anöösik lej neggëp, gesoḳ newisej nedo, gaḳ Mehönon Nalu og ben sën gëp doḳ lo ma!” 
MAT.8.21	Log yi hur maluh lo ngwë nër bë, “Mehöböp! Amaġ nadiiḳ besedev rë, loḳ mëm senök tamuin honġ.” 
MAT.8.22	Loḳ Yesu nër yah vu bë, “Ġetamuin sa, galam-diiḳsën yö rëḳ dedev hir heljënġ.”
MAT.8.23	Yesu raḳ ya nedo yaġ geyi hur maluh deraḳ ya ving. 
MAT.8.24	Deraḳ meto deya nġaggee vuheng, lob pevis besanġ yam böp bevonġ nġaggee sis bevonġin dahun yaġ. Rëḳ Yesuḳ ggëp yiing. 
MAT.8.25	Loḳ yi hur maluh ya deggee vu yi gedenër bë, “Mehöböp! Ġedoḳ vu hil! Hil hevonġin nadiiḳ bemalad nama!” 
MAT.8.26	Loḳ nër yah vu sir bë, “Ham newamin neraḳ in-a? Ham su ayomin neyam timu vu sa yönon rë!” Nër bë saga log kedi petupek raḳ sanġ los nġaggee, lob ahë yes raḳ bededun ma geneggëp. 
MAT.8.27	Lom sir pin delëk mederanġa nemaj gedenër bë, “Mehö sënë nebë va? Om sën sanġ los nġaggee denġo aye-ë!”
MAT.8.28	Loḳ tum Yesu ya verup Gadara hir nyëġ vu nġaggee nenga vahi, lob töḳ raḳ mehö luu, geluho vu waaḳ sën denebë mehönon seḳëj loḳ lo avi medetöḳ to. Memö nedo loḳ luho beluho nij wëëk ata, lob alam deneggönengin luho gesu deneyoh aggata saga rë. 
MAT.8.29	Lob luho pevis bedenġeeḳ bë, “Anutu Nalu honġ! Bë gwevonġ va vu he? Buk yö nahën, log ġeyam sënë in bë ġebo vanë vu he namuġin-a?” 
MAT.8.30	Lob bööḳ yu ti vare deneruuk raḳ ḳedu sënë medenare ading teka. 
MAT.8.31	Lob memö deketaġ vu Yesu bë, “Nabë gwetii he na, og gwevonġ he na madoḳ na bööḳ yu ti sagu!”
MAT.8.32	Lob Yesu nër vu sir bë, “Ham na!” Nebë saga lob to deya meya deloḳ ya bööḳ, lob bööḳ pin saga deseröġ niwëëk beya depesönġ ya nyëġ vaha degwa ti, bedeluḳ ya nġaggee berehöö sir pin bemalaj maya veröḳ yi.
MAT.8.33	Log alam sën deneġin bööḳ lo deveya medeya nyëġ böp beya denër ġaġek pin ranġah vu hir alam, los memö yi ġaġek ving. 
MAT.8.34	Lom alam pin vu nyëġ saga deyah medeya denesero Yesu. Detöḳ vu yi lom deketaġ vu yi bë gevuu hir nyëġ gena.
MAT.9.1	Yesu raḳ yah yaġ beyah los nġaggee nenga vahi betöḳ ya yi nyëġ. 
MAT.9.2	Lob mehö la devaḳu mehöti seḳë selönġin raḳ reek medeya vu yi. Yesu lë bë ayoj neya timu vu yi, lom nër vu mehö seḳë selönġinsën bë, “Naluġ-e! Ayom sepëp jaḳ! In sa dahun honġ nġaa nipaya ya.”
MAT.9.3	Lob tum alam-horek-yi vahi denġo bekwaj nevo loḳ ayoj bë, “Mehö sënë ḳo yi raḳ besevöḳ Anutu!” 
MAT.9.4	Rëḳ Yesu raḳ nġaa sën kwaj nevo loḳ ayoj lo ni, lom nër vu sir bë, “Ham kwamin nevo ġaġek nipaya nebë sënë loḳ ham ayomin in va? 
MAT.9.5	Ham kwamin nevo ġaġek sën senër bë, ‘Sa dahun honġ nġaa nipaya ya’ agi lo bë anon ma? In re yoh vu bë gelë nabë dahun ya yönon-a? Rëḳ mu mëm nabë sa nanër vu yi nabë, ‘Kwedi jaḳ meġena’, og mëm ham rëḳ jaḳ ni nabë sa nanër ġaġek los anon. 
MAT.9.6	Om sa bë ham jaḳ ni nabë Mehönon Nalu niwëëk yoh vu bë dahun nġaa nipaya na vu dob—”; log peggirin menër vu mehö seḳë selönġinsën bë, “Kwedi gweḳo honġ reek jaḳ meġenah böm!” 
MAT.9.7	Lob mehö lo kedi raḳ meyah ben. 
MAT.9.8	Galam delë nġaa sënë lom deggöneng rot, gedeḳo Anutu arë raḳ in vonġ niwëëk nebë sënë vu mehönon in bë dedoḳ vu mehönon vahi.
MAT.9.9	Lob Yesu kedi raḳ vu saga meya, lom lë mehöti nedo raḳ begganġ-takës-yi, arë nebë Matai. Lom nër vu yi bë, “Ġenam ġetamuin sa!” Lob Matai kedi raḳ meya tamuin yi.
MAT.9.10	Loḳ tum Yesu medo negga nos loḳ Matai ben, lob alam-deneḳo-takës losho alam-nijpaya nġahiseḳë yam denedo medenegga nos ving losho yi hur maluh. 
MAT.9.11	Alam Parisai la delë nebë saga lom denër vu yi hur maluh bë, “Nebë va sën ham tatovaha negga nos ving alam-deneḳo-takës losho alam-nijpaya-ë?”
MAT.9.12	Rëḳ Yesu nġo hir ġaġek menër yah vu sir bë, “Alam nijvesa su deneya vu dokta rë, gaḳ alam nijraḳsën mu yö deneya vu. 
MAT.9.13	Om ham nah bekwamin bo ġaġek sën neggëp loḳ Anutu-yi-ḳapiya lo degwa rë. Sën nenër bë: ‘Sa su hevonġin bë ġaḳo seriveng sën ham nevesi vu sa lo rë.’ Gaḳ sahëġ ving bë ham kwamin paya in alam beham doḳ vu sir. In sa su yam in bë tahi alam yohvu rë, gaḳ seyam in bë tahi alam sën nġaa nipaya neggëp vu sir lo.”
MAT.9.14	Lob buk ngwë lom mehö-neripek-alam Jon yi hur maluh deya vu Yesu medeloḳ tepëḳ in yi bë, “He los alam Parisai ayemin neggërin nos buk nġahiseḳë gehe su naha rë, log honġ hur maluh og su denevonġ rë in va?”
MAT.9.15	Loḳ Yesu peggirin ġaġek raḳ mehö sën neḳo avëh lo benër yah bë, “Ham kwamin bo rë, nabë mehöti medo geving yi alam geluho avëh ti denajom nemaj. Bë nabë sënë og yi alam sënë su rëḳ ayoj maggin medengu rë. Rëḳ mëm buk sën debo mehö sën geḳo avëh lo vër, besu medo geving yi alam rë, og mëm yi alam rëḳ ayoj maggin gayej gërin nos doḳ buk saga.
MAT.9.16	Log mehöti su neḳo tob mewis sën su deneripek rë lo len ti meneduu tob muġeng sën nekweeḳ lo raḳ rë. Nabë gevonġ nabë saga, og rëḳ dejipek lob tob mewis sënë najul menom, getob muġeng sënë rëḳ nakweeḳ gökin belen böpata rot. 
MAT.9.17	Gemehöti su netöö wain mewis loḳ memëk-navi muġeng rë. Bë gevonġ nabë sënë og rëḳ wain ngol navi muġeng sën bebepul gekeseh geto mena meris, gememëk-navi nipaya jaḳ geving. Gaḳ mëm denatöö wain mewis doḳ na memëk-navi mewis, og mëm luho rëḳ demedo nivesa doḳ ti.”
MAT.9.18	Yesu nahën nenër ġaġek sënë vu sir, lob alam Yuda hir dub-supinsën-yi ala ti yam vu Yesu beyun lus vu yi log nër bë, “Sa naluġ avëh nahën nediiḳ gwëbengko, om ġenam gwebë nemam jaḳ yi in vesa doḳ nah.” 
MAT.9.19	Lob Yesu kedi tamuin yi beya, lob yi hur maluh kedi deya ving yi.
MAT.9.20	Log avëh ti niḳöḳ neyam ata yoh vu nġebek nemadluho-mevidek-luu, lob verup ggëp Yesu demi bebë nema raḳ Yesu yi tob nyë. 
MAT.9.21	In kwa nevo ggëp ayo nebë, “Bë sa ġebë nemaġ jaḳ yi tob mu, og sëḳ niġ vesa jaḳ.” 
MAT.9.22	Lom Yesu ggërin melë avëh lom nër vu yi bë, “Naluġ-e, kwam vesa! In ayom yam timu vu sa lob vonġ benimvesa raḳ.” Lob pevis bavëh nivesa raḳ.
MAT.9.23	Lob Yesu ya verup dub ala lo yi begganġ. Lom nġo alam denevë ġevëëġ apel heljënġ yi los denevonġ dedun böp, loḳ nër vu sir bë, 
MAT.9.24	“Ham jaḳ na! Avëh mahen su diiḳ rë, gaḳ mu neggëp yiing!” Rëḳ denöp raḳ yi. 
MAT.9.25	Lob Yesu tii sir beto deyah dobnë, geloḳ ya bejom loḳ avëh mahen nema bekedi raḳ. 
MAT.9.26	Lob ġaġek lo bengö ya meyoh vu nyëġ saga pin meya.
MAT.9.27	Log Yesu kedi vu nyëġ saga meya, lom mehö luu malaj ḳenod detamuin yi, bedetahi bë, “Davit yi Mewis-e! Kwam gevonġin aluu!” 
MAT.9.28	Yesu ya verup loḳ ya begganġ ayo, loḳ luho deyam vu yi, lob loḳ tepëḳ in luho bë, “Melu vonġ ving bë seyoh vu bë ġevonġ melu malamin nivesa jaḳ, ma ma?” Loḳ luho deyoġek bë, “Ëë-ë, Mehöböp. Ġeyoh vu.” 
MAT.9.29	Lob Yesu bë nema raḳ luho malaj genër bë, “Om anon jaḳ noh vu sën melu ayomin nam vu sa agi!” 
MAT.9.30	Lob luho malaj tum yah, log Yesu vo ḳooin luho bë, “Melu su na nanër nġaa sënë vu mehö la.” 
