MAT.1.1	Ya ra taa yang listaan yang mga kinaampu ni Jesu-Cristo. Tanya sasang kanubli ni Adi David
MAT.5.10	Teed mi tia agkatinlu yang nag̱abtangan yang mga taung kumpurming nag̱apasaran ta padeeg-deeg natetenged tung pagburuaten nira yang magkatama! Ay kipurki yang nag̱ikatinlu na asan, laket da tanira tung mga taung pamagpagaem dang bug̱us tung Dios.
MAT.5.11	Pati yamu, teed mi tia agkatinlu yang nag̱abtangan mi kung insultuenamu ra nganing ta duma natetenged tung pagtaralig̱en mi tung yeen ubin kung ya ra ka nganing ay ipandeeg-deeg nira tung numyu ubin kung ya ra ka nganing ay ipagpetel nira tung numyu ta sari-saring malalain ang pulus bukli.
MAT.5.12	Purisu ya ray pagkalipayan mi enged ta mupia ay natetenged asan da nga pruibaay ang may ibles ka man yang Dios tung numyung durung pisan agkadakul yang kantidad na ang ya ra kay nag̱ibaratu na tung numyu duun tung langit. Kipurki pati nganing yang mga manigpalatay yang bitala nang tukaw, pinamuatan ka ta magkapariu ka tung buw̱uaten nirang atia tung numyu.
MAT.5.13	“Yang kaalimbawaan mi yamu maning pa tung kasin ang yay kaministiran ta tanan ang mga tau taa tung kaliw̱utan ang naa
MAT.5.14	“Yang sam bilug pang kaalimbawaan mi, yamu maning pa tung sasang kaas ang pagpakdul ta masadlaw tung mga tau taa tung kaliw̱utan. Ay kung paniiranamu ta mga masigkatau mi, puidi ra kang mangatultul tung Dios ekel tung numyu. Katulad tung sasang lansangan ang napabukatud ang inding pisan mataluk yang sadlaw na, yang gustuu ang ya ra kay kaalimbawaan yang mga pagburuaten ming matitinlu. 
MAT.5.15	Ayw̱a, tinu pay nag̱aintindian ming tau ang magsindi ta kaas ang pagkatapus ya rag sukluw̱ay na ta baay? Simpri asan ipabtangay na tung tapi-tapi ug̱ud masadlawan da yang tanan ang mga tau tung balay. 
MAT.5.16	Purisu ta yamu, maning pa tung pasig̱aaken mi ra ta mupia yang mga kaas mi ug̱ud kung maita ra nganing yang mga masigkatau mi yang pagburuaten ming matitinlu, ya ray dayawen nira tung Ama mi duun tung langit.
MAT.5.17	“Indiamu maglaum ang yuu may intinsiunung mag̱imbalidu tung mga katuw̱ulan ang atiing ibinutwan ni Moises ubin tung ipinagpadapat yang pinanuw̱ul yang Dios ang tukaw ang magpalatay yang bitala na. Kung indi, yang pag̱asikaru ang ya ray badbaranu ta maayen ug̱ud asan da nga pakdulayu ta kantidad nirang magkatunung pisan tung pag̱irintindien yang Dios mismu ang yay nagpakdul
MAT.5.18	Kipurki iugtulu tung numyu yang kamatuuran, ang asta mapareng da ilem yang kalangitan may yang katanekan, kumpurming unu pay nasambit tung mga katuw̱ulan ang atia, maskin sam parti ilem ang gesye, indi ra ka enged magpurawas ang asta kaw̱utun da ka enged yang katuyuan na. 
MAT.5.19	Purisu kung tinu pay magbaliwala tung mga katuw̱ulan ang naang ipagngelu tung numyu
MAT.5.20	Ag̱aningenamu ra yeen ta maning tia, ay kung yang pag̱urusuyun mi tung magkatama anday nag̱alandawan na tung pag̱urusuyun yang mga sag̱ad may yang mga Pariseo
MAT.5.21	“Ipinagngel da tung numyu yang sasang katuw̱ulan ang ipinagpadapat ni Moises tung mga kinaampu tang tukaw ang dapat unu indi ra tanira mangimatay ta masigkatau nira
MAT.5.22	Piru ya ra taa yang yeen ang pagbaradbaren tung katuw̱ulan ang atia. Kung tinu pay masilag
MAT.5.23+MAT.5.24	Purisu kung alimbawa magpadasag̱amu ta sasang ayep duun tung midyu lamisaan ang atiang darasag̱an, ang pagkatapus mademdeman mi ra ang may sasang putul ming may nag̱asilag̱an na tung numyu natetenged tung sasang binuatan ming malain tung anya, yang buaten mi ya taa. Butwanan mi ra ilem yang ayep asan tung katalungaan yang darasag̱an ang pagkatapus antimanung sagyapen mi ra yang putul ming atia ang para mag̱inintindiayamu rang mag̱inulikay. Ya ra kanay tukawen mi, bakluamu ra magbalik ang magpadayun yang pagpadasag mi.
MAT.5.25	“Kung alimbawa nag̱aguyuranamu ra yang sasang taung para idangepamu ra anya tung ustisia natetenged tung utang ming indi mi pa nag̱abayaran, mas maayen pang magpakigkesenamu ra ta makali tung anya ang para magsunduanamu rang lag̱i mintras asanamu pa pagpanaw tung dalan. Ay kung indi mi buaten tia, muya papirdienamu ra ilem yang wis ang pagkatapus dayunamu rang anyang iintriga tung pulis ang para ipakalabusamu ra. 
MAT.5.26	Iugtulu tung numyu, indiamu ra ka enged malua ang asta mabayaran mi ra yang tanan ang nag̱ipabayad yang wis tung numyu, maskin may nag̱aeped pang san sintabus da ilem
MAT.5.27	“Ipinagngel da ka tung numyu ang may sasa kang katuw̱ulan yang Dios ang ipinagpadapat ni Moises tung mga kinaampu tang tukaw ang dapat unu indi ra maglimbung tung mga kasawa nira
MAT.5.28	Piru ya ra taa yang yeen ang pag̱irintindien tung katuw̱ulan ang atia. Kumpurming tinu pay magteleng pa ilem tung dumang baw̱ay ang may gustu nang pakinaw̱angan, katimbang nang linimbungan na ra ti kasawa na maskin tung pupusukun na pa ilem. 
MAT.5.29	Purisu kung midyu yang pagteleng mi ya ray makanayan ta ipagpakasalak mi, sibaya maluat da asan yang mata mi tung panguntiel mi tung tuksung atia, tung magpanunut, indiamu ra enged. Kipurki maayen pang maplekanamu ra ta sam parti ilem tung tinanguni mi kay tung anda pay buin yang tinanguni mi ang duunamu ra iplekay tung impirnu. 
MAT.5.30	Kung midyu may sasang buaten mi ang yang kalima ming tuu ya ray gamiten mi ang pagkatapus ya ray makanayan ta ipagpakasalak mi, sibaya mapungkulanamu ra asan ta panguntiel mi tung tuksu, tung magpanunut, indiamu ra enged. Kipurki maayen pang maplekanamu ra ta sam parti ilem tung tinanguni mi kay tung anda pay buin ang duunamu ra manampet tung impirnu.
MAT.5.31	“Ipinagngel da ka tung numyu yang sasa si kang katuw̱ulan yang Dios ang ipinagpadapat ni Moises tung mga kinaampu tang tukaw ang yang sasa unung lalii, kung magpakiblag da tung kasawa na, baklu paliiten na, dapat unung pakdulan na ta kabakeran nang pagpailala ang nagbelag da tanirang magkasawa ig liw̱ianu ra yang baw̱ay ang magpakasawa si tung duma
MAT.5.32	Piru ya ra taa yang yeen ang pag̱irintindien tung bag̱ay ang atia. Yang sasang lalii may rasun na ilem ang magpakiblag tung kasawa na kung talagang naglimbung dang matuud tung anya. Piru kung anda, ang pagkatapus belag̱an na ka enged ang asta pangasawaen si ta dumang lalii, katimbang nang asan da nga regsanay na yang kasawa nang maglimbung tung anya. Pati yang lalii kang sam bilug ang mangasawa tung baw̱ay ang atiang binlag̱an da yang dating kasawa na, katimbang na kang asan da ka nga sirungay na yang dating may kasawa
MAT.5.33	“Utru si, ipinagngel da ka tung numyu yang sasang katuw̱ulan yang Dios ang ipinagpadapat tung mga kinaampu tang tukaw ang kung may pinangakuan nira tung sasang tau ang pagkatapus sinumpaan nira tung aran yang Dios, dapat ang indi nira talyuran, kung indi, ubligaren da ka enged nira yang pinangakuan nira
MAT.5.34+MAT.5.35	Piru ya ra taa yang yeen ang pag̱irintindien tung pagsurumpaen ang maning tia. Kung yamu magpangaku tung aruman ming tau, indi mi ra ilem paugtunan ta maskin unu pang panumpaay. Indiamu ra manumpa tung tanek may langit ay kipurki yang tanek may kalalabten ka yang Dios. Kipurki yay maning pa tung parabdungan yang kakay na. Maskin yang langit ya ka ay kipurki yay maning pa tung pagkarungan na. Indiamu ra ka manumpa ang yang siudad ang Jerusalem yay magew̱a kung indi mi matuurun yang nabitalaan mi. Ay kipurki yang siudad ang atia, ya enged ay siudad ang pagtuuan yang mga tau tung Dios ang yay Ading makagag̱aem. 
MAT.5.36	Indiamu ra ka manumpang ang kuw̱anen pang lag̱i yang bua mi kung indi mi kegngan yang pinangakuan mi ay kipurki maskin pang mga bua mi ilem, may kalalabten pa ka enged yang Dios. Maskin sa nga buaan mi ilem nganing, indi mi masarangan ang mapakuw̱anan ubin mapalag̱em. 
MAT.5.37	Indiamung pisan manumpa, kung indi, kung magpaeeamu tung aruman mi ay ee ra ilem ang pagkatapus buaten mi ra ilem. Ubin kung mangindiamu tung anya, ay indi ra ilem. Ay kung paugtunan mi pa ta mga maning tiang mga panumpa, anday dumang pagpaisip tung numyu ang yay matinlung buaten mi, ya ra ti Satanas mismu ang yay pinangapunglan ta tanan ang kabuklian
MAT.5.38	“Ipinagngel da ka tung numyu yang sasang katuw̱ulan yang Dios ang ipinagpadapat ni Moises tung mga kinaampu ta ang kung tinu pa unu ay manluat yang mata yang aruman na, yang sintinsiang ipakdul tung anya, luatan ka unu ta mata na. Dispuis kung tinu pa unu ay mamingaw yang isi yang aruman na, ya si ka unu ay bingawan
MAT.5.39	Piru ya ra taa yang yeen ang pag̱irintindien natetenged tung bag̱ay ang atia. Indiamu enged ang pisan mangimalesan tung taung nagbuat ta malain tung numyu
MAT.5.40	Kung alimbawa may pinangutangan mi ta kuarta ang yang gustu na idangepamu ra anya tung usgadu ang para yang lambung mu ya ray mataren na bilang pirinda tung nautangan mi, pati yang panlamig mi ipatug̱ay mi ra ka tung anya kung ingalukun na pa
MAT.5.41	Kung alimbawa may sundalung tag̱a Roma ang magreg̱es tung numyung magsakan yang mga kargamintu na ta distansia ta sang kilometro, saknen mi tung maayen ang kinaisipan maskin duruang kilometro pa yang pategkaan mi
MAT.5.42	Kung alimbawa may mandawat tung numyu, pakdulan mi. Kung may taung mamles tung numyu ta unu pay gustu nang belsan, indi mi ka pangindian, kung indi, pablesen mi ka.
MAT.5.43	“Ipinagngel da ka tung numyu yang sasang katuw̱ulan yang Dios ang ipinagpadapat ni Moises tung mga kinaampu ta atiing tukaw ang dapat unung gegmaan nira ta mupia yang mga aruman nira
MAT.5.44	Piru ya ra taa yang yeen ang pag̱irintindien tung bag̱ay ang atia. Yang dapat ang gegmaan mi pati yang mga taung pagpakigsuay tung numyu. Kung may asan ang pagpandeeg-deeg tung numyu, ya ipag̱ampuay mi tung Dios ang pakaayenen na. 
MAT.5.45	Kung maning tia yay buaten mi, asan da nga pruibaay ang pariuamu ra ta ug̱ali yang Ama mi duun tung langit. Kipurki yang ug̱ali na, maskin yang mga malalain ang mga tau, maskin yang mga maraayen man, parariu ka ilem nag̱apatingkalan na ta sadlaw yang kaldaw ang inimu na. Maskin yang mga taung pamag̱usuy tung kalelyag̱an na, maskin yang pamagpasuag man, parariu ka ilem ang nag̱apakdulan na ta kuran. 
MAT.5.46	Ay kung yang gegmaan mi ya ra ka ilem yang paggegma tung numyu, unu pa pay dayawen yang Dios tung numyu asan? Belag bang maning ka tia yang nag̱abuat yang mga manigpanukut ta mga balayaran tung gubirnu ang yay nag̱alamku ming teleb ta kasalanan? 
MAT.5.47	Kung yang sapten mi ta matinlu ya ka ilem yang mga ungkuy mi, ay pa pay kalandawan na tia? Belag bang maning ka tia yang nag̱abuat yang mga taung indi nganing pamag̱intindi tung Dios? 
MAT.5.48	Purisu ta yamung mga nag̱apangugyatanu, kumus yang Ama mi duun tung langit timlat yang ug̱ali nang nag̱ipaita na tung tanan ang mga tau ang anday pinilikan, ya ra kay paatuan ming mga ana na.
MAT.6.1	“Amlig̱an mi ang yang pagburuaten mi yang matinlu ang tung paita-ita ilem tung mga tau. Kipurki kung maning tia ay buaten mi, anda ra ka ilem ay elatan ming ibles yang Ama mi duun tung langit.
MAT.6.2	“Pariu ra asan tung paglilimusun mi, kung maglimusamu ra nganing, indi mi ra ilem ipasapet tung duma ang katulad ka tung nag̱abuat yang duma ang pamagpakaayen-ayen ilem, ang baklu maglimus kung duun da tung mga pagsaragpunan nira ubin duun tung mga karsada ang para maita ta durung tau. Ay yang pag̱asikad nira asan ang para dayawen ilem tanira ta mga tau. Manangeramu tung yeen, yang mga taung mga maning tia, anda ray dumang elatan nirang ibles pa yang Dios tung nira, kung indi, asan da ka ilem negka tung pagdarayawen yang mga taung atia tung nira. 
MAT.6.3+MAT.6.4	Piru ta yamu, kung maglimusamu ra nganing, buaten mi ang anda ray masiman tung pag̱abuat mi, maskin pa yang sasang ungkuy ming sebek tung numyu
MAT.6.5	“Dispuis kung mag̱ampuamu ra nganing, indiamu ra mag̱usuy tung mga taung atiang pamagpakaayen-ayen ilem. Kipurki tanira kung mag̱ampu ra nganing, durung kalelyag nirang duun da magkereng tung parada tung pagsaragpunan ubin duun tung mga kantung palanawan ta durung tau ang para maita ilem tanira ta kadaklan ang pag̱ampu. Manangeramu tung yeen, anda ray dumang elatan nirang ibles pa yang Dios tung nira, kung indi, asan da ka ilem negka tung pagterelengen yang mga taung atia tung nira. 
MAT.6.6	Maayen pa ta yamu, kung mag̱ampuamu ra nganing, magpalingew̱amu ra kanay ang mag̱ampu tung ama mi ang indi mi nag̱aita. Ang pagkatapus yang Ama ming atiang nag̱aita yang kumpurming unu pay nag̱abuat mi tung taluk, ya ra kay magbales tung numyu.
MAT.6.7	“Dispuis, kung mag̱ampuamu ra nganing, indiamu ra ilem magbew̱engat agbew̱engat ta mga bitalang sari-sari ra ilem ang indi ka ilem naluak tung mga pupusukun mi ang katulad ka tung duma ang indi pag̱intindi tung matuud ang Dios. Ay kalaum nira asan da tanira nga sapetay yang mga ginuu-ginuu nira tung pag̱arampuen nirang mag̱umpuk da ilem yang mga bitala nira. 
MAT.6.8	Indiamu ra mag̱usuy tung nira. Tutal nag̱akdekan dang lag̱i yang Ama mi kung unu pay mga kaministiran mi baklu mi ingalukay tung anya. 
MAT.6.9	Purisu mas matinlu maning taa yang pag̱arampuen mi tung Dios:
MAT.6.9	‘Ama yamen asan tung langit, taw̱angayami ka ang para yang panggalang yamen tung nuyu mag̱atu tung pagkadios mung durung pisan agkasagradu.
MAT.6.10	Gustu yamen ang tung makali ipabistu mu ra enged ang pisan yang paggaraemen mu tung tanan.
MAT.6.10	Taw̱angayami kang magtuman yang mga kalelyag̱an mu tani tung kaliw̱utan ang nani ang katulad ka tung pagturumanen yang mga angil mu asan tung langit.
MAT.6.11	Pakdulayami ka yang pamangan ang kaministiran yamen numaan ang kaldaw.
MAT.6.12	Dispuis Ama, patawarayami ka tung mga kasalanan ang nagkarabuat yamen tung nuyu ang katulad ka tung yamen ang nagpatawarami ra ka tung mga kaarumanan yamen ang nagbuat ta kasalanan tung yamen.
MAT.6.13	Ig indiami ka ilug̱ut mu tung mga maliliwag ang sukda ang muya indi masarangan yamen, kung indi, ipalibriayami kang pirmi tung taktika ni Satanas ang yay pinangapunglan ta tanan ang malalain ang pag̱urubraen
MAT.6.13	Tung maning tiang palaksu ipausuyay mi yang pag̱arampuen mi tung Dios.
MAT.6.14	“Talagang impurtanti tiang pagparatawaren mi tung mga aruman mi ay kipurki kung patawaren mi tung mga kasalanan ang binuat nira tung numyu, atia patawarenamu ra ka yang Ama mi duun tung langit. 
MAT.6.15	Piru kung indiamu magpatawad tung mga aruman mi, tay indiamu ka mapatawad yang Ama mi duun tung langit tung mga pagburuaten ming malalain tung pagterelengen na.
MAT.6.16	“Kidispuis pa, tung uras ang ipamlek mi tung pagparanganen mi ang para bilug yang mga isip mi tung pag̱irintindien mi tung Dios, indiamu ra mag̱usuy tung ug̱ali yang mga taung atiang pamagpakaayen-ayen ilem. Kipurki yang mga ityura nira ya ray papungawen nirang nunut da ka ta leg̱ed ta kaw̱u ug̱ud makali rang masapet ta mga tau ang tanira pamlek da tung pagparanganen nira. Manangeramu tung yeen, anda ray dumang elatan nirang ibles pa yang Dios tung nira, kung indi, asan da ilem negka tung pagsarapeten yang mga taung atia tung nira. 
MAT.6.17+MAT.6.18	Maayen pa ta yamu, kung mamlekamu ra nganing tung pagparanganen mi, damusan mi yang mga ityura mi ig salyangen mi ka yang mga bua mi ug̱ud indi masiman ta mga tau ang yamu pamlek da tung pagparanganen mi, kung indi, yang sulaminting maske tia ultimu ilem yang Ama ming indi mi nag̱aita. Ang pagkatapus yang Ama ming atiang nag̱aita yang kumpurming unu pay nag̱abuat mi tung taluk, ya ra kay magbales tung numyu.”
MAT.6.19	Mag̱aning ti Jesus ang nagpadayun yang pagwaraswasen na, “Indiamu ra magtaluk ta manggad taa tung katanekan. Kipurki kung taa yang manggad mi, puiding tekteken ubin baktaen ta andap ubin takawen ta mga taung ansianung magpamangbang tung mga balay. 
MAT.6.20	Maayen pa ang yang paderepan mi ang yamu mag̱usuy tung nag̱auyunan yang Dios ang yang kaalimbawaan na maning pa tung ya ray manggad ang nag̱italuk mi duun tung langit. Ay kung duun italukay mi, indi ra tekteken, indi ra ka panganen ta andap, indi ra ka takawen. 
MAT.6.21	Duunamu magtaluk ta manggad mi ay kipurki kung ariamu pa magmanggad, ay duun da ka nga gamen yang mga isip mi.
MAT.6.22	“Kung ya ipananglitayu yang nag̱aaningung atia, ay maning taa. Yang maning pa tung kaas ang pagpakdul ta masadlaw tung tinanguni mi ya ra yang mga mata mi. Kung masadlaw, pati intirung tinanguni mi damay ra ka tung masadlaw. 
MAT.6.23	Piru kung makiklep, tay pati intirung tinanguni mi umid da ka tung makiklep. Ig disir pati yang isip ming yay maning pa ka tung kaas tung mga sadili mi, maskin kalaum ming bilug tung kalelyag̱an yang Dios, piru kung tung pagkamatuud pagtenakan da, teed mi tiag kakiklep yang nag̱abtangan mi!
MAT.6.24	“Nani pa yang sam bilug ang pananglit. Yang sasang tau indi enged maimung magbilug yang isip na kung duruay pangag̱alenan na. Ay kung durua, anday dumang mainabu, yang sam bilug ya ray maalen nang panirbian ta ustu, piru yang sam bilug, ya ray silag̱an nang duminaren. Purisu asan da ngaintindiay mi ang kung manggad yang nag̱apagamenan mi, indi enged maimu ang yang Dios ya pay mapanirbian mi.
MAT.6.25	“Purisu ya ra ka man taang nag̱ipag̱aningu tung numyu. Indiamu ra magpakabegbeg ta mga kulu mi natetenged tung pagpangabui mi kung ariamu pa mangkel ta mapangan mi u kung ariamu pa mangkel ta aw̱el ang masuut mi tung mga tinanguni mi. Pinakdulanamu ra nganing yang Dios yang mga linawa mi. Ya pang pamangan mi ilem, indiamu ka sarangan nang pakdulan? Pati mga tinanguni mi, pinakdulanamu ra ka nganing anya. Ya pang aw̱el mi ilem, indiamu ka sarangan nang pakdulan? 
MAT.6.26	Telengan mi ra ilem yang mga lamlam ang pamaglayug-layug tung pamilat-pilatan. Tanira indi pamagtugda, indi ka pamangayeg, indi ka pamagpatakwal yang mga paray nira tung tambuw̱u nira, piru ag̱asikasuen ka yang Ama mi duun tung langit. Pagkatapus yamung mas maal tung anya kay tung nira, indiamu ka w̱asu asikasuen na? 
MAT.6.27	Abir, tinu pa w̱asu asan tung numyu ay sarang ang mapagpalagway tung kabui na
MAT.6.28	“Dispuis ayw̱a nag̱apabegbeg̱an mi ta mga kulu mi yang mga aw̱el ang kaministiran mi? Telengan mi ra ilem yang mga talay ang atia tung paliw̱ut ta. Indi ka tanira pamagpakabedlay ang pamagpangabui, indi ka pamagbuat ta mga aw̱el nira tung tiral. 
MAT.6.29	Piru iugtulu tung numyu, maskin nganing ti Adi Solomon ang bantug ang pinakamanggaranen atiing tukaw pa, piru yang katitinlu yang mga bisti na indi pa ka enged temepeng tung katitinlu yang mga talay ang atia. 
MAT.6.30	Dispuis kung yang ilamunun ka ilem nganing ya pay nag̱apasadyaan yang Dios ta mga talay ang mga maning tiag katitinlu, ang simanyan ya pag dawalay ta, ang pagkatapus andamal ilem, palalaw̱an da ilem ta apuy, ya pa w̱asu yamu, indiamu pa kayanan nang paiwan-iwanan ang pakdulan ta aw̱el? Kung isip-isipenu, midyu tung maluw̱ay pa ka enged yang pagtaralig̱en mi tung anya. 
MAT.6.31	Purisu indiamu ra magpakaliw̱eg ta mga kulu mi kung ariamu pa w̱asu mangkel ta mapangan mi u kung ariamu pa w̱asu maita ta matinlung mainem mi u kung ariamu pa w̱asu mangkel ta ablen mi. 
MAT.6.32	Ay muya ya ray mausuy mi yang ug̱ali yang mga taung indi pa ag̱aeyangan ta ipagtalig nirang ustu tung Dios ang kaldaw-kaldaw alus pa ilem ya ra ilem yang mga maning tia ay nag̱apabilug̱an ta mga isip nira. Yang indi mi ipagpakaliw̱eg ta mga kulu mi asan, ay yang Ama mi duun tung langit, ya kang lag̱i ay nag̱aske ang yay kaministiran mi yang tanan ang atia. 
MAT.6.33	Kung indi, yang ipalusu ming sikaren, ang yamu pirming magparanek ang magpagaem tung Dios ang yang magkatama tung pagterelengen na, ya ray ipalandaw ming tumanen. Atia kung yay sikaren mi, tay puis tanya ray balang mag̱arasikasuen tung tanan ang mga kaministiran mi ang ya ra rin ay nag̱aliw̱eg̱an ta mga kulu mi
MAT.6.34	Purisu indi mi ra enged pabegbeg̱an ta mga kulu mi kung unu pang mga kaliwag̱anay ang mapasaran mi andamal. Ay bala ra tung ni Andamal ang magpakabegbeg ay natetenged yang Dios tanya, simpan dang lag̱ing magpakdul. Tutal bastanti ra yang mga kaliwag̱an ang magsasampet tung numyung kaldaw-kaldaw. Ministir pang dulangan mi pa ta indi pa nag̱ainabu?”
MAT.7.1	Taa numanyan nagpadayun ti Jesus yang pagturuldukun na tung nira ang mag̱aning, “Indiamu ra enged magtag̱am ta sintinsia tung mga aruman mi ug̱ud indiamu ra ka sintinsiaan yang Dios. 
MAT.7.2	Kipurki kung ya pa ag̱ari yang pagsirintinsiaen mi tung mga aruman mi, ya ra kay usuyun yang Dios ang magsintinsia tung numyu. Kung unu pay pitik ang gamiten ming magsintinsia tung nira, ya si kay gamiten nang magsintinsia tung numyu. 
MAT.7.3	Ta yamung naanad dang magtag̱am ta sintinsia tung duma, ayw̱a kaya ang yang maning pa tung sasang letek ka ilem tung mata yang putul mi, atii pala yay nag̱apadekdekan mi ang pagkatapus atia ngani tung mata mi may mag̱abatang ang yag keketeg ang indi mi pala nag̱adipara? 
