GEN.1.1	Nang 
GEN.11.3	At nagsangusapang, Halikayo! tayo'y gumawa ng mga laryo, at ating lutuing mabuti. At inari nilang bato ang laryo 
GEN.11.4	At nagsipagsabi, Halikayo! Magtayo tayo ng isang bayan natin at ng isang moog, 
GEN.11.6	At sinabi ng Panginoon, Narito, sila'y iisang bayan at silang lahat ay may isang wika; at ito ang kanilang pinasimulang gawin: at, ngayon nga'y walang makasasawata sa anomang kanilang balaking gawin.
GEN.11.7	Halikayo! tayo'y 
GEN.11.9	Kaya ang pangalang itinawag ay Babel; sapagka't doon ginulo ng Panginoon ang wika ng buong lupa: at mula roon ay pinanabog sila ng Panginoon sa ibabaw ng buong lupa.
GEN.11.11	At nabuhay si Sem, pagkatapos na maipanganak si Arphaxad, ng limang daang taon, at nagkaanak ng mga lalake at mga babae.
GEN.11.12	At nabuhay si Arphaxad, ng tatlong pu't limang taon, at naging anak si Sala.
GEN.11.13	At nabuhay si Arphaxad pagkatapos na maipanganak si Sala, ng apat na raan at tatlong taon, at nagkaanak ng mga lalake at mga babae.
GEN.11.14	At nabuhay si Sala ng tatlong pung taon, at naging anak si Heber:
GEN.11.15	At nabuhay si Sala pagkatapos na maipanganak si Heber, ng apat na raan at tatlong taon, at nagkaanak ng mga lalake at mga babae.
GEN.11.17	At nabuhay si Heber pagkatapos na maipanganak si Peleg, ng apat na raan at tatlong pung taon, at nagkaanak ng mga lalake at mga babae.
GEN.11.18	At nabuhay si Peleg ng tatlong pung taon, at naging anak si Reu:
GEN.11.19	At nabuhay si Peleg pagkatapos na maipanganak si Reu, ng dalawang daan at siyam na taon; at nagkaanak ng mga lalake at mga babae.
GEN.11.20	At nabuhay si Reu ng tatlong pu't dalawang taon, at naging anak si Serug:
GEN.11.21	At nabuhay si Reu pagkatapos na maipanganak si Serug, ng dalawang daan at pitong taon, at nagkaanak ng mga lalake at mga babae.
GEN.11.22	At nabuhay si Serug ng tatlong pung taon, at naging anak si Nachor:
GEN.11.23	At nabuhay si Serug pagkatapos maipanganak si Nachor, ng dalawang daang taon, at nagkaanak ng mga lalake at mga babae.
GEN.11.24	At nabuhay si Nachor ng dalawang pu't siyam na taon, at naging anak si Thare:
GEN.11.25	At nabuhay si Nachor pagkatapos na maipanganak si Thare, ng isang daan at labing siyam na taon, at nagkaanak ng mga lalake at mga babae.
GEN.11.26	At nabuhay si Thare ng pitong pung taon, 
GEN.11.27	Ito nga ang mga lahi ni Thare. Naging anak ni Thare si Abram, si Nachor, at si Haran; at naging anak ni Haran si Lot.
GEN.11.28	At namatay si Haran bago 
GEN.11.29	At nagsipagasawa si Abram at si Nachor: ang pangalan ng asawa ni Abram ay 
GEN.11.31	At ipinagsama ni Thare si 
GEN.11.32	At ang mga naging araw ni Thare ay dalawang daan at limang taon: at namatay si Thare sa Haran.
GEN.12.1	Sinabi nga ng 
GEN.12.4	Kaya't yumaon si Abram, ayon sa sinalita sa kaniya ng Panginoon; at si Lot ay sumama sa kaniya: at si Abram ay may pitong pu't limang taon, nang umalis sa Haran.
GEN.12.5	Isinama ni Abram si Sarai na kaniyang asawa, at si Lot na anak ng kaniyang kapatid, at ang lahat ng pagaaring kanilang natipon 
GEN.12.7	At napakita ang Panginoon kay Abram, at nagsabi, 
GEN.12.8	At mula roon ay lumipat siya sa bundok na nasa silanganan ng Bethel, at doon niya itinayo ang kaniyang tolda, na nasa kalunuran ang Bethel, at nasa silanganan ang Hai: 
GEN.12.9	At si Abram ay naglakbay na nagtuloy sa dakong Timugan.
GEN.12.11	At nangyari, nang siya'y malapit nang papasok sa Egipto, ay sinabi niya kay Sarai na kaniyang asawa, Narito, ngayon, talastas kong ikaw ay magandang babae sa tingin:
GEN.12.12	At mangyayari na pag makikita ka ng mga Egipcio, ay kanilang sasabihin, Ito'y kaniyang asawa; 
GEN.12.13	Isinasamo ko sa iyo, na sabihin mong ikaw ay aking kapatid, upang ako'y mapabuti dahil sa iyo, at upang ang kaluluwa ko'y mabuhay dahil sa iyo.
GEN.12.14	At nangyari, nang pumasok si Abram sa Egipto, nakita ng mga Egipcio, na ang babae ay napakaganda.
GEN.12.15	At nakita siya ng mga prinsipe ni Faraon, at kanilang pinuri siya kay Faraon: at dinala ang babae sa bahay ni Faraon.
GEN.12.16	At pinagpakitaan nito ng magandang loob si Abram dahil sa kaniya: at nagkaroon si Abram ng mga tupa, at ng mga baka, at ng mga asno, at ng mga aliping lalake at mga alilang babae, at ng mga asna, at ng mga kamelyo,
GEN.12.18	At tinawag ni Faraon si Abram, at sinabi, Ano itong ginawa mo sa akin? Bakit hindi mo ipinahayag sa akin na siya'y iyong asawa?
GEN.12.19	Bakit sinabi mong siya'y aking kapatid? na ano pa't siya'y aking kinuha upang maging asawa: ngayon nga'y nariyan ang iyong asawa; siya'y kunin mo at yumaon ka.
GEN.12.20	At nagbilin si Faraon sa mga tao tungkol sa kaniya: at siya'y kanilang inihatid sa daan, at ang kaniyang asawa, at ang lahat ng kaniyang pagaari.
GEN.13.1	At umahon sa Timugan si Abram mula sa Egipto, siya at ang kaniyang asawa, at ang lahat ng kaniyang tinatangkilik, at si Lot na kaniyang kasama.
GEN.13.2	At si Abram ay totoong mayaman sa hayop, sa pilak, at sa ginto.
GEN.13.3	At nagpatuloy si Abram ng kaniyang paglalakbay mula sa Timugan hanggang sa Bethel, hanggang sa dakong kinaroroonan noong una ng kaniyang tolda sa pagitan ng Bethel at ng Hai;
GEN.13.5	At si Lot man na kinasama ni Abram ay may tupahan at bakahan, at mga tolda.
GEN.13.6	At sila'y hindi makayanan 
GEN.13.8	At sinabi ni Abram kay Lot, Ipinamamanhik ko sa iyong 
GEN.13.10	At itiningin ni Lot ang kaniyang mga mata, at natanaw niya ang buong 
GEN.13.11	Kaya't pinili ni Lot sa kaniya ang buong kapatagan ng Jordan; at si Lot ay naglakbay sa silanganan: at sila'y kapuwa naghiwalay.
GEN.13.12	Tumahan si Abram sa lupain ng Canaan; at si Lot ay tumahan sa mga bayan ng kapatagan, at inilipat ang kaniyang tolda hanggang sa Sodoma.
GEN.13.14	At sinabi ng Panginoon kay Abram, pagkatapos na makahiwalay si Lot sa kaniya, Itingin mo ngayon ang iyong mga mata, at tumanaw ka mula sa dakong iyong kinalalagyan, sa dakong hilagaan, at sa dakong timugan, at sa dakong silanganan, at sa dakong kalunuran:
GEN.13.15	Sapagka't ang buong lupaing iyong natatanaw 
GEN.13.17	Magtindig ka, lakarin mo ang lupain, ang hinabahaba at niluwang-luwang niyan; sapagka't ibibigay ko sa iyo.
GEN.13.18	At binuhat ni Abram ang kaniyang tolda, at yumaon 
GEN.14.1	At nangyari sa mga kaarawan ni Amraphel, hari sa 
GEN.14.2	Na ang mga ito ay nakipagbaka laban kay Bera hari sa Sodoma, at laban kay Birsha hari sa Gomorra, kay Shinab hari sa 
GEN.14.3	Lahat ng ito'y nagkatipon sa libis ng Siddim (
GEN.14.4	Labingdalawang taong nagsipaglingkod kay Chedorlaomer, at sa ikalabingtatlong taon ay nagsipaghimagsik.
GEN.14.5	At sa ikalabingapat na taon ay dumating si Chedorlaomer at ang mga haring kasama niya, at sinaktan ang 
GEN.14.6	At ang mga Horeo sa kanilang kabundukan ng Seir, hanggang 
GEN.14.7	At sila'y nangagbalik at nagsiparoon sa Enmispat (na siyang Cades), at kanilang sinaktan ang buong lupain ng mga Amalecita at pati ng mga Amorrheo na nagsisitahan sa 
GEN.14.8	At nagsilabas ang hari sa Sodoma, at ang hari sa Gomorra, at ang hari sa Adma, at ang hari sa Zeboim, at ang hari sa Bela (na dili iba't si Zoar); at sila'y humanay ng pakikipagbaka laban sa kanila sa libis ng Siddim;
GEN.14.9	Laban kay Chedorlaomer, hari sa Elam, at kay Tidal na hari ng mga Goiim at kay Amraphel, hari sa Shinar, at kay Arioch, hari sa Elasar; apat na hari laban sa lima.
GEN.14.10	At ang libis ng Siddim ay puno ng hukay ng 
GEN.14.11	At kanilang sinamsam ang lahat ng 
GEN.14.12	At dinala nila si Lot, na 
GEN.14.13	At dumating ang isang nakatanan, at ibinalita kay Abram na Hebreo; 
GEN.14.14	At pagkarinig ni Abram, na nabihag ang kaniyang 
GEN.14.15	At sila'y nangagpangkatpangkat sa kinagabihan, laban sa kaaway, siya at ang kaniyang mga alipin, at kanilang sinaktan sila, at hinabol nila sila hanggang sa Hobah, na nasa kaliwa ng Damasco.
GEN.14.16	At iniuwi niya ang lahat ng pagaari; at iniuwi rin niya si Lot na kaniyang kapatid, at ang kaniyang mga pagaari, at gayon din ang mga babae at ang bayan.
GEN.14.17	At nilabas na sinalubong siya ng hari sa Sodoma pagkatapos na siya'y magbalik na mula sa pagpatay kay Chedorlaomer, at sa mga haring kasama niya sa libis ng Shave (
GEN.14.18	At si 
GEN.14.19	At binasbasan niya siya na sinabi, Pagpalain si Abram ng Kataastaasang Dios, na 
GEN.14.20	At purihin ang Kataastaasang Dios, na nagbigay ng iyong mga kaaway sa iyong kamay. 
GEN.14.21	At sinabi ng hari sa Sodoma kay Abram, Ibigay mo sa akin ang mga tao at kunin mo sa ganang iyo ang mga pagaari.
GEN.14.22	At sinabi ni Abram sa hari sa Sodoma, 
GEN.14.24	Liban na lamang ang kinain ng mga binata at ang bahagi ng mga lalaking kinasama ko; si 
GEN.15.1	Pagkatapos ng mga bagay na ito ay dumating ang salita ng Panginoon kay Abram sa pangitain na nagsasabi, 
GEN.15.2	At sinabi ni Abram, Oh Panginoong Dios, anong ibibigay mo sa akin, kung ako'y nabubuhay na walang anak at ang magaari ng aking bahay ay itong taga Damascong si Eliezer?
GEN.15.3	At sinabi ni Abram, Narito, hindi mo ako binigyan ng anak 
GEN.15.4	At, narito, ang salita ng Panginoon ay dumating sa kaniya, na nagsabi, Hindi ang taong ito ang magiging tagapagmana mo; kundi 
GEN.15.5	At siya'y inilabas at sinabi, Tumingala ka ngayon sa langit, 
GEN.15.7	At sinabi sa kaniya, 
GEN.15.8	At sinabi niya, Oh Panginoong Dios, 
GEN.15.9	At sinabi sa kaniya, Magdala ka rito sa akin ng isang dumalagang bakang tatlong taon ang gulang, at ng isang babaing kambing na tatlong taon ang gulang, at ng isang lalaking tupang tatlong taon ang gulang, at ng isang inakay na batobato at ng isang inakay na kalapati.
GEN.15.10	At dinala niya ang lahat ng ito sa kaniya, at 
GEN.15.11	At binababa ng mga ibong mangdadagit ang mga bangkay, at binubugaw ni Abram.
GEN.15.12	At nang lulubog na ang araw, ay 
GEN.15.13	At sinabi ng Dios kay Abram, Tunay na pakatalastasin mo, 
GEN.15.14	At yaon namang bansang kanilang paglilingkuran ay aking hahatulan: 
GEN.15.16	At sa ikaapat na 
GEN.15.17	At nangyari, na paglubog ng araw, at pagdilim, na narito, ang isang hurnong umuusok, at ang isang tanglaw na nagniningas na dumaan sa gitna ng mga hinating hayop.
GEN.15.18	Nang araw na yaon, ang Panginoon ay 
GEN.15.19	Ang mga Cineo, at ang mga Ceneceo, at ang mga Cedmoneo,
GEN.15.20	At ang mga Heteo, at ang mga Pherezeo, at ang mga Refaim,
GEN.15.21	At ang mga Amorrheo, at ang mga Cananeo, at ang mga Gergeseo, at ang mga Jebuseo.
GEN.16.1	Si Sarai nga na asawa ni Abram ay 
GEN.16.2	At sinabi ni Sarai kay Abram, Narito, ngayon, ako'y hinadlangan ng Panginoon na ako'y magkaanak; ipinamamanhik ko sa iyong sumiping ka sa aking 
GEN.16.3	At kinuha ni Sarai na asawa ni Abram, si Agar na taga Egipto, na kaniyang 
GEN.16.4	At siya'y sumiping kay Agar, at naglihi: at nang makita niyang siya'y naglihi, ay 
GEN.16.5	At sinabi ni Sarai kay Abram, Ang aking pagkaapi ay sumaiyo: idinulot ko ang aking alila sa iyong sinapupunan; at nang makita niyang siya'y naglihi, ay niwalan akong kabuluhan sa kaniyang paningin: ang Panginoon ang 
GEN.16.6	Datapuwa't sinabi ni Abram kay Sarai, Narito, ang iyong alila ay nasa iyong kamay; gawin mo sa kaniya ang iyong minamagaling sa iyong paningin. At dinuwahagi siya ni Sarai, at si Agar ay tumakas mula sa kaniyang harap.
GEN.16.7	At nasumpungan siya ng anghel ng Panginoon sa 
GEN.16.8	At sinabi, Agar, alila ni Sarai, saan ka nanggaling? at saan ka paroroon? at kaniyang sinabi, Ako'y tumatakas mula sa harap ni Sarai na aking panginoon.
GEN.16.9	At sinabi sa kaniya ng anghel ng Panginoon, Magbalik ka sa iyong panginoon, at pahinuhod ka sa kaniyang mga kamay.
GEN.16.10	At sinabi sa kaniya ng anghel ng Panginoon, 
GEN.16.11	At sinabi sa kaniya ng anghel ng Panginoon, Narito't ikaw ay nagdadalang-tao at ikaw ay manganganak ng isang lalake; at ang itatawag mo sa kaniyang ngalan ay Ismael, sapagka't dininig ng Panginoon ang iyong kadalamhatian.
GEN.16.13	At kaniyang tinawagan ang ngalan ng Panginoon na nagsalita sa kaniya, Ikaw ay Dios na nakakakita: sapagka't sinabi niya, Namasdan ko rin ba rito ang likuran niyaong nakakakita sa akin?
GEN.16.14	Kaya't nginalanan ang balong yaon 
GEN.16.15	At nanganak si Agar ng isang lalake kay Abram at ang itinawag ni Abram, na pangalan sa kaniyang anak na ipinanganak ni Agar, ay 
GEN.16.16	At si Abram ay may walong pu't anim na taon nang ipanganak si Ismael ni Agar kay Abram.
GEN.17.1	At nang si Abram ay may siyam na pu't siyam na taon, ay napakita ang Panginoon kay Abram, at sa kaniya'y nagsabi, 
GEN.17.2	At ako'y makikipagtipan sa iyo 
GEN.17.4	Tungkol sa akin, narito, ang aking tipan ay sumasaiyo, at ikaw ang 
GEN.17.5	At hindi na tatawagin ang pangalan mong Abram, 
GEN.17.6	At ikaw ay aking gagawing totoong palaanakin at papanggagalingin ko sa iyo ang mga 
GEN.17.9	At sinabi pa ng Dios kay Abraham, At tungkol sa iyo, iingatan mo ang aking tipan, iingatan mo at ng iyong binhi pagkamatay mo, sa buong kalahian nila.
GEN.17.10	Ito ang aking tipan na inyong iingatan sa akin at sa inyo, at ng iyong binhi, pagkamatay mo; tutuliin ang bawa't lalake sa inyo.
GEN.17.11	At kayo'y tutuliin sa laman ng inyong balat ng masama; 
GEN.17.13	Ang ipinanganak sa bahay at ang binili ng iyong salapi, ay dapat tuliin: at ang aking tipan ay sasa iyong laman na pinakatipang walang hanggan.
GEN.17.14	At ang lalaking hindi tuli, na hindi tinuli ang laman ng kaniyang balat ng masama, ang taong yaon ay mahihiwalay sa kaniyang bayan; sinira niya ang aking tipan.
GEN.17.15	At sinabi ng Dios kay Abraham, Tungkol kay Sarai na iyong asawa, ay huwag mo nang tatawagin ang kaniyang pangalang Sarai, kundi Sara
GEN.17.16	At akin siyang pagpapalain, 
GEN.17.17	Nang magkagayo'y nagpatirapa si Abraham, at 
GEN.17.18	At sinabi ni Abraham sa Dios, Kahimanawari, si Ismael ay mabuhay sa harapan mo!
GEN.17.19	At sinabi ng Dios, 
GEN.17.20	At tungkol kay Ismael, ay dininig 
GEN.17.21	Nguni't ang 
GEN.17.22	At nang matapos na makipagusap sa kaniya, ay napaitaas ang 
GEN.17.23	At ipinagsama ni Abraham si Ismael, na kaniyang anak, at ang lahat na ipinanganak sa kaniyang bahay, at ang lahat ng binili niya ng kaniyang salapi, ang lahat ng lalake sa mga lalaking kasangbahay ni Abraham, at tinuli ang laman ng kanilang balat ng masama ng araw ding yaon, ayon sa sinabi ng Dios sa kaniya.
GEN.17.24	At si Abraham ay may siyam na pu't siyam na taon, nang tuliin ang laman ng kaniyang balat ng masama.
GEN.17.25	At si Ismael ay may labing tatlong taon, nang tuliin ang laman ng kaniyang balat ng masama.
GEN.17.26	Nang araw ding yaon tinuli si Abraham, at si Ismael na kaniyang anak.
GEN.18.1	At napakita ang Panginoon sa kaniya sa mga punong encina ni 
GEN.18.3	At nagsabi, Panginoon ko, kung ngayo'y nakasumpong ako ng biyaya sa iyong paningin, ay ipinamamanhik ko sa iyo, na huwag mong lagpasan ang iyong lingkod.
GEN.18.4	Itulot mong 
GEN.18.5	At magdadala ako ng isang subong tinapay 
GEN.18.6	At si Abraham ay nagmadaling napasa tolda ni Sara, at sinabi, Maghanda ka agad ng tatlong takal ng mainam na harina, iyong tapayin at gawin mong mga munting tinapay.
GEN.18.7	At tumakbo si Abraham sa bakahan at nagdala ng isang bata at mabuting guya, at ibinigay sa alipin; at siya'y nagmadali, upang lutuin.
GEN.18.8	At siya'y kumuha ng mantekilla, at ng gatas, at ng guyang niluto niya, at inihain sa harapan nila; at siya'y tumayo sa siping nila sa lilim ng punong kahoy; at sila'y nagsikain.
GEN.18.9	At sinabi nila sa kaniya, Saan naroon si Sara na iyong asawa? At sinabi niya 
GEN.18.10	At sinabi niya, 
GEN.18.13	At sinabi ng Panginoon kay Abraham, Bakit tumawa si Sara, na sinasabi, Tunay kayang ako'y manganganak, na matanda na ako?
GEN.18.15	Nang magkagayo'y nagkaila si Sara, na sinasabi, Hindi ako tumawa, sapagka't siya'y natakot. Nguni't sinabi niya, Hindi gayon; kundi ikaw ay tumawa.
GEN.18.16	At nangagtindig doon ang mga lalake, at nangagsitingin sa dakong Sodoma; at sinamahan sila ni Abraham, upang ihatid sila sa daan.
GEN.18.17	At sinabi ng Panginoon, 
GEN.18.18	Dangang si Abraham ay tunay na magiging isang bansang malaki at matibay, 
GEN.18.19	Sapagka't siya'y aking kinilala, upang 
GEN.18.20	At sinabi ng Panginoon, 
GEN.18.22	At ang mga lalake ay nagsilayo roon 
GEN.18.23	At lumapit si Abraham, at nagsabi, 
GEN.18.24	Kung sakaling may limang pung banal sa loob ng bayan: lilipulin mo ba, at di mo patatawarin ang dakong 
GEN.18.25	Malayo nawa sa iyo ang paggawa ng ganito, na ang banal ay iyong pataying kasama ng masama, 
GEN.18.26	At sinabi ng Panginoon, 
GEN.18.27	At sumagot si Abraham, at nagsabi, 
GEN.18.28	Kung sakaling magkukulang ng lima sa limang pung banal: lilipulin mo ba, dahil sa limang kulang, ang buong bayan? At sinabi niya, Hindi ko lilipulin kung makasumpong ako roon ng apat na pu't lima.
GEN.18.29	At siya'y muling nagsalita pa sa kaniya, at nagsabi, Marahil ay may masusumpungang apat na pu. At sinabi niya, Hindi ko gagawin, alangalang sa apat na pu.
GEN.18.30	At sinabi niya, Oh huwag magalit ang Panginoon, at ako'y magsasalita: kung sakaling may masusumpungan doong tatlong pu. At sinabi niya, Hindi ko gagawin kung makakasumpong ako roon ng tatlong pu.
GEN.18.31	At kaniyang sinabi, Narito ngayon, ako'y 
GEN.18.32	At sinabi niya, Oh 
GEN.18.33	At ang Panginoon ay nagpatuloy, pagkatapos na makipagusap kay Abraham: at si Abraham ay nagbalik sa kaniyang dako.
GEN.19.1	At nagsidating ang 
GEN.19.2	At nagsabi, Ngayon nga mga panginoon ko, ipinamamanhik ko sa inyo 
GEN.19.3	At kaniyang pinakapilit sila; at sila'y nagsiliko, at nagsipasok sa kaniyang bahay; at sila'y kaniyang pinaghandaan, at ipinagluto ng mga tinapay na walang levadura, at nagsikain.
GEN.19.4	Datapuwa't bago nagsihiga, ang bahay ay kinulong ng mga tao sa bayan 
GEN.19.6	At nilabas sila ni Lot sa pintuan, at isinara ang pinto sa likuran niya.
GEN.19.7	At sinabi niya, Ipinamamanhik ko sa inyo, mga kapatid ko, na huwag kayong gumawa ng ganiyang kasamaan.
GEN.19.9	At sinabi nila, Umurong ka! At sinabi 
GEN.19.10	Datapuwa't iniunat ng mga lalake ang kanilang kamay at binatak si Lot sa loob ng bahay at kanilang sinarhan ang pintuan.
GEN.19.11	At ang mga taong nangasa pintuan ng bahay ay mga pinagbulag nila, 
GEN.19.12	At sinabi ng mga lalake kay Lot, Mayroon ka pa ritong 
GEN.19.13	Sapagka't aming lilipulin ang dakong ito dahil sa napakalakas ang kanilang 
GEN.19.14	At si Lot ay lumabas, at pinagsabihan niya ang kaniyang mga manugang na nagasawa sa kaniyang mga anak na babae, at sinabi, 
GEN.19.15	At nang umumaga ay pinapagmadali ng mga anghel si Lot, na sinasabi, 
GEN.19.16	Datapuwa't siya'y nagluluwat; at hinawakan ng mga lalake ang kaniyang kamay, at ang kamay ng kaniyang asawa, at ang kamay ng kaniyang dalawang anak na babae; 
GEN.19.17	At nangyari, na nang sila'y mailabas na nila, ay sinabi, Itakas mo ang iyong buhay; huwag kang 
GEN.19.18	At sinabi sa kanila ni Lot, Huwag ganiyan, panginoon ko:
GEN.19.19	Narito, ngayo't ang lingkod mo ay nakasumpong ng biyaya sa iyong paningin, at pinakalaki mo ang iyong awang ipinakita sa akin sa pagliligtas ng aking buhay; at ako'y di makatatakas sa bundok, baka ako'y abutan ng sama, at ako'y mamatay.
GEN.19.20	Narito, ang bayang ito ay malapit takasan at maliit: Oh tulutan mong tumakas ako roon, (di ba yao'y maliit?) at mabubuhay ako.
GEN.19.21	At sinabi sa kaniya, Narito, sa bagay mang ito ay 
GEN.19.22	Magmadali ka, tumakas ka roon; sapagka't wala akong magagawa hanggang sa dumating ka roon. 
GEN.19.23	Ang araw ay nakalitaw na sa lupa nang dumating si Lot sa Zoar.
GEN.19.25	At ginunaw niya ang mga bayang yaon, at ang buong Kapatagan at ang lahat ng nangananahan sa mga bayang 
GEN.19.26	Datapuwa't ang asawa ni Lot ay lumingon sa likuran ni 
GEN.19.27	At si Abraham ay sumampang maaga ng kinaumagahan 
GEN.19.28	At siya'y tumingin sa dakong Sodoma at Gomorra, at sa buong lupain ng Kapatagan, at tumanaw, at narito, ang 
GEN.19.29	At nangyari, na nang gunawin ng Dios ang mga bayan ng Kapatagan, na 
GEN.19.30	At sumampa si Lot mula sa Zoar 
GEN.19.31	At sinabi ng panganay sa bunso: Ang ating ama ay matanda, at walang lalake sa lupa na sumiping sa atin, ayon sa ugali ng sangkalupaan:
GEN.19.32	Halika, painumin natin ng alak ang ating ama, at tayo'y sumiping sa kaniya; upang mapalagi natin ang binhi ng ating ama.
