MAT.1.1	Oto rodowód Jezusa Chrystusa, pochodzącego z rodu króla Dawida, potomka Abrahama: 
MAT.8.11	Przyjdzie czas, że wielu pogan z całego świata zasiądzie w królestwie niebieskim razem z Abrahamem, Izaakiem i Jakubem. 
MAT.8.12	Natomiast ci, dla których to królestwo było przygotowane, zostaną wyrzuceni na zewnątrz—w ciemności, gdzie panuje rozpacz i lament.
MAT.8.13	Dowódcy zaś powiedział:
MAT.8.13	—Idź do domu. Niech stanie się tak, jak uwierzyłeś.
MAT.8.13	I właśnie o tej godzinie jego sługa odzyskał zdrowie.
MAT.8.14	Potem Jezus poszedł do domu Piotra. Gdy wszedł do środka, zauważył, że teściowa Piotra leży łóżku i ma wysoką gorączkę. 
MAT.8.15	Dotknął jej ręki i temperatura natychmiast spadła, a teściowa wstała i przygotowała im posiłek.
MAT.8.16	Wieczorem przyprowadzono do Jezusa wielu zniewolonych przez demony. Rozkazał demonom wyjść z ludzi i uzdrowił wszystkich chorych. 
MAT.8.17	Tak spełniło się proroctwo Izajasza:
MAT.8.17	„On wziął na Siebie nasze słabości
MAT.8.17	i niósł nasze choroby”.
MAT.8.18	Tłumy wokół Jezusa zaczęły rosnąć. Polecił więc uczniom przeprawić się na drugi brzeg jeziora. 
MAT.8.19	Wówczas podszedł do Niego jeden z przywódców religijnych i powiedział:
MAT.8.19	—Nauczycielu, pójdę z Tobą, dokądkolwiek się udasz!
MAT.8.20	—Lisy mają nory, a ptaki gniazda—odrzekł mu Jezus—lecz ja, Syn Człowieczy, nie mam własnego kąta, gdzie mógłbym odpocząć.
MAT.8.21	A któryś z uczniów powiedział:
MAT.8.21	—Panie, pozwól mi tylko pójść i pochować zmarłego ojca!
MAT.8.22	—Chodź ze Mną!—odpowiedział Jezus. —Niech umarli grzebią umarłych.
MAT.8.23	Następnie wsiadł z uczniami do łodzi i wypłynęli na jezioro. 
MAT.8.24	W pewnej chwili zerwała się tak silna burza, że fale zalewały łódź. Jezus wtedy spał. 
MAT.8.25	Zaczęli więc Go budzić:
MAT.8.25	—Panie, ratuj nas, toniemy!
MAT.8.26	—Dlaczego się tak boicie, nieufni?!—rzekł Jezus.
MAT.8.26	Wstał i rozkazał wiatrowi oraz wodzie zamilknąć. I zaległa głęboka cisza.
MAT.8.27	—Kim On jest—dziwili się wszyscy—że nawet wiatr i jezioro są Mu posłuszne?
MAT.8.28	Gdy przybyli na drugi brzeg jeziora, do krainy Gadareńczyków, wybiegło Jezusowi naprzeciw dwóch opętanych. Mieszkali w grobowcach i byli tak niebezpieczni, że nikt nie miał odwagi tamtędy chodzić.
MAT.8.29	—Czego od nas chcesz, Synu Boży?—zaczęli krzyczeć. —Czemu przyszedłeś przed czasem nas dręczyć?!
MAT.8.30	W oddali zaś pasło się wielkie stado świń.
MAT.8.31	—Jeśli już nas wypędzasz, poślij nas w te świnie—prosiły demony.
MAT.8.32	—Dobrze!—zezwolił im. —Idźcie!
MAT.8.32	Opuściły więc ludzi i weszły w świnie, po czym całe stado rzuciło się pędem ze stromego zbocza wprost do jeziora i utonęło. 
MAT.8.33	Pasterze stada uciekli wtedy do pobliskiego miasta i o wszystkim tam opowiedzieli—również o opętanych. 
MAT.8.34	Wkrótce całe miasto wyszło Jezusowi na spotkanie. Gdy Go zobaczyli, zaczęli prosić, aby odszedł z ich okolic.
MAT.9.1	Jezus wsiadł więc do łodzi i odpłynął do swojego miasta, Kafarnaum. 
MAT.9.2	Tam kilku mężczyzn przyniosło do Niego na noszach sparaliżowanego. Widząc ich wiarę, Jezus rzekł do chorego:
MAT.9.2	—Bądź dobrej myśli, synu. Odpuszczam ci grzechy!
MAT.9.3	„To jawne bluźnierstwo!”—z oburzeniem pomyślało sobie kilku przywódców religijnych. 
MAT.9.4	Jezus, znając ich myśli, zapytał:
MAT.9.4	—Dlaczego was to oburza? 
MAT.9.5	Co jest łatwiej powiedzieć: „Odpuszczam ci grzechy” czy: „Wstań i chodź!”? 
MAT.9.6	Udowodnię wam, że Ja, Syn Człowieczy, mogę odpuszczać grzechy.
MAT.9.6	I zwrócił się do sparaliżowanego:
MAT.9.6	—Jesteś uzdrowiony! Zabierz swoje nosze i idź do domu!
MAT.9.7	A chory wstał i odszedł do domu. 
MAT.9.8	Po zebranych przeszedł dreszcz lęku. I wielbili Boga za to, że dał taką moc człowiekowi!
MAT.9.9	Odchodząc stamtąd, Jezus zobaczył niejakiego Mateusza, poborcę podatkowego, który właśnie tam pracował.
MAT.9.9	—Chodź ze Mną—zwrócił się do niego.
MAT.9.9	A on natychmiast wstał i poszedł z Jezusem. 
MAT.9.10	Później, gdy Jezus i Jego uczniowie byli u niego w domu, zebrało się wokół stołu wielu nieuczciwych poborców podatkowych i innych ludzi, uważanych za grzeszników. 
MAT.9.11	Widząc to, faryzeusze mówili do uczniów:
MAT.9.11	—Dlaczego wasz nauczyciel zadaje się z takimi ludźmi?
MAT.9.12	Jezus usłyszał to i odpowiedział:
MAT.9.12	—To chorzy potrzebują lekarza, a nie zdrowi! 
MAT.9.13	Idźcie i zastanówcie się nad słowami Pisma: „Pragnę waszej miłości, a nie ofiar”. Nie przyszedłem wzywać do opamiętania się tych, którzy uważają się za dobrych, ale właśnie grzeszników.
MAT.9.14	Pewnego razu przyszli do Jezusa uczniowie Jana Chrzciciela i zapytali Go:
MAT.9.14	—My i faryzeusze, stosując się do religijnych zaleceń, często powstrzymujemy się od posiłków. Dlaczego Twoi uczniowie tego nie czynią?
MAT.9.15	—Przecież goście na weselu, będąc z panem młodym, nie mogą się smucić!—odrzekł Jezus. —Ale nadejdzie czas, gdy zabiorą im pana młodego. Wtedy będą pościć. 
MAT.9.16	Nikt nie używa nowego materiału do łatania starego ubrania, bo nowa łata się kurczy i jeszcze bardziej rozdziera ubranie. 
MAT.9.17	Nie wlewa się też świeżego wina do starych, stwardniałych bukłaków. Mogłyby przecież popękać, a wtedy i wino by się rozlało, i bukłaki zniszczyły. Świeże wino wlewa się do nowych, miękkich bukłaków. W ten sposób i jedno, i drugie się zachowuje.
MAT.9.18	Gdy jeszcze o tym mówił, podszedł do Niego przełożony miejscowej synagogi. Pokłonił się i powiedział:
MAT.9.18	—Przed chwilą zmarła moja córeczka. Ale jeśli przyjdziesz i dotkniesz jej, ożyje.
MAT.9.19	Jezus wstał i wraz z uczniami poszedł za przełożonym. 
MAT.9.20	Tymczasem pewna kobieta, od dwunastu lat cierpiąca na krwotok, podeszła do Niego od tyłu i dotknęła Jego ubrania. 
MAT.9.21	Pomyślała bowiem: „Jeśli tylko dotknę Jego płaszcza, zostanę uzdrowiona”. 
MAT.9.22	Jezus odwrócił się, dostrzegł ją i rzekł:
MAT.9.22	—Bądź dobrej myśli, córko! Uwierzyłaś, więc zostałaś uzdrowiona!
MAT.9.22	I w tej samej chwili kobieta odzyskała zdrowie.
MAT.9.23	Gdy przybył do domu przełożonego synagogi, zobaczył żałobników i lamentujący tłum.
MAT.9.24	—Odejdźcie stąd—powiedział. —Dziewczynka nie umarła, tylko śpi.
MAT.9.24	Ale oni śmiali się z Niego. 
MAT.9.25	W końcu jednak wyproszono tłum. Jezus wszedł do środka, wziął dziewczynkę za rękę, a ona natychmiast wstała! 
MAT.9.26	Wieść o tym obiegła całą okolicę.
MAT.9.27	Jezus właśnie stamtąd odchodził, gdy zjawili się dwaj niewidomi, którzy wołali za Nim:
MAT.9.27	—Potomku króla Dawida, zmiłuj się nad nami!
MAT.9.28	Szli tak za Nim aż do domu, gdzie się zatrzymał. Wtedy podeszli bliżej, a On ich zapytał:
MAT.9.28	—Wierzycie, że mogę to zrobić?
MAT.9.28	—Tak, Panie!—odpowiedzieli.
MAT.9.29	—Niech będzie tak, jak wierzycie—powiedział Jezus i dotknął ich oczu.
MAT.9.30	I nagle przejrzeli! Wówczas On surowo im nakazał:
MAT.9.30	—Nikomu o tym nie mówcie.
MAT.9.31	Ale oni odeszli i zaraz wszędzie o tym opowiedzieli.
MAT.9.32	W tym właśnie czasie przyprowadzono do Jezusa kolejnego człowieka—niemowę zniewolonego przez demona. 
MAT.9.33	Po wypędzeniu demona, człowiek ten zaczął mówić. A tłumy nie mogły wyjść z podziwu:
MAT.9.33	—Coś takiego nigdy się nie zdarzyło w całym Izraelu!
MAT.9.34	—Wypędza demony, bo władca demonów Mu w tym pomaga—twierdzili natomiast faryzeusze.
MAT.9.35	A Jezus odwiedzał wszystkie okoliczne miasta i wioski. Nauczał w synagogach, głosił dobrą nowinę o królestwie i uzdrawiał z każdej choroby i słabości. 
MAT.9.36	Gdy patrzył na otaczające Go tłumy, ogarniała Go litość. Ludzie byli bowiem udręczeni i zagubieni jak owce bez pasterza.
MAT.9.37	—Żniwo jest wielkie—mówił uczniom—a tak mało pracujących! 
MAT.9.38	Proście więc gospodarza, aby posłał więcej pracowników na żniwa.
MAT.10.1	Pewnego dnia Jezus przywołał dwunastu uczniów i dał im władzę uwalniania ludzi od złych duchów i uzdrawiania wszelkich chorób i dolegliwości. 
MAT.10.2	Byli to: Szymon (zwany też Piotrem) i Andrzej—jego brat, Jakub i Jan—synowie Zebedeusza, 
MAT.10.3	Filip, Bartłomiej, Tomasz, Mateusz (poborca podatkowy), Jakub—syn Alfeusza, Tadeusz, 
MAT.10.4	Szymon Gorliwy i Judasz z Kariotu—ten, który później wydał Jezusa.
MAT.10.5	Tych dwunastu uczniów Jezus posłał, dając im następujące wskazówki:
MAT.10.5	—Nie chodźcie do pogan ani do miast Samarii. 
MAT.10.6	Idźcie jedynie do Izraelitów, którzy jak zagubione owce odeszli od Boga. 
MAT.10.7	Mówcie im: „Nadchodzi królestwo niebieskie!”. 
MAT.10.8	Uzdrawiajcie chorych, wskrzeszajcie zmarłych, leczcie trędowatych i uwalniajcie od demonów. Róbcie to za darmo, bo za darmo to otrzymaliście! 
MAT.10.9	Nie bierzcie ze sobą pieniędzy, 
MAT.10.10	torby z zapasową odzieżą i obuwiem ani laski podróżnej. Ten bowiem, kto pracuje, powinien otrzymać to, co mu się należy. 
MAT.10.11	Wchodząc do jakiegoś miasta lub wsi, dowiedzcie się, kto tam jest godnym człowiekiem. Pozostańcie u niego aż do opuszczenia tej miejscowości. 
MAT.10.12	Wchodząc do jego domu, pozdrówcie tych, którzy w nim mieszkają. 
MAT.10.13	Jeśli to pobożni ludzie, Bóg obdarzy ich pokojem. Jeśli nie—pokój pozostanie z wami. 
MAT.10.14	Jeśli nie zostaniecie przyjęci i nie będą chcieli was słuchać, odchodząc z tego domu i miasta, strząśnijcie z nóg nawet tamtejszy kurz. 
MAT.10.15	Zapewniam was: W dniu sądu złym mieszkańcom Sodomy i Gomory lżej będzie niż temu miastu.
MAT.10.16	Posyłam was jak owce między wilki. Bądźcie więc sprytni jak węże, ale nieskazitelni jak gołębie. 
MAT.10.17	Uważajcie na siebie! Postawią was przed sądami, będą was biczować w synagogach 
MAT.10.18	oraz oskarżać przed władzami za to, że Mnie naśladujecie. Będzie to dla was okazja do przedstawienia im dobrej nowiny. W ten sposób dotrze ona do wielu narodów. 
MAT.10.19	Nie martwcie się jednak, co i jak macie mówić. We właściwym czasie otrzymacie stosowne słowa. 
MAT.10.20	Bo to nie wy będziecie mówić, lecz Duch waszego Ojca będzie mówił przez was! 
MAT.10.21	Bracia będą wzajemnie się wydawać na śmierć, ojcowie zdradzą własne dzieci, a dzieci—rodziców. 
MAT.10.22	Wszyscy was znienawidzą za to, że należycie do Mnie. Ale ci, którzy wytrwają do końca i nie zaprą się Mnie, zostaną uratowani! 
MAT.10.23	Gdy spotka was prześladowanie w jednym mieście, uciekajcie do drugiego! Zapewniam was: Nie zdążycie obejść wszystkich miast Izraela, a Ja, Syn Człowieczy powrócę.
MAT.10.24	Uczeń nie przewyższa nauczyciela, a sługa—swego pana. 
MAT.10.25	Wystarczy, że będą jak ich nauczyciel lub pan. Skoro Mnie, pana domu, nazwano Belzebubem, władcą demonów, to tym bardziej spotka to domowników. 
MAT.10.26	Ale nie bójcie się ich! Nie ma bowiem niczego ukrytego, co by ostatecznie nie wyszło na jaw. 
MAT.10.27	To, co teraz mówię wam pod osłoną nocy, rozpowiadajcie z nastaniem dnia. To, co słyszycie na ucho, rozgłaszajcie publicznie! 
MAT.10.28	Nie bójcie się tych, którzy uśmiercają ciało, lecz nie mogą zabić duszy! Lękajcie się Boga, który i duszę, i ciało może zatracić w piekle. 
MAT.10.29	Ile kosztuje para wróbli? Można ją kupić już za kilka drobnych monet. A jednak żaden z nich nie spadnie na ziemię bez wiedzy waszego Ojca w niebie. 
MAT.10.30	Przecież On wie nawet ile macie włosów na głowie! 
MAT.10.31	Nie bójcie się więc! Jesteście dla Niego cenniejsi niż całe stado wróbli!
MAT.10.32	Jeśli więc jakiś człowiek wyzna przed innymi ludźmi, że należy do Mnie, to i Ja przyznam się do Niego przed moim Ojcem w niebie. 
MAT.10.33	Lecz jeśli ktoś wyprze się Mnie wobec ludzi, i Ja się go wyprę przed moim Ojcem w niebie.
MAT.10.34	Nie myślcie, że przyszedłem przynieść na ziemię pokój! Wręcz przeciwnie—miecz podziału! 
MAT.10.35	Przyszedłem poróżnić syna z ojcem, córkę—z matką, a synową—z teściową. 
MAT.10.36	Nawet najbliżsi staną się wrogami! 
MAT.10.37	Kto kocha ojca lub matkę bardziej niż Mnie, nie jesteś Mnie godny. I kto kocha syna lub córkę bardziej niż Mnie, nie jest Mnie godny. 
MAT.10.38	Kto nie bierze swojego krzyża i nie idzie ze Mną, nie jest Mnie godny. 
MAT.10.39	Kto zabiega o swoje życie, utraci je. Lecz ten, kto poświęci życie dla Mnie, odnajdzie je.
MAT.10.40	Kto was przyjmuje, Mnie przyjmuje. A kto Mnie przyjmuje, przyjmuje Ojca, który Mnie posłał. 
MAT.10.41	Kto przyjmuje proroka—dlatego, że jest on prorokiem—otrzyma nagrodę należną prorokowi. Kto przyjmuje prawego człowieka—dlatego, że jest on prawy—otrzyma nagrodę należną prawemu człowiekowi. 
MAT.10.42	Nawet jeśli ktoś poda kubek wody najmniejszemu z moich uczniów—właśnie dlatego, że jest on moim uczniem—zapewniam was: nie ominie go nagroda!
MAT.11.1	Gdy Jezus zakończył wydawanie poleceń dwunastu uczniom, udał się do okolicznych miast, aby tam nauczać.
MAT.11.2	Jan Chrzciciel, będąc w więzieniu, usłyszał o dokonaniach Mesjasza i posłał do Niego swoich uczniów 
MAT.11.3	z pytaniem: „Czy to Ty jesteś spodziewanym Mesjaszem, czy też mamy oczekiwać kogoś innego?”.
MAT.11.4	—Wracajcie do Jana—rzekł im Jezus—i powiedzcie o tym, co widzicie i słyszycie: 
MAT.11.5	niewidomi widzą, kalecy chodzą, trędowaci odzyskują zdrowie, głusi słyszą, umarli powracają do życia, ubogim głoszona jest dobra nowina. 
MAT.11.6	Szczęśliwy jest ten, kto nie straci wiary we Mnie.
MAT.11.7	Gdy oni odeszli, Jezus zaczął mówić do tłumu o Janie:
MAT.11.7	—Kogo chcieliście zobaczyć, idąc na pustynię? Kogoś chwiejnego jak trzcina na wietrze? 
MAT.11.8	Kogo przyszliście obejrzeć? Dobrze ubranego człowieka? Tacy mieszkają w królewskich pałacach, nie na pustyni. 
MAT.11.9	A może proroka się spodziewaliście? Zapewniam was, że Jan to nawet ktoś większy niż prorok. 
MAT.11.10	To o nim mówi Pismo:
MAT.11.10	„Oto wysyłam przed Tobą mojego posłańca,
MAT.11.10	który przygotuje dla Ciebie drogę”.
MAT.11.11	Zapewniam was: Nie urodził się na ziemi człowiek większy od Jana Chrzciciela. A jednak najmniejszy obywatel królestwa niebieskiego jest większy od niego! 
MAT.11.12	Od czasu pojawienia się Jana, aż do teraz, wielu ludzi usilnie stara się dostać do królestwa niebieskiego. 
MAT.11.13	Księgi Prawa i proroków zapowiadały co ma się wydarzyć aż do nadejścia Jana. 
MAT.11.14	Możecie się zgodzić lub nie, ale to właśnie on jest zapowiedzianym Eliaszem. 
MAT.11.15	Kto ma uszy do słuchania, niech słucha uważnie!
MAT.11.16	Do kogo można porównać to pokolenie?—kontynuował Jezus. —Do bawiących się na placu dzieci, które narzekają na rówieśników:
MAT.11.17	„Graliśmy wam wesołą melodię,
MAT.11.17	a nie tańczyliście.
MAT.11.17	Zagraliśmy smutną,
MAT.11.17	a nie płakaliście”.
MAT.11.18	Gdy pojawił się Jan Chrzciciel, nie pił wina i powstrzymywał się od posiłków. Powiedzieli więc: „Jest zniewolony przez demona”. 
MAT.11.19	Gdy Ja, Syn Człowieczy, jem i piję—mówią: „Co za żarłok i pijak, przyjaciel poborców podatkowych i innych grzeszników!”. No cóż, mądrość poznaje się po wypływających z niej czynach.
MAT.11.20	Wtedy zaczął czynić wyrzuty miastom, w których dokonał najwięcej cudów, że mimo to się nie opamiętały.
MAT.11.21	—Marny wasz los, Korozain i Betsaido! Gdyby cuda, których u was dokonałem, wydarzyły się w zepsutym Tyrze i Sydonie, ich mieszkańcy już dawno by się opamiętali, siedząc w worze pokutnym i popiele. 
MAT.11.22	Wiedzcie, że w dniu sądu Tyrowi i Sydonowi będzie lżej niż wam! 
MAT.11.23	A ty, Kafarnaum? Chcesz być wywyższone aż do nieba? Upadniesz aż do piekła! Gdyby cuda, które się tu wydarzyły, działy się w Sodomie, przetrwałaby do dziś. 
MAT.11.24	Wiedz zatem: W dniu sądu Sodomie będzie lżej niż tobie!
MAT.11.25	Następnie Jezus modlił się: „Uwielbiam Cię, Ojcze, Panie nieba i ziemi! Ukryłeś bowiem swoją prawdę przed mędrcami i znawcami, a objawiłeś ją prostym ludziom. 
MAT.11.26	Tego właśnie pragnąłeś”.
MAT.11.27	—Ojciec powierzył Mi całą prawdę—wyjaśniał Jezus zebranym. —Nikt nie zna Syna, tylko Ojciec. I nikt nie zna Ojca, tylko Syn oraz ten, komu On zechce Go objawić. 
MAT.11.28	Przyjdźcie do Mnie wy wszyscy, którzy jesteście zmęczeni i przeciążeni, a ja zapewnię wam odpoczynek! 
MAT.11.29	Weźcie na siebie moje jarzmo i uczcie się ode Mnie, bo jestem łagodny i pokorny—a wasze dusze odetchną. 
MAT.11.30	Moje jarzmo jest wygodne, a mój ciężar lekki.
MAT.12.1	Pewnego razu, w szabat, Jezus szedł przez pole. Idący z Nim uczniowie poczuli głód. Zaczęli więc zrywać kłosy i jeść ziarno. 
MAT.12.2	Zauważyli to oczywiście faryzeusze i oburzyli się:
MAT.12.2	—Twoi uczniowie robią rzeczy niedozwolone w szabat!
MAT.12.3	—Czy nie czytaliście, co zrobił król Dawid, gdy wraz z towarzyszami podróży poczuł głód?—odpowiedział im Jezus. 
MAT.12.4	—Wszedł do świątyni i wziął dla siebie oraz swoich towarzyszy poświęcony chleb, który wolno było jeść tylko kapłanom. 
MAT.12.5	Czy nie czytaliście w Prawie Mojżesza, że kapłani, pracujący w szabat w świątyni, łamią nakaz odpoczynku, a mimo to są niewinni? 
MAT.12.6	Mówię wam: Macie tu do czynienia z czymś ważniejszym niż świątynia! 
MAT.12.7	Gdybyście wiedzieli, co znaczą słowa: „Pragnę waszej miłości, a nie ofiar”, wówczas nie potępialibyście niewinnych. 
MAT.12.8	Ja, Syn Człowieczy, mam władzę nad szabatem.
MAT.12.9	Następnie udał się stamtąd do synagogi. 
MAT.12.10	Znajdował się tam człowiek ze sparaliżowaną ręką, faryzeusze zapytali więc Jezusa:
MAT.12.10	—Czy taką pracę, jak uzdrawianie, również można wykonywać w szabat?—szukali bowiem pretekstu do oskarżenia Go.
MAT.12.11	—Czy jeśli któraś z waszych owiec wpadłaby w szabat do dołu, to nie wyciągnęlibyście jej?—zapytał Jezus. 
MAT.12.12	—O ile bardziej cenny jest człowiek! Oczywiście, że w szabat wolno czynić dobro.
MAT.12.13	—Wyciągnij rękę!—zwrócił się do chorego.
MAT.12.13	Ten posłuchał i natychmiast jego ręka stała się równie zdrowa jak druga.
MAT.12.14	Wtedy faryzeusze odeszli i zaczęli się naradzać, jak Go zabić. 
MAT.12.15	On jednak poznał ich plany i opuścił synagogę. Tłum podążył za Nim i wszyscy chorzy zostali uzdrowieni. 
MAT.12.16	Zabronił im jednak opowiadać o tym innym. 
MAT.12.17	W ten sposób spełniło się proroctwo Izajasza:
MAT.12.18	„To jest mój Sługa, którego wybrałem,
MAT.12.18	mój ukochany, w którym mam upodobanie!
MAT.12.18	Dam Mu swojego Ducha, by sądził narody.
MAT.12.19	Nie będzie się sprzeczał ani krzyczał,
MAT.12.19	nikt nie usłyszy Jego podniesionego głosu.
