MAT.1.1	Chitabu cha welesi wa Yesu Chilisito, mzukulu wa Daudi, mzukulu wa Bulahimu.
MAT.7.2	kwaviya nhaguso yondamuwataguse wamwenga, na mweye iviya mwizatagusigwa ivo, na ningo yomuwalingila wamwenga, Mulungu kezamulingilani na ningo iyo iyo. 
MAT.7.3	Habali kochiwona chibanzi chili muna diziso da ndugu yako, kuno hudiwona bule bale dili muna diziso jako? 
MAT.7.4	Vino kodahaze kumulongela ndugu yako, ‘Ima nikulave chibanzi chili muna diziso jako,’ kuno muna diziso jako kuna bale? 
MAT.7.5	Weye kwamdelenya! Teng'hu lava bale dili muna diziso jako, maabaho kwizadaha kulava chibanzi chili muna diziso da ndugu yako.
MAT.7.6	“Sekemuwasile zimbwa vinhu velile, bule ivo wezawahindukila na kuwaluma. Sekemuwasile nguluwe lulu zenu, bule ivo wezazibojoga na magulu yawo.
MAT.7.7	“Puleni, na mweye mwizakwing'wigwa, zahileni, na mweye mwizapata, hodizeni na mwizavuguliligwa ulwivi. 
MAT.7.8	Kwaviya munhu yoyose yopula, kezahokela, na munhu yoyose yozahila, kezapata na yoyose yohodiza, kezavuguliligwa. 
MAT.7.9	Vino yelihi kumwenu, mwanage yahampula gate, komwing'ha dibwe? 
MAT.7.10	Hebu yahampula somba, komwing'ha zoka? 
MAT.7.11	Fana mweye muli wehi movimanya kuweng'ha wanenu vinhu vinogile, vino Tati yenu yeli kuulanga hezamwing'hani bule vinhu vimumpula wala vinogile!
MAT.7.12	“Watendeleni wanhu wamwenga yaja yomulonda wawo wamtendeleni mweye, kwaviya ivo niivo viyalongile Malagilizo ya Mulungu yoyamwing'hile Musa na mbuli za Walotezi wa Mulungu.
MAT.7.13	“Ingileni kwa kufosela lwivi lusisili, kwaviya lwivi lwa kwingilila kuna ukunangigwa ni lugalamu na wanhu wengi wokwingila kwa kufosela lwivi ulo. 
MAT.7.14	Mbali lwivi lwa ugima ni lusisili na nzila yoigolose uko ni sisili iviya, na wanhu woiwona nzila iyo ni wadodo.
MAT.7.15	“Muiteganye na walotezi wa uvwizi, wokwiza kwa kuwoneka fana ng'hondolo kwa kunze, mbali mgati yawo walinga fana mbwizi. 
MAT.7.16	Mwizawamanya kwa sang'hano zawo. Vino wanhu wokwaha nzabibu muna imiwa, hebu wokwaha nhini muna zimbigili? 
MAT.7.17	Iviya muvimanye chila mbiki unogile wokwima matunda yanogile, na chila mbiki wihile wokwima matunda yehile. 
MAT.7.18	Na mbiki unogile haudaha kwima tunda dihile, na mbiki wihile haudaha kwima tunda dinogile. 
MAT.7.19	Chila mbiki hawima tunda dinogile, wizakanhigwa na kwasigwa muna umoto. 
MAT.7.20	Ivo mwizawamanya walotezi wa uvwizi kwa sang'hano zawo.
MAT.7.21	“Siyo chila munhu yonitanga ‘Mndewa, Mndewa’ kezakwingila muna Ufalume wa kuulanga, mbali waja muhala wowotenda yaja Tati yangu wa kuulanga yoyolonda wayatende. 
MAT.7.22	Muna isiku iyo ya nhaguso, wanhu wengi wezanilongela ‘Mndewa, Mndewa! Kwa zina jako chiwapetela wanhu usenga wa Mulungu, kwa zina jako chiwalava wanhu vinyamkela na chitenda mauzauza mengi!’ 
MAT.7.23	Maabaho nizawalongela, ‘Mweye siwamanyileni bule. Segeleni hamwangu, mweye wanhu mwihile!’
MAT.7.24	“Ivo munhu yoyose yohulika mbuli zangu na kuzitegeleza, iyo kalinga fana munhu yeli na ubala yazengile kaye yake uchanyha muna uluwe.”
MAT.7.25	Mvula itonya na lwanda zose zimema mazi, beho dibuma na kuitowa kaye ija. Mbali haigwile kwaviya chandusilo chake chizengigwa uchanyha muna uluwe.
MAT.7.26	“Mbali munhu yoyose yohulika mbuli zangu na kuzehula, iyo kalinga fana munhu mbozi yazengile kaye yake muna umsanga. 
MAT.7.27	Mvula itonya na lwanda zose zimema mazi, beho dibuma na kuitowa kaye ija, nayo igwa kwa ludabwa kwaviya izengigwa muna umsanga.”
MAT.7.28	Yesu viyakomeleze kulonga mbuli izo zose, lung'husesa lwose lwa wanhu lukalile baho lwazanywa kwa mafundizo yake, 
MAT.7.29	kwaviya hafundize fana wafundiza Malagilizo viwofundiza ila kafundiza fana munhu yeli na udaho.
MAT.8.1	Yesu viyahumuluke kulawa kuna ulugongo, lung'husesa lukulu lwa wanhu lumsondelela. 
MAT.8.2	Maabaho munhu imwe yakalile na dikulu kamuhitila Yesu, kumtumbalila mavindi haulongozi wake na kumulongela, “Mndewa wahalonda kodaha kunisafya.”
MAT.8.3	Yesu kaugolosa mkono wake na kumdalisa munhu iyo. Kamulongela, “Nolonda safyika!” Bahobaho munhu ija kasafyika. 
MAT.8.4	Maabaho Yesu kamulongela, “Tegeleza! Sekeumulongele munhu yoyose, mbali uhite ukailaguse kwa mkulu wa nhambiko kulagusa kuwa kuhona. Maabaho katambike kuna Ikaye ya Mulungu fana Musa viyalagilize, na chila munhu kezavimanya kuwa kuhona.”
MAT.8.5	Yesu viyengile Kapelinaumu, mkulu wa wakalizi wa isi ya Loma kamwizila na kamulamba yamtaze, 
MAT.8.6	kalonga, “Mwenevale, msang'hani wangu kolumwa kagona muna dikomwa ukaye, kaholola na mtamu ng'hani.”
MAT.8.7	Yesu kamulongela, “Nizakwiza na kumuhonya.”
MAT.8.8	Mkulu iyo wa Loma kamwidika, “Mwenevale niye sifaya weye wingile muna ikaye yangu, mbali longa mbuli muhala na msang'hani wangu kezahona. 
MAT.8.9	Niye mweyewo ni munhu mwene udaho, na nina wakalizi hasi yangu. Nihamulongela ino, ‘Hita,’ nayo kohita, na imwenga, ‘Izo,’ nayo kokwiza. Iviya nomulongela msang'hani wangu, ‘Tenda chino,’ nayo kotenda.”
MAT.8.10	Yesu viyahulike ivo kazanywa ng'hani na kawalongela waja wowamuwinzile, “Nowalongela kweli, sinamuwona munhu yoyose muna isi ya Isilaeli yeli na uhuwilo mkulu fana uno. 
MAT.8.11	Nowalongela kweli, wanhu wengi wezakwiza kulawa ubanzi wa ulawilo wa zuwa na ubanzi wa uswelo wa zuwa, nawo wezakala hamwe na Bulahimu, Isaka na Yakobo muna Ufalume wa kuulanga. 
MAT.8.12	Mbali waja wowolondigwa wawe muna Ufalume wa Mulungu wezakwasigwa kunze kuna ulwiza, uko wezalila na kudunda meno yawo.”. 
MAT.8.13	Maabaho Yesu kamulongela mkulu ija wa Loma, “Hita ukaye, na chiya chiuhuwila chizatendeka.”
MAT.8.13	Bahobaho msang'hani wake kahona.
MAT.8.14	Yesu viyahitile kuna ikaye ya Petili, uko kamuwona mkoi wa chike wa Petili kagona muna dikomwa, kolumwa homa. 
MAT.8.15	Yesu kamwamha mkono wake na homa dimulawa, nayo kenuka na kandusa kumsang'hanila.
MAT.8.16	Viifikile ichigulogulo, wanhu wamgalila Yesu wanhu wengi wowakalile na vinyamkela, Yesu kawalava vinyamkela kwa mbuli yake na kawahonya watamu wose. 
MAT.8.17	Katenda ivo muladi yaja yoyalongigwe na mulotezi wa Mulungu Isaya yatimie, “Yeye mwenyewo kasola mitamu yetu, na kachitenda chiwe wagima.”
MAT.8.18	Yesu viyaluwone lung'husesa lukulu lwa wanhu wamzunguluka, kawalongela wanahina wake waloke umwambu wa dilamba. 
MAT.8.19	Maabaho mfundiza Malagilizo imwe kamuhitila Yesu na kumulongela, “Mfundiza, nizahita na weye kokose kondauhite.”
MAT.8.20	Yesu kamwidika, “Matukwa wana mina na ndege wa kuulanga wana mvulu, mbali Mwana wa Munhu kabule hanhu ha kugoneza ditwi jake.”
MAT.8.21	Mwanahina imwenga kamulongela Yesu, “Mndewa, teng'hu nileke nihite nikamuwande tati yangu.”
MAT.8.22	Mbali Yesu kamwidika, “Nisondelele, waleke wowadanganike wawawande wowadanganike wawo.”
MAT.8.23	Maabaho Yesu kengila muna ingalawa na wanahina wake wamsondelela. 
MAT.8.24	Bahobaho kulawilila beho kulu mudilamba, wimbi digubika ingalawa. Mbali Yesu kakala yagonile. 
MAT.8.25	Wanahina wake wamuhitila na kumulamsa, wamulongela, “Mndewa, uchikombole chahabehi na kudanganika!”
MAT.8.26	Yesu kawalongela, “Mweye muli na uhuwilo mdodo!” Habali mwodumba vino? Maabaho kenuka na kadibwakila dibeho ijo na mawimbi, na dilamba dikala zinziwa.
MAT.8.27	Wanhu wose wazanywa na wauza, “Ino munhu waki? Mbaka beho na mawimbi vomuhulika!”
MAT.8.28	Yesu viyafikile umwambu wa dilamba, muna isi ya Wagelasi, kawating'hana wanhu waidi weli na vinyamkela wolawa kuna yamaleme. Wanhu wakala wowadumba ng'hani, na habule munhu yadahile kufosa nzila iyo. 
MAT.8.29	Bahobaho walandula madizi yawo, “Mwana wa Mulungu, kolonda kuchitenda choni? Kwiza kuchitagusa lusita lung'hali halunafika?”
MAT.8.30	Habehi na hanhu baho hawemile hakala na nguluwe wengi wodimigwa. 
MAT.8.31	Ivo vinyamkela wamulamba Yesu, “Uhachilava, uchilekele chikawengile nguluwe waja.”
MAT.8.32	Yesu kawalongela, “Hiteni!” Ivo wawalawa wanhu waja na wengila mwa nguluwe. Nguluwe wose wagidimila mudilamba na wadanganika muna yamazi.
MAT.8.33	Wadimi wa zinguluwe wakimbila wahita kuna dibululu, uko wawalongela wanhu mbuli zose zoziwalawilile wanhu waja wowakalile na vinyamkela. 
MAT.8.34	Chila munhu muna dibululu ijo kahita kuiting'hana na Yesu, na viwamuwone, wamulamba yasegele muna isi yawo.
MAT.9.1	Yesu kengila muna ingalawa, kaloka umwambu wa dilamba na kahita kuna dibululu jake. 
MAT.9.2	Wanhu wamgalila munhu yaholole yoyatambalale muna dikomwa. Yesu viyawone uhuwilo wawo kamulongela munhu yaholole, “Mwanangu igangamize, kulekeleligwa uhasanyi wako.”
MAT.9.3	Maabaho wafundiza Malagilizo wamwenga wailongela, “Munhu ino komuliga Mulungu!”
MAT.9.4	Yesu kavimanya yaja yowakalile wogesa, ivo kalonga, “Habali mwogesa yehile muna imizoyo yenu? 
MAT.9.5	Vino dilihi dibuhile? Kulonga, ‘Kulekeleligwa uhasanyi wako,’ hebu kulonga, ‘Inuka uhite?’ 
MAT.9.6	Mbali muvimanye vino, Mwana wa Munhu kana udaho wa kulekelela uhasanyi muna iisi.” Maabaho kamulongela munhu yaholole, “Inuka, sola komwa jako uhite ukaye!”
MAT.9.7	Munhu iyo kenuka na kahita ukaye. 
MAT.9.8	Lung'husesa lwa wanhu viwawonile ivo, wadumba na wamtunhiza Mulungu, yoyaweng'hile wanhu udaho uwo.
MAT.9.9	Yesu viyasegele baho hayakalile, kahita kuulongozi, viyakalile yofosa kamuwona munhu imwe yotangigwa Masayo, kakala howolihila kodi, kamulongela, “Nisondelele,”
MAT.9.9	Masayo kenuka na kamsondelela.
MAT.9.10	Yesu viyakalile koja ndiya ya ichilo muna ikaye ya Masayo, wasola kodi wengi weza na wahasanyi, waja hamwe nayo na wanahina wake. 
MAT.9.11	Mafalisayo wamwenga viwawonile ivo wawauza wanahina wake, “Habali mfundiza wenu koja na wanhu fana wawo?”
MAT.9.12	Yesu viyawahulike, kawedika, “Wanhu wagima hawalonda mganga bule, mbali watamu muhala wawo wolonda mganga. 
MAT.9.13	Mbali hiteni na mkafundize fambulo da mbuli ino yolongaze, ‘Nolonda ubazi, na siwo nhambiko bule.’ Kwaviya sizile kuwatanga wanhu wanogile bule mbali niza kuwatanga wahasanyi.”
MAT.9.14	Maabaho wanahina wa Yohana Mbatizi wamuhitila Yesu na wamuuza, “Habali cheye na Mafalisayo chofunga, mbali wanahina wako hawafunga bule?”
MAT.9.15	Yesu kawedika, “Vino yodahika wageni wowagonikigwe kuna didugila da sola kulila lusita imsola yang'hali nawo? Mbe! Haidahika bule, siku izakwiza imsola kezasegezigwa kumwawo. Baho wezafunga.
MAT.9.16	“Wanhu hawaguma chikupo cha walo da sambi muna imikoba ya mbende ya umwaka, kwaviya ichikupo icho chizadidega diwalo da umwaka, na haja hadegeke hezakongezeka. 
MAT.9.17	Iviya wanhu ni vidala kwika divai ya sambi muna imikoba ya mbende ya umwaka, na one wahatenda ivo, imikoba izatulika, na idivai izakwitika. Mbali divai ya sambi yogumigwa muna imikoba ya sambi, na vose vizakala goya.”
MAT.9.18	Yesu viyakalile yolonga yayo, mkulu imwe wa Chiyahudi kamuhitila, kumtumbalila mavindi na kumulongela, “Mndele wangu kahabehi kudanganika, mbali wize wike makono yako mchanyha yake, nayo kezahona.”
MAT.9.19	Yesu na wanahina wake wenuka na kumsondelela.
MAT.9.20	Mama imwe yakalile na utamu wa kulawa damu kwa miyaka longo na midi, kamsondelela Yesu hachisogo, kahita na kadalisa mhindo ya walo jake. 
MAT.9.21	Mama iyo kailongela mwenyewo, “One nihadalisa walo jake, nizahona.”
MAT.9.22	Yesu kahinduka kamuwona mwanamke ija, kamulongela, “Ing'he moyo, uhuwilo wako ukuhonya.” Na mwanamke ija kahona kusongela lusita luja.
MAT.9.23	Yesu viyengile mchiheleto mwa imkulu iyo. Kawawona wotowa vilongelonge na lung'husesa lwa wanhu wodunhula ndilo, 
MAT.9.24	kawalongela wanhu wakalile baho, “Segeleni hano, mndele ino hadanganike bule, kagona.” Mbali wanhu wandusa kumseka. 
MAT.9.25	Lung'husesa lwa wanhu viwalawile kunze, Yesu kengila mchiheleto chiyakalile mndele na kamwamha mkono wake, nayo kenuka. 
MAT.9.26	Mbuli izo zenela muna isi ija yose.
MAT.9.27	Yesu kahasegela hanhu haja, wanhu waidi vipofu wamsondelela na kuno wolandula madizi yawo, “Mwana wa Daudi uchiwonele ubazi!”
MAT.9.28	Yesu viyengile mwikaye wanhu waidi vipofu wamsondelela, Yesu kawauza, “Vino mohuwila kuwa niye nodaha kuwahonya?”
MAT.9.28	Wamwidika, “Ona, Mwenevale!”
MAT.9.29	Maabaho Yesu kawadalisa meso yawo na kalonga, “Ilawilile fana vimuhuwila!” 
MAT.9.30	Yameso yawo yafunguka. Yesu kawalagiliza, “Sekemumulongele munhu wowose ija mbuli zino!”
MAT.9.31	Mbali wasegela, na wapwililisa mbuli za Yesu muna isi ija yose.
MAT.9.32	Wanhu waja viwakalile wohita, wanhu wamwenga wamgalila Yesu munhu yoyakalile hadaha kulonga kwaviya kakala na chinyamkela. 
MAT.9.33	Na chinyamkela viyalavigwe, munhu ija kadaha kulonga. Lung'husesa lwa wanhu wakalile baho wazanywa na walonga. “Hachinawona chinhu chochose chifanile vino muna isi ya Isilaeli!”
MAT.9.34	Mbali Mafalisayo walonga, “Mwenembago iyo yamwing'hile Yesu udaho wa kuwinga vinyamkela.”
MAT.9.35	Yesu kahita kalaula mabululu yose na vibululu. Kafundiza muna zikaye zawo za kutosela, kapeta Mbuli Inogile ya Ufalume wa Mulungu, na kuwahonya vitamu vawo vose na unyonde nyonde wawo wose. 
MAT.9.36	Yesu viyaluwonile lung'husesa lwa wanhu, kawawonela ubazi kwaviya wakala walegele na kwiimwaga, fana viya ng'hondolo welibule mdimi. 
MAT.9.37	Maabaho kawalongela wanahina wake, mavuno ni mengi mbali wagobolaji ni wadodo. 
MAT.9.38	Mpuleni Mndewa wa mavuno, yagale wasang'hana muna umgunda wake wa ndiya.
MAT.10.1	Yesu kawatanga wanahina wake longo na waidi na kaweng'ha udaho wa kulava vinyamkela na kuhonya mitamu yoyose na unyondenyonde wose. 
MAT.10.2	Yano ni mazina ya watumigwa longo na waidi, Saimoni Petili na ndugu yake Andeleya, Yakobo na ndugu yake Yohana, wana wa Zebedayo, 
MAT.10.3	Filipo na Batulomayo, Tomasi na Masayo, ija msola kodi, Yakobo mwana wa Alufayo, na Tadei, 
MAT.10.4	Saimoni Mkananayo mtowanila isi yake, na Yuda Isikaliyoti yoyambiduke Yesu.
MAT.10.5	Yesu kawatuma wawo longo na waidi na kawalagiliza vino, “Sekemuhite kwa wanhu weli siyo Wayahudi, wala sekemwingile muna yamabululu ya Wasamaliya. 
MAT.10.6	Ila hiteni kwa ng'hondolo wagile wa kaye ya Isilaeli. 
MAT.10.7	Hiteni na peteni, ‘Ufalume wa kuulanga wahabehi!’ 
MAT.10.8	Wahonyeni watamu, wazilibuleni wowadanganike, wahonyeni waja weli na dikulu na walaveni vinyamkela. Mwing'higwa bule laveni bule.” 
MAT.10.9	Muna ivibindo venu va miyanza, sekemusole chinhu hebu zahabu hebu hela ya shaba. 
MAT.10.10	“Sekemusole chigelo cha mwanza wa kupulila, iviya sekemusole makoti maidi, vilatu hebu mhome. Msang'hani kolondeka yeng'higwe kulawa umo.
MAT.10.11	“Muhengila muna dibululu jojose hebu chibululu, umo mzahileni munhu yolonda kuwahokela, na kukala na mweye umo mbaka vondamusegele hanhu baho. 
MAT.10.12	Vondamwingile muna ikaye, longeni, ‘Kaleni kwa tindiwalo.’ 
MAT.10.13	Wanhu wa ikaye iyo wahamuhokelani, tindiwalo jenu dizakala na wawo, mbali one hawamuhokeleni, tindiwalo jenu dizasigala na mweye. 
MAT.10.14	One munhu yoyose yahalema kumuhokelani hebu kumtegelezani, segeleni hanhu baho na kung'hunheni matimbwisi muna yamagulu yenu. 
MAT.10.15	Nowalongelani kweli muna Isiku ya Nhaguso bululu ijo dizapata nhaguso ng'hulu kufosa bululu da Sodoma na Gomola!”
MAT.10.16	“Tegelezeni! Nomtumani mweye fana ng'hondolo hagati ya mbwizi. Muwe na ubala fana zoka, na wahole fana nziwa. 
MAT.10.17	Muiteganye na wanhu, kwaviya wezamgalani kuichitala na kumulanhani mibalati muna zikaye zawo za kutosela. 
MAT.10.18	Mwizagaligwa haulongozi ha watawala na wafalume kwa ichimu changu, kuwa mkalangama Mbuli Inogile na iviya kwa wanhu weli siyo Wayahudi. 
MAT.10.19	Vondamugaligwe kuna ichitala, sekemdumbe mwizahita kulonga choni hebu mwizalongaze lusita lwahafika mwizakwing'higwa cha kulonga. 
MAT.10.20	Kwaviya mbuli zondamulonge hazizakuwa zenu bule, zizalawa kwa Muhe wa Tati yenu kolonga kufosela mweye.
MAT.10.21	“Munhu kezambiduka ndugu yake muladi yakomigwe, tata kezambiduka mwanage, na wana wezambiduka tati yawo na mami yawo, na kuwakoma. 
MAT.10.22	Wanhu wose wezamwihilani kwa ichimu cha zina jangu. Mbali yondayafunye umoyo mbaka kuuhelelo, kezakomboligwa. 
MAT.10.23	Wanhu wahamuwingani muna dibululu dimwe, kimbilileni bululu dimwenga. Nomulongelani kweli kuwa hamwizakomeleza sang'hano yenu muna yamabulu yose ya Isilaeli yang'hali Mwana wa Munhu hanakwiza.
MAT.10.24	“Habule mwanahina yomfosa mfundiza wake, wala mtumwa yomfosa mwenevale wake. 
MAT.10.25	Muhavu mwanahina yawe fana mfundiza wake, mtumwa yawe fana mwenevale wake. Fana mkulu wa kaye yotangigwa Mwenembago, vino wanhu wokala umo hawezatangigwa mazina yehile ng'hani?
MAT.10.26	“Ivo sekemudumbe wanhu. Chochose chochigubikigwe, chizagubuligwa, na chochose chochifisigwe chizawoneka. 
MAT.10.27	Chochose chinimulongelani muulwiza, chilongeni muna dibung'hulo, na chochose chomuchihulike chinyele chilongeni kwa kwima mchisuwili. 
MAT.10.28	Sekemuwadumbe waja wowokoma lukuli mbali hawadaha bule kukoma muhe, ila mumdumbe Mulungu yodaha kubananga lukuli na muhe kuna ijehanamu. 
MAT.10.29	Vino sholwe waidi hawadaha kuchuuzigwa kwa sente imwe bule? Mbali habule hata imwe yolagala hasi one Tati yenu halondile. 
MAT.10.30	Mbali mweye, hata mvili zili muna yamatwi yenu zipetigwa zose. 
MAT.10.31	Ivo sekemudumbe, mweye munoga kufosa sholwe wengi!
MAT.10.32	“Munhu yoyose yonitogola niye haulongozi ha wanhu, na niye nizamtogola haulongozi ha Tati yangu wa kuulanga. 
MAT.10.33	Mbali munhu yoyose yondayanibele niye haulongozi ha wanhu, na niye nizambela haulongozi ha Tati yangu wa kuulanga.
MAT.10.34	“Sekemugese kuwa niza kugala tindiwalo muna isi. Mbe! Sizile kugala tindiwalo bule, mbali zele. 
MAT.10.35	Niza kuwatenda waihasanye, wabwanga na tati zawo, wandele na mami zawo, wandele na wakoi zawo wa chike, 
MAT.10.36	Msede wa munhu ni munhu yolawa muna ikaye yake.
MAT.10.37	“Munhu yoyose yomulonda tati yake na mami yake kufosa niye, hafaya bule kuwa mwanahina wangu. Na munhu yoyose yomulonda mwanage kufosa niye, hafaya bule kuwa mwanahina wangu. 
MAT.10.38	Munhu haupapa msalaba wake na kunisondelela, hanifaya bule. 
MAT.10.39	Munhu yoyose yozahila ugima wake kezawagiza, na munhu yoyose yowagiza ugima wake kwa ichimu changu kezauwona.
MAT.10.40	“Munhu yoyose yondayamuhokeleni mweye, konihokela niye, na munhu yoyose yandayanihokele niye, kamuhokela ija yanhumile. 
MAT.10.41	Munhu yoyose yondayamuhokele mulotezi wa Mulungu kwaviya ni mulotezi wa Mulungu, kezapata gweko da mulotezi. Munhu yoyose yandayamuhokele munhu yanogile kwaviya kanoga, kezapata gweko da munhu yanogile. 
MAT.10.42	Nomulongelani kweli, munhu yoyose yondayamwing'he nhungo ya mazi ya mbeho imwe wa iwadodo wano kwaviya ni mwanahina wangu, hezaswela kupata gweko jake.”
MAT.11.1	Yesu viyakomeleze kuwalagiliza wanahina longo na waidi, kahasegela baho na kahita kuwafundiza na kuwapetela muna yamabululu yeli habehi na baho.
MAT.11.2	Yohana Mbatizi viyakalile kuchifungo kahulika mbuli ziya ziyakalile yotenda Chilisito, kawatuma wanahina wake wamwenga, 
MAT.11.3	wamuuze Yesu, “Vino weye niija yoyalongile Yohana kuwa kokwiza, hebu chimgozele imwenga?”
MAT.11.4	Yesu kawedika, “Hiteni mukamulongele Yohana mbuli zino zomuzihulika na kuziwona 
MAT.11.5	vipofu wodaha kuwona, mbetembete wogenda, weli na dikulu wosafyigwa, wasuwamagutwi magutwi wohulika, wanhu wowadanganike wozilibuligwa na ngayengaye wopeteligwa Mbuli Inogile. 
MAT.11.6	Kamweda munhu ija yelibule mashaka na niye.”
MAT.11.7	Wanahina wa viwakalile wosegela, Yesu kalonga mbuli za Yohana, “Muhita kuzahila choni kudibwilingu? Uko kudibwilingu mulawa kulola choni? Lusanze lolutingisigwa na mbeho? 
MAT.11.8	Lelo muhita kulola choni? Muhita kumulola munhu yoyaiyawale viwalo vinogile? Wanhu wowoiyawala viwalo vinogile wokala muizikaye za wafalume. 
MAT.11.9	Nilongeleni, muhita kulola choni? Mulotezi? Ona, nowalongela, yeye ni mkulu kufosa mulotezi wa Mulungu. 
MAT.11.10	Kwaviya Yohana niiyo yolongigwa muna Yamaandiko Yelile, ‘Mulungu kalonga, Nizamtuma msenga wangu yakulongolele yasasale nzila yako.’ 
MAT.11.11	Nomulongelani kweli, viweli wana wa wanhu wose habule hata imwe yeli mkulu kufosa Yohana Mbatizi. Munhu mdodo ng'hani ni mkulu muna Ufalume wa Mulungu, ni mkulu kufosa Yohana. 
MAT.11.12	Kulawa siku ziya Yohana Mbatizi viyakalile kopetela mbaka kufika vino sambi, wanhu weli na ludabwa wageza kuusola Ufalume wa kuulanga kwa ludabwa. 
MAT.11.13	Walotezi wa Mulungu na Malagilizo ya Mulungu yoyamwing'hile Musa mbaka chipindi cha Yohana walotela mbuli za Ufalume wa Mndewa. 
MAT.11.14	Mweye mwahalonda kutogola usenga uwo, Yohana niiyo Eliya, yoyalongigwe kezakwiza. 
MAT.11.15	Yeli na magutwi ya kuhulika, nayahulike!
MAT.11.16	“Nodaha kuwalinganyiza na choni ngeleko ino? Walinga fana wana wakalile kuna digulilo, bumbila dimwe dowatanga wayawo, 
MAT.11.17	‘Chiwatowela nyila za sola, mbali hamuvinile bule, chiguta nyangi za ifa, mbali hamulilile bule!’ 
MAT.11.18	Mbali Yohana keza, kafunga kuja na hang'wile bule divai, wanhu walonga, ‘Kana chinyamkela!’ 
MAT.11.19	Mwana wa Munhu keza, koja na kong'wa na chila munhu kalonga, ‘Muloleni munhu ino! Mmelo na mkolwa, mbwiya wa wosola kodi na wahasanyi!’ Kwaviya ubala wa Mulungu wowoneka kwa kusang'hana yanogile. Mbali nzewele zake zowoneka zinoga kwa sang'hano zake.”
MAT.11.20	Muna yamabululu Yesu koyatendile mauzauza mengi wanhu hawasamhile uhasanyi wawo. Ivo Yesu kapata luholozi na kuyabwakila. 
MAT.11.21	“Kwizagaya weye Kolazini! Kwizagaya weye Besisaida! Mauzauza yoyatendeke kumwenu, one yatendeke Tilo na Sidoni, wanhu wahalekile uhasanyi wawo kusongela umwaka kwa kuyawala maguniya na kuibuga maivu, kulagusa kuwa waleka uhasanyi wawo. 
MAT.11.22	Nomulongelani kweli muna Isiku ya Nhaguso Mulungu kezawawonela ubazi wanhu wa Tilo na Sidoni kufosa mweye. 
MAT.11.23	Na weye Kapelinaumu! Vino kolonda kuinula mwenyewo mbaka kuulanga? Kwizahulumusigwa mbaka kuzimu! One mauzauza yoyatendeke kumwako yahatendeke Sodoma, basi bululu ijo dihawile baho mbaka diyelo. 
