MAT.1.1	Ngel evi naul ne metka se Iesu Kristo metka se Devet, ko metka se Epram.
MAT.6.16	“Ko daron nga kamlingi kurtweni nanen nga kaplot van ji Atua, sete kaploli pirpe lartul nga marivel re sel eru. Arloli nor ous nawon nga jinibb nir parongwose nga marlinglingi tweni nanen ser. Nuwretun nuwrai tevi kami, nir arlai pa nowlir osuw, suri jinibb arsurövir pa. 
MAT.6.17	Ko nik, daron nga nik kuplingi kurtweni nanen nga kuplot, kupwirap vaseni nom ko kuploli lilane nom p̃irres pirpe bbong nabong jijle komok-loli. 
MAT.6.18	Pirpok, ko jinibb nir sete parongwose nga nik kumlingi tweni nanen. Ko Tata som ma nga m̃ilik silveni, ni kobbong purongwose; ko Tata som nga m̃ilesi nanu nga muto silveni pia-lai nowlim tevim.
MAT.6.19	“Sete nolo kami parkul, ko sete kapok-ser kortoni kis joro kami nga marres iel ngatan. Suri momom tuti ko doto nir tarurro lokloksir, ko jinibb venao tubbri lut nabbu ko tian tivevna loloim. 
MAT.6.20	Nolo kami parres, ko re sel ngok, kapok-ser kortoni joro kami nga parres parto renge melrin mare. Suri momom sete orongwos puti, ko doto sete arongwos parurro lokloksir, ko jinibb venao sete orongwose pubbri lut nabbu ko pian pivevna loloim. 
MAT.6.21	Ngok poro nga jorom puto renge lat nga m̃irres, ko nolom kele p̃irres, suri jorom oto pa lat nga m̃irres osuw.
MAT.6.22	“Mete jinibb erpe moron ne niben. Poro nga metem p̃im̃erer, ko moron puwun saut re nibem totoklai. Ngok owra puwra, poro nga nolom p̃irres, ko mauren som totoklai kele p̃irres. 
MAT.6.23	Ko poro nga metem p̃isij, ko nemalik puwun saute nibem totoklai, suri metem erpe moron ne nibem. Ngok owra puwra, poro nga nolom pukul, ko mauren som totoklai kele p̃isij jile.
MAT.6.24	“Sete jinibb san orongwos p̃imajing se numal p̃ieru pivesane. Poro pirpok, ko tungasi nuru tuwen, ko timrreni nuru tuwen nen. Erpok ko, sete Atua orongwos pukonim re majingen sen poro nevöt mukonim pa renge majingen sen. Suri sete kurongwos kupmajing se nuru korti pivesane.
MAT.6.25	“Suri nanu ngel, nuwrai tevi kami, sete kaprrorrmi p̃elake mauren se kami. Sete kapok-wera ‘O, rrapurroi sev le?’, rreknga ‘O, rrapmini sev le?’, rreknga ‘O, rrapuri sunsun sev le?’. Mauren se jinibb nir evi nanu nga milep nga Atua m̃ilai pa tevi jinibb nir. Nanen evi nanu nga welili jer kobbong---Atua orongwos p̃ilai kele kobbong. Ko nibe jinibb nir kele evi nanu nga milep nga Atua m̃ilai pa tevir. Sunsun evi nanu nga welili jer kobbong---Atua orongwos p̃ilai kele kobbong. 
MAT.6.26	Kaprrorrmi ta numön nga marok-il suri mesa ngok nir. Nir sete aruw ko sete arili tweni, ko sete arlingi nanen ser renge b̃ep̃eim; ko Tata se kami nga mok-lik ko re melrin ok-wunganir. Ko kami kamrres womu nen ko wor re numön ngok nir re no Atua, ngok ni puwngani kami kele ko wor. 
MAT.6.27	Kaprrorrmi ta m̃er nga murrorrmi p̃elake mauren nga mumrrol. Orongwos puloli kele mauren sen pipriv kele renge sel ngok? Ejki rres nawon!
MAT.6.28	“Ko suri sev kamrrorrmi p̃elake sunsun se kami? Kapmeteni wose renge nevngun nga marmaur suri orsel ngok nir. Armaur erpese? Sete armajing erpe jinibb te, ko sete arilile wose. 
MAT.6.29	Ko nuwrai kele tevi kami, numal Solomon, daron nga m̃ilngi sunsun sen nga m̃irres p̃elak, ko sunsun sen emau erres, sete erpe nga m̃itra. Ko sunsun se nevngun, nulsen arres easi. 
MAT.6.30	Ko mösmös ne orsel nir armaur erres, ko Atua ololi orsel emau erres e lelingen ngel; ko mevinen mun parsulir ko pa. Ko kami sete kamrrorrmi nga Atua p̃ilai sunsun se kami nga parres? O, lartul, nosurien se kami ewelili jer.
MAT.6.31	“Setete kaprrorrmi p̃elake pirpel: ‘Rrapurro isev? Rrapmini isev?’ rreknga ‘Sunsun sev rrapuri?’ 
MAT.6.32	Jinibb nir nga marlik vare arok-pej nanu nga ngok nir. Ko Tata se kami nga m̃ilik re melrin orongwos pae nanu jijle nga nevre kami mumrrol ren. 
MAT.6.33	Ko nanu nga milep nen nga kami kaploli, kapp̃elak nga kapsil van renge batun vanu se Atua, ko nga kaploli suri murrun nga m̃irres sen. Ko vitunen ni pia-lai kele nanu ngok jile nir tevi kami. 
MAT.6.34	Sete erres kaprrorrmi p̃elake nanu ne mevi nir. Suri mevi evi nabong nga kaprrorr
MAT.6.34	mi suri nanu nga parpelari kis ren. Nanu nga m̃isij nga piplari renge nabong san evtere kaprrorrmi suri re nabong nen kis kobbong.
MAT.7.1	“Sete kapwer lokloksi jinibb p̃isan, puloli Atua sete mia-wer lokloksi kami. 
MAT.7.2	Pusorsan tevi nga kami kamwer lokloksi jinibb nir, Atua kele pia-wer lokloksi kami. Ko tevi norrngov sev nga kami kamrrongvie jinibb, Atua pia-rrongvie lweni kami e re nabong nga vitunen. 
MAT.7.3+MAT.7.4+MAT.7.5	Ko erpese kumlesi nate nato nga tuwam m̃ikrae re nolo b̃elan, ko sete kulesi suri nate buluk nga milep nga nik kumkerae re nik nolo b̃elam? Ko poro pirpok, ko nik kupwerai pirpese tevi tuwam, ‘Tuwak, kuplinglingi b̃esre tweni nate nato nga kumkerae re nolo b̃elam,’ daron nga nik sete kumleslesi nate buluk nga milep nga nik kumkerae re nik nolo b̃elam? O, nik nga kumiel renge sel eru, tukbböt re aseni ni b̃elan, tuloli ni b̃elan turro tiasi! Womunen kupsere tweni nate buluk nga milep nga nik kumkerae re nolo b̃elam jile pusuw, ko kuplesi nolo b̃elam owokwok erres, ko kurongwos kupa-sere tweni vajin nate nato nga tuwam m̃ikrae mibbölji b̃elan.
MAT.7.6	“Ngok orrongrrongvi nololien nga wowarreng se kalesia nir. Ko re devjen nga re nir ne vare nga marivi jinibb ngamarsij p̃etp̃eti, kapmetmet re nir. Daron nga poro kapan ji nir nga kapwera tweni nale suk, ko nir arongwose parpalpal p̃iterter tevi kami pirpe guli, ko parungasi nale suk pirpe b̃erp̃er marbbötbböt re nanu nga m̃irres.
MAT.7.7	“Kapungoni, ko Atua pia-lai tevi kami. Kappej, ko Atua puloli kapa-lesi. Kapututi, ko Atua pia-tasi metali nen tevi kami. 
MAT.7.8	Suri nir jijle nga marok-ungoni para-lai, ko nir jijle nga marok-pej para-lesi, ko nir jijle nga marok-ututi, para-tasi tevir.
MAT.7.9	“Jinibb si re kami poro nga natun pungoni niv tevi ni, ko ni p̃ikrekrasi pia-la nevöt tevi natun? 
MAT.7.10	Ko poro nga natun pungoni mesal, ko rreknga ni pia-la num̃et tevi? Ejki rres nawon, sete orongwos puloli pirpok. 
MAT.7.11	Ko ngok, kami nga kamivi jinibb nga kamsij kamrongwos sel nga kapla nanu nga marres tevi natu kami nir. Ko Tata se kami nga m̃ilik re melrin pia-lai ko wor pumomsawos nanu nga marres tevi nir nga marungoni ni.
MAT.7.12	“Nanu jijle nga kami kamwera jinibb parloli tevi kami, kami kele kaploli ko wor tevi nir pirpok kele. Ngok kobbong evi murrun ne nosp̃en jile se Moses ko propet nir nga maruli re Naul On.
MAT.7.13	“Kapasi renge metali nga m̃ikel, nga pian re lut ne mauren. Suri metali ko sel nga poran renge lut ne nejijkien, metali nen nolon elep, ko sel nen kele elep, ko nir elep nga marvijuri. 
MAT.7.14	Ko metali ko sel nga poran renge lut ne mauren, metali nen nolon ewelili jer, ko sel nen kele nolon ewelili jer; ko nir pievis kobbong para-vijuri.
MAT.7.15	“Kapmetmet renge propet ne gerisen nir. Arirpe guli rrum nga numer m̃iajir, ko aruri nevlu sipsip arkerkeris arirpe sipsip nga sete marongwose parlokloksi nanu san. 
MAT.7.16	Kaplesi wose nir renge wenen nga marpelari renge mauren ser. Sete jinibb arongwose partawe wene drra renge moku, ko wene nitapol renge jibermij, ejki. 
MAT.7.17	Erpok, nai jijle nga marres parwen kele wenen nga marres, ko nai jijle nga marsij parwen wenen nga marsij. 
MAT.7.18	Nai jijle nga marres sete arongwos parla wenen nga marsij, ko nai jijle nga marsij sete arongwose parla wenen nga marres. 
MAT.7.19	Ko nai jijle nga sete parwen wenen nga m̃irres, parta twenir, ko parwirrer van re nabb. 
MAT.7.20	Erpok, kaplesi wose nir renge wenen nga miplari re mauren ser.
MAT.7.21	“Sete nir jijle nga marok-veruse inu ‘Numal, numal’ tetajer paran renge batun vanu ne melrin. Rrek nir pievis kobbong, nir nga bbong marok-loli marongen se Tata suk nga m̃ilik re melrin mare ko. 
MAT.7.22	Erpok, renge nabong nga vitunen, nir elep parwera tevi inu, ‘Numal, numal, sete kurrorrmi wos nga kem namsup̃e nosp̃en som re nisem, ko nga kem namoji tweni demij nir renge nisem, ko nga kem namloli majingen nga marterter marlelep marres nir renge nisem?’ 
MAT.7.23	Ko vitunen bea-werai limjer tevi nir, ‘Setete nurongwose kami. Kapruj ngasu inu, kami nga kamok-majing nanu nga m̃isij.’
MAT.7.24	“Ngel, jinibb jijle nga marunge nale suk ngel nir ko marlolir, osorsan erpe jinibb san nga norongwosien sen otoe, nga m̃ili naim sen renge dan nga m̃iterter m̃irres. 
MAT.7.25	M̃ili jile vajin, mian ko naus ous elep, ko nuwi owlu vini, ko ling eser elep ko owi naim eterter. Ko setete evitan, suri arili pa eterter renge dan nga m̃iterter m̃irres. 
MAT.7.26	Ko jinibb jijle nga m̃ilengleng, norongwosien sen m̃ijkie, nga m̃ili naim sen renge dep̃inan. 
MAT.7.27	M̃ili jile vajin, mian ko naus ous elep, ko nuwi owlu vini, ko ling eser elep ko owi petpate naim. Ko emav ko omobburbbur jijle.”
MAT.7.28	Iesu evinvini ore nale sen osuw iok. Ko bbösa nga milep elai delung e nir. 
MAT.7.29	Suri ni nevisvisenien sen orrow erres, sete erpe nevisvisenien se jinibb nevisvisenien ne nale nesesreien nir.
MAT.8.1	Daron nga Iesu mujubbul vajin e renge botwen, ko delung nga milep nir arvijuri ni. 
MAT.8.2	Ko jinibb san nga mimsi mesien nga niber m̃im̃emaul evini ejiol vitan jin, ko owra “Wurru, numal, oto ji nik, poro nga nik kupmarong, ko kurongwos kuploli nibek puwokwok luwi.” 
MAT.8.3	Ko Iesu esareni nevren ejpari m̃ernen niben, ko owra “Inu numarong, nibem puwokwok luwi.” Ko ngavilvilsen mesien nga niber m̃im̃emaul evel lingi ni, ko niben owokwok luwi erres. 
MAT.8.4	Ko Iesu ewer ore, owrai tevi: “Kuplesi sete kupwerwerai tevi jinibb p̃isan, ko kupan kupviseni nibem tevi jinibb ne sulsulen san, ko kuplai merrenien p̃isan pusorsan tevi Moses muli tuwi suri nir nga marres luwi re mesien ngok, miviseni nir nga nibem muwokwok pa musuw.”
MAT.8.5	Ko daron nga Iesu mian renge Kapaneam e, ko numal san se jinibb ne nuval ne Rom nir evini ji ni 
MAT.8.6	ko ongoni ni, owra “Wurru, numal, nanwarreng weli ne majingen suk emsi, ematur renge naim. Emsi mesien nga niber mokmijmij e, ko ornge esij p̃elak.” 
MAT.8.7	Ko Iesu owra lweni tevi: “Inu bevinuk le pa, rroporan bololi ni p̃irres.” 
MAT.8.8	Ko m̃ernen ewer ore, owra lweni tevi Iesu: “Numal, sete nurres nga nik kupini re loloim suk. Ko kuptur iok kobbong, kupwera bbong nale, ko nanwarreng suk wel nen p̃irres luwi re mesien sen. 
MAT.8.9	Ko inu kele derteren suk otoe, ko numal suk sopor kele derteren ser arasie inu wor. Ko poro nga bowrai tevi jinibb ne nuval suk san, ‘Kupan,’ ko ni pian ko wor; ko poro nga bowrai tevi san kele, ‘Kupini,’ ko ni pivini ko wor; ko poro nga bowrai tevi jinibb ne majingen suk, ‘Kuploli pirpel,’ ko ni puloli ko wor pirpok.”
MAT.8.10	Ko daron nga Iesu murnge nale sen ngel, ko etaole, ko owrai tevi nir nga marvijuri ni: “Nuwretun, nuwrai tevi kami, setete nulesi jinibb san ne Isrel nga nosurien sen milep mirpe m̃erel. 
MAT.8.11	Nuwrai tevi kami, nir pilep nga para-ivel re Is ko re Wes ko ngatan jijle vini, para-lik ngatan tevi Epram ko Aesak ko Jekop renge batun vanu ne melrin, ko para-aani nanen. 
MAT.8.12	Ko m̃eri Isrel nir nga marrorrmi nawon nga paran renge batun vanu ne melrin, para-sor twenir, paran renge lat nga mimalik jerjer. Iok ngok jinibb para-ting ko para-runge p̃isij pilep.” 
MAT.8.13	Ko Iesu owrai lweni kele tevi jinibb nuval nen, “Kupiel; nanu nga kumosuri piplari ko jim.” Ko renge mete nial mawos nen, nanwarreng wel nen erres luwi re mesien sen.
MAT.8.14	Ko vitunen, Iesu evan loloim se Pita, ko elesi Pita p̃ilen lekter ematur emsi mesien dowalul. 
MAT.8.15	Ko Iesu ejpari nevre nesevin, ko mesien dowalul osuw re ni. Ko emra, ko etabbuni nanen se Iesu.
MAT.8.16	Ko rivriv jer, re daron nga nial muwaj pini, ko nabong on ser musuw, ko artektekai jinibb elep vini ji Iesu nga demij marsisilvir; ko ni oji tweni nem̃in nga marsij rer tevi nale sen, ko ololi nir nga marmesi arres luwi re mesien ser. 
MAT.8.17	Ngok eplari osorsan tevi nale san se propet Aesea nga muli tuwi mirpel: “Ni ela tweni mesien se kerr ko norongen nga m̃isij se kerr.”
MAT.8.18	Ko vitunen Iesu elesi delung elep nga martur rrale ni, ko owrai tevi jinibb sen nir, “Rrapan re devje nuwi Galili e.” 
MAT.8.19	Ko jinibb nevisvisenien ne nale nesesreien san evini ji ni, ko owra “Jinibb nevisvisenien, ngabe nga kupa-van e, ko inu bea-vijuri nik.” 
MAT.8.20	Ko Iesu owra lweni tevi ni, “Guli rrum nga wowarreng nir b̃elaur otoe, ko numön nir menuner otoe; ko inu Jinibb Mawos, milngek ejkie. Ngok, kuprrorrmi mun p̃irres poro nga kumrreni kupvijuri inu.”
MAT.8.21	Ko san re jinibb sen owra tevi ni, “Numal, kuplinglingi inu puwomu ban b̃etevni luwe tata suk.” 
MAT.8.22	Ko Iesu owrai tevi, “Ejki, kupvijuri inu, ko kuplinglingi nir nga sete marla mauren ko pa partevni lartul nga marmij.”
MAT.8.23	Erij jile erpok musuw, ko ean esa renge drrav se nir, ko jinibb sen arsa tevi ni. Ko ni evan, ematur lolo drrav. Ko drrav owlu.
MAT.8.24	Ko mian ko ling serser nga milep etewut vini re nuwito, ko owi nuwi daptap nen elelep nga marjerjeravi drrav ser, ko drrav ser otomori purron. Ko Iesu ematur malum, sete emra wor. 
MAT.8.25	Ko jinibb sen aran arwuni ni, ko arwerai tevi ni: “Numal, kupla se kerr, otomori rrapmij!” 
MAT.8.26	Ko ni owra tevi nir: “Erpese kami kammetutu? Nosurien se kami ewelili jer.” Ko otur mera, ko ewer ore ling ko daptap ne nuwi, ko ormol kem̃kam̃e. 
MAT.8.27	Ko nir artaole, ko arwerwerair e, “Jinibb nga mirpese le mirpel ngel, nga m̃irij tevi ling ko nuwi kele, ko morosuri ni?”
MAT.8.28	Ko vitunen arjipari devje nuwi renge ngaim se m̃eri Gatara. Ko jinibb eru nga demij m̃isisilvi nuru orpelari re lat ne dubb vini, orivel ore selen. Nuru orivi jinibb rrum, ko orloli jinibb sete arongwose parasi renge sel ngok. 
MAT.8.29	Ko orkail ko orwera “Nik Atua natun, kuvini iel tweni kuploli sev le tevi komru? Kuvini tweni kuploli komru nobor-runge p̃isij puwomu, vitunen ko daron nen vajin?”
MAT.8.30	Ko mori bbong nir, nior b̃erp̃er artur arok-susung malum. 
MAT.8.31	Ko demij nen nir arungoni tevi Iesu, arwera “Wurru, poro kupoji tweni kem, ko kuplinglingi kem naban nabsilvi b̃erp̃er ngok nir.” 
MAT.8.32	Ko ni owra tevi nir: “Kapan.” Ko daron nga marivare, aran arsilvi b̃erp̃er nir; ko nir jijle arwolu renge botwen nga mivjivjar san ko arowrow jubbul van renge nuwi nga milep nen, ko arron ko armij.
MAT.8.33	Ko jinibb nga marok-metmete b̃erp̃er nir, daron nga marlesi, arwolu suri sel van ngaim e, ko arsup̃e nanu jile nga marpelari. Ko nanu nga milep nga marsup̃e suri, sev nga miplari ji laru nen nuru. 
MAT.8.34	Ko nir nga marlik renge ngaim nen jijle nir arivel ore parsesewute Iesu. Ko daron nga marini ji ni ko arungonie eterter, arwera pivel lingi lut nga nir.
MAT.9.1	Ko mian ko Iesu esa luwi kele renge drrav nen, olwi kele vini renge ngaim sen e. 
MAT.9.2	Ko jinibb sopor arwosi jinibb san re maling sen nga mimsie mesien nga niber mok-mij e vini jin. Ko Iesu elesi nosurien ser elep, ko owrai tevi m̃er nga mimsi, “Natuk, nolom p̃irres, b̃etlasi tweni nololien som le pa.”
MAT.9.3	Ko jinibb nevisvisenien ne nale nesesreien sopor arwerwera lululwenir e, “Aro, m̃erel erij melmelas ko osopsop̃e pa Atua!” 
MAT.9.4	Ko Iesu orongwose norrorrmien ser, ko owra “Suri sev norrorrmien nga m̃isij muto re nolo kami ngok? 
MAT.9.5+MAT.9.6	Evi nanu nga m̃isisarow bbong nga bowrai tevi m̃erel, ‘Nololien som nutlasi tweni pa,’ suri si p̃ilesi poro nuwretun rrek nukrekris kobbong? Ko evi nanu nga m̃iterter kele wor asi ngok nga poro bowra ‘Kuptur imare kupla milngom ko kupiel van renge naim som e,’ suri jinibb jijle parlesi lelingen poro piplari pirpe nga mowrai ngok. Ko bololi vajin nanu nga m̃iterter nen, puloli kaprongwose kele nga inu Jinibb Mawos derteren suk otoe renge iel ngatan nga b̃etlasi tweni nololien.” Ko ni owrai tevi m̃er nga devje niben mimij, owra “Nuwrai tevi nik, Kuptur imare kuplai maling som kupwosi, ko kupiel van renge naim som e.” 
MAT.9.7	Ko ni erres luwi, ko otur imare ko evan renge naim sen e. 
MAT.9.8	Ko delung nir arlesi nanu nga muloli, ko armetutue, ko arsurövi Atua renge nga m̃ilai derteren nga mirpok tevi jinibb.
MAT.9.9	Ko Iesu evel lingi lat ngok, orujruj sopon. Ko elesi jinibb san nisen Matiu esakel renge lat nga mok-lai nevöt netakis e. Ko owrai tevi, “Kupvijuri inu.” Ko ni otur imare, evijuri ni.
MAT.9.10	Ko vitunen Iesu ean loloim se Matiu ko esakel re tep nga p̃iaan. Ko nir elep nga marok-lai nevöt ne takis arini kele, ko nir nga jinibb marok-ungasir arini arsakel tevi Iesu ko jinibb sen nir. 
MAT.9.11	Ko Parasi nir marlesi ko arwerai tevi jinibb sen nir, “Erpese numal se kami m̃iaan tevi lartul ngok nga marok-loli nanu nga m̃isij?”
MAT.9.12	Ko Iesu ornge nale ser ko owrai tevir: “Nir nga marres sete armerreni dokta; nir nga bbong marmesi ko. 
MAT.9.13	Kapan kapmeteni suri re mining ne nale se Atua ngel: ‘Nanu nga memrreni milep evi murrun nga partelasi jinibb. Murrun nga parsulsul tevi Atua evi nanu nga welili jer kobbong.’ Sete nuvini tweni nga beveruse jinibb nga marvilvil ore marsij marwera marres, ko nuvini tweni nga beveruse nir nga sete markerkeris, ko marwer limjere nga marsij.”
MAT.9.14	Ko vitunen vajin jinibb se Jon Baptaes nir arini ji Iesu, ko arsusi tevi ni: “Erpese kem ko Parasi nir namlingi tweni nanen nga nablot van ji Atua, ko jinibb som nir sete arloli erpok?” 
MAT.9.15	Ko Iesu owra lweni tevir, “Daron nga nesevin muwra p̃ilik ji diwen sen, ko elik malum tevi selen nir renge nanen, sete arongwos partengsi wor. Ko daron nen pia-vini ko nga pia-ivel lingir vajin, ko arongwos parunge p̃isij vajin ko parlingi tweni nanen ser suri.
MAT.9.16	“Ko sete jinibb san orongwose p̃ilai bebje kalik nga mimerr puwol ore lat nga mimarrerr renge sunsun nga m̃itra e. Poro pirpok, ko kalik nga m̃imerr nen tia-sakuk ko tia-teri kele sunsun nga m̃itra, ko tia-loli lat nga m̃imarrerr tia-lep temijpal. 
MAT.9.17	Ko erpok kele, sete jinibb san orongwos pujongjongi norro nga mimerr van renge botel nga m̃itra nga marloli nevlu nanikot e. Poro pirpok ko norro nga mimerr tut, tuloli nevlu nanikot nga m̃itra tirrerren ko tiap rrerrsi, suri etra p̃elak. Ko norro timejivjiv tisij, ko nevlu nanikot kele tisij. Pirpel ko, norro nga mimerr parlingi ko wor renge nevlu nanikot nga mimerr mimalum m̃irres.”
MAT.9.18	Ko daron nga m̃irij mirpok tevi nir, ko numal san se m̃eri Isrel evini ji Iesu. Ko ejiol ko owra “Natuk nesenwarreng eamij bbong lelingen wolok. Ko poro nga nik kupini, kupa-jipari kobbong ni tevi nevrem, ko ni pia-maur luwi kele.” 
MAT.9.19	Ko Iesu otur imare ko evijuri ni, ko jinibb se Iesu nir kele arvijuri.
MAT.9.20	Ko nesevin san nga mok-mesi mesien se nesevin nir tetajer, sete orongwos pumosi ejpari sia esngavöl drromon eru (12), evini evitu suri Iesu re duren, ko ejpari bongsi sunsun sen. 
MAT.9.21	Nesevin norrorrmien sen erpel: “Poro bbong bejpari bongsi sunsun sen, ko inu bea-rres ko.” 
MAT.9.22	Ko Iesu erieni lweni ko elesi vinnen ko owrai tevi: “Natuk, nolom p̃irres, nosurien som ololim kumrres.” Ko vinnen erres jer ko pa evesane.
MAT.9.23	Ko daron nga Iesu mivini vajin re naim se numal nen, ko elesi nir nga marok-uwi davö ne mijen, ko nir nga marting vijajeng. 
MAT.9.24	Ko ni owrai tevir, “Kapiel, suri nesenwarreng ngel setete emij, ko ematur kobbong.” Ko daron nga marunge nale sen, ko armen kerajie. 
MAT.9.25	Ko daron nga delung nir maran vajin vare e, ko ni evan re loloim nga nesenwarreng mimatur ren, ko erveinevre nesenwarreng nen imare, ko nesenwarreng emra. 
MAT.9.26	Ko nosp̃en nen arsup̃e re lat nen jile nir.
MAT.9.27	Daron nga Iesu mivel rujruj lingi ie, ko metrrorr eru orvijuri ni. Ko orkail, orwera “Wurru, kuprrorrmi komru, nik metka se Devet!” 
MAT.9.28	Ko daron nga Iesu mian loloim e, ko metrrorr nuru oran jin. Ko ni owra tevi nuru, “Komor-osuri nga inu nurongwos bololi nanu ngel?” Ko nuru orwera lweni, “O-o, numal.” 
MAT.9.29	Ko ejpari mete nuru, ko owra “Piplari pusorsan tevi nosurien se kamru.” 
MAT.9.30	Ko mete nuru orres. Ko Iesu ewer ore eterter owrai tevi nuru, “Kopor-lesi sete jinibb san purongwose.” 
MAT.9.31	Ko nuru daron nga morivel, ortur imare ko ortewijreni nosp̃en ne Iesu renge vanu nen jile nir.
MAT.9.32	Ko daron nga nuru morivare re naim e, ko jinibb sopor arpitevi nabbut san nga demij m̃isisilvi vini ji Iesu. 
