MAT.1.1	Allaya listaan cha lampeɏpuwan Jesu Kristu un galak Ari David ya galak bo Abraham. 
MAT.6.26	Itullongyu ked cha sissiwit un sintatayap, achipuncha mammuɏa ya man-apit ya achipuncha malepon si aɏang. Ngim pakalan Amayuʼd langit chicha. Ha chakampun kamman un lapotpotog kayu kan Apudyus lu cha allaʼn sissiwit? 
MAT.6.27	Awed kamman akit icheay chi machanchalagen kayu si biyegyu? Pulus.
MAT.6.28	“Ked pakayuggey manchaleg mipanggop si cha useɏonyuʼn luput? Itullongyu ked chi in-ilon cha sabsabung un chumakeɏ si tattaɏun, achipun cha mit mangkawachi willu mallaga si silupcha. 
MAT.6.29	Ngim ibyegak kan chikayu un ulay si Ari Solomon un kabyaklangan,
MAT.6.30	Lu katchi in-ilon Apudyus un mampabiɏu si luut lawa un sin-akitan chi inggewancha si sala ya lakyawcha bo ked lu bigat masgob, giluɏa kayu bo achila silupan? Ha lappun pammatiyu? 
MAT.6.31	Ked achi kayu machalagen mipanggop si cha masapuɏyu, un isun chi makan, mailum ya silup. 
MAT.6.32	Ti cha taguʼn achipun mamati kan Apudyus katchi cha singsingtoncha. Ammun Amayuʼd langit un masapuɏyu losan cha alla. 
MAT.6.33	Siya otyan isosomokyu Mampangatan Apudyus ya masapuɏʼn koonyu cha piola, ked idchola cha losan un kasapuɏanyu. 
MAT.6.34	Ked achi kayu machalagen si ligat un chumtong lu bigat. Oli ta lu bigat, asiyu sanguwon chi ligat un chumtong si hachiʼn eɏgew. Ti umalay cha ligat un laklak-amon taku si kacha eɏgew. Ked achi taku chogchog-an.”
MAT.7.1	Intuɏuy Jesus lantudtuchu un kalala, “Achiyu kuison cha uchum ta achin Apudyus kuison chikayu. 
MAT.7.2	Ti ha in-ilonyuʼn manguis kan cha uchum un tagu, siya bo koon Apudyus un manguis kan chikayu. Lu silu kiged chi idchonyu si asintataguyu, siya bo kiged chi idchon Apudyus kan chikayu. 
MAT.7.3	Puggey un mitullonglu siɏun-ik si atan chi suludlu, ked achipunlu maila sitap si atam? 
MAT.7.4	Ma in-ilom un mangibyegaʼn kaalok chi siɏun-ik si atam, lu achipunlu maila sitap si uwam un ata? 
MAT.7.5	Sikan pappai! Ulaom yan kaalon chi sitap si atam ta pumatak chi mangitullongam un mangaan si siɏun-ik si atan chi biɏunlu.”
MAT.7.6	“Achiyu ipatut itudtuchu ugud Apudyus si taguʼn mangam-amsiw ya issalan chongɏon, ti miyaligcha si asu ya byeɏok. Ti ulay lu langila idchom si asu, kotbyeɏn chikayu. Achiyu bo idchon chi kangilaan un bongeɏ kan cha byeɏok ti iwakatcha ya choschosancha.”
MAT.7.7	Kalan bo Jesus, “Lu awed masapuɏyu, kochewonyu kan Apudyus ot idchola kan chikayu. Lu awed singtonyu, maochesanyu. Ked lu mangkongkong kayu si sawang, milukat kan chikayu. 
MAT.7.8	Ti losan un mangkochew kan Apudyus, maatod chi kochewola. Lu silu mansingit si piolaʼn sington, maochesala. Lu silu mangkongkong, milukat chi sawang kan siya. 
MAT.7.9	Silu kan chikayuʼn aamma, un lu mangkochew chi alakyu si makan, ha idchonyu kamma byetu? 
MAT.7.10	Ked lu manchawat si lamos, ha idchonyu kamman bo uɏog? 
MAT.7.11	Kan chikayuʼn malagbyasuɏ, lu ammuyuʼn mangatod si bibiɏu kan cha aalakyu, giluɏa bo Amayuʼd langit achi mangatod si bibiɏu kan cha losan un mangkochew kan siya.
MAT.7.12	“Koonyu kan cha uchum un tagu chi pionyu un kooncha kan chikayu. Ti laoy chi labukeɏan chi lintog Moses ya cha inggilin cha propeta.”
MAT.7.13	“Mangoy kayu si lalipit un liwangan, ti lawaya liwangan kan manggochong chi chaɏan un umoy ud impiyeɏlu, ked gapu ta manggochong chi halat un liwangan, achu cha mangoy. 
MAT.7.14	Ngim gapu ta lalipit chi liwangan ya mansukun chi chaɏan un umoy si biyeg un mallalayun kan Apudyus, ked akit cha mangoy.”
MAT.7.15	Intuɏuy bo Jesus kalan un, “Allechenyu cha silan propeta. Umalicha kan chikayu un agin-uk-ukoy un isun chi keɏlilu, ngim ha katuttuwaan, isucha atap un asuʼn kuman. 
MAT.7.16	Milalasinyu chicha gapu si kokòoncha, isun chi kayu un maammuwan lu mamunga. Ha mamunga kamma iwoy si eɏagen, willu grapes si abukachu? 
MAT.7.17	Ha bibiɏuʼn kayu, bibiɏu bo ibungala, ngim ha lawwik un kayu, lawwik bo ibungala. 
MAT.7.18	Ha bibiɏuʼn kayu, achipun mamunga si lawwik, ked ha lawwik un kayu, achipun mamunga si bibiɏu. 
MAT.7.19	Ked ha kayuʼn achipun mamunga si bibiɏu, mapokpok ked litungu. 
MAT.7.20	Ked ha mangilasilanyu kan cha silan propeta ked gapu si kokòoncha.”
MAT.7.21	Ot intuɏuy Jesus lantudtuchu, “Chakampun si losan un mangibyega kan sakon un, ‘Apu, Apu,’ ked makaslok si Mampangatan Apudyus, ngim abus cha mangwa si pion Amak ud langit. 
MAT.7.22	Ked lu chumtong chi eɏgew un manguisan Apudyus kan cha tagu, achu cha mangkadkachegu kan sakon, ‘Apu, Apu, peɏlokom chikami! Gapu si ngachenlu, imbyegbyegami bibiɏuʼn chameg. Gapu si ngachenlu, pileɏyawmi cha aɏan. Gapu si ngachenlu, achu killingwamiʼn lakaskaschaaw.’ 
MAT.7.23	Ngim ibyegak kan chicha, ‘Lappun ammuk kan chikayu! Wissed kayu, chikayuʼn mangmangwa si lawwing!’ ”
MAT.7.24	Ot kalala bo, “Lu silu chumngeɏ si allaʼn ugudku ya koola chicha, miyalig si lasilib un taguʼn lampaud si byeɏoyla si lap-at chi byetu. 
MAT.7.25	Ulay lu iggalaʼn umuche-uchen ya lummitap ya iwasot chi byali, achipun mikusob chi byeɏoyla ti lapaud si lap-at chi byetu. 
MAT.7.26	Ngim lu silu mangngeɏ si allaʼn ugudku ya achipunla koon, miyalig si looggog un taguʼn lampaud si byeɏoyla si kaleglegelan. 
MAT.7.27	Ked lu iggalaʼn umuche-uchen ya lummitap ya iwasot chi byali byeɏoyla, mikusob ya miwakat.”
MAT.7.28	Gilamput ked Jesus imbyega cha hachi, laschaaw cha amod un taguʼn illinggew si in-ilolaʼn lantudtuchu. 
MAT.7.29	Ti lantudtuchu kan chicha un kamad alla kalobbongala, chakampun un isun cha mimistulun chi lintog.
MAT.8.1	Lan-osog pun si Jesus un lampeɏpud chi bilig, litun-ud cha amo-amod un tagu kan siya. 
MAT.8.2	Oli pun ummachali osaʼn leɏakiʼn laleprosy kan Jesus ot lampalintuming si sangwalanla, un kalala, “Apu, lu piom, palin-awaolak.”
MAT.8.3	Ot inyachawen Jesus chi imala ot ilappachela siya, un kalala, “O, Piok, lumin-awaka.” Ot kakma lakaan chi leprosyla. 
MAT.8.4	Ot kalan Jesus kan siya, “Chongɏom! Achim pay ibyegbyega laoy ulay siluʼn tagu, ngim ingka mampeɏang si pachi ked manchatunka ti siya imbilin Moses ta maluttuwaan cha taguʼn lummin-awaka.”
MAT.8.5	Gummatong pun si Jesus ud Capernaum, ilabot chi kapitan cha suɏchachuʼn iRome siya. Ot langkadkachegu un kalala, 
MAT.8.6	“Apu, lasakit chi bubùulok ud uwami, lapalalais ked amod chi ligatla.”
MAT.8.7	Ot kalan Jesus kan siya, “O, umaliyak ta palin-awaok siya.”
MAT.8.8	Ot kalan chi kapitan, “Intalu achika umali, ti chakpun lumbong un mammangili kan sika. Ibyegam laing chi ugudlu ked lumin-awa bubùulok. 
MAT.8.9	Ti ulay sakon, awed langatngatu un mangituray kan sakon ya awed cha suɏchachuʼn iturayak. Lu ibyegak si osa, ‘Ingka,’ ked ummoy. Lu ibyegak si osa, ‘Umalika,’ ked ummali. Ked lu ibyegak si bubùulok, ‘Koom chi alla,’ ked kingwala bo.”
MAT.8.10	Laschaaw si Jesus si chingngeɏla imbyegan chi kapitan, ot kalala kan cha taguʼn lituntun-ud kan siya, “Tuttuwa ibyegak kan chikayu, lappun inchesak si kamatla kapigsan chi pammatila, ulay kan cha taguʼd Israel. 
MAT.8.11	Ibyegak kan chikayu, achu cha Gentil un mampeɏpu si sumileɏan ilit un ili ya mipisukan ilit un umoy makakan kan cha Abraham, Isaac ya si Jacob si Mampangatan Apudyus ud langit. 
MAT.8.12	Ngim cha Judio un pililiyan Apudyus un mipati si Mampangatala, kaachuwan kan chicha ked mibyellu si lugeɏʼn amod chi gikbotla, ked sin-iibincha ya singngingillot cha ngiponcha si sigebcha.”
MAT.8.13	Ot kalan Jesus si kapitan, “Ingkan! Makwa imbyegam ti siya pilatim.” Ot kakma lummin-awa bubùulola.
MAT.8.14	Oli pun, ummoy si Jesus ud byeɏoy cha Peter, ot intullongla byebyai un katugangan Peter un uumbog, ti amod chi palatingla. 
MAT.8.15	Ot iloglen Jesus chi imala ot kakma lakaan chi palatingla. Bummangon chi byakbyakot ot pilakalala si Jesus.
MAT.8.16	Lummaschom pun, inggetong cha tagu cha laaɏan ya cha lasakit kan Jesus. Ot iluseɏla ugudla un lampeɏyaw kan cha aɏan ya pilalin-awala losan cha lasakit. 
MAT.8.17	Killingwala cha laoy losan ta matungpeɏ imbyegan propeta Isaiah si awi un kalala, “Kilaanla cha ligligat taku ya pilalin-awala cha saksakiton taku.”
MAT.8.18	Intullong pun Jesus un amod cha taguʼn langalibungbung kan siya, bililinla cha disipulusla un umoycha si chomang chi allaʼn byeybyey. 
MAT.8.19	Ngim kummatam chi osaʼn mistulun chi lintog ot kalala, “Mistulu, mitun-uchak kan sika ulay chilu ayam.”
MAT.8.20	Ot kalan Jesus kan siya, “Cha mutit allat chi lungug un igewcha ya cha sissiwit allat bo sukbutcha. Ngim Sakon un Alak chi Tagu, lappun byeɏoyku un inyak masuɏpan.”
MAT.8.21	Ot kalan chi osaʼn disipulus Jesus, “Apu, inyakon yan ta inyak ilobon si amak.”
MAT.8.22	Ngim kalan Jesus kan siya, “Tun-ucholak, mangamung gey cha achipun mamati, un isucha lalattoy un mangimbon kan siya.”
MAT.8.23	Oli pun lambyangka cha Jesus ya cha disipulusla. 
MAT.8.24	Langgilawacha pun si byeybyey ud Galilee, maeg ga lummoswa lapigsan byali ot saksakyabyen chi challuyun chi byangkacha ked allà akit un milutobcha. Ngim lasusuyop si Jesus. 
MAT.8.25	Ot ummoy cha disipulusla bilangon siya, un kalancha, “Apu, taguwom chikami! Allaʼn milutob taku!” 
MAT.8.26	Summongbyat si Jesus un kalala, “Pakayuggey umogyat? Assi-assi, kuɏang chi pammatiyu!” Lummibbyat si Jesus ot pilagilokla byali ya challuyun, ot gummilokchaʼn ustu-ustu. 
MAT.8.27	Ot laschaaw cha disipulusla ot kalancha, “Silu maga taguʼn alla, un ulay chi byali ya challuyun tuttuwaoncha siya?”
MAT.8.28	Gummatong ked cha Jesus si chomangon chi byeybyey un sakupon chi Gadarenes, liyabot kan siya cha chuwaʼn leɏakiʼn laaɏan, un lampeɏpu si loblobon. Patunged cha kaog-ogyat ked lappun makaituled un mangoy si hachiʼn chaɏan. 
MAT.8.29	Ot lapalakuycha un kalancha, “Sikaʼn Alak Apudyus, puggey taktakon chikami? Ha ummalika utla ta paligatam chikami sakbyey un gumatong chi likodchong un timpu?”
MAT.8.30	Ked inggew cha amod un byeɏok si achali un sinsusubsub. 
MAT.8.31	Ot ilàaɏuk cha aɏan si Jesus un kalancha, “Lu peɏyawom chikami, ibuunlu chikami kan cha anchaʼn byeɏok.”
MAT.8.32	Ot kalan Jesus kan chicha, “Ingkayu!” Ot lummawa cha aɏan si hachiʼn tagu ot ummoy cha lallun-ug kan cha byeɏok. Ot lanchokchokas cha byeɏok lummayug si angit ot laamin cha lilutob ya laalud si byeybyey.
MAT.8.33	Cha hachiʼn man-aachug kan cha byeɏok, ummawidcha si ili. Imbyegacha losan un lakwa, pati cha lakwa kan cha chuwaʼn laaɏan. 
MAT.8.34	Ot ummoy cha umili ilabot si Jesus. Ot inchesancha pun siya, ilàaɏukcha siya ta telala ilicha.
MAT.9.1	Oli pun lambyangka cha Jesus kasin ot chummemangcha si byeybyey ot langulin si ilila. 
MAT.9.2	Lichuumcha pun si ili, inggetong cha tagu leɏakiʼn bilubulligenchaʼn lapalalais. Laammuwan pun Jesus chi gettok un pammaticha kan siya, kalala si lapalalais, “Alakku, pakoscheɏom chi somsomoklu. Lapakawan cha byasuɏm.”
MAT.9.3	Ot sin-aayumimit cha uchum un mimistulun chi lintog un kalancha, “Palaggey iyisu long-egla kan Apudyus!”
MAT.9.4	Ammun Jesus chi awed si somsomokcha ot kalala, “Puggey un lawwing chi somsomokyu? 
MAT.9.5	Simma lagodgochong un ibyega, ‘Lapakawan cha byasuɏm,’ willu ‘Lumibbyatka ked malidchaɏanka?’ 
MAT.9.6	Allaya maligammuwanyu un Sakon un Alak chi Tagu, alla kalobbongak utla pita un mamakawan si byasuɏ.” Ot kalala si hachiʼn lapalalais, “Lumibbyatka, eɏam chi oboklu ya ingkan uwayu!”
MAT.9.7	Ot lummibbyat chi hachiʼn lapalalais ot ummoyon. 
MAT.9.8	Intullong pun cha amod un tagu lakwa, laschaawcha ya ummogyatcha, ot chilaychayawcha si Apudyus un langatod si kamatchiʼn kalobbongan kan cha tagu.
MAT.9.9	Ot ummoyon si Jesus udchi ot si lalidtidchaɏalala intullongla osaʼn manchachagup si bugis un mangngachen Matthew un umaammuy si opisilala. Ot kalan Jesus kan siya, “Tun-ucholak.”
MAT.9.10	Si ummoyan cha Jesus ya cha disipulusla langalan ud uwancha Matthew, ummoy lakakan cha achuʼn kakadwan Matthew un manchachagup si bugis ya cha uchum un malagbyasuɏ. 
MAT.9.11	Intullong pun cha Pariseo chicha, ilimuscha kan cha disipulus Jesus, “Puggey makakan chi Apuyu kan cha manchachagup si bugis ya cha malagbyasuɏ?”
MAT.9.12	Chingngeɏn ked Jesus chicha, summongbyat, “Ha taguʼn lappun sakitla, achipunla masapuɏ chuktuɏ. Ngim ha makasapuɏ ked ha lasakit. 
MAT.9.13	Ingkayu amman achaɏon chi pion chi ugud Apudyus un ibyega un kalala, ‘Siyad piok chi kumachegu kayu kan cha asintataguyu. Chakampun si piok cha ichatchatunyu kan sakon.’
MAT.9.14	Oli pun ummoy cha disipulus John un Mambubunyeg lakaimus kan Jesus, “Puggey un chikami ya cha Pariseo, mangankallayun kami mallaun, ngim cha disipuluslu achipuncha mallaun?”
MAT.9.15	Ot inyalig Jesus un summongbyat, kalala, “Ha makwa kamman un mallaun cha bubuɏun chi leɏakiʼn mangkaseɏ lu awed cha kan siya? Mangancha bò amin. Ngim gumatong chi timpu un miyachayu likaseɏ kan chicha, ked hachi asicha mallaulan.”
MAT.9.16	Ot kasin lan-alig si Jesus un kalala, “Lappun tagù mangitekup si baruʼn luput si chachaan un silup ti lu kumsin chi baruʼn luput, ked maam-amod mapissay chi silup. 
MAT.9.17	Ya lappun tagù mangigga si ilabuyu un byeyas si chachaan un giledchang un iiggaan
MAT.9.18	Sissiyaʼn man-ugu-ugud si Jesus kan chicha, ot gummatong chi osaʼn pangat chi sinagogan cha Judio. Lampalintuming si sangwalanla ot kalala, “Kakkatoy chi alakkuʼn byebyai, ngim lu umalika ta appachem siya, matagu kasin.” 
MAT.9.19	Oli pun lummibbyat si Jesus ya cha disipulusla ot litun-udcha kan siya.
MAT.9.20	Inggew chi osaʼn byebyai un mambuɏubuɏus si lasawaɏan si chuwaʼn tawon. Ummoy si ochogen Jesus ot ilappachela pegpeg chi silupla, 
MAT.9.21	ti ha somsomokla, “Samela gey lu maappachek chi silupla, ta lumin-awaak.”
MAT.9.22	Oli pun lantuwili si Jesus ot intullongla siya, ot kalala, “Pakoscheɏom chi somsomoklu, alakku! Gapu si pammatim kan sakon, lumin-awaka.” Ot kakma lummin-awa byebyai.
MAT.9.23	Gummatong pun cha Jesus si byeɏoy chi pangat chi sinagoga, lilumlokcha ot intullongla cha malungtungngali ya cha amod un taguʼn lappun kapuutancha, 
MAT.9.24	kalala kan chicha, “Lumawa kayu, chakampun si latoy chi allaʼn byebyeɏasang, lasusuyop abus.” Ot liyokyokcha siya. 
MAT.9.25	Lummawa pun cha amod un tagu, lilumlok si Jesus si chaɏom ot iloglela imala ot bummangon chi byebyeɏasang. 
MAT.9.26	Ot lanchilameg chi killingwan Jesus si losan un sakup chi hachiʼn ili.
MAT.9.27	Ummoyon si Jesus, ot si malidtidchaɏalala, tilun-ud cha chuwaʼn lakuɏap un ip-ipkawcha, “Galak David, kacheguwam u chikami!”
MAT.9.28	Lilumlok pun si Jesus si byeɏoy, lilumlok bo cha hachiʼn chuwaʼn lakuɏap. Ilimus Jesus kan chicha, “Ha mamati kayuʼn makwak un kaalon chi kuɏapyu?”
MAT.9.28	Ot summongbyatcha, “O, Apu.”
MAT.9.29	Ot ilappachen Jesus chi atacha un kalala, “Gapu si pammatiyu, makwa.” 
MAT.9.30	Oli pun makatullongcha. Ot bililin Jesus chichaʼn ustu un kalala, “Achiyu ibyegbyega ulay silu.” 
MAT.9.31	Ngim ummoyoncha pun, inweɏawegcha chameg mipanggop kan Jesus si losan un sakup chi hachiʼn ili.
MAT.9.32	Ummoyon ked cha hachiʼn lakuɏap, illiyoy bo cha uchum kan Jesus chi osaʼn leɏakiʼn laumeɏ gapu ta laaɏan. 
MAT.9.33	Pileɏyaw pun Jesus chi aɏan, gumminga hachiʼn leɏaki. Laschaaw cha amod un tagu ot kalancha, “Lappun illila takù katlaʼn lakwaʼd Israel!”
MAT.9.34	Ngim kalan cha Pariseo, “Awed kan siya pangat cha aɏan ked siya chi langatod kan Jesus si kilabyelin un mameɏyaw kan cha aɏan.”
MAT.9.35	Ot lilikwos Jesus cha ili-ili un lantudtuchu ud cha sinagoga. Imbyegbyegala Bibiɏuʼn chameg mipanggop si Mampangatan Apudyus ya pilalin-awala bo cha losan un kalasin cha saksakit cha tagu ya sigeb chi long-egcha. 
MAT.9.36	Intullongla pun cha amo-amod un tagu, kilacheguwala chicha ti maligligatancha ya kakkaasicha. Isucha keɏlilu un lappun mangayyuwan kan chicha. 
MAT.9.37	Ot kalala kan cha disipulusla si pangngalig, “Achu cha maali, ngim akit cha man-ali. 
MAT.9.38	Ked manchawat kayu kan Apudyus un singkuwa kan cha maali ta mangibuun si achuʼn man-ali.”
MAT.10.1	Lagamput ka hachi, ilayagen Jesus cha lasawaɏan si chuwaʼn disipulusla ot illidchela chicha si kalobbongan un mameɏyaw kan cha aɏan ya mangagas kan cha losan un kalasin cha sakit ya sigeb chi long-eg. 
MAT.10.2	Allaya cha ngachen cha lasawaɏan si chuwaʼn apostoles Jesus. Ha umula si Simon un ngadloncha Peter ya si Andrew un suludla ya cha James kan John un alak Zebedee. 
MAT.10.3	Cha Philip kan Bartolome, Thomas ya si Matthew un manchachagup si bugis ya si James un alak Alphaeus, ya si Thaddaeus, 
MAT.10.4	Simon un mangisasakkit si ilila, ya si Judas Iscariot un langiyibit kan Jesus.
MAT.10.5	Oli pun imbuun Jesus cha lasawaɏan si chuwaʼn apostolesla ot bililinla chicha, “Achi kayu umoy si ilin cha Gentil ya ulay cha ilin cha Samaritans. 
MAT.10.6	Ngim ingkayu kan cha choga takuʼn galak Israel ti isucha keɏliluʼn lataɏak. 
MAT.10.7	Kacha ayanyu iweɏagawegyu Bibiɏuʼn Chameg, ‘Chanchali Mampangatan Apudyus.’ 
MAT.10.8	Palin-awaonyu cha lasakit, taguwonyu cha latoy, papeɏkasonyu cha lakuteɏ, peɏyawonyu cha aɏan. Gapu ta lappun imbyayedyu si ilawatyu ked achi kayu bo mampabyayed lu tumuɏung kayu. 
MAT.10.9	Achi kayu mangiyawit si pilak willu byalituk. 
MAT.10.10	Ya achi kayu mangiyawit si sambyeg si mambiyasiyanyu willu mansukatanyuʼn silup willu sancheɏ willu sekud. Ti lobbonglan mapakalan cha mangkawachi.
MAT.10.11	“Ked lu gumatong kayu si iliʼn ayanyu, singtonyu lu silu lumbong un mammangili kan chikayu ked inggew kayu inggalà umoyon kayu. 
MAT.10.12	Lu lumlok kayu si osaʼn byeɏoy, ibyegayuʼn, ‘Si Apudyus chi mangtod si lin-awa kan chikayu.’ 
MAT.10.13	Ked lu pionchaʼn mammangili kan chikayu, si Apudyus chi ustuʼn mangatod si lin-awa kan chicha. Ngim lu issanchaʼn mammangili kan chikayu, mangulin kan chikayu lin-awan ibinchisyun Apudyus kan chicha. 
MAT.10.14	Ngim lu awed byeɏoy willu iliʼn achipun chikayu mangiliyon ya achipun chumngeɏ kan chikayu, telanyu ked pukpukanyu tapuk si ikiyu ked ummoyon kayu ta mangammuwancha un kigedcha si machusaancha. 
MAT.10.15	Tuttuwa allaʼn ibyegak kan chikayu, lu chumtong chi eɏgew un manguisan Apudyus si cha tagu, singkumaɏu chusan cha hachiʼn umili lu ha chusan cha iSodom ya iGomorrah.”
MAT.10.16	Ot intuɏuy Jesus un kalala, “Somsomkonyu cha alla. Ibuunku chikayu kan cha lawwing un tagu un isuyu keɏlilu un umoy si inggewan cha atap un asu. Ked masapuyʼn lasilib kayu un isun chi uɏog ya laamu kayu un isun chi kalapati. 
MAT.10.17	Man-alled kayu ti allat cha malokma kan chikayu ked ichiɏum chikayu si korti ya mambyautcha kan chikayu si sinagogacha. 
MAT.10.18	Gapu kan sakon, mipasangu kayu si sangwalan cha gubillachuɏ ya cha Ari ta ibyegayu Bibiɏuʼn Chameg kan chicha ya cha losan un Gentil. 
MAT.10.19	Lu ichiɏumcha chikayu, achi kayu machalagen mipanggop si ibyegayu willu in-ilonyuʼn man-ugud, ti mipakaammu kan chikayu chi ibyegayu si hachiʼn timpu. 
MAT.10.20	Ti chakampun un mampeɏpu kan chikayu chi uguchonyu, ngim ha Ispiritun Amayu chi guminga-ginga kan chikayu.
MAT.10.21	“Si hachiʼn timpu, man-asiibit cha mansusulud ta mapatoy chi suludcha, ya ulay bo cha man-aama ya man-iila. Ked sasangngaon cha aalak cha amacha ya ilacha ked ipaotoycha bo chicha. 
MAT.10.22	Ked lawingon chikayu kan cha losan un tagu gapu kan sakon. Ngim lu silu mangipapati si pammatila kan sakon inggalà alungusla, chicha matatagu ing-inggala. 
MAT.10.23	Lu paligatan chikayu si osaʼn ili, ingkayu si osa boʼn ili. Ha ibyegak kan chikayu tuttuwa, achipunyu magamput chi kawachiyu si losan un iliʼd Israel, ked mangulilak, Sakon un Alak chi Tagu si awi.”
MAT.10.24	Oli pun lan-alig si Jesus un kalala, “Lappun iswila un langatngatu lu ha mistulula ya lappun bubùulon si langatngatu lu ha ap-apula. 
MAT.10.25	Ked maplok otyan chi iswila lu mambyalin isun chi mistulula, ya kamatla otyan bo si bubùulon lu mambyalin isun chi ap-apula. Lu sakon un miyalig un singkuwa si byeɏoy, kalancha un sakon si Beelzebul, giluɏa kayu bo, achi amod chi kalancha kan chikayuʼn kabyeɏoyla.”
MAT.10.26	“Achi kayu umogyat kan cha katchiʼn tagu, Ti losan un mitataɏu si sala mitokweɏ lu sumin-eɏgew, ked losan un lailimod si sala lumtaw lu chumtong chi timpula. 
MAT.10.27	Ha ibyegak kan chikayu si manggikbot, ibyegayu si padcha ya lu silu inyagasaasku kan chikayu, ipakuyyu si tuktuk cha byebbyeɏoy. 
MAT.10.28	Achi kayu umogyat kan cha mangtoy kan chikayu, ti abus chi long-egyu si otoyoncha, achipuncha makaotoy si kalichodwayu. Ngim abus si Apudyus si umogyatanyu ti makwaʼn yam-alola long-eg ya kalichodwa ud impiyeɏlu. 
MAT.10.29	Somsomkonyu chi man-aayyuwan Apudyus kan chikayu. Tansu abus ngilan chi chuwaʼn tilin. Ngim lappun matoy ulay ossaan lu achipun Apudyus un Amayu ipalubus. 
MAT.10.30	Giluɏa bo kan chikayuʼn tagu! Ti ulay cha buukyu ammula bilangla. 
MAT.10.31	Ked achi kayu umogyat, lapotpotog kayu kan Apudyus lu cha achu un tilin!”
