MAT.1.1	˻Isirele yembomanga ou pulu pulu anda kolepa˼ Eporayamo kinie
MAT.5.30	Nunge kiselone ulu pulu keri te tenu liemo aku kiselo kari leko lteani. Nunge kiselo angiliepili nu tepe koleana liku mundunge kinie kapola naa temba kene kangimunge melte wendo liku ltekolie molko kondoni kinie papu.” nirimu.
MAT.5.31	“˻Ou Mosisini˼ ungu mane te sipelie nimbendo:
MAT.5.31	“Ye tene yunge ambomondo
MAT.5.31	‘Kamu pupili.’ nimbe makorombando
MAT.5.31	ambomo “Kamu pu.” nimbé mele pepá te topa ambomo sipelie
MAT.5.31	yundu “Kamu pu.” nimbe aku tepili.”
MAT.5.31	nirimu kanumu.
MAT.5.32	Nalo nane kinié eno nimbu sikiru:
MAT.5.32	Ye puli ambo te ye te kinie wa ulu kerinele naa tepili yunge yemone yu makoropa “Kamu pu.” nimu liemo ‘Wa ulu kerinele teli ambomo molopili.’ nimbe aku telemo. “Pu.” nimbe makorolemo ambomo pe ye tene yu limo kinie kanu yemo kepe wa ulu kerinele telemola.”
MAT.5.33	“Koro-ou ˻Mosisini˼ anda kolepalimendo ungu mane te pea sirimumu eno pilimele. Kanu ungu manemo isipe:
MAT.5.33	“‘Paa sike tembo.” ningu, ningu panjiku mi lenge ungumu pulue naa tangi.
MAT.5.33	Awilimundu “Paa sike tembo.” ningu, ningu panjiku
MAT.5.33	mi lenge mele paa sike aku siku teangi.’
MAT.5.33	nirimu kanumu. 
MAT.5.34	Nalo kinié nane eno nimbu sikiru: “Paa sike nikimu.’ ningu piliengi!’ ningu mele awili tenga imbi leko paa mi naa leangi. Mulu koleamo kepe imbi leko mi naa leangi. Aku koleamo Pulu Yemo molopa melema nokolemo koleamo kene aku naa teangi. 
MAT.5.35	Ma koleamo kepe imbi leko mi naa leangila. Akumu Pulu Yemo yunge kimbu mundulimo polomo kanumu. Jerusalleme kepe imbi naa laleangi. Akumu Ye Nomi Kingi Paa Awilimunge
MAT.5.36	Nunge penge kepe. Akumu nuni penge indi te ‘Kake tepili.’ molo ‘Pombera topili.’ ningu ulu te manda naa teni kene pengemo walsiku imbi leko mi naa leaa. 
MAT.5.37	Ulu te sike teni liemo sumbi siku “Tembo.” nieni. Naa teni liemo “Naa tembo.” nieni. Ulu kerimenga pali ulu pulumu pelemo ˻kuru˼muni
MAT.5.38	“˻Ou Mosisini˼ ungu mane te sirimumu eno pilimele. Kanu ungu manemo isipe:
MAT.5.38	“Yembo tene yembo tenga mongomo topa akumbe kinie yunge mongomo toko akundengila.
MAT.5.38	Yembo tene yembo tenga ungú topa langomba kinie yunge ungú toko langondangila.”
MAT.5.38	nirimu kanumu. 
MAT.5.39	Nalo kinié nane eno nimbu sikiru: Eno tepa kenjimbe yembomo anjo uluri naa teko, ‘We tepa kenjepili.’ niengi. Yembo tene nunge kumbikere ekendonga larauwe tomba kinie topele toko ‘Ekendonga kamu larauwe topili.’ nieni. 
MAT.5.40	Yembo tene ‘Nunge wale pakolimu liembo.’ nimbe kote tendemba temba yembomo nunge wale sulu peangamo kepe ‘pea we lipili.’ nieni. 
MAT.5.41	˻Romo ami˼ ye tene nu ambolopalie “Nuni na liku tapondoko mako tenga ˻nanga melema mendani˼ pambili.” nimbé kinie mako tenga pea yu we liku tapondoko melema mendeko pani. 
MAT.5.42	“Melte si.” nimbe mawa temba yembomo mawa temba melemo we sieni. “Kou te pundu anjiku si.” nimbé yembomo “Molo.” naa nieni.” ˻nirimu.˼
MAT.5.43	“˻Ou Mosisini˼ ungu mane te sirimumu eno pilimele. Kanu ungu manemo isipe:
MAT.5.43	“Opa lkerayemo konopu mondoko,
MAT.5.43	opa puluemo kanoko keri kanani.”
MAT.5.43	nirimu kanumu. 
MAT.5.44	Nalo kinié nane eno nimbu sikiru: Enone enonga opa puluema konopu mondoko, eno teko kenjilimele yemboma ‘Pulu Yemone tepa kondopili.’ ningu Pulu Yemo enonga mawa tendangi. 
MAT.5.45	Enonga ‘Lapa mulu koleana molemomonga ambolangoma
MAT.5.46	“Eno konopu mondolemele yemboma mindi konopu mondolemele kinie Pulu Yemone kanopa peanga kanombaye? ˻Romo gapomano˼ kou takisi limele yembo ˻kerime˼ kepe
MAT.5.47	Enone enonga pulu lemo yembomando mindi “Eno manda molemeleye?” nilimele kinie we yembomane telemele mele maniendopa, enone telemele mele olandopaye? Ulsukundu yembomane aku sikula naa telemeleye? 
MAT.5.48	Akumunge ˻Mosisini sirimu ungu manema we pilku naa teko,˼ enonga Lapa mulu koleana molemo ye paa sumbi nilimu molemo mele eno aku siku yembo sumbi nilime molangi.”
MAT.6.1	˻Yesusini ungu mare nimbe molopalie ungu mare pea nimbendo:˼
MAT.6.1	“‘Yembomane ‘Olio yembo paa peangama. Ulume paa tepo kondolemolo.’ ningu kanangi.’ ningu yemboma kanoko molangi enonga ulu peangama paa naa teangi. Aku siku tenge kinie yembomane eno kapi ninge. Kanu kapi ninge ungume enonga mele kalolimu lingemonga enonga mulu koleana molemo Lapamone eno mele naa kalomba.
MAT.6.2	“˻Enonga mulu koleana molemo Lapamone aku siku tenge yemboma mele naa kalomba˼ kene enone yembo koropa pulime kondo kolko ‘Lipu tapondamili.’ ningu kou mone te singendo ‘Temolo mele yembomane kanangi.’ ningu, ru ningu melte naa siengi. Topele mapele toli yemane
MAT.6.3	“Nalo enone yembo koropama kondo kolko melte singendo ‘Yembomane paa naa kanangi. Yembo te pea tapu topo andolembolomone kepe naa kanopili, lopi tepo kiyengo nimbu lipu tapondambo.’ niengi. 
MAT.6.4	Kanu kinie yembomane naa kanangi, tenge mele yembo te naa ningu sikulie koropa puli yembo te liku tapondonge kinie enonga ˻mulu koleana molemo˼ Lapamone lopi teko telemele ulume kanolemomone eno mele kalomba.” ˻nirimu.˼
MAT.6.5	“Eno Pulu Yemo kinie ungu ningendo topele mapele toli yemane
MAT.6.6	Nalo eno Pulu Yemo kinie ungu ningendo enonga suluminiana sukundu puku nambune sikulie kanu lopi teli koleana enonga ˻mulu koleana molemo˼ Lapa naa kanolemele yemo-kinie ungu nieyo. ˻Yu akune molemo.˼ Aku tenge kinie enonga ˻mulu koleana molemo˼ Lapa lopi teko telemele ulume kanolemomone eno pe mele kalomba.
MAT.6.7	“‘Na Pulu Yemo kinie ungu niembo.’ ningulie Isirele talapemonga ulsu molemele yembomane
MAT.6.8	Enonga ˻mulu koleana molemo˼ Lapamo ou mawa naa teangi eno molo tolemo melema yuni pilipe kanolemo kene kanu yembomane telemele mele aku siku naa teangi.
MAT.6.9	“Eno Pulu Yemo kinie ungu ningendo i siku niengi:
MAT.6.9	“Olionga mulu koleana moleno Lapamo, yembomane ‘Nu imbi ola molopa ye kake teli peangamo moleno.’
MAT.6.9	ningu molangi.
MAT.6.10	Nu ye nomi kingimu molko
MAT.6.10	yemboma nokoni walemo
MAT.6.10	Nunge ungumu mulu koleana pilku liku telemele mele
MAT.6.10	aku siku ya ma koleana pilku liku teangi.
MAT.6.11	Olio kinié langi nomolo mele kinié siyo.
MAT.6.12	Yembomane olio teko kenjengi kinie
MAT.6.12	siye kolopo ulu te naa temulu mele
MAT.6.12	aku sikula olione nu tepo kenjemulu ulume
MAT.6.12	siye kolko olio ulu te naa teyo.
MAT.6.13	Olio ‘Ulu tene kondi topili.’ naa ningu
MAT.6.13	ulu kerimenga pali ulu pulumu pelemo ˻kuru˼muni
MAT.6.13	(Nu koleama kinie melemanga pali ye nomi kingimu molko, tondolo olandopamo nu-kinie pepa, nu imbi paa olandopa molopa nu-kinie pa tondolo-tepa tepili alieli molko mindi pulino kene
MAT.6.13	aku sipe tepili.)”
MAT.6.13	ningu aku siku Pulu Yemo kinie niengi.
MAT.6.14	“Yembomane eno teko kenjinge ulume ‘We manie pupili.’ ningu siye kolongi liemo enonga mulu koleana molemo Lapamone enonga ulu pulu kerime ‘Manie pupili.’ nimbe siye kolombala. 
MAT.6.15	Nalo yembomane eno teko kenjinge ulume ‘We manie naa pupili.’ ningu siye naa kolongi liemo enonga ˻mulu koleana molemo˼ Lapamone enonga ulu pulu kerime ‘Manie naa pupili.’ nimbe siye naa kolombala.” ˻nirimu.˼
MAT.6.16	“Eno langi naa nongo mi toko we molonge ulu pulumu tengendo topele mapele toli yemane
MAT.6.17+MAT.6.18	“Nalo eno langi naa nongo mi toko we molongendo ‘We yembomane na aku tekero mele naa kanangi. Tatane manjipe kanopili.’ ningu we yembomane kanonge ulume naa teangi. Aku tenge kinie enonga ˻mulu koleana molemo˼ Lapa lopi teko telemele ulume kanolemomone eno mele kalomba.” ˻nirimu.˼
MAT.6.19	“Ya ma koleana mele nosilimelema urelo tepa koka molo lkurinia melemane ongo teko kenjiku, wa lili yema ongo melema wa limele kene ‘˻ya mana˼ kamako molopo mele kande kandema lipu nosiemili.’ ni naa niengi. 
MAT.6.20	Aku naa tekolie mulu koleana melema urelo naa tepa koka molo lkurinia meltene omba tepa naa kenjipe, wa lili yema ongo wa naa limele kene eno mulu koleana ˻pe pungemonga˼ ‘mele kande kande pe limoloma ou liepili.’ ningu ya ma koleana ulu peangama teko molangi. 
MAT.6.21	Enonga nosilimele melema lemo kolea akune eno konopuni pilku konopu mondoko molemele kene ˻‘mulu koleana mindi melema liepili.’ ningu molangi.” nirimu˼.
MAT.6.22	“Nunge mongomo nunge kangimunge tepe-llame mélemo. Aku kene nunge mongo peanga angilimo kinie nu kangi pali pa tepili moleno kinie nu molko kondoleno. 
MAT.6.23	Nalo nunge mongomo keri lemba kinie nunge kangi pali sumbulu topili andoni. Kanu kinie nunge kangine pateli pembamo alowa tepa sumbulu tomba kinie akumu paa kamu sumbulu tomba.” ˻nirimu.˼
MAT.6.24	“Yembo tene ye awili talonga kongono lipe tere lepa manda naa tendemba. Ye awili te konopu keri panjipe, te konopu mondomba. Molo aku naa temu liemo ye awili tenga ungu nimbéma paa konopu sipe pilipe lipe kongono nimbéma tondolo mundupe tendepa, te konopu keri panjipe yunge ungu nimbéma ta nimbé. Yembomane Pulu Yemonga kongonomo kinie Kou Monemonga kongonomo kinie liku tere leko manda naa tendenge.
MAT.6.25	“Akumunge nane eno ˻tenge mele˼ nimbu siembo. ‘Kangikundu molopo kondamili.’ ningu konopu awisili liku naa mundengi. Langi nongemonga kepe no nongemonga kepe mulumbale pakongemonga kepe akumenga konopu awisili liku munduku naa molangi. Eno kapola molonge mele ulu pulumu langi kinie mulumbale kinie mindiye? 
MAT.6.26	Kerama kaname. Langi te panjikulie nou lemo kinie liku mengo ulkendo puku nosiku naa nolemele nalo eno yembomanga mulu koleana molemo Lapamone kerama langi silimo. Kerama we mele eno yemboma olandopamonga yuni eno naa nokombaye? 
MAT.6.27	Enonga yembo tene konopu awisili lipe mundumbemone yu kolomba ena te manda ‘We liepili.’ nimbeye? Manda naa nimbé.
MAT.6.28	“Eno pakonge melemanga konopu awisili nambemune liku mundulimeleye? Pillawa sindime mana olemo mele eno naa kanolemeleye? Pillawa sindimene kongono mindili siku naa teko, mulumbale te teko mimi naa telemele 
MAT.6.29	nalo pillawa sindime molemele mele olandopa, ˻ye nomi kingi˼ Sollomono
MAT.6.30	Era sindi tolemoma kinié mele molemo, opali mele poroko tepena kalemelema Pulu Yemone aku sipe nokopa kondolemo liemo eno ‘Pulu Yemone olio manda nokombanje.’ ningu laye kolte mindi pilimele yemboma pakonge melemanga yuni manda lipe naa tapondombaye? Eno paa sike lipe tapondomba.
MAT.6.31	“˻Pulu Yemone kerama kinie era sindime kinie aku we melema aku sipe nokolemo˼ kene eno konopu awisili liku mundukulie ‘Esi, langi te tena lipu nomolonje?’; molo ‘No tena kolopo nomolonje?’; molo ‘Wale pakoli tena lipu pakomolonje?’ ningu pilku naa molangi. 
MAT.6.32	Pulu Yemonga yemboma naa molko ulsukundu molemele yembomane aku siku telemele nalo enonga mulu koleana molemo Lapamone eno yunge yembomanga mele molo tolemoma kanopa molemo. 
MAT.6.33	˻Eno langi nongemanga kinie mulumbale pakongemanga kinie konopu naa liku munduku,˼ Pulu Yemo ye nomi kingi molopa yemboma nokolemo
MAT.6.34	Yuni aku temba kene ‘Opali nambe-embonje?’ ningu kinié konopu awisili liku naa mundengi. Opalimunge langi molo melema aku opali, kiniémonga langi molo melema kinie, opalimunge kinie, liku tere leko naa piliengi! Enamanga yu mele mele umbunema pelemo pembama kanu enamanga mindi. Kinié umbune wendo ombáma kinie, opali talou umbune wendo ombámanga kinie, tere leko konopu liku naa mundengi.” ˻nirimu.˼
MAT.7.1+MAT.7.2	˻Yesusini ungu mare nimbe molopalie ungu mare pea nimbendo:˼
MAT.7.1+MAT.7.2	“Enone anjo yemboma ˻telemele ulume˼ apurunge kinie aku sipe ˻Pulu Yemone˼ eno telemele mele yando apurumbela.
MAT.7.3	“Nuni angenanga mongona nurupulu te lemo kanoleno nalo nunge mongona unjo awili te lemomo naa kanoleno akumu nambemune telenoye? 
MAT.7.4	Nunge mongona unjo awili lemomo naa kanokolie angenando “Ano, nunge mongona nurupulu te lemomo wendo lindembo.” nambeko nilinoye? 
MAT.7.5	Topele mapele toli yembomo,
MAT.7.5	nuni nunge mongona lemo unjo awilimu ou wendo likulie pe kanoko kondoko angenanga mongona lemo nurupulumu manda wendo lindení.” ˻nirimu.˼
MAT.7.6	“‘Pulu Yemonga’ nilimele melema liku owa naa sieme. Nombalie pe topele topa eno nombanje kene aku naa teangi. Enonga mele peangama kongi angilimbena toko naa mundengi. Kimbuni kambilimbenje kene aku naa teangi.” ˻nirimu.˼
MAT.7.7	“˻Lapa, mulu koleana molemo yemo˼ melema mawa teko “Si.” niengi. Aku tenge kinie melema sike simbe linge. ˻Lapa molemona˼ melema korangi. Aku tenge kinie melema sike kanoko linge. Ulke kerepulune angilku “Sukundu wamili.” niengi. Aku ninge kinie “Sukundu waa.” nimbe nambune tondomba. 
MAT.7.8	Mawa tenge melema sike simbe linge, koronge melema sike kanoko linge, “Sukundu wamili.” ninge kinie sike nambune tondomba. Aku temba kene aku teaa.
MAT.7.9	“Enonga ye te yunge malo ombalie “Tata, pillawa kaloli te nambo si.” nimbé kinie yunge lapane yu kou mulú te simbeye? 
MAT.7.10	Molo kangomone “Tata, oma te nambo si.” nimbé kinie yunge lapane wambiye te simbeye? 
MAT.7.11	Pe eno konopu keri pepili molemele yembomane aku siku enonga ambolangoma mele peangama silimele liemo enonga Lapa mulu koleana molemomone “Melema si.” ningu mawa tenge yemboma mele peangama paa olandopa naa simbeye? ˻Paa simbemo.˼ 
MAT.7.12	Akumunge, ‘Yembomane nu-kinie teangi.’ konopu leno mele nuni anjo yemboma aku siku teani. ‘Aku teangi.’ nikinu ulumuni Mosisini Pulu Yemonga ungu mane sirimu bokune torumumenga pulumu kinie, Pulu Yemone ungu umbu tondorumume pilku yemboma ningu siringi yemane bokune toringi ungumenga pulumu kinie,
MAT.7.12	˻nirimu.˼
MAT.7.13	“Eno pala kerepulu kangamonga paa pangi.
MAT.7.14	Nalo alieli konde molopa kondopa mindi puli koleana
MAT.7.15	“Pulu Yemone ungu umbu tondolime naa pilku we kolo toko yando ningu singe yema onge kene kanoko kondoko molayo. Kongi sipisipi paa taka liku molemele mele aku siku kanu yemboma ongo molonge nalo owa takera
MAT.7.16	Kanu kolo toli yemboma ongo ulu tengema kanokolie, ‘Eno sike kolo tolime.’ ningu kanonge. ‘Amu namili.’ ningu akeme manda olko toko nolemelaye? Molo ‘Me te namili.’ ningu silipu manda akuku nolemelaye? Paa molo. ‘Amu lupe akeme lupela, me lupe silipu lupela.’ ningu kanolemele. ˻Aku siku mele Pulu Yemone sike ungu umbu tondolime pilku yemboma sike ningu silimele mele lupe, Pulu Yemone ungu umbu naa tondolime yemboma kolo toko ningu silimele mele lupela ningu kanonge.˼ Unjoma mongo tolemo kinie kanokolie ‘Ime nomolo lemo. Ime naa nomolo lemo.’ ningu kanoko imbi silimele kanumu.
MAT.7.17	Unjo peangamone mongo peangamo tolemo; unjo kerimuni mongo kerimu tolemo. 
MAT.7.18	Unjo peangamone mongo keri te manda naa tomba; unjo kerimuni mongo peanga te manda naa tombala.
MAT.7.19	Unjo mongo peangama naa tomba unjoma pali peke tokolie tepena kalemele.
MAT.7.20	Unjoma mongo tolemo kinie kanokolie, “I mu peanga, imu keri.” ningu apurulimele mele, onge yembo kanumene tenge ulume enone kanokolie yemboma molemele mele sike aku siku kanonge.
MAT.7.21	“‘Yembomane nando ‘Awilimu.’ nilimele yemboma pali Pulu Yemone nokolemo mulu koleana
MAT.7.22	Yemboma apurumbe wale kanumu wendo ombá kinie yembo awisilini nando ningendo: “Awilimu, nane nunge imbi lepo
MAT.7.23	Nalo aku siku ninge kinie nane enondo nimbondo: “Na enonga imbime paa naa pilipu eno kanopo imbi naa silio.
MAT.7.24	“Akumunge, inanga ungume pilku liku tenge yemboma eno ye te molemo mele niembo: Ye pilipe konginjeli perimu ye te yuni yunge ulkemo ‘Ingi nimbe angiliepili.’ nimbe kou-polona ola takorumu. 
MAT.7.25	Pe lo topa no topa poporome topalie ulkemo paa topa kalalu simbe terimu nalo ulke simumu kou-polona angilierimu kulu topa tekise naa tekisipe ingi nimbe we angilierimu. Nanga ungume pilku liku telemele yemboma eno kanu yemo mele molemele.
MAT.7.26	“I nanga ungume pilku liku naa tenge yemboma eno ye te molemo mele niembo: Ye pilipe konginjeli naa perimu ye tene yunge ulkemo ukiana ola takorumu. 
MAT.7.27	Pe lo topa no topa poporome topalie ulke kanumu topa kalalu sipe paa bulu-balo sirimu. Nanga ungume naa pilku liku tenge yemboma eno kanu yemo mele molemele.” nirimu.
MAT.7.28	Yesusini aku ungume nimbe pora sirimu kinie yuni mane sirimu pilku moloringi yembomane yuni ungu mane sirimu mele pilkulie mini-wale mundoringi. 
MAT.7.29	Pulu Yemonga ungu manemanga pulume pilku eno mane siringi yemane
MAT.8.1	Yesusi ma pangine maniendo ombá orumu kinie
MAT.8.2	Kanu kinie ye te kuru kendi nomba perimumu Yesusi orumune omba yunge kumbikerena koporongo langopalie yundu nimbendo: “Awilimu, nunge konopumuni na ‘konde pambo.’ konopu lienu liemo nuni na manda teko konde lini.” nirimu kinie 
MAT.8.3	Yesusini yemo kini ambolopalie yundu nimbendo: “‘Nu konde pani.’ konopu lekero kene konde pu.” nirimu kinie tamburumbu kuru kendimu nomba kelierimu. 
MAT.8.4	Kanu kinie Yesusini yundu altopa nimbendo: “Nuni ya ulu tekeromo yembo telurindu kepe paa naa niyo. Sumbi siku puku Pulu Yemo popo tondoli yemo
MAT.8.5	Yesusi Kapeniame taonona sukundu purumu kinie Romo yembomanga ami ye wane anderete nokorumu ye te yu orumune omba yundu mawa tepalie nimbendo: 
MAT.8.6	“Awilimu, nanga kendemande yemo kimbu ki kolopa pora sipe mindili nomba perepa ulkena liepili okoro.” nirimu.
MAT.8.7	Yesusini yundu “Ombo tepo konde limbo.” nirimu.
MAT.8.8+MAT.8.9	˻Aku nirimu kinie pilipelie˼ ami ye wane anderete nokorumu yemone yundu topondopa nimbendo: “Awilimu, na ye kerimu mele molio, nu nanga ulkena oni kinie kapola naa temba. Na ye tene kepe nokopa molemo, yunge ungumu pilipu lipu telio. Nane kepe ami ye mare nokopo molio. Kanu yemanga tendo “Pu.” nilio kinie yu pulimo. Molo tendo “Ou.” nilio kinie yu olemo. Molo nanga kongono tendeli kendemande yembo tendo “I siku tei.” nilio kinie yu aku sipe telemo kanumu. Aku sipela, nuni ungu te we nini kinie nanga kendemande yemo konde pumbe kene nuni we ni.” nirimu.
MAT.8.10	Yesusini yu nirimu mele pilipelie yu konopu awisili lipe mundupelie yu lombili oringi yembomando nimbendo: “Nane enondo paa sike nimbu sikirumu: I Isirele yembomanga talapena ulsu mololi yemone na ungumuni mindi manda tembo mele nimbe tondolo mundupe pilimo mele koleamanga pali, Isirele koleana sukundu kepe, yembo telurini kepe aku siku ningu pilieringi mele paa naa kanorundu. 
MAT.8.11	Nane enondo paa sike nimbu sikirumu: Ena mundi olemo koleamanga kinie ena pulimo koleamanga kinie yembo awisili wendo ongo Pulu Yemo ye nomi kingimu molopa nokolemo
MAT.8.12	Nalo Pulu Yemone ‘yunge yemboma’ nimbe mako torumu ˻Isirele˼ yemboma yu nokopa molemo koleana puku molemela yemboma yuni topa makoropa sumbulu toline mundumbe. Kanune paa mindili nongolie kola teko pereko molonge.” nirimu.
MAT.8.13	Aku nimbelie yuni ami ye wane anderete nokorumu yemondo nimbendo: “Nane nu ‘manda tendemba’ konopu lienu mele
MAT.8.13	tendendu kene pu.” nirimu. Kanu kinie yuni aku sipe nirimu enamonga kendemande yemo yu kuru topa kelepa konde pupe molorumu.
MAT.8.14	˻Kanu kinie˼ Yesusi Pitanga ulkena sukundu ombalie Pitanga kolepa ambomo kuru topa kangi norumu kulu aniembo lierimu kanopalie, 
MAT.8.15	yunge kimu ambolorumu kinie kangi nomba kelierimu kinie ambomo ola angilipe wendo ombalie Yesusi langi sipe yu nokorumu.
MAT.8.16	Pe kolea ipu lemba terimu kinie konopune kuru molorumu yembo awisili Yesusi molorumune mengo oringi kinie yuni kurumendo “Ongo wendo paa.” nirimu kinie ongo wendo puringi. Kuru torumu yemboma pali tepa konde lsimula. 
MAT.8.17	Aku sipe terimumunge koronga-ou Pulu Yemone ungu umbu tondorumume pilipe yemboma nimbe sirimu ye
MAT.8.17	“Yuni yuyu olio kuru torumume makoropa, olio aniembo lierimulu kurume lipe ulsu mundorumu.”
MAT.8.17	nirimu.
MAT.8.18	˻Walse˼
MAT.8.19	˻Nalo ou naa pupe we angiliepili˼ Pulu Yemonga ungu manemanga pulume pilipe mane sirimu ye te
MAT.8.20	˻Aku nirimu kinie˼ Yesusini yundu nimbendo: “Pílie! Owa takerama ulke pelemelemanga pelemele; kerama enonga mi takolemelemanga pelemele, nalo Manie Omba Mana Ye A Lierimu Yemonga pelemo kolea te naa lemo ˻kene, nu ‘Yu lombili pupulie kapola naa molombo.’ ningu pilkulie na lombili wani. We naa wani.˼” nirimu.
