MAT.1.1	Leabhar gheinealuigh Iósa Críosd, mhic Dhaibhi, mhic Abraham.
MAT.7.24	Ar a nadhbharsin gach uile neach do chluinn na bríathrasa agamsa, agus do ní íad, saimhléochaidh mé lé duine glic é, neach do rinne a thigh air chárraig: 
MAT.7.25	Agus do thúirling an fhearthainn, agus tangadar na tuilte, agus do shéideadar na gaótha, agus do bhúaileadar ar an ttigh úd; agus níor thúit sé: óir do bhí a fhuinniméd air charraig. 
MAT.7.26	Agus gach uile neach do chlúin mo bhríathrasa, agus nach ccoimhlíonann íad, saimhléochthar é lé duine leamh, neach do thógaibh a thigh air ghaineamh. 
MAT.7.27	Agus do thuirling an fhearthainn, agus tangadar na tuilte, agus do shéideadar na gaótha, agus do bhuáileadar air an ttigh úd; agus do thuit sé: agus bá mór a thuitim. 
MAT.7.28	Agus tárla, an tan do chríochnaigh Iósa na bríathrasa, gur ghabh úathbhas an pubal tré na theagasgsan: 
MAT.7.29	Oír do thegaisg sé íad mar 
MAT.8.1	Agus tar éis teachda núas don tslíabh dhó do leanadar cuideachda mór é. 
MAT.8.2	Agus, féuch, tainic lóbhar chuige agus do shléachd sé dhó, ag rádh, A Thighearna, mádh áill leachd, is éidir leachd misi do ghlanadh. 
MAT.8.3	Agus ar síneadh 
MAT.8.4	Agus a deir Iósa ris, Tabhair dod aire gan innisin do dhuine ar bith; achd imthigh, taisbean thú féin don tsagart, 
MAT.8.5	Agus ar ndul Díosa a sdeach go Capernáum, tháinic sentúrion chuige, dá ghuidhe, 
MAT.8.6	Agus a rádh, A Thighearna, atá móglach na luighe a sdigh a bpairilis, agus ar na phiánadh go ró íomarcach. 
MAT.8.7	Agus a deir Iósa ris, Ag teachd dhamhsa slainéochaigh mé é. 
MAT.8.8	Agus ar bhfreagra do chaiptin a dubhairt sé, a Thighearna, ní fíu misi thusa do theachd a sdeach fam chleith: achd a mháin abair an focal, agus sláinéochthar mhóglách. 
MAT.8.9	Oír is duine misi 
MAT.8.10	Achd ar na cluinsin 
MAT.8.11	Agus deirim ribh, Go ttiocfuidh morán ó náird shoir agus ó náird shíar, agus suighfid a bhfochair Abhraham, agus Isaac, agus Iácob, sa rioghachd neamhdha. 
MAT.8.12	Agus teilfidhthear clan na ríoghachda sa dorchadas atá léith a muigh: biáidh ann sin gul agus gearradh fíacal. 
MAT.8.13	Agus a dubhairt Iósa ris an gcaiptín, Imthigh romhad; agus biodh dhuit, do réir mar do chreid tú. Agus do slánuigheadh a shearbhfhoghantaidhe ar a núair sín.
MAT.8.14	Agus tan tháinic Iósa go tígh Pheadair, do chunnairc sé mathair a mhná ná luighe, agus í a bhfíabhrus. 
MAT.8.15	Agus do bhean sé ré na láimh, agus do fhágaibh an fíabhrus i: agus do éirigh sí, agus do rinne sí friothólamh dhóibh
MAT.8.16	Achd an tan do bhí déireadh an láoi ann, tugadar chuige móran ann a rabhadar deamhain: agus do theilg sé na spioruidighe a mach lé 
MAT.8.17	Do chum go gcoimhliónfuighthe an ní a dubhairt Esaias an fhaigh, a deir, Do ghabh seisean ar néagcrúaisne air, agus do iomchair sé 
MAT.8.18	Agus an tan do chunnairc Iósa slúagh mór na thimcheall, do aithin sé dul don táoibh oile. 
MAT.8.19	Agus ag teachd do sgríobaigh aírighe, a dubhairt sé ris, A Mhaighisdir, leanfuigh misi thu giodh bé ar bith ball ann a rachaidh tú. 
MAT.8.20	Agus a deir Iósa ris, Atáid fúachaisighe ag na sionnchaibh, agus neid 
MAT.8.21	Agus a dubhairt fear eile dá dheisgiobluibh ris, A Thighearna, léig dhamhsa imtheachd 
MAT.8.22	Achd a dubhairt Iósa ris, Lean misi; agus léig dona márbhuibh a mairbh 
MAT.8.23	Agus an tan do chúaigh sé a luin, do leanadar a dheisgiobuil é. 
MAT.8.24	Agus, féuch, do éirigh sdoirm mhór ar an bhfairge, ionnus gus fholaigheadar na tonna an loug: achd do bhí seisean na chodladh. 
MAT.8.25	Agus ar ndul 
MAT.8.26	Agus a deir seisean ríu, Créud fá a bhfuiltí eaglach, a luchd an chreidimh bhig? Ar néirghe dhósan an tansin, do bhagair sé air an ngáoith agus air an bhfairge; agus thainic ciúnas mór ann. 
MAT.8.27	Agus do ghabh iongnadh na daóine, ag rádh, Créud é an fearso, agá bhfuilid na gáotha agus an fhairge ag umhlughadh dhó!
MAT.8.28	Agus an tan thainic sé don táoibh eile go tír na Ngeirgésineach, tárrladar do dháoínibh air ann a rabhadar deamhain, ag teachd as na tuámaighibh, agus do bhí rofhiochmhar, ionnas nar bhéidir do dhuine ar bhith an tslighesin do ghabhail. 
MAT.8.29	Agus, féuchm do éimhgheadar, ag rádh, Créud é ar gcuídne dhiót, a Iósa, Mhic Dé? an dtainic tú ann so dár gcéusadhne roimhe a naimsir? 
MAT.8.30	Agus do bhí sealbh mhór mac a bhfad úatha ag inghilt. 
MAT.8.31	Agus do íarradar na deamhain athchuingídh airsean, ag rádh, Ma theilgeann tú a mach sinn, léig dhúinn dul sa trend muc úd. 
MAT.8.32	Agus a dubhairt seisean ríu, Imthighe. Agus ar nimtheachd dóibh, do chúadar ann so tréud uile do nail a ndiáigh a gcinn sa bhfairge, agus fuáradar bás ann sna huisgidhibh. 
MAT.8.33	Agus do theitheadar na 
MAT.8.34	Agus, Féuch, do chúaidh an chathair uile a mach do theagmháil air Iósa: agus an tan do chunncadar é, do iarradar 
MAT.9.1	Agus ar ndul a loing dhó, do chúaidh sé tar 
MAT.9.2	Agus, féuch, tugadar fear pairilise, na luighe air a leabaidh chuighe: agus an tan do chunnairc Iósa a gcreideamh a dubhairt sé re fear na pairilisi; Biódh muinighin mhaith agad a mhic; ataid do pheacaigh ar na maitheamh dhuit. 
MAT.9.3	Agus, féuch, a dubhradar cuid airighe dona sgríobaighibh ionta féin, Atá an fearso 
MAT.9.4	Agus an tan do chunnairc Iósa a smúaintighthe a dubhairt sé, Créud fá smúaintighthisi uilc ann bhur gcroidhthibh? 
MAT.9.5	Oír cía is usa, a rádh, A taid 
MAT.9.6	Achd do chum mbeith a fhios agaibh go bhfuil cumhachda ag Mac an duine peacaigh do mhaitheamh ar an ttalamh, (a deir sé an tansin ré fear na pairilise,) Erigh, tógaidh do leabaigh, agus imthigh dod thigh. 
MAT.9.7	Agus 
MAT.9.8	Achd an tan do chunnairc an pubal 
MAT.9.9	Agus an tan do chúaigh Iósa as a náitsin, do chunnairc sé oglach, na shuighe ag bord an chusduim, dar bhainm Matha, agus a dubhairt sé ris, Lean misi. Agus ar néirghe dhó, do lean sé é.
MAT.9.10	Agus tainic chum críche, ar suidhe Diosa chum bídh san tigh, féuch, tangadar iomad puibliocánach agus do shuigheadar re Hiosa agus ré na dheisgiobluibh. 
MAT.9.11	Agus an tan do chunncadar na Phairisinigh 
MAT.9.12	Agus an tan do chúalaigh Iósa 
MAT.9.13	Achd imthigh, agus foghlomaigh a chíall 
MAT.9.14	Ann sin tangadar deisgióbail Eóin chuige, ag rádh, Créud fa a ndéunmaóidne agus na Phárisinigh iomad triosge, agus nach troisgíd do dheisgiobail sé? 
MAT.9.15	Agus a dubhairt Iósa ríu, A nféidir lé cloinn seomra an fhir núaphosda bheith dóbronach, an feadh bhios an té do pósadh na bhfochair? achd tiocfuidh lá ann, a dtóigéabhthar an fear núaphósda uátha, agus ann sin do dhéunaid said trosgadh. 
MAT.9.16	Agus ní chuireann duine ar bith preaban déudach gan chórughadh air sheinéadach, óir beanuidh sé a lán féin as a néadach, agus do neíthear an briseadh ní is measa. 
MAT.9.17	Agus ní chuirid daóine fíon núa a seanbhuidéulaibh: nó brisdear na buidéil, agus dóirtear an fíon, agus téid na buidéil a múgha: achd cuirid síad fíon núa a mbuidéulaibh núadha, agus bíd said aráon slán.
MAT.9.18	Agus a labhairt na neitheannso dhó ríu, féuch, ar tteachd dúachdarán aírighthe 
MAT.9.19	Agus ar neírghe Diósa, do lean sé féin, agus a dheisgiobail é.
MAT.9.20	(Agus, féuch, tháinic bean, ar a raibh dórtadh fola le dhá bhliádhain déag, táobh shiar 
MAT.9.21	Oír a dubhairt sí innte féin, Ma bheanaim lé na eúdach a mhaín, biaídh mé slán. 
MAT.9.22	Agus ar bhfilleadh Diósa agus ar na faicsinsean dó, a dubhairt sé, Biódh muinighin mhaith agad, a inghean; do shlánaigh do chreideamh thú. Agus do bhí an bhean slán ó a nuáirsin a mach.) 
MAT.9.23	Agus an tan tháinic Iósa go tigh a núachdaráin, agus do chunnairc se an luchd céoil agus an chuideachda ag déunamh míoshúaimhnis, 
MAT.9.24	A deir sé ríu, Imthighidh romhaibh: óir ní bhfuil an cailin marbh, achd na codladh. Agus do rinneadarsan fonómhad faoi. 
MAT.9.25	Agus an tan do cuireadh an chuideachda a mach, do chúaidh sé a sdeach, agus rug sé air láimh uirrthe, agus do éirigh an cailín. 
MAT.9.26	Agus do chuáigh an tásgsa a mach ar feadh na talmhansin uile.
MAT.9.27	Agus an tan do imthigh Iósa as sin, do leanadar días dall é, ag éimhghe, agus ag rádh, Déuna trócaire oruinn, a mhic Dháibhi. 
MAT.9.28	Agus an tráth tháinic sé a sdeach do tigh, tangadar na doill chuighe: agus a deir Iósa ríu, An gcreidthí gur ab eídir leamsa so do dhéanamh? A deirid siádsan ris, Creidmíd, a Thighearna. 
MAT.9.29	Ann sin do bhean sé ré na súilibh, ag rádh, Teagmhadh dháoibh do réir bhur gcreidimh. 
MAT.9.30	Agus do hosgladh a súile; agus do bhagair Iósa go géur orrtha, ag rádh, Tabhraidh dha bhur naire nach bhfuighe duine ar bith a fhios 
MAT.9.31	Achd ar ndul a mach dhóibhsean, so leathnuigheadar a chlúsan fan ttalamhsin uile.
MAT.9.32	Agus an tan do chúadarsan a mach, féuch, tugadar duine balbh chuige ann a raibh deamhan. 
MAT.9.33	Agus tar éis an deamhan do theilgean a mach, do labhair an balbhán: agus do ghabh iongantas an pubal, ag rádh, Ní bhfacas a leithéide so a Níosrael ríamh. 
MAT.9.34	Achd a dubhradar na Phairisinigh, Tre phrionnsa na ndeamhan theilgeas sé an mach na deamhain. 
MAT.9.35	Agus do ghabh Iósa timcheall gach uile chathrach agus baile, ag teagasg ann a sionagógaibh, agus ag seanmóir shoisgéil na rioghachda, agus ag slánughadh gach uile easláinte éagcruáis a measg an phubáil.
MAT.9.36	Agus an tan do chunairc sé an slúagh, do ghabh truáighe ghéar dhóibh é, ar son go rabhadar curtha, ar na leathnughadh agus ar na sgaradh, mar cháorcha ag nach bhfuil tréadaighe. 
MAT.9.37	A deir sé an tansin re na dheisgioblaibh, Go deimhin 
MAT.9.38	Uime sin guidhidh Tighearna an fhóghmhair, luchd oibre do chur a mach ehum a fhóghmhair 
MAT.10.1	Agus ar ngairm a dhá dheisgióbal déag, tug sé chumhachda dhóibh 
MAT.10.2	Agus a said so anmanna an dá easbal déug; An cheadduine 
MAT.10.3	Phillip, agus Bartalomeus; Tomás agus Matta fear cruinnighthe an chusduim; Séumus 
MAT.10.4	Siomón ó Chánaan, agus Iúdas Iscariótes, an té fós do bhraith eisean.
MAT.10.5	Do chuir Iósa an da fhear dhéugso a mach, a tabhairt aitheantadh dhóibh, ag rádh, Na gabhaidh go slighe na Gcineadhach, agus na heírghigh a sdeach a gcathuir na Samaritánach; 
MAT.10.6	Achd go madh táosga rachtháoi chum cáorach thighe Israel atá ar ndul a múgha. 
MAT.10.7	Agus ar nimtheachd dháoibh, déunidh seanmóir, ag radh, Do dhruid rióghachd neimhe 
MAT.10.8	Slánaighidh na daóine éugcrúaidhe, glanaigh na lobhair, dúisgidh na mairbh, teilgidh a mach na deamhain: a naisgidh fúarabhair, tabhruidh uáibh a naisgidh. 
MAT.10.9	Na soláthruigh ór, na airgead, na úmha in bhur gcreasaibh, 
MAT.10.10	Ná mala chum na sligheadh, na dhá chóta, na bróga, na bata: óir is fíu an fear oibre a chuid 
MAT.10.11	Achd giodh bé ar bith cathair no baile ann a rachdaoi a sdeach, fíafruighidh cía bhías deangmhalta innte; agus fanaidh ann sín nó go bhfágtháoi 
MAT.10.12	Agus ar ndul a sdeach do tigh dháoibh, beannuighidh dhó. 
MAT.10.13	Agus mas fíu an tighsin é, go bhfoghnuigh bhur mbeannughadh dhó: agus muna fíu, go bhfillidh bhur mbeannughadh chugaibh féin a rís. 
MAT.10.14	Agus giodh bé neach nach géubhaidh sibhsi, agus nach éisdfidh bhur mbriathar, ar ndul a mach as an teach nó as an gcathruighsin díbh, craithidh dhíbh lúaithreadh bhur gcos. 
MAT.10.15	A deirim ribh go deimhin, go madh socamhluidhe do thalamh luch Shodóm agus Ghomorra a ló an bhreitheamhnus, nó don chathruighsin.
MAT.10.16	Féuch, cuirimse sibhse mar cháorchaibh a measg mhadradh állta: ar anadhbharsin bídhidh glic mar na haithreacha neimhe, agus neamburchóideach mar na colama. 
MAT.10.17	Achd bídhidh ar bhur gcoimhéd ar na dáoinibh: óir do bhéuraid said a láimh sibh do chomhairleachaibh, agus sgíursfuid sibh ann siónagógaibh; 
MAT.10.18	Agus fós béarthar sibh chum úachdarán agus chum rioghtheadh ar mo shonsa, mar fhínné dhóibhsean agus do na Cineadhachuibh. 
MAT.10.19	Achd an tan do bhéaraid said úatha a láimh sibh, na bíodh na rochás oruibh cionnas no créd laibhéortháoi: óir do bhéarthar dháoibh ar a núarsin 
MAT.10.20	Oír ní sibhsi labhrus, achd Spiorad bhur Nathar 
MAT.10.21	Agus do bhéaruidh an dearbhrathair a dhearbhrathair chum báis, agus an tathair an mac: agus éireochuidh an chlann a naghuidh 
MAT.10.22	Agus biaidh fúath ag gach uile dhuine dhíbh ar son manmasa: achd giodh bé fhuiléongas go dtí deireadh a sé so shlainéochthar. 
MAT.10.23	Agus an tan ghéarleanfuid said sibh sa ccathruighsi, teithidh go 
MAT.10.24	Ní bhfuil an deisgiobal ós cionn 
MAT.10.25	As lór don deisgiobal bheith mar a mhaighisdír, agus don tshearbhfhoghantuidhe bheith mar thighearna. Má ghoireadar Beelsébub dfhior an tighe, a né nach mó ná sin 
MAT.10.26	Ar a nadhbharsin na bíodh a neagla oraibh: óir ní bhfuil ní ar bith folaighthe, nach dtiocfuidh chum soillsi; agus ní bhfuil énní ar ceilt, nach aitheontar. 
MAT.10.27	An ní a deirimsi ribh ann sa dorchadus, abruidhsi é ann sa tsolus: agus an ní do chluinntí in bhur gclúais, foillsighe é air mhullach na tighthe. 
MAT.10.28	Agus na bíodh oruibh eagla na muinntíre mharbhas an corp, agus leis nach éidir an tanam do mharbhadh: achd go madh mó bhías eagla an tí ud oraibh le nab éidir an tanam do mharbhadh: achd go madh mó bhías eagla an tí ud oraibh le nab éidir an corp agus an tanam do mhilleadh a nifrionn. 
MAT.10.29	A né nach reacthar dhá ghealbhann ar fhéorlig? agus ní thuitfidh áon aca ar an dtalamh gan bhur Nathairse. 
MAT.10.30	Achd cheana atá grúag bhur gceinnse uile ar na comháireamh. 
MAT.10.31	Ar a nádhbharsin na bíodh eagla oraibh, is fear sibhsi ná mórán gealbhánn. 
MAT.10.32	Ar a nadhbharsin giodh bé aidmhéochas misi eision a bhfíaghnuisi Mathair atá ar neamh. 
MAT.10.33	Agus gidh bé shéanfas misi a bhfíaghnuisi na ndáoine, séanfuidh misi eisean an bhfíaghnuisi Mathair a tá ar neamh.
MAT.10.34	Ná measaigh go dtáinic misi do chur shíothchana ar an dtalamh: ní do chur shíothcána tháinic mé, achd do chur cloidhimh. 
MAT.10.35	Oír tháinic me do chur duine a naghuidh a athar, agus na hinghine a naghuidh a mathar, agus mná an mhic a naghuidh mathar a céile. 
MAT.10.36	Agus 
MAT.10.37	Giodh bé grádhuigheash a athair no a mathair ni is mó na misi ní fíu é misi: agus giodh bé ghradhuigheas a mhac nó a inghean ós mó chionnsa ní fíu é misi. 
MAT.10.38	Agus an té nach nglacann a chros, agus nach leanann misi, ní fíu e misi. 
MAT.10.39	Giodh bé gheabhas a anam caillfidh sé é: agus giodh bé chaillfeas a anam air mo shonsa do gheabhaidh sé é.
MAT.10.40	An té ghabhas sibhse 
MAT.10.41	An té ghabhás fáidh a nainm fáidhe do gheabhuidh sé túarasdal fháidhe; agus giodh bé ghabhas fíréun a nainus fhíréin do gheabhaidh sé túarasdal fhíréunaigh. 
MAT.10.42	Agus giodh bé bhéuras cupán 
MAT.11.1	Agus tárla, a núair da chriochnuigh Iósa aitheanta do thabhairt dá dhá dheisgiobal déug, gur imthigh sé as sin do sheanmóir agus do theagasg ann a gcaithreachuibh 
MAT.11.2	Anois an tan do chúalaigh Eóin ann sa phriósún gníomhartha Chríosd, ar gcur deisi dá dheisgiobluibh 
MAT.11.3	A dubhair sé ris, An tusa an té ús do bhí réd atharrach? 
MAT.11.4	Agus ar bhfreagra Díosa a dubhairt sé ríu, Imthighidh agus innisigh Déoin na neithe do chluinntí agus chithí: 
MAT.11.5	Do gheibhid na doill a radharc, agus siobhluid na bacaigh, glantar na lobhair, agus do chluinid na bodhair, dúisgthear na máirbh, agus a tá an soisgéul da sheanmóir do na bochdaibh. 
MAT.11.6	Agus is beannuighthe an 
MAT.11.7	Agus air nimtheachd dóibhsion, do thionnsgain Iósa teachd thar Eóin ris ata gcoimhthionól, 
MAT.11.8	Achd créd é an ní agá ndeachabhair a mach dá fhéuchuin? Duine a tá ar na éadughadh re héaduighibh mine? féuch, an mhuinntir chuireas 
MAT.11.9	Achd créd é an ní ag a ndeachabhair a mach da fhéuchain? Fáidh? a deirim ribh go deimhin, an ní as mó ná fáidh. 
MAT.11.10	Oir a sé so an 
MAT.11.11	A deirim ribh go fírinneach, Nach ar eirghidh eidir chlannaibh na mban 
MAT.11.12	Agus ó láethibh Eóin Baisde gus a nois a tá foiréigean dá dhéanamh ar an rioghachd neamhdha, agus fúaduighid luchd fhoiréigin í. 
MAT.11.13	Oír do rinneadar na fáighe uile agus an dligheadh fáigheadóireachd go Héoin. 
MAT.11.14	Agus mas toil libh a ghabháil, sé so Elias, do bhí chum teachda. 
MAT.11.15	Giodh bé agá bhfuil clúasa chum éisdeachda, eisdeadh sé.
MAT.11.16	Achd cía lé a samhleóchuidh mé an geinealachso? Is cosmháil é ré garlachuibh shuigheas ar na marguidhibh, agus eimhgheas ar a gcompánachuibh, 
MAT.11.17	Agus a deir, Do rinneamar céol dháoibh, agus ní dhearnábhair dámhsa; do cháoineamar dháoibh, agus ní dhearnábhair gul. 
MAT.11.18	Oír tháinic Eóin ní ag ithe ná ag ól, agus a deirid said, A tá deamhan ann. 
MAT.11.19	Tháinic Mac an duine ag ithe agus ag ól, agus a deirid, Féuch an duine cráosach, agus pótaire fíona, cara na bpuibliocánach agus na bpeacthach. Gidheadh a tá an ghliocas ar na sáoradh ó na cloinn féin.
MAT.11.20	Do thionnsgain sé an tansin milleán do thabhairt do na cathrachaibh ann ar foillsigheadh mórán dá shubhailcidhibh, ar son nach dearnadar aithríghe: 
MAT.11.21	Is anáoibhinn dhuit, a Chorasin! Is anáoibhinn duit, a Bhetsáida! Óir da madh a Ttírus agus a Sídon, do dhéantuidhe na miorbhuile, do rinneadh ionnaibhsi, is fada ó shoin do dhéindís aithrighe a néadach róin agus a lúaith. 
MAT.11.22	Achd 
MAT.11.23	Agus tusa, a Chapernáum, a tá ar do thógbháil súas go neamh, téilgfidhthear síos go hifrionn thú: óir dá madh a measg luchd Shodoim do dhéantuidhe na míorbhuile, do rinneadh ionnadsa, do anfaidis 
MAT.11.24	Achd 
MAT.11.25	Do fhreagair Iósa a nuáirsin agus a dubhairt sé, Do bheirim buidheachas dhuit, a Athair, a Thighearna neimhe agus talmhan, ar son gur fholuigh tú ná neithese ó 
MAT.11.26	A seadh, Athair: do bhrígh gur ab mar sin do bhí do dheaghthoilse. 
MAT.11.27	A tá gach uile ní ar na thabhairt dhamhsa ó Máthair: agus ní háithnidh déinneach an Mac, achd do Náthair; agus ní báithnidh deinneach an Tathair, achd don Mhac, agus dá gach áon dár ab áill leis an Mac a fhoillsiughadh.
MAT.11.28	Tigidh chugamsa, uile a bhfuiltí tuirseach agus fá anúalach trom, agus do bhéaraidh mé fúaradh dháoibh. 
MAT.11.29	Tógbhuidh mo chuingsi oraibh, agus foghlamuigh úaim; óir a táim ceannsaighe agus úmhal a gcroidhe: agus do gheabhtháoi súaimhneas dá bhur nanmaibh. 
MAT.11.30	Oir a tá mo chuingsi sóiomchuir, agus a tá múalach éadtrom.
MAT.12.1	Do chúaidh Iósa fá námsin an sá tsáoire third na gortaibh; agus do bhí ocras air a dheisgiobluibh, agus do thionnsgnadar déasach do bhúain, agus a nithe. 
MAT.12.2	Agus an tan do choncadar na Pháirisinigh 
MAT.12.3	Agus a dubhairt seision ríu, A né nár léaghabhair créd do rinne Dáibhi, an tan do bhí ocras air féin, agus ar an mhuinntir do bhí ná fharradh; 
MAT.12.4	Ciondas do chúaidh sé a sdeach go tigh Dé, agus do ith sé aráin ná híodhbartha, nar cheaduightheach dhó féin, ná don droing do bhí na fhochair dithe, achd do na sagartaibh a mháin? 
MAT.12.5	No a né nár léaghabhair ann sa dligheadh, go mbrisid na sagairt ann sa tteampoll an tsáoire lá na sabboíde, agus go bhfuilid neimhchiontach? 
MAT.12.6	Achd a deirim ribh, Go bhfuil 
