GEN.1.1	起初，上帝创造天地。 
GEN.19.2	说：“看哪，我主，请你们转到仆人家里过夜，洗你们的脚，清早起来再上路。”他们说：“不！我们要在广场上过夜。” 
GEN.19.3	恳切地请他们，他们就转向他，进到他屋里。
GEN.19.4	他们还没有躺下，
GEN.19.5	他们呼叫
GEN.19.6	出了门，把身后的门关上，到众人那里， 
GEN.19.7	说：“我的弟兄们，请你们不要做这恶事。 
GEN.19.8	看哪，我有两个女儿，还没有亲近过男人，让我领她们出来给你们，就照你们看为好的对待她们吧！只是这两个人既然到我舍下，请不要向他们做这事。” 
GEN.19.9	众人说：“站到一边去吧！”又说：“这个人来寄居，还想扮审判官呢！现在我们要害你比害他们更厉害。”众人就往前冲向
GEN.19.10	那两个人伸出手来，把
GEN.19.11	他们击打门外的人，无论老少，都眼睛迷糊，找门找得很烦躁。
GEN.19.12	那两个人对
GEN.19.13	我们要毁灭这地方，因为控告城内百姓的声音在耶和华面前非常大，耶和华派我们来毁灭这城。” 
GEN.19.14	出去，告诉娶了
GEN.19.15	天亮了，天使催逼
GEN.19.16	但
GEN.19.17	领他们出来以后，就说：“逃命吧！不可回头看，也不可在平原站住。要往山上逃跑，免得你被剿灭。” 
GEN.19.18	对他们说：“我主啊，不要这样！ 
GEN.19.19	看哪，你仆人已经在你眼前蒙恩，你又向我大施慈爱，救我的性命。但是我不能逃到山上去，恐怕这灾祸追上我，我就死了。 
GEN.19.20	看哪，这城又近又小，比较容易逃到那里。这不是一座小城吗？求你容我逃到那里，使我的性命可以存活。” 
GEN.19.21	天使对他说：“看哪，这事我也应允你，不倾覆你所说的这城。 
GEN.19.22	你要赶快逃到那城，因为你还没有到那里，我不能做什么。”因此那城名叫
GEN.19.24	当时，耶和华把硫磺与火，从天上耶和华那里降与
GEN.19.25	把那些城和全平原，城里所有的居民和土地上生长的，都毁灭了。 
GEN.19.26	的妻子在他后边回头一看，就变成了一根盐柱。
GEN.19.28	面向
GEN.19.29	当上帝毁灭平原诸城的时候，他记念
GEN.19.31	大女儿对小女儿说：“我们的父亲老了，这地又没有男人可以照世上的礼俗来与我们结合。 
GEN.19.32	来！我们叫父亲喝酒，然后与他同寝。这样，我们可以从我们的父亲存留后裔。” 
GEN.19.33	于是，那晚她们叫父亲喝酒，大女儿就进去和她父亲同寝；她几时躺下，几时起来，父亲都不知道。 
GEN.19.34	第二天，大女儿对小女儿说：“看哪，我昨夜与父亲同寝。今晚我们再叫他喝酒，你进去与他同寝。这样，我们可以从父亲存留后裔。” 
GEN.19.35	于是，那晚她们又叫父亲喝酒，小女儿起来与她父亲同寝；她几时躺下，几时起来，父亲都不知道。 
GEN.19.36	这样，
GEN.19.37	大女儿生了儿子，给他起名叫
GEN.19.38	小女儿也生了儿子，给他起名叫
GEN.20.2	称他的妻子
GEN.20.3	夜间，上帝在梦中来到
GEN.20.4	还未亲近
GEN.20.5	那人岂不是自己对我说‘她是我妹妹’吗？连这女人自己也说：‘他是我哥哥。’我做这事是心正手洁的。” 
GEN.20.6	上帝在梦中对他说：“我也知道你做这事是心中正直的；是我拦阻了你，免得你得罪我。所以我不让你侵犯她。 
GEN.20.7	现在你当把这人的妻子归还给他；因为他是先知，他要为你祷告，使你存活。你若不归还，你当知道，你和你所有的人都必定死。”
GEN.20.9	召了
GEN.20.10	对
GEN.20.11	说：“我以为这地方的人根本不敬畏上帝，必为我妻子的缘故杀我。 
GEN.20.12	况且她也真是我的妹妹；她与我是同父异母的，后来作了我的妻子。 
GEN.20.13	当上帝叫我离开父家、飘流在外的时候，我对她说：我们无论走到什么地方，你要对人说：‘他是我哥哥’，这就是你以慈爱待我了。” 
GEN.20.14	把牛、羊、奴仆、婢女送给
GEN.20.15	说：“看哪，我的地都在你面前，你看为好的地方就居住吧。” 
GEN.20.16	他对
GEN.20.17	向上帝祷告，上帝就医好
GEN.20.18	因耶和华为
GEN.21.1	耶和华照着他所说的眷顾
GEN.21.2	年老，到上帝对他说的那所定的时候，
GEN.21.3	给
GEN.21.4	出生后第八日，
GEN.21.5	他儿子
GEN.21.6	说：“上帝使我欢笑，凡听见的人必与我一同欢笑”， 
GEN.21.7	又说：“谁能预先对
GEN.21.8	孩子渐渐长大，就断了奶。
GEN.21.9	那时，
GEN.21.10	就对
GEN.21.11	为这事非常忧愁，因为关乎他的儿子。 
GEN.21.12	上帝对
GEN.21.13	至于使女的儿子，我也必使他成为一国，因为他是你的后裔。”
GEN.21.15	皮袋的水用完了，
GEN.21.16	自己走开约有一箭之远，相对而坐，说：“我不忍心看见孩子死”。她就坐在对面，放声大哭。 
GEN.21.17	上帝听见孩子的声音，上帝的使者就从天上呼叫
GEN.21.18	起来！把孩子扶起来，用你的手握住他，因我必使他成为大国。” 
GEN.21.19	上帝开了
GEN.21.20	上帝与这孩子同在，他就渐渐长大，住在旷野，成了一个弓箭手。 
GEN.21.21	他住在
GEN.21.22	那时候，
GEN.21.23	我愿你如今在这里指着上帝对我起誓，不要亏待我和我的儿子，以及我的子孙。我怎样忠诚待你，你也要照样忠诚待我和你所寄居的这地。” 
GEN.21.24	说：“我愿意起誓。”
GEN.21.25	先前，
GEN.21.26	说：“我不知道谁做了这事，你也没有告诉我，我到今日才听到。” 
GEN.21.27	把羊和牛给了
GEN.21.28	把七只小母羊另放在一处。 
GEN.21.29	对
GEN.21.30	他说：“你要从我手里接受这七只小母羊，作我挖了这口井的证据。” 
GEN.21.31	所以他给那地方起名叫
GEN.21.32	他们在
GEN.21.33	就在
GEN.21.34	在
GEN.22.1	这些事以后，上帝考验
GEN.22.2	上帝说：“你要带你的儿子，就是你所爱的独子
GEN.22.3	清早起来，预备了驴，带着跟他一起的两个仆人和他儿子
GEN.22.4	到了第三日，
GEN.22.5	对他的仆人说：“你们和驴留在这里，我和孩子要去那里敬拜，然后回到你们这里来。” 
GEN.22.6	把燔祭的柴放在他儿子
GEN.22.7	对他父亲
GEN.22.8	说：“我儿，上帝必自己预备燔祭的羔羊。”于是二人同行。
GEN.22.9	他们到了上帝指示他的地方，
GEN.22.10	就伸手拿刀，要杀他的儿子。 
GEN.22.11	耶和华的使者从天上呼唤他说：“
GEN.22.12	天使说：“不可在这孩子身上下手！一点也不可伤害他！现在我知道你是敬畏上帝的人了，因为你没有把你的儿子，就是你的独子，留下不给我。” 
GEN.22.13	举目观看，看哪，一只公绵羊两角缠在灌木丛中。
GEN.22.14	给那地方起名叫“耶和华以勒”
GEN.22.15	耶和华的使者第二次从天上呼唤
GEN.22.16	说：“耶和华说：‘你既行了这事，没有留下你的儿子，就是你的独子，我指着自己起誓： 
GEN.22.17	我必多多赐福给你，我必使你的后裔大大增多，如同天上的星、海边的沙。你的后裔必得仇敌的城门， 
GEN.22.18	并且地上的万国都必因你的后裔得福，因为你听从了我的话。’” 
GEN.22.19	于是
GEN.22.20	这些事以后，有人告诉
GEN.22.21	长子
GEN.22.22	、
GEN.22.23	生
GEN.22.24	的妾名叫
GEN.23.2	死在
GEN.23.3	然后，
GEN.23.4	“我在你们中间是外人，是寄居的。请给我你们那里的一块坟地，我好埋葬我的亡妻，使她不在我的面前。” 
GEN.23.5	人回答
GEN.23.6	“我主请听。你在我们中间是一位尊贵的王子，只管在我们最好的坟地里埋葬你的死人；我们没有一人会拒绝你在他的坟地里埋葬你的死人。” 
GEN.23.7	于是，
GEN.23.8	对他们说：“你们若愿意让我埋葬我的亡妻，使她不在我面前，就请听我，为我求
GEN.23.9	把他田地尽头的
GEN.23.10	那时，
GEN.23.11	“不，我主请听。我要把这块田送给你，连田间的洞也送给你，在我同族的人眼前都给你，让你埋葬你的死人。” 
GEN.23.12	就在当地的百姓面前下拜， 
GEN.23.13	对
GEN.23.14	回答
GEN.23.15	“我主请听。四百舍客勒银子的地，在你我中间算什么呢？只管埋葬你的死人吧！” 
GEN.23.16	听从了
GEN.23.17	于是，
GEN.23.18	在所有出入城门的
GEN.23.19	后来，
GEN.23.20	从此，那块田和田间的洞就从
GEN.24.2	对他家中管理他一切产业最老的仆人说：“把你的手放在我大腿底下。 
GEN.24.3	我要叫你指着耶和华—天和地的上帝起誓，不要为我儿子娶我所居住的
GEN.24.4	你要往我的本地本族去，为我的儿子
GEN.24.5	仆人对他说：“如果那女子不肯跟我来到这地，我必须把你的儿子带回到你出来的地方吗？” 
GEN.24.6	对他说：“你要谨慎，不可带我儿子回那里去。 
GEN.24.7	耶和华—天上的上帝曾带领我离开父家和本族的地，对我说话，向我起誓说：‘我要将这地赐给你的后裔。’他要差遣使者在你面前，你就可以从那里为我儿子娶妻。 
GEN.24.8	倘若那女子不肯跟你来，我叫你起的誓就与你无关了，只是你不可带我的儿子回到那里去。” 
GEN.24.9	仆人就把手放在他主人
GEN.24.10	那仆人从他主人的骆驼中取了十匹骆驼，他手中也带着他主人各样的贵重物品离开
GEN.24.11	傍晚时，众女子出来打水，他就让骆驼跪在城外的水井旁。 
GEN.24.12	他说：“耶和华—我主人
GEN.24.13	看哪，我站在井旁，城内居民的女子们正出来打水。 
GEN.24.14	我向哪一个少女说：‘请你放下水瓶来，给我水喝’，她若说：‘请喝！我也给你的骆驼喝’，愿她作你所选定给你仆人
GEN.24.15	话还没说完，看哪，
GEN.24.16	那少女容貌极其美丽，是未曾与人亲近的童女。她下到井旁，打满了瓶子的水，就上来。 
GEN.24.17	仆人跑上前去迎着她，说：“请你让我喝你瓶子里的一点水。” 
GEN.24.18	少女说：“我主请喝！”就急忙拿下瓶子托在手上，给他喝水。 
GEN.24.19	那少女给他喝足了，又说：“我也为你的骆驼打水，直到骆驼喝足了。” 
GEN.24.20	她就急忙把瓶子里的水倒在槽里，又跑到井旁打水，为所有的骆驼打了水。 
GEN.24.21	那人定睛看着少女，一句话也不说，要知道耶和华是否使他的道路亨通。
GEN.24.22	骆驼喝足了，那人就拿出一个比加
GEN.24.23	说：“请告诉我，你是谁的女儿？你父亲家里有没有地方可以让我们过夜？” 
GEN.24.24	少女说：“我是
GEN.24.25	又说：“我们家里有充足的干草和饲料，也有住宿的地方。” 
GEN.24.26	那人就低头向耶和华敬拜， 
GEN.24.27	说：“耶和华—我主人
GEN.24.28	那少女跑去，把这些话告诉她母亲家里的人。 
GEN.24.29	有一个哥哥，名叫
GEN.24.30	当他看见金环和戴在他妹妹手上的金镯，又听见他妹妹
GEN.24.31	就对他说：“你这蒙耶和华赐福的人，请进来吧！为什么站在外面？我已经收拾了房屋，也为骆驼预备了地方。” 
GEN.24.32	那人就进了
GEN.24.33	把食物摆在他面前，请他吃。他却说：“我不吃，等我把我的事情说完了再吃。”
GEN.24.34	他说：“我是
GEN.24.35	耶和华大大地赐福给我主人，使他发达，赐给他羊群、牛群、金银、奴仆、婢女、骆驼和驴。 
GEN.24.36	我主人的妻子
GEN.24.37	我主人叫我起誓说：‘不要为我儿子娶我所居住的
GEN.24.38	你要往我父家、我本族那里去，为我的儿子娶妻。’ 
GEN.24.39	我对我主人说：‘恐怕那女子不肯跟我来。’ 
GEN.24.40	他就说：‘我所事奉的耶和华必要差遣他的使者与你同去，使你的道路亨通，你就可以在我父家、我本族那里，为我的儿子娶妻。 
GEN.24.41	只要你到了我本族那里，我叫你起的誓就与你无关。他们若不把女子交给你，我叫你起的誓也与你无关。’
GEN.24.42	“我今日到了井旁，就说：‘耶和华—我主人
GEN.24.43	看哪，我站在井旁，对哪一个出来打水的女子说：请你让我喝你瓶子里的一点水， 
GEN.24.44	她若说：你只管喝，我也为你的骆驼打水；愿那女子作耶和华给我主人儿子所选定的妻子。’
GEN.24.45	“我心里的话还没有说完，看哪，
GEN.24.46	她就急忙从肩头上拿下瓶子来，说：‘请喝！我也给你的骆驼喝。’我就喝了；她也给我的骆驼喝了。 
GEN.24.47	我问她说：‘你是谁的女儿？’她说：‘我是
GEN.24.48	然后我低头向耶和华敬拜，称颂耶和华—我主人
GEN.24.49	现在你们若愿以慈爱诚信待我主人，就告诉我；若不然，也告诉我，使我可以或向左，或向右。”
GEN.24.51	看哪，
GEN.24.53	仆人拿出金器、银器和衣服送给
GEN.24.54	然后，仆人和随从的人才吃喝，并且住了一夜。早晨起来，仆人说：“请让我回我主人那里去吧。” 
GEN.24.55	的哥哥和母亲说：“让她同我们再住几天，也许十天，然后她可以去。” 
GEN.24.56	仆人对他们说：“耶和华既然使我道路亨通，你们就不要耽误我，请让我走，回我主人那里去吧！” 
GEN.24.57	他们说：“我们把她叫来问问她
GEN.24.58	他们就叫了
GEN.24.59	于是他们送他们的妹妹
GEN.24.60	他们就为
GEN.24.60	“我们的妹妹啊，
GEN.24.60	愿你作千万人的母亲！
GEN.24.60	愿你的后裔得着仇敌的城门！”
GEN.24.62	那时，
GEN.24.63	傍晚时，
GEN.24.64	举目看见
GEN.24.65	对那仆人说：“这从田间走来迎接我们的人是谁？”仆人说：“他是我的主人。”
GEN.24.66	仆人把他所做的一切事都告诉
GEN.24.67	就领
GEN.25.2	她为他生了
GEN.25.3	生了
GEN.25.4	的儿子是
GEN.25.5	把他一切所有的都给了
GEN.25.6	至于
GEN.25.7	这是
GEN.25.8	寿高年迈，安享天年，息劳而终，归到他祖先
GEN.25.9	他两个儿子
GEN.25.10	就是
GEN.25.11	死了以后，上帝赐福给他的儿子
GEN.25.12	这是
GEN.25.13	儿子们的名字，按着他们后代的名字如下：
GEN.25.14	、
GEN.25.15	、
GEN.25.16	这些都是
GEN.25.17	一生的岁数是一百三十七岁，断气而死，归到他祖先那里。 
GEN.25.18	他的子孙住在
GEN.25.19	这是
GEN.25.20	四十岁时娶
GEN.25.21	因他妻子不生育，就为她祈求耶和华。耶和华应允他的祈求，他的妻子
GEN.25.22	胎儿们在她腹中彼此相争，她就说：“若是如此，我为什么会这样呢
GEN.25.23	耶和华对她说：
GEN.25.23	两国在你腹中；
GEN.25.23	两族要从你身上分立。
GEN.25.23	这族必强于那族；
