GEN.1.1	起初，神创造诸天和大地。
GEN.19.16	还在犹豫，那两个人因耶和华怜恤
GEN.19.17	那两个人把他们领到外面以后，其中一位说：“逃命吧！不要往后看，也不要在平原的任何一处停留；要逃到山上，免得你被除灭。” 
GEN.19.18	对他们说：“我主啊，请不要这样。 
GEN.19.19	看哪，你的仆人在你眼前已经蒙了恩，你向我大施慈爱，使我的性命存活。不过，我不能逃到山上；恐怕这灾祸追上我，我就死了。 
GEN.19.20	看哪，这城足够近，我能跑到那里，而且它只是个小地方——它不是一个小地方吗？请让我逃到那里去，使我的性命得以存活。”
GEN.19.21	天使对他说：“看哪，我在这事上也顾及你的情面，不会倾覆你所说的这城。 
GEN.19.22	你赶快逃到那里，因为你到达那里之前，我什么也不能做。”因此那城的名字称为
GEN.19.24	那时，耶和华就使硫磺与火从天而降，从耶和华那里降在
GEN.19.25	使那些城和整个平原，连同各城所有的居民和地上生长的都遭覆灭。 
GEN.19.26	的妻子在后面回头一望，就变成了一根盐柱。
GEN.19.28	他俯看
GEN.19.29	当神毁灭平原众城、倾覆
GEN.19.31	大女儿对小女儿说：“我们的父亲老了，这地又没有男人照着世上的常理与我们同房。 
GEN.19.32	来吧！让我们给父亲喝酒，然后与他同睡，好藉着我们的父亲存留后裔！” 
GEN.19.33	于是那天夜里她们给父亲喝酒，然后大女儿进去，与父亲同睡。她什么时候躺下，什么时候起来，父亲都不知道。
GEN.19.34	第二天，大女儿对小女儿说：“看哪，昨夜我与父亲同睡了！今夜我们再给他喝酒，然后你进去与他同睡，好藉着我们的父亲存留后裔！” 
GEN.19.35	那一夜她们又给父亲喝酒，然后小女儿起来，与他同睡。她什么时候躺下，什么时候起来，父亲都不知道。
GEN.19.36	这样，
GEN.19.37	大女儿生了一个儿子，给他起名为
GEN.19.38	至于小女儿，她也生了一个儿子，给他起名为
GEN.20.2	提到自己的妻子
GEN.20.3	神藉着夜间的一个梦来到
GEN.20.4	那时
GEN.20.5	那人难道不是对我说‘她是我的妹妹’吗？连那女人自己也说‘他是我的哥哥’。我做这事心纯手洁。”
GEN.20.6	神藉着梦对他说：“是的，我知道你做这事心中纯正，也是我拦阻了你，免得你对我犯罪；因此我没有让你碰她。 
GEN.20.7	而现在，你当归还那人的妻子；因为那人是一位先知，他要为你祷告，你就会存活！如果你不归还，你当知道：你和任何属于你的人都必定死。”
GEN.20.10	又对
GEN.20.12	况且她确实是我的妹妹，与我同父异母，后来作了我的妻子。 
GEN.20.13	神使我离开父家漂泊在外时，我对她说：“不管我们来到什么地方，你提到我就要说‘他是我的哥哥’；这就是你对待我的恩情了。”
GEN.20.15	说：“看哪，我的地都在你面前，你看哪里好，就住哪里吧！” 
GEN.20.16	然后他对
GEN.20.18	原来耶和华因
GEN.21.1	耶和华照着他所说的眷顾了
GEN.21.2	怀了孕，在神应许
GEN.21.3	给
GEN.21.4	在儿子
GEN.21.5	他儿子
GEN.21.7	她又说：“当年会有人对
GEN.21.8	孩子长大了，断了奶。在
GEN.21.9	看见
GEN.21.10	就对
GEN.21.11	由于这事关乎他的儿子，
GEN.21.12	神对
GEN.21.13	至于这女仆的儿子，我也会使他成为一国，因为他是你的后裔。”
GEN.21.14	于是
GEN.21.15	皮袋里的水喝完了，
GEN.21.16	然后走开，坐在对面大约一箭远的地方，因为她想：“我不忍心看这孩子死去。”她坐在对面，放声大哭。
GEN.21.17	神听见那少年的声音，神的使者就从天上向
GEN.21.18	起来！扶起这少年，用手扶持他，因为我要使他成为一个大国。” 
GEN.21.19	神打开了
GEN.21.20	神与那少年同在；他渐渐长大，住在旷野中，成了射箭能手。 
GEN.21.21	他住在
GEN.21.22	在那段时期，
GEN.21.23	现在，请你在这里指着神向我起誓，你绝不以诡诈对待我，以及我的子孙后裔；我怎样以恩慈对待你，你也要怎样对待我和你所寄居的这地。”
GEN.21.25	同时，
GEN.21.27	于是
GEN.21.28	又从羊群中分出七只小母羊另放一处。 
GEN.21.29	问
GEN.21.31	因此那地方被称为
GEN.21.32	这样他们在
GEN.21.34	在
GEN.22.1	这些事以后，神试验
GEN.22.1	他说：“我在这里！”
GEN.22.2	神说：“带上你的儿子，就是你所爱的独生子
GEN.22.4	到了第三天，
GEN.22.5	对他的童仆们说：“你们和驴子留在这里吧，我和这少年要到那里去敬拜
GEN.22.6	拿起燔祭用的木柴，放在他儿子
GEN.22.9	他们来到神所指示他的地方，
GEN.22.10	就伸手拿刀，要宰杀自己的儿子。
GEN.22.11	这时耶和华的使者从天上向他呼唤，说：“
GEN.22.11	他说：“我在这里！”
GEN.22.12	使者说：“不可对这少年下手，什么也不可对他做！现在我知道你是敬畏神的，因为你没有把你的儿子，就是你的独生子，留下不给我。” 
GEN.22.13	举目观望，看哪，身后有一只公绵羊，犄角被灌木丛缠住了！
GEN.22.14	给那地方起名为“
GEN.22.15	耶和华的使者第二次从天上向
GEN.22.16	说：“耶和华宣告：我指着自己起誓，你既然做了这事，没有留下你的儿子，就是你的独生子， 
GEN.22.17	我必定大大祝福你，使你的后裔大大增多，如同天上的星辰、海边的沙粒；你的后裔必占有仇敌的城门。 
GEN.22.18	地上万国都必因你的后裔而蒙福，因为你听从了我的话。”
GEN.22.19	然后
GEN.22.20	这些事以后，有人告诉
GEN.22.21	长子是
GEN.22.22	还有
GEN.22.23	生了
GEN.22.24	的妾名叫
GEN.23.2	死在
GEN.23.3	然后
GEN.23.4	“我在你们中间是寄居者，是客旅；请把你们中间的一块地产给我作坟地，好让我把死者从我身旁移去埋葬。”
GEN.23.6	“我主啊，请听我们说！你在我们中间是尊贵的王子
GEN.23.8	对他们说：“如果你们有心让我把死者从我身旁移去埋葬，就听我说，为我请求
GEN.23.9	把他田边的
GEN.23.10	当时
GEN.23.11	“不，我主啊，请听我说！我把这块田地送给你，其中的洞穴也送给你。我在我族人眼前把它送给你；你埋葬你的死者吧！”
GEN.23.13	然后当着那地民众的面
GEN.23.15	“我主啊，请听我说！四百谢克尔银子的这块地，在你我之间算什么呢？你埋葬你的死者吧！” 
GEN.23.16	听了，就照
GEN.23.17	这样，
GEN.23.18	在所有来到城门口的
GEN.23.19	此后
GEN.23.20	于是那块田地和其中的洞穴，由
GEN.24.2	对管理他所有家业、家中最大的仆人说：“请你把手放在我大腿底下， 
GEN.24.3	我要你指着耶和华——天和地的神起誓，不可从我所住的
GEN.24.4	而要到我的本土本族去，为我的儿子
GEN.24.5	那仆人对他说：“假如那女子不愿意随着我到这地来，那么我必须把你的儿子带回你离开的故土吗？”
GEN.24.7	耶和华——天上的神对我说话，又向我起誓，说：‘我必把这地赐给你的后裔’；他曾带我离开父家和本族之地。现在他必派遣使者在你前面，你就得以从那里为我的儿子娶妻。 
GEN.24.8	如果那女子不愿意随着你来，我让你起的这誓就与你无关了，只是你不可把我的儿子带回那里。” 
GEN.24.9	于是那仆人就把手放在他主人
GEN.24.10	那仆人从他主人的骆驼群中取来十匹骆驼，拿着他主人的各样美物就出发了；他起身往
GEN.24.11	到了那地方
GEN.24.12	他说：“耶和华——我主人
GEN.24.13	看哪，我站在水泉旁，这城里人家的女儿们正出来打水。 
GEN.24.14	我对哪个少女说：‘请放下你的罐子，让我喝点水’；如果那个少女说：‘请喝吧，我也给你的骆驼喝’——愿她就是你为你的仆人
GEN.24.15	话还没说完，看哪，
GEN.24.16	那少女容貌极其美好，是个处女，没有男人与她同寝过。她下到水泉那里，把罐子打满了水，然后上来。 
GEN.24.17	那仆人迎着她跑去，说：“请你让我喝一点你罐子里的水。”
GEN.24.18	她说：“我主，请喝吧。”然后急忙拿下罐子，托在自己手上给他喝。 
GEN.24.19	那少女给他喝够了以后，又说：“我也为你的骆驼打水，直到它们喝够了。” 
GEN.24.20	她急忙把罐子的水都倒入水槽，再跑到井那里去打水，为那人所有的骆驼打了水。 
GEN.24.21	那人定睛看着她，默不作声，想知道耶和华是否使他此行顺利。
GEN.24.22	骆驼喝够了，那人就拿出一个重一比加
GEN.24.23	然后说：“请告诉我，你是谁的女儿呢？你父亲的家里有没有地方可以让我们过夜呢？”
GEN.24.24	那少女对他说：“我是
GEN.24.25	又对他说：“我们的干草和饲料都很多，也有地方让你们过夜。”
GEN.24.26	那人就俯身向耶和华下拜， 
GEN.24.27	说：“耶和华——我主人
GEN.24.28	那少女跑回去，把这些事情告诉了她母亲家的人。 
GEN.24.29	有一个哥哥，名叫
GEN.24.30	当他看见了金鼻环和他妹妹手上的镯子，又听到他妹妹
GEN.24.32	那人就进到家里，卸了骆驼。
GEN.24.33	当食物摆在那人面前请他吃的时候，他却说：“我不吃，等我说完了我的事再吃
GEN.24.34	那人就说：“我是
GEN.24.35	耶和华大大祝福我主人，使他昌大起来，又赐给他羊群、牛群、银子、金子、男仆、婢女、骆驼和驴子。 
GEN.24.36	我主人的妻子
GEN.24.37	我主人要我起誓说：‘你不可从我所住的
GEN.24.38	而要到我父家、我的亲族那里去，为我的儿子娶妻。’ 
GEN.24.39	我对我主人说：‘假如那女子不随着我来呢？’ 
GEN.24.40	他对我说：‘我一向行在耶和华面前，他必派遣他的使者与你同去，使你一路顺利，你就得以从我的亲族、我的父家，为我的儿子娶妻。 
GEN.24.41	只要你到了我的亲族那里，我让你起的誓就与你无关；如果他们不把女子交给你，我让你起的誓也与你无干了。’
GEN.24.42	“我今天来到了水泉那里，就说：‘耶和华——我主人
GEN.24.43	看哪，我站在水泉旁，我对哪个出来打水的少女说：‘请你让我喝一点你罐子里的水’； 
GEN.24.44	如果那个少女说：‘你请喝，我也为你的骆驼打水’——愿她就是耶和华为我主人的儿子所指定的女子。’
GEN.24.45	“我心里的话还没说完，看哪，
GEN.24.46	她急忙从肩上拿下罐子，说：‘请喝吧，我也给你的骆驼喝。’我就喝了；她又给我的骆驼喝了。 
GEN.24.47	我问她说：‘你是谁的女儿呢？’她说：‘我是
GEN.24.48	然后我俯身向耶和华下拜，颂赞耶和华——我主人
GEN.24.49	现在，如果你们愿意以恩慈和真诚对待我的主人，就请告诉我；如果不愿意，也请告诉我；好使我可以或向左或向右行。”
GEN.24.51	看哪，
GEN.24.53	那仆人拿出金银饰品和衣服，送给
GEN.24.54	然后，那仆人和那些与他一起的人才吃喝，并过了夜。
GEN.24.54	他们清早起来，那仆人就说：“请打发我回我主人那里吧！”
GEN.24.56	但那仆人对他们说：“既然耶和华使我一路顺利，请你们不要耽误我，请打发我回我主人那里去吧！”
GEN.24.57	他们就说：“让我们把那少女叫来，问问她的意思
GEN.24.58	他们把
GEN.24.59	于是他们把自己的妹妹
GEN.24.60	他们祝福
GEN.24.60	“我们的妹妹啊，
GEN.24.60	愿你成为千万人的母亲
GEN.24.60	愿你的后裔占有仇敌的城门！”
GEN.24.62	当时，
GEN.24.63	傍晚出去，在田野沉思；他举目观看，看哪，来了一支骆驼队！ 
GEN.24.64	举目也看见了
GEN.24.65	她问那仆人：“那个从田野中走来迎接我们的人是谁呢？”
GEN.24.65	那仆人说：“他是我的主人。”
GEN.24.66	那仆人向
GEN.25.2	为他生了
GEN.25.3	生了
GEN.25.4	的儿子是
GEN.25.5	把自己所拥有的一切都给了
GEN.25.6	至于
GEN.25.8	年迈高龄，尽享天年，气绝而死，归到他的先人那里。 
GEN.25.9	他的两个儿子
GEN.25.10	那块地是
GEN.25.11	死了以后，神祝福他的儿子
GEN.25.12	以下是
GEN.25.13	的儿子们，按着他们的谱系，名字如下：
GEN.25.14	、
GEN.25.15	、
GEN.25.16	这些是
GEN.25.17	一生的年岁是一百三十七岁。他气绝而死，归到他的先人那里。 
GEN.25.18	他子孙的居住之地从
GEN.25.19	以下是
GEN.25.20	娶
GEN.25.21	因妻子不能怀孕就为她向耶和华祈求。耶和华应允了他的祈求，他的妻子
GEN.25.22	两个胎儿在她里面彼此推挤，她就说：“为什么我身上会发生这样的事？”于是她去求问耶和华。 
GEN.25.23	耶和华对她说：
GEN.25.23	“两国在你的腹中，
GEN.25.23	两族将从你里面分出来；
GEN.25.23	一族要比另一族强，
GEN.25.23	将来大的要服事小的。”
GEN.25.24	到了分娩的日子，看哪，
GEN.25.25	第一个出来的身体通红，遍体是毛，如同毛皮衣；于是给他起名为
GEN.25.26	随后，弟弟也出来了，他的一只手抓住
GEN.25.27	两个孩子渐渐长大，
GEN.25.28	爱
GEN.25.29	有一天，
GEN.25.30	就对
GEN.25.34	于是
GEN.26.1	在
GEN.26.2	耶和华向
GEN.26.3	你要寄居在这地，我必与你同在，并祝福你，因为我必把所有这些地都赐给你和你的后裔；我必确立我向你父亲
GEN.26.4	我必使你的后裔增多，如同天上的星辰，我必把所有这些地都赐给你的后裔；地上万国都必因你的后裔而蒙福； 
GEN.26.5	因为
GEN.26.6	这样，
GEN.26.7	每当那地方的人问起他的妻子，他就说：“她是我的妹妹。”原来他害怕说“她是我的妻子”；他想：“恐怕这地方的人会因
GEN.26.8	他在那里住了很长的一段日子。有一天，
GEN.26.11	于是
GEN.26.13	他就昌大起来，日渐强大，变得非常昌盛。 
GEN.26.14	他拥有羊群、牛群和许多仆婢，
GEN.26.15	他父亲
GEN.26.16	对
GEN.26.18	重新挖开了他父亲
GEN.26.19	的仆人们又在溪谷中挖井，在那里发现一口活水井。 
GEN.26.20	的牧人们与
GEN.26.21	后来
GEN.26.22	于是
GEN.26.24	那天夜里，耶和华向他显现，说：“我是你父亲
