MAT.1.1	Ba ledre gɨ ro bulúndu bulúndu Kɨ́résịto
MAT.5.11	“Úndru nɨ ídí zɨ́se sɨmɨ bɨ ꞌyị e nɨyí ndị́sị úku sée, ꞌdóꞌdo sée kɨ́ ndị́sị trótro tụ́ꞌdụ́ bɨsinyí ledre e rosé kɨ́ ṛanga gɨ zɨ́a bɨ ṇgúṇgusé ledre amá ní. 
MAT.5.12	Bi nda sínyí rosé wá. Ídísé kúkugú kɨ́ rokinyi, gɨ zɨ́a tákpásị́lị́ esé nɨ ídí mongụ́ne komo ere. Ndịsịnɨ́ kóo méngị lárá nébị ga bɨ kóo gɨ zɨ́se ꞌdesị́ ꞌdáꞌdá ní kpá kenée.”
MAT.5.13	Zɨ́ Yésụ kpá fú ndị́sịné ꞌdódo ledre zɨ́ ꞌyị lódụ́ kacɨ́ne e kɨ́dí, “Ásé do sogo káṇgá ba káa zɨ́ toꞌdo ní. Tɨ́ lá togụ́ toꞌdo nzulú go ní, nɨ útúásá áyálúgu roné káa be ꞌdi? Odụ a dụụ́ do léfeóyó a ꞌdáꞌba zɨ́ ꞌyị e ndị́sị gámáye doa.
MAT.5.14	“Nda kpá lá dụụ́ toꞌdo wá, ásé do sogo káṇgá ba káa zɨ́ bimɨóṇgó ní, gɨ zɨ́a gara bɨ oꞌbónɨ́ wo có do landa ꞌdága ní, utúasá ené lóꞌbo wá. 
MAT.5.15	Kpá kenée ꞌyị e ụndụnɨ́ eyé phoꞌdụ lóꞌbụꞌdụ́tụ a sị́ pheṛé wá. Ndịsịnɨ́ yị́ eyé óto a do nyárá bi gɨ ro zɨ́a óṇgó bi zɨ́ ꞌyị e ꞌdị́cị́ ore mbá. 
MAT.5.16	Mɨméngị ledre esé idí ídí bimɨóṇgó zɨ́ ꞌyị e gɨ ro zɨ́ye lúrú bɨlámá mɨméngị ledre esé zɨ́ye ndị́sịyé mbófo ꞌBụsé bɨ komo ere ní.”
MAT.5.17	“Ndásé sómụ́ a bɨ kɨ́dí máógụ go ꞌdíꞌbióyó lorụ ga bɨ kóo ꞌbɨ nébị e ní wá, máógụ yị́ amá tɨ́ lá gɨ ro zɨ́ ꞌdódo ledre eyé ídíne maꞌdíi. 
MAT.5.18	Máúku zɨ́se maꞌdíi, tɨ́ káa zɨ́ bɨ do sogo káṇgá kɨ́ ere nɨ aka bo ba ní, utúasánɨ́ ꞌdíꞌbióyó ngíti owụ́ ledre cúkuꞌdée gɨ dongará ledre ga bɨ ekénɨ́ sɨmɨ lorụ ꞌbɨ Lomo ní wá, ꞌbúó togụ́ ledre ga bɨ ekénɨ́ yée sɨmɨ lorụ née mengịnɨ́ royé go mbá ní. 
MAT.5.19	ꞌYị bɨ asi go gɨ ro ledre kị́éꞌdo gɨ dongará ledre ga bɨ ekénɨ́ yée sɨmɨ lorụ ꞌbɨ Lomo, zɨ́a sínyi do ngíti ꞌyị idí kpá ási kenée ní, ꞌyị máa née utúasá ídí kɨ́ ledrené owóowó ꞌbe ꞌbɨ Lomo komo ere wá. ꞌYị máa wo bɨ nɨ ṇgúṇgu ledre lorụ ꞌbɨ Lomo zɨ́a ndị́sịné ꞌdódotátá a zɨ́ lafúne e ní, nɨ ídí kɨ́ ledrené owóowó ꞌbe ꞌbɨ Lomo komo ere. 
MAT.5.20	Gɨ zɨ́ kéyị née ní máúku zɨ́se, togụ́ méngịsé ledre ga bɨ Lomo ili yée ní rómo do Farụsáyo e kɨ́ ꞌyị ꞌdódo lorụ e wá, útúásásé ólụ́ ꞌbe ꞌbɨ Lomo komo ere wá.”
MAT.5.21	“Úwúsé ledre bɨ kóo ukunɨ́ zɨ́ bulúnduzé ga bɨ kóo ꞌdesị́ ní go kɨ́dí, ‘Ndá úfu ꞌyị wá.’
MAT.5.22	Tɨ́ lá máúku zɨ́se ꞌyị bɨ sɨmɨa ndịsị ésị́ bɨsinyíne ro lafúne e ní, nɨyí ꞌdécị ngbanga roa. Kpá kenée ꞌyị máa wo bɨ nɨ ndólo ezené yaá nɨ ꞌyị ṛifu ní, nɨyí ꞌdíꞌbi wo ndéré kɨ́e kóꞌdụ́ mɨngburoko ꞌyị ꞌdécị ngbanga e. Tɨ́ lá ꞌyị máa wo bɨ nɨ úku ledre yaá moko ndaá sɨmɨ ezené wá ní, nɨyí ụ́cụ wo ku phoꞌdụ bɨ ngárá ịlị́ wá ní.
MAT.5.23	“Bɨ kenée ní, togụ́ íli gáa go ndéré íꞌbí tákpásị́lị́ sị́ mbayi, zɨ́yị sómụ́ndíki a kɨ́dí ledre nɨ bo dongaráse kɨ́ ngíti ꞌyị yá, 
MAT.5.24	ídí ótoómo tákpásị́lị́ née dongá mbayi ore kí, zɨ́yị ndéréyị zɨ́se yéme dongaráse kɨ́ ꞌyị née, zɨ́yị nda ndáꞌbaógụyị́ íꞌbí tákpásị́lị́ eyị́.
MAT.5.25	“Togụ́ lúyú ledre go ro ngíti ꞌyị, ili go ndéré kɨ́yị do ngbanga yá, ídí ndéré zɨ́se yéme ledre née kéne ꞌdáꞌdá gɨ zɨ́a kɨ́ ndéréne kɨ́yị do ngbanga, káa bɨ ngére nɨyí íꞌbí yị́ị do ónzó yị́ị sɨmɨ sị́gịnị. 
MAT.5.26	Máúku zɨ́se maꞌdíi, áyí ídí sɨmɨ sị́gịnị íri ólụ́ógụ wá ꞌbúó togụ́ késị́ bɨ ilinɨ́ gɨ zɨ́yị ní íꞌbí go mbá.”
MAT.5.27	“Úwúsé ledre kóo ukunɨ́ zɨ́ ꞌyị ezé ga bɨ kóna ní go kɨ́dí, ‘Ndá méngị ꞌberị wá.’
MAT.5.28	Tɨ́ lá máúku zɨ́se maꞌdíi, ꞌyị bɨ lurú kára zɨ́ ꞌbú kára máa née méngị wo ní, ndịsị go kɨ́ kára née sɨmɨ sómụ́ ledre. 
MAT.5.29	Togụ́ komoyị́ bɨ do anú ayí óto yị́ị zɨ́yị lúyú ledre yá, ídí ꞌdíꞌbióyó komoyị́ máa née ꞌdáꞌba. Nɨ bɨlámáne zɨ́ kémbị́ éyị́ sínyíne gɨ royị́ gɨ zɨ́ wo bɨ do ụ́cụ kụṛụꞌbụyị́ nyé ku phoꞌdụ ní. 
MAT.5.30	Kpá kenée togụ́ sị́lị́yị ꞌbɨ anú ayí óto yị́ị zɨ́yị lúyú ledre yá, ídí ꞌdíꞌbióyó sị́lị́yị née ꞌdáꞌba. Nɨ bɨlámáne zɨ́ kémbị́ éyị́ sínyíne gɨ royị́ gɨ zɨ́ wo bɨ do ụ́cụ kụṛụꞌbụyị́ nyé ku phoꞌdụ ní.”
MAT.5.31	“Ngíti ꞌdódo ledre nɨ kpá káa, ‘oꞌdo bɨ otoomo meꞌbené go ní, idí íꞌbí wáraga ꞌbɨ ótoómo roꞌyị zɨ́ kára máa née.’
MAT.5.32	Tɨ́ lá máúku zɨ́se maꞌdíi, ꞌyị bɨ ótoómo meꞌbené lá gbékpị́ne ndaá gɨ zɨ́a bɨ mengị ꞌberị ní wá ní, oto kára née go ꞌyị méngị ꞌberị. ꞌYị bɨ nɨ ofụ́ kára bɨ oꞌdo otoomo wo née ní, mengị ꞌberị go.”
MAT.5.33	“Ngíti ꞌdódo ledre nɨ kóo kpá káa, zɨ́ bulúnduzé ga kóna ꞌdesị́ ní kɨ́dí, ‘Ledre bɨ lóbụ́ go kóꞌdụ́ Ngére Lomo ní, ndá óyólóꞌbó a wá idí ídí do biné.’ 
MAT.5.34	Tɨ́ lá máúku zɨ́se, ndásé lólóbụ́ kú wá, togụ́ mbú lóbụ́ ere, gɨ zɨ́a née bi ndị́sị ꞌbɨ Lomo. 
MAT.5.35	Ndásé kpá lóbụ́ do sogo káṇgá wá gɨ zɨ́a Lomo ndịsị óto sịndị́ne doa. Ndásé kpá gbawá lólóbụ́ kɨ́ ịrị Yerụsaléma, nɨ mongụ́ gara ꞌbɨ Mongụ́ Ngére. 
MAT.5.36	Ndá kpá lólóbụ́ kɨ́ ịrị bị doyị́ wá, gɨ zɨ́a utúasá eyị́ ótoógụ kémbị́ bịdo zɨ́a ídíne bụkụlụné togụ́ mbú bɨkenyị́ne ní wá. 
MAT.5.37	Bɨlámá a ídí úku lá éyị́ kị́éꞌdo, togụ́ ‘Ɨɨ’ idí ídí ‘ɨɨ,’ togụ́ ‘Ɨ́ꞌɨ’ idí ídí ‘ɨ́ꞌɨ.’ Mɨúkuókpó ledre káa zɨ́ yée ga gére ní ndịsị ógụ gɨ zɨ́ Satána.”
MAT.5.38	“Ngíti ꞌdódo ledre nɨ kóo kpá káa, zɨ́ bulúnduzé ga kóna ní kɨ́dí, ‘Togụ́ ꞌyị mengịnɨ́ okó zɨ́ ngíti a útrulóko komo ezené yá, idínɨ́ kpá útrulóko ꞌbɨ ené. Togụ́ utruꞌdewe so ezené yá, idínɨ́ kpá útruꞌdéwe ꞌbɨ ené.’
MAT.5.39	Tɨ́ lá máúku zɨ́se, ꞌyị ndaá méngịlúgu bɨsinyí ledre kɨ́ bɨsinyí ledre wá. Togụ́ ꞌyị ongbo komoyị́, ídí óyó wo bɨ gɨ ꞌdíkeṛị́ ní zɨ́a kpá óngbo a. 
MAT.5.40	Togụ́ ngíti ꞌyị ili ndólo yị́ị kóꞌdụ́ ngére e gɨ ro ꞌdíꞌbi ngúru bongó gɨ zɨ́yị yá, ídí ꞌdíꞌbi ngíti a tákpa ro wo bɨ kị́éꞌdo née íꞌbí a zɨ́a. 
MAT.5.41	Togụ́ asikíri gaga yị́ị ị́mbị́ éyị́ ené, ndéré ꞌdógụ ngbuṛu kɨ́e kị́éꞌdo yá, ídí ị́mbị́ tátá a ndéré ꞌdógụ ngbuṛu e kɨ́e gbre. 
MAT.5.42	Togụ́ ꞌyị ombo éyị́ gɨ zɨ́yị yá, komoyị́ ndaá ị́ndị́ kɨ́e wá, ídí íꞌbí a zɨ́a. Wo bɨ ili sáká késị́ gɨ zɨ́yị ní, ídí íꞌbí a zɨ́a.”
MAT.5.43	“Ngíti ꞌdódo ledre nɨ kóo kpá káa, zɨ́ bulúnduzé ga kóna ní kɨ́dí, ‘Ídí óto ꞌbú lafúyị e zɨ́yị sógó ezeokóyị e.’
MAT.5.44	Tɨ́ lá máúku zɨ́se, ídísé óto ꞌbú ezeokóse e, zɨ́se ndị́sịsé íni ini zɨ́ Lomo gɨ ro ngíti géyị ꞌyị ga bɨ ndịsịnɨ́ méngị sée bɨsinyíne ní, 
MAT.5.45	méngị kéyị kenée, nɨ óto sée zɨ́se ídíse mbigí owụ́ ga bɨ ꞌbɨ ꞌBụsé bɨ komo ere ní. Wo Lomo, ndịsị ótoómo kadra súwuné zɨ́ bɨsinyí ꞌyị e kpá kɨ́ bɨlámá ꞌyị e. Zɨ́a ndị́sịné kása iní zɨ́ ꞌyị méngị bɨsinyí ledre kpá kɨ́ ꞌyị ga bɨ ndịsịnɨ́ méngị ledre ga bɨ Lomo ili yée ní. 
MAT.5.46	Togụ́ ótosé lá dụụ́ ꞌbú ꞌyị ga bɨ ndịsịnɨ́ óto ꞌbúse ní, Lomo nɨ nda íꞌbí tákpásị́lị́ zɨ́se gɨ ro ꞌdi? Gba ꞌyị ga bɨ ndịsịnɨ́ ꞌdóꞌdụ́ ụsórụ gɨ zɨ́ ꞌyị e ní ndịsịnɨ́ méngị kéyị kpá kenée. 
MAT.5.47	Togụ́ íꞌbí mandá lá dụụ́ zɨ́ lafúyị e ní, bɨlámá ledre bɨ ore romo do ꞌbɨ lafúyị e ní wo be? Née ndaá kpá ledre bɨ ꞌyị ga bɨ ṇguṇgunɨ́ aka ledre ꞌbɨ Lomo wá ndịsịnɨ́ méngị a ní wá? 
MAT.5.48	Kacɨ́ kadra mbá, mɨméngị ledre esé idí ídí bɨlámáne káa zɨ́ bɨ mɨméngị ledre ꞌbɨ ꞌBụsé bɨ komo ere nɨ bɨlámáne ní.”
MAT.6.1	“Ndásé ꞌdódo méngị ledre ga bɨ Lomo ili yée ní gɨ ro zɨ́ ꞌyị e lúrú a wá, káa bɨ ásé zángá tákpásị́lị́ gɨ zɨ́ ꞌBụsé Lomo.
MAT.6.2	“ꞌYị ga bɨ ndịsịnɨ́ lóndo royé kɨ́dí yée nɨyí mbigí ꞌyị ga bɨ ꞌbɨ Lomo ní, ndịsịnɨ́ méngị kéyị kenée ye. Sɨmɨ bɨ nɨyí go sɨmɨ ꞌDị́cị́ Kótrụro e togụ́ mbú do mɨsiꞌdi kɨ́ꞌdí bɨ ꞌyị e nɨyí ore tụ́ꞌdụ́ ní, ndịsịnɨ́ méngị kéyị kenée gɨ ro zɨ́ ꞌyị e ndị́sị mbófo yée. Máúku zɨ́se, odụ tákpásị́lị́ eyé goó dụụ́ wo bɨ ꞌyị ga gére née iꞌbínɨ́ zɨ́ye née. 
MAT.6.3	Togụ́ íꞌbí éyị́ go zɨ́ ꞌyị yá, ndá ócó tarayị́ kɨ́e zɨ́ ꞌyị e ówo a mbá wá. 
MAT.6.4	ꞌBụyị́ bɨ komo ere ꞌyị ówo mɨótoécị ledre ꞌbɨ ꞌyị e ní, idí ówo a lá dụụ́ ne gɨ ro zɨ́a íꞌbí tákpásị́lị́ zɨ́yị.”
MAT.6.5	“Mááyí kpá úku a zɨ́se, ndásé ídí káa zɨ́ ꞌyị ga bɨ ndịsịnɨ́ lóndo royé togụ́ nɨyí go sɨmɨ ꞌDị́cị́ Kótrụro e togụ́ mbú dogboṛụ mɨsiꞌdi kɨ́ꞌdí bɨ tụ́ꞌdụ́ ꞌyị e nɨyí ore ní, zɨ́ye ndị́sị ị́nyịógụyé ndị́sị íni ini zɨ́ Lomo kɨ́ sómụ́ ledre bɨ gɨ ro zɨ́ ꞌyị e ówo yée kɨ́dí yée nɨyí mbigí ꞌyị ga bɨ ꞌbɨ Lomo ní, ꞌyị ga bɨ ndịsịnɨ́ méngị kéyị kenée ní, ꞌdiꞌbinɨ́ tákpásị́lị́ eyé go gɨ zɨ́ ꞌyịmaꞌdí e, ndaá gɨ zɨ́ Lomo wá.
MAT.6.6	Togụ́ íli íni ini yá, ídí ólụ́ ꞌdị́cị́, zɨ́yị ꞌdụ́tụ mbotụ kacɨ́yị, zɨ́yị íni ini zɨ́ ꞌBụyị́ bɨ komo ere ní ndoo sɨmɨ ugu roné. Nɨ ꞌyị bɨ owo ledre ga bɨ do mɨmbéꞌde ꞌyị e ní mbá bú, nɨ íꞌbí tákpásị́lị́ zɨ́yị ne. 
MAT.6.7	Togụ́ áyí go íni ini maꞌdáa yá, ndá ndị́sị lála tụ́ꞌdụ́ ledre e ngbángáne káa zɨ́ ꞌyị ga bɨ owonɨ́ aka Lomo wá ní wá. Somụ́nɨ́ ꞌbɨ eyé kɨ́dí Lomo nɨ úwú ini eyé gɨ zɨ́ tụ́ꞌdụ́ ledre ga bɨ yée nɨyí úku a ní. 
MAT.6.8	Ndá ídí káa zɨ́ye wá. Gɨ zɨ́a éyị́ ga bɨ íli yée ní, ꞌBụyị́ owo mbá bú ꞌdáꞌdá gɨ zɨ́yị kɨ́ ndúꞌyú wo.
MAT.6.9	“Ini esé idí ídí káa,
MAT.6.9	“ ‘ꞌBụzé komo ere,
MAT.6.9	ꞌyị e za mbá idínɨ́ óto úndruyị́,
MAT.6.10	idínɨ́ ówo yị́ị káa do Ngére eyé,
MAT.6.10	idínɨ́ méngị ledre eyị́
MAT.6.10	do sogo káṇgá ona káa zɨ́ bɨ komo ere ꞌdága íri ní.
MAT.6.11	Ídí íꞌbí éyị́ mɨánu ezé ꞌbɨ karaba zɨ́ze.
MAT.6.12	Ídí ótoómo lúyú ledre ezé zɨ́ze
MAT.6.12	káa zɨ́ bɨ ndịsịzé ótoómo a zɨ́ yée ga bɨ ndịsịnɨ́ lúyú rozé ní.
MAT.6.13	Ndá úzu zée kɨ́ngaya wá,
MAT.6.13	ídí yómo zée gɨ zɨ́ Satána.’
MAT.6.14	“Togụ́ ótoómosé ledre go zɨ́ ꞌyị ga bɨ mengịnɨ́ sée bɨsinyíne ní, ꞌBụsé bɨ komo ere ní, nɨ kpá ótoómo ledre zɨ́se. 
MAT.6.15	Togụ́ ótoómosé ledre zɨ́ ꞌyị ga bɨ luyúnɨ́ ledre rosé ní wá, ꞌBụsé bɨ komo ere ní, ótoómo ené kpá lúyú ledre esé wá.”
MAT.6.16	“Sɨmɨ bɨ ásé go órụ́ tarasé ní, ndásé óto rosé zɨ́ do komosé ídíne bɨsinyíne káa zɨ́ ꞌyị ga bɨ ndịsịnɨ́ lóndo royé gɨ ro do ówo a mbá kɨ́dí ásé go órụ́ tarasé ní wá. ꞌYị ga bɨ owonɨ́ Lomo wá ní, ndịsịnɨ́ méngị kéyị kenée ye. Máúku zɨ́se, yée máa ga gére née ndikinɨ́ tákpásị́lị́ eyé goó gɨ zɨ́ ꞌyịmaꞌdí e ndaá gɨ zɨ́ Lomo wá. 
MAT.6.17	Abú ásé ndị́sị órụ́ tarasé yá, sɨmɨ komosé kɨ́ rosé mbá idí ídí bɨlámáne káa zɨ́ bɨ lengbe ní. 
MAT.6.18	ꞌYịmaꞌdí e ndanɨ́ ówo a bɨ ya ásé go órụ́ tarasé ní wá, ꞌBụsé bɨ komo ere bɨ ndịsị ówo ledre gɨ do mɨmbéꞌde ꞌyị ní, idí ówo a lá dụụ́ ne gɨ ro zɨ́a íꞌbí tákpásị́lị́ zɨ́se.”
MAT.6.19	“Ndásé ꞌdóꞌdụ́yóko éyị́ e zɨ́se do sogo káṇgá ona wá, gɨ zɨ́a ngánza nɨ ánu ngíti géyị, zɨ́ kụndụ́ óꞌbó ngíti géyị, zɨ́ ꞌyị ugu e úgu ngíti géyị, zɨ́ éyị́ ga gére née sínyí eyé mbá. 
MAT.6.20	Bɨlámá a ídísé óto komosé gɨ ro éyị́ ga bɨ komo ere ní. Gɨ zɨ́a ngánza kɨ́ kụndụ́ kɨ́ ꞌyị ugu e ndanɨ́ eyé íri gɨ ro sínyiónzó éyị́ ga gére née wá. 
MAT.6.21	Kacɨ́ kadra mbá, mɨmbéꞌdesé idí ídí gɨ ro éyị́ ga bɨ komo ere ní.
MAT.6.22	“Komosé nɨ káa zɨ́ mɨụ́ndụ phoꞌdụ ní, togụ́ ụndụnɨ́ phoꞌdụ bɨlámáne yá, ásé lúrú bi kacɨ́ a drá mɨtụlụrụ ndaá. 
MAT.6.23	Togụ́ komosé lurú bi bɨlámáne wá, ásé ndị́sị fú lá sɨmɨ mɨtụlụrụ. Kpá kenée togụ́ bimɨóṇgó ꞌbɨ Lomo ndaá sɨmɨsé wá, mɨtụlụrụ bɨ ásé ídí sɨmɨ a ní nɨ nda rómo mɨrómo.
MAT.6.24	“ꞌYị kị́éꞌdo útúásá ídí káa do ꞌyị ꞌbɨ ngére e gbre wá. Nɨ óto ꞌbú wo bɨ kị́éꞌdo ní, zɨ́a sógó ngíti a mɨsógó. Togụ́ kenée wá, nɨ óto úndru ngíti a rómo do eze a. Ndá óto komoyị́ ro Lomo kpá ro éyị́ ga bɨ ꞌbɨ sága ba wá.
MAT.6.25	“Ndásé ndị́sị sómụ́ ledresé kɨ́ngaya kɨ́ rosé, ledre gɨ ro éyị́ mɨánu, iní mɨéwé, nda kɨ́ bongó e gɨ ro ésị yée wá. Ndaá ꞌbɨ ené bɨ ledre trịdrịsé nɨ zɨ́ Lomo owóowó rómo do éyị́ mɨánu ní wá, ndaá ꞌbɨ ené bɨ ledre kụṛụꞌbụsé nɨ zɨ́ Lomo owóowó rómo do bongó ní wá? 
MAT.6.26	Lúrúsé aka lá dụụ́ solụ́ e, yáká eyé ndaá, gbagba eyé ndaá kpá wá, ꞌBụzé bɨ komo ere ní ndịsị lúrú bi kacɨ́ye. Sée kɨ́ solụ́ e, ambí romonɨ́ do lafúye ní ye, ndaá sée wá? 
MAT.6.27	Sómụ́ ledre bɨ ndịsịzé sómụ́ a gɨ rozé kɨ́ rozé ní, utúasá ené óto zée zɨ́ze lúꞌbúze do sogo káṇgá ba wá.
MAT.6.28	“Éyị́ bɨ ndị́sịsé sómụ́ sɨmɨsé gɨ ro bongó gɨ roa ní ꞌdi? Lúrúsé aka gba mɨsụ́rụ́ kágá ga bɨ ngárá mengịnɨ́ moko wá ní, Lomo ndịsị kpá fú óto lámá royé. 
MAT.6.29	Abú kpá za cụ́ Solomóna mongụ́ ngére bɨ kóo ꞌbɨ Isɨréle e ní, kɨ́ tụ́ꞌdụ́ bɨlámá bongó ga bɨ kóo zɨ́ne ní mbá, lámá bɨ kóo roa ní, romo ené do lámá bɨ ro mɨsụ́rụ́ kágá e ní wá. 
MAT.6.30	Togụ́ bɨ Lomo oto lámá bú ro éyị́ ga bɨ káa zɨ́ súwú e, karaba nɨyí ídí bɨlámáye kɨ́lóndó gagánɨ́ go zɨ́ye áṛáónzó royé ní, ala nda sée ga bɨ kɨ́ ledresé zɨ́a owóowó ní? Éyị́ bɨ ṇgúṇgusé ledre ꞌbɨ Lomo kɨ́ rokoꞌbụné gɨ zɨ́a wá ní ꞌdi?
MAT.6.31	“Ndásé ndị́sị sómụ́ ledre bɨ kɨ́dí, azé ánu karaba ꞌdíya, azé ndíki iní éwé a ꞌdáya, azé ndíki bongó ésị a ꞌdáya ní wá? 
MAT.6.32	ꞌYị ga bɨ ṇguṇgunɨ́ ledre ꞌbɨ Lomo wá ní ndịsịnɨ́ sómụ́ ledre kenée ye. ꞌBụsé bɨ komo ere ní, owo yị́ ené éyị́ ga bɨ ílisé yée ní mbá bú. 
MAT.6.33	Mɨzefị ledre, ídísé óto Lomo kɨ́ ledrené owóowó, zɨ́se ndị́sịsé méngị ledre ga bɨ Lomo ili yée ní. Éyị́ ga bɨ za mbá ílisé yée ní, nɨ íꞌbí yée zɨ́se.
MAT.6.34	“Ndásé ndị́sị sómụ́ ledre ga bɨ ꞌbɨ kɨ́lóndó ní wá, kɨ́lóndó owo ledre ga bɨ gɨ roné ní ne. Ídísé óto komosé dụụ́ gɨ ro ledre ga bɨ ꞌbɨ karaba ní ní.”
MAT.7.1	“Ndá ꞌdécị ngbanga lafúyị e wá, káa bɨ Lomo nɨ kpá ꞌdécị ngbangayị́ ke. 
MAT.7.2	Gɨ zɨ́a mɨsiꞌdi bɨ ndị́sị ꞌdíꞌbi a ꞌdécị ngbanga lafúyị e doa née ní, Lomo nɨ ꞌdíꞌbi kpá wo ꞌdécị ngbangayị́ doa. Éyị́ bɨ méngị kɨ́ye ní, nɨ méngị kpá wo kɨ́yị.
MAT.7.3	“Éyị́ bɨ ndị́sịsé úku ledre owụ́ lúyú ledre ꞌbɨ lafúse e bɨ cúkuꞌdée ní kɨ́ rokoꞌbụné rómo do ꞌbɨ esé mɨngburoko lúyú ledre e gɨ zɨ́a ní ꞌdi? 
MAT.7.4	Áyí úku ledre zɨ́ ezeyị́ yaá née idí ꞌdíꞌbióyó owụ́ cící éyị́ gɨ komoa lárá a káa be ꞌdi? Sɨmɨ bɨ útúásá eyị́ lúrúndíki mongụ́ kụṛụꞌbụ éyị́ bɨ komoyị́ ní kɨ́ royị́ wá ní. 
MAT.7.5	Sée ꞌyị ga bɨ ndị́sịsé lóndo rosé gɨ ro zɨ́ ꞌyị e ówo sée ní, ídísé ꞌdíꞌbióyó mongụ́ kụṛụꞌbụ éyị́ bɨ komosé ní kí, gɨ ro zɨ́ komosé ídíne drá, ásé nda fú ꞌdíꞌbióyó owụ́ cící éyị́ gɨ komo lafúse.”
MAT.7.6	Zɨ́ Yésụ kpá úku ngíti ledre kɨ́dí, “Ndá íꞌbí éyị́ bɨ ꞌbɨ Lomo ní zɨ́ ị́sị wá. Éyị́ bɨ nɨ mɨṛíṛíne bɨlámáne káa zɨ́ dábu ní, ndá ụ́cụóto a kóꞌdụ́ mụkụ́ṛụ́ e bi wá, nɨyí ndị́sị ꞌdítí sínyi a. Zɨ́ye ndáꞌbayé náná báyi sɨmɨyị́ nzéré nzéré.
MAT.7.7	“Éyị́ bɨ íli ní, ídí ómbo a Lomo nɨ íꞌbí a zɨ́yị. Éyị́ bɨ ndaá zɨ́yị wá ní, ídí gámásóꞌdo a áyí ndíki a. Ídí kóko mbotụ, Lomo nɨ líkpí a zɨ́yị. 
MAT.7.8	ꞌYị bɨ ndịsị ómbo éyị́ ní, nɨyí íꞌbí a zɨ́a. ꞌYị bɨ ndịsị gámásóꞌdo éyị́ ní, nɨ ndíki a. ꞌYị bɨ ndịsị kóko mbotụ ní, nɨyí líkpí a zɨ́a.
MAT.7.9	“Ambí nɨ dongaráse ore ne togụ́ owụ́ ꞌbɨ ené ombo ambata yá zɨ́a ꞌdíꞌbi tutú íꞌbí a zɨ́a ní? 
MAT.7.10	Togụ́ ombo kénzé yá, zɨ́a ꞌdíꞌbi kámá íꞌbí a zɨ́a ní? 
MAT.7.11	Tɨ́ bɨ ásé ꞌyị lúyú ledre e ní, ówosé kacɨ́ íꞌbí bɨlámá éyị́ e bú zɨ́ owụ́ ꞌbɨ esé e. Bɨ kenée ní, ꞌBụsé bɨ komo ere ní, nɨ nzíyiné gɨ ro íꞌbí bɨlámá éyị́ zɨ́ ꞌyị bɨ ombo ní rómo do ꞌbɨ esé. 
MAT.7.12	Bɨ goó kenée ní, sɨmɨ ledre mbá ídí méngị zɨ́ ꞌyị e éyị́ bɨ íli zɨ́ye méngị a zɨ́yị ní. Ledre née kotrụ goó zaá ledre gɨ ro ledre lorụ kɨ́ ledre gɨ ro nébị e mbá.
MAT.7.13	“Ídí ólụ́ ꞌbe ꞌbɨ Lomo gɨ do owụ́ mbotụ bɨ cúkuꞌdée ní. Mongụ́ mbotụ bɨ wé, kɨ́ mongụ́ mɨsiꞌdi bɨ ngúó ní, tụ́ꞌdụ́ ꞌyị e ndịsịnɨ́ ndéré gɨ doa zɨ́ umbu. 
MAT.7.14	Tɨ́ lá owụ́ mbotụ kɨ́ owụ́ mɨsiꞌdi bɨ cúkuꞌdée ní, ꞌyị e cúkuꞌdée nɨyí ndéré gɨ doa lá ye ndíki trịdrị.
MAT.7.15	“Komosé idí ídí rosé gɨ zɨ́ nébị ga bɨ ꞌyị ṛanga e ní. Nɨyí ógụ zɨ́se kɨ́ bɨlámá tosoyé lá gɨ ꞌdí sága, tɨ́ lá nda mɨꞌdí sɨmɨ, nɨyí yị́ eyé káa zɨ́ bangá sinyí e ní. 
MAT.7.16	Ásé ówoyéme yée dụụ́ gɨ ro mɨánáye. ꞌYị e utúasánɨ́ go ꞌdécị mánga gɨ komo kị́nị togụ́ mbú goófo gɨ komo ngéyé? 
MAT.7.17	Kpá kenée bɨlámá kágá ndịsị ána dụụ́ bɨlámá mɨánáne, bɨsinyí kágá áná ꞌbɨ ené kpá dụụ́ bɨsinyí mɨánáne. 
MAT.7.18	Bɨlámá kágá aná ené bɨsinyí mɨáná kágá wá, bɨsinyí kágá aná ené kpá bɨlámá mɨáná kágá wá. 
MAT.7.19	Kágá máa yée ga bɨ ilinɨ́ áná bɨlámá mɨánáye wá ní, mị́ngị́ a nɨ lágáóyó a ꞌdáꞌba do óngbó a. 
MAT.7.20	Bɨ kenée ní, ásé ówoyéme nébị ga gére née gɨ zɨ́ mɨméngị ledre eyé.
MAT.7.21	“Ndaá ꞌbɨ ené bɨ kɨ́dí ꞌyị ga bɨ za mbá ndịsịnɨ́ ndólo máa Ngére, Ngére ní, nɨyí ólụ́ mbá ꞌbe ꞌbɨ Lomo komo ere ní wá. Dụụ́ wo bɨ ndịsị méngị ledre ga bɨ Babá ili yée ní, nɨ ólụ́ dụụ́ ne íri. 
