MAT.1.1	Abrahamachea puta Davidachea puta, Krista Jezuche he vonxa-vollichi xivddi. 
MAT.7.8	kiteak magtat tankam mellta, sôdtat tankam gavta; ani darar martat tankam tem ugòddtolem. 
MAT.7.9	Aplea putan unddo magit zalear taka fatôr kaddun dita toslo konn monis tumchê modem asa zait? 
MAT.7.10	Ani maslli magit zalear, to taka sorôp kaddun ditolo? 
MAT.7.11	Tumi vaittovim zaun-ui, tumcheam bhurgeank boreô vostu diunk tumi zannont zalear, kitlo odik tumcho sorgincho Bap Apnna lagim magtat tankam boreô vostu diuncho na? 
MAT.7.12	Mhonntôch, dusreamnim tumchê thãi korchem mhonn tumkam zai, toxench tumi-i dusream thãi korat: Somurt ani Provadi xikoitat tem hench.
MAT.7.13	Oxir darvontteantlean bhitôr sorat, kiteak ghorttannak pavoita to darvontto rund ani to marôg viskôll, ani tantlean veta to lôk puskôll. 
MAT.7.14	Punn jivitak pavoita to darvontto kitlo mhonn oxir ani to marôg kitlo mhonn kotthin! Ani bhov thoddeank to mellta.
MAT.7.15	Fottkiream provadeam vixim chotraien ravat; menddreanchem rupnnem gheun tumchê-xim ietat, punn bhitorlean krur landdge te. 
MAT.7.16	Tanchim follam polleun tumi tankam ollkhun kaddtelet. Kanttiancheô konnem dakô kaddleat zait? Ani sorantteanchim konnem anjiram kaddlim-xim asat? 
MAT.7.17	Têch bhaxen, borem zhadd borim follam dita ani vaitt zhadd vaitt follam dita. 
MAT.7.18	Borea zhaddachean vaitt follam dium nozo, nhoi mhonn vaitt zhaddachean borim follam dium nozo. 
MAT.7.19	Borem foll dinam toslem zhadd katortat ani ujeant uddoitat. 
MAT.7.20	Dekhun tanchim follam polleun tumi tankam ollkhun kaddtelet.
MAT.7.21	Mhaka ‘Somia, Somia!’ mhonn’tat tim sogllinch Sorgarajeant bhitôr sorchim nant punn fokot sorgar asto Mhojea Bapachi khuxi kortat tinch Sorgarajeant bhitôr sortelim. 
MAT.7.22	To Dis ietôch sobar zanna Mhaka mhonntelim: ‘Somia, Somia, Tuzo sondêx ami porgôttlo, nhoi? Ani Tujea Nanvan ami devchar kaddle, nhoi? Ani Tujea Nanvan sobar vismitam ami kelim, nhoi? 
MAT.7.23	Ani tednam Hanv tanchea tonddar martolom: ‘Khotteponn korteleamnô, Mhojê sorxilim koddsorat, kiteak Hanvem tumkam kednanch ollkhunk nant.’
MAT.7.24	Dekhun, him Mhojim utram aikotat ani tanchê pormannem choltat tim aplem ghor khoddpar bandlelea eka xannea mon’xa porim hanv taka dortam. 
MAT.7.25	Paus poddlo, udkache lott aile, vadoll suttlem ani tea ghorar marlem, tori tem mòddlem na, kiteak tem khoddpar bandlelem. 
MAT.7.26	Punn him Mhojim utram aikun, tanchê pormannem cholonant tim aplem ghor renver bandlelea eka pisatt mon’xa sarkim. 
MAT.7.27	Paus poddlo, udkache lott aile, vadoll suttlem ani tea ghorar marlem, ani tem mòddlem, ani tachem sarkem ghorttann zalem!
MAT.7.28	Jezun Aplem ulovop sompoilem ani Tachi xikovnn aikun lôk zobôr ojap zatalo, 
MAT.7.29	kiteak tancheam xastream bhaxen nhoi, punn odhikaran To tankam xikovnn ditalo.
MAT.8.1	Dongra velo denvlea uprant, lokacheô urponji Tachê pattlean geleô. 
MAT.8.2	Ovchituch eka koddkaran lagim sorun Taka nomoskar kelo, ani mhonn’lem: “Saiba, Tuka zai zalear, Tujean mhaka nitôll korunk zata.” 
MAT.8.3	Jezun Aplo hat vistarun taka lailo ani mhonn’lem: “Hôi, Mhaka zai: nitôll za.” Ani teach vellar to koddantlo nitôll zalo. 
MAT.8.4	Tedna Jezun taka sanglem: “Polle, hem konnakuch sangi naka, punn voch ani tujem ang iadnikak dakhoi ani tankam ek govai koxi Moizesan formailelem dan bhettoi.
MAT.8.5	Jezu Kapernaumant bhitôr sorlea uprant êk xotpoti upkar magunk Tachê sorxem ailo; 
MAT.8.6	Tannem mhonn’lem:” Saiba, mhozo chakôr ghorant aren poddlolo asa ani ekdomuch vollvollta.” 
MAT.8.7	Jezun taka mhonn’lem: “Hanv ietam ani taka boro kortam.” 
MAT.8.8	Portipallun xotpotin mhonn’lem: “Saiba, tunvem mhojea ghora ieunk mhaka favonam; ek utor mat uloi ani mhozo chakôr boro zatolo. 
MAT.8.9	Tôr hanv-ui dusreachea hata khal asam ani mhojê-i khal xipai asat; ani tantlea ekleak hanv sangtam: ‘Voch!’, ani to veta; dusreak: ‘Ie!’, ani to ieta; mhojea chakrak: ‘Omkem kôr!’, ani to korta.” 
MAT.8.10	Hem aikun Jezu ekdom’ ojap zalo ani Apnna pattlean ieteleank Tannem mhonn’lem: “Hanv tumkam khorench sangtam, iedo vhoddlo bhavart mhaka Israelant pasun mellunk na. 
MAT.8.11	Hanv tumkam anink ek sangtam: Udenti ani Ostomtê thaun zaitim zonnam ietelim ani Abrahama’, Izaka ani Jakoba sangata Sorginchea Rajeant jevnnak bostelim, 
MAT.8.12	punn razacheam putam-dhuvank Dev bhailea kallokant uddoitolo; thõi tim rudon korun ani dant korkoraun astelim.” 
MAT.8.13	Ani Jezun xotpotik mhonn’lem: “Tum voch, apleak zatelem mhonn tunvem bhavart dhôrloi toxem tuka zaum-di.” Ani teach vellar chakôr boro zalo.
MAT.8.14	Ani Pedruger vochun, tachê sasuk zoran antrunnar poddloli Jezun dekhli; 
MAT.8.15	Tannem tichea hatak dhorina fuddem ticho zôr poddlo ani utthun ti Tacho poramôs korunk lagli. 
MAT.8.16+MAT.8.17	Sanz zatôch devchar bosleleam zaiteam zannank Tachê sorxem haddlim; Izaias provadean oxem sanglelem, Tannem amche velo pidda-rôg ubarlo ani amcheô boll’llikô apnnacher ghetleô”, tem pallon ieuncheak Tannem eka utran devchar kaddle ani soglleam vaittakarank borim kelim.
MAT.8.18	Apnna bhonvtonnim lokachi khêtt polleun, Jezun doriachê pelê toddi vochunk lailem. 
MAT.8.19	Eka dhormxastrean lagim sorun Taka mhonn’lem: “Guruji, tum vexi thõi hanv Tujê pattlean ietolom.” 
MAT.8.20	Ani Jezun taka sanglem: “Koleank dholi asat ani varea veleam suknneank nhidunk zage asat, punn Mon’xachea Putak Apli tokli tenkounk khõisoruch svat na.” 
MAT.8.21	Tacheam xisantlea anink eklean Taka mhonn’lem: “Poilim mhaka vochun mhojea bapaik matiek lavum-di.” 
MAT.8.22	Jezun taka sanglem: “Tum Mhojê pattlean ie, ani meleant tannnim apleam mel’leank matiek lavum-di.”
MAT.8.23	Tedna Jezu eka hoddear choddlo; Tache xis-ui Tachê pattlean gele. 
MAT.8.24	Ani ovchituch doriant itlem khor ek tufan upraslem, ki lharam hoddea voir pavtalim. Punn To nhidlolo aslo. 
MAT.8.25	Lagim sorun Tacheam xisamnim Taka zago kelo ani mhonn’lem: “Amkam vattai, Saiba, ami mortanv!” 
MAT.8.26	Ani Tannem mhonn’lem: “Tumi itle bhezudd kiteak? Itlo holko tumcho bhavart?” Magir utthun Tannem vareak ani doriak bexttaile ani ekdom’ thonddai zali. 
MAT.8.27	Te ojap zale ani mhonnunk lagle: “Ho varo ani ho doria pasun aikotat tem, kosle torecho monis ho!’
MAT.8.28	Gadara prantant, doriachê pelê toddi To ailea uprant, somadhintle bhair sorto, devchar boslele, dog monis Taka mell’le; itle marekar te asle, ki konnacheanunch tê vatten vochunk zainaslem. 
MAT.8.29	Ani ovchituch te bob marunk lagle: “Jezu, Devachea Puta, Tuka amchê kodde koslem kam’ asa? Vêll pavchê adinch amkam vollvollaunk ailai kitem?” 
MAT.8.30	Te aslele thõi thaun matxe pelean dukrancho êk vhoddlo hindd chortalo, 
MAT.8.31	Mhonn’toch devchar Jezu lagim oxem prarthun magunk lagle: “Hangasorle amkam bhair ghaltai zalear, hinddantleam dukram bhitor vochun rigunk amkam rojea di.” 
MAT.8.32	Ani Tannem tankam mhonn’lem: “Vochat!” Ani te bhair sorun dukram bhitôr vochun rigle; ani ovchit sogllo hindd kollsa velean nettan doriant dhanvun gelo ani udkant buddon melo. 
MAT.8.33	Rakhnne pollun gele ani nogrant vochun, devchar bosleleank kitem ghòddlelem tem soit sogllem tãnnim kollit kelem. 
MAT.8.34	Ovchit nograntlo sogllo lôk Jezuk mellunk bhair sorun ailo, ani, Taka pollenam fuddem, aplea ganva bhair voch mhonn Tachê lagim magunk laglo.
MAT.9.1	Hea pasot hoddear bosun Tannem poltôdd marli ani To khud’Aplea nogrant ailo. 
MAT.9.2	Ani tednanch kai zonnamnim antrunnar poddlelea eka arkarak Jezu-xim haddlo; tancho bhavart polleun, Jezun arkarak mhonn’lem: “Dhir dhôr, puta, tujim patkam tuka bhògxileant.” 
MAT.9.3	Hem aikun thoddeam xastreamnim apnnam bhitôr mhonn’lem: “Ho monis devninda korta!” 
MAT.9.4	Tanchim chintnam ollkhun, Jezun mhonn’lem: “Tumchea monant vaitt kiteak chint’tat tumi? 
MAT.9.5	Tôr heam donantlem khõichem mhonnunk odik sompem: ‘Tujim patkam tuka bhògxileant!’, oxem mhonnunk, vô ‘utth ani chollunk lag!’, oxem mhonnunk? 
MAT.9.6	Punn Mon’xachea Putak sonvsarant patkam bhogsunchi podvi asa mhonn tumkam kollon ieunchê khatir — Tannem arkarak mhonn’lem: — “Utth, tujem antrunn ukôl ani ghora voch.” 
MAT.9.7	Ani to utthlo ani aplea ghora gelo. 
MAT.9.8	Hem polleun lôk bhielo ani mon’xank osli podvi dilea dekhun Devak tãnnim vakhann’lo.
MAT.9.9	Ani thõicho cholot vetana, manddvir boslelea, Matêv nanvachea , eka mon’xak Jezun dekhlo, ani taka mhonn’lem: “Mhojê pattlean ie.” Ani to utthun Tachê pattlean gelo. 
MAT.9.10	To ghorant jevnnak boslolo astana, sobar dônddvosuldar ani vaitt chaliche monis aile ani Jezuchea ani Tacheam xisam sangata jevnnak bosle. 
MAT.9.11	Hem polleun Farizevamnim Tacheam xisank mhonn’lem: “Dônddvosuldaram ani vaittoveam sangatim tumcho Guru jevnnak bosta tem kitem?” 
MAT.9.12	Hem aikun Jezun zobab dilo: “Borim asat tankam nhoi, punn vaittakarank ki voizachi goroz. 
MAT.9.13	Vochat ani heam utrancho ôrth konn to xikat: ‘Iôdn naka Mhaka, doia zai.’ Khorench sangtam, tumi apnnank promannik mhonn dhôrtat tankam nhoi, punn konn apnnank patki mhonn lêkhtat tankam apounk Hanv ailam.”
MAT.9.14	Juanvache xis Jezu sorxem aile ani tãnnim vicharlem: “Ami ani Farizev upas kortanv, punn tuje xis upas korinant tem koxem?” 
MAT.9.15	Ani Jezun tankam sanglem: “Apnnam borabôr novro aso-sôr, novreache pavnne dukhant asunk zata zait? Punn novreak tanchê sorxilo kaddun vhorcho vêll pavtolo ani tedna te upas kortele.
MAT.9.16	Pornnea vostrak konnuch anvllonk naslelea novea lugttacho kopo marinam, kiteak to vostra thaun oddon bhair sorta ani fallo odik vhoddlo zata. 
MAT.9.17	Nhoi mhonn novo soro pornneam cham-bddeam-potiamnim bhorinant; bhôrlo zalear, chambddeam-potio futt’tat, soro vhanvun veta ani chambddeam-potiancho-i ibadd zata. Na, novo soro noveam chambddeam-potiamnim bhôrtat ani don-ui samballon urtat.”
MAT.9.18	Oxem To tanchê kodde uloita thõich astana, ovchit êk odhikari ailo ani Tacheam pãiam poddun tannem mhonn’lem: “Saiba, mhoji dhuv atanch melea; punn Tum ie ani ticher Tuzo hat dovor ani ti porot jivi zateli.” 
MAT.9.19	Jezu utthlo ani Apleam xisank gheun tachê pattlean gelo. 
MAT.9.20	Okosmat bara vorsam rogtpat zal’li êk bail Tachê pattlean aili ani Tachea avoronnachê degek tinnem hat lailo; 
MAT.9.21	kiteak ti apleach monant mhonntali: “Tachea avoronnak tori hanv hat lain zalear, hanv borim zatelim.” 
MAT.9.22	Pattim vollon ani ticher nodor marun Jezun mhonn’lem: “Dhir dhôr, dhuvê, tujea bhavartan tuka bori keli.” Ani têch ghoddiê thaun ti bail bori zali. 
MAT.9.23	Tea odhikariachea ghora pavlea uprant, vennu vazoitale ani lôk goddbôdd kortalo tem polleun, 
MAT.9.24	Jezun mhonn’lem:” Bhair sorat; cheddum morunk na, tem nhidlam.” Ani tim Taka kenddtalim. 
MAT.9.25	Punn lokak bhair ghaltôch, bhitôr vochun Tannem cheddvachea hatak dhôrlo, ani tem utthun ubem ravlem. 
MAT.9.26	Hi khobor tea akhea prantant gazli.
MAT.9.27	Thõisorlo Jezu fuddem vetalo tedna,”Davidachea Puta, amchi kaklut kôr!”,oxi bob marit dog kurdd’de Tachê pattlean aile. 
MAT.9.28	Ani To ghora pavtôch, te kurdd’de Tachê sorxim aile ani Jezun tankam mhonn’lem: “Hem Mhojean tumkam korunk zata mhonn tumkam bhavart asa?” Tãnnim mhonn’lem: “Hôi, Saiba.” 
MAT.9.29	Tedna tancheam dolleank Tannem hat lailo ani mhonn’lem: “Tumchea bhavarta pormannem tumkam zaum-di.” 
MAT.9.30	Ani tanche dolle ugòddle. Ani Tannem tankam khoraien sanglem: “Khoborddar, hem konnakuch gomchem nhoi.” 
MAT.9.31	Punn vochun tea akhea prantant tãnnim Tachem nanv gazoilem.
MAT.9.32	Te vochona fuddem ovchit devchar boslelea eka moneak Tachê sorxem gheun ailim; 
MAT.9.33	ani devchar kaddtôch mono uloilo, ani lokan ojap zaun mhonn’lem: “Israelant oslem kednanch konnench dekhunk na. 
MAT.9.34	Punn Farizev mhonnunk lagle: “Ho monis devcharanchea pordhana udexim devchar kaddta.”
MAT.9.35	Tedna lokam modli soglli pidda-rog boro korit, Rajeachi bori khobor porgottit ani tancheam devosthanamnim xikovnn diit Jezu soglleam nogram-ganvamnim gelo. 
MAT.9.36	Ani lokacheô urponji polleun, teo gonvlli nasleleam menddram porim teô dogdovtaleô ani niradari zal’leô asleô dekhun tanchê vixim To churchurtalo. 
MAT.9.37	Tedna Tannem apleam xisank mhonn’lem: “Pik khorench khup, punn vavraddi thodde; 
MAT.9.38	hea pasot pikechea Dhonia lagim aple lunvnnê-môllnnek vavraddi dhadd mhonn magat.”
MAT.10.1	Apleam bara xisank apoun haddun, Jezun tankam mhelleam atmeancher odhikar dilo ani devchar kaddunk ani sogllea jin’sacho pidda-rôg boro korunk tankam podvi dili. 
MAT.10.2	Bara Apostlanchim nanvam him: poilo Simanv (Pedru mhonntat to) ani tacho bhav Andre; Zebedevacho put Jakob ani tacho bhav Juanv; 
MAT.10.3	Filip ani Bartolomêv; Tomas ani dônddvosuldar Matêv; Alfevacho put Jakob, ani Tadêv; 
MAT.10.4	Krantikar Simanv, ani Tacho ghat ghetlo to Judas Iskariot.
MAT.10.5	Heam bara zannank Jezun oso updês diun dhaddle: “Onbhavarteancheam ganvanchi vatt dhorinakat ani Samariekarancheam nogramnim bhitôr soronakat; 
MAT.10.6	punn odik korun Israelacheam Ghoranneacheam sanddleleam menddram sorxem vochat. 
MAT.10.7	Ani vochun ‘Sorginchem Raj ieunchem zalem!’, oxem porgott korat. 
MAT.10.8	Vaittakarank borim korat, mel’leank jivont korat, koddkarank nitoll korat, devchar kaddat. Tumi funkott ghetlam, funkea diat. 
MAT.10.9	Tumchê kodde bhangar, rupem, tambem legun potient aschem nhoi; 
MAT.10.10	nhoi mhonn vattek bhuti, vô don angavlim, vô vhannô, vô danddo; kiteak vavraddeak aplem jevonn-khann favo. 
MAT.10.11	Khõichea eka nogrant vô ganvant bhitôr sortôch, tantum konn mannsugecho monis asa to sodun kaddat ani thõisorle bhair soro-sôr tanger ravat. 
MAT.10.12	Tachea ghorant bhitôr sortana, ‘hea ghorak xanti!’, oxem mhonnun taka noman korat. 
MAT.10.13	Ani tea ghorak favo zalear, tumchi xanti tacher denvteli; favo nhoi zalear, tumchi xanti tumkam porot ieteli. 
MAT.10.14	Ani konn-ui tumkam ievkar dinam zatit zalear, nhoi mhonn tumchim utram aikonam zatit zalear, tea ghorantle vô nograntle bhair sorun tumcheam pãianchi dhull fafddun uddoiat. 
MAT.10.15	Hanv tumkam khorench sangtam: Zhôddtechea disa Sodom’ ani Gomorra nogranchi zhôddti hea nograchê zhôddtê itli khôr zaunchi na.
MAT.10.16	Aikat! Landdgeam modem menddram koxim Hanv tumkam dhaddtam. Hea pasot sorpam porim chotur, tori parveam porim sadim zaiat. 
MAT.10.17	Mon’xam thãi xidduk ravat; tim tumkam dhorun dhormsobhent vhortelim ani apleam devsthanamnim tumkam jerbond martelim. 
MAT.10.18	Mhojê pasot odhikaream ani razam mukhar, tanchea ani onbhavarteanchea fuddeant tumi govai diunchê khatir, tumkam vhortelim. 
MAT.10.19+MAT.10.20	Punn tumkam dhorun ditôch, tê ghoddier tumi kitem ulounchem tem, Dev tumkam kolloitolo kiteak uloitat tim tumi nhoi, punn tumchê udexim uloita To, tumchea Bapacho Atmo To, te khatir koxem ani kitem ulounchem te vixim husko kaddinakat 
MAT.10.21	Jivexim marunk bhav-bhoinn, bhavam-bhoinnink ani avoi-bapui putam—dhuvank lavun ditelim; bhurgim avoibapaicher uprasun tancho prann kaddunk laitelim. 
MAT.10.22	Mhojea nanva pasot sogllo lôk tumcho dvês kortolo; punn xevottak porian thir ravtit tanchench taronn zatelem. 
MAT.10.23	Mon’xacho Put ieunchê fuddem Israelachim nogram tumi bhonvun sarchinant nant mhonn Hanv tumkam khorench sangtam dekhun, eka nogrant tumkam dhumallo ditit zalear, dusrea nogrant pollun vochat. 
MAT.10.24	Aplea guru poros xis ani aplea dhonia poros chakôr vorto nhoi; 
MAT.10.25	xis aplea guru sarko, ani chakôr aplea dhonia sarko zaunk puro! Ghorabeachea dhoniak Beelzebul mhonnla zalear, tacheam ghorcheank tea-vôn anink kitem mhonnchim nant!
MAT.10.26	Tea pasot kitench dhamplelem asa tem ugttem zainastana urchem na ani liplelem asa tem kollo nastana urchem na dekhun tankam bhie nakat. 
MAT.10.27	Hanv tumkam kallokant sangtam tem tumi disa-uzvadda sangat; ani kanant futfutlelem tumi aikolam tem pattsar thaun porgott korat. 
MAT.10.28	Kuddicho jiv kaddtat punn jiv-prannacho nas korunk zaina tankam bhienakat, punn emkonddant kudd ani jiv-prannacho ekach farak nas korunk xokti asa Taka odik bhieiat. 
MAT.10.29	Eka as’sarionak 
MAT.10.30	Tumchê tokleche kens porian soglle mêzlele asat. 
MAT.10.31	Mhonntôch tumi bhienakat. Xerkanchea bhirea poros tumi odik vortim.
MAT.10.32	Hea pasot konn-ui Mhaka mon’xam hujir ollkhun ghetit zalear, tankam sorgar asto Mhojea Bapa hujir Hanv-ui ollkhun ghetolom; 
MAT.10.33	punn mon’xam hujir konn-ui Mhaka ollkhun ghenam zatit tôr, tankam sorgar asto Mhojea Bapa hujir Hanv-ui ollkhun gheuncho na.
MAT.10.34	Hanv prithumecher xanti haddunk ailam mhonn somzo nakat; xanti nhoi, punn torvar haddunk Hanv ailam; 
MAT.10.35	karann putak tachea bapaicher add, dhuvek tichê avoicher add, sunek tichê sasucher add doxim korunk Hanv ailam; 
MAT.10.36	eka mon’xache dusman tachoch ghorcho lôk.
MAT.10.37	Mhojê-vôn aplea bapaicho vô avoicho odik môg kortat tim Mhaka laik nhoi; Mhojê-vôn aplea putacho vô dhuvecho odik môg kortat tim Mhaka iukt nhoi; 
MAT.10.38	aplo khuris gheun Mhojê pattlean ienant tim Mhaka purtim nhoi. 
MAT.10.39	Aplo jiv samballunk sôdtat tim aplo jiv hogddaitelim, ani Mhojê pasot aplo jiv hogddaitat tankam aplo jiv melltolo.
MAT.10.40	Tumkam ievkar ditat tim Mhaka ievkar ditat, ani Mhaka ievkar ditat tim Mhaka dhaddla Taka ievkar ditat. 
MAT.10.41	Eka provadeak, to provadi mhonn, svagôt kortat tim provadeacho inam ghetelim; ani promannik eka mon’xak, to promannik mhonn svagôt kortat tim promannik mon’xacho inam ghetelim. 
MAT.10.42	Hanv tumkam sot sangtam: heam lhanantlea ekleak, to Mhozo xis mhonn, thondd udkacho êk pelo legun konnem pieunk dilo zalear, tankam koxei toren aplo inam mellonastana urcho na.”
MAT.11.1	Apleam Bara Xisank updês diun sompoilea uprant, Jezu tancheam heram nogramnim xikovnn diunk ani provochon korunk thõi thaun vochunk bhair sorlo. 
MAT.11.2	Tedna, Kristacheam kornneanchi khobor bondkhonnint aikun, Juanvan Tachê kodde oxem vicharunk apleam xisank dhaddle: 
MAT.11.3	“Ieuncho asa to tunch to, vô ami dusrea konnachi vatt polleunchi?” 
MAT.11.4	Jezun tankam oso zobab dilo: “Tumi aikolam ani dekhlam tem vochun Juanvak sangat: 
MAT.11.5	kurdd’dim polleunk lagtat, thonttim choltat, koddkaram nitoll zatat, bherim aikotat, melelim jivim zatat, goribank bori khobor porgott zata; 
MAT.11.6	ani Mhojê vixim zancho bhavart halonam tim mon’xam bhagi.” 
MAT.11.7	Te niropi thõisorle vetanam, Juanva vixim Jezu urponjik mhonnunk laglo: “Tumi kitem mhonn polleunk oronneant gel’leat? Varean halta tosli bet? 
MAT.11.8	Na tôr, kitem mhonn tumi polleunk gel’leat? Nazuk-mov vostram neslolo monis? Na; nazuk-mov vostram nestat tim razvadde-amnim astat. 
MAT.11.9	Tôr kiteak mhonn polleunk gel’leat tumi? Eka provadeak polleunk? Hôi, ani to provadea-vôn vorto mhonn Hanv tumkam sangtam. 
MAT.11.10	‘Ho polle tujê mukhar Hanv Mhojea dutak dhaddtam ani to tuji vatt tujê fuddem toiar kortolo’ , oxem mhonn zachê vixim boroilelem asa to hoch to. 
MAT.11.11	Hanv tumkam khorench sangtam: bailank zolmol’leam bhurgeam bhitôr Juanva Batista poros vhôdd dusro konn zolmunk na; toripunn Sorginchea Rajeant odik lhan tim tachê-von vhodd. 
MAT.11.12	Juanv Batist aila tedna thaun tem az porian Sorginchem Raj nêtt bhôgta, ani nêtt kortat tim tem zhombun ghetat. 
MAT.11.13	Soglleam provadeamnim ani Somurtin Juanv ieit porian bhakit kelem. 
MAT.11.14	Ani tem mandun gheunk tumkam khoxi asot zalear,ieuncho asa to Elija hoch to. 
MAT.11.15	Aikunk kan asat tãnnim aikunchem. 
MAT.11.16	He atanche pinddkek konnak mhonn Hanvem sôr korchi? Ttinttear bosun asleleam apleam boraborcheank oso ulo marto bhurgeam porim ti: 
MAT.11.17	‘Ami tumkam nachpachim songitam vennuncher vazoilim, punn tumi nachunk nant’; ‘ami tumkam vilapachim gitam gailim, punn tumi roddunk nant.’ 
MAT.11.18	Tôr Juanv jevonn toxem pivonn chakinastanam ailo, ani lôk mhonnta: ‘Tacher devchar bosla.’ 
MAT.11.19	Mon’xacho Put khaun-pieun ailo, ani lôk mhonnta: ‘Ho asa pottio ani bebdo, dônddvosul-darancho ani patkeancho ixtt.’ Tori Devachê zannvaiecheo kornneo tika sakxi ditat.”
MAT.11.20	Magir, zõi-zõi Apnnem ogllim vismitam kel’lim, team nogrank, tãnnim jivit-mon bodôl’lem na dekhun, Jezu oso bexttaunk laglo: 
MAT.11.21	“Korazin, tujem kotta! Bethsaidê, tujem kotta! Tôr tumchê modem kel’lim vismitam Tir ani Sidon nogramnim kel’lim zalear, kedna tim sakafottem ani gobôr ghalun prachit korto aslim! 
MAT.11.22	Hanv tumkam khorench sangtam: Zhôddtechea Disa Tirachi ani Sidon’chi zhôddti tumchê-itli khôr zaunchi na. 
MAT.11.23	Ani tum Kapernauma, voir mollba porian tum ubaron pavtoli mhonn ravtai kitem? Emkondda porian tum sokla xevttotoli, kiteak tujê sovem keleant tim vismitam Sodomant kel’lim zalear, az porian tem ubem urto aslem. 
