MAT.1.1	I oyo ay listahan ni kaapoapohan ni Hisu Kristo a ginumapo de Debid ta ginumapo eya de Abraham. 
MAT.6.21	Ta talage a ti deno i yaman yu misan de putok i o de langot ay duman pala i innawa yu pati esip.
MAT.6.22	“Nano i mata yu ay magi salong de lawes yu kanya be an mebu i mata yu ay matallang ni kapiyonan i lawes yu. 
MAT.6.23	Misan be mebu i mata yu ay an matallang i lawes yu ni kapiyonan kanya depat kamo di a magipinag-engat tangani wet nadeog ni malot a naddeinnawa yu i kapiyonan a geapo de Makedepat a magi salong a napalong.
MAT.6.24	“Nano ay an nappatud a i isin a katabeng ay nátabeng de aduwa a panginoon a sabey. Ta be maginon ay kagengsaan na i isin ta bobuot na pan i káduwa o gegelang na i isin ta i káduwa pan ay peeyenan na ni kabuluhan. Talage a ang kamo nappatud a getabeng de Makedepat be i peesip yu la ay i kayamanan yu dio de putok i.
MAT.6.25	“Kanya ko pesabi di dikamo a wet magulo i esip yu a tungkul de dikamo a edup a ti ano i pápangan yu o misan de dikamo a lawes a ti ano i bedu yu a pantaklop. Ta i edup yu pati lawes yu ay namas pa a mahalage de pápangan pati bedu. 
MAT.6.26	Pagelawagin yu ngani i manok na ide ta an ide gepinagpasok, a an ide gepinagguto pati an ide te kamalig misan ay peungut ide ni Ama yu de langot. Kanya oungut na ikamo a talage ta namas kamo pa a mahalage de manga manok ide. 
MAT.6.27	Kanya wet magulo i esip yu ta ang kamo te kaya a nakapepaanduwon ni edup yu misan isin la a odes. 
MAT.6.28	Pati an piyon a magulo i esip yu tungkul de bedu yu ta pagelawagin yu i bulaklak ide de kapadengan a ti papalano a gehanga ta am pan ide gepagel, a am pa ide geti. 
MAT.6.29	Misan ay pesabi ko ngan dikamo a misan i Hari a Solomon a migbedu ni masampatin ay angani nakapagbedu ni magi kasampat ni manga bulaklak ide a oyo. 
MAT.6.30	Kanya be pepabeduan ni masampat ni Makedepat i kademoan de kapadengan a nagkeedup la nano, a an di diage, a gegetong la de apoy ay namas kamo pangani a bebeduan ni Makedepat. Talage ay untik i pagpanulusun yu diya. 
MAT.6.31	Kanya wet magulo i esip yu tungkul de pápangan yu, einom pati bebedu yu. 
MAT.6.32	Ta i oyo ngani i pagkogulo ni esip ni pesan a agta dio de putok i misan ay katinggesan ni Ama yu de langot i pesan a kaelangan yu dio. 
MAT.6.33	Kanya ikamo pan ay depat a pabiyaan yu ngona i Makedepat a te kapangyedihan de innawa yu, a lalawag yu pala i kabuotan na ta dingan gekaduman kamo ni pesan a kaelangan yu. 
MAT.6.34	Kanya wet magulo i esip yu a ti ano i keedup yu de nádetong a adow ta i Makedepat i behala ta sukul di a i pagkagesá yu ay para de nano la a adow.
MAT.7.1	“Wet mo pebintangan i misan ino tangani wet ka hahatolan ni Makedepat. 
MAT.7.2	Ta hahatolan ka ni Makedepat a nappaayun de paghatol mo de kakmukan ta i pansokat a pegemit mo de kakmukan ay eya pala i gegemit na dikaw. 
MAT.7.3	Kanya an depat a pelawag mo i kasalanan ni kabinsa mo a magi ulap de mata na ta misan ikaw pan ay am mo pesapot i namas pa a kasalanan mo a magi buwal de mata mo a sadili. 
MAT.7.4	Talage ay an nagkaddepat a sasabi mo de kabinsa mo a, ‘Magsosol ka ni kasalanan mo.’ Ta ikaw pan ay am pala gesosol. 
MAT.7.5	Kanya depat ngona a magsosol ka dingan pa nappatud a sasabi mo de kabinsa mo a, ‘Depat ka a magsosol de kasalanan mo ide.’ Ta be maginon ay ang ka ngani i gekapoy ni malot de surut mo la.
MAT.7.6	“Nano ay wet kamo gesabi ni kamatoden ni Makedepat pati mahalage a katinggesan yu de agta a an te buot de inon. Ta be maginon ay magi mangásu ide a nákaget dikamo pati magi bebuy ide a sesikaden de la inon a perlas yu.
MAT.7.7	“Ay tungkul de pagpanalangin yu ay mag-aged kamo a tuloy tuloy ta ikamo ay bebiyen, maglawag kamo a tuloy tuloy ta ikamo ay nekita, pati tumuktuk kamo a tuloy tuloy ta kakayasan i abetan para dikamo. 
MAT.7.8	Ta i belang geaged a tuloy ay pebiyen, i gelawag pala a tuloy ay nekita pati i getuktuk pala a tuloy ay pekayasan i abetan para diya. 
MAT.7.9	Nano ikamo pan a manga ama ay an yu ngan bebiyen i anak yu ni beto be eya ay geaged ni tinapay. 
MAT.7.10	Pati an yu pala bebiyen i anak yu ni bebek be eya ay geaged ni ikan. 
MAT.7.11	Nano be ikamo a makikkakasalanan ay naketingges a geboy de mangának yu ni piyon a paaged ay namas pa a naketingges i Ama yu a Makedepat de langot a geboy ni kapiyonan a paaged de belang geaged diya.
MAT.7.12	“Nano ay misan an yediin dikamo ni kakmukan i piyon ay yediin yu la a tuloy i piyon de pesan a magi buot yu a yeyedi de dikamo. Ta de maginon ay i pagyedi yu ay nappaayun de pagtodu ni Moises pati magsasabi ide a den.”
MAT.7.13	Sinabi ni Hisus a tuloy, “Pumelit kamo a sumilong de pintohan a megot ta malawa i pintohan pati an te abet i bektas a paagow de padusahan ta makmuk i nesila de bektas a inon. 
MAT.7.14	Misan ay megot i pintohan pati te kahedepan i bektas a paagow de edup a an te kalog ta uluisin pan la i nakesilong de inon.
MAT.7.15	“Mag-engat kamo de magsasabi ide a butelan a nálane dikamo a gesabi a ide ay matud a katabeng ni Makedepat misan ay pesede de i pagpanulusun ni mangának ni Makedepat. 
MAT.7.16	Aabuyenan yu ide dehil de pagyedi de ti piyon ide o malot ta an náanak i katinekin ni anak a napámangan. 
MAT.7.17	Esipin yu a i piyon a kew ay náanak ni te kabuluhan misan pan i malot a kew ay náanak pala ni an te kabuluhan. 
MAT.7.18	Ta an nappatud a i piyon a kew ay náanak ni an te kabuluhan, ta am pala nappatud a náanak i malot a kew ni te kabuluhan. 
MAT.7.19	Misan ay katinggesan yu a i pesan a kew a an náanak ni te kabuluhan ay pepugtus a wewitik de apoy. 
MAT.7.20	Kanya dehil de pagyedi ni agta ay aabuyenan yu ide ti piyon o malot.”
MAT.7.21	Sinabi ni Hisus a tuloy, “Nano ay an pesan a gesabi deko, ‘Panginoon ko’ ay nakesilong de kataanan nun Makedepat ta i belang getalinga la de kabuotan ni Ama ko de langot. 
MAT.7.22	Ta pagdetong ni inapóan a adow ay makmuk i gesabi deko, ‘Panginoon, ay de makapangyedihan a ngalan yu ay nagtodu kami ni surut yu pati dehil de ngalan yu pala ay nagpalayu kami ni libong de lawes ni agta pati nagyedi kami ni gepakataka.’ 
MAT.7.23	Misan ay sasabi ko dide, ‘Ay kapide man ay ang ko ikamo peabuyenan. Lumayu kamo deko a ikamo a migyedi ni mammalotin.’
MAT.7.24	“Kanya i belang agta a gepataliknoy pati getalinga a tuloy de pesan a pagtodu ko ay katolad ni isin a naketingges a agta a nagyedi ni beloy na de kabetoan. 
MAT.7.25	Nano ay nun tinumapuk ni marages a masakut, a binumulangay a tuloy, a pinalosán ni maslog ay an nagibe i beloy na ta nappauddi de kabetoan. 
MAT.7.26	Misan i belang agta pan a gepatalikngoy a an getalinga de pagtodu ko ay magi isin a an naketingges a agta a nagyedi ni beloy na de langges. 
MAT.7.27	Dingan nun tinumapuk ni marages, a binumulangay a tuloy, a pinolosán ni maslog ay nagibe di un beloy na ta talage ngani a narukat di.” Inon i pagtodu ni Hisus.
MAT.7.28	Nano ay pagkatapos ni Hisus a nagtodu ninon ay nagtaka i kaagtaan de pagtodu na. 
MAT.7.29	Ta nagtodu eya a te kapangyedihan a masakut, a an magi magtutodu ide ni Hudyo a an te kapangyedihan de pagtodu de.
MAT.8.1	Nun pagdolug ni Hisus de kalasan ay inumabut diya i makmuk a agta. 
MAT.8.2	Nano ay te duman a linumane diya a isin a lalaki a te ketong ta inumobbob de kasagkaden na ta sinabi na, “Panginoon, be buot yu ay papiyonin ok yu di ta ikamo ay te kaya.” 
MAT.8.3	Ay inonat ngani ni Hisus i kumot na ta tinapá na i te ketong a sinabi na, “Buot ko a talage. Pumiyon ka di.” Dingan tambing ngani a pinumiyon i ketong de lawes na. 
MAT.8.4	Nano ay tinutugun ni Hisus diya a mahigpit a, “Wet mo sasabia misan dino i sinumapit dikaw misan ay kumang ka a palawag mo i lawes mo de isin nunde maghahandug ide nun Makedepat. Ta pagkakita na dikaw ay maghandug ka a nappaayun de pagdodul ide ni Moises ta inon ay gepamatud de kaagtaan a pinapiyon ka di.” Inon i sinabi ni Hisus de pinapiyon na.
MAT.8.5	Nano ay nun matapos di i Hisus de pagsurut na de kaagtaan ay sinumilong eya de benwaan a Kapernam. Ta linumane diya i isin a kapitan ni sundelo ide a tage Roma ta nag-aged eya de Hisus 
MAT.8.6	a magioyo, “Panginoon, i katabeng ko de beloy ko ay te orom a mahedep ta an di gepakaewes pati nagkahedepan a masakut.” 
MAT.8.7	Sinabi ni Hisus diya a, “Nosut ok dikaw ta papepiyon ko eya.” 
MAT.8.8	Misan ay tinubeg eya ni kapitan, “Panginoon an depat a nesilong kamo de beloy ko ta ako ay an te kabuluhan. Ta sabiin yud la dio a piyon di i katabeng ko duman ay talage a nepiyon ngani. 
MAT.8.9	Ta misan ako pala ay pesákup ni pinakamaditas a ponu pati ako pan ay te nagkasakopan a manga sundelo ta be sabiin ko de isin a, ‘Tumotul ka,’ ay nototul eya. Be sabiin ko de isin pa a, ‘Dumio ka,’ ay nálane eya deko pati be de katabeng ko ay sabiin ko a, ‘Yediin mo yo i,’ ay yeyedi na ngani.” 
MAT.8.10	Nano ay nun inikna inon ni Hisus ay nagtaka eya ta sinabi na de kaagtaan a nappaabut diya a, “Talage ay pesabi ko dikamo a anok pa kinumita ni magioyo kahanga a pagpanulusun misan deno a pulupalebut ni Israel. 
MAT.8.11	Pesabi ko pala dikamo a makmuk a an Hudyo i náapo de kadepit ni petangaan pati pelinoden ni adow a nakisaló de kaapoapohan tam a Abraham, Isak pati Hakob duman de kataanan nun Makedepat. 
MAT.8.12	Misan pan ay i makmuk de Hudyo ide a hinandean ni Makedepat ni kapiyonan na ay wewitik ide de ditow a madumos ta duman ay nátangos ide a náaratengot i ngipon de dehil de pagtiis de.” 
MAT.8.13	Ay dingan sinabi ni Hisus de kapitan, “Umuli kamo di ta dehil de pagpanulusun yu ay nangyedi di i peaged yu.” Nun odes pala a inon ay napiyon di i katabeng nun kapitan.
MAT.8.14	Nano ay nun isin a adow ay sinumilong i Hisus de beloy ni Pedro ta duman ay kinta na a geide i panuwangan ni Pedro a mahuna a pelagnat a masakut. 
MAT.8.15	Ta dingan binolan ni Hisus de kumot na i pelagnat ta naeyen dingani i lagnat ni mahuna. Ta pagkagiyos na ay nag-akod eya dide ni pápangan.
MAT.8.16	Nano ay nun pagkalinod di ni adow ay inikag de Hisus ni kaagtaan i makmuk a te libong de lawes de ta de isin la a surut na ay pinalayu na i libong ide pati pinapiyon na i pesan a te orom. 
MAT.8.17	Ta de maginon ay pinamatoden i sinabi ni magsasabi a den a Isais a, “Linayu na dikitam i kahedepan tam ta inadde na i manga orom tam.”
MAT.8.18	Nano nun kinta ni Hisus i makmuk a masakut a agta a naddepalebut na ay nagdodul eya de mangáyun na a, “Sumabusabu kitam di de dipa ni uluataben to.” 
MAT.8.19	Misan ay linumane diya i isin a magtutodu ni Hudyo ta sinabi na, “Magtutodu, nosut ok dila dikamo a nappa ni mag-aadel yu misan deno kamo paagow.” 
MAT.8.20	Ta tinubeg eya ni Hisus, “Uluespin mo ngona ta te pigtaanan a bulsut i hayup ide pati i manok ide ay te pig-aponan misan ay ako a Pineta nun Makedepat a napa ni agta ay anok te pigtaanan a sadili a pigpaimloyen.” 
MAT.8.21	I isin pan a sinumut diya ay nagsabi, “Panginoon, pabiyaan ok yu ngona a nouli tangani aalagean ko i ama ko hanggen an nagkelibun.” 
MAT.8.22	Misan ay tinumubeg i Hisus diya, “Sumut ka deko ta pabiyaan mo dila i manga an gepanulusun a nannapor de nalibun dide.” Inon i sinabi ni Hisus.
MAT.8.23	Ta dingan nun pagkasakoy ni Hisus nunde bengka ay sinumakoy pala i mag-aadel na ide. 
MAT.8.24	Nun gesabusabu pa ide ay dinumatong pan dide i maslog a subesko ta mandeli a nepino un bengka ni orat misan ay napede pa i Hisus. 
MAT.8.25	Kanya i mag-aadel na ide ay linumane de Hisus ta binogbog de eya a sinabi de, “Panginoon, ligtasin yu ikami ta noomos kitam di.” 
MAT.8.26	Tinumubeg eya dide, “Bekot ta nagkatakut kamo. Talage a untik pa i pagpanulusun yu deko.” Ta dingan ginumiyos eya ta sinablow na un palos pati un desi ta piyon di i panahon. 
MAT.8.27	Ay nagtaka ide a pesan ta ide ay natulutantoan, “Ano yo a kalase a agta ta getalinga pan diya i palos pati atab.” Inon i pinatulutantoan de.
MAT.8.28	Pagdetong de de dipa de lugel a Gadareno ay tinumagbu diya i aduwa a lalaki a inumapo de pigtaporan ide a gob. Ide ay te manga libong de lawes de ta matapangin ide a masakut kanya an te gepakasila duman a agta. 
MAT.8.29	Nano nun kinta de i Hisus ay inumolang ide ni magioyo, “Ikamo a Anak nun Makedepat, bekot ta peabela yu ikami a libong? Dinumio kamo man a pehedepan yu ikami a am pam pa gedetong i panahon a pagtiis mi?” Inon i sinabi ni libong ide. 
MAT.8.30	Misan ay duman de an masakut a alayu ay te isin a hanga a kalugbuwen ni kabebuyen a gepinagpangan. 
MAT.8.31	Ta nag-aged i libong ide a mahigpit de Hisus a, “Be pototul yu ikami ay pakangin yu ikami de kalugbuwen ni kabebuyen a inon i.” 
MAT.8.32	Sinabi ni Hisus, “Hale di. Dumuman kamo.” Kanya linumayu ide de manga lalaki ta linumane ide de lawes ni bebuy ide ta dingan loktat a nagiginekan un kabebuyen a padolug de rongtob a masakut a paagow de uluataben ta naomos ide duman.
MAT.8.33	Misan un mag-aalage nun kabebuyen ay nagiginekan pala ide a paagow de benwaan ta pagdetong de duman ay binareta de i pesan a nangyedi de aduwa a lalaki a te manga libong de lawes de. 
MAT.8.34	Kanya pan nagibinulwag i kamakmokan a agta de benwaan a nákang de Hisus ta nun kitain de eya ay inaged de a masakut a tumotul i Hisus nunde putok de.
MAT.9.1	Kanya sinumakoy i Hisus de bengka a sinumabusabu de dipa ta tinumuloy eya de sadile na a benwaan. 
MAT.9.2	Nano ay nun duman di eya ay te dinumatong pan a tipide a lalaki a te adde ide ni isin a lungpo a náosong de pig-eden na. Ta nun matinggesan ni Hisus i kahanga ni pagpanulusun de diya ay sinabi na de lungpo, “Ayun, patibongin mo i innawa mo ta pinakaeyenan ka di ni mammalotin mo.” 
MAT.9.3	Nano ay nagdeinnawa i tipide a magtutodu ni Hudyo a magioyo, “Malot yo a agta ta pepadepade na i sadile na de Makedepat ta i Makedepat pan la i te kaya a gepakaeyen ni mammalotin ni kaagtaan.” 
MAT.9.4	Misan ay katinggesan ni Hisus i naddeinnawa de kanya sinabi na dide, “Wet kamo magdeinnawa ni maginon a malot. 
MAT.9.5	Ta talage a namas pa a mamiyen i sabiin ko de lungpo a, ‘Pinakaeyen ka di ni mammalotin mo,’ a an i ‘Gumiyos ka di ta addein mo i pig-eden mo na.’ 
MAT.9.6	Ta depat yu a matinggesan a ako a Pineta nun Makedepat a napa ni agta ay te kapangyedihan a gepakaeyen ni mammalotin dio de putok i kanya yediin ko di i mahedep pa de pekita yu.” Ay dingan sinabi ni Hisus nunde lungpo, “Gumiyos ka di ta addein mo i pig-eden mo na ta umuli ka di.” 
MAT.9.7	Ay dingan tambing a ginumiyos eya a inumuli. 
MAT.9.8	Ta nun makitan nun agta ide i maginon ay natakut ide ta nagpodi ide de Makedepat a nagboy ni kapangyedihan na de kaagtaan.
MAT.9.9	Nano ay nun tinumotul i Hisus de lugel a inon ay kinta na i magsisengil ni buwis a te ngalan a Mateo a gelipa de pigsingelan ni buwis. Ta sinabi diya ni Hisus, “Sumut ka deko.” Ta dingan inumuddi i Mateo a sinumut de Hisus. 
MAT.9.10	Nano ay nun duman di de beloy ni Mateo i Hisus pati mag-aadel na ide a gepangan ay dinumatong i makmuk a magsisengil ni buwis pati agta ide a makikkakasalanan. Ta ide ay nasalósalóan de pamangan. 
MAT.9.11	Nun kinta ni Pariseo ide i maginon ay sinabi de de mag-aadel na ide a magioyo, “Bekot pan ta gepakisaló la i magtutodu yu na de magsisengil ide pati makikkakasalanan ide?” 
MAT.9.12	Misan ay nun inikna ni Hisus i oyo a surut ay sinabi na dide, “I an te orom ay an depat a gelawag ni magbubulong ta i te orom la i depat a gelawag. 
MAT.9.13	Ta anok dinumio a geolang de geesip ide a an ide te kasalanan ta dinumio ok ngani a geolang de makikkakasalanan ide. Kanya esipin yu a masakut i kabuluhan ni oyo a sinabi ni Makedepat a, ‘Pinakamahalage de pekita ko i migkalbi ide ta am pan i mighandug ide a an getalinga deko.’”
MAT.9.14	Nano ay dinumatong de Hisus i mag-aadel ide ni Huwen a Maglilenod a nagtanto a magioyo, “Ikami pati manga Pariseo ide ay ugnay a an gepangan ni untik a panahon be gepanalangin. Ano pan ta i mag-aadel yu ide ay eyen?” 
MAT.9.15	Misan ay tinubeg ide ni Hisus, “An depat a an námangan i inakit ide a gegewes de kásalan hanggen kakoloy de pa i lalaki a kinasal. Misan be nádetong i panahon a an di i lalaki a kinasal ay dingan de panahon a inon ay malungkut i inakit ide, a an ide námangan ni untik a panahon.”
MAT.9.16	Sinabi pala ni Hisus dide a, “Talage a an te getagpi de loma a demit ni kagisi a bowon ta be maginon ay negisi i loma a demit ni tagpi a bowon ta dingan negisi ni namas pa a hanga i loma a demit. 
MAT.9.17	Ta am pala te geunid de loma a oniden a katat ni bowon a tayug a malanis ta be maginon ay sesede ngani ni bowon a tayug i oniden a loma ta ide ay padepade la a nakanugun. Kanya depat pan a unidin i bowon a tayug a malanis de bowon pala a oniden tangani naaloy ide a padepade a an nesede.”
MAT.9.18	Ay nun pesabi pa ni Hisus i pesan a oyo ay dingan te dinumatong pan a isin a pinakamatande a Hudyo ta inumobbob de kasagkaden ni Hisus ta sinabi na, “Sigudu nalibun di i anak ko a mahuna misan ay be nosut kamo deko a tatapá yu i lawes na ay needup eya a liwet.” Inon i sinabi ni te anak. 
MAT.9.19	Ta i Hisus ay inumuddi pati mag-aadel na ide ta sinumut ide diya.
MAT.9.20	Nano ay te duman a inumabut diya a isin a mahuna a te orom a gesagu ni sangpuwu di pati aduwa a taon ta linumane de idogen ni Hisus ta tinumapá eya de rimong ni bedu na. 
MAT.9.21	Ta sinabi na de sadile na a, “Be matapá ko la i bedu na ay nepiyon ok di.” 
MAT.9.22	Ay linumingoy i Hisus ta pagkakita na diya ay sinabi na, “Mahuna, patibongin mo i innawa mo ta pinapiyon ka di ni pagpanulusun mo deko.” Ta gepo nun nanon a odes ay pinumiyon un mahuna.
MAT.9.23	Nano ay nun dinumatong i Hisus nunde beloy nun pinakamatande ay kinta na i gepatinog ide ni bengsi pati makmuk a agta a nagkogulo a masakut dehil de nalibun. 
MAT.9.24	Sinabi na, “Magibinulwag kamo ta an la nalibun i anak ta nappede la.” Ta pinag-ilokan de eya. 
MAT.9.25	Misan nun mapabulwag di un kaagtaan ide ay sinumilong i Hisus ta binolan na un kumot na ta ginumiyos di eya. 
MAT.9.26	Kanya kinumálat i bereta tungkul de nangyedi a inon de pulupalebut ninon a lugel.
MAT.9.27	Nun pagtotul ni Hisus de lugel a inon ay inumabut diya i aduwa a lalaki a bulag ta nag-olang ide ni surut a magioyo, “Kalbian yu ikami, ikamo a apo ni Debid a kaapoapohan tam.” 
MAT.9.28	Pagkasilong ni Hisus de isin a beloy ay inumabut diya un aduwa a bulag ta tinanto ide ni Hisus, “Gepanulusun kamo man a te kaya ok a gepapiyon ni mata yu.” Tinumubeg ide, “Ay-o, Panginoon.” 
MAT.9.29	Ta dingan tinapá na i mata de ta sinabi na, “Mangyedi dikamo a nappaayun de pagpanulusun yu.” 
MAT.9.30	Ay nakakita di ide ta sinabi ni Hisus dide a mahigpit, “Wet yu sasabia misan dino i oyo a nangyedi.” 
MAT.9.31	Misan nun makatotul di ide ay binareta de i yinadi ni Hisus dide de pulupalebut ni lugel de.
MAT.9.32	Nano ay nun pagkatotul de ay inadde de Hisus i isin a lalaki a te libong de lawes na a gepabunol diya. 
MAT.9.33	Nun pinalayu di ni Hisus un libong de lawes ni lalaki ay nakasurut di un bunol ta nagtaka un pesan a agta a sinabi de, “Ang kami pa kinumita ni magioyo dio de bensa tam a Hudia ti an nano.” 
MAT.9.34	Misan ay sinabi ni Pariseo ide, “I eya ay gepalayu ni kalibongan ide dehil de kapangyedihan ni ponu ni kalibongan ide.”
MAT.9.35	Dingan linebut ni Hisus de bulubenwaan pati de buluberiyu ide. Ta de belang pigmitengan de ay nagtodu eya a nagsabi ni piyon a bereta a ti papalano a te kapangyedihan i Makedepat de innawa ni agta. Ta nagpapiyon eya ni agta ide misan ano i orom de. 
MAT.9.36	Nun kinta na i makmuk a masakut a kaagtaan ay kinalbian na ide ta ide ay nagkehedepan a an te getabeng dide a magi manga topa a an te mag-aalage. 
MAT.9.37	Kanya sinabi na nunde mag-aadel na ide, “Talage a hanga i goguto misan ay an sukul i magguguto ide. 
