MAT.1.1	Ŋuur-aŋ siŋ ku tamba ta Iisa Masi, roŋ ka Dawuud kaak roŋ ka Ibraayim. 
MAT.6.5	« Ya ku salkiyaw, dakoŋ salkiyenno ar gee kuuk abdiya Buŋ iŋ biŋkico di. Ŋuur el salkiye iŋ peyin̰co ɗo geray ku salaaner ho ɗo botilniidi a paa kat, gee yaa talin̰co. Ka seener nu kaawaako : gee ŋuur-ak gasit ko haginco. 
MAT.6.6	Kar kiŋ gay, ya ki salkiyaw, un̰ju zugar ho ɗibirga. Indig Takko Buŋ kaak goy ɗo wer kaak ki cigiltu-aka. Paa kat, ŋaar kaak talaag ay maan kaak ki giniy iŋ cigile yaan̰ berin haginen̰.
MAT.6.7	« Ya ku salkiyaw, dakoŋ ɗeelenno taar di kuu goye ar gee kuuk ibanno Buŋ. Gee ŋuur-ak, ɗo tan̰co a wal iŋ ɗeele ka kaawin̰co-ak kat Buŋ ya cokiyin̰co. 
MAT.6.8	Dakoŋ icenno tan̰co, asaan Takko Buŋ ibingig maan kaak arumko min ku bal indin̰ji. 
MAT.6.9	Cokiyoŋ maman kuu salkiye :
MAT.6.9	Baaba, Buŋ kaak goy kuwa ka samaaner,
MAT.6.9	gee okin̰co yaa ibine kadar siŋji kun̰jiŋ ŋuur keeco.
MAT.6.10	*Meennuwin̰ yaa ase ɗo duniiner.
MAT.6.10	Gee okin̰co, ŋu ginguwoŋ taat ki rakiyo keɗer
MAT.6.10	ar ŋu gingiy kuwa ka samaaner.
MAT.6.11	Berni tee kaak yaani nece ƴiriyta.
MAT.6.12	Saamiyniŋgu zunuubinni ar nin oki saamiygiy ɗo gee kuuk niginti.
MAT.6.13	Dakni rasenno *Seetanne yaani gece, kar gay gooƴni minniney.
MAT.6.13	[Asaan lociŋ di Meennaw, gudurre ho iŋ *darjine elgin iŋ elgina. *Aamin.]
MAT.6.14	« Ya kuŋ kat saamiyaaco ɗo eeŋko, Takko kaak kuwa yaako saamiye loko oki. 
MAT.6.15	Kar ya ku saamayɗo ɗo eeŋkoŋ gay, Takko Buŋ saamiyaakonno tak-tak zunuubinniko.
MAT.6.16	« Ya ku ic sayamne, dakoŋ ritin̰enno ar gee kuuk abdiya Buŋ iŋ biŋkico di. Ŋuur ƴiimiit wijeenco, paa kat, gee yaa talin̰ a ŋu ic sayamne. Ka seener nu kaawaako, gee ŋuur-ak gasit ko haginco. 
MAT.6.17	Kar kiŋ gay, ya ki ic sayamne, acit wijeenen̰ ho kockac itir. 
MAT.6.18	Paa kat, gee ibiniyɗo kadar ki ic sayamne, illa Takko kat talaag maan kaak gee giniy iŋ cigile. Ŋaar kaak talaag maan kaak ki giniy-ak yaan̰ berin haginen̰.
MAT.6.19	« Dakoŋ atkenno malle ɗo duniiner, yampa gujin yaa cokin̰ji, nadaane yaa obin̰ji ho kokinay asa ɗimin̰ gero, ŋuu kokinin̰ji. 
MAT.6.20	Kar gay, bariyoŋ malle kaak ɗo uŋji ka Buŋdi, asaan anner-ak, gujin ginno, wala nadaane wala kokinaw. 
MAT.6.21	Nu kaawiy pa-ak, asaan wer kaak ki dummiyiy mallen̰-ak, gelbinen̰ sa goy eɗen di.
MAT.6.22	« Odina, ŋuur ko lampa ta ziŋkar. Ya odinan̰ tala samaane, zin̰ okin̰ji goy ɗo portikaw. 
MAT.6.23	Kar ya odinan̰ tallo samaane gay, ŋaar-ak zin̰ okin̰ji goy ɗo gondikor. Ansii ko, ya portikaw taat Buŋ diyiijiŋ ɗo gelbinen̰ kat gondiko, gondikaw-at yaa gine dulum !
MAT.6.24	« Ginno waan kaak yaa gine riy ɗo agindaw seera. Ya ŋa gina pa, ka rakki, ŋaa elin̰ji ho ka rakki gay, ŋaa poocin̰ji. Kar pey, ka rakki, ŋaa ice kaawoy ho ka rakki gay, ŋa icaatɗo. Ku gediraaɗo abdiye Buŋ ho kuu abdiye pey gurus.
MAT.6.25	« Ɗo saan taar-an, nu kaawaako aman : Dakoŋ moyenno ɗo bi ka teendi wala ka isindi. Goyiŋko, ŋaar pakgig tee kaak ku tiyo, ho ziŋkiko, ŋuur pakgit kesuun taat ku isiyo wal maman ? 
MAT.6.26	Taloŋ ɗiiɗi, ŋu luwɗo ho ŋu seɗɗo, wala ŋu liya gamin ɗo urder. Illa Takko Buŋ ka kuwa-aŋ di beraaco tee. Kar kuŋ gay pakgigɗo ɗiiɗ serek walla ? 
MAT.6.27	Waa minninko, iŋ pikirre ta meen̰ji di gedirgiy gaaye ƴiriy rakki ɗo menuwiy ? 
MAT.6.28	Kar maa di ku moyiy ɗo bi ka isindi ? Taloŋ maman booyaw amiliy ɗo kalaaner, wala ŋu wasaw, wala ŋu azaw. 
MAT.6.29	Kar nu kaawaako, sultan Selemaan, iŋ *darjiney okintiti sa, bal gine kesuun taat yaa nece iŋ rakki min ɗo booyaw-aku. 
MAT.6.30	Gan̰ kaak ƴiriyta goy ɗo kalaaner ho kaak kawtan di ŋuu orin̰ji ɗo ak din sa, Buŋ imilaaji booyaw. Kar kuŋ ƴelel-aŋ kat ŋa isiikonno maman ? Taloŋ gee kuuk imaanco sooɗ-aŋku ! 
MAT.6.31	Dakoŋ moyenno aman : ‟ Gii tee maa ? Gii see maa ? Gii ise maa ? ” 
MAT.6.32	Gamin ŋuur-ak, illa gee kuuk ibanno Buŋ kat diya kaƴco. Kar kuŋ gay, Takko Buŋ kaak goy ka samaaner ibingig gamin kuuk yaako nece. 
MAT.6.33	Bariyoŋ ja *Meennaw ta Buŋdi ho goye kaak Buŋ rakiyo. Kar gamin kuuk ɗak gay, Buŋ yaako berin̰co oki. 
MAT.6.34	Dakoŋ moyenno ta neginda, asaan neginda taar goy iŋ tanti. Taaɓin ta ƴiriy rakki nec ko ɗo ƴiriy taar-at di. »
MAT.7.1	Iisa kaaw pey aman : « Dakoŋ talenno ziŋkiko ar gay ɗukume seriiner, paa kat Buŋ ɗukumiikonno seriin loko. 
MAT.7.2	Asaan Buŋ yaako ɗukume seriine ar kuŋ ɗukumiy ɗo eeŋko. Ŋaako yeepin̰ maan kaak kuŋ giniy ɗo geemir. 
MAT.7.3	Maman ki taliy gan̰ kaak kapak kaak goy ɗo od ta siŋjiŋ, kar et kaak goy ɗo odon̰ tan̰jiŋ gay, ki talgigɗo ? 
MAT.7.4	Kiŋ kaak gin et tatik ɗo odon̰, kar maman ki kaawiy ɗo siŋjiŋ aman : ‟ Gem kol siŋji, rasin ja naa icin̰ gan̰ kaak goy ɗo odon̰-aŋka ? ” 
MAT.7.5	Tal ja gem kaak kaawa iŋ biy di-aŋka ! Gedar ja ɗo od tan̰jiŋ, kii tale karaŋ, kar kii imilin̰ gan̰ kaak goy ɗo od ta siŋjiŋ. 
MAT.7.6	Dakoŋ berenno gamin ku Buŋdi ɗo kan̰ir, yampa, ŋuu newse ŋuuko umiŋko. Dakoŋ orenno ɗuurko ɗo uŋco ka kinziirnar, yampa, ŋuuco jaawe kaaco.
MAT.7.7	« Indoŋ ho Buŋ yaako berin̰ kaak ku indiyo, bariyoŋ ho Buŋ yaako berin̰ kaak ku bariyiyo, kokoŋ ho Buŋ yaako pilin̰ ɗibiro. 
MAT.7.8	Asaan ŋaar kaak indaw ho bariyaw-ak, Buŋ yaaji bere, ho ŋaar kaak kokaw oki, Buŋ yaaji pile. 
MAT.7.9	Minninko-aŋ goy gem kaak ya roŋji kat indaag mappa, ŋaaji bere dambi walla ? 
MAT.7.10	Ho ya ŋa indaag booso, ŋaaji bere aalo walla ? 
MAT.7.11	Kuŋ kuuk gina jookum din sa iban bere gamin kuuk samaane ɗo kooginko, kar maa di, Takko kaak goy ka samaaner beriicoɗo gamin kuuk samaane ɗo ŋuur kuuk indaaga ! 
MAT.7.12	Ginon̰co ɗo geemir gamin okin̰co ar taat kuŋ rakiy a ŋuuko gine loko. An ko taat ŋu siirtu ɗo *gaanuun ka Muusa ho iŋ makaatamna ku nabiinnar.
MAT.7.13	« Un̰joŋ min botol ta n̰elel ! Asaan botol taat berel, taar iya gee ɗo aki. Ɗibirti tatko ho gee dakina un̰ja melen̰ min eɗe. 
MAT.7.14	Kar taat iya gee ɗo janni gay, taar n̰elel ho ɗibirti sa kapak di. Gee sooɗ di kuuk gasaata.
MAT.7.15	« Yaman pakron̰co ɗo gee kuuk gina ziŋkico ar nabiinna. Ya ŋu as ɗo werko, ŋu gina ziŋkico dalullay ar tamgi, kar ɗo aditco gay, ŋu motilay ar pulkina
MAT.7.16	Ku ibingig gee-ak min ɗo riyco ar taat ku ibingig atay min ɗo roŋco. Gee cimɗo sin̰a min et kaak gin jamay. Ho gee okaɗɗo gapra min ɗo gurkuɗu. 
MAT.7.17	Ay et kaak samaane wiya roŋ kuuk samaane, kar ay et kaak samaanno wiya roŋ kuuk samaanno. 
MAT.7.18	Et kaak samaan-ak waaɗo roŋ kuuk samaanno ho et kaak samaanno-ak waaɗo roŋ kuuk samaane. 
MAT.7.19	Ay et kaak waaɗo roŋ kuuk samaan-ak, ŋuu doliyin̰ji ho ŋuu erin̰ji. 
MAT.7.20	Ar gi ibiniig et-ak min ɗo roŋji, kuu ibinin̰ gee iŋ riy ta ŋu giniyo.
MAT.7.21	« Gee kuuk kolaan a ‟ *Rabbine, Rabbine ”, wala okin̰co yaa un̰je ɗo *Meennaw ta Buŋdi ? Ha’a, illa ŋuur kuuk gina riy taat Tanni ka kuwa rakiyo. 
MAT.7.22	Ɗo ƴiriy ta seriiner, gee dakina asaadu kaaw aman : ‟ Rabbine, Rabbine, iŋ siŋ kun̰jiŋ ko, ni gaartu kaawin ar nabiinna. Ni atiktu aariɗna ho ni gintu gamin dakin kuuk ajbay iŋ siŋ kun̰jiŋ ! Maman ki ibingiyɗo ? ” 
MAT.7.23	Hiyya, naaco kaawe ɗo gee ŋuur-ak aman : ‟ Nu ibingikonno bat. Yalla ɓaaŋ annere, kuŋ gee kuuk gina jookumo ! ”
MAT.7.24	« Ɗo bi ŋaar-ak ko, ay gem kaak cokiyaat kaawor ho aaɗaat iŋ botilti, ŋaar-ak ar gem kaak gin ilim ho pinig geriy ka maari. 
MAT.7.25	Amay n̰oktu, balal miintu, ŋu tambiltu ho us abirtu wuu-wuu. Okin̰co, ŋu duksiyiig ger-aka. Kar iŋ taar-at oki, ger-ak bal eeze asaan ŋu pinig ka maari. 
MAT.7.26	Kar ay gem kaak cokiyit kaawor-anta ho rawit biti gay, ŋaar-ak ar gem kaak oliyo kaak pinig geriy ɗo ƴiror. 
MAT.7.27	Amay n̰oktu, balal miintu, ŋu tambiltu ho us abirtu wuu-wuu. Okin̰co, ŋu duksiyiig ger-aka ho ŋa eeztu dizic. »
MAT.7.28	Min Iisa gaasiit kaawoy, gee okin̰co ajbiytu ɗo ɓildin̰ji-aka, 
MAT.7.29	asaan ɓildin̰ji arro ka agindaw ku gaanuundi. Kar ŋaar gay ɓildaag iŋ izinne.
MAT.8.1	Min Iisa paaytu min ka dambar, gee dakina amiltu aaɗin̰ji. 
MAT.8.2	Min ŋaar-ak, gem kaak gin burɗum ɓaawtu, ŋa dersitu ɗo uŋji ka Iisa ho ŋa indiig aman : « Gem kol *Rabbiney, kii gedire kiin calindu ya ki ooye. » 
MAT.8.3	Iisa n̰aamtu pisin̰ji, ŋa diiriiga ho ŋa kaawtu aman : « Hii, nu ooye, diŋ calu ! » Ek di ŋa caltu *cawar min ɗo burɗumji. 
MAT.8.4	Kar Iisa kaawiiji ɗo gem-ak aman : « Yaman dak kaawenno bat ɗo waanna. Kar gay, ɓaa gaar zin̰ ɗo gay satkiner ho ber *satkin uudin taat *gaanuun ka Muusa kaawtu. Paa kat, ŋuu ibine kadar ki cale. »
MAT.8.5	Wiktin taat Iisa un̰jitu ɗo hellin taat ŋu koliy Kapernayuum, tatkaw rakki ka askirnar kaak gin askirin miya ɗo aaroy ɓaawiiji moota ho ŋa indiig a ŋaa gaayin̰ji. Ŋa kaawiiji aman : 
MAT.8.6	« Gem kol Rabbiney, nu gin gay riyor rakki weƴa kar geero. Ŋa ruŋgiye ho taaɓin patiy kaay. » 
MAT.8.7	Iisa telkiiji aman : « Yalla nu ɓaa coolin̰ji. » 
MAT.8.8	Kar tatkaw-ak gay telkiiji aman : « Gem kol Rabbiney, nun bal nece kii un̰je ɗo gerir. Kar gay baan̰u, kaaw kaawen di, gay riyor-aŋ yaa coole. 
MAT.8.9	Nun meendu oki aaɗa ta aginduwir ho nu gin askirin ɗo aaror. Ya nun kat kaaw ɗo rakki minninco a ‟ Ɓaa ! ” Ek di ŋa ɓaayo. Ya nu kol rakki ka pey a ‟ Asu ! ” Ek di ŋa asiyo. Kar ya nu gaarji ɗo gay riyor a ‟ Ginit riy-anta ! ” Ek di ŋa giniita. » 
MAT.8.10	Min Iisa doriit kaaw-at, ŋa ajbiyiiji ɗo tatkaw-aka. Kar ŋa kaawiico ɗo gee kuuk aaɗaaga-ak aman : « Nu kaawaako ka seener, min gee ku Israyeel okin̰co, nu bal tale gem kaak gin imaan ar ŋaar-aŋka. 
MAT.8.11	Nu kaawaako pey, gee dakina yaa ase min coke ka pati wala min gale ka pati, ŋuu goye keɗer ɗo tee ka iidin ta *Meennaw ta Buŋdi iŋ Ibraayim, Isaaka ho iŋ Yakuub. 
MAT.8.12	Kar ŋuur kuuk pakira a zer Meennaw ta Buŋdi ɗo pisin̰co gay, ŋuu atkin̰ kara ɗo gondikor. Ɗo wer-ak, ŋuu eeyme saaŋco ho zulin̰co yaa min̰e dakina. »
MAT.8.13	Hiyya Iisa kaawiiji ɗo tatkaw-ak aman : « Yeep ko geero, taat ki inditu iŋ imaanjiŋ, Buŋ yaan̰ berinti. » Ɗo wiktin-at di, gay riyor ka tatkaw ka askirnar-ak cooltu.
MAT.8.14	Min ŋaar-ak, Iisa ɓaawtu wer kan̰ Piyer. Min ŋa un̰jitu geero, ŋa gasit kogoy weƴaw, ziti kobire. 
MAT.8.15	Ŋa obiig pisinti ek di ziti ooltu. Min ŋaar-ak, ta uctu ho ta taltu kaaci. 
MAT.8.16	Min pat gale, ŋu iyiiji ɗo Iisa gee dakina kuuk aariɗna obgu. Ŋa kaawa kaawen di aariɗna amiliyo ho ŋa cooliig okin̰co kuuk raɗaw oki. 
MAT.8.17	Ampaa ko, kaaw taat nabi Ezaayi kaawtu awalle astu ɗo werti aman : « Ŋa sokig gamin kuuk taaɓiyaate ho ŋa icit raɗuwte ɗo kaay. »
MAT.8.18	Min Iisa taliit dakinaw ta gee kuuk leyga, ŋa kaawiico ɗo maajirnay a ŋuu aale aar barrer. 
MAT.8.19	Kar rakki min agindaw ku gaanuundi ɓaawiiji moota ho ŋa kaawiiji aman : « Gem kol Tacco, ay wer kaak ki ɓaayiy di naan̰ aaɗe. » 
MAT.8.20	Iisa telkiiji aman : « Bolli, ŋuur gin biddinco ho ɗiiɗ sa gin geriyco, kar nun *Roŋ gemor gay, nu bal gine wer kaak naa un̰je kaar. » 
MAT.8.21	Kar rakki min maajirnay ɗiyiiji aman : « Gem kol Rabbiney, beror ja botol taat nu ɓaay tiisin̰ tanni. » 
MAT.8.22	Iisa gay telkiiji aman : « Rasig gee ku mate yaa tiisin̰ momtinco ho kiŋ gay aaɗnu. »
MAT.8.23	Min ŋaar-ak, Iisa n̰eptu markaba ho maajirnay gay aaɗiiga. 
MAT.8.24	Tala kar us teestu abire gidi-gidi-gidi ɗo barrer ho amay paka puk-puk nam ŋu gaay miinin̰ markaba. Kar ɗo wiktin taar-at, Iisa gay weƴaw. 
MAT.8.25	Paa ko, maajirna ɓaawiiji ɗo Iisa ho ŋu niiniig aman : « Gem kol Rabbiney, uc kiite jilinte ! Amay tiyaate ! » 
MAT.8.26	Ŋaar gay telkiico aman : « Maa di ku giniy kolaw ? Sando, imaanko sooɗ ampa ! » Hiyya, ŋa uctu, ŋa leesiiji ɗo usi ho ɗo amiydi. Ek di wer bugumtu dil. 
MAT.8.27	Okin̰co, ŋu ajbiytu tak-tak ho ŋu kaawtu aman : « Ŋaar-aŋ kat maa gemir kaak nam usu ho amay din sa karmiyaaga ? »
MAT.8.28	Min wer bugume, Iisa aaltu iŋ markaba ɗo kiɗ ka gee kuuk ŋu koliy Gadariyenna.
MAT.8.29	Gee-ak teestu koole aman : « Ki rakaani gine maman, Iisa, Roŋ ka Buŋdi ? Ki asintiŋ ko taaɓiye walla ? Wiktin taat Buŋ diytu bal nece misa. »
MAT.8.30	Serek sooɗ min ɗo wer-aka, gin kinziirna dakina kuuk gooƴaw. 
MAT.8.31	Aariɗna-ak marmiliiji ɗo Iisa aman : « Ya ki rakaani atke sa, atkini ni ɓaay un̰je ɗo kinziirna aŋkure. » 
MAT.8.32	Iisa gay telkiico aman : « Yalla amiloŋ min ɗo gee-aŋku ! » Hiyya, aariɗna-ak amiltu ho ŋu un̰jitu ɗo kinziirnar. Koɗok di, min ka dambar, kinziirna-ak eeztu tem iŋ gaɗco, ŋu sollitu ɗo barrer ho amay teeyiigu. 
MAT.8.33	Gee kuuk gooƴa kinziirna-ak gaɗtu min ɗo wer-aka ho ŋu ɗeettu ɗo geegirdi. Ŋu iyiicot kabarre okintit ta gee kuuk seer aariɗ obtu-aku. 
MAT.8.34	Kar gee ku geeger-ak amiltu okin̰co ŋaamin̰ Iisa. Min ŋu ŋaamiiga, ŋu kaawiiji a ŋaa baan̰e, ŋaa rasin̰ kiɗco.
MAT.9.1	Min ŋaar-ak, Iisa n̰eptu markaba, ŋa aaltu barre ho ŋa birtu ɗo geegirji. 
MAT.9.2	Min ŋa ottu, gee daarin̰ iyiiji gem ruŋgiye ka dariŋgildi. Min Iisa taliit imaanco ta gee-aku, ŋa ɗiyiiji ɗo ruŋgiiner-ak aman : « Gem kol roŋji, um bin̰ zunuubinnan̰, ŋu saamiyjiŋgu. » 
MAT.9.3	Ɗo wer-ak, min agindaw ku gaanuundi, daarin̰ kaawiy ɗo aditco aman : « Gem ŋaar-aŋ niga biy iŋ Buŋ ! » 
MAT.9.4	Iisa gay ibiniit pikirrico ho ŋa kaawiico aman : « Maa di aditko osiy gallo ampa ? 
MAT.9.5	Ya nu kaaw aman : ‟ Zunuubinnan̰, ŋu saamiyjiŋgu ” wala ‟ Ucu ho jaawu ”, taat moo melen̰ ? 
MAT.9.6	Kar gay, nu raka kuu ibine kadar nun *Roŋ gemor gin gudurre ta saamiye zunuubinnar ɗo duniiner. » Kar pey ŋa ɗiyiiji ɗo ruŋgiiner-ak aman : « Nu kaawiijiŋ-aŋ, ucu, icig dariŋgiljiŋ ho ɗeet geero. » 
MAT.9.7	Hiyya, gem-ak uctu ho ŋa ɗeettu. 
MAT.9.8	Min gee taltu pa-ak, kolaw un̰jiico ho ŋu teestu ozile Buŋ kaak ber gudurre ar taar-an ɗo geemir.
MAT.9.9	Iisa uctu min ɗo wer-aka ho ŋa ɗeettu. Ɗo botildi, ŋa taltu gay obe miirir, siŋji Matiye, kaak goy ɗo riyoy. Kar ŋa kaawiiji aman : « Uc aaɗnu. » Hiyya, Matiye uctu ho ŋa aaɗiiga. 
MAT.9.10	Iisa ɓaawtu iŋ maajirnay ɗo ger ka Matiye ho ŋu goytu tee. Ɗo wer-ak, gay obe miirir iŋ gee kuuk goyin̰co arro astu dakina tee iŋ ŋuura. 
MAT.9.11	Min *Pariziyenna taltu pa-ak, ŋu indiig maajirnay aman : « Maa di tatkuwko tiy iŋ gay obe miirir ho iŋ gee ku pey kuuk gina jookum-aŋku ? » 
MAT.9.12	Kar Iisa dorit kaawco ho ŋa telkiico aman : « Gee kuuk cewey barayɗo daptoor, illa ŋuur kuuk raɗaw. 
MAT.9.13	Paa ko, nun oki bal ase ɗo gee kuuk tala ziŋkico a ŋu sellen̰. Nu as ɗo ŋuur kuuk ibina kadar ŋu gina jookumo. Kar kuŋ gay, ɓaaŋ bariyoŋ baati ta kaaw taat Buŋ kaawtu awalle aman : ‟ Nu rakaaɗo *satkine, nu raka illa kuu gine selliŋkaw ɗo geemir. ”
MAT.9.14	Min ŋaar-ak, maajirnay ku Yaaya-Batist ɓaawiiji ɗo Iisa ho ŋu indiig aman : « Nini iŋ Pariziyenna icgiy sayamne, kar maajirnan̰ kun̰jiŋ gay, maa di ŋu icgiyɗo ? » 
MAT.9.15	Iisa gay telkiico aman : « Gee kuuk ŋu kolig ɗo iidin ta obindi, ya ŋu goy misa iŋ ŋaar kaak obe, wala ŋuu gonde ? Ha’a, ŋu gondaaɗo ! Kar gay, wiktin yaa ase taat ŋuu icin̰ ŋaar kaak obe min ɗo ɗatikco. Ƴiriy taar-at kat, ŋu asiy ice sayamne. »
MAT.9.16	Ŋa kaawiico pey aman : « Waan naallo kesuun taat zooɗe iŋ giteen
MAT.9.17	Waan laaɗo maam kuuk eelaw ɗo etirsinna kuuk taay ko. Yampa, maam-ak yaa pikin̰ etirsinna-aku, ŋuu n̰aale keɗer ho etirsinna-ak sa yaa nige. Kar gay, gee liya maam kuuk eelaw illa ɗo etirsinna kuuk marbinto. Ampaa kat, seerco, ŋu nigiyɗo. »
MAT.9.18	Min Iisa kaawaaco misan di, tatkaw ka *Yuudinnar rakki astu dersa ɗo uŋji ho ŋa kaawiiji aman : « Romor mat diŋka-aŋ di. As kiiti diye pisin̰ji ɗo kaati taa nooye. » 
MAT.9.19	Hiyya, ŋa uctu iŋ maajirnay ho ŋu aaɗiig tatkaw-aka. 
MAT.9.20	Ɗo wer-ak, gin daatik rakki baarti taaɓiyaata. Elgin orok iŋ seer, ŋu min̰a min̰en di. Ta sin̰jitu moota ɗo aaroy ta Iisa, kar ta diirit biti ka kesuuney. 
MAT.9.21	Ta giniy pa-ak asaan ɗo adti ta kaawa aman : « Ya nu gedir diirin bit ka kesuuney-an di, naa coole. » 
MAT.9.22	Min ta diiriita, Iisa kolsitu ho ŋa taliita. Ŋa ɗiyiitit aman : « Gem kol romoy, um bike, imaanke cooliŋke. » Ta bite-aŋ di, daatko-at cooltu.
MAT.9.23	Wiktin taat Iisa ottu ɗo ger ka tatkaw-ak, ŋa gastu gee dakina iŋ palindina alaata. 
MAT.9.24	Kar Iisa ɗiyiico aman : « Yalla amiloŋ min anne, mic sa weƴa di, ta bal mate. » Kar gee-ak gay ajimiyaag Iisa. 
MAT.9.25	Min ŋu amiltu kara, Iisa un̰jitu zugar, ŋa obiig pisinti ka mic-ata ho ta uctu. 
MAT.9.26	Hiyya, kabarre-at totirtu ɗo adti ka darrer okintiti.
MAT.9.27	Wiktin taat Iisa amiltu min ɗo wer-aka, noolna seer aaɗiig iŋ kolin̰co aman : « *Roŋ ka Dawuud, tal aminduwni ! » 
MAT.9.28	Min ŋa ottu geer, noolna-ak ɓaawtu ɗo uŋji. Iisa gay indiigu aman : « Ku amniya kadar nu nec pilin̰ odinko walla ? » Ŋuur gay telkiiji aman : « Hii, gem kol *Rabbiney, ni amniyaw. » 
MAT.9.29	Hiyya, Iisa diiriig odinco ho ŋa kaawtu aman : « Iŋ imaanko-anta, Buŋ yaako bere ar taat ku rakiyo. » 
MAT.9.30	Ek di odinco piltu ho Iisa karmiig aman : « Ha’, yaman dakoŋ kaawenno tak-tak ɗo waanna. » 
MAT.9.31	Kar ŋuur gay, min ŋu amiltu di, ŋu teestu ko kaawe ɗo bi ka Iisa ɗo darre-at okintiti.
MAT.9.32	Wiktin taat noolna-ak amiliyo, ŋu iyiiji pey gem kaak aariɗ sokumig biy. 
MAT.9.33	Iisa atkiig aariɗ-aka ho min ŋaar-ak di, gem-ak biy piltu. Hiyya, gee okin̰co ajbiytu tak-tak ho ŋu kaawtu aman : « Maan ar ŋaar-aŋ, gi bal talin̰ ƴiriy rakki ɗo kiɗ ka Israyeel ! » 
MAT.9.34	Kar Pariziyenna gay kaawtu aman : « Gem-aŋ atkaag aariɗna iŋ gudurre ta tatkaw ka aariɗnar ! »
MAT.9.35	Iisa birtu ɗo geegirniidi ho ɗo hellinniidi okin̰co. Ŋa garkiyiigu ɗo geray ku salaaner ku Yuudinnar, ŋa gaariy Kabarre ta Gala ta *Meennaw ta Buŋdi, ŋa cooliy ay raɗuwa ho ay gem kaak ziy galjiɗo. 
MAT.9.36	Iisa tal amindaw ta gee kuuk dakin-aku asaan ziŋkico oolgu ho ŋu rawte, ŋu jaawa ar tamgi kuuk ginno gay gooƴin̰co. 
MAT.9.37	Min pa-ak, ŋa kaawiico ɗo maajirnay aman : « Riy ta seɗindi goy dakina, kar gay riyor gay sooɗa. 
MAT.9.38	Indoŋ meen̰ji gay morgor a ŋaa n̰aame gay riyor ɗo seɗin̰ji. »
MAT.10.1	Min pa-ak, Iisa koliig maajirnay kuuk orok iŋ seera. Ŋa beriico izinne taat ŋuu atke aariɗna iŋ gudurre taat ŋuu coole ay raɗuwa ho ay gem kaak ziy galjiɗo.
MAT.10.2	Aŋ ko siŋco ku paliinna kuuk orok iŋ seera : Simon ja kaak Iisa koliig oki Piyer iŋ siŋji Andre, Zaak roŋ ka Zebede iŋ siŋji Yaaya, 
MAT.10.3	Pilip iŋ Bartelemi, Tooma iŋ Matiye kaak ica miiri, Taade iŋ Zaak roŋji ka Alpe, 
MAT.10.4	Simon kaak mala ɗo darrey, ho Zuudas Iskariyoot kaak asaaji isine ɗo Iisa.
MAT.10.5	Wiktin taat Iisa n̰aamiig paliinnay kuuk orok iŋ seer ɗo riyor-ak, ŋa taaƴiigu aman : « Dakoŋ ɓaanno ɗo gee kuuk Yuudinnaɗo ho dakoŋ un̰jenno yoo ɗo geeger rakki ka kiɗ ka Samari. 
MAT.10.6	Kar gay, ɓaan̰co ɗo tamgi kuuk rawte min gee ku Israyeel. 
MAT.10.7	Ya ku ɗeeta ɗo botildi, gaaron Kabarre ta Gala aman : ‟ *Meennaw ta Buŋdi askoŋ ko moota ! ” 
MAT.10.8	Cooloŋ gee kuuk raɗaw, nooyoŋ gee kuuk mate, caloŋ burɗumna ho atkoŋ aariɗna. Buŋ berko maalan di, beroŋ oki maalan di. 
MAT.10.9	Ya ku ɓaawaw, dakoŋ icenno gurus, wala daabne, wala tammin ku poddiner. 
MAT.10.10	Dakoŋ icenno mokolle, wala batik seer, wala n̰ugir ku pey, wala doŋkilo. Ya taɓ gay, gay riyor nec gase teen̰ji.
MAT.10.11	« Ɗo ay geeger wala ɗo ay hellin taat ku paaytu, bariyoŋ ja gem kaak nec yaako obiŋko samaane ho goyoŋ ɗo wer-ak di nam kuu ɗeete. 
MAT.10.12	Ya ku un̰ja ɗo gerdi, kaawon̰co aman : ‟ Aapiy ta goy iŋ kuŋko. ” 
MAT.10.13	Ya gee ku gerdi kat obiŋko samaane, aapiy yaaco goye. Kar ya ŋu pooc obiŋkoŋ gay, aapiy-at yaako yeepe ɗo maaniiko. 
MAT.10.14	Kar wer kaak gee pooc obiŋko ho ŋu pooc cokiye kaawinko, kokoŋ burintal kuuk ɗo asiŋko
MAT.10.15	Ka seener nu kaawaako, ƴiriy taat Buŋ yaa ɗukume seriin ɗo geemir, gee ku geeger ŋaar-ak yaaco gine raɗ pak geeger ka Sodom iŋ ka Gomoor
MAT.10.16	Iisa kaawtu pey awalle aman : « Cokiyoŋ, nu n̰aamaako ar roŋ ku tamgir ɗo ɗatik ta pulkinar. Goyoŋ neenduway ar aalna ho dalullay ar ammaamna. 
MAT.10.17	Gooƴoŋ ziŋkiko min ɗo gee ku duniiner, asaan ɗo menaw ku asaw, ŋuuko sakkiyiŋko ho ŋuuko koociŋko iŋ korɗiŋgo ɗo geriyco ku salaaner. 
MAT.10.18	Ɗo bi kanto, ŋuuko iyiŋko ɗo uŋco ka guberneernar ho ɗo sultinniidi. Paa kat, kuuco kaawin seenko loco ho ɗo gee kuuk Yuudinnaɗo oki. 
