LUK.1.2	Nanakasike pipiya matasiyai si kinana, ba warana si yoneyonei wai rutainina sita kirumisi. 
LUK.15.26	Damanina aba saibisaibirina kesana i yorei, ba i toirubai i wona, “Awaika e tuputupuwa?” 
LUK.15.27	Ba saibisaibirina i kaobeyei i wona, “Teimkikei i veramaga mena ku yove. Ba teimkikei sinina gairena, ba yawayawasina i veramaga kairavina, tamam cow natuna bi kampotana i kasibunui.”
LUK.15.28	Damanina tuwana i yagisi saki, wai kega i riu ku yove kamona. Ba tamana i kasibau i babai kata ita riu. 
LUK.15.29	Saba i totoyana, ba tamana i kaobeyei i wona, “Ke kinani, nikosi bodu pesarisi patupatumisi rutainina kairavim abo bagibagi, ba kega meyanai gamom ai kawakasekasyei. Ba awaika gairena kairaviku ku wosei? Kega gote natuna wata ku beriku, turaturaku yabata ka kam ba kai nuwagaire. 
LUK.15.30	Saba niko natum, am sawara bibaine kakaiwakisi kurisi i berena paraparagana. Ba i veramaga ku yove wai, cow natuna bi kam potana kairavina ku kasibunui.” 
LUK.15.31	Tamana i kaobeyei i wona, “Natuku, kom wai mamanina gwabikuwai ke mamana, ba au sawara ereonoana wai, kom karimi yai. 
LUK.15.32	Saba tati nuagaire, ba yata sita sisira basuna, niko teim i rabobo, ba i yawasa, i siwana, ba tapanana meyei.
LUK.16.1	Iesu ana nonora yauna i wonisi i wona, “Sebare marimariyina kesana, pipipya si botu si wonei, kata ana sawara kasi aba potapota pipiyina wai, ana sawara i resoreso bi garugaruwana.” 
LUK.16.2	Damanina i yorei i botu kurina, ba i wona, “Niko, sisiyim mekabage a noonori, ki mamatariku ana kuiri, kata kom mekabage au sawara ke potapotai. Basuna, kom kega au sawara kuna pota mena.” 
LUK.16.3	Ba sawara kasi aba potapota nuwasinenai i wona, “Au bada au saibirai ebi rukaibuviku ba awaika ana wosei? Yauku kega maragasiku ba tano ana karoi ba abi sinimaya kega rubana ani kawa kinana.” 
LUK.16.4	I wona, “A kuiri awaika ana wosei kata, ana rukaibau maranai wai, turaturaku sina urabaiku asi ku yove mena.” 
LUK.16.5	Damanina ba, pipiya ereonowasi ana bada ana sawara si yauna mom, ba kega si maisani wai, i yorisi si botu. Ba pipiya i nao i botu wai i toirubai i wona, “Kom au bada gwabinai kam taraboga biyamo wata te mamana?” 
LUK.16.6	I kaobeyei i wona, “Yauku olive oil eight hundred gallons a yauni.” Ba sawara aba potapota sebarena i wona, “Nina am paper ke yauni ba yagiyagina ke birai, ke kirumi four hundred gallons wata.” 
LUK.16.7	Ba pipiya bai ruwaina kurina i wona, “Ba kom, au bada gwabinai kam taraboga biyamo te mamana?” I kaobeyei i wona, “Yauku flour begs asi thousand a yanisi.” Sawara aba potapota sebarena i wona, “Nina am paper ke yauni ba ke birai ke kirumi eight hundred wata. 
LUK.16.8	Sebare marimariyina ana sawara kasi aba potapota kwarukwarumina ana bi kose kairavina ikao bi gegaeni. Basuna niko dobu pipiyisi wai, si kose saki kega bage yasegana pipiyisi. 
LUK.16.9	Iesu i wona, “Niko dobu ana mari yai pipiya ki turaturanisi kata marana ina netaveyei wai komi sapamai sina verabeyim ba sini kaikaivim. 
LUK.16.10	Kotoi wata sawara soesoesi yai kega sini tumaganei wai yebo sawara kaikaposi yai kega sini tumaganei. Ba kotoi wata sawara soesoesi yai ina kwaruma wai yebo sawara kaikaposi yai ina kwaruma. 
LUK.16.11	Memena bage kom niko dobu mariyina kairavina kega tebi tumaganim wai, awaika kairavina mariya damana kairavina sini tumaganim. 
LUK.16.12	Ba pipiya asi sawara potaisi kairavina kega sini tumaganeim wai kega kesana kotoi sawara ina berim kuni karimi yai.”
LUK.16.14	Pharisee biyisi nikona si nonori wai, Iesu si kao bibisakei, basuna kosi money si nuwayauyauni. 
LUK.16.15	Iesu i wona, “Komi pipiya matasi yai ko wosewose bage komi pipiya gairemi, ba saba God nuwanuwami i kuiri.” Kairavina abi sawara pipiya te nosinosi kurisi sawara kaikapona wai God kurina wai mo’omosina.
LUK.16.17	Sapama ba dobu rubana sina momosa, saba Moses ana kao tunetune kega rubana soesoena ikei wata ina momosa. 
LUK.16.18	Meo sebare wata kaowana ini gesei ba wasike kesana bauna ina rabai wai, kona e raukaipara. Ba meo sebare wasike bi bi sairina ina rabai wai, kona yebo e raukaipara.
LUK.16.19	Mara kesana, namai sebare marimariyina kesana i mamana. Mara patepatena gara monimonikisi yai i kau bunaga, ba ibi mayawana. 
LUK.16.20	Ba namai yebo sebare moyamoyakina kesana, kana waba Lazarus, sinina ereonowana gubaga si bonuvi ba i mamana. Pipiya si kabakabari si botubotu sebare marimariyina ana matam ketai si tereterei. 
LUK.16.21	I bi potapota kata, sebare marimariyina ana aba kamkam tepanai, kam pinipinimisi sita peku wai, ita kam. Ba yebo kukou si botubotu ba kana gubaga si remoremo.
LUK.16.22	Mara i botu wai, sebare moyamoyakina i rabobo ba aneya kanumina si yauni si gae Abraham parinai si makirei. Ba sebare marimariyina yebo i rabobo, ba si dogui, 
LUK.16.23	ba kanumina i nae rabobo ku gawarina. Namai, sini yara kamonai i gagawa, ba rabarabai naki Abraham i kitai, ba parinai wai Lararus i mamana. 
LUK.16.24	Ba Abraham kurina i yore i wona “Tama Abraham, ki kamyosukuviku, ba Larzarus ki porai yaro rakorakonai okowai ina kutubi, ba pepeku ini nubanubai. Basuna yauku niko keyama kaikarakarasina kamonai, sini yara kaikaponai a mamana.”
LUK.16.25	Saba Abraham i kaobeya i wona, “Natuku, ke nosi kata yawayawasim maranai, kom am sawara gairesi ku yauna, ba Lazarus sawara goyosi i yauna, saba karaku kom siniyara kamonai, ba kona ebi nuwagaire. 
LUK.16.26	Ba kesana wai kawana sanagina kaikapona kom ba yakai basuti yai e mamana, kata iyabosi nimai kurimi nae asi waina wai, kega rubana sina wosei, kona kega kotoi, memena ke mamana wai ini garubona kurikai.” 
LUK.16.27	Sebare marimariyina i kaobeya i wona, “Kata tama, abi babaim Lazarus ki porai ina nae tamaku ana ku yove. 
LUK.16.28	Namai tuateiteiku asi five te mamana, ina wonisi sina kuiri kata kosi kega sina botu niko ku siniyara gawarina.”
LUK.16.29	Abrabam i kaobeya i wona, “Tuwateiteim gwabisi yai wai Moses ba Peroperoveta te mamana, kosi awaika tebi sisiyei wai sina nonori.” 
LUK.16.30	Sebare marimariyina i kaobeya i wona, “Tama Abraham, kona wai kega rubana. Saba pipiya kesana rabobowai ina bomsiri mena ba ina nae kurisi wai sini nuwabirabira.” 
LUK.16.31	Abraham i kaobeya i wona, “Moses ba Peroperoveta gamosi kega sina nonora wai, bagunai wata pipiya kesana rabobowai ina bomsiri mena, saba kega sini nuwabirabira.”
LUK.17.1	Iesu ana Nonorayauna kurisi i wona, “Mekosi sawara pipiya te wosewosisi tebi piragagoyo wai, sina tupuwa. Saba, kotoi karinai te botubotu wai sarobina ina goyo saki. 
LUK.17.2	I gaire kata kona pipiyina kamyonai akima kaikapona tata kausi ba ku boga tati garukirei. Ba kega nikosi pipiya gunaguna ku goyona iti naovisi. 
LUK.17.3	Kona kairavina ko kita kabitanimi! Tuateim wose goyona ina wosei wai ke kao rumatani. Ba ini nuwabirabira wai ana goyona ke nota taveyei. 
LUK.17.4	Memena bage kao kesana kamonai mara seven wose goyona kurim ita wosei, ba mara seven ita botu ita wona, kurim ita tombaubauni wai, ke nota taveyei. 
LUK.17.5	Ba Apostles Bada kurina si wona, “Ama bi geruwana ki rakasi.”
LUK.17.7	Memena bage kom am saibisaibirina kwapu kamonai sheep ina potapotaisi kona ina roberobe yepo ina veramaga ku yove wai kuna wona kuna kam kona? 
LUK.17.8	Kona kuna wona kau kamdauwa ke bobunagi. Ba ki kaubunaga ba kuna bo saibiriku ana kam ba ana toma, kona murinai kom kuna kam ba kuna toma. 
LUK.17.9	Aba saibisaibirina ana bada ana waina ereonowana ina wosei saba kega ini kaikaivi. 
LUK.17.10	Nanakasike yebo komi, maranai awaika ereonowana sina wonimi wai kona wosei ina kakaba wai, kona wona “Yakai kona aba saibisaibira mom, ama saibira ka wose wosei.”
LUK.17.11	Mara kesana, Iesu i tauya ku Jerusalem wai, Samaria ba Galilee biyisi asi bi paraparatai wata i nenae. 
LUK.17.12	Ba ku meyaga kesana iriuriu wai sebasebare asi ten, ereronowasi kasi gubaga leprosy, si verabeyei. Ba rabarabai si msiri. 
LUK.17.13	Ba si parara si wona “Bada Iesu ki nuwanuwanikai!” 
LUK.17.14	Iesu i kinanisi wai i wona, “Ko nae priest kurisi sina bo kinakinanimi.” Ba si nenae wai keta dobonai si yawasa. 
LUK.17.15	Ba kamosi yai sebare kesana, maranai i kinani kata i yawasa wai, i veramaga gamona kaikaponai God i bokabakabari. 
LUK.17.16	Ba Iesu kaenai ku tano i peku ba i kaikaivi. Ba kona sebarena wai, Sameria biyina
LUK.17.17	Iesu i toiruba i wona, “Pipiya asi ten si yawasa ba asi nine memena? 
LUK.17.18	Awaika kairavina niko pipiya tumana i kesina i veramaga God ebi kaikaivi. 
LUK.17.19	Ba Iesu kurina i wona, “Ke bomsiri ba ke nae, am bi geruwana i yawasim.”
LUK.17.20	Mara kesana Pharisee biyisi Iesu si toirubai, kata meyana God ana Basileiya ita botu. Iesu i kaobeya i wona, “God ana Basileiya ina botu wai, kega aba kina kinanina. 
LUK.17.21	Kona pipiya sina wona, nina karaku! kona noi karaku! basuna God ana Basileiya wai komi kamomi yai.” 
LUK.17.22	Ba ana Nonorayauna kurisi i wona, “Mara e botubotu kona maranai ami waina kata Sebare Natuna kota kinani, saba kega kona kinani.
LUK.17.24	Kairavina, Sebare Natuna ana botuna marana wai bage guba ebo kadari rutainina. Ebo kadari wai sapama erau yasegana e nenae ku sepina. 
LUK.17.25	Saba kainaona niko kimta sini sinikikiyei, ba sini nomosa kaikapona ina yauni.
LUK.17.26	Sebare Natuna ana botu marana wai, kesanina bage Noah ana marai. 
LUK.17.27	Pipiya ereonowasi si kamkam ba si tomatoma, ba sibi tabitabine yepo, Noah i riu ku waka mena. Ba damanina kutukutuba i botu ba ereonowasi ikasi baigoyonisi. 
LUK.17.28	Kesanina nanakasike yebo Lot ana marai. Pipiya si tomatoma ba si kamkam, sibi gimogimona, ba si bobao ba si bowabowa. 
LUK.17.29	Saba maranai Lot meyaga kana waba Sodom i kasibau taveyei wai, keyama kai karakarasina ba akima boraborasi sapamai si peku, ba pipiya ereonowasi ikasi baigoyonisi.
LUK.17.30	Nanakasike yebo, maranai Sebare Natuna ina rerematara wai marana. 
LUK.17.31	Kona maranai kotoi wata ana yove wada kupuna tepanai ina mamana wai, kega rubana ina gakira ku yove kamona ana sawara ina yauna. Kesanina yebo, kotoi wata kwapu kamonai ina mamana wai, kega rubana ina veramaga ana ku yove awaika kesana kairavina. 
LUK.17.32	Lot kaowana ko nosi. 
LUK.17.33	Kotoi wata ina wose rubai ana yawasa botawanina kairavina wai, ini siwani. Ba kotoi wata ana yawasa ini siwani wai, ini yawasi. 
LUK.17.34	A wonewonim, kona pominai pipiya ruamo aba dudauwa gawarina kesanai sina dudauwa, kesana ina yauna taveyei ba kesana wata ina mana. 
LUK.17.35	Bibaine asi ruwamo pegapega sina gudagudai, kesana ina yauna taveyei ba kesana wata ina mana.” 
LUK.17.36	Sebasebare ruwamo kwapu kamonai, kesana ina yauna taveyei ba kesana ina mana.
LUK.17.37	Ana Nonorayauna si toirubai si wona, “Bada memena?” I kaobeya i wona, “pipiya raboraobona memena e mamana wai namai poyake sina notuwa.
LUK.18.2	I wona, “Meyaga kesana kamonai, bi buibuiya bitana kesana i mamana kona wai, God kega i naganagarei, ba pipiya kega i bokuwayisi.” 
LUK.18.3	Ba kona meyagina kamonai wai, yebo sobere kesana i mamana, ba mamanina i botubotu ibi babai, i wonawona, “Ki baisiku kau abiya yabata ama bi kawapata kuna bo bitotori.”
LUK.18.4	Saba mara pesarina bi buibuiya bitana niko sobere ana bibaba i to’otoyanei. Yepo mara kesana, nuwasinenai i nuwasuya i wona, “Bagunai wata God kega a naganagarei, ba pipiya kega a bokuwayisi. 
LUK.18.5	Saba, niko sobere ebi sinikaina sakiyiku kairavina, awaika e waiwaini wai, ana bo bi totori. Ba kega ana wosei wai, ini sinikaina sakiyiku.”
LUK.18.6	Ba Bada i wona, “Bi buibuiya kwarukwarumina awaika i sisiyei wai, ko nonori? 
LUK.18.7	God ana pipiya binebinesi kao ba pom kurina te tutou wai, ini buibuiya kabitam ba yawasa totorina ina berisi kona? Ba kega ini baita yaginisi kona? 
LUK.18.8	A wonewonimi, ina kinana kabitamni kata, awaika te waiwaini wai yagiyagina wata sina yauni. Saba, Sebare Natuna ina botu maranai wai, dobuwai bi geruwana ina panani kona?”
LUK.18.9	Pipiya mutusi asi gairena si notanota tepanisi, ba pipiya ereonowasi si kitakita kireisi wai, niko bi maibai Iesu kurisi i sisiyei. 
LUK.18.10	I wona, “Mara kesana sebasebare asi ruwamo, si nae ku yove taparoro rupari kairavina. Kesana wai Pharisee ba kesana, wai, tax aba yauyauna biyina. 
LUK.18.11	Pharisee biyina i msisaira, ba i kesina kairavina i rupari. i wona, “God abi kaikaivim kata yauku kega sebasebare mutusi rutainisi kosi wai, pisipisikarisi, matamataisigisi, kwarukwarumisi, ba rurukaiparisi kona niko tax aba yuyauna sebarena rutinina. 
LUK.18.12	Yauku taparoro kesakesasike kamosi yai abi siya kao ruamo, ba awaika ereonowana a yuyani wai, asi ten kamonai kesana God a bereberei.” 
LUK.18.13	Saba tax aba yuyauna sebarena rabarabainaki i msiri, ba kega rubana ita gagawa ku sapama. Saba nuwanuwana i ravi ba i wona, “God ki nuwanuwaniku, yauku piraga goyo pipiyiku.” 
LUK.18.14	A wonewonimi, tax aba yuyauna sebarena ana piraga goyo ereonowana, God i nota taveyei ba kega Pharisee. Pipiya ereonowasi sina bokabara meyisi wai, God ina tere kireisi. Ba pipiya iyabosi te teretere kireina meyisi wai, ina bokabarisi.
LUK.18.15	Pipiya yebo pepeya si yauna si botubotu, Iesu yaronai ita borubaisi kairavina. Ba maranai ana Nonorayauna nikona si kinani wai, si yegaisi. 
LUK.18.16	Saba Iesu pipiya gunaguna i yorisi si botu kurina, ba i wona, “Pipiya gunaguna ko boterisi sina botu kuriku, ba kega koni gesisi. Kairavina, pipiya, nikosi pipiya gunaguna rutainisi wai, kosi God ana Basileiya karisi yai.” 
LUK.18.17	Abi suwonimi, kotoi wata God ana Basileiya, kega pipiya gunaguna rutainisi ina yauni wai, kega meyana ina riu ku kamona.
LUK.18.19	Iesu i kaobeyei i wona, “Awaika kairavina ku yoriku gaireku, kega kesana kotoi gairena, saba God i kesina wata gairena. 
LUK.18.20	God wonana ku kuiri? Kega ke rukaipara, kega ke kasibunuwa, kega ke pisikara, kega pipiya kesana ki sisiyana kwarumei, ba tamam ba sinam ke kao baisiyeisi.” 
LUK.18.21	Sebarena i kaobeya i wona, “Yauku yogiyogikuwai ba i botu karaku, nikosi wona ereonowasi abo sisiriyana.”
LUK.18.22	Iesu nikona i nonori maranai wai, kurina i wona, “Wose kesana wata kuna wosei, am sawara ereonowana ki gimonei ba moneyna pipiya moyamoyakisi ke berisi, ba am mariya sapamai kuna yauni. Ba ke botu kuni sununuriku.” 
LUK.18.23	Saba kona i nonori wai, i nuwapoya saki, basuna kona wai i mariya saki. 
LUK.18.24	Iesu sebarena i kitai kata ibi nuwapoya wai, i wona, “God ana Basileiya riunina kairavina wai, pipiya marimariyisi kurisi ina padapada. 
LUK.18.25	Abi suwonimi, God ana Basileiya riu boneina kairavina pipiya marimariyina kurina i padapada saki. Kega bage camel siu niponina ina riu bonei rutainina.”
LUK.18.26	Pipiya nikona si nonori wai, si toirubai si wona, “Kata iyabosi wata yawasa mamadamanina sina yauni?” 
LUK.18.27	Iesu i kaobeya i wona, “Awaika pipiya kurisi i padapada wai, God kurina kega i padapada.” 
LUK.18.28	Peter Iesu kurina i wona, “Yakai ama sawara ereonowasi kai sumamarana, ba kom ka kibikibim.” 
LUK.18.29	Iesu kurisi i wona, “A bisuwonimi, kotoi wata God ana Basileiya kairavina ana yove ba kaowana, kona tuwateiteina, kona natunatuna, ba tutununa ini sumarisi wai, 
LUK.18.30	puyo kaikapo sakina ina yauni, niko maranai. Ba mara damonai yawasa mamadamanina ina yauni.”
LUK.18.32	Sina patumi, pipiya bausi ku yarosi sina terei. Kosi sini namei, sini gigimi, sina kanui, sina kwapui, ba sina kasibunui. 
LUK.18.33	Saba mara bi tonuinai ina bomsiri mena. 
LUK.18.34	Saba ana nonora yauna nikona si subi buruburuvei. Kurisi wai basuna i buniyei, ba awaika i bi sisiyei wai kega si kuiri.”
LUK.18.35	Iesu i veravera kasibau ku Jericho maranai, sebare mata potapotana kesana keta parinai i makira i mamana ba ibi kawakinana. 
LUK.18.36	Ba maranai i nonori kata pipiya korotosi parinai si yewo si nenae wai, i toirubaisi i wona, “Awaika etuputupuwa?” 
LUK.18.37	Si wonei si wona, “Iesu Nazareth biyina i yewo e nenae.” 
LUK.18.38	I para i wona, “Iesu David Natuna! ki kamyosukuviku.” 
LUK.18.39	Pipiya keta sibi naovei wai sebare mata potapotana si yegai, ba si wonei kata kawana ita pota. Saba kona gamona kaikaponai i para tupetupena i wona, “David Natuna ki nuanuaniku!”
LUK.18.40	Iesu i msiri, ba pipiya i wonisi kata sebare mata potapotana sita botuvei kurina. Maranai i botu Iesu ku parina wai, Iesu sebarena i toirubai, 
LUK.18.41	I wona, “Am waina awaika kairavim ana wosei?” Sebarena i kaobeya i wona, “Bada au waina ani kinana.” 
LUK.18.42	Iesu kurina i wona, “Ki kinana, am bi geruwana i yawasim.” 
LUK.18.43	Yagiyagina wata sebarena i kinana, ba Iesu i saununuri, God i bokabakabari ba Pipiya ereonowasi si kinani wai, kosi yabata God si bokabakabari.
LUK.19.1	Iesu i riu ku Jericho, ba kamonai i yewo i nenae. 
LUK.19.2	Ba kona meyaginai, sebare kesana, kana waba Zacchaeus i mamana. Kona wai tax aba yuyauna biyisi asi bada kesana, ba sebare marimariyina. 
LUK.19.3	Ana waina mekabage, ba Iesu ita kinani. Saba kega rubana, basuna kona wai i dubodubo saki, ba pipiya korotosi si imsi papari.
LUK.19.4	Kona kairavina i vera i nao i nae, ba keyama kana waba sikamo i gaeni. Kata Iesu kona ketanai i botubotu wai, ita kinani. 
LUK.19.5	Iesu i botu kona ku gawarina maranai, i gagawa, ba kurina i wona, “Zacchaeus, ke gakira yagiyagina, karaku am yoveyai ana mana.” 
LUK.19.6	Damanina Zacchaeus yagiyagina wata i gakira, ba ere nuwagairena Iesu i kaikaivi, ba i urabai i nae ana ku yove.
LUK.19.9	Iesu kurina i wona, “Karaku yona yawasa i botu niko ku yove, basuna niko sebare wai yebo kona Abraham natuna. 
LUK.19.10	Kairavina, Sebare Natuna i botu pipiya siwasiwanisi ina nuvenisi ba ini yawasisi.”
LUK.19.11	Pipiya nikona sibi taina baenegei maranai, Iesu ana sisiya i tubotaini, ba bi maibai kurisi i sisiya. Basuna matapa i botu Jerusalem ku gwabina, ba pipiya si nosinosi kata, God ana Basileiya mara kesana ita rerematara. 
LUK.19.12	Iesu i wona, “Mara kesana, sebare marimariyina kesana i mamana, kona wai pipiya kaimatanina. Ba mara kesana, i tauya ita bowagawaga, ku rabaraba kupura kesana. Ba namai pipiya maragata sita berei kata bi taupauma kairavina, ba yebo ita veramaga mena. 
LUK.19.13	Muriyai ita tauya wai, ana saibisaibirisi asi ten i yoriisi, ba kesakesasike wata gold ibo pataisi i berisi. Ba i wona, “Nikosi money ko taura sina bobagibagi yepo ana veramaga.
LUK.19.14	Saba ana pipiya si sinikikiyei wai kairavina, i nae ba murinai wara si porai si wona “Niko sebare kega ama waina kurikai ini Taupauma. 
LUK.19.15	Saba sebarena si wosei i Taupauma, ba i veramaga mena ana ku yove. Ba ana saibisaibirisi money i berisi wai, asi wara i porai sita botu, ba karisiyai ita kuiri kata, ana money mekabage wata si wosei.” 
LUK.19.16	Ana saibisaibirina kesana i nao i botu wai i wona, “Bada am gold kesana ku beriku wai yebo ten tepanai a wosei”. 
LUK.19.17	Ana bada i kaobeyei i wona, “Kuwose kabitamni, kom aba saibisaibira gairem. Sawara soesoena ku wose kabitamni kairavina meyaga kaikaposi ten ana berim kuni badisi. 
LUK.19.18	Ana saibisaibirina kana bi ruwamo i botu ba i wona, “Bada am gold nina, ku tepana yebo yaro sepina a wosei.” 
LUK.19.19	Ana bada i kaobeyei i wona, “Kom meyaga kaikaposi yaro sepina ki badisi.” 
LUK.19.20	Ba ana saibisaibirina kesana yebo i botu kurina, ba i wona, “Bada am gold ku beriku wai nina, garai a sumai ba ai buneyei i mamana. 
LUK.19.21	A nagarim, basuna kom sebare padapadam, kom awaika kega ku tereterei wai ke yuyauni, ba awaika kega ku bobaoni wai ke bo’oyauna.” 
LUK.19.22	Ana bada i kaobeyei i wona, “Kom aba saibisaibira kawakasekasem, kom i kesim am sisiyai ani buibuiyim. Ku kuiri kata yauku sebare padapadaku, awaika kega a terei wai a yuyauni, ba awaika kega a baoni wai a bo’oyauna. 
LUK.19.23	Awaika kairavina au money kega ku terei i bagibagi? Kata a veramaga wai yebo yogina tepanai ata yauni.” 
LUK.19.24	Damanina pipiya nai parinai simsimsiri wai, kurisi i wona, “Gold karinai ko yauna taveyei, ba ko nae nao saibisabirina karinai gold asi ten te mamana wai ko berei.” 
LUK.19.25	Saba kosi si wona, “Bada, kona wai gwabinai matapa gold asi ten te mamana.” 
LUK.19.26	Taupauma i kaobeya i wona, “Pipiya iyabosi wata gwabisi yai sawara pesarisi te mamana wai, yebo tepanai ana berisi ani pesari. Ba saba, iyabosi wata gwabisi yai kega kesana awaika emamana wai, awaika yogina ikei gwabisi yai e mamana wai, ana yauna taveyei. 
LUK.19.27	Ba nakosi kau abiya, iyabosi kega asi waina yauku ati Taupauma wai, ko yaunisi ko botu nina naokuwai koni kasibunuwana.”
LUK.19.28	Iesu nikona i sisiyei i kakaba wai, i tauya i nao i gegae ku Jerusalem. 
LUK.19.29	Ba maranai i botu Bethphage, ba Bethany meyagisi ku gwabisi, koya kana waba Olives tepanai ana Nonorayauna ruwamo i poraisi si nao. Ba kurisi i wona, 
LUK.19.30	“Koi nao ko nae nao ku meyaga naoti yai. Ba kona riuriu wai, donkey natuna nigonigorina kona kinani. Kega meyana pipiya kesana i geru ku tepana. Ko tombubauni ba ko yauni ko botu nikei. 
LUK.19.31	Ba memena bage kotoi wata ina toirubaimi ina wona, “Awaika kairavina ko tombubauni? Ko wonei ko wona, Bada e waiwaini.” 
LUK.19.32	Pipiysi iyabosi wata i poraisi si nae wai, awaika wata Iesu i wonisi wai nanakasike i tupuwa si kinani. 
LUK.19.33	Ba donkey kana nigora si tombubauni maranai, donkey babadisi si toirubaisi si wona, “Awaika kairavina donkey ko tombubauni?” 
LUK.19.34	Kosi saba si kaobeyisi si wona, “Bada e waiwaini.” 
LUK.19.35	Damanina si yauni si nae Iesu kurina, ba kasi gara ku tepana si garu gegeyana, ba Iesu donkey ku tepana si gerui.
LUK.19.36	Iesu i geru i nenae wai, pipiya kasi tarasowo si botavetaveyana ba naonai ketai si yabara. 
LUK.19.37	Ba i botu Olive koyana ita gakirei gawarinai, ana Nonorayauna korotosi si dagui wose kaimasavisi i wose si kinana kairavina, gamosi kaikaponai God si bokabakabari. 
LUK.19.38	Si wona, “Taupauma Bada kana wabai e botubotu wai, God ini gaireni. Nuwanuba sapamai ba Kadara God kurina.” 
LUK.19.39	Pharisee biyisi mutusi koroto kamonai Iesu kurina si wona, “Bi beyebeyena biyim, am Nonorayauna ke wonisi kawasi sina pota.” 
LUK.19.40	I kaobeyisi i wona, “A wonewonim kosi kawasi sina pota wai, saba akima sina parara”. 
LUK.19.41	I botu Jerusalem ku gwabina maranai, i kinana meyagina i kinani, wai kairavina i tou. 
LUK.19.42	I wona, “Kom niko marai awaika nuwanuba ita berim wai kuirina wata kuta yauni. Saba karaku kega rubana matami yai kuna kinani. 
LUK.19.43	Mara ina botu wai, kam abiya sina botu sina gari pipinim, ba sini subibirim, ba sepinai ba seipinai, sina riu beyebeyim. 
LUK.19.44	Kom, ba natunatum am papa kamonai te mamana wai, sina kasi baigoyonimi. Kega kesana akima kana gawarai e mamana wai, sina boterei kana gawarai ina mana. Basuna kom God i botu kurim wai marana kui buruburuvei.”
LUK.19.45	Damanina, Iesu i riu ku yove taparoro kamona, ba pipiya sibi gimogimona wai, i rukwabina si rukasikasibau. 
LUK.19.46	Kurisi i wona, “God wonana i kirumi i wona, au yove wai pari yovena. Saba komi ko wosei wai pisipisikarisi asi aba kobakoba yovena.” 
LUK.19.47	Marana patepatena yove taparoro kamonai ibi beyebeyena. Saba priest babadisi, ba giu bi beyebeyena biyisi, ba pipiya asi babada asi waina sita kasibunui. 
LUK.19.48	Saba kega keta memena si panani ba sita wosei, basuna pipiya ereonowasi kona wata wonana sibo kikisi.
LUK.20.1	Mara kesana, Iesu yove taparoro kamonai ibi beyebeyena, ba wara gairena i raumamarei maranai, priest kaikaposi, ba giugiu biyisi Israel asi babada yabata si botu kurina, ba si toirubai si wona, 
LUK.20.2	“Ke wonikai memena bi badana ku yauni wai nikosi wose ke wosewose, kotoi i damaninei?” 
LUK.20.3	Iesu i kaobeyisi i wona, “Yauku yebo ana toirubaimi. 
LUK.20.4	John sapamai bi badana i yauni wai, i babataito kona pipiya karisi yai?” 
LUK.20.5	I kesisi wata kamosi yai si kawapata, ba si wona, “Tana wona sapamai bi badana i yauni wai, ina toirubaita ina wona, awaika kairavina John kega koi geruvei.” 
LUK.20.6	Ba yebo tana wona pipiya karisiyai bibadana i yaunu wai, pipiya ereonowasi akimai sini kasibunuwanita. Basuna kosi si kuiri kata John kona Peroveta kesana.” 
LUK.20.7	Kona kairavina si kaobeyei si wona, “Kega ka kuiri memena bi damaina i yauni.” 
LUK.20.8	Iesu i wona, “Yauku yebo kega ana wonimi kata memena bibadana a yauni wai nikosi wose a wosewose.”
LUK.20.10	ba boyauna kana marai, ana sabisaibirina kesana i porai aba potapota biyisi kurisi, kata kana koda wine uwana, mutuna sita berei.Saba bao aba potapota biyisi ana saibisaibirina si ravi, ba yaro kabana si pora taveyei i nae. 
LUK.20.11	Sebarena yebo ana saibisaibirina kesana i pora meyei. Saba niko sabisaibirina si ravi, ba si wosei i sinimaya, ba yaro kabana si pora taveyei i nae. 
LUK.20.12	Sebarena kega i boterei, saba ana saibisaibirina yebo kana bi tonu i porai i nae. Saba kosi si ravi ba sinina si purupurukani, ba si garu kasibauvei.” 
LUK.20.13	Damanina wine baona badana i wona, “Awaika ana wosei? Natuku ai nuwayuyauni wai, kona ani porai, memena bage kona sina bokuwayei.” 
LUK.20.14	Ba bao aba potapotaisi natuna si kinani wai, si kao boneyana si wona, “Niko wine baona badana natuna, tana kasibunui, ba niko bao ini karitiyai.” 
LUK.20.15	Damanina wine baona ku kupuna si garu kasibauvei, ba si kasibunui. Wine baona badana awaika kurisi ina wosei? 
LUK.20.16	Ina botu nakosi bao aba potapotaisi ini kasibunuwana, ba wine baona pipiya bausi ina berisi. Pipiya si nonori wai, si wona, “Nikona kega meyana ina tupuwa.” 
LUK.20.17	Iesu totorina kurisi i kinana, ba i toiruba i wona, “God wonawona si kirumi wai mekabage e wonaona? Akima yove bowabowasi si sinikaikaiyei wai, kona akimina, akima kaimasavina damana. 
LUK.20.18	Pipiya ereonowasi kona akimina ku tepana sina peku wai, sini pokipokiyisi. Ba akimina kotoi wata ku tepana ina peku wai, kona pipiyina ina kasi gudagudai.”
LUK.20.19	Giugiu bitasi ba priest kaikaposi keta si nuveni kata, mekabage ba yagiyagina wata sita patumi. Basuna si kuiri kata niko bi maiba wai kosi kasi sisiya, saba pipiya si nagarisi. 
