MAT.1.1	Ade Yesu Kristo kĩ ɛnyɛ Dawid ɔwa, kĩ Dawid lɛmɛ nyɛ Abraham ɔwa a bawanyɔ kasinu buĩ nɛ awĩ a.
MAT.5.30	Ntɛ nɔ sɔmɔna kɔkpɔ afɔ̃ akɛna tɔkpa ni, tsua koe kata kamuni. Fɔnɛnɛ fɔkpa nɔ kĩ ayɛla nɔ kɔkpɔ mɔa kɛba kĩ bɛta nɔ oti mɔa a flee bido nɛ fi kĩ fɔádĩ a kamɛ.
MAT.5.31	“Bɛlɛ lɛmɛ kĩ, ‘Odi nyɛ odi kĩ yaasĩ ɔtsɔ̃ ni, kɛnɛ kĩ ɛkpa ye kɔtsɔ̃ kasĩ ovoli.’ 
MAT.5.32	Lɛmɛ finyaa mabi mi kĩ ntɛ onyole odi sĩ ɔtsɔ̃ nɛ fɔlɛtsa bɛbã akũ kɛba kĩ nnɛ́ ye liti kanɛ sũ ni, onyole a fɔ̃ otsole a bɔa adɔpaa ntɛ ebuki ɛnadzi kɔnyɔ bɛbã. Ade ayea onyole bɛbã a kĩ yaakɔã ye a lɛmɛ bɔa adɔpaa a.
MAT.5.33	“Minu lɛmɛ kĩ bibi kɔkɔɛ bati a kĩ, ‘Mitatu mi fubo, mbom mikɛna nɛ fubo a kĩ milɔ mikpa boe Ɔlate a akũ.’ 
MAT.5.34	Lɛmɛ finyaa mabi mi kĩ mitalɔ fubo ntɛ miakɛna nhihiɛ adi. Mitatani ode, kitonɛkĩ Baguma lɛgãkpo yanɛ. 
MAT.5.35	Mitatani tite kitonɛkĩ Baguma abɔa kakekɔ̃ tanɛ ĩye mitani Yerusalem, kitonɛkĩ ɛnyɛ Lɛgã Kpale a ɔmatɔ. 
MAT.5.36	Tatani nɔ lɔlɔ malo, kitonɛkĩ ɔláapuli ɔdani sɔlɔ mɔapɛ malo sɛkɛna suwovoe ĩye sɔwɔwa. 
MAT.5.37	Mikɔ̃ milɛ kĩ, ‘Oo,’ ĩye ‘Oowo.’ Kalɛ bɛbã kĩ mialɛ nɛ kakĩĩ liti to Oti Kpa a sɛkɛ̃.
MAT.5.38	“Minu kĩ bɛlɛ kĩ, ‘Linebi nɛ linebi kadokɔ̃, lɔdɔ̃ nɛ lɔdɔ̃ kadokɔ̃.’ 
MAT.5.39	Lɛmɛ finyaa mabi mi kĩ mitakɛna tɔkpa mise tɔkpa kɔtɔ. Ntɛ odi balɛ nɔ awɛ nɛ sɔmɔna ɔlɔtɔ ni, fɔ̃ ɛbalɛ nɔ nɛ sɛba ɔlɔtɔ lɛmɛ. 
MAT.5.40	Ade ntɛ odi sama nɔ nɛ fɔlɛtsa kadzɛkɔ̃ kĩ yatɛ nɔ atadiɛ anyanglede ni, fɔ̃ ɛtɛ nɔ atadiɛ wulaa a lɛmɛ. 
MAT.5.41	Ntɛ oti kĩ edeĩ otumi hɛ nɔ kĩ lɔ ye fɔtsa mɔ kuvũ mitsã lisikũ mɔa ni, lɔ foe mitsã fusikũ nviã. 
MAT.5.42	Ntɛ odi wã nɔ litsedi ni, kpa ye, ntɛ odi wɛ kĩ yavɛ litsedi nɛ nɔ sɛkɛ̃ ni, kpa ye ɛvɛ.
MAT.5.43	“Minu kĩ bɛlɛ kĩ, ‘Wɛ nɔ ɔkɔba kalɛ, kakesĩ nɔ bakesĩnɛ.’ 
MAT.5.44	Lɛmɛ finyaa mabi mi kĩ miwɛ mi bakesĩnɛ kalɛ ade mibɔa mpaɛ nɛ bikĩ bitomɔ mi liti a lɔlɔ, 
MAT.5.45	ayekĩ míadani boe Ɔlɛga nɛ ode a babi. Kitonɛkĩ ye afɔ̃ suwa ata kakpa bati wĩ mɔ bati kpa flee, ade yafɔ̃ oni ako kakpa bati kĩ badã kpĩĩ mɔ bikĩ baádã kpĩĩ a flee a. 
MAT.5.46	Ntɛ miawɛ bikĩ bawɛ mi kalɛ odi a, kɔtɔkase kɔɔdabe míana? Tɔgɔlɛ batɛnɛ malo akɛna foe lɔmɔ! 
MAT.5.47	Ade ntɛ mi bakɔba odi miado onukpɛ̃ ni, litsa mitɛnɛ kakɛna? Amamufɔ malo akɛna foe lɔmɔ! 
MAT.5.48	Foesũ midã kĩ mikpɔla ndɛ ayekĩ mi Ɔlɛga nɛ ode a lɛmɛ kpɔla a.
MAT.6.1	“Midã kadã wĩ kĩ miláakɛna mi ɔsum fɔtsa a nɛ kanade anɛ ayekĩ bati aamɔ lɛtsa a kĩ miakɛna a. Ntɛ mikɛna foe nɛ bati anɛ ni, miláana kɔtɔkase mitomɛna mi Ɔlɛga nɛ ode a sɛkɛ̃. 
MAT.6.2	Foesũ ntɛ ote ohiãni fɔtsa ni, tade lɛtsã nɛ foe akũ ndɛ ayekĩ anɛ kamɛ kɛkɛ fɔtsa bakɛnanɛ a akɛna nɛ be fɔtsɛnakɔ̃ mɔ tɔblɔnu anɛ a. Bakɛna foe ayekĩ bati aamu be. Mabi mi pefee kĩ bɛtɛ be kɔtɔkase a flee kɔkɔɛ. 
MAT.6.3	Foesũ nɔ kɔ̃ ntɛ akɛna sɛmɛ kalɛ ɔkpa ohiãni ni, tafɔ̃ nɔ ɔkɔba paa malo linyi lɛtsama nɛ foe akũ. 
MAT.6.4	Foesũ nɔ futetsa a fɔna nɛ kabɛla kamɛ, lɔkɔa nɔ Ɔlɛga a kĩ yamɔ fɔtsa nɛ kabɛla kamɛ a, aase nɔ foe kɔtɔ.
MAT.6.5	“Ntɛ miabɔa mpaɛ ni, mitakɛna ndɛ anɛ kamɛ kɛkɛ fɔtsa bakɛnanɛ a aye. Bawɛ kayidza kadza kabɔa mpaɛ nɛ Yudafɔ fɔtsɛnakɔ̃ mɔ tɔblɔnu fɔbalikɔ̃ ayekĩ odi nyɛ odi aamɔ be. Mabi mi nɛ ɔnɔkɔali kamɛ kĩ bɛtɛ be kɔtɔkase a lodo kɔkɔɛ. 
MAT.6.6	Lɛmɛ ntɛ abɔa mpaɛ ni, wo nɛ nɔ kɔla kamɛ, kabalɛ kɔla a lɔkɔa kabɔa mpaɛ kakpa nɔ Ɔlɛga a kĩ bɔámɔ mɔ anɛ a, lɔkɔa Aga a kĩ yamɔ fɔtsa a kĩ akɛna nɛ kabɛla kamɛ a aase nɔ kɔtɔ.
MAT.6.7	“Ntɛ miabɔa mpaɛ ni, mitalɛ fɔlɛtsa beblebee kĩ fɔlá kayɔ ndɛ ayekĩ amamufɔ akɛna a. Be bakɔna kĩ ntɛ be mpaɛbɔ deĩ lugo a mɔ Baguma aatse be. 
MAT.6.8	Mitakɛna mi akũ ndɛ be, kitonɛkĩ mi Ɔlɛga nyina lɛtsa a kĩ lisĩ mi kɔkɔɛ fɔmɔ miavia ye malo. 
MAT.6.9	Foesũ mibɔa mpaɛ kĩ,
MAT.6.9	‘Boe Ɔlɛga kĩ edeĩ nɛ ode,
MAT.6.9	nɔ dĩ akũ lɛkpalɛ.
MAT.6.10	Nɔ lɛgãkanya lɛya.
MAT.6.10	Bɛkɛna nɔ kawɛ nɛ tite akũ,
MAT.6.10	ndɛ ayekĩ bakɛna nɛ ode a.
MAT.6.11	Kpa boe daa funitsã a kĩ busĩ nviã a.
MAT.6.12	Kɔa boe tɔkpa a kĩ bɔkɛna a kate boe,
MAT.6.12	ndɛ ayekĩ bɔakɔa kate bikĩ bɛkɛna tɔkpa
MAT.6.12	nɛ boe akũ a.
MAT.6.13	Takpã boe ɔnamɛna sɔhuiɛ kamɛ,
MAT.6.13	mbom nyɛ boe katomɛna Oti kpa a awɛ.
MAT.6.13	Fɔya lɔmɔ.’
MAT.6.14	“Kitonɛkĩ ntɛ mikɔa bati tɔkpa a kĩ bɛkɛna nɛ mi akũ mite be ni, mi Ɔlɛga nɛ ode a lɛmɛ aakɔa mi tide a ete mi. 
MAT.6.15	Lɛmɛ ntɛ mitákɔa bati tɔkpa mite be ni, mi Ɔlɛga nɛ ode a lɛmɛ lɛláakɔa mi tɔkpa a ete mi.
MAT.6.16	“Ntɛ miasui onukpɛ̃ ni, mitakɛna anɛ kamɛ kusuu ndɛ ayekĩ anɛ kamɛ kɛkɛ fɔtsa bakɛnanɛ akɛna a. Bakɛna anɛ kamɛ kusuu ayekĩ bati aamɔ kĩ basui onukpɛ̃. Mabi mi nɛ ɔnɔkɔali kamɛ kĩ bɛtɛ be kɔtɔkase a flee kɔkɔɛ. 
MAT.6.17	Ntɛ asui onukpɛ̃ ni, vɔlɛ anɛ, do kugua nɛ lɔlɔ kamɛ kasɛla tɔlɔ, 
MAT.6.18	ayekĩ bati bɛbã lɛláanyi kĩ asui onukpɛ̃. Nɔ Ɔlɛga a, kĩ baámɔ mɔ anɛ a odi aanyi, ade Ɔlɛga a kĩ yamɔ fɔtsa nɛ kabɛla kamɛ a aase nɔ foe kɔtɔ a.
MAT.6.19	“Mitawɛ akũ kana fɔtsa miyi akũ nɛ tite kĩĩ akũ, awã kĩ fupuka mɔ nkandɔlɔ aabula foe kade, ade bayekpanɛ lɛmɛ abubuli kɔla kawo kaye foe a. 
MAT.6.20	Mbom miwɛ akũ kana fɔtsa miyi akũ nɛ ode, awã kĩ fupuka mɔ nkandɔlɔ lɛláabula foe kade, ade bayekpanɛ lɛmɛ lɛláapuli bubuli biwo biye foe a. 
MAT.6.21	Kitonɛkĩ awã kĩ nɔ fɔtsa mɔ kɔya deĩ ni, ade awã nɔ ɔwɔlɛ lɛmɛ deĩ a.
MAT.6.22	“Otidziwa banebi nyɛ ye ɔsɛdza. Ntɛ nɔ banebi amɔ kamɔ wĩ ni, nɔ oti mɔawɛ a flee aana nɛ ɔhaĩ kamɛ. 
MAT.6.23	Lɛmɛ ntɛ nɔ banebi lɛnɛ́nɛ ni, nɔ oti mɔawɛ a aana nɛ ɔtũ kamɛ. Foesũ ntɛ ɔhaĩ a kĩ edeĩ nɛ nɔ kamɛ a nyɛ ɔtũ ni, nɔ oti mɔawɛ kamɛ aake ɔtũ paa.
MAT.6.24	“Odima lɛláapuli esum balate nviã, kitonɛkĩ yaakesĩ ɔmɔa lɔkɔa ɛwɛ ɔyade a kalɛ, ĩye yaakɔa akũ ɛmɛnamɔ ɔmɔa esupa ɔyade a. Ɔnɔkɔali nyɛ kĩ ɔláapuli osum Baguma mɔ katinya kamɛ fɔtsa. 
MAT.6.25	Ade foesũ mabi mi kĩ mitaha akũ nɛ lɛtsa a kĩ míanya, mimɔa midzi nkpã akũ, ĩye tilima a kĩ míasua akũ ĩye midzi a akũ. Mbɔɛɛ nkpã tátɛ kɔya ɛba funitsã, ĩye mbɔɛɛ oti mɔawɛ a tátɛ kɔya ɛba tilima mɔ tɛtadiɛ? 
MAT.6.26	Midã kɔvɔlabi, kɔádu funitsã, kɔákpɔta funitsã kako nɛ tili kamɛ, lɛmɛ mi Ɔlɛga nɛ ode a adɔɔla koe! Mbɔɛɛ mitátɛ kɔya miba kɔvɔlabi? 
MAT.6.27	Mi kamɛ owei aapuli ɛkɔa luwi mɔa ete nɛ ye nkpã fuwi akũ ntɛ eti ɛha ye akũ bo aye malo?
MAT.6.28	“Lɔkɔa nde sũ miaha akũ nɛ tilima mɔ tɛtadiɛ akũ? Midã ayekĩ lupo kamɛ futse ako nhuilɛ kabo anɛ, fɔákɛna adzuma, fɔátaɛ tileti kanɔ tilima kakpa akũ. 
MAT.6.29	Lɛmɛ mabi mi kĩ Lɛgã Salomo mɔ ye akũ kana fɔtsa a flee malo táhɛhɛ fɔlɛ kadã ndɛ nhuilɛ kĩĩ kamɛ amɔa. 
MAT.6.30	Ntɛ Baguma kɛɛlɛ lupo kamɛ tuwĩ lɔmɔ, kĩ tideĩ nkpã nviã, ade kunya tiku, bipila te nɛ luwotu kamɛ a ni, ɛláakɛɛlɛ mi ɛba te? Mi katɛkado adã kabii paa!
MAT.6.31	“Foesũ mitakaha akũ mikalɛ kĩ, ‘Litsa bɔ́anya, litsa bɔ́amɔa ĩye litsa bɔ́asua akũ?’ 
MAT.6.32	Ade fukĩĩ bamɛ liti amamufɔ atomɛna a. Mi Ɔlɛga nɛ ode a nyina kĩ fɔtsa kĩĩ flee sĩ mi. 
MAT.6.33	Mifɔ̃ anɛ ɛyɔɔlɛ mi ɛba nɛ Baguma ode lɛgãkanyakɔ̃ a liti katomɛna mɔ fɔtsa a kĩ ɛwɛ etomɛna mi sɛkɛ̃ kĩ mikɛna a akũ, lɔkɔa yaakɔa fɔtsa bɛbã kĩĩ flee ebu ɛkpa mi. 
MAT.6.34	Foesũ mitaha akũ nɛ kunya akũ, kunya luwi a aana de mɔawɛ ɔhau. Luwi nyɛ luwi kamɛ ɔhau pɔnɛ ɛkpa de.
MAT.7.1	“Mitadzɛmɔ bati bɛbã fɔfɔ̃ Baguma lɛmɛ lɛdzɛmɔ mi, 
MAT.7.2	kitonɛkĩ ayekĩ midzɛmɔ bati bɛbã a, ade aye Baguma lɛmɛ aadzɛmɔ mi a, ade mbla a kĩ mikɔa midzɛmɔ bati bɛbã a, ye mɔapɛ a yakɔa ɛdzɛmɔ mi malo a.
MAT.7.3	“Nde sũ adã sukuluku kĩ sideĩ nɛ awaɛ̃ linebi kamɛ lɛmɛ aámɔ luvokũ a kĩ lideĩ nɛ nɔ mɔawɛ linebi kamɛ a? 
MAT.7.4	Nde aapuli obi awaɛ̃ kĩ, ‘Make nɔ aduli, fɔ̃ ĩnyɛ sukuluku nɛ nɔ linebi kamɛ’ nɛ lɔkɔ a kĩ luvokũ deĩ nɛ nɔ mɔawɛ linebi kamɛ a? 
MAT.7.5	Nɔ anɛ kamɛ kɛkɛ fɔtsa ɔkɛnanɛ! Nya lɔtɔ kanyɛ luvokũ a nɛ nɔ linebi kamɛ lɔkɔa aapuli ɔmɔ́ yededeede ɔnyɛ sukuluku nɛ awaɛ̃ linebi kamɛ a.
MAT.7.6	“Mitakɔa fɔtsa a kĩ foe akũ kpalɛ mikpa bakpete, baadani bɛyaadɔ̃ mi. Mitata mi fulitsa kĩ fɔtɛ kɔya miko baplakuo, kitonɛkĩ baasumini foe bibula kade.
MAT.7.7	“Mivia fɔtsa lɔkɔa baakpa mi, miwɛ fɔtsa lɔkɔa míamɔ foe, mibɔa opunu lɔkɔa baabinya bɛkpa mi. 
MAT.7.8	Kitonɛkĩ odi nyɛ odi kĩ ɛwã fɔtsa ni, yana foe. Odi nyɛ odi kĩ ɛwɛ litsedi ni, yaamɔ de, ade odi nyɛ odi kĩ yabɔa opunu ni, baabinya bɛkpa ye.
MAT.7.9	“Mi kamɛ obilɛga ɔɔdabe deĩ kĩ ntɛ obi via ye abodoo ni, yaabɔɛ de edo nɛ ye awɛ? 
MAT.7.10	Ĩye ntɛ evia ye kafɔabi kĩ yaakɔa kɔɛ ɛkpa ye? 
MAT.7.11	Ntɛ mi a kĩ minyɛ bati kpa a, minyina ayekĩ miate mi babi fɔtsa wĩ a ni, titi eni mɔ mi Ɔlɛga nɛ ode lɛláakɔa ye fɔtsa wĩ pii ɛkpa bikĩ bavia ye a? 
MAT.7.12	Foesũ lɛtsa nyɛ lɛtsa a kĩ miawɛ kĩ bati bɛbã bɛkɛna bɛkpa mi ni, mi malo mikɛna foe lɔmɔ mikpa be. Ade fukĩĩ Mose mbla a mɔ Baguma onukpɛ̃ banyɛnɛ fɔlɛtsa a atsa a.
MAT.7.13	“Mitsã onyukpɛ̃ manɛwa a kamɛ miwo, kitonɛkĩ onyukpɛ̃ a kĩ ɛsa a mɔ osi a kĩ ɛdzɛlɛ a anaa kawɔ kamɛ, ye akũ katsã lɛlá ɔsĩ, ade bati pii lɛmɛ tsɛ̃ ye akũ a. 
MAT.7.14	Lɛmɛ onyukpɛ̃ a kĩ yanaa nkpã kamɛ a manɛ, ade osi a kĩ ɛwaa ɛnaa a awã akũ katsã deĩ ɔsĩ, ade bati sukuloo lɛmɔ ye a.
MAT.7.15	“Midã mi akũ kadã wĩ nɛ fɔvã tunukpɛ̃ banyɛnɛ akũ. Baya nɛ mi sɛkɛ̃ miamɔ ndɛ baveli aye, lɛmɛ nɛ be kamɛkamɛ ni, bɛla ndɛ kulikii kĩ kude adɔ̃. 
MAT.7.16	Míakɔa be fɔkɛnatsa minyi be. Ɔgɔabi láwũ akutu, ade ɔtatsuɛ láwũ asãã babi a. 
MAT.7.17	Kutse wĩ awũ babi wĩ, ade kutse kpa lɛmɛ awũ babi kpa a. 
MAT.7.18	Kutse wĩ lɛláapuli kuwũ babi kpa, ade ayea kutse kpa lɛmɛ lɛláapuli kuwũ babi wĩ a. 
MAT.7.19	Lɛmɛ kutse nyɛ kutse kĩ kɔáwũ babi wĩ ni, batsua koe kata kado nɛ fi kamɛ. 
MAT.7.20	Foesũ fɔvã onukpɛ̃ banyɛnɛ a fɔkɛlatsa míakɔa minyi be.
MAT.7.21	“Nnɛ́ odi nyɛ odi kĩ yavɛ yĩ kĩ, ‘Boe Ɔlate! Boe Ɔlate!’ aanaa ode lɛgãkanyakɔ̃ a kamɛ, mbɔɛntɛ bikĩ bakɛna nɛ Nda kawɛ akũ a odi aanaa awã. 
MAT.7.22	Ntɛ Kadzɛ Luwi a wo ɔtɔ a, bati pii aavɛ yĩ kĩ, ‘Boe Ɔlate! Boe Ɔlate! Nnɛ́ nɔ dĩ akũ bɔlɛ Baguma fɔlɛtsa, bɔblɔmɛna hũhũ kpa butomɛna bati kamɛ, ade bɔkɛna awãwã fɔtsa pii lɛmɛ a?’ 
MAT.7.23	Ade awã mɔ maabi be kĩ, ‘Ĩnyína mi koũ. Midzakũ nɛ yĩ anɛ kamɛ, mi tɔkpa bakɛnanɛ!’
MAT.7.24	“Foesũ odi nyɛ odi kĩ yatse yĩ fɔlɛtsa kĩĩ mɔ ɛkɛna nɛ foe akũ ni, ɛla ndɛ ɔnyansãni kĩ eke ye kɔla nɛ de mɔ ɔsĩ akũ. 
MAT.7.25	Oni kpale ko, ade tɔwɔ yili, ɔwɛ vũ mɔ ɔsĩ mɔ ɔsĩ ɛyabɔa kɔla a, lɛmɛ kɔtáveli, kitonɛkĩ bike koe nɛ de mɔ ɔsĩ akũ. 
MAT.7.26	Lɛmɛ odi nyɛ odi kĩ yatse yĩ fɔlɛtsa kĩĩ mɔ yaákɛna nɛ foe akũ ni, ɛla ndɛ odzimbifɔ kĩ eke ye kɔla nɛ dã kamɛ. 
MAT.7.27	Oni kpale ko, tɔwɔ yili ade ɔwɛ mɔ ɔsĩ vũ ɛyabɔa kɔla ade kuveli, kɔtɔ gbloo, kububuli a!”
MAT.7.28	Kĩ Yesu yua fɔlɛtsa kĩĩ kalɛ a, akũ dzuli bati kɔdabu a nɛ ye fɔtsa katsa a akũ. 
MAT.7.29	Kitonɛkĩ ɛtsa fɔtsa ndɛ oti kĩ edeĩ otumi, kĩ fɔtána ndɛ mbla batsanɛ a fude.
MAT.8.1	Kĩ Yesu ka eto katɔbii a akũ yaya a, bati kɔdabu kɔdabu pii tomɔ ye. 
MAT.8.2	Ade awã mɔ onyole odi kĩ yasɔ fɔsɔ ngbã, kĩ bati avila a, yake aduli nɛ ye anɛ kamɛ, ebi ye kĩ, “Boe Ɔlate, ntɛ fɔnyɛ nɔ kawɛ ni, aapuli ɔfɔ̃ fɔsɔ kĩĩ lɛwɔ nɛ yĩ akũ.”
MAT.8.3	Yesu yo awɛ ɛta ye ade ebi ye kĩ, “Mawɛ lɔmɔ. Nɔ akũ ɛkpalɛ.” Ade lɛtalɛta fɔsɔ a wɔ nɛ ye akũ a. 
MAT.8.4	Ade Yesu bi ye kĩ, “Tse! Tabi odima kadima, mbom dã osi kpĩĩ kanaa ɔsɔfɔ sɛkɛ̃, kafɔ̃ ɛsɛla nɔ akũ ɛdã, lɔkɔa kabɔa afɔliɛ a kĩ Mose mbla tsa a, fɔfɔ̃ odi nyɛ odi enyi kĩ ɔsaɛ.”
MAT.8.5	Ke liti a, kĩ Yesu wo nɛ Kapernaum ɔmatɔ kamɛ a, Roma sodzafɔ ɔnɔkɔɛ̃ odi yake ye aduli kĩ, 
MAT.8.6	“Boe Ɔlate, yĩ ɔsumunɛ waa nɛ kɔla yasɔ, yaápuli ekuna akũ, ade ɛlamɔ lubo kamɔ paa a.”
MAT.8.7	Yesu kpa ye mbuayɛ kĩ, “Maaya ĩyaatsa ye.”
MAT.8.8	Lɛmɛ sodzafɔ ɔnɔkɔɛ̃ a bi ye kĩ, “Boe Ɔlate, ntákpɔla kĩ awo nɛ yĩ tɔtɔ kamɛ. Nɔ kɔ̃ lɛ kalɛ mɔapɛ lɔkɔa yĩ ɔsumunɛ a aasaɛ. 
MAT.8.9	Yĩ malo ĩnyɛ oti kĩ ndeĩ nɛ banɔkɔɛ̃ kayɔ, ade ndeĩ sodzafɔ nɛ yĩ malo kayɔ a. Ntɛ mbi be kamɛ odi kĩ, ‘Naa’ ni, yanaa, ade ntɛ mbi ɔbɛbã lɛmɛ kĩ, ‘Ya’ ni, yaya. Ntɛ mbi yĩ ɔsumunɛ lɛmɛ kĩ, ‘Kɛna fukĩĩ’ ni, yakɛna foe.”
MAT.8.10	Kĩ Yesu nu fukĩĩ a, fɔkɛna ye wãwã, ade ebi bati a kĩ bitomɔ ye a kĩ, “Ɔnɔkɔali mabi mi kĩ ntámɔ odima nɛ Israel kĩ edeĩ katɛkado kĩĩ odu. 
MAT.8.11	Mabi mi pipiipi kĩ bati pii aato suwa kadekɔ̃ mɔ suwa katomukɔ̃ bɛyaadzi nɛ opunu akũ mɔ Abraham, mɔ Isak mɔ Yakob nɛ Baguma lɛgãkanyakɔ̃ a kamɛ. 
MAT.8.12	Lɛmɛ Baguma aata bikĩ be mbom la lɛgãkanyakɔ̃ a ewula nɛ ɔtũ kamɛ, awã kĩ baabe, bɛba adɔ̃.”
MAT.8.13	Ke liti a, Yesu bi sodzafɔ ɔnɔkɔɛ̃ a kĩ, “Naa kɔla! Fɔ́aya nɛ foe kamɛ ndɛ ayekĩ ɔtɛ odo a.” Ade ye ɔsumunɛ a saɛ nɛ lɔkɔ a na pɛpɛɛpɛ kamɛ a.
MAT.8.14	Kĩ Yesu naa Petro tɔtɔ kamɛ a, ɛmɔ kĩ Petro nyina waa nɛ ɔkɛna akũ yasɔ atilili. 
MAT.8.15	Yesu pi ye nɛ kɔkpɔ ade lɛtalɛta atilili a dɔ ye, eyidza ete opunu ɛkpa ye a.
MAT.8.16	Kĩ olobe wo ɔtɔ a, bati kpã bikĩ hũhũ kpa deĩ nɛ be kamɛ a bɛma Yesu. Ɛblɔmɛna hũhũ kpa a etomɛna be kamɛ mɔ kalɛ mɔapɛ, ade ɛtsa basɔnɛ a flee lɛmɛ a. 
MAT.8.17	Fukĩ ɛkɛna kĩĩ ya nɛ foe kamɛ ndɛ ayekĩ Baguma Onukpɛ̃ Ɔnyɛnɛ Yesaya lɛ eyi kĩ,
MAT.8.17	“Ye mɔawɛ lɛkɔa boe lubo kamɔ,
MAT.8.17	mɔ fɔsɔ ahɔlɔ ahɔlɔ ete nɛ ye akũ!”
MAT.8.18	Kĩ Yesu mɔ́ bati kɔdabu pii a kĩ kusinya ye a, ebi ye fɔtsa bakɔlɛnɛ a kĩ bɛfɔ̃ binyina bɛnaa ɔwɔ lutubu baũ a liti. 
MAT.8.19	Ade mbla batsanɛ a kamɛ odi ya nɛ ye sɛkɛ̃ ɛyabi ye kĩ, “Fɔtsa Ɔtsanɛ, maatomɔ nɔ nnaa kakɔ nyɛ kakɔ kĩ aanaa.”
MAT.8.20	Yesu kpa ye mbuayɛ kĩ, “Kulikii deĩ fudzikɔ̃, kɔvɔlabi lɛmɛ deĩ fɔtsɔɛ, lɛmɛ Otidziwa Obi a lɛlá awã kĩ yate lɔlɔ malo.”
MAT.8.21	Ye fɔtsa bakɔlɛnɛ a kamɛ ɔmɔa lɛmɛ bi ye kĩ, “Boe Ɔlate, maatomɔ nɔ, lɛmɛ fɔ̃ nnaabila nda tɔ̃.”
MAT.8.22	Ade Yesu kpa ye mbuayɛ kĩ, “Tomɔ yĩ. Fɔnɛ bikĩ bidzi nkpã ndɛ kaku biku a awɛ bibila be mɔawɛ banɔkpa.”
MAT.8.23	Yesu wo nɛ ɔkɔlɔ odi kamɛ ade ye fɔtsa bakɔlɛnɛ a tomɔ ye a. 
MAT.8.24	Lɛtalɛta ɔwɛ mɔ ɔsĩ odi do kavũ awɛ nɛ ɔwɔ lutubu baũ a akũ, kabɔa mui kako nɛ ɔkɔlɔ a kamɛ, kĩ fɔfɔ̃ kite sukuloo ɔkɔlɔ a adoomu, lɛmɛ Yesu kɔ̃ waa tida. 
MAT.8.25	Ye fɔtsa bakɔlɛnɛ a nadzɛla ye, ade bibi ye kĩ, “Boe Ɔlate, tɛ boe o-o! Buku buyua!”
MAT.8.26	Ade Yesu bi be kĩ, “Nde sũ libe wo mi lɔmɔ? Mi katɛkado lɛpɔ́nɛ kɔlaa!” Adeke eyidza ɛdza, ewũni nɛ mui mɔ ɔwɛ a akũ kĩ bɛkɛna dĩĩ, ade awã flee kɛna dĩĩ a.
MAT.8.27	Odi nyɛ odi kɛna saa, ade bɛkavia akũ kĩ, “Oti ɔdabe odu nyɛ okĩĩ? Ɔwɛ mɔ mui malo atse ye ɔlɛdo!”
MAT.8.28	Kĩ Yesu nawo Gadara tite akũ nɛ ɔwɔ lutubu baũ liti a, bati nviã kĩ hũhũ kpa na nɛ be kamɛ nɛ́ bito fɔkɛ kĩ babila banɔkpa kamɛ bɛyatsɛlamɔ ye. Ayekĩ be akũ deĩ libe sũ ni, odima lapuli katsã awã osi a katɛ̃. 
MAT.8.29	Ade lɛtalɛta bɛbɔa fɔwɔla kɔɔba kĩ, “Nɔ Baguma Obi, litsa deĩ nɛ bɔmɔ nɔ kayite? Kaya ɔya kĩ ayaakɛna boe tɛnya fɔmɔ lɔkɔ wĩ a aawo ɔtɔ mbɔɛɛ?”
MAT.8.30	Awã fuã kakɔ a kĩ baplakuo kɔdabu baũ kudi dza kɔkadɛ a. 
MAT.8.31	Hũhũ kpa a ke Yesu aduli kĩ, “Ntɛ aablɔmɛna boe ni, fɔ̃ bɔnaawo nɛ baplakuo kɔdabu nɛ akĩĩ a kamɛ.”
MAT.8.32	Yesu bi be kĩ, “Minɛ minaa.” Foesũ bɛnɛ bɛnawo nɛ baplakuo a kamɛ. Ade baplakuo kɔdabu a flee wula atsɛ kliklikli bɛka lɔwɔtuni geĩ a biwo nɛ lutubu a kamɛ, bɛmɔa mui biku a. 
MAT.8.33	Bayaɛ akũ badãmɛnanɛ a lo bɛnaa ɔmatɔ kamɛ bɛnalɛ fɔlɛtsa a kĩ fɔya a flee nɛ banyole nviã a kĩ hũhũ kpa na nɛ be kamɛ a akũ. 
MAT.8.34	Foesũ ɔmatɔ a kamɛ bati flee nɛ́ kĩ banaadã Yesu, ade kĩ bɛmɔ́ ye a, bike ye aduli kĩ ɛdzakũ nɛ be tite akũ ɛnaa.
MAT.9.1	Yesu de ewo nɛ ɔkɔlɔ a kamɛ emuniki ɛtsã mui a anɛ ɛnaa ye awɛ ɔmatɔ kamɛ. 
MAT.9.2	Nɛ awã a, bati badi bɔɛ oti odi kĩ eveliveli bɛwɔla nɛ ɔkɛna akũ bɛma ye. Kĩ Yesu mɔ́ be katɛkado a, ebi oti a kĩ eveliveli a kĩ, “Yĩ obi, nɔ ɔwɔlɛ ɛka edzi! Nkɔa nɔ titikpa nte nɔ.”
MAT.9.3	Adeke Yudafɔ mbla batsanɛ badi bi be akũ kĩ, “Onyole kĩĩ alɛ fubusuotsa!”
MAT.9.4	Kĩ Yesu mɔ́ lɛtsa a kĩ bɛkakɔna a, ɛlɛ kĩ, “Nde sũ miakɔna tɔkpa nɛ mi tɔwɔlɛ kamɛ? 
