MAT.1.1	Gɛ́ ŋwɛ mabɔ ukwéne antɛ Jisɔs Kras mpyáne mfwa Dɛvid, Dɛvid mpyáne Abraham. 
MAT.5.14	Ɛnyú delu geŋgbɔ mbaá bɔɔ́ mme meko, wyɛ ndɛre melɔ ɛwé átɛné mfaá mékwɛ ɛ́la ɛbígé fɔ́ mangɛ́. 
MAT.5.15	Mbɔntó ne muú alwɛ́gé ɛ́túléká álá abɔɔ́ fɔ́ gesá ákwéré ɛwú. Yɛ́mbɔ, álwɛ́gé ɛ́wú aŋma ɛwú mfaá mbaá yi ɛ́gɛ́nege yɛ́ndémuú né mmu gepú ágɛné. 
MAT.5.16	Wyɛmbɔ ntó ne ɛ́lɔme nnó délyá geŋwáge nyú gégɛ́négé ɛké mewɛ mbaá bɔɔ́ ako, nnó yɛ́ndémuú ágɛ́ ulɔ́ melu ɛbí ɛnyú dépyɛ́ ne áfɛ́gé Ntɛ nyú Ɛsɔwɔ muú alu né mfaánebuú.
MAT.5.17	Défɛrégé fɔ́ nnó me mbɔ nchwɔ́ ɛlé mánchɔ mabɛ́ Mosis ne unó bi bɔɔ́ ɛkpávé Ɛsɔwɔ ábɔ́ álɛré. Nchwɔ́ lé nnó mpyɛ unó ɛbí mabɛ́ yimbɔ ájɔɔ́ úbɛ́ wáwálé. Nchwɔ́ fɔ́ mánchɔ ájí wɔ́. 
MAT.5.18	Ngarege ɛnyú wáwálé nnó, tɛɛ́ mfaá ne mme ábyɛɛ́, yɛ ɛkɛ́kɛ́ genó ɛyigé áférege né mabɛ́ Mosis yina gépɔ yɛ́ geŋéné nnó, kpaá tɛɛ́ unó uko ɛbi ásámé úbɛ́ɛ nyɛ wáwálé. 
MAT.5.19	Ne yɛ́ndémuú ayi abyaá ɛkɛ́kɛ́ genó né mabɛ́ ayi, nnó ɛpɔ́fɔ́ genó, ne álɛ́rege ntó nnó bɔɔ́ ábyágé ɛwu, abɛɛ́ gembyáŋkwɔ́gé muú né gefwa ɛyigé Ɛsɔwɔ ágbarege ne bɔɔ́ bií. Yɛ́mbɔ muú ayi ábélege mabɛ́ Ɛsɔwɔ ayi, ne alɛrege ntó bɔɔ́ nnó ábélégé áji abɛɛ́ nyɛ́ gekpɛ́kpɛ́gé muú né gefwa ɛyigé Ɛsɔwɔ ágbárege. 
MAT.5.20	Ngarege ɛnyú wáwálé nnó mbɔgé ɛnyú delá fyɛɛ́ mekpo mambele mabɛ́ Ɛsɔwɔ depwɔ́ ɛkwɔ bɔɔ́ Farasi ne ánlɛré mabɛ́ Ɛsɔwɔ wɔ́, degɛne fɔ́ meti mankpɛ né gefwa ɛyigé Ɛsɔwɔ ágbárege ne bɔɔ́ bií cháchá.
MAT.5.21	Ɛnyú debɔ́ déwú nyá nkane ɛbɛ́ Mosis ɛjɔɔ́ mbaá ukwéne antɛ sé nnó, ɛ́kagé muú áwá ntɛ. Muú ayi ápyɛɛ́ mbɔ, akpɛ́ne nyɛ́ unɔɔ́ mpa. 
MAT.5.22	Yɛ́mbɔ me ngarege ɛnyú nnó, yɛ́ndémuú ayi abɔɔ́ metɔɔ́ usɔɔ́ ne ntɛ meŋmɛ́ akpɛne nyɛ unɔɔ́ mpa ɛso. Ne muú ayi ashyɛɛ́ ntɛ meŋmɛ́ nnó, “wɔ ɔlu waá?” Akpɛne nyɛ ntó ɛso ɛwe kpaá. Ne muú ayi ajɔɔ́gé ne ntɛ meŋmɛ́ ntó nnó, “Wɔ geŋkekenégé muú” akpɛne mmu mewɛ ɛwé ɛ́lá nómégé. 
MAT.5.23	Ne ndɛre ɛlúmbɔ, ɛ́bɛgé nnó muú abɔ́ ɛchyɛ manchyɛ́, né mbaá ayi áchyɛ́ge ɛchyɛ Ɛsɔwɔ, ne atɛge nnó apyɛ genó ɛyi gesɔɔ́ meŋmɛ́ wuú metɔɔ́, 
MAT.5.24	ályá ɛchyɛ ɛwɛ́mbɔ́ ɛfɛɛ́, abɔ kpɛ mbɛ ajyɛ́ akwyɛ́ depɔ ne meŋmɛ́ wuú, ne achwɔ́ achyɛ́ ɛchyɛ wuú mbaá Ɛsɔwɔ. 
MAT.5.25	Muú abɔgé ɛfwyale ne muú mawámé wuú, akamégé fɔ́ ji ajyɛ ne ɛwú né ɛso. Akwyɛɛ́ depɔ ábɛ́ meko ama gemɛge nnó ajyɛ né ɛso. Nénde, álá pyɛ mbɔ wɔ́, gébé gékoógé ajyɛgé ne ɛ́wú né ɛso, afyɛ nyɛ ji né amú mempané mpa. Ne mempané mpa afyɛ ji né amú bɔɔ́ bɔ nku, ne bɔɔ́ nkú áfyɛɛ́ nyɛ ji denɔ. 
MAT.5.26	Ne kaáge wáwálé nnó alaá né denɔ ɛtirémbɔ, kpaá tɛ ákwɔ́le ujwɔɔ́ bimbɔ uko.
MAT.5.27	Ɛnyú debɔ́ dewú nyá nkane ɛbɛ́ Mosis ɛjɔɔ́ nnó muú ákwegé ulɔ. 
MAT.5.28	Yɛ́mbɔ me ngarege ɛnyú nnó, muú ayi apɛ́le mendée dómee, ne abɔɔ́ nkyaá né metɔɔ́ wuú mambɛlé ne ji, akwe mɛ́ mbɔ lé ulɔ ne mendée yimbɔ né mmu metɔɔ́ wuú. 
MAT.5.29	Ne ndɛre ɛlúmbɔ, mbɔgé dambɔɔ́nnyi wyɛ́ ayi ɛbwɔnyɛ apyɛ nnó ɔ́kwé ɛbɛ́ Ɛsɔwɔ ju ji ɔféré, néndé ɛ́lú galɔ́gálɔ́ nnó gepɔ́gé menyammyɛ génó wɔ, ne nnó ɔbɛ́ ne upɔɔ́ mmyɛ uko, ɔ́jyɛ́ né mewɛ ɛwé ɛ́lá nómégé. 
MAT.5.30	Ne mbɔgé ɛbwɔnyɛ wyɛ́ ɛ́pyɛ́ wɔ nnó ɔ́kwé ɛbɛ́ Ɛsɔwɔ, sɔ́ ɛ́wú ɔfómé, néndé ɛ́lú galɔ́gálɔ́ nnó jɔgé menyammyɛ wyɛ́ génó ne nnó menyammyɛ wyɛ́ mekomeko ákpɛ́ mmu mewɛ ɛwé ɛ́lá nómégé. 
MAT.5.31	Ɛnyú dewú nyá nnó ɛbɛ́ Mosis ɛjɔɔ́ ɛ́ké muú akage wá neba ne mendée wuú mbɔgé achyɛgé ji mekpó ŋwɛ. 
MAT.5.32	Yɛ́mbɔ me ngare ɛnyú nnó, muú ayi awáne neba ne mendée wuú ɛwé mendée wuú álá kwe ulɔ wɔ́, muú yimbɔ apyɛ nnó mendée wuú akwé ulɔ mbɔgé abagé menɔ ayi chá. Ne yɛ ndé mende ayi abagé mendée ayi menɔ wuú alya ji neba akwé ntó ulɔ.
MAT.5.33	Ɛnyú debɔ déma wú nyá nkane ɛbɛ́ Mosis ɛjɔɔ́ ne ukwéne antɛ sé nnó, ɛ́kágé muú anyɛ́meno mampyɛ genó ɛyige gélá pɔ́ ji metɔɔ́ mampyɛ. Muú abɔ́ mampyɛ genó ɛyigé ji ányɛ́meno né mbɛ ushuú Ɛsɔwɔ nnó apyɛɛ́. 
MAT.5.34	Yɛ́mbɔ me ngarege ɛnyú nnó ɛ́kagé muú akele kaŋka, yɛ ɛ́bɛ́le mannkú mabɔ mfaánebuú, néndé ɛ́lé geluɔge Ɛsɔwɔ. 
MAT.5.35	Yɛ́ ɛ́bɛlé mankele ákú mme néndé mme alu geluɔ́ ɛyige Ɛsɔwɔ ánɛ́rege uká bií wyɛ́ ágbéege mmyɛ, ne muú akelégé akú yɛ Jɛrosalɛ néndé ɛle Ɛsɔwɔ mfwa yi kpaá ne abɔɔ́ melɔ́ Jɛrosalɛ. 
MAT.5.36	Ne ɛ́kagé muú akélé yɛ́ mekpo wuú néndé ákágé bwɔle ɛŋkaá méjwɛ́ ɛma ɛ́bɛ́ pópó yɛ́ lé megilí. 
MAT.5.37	Kámélé nnó “Ɛ ɛ́” mbɔgé genó gélú ɛyigé wɔ ɔkamege ne shya ntó nnó, “Ngba” mbɔgé genó, gélú ɛyige wɔ ɔshyáa. Yɛ́ndégenó ɛyigé ɔmage gbɛɛ́ né mfaá ɛyina getané mbaá danchɔmeló.
MAT.5.38	Ɛnyú debɔ́ dewú nyá ntó nnó ɛbɛ́ Mosis ɛ́ké muú anigé dambɔɔ́nnyi ntɛ meŋmɛ́, ánií ntó awuú. Ne yɛ́ amugé néŋɛ́né ntɛ, ámu ntó ɛnií. 
MAT.5.39	Yɛ́mbɔ me ngarege ɛnyú nnó, ɛ́kagé muú ashuú gabo mfaá gabo. Ne muú adogé wɔ ɛ́gbɛ́ ɛtaá ɛwé ɛbwɔnyɛ, bwɔ́lé ɛwé fɔ ntó ado. 
MAT.5.40	Ne mbɔgé muú aké akɛlege mampyɛ mpa ne wɔ nnó asɛ nkú wyɛ ayi mmu, chyɛɛ́ ji chonchó ne ayi dafyɛ. 
MAT.5.41	Mbɔgé muú bee agbarégé wɔ nnó ɔkpá metuú wuú ɔjyɛ mkpa nekɛ ama, chó ne ji mkpá nekɛ ɛ́peá. 
MAT.5.42	Muú akɔgé wɔ genó, chyɛɛ́ ji géji ɔ́nyogé. Ne muú achwɔgé nnó ɔ́pwɔ́ ji genó ntó ɔ́shyagé, pwɔ́ ji gejí.
MAT.5.43	Ɛnyú debɔ́ déwú mɛ nnó ɛbɛ́ Mosis ɛké, “Gbógé ne bɔɔ́ abi dényɛɛ́ détúge ne ɛbwɔ́ ne paáge bɔɔ́ abi álá kií ɛnyú.” 
MAT.5.44	Yɛ́mbɔ me ngarege ɛnyú nnó bɔ́gé gejeé ne bɔɔ́ mawámé nyú, dénɛ́nemmyɛ mbaá Ɛsɔwɔ nnó aje bɔɔ́ abi ámmyɛ amu ne ɛnyú. 
MAT.5.45	Depyɛge mbɔ, debɛɛ́ nyɛ baá Ntɛ ɛnyú muú alú né mfaánebuú. Ji apyɛɛ́ mŋmɛɛ́ ɛ́tyɛɛ́ mbaá bɔɔ́ abi ápyɛɛ́ galɔ́gálɔ́ ne abi apyɛɛ́ gabogabo, ne manaá nnó akwéné mbaá bɔɔ́ abi ápyɛɛ́ unó bi ji ákɛ́lege ne abi álá pyɛɛ́. 
MAT.5.46	Ne mbɔgé ɛnyú dégbóo lé ne bɔɔ́ abi ágboó ne ɛnyú, ndé nsá ayi ɛnyú debɔɔ́ wyɛɛ́? Pɔ́ wyɛ́mbɔ ntó ne ánsɛlé ŋká makpo apyɛɛ́? 
MAT.5.47	Ne mbɔgé ɛnyú dedoó lé abya ne bɔɔ́ abi denyɛɛ́ detúge ne ɛbwɔ́, nde mechɔ́ ɛwé ɛnyú depyɛ mbɔ ɛwé muú alá pyɛ? Yɛ́ bɔɔ́ abi álá pɔ́ bɔɔ́ Jus; mbɔntó ne ápyɛɛ́. 
MAT.5.48	Né gétú ɛyigé na debɔ́ mambɛ́ cho ndɛre Ntɛ ɛnyú muú alú né mfaánebuú álú.
MAT.6.1	Yɛ́mbɔ Jisɔs alɛ́régé aké, “Sɛ́ge gébé nnó ɛ́kágé délɛ́régé mmyɛ né mbɛ ushuú bɔɔ́ nnó ágɛné ɛnyú gétúgé unó Ɛsɔwɔ ɛbi depyɛɛ́. Muú apyɛ́gé mbɔ, abɔɔ́ fɔ́ nsa ayi ntɛ nyú né mfaánebuú áchyɛge. 
MAT.6.2	Getu ɛyigembɔ, yɛ́ndégébé muú nyú aké apoóge mbya muú ɛkagé ádó makáŋka melɔ́mélɔ́ nkane bɔɔ́ démbwɔlé ápyɛ, né macha mmyɛmenɛne, ne metɔɔ́ melɔ nnó bɔɔ́ áfɛ́gé ɛbwɔ́ nnó álú bɔɔ́ alɔ́álɔ́. Me ngarege ɛnyú wáwálé nnó mamfɛɛ́ ayi bɔɔ́ áfɛ́ɛge mbɔ ɛbwɔ́ gɛ́ le áwu bwɔ́ nsa ne ɛbwɔ́ abɔɔ́ mɛ mbɔ. 
MAT.6.3	Ndɛre ɛlúmbɔ, muú nyú aké apoóge mbya muú, apoó gefɔɔ́ ɛyígé yɛɛ́ muú ayi álu kwɔ́kwɔ́lé ne ji álá kaágé. 
MAT.6.4	Nnó mampoó ayi dépoóge mbya muú abɛ bíbí. Deké dépyɛmbɔ, ntɛ nyú muú alú mfaánebuú agɛne yɛndé unó bi bɔɔ́ ápyɛɛ́ bíbí achyɛge nyɛ́ nyú nsá.”
MAT.6.5	Jisɔs afɛ mbɛ mánlɛré aké, “Ne yɛ́ndégébé, ɛnyú deké denɛnemmyɛ, dénɛ́gé fɔ́ ɛké bɔɔ́ abi ábwɔ́légé gemɛge bwɔ́ néndé, ɛbwɔ́ ágbóo mantɛné tɛ́né né macha mmyɛmenɛne ne mapeá anɔɔ́ mati ánɛ́nemmyɛ nnó bɔɔ́ ágɛ́né ɛbwɔ́. Me ngarege ɛnyú wáwálé nnó mangɛ ayi bɔɔ́ ágɛ́ne mbɔ ɛbwɔ́, gɛ́ le áwú bwɔ́ nsá ne ɛbwɔ́ ábɔɔ́ mɛ mbɔ. 
MAT.6.6	Ndɛre ɛlúmbɔ, yɛ́ndégébé muú nyú aké ákɛ́lege manɛmmyɛ, ajyɛ akpɛ mmu gepú jií, mbaá ayi ji abɛɛ́ jimbií, agbɛ́ gepú, anɛmmyɛ mbaá ntɛ wuú Ɛsɔwɔ ayi alá gɛ́né ji ne amɛ. Ne ntɛ wuú ayi agɛne yɛ́ndé unó bi bɔɔ́ ápyɛɛ́ yɛ́ndé mbaá, achyɛge nyɛ́ ji nsá. 
MAT.6.7	Ne muú nyú aké anɛnemmyɛ ájɔɔ́gé mejɔɔ́ ɛwé ɛlá pɔ́ ne mekpo ne ula ndɛre bɔɔ́ abi álá pɔ́ bɔɔ́ Jus ápyɛɛ́. Gétúgé ɛbwɔ́ áfɛ́rege nnó ájɔɔ́gé mejɔɔ́ dɔɔ́ ne Ɛsɔwɔ awú mmyɛmenɛne bwɔ́. 
MAT.6.8	Débɛgé fɔ́ ɛké ɛbwɔ́, néndé ntɛ nyú Ɛsɔwɔ akaá mɛ́ genó ɛyigé dékɛ́lege gemɛ́gé nnó degií ji. 
MAT.6.9	Ne yɛndégébé déké dénɛnémmyɛ nɛge na, Ntɛ ɛsé Ɛsɔwɔ, wɔ yi ɔ́lú mfaánebuú, pyɛ́ mabɔ mmyɛ́ mábɛ́ ne ɛ́nógé. 
MAT.6.10	Pyɛ gefwa jyɛɛ́ géchwɔ́. Pyɛ bɔɔ́ apyɛge ɛlé genó ɛyigé wɔ ɔ́kɛlege fa mme nkane ápyɛɛ́ né mfaánebuú. 
MAT.6.11	Chyɛgé ɛsé menyɛɛ́ yi dékɛ́lege bií ne bií. 
MAT.6.12	Jinte gabo yi ɛse dépyɛ ɛta wyɛ ndɛre ɛse ntó déjígente gabo yi bɔɔ́ ápyɛɛ́ ɛta ɛsé. 
MAT.6.13	Ɔ́kamégé ɛsé dékpɛ́ né mmuameno ayi apyɛ ɛsé dékwéne né gabo. Yɛ́mbɔ féré ɛsé né amu danchɔmeló. 
MAT.6.14	Mbɔ ne débɔɔ́ manɛmmyɛ. Né ɛbɛgé ɔjigé nte gabo yi atɛ bɔɔ́ apyɛ́ ne ɛta wyɛ́, Ntɛ wyɛ Ɛsɔwɔ né mfaánebuú ajigé ntó nte gabo wyɛ yi ɔpyɛ́. 
MAT.6.15	Yɛ́mbɔ ɔlá jinte gabo ayi atɛ bɔɔ́ ápyɛ́ né ɛta wyɛ́ wɔ́, Ntɛ wyɛ́ Ɛsɔwɔ ajígé nyɛ́ fɔ́ ntó nte gabo wyɛ yi ɔpyɛ.”
MAT.6.16	“Ne yɛ́ndégébé deké délyage menyɛɛ́ kpékpé gétúgé depɔré Ɛsɔwɔ, ɛkagé déla meshwɛmeshwɛ nkane bɔɔ́ abi ábwɔ́légé gemɛgé bwɔ́ ápyɛɛ́. Ɛbwɔ́ álaá meshwɛmeshwɛ ɛké bɔɔ́ abi ágɛne ɛfwyale, nnó bɔɔ́ ákaá nnó ɛbwɔ́ ályá menyɛɛ́ kpékpé. Me ngarege ɛnyú wáwálé nnó mangɛ́ ayi bɔɔ́ ágɛ́ne mbɔ ɛbwɔ́, gɛ́ le awu bwɔ́ nsá ne ɛbwɔ́ ábɔɔ́ mɛ mbɔ. 
MAT.6.17	Ne ɛ́bɛgé muú nyú alyagé menyɛɛ́ kpékpé gétúgé depɔré Ɛsɔwɔ, áshwɔ́né ushu bií, áwaá maweé, ne achá mejwɛ́ wuú. 
MAT.6.18	Muú nyú apyɛgé mbɔ, bɔɔ́ ákágé fɔ́ nnó alyá menyɛɛ́ kpékpé, ɛ́lé Ntɛ wuú Ɛsɔwɔ muú akaáge unó bi bɔɔ́ ápyɛɛ́ bíbí ne akaáge nyɛ. Ne Ntɛ wuú Ɛsɔwɔ muú agɛ́ne yɛ́ndégenó ɛyigé ji apyɛɛ́ bíbí, achyɛge nyɛ́ ji nsá.”
MAT.6.19	“Ɛkagé désɛ́lé gefwage nyú dékwígé fa mme, mbaá ayi baá menya ne nfrákáŋ ányɛ́ɛ nyɛ geji, ne ánjó ntó ágyále gepú ákpɛ ákpá yɛndé genó. 
MAT.6.20	Genó ɛyigé yɛ́ndémuú abɔɔ́ mampyɛ gelu nnó ábélé gefwa ji né mbaá yi Ɛsɔwɔ mbɔɔ́ gefwa alú, mbaá yi baá menya ne nfrákáŋ álá kaágé anyɛ ne ánjó ntó álá kágé gyá gepú ákpá yɛndégenó.” 
MAT.6.21	Nénde, mbaá ayi muú ábélege gefwa jií, ɛfɛɛ́ ntó ne metɔɔ́ wuú ɛbɛ́ɛ.
MAT.6.22	“Ámɛ́ mekwaá álu ɛke ɛtúlékáŋ né menyammyɛ wuú meko. Ne mbɔgé amɛ jyɛ́ álú chánchá, ɛbyɛnnó menyammyɛ wyɛ́ meko abɛɛ́ ne geŋgbɔ́. 
MAT.6.23	Ne ɛbɛgé amɛ jyɛ́ ala apɔ́ chánchá menyammyɛ wyɛ́ meko akwene gemuagemua. Ne mbɔgé genó ɛyi gepyɛ wɔ ɔgɛ́ne mbaá gekwege gemua, ɛ́byɛnnó menyammyɛ wyɛ́ meko alu mmu gekpɛkpɛ́gé gemua.”
MAT.6.24	“Muú ama ákágé kpá fɔ́ defwɛ́ mbaá bɔɔ́ apea gébé gemaá. Ápyɛgémbɔ, apaá nyɛ́ ama agboó ne ayifɔ. Ne ánogé nyɛ́ ama abyaá ayifɔ. Ɛnyú dekágé nógé fɔ́ Ɛsɔwɔ ne ŋka gébé gemaá. 
MAT.6.25	Gɛ́ ula bi ngarege ɛnyú nnó déchyɛgé fɔ gemɛge nyú ɛfwyale, désómégé nnó dényɛ́ nyɛ́ ndé? Dényuú nyɛ́ ndé? Ne defyɛɛ́ nyɛ́ ndé? Geŋwáge mekwaá gepwɔ menyɛɛ́ wɔ́? Ne menyammyɛ mekwaá apwɔɔ́ mandeé mamfyɛ́ wɔɔ́? 
MAT.6.26	Pɛ́ge denywɔné, detí depɛné menyɛɛ́, déferege ne débélégé mbwɛ́, yɛ́mbɔ ntɛ nyú muú álu né mfaánebuú achyɛge détí menyɛɛ́, nnó ɛnyú deŋeá gemɛ dépwɔɔ́ deti wɔɔ́? 
MAT.6.27	Déchyɛgé fɔ gemɛ nyú ɛfwyale, ndé muú nyú ayi mesóme wuú ɛkáge gbɛ́ɛ yɛɛ́ bií uma né amŋmɛ ayi Ɛsɔwɔ achyɛ́ ɛnyú nnó débɛ́lé fá mme? 
MAT.6.28	Ulannó déchyɛgé gemɛge nyú ɛfwyale gétúgé mandeé? Pɛ́ge dégɛ́ unɔɔ́ mewaá ɛbi úkome ukoó ulɔ́úlɔ́ ndɛre úwɛ́né, úpyɛ́ fɔ́ utɔɔ́, ukwyɛ́ge yɛ mandeé. 
MAT.6.29	Yɛ́mbɔ ngarege ɛnyú wáwálé nnó yɛ Mfwa *Solomun ayi abɔ́ awyá unó uko, apɔ́ yɛ ne nkú ayi alɔmé akwɔné ukoó ɛbi unɔɔ́ bina. 
MAT.6.30	Mbɔgé Ɛsɔwɔ achyɛge bya mewaá bina ukoó ulɔ́úlɔ́. Bya ɛbí fina úlú ubɛ geyá úgbó átuú áfyɛ́ mewɛ, defɛré nnó ákágé chyɛɛ́ fɔ́ ɛnyú mandeé apwɔ ndɛre ji apɛle bya mewaá? Metɔɔ́ ɛwé ɛnyú defyɛɛ́ ne Ɛsɔwɔ ɛ́ŋené kpaá ɛ́pwɔ amu. 
MAT.6.31	Désómégé sé déshaágé mmyɛ nnó dényɛ́ nyɛ́ ndé? Dényuú nyɛ́ ndé? Ne défyɛɛ́ nyɛ́ ndé? 
MAT.6.32	ɛlé bɔɔ́ abi álá pɔ́ bɔɔ́ Jus ne anɛrege matɔɔ́ né ufɔɔ́ unó bina. Kaágé nnó Ntɛ nyú Ɛsɔwɔ muú alu mfaánebuú akaá mɛ nnó debɔ mambɛ ne ubi uko. 
MAT.6.33	Ne bɔ́ge mbɛ dékɛlé kpɛ́ meti ɛwé Ɛsɔwɔ abɛɛ́ mfwa nyú depyɛgé unó bi ji ákɛ́lege, dépyɛgé mbɔ, achyɛge nyɛ ɛnyú unó bina uko. 
MAT.6.34	Ne déchyɛgé fɔ ɛfwyale né menyammyɛ ɛnyú désómégé gétúgé unó bi geyá, yɛ́ndé bií uwyá ɛti depɔ ɛti déchwɔɔ́ ne ubi. Desɛge fɔ ɛfwyale ɛwé bií ɛbi chá décho ne ɛwe fina.”
MAT.7.1	“Dépagé mpa atɛ ne defya, nnó ɛ́kagé Ɛsɔwɔ apa awe nyú. 
MAT.7.2	Néndé gefɔɔ́ ɛyigé dépáne mpa atɛ, wyɛ́mbɔ ntó ne Ɛsɔwɔ ápáne awu nyú. Gefɔɔ́ ɛyígé démɛge genó déchyɛ́ge muú, mbɔntó ne ámɛge nyɛ áchyɛɛ́ ɛnyú. 
MAT.7.3	Ulannó ɔ́chɛ́rege ɛkɛ́kɛ́ gabo ayi alu ɛke maá gejwaá né dambɔɔ́nnyi ntɛ meŋmɛ́ wyɛ́ ɔla ɔfyɛɛ́ mekpo ne gabo ayi alu ɛke mekwɔkwɔ né dambɔɔ́nnyi awyɛ wɔmbɔɔ́? 
MAT.7.4	Ɛ́pyɛmbɔ nnó ne ɔjɔɔ́ ne meŋmɛ́ wyɛ́ nnó, ‘Lɛ́ré me nféré wɔ maá gejwaá ayi alú wɔ né dambɔɔ́nnyi’ ayi ɔ́lá gɛ́né mekwɔkwɔ ɛwé ɛkwere wɔmbɔɔ́ né dambɔɔ́nnyi? 
MAT.7.5	Wɔ muú dembwɔ́lé bɔ́ kpɛ́ mbɛ féré ntó mekwɔkwɔ ɛwe ɛlú wɔ́ né dambɔɔ́nnyi, ɔké ɔgɛne mbaá cháŋéné ne ɔféré ɛkɛ́kɛ́ gejwaá ɛwé ɛ́lú meŋmɛ́ wyɛ né dambɔɔ́nnyi.
MAT.7.6	“Débɔgé fɔ unó Ɛsɔwɔ déchyɛ́ mbaá bɔɔ́ abi álá bɔɔ́ gébé ne ji wɔ́. Álu ɛké bɔ mammyɛ. Depyɛgé mbɔ abwɔlege mmyɛ ánɔ ɛnyú. Débɔgé fɔ́ genó gelɔ́gélɔ́ déchyɛ́ge mbaá bɔɔ́ abi álú ɛké ukwende, depyɛgé mbɔ ájyárege geji ne uká ábulé né utwɔntwɔ.
MAT.7.7	“Gige wyɛ Ɛsɔwɔ gige, achyɛge nyɛ́ ɛnyú unó bi dekɛlege, kɛlege wyɛ kɛlege ápyɛ nyɛ́ ɛnyú degɛ ubi. Dóoge wyɛ menombi doó, anénege nyɛ ɛnyú ɛwú. 
MAT.7.8	Néndé muú yi agigé genó, asɛle nyɛ, ne ayi akɛlégé, agɛne nyɛ, ne muú yi adogé menómbí, ánénege nyɛ́ ji ɛ́wú. 
MAT.7.9	Ndé muú nyú ayi maá wuú agigé ji brɛd áchyɛ́ge ji ntaá? 
MAT.7.10	Ne yɛ ɛbɛ ɛlé nnó agií ji meshuú áchyɛ́ge ji mmyɔ? 
MAT.7.11	Mbɔgé ɛnyú ákwaá abi délú bɔɔ́ nchyɛ, dechyɛge unó ulɔ́úlɔ́ mbaá baá nyú, ndé gepyɛ ne Ntɛ nyú Ɛsɔwɔ muú alu né mfaánebuú alá chyɛ́gé unó ulɔ́úlɔ́ mbaá bɔɔ́ abi ágíge ji ubi?
MAT.7.12	“Depɔ deko ɛtire menjɔɔ́ mbɔ delú nnó, pyɛ́gé ɛtá bɔɔ́ wyɛ́ genó ɛyígé dekɛ́lege nnó ápyɛ ɛta nyú. Gɛ́ mémma mechɔ ɛwé mabɛ́ Mosis ne bɔɔ́ ɛkpávɛ́ Ɛsɔwɔ ábɔ́ ásamé na.
MAT.7.13	“Koóge né menómbi ɛwé ɛ́lú mámálé néndé ɛwé muú akogé wyɛ ajyɛ né meti negbo ɛlu fuú. Ne gejamégé bɔɔ́ ákwɔ́lege le ɛ́wú. 
MAT.7.14	Yɛ́mbɔ menombi ɛwé muú ákóge wyɛ́ ájyɛɛ́ né meti geŋwá ɛyi gélágé byɛ́ ɛ́lú mámálé ne meti ɛwémbɔ ɛ́pɔ́ kɔkɔge. Ne bɔɔ́ abi ágɛne ɛwu ája wɔ́.
MAT.7.15	“Sɛ́ge gébé ne bɔɔ́ gebyɔ́ abi áké álú bɔɔ́ ɛkpávɛ́ Ɛsɔwɔ. Ɔgɛgé ɛbwɔ́ né amɛ álú nyameé ɛké magɔ́nŋme, nsanjí ɛ́lé ukwaála. 
MAT.7.16	Dekage nyɛ́ ufɔɔ́ bɔɔ́ ɛbi ɛbwɔ́ álú né gepɔ ɛyigé ɛbwɔ́ áwyaá, wyɛ ndɛre ákáge genɔɔ́ né umpomé bií. Muú ákágé jyɛ fɔ́ né dánsɔ ákyɛ́ gempomé ɛyigé gegɔɔ́. Muú ajyɛ fɔ́ né agbójɛ́lé ákyɛ́ geloge sokoro. 
MAT.7.17	Unɔɔ́ ulɔ́ulɔ́ uwɔme umpomé ulɔ́úlɔ́, ɛbi uboubo uwɔme umpomé uboubo. 
MAT.7.18	Genɔɔ́ gelɔ́gélɔ́ géwɔ́mé fɔ́ umpómé uboubo ne ɛyi gebogebo géwɔ́mé fɔ́ umpomé ulɔ́úlɔ́. 
MAT.7.19	Ne yɛ́ndé genɔɔ́ ɛyí gélágé wɔ́mé umpomé ulɔ́úlɔ́ mbɔɔ́ mekɔɔ́ ákɛle geji ásɔré áfyɛ́ mewɛ. 
MAT.7.20	Mechɔ́ ɛwé me njɔɔ́ mbɔ, ɛlú nnó, dékaáge nyɛ́ bɔɔ́ gebyɔ́ abi áké álú bɔɔ́ ɛkpávé Ɛsɔwɔ né gepɔ ɛyigé ɛbwɔ́ áwyaá.
MAT.7.21	Jisɔs ama jyɛ mbɛ mánjɔɔ́gé aké, “Ɛpɔ́fɔ́ yɛ́ndémuú ayi akúu me ‘Ata Ata’, ne anyɛɛ́ nyɛ́ gefwage Ɛsɔwɔ. Ɛle bɔɔ́ abi ápyɛ́ genó ɛyigé ntɛ wa Ɛsɔwɔ muú alu né mfaánebuú akɛ́lege ne anyɛ́ nyɛ geji. 
MAT.7.22	Ne bií mpa Ɛsɔwɔ úkwɔnégé, bɔɔ́ ájɔɔ́ge nyɛ́ ne me áké, ‘Ata Ata! Pɔ nnó ɛsé ne Ɛsɔwɔ apyɛ dégáre ná bɔɔ́ mekomejɔɔ́ ayi atané ɛta wuú né mabɔ myɛɛ́? Déma débuú gejamégé aló nchyɛ ne déma depyɛɛ́ ntó ukpɛkpɛ unó né mabɔ myɛɛ́?’ 
MAT.7.23	Bií bi mbɔ ngarege ɛbwɔ́ gbɔ́gɔ́nɔ́ nnó, ‘Kwílege me ushuú ɛnyú bɔɔ́ abi déla pyɛɛ́ unó bi Ɛsɔwɔ ákɛlege, nkágé fɔ́ ɛnyú!’
