MAT.1.1	Inan binndi kollooji inɗe maamiraaɓe Iisaa Almasiihu, dimaaɗo ley lenyol Daawda, taan Ibrahiima:
MAT.6.25	Ɗum le, miɗo wi'a on: taa kaɓɓu-ko'u wona e mooɗon e dow nguurndam mon - ko nyaamoton e ko njaroton. Taa ɓalli mooɗon du kaɓɓu on ko'e e ko ɓornotoɗon. Sabo nguurndam ina ɓuri nyaamdu, ɓanndu du ina ɓuri koltal, naa wanaa? 
MAT.6.26	Ndaaree pooli piirooji ɗi: ɗi aawataa, ɗi taƴataa, ɗi ndesataa faa'e, ammaa Baaba mooɗon gonɗo dow kammuuli oon ina nyaamna ɗi. Onon le, wanaa oɗon ɓuri pooli teddude to woɗɗi? 
MAT.6.27	Moy e mooɗon waawi ɓeydude balɗe muuɗum fay nyalooma gooto saabe ko haɓɓi ɗum hoore? 
MAT.6.28	Ko waɗi de kolte na kaɓɓi on ko'e? Ndaaree pinndiiji ladde no ɗi mawnirta: ɗi ngollataa, ɗi mottataa. 
MAT.6.29	Miɗo haalana on: fay Suleymaana e darja muuɗum fuu holtiraay hono gootel e majji ni. 
MAT.6.30	Si Laamɗo ina holtinira noon huɗo taweteeko ley ladde hannden, faɗɗeteeko e yiite jaango, wanaa o holtinan on faa ɓura noon, onon famɗuɓe hoolaare! 
MAT.6.31	Ndelle, taa ko'e mon kaɓɓoo faa mbi'on: «Ɗume nyaameten? Ɗume njareten? Ɗume ɓornotoɗen?» 
MAT.6.32	Sabo kulle ɗee fuu wo ko yimɓe ɓe anndaa Laamɗo pilotoo. Si goonga, Baaba mon gonɗo dow kammuuli oon ina anndi ɗum fuu iɗum tilsani on. 
MAT.6.33	Ndelle, piloɗon laamu Laamɗo tafon, kam e fonnditaare muuɗum. Ndeen ko heddii ɗuum fuu, on ɓeydante ɗum.
MAT.6.34	Ndelle, taa jaango haɓɓa on ko'e, sabo jaango du wardan e ko muuɗum. Nyannde fuu, donngal muuɗum ina heƴa ɗum.
MAT.7.1	—Taa kiitee, on kiitataake. 
MAT.7.2	Sabo no kiitortoɗon woɓɓe, noon onon du kiitorteɗon. Katin du ko etiranton woɓɓe, wo ɗuum etiranteɗon. 
MAT.7.3	Ko waɗi de aɗa yi'a kuɗol ley yitere sakiike maa, de aan le, a taykataako leggal gonngal e ley yitere maa ndeen? 
MAT.7.4	Noy mbaawruɗaa wi'ude sakiike maa: «Sakiike, accu mi ittane kuɗol gonngol e yitere maa ngol», de aan le, wo leggal woni ley yitere maa ndeen? 
MAT.7.5	Munaafiki, ittu leggal gonngal e yitere maa ngaal tafon. Ndeen jiiɗe maa laaɓan, faa keɓaa ittaa kuɗol gonngol e yitere sakiike maa ngool.
MAT.7.6	Taa kokkee dawaaɗi ko senii, sabo ɗi njeccoto, ɗi ŋata on. Taa cankitee kaaƴe mooɗon dime yeeso girooji, sabo ɗi njaaɓan ɗe.
MAT.7.7	—Ŋaaree, on keɓan. Pilee, on njiitan. Calminee, on omtante. 
MAT.7.8	Sabo ŋaariiɗo fuu heɓan. Piliiɗo fuu yiitan. Calminɗo fuu omtante. 
MAT.7.9	Moy e mooɗon hokkata ɓiyum hayre si ŋaarake ɗum buuru? 
MAT.7.10	Naa ŋaaroo ɗum liingu de hokka ɗum mboddi? 
MAT.7.11	No mbonirɗon ni fuu, oɗon anndi no kokkirton ɓiɓɓe mon kulle lobbe, sakko Baaba mooɗon gonɗo dow kammuuli oon. Imo hokka ŋaariiɗo mo fuu ko moƴƴi. 
MAT.7.12	Ndelle, ley huunde fuu, ngaɗanee woɓɓe ko njiɗɗon ɓe ngaɗana on. Sabo ɗum pay woni ko Tawreeta Muusaa e dewte annabaaɓe ɗeen njamiri.
MAT.7.13	—Naatiree dammbugal paaɗungal! Sabo dammbugal naatirgal halkere ina yaaji, laawol muuɗum ngool ina hoyi, jokkooɓe ngol ɓeen du ina keewi. 
MAT.7.14	Ammaa dammbugal naatirgal nguurndam ngaal ina faaɗi, laawol muuɗum ngool ina ɓillii, yiitooɓe ɗum du wo seeɗa.
MAT.7.15	—Tinnee e annabaaɓe fewreeɓe. Si ɓe ngarii to mooɗon fu, iɓe nga'i hono baali, de si goonga, wo ɓe cuuli jolbuɗi. 
MAT.7.16	Golle maɓɓe annditirton ɓe hono no lekki annditirtee ɓiɓɓe muuɗum ni. Cabiije ɓorataake e ngi'eehi, ƴibbe du ɓorataake e nyakkaɓere. 
MAT.7.17	Lekki lobbi fuu, wo ɓiɓɓe lobbuɓe rimata, de lekki mbonki kaa, wo ɓiɓɓe bonɓe rimata. 
MAT.7.18	Lekki lobbi waawataa rimude ɓiɓɓe bonɓe, wooɗi du lekki mbonki waawataa rimude ɓiɓɓe lobbuɓe. 
MAT.7.19	Lekki fuu ki rimataa ɓiɓɓe lobbuɓe soppete, faɗɗee e yiite. 
MAT.7.20	Ndelle, golle maɓɓe annditirton ɓe.
MAT.7.21	—Wanaa wi'ooɓe kam «Joomam, Joomam» ɓeen fuu naatata e laamu Laamɗo. Ammaa wo waɗooɓe muuyɗe Baaba am gonɗo dow kammuuli oon, ɓeen ngoni naatooɓe. 
MAT.7.22	Nyannde darngal, heewɓe mbi'an kam: «Joomam, Joomam! Wanaa e innde maa min mbaajorii naa? Wanaa e innde maa min ndiiwri ginnaaji naa? Wanaa e innde maa min ngaɗiri kaayeefiiji keewɗi naa?» 
MAT.7.23	Ndeen mbi'ammi ɓe: «Abada mi anndaano on. Mboɗɗee kam, onon waɗooɓe ko boni!»
MAT.7.24	—Ndelle, neɗɗo fuu kettindiiɗo haalaaji am ɗi de jokki ɗi, nanndan e jom hakkillo nyiɓuɗo suudu muuɗum dow hayre. 
MAT.7.25	Ƴuwoonde toɓi, gooruuji mbubbi, keni mawɗi mbifi e mayru. Ɗum fuu ndu saamaay, sabo ndu joƴƴinaama dow hayre. 
MAT.7.26	Ammaa neɗɗo fuu kettindiiɗo haalaaji am ɗi de jokkaay ɗi, ina nanndi e mo walaa hakkillo, nyiɓuɗo suudu muuɗum dow njaareendi. 
MAT.7.27	Ƴuwoonde toɓi, gooruuji mbubbi, keni mawɗi mbifi e mayru. Ndu saami faa ndu halki ndu fuu.
MAT.7.28	Nde Iisaa tilinoo e haalaaji ɗiin ndeen, jama'aaje ɗeen kaaynaama sanne e waaju makko oon. 
MAT.7.29	Sabo o waajorake ɓe no jom baawɗe ni, wanaa hono jannginooɓe maɓɓe Tawreeta.
MAT.8.1	Ko Iisaa jippii waamnde ndeen ɗuum, jamaa keewɗo jokki ɗum. 
MAT.8.2	Wakkati oon, gorko ceppinɗo ɓattitii ɗum, hippii yeeso muuɗum, wi'i:
MAT.8.2	—Joomam, si a muuyii fu, aɗa waawi dannude kam faa mi laaɓa.
MAT.8.3	Iisaa foorti junngo mum, meemi mo, wi'i:
MAT.8.3	—Mi muuyii, daɗu.
MAT.8.3	Wakkati oon pay, gorko oon daɗi ceppam muuɗum, laaɓi. 
MAT.8.4	Caggal ɗuum, Iisaa wi'i mo:
MAT.8.4	—Tinna taa kaalanaa ɗum fay gooto. Ammaa yahu holloy hoore maa almaami, ngaɗaa sadaka mo Muusaa yamiri oon, faa faamina ɓe a daɗii.
MAT.8.5	Nde Iisaa naatannoo Kafarnahum ndeen, hooreejo sordaasiiɓe ɓattitii ɗum, ŋaarii ɗum mballa, wi'i:
MAT.8.6	—Moodibbo, golloowo am ina waalii ley suudu, sellaa faa junngo e koyngal fuu ɓantataako. Imo torrii sanne!
MAT.8.7	Iisaa wi'i mo:
MAT.8.7	—Mi waran, mi dannowa mo.
MAT.8.8	Ammaa hooreejo sordaasiiɓe oon jaabii, wi'i:
MAT.8.8	—Moodibbo, miin, mi hewtaay ko naataa ley suudu am. Ammaa si a haalii haala ngoota tan, golloowo am oon daɗan. 
MAT.8.9	Miin e hoore am, wo mi dawranaaɗo, de miɗo dawrana sordaasiiɓe du. Si mi wi'ii gooto maɓɓe yaha fu, yahan. Si mi wi'ii goɗɗo wara, waran. Si mi wi'ii maccuɗo am waɗa huunde, waɗan.
MAT.8.10	Nde Iisaa nannoo ɗum ndeen, ɗum haaynii ɗum sanne, wi'i jokkuɓe ɗum ɓeen:
MAT.8.10	—Goonga kaalanammi on, mi yi'aay goonɗinal hono ngal sellude e Israa'iilanke fay gooto. 
MAT.8.11	Miɗo haalana on, heewɓe ƴuuran lettugal e gorgal, njooɗodoo e Ibrahiima e Isiyaaka e Yaakuuba, ɓe nyaamda ley laamu Laamɗo. 
MAT.8.12	Ammaa haannooɓe naatude laamu ɓeen, paɗɗete ley nimre wonnde yaasin ndeen. Toon bojji e ŋerƴundurde nyiiƴe ngoni.
MAT.8.13	Caggal ɗuum, Iisaa wi'i hooreejo sordaasiiɓe oon:
MAT.8.13	—Hootu. Ɗum laatane hono no ngoonɗinirɗaa ni.
MAT.8.13	Wakkati oon jaati, golloowo hooreejo sordaasiiɓe oon daɗi.
MAT.8.14	Iisaa yehi galle Piyeer, tawi esoo Piyeer debbo ina fukkii wo jontaaɗo. 
MAT.8.15	Iisaa meemi junngo makko, de o daɗi e jontere makko. O ummii, o weerni Iisaa.
MAT.8.16	Nde hiirnoo fu, Iisaa waddanaa yimɓe heewɓe ɓe ginnaaji ngoni e muɓɓen. Konngol makko tan o riiwri ɗi, o danni nyawɓe ɓeen fuu. 
MAT.8.17	Ɗum laatorake noon faa ko annabi Esaaya haalnoo ɗuum tabita nde wi'unoo:
MAT.8.17	«O ittii tampiriiji meeɗen,
MAT.8.17	o ronndake nyawuuji meeɗen.»
MAT.8.18	Nde Iisaa yi'unoo jamaa oon ina fiilii ɗum ndeen, yamiri ɓe peƴƴita maayo ngoon. 
MAT.8.19	Jannginoowo Tawreeta gooto ɓattii, wi'i mo:
MAT.8.19	—Moodibbo, to njahataa fuu mi jokkete.
MAT.8.20	Iisaa wi'i mo:
MAT.8.20	—Baagaaji
MAT.8.21	Goɗɗo, jeyaaɗo e taalibaaɓe ɓeen, wi'i mo:
MAT.8.21	—Joomam, accu mi yaha mi uwowa baaba am tafon.
MAT.8.22	O jaabii oon, o wi'i:
MAT.8.22	—Jokkam, accu maayɓe uwa maayɓe muɓɓen.
MAT.8.23	Ndeen Iisaa naati laana, taalibaaɓe muuɗum njokki ɗum. 
MAT.8.24	Wakkati gooto, ƴuwoonde ummodii e henndu mawndu dow maayo ngoon faa bempeƴƴe ina udda laana kaan. Tawi Iisaa kaa ina ɗaanii. 
MAT.8.25	Taalibaaɓe ɓeen ɓattii mo, pindini mo, iɓe mbi'a:
MAT.8.25	—Joomii amin, dannu min! Inani miɗen kalka!
MAT.8.26	O jaabii ɓe, o wi'i:
MAT.8.26	—Ko waɗi de kulɗon? Onon famɗuɓe hoolaare!
MAT.8.26	Wakkati oon, o ummii, o sappani henndu e bempeƴƴe maayo ɗeen e semmbe. Ɗum fuu ɗum deƴƴinii siw! 
MAT.8.27	Ɗum haaynii taalibaaɓe ɓeen! Iɓe mbi'a:
MAT.8.27	—Gorko o wo moy de fay keni e ndiyam ina ɗowtanoo ɗum?
MAT.8.28	Nde Iisaa feƴƴitinnoo maayo fu, heetti e leydi yimɓe Gadara. Ɗoon worɓe ɗiɗo wonduɓe e ginnaaji njalti ley caabeeje, kawri e makko. Iɓe nyanngunoo faa fay gooto suusaano rewude laawol ngool. 
MAT.8.29	Ɓe keddii iɓe nduka iɓe mbi'a:
MAT.8.29	—Ɓii Laamɗo, ɗume njiɗɗaa waɗude min? Yalla a warii ɗo faa torraa min, gilla wakkati podaaɗo oon yottaaki naa?
MAT.8.30	Coggal girooji manngal ina dura ɗakkol ɗoon. 
MAT.8.31	Ginnaaji ɗiin ŋaarii mo, mbi'i:
MAT.8.31	—Si riiwude min njiɗɗaa, accu min naatowa e coggal girooji ngal.
MAT.8.32	O wi'i ɗi:
MAT.8.32	—Njehee!
MAT.8.32	Ginnaaji ɗiin njalti, naatowi e girooji ɗiin. Wakkati oon, coggal ngaal fuu doggi, tellitii dow waamnde, saami ley maayo, halki. 
MAT.8.33	Durooɓe ɓeen ndoggi kooti ngalluure toon, kaalowi ko waɗi ɗuum fuu e kabaaru wondunooɓe e ginnaaji ɓeen du. 
MAT.8.34	Wakkati oon, yimɓe ngalluure ndeen fuu njalti, kawritowi to Iisaa. Nde ɓe nji'unoo mo ndeen, ɓe nyaagii mo o yalta leydi maɓɓe.
MAT.9.1	Iisaa naati laana, feƴƴiti, warti wuro muuɗum. 
MAT.9.2	Yimɓe ngaddani ɗum gorko mo ɓanndu waatundu ina fukkinaa e daɗɗo. Nde o yi'unoo goonɗinal maɓɓe ngaal fu, o wi'i mo ɓanndu waatundu oon:
MAT.9.2	—Ɓinngel am, sellin ɓernde maa. Hakkeeji maa njaafaama.
MAT.9.3	Wakkati oon, jannginooɓe Tawreeta yogaaɓe miilii e ko'e muɓɓen: «Gorko o ina mbonkoo Laamɗo!» 
MAT.9.4	Iisaa faami miilooji maɓɓe, de wi'i ɓe:
MAT.9.4	—Ɗume waɗi de oɗon miiloo miilooji bonɗi ɗi e ɓerɗe mooɗon? 
MAT.9.5	Ɗume ɓuri hoyude? Yalla wi'ude hakkeeji makko njaafaama, naa wi'ude o ummoo, o yaha? 
MAT.9.6	Ammaa, faa mi faamina on Ɓii Neɗɗo ina jogii baawɗe yaafaade hakkeeji ley adunaaru ndu...
MAT.9.6	Ndeen, o wi'i mo ɓanndu waatundu oon:
MAT.9.6	—Umma, hooƴu daɗɗo maa, kootaa suudu maa!
MAT.9.7	Gorko oon ummii, hooti suudu muuɗum. 
MAT.9.8	Nde jama'aaje ɗeen njiinoo ɗum ndeen, kuli, ina njetta Laamɗo saabe ko hokki ɓii-Aadama baawɗe gaaɗe nii ɗe.
MAT.9.9	Iisaa dilli ɗoon. E ley yaadu muuɗum, yi'i gorko bi'eteeɗo Matta ina jooɗii e suudu to lampo nanngetee. O wi'i ɗum:
MAT.9.9	—Jokkam.
MAT.9.9	Matta ummii, jokki mo.
MAT.9.10	Caggal ɗuum, imo nyaama ley suudu Matta. Nanngooɓe lampo heewɓe e luttuɓe woɓɓe ngari njooɗii ina nyaamda e makko, kanko e taalibaaɓe makko. 
MAT.9.11	Farisa'en ɓeen nji'i ɗum, de na mbi'a taalibaaɓe makko ɓeen:
MAT.9.11	—Ɗume waɗi de moodibbo mooɗon ina nyaamda e nanngooɓe lampo e luttuɓe woɓɓe?
MAT.9.12	Iisaa nani ɗum, wi'i ɓe:
MAT.9.12	—Wanaa celluɗo haajaa cawroowo. Wo nyawɗo haajaa cawroowo. 
MAT.9.13	Njehee, ekitee ko Dewtere Laamɗo wi'i:
MAT.9.13	«Wo yurmeende njiɗumi,
MAT.9.13	wanaa sadaka duppeteeɗo.»
MAT.9.13	Sabo mi waraay faa mi nodda dartiiɓe. Wo luttuɓe ngarumi noddude.
MAT.9.14	Wakkati oon, taalibaaɓe Yaayaa ngari to Iisaa, ƴami ɗum:
MAT.9.14	—Ko waɗi de minen e Farisa'en miɗen cuumoo, de taalibaaɓe maa ɓeen kaa cuumataako?
MAT.9.15	O jaabii ɓe, o wi'i:
MAT.9.15	—Yalla warɓe ɓangal ina mbaawi sunaade si ɓaŋuɗo ina wondi e muɓɓen naa? Ammaa nyalaaɗe ngaran ɗe ɓaŋuɗo oon ittetee hakkunde maɓɓe. E balɗe ɗeen, ɓe cuumoto. 
MAT.9.16	Fay gooto fidataa tekkere heyre e kaddungal kiinngal. Sabo tekkere heyre ndeen fooɗan kaddungal kiinngal ngaal, de ceekol ngool ɓeydoo. 
MAT.9.17	Katin du cabijam kesam loowataake e sumalleeji kiiɗɗi. Si ɗuum waɗii, sumalleeji ɗiin pusan, cabijam ɗam rufa, de sumalleeji ɗiin mbona. Ndelle cabijam kesam e sumalleeji kesi loowetee, faa ɗum fuu ɗum reenoo.
MAT.9.18	Nde Iisaa haalannoo ɗum ndeen, hooreejo suudu waajordu gooto yottii, hippii yeeso muuɗum, wi'i:
MAT.9.18	—Ɓiyam debbo heddaaki joonin pay. Ammaa war, yowu junngo maa dow makko, ndeen o ummitoto.
MAT.9.19	Iisaa ummii jokki mo, kam e taalibaaɓe muuɗum. 
MAT.9.20	E ley yaadu maɓɓe, debbo gooto mo ƴiiƴam muuɗum taccataa ko waɗata duuɓi sappo e ɗiɗi, ƴuuri gaɗa Iisaa, meemi kommbol saaya muuɗum. 
MAT.9.21	O waɗii noon sabo o miilake e ɓernde makko: «Si mi heɓii fay meemude saaya makko tan, mi daɗan.» 
MAT.9.22	Iisaa yeeƴii, yi'i mo, wi'i:
MAT.9.22	—Banndam debbo, sellin ɓernde maa. Goonɗinal maa dannii ma.
MAT.9.22	Wakkati oon pay, debbo oon daɗi.
MAT.9.23	Nde Iisaa yottinoo suudu hooreejo waajordu oon fu, yi'i fuufooɓe cereeli wonɓe to maayɗo toon e yimɓe heewɓe woyooɓe. 
MAT.9.24	O wi'i ɗum'en:
MAT.9.24	—Mburtee, sabo suka debbo o maayaay, wo ɗaani tan.
MAT.9.24	De yimɓe ɓeen njalnorii mo. 
MAT.9.25	Nde ɓe njaltinanoo yaasin fu, o naati ley suudu nduun, o nanngi junngo suka debbo oon, de ummii. 
MAT.9.26	Kabaaru oon sankitii e leydi ndiin fuu.
MAT.9.27	Nde Iisaa dillannoo toon ndeen, wumɓe ɗiɗo njokki ɗum, ina ƴeewnoo ina mbi'a:
MAT.9.27	—Taan Daawda, yurma min!
MAT.9.28	Nde o naatunoo suudu fu, wumɓe ɓeen ngari to makko. O ƴami ɗum'en, o wi'i:
MAT.9.28	—Oɗon ngoonɗini miɗo waawi wallude on naa?
MAT.9.28	Ɓe njaabii mo, ɓe mbi'i:
MAT.9.28	—Joomii amin, miɗen ngoonɗini.
MAT.9.29	Wakkati oon, o meemi gite maɓɓe, o wi'i:
MAT.9.29	—Ɗum laatanoo on hono no ngoonɗinirɗon noon.
MAT.9.30	Wakkati oon fu, ɓe mbumti. O gongini ɓe, o wi'i ɓe:
MAT.9.30	—Taa kaalanee ɗum fay gooto.
MAT.9.31	Ammaa ɓe njehi ɓe caakowi kabaaru Iisaa e leydi ndiin fuu.
MAT.9.32	Wakkati mo wumtinaaɓe ɓeen ndillannoo oon, Iisaa waddanaa katin gorko mo ginnaaru muumɗini. 
MAT.9.33	O riiwi ginnaaru nduun tan, de muumo oon fuɗɗi haalude. Ɗum haaynii jama'aaje ɗeen fuu, ina mbi'a:
MAT.9.33	—Hono ɗum yi'aaka e Israa'iila abada!
MAT.9.34	Ammaa Farisa'en wonɓe ɗoon mbi'i:
MAT.9.34	—Wo hooreejo ginnaaji oon hokki mo baawɗe riiwude ginnaaji.
MAT.9.35	Iisaa ina yiiltoo e galluuje e gure fuu, ina waajoo e ley cuuɗi baajorɗi, ina gooyna Kabaaru Lobbo dow laamu Laamɗo. Imo danna nyawuuji e male fuu. 
MAT.9.36	Ko o yi'i yimɓe ɓeen ɗuum, o yurmii ɗum'en sanne, sabo wo tampuɓe, ɓilliiɓe hono baali ɗi ngalaa duroowo. 
MAT.9.37	Wakkati oon, o wi'i taalibaaɓe makko ɓeen:
MAT.9.37	—Gese ɓennduɗe ina keewi, ammaa taƴooɓe keewaa. 
MAT.9.38	Ndelle, ŋaaree Jom tayri nulda taƴooɓe ley gese muuɗum ɗeen.
MAT.10.1	Iisaa noddi taalibaaɓe muuɗum sappo e ɗiɗo ɓeen, hokki ɗum'en baawɗe riiwude ginnaaji e dannude sii nyawuuji e male fuu. 
MAT.10.2	Inan inɗe nulaaɓe sappo e ɗiɗo ɓeen: arano maɓɓe wo Simon bi'eteeɗo Piyeer e Andire minyum, Yaakuuba ɓii Jebede e Yuhanna minyum, 
MAT.10.3	Filipu e Bartolome, Tomaa e Matta nanngoowo lampo oon, Yaakuuba ɓii Alfaa, kam e Tadde, 
MAT.10.4	Simon kiranoowo suudu baaba e Yahuuda Isikariyotto jambotooɗo mo oon.
MAT.10.5	Iisaa nuli ɓe sappo e ɗiɗo, wi'i ɓe:
MAT.10.5	—Taa njehee to yimɓe ɓe nganaa Alhuudiyankooɓe. Katin du taa naatee galluuje Samariya. 
MAT.10.6	Ammaa njehee to suudu Israa'iila'en laatiiɓe hono baali majjuɗi. 
MAT.10.7	To njahaton fuu, ngooynon mbi'on «laamu Laamɗo ɓadake!» 
MAT.10.8	Ndannon nyawɓe, ummintinon maayɓe, ndannon seppinɓe, ndiiwon ginnaaji. On keɓirii moƴƴere nde wo dokkal, kokkitiron nde du wo dokkal. 
MAT.10.9	Taa kooƴee kaŋŋe naa cardi naa buuɗi ley jiibaaji mooɗon. 
MAT.10.10	Taa njaadee e fay mbasu naa saayaaji ɗiɗi. Taa njaadee e paɗe naa cabbi. Sabo dey, golloowo fuu ina haandi e nyaamdu muuɗum.
MAT.10.11	Si tawii on ngarii ley ngalluure naa wuro, piloɗon beero lobbo, wooɗi keddoɗon to beero mon ɗoon faa nde ndilloton. 
MAT.10.12	Si oɗon naata ley galle, calminon. 
MAT.10.13	Si suudu nduun ina haandi e majjum, jam mooɗon wonda e mayru. Ammaa si ndu haandaa e majjum, jam mooɗon warta to mooɗon. 
MAT.10.14	Si ina woodi galle naa wuro ɗo on njaɓɓaaka naa on kettindanaaka fu, njalton to maɓɓe, piɗɗon sollaare maɓɓe wonnde e koyɗe mon. 
MAT.10.15	Goonga kaalanammi on: nyannde darngal, jukkungo wuro ngoon ɓuran ngo galluuje Sodoma e Gomoora bonde.
MAT.10.16	—Kettindee! Miɗo nula on hono wo on baali hakkunde pobbi ni. Ndelle, ƴoƴiron hono bolle, wooɗi newroɗon hono buugaali du. 
MAT.10.17	Tinnoɗon e yimɓe ɓeen, sabo ɓe njaaran on to carorɗe, ɓe piyan on dorri ley cuuɗi maɓɓe baajorɗi. 
MAT.10.18	On njaarete yeeso sarotooɓe e kaanankooɓe saabe am, faa laatanoɗon kam seedeeɓe yeeso muɓɓen e yeeso lenyi ɗi nganaa Alhuudiya'en ɗiin. 
MAT.10.19	Si on ndarnaama e sarorde, taa mbemmbeɗon no kaaldoton naa ko kaaloton. Sabo on kokkete haalaaji ɗi kaanɗon haalude wakkati oon. 
MAT.10.20	Ko kaaloton ɗuum ƴuurataa e mooɗon, ammaa wo Ruuhu Baaba mooɗon oon haalata ley mooɗon. 
MAT.10.21	Neɗɗo hokkitiran sakiike mum waree, baaba du hokkitiran ɓiyum. Ɓiɓɓe ummanto saaraaɓe muɓɓen, ngaɗa faa ɓe mbaree. 
MAT.10.22	Yimɓe fuu mbanyan on saabe am. Ammaa tinnitiiɗo faa yottii timmoode fu, kam hisintee. 
MAT.10.23	Si on torraama e wuro wooto, ndogganee wonngo. Miɗo haalana on goonga: on timmintaa gure Israa'iila ɗeen fuu faa ɗo Ɓii Neɗɗo warti.
MAT.10.24	Taalibbo ɓuraa moodibbom, maccuɗo du ɓuraa joomum. 
MAT.10.25	Ina heƴa ko taalibbo laatoo hono moodibbom, maccuɗo du laatoo hono joomum. Si ɓe inndirii kam, miin jom wuro «Beeljebul mawɗo ginnaaji» fu, tilay ɓe inndiran on, onon yimɓe wuro du noon.
MAT.10.26	—Ndelle, taa kulee yimɓe. Walaa fuu ko suddii ko sudditataake, walaa ko suuɗii ko ɓangintaake. 
MAT.10.27	Ko kaalanammi on e nimre ɗuum, kaaltee ɗum e annoora. Ko nyo'anteɗon ɗuum, ngooynee ɗum faa dow cuuɗi. 
MAT.10.28	Taa kulee warooɓe ɓanndu, de mbaawanaa yonkiiji. Wo Laamɗo kaanɗon hulude. Kam woni baawɗo halkude ɓanndu e yonki fuu ley jahannama. 
MAT.10.29	Wanaa pooloy ɗiɗoy ina coottee mbuuɗu ngootu tan naa? Ammaa e noon fu, fay gootel e makkoy yanataa e leydi tawa wanaa e muuyɗe Baaba mooɗon oon. 
MAT.10.30	Wooɗi onon, fay leeɓi ko'e mon fuu wo limaaɗi. 
MAT.10.31	Ndelle, taa kulee, sabo onon le, oɗon ɓuri pooli keewɗi teddude.
MAT.10.32	Neɗɗo fuu jaɓanɗo kam yeeso yimɓe, miin du, mi jaɓan ɗum yeeso Baaba am gonɗo dow kammuuli oon. 
MAT.10.33	Ammaa caliiɗo kam yeeso yimɓe fuu, miin du, mi saloto ɗum yeeso Baaba am gonɗo dow kammuuli oon.
MAT.10.34	—Taa miilee jam ngardumi ley adunaaru. Mi wardaay jam. Wo kaafaahi ngardumi. 
MAT.10.35	Mi warii faa mi sennda ɓiɗɗo gorko e bammum, ɓiɗɗo debbo e inna mum, debbo ɓaŋaaɗo e esum debbo. 
MAT.10.36	Koreeji neɗɗo laatoto wayɓe ɗum. 
MAT.10.37	Korsinɗo inna mum naa bammum faa ɓuri kam fuu, fotaa laataade taalibbo am. Korsinɗo ɓiyum gorko naa debbo faa ɓuri kam fuu, fotaa laataade taalibbo am. 
MAT.10.38	Mo wakkaaki leggal muuɗum palaangal de jokki kam fu, fotaa laataade taalibbo am.
MAT.10.39	Piliiɗo heɓtude yonki muuɗum fuu, mursan ki, ammaa mursuɗo ki saabe am fu, hewtan ki.
MAT.10.40	—Jaɓɓiiɗo on fuu jaɓɓake kam, jaɓɓiiɗo kam fuu jaɓɓake Nulɗo kam oon du. 
MAT.10.41	Jaɓɓiiɗo annabaajo saabe o annabaajo fuu, heɓan mbarjaari ndi annabaajo fodanaa ndiin. Jaɓɓiiɗo neɗɗo ponnditiiɗo saabe o ponnditiiɗo fuu, heɓan mbarjaari ndi ponnditiiɗo fodanaa ndiin. 
MAT.10.42	Goonga kaalanammi on: neɗɗo fuu kokkuɗo ɓurɗo famɗude e taalibaaɓe am fay horde-loonde ndiyam peewɗam saabe wo o taalibaajo am fu, waasataa heɓude mbarjaari muuɗum.
MAT.11.1	Nde Iisaa tilinoo yamirde taalibaaɓe muuɗum sappo e ɗiɗo ndeen, dilli ɗoon, yehi jannginoyde e waajowaade ley galluuje piiliiɗe ɗoon ɗeen.
MAT.11.2	Yaayaa ina woni ley kasu. O nani ko Almasiihu gollata, de o nuli taalibaaɓe makko ɓeen to muuɗum. 
MAT.11.3	Ɓe njehi ɓe lamndii ɗum:
MAT.11.3	—Yalla aan woni kaanɗo warude oon, naa min ndooman goɗɗo?
MAT.11.4	Iisaa jaabii ɓe, wi'i:
MAT.11.4	—Njehee, kaalanowee Yaayaa ko nanɗon e ko njiiɗon: 
MAT.11.5	wumɓe ina mbumta, bonnguuɓe ina njaha e koyɗe muɓɓen, seppinɓe ina cellinee, faaɗuɓe ina paaɗita, maayɓe ina ummintinee, talkaaɓe du ina kaalanee Kabaaru Lobbo. 
MAT.11.6	Barke woodanii mo yoppaay goonɗinde kam.
MAT.11.7	Nde nulaaɓe Yaayaa ɓeen ndillannoo ndeen, Iisaa fuɗɗi haalande jamaa oon haala Yaayaa, wi'i ɗum'en:
MAT.11.7	—Ko njaaɗon ley ladde ɗuum, wo faa ndaarowon ɗume? Yalla huɗo ko henndu dimmbata naa? 
MAT.11.8	Ndelle, ɗume njaaɗon faa ndaarowon? Gorko nyaaƴoowo naa? Si goonga, nyaaƴooɓe wo ley galleeji kaanankooɓe tawetee. 
MAT.11.9	Ndelle, ɗume ndaaroyɗon? Annabaajo naa? Goonga! Miɗo haalana on, imo ɓuri annabaajo. 
MAT.11.10	Kanko woni mo Laamɗo haali kabaaru muuɗum ley Binndi, wi'i:
MAT.11.10	«Ndaaree, mi ardinante nulaaɗo am moƴƴinane laawol.»
MAT.11.11	Goonga kaalanammi on: dimoowo fuu rimaay ɓurɗo Yaayaa lootoowo lootagal batisima
MAT.11.12	Gilla Yaayaa lootoowo lootagal batisima fuɗɗi waajaade, laamu Laamɗo ina fooɗoroo yeeso, de laawol muuɗum na tiiɗi. Nyannguɓe du na kabda e maggu.
MAT.11.13	Tawreeta Muusaa e annabaaɓe fuu cappake laamu nguun faa yottii jamaanu Yaayaa. 
