MAT.1.1	Kɛse ɓo mɛtjil Isa al‑Masige. Naan̰ *goon Daud ɔɔ goon *Abraam.
MAT.5.29	Num kɛn Ꞌkaami do ji daama ɓo ai kɔli maakŋ *kusin̰ ki num, kaami se ɔɔɗ und naatn. Roi kaam kalaŋ se jaay gɔtɔ num, bɛɛ cir kɛn roi paac ɓo Ꞌɓaa maakŋ pooɗ kɛn gɛn daayum. 
MAT.5.30	Num kɛn naai aak ji daami jaay ɓo ai kɔli maakŋ kusin̰ ki num, naai Ꞌgaaŋ undin̰ naatn. Kɛn roi kaam kalaŋ se jaay gɔtɔ num, bɛɛ cir kɛn roi paac ɓo Ꞌɓaa maakŋ pooɗ kɛn gɛn daayum.»
MAT.5.31	«Tɛr *Ko Taar kɛn Raa ɛɗo Musa ki taaɗsenga daala ɔɔ: 
MAT.5.32	Num gaŋ maam se mꞋɗeeksen mꞋɔɔ: debm jaay an piir te mɛndin̰ se, kɛn mɛndin̰ ɛɛs kɛɛs gaabge jaayo. Ey num debm jaay piir mɛndin̰ se, kɛse gɔɔ ɔɔɗin̰ kɔɔɗ ɗoobm gɛn kɛɛsn gaabm nam. Ɔɔ debm ɔk mɛnd nam kꞋpiirin̰ga piir se lɛ, kɛse naan̰ aan gɔɔ debm ɛɛs mɛnd nam kici.»
MAT.5.33	«Daala, naase Ꞌbooykiga taar kɛn kꞋtaaɗo bubsege tu kɛn ɔɔ: ‹Taar naai naam taari ro ki naan Raa ki gɛn tɛɗa se, ɔn̰te kuum kaalin̰ naaŋ ki. Num gaŋ do nakge tun paacn̰ naai Ꞌnaamga naam taari naan Mɛli Raa ki se, naai an̰ tɛɗin̰a.› 
MAT.5.34	Num gaŋ maam se mꞋɗeeksen mꞋɔɔ: ɔn̰ten Ꞌnaamki rose. Ɔn̰ten Ꞌnaamki rose ute maakŋ raa, taa maakŋ raa se ɓo gɔtn kaag do Raa ro ki; 
MAT.5.35	ɔn̰ten Ꞌnaamki rose ute do naaŋa, taa do naaŋa se gɔtn tɔɔbm jɛ Raa; ɔn̰ten Ꞌnaamki rose ute Jeruzalɛm, taa Jeruzalɛm se gɛgɛr gɛn Gaar Magala
MAT.5.36	Ɔn̰ten Ꞌnaam roi ute daan doi, taa bɛɛki doi ki se kalaŋ tap ɓo, naai an̰ kɔŋ tɛɗin̰ raap eyo ey lɛ ilim eyo. 
MAT.5.37	Kɛn taarse ɓo mɛt ki lɛ ɔɔki: yɛɛ mɛt ki; kɛn mɛt ki ey lɛ ɔɔki: gɔtɔ, mɛt ki eyo. Ey num taar kɛn kꞋziiɗin̰ ziiɗ do ki se iin̰o gɔtn *Ɓubm sitange tu.»
MAT.5.38	Isa taaɗɗen daala ɔɔ: «Naase Ꞌbooykiga kɛn *Ko Taar Raa taaɗ ɔɔ: 
MAT.5.39	Num maam se mꞋɗeeksen mꞋɔɔ: debm jaay tɛɗsenga kusin̰ num ɔn̰ten Ꞌtɛrlin̰ki kusin̰a. Taa naan̰ se ɓo kɛn nam jaay ɔndiga mɛtn bi kɛn do ji daama num, Ꞌtɛrlin̰ kɛn do ji jeele ki se kici. 
MAT.5.40	Kɛn nam jaay ɓaansiga naan debm kɔjn̰ bɔɔr ki taa Ꞌkuun kali baat se num, kali magal se kic, ɔn̰in̰sin̰a. 
MAT.5.41	Kɛn debm jaay ɔli taa tɔɔgɔ ɔɔ Ꞌlee kilɔmɛtir kalaŋ se
MAT.5.42	Debm kɛn jaay tɔnd mɛtn ɗim gɔti ki num, ɛɗin̰ ɔɔ debm jaay je dɛm ɗimi num, ɔn̰te Ꞌkɔɔgin̰a.»
MAT.5.43	«Naase Ꞌbooykiga kɛn *Ko Taar Raa taaɗ ɔɔ: 
MAT.5.44	Num gaŋ maam se, mꞋɗeeksen mꞋɔɔ: Ꞌjeki jee taamooysege ɔɔ eemki Raa taa jeegen kɛn dabarse se. 
MAT.5.45	Bin jaay ɓo aki tɛɗn gaan Bubsen maakŋ raa ki. Taa Raa se naan̰ ɓo debm lee ooko kaaɗin̰ do jee kusin̰ge tu ɔɔ do jeege tun bɛɛ. Ɔɔ naan̰ ɓo lee eeɗ maane do jeege tun tɛɗn nakgen ute ɗoobin̰a ɔɔ do jeege tun kɛn tɛɗn nakgen ute ɗoobin̰ ey se kici. 
MAT.5.46	Ɔɔ kɛn naase jaay Ꞌjeki jeegen jese sum num, ute naan̰ se Ꞌsaapki ɔɔ aki kɔŋ bɛɗse naan Raa ki ne? Kɛn bin num *jee tɔkŋ miirge kic ɓo ɔŋ tɛɗ bin kici. 
MAT.5.47	Num kɛn naase jaay Ꞌlee Ꞌtɛɗki tɔɔsɛ gɛnaase tu sum num, ɗim jaay naase Ꞌtɛɗki jaay Ꞌcir gɛn jeege se tap ɓo ne ɗi? Taa jeegen Yaudge ey kic lɛ lee tɛɗ tɔɔsɛ ute naapa kici. 
MAT.5.48	Bin num aan gɔɔ Bubsen maakŋ raa ki debm mɛc se, naase kic Ꞌtɛɗki jeegen mɛc.»
MAT.6.1	Tɛr Isa ɗeek daala ɔɔ: «Kɛn aki Ꞌtɛɗn naabm *Raa num, ɔn̰ten Ꞌtɛɗin̰ki naan jeege tu taa naaɗe asen kaaka. Ey num naase aki kɔŋ bɛɗse gɔtn Bubse kɛn maakŋ raa ki eyo. 
MAT.6.2	Kɛn naai Ꞌje kɛɗn ɗim jee daayge tu num, ɔn̰ten Ꞌtɛɗin̰ naan jeege tu taa naaɗe ai kaaka aan gɔɔ gɛn jeegen tɛɗ roɗe jee bɛɛ jaay lee tɛɗ maakŋ *ɓee kɛn Yaudge lee tusn maak ki ɔɔ daan ɗoobge tun gɔtn jeege lee tusni, taa jeege jaay aakɗega num aɗen tɔɔm se. ꞋBooyki bɛɛ mꞋasen taaɗa: naaɗe se ɔŋga bɛɗɗe do naaŋ ki ara sum. 
MAT.6.3	Num gaŋ kɛn naai se jaay Ꞌje kɛɗn ɗim jee daayge tu ute ji daama num, ɔn̰te kɔn̰ ji jeeli Ꞌjeele
MAT.6.4	Bin num nakŋ naai ɛɗ nam ki jaay ɔyin̰ kɔy kꞋjeel gɔtin̰ ey se, Raa Bubi se aak nakŋ naai tɛɗin̰ se, naan̰ ɓo utu ai kɛɗn bɛɗi.»
MAT.6.5	«Kɛn naase jaay aki tɔnd mɛtn Raa num, ɔn̰ten Ꞌtɛɗki aan gɔɔ gɛn jeegen tɛɗ roɗe aan gɔɔ naaɗe ɓo jee bɛɛ se. Taa kɛn naaɗe jaay ɓaaga maakŋ *ɓee kɛn Yaudge lee tusn maak ki, ey lɛ daan ɗoobge tu se, naaɗe ɗaar ɗaar jaay eem Raa taa je jeege aɗen kaaka. ꞋBooyki bɛɛ mꞋasen taaɗa: jee bin se naaɗe ɔŋga bɛɗɗe ɓɔrse do naaŋ ki ara. 
MAT.6.6	Num gaŋ kɛn naai Ꞌje keem Raa num, ɛnd maakŋ pakar tooɗi ki, Ꞌgaas kaam taara doi ki ɔɔ gɔtn se Ꞌtɔnd mɛtn Bubi Raa kɛn iŋg cɛɛi kɛn naai ɔŋ aakin̰ ey se ɔɔ Bubi Raa se, aak nakŋ kɛn naai Ꞌtɛɗin̰ ɔyin̰ kɔy jaay nam jeel gɔtin̰ ey se, utu ai kɛɗn bɛɗi.
MAT.6.7	«Kɛn naase aki tɔnd mɛtn Raa num, ɔn̰ten Ꞌɗɔɔlki taargen rɛn̰ rɛn̰ se cɔk cɔk aan gɔɔ jeegen Yaudge ey lee tɛɗ se. Naaɗe saap ɔɔ ute taargen naaɗe ɗɔɔlɗen cɔk cɔk se sum ɓo Raa aɗen booyo. 
MAT.6.8	Anum naase ɔn̰te Ꞌtɛɗki aan gɔɔ gɛn naaɗe se, taa Bubsen Raa se jeele nakŋ naase Ꞌjeki kɛn naase utu Ꞌtɔndki te mɛtin̰ ey kic num. 
MAT.6.9	Bin num kɛn naase jaay aki keem Raa num, Ꞌɗeekki ɔɔki:
MAT.6.9	Bubjen maakŋ raa ki,
MAT.6.9	ɔn̰ jeege paac ai jeeli naai kali ki sum ɓo Raa.
MAT.6.10	Ɔn̰ naai ɓo kɔsn gaara do jeege tu paac.
MAT.6.10	Ɔn̰ jeegen do naaŋ ki ara paac se,
MAT.6.10	ai tɛɗn maak‑jei aan gɔɔ gɛn jeegen maakŋ raa ki.
MAT.6.11	Ɛɗjeno kɔsn kɛn ajen kaasn jaaki.
MAT.6.12	ꞋTɔɔljen *kusin̰jen naaje kꞋtujn̰ naani ki,
MAT.6.12	aan gɔɔ naaje kic ɓo kꞋtɛɗn kalɗɛ jeege tun kɛn tujjenga naaje ki kici.
MAT.6.13	Ɔn̰te Ꞌkɔn̰je kꞋkɛnd maakŋ nakŋ naam ki,
MAT.6.13	num ɔɔɗjen doje maakŋ ji *Ɓubm sitange tu.
MAT.6.13	[Taa gaara, tɔɔgɔ ɔɔ *nooko se gɛn naai gɛn daayum daayum. *Amin.]
MAT.6.14	Kɛn Isa jaay dooyɗen gɛn keem Raa aas se, tɛr naan̰ taaɗɗen ɔɔ: «Kɛn naase jaay Ꞌtɛɗki kalɗɛ jeege tun tujsen rose ki se, Bubsen maakŋ raa ki asen tɔɔl kusin̰ naase kici. 
MAT.6.15	Num gaŋ kɛn naase jaay Ꞌbaateki Ꞌtɛɗn kalɗɛ jeege tu lɛ, Bubsen maakŋ raa ki se asen tɔɔl kusin̰se ey kici.»
MAT.6.16	«Kɛn naase uunki kuun siam num, ɔn̰te dɔɔkki naanse aan gɔɔ jeegen tɛɗ roɗe aan gɔɔ jee bɛɛ se. Kɛn naaɗe jaay uunga siam num, tɛɗ daan‑kaamɗe taa jeege aakɗega num Ꞌɗeekŋ ɔɔ: jee se uun kuun siam. Anum Ꞌbooyki bɛɛ mꞋasen taaɗa: naaɗe se ɓɔrse ɔŋga bɛɗɗe do naaŋ ki ara. 
MAT.6.17	Num naai, kɛn Ꞌkuun siam num, Ꞌtug daan‑kaami ɔɔ Ꞌtɛɗ uubu roi ki. 
MAT.6.18	Bin ɓo jeege kaakŋ jeel eyo kɛn naai uun kuun siam. Num Bubi Raa kalin̰ kɛn iŋg cɛɛi kɛn naai ɔŋ aakin̰ ey se ɓo, Ꞌjeel sum. Ɔɔ Bubi Raa kɛn aak nakŋ kɛn naai Ꞌtɛɗin̰ ɔyin̰ kɔy nam jeel ey se ɓo, utu ai kɛɗn bɛɗi.»
MAT.6.19	«Ɔn̰ten Ꞌdabarki rose gɛn Ꞌtusn maalse do naaŋ ki ara, taa maalsen Ꞌtusin̰ki do naaŋ ki ara se, k‑n̰ɔɔge ute kuurge an̰ kɔŋ tujn̰ naatn ɔɔ jee ɓoogge kic lɛ Ꞌkɛnd ɓeene ɔɔ an̰ kɔŋ ɓoogo. 
MAT.6.20	Bin num Ꞌtuski maalse maakŋ raa ki, gɔtn kɛn k‑n̰ɔɔge ute kuurge aɗen kɔŋ tuj eyo ɔɔ jee ɓoogge kic kɔŋ Ꞌkɛnd jaay an̰ ɓoog eyo. 
MAT.6.21	Taa gɔtn maali ro ki se, gɔtn ese ɓo maak‑saapi iŋg ro ki kici.»
MAT.6.22	«Kaama se naan̰ ɓo lɔɔmpɔn gɛn roa. Bin num kɛn kaami jaay lapi se, roi te dɛnin̰ paac se, iŋg maakŋ gɔt kɛn wɔɔrɔ. 
MAT.6.23	Num kɛn kaamige jaay lapi ey se, roi paac ɓo iŋg maakŋ gɔt kɛn ɔɔɗɔ. Kɛn nakŋ kɛn ai wɔɔr gɔtɔ se jaay tɛɗga ɔɔɗ dɔrɔɗ num, gɔtɔ ai kilim doi ki dib!»
MAT.6.24	«Deb kalaŋ se Ꞌkɔŋ tɛɗn naaba gɔtn mɛlge tu di eyo. Kɛn naan̰ ɓo tɛɗn naaba gɔtɔ kaam di num, deb kalaŋ naan̰ an̰ kɔɔɗn kundu ɔɔ deb kalaŋ naan̰ an̰ Ꞌjea; ey lɛ deb kalaŋ se, naan̰ an̰ kɔkŋ ɔɔn̰ɔ ɔɔ kɛn kuuy se, naan̰ an̰ kaal maak ki eyo. Taa naan̰ se ɓo naase aki Ꞌkɔŋ tɛɗn naabm Raa ɔɔ ute gɛn gurs taa naapki eyo.»
MAT.6.25	«Taa naan̰ se ɓo maam mꞋɗeeksen mꞋɔɔ: taa kose se ɔn̰ten Ꞌkuunki nirlse taa nakŋ naase aki kɔsɔ, aki kaaye ɔɔ taa rose se ɔn̰ten Ꞌkuunki nirlse do kal kɛn naase aki tuusu. Taa kose se, naan̰ cir nakŋ kɔsɔ ɔɔ rose se lɛ, naan̰ cir kala. 
MAT.6.26	Aakki tu yeelge se, naaɗe lɛ ɔɔc eyo ɔɔ ɔk teen̰ gɛn kɔj eyo ɔɔ giiji lɛ, naaɗe ɔk eyo ɔɔ ɔmb ɗim maak ki eyo. Ute naan̰ se kic ɓo Bubsen maakŋ raa ki ulɗe. Num naase se mɛt kando yeelge se, naase Ꞌcirɗeki? 
MAT.6.27	Maakse ki se, naŋa jaay ute kuun nirlin̰ sum ɓo Ꞌkɔŋ ziiɗn ɓii kiŋgin̰ do naaŋ ki ne? 
MAT.6.28	Num gɛn ɗi jaay naase uunki nirlse do kalge tun aki tuus se? Aakki tu pɔɔn̰ nakgen taak bɛɛ maakŋ kaag ki se; naaɗe se ɔɓ kuub eyo ɔɔ ɔnd cɛk eyo. 
MAT.6.29	ꞋBooyki mꞋasen taaɗa: Gaar Salomon do dɔkin̰ se ute maalin̰ dɛn paac se kic ɓo, ɓii kalaŋ ɔŋ uus te kal aak bɛɛ tec aan gɔɔ gɛn naaɗe se eyo. 
MAT.6.30	Mu jaaki ɗaar maakŋ kaag ki ɔɔ mɛtbeeki sum ɓo jꞋutu jꞋan̰ tɔɔc se kic Raa tamarin̰ aak bɛɛ bɛɛ se ɓo, mɛt kando asen kɔŋ kɛɗn kal tuusu naase ki ey ne? Ɓɛrɛ, naase se jee kɛn aalki te maakse paac do Raa ki eyo! 
MAT.6.31	Bin num ɔn̰te Ꞌkuunki nirlse ɔɔki: naaje tap ɓo jꞋkɔsn ɗi, jꞋkaay ɗi, ey lɛ jꞋtuusn ɗi? 
MAT.6.32	Nakgen bin se paac jee jeel Raa mal ey se ɓo daayum iŋg saap do ki. Ey num Bubsen maakŋ raa ki se jeele nakŋ kɛn naase Ꞌjeki. 
MAT.6.33	Kɛn deet deet se, Ꞌjeki ɓo Raa kɔsn gaara dose ki ute nakŋ kɛn tɔɔlin̰ ɔɔ nakgen ɔɔp paac se, naan̰ asesin̰ kɛɗn do ki. 
MAT.6.34	Bin num ɔn̰ten Ꞌkuunki nirlse do nakge tun Ꞌtɛɗn mɛtbeeki: taa nakŋ Ꞌtɛɗn mɛtbeeki se, naase Ꞌjeelki eyo. Dubar aan jaaki se ɓo aasga gɛn ɓii se sum.»
MAT.7.1	Tɛr Isa ɗeekɗen daala ɔɔ: «Ɔn̰ten Ꞌkɔjki bɔɔrɔ do jeege tu, bin se naase kic ɓo jꞋasen kɔjn̰ bɔɔrɔ dose ki eyo. 
MAT.7.2	Taa *Raa se utu asen kɔjn̰ bɔɔrɔ dose ki aan gɔɔ kɛn naase Ꞌlee ɔjki do jeege tu, ɔɔ bin ɓo nakŋ naase Ꞌlee Ꞌdɔɔjn̰ki nakge jeege tu se, naase kic jꞋutu jꞋasesin̰ dɔɔjn̰ bin kici. 
MAT.7.3	Mu cɔkɔn kɛn kaam gɛnaai ki ɓo naai ɔŋ aakin̰a. Num gɛn ɗi jaay naai ɔŋ aak guɗum kaagŋ kaami ki ey se? 
MAT.7.4	Ute naan̰ se ɓo naai Ꞌkɔŋ ɗeekŋ gɛnaai ki ɔɔ: Gɛnaama, Ꞌɓaaɗo mꞋai kɔɔɗn mu kaami ki. Ey num naai ɔk mɛt‑guɗum kaaga kaami ki se kici! 
MAT.7.5	Nakŋ naai Ꞌtɛɗin̰ se, mɛt ki eyo. Bɛɛki num, ɔɔɗ mɛt‑guɗum kaagŋ kaami ki se ram, jaay naai Ꞌkaakŋ jiga ɔɔ tɛr kɔɔɗn mu cɔkɔn kɛn kaam gɛnaai ki kici!
MAT.7.6	«Ɔn̰ten Ꞌkɛɗki nakŋ *salal gɛn Raa se bɛsge
MAT.7.7	«ꞋLee Ꞌtɔndki mɛta ɔɔ jꞋasen kɛɗa, Ꞌlee Ꞌjeki ɔɔ naase aki kɔŋɔ, Ꞌlee Ꞌtɔndki kaam‑taara ɔɔ jꞋasen kɔɔɗɔ. 
MAT.7.8	Ɗeere, debm tɔnd mɛta se jꞋan̰ kɛɗɛ, debm je se Ꞌkɔŋɔ ɔɔ debm tɔnd kaam‑taara se lɛ, jꞋutu jꞋan̰ kɔɔɗɔ. 
MAT.7.9	ꞋSaapki tu, kɛn gooni jaay tɔnd mɛtn mappa gɔti ki se, maakse ki se naŋa jaay an̰ kɛɗn koa? 
MAT.7.10	Lɔɓu kɛn gooni jaay tɔnd mɛtn kɛn̰je num, maakse ki se naŋa jaay an̰ kɛɗn wɔɔjɔ? 
MAT.7.11	Naasen jeegen kɛn jig ey se kic ɓo Ꞌjeelki kɛɗn nakŋ bɛɛ gɛnsege tu. Num mɛt kando Bubsen maakŋ raa ki Ꞌkɛɗn nakgen jiga jeege tun tɔnd mɛtin̰ ey ne!
MAT.7.12	«Taa naan̰ se ɓo, nakŋ paacn̰ jaay naase Ꞌjeki jeege asen tɛɗn naase ki se, naase kic Ꞌtɛɗki jeege tu bin kici. Kɛse ɓo *Ko Taar kɛn Raa ɛɗo Musa ki ute jee taaɗ taar teeco taar Raa ki dooyno jeege do dɔkin̰a.»
MAT.7.13	Tɛr Isa aal naagŋ taara ɗeek ɔɔ: «Ɛndki ute taa ɗoobm baata! Taa taa ɗoobm magal budul se, naan̰ ɓo kɛn ɔl jeege gɔtn kut ki ɔɔ jeege dɛna aal te ɗoobm magal ese se. 
MAT.7.14	Gaŋ taa ɗoobm kɛn ɔl jeege gɔtn kaaj ki se, naan̰ se baata ɔɔ ɗoobin̰ kic baat n̰ɛlɛl, bin num jeegen jaay ɛnd te taa ɗoobm ese se, naaɗe baata.»
MAT.7.15	«Ɔndki kɔnd te jeegen jig eyo tɛɗ roɗe aan gɔɔ jee taaɗ taar teeco taar Raa ki se. Naaɗe ɓaaɗo ɔŋse ɔɔ tɛɗ roɗe dalul aan gɔɔ baatge, num gaŋ te maakɗe se naaɗe jee *kusin̰ aan gɔɔ k‑sogsogige. 
MAT.7.16	Naase aɗeki kaakŋ jeel ro naabɗe ki aan gɔɔ kꞋjꞋaak kꞋjeel ko kaaga ute koojin̰ se. ꞋJeelki, koojn̰ mɔŋgɔ se jꞋan̰ tuugŋ do tɔndɔm ki eyo. Ɔɔ koojn̰ goyab se jꞋan̰ tuugŋ do mɛrɛn̰j ki eyo. 
MAT.7.17	Kaagŋ jaay jiga se ooj koojin̰ kic ɓo jiga, ɔɔ kaagŋ jaay kɔɔn̰
MAT.7.18	Kaagŋ jaay jiga se, kꞋkɔŋ koojn̰ kaagŋ jig ey se do ki eyo. Ɔɔ kaagŋ jaay kɔɔn̰ se lɛ kꞋkɔŋ koojn̰ kaagŋ jiga se do ki eyo. 
MAT.7.19	Kaagŋ paacn̰ kɛn ooj koojin̰ jig ey se, jꞋan̰ gaaŋa ɔɔ jꞋan̰ toocn̰ naata. 
MAT.7.20	Bin num, jeegen jig ey jaay tɛɗ roɗe aan gɔɔ jee taaɗ taar teeco taar Raa ki se, ute naabɗen naaɗe tɛɗ se ɓo, naase aɗeki kaakŋ jeel ro ki bin kici.»
MAT.7.21	«Jeegen kɛn daŋum ɔɔ: Mɛluma, Mɛluma se, naaɗe se paac ɓo kɔŋ kɛnd *maakŋ Gaar Raa ki eyo, num jeegen kɛn tɛɗ maak‑je Bubum kɛn maakŋ raa ki se sum ɓo Ꞌkɛndɗe. 
MAT.7.22	Ɓii kɛn kaam mɔɔtn se jeege dɛna am ɗeekŋ ɔɔ: ‹Mɛluma, Mɛluma, ute ro naai se ɓo naaje kꞋtaaɗo taar Raa, ute ro naai se ɓo naaje kꞋtuuro sitange ro jeege tu, ɔɔ ute roi naai se ɓo, naaje kꞋtɛɗo nakŋ‑kɔɔɓge dɛna!› 
MAT.7.23	Ɓii kɛn se maam mꞋaɗen taaɗn mꞋɔɔ: naase se, maam mꞋjeelseno te eyo. Iikki naatn cɛɛm ki dɔkɔ, naasen paacn̰ jee tɛɗn kusin̰ge se!»
MAT.7.24	Tɛr Isa aal naagŋ taara ɔɔ: «Debm kɛn jaay booy taaruma ɔɔ iŋg do ki se, naan̰ se tec aan gɔɔ debm mɛtɛkŋ kɛn iin̰ ɓeen̰ do ko ki. 
MAT.7.25	Ɓee se, kɛn maane eeɗe ɔɔ oolge kic ɓo ɗooco ɔɔ kuul ɔl makɔn̰ɔ ɓaaɗo deeb ɓee se bat naɓo, ɔŋ ruin̰ te eyo, taa ɓee se kꞋjꞋiin̰in̰ do ko ki. 
MAT.7.26	Num gaŋ debm booy taaruma ɔɔ iŋg do ki ey se, naan̰ se tec aan gɔɔ debm dɛrl kɛn iin̰ ɓeen̰ do kɛɛs ki. 
MAT.7.27	Ɓee se kɛn maane eeɗe, oolge kic ɓo ɗooco ɔɔ kuul ɔl makɔn̰ɔ ɓaaɗo deeb ɓee se bat, ɔɔ ɓee se ru naŋ tak.»
MAT.7.28	Kɛn Isa jaay taaɗ naŋ taarin̰ge sum se, jee dɛngen tus se jaay booy taar naan̰ dooyɗen se, ɔkɗen taaɗ eyo. 
MAT.7.29	Taa dooy naan̰ se ɔk tɔɔgɔ
MAT.8.1	Kɛn Isa bɔɔyo do kɔs ki se dɔɔl jeege dɛna ɔk mɛtin̰a. 
MAT.8.2	Gɔtn se gaaba kalaŋ ɔk kɔɔn̰ bikiɗi ɓaaɗo cɛɛ Isa ki, ɛrg naanin̰ ki tɔnd mɛtin̰ ɔɔ: «Mɛlje, kɛn naai Ꞌje num, ɛɗum lapia taa rom se ɗaapm Ꞌtooɗn kɔlɔn̰ kɔlɔn̰.» 
MAT.8.3	Isa ɔl jin̰ utin̰a ɔɔ ɗeekin̰ ɔɔ: «Yɛɛ, maam mꞋjea, ɔn̰ roi Ꞌɗaapm Ꞌtooɗn kɔlɔn̰ kɔlɔn̰!» Gɔtn se sum ɓo, debm kɔɔn̰ bikiɗn se ɔŋ lapia ɔɔ ron̰ ɗaap tooɗ kɔlɔn̰ kɔlɔn̰. 
MAT.8.4	Tɛr Isa ɗeekin̰ ɔɔ: «Iin̰ Ꞌɓaao, naɓo ɔn̰te ɓaa taaɗn nam ki; num Ꞌɓaa Ꞌtaaɗ roi *debm tɛɗn sɛrkɛ Raa ki se ɔɔ Ꞌɓaa ɛɗ *sɛrkɛ Raa ki aan gɔɔ kɛn *Musa taaɗin̰o maakŋ Kitap ki. Bin ɓo jeege paac Ꞌjeele, naai se ɔŋga lapia.»
MAT.8.5	Kɛn Isa jaay ɛnd kɛnd maakŋ gɛgɛr kɛn Kaparnayum ki se ɔɔ gɔtn se bubm asgarge kalaŋ ɓaaɗo ɔŋin̰a ɔɔ eemin̰ nɔɔ ɔɔ: 
MAT.8.6	«Mɛlje, maam se mꞋɔk debm tɛɗn naabum kalaŋ se kɔɔn̰ɔ dɛna tooɗ tooɗ ɓeene. Kɔɔn̰in̰ se tɛrɛcin̰ kꞋruŋguyu ɔɔ dabarin̰ dɛn aak eyo.» 
MAT.8.7	Gɔtn se Isa tɛrlin̰ ɔɔ: «Maam mꞋɓaa ɓei ki ɔɔ mꞋan̰ ɓaa kɛɗn lapia.»
MAT.8.8	Gɔtn se bubm asgar *Rɔmɛge se ɗeekin̰ ɔɔ: «Mɛlje, ɓɛrɛ, maam se mꞋaas te debm naai Ꞌɓaa ɓeem ki eyo. Num gɔtn ɗaari ki se, naai Ꞌtaaɗ ute taari sum ɓo, debm tɛɗn naabum se Ꞌkɔŋ lapia. 
MAT.8.9	Taa maam se, kic mꞋkaam ji deb kuuy, naɓo mꞋɔk asgarge kaam ji maam kici. Ɔɔ kɛn maakɗe ki se jaay mꞋɗeek deb kalaŋ ki mꞋɔɔ: ‹ꞋƁaa se› naan̰ iin̰ Ꞌɓaa. Ɔɔ mꞋɗeek deb kuuy ki mꞋɔɔ: ‹ꞋƁaaɗo se› naan̰ iin̰ ɓaaɗo. Ɔɔ ɓulum ki se jaay, mꞋɗeekin̰ mꞋɔɔ: ‹ꞋTɛɗ nakŋ ese se› naan̰ iin̰ tɛɗin̰a.»
MAT.8.10	Kɛn Isa jaay booy taar gaabm ese se, taara se ɔkin̰ taaɗ eyo. Naan̰ ɗeek jeege tun daanin̰ se ɔɔ: «Naase Ꞌbooyki bɛɛ mꞋasen taaɗa: maakŋ gaan *Israɛlge tun ute dɛnɗe se kic ɓo, maam mꞋɔŋ te nam jaay aal maakin̰ do *Raa ki aan gɔɔ gaabm ara se eyo. 
MAT.8.11	Anum mꞋɗeeksen mꞋɔɔ: jeege dɛna utu aɗe kiin̰ ɓaa gɔtn kaam kaaɗa tookŋo, ɔɔ kaam kaaɗa toocn̰ ni, naaɗe aɗe ɓaa utu tusn Ꞌkiŋg kɔsn ɓii laa ki ute maak‑raapo ute ɓugjege *Abraam, Isaka ɔɔ *Yakub *maakŋ Gaar Raa ki tɛlɛ. 
MAT.8.12	Num gaangen gɛn maakŋ Gaar Raa tap ɓo, naaɗe se ɓo jꞋutu jꞋaɗen kɔɔɗɔ ɔɔ jꞋutu jꞋaɗen kɔmb naatn maakŋ gɔt kɛn ɔɔɗ dɔrɔɗ. Gɔtn se ɓo naaɗe ɓaa keeme ɔɔ taan̰ naaŋɗege.» 
MAT.8.13	Tɛr Isa ɗeek bubm asgar *Rɔmɛge tu se ɔɔ: «Ɔk Ꞌtɛrl Ꞌɓaa ɓei ki. Ute kaal maaki naai aal dom ki paac se, nakŋ naai Ꞌtɔnd mɛta ro ki se Ꞌkɔŋ tɛɗa.» Ɔɔ kaaɗ kɛn se sum ɓo, debm tɛɗn naabin̰ se ɔŋ lapia.
MAT.8.14	Tɛr Isa iin̰ ɓaa ɓee Piɛr ki. Kɛn naan̰ jaay aan sum se, ɔŋ moom Piɛr mɛnda se kɔɔn̰ɔ tooɗ tooɗ daŋal ki ɔɔ naan̰ ron̰ ɔŋ kɛɗɛk. 
MAT.8.15	Gɔtn se naan̰ ɔl jin̰ utin̰a ɔɔ ron̰ ɔŋg kɛɗɛk se tɛrɛc urlu ɔɔ gɔtn se naan̰ iin̰ ɗaara ɔɔ baag tɛɗn kɔsɔ Isa ki.
MAT.8.16	Kɛn kaaɗa ooc jaay gɔtɔ tɛɗ ilim se, jeege ɓaano ute jee kɔɔn̰ sitange se dɛna gɔtn Isa ki. Ute taarin̰ se sum ɓo, naan̰ tuur sitange naatn ro jeege tu ɔɔ jee kɔɔn̰ge se paac naan̰ ɛɗɗen lapia kici. 
MAT.8.17	Nakŋ Isa tɛɗ se aanga ɗoobin̰ ki aan gɔɔ taar kɛn debm taaɗ taar teeco taar Raa ki ron̰ Ezayi taaɗno do dɔkin̰ kɛn ɔɔ:
MAT.8.18	Kɛn Isa jaay aak jee dɛnge ɔl gurugin̰ se, gɔtn se naan̰ ɗeek jeege tun mɛtin̰ ki ɔɔ kꞋgaaŋ kꞋɓaaki jɛŋ baar kɛn kaam naane. 
MAT.8.19	Gaŋ maakŋ jee jeel taaɗn tɔɔkŋ mɛtn Ko Taar Raage se, deb kalaŋ iiko cɛɛn̰ ki ɗeekin̰ ɔɔ: «Debm dooy jeege, gɔtn naai Ꞌɓaa gay gay kic ɓo, maam mꞋai daana.» 
