MAT.1.1	Abraham chapa Devid, ava Chapa Jisu Khrista ki charuwl Laaika. 
MAT.6.30	Pdainu snii ngi kring daat ungu pduk nii ngi lung plu thung ngi tdii pthiira, bil thungki arna rek daat rap klua Isowr ri mpihiillu, O, kthlowm suwnni krin cha mii rek, Mma ngi naanna kheel sii ngi apihiil in nime mo? 
MAT.6.31	Ava leiji, naanni ‘Talu chaa nikdi?’ mdit mata ‘Talu nee nikdi?’ mdit mata ‘Talu hiil naa nikdi?’ kdingi plung pja da the maan. 
MAT.6.32	Mleija ktlok chati rekki hava le mkheng nga mdo thlaam in; ungta parwaan ki naan Apah ngi havale mkheng ado kriin inna mdo dee dok. 
MAT.6.33	Pdainu ru kri ngi Mma Kruwngpaam leh Mma rinkindit ava athlaam chaan; ungu havale mkheng ruk naan ado kurthuwk ra.
MAT.6.34	“Ava leiji, pduk nii kira naanni plung pja maan; mleija pduk nii ki rang nga anto kunchul chdaat ra. Nii khat ki kja ngi mnit ava ki kpurdon chra.
MAT.7.1	“Naan ado tikṭewl ma nraan kṭewl maan. 
MAT.7.2	Mleija naan do kṭewl ava ngi akekṭewl raan; ungu naanni parte da ado piik naan thung ngi akparte pik raan. 
MAT.7.3	Naan adak kat in mik tun ki ktobor kdei kma, talu leiji a u anao mik thungki dangka arko inna? 
MAT.7.4	Naan amik kat in leenki ktobor ma am daat arlaannu, ‘Amik leenki dangka lou pthii ni,’ kdingi tak heppi a u anao hin the naan di? 
MAT.7.5	Ṭhat tlo ktlo naan, ru kri ngi naan adak kat mik thungki ktobor alou pthii dok in, ungu a u anao mik leenki dangka ava ado lo pthii nraan kinthiir deekki dei ro naandi.
MAT.7.6	“Kchiir do ava ui rek hin pthii maan, ungu vak maiṭhuwmmi asum khau pthii maan, mmaanni mkhuwnni kther pthii ra ungu karheel donle aknam raan.
MAT.7.7	“Aṭhil in ungu akpii chraan; athlaam in ungta pha chnaan di; thurngot aṭhil in, ungu akpvan pik raan. 
MAT.7.8	Mleija kṭhil cha mii pum ktaiji marlaanna, ungta kthlaam mii ngi mphaak chaakka, ungu thurngot kṭhil mii hin kapvan pik ra. 
MAT.7.9	Mata naan ku mii khat hin mchapa ngi thenpen mṭhil na, mhin lung khat kpii rang mo? 
MAT.7.10	Mata tuwlva khat mṭhil na mhin pruwl khat kpii rang mo? 
MAT.7.11	Naanni kṭha kma tija kurthuwk chdaat jownti, anaole hin kṭha apiik de innu, parwaanki naan Apah va Mhin kṭhil cha reka tija thu kṭha do kpii chrang! 
MAT.7.12	Ava leiji naan hin mii do tlot ra ado ngei in heppi, mmaan hin atlo in, mleija hava Nowlam ungu khulpu rek kurthuwk.
MAT.7.13	“Paltong ktarbik thu lut chaan; mleija paltong kparjaa ungu mlam ko ol ava kukrop chrang ki lamtha mdo ṭhi, ungu ava thu klut miia knempok. 
MAT.7.14	Mleija paltong ktarbik ungu mlam kparsa ava ngi rinkhu tha mdo ṭhi ungu kpha kcha mii rek ava ktlowm tekka.
MAT.7.15	“Jao dona knaa, pdainu mril inna nowm tkei kurthuwk, kinditkma khulpu rek naan hin kthleng ra, chek asin chaan. 
MAT.7.16	Mmaan ava mthei inni naanni dei naandi. Tirliing leen ki rik rou mdit mata tirliing chaam leenki kduwt armel purku in mo? 
MAT.7.17	Ava leiji ding kṭha khim khaiji thei kṭha kchui, pdainu ding kṭha kma leen va thei kṭhakma kchui. 
MAT.7.18	Ding kṭha ngi thei kṭhakma chui me, mdit mata ding kṭhakma ngi thei kṭha chui me. 
MAT.7.19	Thei kṭha kchui kma ding khim khaija kphur pthii ra ungu mei thu kvar pthii ra. 
MAT.7.20	Anto hep lulu ngi mmaan ava mthei rek inni naanni dei naan di.
MAT.7.21	“Nei kihin Mukpu, Mukpu, dida kthe mii pum ktaiji parwaan Kruwngpaam lut chip pchaang nime, pdainu parwaan ki Nei Kpah Mma plung bin ktlo mii ava daat ra. 
MAT.7.22	Ava nitti mii knempokki ‘Mukpu, Mukpu,’ Nah amiing ngi neenni pau phuwng maan ring mo? Ungu Nah amiing ngi tarnam rek rei pthii maan ring mo? Ungta Nah amiing ngi klin klin nong rek tlo maan ring mo? didonle kthe lamra. 
MAT.7.23	Ungu mhin inni Neiji, ‘Naanna adei maan ring; Kihin ki esun dok in, kṭhakma ktlo rek naan,’ dida thethuw nikdi.
MAT.7.24	“Hava Nei kpauna rek aryaa thida ktlo mii pum ktai ava lung leen inn ksa miilai ava hep daat ra; 
MAT.7.25	ungta khuw rada, ungu dii linda, tarthli ngi raanda, pdainu tluw me, mleija lung leen mdo pri kurthuwk. 
MAT.7.26	Ungta hava Nei kpauna rek aryaa thida ktlo kma mii pum ktai ava sitphui leenni inn ksa ka ak miilai khat ava hep daat ra; 
MAT.7.27	ungta khuw rada, dii linda, tarthli ngi raan da, ungu inn ava deeng da, ungta tluw da, ungu mmeel kthi lang lang ngi tluw chda.
MAT.7.28	“Ungta Jisu ngi hava le mdo the mupṭut dok thungta, Mma do purchu ngi kurtuwl mii rekka ngak chlam da, 
MAT.7.29	mleija Mma ngi rutan pum khat heppi purchuk da, ungu mmaan ki Nowlam chukpu rek hep daat va kurthuwk me.”
MAT.8.1	Mma ngi lown leen ki murjun ṭum thungta, kurtuwl mii rek klin lang lang ngi mdil ṭoi da; 
MAT.8.2	ungta asuwn, raaichii kthung miilai khatti arva da Mmaiṭhuwm mi pkhuppi tirdiil da, Mhin theda, “Mukpu, Nang ngi atrot pik ta mhai partleu cha.” 
MAT.8.3	Ungta Mma ngi mkhut khiingda mma makmei chunni, theda, “Neiva krotta, ekartleu cha.” ungu tun kat daatti mraaichii ava tlei chda. 
MAT.8.4	Ungu Jisu ngi mhin theda, “Asuw, ku mii khat lee hin do khat lee the ma; pdainu vang ra, thiimpu hin adaksaa ktardet cha, ungta mii rek hin ado tdet na ngi Mousi paureen dil kṭoiji tlaai adown chaa.”
MAT.8.5	Jisu ngi Kaparnahum tha mhai lu thungta, rawlmii klin khatti Mhin arva da ktham chda, 
MAT.8.6	ungu theda, “Mukpu, nei ksra owr ava yeng chda kdung plung kinsiir ri inn tha iip da ka am daatta.” 
MAT.8.7	Ungta Mma ngi mhin theda, “Neiji vada pdam nik di.” 
MAT.8.8	Pdainu rawlmii klin ava ngi Mhin arthawng da, “Mukpu nei ki inn thung ngi arhai rang nga neia kurhui chmaang; pdainu pauna hehe ngi athe,ungu ksra owr ra kdam chdaat ra. 
MAT.8.9	Mleija nei rukka rutan kurdu ngi ka am miilai khat ping, nei kukur du ngi rawlmii rek ka am lam; ungta hava khat hin ni ‘Va’ kdit che mma ngi vada, ungu ktlok nitti ‘Arvang’ kdit che arvang da; ungta ksuwk hin ‘Hava atlo’ kdit che mma ngi tloda.” 
MAT.8.10	Jisu ngi hava maryaak thungta ngak chda,ungu mdil kṭoi rek hin Mma ngi theda, “Kinditti, Neiji ahin thaanni kthea, Isreel thung rap kluva hanto lu ngi krin cha Neiji pha liit maang. 
MAT.8.11	Neiji akthe inna,kniw thuwna ki leh kniw tlaak na ki mii knempok thleng donle parwaan Kruwngpaam tha Abraham, Isek ungta Jakob le tu tebol hin kuk ong lamra. 
MAT.8.12	Ungta hava kruwngpaam chapa rekka duwnki kjiing thu mvar pthii mpha thu, ava thu mii rekki ṭap donle mhaa in kikril lamra.” 
MAT.8.13	Ungu rawlmii klin ava hin Jisu ngi theda, “Vangcha; nang ngi ado rin chaak heppi kurthuwk so.” Ungta sra owr ava mpha ava kat thung ngi dam chda.
MAT.8.14	Ungu Jisu ngi Pitor inn thung ngi mlu thungta, mma kternu ava riphaakki koida ki iip daat deida. 
MAT.8.15	Mma ngi mkhut tha makmei thungta,mriphaak va ma dok da, ungta mma ngi kardel da Mhin sok lo chda. 
MAT.8.16	Ava nit kjiing tha mii rekki tarnam rek doṭhi mii knempok Mhin arhai ṭhi lamda; ungu pauna daatti pthla rekka rei pthii da, ungta kukoi mkheng nga pdam pik lamda. 
MAT.8.17	Khulpu Isaijah ngi hava the dok da, “Mma ngi nenki nukduwng milo pik inda na omlai in mi hur pik inda,” dida mdo the ava mkurkhum na kurthuwk.
MAT.8.18	Tunva kurtuwl mii klin lang lang ngi Mma mdo klop dok Jisu ngi mdee thungta, raalpha khat tha mvan nraan Mma ngi pau pṭumda. 
MAT.8.19	Ungta Nowlam chukpu khatti Mhin arhang da theda, “Chukpu, Nah ache na ktai thu aju ṭoi chni.” 
MAT.8.20	Ungbi Jisu ngi mhin theda, “Tkei rekka mkhur in ka am, kjuwng puwa rekka mbuw in ka am; pdainu Mii Chapa ngi mluw mdo thiik chaak nra mmun khat lee ame.” 
MAT.8.21	Ungta siikhu rek ktlok khatti Mhin theda, “Mukpu, ru kri ngi vang nira kpah alruwl chdok lap ni.” 
MAT.8.22	Pdainu Jisu ngi mhin theda, “Kdil aṭoi cha ungu kdiyou rekka mdak in diyo mdo alruwl chaak nlam ra ama pthii.”
MAT.8.23	Ungu Mma ngi arkuwng leen mtuwn thungta, msiikhu rekki mdil ṭoi chlam da. 
MAT.8.24	Ungta asuwn, truwn leen tchangkhuw klin lang lang khat raang da, ava leiji arkuwng ava truwn thung ngi kpurlup rang ngi tloda; pdainu Mma ava iip dok da. 
MAT.8.25	Ungu mmaanni Mhin pha lamda, pardel lamda, Mhin the chlam da, “Mukpu, mhai ktlan chaan, kmaang chra nthe ina.” 
MAT.8.26	Ungbi Mma ngi mhin inni theda, “O mruk suwnni krin cha rek naan, talu leiji kṭi in pti?” Ungta Mma ngi kardel da tchangkhuw kraang leh truwn ava raida; ungbi pum daaiji daai chda. 
MAT.8.27	Ungta mii rekka ngak chlamda the lamda, “Tchangkhuw kraang leh truwnni mdo pṭoi hava Miilai ava ku rang da?”
MAT.8.28	Ungta Mma ngi raalpha khat ktong tha, Gadarenis khuwpaam tha marvan thungta, thlaan rek thungki kthuwk tarnam rek doṭhi miilai knii ngi kurdut ṭhida, ramtleng ngi ma am lei inni ku mii khat lee ngi ava ktongki lam ava ṭoi pchaang me. 
MAT.8.29	Ungu asuwn, mmaanni owng lamda, “O Isowr Chapa neenna talu mhai pardit chnaan di? Mpha mvee du liitti neen mkapja raan kthleng pti mo?” 
MAT.8.30	Tunva mmaan amna ava raalpha ngi vak mluwngpa ava maal meek lamda. 
MAT.8.31	Ungu tarnam rekki Mhin ktham chlam da, “Nang ngi atrei pthii raanta vak luwng thu mhai sii chaan,” 
MAT.8.32	Ungbi Mma ngi mhin inni theda, “Va in,” Ava lei mmaanni arvang thuwk lamda; ungu asuwn, kham kukki vak luwng rek mkheng nga truwn thu jungjaam lamda, dii thu tla you tir lamda. 
MAT.8.33	Ungta kseel rekka chen chlam da, khuwpii tha chet lamda, mmaanni do khim khai, ungu tarnam rek doṭhi rek thung ngi kthuwk ava song lamda. 
MAT.8.34	Ungu asuwn, khuwpii rek mii mkheng ngi Jisu kurdut ṭhira arva lamda; ungta mmaanni mdee in thungta, mpaam in thungki mkunsun dok nra Mhin ktham chlam da.
MAT.9.1	Ungta Mma ngi arkuwng khat leen tuwng da, Mma mdak kat ki khuwpii tha arvang da. 
MAT.9.2	Ungu asuwn, mmaanni kyeng miilai khat ava mi ii na tu arhai kdom lamda; ungbi Jisu ngi mmaan do rin chaak ava mdee thungta,kyeng miilai ava hin theda, “Kchapa aplung apnet; apnu tong rekka akuptlot pikka.” 
MAT.9.3	Ungta asuwn Nowlam chukpu rek angṭhe ngi msingreel inni the lamda, “Hava Miilaiva Isowr kjowm cha ngi kpauva.” 
MAT.9.4	Pdainu Jisu ngi muplung reel in deida, theda, “Talu leiji aplung ril in thung ngi kṭha kma ado reel inda? 
MAT.9.5	‘Apnu ton rekka akuptlot pikka,’ dida tithe mdit mata, ‘Ekardel ra echet,’ dida tithe ava tva ngi ko ol betta? 
MAT.9.6	Pdainu Mii Chapa ngi dultipaam thu pnu rek mdo ptlot pik naki rutan mthloija tdit naanni ado dee nraan,” Kyeng miilai ava hin Mma ngi theda, “Kardel, a iina achomra, a inn tha vang cha.” 
MAT.9.7	Ungbi mma ngi kardel da mi inn tha vang da. 
MAT.9.8	Kurtuwl mii rekki ava mdee in thungta ṭi chlam da, ungu miirek hin anto lu rutan kpii Isowr ava punlor chlam da.
MAT.9.9	Jisu ngi ava thungki hanto mhai kurlon thungta, khasna inn thung tha ku kong daat Mathi mdo dit miilai khat deida; ungbi Mma ngi mhin theda, “Kdil aṭoi cha.” Ungta mma ngi rip daat da mdil ṭoi chda.
MAT.9.10	Ungu inn thu tebol hin mku on thungta, asuwn khasna klou rek leh pnu kirvei rek knempokki Jisu leh msiikhu rek ku on ṭhi lamda. 
MAT.9.11	Ungu Pharisi rekki hava mdee in thungta, mmaanni msiikhu rek hin the lamda, “Talu leiji naanki Chukpu va khasna klou rek leh pnu kirvei rek mdo maal ṭhi da?” 
MAT.9.12	Pdainu Mma ngi ava maryaak thungta theda, “Kchun kdam mii va kdim kriing me, pdainu kukoi rek daat. 
MAT.9.13	‘Neiva wonsat kthloi kdo ngei, ungu tlaai kdown ngei maang,’ dinu Neiji kdo the ava vang inra talu mdo thena kdingi ekurchuk chaan. Mleija Neiji rinkindit rek ko ownra kurjung pmaang, pdainu pnu kirvei rek ko own kurjung ping.”
MAT.9.14	Ava dilli Johon siikhu rekki Mhin arva lamda, the lamda, “Neen leh Pharisi rek va then ngowl kchok innu, pdainu talu leiji Nah siikhu rek va then ngowl lam me da?” 
MAT.9.15	Ungbi Jisu ngi mhin inni theda, “Kphalpa ngi ma am ṭhi daat lam arlaannu, mmal rek va kurnung karbaang don ka am lam rang mo? Mmaan arlakki kphalpa mdo lo dok nrang ki mnit rek karvang ra, ava dil ro ngi then kngowl lamra. 
MAT.9.16	Ungta ku mii khat lee ngi buw ren laak ava ngi buw pliw tun kleng lot nime, mleija mdo lot ava ngi buw ava kekṭet ra ungu kheel sii ngi kjen ra. 
MAT.9.17	Mata rik rou dii ren ava rik rou dii pliw am ndaat saavun khau thu daal nime; ava kma donle, saavun khau rekka ksai phokra, ungta rik rou dii ruk kjaan chra, ungu saavun khau ruk kmaang chra. Pdanu rik rou dii ren ava saavun khau ren khat thu mdo daal ra, ungu mikniing ngi kuhuira.
MAT.9.18	Ungta Mma ngi mhin inni hanto mpau slii arlaanni, asuwn paam kpu khatti Mhin arva da, Mmaiṭhuwm mi pkhuppi tirdiil da, theda, “Tun tunni kchanua diyou chda, pdainu Nang ngi arvada mleen akhut ati khiin pik bi, mma kring ra.” 
MAT.9.19	Ungu Jisu ngi ripda msiikhu rek tu mdil vanṭoi lamda. 
MAT.9.20	Ungta asuwn, kum sowm lei knii lik thu hii ngi jaan da suwkthuwk snu miilai khatti mdil pang tha arva da mbuw mor thowng chda. 
MAT.9.21	Mleija mma mdaksaa ngi hanto the chda, “Neiji mbuw mor rek rek kthown chaak bi, nea dam chnik di.” 
MAT.9.22	Ungu Jisu ngi mdil kinle da mdee thungta,mhin theda, “Kchaanu aplung apnet cha; ado rin chaakki kdam im pti.” Ungta mpha ava kat thung ngi snu ava dam chda. 
MAT.9.23	Ungu Jisu ngi paamkpupa inn thu marvan lu thungta, riseem kdum rek leh kurnung karbaang da kṭap deida, 
MAT.9.24	Ungbi Mma ngi theda, “Esun in, mleija nalanao ava kdiyou pme, pdainu ki iip kcha ngaal.” Ungu mmaanni pnii chaak lamda. 
MAT.9.25	Pdainu kurtuwl mii rekki duwn tha mthuw dok inle,Mma ngi vangluwt da mkhut tha kjowng da, ungbi nalanao ava kardelda. 
MAT.9.26	Ungta hava pau ava paamkowl mkheng thu ṭoujei da.
MAT.9.27	Ungu Jisu ngi ava thungki mkurlo thungta, mik ktot miilai knii ngi mdil ṭoida, krowl kparyaa ngi owng lamda, “Devid Chapa, wonsat mhailo chaan.” 
MAT.9.28	Ungta Mma ngi inn thu mvan lu thungta, mik ktot rekka Mhin arva lamda; Ungbi Jisu ngi mhin inni theda, “Neiji hava kdo tlot pchaan ra ava naanva arin chaak inna?” Ungta mmaanni Mhin the chlam da, “Oji, Mukpu.” 
MAT.9.29	Ava dilli Mma ngi mmik rek in kmei pik lamda, theda, “Naan do rin chaakki kurthuwk so.” 
MAT.9.30	Ungta mmik inna kparvang da, “Ungu asuwn, ku mii khat lee ngi dei mso.” dida Jisu ngi kparsa lang lang ngi parseel lamda. 
MAT.9.31	Pdainu mmaanni sun lamda marveel mkheng thu Mma mleiji ṭoujei lamda.
MAT.9.32	Ungta mmaanni ksunra mkurlo slii arlaan inni, asuwn, tarnam ramṭhi ngi ki ewng miilai khat arhai ṭhi lamda. 
MAT.9.33	Ungu tarnam mrei pthi thungta, ki ewng miilai ava mpau thuwk da, ungbi kurtuwl mii rekka ngak chlam da, the lamda, “Isreel thung ngi hava lu khat lee tdee chaak inme.” 
MAT.9.34	Pdainu Pharisi rekki the lamda, “Tarnam rek chapa rutanni tarnam rek mdo rei pthii.”
MAT.9.35	Ungta Jisu ngi khuwpii rek leh khuw rek mkheng thung ngi chet da, Synagog rek thu purchuk da, ungu Kruwngpaam kṭha paumin paryaam da ungta omlai khim khai leh kduwng ksaan khim khai pdamda. 
MAT.9.36	Ungu Mma ngi kurtuwl rek mdee thungta, wonsat lo chlam da,mleija mmaan ava krung ra ktaak Jao heppi parvai lamda, pchaang chlam me. 
MAT.9.37	Ava dilli Mma ngi msiikhu rek hin theda, “Tkhau rang nga knempokka, pdainu kakhau rang nga ktlowm suwn na. 
MAT.9.38	Ava ngi mlei kurthuwk da, Mukpu ngi tkhau rang thu kakhau rang rek mdo sii nra aṭhil chaan.”
MAT.10.1	Ungta Mma ngi msiikhu rek sowm lei knii ava Mhin own lam thida, pthla ktobor rek mdo rei pthii nraan, ungu omlai khim khai leh kduwng ksaan khim khai mdo pdam nraan rutan pii lamda. 
MAT.10.2	Kenyee rek miing sowm lei knii ava havale: ru kri ngi Pitor mdo dit Simon leh mnaopa Andrija: Jebedi chapa Jeems leh mnaopa Johon; 
MAT.10.3	Philip leh Bartholomio; Thomas leh khasna klou Mathi; Alphias chapa Jeems leh Thadius; 
MAT.10.4	Kanan ki Simon leh Mma kro kma Iskariot ki Judas.
MAT.10.5	Ungta Jisu ngi sowm lei knii rek ava parseel lamda sii lamda, “Naanni ktlok chati rek hin ungu Samaria rek khuw thu lut maan, 
MAT.10.6	Pdainu kmaang kcha Isreel Jao rek inn thu echet in. 
MAT.10.7	Ungta naanni ache naan thu hanto aparyaam inra atheen, ‘Parwaan Kruwngpaam ava knai tekka.’ 
MAT.10.8	Kukoi apdam in, kdiyou apardel in, raaichii kthung rek apdam in, tarnam rek arei pthiin. Naanni mman ktaakki ado arlaan in, mman ktaakki apiin. 
MAT.10.9	Jeering hur maan, thiir kpowl hur maan, mdit mata thiir sum don arkowl in tunni hur maan. 
MAT.10.10	Alam ṭoi raan ki khau arkeeng maan, phrik karsakki hur maan, khu kok rek karsakki hur maan, kchung khdaat pre sin maan; mleija nong klou rek va then mdo arngai in. 
MAT.10.11	Ungta khuwpii joso khuw thung daat joso alu in mpha thu, ku ngi kurhuija tdit adei dok thiinra, asun duwn khim khai mma hin jiam daat in. 
MAT.10.12	Naanni inn thu alu in mpha thu salaam atlo in. 
MAT.10.13	Ungta inn ava mkurhuita, naan thungki kdaai ava mleen ni jiam so; pdainu mkurhui mata naan thungki kdaai ava aleen thaanni ekinle chaso. 
MAT.10.14	Ungu ku mii khatti akowl maan sora mdit mata apauna rek in maryaak maanta, inn mdit mata khuwpii ava amaak in mpha thu akhuwn arbaat akṭho pthiin. 
MAT.10.15	Kinditti, Neiji ahin thaanni kthea, makṭewl nit va khuwpii ava hinnu Sodom leh Gomora ngi kdiil dei bet ra.
MAT.10.16	“Ungta asuwn, tkei rek arlakki Jao lulu ngi Neiji ak sii inna; ava leiji pruwl lulu esing in ungu uṭhuw lulu ngi plung kparneem ahur chaan. 
MAT.10.17	Mii rek tuk asut chaan, mleija mmaanni karseel lop thu akparlaan pthii raan, synagog rek thu akṭhi raan, 
MAT.10.18	ungu Nei ktum mi rinpaumin ado hur nraan, paam kpu rek leh kruwng rek ungta ktlok chati rek hin akparlaan pthii raan. 
MAT.10.19	Mmaanni atparlaan pthiin mpha thu apau raan mdit mata ado the raan thung ngi plung pja maan; mleija ṭhang ava kat thung ngi ado the raanna akpii chraan; 
MAT.10.20	mleija kpau rang nga naan rang pme, pdainu naanki Apah pthla ngi naan thung ngi kpau ra. 
MAT.10.21	Unao khatti unao khat kdiyou rang ngi kparlaan pthii ra, ungu mpah ngi mnao, mnaole ngi mnuh leh mpah raal pii donle mdiyo nraan ktlo ra. 
MAT.10.22	Ungta Nei kmiing tummi naan ava mii mkheng ngi akipder chraan. Pdainu mṭut na kpha dekki kdiil pchaang ava kaktlan pik ra. 
MAT.10.23	Khuwpii khat thu mmaanni kja kakham atpiik inta, mbe ki hinni kunthot dok in; mleija kinditti, Neiji ahin thaanni kthea, Mii Chapa ngi murjun du khim khaiji Isreel khuwpii rek mkheng parkhil pchaang ni maan ti.
MAT.10.24	“Siikhu khat ava mma chukpu tunni ame, mdit mata sra owr khat ava mma kpupa tunni ame; 
MAT.10.25	Siikhu khatti mma chukpu hep daat ungu sra owr khatti mma kpupa hep daat mkurthut nrang nga ko khop kcha a. Mmaanni inn kpupa ava Beljebul kdingi mo own inbi, inn thungki ka am rek ngaalla tak hep pang ngi kthe psuk lam rang.
MAT.10.26	“Ava leiji mmaanna ṭi maan; mleija mdo pandan ma rang ngi mdo khum daat do khat lee ame, mdit mata tdee mara kurdowl daat ame. 
MAT.10.27	Kjiing thu Neiji ado ktheen ava; mar awng thung ngi kthuwk ra; ungu tuprut pau naanni ado aryaak in ava, innthlun leenni mdo ksam dok. 
MAT.10.28	Ungta daksaa daat aeyou thida raothla ke eayou pchaang kma mii ava naanni ṭi maan; ava kchang nga daksaa leh raothla mikniing sim thung ngi kaptlayou pchaang Mma lamchi aṭi chaan. 
MAT.10.29	Priit rek knii ava ana khatti mdo jur pme mo? Ungu Apah in plung bin kma donle khdaat pre dul leen tla nime. 
MAT.10.30	Ungta aluw leen inki sam rek daat rap klua mkheng ngi mdo tai dok. 
MAT.10.31	Ava ngi mlei kurthuwk da, ṭi maan; naan ava priit rek knempok hinnu mman klu lang lang in pti
MAT.10.32	“Ava leiji mii rek maiṭhuwm mi Nei makdei pandi mii pum ktai ava Nei ruk va, parwaan ki Kpah maiṭhuwm mi deipandi chnik di. 
MAT.10.33	Pdainu mii rek maiṭhuwm mi Nei makipthlei mii ava, Nei rukku parwaan ki Kpah maiṭhuwm mi pthlei nik di.
MAT.10.34	“Dultipaam thu Neiji kdaai kurjun ksin rang pi kdingi bin maan; Neiji kdaai arjun sin nimaang, pdainu kaangksaang khat ra. 
MAT.10.35	Mleija Nei kurjun ava chapa miilai khatti mpah raal mdo piik nra, ungu chanu khatti mnuh raal mdo piik nra, mukmou khatti makternu raal mdo piik nra; 
MAT.10.36	ungu miilai khatti mdo snuwm mara ava mphungka thungki kat kurthuwk ra. 
MAT.10.37	Nei wonsat mdo talo kipkheel dekki ku mii khatti mpah leh mnuh wonsat mlobi, ava Nei kihinni kurhui chme; ungu Nei wonsat mdo talo kheel li mchapa mdit mata mchanu wonsat mlobi, ava ruk Nei kihinva kurhui me. 
MAT.10.38	Ungta mma mdaksaa ki khros hurda Nei kdil kṭoi kma mii ava Nei kihinva kurhui chme. 
MAT.10.39	Mrinkhu kpha kcha mii ava kmaang chra, ungu Nei ktummi mrinkhu kvardeen kcha mii ava kpha chra.
MAT.10.40	“Naan akarlaang kchaan mii va Nei ruk mdo tarlaan chaak, ungta Nei mkarlaang kcha mii ava va Nei mju ksii Mma ava mdo arlaan chaak. 
MAT.10.41	Mma ava khulpu khat mkurthuw leiji khulpu khat marlaan chaakbi, khulpu khat ki mnah kpha chra, ungta rinkindit khat mkurthuw leiji, rinkindit khat ava marlaan chaakbi, rinkindit ki mnah kpha chra. 
MAT.10.42	Ungu ku mii khatti siikhu khat mkurthuw leiji, hava kdil sisi khat hin dii kdai tong khat pang mpiik chaak bi, kinditti, Neiji ahin thaanni kthea, mma ki mnah ava pmaan pik liit nime.”
MAT.11.1	Ungta Jisu ngi siikhu rek sowm lei knii parseel lam thida, kurlouda khuwpii rek thung ngi kpurchuk rang leh kparyaam ra chet da.
MAT.11.2	Tunva Johon ni rowng inn thung ngi Khrista nong tlot rek maryaak thungta, pauna tu kilṭhi ngi msiikhu rek Mhin hai sii da, 
MAT.11.3	ungta Mhin theda, “Kurjung ra Mma ava pti mo, mdit mata neenni ktlok khat mlam suw chnik kaan da?” 
