GEN.1.1	La început
GEN.14.9	și anume: împotriva lui Chedorlaomer, împăratul Elamului, împotriva lui Tideal, împăratul Goiimului, împotriva lui Amrafel, împăratul Șinearului, și împotriva lui Arioc, împăratul Elasarului; patru împăraţi împotriva a cinci. 
GEN.14.10	Valea Sidim era acoperită cu fântâni de smoală
GEN.14.11	Biruitorii au luat toate
GEN.14.12	Au luat și pe Lot, fiul fratelui
GEN.14.13	A venit unul care scăpase și a dat de știre lui Avram, Evreul; acesta locuia
GEN.14.14	Cum a auzit Avram că fratele
GEN.14.15	Și-a împărţit oamenii în mai multe cete, s-a aruncat asupra lor noaptea, i-a bătut
GEN.14.16	A adus înapoi toate
GEN.14.17	După ce
GEN.14.18	Melhisedec
GEN.14.19	Melhisedec a binecuvântat pe Avram și a zis: „Binecuvântat
GEN.14.20	Binecuvântat
GEN.14.21	Împăratul Sodomei a zis lui Avram: „Dă-mi oamenii și ţine bogăţiile pentru tine.” 
GEN.14.22	Avram a răspuns împăratului Sodomei: „Ridic
GEN.14.23	și jur că
GEN.14.24	afară de ce au mâncat flăcăii și partea oamenilor care
GEN.15.1	După aceste întâmplări, Cuvântul Domnului a vorbit lui Avram într-o vedenie
GEN.15.2	Avram a răspuns: „Doamne Dumnezeule, ce-mi vei da? Căci
GEN.15.3	Și Avram a zis: „Iată că nu mi-ai dat sămânţă, și slujitorul născut
GEN.15.4	Atunci, Cuvântul Domnului i-a vorbit astfel: „Nu el va fi moștenitorul tău, ci cel
GEN.15.5	Și după ce l-a dus afară, i-a zis: „Uită-te spre cer și numără
GEN.15.6	Avram a crezut
GEN.15.7	Domnul i-a mai zis: „Eu sunt Domnul, care te-am scos
GEN.15.8	Avram a răspuns: „Doamne Dumnezeule, prin ce voi cunoaște
GEN.15.9	Și Domnul i-a zis: „Ia o juncană de trei ani, o capră de trei ani, un berbec de trei ani, o turturea și un pui de porumbel.” 
GEN.15.10	Avram a luat toate dobitoacele acestea, le-a despicat
GEN.15.11	Păsările răpitoare s-au năpustit peste stârvuri, dar Avram le-a izgonit. 
GEN.15.12	La apusul soarelui, un somn adânc
GEN.15.13	Și Domnul a zis lui Avram: „Să știi hotărât că
GEN.15.14	Dar pe neamul căruia îi va fi roabă, îl voi judeca
GEN.15.15	Tu vei
GEN.15.16	În al patrulea neam
GEN.15.17	După ce a asfinţit soarele, s-a făcut un întuneric adânc și iată că a ieșit un fum ca dintr-un cuptor și niște flăcări au trecut
GEN.15.18	În ziua aceea, Domnul a făcut
GEN.15.19	și anume ţara cheniţilor, a cheniziţilor, a cadmoniţilor, 
GEN.15.20	a hetiţilor, a fereziţilor, a refaimiţilor, 
GEN.15.21	a amoriţilor, a canaaniţilor, a ghirgasiţilor și a iebusiţilor.”
GEN.16.1	Sarai, nevasta lui Avram, nu-i născuse
GEN.16.2	Și Sarai a zis
GEN.16.3	Atunci, Sarai, nevasta lui Avram, a luat pe egipteanca Agar, roaba ei, și a dat-o de nevastă bărbatului său, Avram, după ce Avram locuise
GEN.16.4	El a intrat la Agar, și ea a rămas însărcinată. Când s-a văzut ea însărcinată, a privit cu dispreţ
GEN.16.5	Și Sarai a zis lui Avram: „Asupra ta să cadă batjocura aceasta, care mi se face! Eu însumi ţi-am dat în braţe pe roaba mea, și ea, când a văzut că a rămas însărcinată, m-a privit cu dispreţ. Să judece
GEN.16.6	Avram
GEN.16.7	Îngerul Domnului a găsit-o lângă un izvor de apă în pustie, și anume lângă izvorul
GEN.16.8	El a zis: „Agar, roaba Saraiei, de unde vii și unde te duci?” Ea a răspuns: „Fug de stăpâna mea Sarai.” 
GEN.16.9	Îngerul Domnului i-a zis: „Întoarce-te la stăpână-ta și supune-te
GEN.16.10	Îngerul Domnului i-a zis: „Îţi voi înmulţi
GEN.16.11	Îngerul Domnului i-a zis: „Iată, acum ești însărcinată și vei naște un fiu, căruia îi vei pune numele
GEN.16.12	El va fi ca
GEN.16.13	Ea a numit Numele Domnului care-i vorbise: „Tu ești Dumnezeu care mă vede
GEN.16.14	De aceea, fântâna aceea s-a numit „Fântâna
GEN.16.15	Agar
GEN.16.16	Avram era de optzeci și șase de ani când i-a născut Agar pe Ismael.
GEN.17.1	Când a fost Avram în vârstă de nouăzeci și nouă de ani, Domnul i S-a arătat
GEN.17.2	Voi face un legământ între Mine și tine și te voi înmulţi
GEN.17.3	Avram s-a aruncat
GEN.17.4	„Iată legământul Meu pe care-l fac cu tine: vei fi tatăl
GEN.17.5	Nu te vei mai numi Avram, ci numele
GEN.17.6	Te voi înmulţi nespus de mult; voi face din tine neamuri
GEN.17.7	Voi pune
GEN.17.8	Ţie și seminţei tale după tine îţi voi
GEN.17.9	Dumnezeu a zis lui Avraam: „Să păzești legământul Meu, tu și sămânţa ta după tine, din neam în neam. 
GEN.17.10	Acesta este legământul Meu pe care să-l păziţi între Mine și voi și sămânţa ta după tine: tot ce este de parte bărbătească
GEN.17.11	Să vă tăiaţi împrejur în carnea prepuţului vostru, și acesta să fie semnul
GEN.17.12	La vârsta de opt zile, orice copil de parte bărbătească dintre voi să fie tăiat împrejur
GEN.17.13	Va trebui tăiat împrejur atât robul născut în casă, cât și cel cumpărat cu bani, și astfel legământul Meu să fie întărit în carnea voastră ca un legământ veșnic. 
GEN.17.14	Un copil de parte bărbătească netăiat împrejur în carnea prepuţului lui să fie nimicit
GEN.17.15	Dumnezeu a zis lui Avraam: „Să nu mai chemi Sarai pe nevastă-ta Sarai, ci numele ei să fie Sara. 
GEN.17.16	Eu o voi binecuvânta și îţi voi da
GEN.17.17	Avraam s-a aruncat cu faţa la pământ și
GEN.17.18	Și Avraam a zis lui Dumnezeu: „Să trăiască Ismael înaintea Ta!” 
GEN.17.19	Dumnezeu a zis: „Cu adevărat, nevasta ta Sara
GEN.17.20	Dar și cu privire la Ismael te-am ascultat. Iată, îl voi binecuvânta, îl voi
GEN.17.21	Dar legământul meu îl voi încheia cu Isaac, pe care
GEN.17.22	Când a isprăvit de vorbit cu el, Dumnezeu S-a înălţat de la Avraam.
GEN.17.23	Avraam a luat pe fiul său Ismael, pe toţi cei ce se născuseră în casa lui și pe toţi robii cumpăraţi cu bani, adică pe toţi cei de parte bărbătească dintre oamenii din casa lui Avraam, și le-a tăiat împrejur carnea prepuţului chiar în ziua aceea, după porunca pe care i-o dăduse Dumnezeu. 
GEN.17.24	Avraam era în vârstă de nouăzeci și nouă de ani când a fost tăiat împrejur în carnea prepuţului său. 
GEN.17.25	Fiul său Ismael era în vârstă de treisprezece ani când a fost tăiat împrejur în carnea prepuţului său. 
GEN.17.26	Avraam și fiul său Ismael au fost tăiaţi împrejur chiar în ziua aceea. 
GEN.17.27	Și toţi oamenii
GEN.18.1	Domnul i S-a arătat la stejarii
GEN.18.2	Avraam a ridicat ochii
GEN.18.3	Apoi a zis: „Doamne, dacă am căpătat trecere în ochii Tăi, nu trece, rogu-Te, pe lângă robul Tău. 
GEN.18.4	Îngăduie să se aducă puţină
GEN.18.5	Am să mă duc să iau o bucată de pâine
GEN.18.6	Avraam s-a dus repede în cort la Sara și a zis: „Ia repede trei măsuri de făină albă, frământă și fă turte.” 
GEN.18.7	Și Avraam a alergat la vite, a luat un viţel tânăr și bun și l-a dat unei slugi să-l gătească în grabă. 
GEN.18.8	Apoi a luat
GEN.18.9	Atunci, ei i-au zis: „Unde este nevastă-ta, Sara?” „Uite-o în cort
GEN.18.10	Unul dintre ei a zis: „La anul pe vremea
GEN.18.11	Avraam
GEN.18.12	Sara
GEN.18.13	Domnul a zis lui Avraam: „Pentru ce a râs Sara, zicând: ‘Cu adevărat să mai pot avea copil eu, care sunt bătrână?’ 
GEN.18.14	Este
GEN.18.15	Sara a tăgăduit și a zis: „N-am râs.” Căci i-a fost frică. Dar El a zis: „Ba da, ai râs.”
GEN.18.16	Bărbaţii aceia s-au sculat să plece și s-au uitat înspre Sodoma. Avraam a plecat cu ei, să-i petreacă
GEN.18.17	Atunci, Domnul a zis: „Să ascund
GEN.18.18	Căci Avraam va ajunge negreșit un neam mare și puternic și în el vor fi binecuvântate
GEN.18.19	Căci Eu îl cunosc și știu că are să poruncească fiilor
GEN.18.20	Și Domnul a zis: „Strigătul
GEN.18.21	De aceea Mă voi coborî
GEN.18.22	Bărbaţii
GEN.18.23	Avraam s-a apropiat
GEN.18.24	Poate
GEN.18.25	Să omori pe cel bun împreună cu cel rău, așa ca
GEN.18.26	Și Domnul a zis: „Dacă voi
GEN.18.27	Avraam a luat din nou cuvântul și a zis: „Iată
GEN.18.28	Poate că din cincizeci de oameni buni vor lipsi cinci: pentru cinci, vei nimici Tu oare toată cetatea?” Și Domnul a zis: „N-o voi nimici dacă voi găsi în ea patruzeci și cinci de oameni buni.” 
GEN.18.29	Avraam I-a vorbit mai departe și a zis: „Poate că se vor găsi în ea numai patruzeci de oameni buni.” Și Domnul a zis: „N-o voi nimici pentru cei patruzeci.” 
GEN.18.30	Avraam a zis: „Să nu Te mânii, Doamne, dacă voi mai vorbi. Poate că se vor găsi în ea numai treizeci de oameni buni.” Și Domnul a zis: „N-o voi nimici dacă voi găsi în ea treizeci de oameni buni.” 
GEN.18.31	Avraam a zis: „Iată, am îndrăznit să vorbesc Domnului. Poate că se vor găsi în ea numai douăzeci de oameni buni.” Și Domnul a zis: „N-o voi nimici, pentru cei douăzeci.” 
GEN.18.32	Avraam a zis: „Să
GEN.18.33	După ce a isprăvit de vorbit lui Avraam, Domnul a plecat. Și Avraam s-a întors la locuinţa lui.
GEN.19.1	Cei doi îngeri
GEN.19.2	Apoi a zis: „Domnii mei
GEN.19.3	Dar Lot a stăruit de ei până au venit și au intrat în casa lui. Le-a pregătit
GEN.19.4	Dar nu se culcaseră încă, și oamenii din cetate, bărbaţii din Sodoma, tineri și bătrâni, au înconjurat casa; tot norodul a alergat din toate colţurile. 
GEN.19.5	Au
GEN.19.6	Lot
GEN.19.7	și a zis: „Fraţilor, vă rog, nu faceţi o asemenea răutate! 
GEN.19.8	Iată
GEN.19.9	Ei au strigat: „Pleacă!” Și au zis: „Omul acesta
GEN.19.10	Dar bărbaţii aceia au întins mâna, au tras pe Lot înăuntru la ei în casă și au încuiat ușa. 
GEN.19.11	Iar pe oamenii care erau la ușa casei i-au lovit cu orbire
GEN.19.12	Bărbaţii aceia au zis lui Lot: „Pe cine mai ai aici? Gineri, fii și fiice și tot ce ai în cetate – scoate-i
GEN.19.13	Căci avem să nimicim locul acesta, pentru că
GEN.19.14	Lot a ieșit și a vorbit cu ginerii săi, care luaseră
GEN.19.15	Când s-a crăpat de ziuă, îngerii au stăruit de Lot zicând: „Scoală-te
GEN.19.16	Și, fiindcă Lot zăbovea, bărbaţii aceia i-au apucat de mână pe el, pe nevastă-sa și pe cele două fete ale lui, căci Domnul
GEN.19.17	După ce i-au scos afară, unul din ei a zis: „Scapă-ţi
GEN.19.18	Lot le-a zis: „O! nu
GEN.19.19	Iată că am căpătat trecere înaintea Ta și ai arătat mare îndurare faţă de mine, păstrându-mi viaţa, dar nu pot să fug la munte înainte ca să mă atingă prăpădul și voi pieri. 
GEN.19.20	Iată, cetatea aceasta este destul de aproape ca să fug în ea și este mică. O! de aș putea să fug acolo…, este așa de mică… și să scap cu viaţă!” 
GEN.19.21	Și El i-a zis: „Iată
GEN.19.22	Grăbește-te de fugi în ea, căci nu
GEN.19.23	Răsărea soarele pe pământ când a intrat Lot în Ţoar. 
GEN.19.24	Atunci, Domnul
GEN.19.25	A nimicit cu desăvârșire cetăţile acelea, toată câmpia și pe toţi locuitorii cetăţilor, și tot ce creștea
GEN.19.26	Nevasta lui Lot s-a uitat înapoi și s-a prefăcut într-un stâlp
GEN.19.27	Avraam s-a sculat a doua zi dis-de-dimineaţă și s-a dus la locul unde stătuse
GEN.19.28	Și-a îndreptat privirile spre Sodoma și Gomora și spre toată câmpia și iată că a văzut ridicându-se de pe pământ un fum
GEN.19.29	Când a nimicit Dumnezeu cetăţile câmpiei, Și-a adus aminte
GEN.19.30	Lot a ieșit din Ţoar și a rămas pe munte
GEN.19.31	Cea mai mare a zis celei mai tinere: „Tatăl nostru este bătrân și nu mai este niciun bărbat în ţinutul acesta ca să intre
GEN.19.32	Vino să punem pe tatăl nostru să bea vin și să ne culcăm cu el, ca să ne păstrăm sămânţa
GEN.19.33	Au făcut dar pe tatăl lor de a băut vin în noaptea aceea, și cea mai mare s-a dus și s-a culcat cu tatăl ei. El n-a băgat de seamă nici când s-a culcat ea, nici când s-a sculat. 
GEN.19.34	A doua zi, cea mai mare a zis celei mai tinere: „Iată, eu m-am culcat în noaptea trecută cu tatăl meu; haidem să-i dăm să bea vin și în noaptea aceasta, și du-te de te culcă și tu cu el, ca să ne păstrăm sămânţa prin tatăl nostru.” 
GEN.19.35	Au dat tatălui lor de a băut vin și în noaptea aceea; apoi cea mai tânără s-a dus și s-a culcat cu el. El n-a băgat de seamă nici când s-a culcat ea, nici când s-a sculat. 
GEN.19.36	Cele două fete ale lui Lot au rămas astfel însărcinate de tatăl lor. 
GEN.19.37	Cea mai mare a născut un fiu, căruia i-a pus numele Moab. El
GEN.19.38	Cea mai tânără a născut și ea un fiu, căruia i-a pus numele Ben-Ammi. El
GEN.20.1	Avraam a plecat
GEN.20.2	Avraam zicea despre Sara, nevastă-sa: „Este
GEN.20.3	Atunci, Dumnezeu
GEN.20.4	Abimelec, care nu se apropiase de ea, a răspuns: „Doamne
GEN.20.5	Nu mi-a spus el că este soră-sa? Și n-a zis ea însăși că el este frate-său? Eu am lucrat cu inimă curată
GEN.20.6	Dumnezeu i-a zis în vis: „Știu și Eu că ai lucrat cu inimă curată, de aceea te-am
GEN.20.7	Acum, dă omului nevasta înapoi, căci
GEN.20.8	Abimelec s-a sculat dis-de-dimineaţă, a chemat pe toţi slujitorii săi și le-a spus tot ce se întâmplase. Și oamenii aceia au fost cuprinși de o mare spaimă. 
GEN.20.9	Abimelec a chemat și pe Avraam și i-a zis: „Ce ne-ai făcut? Și cu ce am păcătuit eu împotriva ta, de ai făcut să vină
GEN.20.10	Și Abimelec a zis lui Avraam: „Ce ai văzut de ai făcut lucrul acesta?” 
GEN.20.11	Avraam a răspuns: „Îmi ziceam că, fără îndoială, nu-i nicio frică de Dumnezeu
GEN.20.12	De altfel, este adevărat că este
GEN.20.13	Când m-a scos Dumnezeu
GEN.20.14	Abimelec a luat
GEN.20.15	Abimelec a zis: „Iată, ţara
GEN.20.16	Și Sarei i-a zis: „Iată, dau fratelui
GEN.20.17	Avraam
GEN.20.18	Fiindcă Domnul încuiase
GEN.21.1	Domnul Și-a adus aminte
GEN.21.2	Sara
GEN.21.3	Avraam a pus fiului său nou-născut, pe care i-l născuse Sara, numele Isaac
GEN.21.4	Avraam a tăiat împrejur
GEN.21.5	Avraam
GEN.21.6	Și Sara a zis: „Dumnezeu
GEN.21.7	Și a adăugat: „Cine s-ar fi gândit să spună lui Avraam că Sara va da ţâţă la copii? Și totuși
GEN.21.8	Copilul s-a făcut mare și a fost înţărcat. Avraam a făcut un ospăţ mare în ziua când a fost înţărcat Isaac. 
GEN.21.9	Sara a văzut râzând
GEN.21.10	Și a zis lui Avraam: „Izgonește
GEN.21.11	Cuvintele acestea n-au plăcut deloc lui Avraam, din pricina
GEN.21.12	Dar Dumnezeu a zis lui Avraam: „Să nu te mâhnești de cuvintele acestea, din pricina copilului și din pricina roabei tale; fă Sarei tot ce-ţi cere, căci numai din Isaac
GEN.21.13	Dar și pe fiul roabei tale îl voi face un neam
GEN.21.14	A doua zi, Avraam s-a sculat de dimineaţă, a luat pâine și un burduf cu apă, pe care i l-a dat Agarei și i l-a pus pe umăr; i-a dat și copilul și i-a dat drumul
GEN.21.15	Când s-a isprăvit apa din burduf, a aruncat copilul sub un tufiș 
GEN.21.16	și s-a dus de a șezut în faţa lui la o mică depărtare de el, ca la o aruncătură de arc, căci zicea ea: „Să nu văd moartea copilului!” A șezut dar în faţa lui la o parte, a ridicat glasul și a început să plângă. 
GEN.21.17	Dumnezeu
GEN.21.18	Scoală-te, ia copilul și ţine-l de mână, căci voi face
GEN.21.19	Și Dumnezeu
GEN.21.20	Dumnezeu
GEN.21.21	A locuit în pustiul Paran și mama sa i-a luat o nevastă
GEN.21.22	În vremea aceea, Abimelec
GEN.21.23	Jură-mi
GEN.21.24	Avraam a zis: „Jur!” 
GEN.21.25	Dar Avraam a băgat vină lui Abimelec pentru o fântână de apă, pe care puseseră mâna cu sila
GEN.21.26	Abimelec a răspuns: „Nu știu cine a făcut lucrul acesta; nici tu nu mi-ai dat de știre și nici eu nu aflu decât azi.” 
GEN.21.27	Și Avraam a luat oi și boi, pe care i-a dat lui Abimelec, și au făcut legământ
GEN.21.28	Avraam a pus deoparte șapte mielușele din turmă. 
GEN.21.29	Și Abimelec a zis lui Avraam: „Ce sunt
GEN.21.30	El a răspuns: „Trebuie să primești din mâna mea aceste șapte mielușele, pentru ca să-mi slujească de mărturie
GEN.21.31	Iată de ce locul acela se numește
GEN.21.32	Astfel au făcut ei legământ la Beer-Șeba. După aceea, Abimelec s-a sculat împreună cu Picol, căpetenia oștirii sale, și s-au întors în ţara filistenilor. 
GEN.21.33	Avraam a sădit un tamarisc la Beer-Șeba și a chemat
GEN.21.34	Avraam a locuit multă vreme ca străin în ţara filistenilor.
GEN.22.1	După aceste lucruri, Dumnezeu
GEN.22.2	Dumnezeu i-a zis: „Ia pe fiul tău, pe singurul
GEN.22.3	Avraam s-a sculat dis-de-dimineaţă, a pus șaua pe măgar și a luat cu el două slugi și pe fiul său Isaac. A tăiat lemne pentru arderea-de-tot și a pornit spre locul pe care i-l spusese Dumnezeu. 
GEN.22.4	A treia zi, Avraam a ridicat ochii și a văzut locul de departe. 
GEN.22.5	Și Avraam a zis slugilor sale: „Rămâneţi aici cu măgarul; eu și băiatul ne vom duce până colo să ne închinăm și apoi ne vom întoarce la voi.” 
GEN.22.6	Avraam a luat lemnele pentru arderea-de-tot, le-a pus
GEN.22.7	Atunci Isaac, vorbind cu tatăl său Avraam, a zis: „Tată!” „Ce este, fiule?” i-a răspuns el. Isaac a zis din nou: „Iată focul și lemnele, dar unde este mielul pentru arderea-de-tot?” 
GEN.22.8	„Fiule”, a răspuns Avraam, „Dumnezeu Însuși va purta grijă de mielul pentru arderea-de-tot.” Și au mers amândoi împreună înainte. 
GEN.22.9	Când au ajuns la locul pe care i-l spusese Dumnezeu, Avraam a zidit acolo un altar și a așezat lemnele pe el. A legat pe fiul său Isaac și l-a pus pe altar
GEN.22.10	Apoi, Avraam a întins mâna și a luat cuţitul, ca să înjunghie pe fiul său. 
GEN.22.11	Atunci, Îngerul Domnului l-a strigat din ceruri și a zis: „Avraame! Avraame!” „Iată-mă!” a răspuns el. 
GEN.22.12	Îngerul a zis: „Să
GEN.22.13	Avraam a ridicat ochii și a văzut înapoia lui un berbec încurcat cu coarnele într-un tufiș, și Avraam s-a dus de a luat berbecul și l-a adus ca ardere-de-tot în locul fiului său. 
GEN.22.14	Avraam a pus locului aceluia numele: „Domnul va purta de grijă”
GEN.22.15	Îngerul Domnului a chemat a doua oară din ceruri pe Avraam 
GEN.22.16	și a zis: „‘Pe
GEN.22.17	te voi binecuvânta foarte mult și-ţi voi înmulţi foarte mult sămânţa, și anume: ca stelele
GEN.22.18	Toate neamurile pământului vor fi binecuvântate în
GEN.22.19	Avraam s-a întors la slugile sale și s-au sculat și au plecat împreună la Beer-Șeba
GEN.22.20	După aceste lucruri, i s-a spus lui Avraam: „Iată, Milca
GEN.22.21	și anume pe Uţ
GEN.22.22	pe Chesed, pe Hazo, pe Pildaș, pe Iidlaf și pe Betuel. 
GEN.22.23	Betuel
GEN.22.24	Ţiitoarea lui, numită Reuma, a născut și ea pe Tebah, Gaham, Tahaș și Maaca.
GEN.23.1	Viaţa Sarei a fost de o sută douăzeci și șapte de ani: aceștia sunt anii vieţii Sarei. 
GEN.23.2	Sara a murit la Chiriat-Arba
