GEN.1.1	La început, Dumnezeu
GEN.11.2	Călătorind spre răsărit, oamenii au găsit o câmpie în țara Șinar
GEN.11.3	Atunci fiecare i‑a zis semenului său: „Haideți să facem cărămizi și să le ardem bine.“ Ei foloseau cărămizi în loc de pietre și smoală în loc de mortar. 
GEN.11.4	Apoi au zis: „Haideți! Să ne construim o cetate și un turn cu vârful până la ceruri și să ne facem un nume, ca să nu fim împrăștiați pe fața întregului pământ!“
GEN.11.6	 a zis: „Iată, ei sunt un singur popor, toți au aceeași limbă, iar acesta este doar începutul a ceea ce 
GEN.11.7	Haideți! Să Ne coborâm și să le încurcăm acolo limba, astfel încât să nu‑și mai înțeleagă limba unii altora.“ 
GEN.11.8	Astfel, 
GEN.11.9	De aceea, cetății i s‑a pus numele Babel
GEN.11.10	Aceasta este istoria
GEN.11.10	La vârsta de o sută de ani, la doi ani după potop, lui Sem i s‑a născut Arpahșad. 
GEN.11.11	După nașterea lui Arpahșad, Sem a mai trăit cinci sute de ani și i s‑au mai născut fii și fiice.
GEN.11.12	La vârsta de treizeci și cinci de ani, lui Arpahșad i s‑a născut Șelah. 
GEN.11.13	După nașterea lui Șelah, Arpahșad a mai trăit patru sute trei ani și i s‑au mai născut fii și fiice.
GEN.11.14	La vârsta de treizeci de ani, lui Șelah i s‑a născut Eber. 
GEN.11.15	După nașterea lui Eber, Șelah a mai trăit patru sute trei ani și i s‑au mai născut fii și fiice.
GEN.11.16	La vârsta de treizeci și patru de ani, lui Eber i s‑a născut Peleg. 
GEN.11.17	După nașterea lui Peleg, Eber a mai trăit patru sute treizeci de ani și i s‑au mai născut fii și fiice.
GEN.11.18	La vârsta de treizeci de ani, lui Peleg i s‑a născut Reu. 
GEN.11.19	După nașterea lui Reu, Peleg a mai trăit două sute nouă ani și i s‑au mai născut fii și fiice.
GEN.11.20	La vârsta de treizeci și doi de ani, lui Reu i s‑a născut Serug. 
GEN.11.21	După nașterea lui Serug, Reu a mai trăit două sute șapte ani și i s‑au mai născut fii și fiice.
GEN.11.22	La vârsta de treizeci de ani, lui Serug i s‑a născut Nahor. 
GEN.11.23	După nașterea lui Nahor, Serug a mai trăit două sute de ani și i s‑au mai născut fii și fiice.
GEN.11.24	La vârsta de douăzeci și nouă de ani, lui Nahor i s‑a născut Terah. 
GEN.11.25	După nașterea lui Terah, Nahor a mai trăit o sută nouăsprezece ani și i s‑au mai născut fii și fiice.
GEN.11.26	La vârsta de șaptezeci de ani, lui Terah i s‑au născut Avram, Nahor și Haran.
GEN.11.27	Aceasta este istoria
GEN.11.28	Haran a murit înaintea tatălui său, Terah, în țara în care s‑a născut, în Ur din Caldeea. 
GEN.11.29	Avram și Nahor și‑au luat soții. Numele soției lui Avram era Sarai, iar numele soției lui Nahor era Milca. Ea era fiica lui Haran, tatăl Milcăi și al Iscăi. 
GEN.11.30	Sarai era stearpă; ea nu avea copii.
GEN.11.31	Terah i‑a luat pe fiul său Avram și pe nepotul său Lot, fiul lui Haran, precum și pe Sarai, nora sa și soția fiului său Avram, și au ieșit împreună din Ur, din Caldeea, ca să meargă în țara Canaan. Au ajuns în Haran
GEN.11.32	Terah a trăit două sute cinci ani, apoi a murit în Haran.
GEN.12.2	Te voi face un neam mare și te voi binecuvânta;
GEN.12.2	voi face numele tău mare, ca tu să fii o binecuvântare!
GEN.12.3	Îi voi binecuvânta pe cei ce te vor binecuvânta,
GEN.12.3	dar îl voi blestema pe cel ce te va blestema!
GEN.12.3	În tine vor fi binecuvântate toate familiile
GEN.12.4	Avram a plecat, așa cum îi zisese 
GEN.12.5	El i‑a luat pe Sarai, soția sa, și pe Lot, fiul fratelui său, împreună cu toate bunurile pe care le‑au adunat și cu robii
GEN.12.6	Avram a călătorit prin țară până la locul 
GEN.12.7	 i S‑a arătat lui Avram și i‑a zis: „Seminței
GEN.12.8	De acolo a pornit spre munte, la răsărit de Betel și și‑a întins cortul, având Betelul la apus, iar Ai la răsărit. El a zidit acolo un altar 
GEN.12.9	Apoi Avram și‑a continuat călătoria, mergând spre Neghev
GEN.12.10	A venit o foamete în țară și, pentru că foametea era mare, Avram s‑a coborât în Egipt ca să locuiască acolo pentru o vreme. 
GEN.12.11	Pe când se apropia să intre în Egipt, Avram i‑a zis soției sale, Sarai: „Iată, știu că ești o femeie frumoasă la înfățișare. 
GEN.12.12	Când te vor vedea egiptenii, vor zice: «Aceasta este soția lui.» Și pe mine mă vor ucide, iar pe tine te vor lăsa în viață. 
GEN.12.13	Prin urmare, spune, te rog, că ești sora mea, ca să‑mi meargă bine din pricina ta și sufletul meu să trăiască datorită ție.“ 
GEN.12.14	Când Avram a intrat în Egipt, egiptenii au văzut că Sarai
GEN.12.15	Demnitarii lui Faraon
GEN.12.16	Faraon i‑a făcut bine lui Avram din pricina ei și i‑a dat oi, vite, măgari, robi, roabe, măgărițe și cămile.
GEN.12.17	Dar 
GEN.12.18	Atunci Faraon l‑a chemat pe Avram și l‑a întrebat: „Ce mi‑ai făcut? De ce nu mi‑ai spus că este soția ta? 
GEN.12.19	De ce ai spus: «Ea este sora mea», iar eu am luat‑o astfel de soție? Iată‑ți aici soția! Ia‑o și du‑te!“ 
GEN.12.20	Faraon le‑a dat porunci oamenilor săi cu privire la Avram, iar aceștia l‑au alungat, pe el, soția lui și tot ce avea.
GEN.13.1	Avram s‑a suit din Egipt în Neghev
GEN.13.2	Avram era foarte bogat în turme, în argint și în aur.
GEN.13.3	Din Neghev, el a călătorit până la Betel, până la locul în care fusese cortul lui la început, între Betel și Ai, 
GEN.13.4	până la locul în care el făcuse un altar mai înainte. Acolo, Avram a chemat Numele 
GEN.13.5	Lot, care a mers împreună cu Avram, avea și el turme, cirezi și corturi. 
GEN.13.6	Dar ținutul locuit nu‑i mai încăpea. Aveau atât de multe bunuri, încât nu mai puteau locui împreună. 
GEN.13.7	De asemenea, s‑a iscat o ceartă între păstorii turmelor lui Avram și păstorii turmelor lui Lot. În vremea aceea canaaniții și periziții locuiau în Canaan. 
GEN.13.8	Atunci Avram i‑a zis lui Lot: „Te rog, să nu fie ceartă între mine și tine, nici între păstorii mei și păstorii tăi, căci suntem frați
GEN.13.9	Nu este oare toată țara înaintea ta? Desparte‑te de mine, te rog! Dacă tu o iei la stânga, eu o voi lua la dreapta, iar dacă tu o iei la dreapta, eu o voi lua la stânga.“ 
GEN.13.10	Lot și‑a ridicat ochii și a văzut că toată Câmpia Iordanului până la Țoar era bine udată în întregime, precum grădina 
GEN.13.11	Lot și‑a ales toată Câmpia Iordanului și a pornit spre răsărit. Astfel, ei s‑au despărțit unul de celălalt. 
GEN.13.12	Avram a locuit în țara Canaan, iar Lot a locuit între cetățile câmpiei și și‑a așezat cortul aproape de Sodoma. 
GEN.13.13	Oamenii din Sodoma erau răi, foarte păcătoși înaintea 
GEN.13.15	pentru că toată țara pe care o vezi ți‑o voi da ție și seminței
GEN.13.16	Îți voi face sămânța ca pulberea pământului, astfel încât, dacă cineva poate număra pulberea pământului, și sămânța ta va putea fi numărată. 
GEN.13.17	Ridică‑te, străbate țara în lung și în lat, pentru că ție ți‑o voi da.“
GEN.13.18	Astfel, Avram și‑a mutat cortul și a venit să locuiască lângă stejarii lui Mamre, în Hebron, unde a zidit un altar 
GEN.14.1	În zilele lui Amrafel, regele Șinarului
GEN.14.2	ei au pornit la luptă împotriva lui Bera, regele Sodomei, a lui Birșa, regele Gomorei, a lui Șinab, regele Admei, a lui Șemeber, regele Țeboimului, și împotriva regelui Belei (care este Țoarul). 
GEN.14.3	Toți aceștia 
GEN.14.4	Ei îl slujiseră pe Chedorlaomer timp de doisprezece ani, dar în al treisprezecelea an s‑au răsculat.
GEN.14.5	În al paisprezecelea an, Chedorlaomer și regii care erau cu el au venit și i‑au învins pe refaiți la Aștarot-Karnaim, pe zuziți la Ham, pe emiți la Șave Chiriatayim 
GEN.14.6	și pe horiți la muntele lor, din Seir până la El‑Paran, care este lângă pustie. 
GEN.14.7	Apoi s‑au întors și au venit la En‑Mișpat sau Kadeș, unde au cucerit tot teritoriul amalekiților, precum și pe amoriții care locuiau în Hațațon-Tamar.
GEN.14.8	Atunci regele Sodomei, regele Gomorei, regele Admei, regele Țeboimului și regele Belei (care este Țoarul), au ieșit și s‑au pregătit de luptă, în valea Sidimului, 
GEN.14.9	împotriva lui Chedorlaomer, regele Elamului, a lui Tidal, regele Goyimului, a lui Amrafel, regele Șinarului și a lui Ariok, regele Elasarului – patru regi împotriva a cinci. 
GEN.14.10	Valea Sidimului era plină de gropi cu smoală. Regii Sodomei și Gomorei au fugit și au căzut în ele, iar cei rămași au fugit înspre dealuri. 
GEN.14.11	 au luat toate bunurile Sodomei și Gomorei, precum și toată hrana acestora, și au plecat. 
GEN.14.12	Ei l‑au luat și pe Lot, fiul fratelui lui Avram, împreună cu bunurile lui, și au plecat (Lot locuia în Sodoma).
GEN.14.13	Un om care a scăpat cu viață a venit și i‑a spus acest lucru lui Avram, evreul, care locuia lângă stejarii amoritului Mamre, fratele
GEN.14.14	Când a auzit Avram că nepotul său fusese luat captiv, și‑a mobilizat cei trei sute optsprezece oameni instruiți 
GEN.14.15	Apoi și‑a împărțit slujitorii în timpul nopții, i‑a învins 
GEN.14.16	 a adus înapoi toate bunurile. L‑a adus înapoi și pe nepotul său, Lot, împreună cu toate bunurile lui, precum și pe femei și pe 
GEN.14.17	După ce 
GEN.14.18	Melchisedek, regele Salemului
GEN.14.19	El l‑a binecuvântat 
GEN.14.19	„Binecuvântat să fie Avram de Dumnezeul cel Preaînalt,
GEN.14.19	Creatorul
GEN.14.20	și binecuvântat să fie Dumnezeul cel Preaînalt,
GEN.14.20	Care i‑a dat pe vrăjmașii tăi în mâinile tale!“
GEN.14.20	Și Avram i‑a dat zeciuială din toate.
GEN.14.21	Apoi regele din Sodoma i‑a zis lui Avram:
GEN.14.21	– Dă‑mi oamenii și păstrează bunurile pentru tine.
GEN.14.22	Dar Avram i‑a răspuns regelui din Sodoma:
GEN.14.22	– I‑am jurat 
GEN.14.23	că nu voi lua nici măcar un fir de ață sau o curea de sanda din ceea ce este al tău, pentru ca să nu spui că l‑ai îmbogățit pe Avram. 
GEN.14.24	Eu nu voi lua nimic, în afară de ceea ce au mâncat oamenii 
GEN.15.1	După toate acestea, Cuvântul 
GEN.15.1	– Avram, nu te teme!
GEN.15.1	Eu sunt scutul tău,
GEN.15.1	răsplata ta cea foarte mare.
GEN.15.2	Avram a zis:
GEN.15.2	– Stăpâne 
GEN.15.3	Avram a zis:
GEN.15.3	– Iată că nu mi‑ai dat sămânță, iar moștenitorul meu este unul din casa mea.
GEN.15.4	Dar iată, Cuvântul 
GEN.15.4	– Nu acesta va fi moștenitorul tău, ci unul care se va naște din tine, el îți va fi moștenitor.
GEN.15.5	Apoi l‑a dus afară și i‑a zis:
GEN.15.5	– Uită‑te la ceruri și numără stelele, dacă poți!
GEN.15.5	El i‑a zis:
GEN.15.5	– Așa va fi sămânța ta!
GEN.15.6	Avram a crezut în 
GEN.15.7	– Eu sunt 
GEN.15.8	Avram L‑a întrebat:
GEN.15.8	– Stăpâne 
GEN.15.9	El i‑a răspuns:
GEN.15.9	– Ia pentru Mine o juncană de trei ani, o capră de trei ani, un berbec de trei ani, o turturea și un pui de porumbel.
GEN.15.10	A luat pentru El toate acestea, le‑a despicat în două și a așezat fiecare bucată una în fața celeilalte; însă păsările nu le‑a despicat. 
GEN.15.11	Când păsările de pradă au coborât peste stârvuri, Avram le‑a alungat.
GEN.15.12	În timp ce apunea soarele, pe Avram l‑a cuprins un somn adânc. Și iată că au venit peste el o groază 
GEN.15.13	Atunci El i‑a zis lui Avram: „Să știi bine că sămânța ta va fi străină într‑o țară care nu este a ei. Ei vor fi înrobiți și asupriți timp de patru sute de ani
GEN.15.14	Dar pe neamul căruia îi vor sluji ei, îl voi judeca Eu, iar după aceea vor ieși 
GEN.15.15	Tu însă vei ajunge la părinții tăi în pace; vei fi îngropat după o bătrânețe fericită. 
GEN.15.16	 se vor întoarce aici în a patra generație
GEN.15.17	După ce a apus soarele și s‑a făcut întuneric beznă, iată că un fum ca de cuptor și o torță aprinsă au trecut printre acele părți de animale. 
GEN.15.18	În ziua aceea, 
GEN.15.19	și anume pe cheniți, pe cheniziți, pe cadmoniți, 
GEN.15.20	pe hitiți, pe periziți, pe refaiți, 
GEN.15.21	pe amoriți, pe canaaniți, pe ghirgașiți și pe iebusiți.“
GEN.16.1	Sarai, soția lui Avram, nu‑i născuse acestuia copii. Dar ea avea o roabă egipteancă, al cărei nume era Agar. 
GEN.16.2	Sarai i‑a zis lui Avram: „Iată că 
GEN.16.3	Astfel, după ce Avram a locuit zece ani în țara Canaan, Sarai, soția lui, a luat‑o pe egipteanca Agar, roaba sa, și i‑a dat‑o soțului ei, Avram, ca să‑i fie soție. 
GEN.16.4	El a intrat la Agar, iar aceasta a rămas însărcinată. Când a văzut că a rămas însărcinată, 
GEN.16.5	Atunci Sarai i‑a zis lui Avram:
GEN.16.5	– Fie ca răul care mi se face să cadă asupra ta! Ți‑am dat‑o în brațe pe roaba mea, iar când a descoperit că a rămas însărcinată, m‑a privit cu dispreț. 
GEN.16.6	Avram i‑a răspuns lui Sarai:
GEN.16.6	– Iată, roaba ta este în mâinile tale. Fă‑i ce este bine în ochii tăi!
GEN.16.6	Sarai a asuprit‑o 
GEN.16.7	Îngerul 
GEN.16.8	și a întrebat‑o:
GEN.16.8	– Agar, roaba lui Sarai, de unde vii și unde mergi?
GEN.16.8	Ea a răspuns:
GEN.16.8	– Fug de Sarai, stăpâna mea.
GEN.16.9	Îngerul 
GEN.16.9	– Întoarce‑te la stăpâna ta și supune‑te sub mâna ei.
GEN.16.10	Îngerul 
GEN.16.10	– Îți voi înmulți atât de mult sămânța, încât acea mulțime nu va putea fi numărată.
GEN.16.11	Îngerul 
GEN.16.11	– Iată că ești însărcinată
GEN.16.11	și vei naște un fiu.
GEN.16.11	Îi vei pune numele Ismael
GEN.16.11	pentru că 
GEN.16.12	El va fi un măgar sălbatic al omului.
GEN.16.12	Mâna lui va fi împotriva tuturor
GEN.16.12	și mâna tuturor va fi împotriva lui.
GEN.16.12	Și va locui separat
GEN.16.12	de toți frații
GEN.16.14	De aceea fântâna a fost numită Beer Lahai‑Roi
GEN.16.15	Agar i‑a născut lui Avram un fiu, iar Avram i‑a pus numele Ismael fiului său născut de Agar. 
GEN.16.16	Avram avea optzeci și șase de ani când Agar i l‑a născut pe Ismael.
GEN.17.1	Când Avram avea nouăzeci și nouă de ani, 
GEN.17.1	– Eu sunt Dumnezeul cel Atotputernic
GEN.17.2	iar Eu voi încheia legământul Meu între Mine și tine și te voi înmulți foarte mult.
GEN.17.3	Atunci Avram s‑a aruncat cu fața 
GEN.17.4	– Cât despre Mine, iată care este legământul Meu cu tine: tu vei fi tatăl multor neamuri. 
GEN.17.5	Nu te vei mai numi Avram
GEN.17.6	Te voi face nespus de roditor: voi face să iasă multe neamuri din tine, 
GEN.17.7	Voi încheia un legământ între Mine și tine și sămânța
GEN.17.8	Îți voi da, ție și seminței tale
GEN.17.9	Apoi Dumnezeu i‑a zis lui Avraam:
GEN.17.9	– În ce te privește pe tine, să păzești legământul Meu, tu și sămânța ta după tine de‑a lungul generațiilor ei. 
GEN.17.10	Acesta este legământul Meu pe care trebuie să‑l păziți, între Mine și tine și sămânța ta după tine: fiecare persoană de parte bărbătească dintre voi să fie circumcisă. 
GEN.17.11	Să vă circumcideți în carnea prepuțului vostru. Acesta va fi un semn al legământului Meu cu voi. 
GEN.17.12	De‑a lungul generațiilor voastre, fiecare băiat va fi circumcis când va avea opt zile, fie că este născut în casa ta, fie că l‑ai cumpărat cu argint de la vreun străin, care nu este din sămânța ta. 
GEN.17.13	Trebuie să fie circumcis atât cel născut în casa ta, cât și cel cumpărat cu argintul tău. Legământul Meu în carnea voastră va fi un legământ veșnic. 
GEN.17.14	Orice persoană de parte bărbătească necircumcisă, adică cel care nu este circumcis în carnea prepuțului său, să fie nimicit din poporul său; el a rupt legământul Meu.
GEN.17.15	Dumnezeu i‑a zis lui Avraam:
GEN.17.15	– În ce o privește pe Sarai, soția ta, să n‑o mai numești Sarai, căci numele ei va fi Sara
GEN.17.16	Eu o voi binecuvânta și îți voi da un fiu prin ea. O voi binecuvânta, astfel încât ea va deveni 
GEN.17.17	Atunci Avraam și‑a plecat fața și a râs, zicând în inima lui: „I se poate naște un fiu unui om de o sută de ani? Poate Sara, care este de nouăzeci de ani, să mai nască?“
GEN.17.18	Apoi Avraam I‑a zis lui Dumnezeu:
GEN.17.18	– Aș vrea ca Ismael să trăiască înaintea Ta!
GEN.17.19	Dar Dumnezeu i‑a zis:
GEN.17.19	– Cu siguranță soția ta, Sara, îți va naște un fiu căruia să‑i pui numele Isaac
GEN.17.20	În ceea ce‑l privește pe Ismael, te‑am auzit: iată, îl voi binecuvânta, îl voi face roditor și îl voi înmulți nespus de mult. El va fi tatăl a doisprezece prinți, iar Eu îl voi face un neam mare. 
GEN.17.21	Totuși, legământul Meu îl voi încheia cu Isaac, pe care ți‑l va naște Sara la anul, pe vremea aceasta.
GEN.17.22	Când a terminat de vorbit cu Avraam, Dumnezeu S‑a înălțat de la el. 
GEN.17.23	Avraam i‑a luat pe fiul său Ismael, pe toți cei născuți în casa lui și pe toți cei cumpărați cu argintul său, pe toți bărbații din casa lui, și le‑a circumcis carnea prepuțului chiar în ziua aceea, așa cum îi spusese Dumnezeu. 
GEN.17.24	Avraam avea nouăzeci și nouă de ani când a fost circumcis în carnea prepuțului său. 
GEN.17.25	Iar fiul său, Ismael, avea treisprezece ani când a fost circumcis în carnea prepuțului său. 
GEN.17.26	Avraam și Ismael, fiul său, au fost circumciși chiar în ziua aceea. 
