MAT.1.1	Mukanda wa kibuti kia Yesu Klisto, muana wa Davidi, muana wa Abalahama.
MAT.7.26	Nu muntu unsania ukungua ku mamano malagi mane nu ntakumanza, akalingimanibua na kiko­ngolo, kiobakile numba zage ga misege: 
MAT.7.27	mbula zitikide, muiyalo wavule, kisoa kitile, nu kidibuide ku zezo numba, nu zaguide; nu kugua kuazo kuabede na kilumo kinene.
MAT.7.28	Nu gasilile Yesu kuigisia bitondo bibio musanganano wanga­mine na meigisia mage; 
MAT.7.29	kubuno abegisizie anga uli na buangato, nu nteigisizie anga basanzi babo.
MAT.8.1	Nu gagelile muiduko, misanganano minene zamuyangile. 
MAT.8.2	Nu muiya bibali amuvuilide, nu amukumbamine, amubuide bune, Mukota, ndi watunda, unavuama kunengia. 
MAT.8.3	Yesu alambi­zie kuboko kuage, etubizie kueli, amubuide bune, Nkutunda, wenge. Nu kazanga kongo bibali biage bionine. 
MAT.8.4	Yesu amubuide bune, Ntubule muntu kitondo kikino; tondo enda, widolesie ku sankoga, ukasane lukaso anga buakakizizie Mose, lube bulongeki ku beli.
MAT.8.5	Geingide mu muino wa Kapenuma, mukota wa bakoloboyo avule kuage, nu amusegile bune, 
MAT.8.6	Mukota, mukambi wane eiyami­kibua mu numba na lusambo lua kumia maboko, akubabalua nunse. 
MAT.8.7	Yesu amubuide bune, Nkuvua kumonia. 
MAT.8.8	Mukota wa bakolo­boyo amuakuide bune, Mukota, nne tabunatananina uwe kuingila mu numba zane; tondo tenda neiyuki tugu nu mukambi wane nti onibua. 
MAT.8.9	Kubuno aba nunne nangatua, nu nangata bakoloboyo; nu ndi nabula umozi bune, Enda nti enda; nu ungo buno, Vua, nti avua; nu ku mukambi wane buno, Kita bubo, nti abukita. 
MAT.8.10	Gongule Yesu kububo, angamine, nu abuide babo bamuyangaga bune, Lebelebe nkumubula buno nsimonaga lingo ku ungo uli na magala mu bukatizio anga wono mu bikanga bia Isalele. 
MAT.8.11	Nu nkumubula buno, beingi bakatuka kukubasaga kisongo kia busi nu ku kutukaga kisongo kia busi, nu bekeikala na Abalahama, nu Isaka, nu Yakobo, mu bukota bua meigulu: 
MAT.8.12	tondo bana ba bukota bakeisua mu kapilo ka kumbuga; kukaba kulila nu kubuga meinyo. 
MAT.8.13	Yesu abuide mukota wa bakoloboyo bune, Enda, anga buwakatizagia bube. Mukambi wage onizibue nkungu zezo.
MAT.8.14	Nu gabasile Yesu ku numba za Petelo, amonine ku ninabiala wa Petelo eli neisusila. 
MAT.8.15	Yesu eitubizie kuikoko liage, nu isusila liasilile; nuwe azanzukile nu amukitide. 
MAT.8.16	Gabuabede buse mui­golo, bamulusizizie beli na basumbu beingi; nu embizie babo basumbu neiyuki liage, nu onizie bansania babezaga basambi: 
MAT.8.17	bu bo lizindilile liatendagua na mulengania Yesaya bune, We wenyene atolile busosu bueitu, nu ekile nsambo zeitu.
MAT.8.18	Nu Yesu gamonine ku musanganano munene wamutimbi­kania, akakizizie bune, Tusokazi lisilia. 
MAT.8.19	Musanzi umozi amu­vuilide, amubuide bune, Musozi, nakuyange kunsania kuwendage. 
MAT.8.20	Yesu amubuide bune, Mikala zili na matengu, nu tuzoni tua mpelela tuli na bizumba; tondo Muana wa muntu nteli na kiziki kia kukukika itoe liage. 
MAT.8.21	Ungo muigisibua abuide Yesu bune, Mukota, nkase buangato nende kuisa kitumba kia tatane. 
MAT.8.22	Tondo Yesu amubuide bune, Nyange; siga bakuzi beisane buabo buabo.
MAT.8.23	Nu gakimine mu buato, beigisibua bage bamuyangile. 
MAT.8.24	Nu kisoa kinene kiabede mu kitatenge, bimpumi binene bia mazi bieidi­buide ku buato: tondo Yesu abezaga eiyombeka ku tulo. 
MAT.8.25	Beigisibua bage bamuvuilide, nu bamuyukizie, bamubuide bune, Mukota, tonie; tuakua. 
MAT.8.26	Ababuide bune, Inyue basosu mu bukatizio bueinyu, kikizi kimukukua boba? Su ayukile, nu azugide kisoa nu mazi ma kitatenge nu kuolile nunse. 
MAT.8.27	Bantu bangamine nu batendile bune, Wono eli muntu mukizi? aba kisoa nu kitatenge nti bikumuanza?
MAT.8.28	Nu gabasile lisilia ku kilongo kia Galasa, bantu babili babezaga na basumbu, bakulumanine nage batukaga ku kiziki kia nsinda, babezaga bakali nunse, nu takuli muntu watingaga mu zezo nzila. 
MAT.8.29	Nu balalukile neiyuki inene batendile bune, Buni butuli nobe Uwe, Yesu Muana wa Kalaga, Ndi wavule gano buno ulinge kutusungia nu lusungio lueitu taluika? 
MAT.8.30	Nu muimba muingi wa ngu­lube wabezaga kulazi waliaga. 
MAT.8.31	Nu basumbu bamusegile, bamu­tendile bune, Ndi watutikia, nti watuingizia mu muimba wa ngu­lube. 
MAT.8.32	Nu ababuide bune, Endazi. Nu batukile, nu bengide mu ngulube: nu muimba unsania wa ngulube wakumbile mu mpembue, nu wizisile mu kitatenge, nu wakule mu mazi. 
MAT.8.33	Balangi bazo batinine, bendile ku muino, basambeide bunsania, nu bitondo bia basumbu. 
MAT.8.34	Bantu bansania ba mu muino bendile kukulumania Yesu: nu gabamumueneko, bamubuide bune, Tuka mu miaga zeitu.
MAT.9.1	Nu Yesu eingide mu buato, asokile lisilia lia kitatenge, abasile mu muino wage. 
MAT.9.2	Nu bavule na muntu wabezaga na lusambo lua kugilimina, eiyombeka ga mugu: nu Yesu amenyine bukatizio buabo, amubuide bune, Muana wane, ba na mbogimbogi; misako za buagi buobe zasigililua. 
MAT.9.3	Nu bango basanzi bakengeide bune, Muntu wono ekulinga Kalaga. 
MAT.9.4	Yesu amenyine bubakengalaga, atendile bune, Kubuno mukukengela makengelo mabi mu mitima zeinyu? 
MAT.9.5	Buni buli busoga, kutenda bune, Misako za buagi buobe zasigililue; aba kutenda bune, Emanuka, wende? 
MAT.9.6	Tondo buno mumenye bune, Muana wa muntu eli na buangato geikikili ga kisi kusigilila misako za buagi, (nu abuide wozo wabezaga na lusambo lua kugilimina bune), Emanuka, nu weke mugu wobe, nu wende kuobe ku numba. 
MAT.9.7	Nu azanzukile, nu endile kuage ku numba. 
MAT.9.8	Tondo gamonine bantu ku bubo, bakule boba, nu baganuine Kalaga, uwakasile bantu buangato bubo.
MAT.9.9	Nu gatukile Yesu gago, amonine ku muntu, wamanagua Matayo, abezaga eikile ku mulimo wa kuligia idigo nu amubuide bune, Nyange. Nuwe azanzukile, nu amuyangile.
MAT.9.10	Nu gabezaga eiseikala mu numba kulia idia, bandelelombe beingi nu bagi bavule beikede na Yesu nu beigisibua bage. 
MAT.9.11	Nu gamonine baFalese ku bubo, babuide beigisibua bage bune, Kubuni Musozi weinyu ekulia na bandelelombe nu bagi? 
MAT.9.12	Tondo gongule Yesu ku bubo, ababuide bune, Beli babibu tabaneiyanina musakizi, tondo basambi. 
MAT.9.13	Endazi muiyigisie buisulilua bua bubo, Nkutunda kiombo, nsikutunda kisansa: kubuno nsiavule kumana beisanana, tondo bagi.
MAT.9.14	Mu nkungu zezo beigisibua ba Yoana bavule kueli, bamubuide bune, Isue nu baFalese tukugilaga mambizi meingi, tondo buni butekugilaga beigisibua bobe? 
MAT.9.15	Yesu ababuide bune, Bana ba musongi ndi banavuama kulila, mu nkungu zibeli na musongi? Tondo bindi bikatukibua musongi, ugabakagila.
MAT.9.16	Takuli muntu unalanda kibe kia nsulu za mubalabala ku nsulu za mukungio; kubuno zezo za mubalabala nti zata zezo nsulu za mukungio; nu itengu nti liaba inene nunse. 
MAT.9.17	Aba bantu taba­kongolaga maku meituba mu tutembe tukulu: ndi bamongola mu tuto tutembe nti tuabuga, nu maku meituba nti makubuka, nu tutembe nti tuabiga; tondo bantu bakongolaga maku meituba mu tutembe tuto, nu bibili bikale bisoga.
MAT.9.18	Gabezaga Yesu esabatenda bitondo bibino, Mukota umozi avule kueli, nu amukumbamine, nu amubuide bune, Muana wane wa mukazi alekana kalazi: tondo vua ubike kuboko kuobe gantata gage, nu alame. 
MAT.9.19	Nu Yesu azanzukile, nu amuyangile na beigisi­bua bage. 
MAT.9.20	Nu mukikulu, wabezaga na lusambo lua kubasa mikila miaka ikumi neibili, avule kumbusa kuage nu etubizie ku mupimpo wa nsulu zage: 
MAT.9.21	wozo mukikulu akengede bune, Ndi neitubia ku nsulu zage, nti nonibue. 
MAT.9.22	Tondo Yesu atimbukile, nu amumonineko, nu amubuide bune, Muana wane, lindia mutima wobe, bukatizio buobe buakonia. Nu wozo mukikulu onizibue mu zezo nkungu. 
MAT.9.23	Nu geingide Yesu mu numba za wozo mukota, nu amonine ku beidi ba mionze, nu ku musanganano munene waki­taga kazege, 
MAT.9.24	nuwe atendile bune, Tukazi: muana ntakua, tondo eiyombeka tugu. Bamusekile. 
MAT.9.25	Nu gatikizibue musanganano, eingide, nu akatile muana ga kuboko kuage, nu muana azanzukile. 
MAT.9.26	Nu musagu wozo wakukeine mu kikio kilongo kinsania.
MAT.9.27	Nu gabezaga Yesu esatinga kuko, biuku bibili biamuyangile bialalukile neiyuki inene, biatendile bune, Muana wa Davidi, tukue kiombo, 
MAT.9.28	Nu geingide mu numba, bibio biuku biamuyangile: nu Yesu ababuide bune, Ndi mukukatizia buno ninakita bubo? Bamubuide bune, E, Mukota. 
MAT.9.29	Nu eitubizie ku meiso mabo, atendile bune, ku bukatizio bueinyu ukinsa bubo buaba. 
MAT.9.30	Nu meiso mabo mazibukile. Yesu abalagile bune, Tamutende bubuno ku ungo muntu. 
MAT.9.31	Tondo gabatukile gago basambede musagu wage mu kikio kilongo kinsania.
MAT.9.32	Nu gabatukile, bamuvuilide na muntu kaluma wabezaga na musumbu. 
MAT.9.33	Nu gatukizibue musumbu, kaluma katendile: nu musanganano wangamine, batendile bune, Tatumonaga ku bubuno lingo mu kisi kia baIsalele. 
MAT.9.34	Tondo baFalese batendile bune, Wono akuimbia basumbu ku magala ma mukota wa basumbu.
MAT.9.35	Nu Yesu atabangile kunsania mu mino minene nu mikeke, nu eigisagia mu numba ningi zabo za musanganano, nu abasambalide musagu musoga wa bukota, nu onizie nsambo insania za nkita na nkita, nu bagongole ba nkita na nkita. 
MAT.9.36	Tondo gamonine ku musanganano munene agukuilide kiombo, kubuno wabezaga na kabebe nu wabalangene, anga mikoko ziteli na mulangi. 
MAT.9.37	Nu abuide beigisibua bage bune, Lebelebe matubulo meli meingi, tondo bakambi tabeli beingi. 
MAT.9.38	Segazi Mukota wa matubulo, buno asinge bakambi mu matubulo mage.
MAT.10.1	Nu amanine beigisibua bage ikumi na babili, abakasile buangato kutikia basumbu ba nsese, nu konia nsambo insania za nkita na nkita, nu bagongole ba nkita na nkita.
MAT.10.2	Meina ma basingua ikumi na babili umamano: Wakulinga, Simona, bamuinikile buno, Petelo, nu muto wage Andele; nu Yakobo muana wa Zebedayo, nu Yoana muto wage; 
MAT.10.3	Filipo, nu Batolomayo; Toma, nu Matayo wabezaga mundelelombe; nu Yakobo muana wa Alufayo, nu Tadayo; 
MAT.10.4	nu Simona mu Kana­nayo; nu Yudasa Isakaliote, wozo wamugabuide. 
MAT.10.5	Babano ikumi na babili Yesu abasingile nu abakakizizie bune, Tamuende ku baBilongo, tamuingile mu muino wa kilongo kia baSamalia: 
MAT.10.6	tondo endazi ku mikoko zazimine za numba za Isalele. 
MAT.10.7	Nu gamukuenda sambalazi buno, Bukota bua meigulu buse buigi. 
MAT.10.8	Oniazi basambi, yukiazi bakuzi, engiazi beli na bibali, tikiazi basumbu: muakasilue buliabulia nuinyue kasanazi buliabulia. 
MAT.10.9	Tamueke olo aba feza, aba nsubi mu nsago zeinyu; 
MAT.10.10	aba kangonze ka lugendo, aba makoti mabili; aba bisalapata, aba musumbo: kubuno mukambi atananina neidia liage. 
MAT.10.11	Ndi muabasa mu muino munene nu muino mukeke, londazi bantu batananina; beli mumo, ikalazi mumo aba gamukatukamo. 
MAT.10.12	Tondo ndi museingila mu numba, nti sambi­ziazi beiya zezo numba. 
MAT.10.13	Tondo ndi beiya numba batananina, bubobelelo bueinyu bube ku beli: tondo ndi beiya numba tabata­nanina, bubobelelo bueinyu busubie kumuli. 
MAT.10.14	Tondo ndi muntu ntamusambizia, aba ndi ntakungua ku bumukutenda, nti muabasa mu zezo numba aba mu wozo muino, nu nti muatitula mukungu wa mu masindi meinyu. 
MAT.10.15	Lebelebe nkumubula bune, Lusungio lua wozo muino lukatinga lua Sodomo nu Gomola mu busi bua lusungio.
MAT.10.16	Unguililazi, nkumusinga anga mikoko zili munkatini mua mboa za mu lubanda: umpanga mube na menge anga ma nzoka, nu anga tuzoni tua nkulimba tutekuitanaga. 
MAT.10.17	Tondo idangazi na bantu: bakamugabula ku nusu za milondo, nu bakamususula ku numba zabo za musanganano; 
MAT.10.18	nuinyue mukeikibua ku ngatu nu ku bakota banene ku kabamba kane, kuba balongeki kubeli nu ku baBilongo. 
MAT.10.19	Tondo gabakamugabula, tamulemanine buno, buni butuatende? kubuno mu nkungu zezo muabulue bumutenda. 
MAT.10.20	Kubuno ta inyue ubakatenda, tondo Muuza wa Soinyue ukatenda mu muli. 
MAT.10.21	Mubuto wa muntu akagabula mubuto wage buno akue, nu isi wa muana akagabula muana wage buno akue, nu bana bakabinga bababuta, nu bakabagabula buno bakue. 
MAT.10.22	Nu muka­sombua na bantu bansania ku kambaba keizina liane: tondo wozo widindika aba nu kuzinda, nti ukonibua. 
MAT.10.23	Aba gabakasungibua mu muino wono, tininazi mu ungo: lebelebe, nkumubula bune, Tamukazindilizia nunse mino insania za balsalele aba gakavuila Muana wa muntu.
MAT.10.24	Muigisibua ntegezie na musozi wage, aba mukambi ntegezie na mukota wage. 
MAT.10.25	Buasuagia muigisibua abe anga musozi wage, nu mukambi anga mukota wage. Ndi bamanine nyene numba bune, Mukota wa basumbu babi, tondo buni bukamanua bantu ba mu numba zage? 
MAT.10.26	Umpanga tamubakue boba; kubuno takuli kiabisilue, kitakabisulua; nu takuli kiakukidue, kitakokulua. 
MAT.10.27	1 Impanga bunkumubula mu kapilo, bubulazi mu kiengi; nu bumu­kungua mu kutuzi, busambalazi gantata mutondo wa numba. 
MAT.10.28	Tamukue babo bekuita mubili boba, tondo tabanamenya kuita muntu wenyene; tondo kuazi wozo boba uli na magala kuzimizia muntu wenyene nu mubili mu kiziba kia keiya. 
MAT.10.29	Ndi tuzoni tubili tukeke tatunakunzua ku sengi? Nu kamozi takanakoloka gansi ndi Soinyue ntamenya: 
MAT.10.30	tondo nzuili insania za ku matoe meinyu zaganzilue. 
MAT.10.31	Tamukue boba: bukunza bueinyu buli bubibu kutinga tuzoni tuingi. 
MAT.10.32	Umpanga muntu unsania ukani­tabizagia ku bantu, nunne nkamuitabizia ku Tatane uli muigulu. 
MAT.10.33	Tondo muntu unsania ukantunaga ku bantu, nunne nkamutuna lingo ku Tatane uli muigulu.
MAT.10.34	Tamukengele buno navule kulusia bubobelelo ku kisi: nsia­vule kulusia bubobelelo, tondo bupanga. 
MAT.10.35	Kubuno navule kuanzukania muntu neisi, nu mukinga na nina, nu mukamuana na ninabiala: 
MAT.10.36	nu babo ba numba za muntu ubakaba beiti bage. 
MAT.10.37	Wozo welama isi nu nina kuntinga ntantananina, wozo welama muana wage wa wamulume aba muana wage wa mukazi kuntinga ntantananina. 
MAT.10.38	Nuwe uteka muti wage wa magu, nu kunyanga, ntantananina. 
MAT.10.39	Muntu ukulanga kalamo kage nti akazimizia; nu wazimizia kalamo kage ku kabamba kane nti ukakamona.
MAT.10.40	Nu wozo wamusekela nti ansekela, wozo wansekela nti asekela wozo wansingile. 
MAT.10.41	Wozo wasekela mulengania, buno eli mule­ngania; akakasua lukalilo lusoga ku kabamba ka mulengania: nuwe wasekela wisanana buno eisanana, akakasua lukalilo lusoga ku kabamba ka wisanana. 
MAT.10.42	Nuwe unsania ukakasaga umozi wa ku babano bakeke kituma kia mazi makuasa tugu buno eli muigisibua, lebelebe nkumubula bune, Ntakaziminua na lukalilo luage lusoga nunse.
MAT.11.1	Nu gasilile Yesu kukakizia beigisibua bage ikumi na babili, nuwe atukileko kuigisia nu kusambala mu mino zabo.
MAT.11.2	Nu gabezaga Yoana mu kikando ongule ku misagu za buakitaga Klisto asingile beigisibua bage babili bamubuzie bune, 
MAT.11.3	Ndi uwe u wozo wavue, aba ndi tukike ungo? 
MAT.11.4	Yesu abakuide bune, Endazi musambalile Yoana bumungua kubo nu bumuamona kubo: 
MAT.11.5	biuku bise biamona, bitunga bise biatabanga, beiya bibali bengibua, bimbula matuzi bise biungua, bakuzi bayukibua, nu bazambi basambalilua musagu musoga. 
MAT.11.6	Nu mbogimbogi ku wozo uta­kuina mutima nanne. 
MAT.11.7	Nu gabendile, Yesu alingile kubula musanganano bitondo bia Yoana, ababuide bune, Muendaga kulonda kikizi mu kalula? Kulola lusolu lukutengatenga na lumpumpu? 
MAT.11.8	Kikizi kimuendaga kulola? ndi muntu wavuala nsulu zabota? Unguililazi, babo bavuala nsulu zabota beli mu numba za bakota. 
MAT.11.9	Tondo muendile kulola kikizi? Ndi mule­ngania? E, nkumubula bune, Wozo watinga mulengania, 
MAT.11.10	Wozo uwasanzilue bune,
MAT.11.10	Unguililazi, nalinga kusinga mugenzi wane,
MAT.11.10	Kukunga nzila zobe. 
MAT.11.11	Lebelebe nkumubula bune, Takumonekaga muntu munene wabutua na bakikulu, watinga Yoana Mubatizi, tondo wozo uli mukeke mu bukota bua meigulu amutinga. 
MAT.11.12	Kutukila ku bindi bia Yoana Mubatizi aba nu kano kaluma bukota bua meigulu buku­luaninua bita, nubo baluani ba bita ubekubutola. 
MAT.11.13	Kubuno balengania bansania nu mulembe balenganizie aba nu ku Yoana. 
MAT.11.14	Nu ndi mukutunda kubumenyinina, wono u Eliya, wavue. 
MAT.11.15	Wozo uli na matuzi makunguilila, nti unguilila. 
MAT.11.16	Tondo nkalingimania kibuti kino na kikizi? Kili anga bana beikile kuisoko, bekubula banyabo, 
MAT.11.17	nu bekutenda bune, Tuamuidide mpengu, nu tamuaminine; tuamulilide na kasina, nu tamuigombile ga makuba. 
MAT.11.18	Kubuno Yoana avule nu ntalile nu ntanune, nu batendile bune, Eli na musumbu. 
MAT.11.19	Muana wa muntu avule, ekulia nu ekunua, nu bekutenda bune, Muntu kiliagundu nu munuzi wa maku, nu muida wa bandelelombe nu bagi! Nu menge maku­bingibua ku misako zamo.
MAT.11.20	Nu alingile kuzugila zezo mino nu akitile migeleko mingi muzo, nubo tabeiyanizie. 
MAT.11.21	Kabebe ku Kolazina! kabebe ku Betesaida! songo migeleko mingi zakitilue kumuli, uzakitilue mu Tula nu Sidona, songo beyanizie kalazi banekeide mu nsulu za nsago nu mu luito. 
MAT.11.22	Tondo nkumubula bune, Lusungio lua Tula nu Sidona lukaba neibineibi ku busi bua lusungio kutinga lusungio lueinyu. 
MAT.11.23	Nu uwe Kapenuma, ndi ukabakamibua aba kuigulu? Ukake­gibua ku Kiziki kia Bakuzi: songo migeleko zakitilue kumuli, uzakitilue mu Sodomo songo wono muino ukili aba nu lelo. 
MAT.11.24	Tondo nkumubula bune, Lusungio lua Sodomo lukaba neibineibi ku busi bua lusungio kutinga lusungio lueinyu.
MAT.11.25	Mu nkungu zezo Yesu akuide buno, nakusima Tatane, Mukota wa meigulu nu kisi, kubuno wabisile malagi mano ku beli na menge nu bumenyinino, nu wamamenesia ku bana; 
MAT.11.26	bubo, Tatane, kubuno bubo buabezaga buakutananina. 
MAT.11.27	Tatane ankasile binsania: takuli wizi Muana, tugu Isi; takuli wizi Isi tugu Muana, nu unsania Muana ekutunda kumulolesia. 
MAT.11.28	Vuazi kundi, bansania bakutua na mikambo, nu bakutua na mizigo, nunne namu­muzie. 
MAT.11.29	Muiyambike kisanga kiane kia mukambo, nu muiyigisie kundi kubuno nne nabota, nu nili bubobelelo mu mutima: nuinyue mumunue mubenyene. 
MAT.11.30	Kisanga kiane kia mukambo kiatamba, nu muzigo wane uli mugu.
MAT.12.1	Mu nkungu zezo Yesu atingile busi bua Sabato mu masoa ma mabela; nu beigisibua bakule na nzala balingile kukala mabela nu bamalile. 
MAT.12.2	Tondo baFalese, gababamonineko, bamu­buide bune, Lola, beigisibua bobe bekukita butakulungana ku mulembe ku busi bua Sabato. 
MAT.12.3	Tondo ababuide bune, Ndi tamuasomine buakitile Davidi, gakuaga na nzala, we nu banyage? 
MAT.12.4	Bubo buengide mu numba za Kalaga, alile kampampa ka kayulo, katakulungana kulia ku mulembe, aba nu bango babezaga nage, tugu basankoga bobenyene? 
MAT.12.5	Ndi tamuasomine mu mulembe buno, mu busi bua Sabato basankoga aba mu numba nnene zaku­kumbamina babigizie busi bua Sabato nu tababede na katati.
MAT.12.6	Tondo nkumubula bune, Umozi munene watinga numba nnene za kukumbamina, eli gano. 
MAT.12.7	Songo muizi buisulilua bua malagi mamano, nkutunda kiombo, nsikutunda kisansa, songo tamunaba­sungizie beteli na katati. 
MAT.12.8	Kubuno Muana wa muntu eli Mukota wa busi bua Sabato.
MAT.12.9	Atukile gago, nu eingide mu numba za musanganano wabo: 
MAT.12.10	nu muabezaga muntu woma kuboko. Nu babuzizie Yesu bune, Ndi buakulungana ku mulembe konia muntu ku busi bua Sabato? buno bamusongele. 
MAT.12.11	Nu ababuide bune, Nazi muntu wa mumuli uli na mukoko umozi, ndi wakoloka busi bua sabato mu muzinga, utanavuama kugukata nu kugutikia? 
MAT.12.12	Bukunza bua muntu buatinga bua mukoko mambizi manga! buakulungana ku mulembe kukita busoga busi bua Sabato. 
MAT.12.13	Nu Yesu amubuide bune, Lambia kuboko kuobe, nu akulambizie, nu kuabeide kugimagima anga kuko kungo. 
MAT.12.14	Tondo baFalese batukile, nu bamukitide luango buno bamuite.
MAT.12.15	Nu gamenyine Yesu bubo, atukile kuko: nu beingi bamuya­ngile; nu abonizie bansania, 
MAT.12.16	nu abakakizizie buno, tabasambale musagu wage: 
MAT.12.17	bubo lizindilile liatendagua na mulengania Yesaya bune,
MAT.12.18	Unguililazi, mukambi wane unasombuede;
MAT.12.18	Ngoli zane zinatananinua nazo nnenyene:
MAT.12.18	Nabike Muuza wane gantata gage;
MAT.12.18	Nuwe akasambalila baBilongo lusungio.
MAT.12.19	Ntakaluana, aba ntakalaluka;
MAT.12.19	Aba muntu ntakongua kuiyuki liage mu nzila.
MAT.12.20	Lusolu luenyantilue ntakalunyanta,
MAT.12.20	Aba nsulu zikususa ntakazizimia,
MAT.12.20	Aba nu gakalusia lusungio luage lukakinda.
MAT.12.21	Nu izina liage baBilongo bakalilemanina.
MAT.12.22	Bavule kueli na wabezaga na musumbu, abezaga kiuku nu kaluma: amonezie, bubo wozo kiuku u kaluma atendile nu amonine. 
MAT.12.23	Nu musanganano unsania wangamine, watendile bune, Ndi wono ta muana wa Davidi? 
MAT.12.24	Tondo gongule baFalese kuiyuki lilino, batendile bune, Muntu wono ntekutikia basumbu tugu mu magala ma Belezebula, mukota wa basumbu. 
MAT.12.25	Tondo Yesu amenyine bubakengelaga, ababuide bune, Bukota bunsania bukuide­kanukia bukakua; nu muino unsania nu numba insania zikuide­kanukia, nti zikakua: 
MAT.12.26	nu ndi Satana ekutikia Satana, nti ekuide­kanukia; bukota buage bunasimba buni? 
MAT.12.27	Nu ndi nkutikia basumbu mu magala ma Belezebula, nti bana beinyu bakabatikia mu magala ma nazi? Kubuno ubabo bakaba ngatu zeinyu. 
