MAT.1.1	Niján jíri linébaanfaangu Jesucrístu le jádaangiñebei meja ladǘgawagun Davíd lúma Abrahám.
MAT.6.14	‘Ítara líña lubeíti, ánjaña ferúduna jumá ámu luágu wuríbati le adǘga jamáalibei jun, ferúduna lubádün gíñe Júguchi Búngiu le siélubei, 
MAT.6.15	ánjein úa ferúduna jumá ámu, úabei gíñe ferúduna láani Júguchi Búngiu jifígoun.
MAT.6.16	Ába laríñagun Jesúsu.
MAT.6.16	—Jugúya, dánme le jayúnarun, marúfuda jumá lírun igíbu quei jadǘga biángua tigíbu, jagía jadǘgünbalin ítara lun jaríjini gürígia luágu jayúnaruña lan. Ninárün jáu luágu láu lan jadǘgüni líra ibíja jamáali jafáyeiruája. 
MAT.6.17	Ánjein jugúya, dan le jayúnarun, amúriga jumeí jídiburi, chibá jumeíme jigíbu, 
MAT.6.18	meféen jamámuga gürígia luágu jayúnaruña lan. Júguchirügǘba Búngiu le júmabei ñi geféen luágu jayúnaruña lan, ábameti líchugun jafáyeiruája.
MAT.6.19	‘Moúndaragua jumá irísini ya uboúagu le ñí lubei gayára lan jájüchün jamútiri áni gayára ligía lagájüdün ámu luwúyeri irísini, le gíñe ñíjin lubeí gayára lan jebélurun jíwerutiña lun jíwerujan. 
MAT.6.20	Oúndaragua jumá irísini siélu, le ñí lubei siñá lan jájüchün jamútiri, magájüdadi ni cáta, mebélu jagía jíwerutiña íweruja ñi. 
MAT.6.21	Le ñí lumuti jirísin, ñíñoun gíñe janígi.
MAT.6.22	‘Ítara líña bágu quei ában lámpu lun búgubu, ánjein lubeíti buídu lubeí bágu, aríja ligía luágun irísini siélu, camá jamuga jarúgoungabei gíñe láu sun búgubu, áni buídubei gíñe sun bigáburi. 
MAT.6.23	Ánjein sándi lubeí bágu, aríja ligía luágun irísini ya uboúagu, camá jamuga lídaanbei lubúriga sun búgubu, áni wuríbabei gíñe bigáburi. Ánjein ñǘbin larúgounga le bídaanbei lun lubúrigame, ¡luweírin méfuna líwurin lubúriga ligía!
MAT.6.24	‘Úati ni ában gayáraati lesériwidun joun biáma iyúbudirigu, ladǘga lísiñeduba ában jádaangiñe lun, liyéreegudáme le ában lun, úaraguabei lúma ában jádaangiñe, líchigame mebéreseni luágu le ában. Siñáti lesériwidúniwa lun Búngiu lúma lun seínsu.
MAT.6.25	‘Naríñajare lubeíti jun, madíjeri jumá luágu cába lan jeíga o cába lan játa lun jabágaridun, ni tuágu anáanguni to lúnboun jadáürunun. ¿Máfunagi gebégitimaati ibágari sügǘ láu eígini, gebégi úgubu sügǘ táu anáanguni? 
MAT.6.26	Aríja jumá joun dunúru ja ájamajabaña garábalirugu. mábunagun jáña, malúbajan, mareídun jameí alúbajani lídan lágei, láu sun líra, rúti Júguchi le siélubei eígini joun. ¡Sarágu gebégitima jumá sügǘ jáu dunúru! 
MAT.6.27	¿Cáteigi jídaangiñe gayáraabei líchugun bián ugúdi lánwoun lúgubu, ca lan lanárimebei láfaagun luágu?
MAT.6.28	‘¿Ca uágu jadíjerida tuágu anáanguni? Aríja jumá ída líña lan laweínamudun fulúri. láu sun mawádigimari lan, madǘgün ligía gamísa, 
MAT.6.29	ni méja urúei Salomón láu sun luwéndegun, mawéndentí meja ladáüragun quei fulúri. 
MAT.6.30	Ánjeinti daǘguagüda lubálin Búngiu jíduru ítara le ugúñebei lájücha, jarúgabei yebe lagudúña, ¿gúbumésan líderaguajün loúgua tafíñen jugúya le? 
MAT.6.31	Madíjerida jumá lubeíti aríñaga. “¿Cába weíga?” o “¿Cába wáta?” o “¿Cába wadáüra?” 
MAT.6.32	Gürígia ja lánigu uboú le, luágu rügüñeín buri cátei le jarítagua, ánjein jugúya, níjein júguchi Búngiu siélu le subúdijabúbei cátei lan jemégeirubei. 
MAT.6.33	Seríwi jumá lun Búngiu furúmiñe, áluaja jumeí ibágari surúti le áubei lagúndaara, ábame líchuguni sun le jemégeirubei jun. 
MAT.6.34	Madíjerida jumá lubeíti luágu jarúga, ladǘga barǘ lumuti gíñe jarúga lidíjeridüna lúmagua. Ságü ában wéyu gíbeti cátei lun.
MAT.7.1	Ába lasígirun Jesúsu aríñaga joun gürígia wǘbüwaügügiñe.
MAT.7.1	—Míchiga jumá jadúnrun ámu, míchugun lámuga gíñe Búngiu jidúnrun, 
MAT.7.2	ladǘga quei ligáburi jíchugun jadúnrun ámu, ítara lúba gíñe líchugun Búngiu jidúnrun, le áubei jamísuraja, láuba gíñe lamísurajaün Búngiu. 
MAT.7.3	¿Ída lubásan gayára lan jaríjini liraǘraü ífei le lídaanbei lágu jamúlen áni masándi jumúti durúsu le lídaanbei jágu? 
MAT.7.4	¿O ída lúba gayára lan jaríñagun lun jamúlen. “Sagánei liraǘraü ífei le lídaanbei bágu,” áni níjein ában durúsu lídan jágu? 
MAT.7.5	¡Biángua tigíbu jugúya le! Sagájumei durúsu le lídaanbei jágu furúmiñe, ítara lúba gayára lan jaríjin buídu lun jaságaruni liraǘraü ífei le lídaanbei lágu jamúlen.
MAT.7.6	‘Míchiga jumeí arúfudajani luáguti asálbaruni joun gürígia ja gáñitiña, garábagua jáñein juágun quei oúnli lun jágürünün. Míchiga jumeí gíñe arúfudajani ligía le gebégibei sarágu joun gürígia ja büírujuduátiña, dügǘgua jañálin.
MAT.7.7	‘Jamúriaja lúma Búngiu, ábame líchugun jun, jáluaja, ábame jadárirun, daǘnjuma luágu béna, ábame lánjunrenchún jun. 
MAT.7.8	Ladǘga le amúriajati, abíjati, le áluguti, daríti, le adaǘnjati luágu béna, jurénwati lun.
MAT.7.9	‘¿Níjein funági ában jídaangiñe gayáraati líchugun ában dǘbü lun lisáani dan le lamúriajan fein lúma? 
MAT.7.10	¿o líchugun lan ában jéwe lun dan le lamúriajan úduraü lúma? 
MAT.7.11	Ánjein lubeíti láu lubeí sun wuríba jumá, gíchigaditün cátei buíti joun jisáanigu, ¡gúbuméti líchiga Júguchi Búngiu le siélubei cátei buíti joun ja amúriajatiña lúma!
MAT.7.12	‘Súnwandanlá lubeíti jadǘgün joun ámu quei le jabúseerubei lun jadǘgüni jun, ladǘga ligía laríñagubei lilúrudun Moisés túma jalíburun profétagu.
MAT.7.13	‘Belújuma lídaangiñe béna le bürǘraübei. Béna lúma ǘma le anǘgübei gürígia lídoun féridi, tuléburi líña, gabáranouga ñi, áni sarágu jáña ebélurutiña lídaangiñe. 
MAT.7.14	Ánjeinti béna lúma ǘma le anǘgübei gürígia lídoun ibágari le magúmuchaditi, bürǘraü líña, murúgua, míbetiñati adáriruti.
MAT.7.15	‘Toúnigi jumá jaweí yéetiña ja aríñagubaña luágu lerérun lan Búngiu jadímureja. Jayábin jun quei mudún boúgudigiñe jabíti, ánjein múnadagiñe, ítara jáña quei anímaalu gáñitiña. 
MAT.7.16	Jugúya, gayáraabei jasúbudiruniña luágu le jadǘgübei, malúbajoúntu beíbei lídaangiñe jíyu, ni ígo lídaangiñe guríbiyuwa. 
MAT.7.17	Sun lubeíti wéwe le buíti, buíti lin, wéwe le wuríbati, wuríbati lin. 
MAT.7.18	Wéwe le buíti, siñáti wuríba lan lin, wéwe le wuríbati, siñáti gíñe buídu lan lin. 
MAT.7.19	Sun wéwe le mabuídunti lin, chaǘnwati, ába lágudúniwa. 
MAT.7.20	Jasúbudirubaña lubeíti yéetiña jagía luágu le jadǘgübei.
MAT.7.21	‘Máma sun ja aríñagutiña nun. “Nabúreme, Nabúreme,” jebéluruba lídoun arúeijani le siélubei,’ líña Jesúsu. ‘Ja rügǘbaña adǘgübalin lugúndan Núguchi Búngiu le siélubei ebélura. 
MAT.7.22	Dánme lachǘlürün wéyu lánina agúseragüdüni, sarágubaña aríñagutiña nun. “Wabúreme, Wabúreme, apúrichijatiwa mejátia luágu bíri, sagá wagía espíritugu wuríbatiña lídan bíri, adǘga wagía sarágu miláguru lídan bíri.” 
MAT.7.23	Ábameti naríñagun joun. “Ibídiñegubeiñadün nun, díse jumá nueí, jugúya le adǘga jumáalibei le wuríbabei.”
MAT.7.24	‘Le agáambutina, adǘgaleí le nubeíbei, ítara líña quei ában wügǘri gunfaráandati le adǘgübei lúban ligíbuagu dǘbü. 
MAT.7.25	Ába liábingua júya, ába liñúrun dúna, fúgua garábali tuágun múna tugúya, meíguaduntu ladǘga luáguñein lan dǘbü tuágaburi. 
MAT.7.26	Ánjeinti le agáambutina, madǘgün lumúti le nubeíbei, ában wügǘri ibídiougua táu ligía, le ábunagubei ligíbuagu ságoun. 
MAT.7.27	Ába liábingua júya, iñúra dúna, fúgua garábali tuágun múna tugúya, ¡ma lanárime táburujan!
MAT.7.28	Dan lásurun ladímurejan Jesúsu, ¡ma luweírin janígi gürígia láu le larúfudajabei! 
MAT.7.29	ladǘga láu lan ubáfu larúfudaja, máma quei arúfudajatiña lilúrudun Moisés.
MAT.8.1	Dan le larárirunbei Jesúsu lueígiñe wǘbü, sarágu jáña gürígia afálaruti. 
MAT.8.2	Ába liábin ában wügǘri gawáguti gumeín le mareídaguadibei, ába lájuduragun ligíbugiñe Jesúsu, ába laríñagun lun.
MAT.8.2	—Nabúreme, ánjabu busén, gayáraati bareídaguágüdünina.
MAT.8.3	Ábati lagúurun Jesúsu luágu láu lújabu, aríñageina ligía.
MAT.8.3	—Buséntina, areídaguagüda numútibu.
MAT.8.3	Quei laríñagun ítara, ába lareídagun sánditi ligía. 
MAT.8.4	Ába laríñagun Jesúsu lun.
MAT.8.4	—Maríñaga beítia ni ca un, ñǘdünrügübá arúfudagua búngua lun fádiri, rúbeíme edéweejani le uágubei laríñaga Moisés, lun jaríjini gürígia luágu areídaguaadibu lan.
MAT.8.5	Dan le lebélurun Jesúsu lídoun fulásu le gíribei Capernaúm, ába liábin ában gumándan Rómana lubároun, 
MAT.8.6	ába layúmuragun lun ítara.
MAT.8.6	—Nabúreme, níjein numúsun roun láu sándi le derégüdaü, lúma sarágu gáriti luágu.
MAT.8.7	Ába laríñagun Jesúsu lun.
MAT.8.7	—Neíbuga agáranija lun.
MAT.8.8	Ába loúnabun gumándan.
MAT.8.8	—Nabúreme, madǘnatina lun bebélurun núbiñoun, aríñagarügübeí dimúrei, ábame lareídagun numúsun. 
MAT.8.9	Naríñagubaalin líra ladǘga nugúya lábugiñeñadina gíñe gumádi le íñutimaati, áni añájein gíñe súdaara lábugiñe nagúmadijan. Dan le naríñagun lun ában jádaangiñe lun lídin, ñǘdünti, dan le naríñagun lun ában lun liábin, ñǘbinti, dan le naríñagun lun numúsun lun ladǘgün furúmieguarügü cátei, adǘga lumúti. Ítara lúba, luágu berérun mósu lídin sándi lueí numúsun.
MAT.8.10	Dan le lagáambunbalin Jesúsu le laríñagubei gumándan ligía ába laweíridun lanígi, ába laríñagun joun ja afálarubalin.
MAT.8.10	—Ninárün jáu luágu madárigidina lan wügǘri weíri tafíñen ni jádan numútuniña Israelítagu quei wügǘri le. 
MAT.8.11	Naríñajare jun luágu sarágujaba lan já meja ibídiñejabubaña lun Búngiu ñǘbintiña lueígiñe oúbaü le ñígiñe lubeí laboúcha wéyu, jáma le ñígiñe lubeí lálüda, ábame jañúurun eíga lúma Abrahám, Isáac lúma Jacób lídan arúeijani le lánina siélu. 
MAT.8.12	Ánjeinti já yebe lúnbaña lídan jamá arúeijani ligía jaságarúba bougudín, ábame jádarúniwa lídoun luweírin-ágei lubúriga, ábame jayájuajan, ábame lacǘnrinjan jári le luweírin jagárigu.
MAT.8.13	Ába laríñagun Jesúsu lun gumándan ligía.
MAT.8.13	—Beíba búbiñoun, le uágubei bafíñera, ladügǘba bun.
MAT.8.13	Ába lareídagun músu ligía lídan óra ligía.
MAT.8.14	Ába lídin Jesúsu lúbiñe Pédro, ába ladárirunun límenidi Pédro roun láu abíruaü. 
MAT.8.15	Ába lagúurun luágu tújabu, ába lagídarun abíruaü tueí, ába tásaarun, ába tagúmeserun esériwidaña.
MAT.8.16	Dan le lagúñedunbei, ába janǘgün sarágu gürígia ja gawágutiña espíritugu wuríbatiña lun Jesúsu, ába laságajaniña espíritugu wuríbatiña jagía jaweí láurügü ában dimúrei, areídaguagüda láña sun ja sándibaña. 
MAT.8.17	Lasúseredunbei sun le lun lagúnfulirun lé meja uágubei ladímureja proféta Isaías dan le laríñagunbei luágu Jesúsu. “Barǘ lumuti wadébilin, gidálei wasándigu.”
MAT.8.18	Dan le laríjin Jesúsu luágu sarágu jáña lan gürígia geyégu láu, ába líchugun dimúrei lun jájiñuragun ligía jáma láni disípulugu loubáfurugun dúna. 
MAT.8.19	Ába layárafadun ában arúfudajati lilúrudun Moisés lun Jesúsu, ába laríñagun lun.
MAT.8.19	—Maésturu, buséntina nafálarunibu le ñíjin lumúti bídin.
MAT.8.20	Ába loúnabuni Jesúsu.
MAT.8.20	—Darítiña gasígamu júyu lun jaganoún ñi, gádibutiña gíñe dunúru, ánjeinti áu le Wügǘri Garaǘwarügüti, madáritina ni jalíaba lan nabálachagüdei nichǘgü.
MAT.8.21	Laríñaga ában jádaangiñe láni disípulugu lun.
MAT.8.21	—Nabúreme, buséntina nafálarunibu, lárigiñeme loúnwen núguchi, buná neíme, ábame nafálarunibu.
MAT.8.22	Ába loúnabuni Jesúsu.
MAT.8.22	—Falábana guetó, ígira báña ja jiláñubaña lun cátei le lánina larúeijan Búngiu lun jábununiña jegéburi.
MAT.8.23	Ába ládinun Jesúsu tídoun ugúnein, ába joúdin láni disípulugu lúma. 
MAT.8.24	Sódini ába láfuragun ában garábali jéreti, ába lebélujan lugúdi barána tídoun ugúnein. Larúmuguñati Jesúsu. 
MAT.8.25	Ába jagágudajani láni disípulugu, ába jaríñagun lun.
MAT.8.25	—¡Wabúreme, séfu báwa! ¡Wadíbiragua!
MAT.8.26	Ába loúnabuniña.
MAT.8.26	—¿Cásan uágu janúfudeda? ¡Loúgua tafíñen jugúya le!
MAT.8.26	Ába lásaarun, ába ladeínjan lun garábali lúma barána, ába lagálumadun. 
MAT.8.27	Ába laweíridun janígi, ába jaríñagun.
MAT.8.27	—¿Cáteisan wügǘri le, agáamba lubálin garábali lúma barána?
MAT.8.28	Dan le lachǘlürün Jesúsu loubáfurugu dúna, jageíroun Gadárana, ába jáfuridun bián wügǘriña lídaangiñe buri umúajaü achigíti luágu dǘbü, ába jayábin luágun. Biángubei jagía, jáuñanu espíritugu wuríbatiña áni janárimetiti jagáñi darí lun siñá lan jásügürün gürígia lídaangiñe ǘma ligía. 
MAT.8.29	Ábati jagúarajan ítara.
MAT.8.29	—¿Cásan uágu bemétera wámoun, Jesúsu Liraǘ Búngiu? ¿Biábiña asúfuriragüdawa lubáragiñe dan le lánina asúfuriruni?
MAT.8.30	Ñíñanu sarágu büíruju eíga madíse ñígiñe, 
MAT.8.31	ába jayúmuragun espíritugu wuríbatiña ja lun Jesúsu, jaríñaga lun.
MAT.8.31	—Ánjawa baságara, ígirabá lun webélurun jádoun büíruju ja.
MAT.8.32	Ába laríñagun Jesúsu joun.
MAT.8.32	—¡Jeíbati jádoun!
MAT.8.32	Ába jáfuridun espíritugu wuríbatiña jagía jádaangiñe wügǘriña jagía, ába jebélurun jádoun büíruju, ába jáguragun büíruju jagía joúngua lueígiñe ában gudúungu, ába jáburujan dúnarugun, ába jañáradagun.
MAT.8.33	Ába janúfudedagun ja oúnigirubaliña büíruju, ába jeíbaagun, jachǘlün aǘdübü, ába jabájüdaguni le asúseredubei joun büíruju lúma joun wügǘriña já buga jáubaña espíritugu wuríbatiña. 
MAT.8.34	Ábati jayábin sun lílana fulásu ligía lúmoun Jesúsu, ába jayúmuragun lun lun láfuridun jageíragiñe.
MAT.9.1	Ábati ládinun Jesúsu tídoun ugúnein tugúya, ába lánjiñuragun loubáfurugun dúna, ába lachǘlürün lageíroun. 
MAT.9.2	Ába janǘgün ában wügǘri derégüdaali lun, roun tídan lubárari. Dan le laríjinbalin Jesúsu luweírin jafíñen, ába laríñagun lun sánditi ligía.
MAT.9.2	—Ragǘba gurásu, niraǘ, ferúdunawati bifígoun.
MAT.9.3	Ñíñanuti jádaangiñe arúfudajatiña lilúrudun Moisés, aríñagutiña joúnguarügü. “Lanábaguñeigan wügǘri le Búngiu láu dimúrei le laríñagubei.” 
MAT.9.4	Queíti subúdi lubálin Jesúsu le uágubei jasáminara, ába laríñagun joun.
MAT.9.4	—¿Cásan uágu luríbanbei jisáminan ítara? 
MAT.9.5	¿Cátimasan ménreengúnbei laríñawagúniwa. “Ferúdunawati bifígoun”, ódi “Sarába, beíbuga”? 
MAT.9.6	Narúfudaaliti jun luágu gabáfu nan, áu le Wügǘri Garaǘwarügüti, lun ferúduna nan figoú.
MAT.9.6	Ába laríñagun lun sánditi ligía.
MAT.9.6	—Sarába, budáboun bubárari, beíba búbiñoun.
MAT.9.7	Ába lásaarun sánditi ligía, ába lídin lúbiñoun. 
MAT.9.8	Dan le jaríjinbaalin gürígia cátei le, ába laweíridun janígi, ába jadímurejan buíti luágu Búngiu luágu líchuguni ubáfu le joun wügǘriña.
MAT.9.9	Ába lídin Jesúsu ñígiñe, ába laríjinina, áu le gíribei Matéo, le abǘrüjabarun líburu to. Agúburajatina meja liseínsuna gumádi, ñun níña lídan nubára lánina agúburajani wéyu ligía dán le lásügürünbei Jesúsu ñígiñe. Ába laríñagun nun.
MAT.9.9	—Falábana, queímoun núma queísi náni disípulu.
MAT.9.9	Ába násaarun, ába nafálaruni.
MAT.9.10	Lárigiñe, ñun líña Jesúsu eíga, sarágu jáña giñéti ja agúburajabalin liseínsuna gumádi jáma ámu gafígountiña eíga lúma úara jáma láni disípulugu. 
MAT.9.11	Dánti le jaríjini fariséogu cátei le, ába jaríñagun joun láni Jesúsu disípulugu.
MAT.9.11	—¿Ída liñásan leíginbei jumáesturun jáma agúburajatiña liseínsuna gumádi lúma jáma ámu gafígountiña?
MAT.9.12	Ába lagáambuni Jesúsu, ába laríñagun joun.
MAT.9.12	—Ja magádiebaña mabúseeruntiña surúsia, ja sándibaña, jagía busénbaña surúsia. 
MAT.9.13	Furéndei jumeí ca lan laníchigubei le uágubei laríñaga Búngiu tídan Lerérun. “Buséntina lun gudémejabu jumá, máma lun jadágaragüdün anímaalu nun.” Máma niábiña áluajaña ja magádiebaña ligíbugiñe Búngiu, niábiña áluajaña gafígountiña lun jasáansiruni ligáburi joúserun.
MAT.9.14	Ábati jayábin ja láni Juan le abásteragüdajabei disípulugu, ába jaríñagun lun Jesúsu.
MAT.9.14	—¿Ánsan wagía jáma fariséogu ayúnara wabeí sarágu, ánjaña báni disípulugu mayúnaruntiña?
MAT.9.15	Ába líchuguni Jesúsu jémpulu le joun luágu iséri larúfudajan lúma binádu, laríñaga.
MAT.9.15	—¿Gayáraati funági jíruñu jamá ja amísurajoúbaña lídoun ában maríei dan le niján lan adári jáma ñi? Lachǘlürüba wéyu lun lúadun adári jáma, ligíaalime jayúnarun.
MAT.9.16	‘Siñáti táfadajoún gamísa ñulújaru táu murúsun to derégiru ladǘga dánme le tacháwaragun to derégiruboun ábame tajeíridagun to ñulújaruboun, ábatimámeti laweíridun jeíriti. 
MAT.9.17	Siñáti gíñe léserúniwa bínu le isérigili lídoun guéru le binádujali, ánjein adügǘwa ítara, ábame lafaǘnchün guéru dánme le liñúrun bínu, féridiwa ligíameti gúeru, féridiwa bínu. Ligía lúnti lubeí léserúniwa bínu iséri lídoun guéru iséri, ítara lúba lesériwidun biángubei.
MAT.9.18	Dan ñíñein lan Jesúsu arúfudajei sún buri cátei le, ligía liábin ában ábuti jádaangiñe juríu, ába lájuduragun ligíbugiñe, ába laríñagun lun.
MAT.9.18	—Sun líña toúnwen nisáani, ánjabu ñǘdün lun bíchuguni bújabu tuágu, táguyuguba.
MAT.9.19	Ába lásaarun Jesúsu, ába lídin lúma ñi jáma láni disípulugu. 
MAT.9.20	Ñíñounti ában wǘri ǘmada sánditu, dúusu irúmu táu láu lésejan jítaü tídaangiñe, ába tayárafadun lun Jesúsu lanágangiñe, ába tagúurun luágu táru lanáangun, 
MAT.9.21	taríñaga túnguarügü. “Láurügü nagúurun tuágu lanáangun nareídaguba.” 
MAT.9.22	Ába lagáraragun Jesúsu, ába laríjinun, ába laríñagun tun.
MAT.9.22	—Ragǘba gurásu niraǘ, areídaguaadibu ladǘga bafíñen.
MAT.9.22	Lúmagiñe óra ligía ába tareídagun.
MAT.9.23	Dan le lachǘlürün Jesúsu lúbiñoun buga ábuti ligía, dan le laríjiniña íñaajatiña aráanseña lun ábunajani, añája gürígia areíncha, 
MAT.9.24	ába laríñagun joun.
MAT.9.24	—Furíjuma yágiñe, moúnwengiru irájü to, tarúmuguña.
MAT.9.24	Ába jéjerajan láu. 
MAT.9.25	Dan le furígüda láaña sun gürígia, ába lebélurun, ába lárügüdüni tújabu irájü tugúya, ába tásaarun. 
