MAT.1.1	Bɨ səŋ bɨ̂tà bɨ atsə bɨ Yesu Kristo, yìi mə à lɛ mfɛ̀'ɛ̀ a atsə David, mu Abraham aa mə:
MAT.4.24	Ànnù ǹloŋ ŋgaà yì a lɛ ntɨgə nsɛɛnə a mûm àla'a Syria tsɨ̀mə̀. Bə̀ tɨgə̀ ǹlɔgə nɨ̂ ŋ̀gàŋmɨghɔ̀ɔ̀ jyaa tsɨ̀m, tsi'ì bə̀ bìi bɨ lɛ sɨ ghɔ̀ɔ̀ nɨ mɨ̀ghɔ̀ɔ̀ a mbuu mbuu, bo bə̀ bìi mə bɨ lɛ sɨ yu'u nyaŋə a mbuu mbuu aa, bə̀ bìi mə bɨ̀ demon lɛ ntswe a nu bo aa, ŋ̀gǎŋwo abùbùrə̀, bo bɨ̀ bɨ̀bwɛ̀nkə̀ ǹzi nɨ bo, a kɨɨ̀ ŋ̀ghurə waa. 
MAT.4.25	Mɨ̀nnɔ̀ɔ̀ mî ghà'àtə̀ lɛ ntɨgə nlo a mbù'u Galilea bo bɨ̀ nɨ a Njɔ̀'ɔ Ɨla'a Nɨghum, ǹlo a Yerusalem, nɨ a Yudea, nɨ a njii ŋkǐ Jordan ǹyoŋə nìi.
MAT.5.1	Yesu à yə̀ mə nnɔ̀ɔ̀ bə̂ wa ntɨgə ŋkɔ'ɔ ŋghɛɛ a atu nta'a, ntswe a nsyɛ, ŋgǎŋyəgə̂nnù ji ɨ yôŋ ǹtswe ghu mbɛ̀ɛ̀. 
MAT.5.2	A lɔgɨ̀nə̀ ŋ̀ka ndɨ'ɨ waa mə:
MAT.5.3	“M̀bɔɔnə a mbo bə̀ bìi mə bo fumə a mûm Àzwì aà, ǹloŋ mə ànnù nɨfɔ̌ aburə à nɨ̂ à yaa.
MAT.5.4	“M̀bɔɔnə a mbo bə̀ bìi mə mɨ̀ntɨɨ̀ myaa luu nɨ̂ àjəŋnə̀ aà, ǹloŋ mə bɨ ka tɨgə bɔrɨsə mɨ̂ntɨɨ̀ myaa.
MAT.5.5	“Mbɔɔnə a mbo bə̀ bìi mə bɨ bɔnə aà, ǹloŋ mə bo ka yǐ jɨ mbi yù aà.
MAT.5.6	“M̀bɔɔnə a mbo bə̀ bìi mə njì ɨ yaŋə nɨ̂ waa mɨ̀ntɨɨ̀ myaa kɨɨ̀ ǹloo nloŋ ɨnnù jìi ɨ tsinə aà, nloŋ mə bo ka yǐ ywurə.
MAT.5.7	“M̀bɔɔnə a mbo bə̀ bìi mə bɨ ko mɨlɨ̀ŋnə̀ bə̀ bi mɔ'ɔ aà, ǹloŋ mə bɨ ka yǐ kɨɨ ko mɨlə̀ŋnə̀ wàà.
MAT.5.8	“M̀bɔɔnə a mbo bə̀ bìi mə mɨ̀ntɨɨ̀ myaa mɨ laa aà, ǹloŋ mə bo ka yǐ yə Nwî.
MAT.5.9	“M̀bɔɔnə a mbo bə̀ bìi mə bɨ fà'à a ŋghɨrə mə tâ m̀bɔɔnə tswe a tɨtɨɨ̀ bə̀ aà, ǹloŋ mə baa yǐ tɨgə twoŋə waa nɨ bɔɔ bɨ Nwî.
MAT.5.10	“M̀bɔɔnə a mbo bə̀ bìi mə bɨ tsɔ'ɔ akòrə̂ yaa nloŋ mə bo ghɨ̀rə annù yìi a tsinə aà, ànnù nɨfɔ̌ aburə a nɨ̂ àyaa.
MAT.5.11	“M̀bɔɔnə a mbo bù mə mbə bə̀ ka mbəgɨtə nɨ̂ ghuu, ǹtsɔ'ɔ nɨ̂ àkòrə̂ yuu, ŋkɨɨ nswoŋə nɨ̂ m̀buu ɨnnù jì bɨ̂ tsɨ̀m, tsi'ì àdàŋə̀ dàŋə̀ a atu bù ǹloŋ ŋgaa yà aà. 
MAT.5.12	Nɨ̀ ka ndorɨtə ŋkɨɨ ŋwyɛ nsəgɨtə nloŋ mə mɨ̀tsɔ'ɔnə̀ mɨ afà'à mìi mɨ gha'a aa mɨ tswe mbo bù a aburə aà. Ǹloŋ mə à kɨ mbə ajàŋ yìi bɨ lɛ sɨ tsɔ'ɔ akorə ŋgǎŋntoo Nwî jìi ɨ lɛ ntswe a mbii bù aà.
MAT.5.13	“Nɨ̀ laa mbə fɨ̂ŋgwaŋ a mbô m̀bî. Lâ m̀bə fɨ̀ŋgwaŋ fɨ tuu nìi bǔ kɨ lìì, boŋ bɨ ka tɨgə bǔ ghɨ̀rə aa mə akə tâ fɨ̀ bǔ ka nlii aa ɛ? Kaa fɨ sɨ̀ nɨ̂ àfà'à bǔ ntswe, ntɨgə mbə aa mə tâ bɨ̀ me'e tâ bə̀ tɨgə ntəəntə ghu nɨ mɨ̀kòrə̀.
MAT.5.14	“Nɨ̀ laa mbə ŋkà'a mbi ghù. Kaa mbə bɨ wa'ǎ njɔ̀'ɔ̀ àla'a yìi ɨ̀ təə a atu nta'a aa lɔ̀'ɔ̀sə̀. 
MAT.5.15	Kaa bə̀ sɨ lâm kosə nnɨŋə nɨ a mûm àntɔ̀ɔ̀ ŋkusə, bɨ bàŋnə̀ ǹtɛ'ɛ aa bə a atu atɛtɛ̀, ŋ̀kà'â yi wa ɨ tɨgə̀ ǹta ŋke'etə nɨ bə̀ bɨ̀tsɨ̀m a mûm ǹdâ. 
MAT.5.16	Ma mùu ajàŋ, nɨ̀ ghɨrə tâ ŋ̀kà'â ghuu ka nta a nsi mi'i bə̀, tâ bo ka nyə ɨnnù jî sɨgɨ̀nə̀ jìi nɨ ghɨ̀rə̀ aa ta tɨgə gha'asə Taà ghùù yìi à tswe a aburə aà.
MAT.5.17	“Nɨ̀ tsee wa'atə mə mə̀ zì aa a mbwɛsə nɔ̀ŋsə̀ yìi à tswe a mûm àŋwà'ànə̀ Moses kə̀ ànnù yìi a tswe a mûm àŋwà'ànə ŋgǎŋntoo Nwî aà. Kaa mə̀ sɨ̀ zì aa a mbwɛsə nɔ̀ŋsə̀, mə̀ zì aa bə a nlwensə. 
MAT.5.18	Mə̀ swoŋ tsi'ǐ annù nɨ̂ŋkoŋ a mbo bù mə kaa nɨ̀li'i nɨ̂ àŋwà'ànə̀ nî fùùrə̀ kə̀ àntsɔ̀'ɔ̀nə̀ yî fùùrə̀ kaa ka yì wa'à bwɛ wa nɨ̂ àŋwà'ànə̀ nɔ̂ŋsə̀ ǹywe'e a noò yìi mə abùrə̀ bo ǹsyɛ ka yǐ tsyà aà; bɨ ka yǐ ghɨ̀rə ɨnnù jìi ɨ tswe ghu aa tsi'ì tsɨ̀m ya'a. 
MAT.5.19	Ŋù tsù yìi mə a wò tsi'ì ǹdɨ'ɨ yì kə̀gə yî mɔ̀'ɔ a nɨ̂ ǹdɨ'ɨ ma jû, ŋ̀kɨɨ ntɨgə ndɨ'ɨ nɨ a mbo bə̀ bî mɔ'ɔ mə bɨ̀ ka ŋghɨrə mala aa, bɨ ka yǐ twoŋə yi nɨ ŋù yî kə̀'ə̀tə nsɨgə nlwi'i a mûm ànnù nɨfɔ̌ aburə. Lâ ŋù yìi mə a lə̀ə ndɨ'ɨ mà jû ŋ̀kɨɨ mmɨrɨsə nɨ bə̀ bî mɔ'ɔ mə bɨ̀ kɨɨ ŋka nləə aa, bɨ ka yǐ twoŋə yi nɨ ŋù yì ŋ̀wè a mûm ànnù nɨfɔ̌ aburə.
MAT.5.20	Mə̀ swoŋ a mbo bù mə, mbə ɨnnǔ juu tsuu tsinə ɨ tsyatə ji ŋgǎŋndɨ'ɨ nɔ̀ŋsə̀ bo bɨ̀ ji baFarɨsai, bəə boŋ kaa nɨ̀ ka yǐ wa'ǎ a mum annù nɨfɔ̌ aburə kuù.
MAT.5.21	“Nɨ̀ yu'u mə bɨ lɛ sɨ swoŋə a mbo bə̀ a mbìì mə, ‘Tsee ŋû zwitə; ŋù yìi mə à ghɨ̀rə mala aa bɨ ka lɔ̀gə̀ yi ŋghɛɛ nɨ ghu a ndântsɔ̀'ɔ̀tə mɨ̀sa'à.’ 
MAT.5.22	Lâ, mə̀ swòŋə a mbo bù mə: ŋù yìi mə à lwìsə ntɔŋ a nû ǹdɨ̂m yì aa,
MAT.5.23	M̀bə ò yǐ nzì nɨ̂ ǹjoo mmà'anwì jo a nsi nɨ̀kèntə̀ nɨ mɔ'ɔ nɨ mmà'anwì, ŋ̀wa'atə mə ò fànsə annù a mbo ndɨm ghò, 
MAT.5.24	ò ma'àtə̀ ǹjoo mmà'anwì jya wa mbɛ̀ɛ nɨ̀kèntə̀ nɨ mɔ'ɔ, mfoo ŋghɛ̀ɛ̀ bǔ ndɨm ghò wa mâŋsə̀ ànnù ya, mbɔŋ tâ ò zi mfa njoo mmà'anwì jo jyâ.
MAT.5.25	“M̀bə ŋù yìi à nɨ̌ŋ ɨsa'a a nu wù a lɔgə gho ŋka ŋghɛɛ nɨ wò a kɔrə̀, ò swoŋ bu yu mâŋsə̀ ɨ̀sa'a wa a mânjì m̀bɔŋ ghɛɛ kuu wâ kɔrə̀; ǹloŋ mə bu yu bə ghɛɛ kuu ghu, boŋ à ka ghɛɛ fa gho a mbo ŋ̀gàŋnsa'a mɨ̀sa'a tâ à tɨgə mfa gho a mbô ŋ̀gàŋmbɛ̂ àtsàŋə̀ tâ à ghɛɛ nnɨŋə gho a atsaŋə̀. 
MAT.5.26	Mə̀ swǒŋ tsi'ì ànnù nɨ̂koŋ a mbo wò mə ò bə kuu wa atsaŋ boŋ ò ka tɨgə tswe ghu ɨ ywe'e a noò yìi ò ka yǐ màŋsə tu ŋkabə yìi mə o tswa nii ghu aa tsi'ì ǹtsɨ̀m, ɨ sɨgə ywe'e nɨ̂ ànini yìi a lwi'i aà.”
MAT.5.27	“Nɨ̀ lɛ nyu'u bɨ swoŋ a mbìì mə, ‘Tsee annǔ mâghàbə ghɨ̀rə̀.’ 
MAT.5.28	Lâ mə̀ swǒŋ a mbo bù mə, ŋù yìi mə à lèntə mâŋgyɛ̀ nyə'ətə yi aa, à ghɨ̀rə̀ mə annǔ mâghàbə bo yu a mûm ǹtɨɨ yu. 
MAT.5.29	Maa ajàŋ m̀bə nɨ̀li'ì no nì mà'à nɨ ghɨ̀rə mə tâ ò wo a mûm ɨnnù jî bɨ, ò twe'è m̀me'e! A bɔŋ mə tâ ò bwɛ adɨgə nû yo yǐ mɔ'ɔ ntsyatə mə tâ bɨ̀ yi mmà'a ɨbɨɨ nû gho tsɨ̀m a mum mɔ'ɔ Satan.
MAT.5.30	M̀bə abô yo yì mà'à a ghɨrə mə tâ ò wo a mûm ɨ̀nnù jî bɨ, ò kwyɛ̂ m̀me'e! A bɔŋ mə tâ ò bwɛ nɨkwɛɛ̀ no nǐ mɔ'ɔ ntsyatə mə tâ bɨ̀ yi mmà'a ɨbɨɨ nû gho tsɨ̀m a mum mɔ'ɔ Satan.
MAT.5.31	“Bɨ lɛ swoŋ mə, ‘Ŋù yìi à fì'i ŋgwɛ̂ yì a nda yu aa, tâ à yə mə yu fa àŋwà'ànə̌ nsà'ànə nɨ̀yɔ'ɔ ghu mbô.’ 
MAT.5.32	Lâ, mə̀ swǒŋ a mbo bù mə, m̀bə ŋù a fi'i ŋgwɛ̂ yì a nda yu, ntsuu nloŋ aa annǔ atsùùrə bə, bəə boŋ à ghɨ̀rə̀ aa mə tâ à tɨgə màŋgyâ àjɨrə̀; ŋùmbâŋnə̀ yìi à yɔ̀'ɔ yi aa, a ghɨrə̀ aa annǔ mâghàbə̀ bo màŋgyɛ̀ ma wâ.
MAT.5.33	“Nɨ̀ nyu'u mə bɨ lɛ sɨ swoŋə a mbìì mə, ‘Nɨ̀ tsuu kɨ kàà ànnù a mbwe'esə bə̀, lâ m̀bə ò tɛ'ɛ ŋkaa a mbo M̀mà'àmbi mə o ka ghɨ̀rə annù, ò ghɨ̀rə̀ ànnù ma yâ.’ 
MAT.5.34	La mə̀ swǒŋ a mbo bù mə, nɨ̀ tɛ'ɛ tsuu burə kɨ kaa kàà. Nɨ̀ yi tɨ kà'a annù nɨ̀ tsuu kɨ kàà. Nɨ tsee nɨ̂ àbùrə̀ kàà, ǹloŋ mə àa adɨ̀gə̀ yìi mə àbə̀rə̀ Nwî a tswe ghu aà; 
MAT.5.35	kə̌ a nsyɛ, nloŋ mə àa adɨ̀gə yìi mə Nwǐ a tɛtə mɨkòrə̂ mi ghu aà; kě nɨ̂ Yerusalem, ǹloŋ mə àa ǹjɔ̀'ɔ̀ àla'à M̀fɔ̀ yî ŋ̀wè aà. 
MAT.5.36	Nɨ̀ tsee kɨ kàà nɨ̂ àtû yuu, nloŋ mə kaa mbə nɨ̀ wa'ǎ ɨnùŋ yî m̀fù'ù kə̀ yî m̀fìì ghɨrə̀ aà. 
MAT.5.37	Tâ ànnù yìi mə nɨ̀ ka kɨ swoŋə aa tâ bə tsi'ì ‘ɨ̀ɨ̀ŋə’ kə̀ ‘ŋ̀gaŋ’; ànnù yi dàŋ yìi nɨ̌ bù ǹswoŋə aa a tɨgə nlo aa a mbo ŋù yì mbɨ wâ.
MAT.5.38	“Nɨ̀ lɛ nyu'u mə bɨ lɛ nswoŋ mə, ‘Nɨ̀li'i a atu nɨ̀li'ì, bo bɨ̀ nɨ̀sɔ̀ŋə̀ a atu nɨ̀sɔ̀ŋə̀.’ 
MAT.5.39	La mə̀ swòŋə a mbo bù mə, tsuu ɨbɨ yìi ŋù yì mbɨ a ghɨrə nu bù kɨ tuu. Lâ m̀bə ŋù a fɛɛ nɨgha'à no ni abô mà'à, ò bəŋkə̀ nî mɔ'ɔ mfa ghu mbô. 
MAT.5.40	M̀bə ŋù a lɔɔ gho nɨ̀ ɨ̀sa'a ŋka nlɔɔ mə yu kwɛrə atsə̀'ə̂ yo yì mà'à, ò kɨ̀ m̀fa akutə̀ yo ghu mbô. 
MAT.5.41	M̀bə ŋù a gaansə gho mə tâ ò kwɛtə yi tâ bu yu ghɛɛ mile yî m̀fùùrə̀, ò bii bu yu bâŋnə̀ ŋ̀ghɛɛ bi baà. 
MAT.5.42	M̀bə ŋù a yi nlɔɔ ayoo a mbo wò ò fâ, ǹtsee tuu a ntsɔ'ɔsə ŋù nɨ̂ àyoò.
MAT.5.43	“Nɨ̀ lɛ nyu'u bɨ swoŋ mə, ‘Ka kɔ̀ŋə̀ a ndɨ̂m ghò, ŋ̀ka mbaa ŋgàŋkɨ̀bàâ ghò.’ 
MAT.5.44	La mə̀ swòŋə a mbo bù mə, nɨ̀ ka ŋkɔŋ ŋgàŋkɨbàâ juu, ŋ̀ka ntsa'atə nɨ̂ Nwî a atu bə̀ bìi bɨ tsɔ'ɔ akòrə̂ yuu aa, 
MAT.5.45	tǎ tɨgə bə bɔɔ bɨ Taà ghùù yìi à tswe a aburə aà; ǹloŋ mə a ghɨ̀rə nɨ̀nòò yì a tâ nɨ a atu bə̀ bî bɨ bo bɨ̀ bì sɨgɨ̀nə̀, ŋ̀ghɨrə m̀bəŋ ɨ loò nɨ̀ bə̀ bìi annû yaa a tsinə aa bo bɨ̀ bìi annû yaa sɨ̀ tsinə̀ aà. 
MAT.5.46	M̀bə nɨ̀ ka ŋkɔŋ aa tsi'ì bə̀ bìi bɨ kɔ̀ŋə̀ ghuu aa, boŋ mbə Nwì a bû ǹtsɔ'ɔ ɨfà'à ghuu aa a ya aa ɛ? Tsi'ì ŋ̀gǎŋkwɛrə bɨ̀tax, bɨ sɨ ma mùu ajàŋ ghɨrə aa ɛ?
MAT.5.47	M̀bə nɨ̀ ka ntwoŋtə aa tsi'ǐ bɔɔ bɨ maà buu, boŋ kwensə nɨ̂ ànnù yìi nɨ ghɨ̀rə̀ aa à nɨ̂ àkə̀ aa ɛ? Tsi'ì bɨ̀tɨzi Nwî, bɨ sɨ maa ajàŋ kɨɨ ŋghɨrə aa ɛ?
MAT.5.48	Nɨ̀ ghɨrə tâ ɨ̀nnù juu ɨ bɔŋ màŋsə̀ tsi'ì àjàŋ mə Taà ghuu a aburə à bɔ̌ŋ màŋsə̀ aà.
MAT.6.1	“Nɨ̀ ka ntsyɛsə ghuu ntsuu ɨnnù jìi mə ɨ tsinə aa a nsi mi'i bə̀ kɨ ghɨ̀rə̀ bə mə tâ bɨ̀ ka nyə ghuu. Ǹloŋ mə nɨ̀ bə kɨ ghɨ̀rə̀ maa ajàŋ boŋ kaa nɨ̀ ka wa'ǎ mɨtsɔ'ɔnə̀ mɨ ɨfà'à a mbo Taà ghùu yìi à tswe a aburə aa kwɛrə̀.
MAT.6.2	“Maa ajàŋ, nɨ̀ yi tɨ fa ayoo a mbo ŋ̀gàŋə̂fumə nɨ̀ tsuu ntàŋ kɨ tɔŋə, tsi'ì tsǒ ajàŋ mə ŋgǎŋabagɨlə ɨ ghɨ̀rə a ndaŋghotə bo bɨ a nɨ mɨ̂mfàŋnə̀ mə tâ bɨ̀ ka ŋgha'asə wa aà. Mə̀ swòŋə a mbo bù tsi'ǐ annù nɨ̂koŋ mə bo kwɛ̀rə̀ mə̂ mɨtsɔ'ɔnə̀ mɨ ɨfà'â myaa mɨtsɨ̀mə̀. 
MAT.6.3	Lâ nɨ̀ yi mbàŋnə̀ tɨ fa ayoo a mbo ŋ̀gàŋə̂fumə, nɨ̀ tsuu ŋghɨrə mə tâ àbô yuu yî ŋ̀kwàbə̀ à zi ayoo yìi mə àbo yì mà'à a tugɨtə aà. 
MAT.6.4	Ta tâ ǹjoo jya mə nɨ fa aa tâ ɨ̀ tswe a alɔ̀'ɔ̀sə̀, boŋ Taà ghùu yìi mə a yə ɨdɨgə a alɔ̀'ɔ̀sə̀ aa, à ka tsɔ'ɔ ɨfà'â ghuu.
MAT.6.5	“Nɨ̀ yi tɨ tsà'àtə̀ Nwî nɨ̀ tsuu bə tsi'ì tsǒ ŋgǎŋəbagɨlə̀ mə bo kɔ̀ŋə mə bo kɨ bɨɨnə təə nɨ a ndaŋghotə kə̌ a mbɛ̀ɛ̀ mɨ̂mfâŋnə̀ mə bə̀ ka nyə waa aà. Mə̀ swòŋə a mbo bù tsi'ǐ annù nɨ̂koŋ mə bo kwɛ̀rə̀ mə̂ mɨtəŋnə̂ myaa. 
MAT.6.6	Lâ nɨ̀ yi mbàŋnə̀ tɨ tsà'àtə̀ Nwî, nɨ̀ kuu ŋghɛ̀ɛ̀ a mûm ǹja'à ǹda bù, ǹtsetə abà'à, m̀bu'u mbo a mbo Taà ghùù yìi à tswe alɔ̀'ɔ̀sə̀ aa, boŋ Taà ghùù yìi a yə ɨdɨgə alɔ̀'ɔ̀sə̀ aa, à ka təŋə ghuu.
MAT.6.7	“Nɨ̀ yi tɨ tsà'àtə̀ Nwî, nɨ̀ tsuu bu'usə̀ kɨ ghàà mɨ̀ghàà bə̂ àdàŋə̀ dàŋə̀ tsi'ì tsǒ ajàŋ yìi mə bɨ̀tɨ̀zî Nwî bɨ ghɨ̀rə̀ aà. Ǹloŋ mə bo wa'atə nɨ mə Nwɨ̀ŋgɔ̀ŋ à ka yu'u nɨyə̀'ə̂ nyaa ɨ yòŋə̀ aa mɨghàâ mya mî ghà'à ŋ̀gha'a. 
MAT.6.8	Nɨ̀ tsuu tsǒ bo bə, ǹloŋ mə Taà ghùù à zi njoo jya jìi mə nɨ boŋə aa mbɔŋ tâ nɨ̀ ka mbetə. 
MAT.6.9	Nɨ̀ tɨgə ŋka ntsa'atə Nwì aa laà mə:
MAT.6.9	Taà yi'i a aburə,
MAT.6.9	ghɨ̀rə̂ tâ bɨ̀ ka ŋgha'asə Ɨkûm ghô.
MAT.6.10	Tâ ànnù nɨfɔ̂ yo â zi,
MAT.6.10	Ta bǎnsyɛ aa nyu'u ndɨ'ɨ̀ jo tsǒ bǎburə.
MAT.6.11	Fa mɨjɨ mìi mə mɨ ku'unə a mbo bì'ì sii aà.*f*
MAT.6.12	Lì'ìnə ɨfansənnù ji'i a ajàŋ mə bì'i kɨɨ nli'inə nɨ̂ jî bə̂ bìi bɨ fànsə̀ a nu bì'ì aà.
MAT.6.13	Ǹtsuu bii bì'ì kwo a ŋkɨ̀rə̀ Satan bə̀. Lâ yweensə yi'i nɨ̂ ɨ̀nnù jì bɨ̂.*f*
MAT.6.14	“Ǹloŋ mə nɨ̀ bə kɨ lì'ìnə ɨfansənnù bə̂, bəə boŋ Taà ghùù yìi à tswe a aburə à ka kɨɨ lì'ìnə̂ juu. 
MAT.6.15	Lâ m̀bə nɨ̀ tsuu ɨfansənnù bə̂ kɨ lì'ìnə bəə boŋ kaa Taà ghùù kaa à ka wa'à juu ka nli'inə.
MAT.6.16	“Nɨ̀ yi tɨ si'isə ɨbɨɨ nû ghuu tɨ jɨ, nɨ̀ tsuu kɨ jəŋnə tsi'ǐ tso ŋgǎŋəbagɨlə̀ ǹloŋ mə bo tsuŋ mɨ̂nsî myaa mə tâ bə̀ ka nyə mə bo si'isə̂ ɨ̀bɨɨ nû waa tɨ jɨ̂. Mə̀ swòŋə a mbo bù tsi'ǐ annù nɨ̂ŋkoŋ mə bo kwɛ̀rə̀ mə̂ mɨtəŋnə myaa mɨtsɨ̀mə̀. 
MAT.6.17	Lâ nɨ̀ yi mbàŋnə̀ tɨ si'isə ɨbɨɨ nû ghuu tɨ jɨ, nɨ̀ ka nsi'itə mɨ̂nsî muu nyɔ'ɔ, 
MAT.6.18	tâ bə̀ tsee yə mə nɨ̀ sì'ìsə̂ ɨbɨɨ nû ghuu tɨ jɨ̂. Tâ Taà ghùù yìi à tswe alɔ̀'ɔ̀sə̀ aa, tâ yə. Boŋ Taà ghùù wa mə a yə ɨdɨgə a alɔ̀'ɔ̀sə̀ aa, à ka tɨŋə ghuu.
MAT.6.19	“Nɨ̀ tsuu afù'û yuu a ɨtà fàa nsyɛ kɨ lə̀ə̀, a adɨgə yìi mə mbə nsə̀gə̀ ɨ̀ kurə kə̀ ǹtsə̀bə̀ ɨ̀ kô, kə̀ bɨ̀yə̀rə bəgə nyə̀rə̀ aà. 
MAT.6.20	Nɨ̀ baŋnə ka ləə afù'û yuu bə a atǎ aburə, a adɨgə yìi mə m̀bə̂ ǹsə̀gə̀ ɨ̀ wa'à kurə, kaa ntsə̀bə̀ wa'à kɨ̀ ŋ̀ko, kaa bɨ̀yə̀rə wa'à kə̀ m̀bəgə nyərə. 
MAT.6.21	Ǹloŋ mə adɨ̀gə̀ yìi mə afù'û yo a tswe ghu aa, ǹtɨɨ̀ gho ɨ ka kɨɨ tswe aa ghu.
MAT.6.22	“Nɨ̀li'ì no laa mbə lmâ ɨbɨɨnû ghô. Nɨ̀li'ì no bə tswe sɨgɨnə̀, bəə boŋ mbɨ̀ɨ̀ nû yo ntsɨ̀m ɨ̀ luu nɨ̀ ŋ̀kà'à. 
MAT.6.23	Lâ nɨ̀li'ì mo bə tsuu ɨ sɨgɨnə̌ tswe boŋ m̀bɨ̀ɨ̀ nû yǒ ntsɨ̀m ɨ̀ luu nɨ̀ m̀fiì ɨ̀dɨ̀gə̀. M̀bə̂ ŋ̀kà'à yìi mə ɨ tswe a nu bù aa ɨ bə mfii ɨdɨ̀gə̀ bəə boŋ à nɨ̂ m̀fii ɨdɨ̀gə̀ yî ǹswèrə̀ ǹswerə.
MAT.6.24	“Kaa mbə ŋù à wa'à a mbo bɨ̀tà bɨ afà'à bi baa ka mfa'a; ǹloŋ mə à ka bàà yî mɔ̀'ɔ ɨ bàŋnə kɔ̀ŋ yì mɔ̀'ɔ̂; kə̀ a kâ m̀fa'a a mbo yì mɔ̀'ɔ nɨ̂ ǹtɨɨ̀ yi tsɨ̀m, m̀baŋnə ntsa'a nɨ yì mɔ̀'ɔ̂. Kaa mbə ò wa'ǎ a mbo Nwì bo bɨ̀ a mbô ŋ̀kabə ka mfa'a.”
MAT.6.25	“Ma mùu ajàŋ, mə̀ tɨgə̀ ǹswǒŋ a mbo bù mə nɨ̀ tsuu ɨnnǔ kɨ wa'a nloŋ ntswêntɨ̀ɨ̂ yùù, mə nɨ̀ ka jɨ aa àkə̀, kə̀ no aa akə̀ lɛ, kə̀ ǹloŋə ɨbɨɨnû ghuu, mə nɨ̀ ka wɛ'ɛ aa akə̀ lɛ. Ǹtswê ǹtɨɨ̀ yùu, ɨ̀ sɨ̀ mɨjɨ tsyàtə̀ aa ɛ? Mɨ̀bɨ̀ɨ̀mɨnû muu mɨ wa'a ɨ̀tsə̀'ə̀ kɨ ntsyatə aa ɛ? 
MAT.6.26	Nɨ̀ lentə bɨ̂sɨŋ bìi bɨ dàrə̀ a ndəŋ aà. Kaa bɨ sɨ waa njoo bwe'e, kaa wa'a kɨ̀ɨ̀ m̀fu'u nlə̀ə̀ nɨ a atà. Lâ Taà ghùù yìi à tswe a aburə aa a jɛ'ɛ̀ nɨ̀ waa. Ǹduù ghuu ɨ sɨ̌ ɨ waa tsyâtə aa ɛ? 
MAT.6.27	M̀bə ŋù nɨ̀bû ghùù yî tsù a ku'ùsə̀ mûbàŋtə̀ *f* a nɨ̂ ǹtswêntɨ̀ɨ̂ yì ǹloŋ mə a wa'a ɨnnù aa ɛ? 
MAT.6.28	Nɨ wa'a nɨ̂ ɨnnù ǹloŋ ɨtsə̀'ə̀ aa aya aa ɛ? Nɨ̀ lentə ɨbwì'i ŋgɛ̀ɛ̀ jìi ɨ kwe a ŋgɛ̀ɛ̀ aà. Kaa ɨ sɨ nwùgɨ̀nə̀, kaa kɨ'ɨ̀ nɨ̂ àsìsì kɨɨ mba'a. 
MAT.6.29	Mə̀ swòŋə a mbo bù mə tsi'ì m̀fɔ̀ Solomon a mûm nɨgha'à ni nɨ tsɨ̀m, kaa à lɛ ŋkɨ'ɨ atsə̀'ə̀ yî tsu wɛ'ɛ tâ à bɔŋ mbə tsi'ì tsô jyaa. 
MAT.6.30	Lâ m̀bə Nwìŋgɔ̀ŋ a ka nwɛ'a ɨtsə̀'ə̀ a nû ŋ̀gɛ̀ɛ̀ a ɨtu mɨnta'a, yìi mə ɨ kwe sii a lo tɨ bə a yɔɔ bɨ tɔɔ̀ a abu aa, boŋ mbə a kɨ'ɨ ɨtsə̀'ə̀ a nu bù naŋsə̀ ŋ̀wɛ'ɛ ntsyatə aa ɛ? Àbìintɨɨ̀ yuu a kə'ə bə laa aa a ya ɛ? 
MAT.6.31	Ma mùu ajàŋ a ku'unə mə nɨ̀ tsuu ɨnnù kɨ wa'a, ɨ betə nɨ mə, ‘Bì'ì ka jɨ aà àkə̀, kə̀ bì'ì ka no aà àkə̀, kə̀ bì'ì ka wɛ'ɛ aà àkə̀ lɛ?’ 
MAT.6.32	Ǹloŋ mə bɨ̀tɨ̀zî Nwî bɨ lɔ̀ɔ̀ ma jû ǹjoò tsɨ̀mə̀; lâ Taà ghùù a aburə à zi mə nɨ boŋ njoo mà jû tsi'ì tsɨ̀mə̀. 
MAT.6.33	Lâ tâ nɨ̀ foo ŋka nlɔɔ bə ànnù nɨfɔ̀ Nwî bo bɨ̀ ànnû yi yìi mə a tsinə aa boŋ à ka kɨɨ fa njoo mà jû tsi'ì tsɨ̀m a mbo bù.
MAT.6.34	Ma mùu ajàŋ nɨ̀ tsuu ɨnnù kɨ wa'a nloŋ annǔ ayɔɔ bə̂, ǹloŋ mə ɨyɔ̀ɔ̀ ka lǒ tswe nɨ ɨ̀ jii ɨnnù. Tâ ŋ̀gɨ'ɨ yì sii tâ ɨ̀ ku'unə siì.
MAT.7.1	“Tsuu mɨlɔ'ɔ mɨ bə̂ kɨ twi tâ bɨ̀ tsuu mo ɨ kɨɨ twi. 
MAT.7.2	Ǹloŋ mə àjàŋ yìi mə o twi mɨlɔ'ɔ mɨ bə̂ aa, à nɨ̂ àjàŋ yìi mə bɨ ka yǐ kɨɨ twi mô. Fɨ̀gə̀ yìi mə o fa nɨ a mbo bə̀ aa, à nɨ fɨ̀gə̀ yìi bɨ ka kɨɨ fa nɨ a mbo wò aà. 
