GEN.1.1	Lo yaþoodat Luwah ndah dørãg kï døning.
GEN.8.22	Kaglot døning ton lotont, kaglo duw nya kï teet nya, dønah kul kï lokïtïnga, þar kïkud kï þal kïndø, lokïkàda kï lokïndø a dïban al bat.
GEN.9.1	Luwah njang dø Noe kï ngana kïdïngã, eld an: Oojïn na, i bïlan kïdøtdøt, i ðoosïn døning. 
GEN.9.2	A în nya kïtootþool kï rondad kï ro dãgt tube kï døningt, kï kï ro yelgt tube kïdõ, nyag tube'n a ðïn rod døningt, kï kanjg tube kïkam bahbot, nyand tube jisït. 
GEN.9.3	Nya kïðen kï ngekødron nai kumkajir a i nyasasï, tit'n m'adsïn mbikámg, titbe tø la m'adsï'n nyag'n non tube ho ye. 
GEN.9.4	Na dã'n kumkajir loa i tit, ad i mosa ye, a i san al. 
GEN.9.5	Rota, m'a m'ndïje mosïsï, mosïn i kumkajir losï ro dãt kïðen, na ro det kïðen mbã kï ro ngonkõ det kïðen, m'a mndïje kumkajir lo de. 
GEN.9.6	De'n ü mosï de kø a ne, de tø la a ü mosa kø ho ye, kïtø Luwah þah de þakumtan. 
GEN.9.7	Na în, oojïn na i bïlan kïdøtdøt, i þain døningt, i bïlan kïdøtdøt dø døningt.
GEN.9.8	Luwah el Noe kï ngana kïdïngã nat sia an: 
GEN.9.9	M'a m'un køm m'adsï, m'ad kohsï kïgosït ho. 
GEN.9.10	Kï nya kï kumkajirg tube'n kï în nat sesï: yelg kï dã kï dug kï dãg kï müt tube'n în nat sesï, tube'n teen kam too kïbot nat sesï kï dãg kï müt be. 
GEN.9.11	Na m'a m'un køm m'adsï: Labekïnõt nya kï kumkajir kïðabe kaa na nuj'na kï mankõ al. Mankõ kï a nuj døning kø gog goto bat. 
GEN.9.12	Luwah el an: 'Nten la i nyakøj kunkø kï mbïnamt sesï, kï nya kï kumkajir kïðen kï ndï nat sesï, kïtø ngakag kï børg. 
GEN.9.13	M'nda kïdoosïbïrag lom kam kilndiit, a tel nyakøj kunkø mbïnamt kï døning. 
GEN.9.14	Lon m'a m'ad kilndii mbõ kïnat dø døningt na a oon, kïdoosïbïrag tee kam kilndiit. 
GEN.9.15	M'a m'ga kamm dø kunkøt lom kï to mbïnamt sesï kï mbïna nya kï kumkajir tube kï dãg kïðen nõ, na man a tel mankõ kïbobe kad nuj nyag kï kumkajir tube kø gog al. 
GEN.9.16	Kïdoosïbïrag a i kam kilndiit, na lon m'a m'ooa a ne, m'a m'ga kamm dø kunkøt kï tokïnõt mbïna Luwaht kï nya kï kumkajirg tube, kï dã kïðen kï døningt. 
GEN.9.17	Luwah el Noe an: 'Nten la i nyakøj kunkø m'un m'ad to mbïnamt kï nyag kï kumkajir tube kï døningt.
GEN.9.18	Ngan Noe kïdïngãg'n teen kam too kïbot ad i Sem kï Kam kï Japet. Kam i bøw Kanaa. 
GEN.9.19	Îgïn non la în ngan Noe kïdïngã kïmïta'n, korodt deg kï døningt kïtaagbe teen.
GEN.9.20	Noe mbagirr ndøø døning, na hø dînduu kam ndøøt, 
GEN.9.21	ãi kasïnduu ad ðaa, na to ron kari kam kujkubt lon. 
GEN.9.22	Na Kam, kï bøw Kanaa, oo bøwïn kï roa kari, tee aw tïga ørr hoia ngankõn kïdïngã kïjoo. 
GEN.9.23	Na Sem kï Japet unïn kub mad gan dø bøgdt tujoo, telïn ne kï gid god, utïn ne dø ro bøwd kï to kari. Na tit'n hã takumd i kïdø bøwdt al ye, oon roa kïkari nõ al. 
GEN.9.24	Lon kasï gang kum Noet ye, oo nya'n ngõna kïdødu kïdïngã ða sia nõ, 
GEN.9.25	na el an:
GEN.9.25	Kï ndøl i dø Kanaat
GEN.9.25	A i þer kï gog lo þerg
GEN.9.25	lo ngankõn.
GEN.9.26	El tø an:
GEN.9.26	Njangdø kïdø Bïraþe Luwaht lo Sem,
GEN.9.26	na kï Kanaa tel þer loa.
GEN.9.27	Kï Luwah ad maj urr Japet kïdøtdøt.
GEN.9.27	Kï Luwah ndï kam kujkubgt lo Sem,
GEN.9.27	na kï Kanaa i þer lod
GEN.9.28	Noe ndï kï døn dõ go mankõt kïbo þal þumïta kï dømi. 
GEN.9.29	Ndøg tube'n Noe ndïn kï døn dõ i þal bujikïða kï dømi, kamla oi.
GEN.10.1	Oo ngaka ngan Noe kïdïngã laten: Sem kï Kam kï Japet. Oojïn ngan kïdïngã adïnd go mankõt kïbo. 
GEN.10.2	Ngan Japet kïdïngã în: Gomer kï Magog kï Madai kï Jaban kï Tubal kï Mesek kï Tiras. 
GEN.10.3	Ngan Gomer kïdïngã în Askenaj kï Ripat kï Togarma. 
GEN.10.4	Ngan Jaban kïdïngã în Elisa kï Tarsis kï Kïtim kï Dodanim. 
GEN.10.5	Mbagirr dødt la deg kegïn na kïdø doorgt lo girrdeg kïdangdang kïgo døning gt lod, dekïðen kïgo ta þe lon, kïgo noojïnt, kïgo girrïnt.
GEN.10.6	Ngan Kam kïdïngã în Kus kï Misraim kï Put kï Kanaa. 
GEN.10.7	Ngan Kus kïdïngã în Seba kï Habila kï Sabta kï Raema kï Sabteka. Ngan Raema kïdïngã în Seba kï Dedan. 
GEN.10.8	Kus ooj Nimrod, na Nimrod i de kï dasa'n ða gõ dø døningt 
GEN.10.9	I gõ ðakøl nõ Bïraþet, kïtø 'nten la deg a hitïn ne deg anan: De'n ðan i gõ ðakøl tit Nimrod kï gõ ðakøl nõ Bïraþet be. 
GEN.10.10	Þebog lo kõþe loa în Babilon kï Erek kï Akad kï Kalne, kï þebo tube kï døning Sinëart. 
GEN.10.11	Tee kam døningt'n non la aw døning Asirit na ða Ninibe þebo kï log kï tat în tit, kï þebo Kalak, 
GEN.10.12	kï Resen mbïna Ninibt kï Kalak. 
GEN.10.13	Misraim ooj Ludiag kï Anamag kï Lehabag kï Naptuag 
GEN.10.14	kï Patrusiag kï Kasluag, kï Kaptoriag, ko rodt la Pilistiag teent ye.
GEN.10.15	Kanaa ooj Sidõ ngonderrïn, kï Het 
GEN.10.16	kï Jebusiag kï Amoriag kï Girgasiag 
GEN.10.17	kï Hebiag kï Arkïag kï Siniag 
GEN.10.18	kï Arbadiag kï Semariag kï Hamatiag. Got gog girrdeg kï Kanaat tî na kï log. 
GEN.10.19	Na ðobnin døning lo Kanaag tat ko Sidõ kï Gerar mbã kï Gaja, na kï køtko Sodom kï Gomorr kï Adma kï Seboim mbã kï Lesa. 
GEN.10.20	Îgïn non la în ngan Kam kïdïngã kïgo girrkoojgt lod, kï ta þeg lod, kï døningg lod, kï girrþeg lod.
GEN.10.21	Sem i ngonkõ Japet kï tøg, i bøw ngan Heber tube, Heber ooj ngan kïdïngã ho. 
GEN.10.22	Ngan Sem kïdïngã în Elam kï Asur kï Arpaksad kï Lud kï Aram. 
GEN.10.23	Ngan Aram kïdïngãg: În Uts, Hul, Geterr, Mas. 
GEN.10.24	Arpaksad ooj Selah. Selah ooj Heber. 
GEN.10.25	Heber ooj ngan kïdïngãg joo: Tø kïkïða i Pelega kïtø kaglot loa døning i kï keg nat, na tø ngonkõa i Joktan. 
GEN.10.26	Joktan ooj Almodad, kï Selep, kï Hasmarbet, kï Jera, 
GEN.10.27	kï Hadoram, kï Ujal, kï Dikla, 
GEN.10.28	kï Obal, kï Abimael, kï Saba, 
GEN.10.29	kï Opir, kï Habila, kï Jobab, îgïn non tube'n în ngan Joktan. 
GEN.10.30	Høn londïd ko Mesa køtko Separ mbã kï mbalbot ko loþakàdt.
GEN.10.31	Îgïn non la în ngan Sem kïdïngã kïgo girrkoojgt lod, kï ta þeg lod, kï døningg lod, kï girrþeg lod. 
GEN.10.32	Îgïn non la în girrnooj ngan Noe kïdïngã kïgo ngakaadt, kï girrd, ko rodt la girrdeg tîn na kï døningt go mankõt kïbobe.
GEN.11.1	Ngéndï døningt tube takeld i kïða, a elïn ta kï kumtag kï kïða. 
GEN.11.2	Lon deg þãin awïn kï lo þa kàdt ye, ngahn lo mad kï todïla kam døning Sinëart, na høn londï tit. 
GEN.11.3	Elïn na anan: Ad j'awïn, j'ørrïn brik, na kï tïngan kam purrt. Brik gan ne goot mbal, na bitum gan ne goot simã. 
GEN.11.4	Elïn gog tø anan: Ad j'awïn, kï ðan þebo mad kï kuj mad kïngal'n døa a ød dørã, kad tøjko døt, kïtøkad tïnda tîjïn kø dø døningt kïtaagbe al. 
GEN.11.5	Taa ne, Bïraþe ðisï kïtø koo þebo kï kuj kïngal kïdõ'n ngan Adam ðan, 
GEN.11.6	na Bïraþe el an: Oon, în girrdeg kïkïðabe, na takeld i kïða tø. Na nya 'nten la mbãgirr ða ye. Tajigla nya mad kï køgd dø tølkon nya'n ndan kamdt kad ðan goto. 
GEN.11.7	Ad kï ðisï, j'aw kï bur takeld, kad oon dø ta lo na al.
GEN.11.8	Titbe la Bïraþe tïnda tîdïn dø døningt kïtaagbe, ad nyan ta ða þebo. 
GEN.11.9	Kïtø 'nten la kunïn ne tø lo'n non Babel ye, kïtø nõbe la Bïraþe bur takel ngéndï døningt kïtaagbe nat. Na i nõbe ho la Bïraþe tïnda deg tîd dø døningt kïtaagbe ye.
GEN.11.10	Ngaka Sem laten: Þal Sem i þukïða, lon oojïn Arpaksad þalt kïkõjoo go mankõt kïbo. 
GEN.11.11	Sem ndï kï døn dõ þal þumi go kooj Arpaksadt, na ooj ngan'g kïdïngã kï kïdë.
GEN.11.12	Þal Arpaksad i dømïta gidaimi, na ooj Selah. 
GEN.11.13	Arpakad ndï kï døn dõ þal þusøø gidaimïta go kooj Selaht, na ooj ngan kïdïngã kï kïdë.
GEN.11.14	Þal Selah i dømïta, na ooj Heber. 
GEN.11.15	Selah ndï kï døn dõ þal þusøø gidaimïta go kooj Hebert, na ooj ngan kïdïngã kï kïdë.
GEN.11.16	Þal Heber i dømïta gidaisøø, na ooj Peleg. 
GEN.11.17	Heber ndï kï døn dõ þal þusøø kïdømïta go kooj Pelegt, na ooj ngan kïdïngã kï kïdë.
GEN.11.18	Þal Peleg i dømïta, na ooj Rehu. 
GEN.11.19	Peleg ndï kï døn dõ þal þujoo gidaijikïða go kooj Rehut, na ooj ngan kïdïngã kï kïdë.
GEN.11.20	Þal Rehu i dømïta gidaijoo, na ooj Serug 
GEN.11.21	Rehu ndï kï døn dõ þal þujoo gidaitanãimïta go kooj Serugt, na ooj ngan kïdïngã kï kïdë.
GEN.11.22	Þal Serug i dømïta, na ooj Nakør. 
GEN.11.23	Serug ndï kï døn dõ þal þujoo go kooj Nakørt, na ooj ngan kïdïngã kï kïdë.
GEN.11.24	Þal Nakør i døjoo gidaijikïða, na ooj Terak. 
GEN.11.25	Nakør ndï kï døn dõ þal þukïða kïkïlah gidaijikïða go kooj Terakt, na ooj ngan kïdïngã kï kïdë.
GEN.11.26	Þal Terak i døtanãimïta, na ooj Abram kï Nakør kï Harã.
GEN.11.27	Ngaka Terak laten: Terak ooj Abram kï Nakør kï Harã, na Harã ooj Lot. 
GEN.11.28	Harã oi nõ bøwïn Terakt kam døning koojïnt ad i þebo Ur kam døning Kaldet. 
GEN.11.29	Na Abram kï Nakør taan dekïdëg. Tø në Abram i Sarai, na tø në Nakør i Milka, ngon Harã kïdë, Harã i bøw Milka kï Jiska. 
GEN.11.30	Sarai i kuj ngona goto. 
GEN.11.31	Terak un ngonïn Abram kï Lot ngon Harã, ngonkan, kï mumïn Sarai, kï në ngonïn Abram, teen nat kam þebo Urt kam døning Kaldet kad n'awïn kï døning Kanaat. Awïn mbã teen Harãt, na høn londïd tit. 
GEN.11.32	Þal Terak i þujoo gidaimi, na Terak oi Harãt.
GEN.12.1	Bïraþe el Abram an: I tee kø døningt loi, kï ku noojigt, kïkam þet lo bøwi, na aw døningt'n m'a m'øji 
GEN.12.2	M'a m'ad i tel girrdeg kïngãi, m'a m'njang døi, m'a m'ad tøi kø. A i tel ngemajkurr koro degt. 
GEN.12.3	M'a m'njang dø deg'n a njangïn døi, na m'a m'ndøl degt'n a ndølïn Girrdeg kïdangdang tube kï døningt a ngahn njangdø kamit. 
GEN.12.4	Abram þai aw tit'n hã Bïraþe elan, na Lot aw sia nat. Þal Abram i døtanãimïta gidaimi lon teen kam Harãt 
GEN.12.5	Abram un nën Sarai, kï Lot, ngon ngonkõn, kï nyag lod tube kï mbõn kïnat kï deg'n ngahnd Harãt, teen ndï awïn kï døning Kanaat. Lo 'nten døning Kanaat ye,
GEN.12.6	Abram gang døning mbã tee lot mad'n kï a kunïn na Sikem nderrbe kïkad kag dilt lo More. Kaglot'n non Kanaag în døningt nõ. 
GEN.12.7	Bïraþe tee høi kï ro Abramt, na ela an: M'a m'ad kohi døning 'nten. Nõbe la Abram ða dïngïr kadkari kïjakøt ad Bïraþe'n tee høi kï roat. 
GEN.12.8	Þai lot'n non aw kad mbalbot, ko loþakàdt kï Betel, na ða kujkubg lon mbïna Betelt ko lokudkàdt, kï Ai ko loþakàdt. Ða dïngïr kadkari kïjakø nõbe ad Bïraþe, na ko kunïn Bïraþe kï tøa. 
GEN.12.9	Kamla Abram þai tøi jãnjãn kïkete, þa tan kï Negebt.
GEN.12.10	Þoo õ døning Kanaat, na Abram aw døning Ejipt kï'n hølondït kïtø þoo õ ngãi døning Kanaat. 
GEN.12.11	Lon i nderrbe kad and kam døning Ejipt't ye, el nën Sarai an: Oo, m'ger î dekïdë kï mand maj koo. 
GEN.12.12	Lon Ejiptiag a ooin a ne, a elïn anan, î nëm, a tølmïn, na nyain kï døi dõ. 
GEN.12.13	M'køi kad i el an: În ngonkõm kïtøkad ðan sem maj kïtatøi, na kï m'ndïn kï døm dõ kïtakuli. 
GEN.12.14	Lon Abram tee Ejipt't woi ye, Ejiptiag oon kad dekïdë mand kï dum bit. 
GEN.12.15	Na mbaiþeg lo Paraõ oona, hitina nõ Paraõt, na ørrïn dekïdë'n non, awïn sia kam ndogt lo Paraõ. 
GEN.12.16	Paraõ ða maj kï Abram kïtakul Sarai, na Abram ngah batg, kï mangg, kï bøw korrog kï þerg kïdïngã kï kïdë kï kõ korrog kï lukumg. 
GEN.12.17	Na Bïraþe nda Paraõ kï ngékïþe loa kï yokoosï kïngãi kïtø Sarai kï në Abram. 
GEN.12.18	Ngar Paraõ kun Abram, na ela an: Ði kïþe i ða sem a? I nëi ale? Kïtøði elïm al a? 
GEN.12.19	Kïtøði elïm an: I kõnani mbã ad m'taa nëmt a? Tajigla oo nëi la ðan, ørra na aw lo loi 
GEN.12.20	Paraõ ndamber deg lon døat, kad ndana ðobo kad aw kï nën kï nyag lon tube.
GEN.13.1	Abram þai døning Ejipt't þa tan kï døningt kï Negeb, î kï nën kï nyag lon tube, na Lot i nat sia. 
GEN.13.2	Abram i ngenyamaj kïngãi, ad i nyakulg kï l'arjãt kï l'ør. 
GEN.13.3	Þai Negebt aw janjan mbã tee Betelt nderrbe lot'n ða kujkubgt londït kete, mbïna Betelt kï Ai. 
GEN.13.4	Kam lot'n ða dïngïr kadkari tit kete nõ la Abram ko kunïn Bïraþe kï tøa ye.
GEN.13.5	Lot kï ngekaw nat kï Abram, aw kï þut batg kï þut mangg kï kujkubg ho. 
GEN.13.6	Na døning asïd al kad høn londï nat kïtø nyag lod în ngãi, ad asïn hølondïd nat al. 
GEN.13.7	Gakïna þai ku ngéngom nyakulgt lo Abram kï ngéngom nyakulg lo Lot. Kaglot'non Kanaag kï Perejiag ndïn døning Kanaat nõ. 
GEN.13.8	Abram el Lot an: M'køi kad gakïna goto danjt kï dan ngéngom nyakulgt lom kï ngéngom nyakulg loi ho, kïtø jî ngankõna. 
GEN.13.9	Døning kïtaagbe to nõit ale? M'køi, kï i gang roi kø romt Îla un ko gel a ne, m'a m'aw ko kõt, na îla un ðob ko kõt a ne, m'a m'aw ko gelt.
GEN.13.10	Lot un kumïn kïdõ, nøl lo ko kï Jurdët, i døning kïmaj ngãi, kïtø to kad baht. Kete lon Bïraþe tujïn þebo Sodom kï Gomorr kø al þaitø ye aw mbã tee Soart. Døning'n non i tit ndøø lo Bïraþe be, i tit døning Ejipt be. 
GEN.13.11	Lot køt dïlalombo kï Jurdët kïtaagbe kïtø ron, na aw ko loþakàdt. Titbe la gangïn ne na ye 
GEN.13.12	Abram hølondï døning Kanaat, na Lot hølondï dan þebogt kïkam dïlambot, aw mbã kï þebo Sodomt ða kujkubg lon tit. 
GEN.13.13	Na deg kï þebo Sodom în deg kïmajal, în ngéðamajal kïngãi nõ Bïraþet.
GEN.13.14	Bïraþe el Abram, lon Lot gangïn ne na sia, an: Un kumi kïdõ tajigla lot'n i ðat nõ, i nøl lo kokïdøø kï lo kokïþodo kï ko loþakàdt kï lokudkàdt, 
GEN.13.15	Ãã døning tube'n oo nõ, m'a m'adi kï kohi ho mbãkïnõt. 
GEN.13.16	M'a m'ad kohi bïlan kïdøtdøt tit kï buning be, na îla de mad asï tïda kør buning a ne, a tïda kohi titbe tø ho. 
GEN.13.17	I þai dõ, i ndia kam døningt kad oo ngala kï tata kïtø în non la m'a m'adi ye 
GEN.13.18	Nõbe, Abram tørr kujkubg lon, na aw hølondï kad kag dilgt lo Mamre, îgïn în Hebrõt. Nõbe la ða dïngïr kadkari tit ad Bïraþe ye.
GEN.14.1	Kaglot lo Amrapel ngar kï Sinëar, kï Arjok ngar kï Elajar, kï Kedorlaomer ngar kï Elam, kï Tideal ngar kï Goim, 
GEN.14.2	ngarg'n non ðøøn na kï Bera ngar kï Sodom, kï Birsa ngar kï Gomorr, kï Sinëab ngar kï Adma, kï Semeber ngar kï Seboim, kï ngar kï Bela ad i Soar. 
GEN.14.3	Îgïn non tube ndan rod nat kam hoollot kï Sidim ad i Bahbokat. 
GEN.14.4	Asï þal kïlah gidaijoo ndïn girr tøgt lo ngar Kedorlaomer, na kam þalt kïkõkïlah gidaimïta ye, taana ðøø. 
GEN.14.5	Na kam þalt kïkõkïlah gidaisøø, Kedorlaomer kï ngarg'n ndan rod nat sia aw ðøøn kï Repaiag kam Astarot Karnaimt kï Jujiag kam Hamt, kï Emiag kam hoollot kï Sabe Kirjataimt na tetïnd ðøø, 
GEN.14.6	kï Horiag dø mbalbot lod kï Seir, mbã El Parã nderrbe kï lot kï todïla. 
GEN.14.7	Kamla tel ðen En Mispat ad i Kades, na ðøøn kï Amalekag kï Amoriag ngéndï Hasanson Tamart. 
GEN.14.8	Taa ne, ngar kï Sodom, kï ngar kï Gomorr, kï ngar kï Adma kï ngar kï Seboim, kï ngar kï Bela ad i Soar, tee awïn na adïn deg lod ðan kï þuta þuta kad ðøøn sed kam hoollot kï Sidim, ðøøn 
GEN.14.9	kï Kedorlaomer ngar kï Elam, kï Tideal ngar kï Goim, kï Amrapel ngar kï Sinëar, kï Arjok ngar kï Elajar, ngarg kïsøø ðøøn kï ngarg kïmi. 
GEN.14.10	Bulo bitumg în ngãi kam hoollot kï Sidim. Ngar kï Sodom kï ngar kï Gomorr tuson kamt lo kãindt, na ndegag ãin kïdø mbalbot. 
GEN.14.11	Ngétetðøøg øin nyag kï þebo Sodom kï þebo Gomorr tube kï nyasa lod tube na awïn. 
GEN.14.12	Høn Lot ngon ngonkõ Abram, în hølondï Sodom, nat kï nyag loa, na awïn. 
GEN.14.13	De mad tee jidt ãi, na aw ørr hoia Abram kï girr Hebre'n hølondï kad kag dilgt lo Mamre kï Amoria ngonkõ Eskol kï Aner. Îgïn non lan kød nat kï Abram. 
GEN.14.14	Lon Abram oo hoi hø ngon ngonkõn ye, ad nyaðøøg ji ngéðøøgt lon þumïta kïkïlah gidaijijoo, îgïn oojïnd kam ndogt loa, na tuþa go ngarg'n non mbã tee Dan. 
GEN.14.15	Abraham keg ngéðøøg lon dangdang kïtøkad ðøøn madngétag ndø, î kï þerg lon, na ðøø sed, tuþand mbã teen Hoba kï ko gel þebo Damasït. 
GEN.14.16	Taa nyag tube telïn gog. Tel kï ngon ngonkõn Lot kï nyag loa kï dekïdëg noojg.
GEN.14.17	Lon Abram tel lo tetðøø Kedorlaomert, kï ngarg'n în nat kï ngarg'n ndan rod nat sia ye, ngar kï þebo kï Sodomt tee ndøda kam hoollot kï Sabe ad i hoollo lo ngar. 
GEN.14.18	Melkisedek, ngar kï þebo Salem, ðe kï nyasa kï kasïnduu. I ngejamosï kadkari lo Luwah kï Ngetøitøi. 
GEN.14.19	Njang dø Abram, el an: Kï Abram i kï njang dø ko ro Luwaht Ngetøitøi, Ngedørã kï døning 
GEN.14.20	Køsïgon kï dø Luwaht Ngetøitøi kïtø la madngétai jiit. Nõbe, Abram ada gaj kïða ku kïkïlaht kam nyagt tube. 
GEN.14.21	Ngar kï þebo Sodom el Abram an: Adïm deg, na i hø nyag kï loit 
GEN.14.22	Abram tur ngar kï þebot kï Sodom an: M'un jim kïdõ kï ro Bïraþet, Luwah kï Ngetøitøi, Ngedørã kï døning, 
GEN.14.23	m'a m'un nya mad kïða ku nyagt loi al, kïlla kurnya ke kïlla døø sanja al, na þeta el an: Î la i nda Abram ngemajt ye. 
GEN.14.24	M'gee nya mad al, na nyasa basag lom wa tãn, gaj nya lo deg'n awïn sem nat, ad i Aner kï Eskol kï Mamre, kïtø în kïþeg a taan gaj lod.
GEN.15.1	Go nyagt'n non ta lo Bïraþe ðe ro Abramt kï ðob koonyakamndilt, an: Abram, ot þool, mî der loi, nyabajii a i kïbo ngãi kï tøi 
GEN.15.2	Abram tur an: Bïraþe Luwah, ði a adïm a? Ndømg ndï tïgan kanj kad m'ooj ngon, na ngekõnduba kuj lom i Eliejer kï Damasït. 
GEN.15.3	Abram el tø an: Adïm kohm al, na oo þer'n oojïna kam ndogt lom la a i ngekõnduba lom ye. 
GEN.15.4	Kamla Bïraþe ela ta 'nten an: De'n non a õ nduba loi al, na ngon kami la a õ nduba loi ye. 
GEN.15.5	Bïraþe ørra kïtïga, na ela an: Un kumi kïdõ, i nøl dørã, na i tïda kør kïmëg, îla asï tïda kørd Bïraþe ela tø an: Titbe la kohi a în ye. 
GEN.15.6	Abram ad kamïn Bïraþe kïtø'n non la Bïraþe ooan det kï denesew.
GEN.15.7	Bïraþe el Abram an: Mî la mî Bïraþe, m'tee sei kø kam þebo. Urt kï døning Kalde kïtøkad m'adi døning 'nten nyakagþeit. 
GEN.15.8	Abram tur an: Bïraþe Luwah, titbãi m'a m'ger kad m'a m'ngaha a? 
GEN.15.9	Na Bïraþe ela an: I hø mand mang kï þala i mïta, kï mand bïnya kï þala i mïta, kï bal bat kï þala i mïta, kï derngøt, kï derr kul kïdu adïmd. 
GEN.15.10	Abram hø dãg'n non tube ada, na gangd dene joo joo, na ndah derr kïkïða sumba na kï kïmad, na gang yelg dene al. 
GEN.15.11	Yelg kï ngésadã udïn dø nin dãgt'n non, na Abram tuþad kø. 
GEN.15.12	Na ji kàd kudt ye, þi tøl Abram, na oo þool kïbobe kï til kïdiw kïrïr son døat.
GEN.15.13	Na Bïraþe el Abram an: kï i ger maj, kad ngakai a ndïn kam døningt mad kï i lod al. A ðand þer tit, na deg a dan kumd ndo þal þusøø. 
GEN.15.14	Na m'a m'gangta dø girrdegt'n a ðand kïlaþert, nõbe, a teen kï nyag ngãi jidt. 
GEN.15.15	Na î Abram, a aw kï kamkïsokïber ro bøwigt, a duwïn go teli bïgat bugum. 
GEN.15.16	Kaglot lo ngaka kïkõsøø, ngakai a tel ðen lot 'nten gog, kïtø ðagootal lo Amoriag asï loa al þaitø.
GEN.15.17	Kàd ud woi na kam tilt, oon gajo kï su sah, kï horrg ndø jurjur tøin mbïna dãgt kï gang nõ. 
GEN.15.18	Ndøt'n non, Bïraþe un køn ad Abram, an: M'ad døning 'nten ngakai ko bah kï Ejipt't mbã kï bahbot, bah Eprat't, 
GEN.15.19	kï døning lo Keniag kï lo Kenijiag kï lo Kadmoniag, 
GEN.15.20	kï lo Hetiag kï lo Perejiag kï lo Repaiag 
GEN.15.21	kï lo Amoriag kï lo Kananag kï lo Girgasiag kï lo Jebusiag.
GEN.16.1	Sarai, në Abram, ooj ngon ada al, na Sarai aw kï þer kïdë mad kï i Ejiptia, tøa i Agar. 
GEN.16.2	Sarai el Abram an: Oo Bïraþe ad mî kùj dekïdë. M'køi kad aw ro þert lom, ke maj a, m'a m'ngah ngon kïdïngã kïða kïtakula wan. Na Abram ndig ta'n Sarai ela. 
GEN.16.3	Abram hølondï døning Kanaat þal kïlah, nõbe la, Sarai, në Abram, ørr Agar kï Ejiptia, þer lon, ad ngawïn Abram nëat. 
GEN.16.4	Abram aw ro Agart, ad ndan sia ngon, na lon Agar ger kad ndan ngon ye, oo ngeen Sarai i nya kïkid. 
GEN.16.5	Na Sarai el Abram an: Taj'n tajmïn 'nten ta i døit. Mî kïþe la m'la þer lom jiit ye, na lon ger kad n'ndan ngon a ne, m'tel nya mad al takumat. Kï Bïraþe gangta mbïna jit sei. 
GEN.16.6	Abram tur Sarai an: Oo þer loi i jiit, i ða sia tit'n kami ndig. Sarai da kum Agar ndo ad ãi aw dïlalot.
GEN.16.7	Malaika lo Bïraþe ngah Agar ta mant kïþa kam dïlalot, nderrbe kï man kïþa kï kad ðobt kï Sur. 
GEN.16.8	Na ela an: Agar, þer lo Sarai, i þai ðah a? I ndï aw ðah a? Tura an: M'ndï m'ãi ngeem Sarai. 
GEN.16.9	Malaika lo Bïraþe ela an: I tel kï ro ngeeit gog, na i tel roi go tat loa. 
GEN.16.10	Malaika lo Bïraþe ela tø an: M'a m'ad kohi bïla kïdøtdøt kï tøi, kï dum tïda, a în koosïg. 
GEN.16.11	Malaika lo Bïraþe ela an: Oo i ndan ngon, þet a ooj kïdïngã, na a i ndah tøa Ismael kïtø Bïraþe oo dø ndï nõ loi dan kamkølt loi. 
GEN.16.12	I ro korro je kïmut de'n non,
GEN.16.12	a ndoor deg tube, deg tube a ndoorïn na ho,
GEN.16.12	A hølondïn kï takum ngankõngt tube.
GEN.16.13	Agar kun tø Bïraþe kï ngekela ta, an: Î Luwah lom kï Ngekoom el an: Rota, nëbe ðang la m'ooat kamla oom yo? 
GEN.16.14	Kïtø 'nten la deg kunïn ne tø buloman'n non, buloman lo Ngekumkajir kï ngekoom ye. Buloman'n non i mbïna Kadest kï Bered. 
