GEN.1.1	Maawac tahsh kihci niikaan, Kishemanitoo okii oshihtoon kiishik, ahkiini kaye. 
GEN.6.2	Iki tahsh okosihsimaak kiishikonk kaakii onciiwaatc okii waapamaawaa' e⁠minonaakosinitc i'i otaanihsimaa'. Miitahsh kaa⁠ishi otaahpinamaasowaatc wiinawaa piko ekii onenimaawaatc awenena' waa⁠wiiwiwaatc. 
GEN.6.3	KaaTipenciketc tahsh kii‑ihkito, “Nintahcaahk hsa kaawiin nehpic oka wiici ayaamaahsiin pemaatisinitc, aaniihsh acina ehta ta⁠pimaatisi, noonkom ta⁠maacihse ninkotwaahk niishtana (120) tahso pipoon ehta ta⁠pimaatisi.” 
GEN.6.4	 Iki tahsh okosihsimaak kaakii onciiwaatc kiishikonk kii⁠wiiciiwaawaatc ihkwewa' o'omaa ahkiink kaakii onciinitc, okii nihtaawiki'aawaa' mihsaape'. Miitahsh kaakii onci ayaawaatc mihsaapek i'i ahpii. Aahpici tahsh kiih⁠soonkentaakosiwak iki mihsaapek, misiwe kaye kii⁠noontaakaaniwiwak.
GEN.6.6	KaaTipenciketc tahsh kii⁠mincinawesi ekii oshi'aatc ininiwan o'omaa ahkiink, ekii maanentank ote'ink. 
GEN.6.7	KaaTipenciketc tahsh kii‑ihkito, “Intawaa ninka nihshiwanaaci'aa a'a inini kaakii oshi'ak o'omaa ahkiink. Ininiwak, aya'aawihshak kaye kaa⁠papaamootewaatc, pinehshiinshak kaye kaa⁠papaamihsewaatc; nimincinawes ekii oshi'akwaa.” 
GEN.6.8	Peshik tahsh inini Noowa 
GEN.6.9	Miitahsh o'o nahke eshi tashinsotc a'a Noowa 
GEN.6.10	Noowa kii⁠nihsiwa' (3) okosihsa' ekii ishinihkaasonitc Shem 
GEN.6.11	O'omaa tahsh ahkiink kaakiih pimaatisiwaatc kii⁠nihshiwanaatahkamikisiwak enaahsamiinitc Kishemanitoon, maanahkamikisiwin kaye misiwe kii⁠ayaa o'omaa ahkiink. 
GEN.6.12	Kishemanitoo okiih waapantaan pishihshik nihshiwanaatahkamikisiwin e⁠ayaamakaninik o'omaa ahkiink. Aaniihsh kahkina pemaatisiwaatc kiih⁠papaa nihshiwanaatahkamikisiwak o'omaa ahkiink.
GEN.6.13	Kishemanitoo tahsh okii'inaan Noowawan, “Aasha ninkii kiishentaan ewii nihshiwanaaci'akwaa kahkina pemaatisiwaatc. Wawiinke niwiih tako nihshiwanaaci'aak nihshiwanaacihtaawak o'o ahkiini, aaniihsh misiwe omaanahkamikisiwiniwaan ayaani o'omaa ahkiink. 
GEN.6.14	Kiin tahsh oshihtoon kihci ciimaan, mihtikook kaa⁠soonkikisiwaatc aapaci'. Ishihtoohkan hsa ci⁠pahpahkeyaak i'i kihci ciimaan. Pikiw kaye aapaci' piintoonak, saakitoonak kaye. 
GEN.6.15	Miitahsh ke⁠ishihtooyan, niiwaahk naanimitana (450) tahso misit ta‑ahkoonakan, niishwaahsimitanashinaanaan (75) tahso misit ta⁠inakwahkoteyoonakan. Niimitanashinaanaan (45) tahso misit ta‑ahpiihtaa. 
GEN.6.16	Peshiko misit aapihta ishpaaya'ii kika onci maacii apihkwaanahkohkantaan i'i kihci ciimaan. Ishkwaantemihkantan aahsamoonak. Nihswaa (3) ci⁠akwiihtawi ishpimiihcikaatek kika ishihtoon. 
GEN.6.17	Inashke, niin niwii nihshiwanaacihtoon o'o ahki ewii nihkipatooyaan, ewii nihshiwanaaci'akwaa pemaatisiwaatc shiipaakiishik eyaawaatc. Kahkina hsa kekoon ta⁠nipoomakan o'omaa ahkiink. 
GEN.6.18	Ninka oshihtoon itahsh ahshotamaakewin kiinawint onci. Poosin i'i kihci ciimaan, kiwiiw kaye ta⁠poosi, kikosihsak kaye, owiiwiwa' kaye ta⁠poosiwa'. 
GEN.6.19	Neniishin hsa entahswewaanakisiwaatc aya'aawihshak kika poosi'aak i'imaa kihci ciimaanink. Ayaape, shikwa noonsheya'aa kewiinawaa ci⁠pimaatisiwaatc. 
GEN.6.20	Iki kaye pinehshiinshak entahswewaanakisiwaatc, aya'aawihshak entahswewaanakisiwaatc, kaa⁠papaamootewaatc kaye mihtahkamik entahswewaanakisiwaatc. Ta⁠neniishiwak itahsh cipi naasihkawihkwaa ci⁠pimaatisiwaatc. 
GEN.6.21	Kekiin tahsh maaciitoon entahswewaanakahk miicim kaa⁠miicinaakaatek, maawantoonan kaye. Miitahsh i'i ke⁠ontaatisiyan, iki kaye aya'aawihshak.” 
GEN.6.22	 Noowa tahsh kii‑ishihcike kahkina kekoonini kaakii ishi anoonikotc Kishemanitoon.
GEN.7.1	KaaTipencikenitc tahsh Noowa 
GEN.7.2	Niishwaahswewaan (7) tahsh 
GEN.7.3	Kika poosi'aak tahsh kaye niishwaahswewaan (7) pinehshiinshak ishpimink kaa⁠papaamihsewaatc, naapeya'aak, noonsheya'aak kaye, maano eyaantahswewaanakisiwaatc cini ayaawaatc cini ayaanihke nihtaawiki'itiwaatc o'omaa misiwe ahkiink. 
GEN.7.4	Niishwaahsokiishik (7) ishihsek niwii ishihcike ci⁠kimiwank ahkiink. Niimitana (40) tahso kiishik tahsh ta⁠kimiwan, niimitana (40) tahso tipihk kaye. Wiinke hsa piko kahkina kekoon pemaatahk kaakii oshihtooyaan o'omaa ahkiink niwii nihshiwanaacihtoon,” okii'ikoon. 
GEN.7.5	Noowa tahsh kii‑ishihcike kahkina kekoon kaakii ishi anoonikotc kaaTipencikenitc.
GEN.7.6	Noowa tahsh ninkotwaahswaahk (600) kiih⁠tahso pipoonwe ahpii kii⁠nihkipiinik ahki. 
GEN.7.7	 Kiih⁠poosi tahsh i'i kihci ciimaan, wiiwan kaye. Okosihsa' tahsh kaye kiih⁠poosiwa', wiiwini tahsh kaye aaniihsh kiiwii ani nihkipiini ahki. 
GEN.7.8	Ayaapeya'aa', noonsheya'aa' kaye entahswewaanakisinitc aya'aawihsha', pinehshiinsha', kahkina kaye kaa⁠pimootenitc ahkiink peyehkisinitc, peyehkisihsinik iko kaye 
GEN.7.9	okii wiici poosiimikoo' Noowa kihci ciimaanink, mayaa kaakii inanoohkiitc Kishemanitoo. 
GEN.7.10	Niishwaahsokiishik tahsh kaa⁠ishkwaa ishihsek mii 'i kaakii maacii nihkipiik ahki.
GEN.7.12	Kiih⁠kimiwan tahsh o'omaa ahkiink niimitana (40) tahso kiishik, niimitana tahso tipihk kaye. 
GEN.7.13	I'i tahsh ahpii eh⁠kiishikaninik Noowa, wiiwan kaye aasha i'imaa kiih⁠poosiwak kihci ciimaanink. Okosihsa' Shem 
GEN.7.14	Aya'aawihshak kaye kaa⁠tahswewaanakisiwaatc, pishihkiwak kaa⁠tahswewaanakisiwaatc, kaa⁠papaamootewaatc kaye mihtahkamik kaa⁠tahswewaanakisiwaatc. Pinehshiinshak kaye kaa⁠tahswewaanakisiwaatc kahkina hsa piko pinehshiinshak. 
GEN.7.15	Kii‑ishaawak kahkina ekiih poosiwaatc kihci ciimaanink kaakii ishi'ayaanitc Noowawan. Kii⁠neniishiwak aya'aawihshak ekiih poosiwaatc. 
GEN.7.16	Kaakiih poosiwaatc tahsh kii⁠ayaapewiwak, kii⁠noonsheya'aawiwak kaye. Kahkina hsa entahshiwaatc kiih⁠poosiwak Kishemanitoo aaniihsh okii'inaa' ci⁠poosinitc. KaaTipenciketc tahsh akwaciink okii onci kipa'aan ishkwaantem.
GEN.7.17	Niimitana tahso kiishik tahsh kiih⁠tashi mooshka'an, piinihsh ekii ani kiishkaayawaak. Miitahsh i'i kihci ciimaan kaa⁠ishi aaposhka'akwantek i'imaa wakicipiik, ekiih saamihsihsinok mihtahkamik. 
GEN.7.18	Nipi tahsh piinihsh kii⁠ani kiishkaayawaa misiwe ahkiink. Miitahsh kihci ciimaan kaakii ishi aaposhka'akwantek wakicipiik. 
GEN.7.19	Piinihsh itahsh kii⁠ani nihkipii o'o ahki. Maawac hsa kaa⁠ishpatinaakin kihci waciin kii⁠nihkipiiwan misiwe ahkiink. 
GEN.7.20	Wiinke piinihsh kii⁠ani kiishkaayawaa, piinihsh niishtanashinaanomisit (25) ekiih paashicipiikin maawac eshpatinaakin kihci waciin. 
GEN.7.21	Kahkina tahsh kekoon kaakiih pimaatahk ahkiink kii⁠nipoomakan. Kaa⁠tahshiwaatc pinehshiinshak, aya'aawihshak kaye, kahkina kaye pemaatisiwaatc. 
GEN.7.22	Kahkina tahsh kekoon kaakiih pimaatahk kaashi papaankohkamikaak, kaa⁠pakitanaamoomakahk kii⁠nipoomakan. 
GEN.7.23	KaaTipenciketc kahkina kekoonini okii nihshiwanaacihtoon kaakiih pimaataninik. Pemaatisinitc, aya'aawihsha', kaa⁠papaamootenitc, pinehshiinsha' kaye. Miiyehtako Noowa, i'i tahsh kaakii wiici poosiimikotc kaah⁠pimaatisinitc. 
GEN.7.24	Ninkotwaahk naanimitana (150) tahso kiishik tahsh kii⁠mooshka'an o'o ahki.
GEN.8.1	Kishemanitoo okii maamihkawinotawaan Noowawan 
GEN.8.2	Anaamahkamik itahsh kaakii onci mooshka'ankipan, ishpimink kaye kaakiih paahkishkaakipan kiih⁠kipa'ikaatewan. Kaawiin awahshime miinawaa kiih⁠kimiwansinoon ekiih kipihtinikaatek. 
GEN.8.3	Ninkotwaahk naanimitana (150) tahso kiishik itahsh mii hsa 'i nipi kaa⁠ishi pimi iskahtek o'omaa ahkiink. 
GEN.8.4	Niishwaahsokiisihsoon (7) tahsh eh⁠pimakinsonitc, mitaahshiniishwaahsokiishik (17) e⁠ishihsenik i'i kihci ciimaan kii⁠mishahkiihsin i'imaa kihci waciink Erarat 
GEN.8.5	Nipi tahsh kaawiin kii⁠onci kipihcihsehsinoon ekii ani iskahtek piinihsh ekii ani ocihcihsek mitaahso kiisihs. Mitaahso kiisihs tahsh eh⁠pimakinsotc, e⁠ani peshikokonakaak, mii hsa 'i kii⁠ani saakipiikin ini kihci waciin kaakii ishi cahciipwatinaakin.
GEN.8.6	Niimitana tahso kiishik tahsh ekii ishkwaa ishihsenik, Noowa okiih paahkinaan waasehcikan kaakii oshihtookopanen i'imaa kihci ciimaanink. 
GEN.8.7	Kaakaakiwan tahsh okii saakicinisha'waan ci⁠papaamihsenitc misiwe. Kaawiin tahsh kiih⁠pikiiwehsehsiiwan piinihsh wiinke ekiih paankwahkamikaanik kaa‑ahpiihcimakaninik e⁠iskahtenik. 
GEN.8.8	Noowa hsa okii saakicinisha'waan omiimiin, e⁠aapaci'aatc ewii onci kihkentank aaniin kaa‑ahpiihci iskahtenik o'omaa ahkiink. 
GEN.8.9	A'a tahsh omiimii kaawiin inkoci okii mihkasiin aanti keshi pooniitc. Miitahsh kaa⁠ishi kiiwehsetc kihci ciimaanink Noowawan kaakii ishi'ayaanitc, aaniihsh keyaapi misiwe kii⁠nipiihkaani. Noowa tahsh kii⁠niiminihkehtaa ekiih tepinaatc omiimiin ekiih piintikanaatc kihci ciimaanink. 
GEN.8.10	Pinamaa tahsh niishwaahsokiishik (7) kiih⁠pii'o, miitahsh miinawaa kaa⁠ishi saakicinisha'waatc omiimiin i'imaa onci kihci ciimaanink. 
GEN.8.11	E⁠ani onaakohshininik tahsh okiih pikiiwe naasihkaakoon omiimiin ekiih tahkwantaminitc oshki aalip tinowipak payesh iko ekii manipitoonitc. Miitahsh Noowa kaakii onci kihkentank aasha nipi ekii ani iskahtenink. 
GEN.8.12	Miinawaa tahsh niishwaahsokiishik (7) kiih⁠pii'o, miitahsh kaa⁠ishi maacinisha'waatc omiimiin. Kaawiin tahsh miinawaa okiih pikiiwe naasihkaakohsiin.
GEN.8.13	Ahpii tahsh Noowa 
GEN.8.14	Niishokiisihsoon (2) tahsh eh⁠pimakinsonitc, eniishtanashiniishwaahsokonakaanik (27), mii hsa 'i ahpii wiinke kaakiih paankwahk o'o ahki.
GEN.8.15	Kishemanitoo tahsh okii'inaan Noowawan, 
GEN.8.16	“Saaka'an i'imaa kihci ciimaanink, kiwiiw kaye ta⁠saaka'am. Kikosihsak, wiiwiwa' kaye taka kika saakici wiiciiwikook. 
GEN.8.17	Saakisi' kaye kahkina iki kaa⁠poosiwaatc i'imaa kihci ciimaanink. Pinehshiinshak, aya'aawihshak, iki kaye kahkina kaa⁠papaamootewaatc o'omaa ahkiink, cini nihtaawiki'aawaatc aya'aawihshenhsa', piinihsh misiwe cini paahtiinowaatc o'omaa ahkiink.” 
GEN.8.18	Noowa tahsh, wiiwan kaye, okosihsa' kaye, wiiwini kaye kahkina kiih⁠saaka'amook i'imaa kihci ciimaanink. 
GEN.8.19	I'i tahsh kaye kahkina aya'aawihsha', kahkina kaye kaa⁠papaamootenitc o'omaa ahkiink, kahkina kaye pinehshiinsha', kahkina kaye kaa⁠wahkawiinitc o'omaa ahkiink, kii⁠onci saaka'amoo' entahswewaanakisinitc i'imaa kihci ciimaanink.
GEN.8.20	Noowa 
GEN.8.21	KaaTipenciketc tahsh ekii minaantank i'i pakitinaahsowin, wiinke kii⁠minwentam. Miitahsh kaa'itisotc, “Kaawiin miinawaa wiihkaa ninka macakintansiin o'o ahki, aanawiin inini ahpaniko eh⁠pi oshkaatisitc e⁠onci maci'inentank ote'ink. Kaawiin wiihkaa miinawaa ninka nihshiwanaacihtoohsiin pimaatisiwin o'o kaakii ishihcikeyaan. 
GEN.8.22	Minihk itahsh ke⁠ahkiiwank, ta⁠kihtikenaaniwan, ta⁠moona'ikenaaniwan kaye. Ta⁠kihsinaa, ta⁠kishite, ta⁠pipoon, ta⁠niipin kaye, kaa⁠kiishikahk, kaa⁠tipihkahk kaye kaawiin wiihkaa ta⁠poonihsehsinoonan.”
GEN.9.2	Kahkina hsa aya'aawihshak o'omaa ahkiink eyaawaatc, kahkina kaye pinehshiinshak pemihsewaatc ishpimink; kahkina kaye kaa⁠pimootewaatc mihtahkamik, kahkina kaye kinooshek anaamiintim eyaawaatc, ninka ishi'aak ci⁠kohtaaneniminekwaa, ci⁠kakwaanihsakeniminekwaa kaye; kahkina hsa kiinawaa kimiinikoowisim ci⁠tipenimekwaa. 
GEN.9.3	Kahkina kekoon wehkawiimakahk pemaatahk kimiinininim ci⁠omiicimimiyek kaakii ishi miininakookipan kekoonan nehtaawikinkin ci⁠omiicimimiyek. 
GEN.9.4	 Peshikwayek tahsh kekoon kika manaa miicim, mii 'iwe wiiyaahs kaa⁠miskwiiwank, aaniihsh miskwiink onciimakan pimaatisiwin. 
GEN.9.5	Kiishpin tahsh awiya nihshiwetc, niin hsa ninka tootawaa kewiin ci⁠nihsintc, miitahsh peshikwan kewiin aya'aawihsh keshi nihsintc kiishpin nihsaatc awiyan pemaatisinitc. 
GEN.9.6	 Awenen hsa piko nihsaatc awiyan, ininiinaank hsa kewiin ta⁠onci nihsaakaniwi, aaniihsh Kishemanitoo otishinaakosiwinink okii ishi'aan ininiwan.”
GEN.9.8	Miitahsh kaye kaa‑ani'inaatc Noowawan okosihsini kaye, 
GEN.9.9	“Inashke hsa noonkom niwii ayiitahtoon keshi ahshotamaawinakook, iki kaye kipiiwesiimiwaak keni ayaawaatc, 
GEN.9.10	kahkina hsa ko aya'aawihshak kaa⁠wiiciiwinekwaa, pinehshiinshak, awahkaanak, kahkina pikwaci aya'aawihshak, iki hsa kahkina kihci ciimaanink kaa⁠wiicikapaaminekwaa, kahkina hsa piko pemaatahk o'omaa ahkiink. 
GEN.9.11	Miitahsh o'o e⁠onahtooyaan keshi ahshotamaawinakook; kaawiin hsa wiihkaa miinawaa kahkina awiyak pemaatisiwaatc kaashi nihkipashiwemakahk nipi ta⁠onci nihshiwanaatisihsiiwak. Kaawiin miinawaa wiihkaa ta⁠nihkipiihsinoon o'o ahki ci⁠nihshiwanaatahk.” 
GEN.9.12	Miitahsh kaa‑ani ihkitotc Kishemanitoo, “Miitahsh o'o keshi kihkinawaacihtooyaan i'i kaashi ahshotamaawinakook, iki kaye kahkina aya'aawihshak kaa⁠wiiciiwihkwaa, iki kaye kahkina keni ayaanihke pimaatisiwaatc. 
GEN.9.13	Ninka onahtoon hsa kiisihsweyaap wahkwiink, miitahsh i'i e⁠kihkinawaacihtooyaan o'o kaashi ahshotamawakwaa o'omaa ahkiink eyaawaatc. 
GEN.9.14	Ahpii tahsh iko oshihtooyaan ahki ci⁠ninkwahkwahk, kiisihsweyaap tahsh naakwahk, 
GEN.9.15	ninka maamihkaw itahsh aaniin eshi ahshotamaawinakook, i'i kaye kahkina kekoon pemaatahk. Kaawiin hsa miinawaa wiihkaa nipi ta⁠nihkipacikemakahsinoon ci⁠nihshiwanaatahk kahkina kaa⁠pimaatahk. 
GEN.9.16	Ahpii tahsh iko naakwahk kiisihsweyaap wahkwiink, waapantamaan itahsh, ninka maamihkaw nehpic iko kaashi ahshotamaawinakook kahkina kaa⁠pimaatahk o'omaa ahkiink.” 
GEN.9.17	Miihsh kaa‑ani ihkitotc, “Miitahsh i'i eshi kihkinawaacihtooyaan i'i ahshotamaakewin kaakii onahtamawakwaa kahkina kaa⁠pimaatahk o'omaa ahkiink,” okii'inaan.
GEN.9.18	Noowa 
GEN.9.19	Miiwa' tahsh o'o Noowa okosihsa' kaakii nihsinitc (3), miitahsh i'imaa kaa⁠onciinitc kahkina pemaatisinitc misiwe ahkiink eyaanitc.
GEN.9.20	Noowa tahsh kii⁠maacii kihtike, ekii kihtikaanaatc shoomina'. 
GEN.9.21	E⁠minihkwaatank tahsh shoominaapooni, kii⁠ani kiiwashkwepii. Opakwaanekamikonk tahsh kiih⁠pimihshin ekiih⁠kikihkonayehsik. 
GEN.9.22	Hem tahsh kaakii okosihsitc Kenan okii waapamaan oteten e⁠kikihkonayehsinik. Miihsh kaa⁠ishi wiintamawaatc minciniish wiicihkiweya' akwaciink eyaanitc. 
GEN.9.23	Minciniish itahsh shaakooc wiicihkiweya' okii otaahpinaamini kashkiikiiwin otaanaank inahke otinimaakaniwaank ekii ininamowaatc. Kii⁠ashe'ohsewa' itahsh ekii akwana'waanitc otetewaani e⁠kikihkonayehsinik. Ninkoci tahsh kii‑inihkweniwa' ci⁠waapamaahsinik oteteni e⁠kikihkonayehsinik. 
GEN.9.24	Ahpii tahsh Noowa kaa‑aahtepiitc, e⁠kihkentank itahsh aaniin kaah⁠tootaakotc ini maawac weshiimenshimaawinitc okosihsan, 
GEN.9.25	mii'o kaa⁠ihkitotc,
GEN.9.25	“Taka ta⁠macakimaa Kenan 
GEN.9.25	Oka pamiihtawaa' hsa wiicihkiweya'.”
GEN.9.26	Miitahsh kaye kaa‑ani ihkitotc,
GEN.9.26	“Ta⁠miikwehciwenimaa kaaTipenciketc,
GEN.9.26	Shem kaa⁠oKishemanitoomitc,
GEN.9.26	taka Kenan oka pamiihtawaan Sheman.
GEN.9.27	Taka Kishemanitoon Cepat 
GEN.9.27	Taka Cepat opiiwesiima'
GEN.9.27	okani tipentamini eshitaanitc Shemink wenciinitc.
GEN.9.27	Cepat itahsh kaye oka pamiihtaakoon Kenanan,”
GEN.9.27	kii‑ihkito Noowa.
GEN.9.28	Kaa⁠ishkwaa nihkipiinik tahsh nihswaahk naanimitana (350) tahso pipoon kiih⁠pimaatisi Noowa. 
GEN.9.29	Noowa tahsh shaankahswaahk naanimitana (950) maamaw kiih⁠tahso pipoonwe, miihsh kaakii ishkwaa pimaatisitc.
GEN.10.1	Mii hsa 'o eshi tashinsonitc Noowa 
GEN.10.2	Miihsh o'o Cepat okosihsa': Koomar 
GEN.10.3	Miihsh o'o Koomar okosihsa': Aashkenaas 
GEN.10.4	Miihsh o'o Cehpan okosihsa': Ilaaihsha 
GEN.10.5	Miiwak ihsa oko pemaatisiwaatc kaa⁠onciiwaatc naanew kihcikamiink kaye tahsh minihsihkaank. Pepahkaan ihsa ko ayishikiishwewak eshi pepahkaanwewaanakisiwaatc, e⁠ayonciiwaatc kaye, eshi ayohkwiinowaatc kaye.
GEN.10.6	Miiwa' itahsh o'o Hem 
GEN.10.7	Miihsh wiin o'o Koohsh okosihsa': Siipa 
GEN.10.8	Koohsh kii⁠okosihsi Nimraat 
GEN.10.9	KaaTipencikenitc ihsa e⁠wiici'ikotc kii⁠nihtaa antawencike. Miihsh pemaatisiwaatc kaa⁠onci nihtaa ihkitowaatc, “Taka kaaTipenciketc kika nihtaa antawencike'ik taapishkoo kaakiih tootawaatc Nimraatan.” 
GEN.10.10	I'ihsa tahsh nihtam otookimaawiwin kii⁠onci maacihseni Paapilan 
GEN.10.11	I'imaa tahsh ahkiink kii⁠onci maacaa ekii ishaatc Ahsiiriya 
GEN.10.12	I'i tahsh kaye Oriihsen 
GEN.10.13	Miihsh o'o Iicip opiiwesiima': Litiyaink 
GEN.10.14	Paahtrosink 
GEN.10.15	Miihsh wiin o'o Kenan 
GEN.10.16	Ciipas 
GEN.10.17	Kipii 
GEN.10.18	Aarpat 
GEN.10.19	Weti hsa piinihsh Saaitan ootenaank kii⁠ani ocihcishkaawak. Piinihsh weti inahke Kiiraar 
GEN.10.20	Miiwa' ihsa o'o Hem 
GEN.10.21	Miiwa' itahsh wiin a'a Shem 
GEN.10.22	Miihsh o'o Shem okosihsa': Iilam 
GEN.10.23	Miihsh o'o Eram okosihsa': As 
GEN.10.24	Arpakihsaat kii⁠okosihsi Shiila 
GEN.10.25	Kii⁠niishiwa' itahsh Iipar okosihsa'. Peshik itahsh ini okosihsan Piilek 
GEN.10.26	Miihsh o'o Caktan okosihsa': Aalmootaat 
GEN.10.27	Hatooram 
GEN.10.28	Oopal 
GEN.10.29	Oohpar 
GEN.10.30	I'imaa hsa ahkiink kaakiih tashiihkewaatc Miihsha 
GEN.10.31	Miihsh o'o nahke Shem opiiwesiima' eshi tashinsonitc eshi ayinawentinitc, eshi pepahkaanikiishwenitc kaye, aanti kaye eshi kakapehshinitc, eshi pepahkaanwewaanakisinitc kaye.
GEN.10.32	Miiwak ihsa o'o kahkina Noowa 
GEN.11.1	Maawac tahsh iko nihtam kahkina kaakiih pimaatisiwaatc o'omaa ahkiink peshikwan kii‑ishikiishwewak, peshikwan kaye ihkitowinan okii aapacihtoonaawaan. 
GEN.11.2	Miitahsh eh⁠papaami ayaawaatc waapanonk inahke e⁠ishaawaatc, okii otihtaanaawaa ahkiini eh⁠pashkwaanik Shaainar 
GEN.11.3	Miitahsh kaa⁠ihkitowaatc eh⁠kakanoonitiwaatc, “Ampeyohk, taka oshi'aataanik kahkahkeyaapihkahsiniik, caakiswaataanik kaye ci⁠mashkawisiwaatc.” Miitahsh i'i kahkahkeyaapihkahsinii' kaa‑aapaci'aawaatc, pikiwan kaye okii aapaci'aawaan ke⁠onci kihciwaapihkihshininitc i'i ahsinii'. 
GEN.11.4	Kii‑ihkitowak kaye, “Ampeyohk, taka oshihtamaasotaa kihci ootena, ompahkitootaa kaye kekoon ci‑ishpahkitek, wakicaya'ii ci⁠otihtaahkitek weti kihci kiishikonk. Miitahsh ke⁠onci kihkenimikooyank, kaawiin tahsh kaye misiwe kika ishi misihteshkaahsiimin o'omaa ahkiink.”
GEN.11.5	KaaTipenciketc tahsh kiih⁠pinaashii ewii waapantank i'i kihci ootenaani, i'i kaye ishpaapihkinikan kaakii oshihtoonitc pemaatisinitc. 
GEN.11.6	KaaTipenciketc tahsh kii‑ihkito, “Inashke mihci peshikwewaanakisiwak pemaatisiwaatc, kahkina kaye peshikwan ishikiishwewak. Miitahsh o'o kaa⁠maacii ishihcikewaatc, kaawiin kaye kekoonini oka pwaanawihtoohsiinaawaa ci‑ishihcikewaatc aaniin eshi antawentamowaatc. 
GEN.11.7	Ampe, taka naashaya'ii ishaataa, wawaanentamohtaawaataa otishikiishwewiniwaa, ci⁠nihsitohtaatihsikwaa kakanoonitiwaatc.” 
GEN.11.8	Miitahsh kaaTipenciketc kaakii misihtenaatc pemaatisinitc misiwe o'omaa ahkiink ci‑ishaanitc. Okiih poonihtooni hsa i'i kihci ootenaani kaakii oshihtoonihpan. 
GEN.11.9	I'i tahsh kihci ootenaani Pepal 
GEN.11.10	Mii o'oweniwa' opiiwesiima' Shem eh⁠tashinsonitc: Niisho pipoon hsa e⁠ishihsenik ahpii kaa⁠ishkwaa nihkipiik ahki, Shem ninkotwaahk (100) kiih⁠tahso pipoonwe. Miihsh kaakii okosihsitc, Arpakihsaat 
GEN.11.11	Ahpii hsa kaa⁠ishkwaa ayaawaatc ini okosihsan, keyaapi hsa naanwaahk (500) tahso pipoon kiih⁠pimaatisi. Kotak itahsh kaye apinoonciisha' okiih pi ayaawaa'.
GEN.11.12	A'a hsa Arpakihsaat nihsimitanashinaanan (35) eh⁠tahso pipoonwetc kii⁠okosihsi, Shiila 
GEN.11.13	Ahpii hsa kaa⁠ishkwaa ayaawaatc ini okosihsan keyaapi hsa, niiwaahk nihsopipoon (403) kiih⁠pimaatisi. Kotak itahsh kaye apinoonciisha' okiih pi ayaawaa'.
GEN.11.14	A'a hsa Shiila nihsimitana (30) eh⁠tahso pipoonwetc kii⁠okosihsi, Iipar 
GEN.11.15	Ahpii hsa kaa⁠ishkwaa ayaawaatc ini okosihsan keyaapi hsa, niiwaahk nihsopipoon (403) kiih⁠pimaatisi. Kotak itahsh kaye apinoonciisha' okiih pi ayaawaa'.
GEN.11.16	A'a hsa Iipar nihsimitanashiniiwin (34) eh⁠tahso pipoonwetc kii⁠okosihsi, Piilek 
GEN.11.17	Ahpii hsa kaa⁠ishkwaa ayaawaatc ini okosihsan keyaapi hsa, niiwaahk nihsimitana (430) tahso pipoon kiih⁠pimaatisi. Kotak itahsh kaye apinoonciisha' okiih pi ayaawaa'.
GEN.11.18	A'a hsa Piilek nihsimitana (30) eh⁠tahso pipoonwetc kii⁠okosihsi, Riio 
GEN.11.19	Ahpii hsa kaa⁠ishkwaa ayaawaatc ini okosihsan keyaapi hsa, niishwaahk shaankahso (209) pipoon kiih⁠pimaatisi. Kotak itahsh kaye apinoonciisha' okiih pi ayaawaa'.
GEN.11.20	A'a hsa Riio nihsimitanashiniishin (32) eh⁠tahso pipoonwetc kii⁠okosihsi, Siiraak 
GEN.11.21	Ahpii hsa kaa⁠ishkwaa ayaawaatc ini okosihsan keyaapi hsa, niishwaahk niishwaahso (207) tahso pipoon kiih⁠pimaatisi. Kotak itahsh kaye apinoonciisha' okiih pi ayaawaa'.
GEN.11.22	A'a hsa Siiraak nihsimitana (30) eh⁠tahso pipoonwetc kii⁠okosihsi, Nehor 
GEN.11.23	Ahpii hsa kaa⁠ishkwaa ayaawaatc ini okosihsan keyaapi hsa, niishwaahk (200) tahso pipoon kiih⁠pimaatisi. Kotak itahsh kaye apinoonciisha' okiih pi ayaawaa'.
GEN.11.24	A'a hsa Nehor niishtanashishaankahso (29) eh⁠tahso pipoonwetc kii⁠okosihsi, Tiira 
GEN.11.25	Ahpii hsa kaa⁠ishkwaa ayaawaatc ini okosihsan keyaapi hsa, ninkotwaahk mitaahshishaankahso (119) tahso pipoon kiih⁠pimaatisi. Kotak itahsh kaye apinoonciisha' okiih pi ayaawaa'.
GEN.11.26	A'a hsa Tiira niishwaahsimitana (70) eh⁠tahso pipoonwetc kii⁠okosihsi, Eparam 
GEN.11.27	Mii o'oweniwa' opiiwesiima' Tiira 
GEN.11.28	Mekwaa hsa oteten Tiirawan eh⁠pimaatisinitc, Heran hsa kiih⁠tashi ishkwaa pimaatisi i'imaa Er 
GEN.11.29	Iki tahsh minciniish Eparam a'a kaye Nehor kii⁠wiiwiwak. Eparam hsa wiiwan Seraii 
GEN.11.30	A'a hsa wiin Seraai kaawiin okiih kashkihtoohsiin ci⁠oniicaanihsitc. 
