MAT.1.1	LIOAR Sheeloghe Yeesey Creest, Mac Ghavid, Mac Abraham.
MAT.21.40	Tra hig er‐y‐fa shen chiarn y gharey‐feeney, Cre nee e rish ny fir‐hie shen?
MAT.21.41	Doort adsyn rish, stroie‐ee e fegooish myghin ny drogh gheney shen, as soie‐ee e yn garey feeney rish fir‐hie elley, livrey‐ys ny messyn da, ayns nyn imbaghyn.
MAT.21.42	Doort Yeesey roo, Nagh lhaih shiuish rieau ayns goo yee, Yn chlagh ren adsyn va troggal y thie, y vee‐lowal, ta’n chlagh cheddyn er‐jeet dy ve yn ard chlagh chorneilagh: shoh janoo yn chiarn, as te yyndyssagh ayns ny sooyllyn ainyn?
MAT.21.43	Shen‐y‐fa ta mish gra riu, Dy bee reeriaght yee er ny ghoall veuish, as er ny choyrt da ashoon, ymmyrkys magh yn mess echey.
MAT.21.44	As quoi‐erbee huittys er y chlagh shen, bee e er ny vroo: agh quoi‐erbee huittys y chlagh shen er, nee ee cha meen as joan jeh.
MAT.21.45	As tra va ny ard‐saggyrtyn as ny Phariseyn erreish ny coraaghyn dorraghey echey y chlashtyn, dennee ad dy nee jeusyn ve loart.
MAT.21.46	Agh tra vad aignagh dy ghoall e, ghow ad aggle roish y pobble, er‐yn‐oyr dy row ad jeaghyn er, dy ve ny adeyr.
MAT.22.1	AS dreggyr Yeesey as loar e roo reesht liorish coraaghyn dorraghey, gra;
MAT.22.2	Ta reeriaght niau er ny holaghey gys ree dy row ren bannish son e vac,
MAT.22.3	As hug e magh e harvaantyn dy emagh orroosyn va cuirt gys y vannish as cha row ad aignagh dy heet.
MAT.22.4	Reeshtagh hug e magh shiarvaantyn elley, gra, Abbyr‐jee roosyn ta cuirt, Cur‐my‐ner ta mee er n’aarlaghey my yinnair: ta my ghew as my veiyn beiht marroo, as dy chooilley nee aarloo; tar‐jee gys y vannish.
MAT.22.5	Agh hoie adsyn beg jeh, as hie ad rumboo, fer gys e valley as fer elley gys y dellal echey:
MAT.22.6	As ghow yn chooid elley ny shiarvaantyn echey as ghell ad dy roonagh roo, as var ad ad.
MAT.22.7	Agh tra cheayl y Ree jeh, ve jymmoosagh: as hug e magh e heshaghtyn‐caggee, as stroie e ny dunveryn shen, as losht e yn ard‐valley oc.
MAT.22.8	Eishtagh doort e rish e harvaantyn, Ta’n vannish aarloo, agh y vooinjer va cuirt, cha row ad feeu.
MAT.22.9	Gow‐jee magh er‐y‐fa shen gys ny raadjin moarey, as chooilleen as yiow shin, cuir‐jee gys y vannish.
MAT.22.10	As hie ny shiarvaantyn shen magh gys ny raadjin moarey, as ren ad chooilleen as haink nyn raad y haglym cooidjagh, chammah sie as mie, as va thie ny banshey er ny lieeney lesh goaldee.
MAT.22.11	¶ As tra haink y Ree stiagh dy akin ny goaldee, honnick e dooinney ayns shen nagh row garmad‐poost er.
MAT.22.12	As doort e rish, Charrey, kys haink uss stiagh ayns shoh, fegooish garmad‐poost? as cha row fockle echey dy ghra.
MAT.22.13	Eisht doort y Ree rish ny shiarvaantyn, Kiangle‐jee e laue as cass, as gow‐jee e ersooyl, as tilg‐jee e ayns y dorraghys sodjey mooie: ayns shen vees keaney as snaggeraght feeacklyn.
MAT.22.14	Son ta ymmodee er nyn eam, agh beggan er nyn reih.
MAT.22.15	¶ Eishtagh hie ny Phariseyn, as hug ad nyn goyrle dy cheiley, kys oddagh e y hayrn ayns rybbey, liorish e ocklyn.
MAT.22.16	As hug ad magh huggey shiartance jeusyn vad hene er nynsaghey, marish ny Herodianee, gra, Vainshter, ta fys ain dy vel oo firrinagh, as dy vel oo gynsaghey raad yee ayns firrinys, chamoo t’ow ayns imnea roish dooinney erbee: son cha vel oo soiaghey jeh persoon deney.
MAT.22.17	Insh dooin er‐y‐fa shen cre t’on dy smooinaght, Vel eh lowal keesh y choyrt da Cesar mannagh vel?
MAT.22.18	Agh dennee Yeesey yn olkys oc, as doort e, Cre’n fa ta shiu dy my violaghey, chrauee foalsey?
MAT.22.19	Jeagh‐jee dow argid y cheesh, as hug ad lieu huggey ping.
MAT.22.20	As doort e roo, Quoi gys ta’n jalloo as y scrieu shoh bennalt?
MAT.22.21	Doort adsyn rish, gys Cesar. Eishtagh doort e roo, Eek‐jee er‐y‐fa shen da Cesar, ny reddyn ta lesh Cesar: as da Jee ny reddyn ta lesh Jee.
MAT.22.22	Tra cheayl ad shoh, ghow ad yyndyss, as daag ad e, as hie ad rumboo.
MAT.22.23	¶ Yn laa keddyn haink huggey ny Sadduceyn, ta gra nagh vel irree seose reesht dy ve ayn, as dênee ad jeh,
MAT.22.24	Gra, Vainshter, ta Moses er ghra, my ta dooinney geddyn baase, fegooish cloan, dy vel e vraar dy phoosey’n ven echey, as dy hroggal seose sluight gys e vraar.
MAT.22.25	Nish boyn dooinyn shiaght braaraghyn, as hooar y chied vraar, tra ve er phoosey ben, baase, fegooish cloan, as daag e e ven gys yn nah vraar.
MAT.22.26	As hooar yn nah vraar myrgeddyn baase as y tress gys y chiaghtoo.
MAT.22.27	As er jerrey ooilley hooar y ven baase myrgeddyn.
MAT.22.28	Shen‐y‐fa ec yn irree reesht, quoi jeh’n chiaght vees ee echey son ben, son vie son ben daue ooilley.
MAT.22.29	Dreggyr Yeesey as doort e roo, Ta shiu fo marranys, as cha vel toiggal eu jeh goo, ny jeh pooar Yee.
MAT.22.30	Son ec yn irree reesht, cha vel ad poosey ny er nyn goyrt ayns poosey; agh ta’d myr ainlyn Yee t’ayns niau.
MAT.22.31	Agh my‐chione irree seose reesht ny merriu, nagh vel shiu er lhaih shen va loart riu liorish Jee, gra,
MAT.22.32	Mish Jee Abraham, as Jee Isaac, as Jee Yacob? cha vel Jee ny Yee jeh ny merriu, agh jeh ny bio.
MAT.22.33	As tra cheayl yn pobble shoh, ghow ad yyndyss jeh’n ynsaghey echey.
MAT.22.34	¶ Agh tra va ny Phariseyn er chlashtyn, dy row e er chur er ny Sadduceyn ve nyn dost, vad er nyn jagglym cooidjagh.
MAT.22.35	As denee fer jeu va ny er‐ynsee jeh’n leih question jeh, er chee y violaghey e, gra,
MAT.22.36	Vainshter, cre yn ard anney ayns y leih?
MAT.22.37	Doort Yeesey rish, Ver oo graih d’an chiarn dty Yee, lesh ooilley dty chree, as lesh ooilley dt’annym, as lesh ooilley dt’aigney.
MAT.22.38	Shoh yn chied as yn ard anney.
MAT.22.39	As ta’n nah anney casley rish, Ver oo graih da dty naboo, myr dhyt hene.
MAT.22.40	Yn daa anney shoh bun y leih as ny phaderyn.
MAT.22.41	¶ Choud as va ny Phariseyn er nyn jaglym cooidjagh, dênee Yeesey jeu,
MAT.22.42	Gra, Cre ta shiu dy smooinaght jeh Creest? quoi da mac e? doort adsyn rish, Mac Ghavid.
MAT.22.43	Doort eshyn roo, kys eishtagh dy vel David liorish y spyrryd genmyss e ny Hiarn, gra,
MAT.22.44	Doort y Chiarn rish my Hiarn’s, soie uss er my laue yesh, derrey verrym dty noidjyn son stoyll fo dty chassyn.
MAT.22.45	My ta David eisht genmyss e ny Hiarn, kys te yn mac echey?
MAT.22.46	As cha row dooinney erbee able fockle dy ansoor y chur da, cha‐moo by loys da dooinney erbee (veih’n laa shen magh) question erbee sodjey y enaght jeh.
MAT.23.1	EIshtagh loar Yeesey rish y pobble, as roosyn va sheer geyrt er,
MAT.23.2	Gra, ta ny scruderyn as ny Phariseyn nyn soie ayns stoyl Voses.
MAT.23.3	Ooilley er‐y‐fa shen cre‐erbee nee ad y oardaghey div dy realley, freil‐jee as jean‐jee eh; agh ny jean‐jee lurg ny obbraghyn oc: son ta’d gra, as cha vel ad janoo.
MAT.23.4	Son ta’d kiangley erraghyn tromey as doilley dy ve er nyn ymmyrkey, as dyn goyrt ad er geayltyn deney, agh cha gleashee adsyn ad hene ad lesh annane jeh ny meir oc.
MAT.23.5	Agh ooilley nyn obbraghyn ta’d dy yanoo, dy ve er nyn vakin liorish deney: ta’d janoo liane ny 
MAT.23.6	As shynney lieu ny ard ynnydyn‐soie y ve oc ec cuirraghyn, as ny ard stuill ayns ny kialteenyn,
MAT.23.7	As sleih dy vannaghey daue ayns ny margaghyn, as dy ve enmyssit liorish deney Rabbi, Rabbi.
MAT.23.8	Agh ny bee jee shiuish enmyssit Rabbi: son ta yn vainshter eu, ta shen dy ghra Creest as ta shiuish ooilley nyn mraaraghyn.
MAT.23.9	As ny enmyss‐jee dooinney erbee yn ayr eu er y talloo, son ta yn er ny ayr diu, ta ayns niau.
MAT.23.10	Cha‐moo bee‐jee enmyssit mainshteryn, son ta yn er ny vainshter erriu, ta shen dy ghra Creest.
MAT.23.11	Agh y fer syrjeh nyn mast eu, bee e diu ny harvaant.
MAT.23.12	As quoi‐erbee nee e hene y hoiaghey seose, bee e er ny injillaghey, as eshyn nee e hene y injillaghey, bee e er ny hoiaghey seose.
MAT.23.13	¶ Agh smerg diuish scruderyn as Phariseyn, chrauee‐foalsey; son ta shiu jeih seose reeriaght niau noi deney: son cha vel shiu goll stiagh shiu hene, as ta shiu dyn liettal adsyn ta aarloo dy gholl stiagh.
MAT.23.14	Smerg diu scruderyn as Phariseyn, chrauee‐foalsey; son ta shiu cur mow thiyn mrane treoghe, as liggey erriu dy bee shiu foddey ec padjer; shen‐y‐fa ta kerraghey strimmey nyn gouyr.
MAT.23.15	Smerg diu scruderyn as Phariseyn, chrauee‐foalsey; son ta shiu goll migeart keayn as talloo, dy hayrn yn yoaree gys y chredjue, as tra te er jyndaa hiu, ta shiu dy yanoo e, ny lianoo dy nivrin gha wheeish as shiu hene.
MAT.23.16	Smerg diu leedeilee doall, ta gra, quoi‐erbee loo‐ys liorish y chiamble, nagh vel eh veg: agh quoi‐erbee loo‐ys liorish aer y chiamble, dy negin da coontey choyrt.
MAT.23.17	Mee‐cheealagh as doall, son quoi smoo ta dy ve soit jeh, yn aer, ny’n chiamble ta casherickey yn aer?
MAT.23.18	As quoi‐erbee looys liorish yn altar, nagh vel eh veg: agh quoi‐erbee loo‐ys liorish y gioot te’r yn altar, dy vel er coontey choyrt.
MAT.23.19	Mee‐cheealagh as doall: son quoi smoo ta dy ve soit jeh yn gioot, ny’n altar ta casherickey yn gioot?
MAT.23.20	Quoi‐erbee er‐y‐fa shen looys liorish yn altar te loo liorish yn altar hene, as liorish dy chooilley nee ta er.
MAT.23.21	As quoi‐erbee looys liorish y chiamble, te loo liorish y chiamble as liorishyn ta vaghey ayn.
MAT.23.22	As eshyn nee loo liorish niau, te loo liorish stoyl‐ree‐oil Yee, as liorishyn ta ny hoie er.
MAT.23.23	Smerg diu scruderyn as Phariseyn chrauee‐foalsey; son ta shiu geeck jaghee jeh myndey, anise as cumin, as cha vel shiu er chooilleeney currymyn symmyrtsee jeh’n leih, cairys, myghin, as firrinys: ad shoh lishagh shiu v’er nianoo, fegooish y chooid elley y agail gyn janoo.
MAT.23.24	Leedeilee doall, ta carwhillag snemmey erriu, agh sluggee shiu camel.
MAT.23.25	Smerg diu scruderyn as Phariseyn chrauee‐foalsey; son ta shiu glenney yn cappan as y claare er cheu‐mooie, agh cheu‐stie ta’d laane dy hran laase as dy niau‐heeltys.
MAT.23.26	Pharisee doall, glen hoshiaght shen ny ta cheu‐stie jeh’n chappan as jeh’n chlaare, dy vod yn cheu‐mooie oc ve glen myrgeddyn.
MAT.23.27	Smerg diu scruderyn as Phariseyn, chrauee‐foalsey; son ta shiu goll rish oaiaghyn te’r nyn niallaghey, ta dy jarroo jeaghyn aalin er cheumooie, agh cheu‐stie ta’d laane dy chrauyn ny merriu, as jeh dy chooilley vroid.
MAT.23.28	Shen myr ta shiuish neesht er cheumooie cairagh ayns shilley deney, agh cheu‐stie ta shiu laane dy chraueeaght oalsey as dy vee‐chairys.
MAT.23.29	Smerg diu scruderyn as Phariseyn, chrauee‐foalsey; er‐y‐fa dy vel shiu troggal ooiaghyn ny phaderyn, as soiaghey magh liaghtyn ny deney cairagh,
MAT.23.30	As gra, Dy beagh shinyn er ve, ayns laghyn nyn ayraghyn, cha beagh shin er ve nyn baarteasyn maroosyn ayns fuill ny phaderyn.
MAT.23.31	Shen‐y‐fa ta shiu nyn venishyn diu hene, dy nee yn chloan ocsyn shiu ren ny phaderyn y varroo.
MAT.23.32	Leen‐jee seose eishtagh towse nyn ayraghyn.
MAT.23.33	Shiuish ard‐nieughyn, sheeloghe dy ard‐nieughyn, kys oddys shiu kerraghey nivrin y scapail?
MAT.23.34	¶ Shen‐y‐fa cur‐my‐ner ta mish coyrt hiu phaderyn, as deney creeney, as screeuderyn; as part jeu nee shiu y varroo as y chrossey, as part jeu nee shiu y chustey ayns ny kialteenyn eu as tranlaase y yanoo orroo veih ardvalley gys ardvalley.
MAT.23.35	Dy vod ooilley yn uill chairagh hie er deartey er y talloo tuittym erriu, veih fuill Abel cairagh, gys fuill Zacharias, mac Barachias, e ren shiu y varroo eddyr y chiamble as yn altar.
MAT.23.36	Dy firrinagh ta mee gra riu, dy jig dy chooilley nee jeu shoh er y cheeloghe shoh.
MAT.23.37	Yerusalem, Yerusalem, ta marroo ny phaderyn, as dyn glaghey adsyn te’r nyn goyrt er chaghteraght hood, cre cha mennich as va mish booiaght v’er hagglyrn dty chloan cooidjagh, ’naght myr ta kiark goall stiagh e hein fo my skainyn, as cha nee yn aigney eu ve?
MAT.23.38	Cur‐my‐ner ta’n thie eu faagit diu tregit.
MAT.23.39	Son ta mee gra riu, nagh vaik shiu mish ny yei shoh, derrey jir shiu, Bannit ta eshyn ta cheet ayns ennym y Chiarn.
MAT.24.1	AS hie Yeesey magh as jimmee e veih’n chiamble; as haink y vooinjer va sheer geyrt er huggey, dy chur shilley da jeh stooamit y chiamble.
MAT.24.2	As doort Yeesey roo, Nagh vaik shiu ooilley ny reddyn shoh? Dy firrinagh ta mee gra riu, nagh bee faagit yn chlagh er chlagh elley, nagh bee er ny hilgey sheese.
MAT.24.3	¶ As myr ve ny hoie er cronck ny olivyn, haink y vooinjer va sheer geyrt er huggey er lieh, gra, Insh dooin cooin vees ny reddyn shoh? as cre’n cowrey vees jeh’n cheet ayd as jeh jerrey’n teihll?
MAT.24.4	As dreggyr Yeesey as doort e roo, Cur jee twoai nagh moll dooinney erbee shiu.
MAT.24.5	Son hig ymmodee ayns m’ennyms gra, Mish Creest, as nee ad ymmodee y volley.
MAT.24.6	As clinnee shiu jeh caggaghyn, as jeh imraaghyn dy chaggaghyn: jeagh nagh bee shiu seaghnit: son shegin da dy chooilley nee jeu shoh cheet gys kione, agh cha bee yn jerrey foast.
MAT.24.7	Son irree ashoon noi ashoon as reeriaght noi reeriaght, as bee gennaghyn as crampyn as craaghyn tallooin ayns ymmodee ynnydyn.
MAT.24.8	Bee ooilley shoh toshiaght trimshey.
MAT.24.9	Eisht livrey‐ee ad shiu seose dy ve seaghnit, as marree ad shiu: as bee feogh ec dy chooilley ashoon erriu, er coontey yn ennym ayms.
MAT.24.10	As eishtagh gowee ymmodee oyr dy huittym ayns peccah, as brah‐ee ad as ver ad feoh yn derrey yeh da’n jeh elley.
MAT.24.11	As nee ymmodee phaderyn foalsey girres seose, as ymmodee y volley.
MAT.24.12	As er yn oyr dy jean olkys bishaghey, nee graih ymmodee seyraghey.
MAT.24.13	Agh bee, eshyn nee tannaghtyn firrinagh gys y jerrey, er ny hauail.
MAT.24.14	As bee shushtal yn reeriaght er ny phreacheil ayns ooilley’n seihl, son fenish da dy chooilley ashoon, as eisht nee yn jerrey cheet.
MAT.24.15	Tra hee shiu er‐y‐fa shen eajee id yn traartys ta loarit jeh liorish Daniel yn phadeyr, ny hassoo ayns yn ynnyd casherick (eshyn ta lhaih, lig da tastey ghoall)
MAT.24.16	Eishtagh lig dauesyn t’ayns Judea roih gys ny sleityn;
MAT.24.17	Eshyn te’r mullagh y thie, ny lig da cheet neose, dy ghoall nee erbee ass e hie.
MAT.24.18	As ny lig dasyn t’ayns y vagher chyndaa back, dy chur lesh e eddagh.
MAT.24.19	As smerg dauesyn ta torragh, as dauesyn ta cur keagh ayns ny laghyn shen.
MAT.24.20	Agh guee‐jee shiuish nagh bee yn roih eu er chea ayns y yeurey, ny er y doonaght.
MAT.24.21	Son bee seaghyn moar ec y tra shen, leid as nagh row er dy hoshiaght y teihll gys yn earish shen, as leid as nagh bee arragh dy bragh.
MAT.24.22	As mannagh beagh ny laghyn shen dy leah ec kione, cha beagh feill erbee er ny hauail, agh er gruih yn chloan reiht, bee ny laghyn shen dy leah ec kione.
MAT.24.23	Eisht my jir dooinney erbee riu, Cur‐my-ner ta Creest ayns shoh, ny ayns shid; ny creid‐jee eh.
MAT.24.24	Son nee Creestyn foalsey as phaderyn foalsey girree, as cowraghyn moarey as yyndyssyn y oilshaghey, ayns wheesh as dy mollagh ad (dy beagh eh possible) yn eer chloan reiht.
MAT.24.25	Cur‐my‐ner ta mish er ninsh diu rolaue.
MAT.24.26	Shen‐y‐fa my jir ad riu, Te ayns yn aasagh, ny gow‐jee magh: Cur‐my‐ner, te ayns ny shamyryn follit, ny creid‐jee eh.
MAT.24.27	Son myr ta’n tendeil cheet ass y shar, as cur soilshey choud as gys y sheear myr shen myrgeddyn vees cheet yn mac dooinney.
MAT.24.28	Son raad erbee dy bee yn corp, ayns shen vees ny urlaghyn er nyn jaglym.
MAT.24.29	¶ Chelleeragh lurg seaghyn ny laghyn shen, aasee yn ghrian dorraghey, as cha der yn aist e soilshey, as tuittee rollagyn yn aer, as bee pooaraghyn yn aer er nyn graa.
MAT.24.30	As eishtagh bee cowrey jeh’n Mac dooinney er ny akin ayns yn aer: as ec y tra shen nee ooilley sheeloghyn y tallooin dobberan, as hee ad yn Mac dooinney cheet ayns bodjallyn yn aer, lesh pooar as gloyr woar.
MAT.24.31	As ver e magh e ainlyn lesh feiyr moircayrn, as nee ad e chloan reiht y haglym cooidjagh veih ny kiare geayghyn, veih yn derrey chione jeh’n aer gys y chione elley.
MAT.24.32	Ynsee‐jee eisht coraa‐dorraghey jeh’n billey figgagh: tra ta’n banglane echey foast oor, as cur magh duillagyn, ta fys eu dy vel y sourey ergerrey.
MAT.24.33	Myr shen myrgeddyn shiuish, tra hee shiu ooilley ny reddyn shoh, toigjee dy vel e ergerrey, dy jarroo ec ny dorryssyn.
MAT.24.34	Dy firrinagh ta mee gra riu, roish my vow yn cheeloghe shoh baase, dy bee dy chooilley nee jeu shoh cooilleenit.
MAT.24.35	Nee niau as talloo cherraghtyn, agh my ghoans cha jean cherraghtyn.
MAT.24.36	¶ Agh er y laa as yn oor shen, cha vel fys ec dooinney erbee, ny ec ainlyn niau, agh ec my Ayr ny lomarcan.
MAT.24.37	Agh myr va laghyn Noe, myr shen myrgeddyn vees cheet yn Mac dooinney.
MAT.24.38	Son myr ayns ny laghyn va roish y thooilley, va’d gee as giv, poosey as coyrt ayns poosey, derrey yn laa hie Noe stiagh ayns yn arg,
MAT.24.39	As cha dug ad tastey, derrey haink y thooilley as ghow eh ad ooilley ersooyl, myr shen myrgeddyn vees cheet yn Mac dooinney.
MAT.24.40	Shen y tra vees jees ayns y vagher, bee yn derrey yeh goit, as y jeh elley fagit.
MAT.24.41	Bee daa ven blieh ec y wyllyn, yn derrey yeh goit as y jeh elley fagit.
MAT.24.42	¶ Bee‐jee er nyn dwoai er‐y‐fa shen, son cha vel fys eu er oor cheet nyn Iiarn.
MAT.24.43	Agh shoh toig‐jee, dy beagh fys er ve ec maishter y thie cre’n oor veagh y maarlagh er jeet, veagh e er watchal, as cha beagh e er liggey da e hie y vrishey stiagh.
MAT.24.44	Shen‐y‐fa bee‐jee shiuish myrgeddyn aarloo, son ec leid yn oor as nagh vel shiu smooinaght er hig yn Mac dooinney.
MAT.24.45	Quoi eisht yn Chiarvaant firrinagh as creeney, ta e Hiarn er nianoo ny er‐reil er e hie, dy chur daue nyn meaghey ayns earish cooie?
MAT.24.46	Bannit ta’n chiarvaant shen yiow e Hiarn janoo myr shen ec y cheet echey.
MAT.24.47	Dy firrinagh ta mee gra riu dy livrey e dys y churrym echey ooilley e chooid.
MAT.24.48	Agh my jir y drogh harvaant shen ayns e chree, Ta my Hiarn liggey shiaghey yn cheet echey,
MAT.24.49	As toshiaght y yanoo dy woalley e heshaghyn‐harvaant, as dy ee as dy iv marish y vooinjer veshtal:
MAT.24.50	Hig Chiarn y chiarvaant shen ec laa nagh bee e jeaghyn er y hon, as ayns oor nagh bee e twoaiagh jeh,
MAT.24.51	As giaree e e veih my chielley, as pointee e e chronney marish ny crauee‐foalsey: ayns shen vees keaney as snaggeraght feeacklyn.
MAT.25.1	EIsht bee reeriaght niau er ny holaghey gys jeih moidynyn, ghow ny lampyn oc, as hie magh quail y dooinney poost.
MAT.25.2	As va queg jeu creeney as queg ommijagh.
MAT.25.3	Hug adsyn va ommijagh lieu ny lampyn oc, agh cha dug ad lieu ooil maroo.
MAT.25.4	Agh hug y vooinjer chreeney lieu ooil ayns ny siyn oc marish nyn lampyn.
MAT.25.5	Choud as va’d feeau er y dooinney poost, huit ad ooilley er saveenagh as cadley.
MAT.25.6	As ec main‐uy va eam er ny choyrt, Cur-my‐ner ta’n dooinney‐poost cheet, gow‐jee magh ny whail.
MAT.25.7	Eisht dirree ooilley ny moidynyn shen, as hooar ad aarloo nyn lampyn.
MAT.25.8	As doort y vooinjer ommijagh roosyn va creeney, Cur‐jee dooinyn jeh’n ooil eauish, son ta ny lampyn ain goll ass.
MAT.25.9	Agh dreggyr y vooinjer chreeney, gra, Cha jean, er aggle nagh bee dy liooar ain dooin hene as diuish neesht, te ny share diu roih dys y vooinjer ta creck as kionnaghey er nyn son hene.
MAT.25.10	As choud as va’d goll dy chionnaghey; haink y dooinney‐poost, as hie yn vooinjer va aarloo stiagh marish gys y vannish, as va’n dorrys jeiht.
MAT.25.11	Ny lurg shen haink ny moidynyn elley, gra, Hiarn, Hiarn, fosle dooin.
MAT.25.12	Agh dreggyr eshyn as doort e, Dy firrinagh ta mee gra riu, nagh voddym goall riu.
MAT.25.13	Bee‐jee er nyn dwoai er‐y‐fa shen, son cha vel fys eu er y laa ny’n oor nee yn Mac dooinney cheet.
MAT.25.14	¶ Son te marragh dooinney va goll er troailt gys cheer foddey deie er e harvaantyn as livrey daue e chooid:
MAT.25.15	As da fer jeu, hug e queg talentyn, da fer elley jees, as da fer elley annane, da dy chooilley ghooinney lurg roshtin e hushtey, as chelleeragh ghow e e yurnah.
MAT.25.16	Eishtagh hie yn fer v’er gheddyn ny queg talentyn, as ren e dellal lieu, as chosne e queg talentyn elley.
MAT.25.17	As myr shen eshyn ve’r gheddyn jees, chosne eshyn myrgeddyn jees elley.
MAT.25.18	Agh y fer ve’r gheddyn annane, hie e as chley e ayns y talloo, as dollee e argid e Hiarn.
MAT.25.19	Agh lurg foddey dy earish haink chiarn ny shiarvaantyn shen, as ren e coontey roo.
MAT.25.20	As haink eshyn ve’r gheddyn ny queg talentyn as hug e lesh queg talentyn elley, gra, Hiarn, livrey uss doos queg talentyn, cur‐my‐ner, ta mee er chosney queg talentyn elley mâroo.
MAT.25.21	Doort e Hiarn rish, smie t’ow er nianoo, harvaant vie as firrinagh, t’ow er ny ve firrinagh ayns y veggan, livreyms moarane gys dty churrym; gow stiagh gys boggey dty Hiarn.
MAT.25.22	Haink eshyn myrgeddyn v’er gheddyn yn daa halent, as doort e, Hiarn, livrey uss doos daa halent: cur‐my‐ner, ta mee er chosney daa halent elley mâroo.
MAT.25.23	Doort e Hiarn rish, smie t’ow er nianoo, harvaant vie as firrinagh, t’ow er ny ve firrinagh ayns y veggan, livreyms moarane gys dty churrym: gow stiagh gys boggey dty hiarn.
MAT.25.24	Agh y fer v’er gheddyn yn yn talent, haink e as doort e, Hiarn, Va fys ayms dy nee dooinney creoi oo; buinn raad nagh ren oo cuirr, as chaglym raad nagh ren oo skeylley:
MAT.25.25	As ghow mee aggle, as hie mee as dollee mee dty halent ayns y talloo, cur‐my‐ner, shen y raad ta dty chooid.
MAT.25.26	Dreggyr e hiarn, as doort e rish, Harvaant vee‐chairagh as niau‐harroogh, va fys ayds, dy row mish buinn, raad nagh ren mee cuirr, as chaglym raad nagh ren mee skeylley.
MAT.25.27	Lishagh oo er‐y‐fa‐shen ve’r chur my argid dauesyn ta janoo vondeish liorish argid y yeasaght, as eishtagh ec y cheet aym, oddin v’er gheddyn my chooid hene lesh bishaghey.
MAT.25.28	Gow‐jee er‐y‐fa‐shen yn talent veih, as cur‐jee eh dasyn ta jeih talentyn echey.
MAT.25.29	Son da dy chooilley annane ta echey, vees er ny choyrt; as bee towse smoo echey: agh veihsyn nagh vel echey, vees er ny ghoall ersooyl shen ny ta echey.
MAT.25.30	As tilg‐jee yn chiarvaant niau‐harroogh ayns y dorraghys sodjey mooie, ayns shen vees keaney as snaggeraght feeacklyn.
MAT.25.31	¶ Tra hig yn Mac dooinney ayns e ghloyr, as ooilley e ainlyn casherick marish, shen y tra heiys e er stoyl‐reeoil e ghloyr.
MAT.25.32	As kiongoyrt rish vees dy chooilley ashoon er nyn jaglym, as scarree e ad veih my chielley, myr ta bochilley cur scarrey eddyr e chirree as ny goair.
MAT.25.33	As soiee e ny kirree er e laue yesh, agh ny goair er e laue chiare.
MAT.25.34	Eisht jir y Ree roosyn er e laue yesh, Tar‐jee my chloan bannit jeh my Ayr, gow‐jee myr eiraght yn reeriaght ta kiarit er nyn son eu, er dy hoshiaght y teihll.
MAT.25.35	Son va mee accryssagh, as hug shiu beaghey dou: va mee paagh as hug shiu jough dou: Va mee my yoarree, as ghow shiu stiagh mee:
MAT.25.36	Rooisht as ren shiu my choamrey: va mee ching, as haink shiu dy my yeaghyn: va mee ayns pryssoon, as haink shiu hym.
MAT.25.37	Eishtagh nee yn chloan chairagh e y reggyrt, gra, Hiarn, cooin honnick shin oo accryssagh, as dy dug shinyn beaghey dhyt? ny paagh as dy dug shin jough dhyt?
MAT.25.38	Cooin honnick shin oo dty yoarree, as dy ghow shin stiagh oo? ny rooisht as dy ren shin dy choamrey?
MAT.25.39	Ny cooin honnick shin oo ching, ny ayns pryssoon, as dy daink shin dy dy yeaghyn?
MAT.25.40	As freggyr ee yn Ree, as jir e roo, Dy firrinagh ta mee gra riu, ayns wheesh as dy vel shiu er nianoo eh, son y fer sloo jeu shoh my vraaraghyn, ta shiu er nianoo eh er my hons.
MAT.25.41	Eishtagh jir e roosyn myrgeddyn er y laue chiare, Immee‐jee voym chloan chursit gys yn aile dy bragh farraghtyn, ta kiarit son y drogh‐spyrryd as e ainlyn.
MAT.25.42	Son va mee accryssagh, as cha dug shiu beaghey dou: Va mee paagh, as cha dug shiu jough dou.
MAT.25.43	Va mee my yoarree, as cha ghow shiu stiagh mee: rooisht, as cha ren shiu my choamrey: ching as ayns pryssoon, as cha daink shiu dy my yeaghyn.
MAT.25.44	Eisht nee adsyn myrgeddyn e y reggyrt, gra, Hiarn, cooin honnick shin oo accryssagh, ny paagh, ny dty yoarree, ny rooisht, ny ching, ny ayns pryssoon, as nagh chooin shin liat.
MAT.25.45	Eisht nee e nyn vreggyrt ad, gra, Dy firrinagh ta mee gra riu, ayns wheesh as nagh ren shiu eh son annane jeh’n vooinjer sloo jeu shoh, cha ren shiu eh er my hons.
MAT.25.46	As hed ad shoh ersooyl gys y kerraghey dy bragh farraghtyn; agh y chloan chairagh gys y vea veayn.
MAT.26.1	AS haink eh gy kione, tra va Yeesey erreish ooilley ny goan shoh y loart, dy doort e roosyn va sheer geyrt er,
MAT.26.2	Ta fys eu lurg daa laa dy vel fealley ny caisht dy ve ayn, as dy vel yn mac dooinney er ny vrah dy ve er ny chrossey.
MAT.26.3	Eisht va ny ard‐saggyrtyn as ny scruderyn as shanster yn pobble er nyn jaglym cooidjagh gys thie yn ard‐saggyrt va enmyssit Caiaphas,
