MAT.1.1	Quemënga imnamna Jesucristbe bëts taitanga: Jesucristna Rey David y Abrahámbents̈ana ents̈á inamna.
MAT.5.17	“Ndoñe s̈mattsejuabnaye, nts̈amo Moisesbe leyiñe iuayancá y chë Bëngbe Bëtsabe juabna oyebuambnayënga tmojanayancá jabétsepochocama ats̈e tijabo ca. Ats̈e ndoñe chiyátabo chë soyënga jabétsepochocama, sinó jabábuayenama ndayá chë soyënga ndegombre bétsayanama. 
MAT.5.18	Ndegombre s̈cuayana: Celoca y quem luare chaojëftsemnëntscuana, ndocná queochatobenaye ni canÿe punto, ni canÿe letra chë leyënguents̈ana jtsejuánana, lempe nts̈amo jochnënguama yomncá chaojtsemnëntscuana. 
MAT.5.19	Chíyeca, nda nÿe mo canÿe mando chë leyënguiñe ndoñe tonjoyeuná cha, masque nÿe base soye chë mando tojtsemna, y chë ínÿenga cachcá tojtsabuatambá, cha Bëngbe Bëtsabe amë́ndayoca chë más nduamaná echántsemna. Pero ndëmuanÿenga tmojtsama nts̈amo Bëngbe Bëtsá tojamëndacá y chë ínÿenga cachcá chamotsamama tmojtsabuátambase, chënga Bëngbe Bëtsabe amë́ndayoca uámanënga mochántsemna. 
MAT.5.20	Chë soyëngamna mënts̈á s̈cuayana: Ts̈ëngaftanga chë ley abuátambayënga y fariseúngbioye ndoñe s̈montsayënjanase, jtsamama nts̈amo Bëngbe Bëtsá tcmojamëndacá, ndocna te Bëngbe Bëtsabe amë́ndayoye ques̈mochátamashjna.
MAT.5.21	“Ts̈ëngaftanga s̈mojouena nts̈amo Bëngbe Bëtsá ts̈ëngaftangbe bëts taitanga tojanamëndacá: ‘Ndoñe catjóba ca. Chca ochjajnayá bontsemna jobuambayana chë ents̈angbiama ts̈abá o ndoñe ts̈abá tmonjamama endbayanabe delante, ndáyeca chca ca.’ 
MAT.5.22	Pero ats̈e s̈cuayana, nda cachabe cats̈átaftaca tbojetna, chánaca bontsemna jobuambayana chë ents̈angbiama ts̈abá o ndoñe ts̈abá tmonjamama endbayanabe delante, ndáyeca chca ca. Nda cachabe cats̈átbioye puerte tbojtsáboyënja, cha bontsemna chë Sanedrín ca uabaina mándayëngbe delante jobuambayana ndáyeca chca ca; y nda cachabe cats̈atbiama opjema ca tojayana, nts̈amo cha bétsamama, cha bontsemna chë infiernoca íñeshoye jama.
MAT.5.23	“Chíyeca, nderado ndayá Bëngbe Bëtsabe bëts yebnoye tcojuamba Bëngbe Bëtsá jëtschuayama y chora tcojenojuabó acbe cats̈ata ácaftaca etonaná yojtsemna ca, 
MAT.5.24	as chë tcojiyëbo soye chë altarents̈a natsanoica cochjéseboshjona, cochtá y acbe cats̈átaftaca cochtenoyántsia. Chents̈ana cocayé altaroye cochjá y chë tcojuamba sóyeca Bëngbe Bëtsá cochjëtschuaye.
MAT.5.25	“Nderado nda tcmojademandá y cabildoye jotsánama cmojtsemna, cabá choye ndáshjango ora, betsco cháftaca cochtenoyántsia. Chca ndóñese, chë demandayá mandádbioye cmochanjúshjango, chë mandado josticiëngbe cucuats̈iñe cmochanjáboshjona y chënga cárceloye cmochanjutame. 
MAT.5.26	Ndegombre cbëyana: Chents̈ana ndoñe quecochtë́tsbocna lempe candesopagantscuana ca” —Jesús tojánayana.
MAT.5.27	“Ts̈ëngaftanga s̈mojouena nts̈amo Bëngbe Bëtsá tojanmandacá: ‘Acbe boyá o acbe shémbioye ínÿaftaca ndoñe catjaíngña.’ 
MAT.5.28	Pero ats̈e cbë́yana: Nderado canÿe boyabása ndëmuanÿe shembásabioye tbojinÿe y tojajuabó ‘malaye cha ca’, chë boyabása chca tojajuabose, ainanoca ya chë inÿe shembásaftaca cachabe shémbioye tbojtseingñé.
MAT.5.29	“Chíyeca, nderado acbe cats̈bioica bomínÿeca bacna soye tcojinÿe y cachca soye tcojamëse, más ts̈abá nántsemna chë bominÿe cochtsenobuchjatsëca y cochtsë́ts̈ena. Nÿets cuerpo jtsebomnana y lémpeca infiernoye jama chacmotsë́ts̈enamna, acbiama más ts̈abá nántsemna nÿe canÿe soye acbe cuerpents̈ana chacoperdé. 
MAT.5.30	Nderado acbe cats̈bioica cucuáts̈eca bacna soye tcojamëse, más ts̈abá nántsemna chë cucuats̈e cochtsenástjango y cochtsë́ts̈ena. Nÿets cuerpo jtsebomnana y lémpeca infiernoye chacmotsë́ts̈enamna, acbiama más ts̈abá nántsemna nÿe canÿe soye acbe cuerpents̈ana chacoperdé ca” —Jesús tojánayana.
MAT.5.31	“Mënts̈ánaca leyiñe enduábemana: ‘Ndëmuanÿe boyá chabe shémaftaca tbojtsenë́ts̈ena, chë boyá bontsemna chabe shema canÿe tsbuanácha juiyiyana, ndayë́chañe chaotsayana cha ya ndoñe chabe shema yontsemna ca.’ 
MAT.5.32	Pero ats̈e cbë́yana: Nda chabe shémaftaca tbojtsenë́ts̈ena y chca tojopasá ndoñe chë shema ínÿaftaca tbontseingñé causa, as chë boyá jtsamana cha chabotseingñema, chë shema ínÿaftaca tojtóbouamase. Y nda chë úts̈ena shémaftaca tojtobouamá, chana canÿe uabuatmá jtsebomnana, y chca, chë tsëm boyánaca canÿe bacna soye jamana ca” —Jesús tojánayana.
MAT.5.33	“Ts̈ëngaftanga s̈mojouena nts̈amo ts̈ëngaftangbe bëts taitángbioye tmojanëyancá: ‘Nderado tcojayana: De Dios chë soye chanjama ca; ojal chë soye ndoñe catjama ca.’ 
MAT.5.34	Pero ats̈e cbë́yana: Tondayama s̈mattsejúraye; ni celocama, er choca Bëngbe Bëtsabe tbemaniñe endmëna. 
MAT.5.35	Ni quem luarama, er Bëngbe Bëtsabiama mo ts̈enëtemcá endmëna, chiñe chabe shecuats̈ënga jacjayama; ni Jerusalenama, er chë pueblo endmëna Bëngbe Bëtsá chë Bëts Reybe bëts pueblo. 
MAT.5.36	Ni ts̈ëngaftangbe bests̈as̈ama cach ndoñe, er ts̈ëngaftanga ndoñe ques̈mátobena ni mo canÿe stjënashe ftsenguëshe o fjantsëshe jabemana. 
MAT.5.37	Ts̈ëngaftanga aíñe ca jayanama s̈mojtsebos̈ëse, nÿe aíñe ca s̈mochjayana, y ndoñe casna nÿe ndoñe. Ndayá chents̈ana más s̈mojatichamo soye, Satanásbiocana jtsóbocanana ca” —Jesús tojánayana.
MAT.5.38	“Ts̈ëngaftanga s̈mojouena nts̈amo ts̈ëngaftangbe bëts taitángbioye tmojanëyancá: ‘Nderado nda tcmojtsebuchjatsëca, ácnaca derecho contsebomna canÿebé cha jëtsbuchjátsëcama ca; y nderado nda canÿe juatsas̈e tcmojtsás̈iye, ácnaca derecho contsebomna cánÿës̈e cha jtas̈iyama ca.’ 
MAT.5.39	Pero ats̈e cbë́yana: Ndoñe matsbos̈ana chë ndayánaca tcmojaborlábioye jtachnë́nguama; chamna, ndánaca cats̈bioica tcmojajuebjants̈etase, cochjomiye chë ínÿoica cachcá chacmomama. 
MAT.5.40	Nderado nda tcmojademandá y tojtsebos̈e acbe shabuanguanë́jua jtsabocñama, cha molesenciá acbe quëfsaíyanaca chauetsácñama. 
MAT.5.41	Nderado nda tcmojuasmá y tcmojamandá bnë́tsana cuadroca juyambama, inÿe bnë́tsana cuadra cochjuyamba. 
MAT.5.42	Nda ndaye soye tcmojotjañëse, cochjats̈taye; y nda ndaye soye tcmojuátjase, cha ndoñe stëts̈oye catjaquéda ca” —Jesús tojánayana.
MAT.5.43	“Ts̈ëngaftanga s̈mojouena nts̈amo ts̈ëngaftangbe bëts taitángbioye tmojanëyancá: ‘Acbe amigo cochtsebobonshana y acbe uayayá cochtsaboyënja ca.’ 
MAT.5.44	Pero ats̈e cbë́yana: Ts̈ëngaftangbe uayayënga s̈mochtsababuánÿeshana, y chë cmë́camenëngbiama Bëngbe Bëtsá s̈mochtseimpadana. 
MAT.5.45	Chca ts̈ëngaftanga, chë Taitá, Bëngbe Bëtsá, chë celoca endmënabe básenga s̈mochántsemna; Bëngbe Bëtsá endbétsama ts̈abe y bacna ents̈ángbeñe chabe shinÿe chaotsebinÿnayama, y endbétsama chë nÿetsca soyënguiñe ts̈abá jamama bos̈ënga y ndoñe chca ents̈ángbeñe chauaftema. 
MAT.5.46	Ts̈ëngaftanga nÿe chë ts̈ëngaftanga tcmojtsababuánÿeshanënga s̈mojtsababuánÿeshanëse, ¿Bëngbe Bëtsábiocana ndayá s̈mochjuacaná? Romocama crocénana ents̈ángbioye atjanayë́ngnaca chca monduamana. 
MAT.5.47	Y nÿe chë amiguë́ngbioye s̈mojtsacheuanase, ¿ndaye bëts soye s̈mojtsama? Chë ndoñe judië́ngnaca chca mondbétsama. 
MAT.5.48	Ts̈ëngaftangbe Taitá, Bëngbe Bëtsá celoca endmëná, nÿetsca ts̈abe soyënga bomná y amá endmëna. Ts̈ëngaftángnaca cachcá s̈mochtsemna ca” —Jesús tojánayana.
MAT.6.1	“Cuedado s̈mochtsebomna ndoñe ntsamama ents̈ángbeñe ts̈ëngaftangbe ts̈abe soyënga, nÿe chënga chca chamuinÿama. Chca s̈mojamëse, ts̈ëngaftangbe Taitá, Bëngbe Bëtsá, celoca endmëná ndocna uacanana soye quecmochtë́tats̈ataye.
MAT.6.2	“Chcasna, nderado nda caridá tcojábemëse, chca ndoñe s̈matjama chë nts̈amo s̈mojtsamama nÿetscanga chamotsetats̈ëmbuama, mo canÿe trompetë́fjua cuaftsajatëtancá, chë caridá s̈mojábemama chaotsótats̈ëmbuama; chca monduamana chë bacna ents̈anga chë nts̈amo ndegombre tmojuabnacá ndinÿinÿnayënga, chë judiëngbe enefjuana yebnënguenache y tsáshenañe. Ndegombre cbë́yana, chë chca amënga ya chëngbe uacanana soye tmojóyëngacñe, nts̈amo chënga tmojamama ents̈anga ts̈abá chëngbiama tmojtsoyebuambná ora. 
MAT.6.3	Chcasna, nda caridá tcojábema ora, ndocná más chaondë́tsetats̈ëmbo, mo chë uañicuayoica cucuats̈e ndoñe queondbatstats̈ëmbcá ndayá chë cats̈bioica cucuats̈e tojtsamama, 
MAT.6.4	chca, acbe caridá iytëcana chaotsemnama. As, ts̈ëngaftangbe Taitá, nda bominÿe endbétsequëcjnaye chë iytëmencá tcojtsama soye, acbe uacanana soye cmochántats̈taye ca” —Jesús tojánayana.
MAT.6.5	“Bëngbe Bëtsáftaca s̈mojtsencuénta ora, ndoñe s̈mattsama chë bacna ents̈anga nts̈amo ndegombre tmojuabnacá ndinÿinÿnayëngcá. Chënga corente jtsogusetánana chë judiëngbe enefjuana yebnënguenache tsanana y tsashená tsëntsaca Bëngbe Bëtsáftaca jtsencuéntayana, chca, nÿe ents̈anga chë soye chamuinÿama. Ndegombre s̈cuayana: chënga nÿe morscama ya montsábouacanana, chënga ts̈abá imojtsama ca ents̈anga tmojayana ora. 
MAT.6.6	Pero aca Bëngbe Bëtsáftaca jencuéntama orna, acbe tsoye cochtamáshëngo, bës̈ás̈a cochtatame y cháftaca cochjencuénta. Chánaca chë iytë́menents̈e ácaftaca echántsemna. Bëngbe Taitá lempe bominÿe endetsequëcjná, masque cánÿenga s̈mojtsemna ora s̈mojtsama soyë́ngnaca. As Bëngbe Bëtsá, chca cháftaca chacojtsencuénta ora, cachá acbe uacanana soye cmochántats̈taye.
MAT.6.7	“Bëngbe Bëtsáftaca s̈mojtsencuénta ora, ndoñe nÿe cachcá ndoservena palabrënga ba soye s̈mattsichamo. Chca mondbétsama chë Bëngbe Bëtsábioye nduabuátmënga. Chënga jtsejuabnayana becá chca tmojtsichámësna, Bëngbe Bëtsá chënga más yochjóyaunaye ca. 
MAT.6.8	Ndoñe chëngcá s̈mattsemna. Cabá nduyana ora, Bëngbe Bëtsá ya jtsetats̈ëmbuana nts̈amo ts̈ëngaftanga cmojtsëjabotcá. 
MAT.6.9	Chamna ts̈ëngaftanga mënts̈á cmontsë́tocana Bëngbe Bëtsáftaca jencuéntana:
MAT.6.9	Bëngbe Taitá, celoca icotsomñe.
MAT.6.9	Acbe uabaina chë más uámana uabainana chauesomñe.
MAT.6.10	Acbe amë́ndayana chaóshjango.
MAT.6.10	Celoca yojtsemna nts̈amo icobos̈cá;
MAT.6.10	quem luaríñnaca cachcá chaotsemna.
MAT.6.11	Mënté s̈miyats̈atá cada te s̈netsëjaboto tandës̈e.
MAT.6.12	Bacna soyënga bënga fsënjama: s̈motsaperdónaye;
MAT.6.12	cachcá nts̈amo chë bëngbiama bacna soyënga amënga fsëndbetsaperdonaycá.
MAT.6.13	Bacna soyënga jamama s̈ojocochëngo ora, s̈cochjujabuache chca ndenobuíyama.
MAT.6.13	Nÿetsca bacna soyënguents̈ana s̈matsebacaye.
MAT.6.14	“Chë ts̈ëngaftangbiama bacna soyënga amënga s̈mojtsaperdónasna, Bëngbe Taitá chë celoca endëtsomñá, ts̈ëngaftanga cmochanjáperdonaye. 
MAT.6.15	Pero chë ts̈ëngaftangbiama bacna soyënga amënga ndoñe s̈montsaperdónasna, Bëngbe Taitá cachcá, ts̈ëngaftanga ndoñe quecmochátaperdonaye ca” —Jesús tojánayana.
MAT.6.16	“Y nderado ts̈ëngaftanga inÿe ora tondaye ntjascá s̈mojtsemna Bëngbe Bëtsáftaca jencuéntama, juebëngménënga ndoñe s̈mattsemna, nts̈amo chë bacna ents̈anga chë ndegombre tmojuabnacá ndinÿinÿnayënga mondbetsamcá, as chca, chënga imojtsayúnama ents̈anga chamuinÿama. Ndegombre s̈cuayana, chëngbe uacanana soye ya tmojóyëngacñe, chënga tmojayunáyeca ents̈anga ts̈abá chëngbiama tmojtsoyebuambná ora. 
MAT.6.17	Aca nderado tcojtsayúna ora, cochtsojuebjabebiye y aceitíyeca botamana cochtenochquëca, 
MAT.6.18	as chca, ents̈anga ndoñe chamondë́tsetats̈ëmbo aca tondaye ntjascá cojtsemnama. Nÿe acbe Taitá, lempe chë mo iytëmencá yomna soyëngama tats̈ëmbuá, chama echántsetats̈ëmbo. Y cha, chë iytëmencá tcojama soye bominÿe endbetsequëcjnayá, acbe uacanana soye cmochántats̈taye ca” —Jesús tojánayana.
MAT.6.19	“Bomnana quem luarents̈e ndoñe s̈mattsëjuabaye. Muents̈na chë mejojón y inÿe pochócaye soyënga lempe jtsendbiamana, chë atbëbanënga jtsamashjnana y chë juabana soyënga jesatbëbana. 
MAT.6.20	Más ts̈abá ts̈ëngaftangbiama entsemna, mora quem luarents̈e ts̈abe soyënga s̈mojtsamamna, uacanana soyënga celoca chaotsójuabaye. Chents̈e ni chë mejojón, ni chë inÿe pochócaye soyënga acbe soyënga quemochatspochóca, ni atbëbanënga quemochátamashjna jatbëbama. 
MAT.6.21	Er chë ndayents̈e acbe bomnana tojtsemnents̈a soyëngama acbe ainánaca cochántsejuabnaye ca” —Jesús tojánayana.
MAT.6.22+MAT.6.23	“Acbe bominÿe ts̈abá totsomñëse, mo canÿe uajuinÿanëshacá acbe cuerpama jtsemnana, chíyeca aca jtsobenana nts̈amo tcojtsamcá chë bomínÿeca jtsonÿayana. Chë bominÿe ndoñe ts̈abá tontsemnësna, chë bominÿe tondaye ntsobenana jamana, nts̈amo tcojtsamcá chacobená jinÿama. Cachcá, acbe ainaniñe ts̈abe juabnënga tcojtsebomnëse, lempe nts̈amo chacojtsamcá ts̈abá echántsemna. Y acbe ainaniñe ndocna ts̈abe juabnënga tcontsebomnësna, lempe nts̈amo chacojtsamcá ndoñe ts̈abá queochátsmëna. Y chca, aca cochantsiyena soyënga jtsamëse mo puerte ibetiñcá ca” —Jesús tojánayana.
MAT.6.24	“Ndocná ntsobenana uta mandayata jtsaservénana: cánÿabioye bochantsáboyënja y chë ínÿabioyna bochántsebobonshana, o cánÿabiama ts̈abá echántsetrabajaye y chë ínÿabiamna ndoñe ts̈abá. Ndoñe quecátobena Bëngbe Bëtsá jtsebobonshánana, nÿe quem luarents̈a soyënga jtsebomnama yapa tcojtsebos̈ëse ca” —Jesús tojánayana.
MAT.6.25	“Chcasna ats̈e s̈cuayana: Ndoñe s̈mattsenócochinÿena ndayá s̈mochjase o s̈mochjofs̈iye vida jtsebomnama, ni ndaye ents̈ayá s̈mochjuíchëtjuama cach ndoñe. Ndegombre, vida chë sanama más enduámana y cuerpo chë ents̈ayama más. 
MAT.6.26	S̈mochjanÿe chë shlofts̈ënga jtsongüefjnayana. Chënga tondaye ntjájena, ni jaja saná ntjátbanana, ni chë grano uaquëcjnaye yebnënguiñe quemnatsquëcjná; pero Bëngbe Bëtsá, celoca endmëná, chënga saná jtsats̈atnayana. ¡Y ts̈ëngaftanga chë shlofts̈etémëngbiama puerte más s̈monduámana! 
MAT.6.27	Masque chca endmëna, canÿa masque ts̈a tojtsenócochinÿena, ¿nts̈amo nanjobenaye jamana chë ntsachets̈á vida yochtsebomnents̈ana, canÿe hora vida más jabotiyana?
MAT.6.28	“Y ndayá s̈mochjuíchëtjuama, ¿ndáyeca s̈mojtsenócochinÿena? S̈mochjinÿe chë jajañe lirio uants̈efjushangá jtsajuajnana: ndoñe ntsetrabájayana, ni ntseshabiamnayana. 
MAT.6.29	Pero ats̈e cbë́yana, ndegombre ni mo Rey Salomón nÿetsca chabe bomnánaca nÿets̈á botamana mo chë lirio uants̈efjushangacá quenjatspormana. 
MAT.6.30	Bëngbe Bëtsá ts̈a botamana shácuana tojuama, y chë shácuana mënté jajoca jtsamnana, yëfsana iñoca. Chca chë shácuanaca cha tojamëse, ndegombre ts̈ëngaftangbiámnaca Bëngbe Bëtsá echanjama ents̈ayá chas̈motsábomnama, ¡ents̈anga nÿe bats̈á Bëngbe Bëtsábeñe os̈buáchiyënga! 
MAT.6.31	Ndoñe s̈mattsenócochinÿena, mënts̈á jtsichámëse: ‘¿Ndayá mochjase?’ o ‘¿Ndayá mochjofs̈iye?’ o ‘¿Ndayá mochtichëtjo ca?’ 
MAT.6.32	Chë soyëngama, chë Bëngbe Bëtsábioye nduabuátmënga mondbétsenocochinÿena, pero ts̈ëngaftanga ndoñe. Ts̈ëngaftangbe Taitá, Bëngbe Bëtsá, ndayá cmojtsë́jabotama endë́tats̈ëmbo. 
MAT.6.33	Chíyeca, ts̈ëngaftangna natsana s̈mochjshétsebos̈e Bëngbe Bëtsá ts̈ëngaftangbe ainaniñe chaotsemándama y lempe nts̈amo cha tojamandacá s̈mochtsama. Chca s̈mojamëse, Bëngbe Bëtsá lempe nts̈amo cmojtsëjabotcá cmochanjáts̈ataye. 
MAT.6.34	Ndoñe matenócochinÿenana ndayá yëfse yochjochnënguama. Yëfse luare cochántsebomna chë soyënga jinÿama y jamama. Cada tescama endbétsemna yapa totcá soyënga jájandmanama ca” —Jesús tojánayana.
MAT.7.1	“Ndocá ínÿengbiama s̈mattsichamo chë ndoñe ts̈abá tmontsamama. Chca, Bëngbe Bëtsá ndoñe queochátichamo ts̈ëngaftanga ndoñe ts̈abá s̈monjama ca. 
MAT.7.2	Chë nts̈amo ts̈ëngaftanga ínÿengbiama s̈mojtsichamcá ts̈abá o ndoñe ts̈abá tmontsamama, cachcá Bëngbe Bëtsá ts̈ëngaftangbiama chë nts̈amo s̈mojamama echántsichamo. Y nts̈amo ínÿengbioye chas̈mojábiama, uabouana o ndoñe jabuache soyënga, cachcá Bëngbe Bëtsá ts̈ëngaftangbioye cmochanjábiama.
MAT.7.3+MAT.7.4+MAT.7.5	“Nderado canÿa chabe bominÿiñe canÿe niñëfja tojtsebomnëse, cha ndoñe ntsobenana chabe cats̈ata jauyanama: ‘Acbe bominÿents̈ana canÿe polvështema jtsebuchjátsëcama s̈molesenciá ca’. Natsana cha bontsemna cachabe bominÿents̈ana chë niñëfja jtsenobuchjátsëcana ts̈abá jinÿama jobenayama, chabe cats̈atbe bominÿents̈a polvështema jtsebuchjátsëcama. Cachcá entsemna acbiama, ¡bacna ents̈á chë nts̈amo ndegombre tcojuabnacá ndinÿinÿnayá!, chë ts̈a bacna soye cojtsama ca acbe cats̈ata tcojauyana ora, cach aca ts̈a bëts bacna soyënga cojtsamama ntjenojuaboycá; y chca, aca jamana canÿe bacna soye. Natsana cmontsemna chë cach aca ndoñe ts̈abe soyënga cojtsamama ngménaca jshatenójuaboyana y chca amana jtsajbanana, y chents̈ana cocayé cochantsobena acbe cats̈ata juajabuáchana nts̈amo ts̈abá yomncá chaotsamama.
MAT.7.6	“Chë Bëngbe Bëtsabe soyëngama josértama ndë́bos̈e ents̈anga ndoñe s̈mattsabuayiynaye. Aíñese nántsemna mo chë Bëngbe Bëtsabe bëts yebnoca uáts̈ëmbona mënts̈ena ques̈ënga cuaftsëbuajocá; chorna chënga jobuértanana, jobotjajuana y jtsáshantsana. O mo chë uámana ndëts̈ëtémënga cots̈ë́ngbioye cuaftsëts̈ancá, chënga nÿe jtsebotájayana ca” —Jesús tojánayana.
MAT.7.7	“S̈mochjotjañe y Bëngbe Bëtsá cmochanjáts̈ataye; s̈mochjánguango y s̈mochanjínÿena; s̈mochjachembo y bës̈ás̈a cmochanjébëtafjo. 
MAT.7.8	Er ndánaca tojtsotjanañá, jóyëngacñana; y nda tojtsenguá cha, jónÿenana; y nda tojtsechembuanábioye jebiatëfjuana.
MAT.7.9	“¿Ndëmuanÿe boyabása ts̈ëngaftanguents̈á, canÿe tandës̈e chabe uaquiñá tbojtsotjanañe ora, canÿe ndëts̈bé chábioye buanjats̈taye? 
MAT.7.10	¿O canÿe mëts̈cuaye buanjats̈taye, beona tbojtsotjanañe ora? 
MAT.7.11	Y chca, ts̈ëngaftanga, bacna soye amënga, ts̈ëngaftangbe basetémënga ts̈abe soyënga jats̈atayama s̈mojtsamanëse, ¡más ts̈ëngaftangbe Taitá, Bëngbe Bëtsá celoca endmëná, chë tmojtsotjanañënga ts̈abe soyënga echanjáts̈ataye!
MAT.7.12	“Inÿengaftaca s̈mochtsama nts̈amo chë ínÿenga ts̈ëngaftangaftaca chamotsamama s̈mojtsebos̈cá. Chca endmëna nts̈amo Moisesbe leyiñe y chë Bëngbe Bëtsabe juabna oyebuambnayëngbe buatëmbana soyënguiñe endayancá ca” —Jesús tojánayana.
MAT.7.13	“Chë base utënts̈á bës̈ás̈ajana s̈mochjámashjna. Chë utënts̈á bës̈ás̈ajana y chë paselo jóyenama benache, infiernoye cmochanjuánatse y banga chëjana mondámashjuana. 
MAT.7.14	Chë ts̈abe vida binÿnoye jamna base utënts̈á bës̈ás̈ajana endmëna y ndoñe paselo jóyenama benache, y chiñe báseftanga mondbínÿena.
MAT.7.15	“Cuedado s̈mochtsebomna chë Bëngbe Bëtsabe ndoñe ndegombre juabna oyebuambnayëngbiama. Chëngna mo oveshëngcá ts̈ëngaftangbioye mochanjabo, pero ndegombre chënga mondmëna mo ts̈átjaye tjañe ques̈ëngcá. 
MAT.7.16	Ts̈ëngaftanga betiyënga jtsabuatmana nts̈amo cada ona tojtseshajcá; cachcá ts̈ëngaftanga chcanga s̈mochantsëbuatma, ndayá chënga mochtsamama. Uchmas̈ëshe betiyents̈ana ndoñe uvas ntjuátabebiana, ni higuëbé cardo betiyents̈ana. 
MAT.7.17	Chca, nÿetsca ts̈abe betiyiñe ts̈abe soye jashájonana; y chë ndoñe ts̈abeshiñna podesca soye. 
MAT.7.18	Canÿe ts̈abe betiyiñe quenátopodena podesca soyënga jashájonana, ni canÿe ndoñe ts̈abe betiyiñe ts̈abe soyënga jashájonana. 
MAT.7.19	Ndaye betiye podesca shajuanëshe jtseshatëts̈ana y iñoye jtsatmets̈ana. 
MAT.7.20	As chca ts̈ëngaftanga chënga s̈mochantsëbuatma, ndayá chënga mochtsamama ca” —Jesús tojánayana.
MAT.7.21	“Ndoñe nÿetscanga chë ‘¡Utabná! ¡Utabná ca!’ ats̈e s̈mojtsatsëtsnanga, Bëngbe Bëtsabe amë́ndayoye quemochátamashjna. Nÿe nts̈amo ats̈be Taitá, celoca endmëná, tojtsebos̈cá amëngna aíñe. 
MAT.7.22	Quem luare jopochócama te banga ats̈e s̈mochanjauyana: ‘¡Bëngbe Utabná! ¡Bëngbe Utabná! Aca jóts̈ëmbonëse, ácbeñe betsos̈buáchema, bënga fsëndoyebuambná, y ácbeyeca bacna bayëjëngbe juabna ents̈ángbents̈ana fsëndëtabocana, y ácbeyeca bëts soyënga fsëndama ca.’ 
MAT.7.23	Chora ats̈e chanjójuaye: ‘Ndocna te checbaisëbuátmana. Ats̈bents̈ana mojuánanga, bacna soye ama ents̈anga ca’ ” —Jesús tojánayana.
MAT.7.24	“Chcasna, nda ats̈e s̈ojoyeuná y chë nts̈amo sëntsichamcá tojtsama, endmëna mo canÿe ts̈abá juabnaye boyabasacá. Chë boyabásana ndëts̈beñe chabe yebna yojajebo. 
MAT.7.25	Uaftena yojuáshjango, chë béjayënga yojóftjajna, chë yebnoye puerte yojtsebinÿiaye, pero chë yebna ndoñe ntjuáshajayana, chë yebna ndëts̈beñe inajéboyeca. 
MAT.7.26	Pero nda ats̈be palabra tojouena y nts̈amo sëntsichamcá ndoñe tontsama, endmëna mo canÿe ndëjuabnaye boyabasacá. Chë boyabásana chabe yebna cascajuiñe yojajebo. 
MAT.7.27	Uaftena yojuáshjango, chë béjayënga yojóftjajna, chë yebnoye puerte yojtsebinÿiaye y chë yebna uabouancá yojtsáshajaye ca” —Jesús tojánayana.
MAT.7.28	Jesús chë soyënga jóyebuambayama tojanpochocá ora, chë ents̈anga ojnanánënga imojtsemna nts̈amo cha tojánabuatambama. 
MAT.7.29	Jesús tojanabuatambá nÿets obenánaca, mo canÿa mando bomnacá y ndoñe nÿe mo chë ley abuatambayëngcá.
MAT.8.1	Jesús tjoicana tojtantsmá ora, ba ents̈anga tmojanasto. 
MAT.8.2	Chora canÿe boyabása bacna nguayanánaca s̈ocá Jesúsbioye tojanobeconá, chabe delante yojoshaments̈iye y tbojaniyana: —Utabná, aca tcojtsebos̈ëse, catjobenaye ats̈be s̈ocana jtsebojuánana ca.
