MAT.1.1	BONKANDA wa lioci ja Yesu Masiya, bona owa Dawidi, bona owa Abalayama. 
MAT.7.25	Ko mbula eojwa, ko mpela eoya, ko bempompo beokumba, ko beokund’ilombe iko; ko ntikweki; ek’iko ikotongi nd’ekenje. 
MAT.7.26	Koko wengi’onto ondoka baoyi’ane bakami, ko afokel’ako, aosongana la bonto osamba wanya otongak’ilombe ikande nd’itenela y’ekongo. 
MAT.7.27	Ko mbula eojwa, ko mpela eoya, ko bempompo beokumba, ko beokund’ilombe iko, ko iokwa; ko ekwelo ea ilombe iko eolekola.
MAT.7.28	Koko aki Yesu osizaka baoyi’ane, bitukuluku bi’anto baokamwa la lilako likande, 
MAT.7.29	eki’nde alakak’iyo ngole bonto ole la mpifo, afa ngole bakoci’akiyo b’enkanda.
MAT.8.1	AKI’ND’OKITELAKA lima ngongo, banyenga b’ant’auke baolokima. 
MAT.8.2	Ko bala, bonto oki la nkangi e’aeka aoy’okusam’el’ende, akela, Nkolo, ayak’olanga ngoko, ompetoleya. 
MAT.8.3	Ko Yesu aosembola likata likande, aolofomwa, akela, Ndanga, fetswaka. Nkakoyoko aofetswa lima nkangi ekande e’aeka. 
MAT.8.4	Yesu aolokela, Bala, tosangelake bont’omoko; lolo kenda mboka ekawe, eneya nkanga jonge like, ko lekya nganji
MAT.8.5	Aki’nd’omotswaka Kapalanauma capitaine emo aoy’el’ende, ko aoloonda, 
MAT.8.6	akela, Nkolo, bosali’okami aokalema nd’ola la nkangi ea nkataana, ea eefe mongo. 
MAT.8.7	Yesu aolokela, Njifoy’oikya. 
MAT.8.8	Capitaine aolokela, Nkolo, emi mpeji wete w’otswa nd’ilombe ikami, lolonde tefela joi kika, ko bosali’okami ifoikyama. 
MAT.8.9	El’emi nde bonto, ondilami nda mpifo, ko nde la soldats bale nda mpifo ekami: nkel’one, Kenda, ko aocwa; ko nkel’onkina, Yaka, ko aoya; ko nkela bokwala’okami, Kela ngone, ko aokela. 
MAT.8.10	Aki Yesu ookaka, aokamwa, ko aokel’iyo bandokimaki, Nsosolo, nsangel’inyo, ncifena imeezo nda Yisalaele endekol’ene nye. 
MAT.8.11	Koko nsangel’inyo, bant’auke bifoya lima Est la Ouest, ko bifokit’ase l’Abalayama la Yisaka la Yakoba nda likulaka ja loola, 
MAT.8.12	lolo bana ba likulaka bifusama nda wilima nd’anza; lilelo ja mpisali la nkesanya e’aino ifoyal’eko. 
MAT.8.13	Koko Yesu aokela capitaine, Kenda mboka ekawe, joi likelam’ele we ngoki w’imezaka. Ko bosali’okae aikyama nda heure eko.
MAT.8.14	Aki Yesu ootswa nd’ilombe ya Petelo, aolena nyango ea waji owa Petelo wae aoletama la nkangi e’angala. 
MAT.8.15	Ko aofomwa likata likande, ko nkangi e’angala eolocika, ko ende aoetswa, ko aolosaela. 
MAT.8.16	Koko aki bokolo okite, baoloyela bant’auke baki la bademona; ko aoloza bademona la joi ja ntefela, ko aoikya iy’auma bandokaki nkangi; 
MAT.8.17	wete joi liki Yesaya owa boteli otelaka jiele, aokela, Ende mongo aokola tongoi tokiso, ko aotomba nkangi ikiso.
MAT.8.18	Aki Yesu oene bitukuluku bi’anto baotakana el’ende, aokela wae bafende lieke. 
MAT.8.19	Ko bokoci’omo aoy’okel’ende, Bolaki, njifokokima wiji nko loswele bocwa we. 
MAT.8.20	Yesu aolokela, Bemanga bele la nkole ikiyo, ko tofulu t’aliko tole la baumbu; lolonde Bona ow’onto afoate itenela indamby’ende botsa’okande. 
MAT.8.21	Ko bokimi’omo aolokela, Nkolo, kela nkende wae nkund’ise ekami nda joso. 
MAT.8.22	Lolo Yesu aolokela, Onkime, kela bawei bakunde bawei bakiyo mongo.
MAT.8.23	Aki’nd’okondel’a wato, bakimi’akande baolokima nk’eko. 
MAT.8.24	Ko bala, bompompo w’onene bokumba nda lieke, ko wato bokukama l’asi ba lieke: lolo ende aoletama l’ais’ilo. 
MAT.8.25	Ko bakimi’akande baoy’oetola, bakela, Nkolo, otoikya, towa! 
MAT.8.26	Aolakela, Iny’ale l’imeezo nk’isisi, lok’ofolu lae? Nkako aoetswa, ko aosasa bempompo la basi ba lieke; lim’ako basi baosilama sila. 
MAT.8.27	Lolo bant’ako baokamwa, bakela, Elenge ea bont’one na? bempompo la basi ba lieke boimez’ende!
MAT.8.28	Aki’nd’ofendaka wij’a lieke, aokita nd’ese ea Ba-Ngadala, bant’afe baki la bademona baokumana l’ende, baoya lima beomba, baki la wale mongo, nk’onto olekeya nda mboka eko. 
MAT.8.29	Ko bala, baobeleza, bakela, Iso la we, Yesu Bona owa Nzakomba, tole mo? Oy’otosisoza etaf’ekeke okita nde? 
MAT.8.30	Botonga wa nsombo w’onene boki eko nd’esi, iola toma. 
MAT.8.31	Ko bademona baoloonda, baokela, Nkina otoza, ototome nd’otonga wa nsombo. 
MAT.8.32	Ende aolakela, Lonco. Ko baolola, baolotswa nda nsombo: ko bala, botonga wa nsombo bouma bokitela ngongo la loangu, bokwela lieke, ko nsombo iowa nd’asi. 
MAT.8.33	Iy’akayaki nsombo toma baolota, ko baocwa mboka ikiyo nd’onanga osanga baoyi’auma, ko la joi likelamaki el’anto baki la bademona. 
MAT.8.34	Ko bala, bonang’ouma baolola, ko baokumana la Yesu: ko ak’iy’oene, baoloonda wae ende iman’ese ekiyo.
MAT.9.1	KOKO aokondel’a wato, ko aofenda lieke, ko aoya nd’onanga bokande mongo. 
MAT.9.2	Ko bala, baoloyela bonto ondokaki nkangi ea nkataana, aoletama nda ntange; ko aki Yesu oene imeezo ekiyo, aokel’ondokaki nkangi ea nkataana, Bona, salangana, otungwa lima baoyi’obe bakawe. 
MAT.9.3	Ko bala, bakoci b’enkanda bamo baokela nd’etema’ekiyo, Bont’one aosaola Nzakomba isaola. 
MAT.9.4	Yesu aolea nkai ikiyo, ko akela, Lokanela baoyi’obe nd’etema’ekinyo lae? 
MAT.9.5	Nkina nkele, Otungwa lima baoyi’obe bakawe; la nkele, Betswa ko kenda; oleki ikao nd’etefeelo na? 
MAT.9.6	Lolo nd’ewela wae lea Bona ow’onto ale la mpamba nd’okili wae atungol’anto lima baoyi’obe, (aokela bonto owa nkangi ea nkataana), Betswa, ambola ntange ekawe, ko kenda nd’ilombe ikawe. 
MAT.9.7	Koko aolemala, aocwa nd’ilombe ikande. 
MAT.9.8	Aki bitukuluku bi’anto oene, baolok’ooma, ko baomemya Nzakomba okaaki banto mpamba ea eleng’ene.
MAT.9.9	Ko aleka Yesu lim’eko, aolena bonto, lina likande Matayo, akokit’ase nd’itenela ifut’iyo mpuci: ko aolokela, Onkim’emi. Aolemala, ko aolokima.
MAT.9.10	Aki Yesu okit’ase nda mesa nd’ilombe, joi line likelamaki, bala, batakanyi ba mpuci l’ant’obe bauke baoy’okit’ase l’ende l’akimi’akande. 
MAT.9.11	Aki Bafalusi oene ngoko, baokela bakimi’akande, Bolaki’okinyo ale toma ende la batakanyi ba mpuci l’ant’obe lae? 
MAT.9.12	Lolo aki Yesu ookaka, akela, Banto bakema bolo ntabelaka nkanga e’ete; lolonde bandoka nkangi. 
MAT.9.13	Lolo lokende wae jekele ncina ea baoyi’ane, Emi ndang’isei, afa mbeka; emi nciyaki oeta bandeji, lolonde bant’obe.
MAT.9.14	Nkako bakimi ba Yoane baoy’el’ende, bakela, Iso la Bafalusi tokila toma bekila beuke, lolo bakimi’akawe bafokile lae? 
MAT.9.15	Yesu aolakela, Balongo ba wengi owa waji bakesela la lokeseli nd’ekeke ekit’ase ende l’iyo? Lolo ekeke ifoya, endimana wengi lim’el’iyo, mpanga bakile toma. 
MAT.9.16	Nk’onto oak’ebolo ea eto e’aeyoko nd’onkoto w’ojwela; eto e’aeyoko endilami nda lilusu ifokanjola bonkoto w’ojwela, ko lilusu jofula. 
MAT.9.17	Ko ntabilaka basanga b’aeyoko nda bikucu bia kalakala; nyango bikucu bifooza, ko basanga bafutele, ko bikucu biofitana; lolonde bilaka basanga b’aeyoko nda bikucu bi’aeyoko, ko basanga la bikucu baofongama.
MAT.9.18	Nko end’osangel’iyo baoyi’ane, bala, chef emo ea sunagoga aoya okusamela, akela, Bona’okami ow’omoto aokita nd’iwa: lolo yaka yafya likata likawe el’ende, ko ifoika. 
MAT.9.19	Ko Yesu aolemala, aolokima, ende l’akimi’akande. 
MAT.9.20	Ko bala, bomot’omo oki la nkangi, balongo bakande balekaki années jom l’ife, aoya nd’afeka’akande, ko aofomwa bonkoto’okande: 
MAT.9.21	akelaki nd’otema’okande, Ayaka mpomwa bonkoto’okande kika, njifoika. 
MAT.9.22	Lolo Yesu aokengwana, ko aoloena, akela, Bona, salangana, imeezo ekawe eokoikya. Ko bomoto aika lima heure eko. 
MAT.9.23	Aki Yesu ootswaka nd’ilombe ya chef ea sunagoga aene bandula mponge, ko la bant’auke bayotongole, 
MAT.9.24	aolakela, Limana; bonol’one ow’omoto atawe; lolo eci nd’ais’ilo. Ko iyo baoloseka kye. 
MAT.9.25	Aki banto oozama, ende aolotswa, ko aolokita nda likata; ko bonolu aoetswa. 
MAT.9.26	Koko lokumo ja joi liko jolongwana nd’ese eko euma.
MAT.9.27	Aki Yesu oiman’eko, baende bafe bawei’aiso baolokima, baobeleza, bakela, We, bona owa Dawidi, otok’iso isei. 
MAT.9.28	Aki’nd’otswaka nd’ilombe, bawei’aiso baoy’el’ende; ko Yesu aolauola, Limeza nde wae nkambeya bolemo’one? Iyo baolokela, Onde, Nkolo. 
MAT.9.29	Nkako aofomwa baiso’akiyo, akela, Joi likelam’el’inyo eleng’el’imeezo ekinyo. 
MAT.9.30	Ko baiso’akiyo baolifwa. Yesu aolasangela, akela, Bala, talosangelake bont’omoko joi line nye. 
MAT.9.31	Lolo iyo baolola, ko baocwa okumyaka lokumo lokande nd’ese eko euma.
MAT.9.32	Ko andol’iyo, bala, baoloyela bonto owa lokisi oki la demona. 
MAT.9.33	Aki demona olola, bonto owa lokisi aotefela: ko bitukuluku bi’anto baokamwa, bakela, Kilo, tene ngone nda Yisalaele. 
MAT.9.34	Lolo Bafalusi baokela, Aozaka bademona la bokulaka owa bademona.
MAT.9.35	Koko Yesu aokenda nda bise la benanga beuma nkaana, ayolak’anto nda basunagoga, ko ayongoza bosako w’olotsi wa likulaka, ko ayoiky’anto nkangi ya bilenge biuma la tongoi ta bilenge biuma. 
MAT.9.36	Aki’nd’ene bitukuluku bi’anto, aolaokel’isei, nd’ewela wete baolen’elo, ko baofalangana ngole mpate ifa la wesanyi. 
MAT.9.37	Nkako aosangela bakimi’akande, Emukelo eonyenga nsosolo, lolonde basali baf’auke. 
MAT.9.38	Nd’ewela eko, loonda Nkolo ea emukelo wae asokoza basali nd’emukelo ekande.
MAT.10.1	KOKO aoleta bakimi’akande jom l’afe, ko aolaka mpamba ele bademona ba linyamo wae baoza bako, ko baiky’anto nkangi ya bilenge biuma la tongoi ta bilenge biuma.
MAT.10.2	Baina ba bikima jom la bife wete Owa joso Simona, otangema Petelo la Andelo okosangi l’ende nd’ooci; Yakobo la Yoane bana ba Zebedayo; 
MAT.10.3	Filipo ko la Balutolomayo; Toma ko la Matayo, botakanyi owa mpuci; Yakobo bona owa Alafayo, ko la Tadayo; 
MAT.10.4	Simona Zelote, ko la Yudasa owa Keliota ondoangelaki. 
MAT.10.5	Yesu aotoma bant’ane jom l’afe, aolalaka, akela,
MAT.10.5	Talokendake nda mboka ya Bafaya, ko talomotswake nd’onanga wa Ba-Samalia; 
MAT.10.6	lolo lokend’ele mpate ya botonga wa Yisalaele icwei. 
MAT.10.7	Ko acw’inyo, losangaka nsango, lokela, Likulaka ja loola jotutama. 
MAT.10.8	Loiky’anto bandoka nkangi, loetola bawei, loiky’anto b’aeka, loza bademona; inyo lambaki l’oya, lokaya l’oya. 
MAT.10.9	Talotombake wolo la francs la kongo nda totontombe tokinyo. 
MAT.10.10	Nko ntombe ea lokendo, nk’enkot’efe, nko bikoto, nk’onkando; ele bosali eji la toma tokande. 
MAT.10.11	Nd’ese la nd’onanga bomotsw’inyo, lasa bonto ondeji; ko loyal’eko elaka nko lolimana. 
MAT.10.12	Ko andotsw’inyo nd’ilombe, luola banto bal’eko. 
MAT.10.13	Ayaka ilombe eji, kela kuci ekinyo eyal’eko; lolo nga ifeji, kela kuci ekinyo eut’el’inyo. 
MAT.10.14	Ayaka bonto afamb’inyo, ko afokoza baoyi’akinyo, a iny’oiman’ilombe iko nkina bonang’oko, lotitola biucu bele nd’akaka’akinyo. 
MAT.10.15	Nsosolo, nsangel’inyo, umbelo ea bonang’oko ifolekola umbelo ea ese ea Sodomo la Amola nda mbile e’etenelo e’akambo.
MAT.10.16	Bala, ntom’inyo nga mpate nd’etei ea nkoi: nd’ewela eko loyaleme la wanya ngole njwa, ko loyaleme la linsimi ngole bimbenga. 
MAT.10.17	Lolo lofonga loal’anto; el’iyo bifoleky’inyo nda nteke ea bilimo, ko bifokund’inyo la lojiji nda basunagoga; 
MAT.10.18	koko lifotombama nda joso ja gouverneurs la bakulaka ba rois nd’eloko ea lina likami, nga lotaza el’iyo l’ele Bafaya. 
MAT.10.19	Lolonde a iy’oleky’inyo, talokakaanake nd’ewela ea elenge e iny’otefela, ko la baoyi ba iny’otefela: ele baoyi ba iny’otefela bifokaem’el’inyo nda heure eko. 
MAT.10.20	Af’iny’otefela, lolonde Bolimo w’Ise ekinyo atefela nd’etema’ekinyo. 
MAT.10.21	Bonto ifolekya bona owa nyango ekande owa jende nd’iwa, ko ise ifolekya bona’okande; ko bana bifangela baise l’anyango’akiyo wae baom’iyo. 
MAT.10.22	Ko inyo lifinama jino l’ant’auma nd’eloko ea lina likami; lolo oso ociniana loncinji elaka nko nsukela ifoika. 
MAT.10.23	Lolo a iy’onyokol’inyo nd’onang’one, lolote nd’onang’omo; nsosolo, emi nsangel’inyo, nko lotafosiza locuwana benanga bia Yisalaele, Bona ow’onto ifoya.
MAT.10.24	Bokimi ntalekolaka bolaki’okande, ko bokwala ntalekolaka nkolo ekande. 
MAT.10.25	Joi jokoka wete bokimi ayale eleng’ele bolaki’okande, ko bokwala ayale eleng’ele nkolo ekande. Ayaka batangaki bomong’ilombe Balazebuba, bifolekola lotang’iy’ale nd’oloi’okande o ngoko. 
MAT.10.26	Nd’ewela eko, talaangake mbaanga; nko joi likuki lifaokukw’olo: ko nko joi lindisama lifean’olo. 
MAT.10.27	Baoyi ba em’osangel’inyo nda wilima, losanga nda fole; ko baoyi bandok’inyo nda litoi, losangaka nd’aliko ba nsamba ya tolombe. 
MAT.10.28	Ko taloangak’iy’aoma jonge, lolo bafoomeya bolimo: lolonde loang’ende ofiteya bolimo ko la jonge nda Ngena. 
MAT.10.29	Ndeke ife ifotekyame nde la likota limoko? Nko loleke lomoko lokwa nd’amoci Ise ekinyo afea; 
MAT.10.30	lolonde babwo bale nd’etsa’ekinyo bauma baandema. 
MAT.10.31	Nd’ewela eko, taloangake: inyo lolekola ndeke iuke la wiko. 
MAT.10.32	Nd’ewela eko, os’onjimez’emi nda joso j’anto, njifimez’ende nda joso ja Fafa ekami ole nda loola. 
MAT.10.33	Lolo os’ontandol’emi nda joso j’anto, njifotandol’ende nda joso ja Fafa ekami ole nda loola.
MAT.10.34	Talokanelake wae njaki otoma kuci nd’okili: nciyaki otoma kuci nd’okili, lolond’ifaka. 
MAT.10.35	Eki’mi oyaka wae ndenole bona l’ise, ko la bona ow’omoto la nyango ekande, ko la waji ow’ona la nyango e’ome: 
MAT.10.36	ko bonto ifotana baini’akande nd’ilongo ikande mongo. 
MAT.10.37	Ondok’ise la nyango eefe endekol’eefe enjok’ende emi, afeji l’emi: ko ondoka bona owa jende nkina bona ow’omoto eefe endekol’eefe enjok’ende emi, afeji l’emi. 
MAT.10.38	Ko ende ofambole ekulusu ekande, ko afonkime, afeji l’emi. 
MAT.10.39	Otana loiko lokande, ifocweya loko; ko ocweya loiko lokande nd’eloko ekami, ifotana loko.
MAT.10.40	Os’oamb’inyo aonjamb’emi; ko os’onjamb’emi aolamb’ende ontomaki. 
MAT.10.41	Os’oamb’oteli nda lina ja boteli ifamba ndako ea boteli; ko os’oamba bonto owa liongi nda lina ja bonto owa liongi ifamba ndako ea bonto owa liongi. 
MAT.10.42	Koko os’okaya omo owa bana’ane ba tosisi nk’ekala kika e’asi ba ncici ba mamela nda lina ja bokimi, nsosolo, nsangel’inyo, ende afaosamba ndako ekae nye.
MAT.11.1	KOKO aki Yesu osiza lolaka bakimi’akae jom l’afe, aoliman’eko, wete alake lilako, ko asange nsango nd’enang’enkina.
MAT.11.2	Aki Yoane ookaka nd’ilombe ya njanga, belemo bekamba Masiya, aotoma bakimi’akande bafe, 
MAT.11.3	aolokela, W’ol’ende oyei, la tolendeza onkina? 
MAT.11.4	Yesu aolamba, akela, Lokenda, losangele Yoane baoyi bandok’inyo la baoyi banden’inyo: 
MAT.11.5	bawaki’aiso bayene, betengu beyokende, baeka baofetswa, bakokinz’atoi bayoke, bawaki baetswa, ko bosako w’olotsi wongozama ele beola. 
MAT.11.6	Ko bonto ofene ncina ea ekunumwelo el’emi aosakema l’okako. 
MAT.11.7	Aki bant’ako okende, Yesu aanga losangela etukuluku e’anto nd’eloko ea Yoane, Ok’iny’ocwaka oena nd’etekeleke na? La bokombe bofuka l’ompompo nde? 
MAT.11.8	Lolo locwaki oena na? La bonto olota benkoto bi’esengo nde? Bala, iy’alota benkoto bi’esengo bale nda tolombe t’akulaka. 
MAT.11.9	Lolo locwaki lae? Oena boteli? Onde, ko nsangel’inyo, aolekola boteli. 
MAT.11.10	One wet’ende ok’iy’okotelaka,
MAT.11.10	Bala, ntom’ekima ekami nda joso j’elongi eke,
MAT.11.10	Ende ifeza mboka ekawe nda joso likawe.
MAT.11.11	Nsosolo nsangel’inyo, l’iy’auma baotswaki l’amato, nk’onto olekola Yoane owa Wini: lolo osamba lokumo nda likulaka ja Nzakomba aololekol’ende. 
MAT.11.12	Lim’aki ekeke ea Yoane owa Wini kit’aeyoko likulaka ja loola jokandema la bolo, ko banto ba wale baokanda liko la bolo. 
MAT.11.13	Eki bateli bauma la bisekyelo otelaka lotelo elaka nko Yoane. 
MAT.11.14	Ko ayaka lolanga wae lambe joi line, one wae Eliya oyei. 
MAT.11.15	Ole la batoi bandoka, kel’ende okoza. 
MAT.11.16	Lolonde nsonganya banto ba eotswel’ene la na? Bale ngole banolu bakit’ase nd’itenela y’esombe, ko baetana, 
MAT.11.17	bakela, Tulelak’inyo, lolo inyo ntaloinaki boina; tolelaki el’inyo, lolo inyo ntalulaki nkimo ea lilelo. 
MAT.11.18	Yoane ayaki, ko ntaleki, ko ntamelaki, ko iyo bakela, Ende ale la demona. 
MAT.11.19	Bona ow’onto ayaki, ayole, ko ayomele, ko iyo bakela, Bala, bolei owa toma, la bomeli ow’asanga, boseka wa batakanyi ba mpuci la bant’obe. Lolonde wanya bolonga l’eketo bi’oko.
MAT.11.20	Lim’ako aanga lofela ba benanga beki belemo bekande bi’ofilo beuke okambemaka: ek’iyo ntabaututala baoyi’obe. 
MAT.11.21	Elo ele we, Kolazina! Elo ele we, Betesaida! nga belemo bi’ofilo bekambemaki el’inyo bekambemaki nda Tula la Sidona, siki baututalaki baoyi’obe kalakala, nd’onyuku la betoko. 
MAT.11.22	Lolo nsangel’inyo, nda mbile e’etenelo e’akambo, umbelo ekinyo ifolekola umbelo ea Tula la Sidona. 
MAT.11.23	Ko we, Kapalanauma, w’osangema nda loola, lolo w’ifokitezama nda Adese; nga belemo bi’ofilo bekambemaki ele we bekambemaki nda Sodomo, siki bonang’oko bol’eko nk’aeyoko. 
MAT.11.24	Lolo nsangel’inyo nda mbile e’etenelo e’akambo, umbelo eke ifolekola umbelo ea Sodomo.
MAT.11.25	Nd’ekek’eko, Yesu aolamba, akela, Nkomemya we, Fafa, Nkolo ea loola l’okili, eki w’iselaka ba wanya la bandekeli baoyi’ane, ko w’eneyaki tonkune; 
MAT.11.26	Onde, Fafa, eki w’osimak’eleng’eko bolotsi. 
MAT.11.27	Baoyi’auma baokaem’el’emi lim’ele Fafa ekami; ko nk’onto ondea Bona, imola nk’Ise; ko nk’onto ondea Ise, imola nko Bona, la bonto oe Bona olanga wae aeney’ende. 
MAT.11.28	Iny’akamb’elemo bauma, la bandok’olito, loyak’el’emi, ko njifomy’inyo jomo. 
MAT.11.29	Loamana l’emi nd’eamanelo ekami, ko lolakeme l’emi; el’emi nde wae bongengo la linsimi nd’otema, ko lifotana jomo nda belimo’ekinyo.
MAT.11.30	Ele eamanelo ekami efa bolo, ko bolito’okami bole salisali.
MAT.12.1	ND’EKEK’EKO, Yesu aocuwana basala b’asangu nd’okolo wa Sabata; ko bakimi’akande baoloka nzala, baanga lomuk’asangu, ko baleka. 
MAT.12.2	Aki Bafalusi oene, baolokela, Bala, bakimi’ake basekola boeko wa Sabata. 
MAT.12.3	Lolo aolakela, Inyo lotafoanda nd’onkanda joi liki Dawidi okelaka, aki’nd’okaka nzala, ende l’iy’aki l’ende; 
MAT.12.4	eleng’eki’nd’otswaka nd’ilombe ya Nzakomba, ko aleki mampa y’oeko iki’nde la baki l’ende batatola, baleka o nkanga kika? 
MAT.12.5	Ko lotafoanda nda bisekyelo wete nkanga basekol’esekyelo ea Sabata nda mbile ea Sabata nd’ilombe ya Nzakomba, ko bafa l’ekwa ea likambo? 
MAT.12.6	Lolo nsangel’inyo, Omo ondekol’ilombe ya Nzakomba al’ane. 
MAT.12.7	Nga leaki ncina ea joi line, Ndang’isei, afa mbeka, sik’inyo ntalumbak’iy’afa l’ekwa ea likambo? 
MAT.12.8	Ewela wae Bona ow’onto ale nkolo ea Sabata.
MAT.12.9	Koko aoliman’eko, ko aocwa nda sunagoga ekiyo; 
MAT.12.10	ko bala, bonto onyeela likata aki eko. Ko baolouola, bakela, Nkin’oiky’anto nda mbile ea Sabata, osekola nde bisekyelo? basaki wae boumbe. 
MAT.12.11	Aolakela, Ayaka bont’okinyo’omo aata mpate emoko, ko eko eokwela lifoku nda mbile ea Sabata, afokite nde wae asafole? 
MAT.12.12	Bonto afolekola mpate nde? Nd’ewela eko, nkakela e’olotsi nda mbile ea Sabata eji la bisekyelo. 
MAT.12.13	Aokela bont’oko, Sembola likata likawe. Aosembola liko, ko likata likande joika ngole likata limo, 
MAT.12.14	Lolo Bafalusi baolola, ko baoloangela wango elenge e iy’oom’ende. 
MAT.12.15	Aki Yesu okotola ngoko, aoliman’eko; ko bant’auke baolokima; ko aolaikya iy’ankuma: 
MAT.12.16	ko aolasangela wae batakumyak’ende lokumo. 
MAT.12.17	Wete joi liki Yesaya owa boteli otelaka jiele, aokela,
MAT.12.18	Bala, bosali’okami oki’m’osonaka;
MAT.12.18	Okami ow’eefe ondoky’otema’okami ekemo:
MAT.12.18	Njifila Bolimo’okami el’ende,
MAT.12.18	Ko ende ifosangela Bafaya etenelo e’akambo ea ci.
MAT.12.19	Ende afaoswela, ko afaobeleza;
MAT.12.19	Ko bafaoka lofoso lokae nda mboka.
MAT.12.20	Afaotena bokombe bonyukwa,
MAT.12.20	Ko afaofofya itswa ikututali,
MAT.12.20	Elaka nko aolieza etenelo e’akambo nd’elonga.
MAT.12.21	Bafaya bifolendeza nda lina likande.
MAT.12.22	Nkako baoloyela bonto oki la demona, awei’aiso, ko aki lokisi: aoloikya, lim’ako bont’oko owa lokisi aotefela, ko aolena. 
MAT.12.23	Ko bitukuluku bi’anto baokamwa, bakela, One afa bona owa Dawidi? 
MAT.12.24	Aki Bafalusi ookaka, baokela, Bont’one ozaka bademona la Balazebuba bokulaka owa bademona. 
MAT.12.25	Yesu eaki nkai ikiyo, ko aolakela, Wengi likulaka likafwana likomongo jomelengana: ko wengi bonanga bokafwana bokomongo bofaomonga, ko boloi w’ilombe ngoko. 
MAT.12.26	Ayaka Satana aooza Satana, ende ayakangw’omongo, ko likulaka likande limonga ngamo? 
