GEN.1.1	Nutem etellrani Agayutem ellarpak nuna-llu piliaqellruak. 
GEN.9.10	ilakluki unguvangqellriit yaqulget ungungssit-llu tamaita angyarpagmek anellgutkelten. 
GEN.9.11	Makutgun qaneryaratgun akqut'lillgutkamken: wak'nirnek unguvangqellria tamarmi piunriumanqiggngaituq ulerpagkun; ulerpiim piunrinqiggngaitaa nuna. 
GEN.9.12	Uumek nallunailkutangqerciquq una akqun nangyuilnguq elpenun tamalkuitnun-llu unguvangqellrianun, yugnun-llu ukani yuurtarkanun: 
GEN.9.13	Amirlunun agluryaqa elliaqa. Nallunailkutauvkarluku akqutemnun ellarpagmun. 
GEN.9.14	Amirlungevkaraqamku ella agluryaq-llu alaitaqan, 
GEN.9.15	umyuaqutkelarciqaqa akqutkellemnun elpenun, ungungssinun-llu tamaitnun, ulerpagkun piunrinqiggngaunaki. 
GEN.9.16	Agluryaq alaitaqan amirluni umyuaqelarciqaqa iquilnguq akqutka tamaitnun unguvalrianun ellarpagmi. 
GEN.9.17	Tauna nallunailkutaqaa akqutma piurtellma unguvalrianun tamalkuitnun nunami.”
GEN.9.18	Noah-m-llu qetunrai angyarpagmek anellret ukuugut: Shem-aq, Ham-aq, Japheth-aaq-llu. Ham-aq atakaa Canaan-aam. 
GEN.9.19	Ukut pingayun Noah-m qetunrai ciuliaqait ellarpiim yuin tamarmeng.
GEN.9.20	Noah nauceciiyurten͞guami nauceciillruuq wine-arkanek. 
GEN.9.21	Wine-aliaminek-llu mer'aluni taangiquq. Matarmi pelatekamini inangqaluni. 
GEN.9.22	Ham-am-llu, Canaan-aam atiin, tangrramiu tuaten atani matangqaluku an'uq qanrullukek-llu anelgutegni. 
GEN.9.23	Tua-i Shem-ankuk Japheth-aaq-llu tegutuk 'lumarrarmek, tusmegnun-llu iqukek pilukek kingupiarlutek pelatekamun itertuk. Uluumiimek atasek matangqaluku tangenrritaak, patuluku-llu tamatumek 'lumarrarmek. 
GEN.9.24	Noah-llu taangiqenriami, nallunriamiu-llu qetunrami kinguqliatnun tuatnallruciminek, 
GEN.9.25	qanertuq,
GEN.9.25	“Aniqlaan tull'i Canaan-aamun!
GEN.9.25	Pisten͞gurciiquq amaqliigminun.
GEN.9.26	Atawaqertelliu 
GEN.9.26	Canaan-aaq-llu pisteksaguskiliu.
GEN.9.27	Agayutem Japheth-aaq
GEN.9.27	Kinguvri-llu yuukilit Shem-am yui ilagarluki!
GEN.9.27	Canaan-aaq-llu pisteksaguskiliu.”
GEN.9.28	Ulerpiim-llu kinguakun Noah unguvauq allrakuni yuinaat akimiaq malruk qulnek cipluku (350) 
GEN.9.29	tuquluni-llu allrakungluni tiissitsaam avga, yuinaat yuinaat malrugnek cipluku qula-wa (950).
GEN.10.1	Ukut waniwa kinguvrit Noah-m qetunrain Shem-am, Ham-am, Japheth-aam-llu. Ukut qetunrangellruut ulerpiim kinguakun.
GEN.10.2	Japheth-aam qetunrai: Gomer, Magog, Madai, Javan, Tubal, Meshech, Tiras-aaq-llu. Ukut ciuliaqait yuut kinguvrita atrinek aprumalriit. 
GEN.10.3	Gomer-aaq kinguvengqertuq yuitnek Ashkenaz-aam, Riphath-aam, Togarmah-m-llu. 
GEN.10.4	Javan-aaq kinguvengqertuq yuinek Elishah-m, Spain-am, Cyprus-aam, Rhodes-aam-llu. 
GEN.10.5	Ukut ciuliaqellruit yuut imarpiim cen̄iini qikertani-llu uitalriit. Japheth-aam kinguveqluki, yuuluteng ilakutellriit allakarmeng nunameggni, allakarmeng-llu qaneryaramegcetun qalartetuluteng.
GEN.10.6	Ham-am-llu qetunrai: Cush, Egypt, Libya, Canaan-aaq-llu. 
GEN.10.7	Cush-aq kinguvengqertuq yuinek Seba-m, Havilah-m, Sabtah-m Raamah-m, Sabteca-m-llu. Raamah-llu kinguvengqertuq yuinek Sheba-m Dedan-aam-llu. 
GEN.10.8	Cush-aq-llu qetunrangqellruuq aterluni Nimrod-amek, tauna ciuqlikacagauluni ellarpiim iluani cirlakilriarullruuq pinilriaruluni. 
GEN.10.9	 ikayuumiini piculriarullruuq. Taumek waten yuut qanlalriit, “
GEN.10.10	Taum atanirturillra ukunek ayagnillruuq: Babylon, Erech, Accad-amek-llu. Tamarmeng ukut uitaluteng Babylonia-mi. 
GEN.10.11	Tamaaken nunamek ayallruuq Assyria-mun nunarpaliluni-llu Nineveh-mek, Rehoboth-Ir-amek, Calah-mek-llu, cali 
GEN.10.12	Resen-aamek, tauna uitaluni akuliigni nunak Nineveh-nkuk nunarpiim-llu Calah-m.
GEN.10.13	Egypt-aaq kinguvengqellruuq yuinek Lydia-m, Anam-aam, Lehab-am, Naphtuh-m, 
GEN.10.14	Pathrus-aam, Casluh-m, Crete-am-llu. Crete-aq ciuliaqluku Philistine-at.
GEN.10.15	Canaan-aam-llu qetunraak Sidon-aaq amaqlia, Heth-aq-llu. Ukuk kinguliakek atkegnegun nallunaitelartut. 
GEN.10.16	Canaan-aaq-llu ciuliaqellruat Jebusite-at, Amorite-at, Girashite-at, 
GEN.10.17	Hivite-at, Arkite-at, Sinite-at, 
GEN.10.18	Arvadite-at, Zemarite-at Hamathite-at-llu. Canaan-aam ilakuralriartai ayuqenrilnguut sagtellruut, 
GEN.10.19	kiituani nuniita ilaksagutaa Sidon-aaq ayagluni-llu ungalatmun Gerar-amun, Gaza-m nunii yaaqsigpek'naku. Tuamta-llu ayagluni calaratmun Sodom-aamun, Gommorrah-mun, Admah-mun, Zeboiim-un-llu yaaqsigpek'naku Lasha. 
GEN.10.20	Ukut kinguveqai Ham-am, allakarmeng ilakutellriit yuuluteng nunani ayuqenrilngurni, qalartellrit ayuqevkenateng.
GEN.10.21	Anngaa Japheth-aam Shem-aq Hebrews-aat tamarmeng ciuliaqaat. 
GEN.10.22	Shem-am qetunrai, Elam, Asshur, Arpachsad, Lud, Aram-aaq-llu ciuliaqluki tuaten yuut aterpagcimalriit. 
GEN.10.23	Aram-aaq kinguvengqertuq yuitnek ukut: Uz, Hul, Gether, Meshek-aam-llu. 
GEN.10.24	Arpachshad-aaq atakluku Shelah-m Eber-aam atiin. 
GEN.10.25	Eber-aaq malrugnek qetunrarluni. Aipaan-wa atra Peleg,
GEN.10.26	Joktan-aaq kinguvengqertuq yuinek Almodad-am, Sheleph-aam, Hazarmaveth-aam, Jerah-m, 
GEN.10.27	Hodora-m, Uzal-aam Diklah-m, 
GEN.10.28	Obal-aam, Abimael-aam, Sheba-m, 
GEN.10.29	Ophir-aam, Havilah-m, Jobab-aam-llu. Ukut tamarmeng ciuliarluteng Joktan-aamek. 
GEN.10.30	Nuna uitaviat Mesha-mek ayagluni Shephar-aam tungiinun qemit calaralirnermi tekilluki. 
GEN.10.31	Ukut waniwa kinguvri Shem-am. Allakarmeng ilakellriit nunaluteng. Ayuqevkenateng qaneryarait.
GEN.10.32	Makut tamalkuita ilakuralriit kinguveqai Noah-m, ilakuyutetaciicetun atanruviitni; ukunek ayagnirluteng yuut cekavtut nunami ulerpiim kinguani.
GEN.11.1	Ellarpiim yui ataucimek qaneryarangqellruut qanellrit ayuqluteng. 
GEN.11.2	Tua-i ayagallermeggni tamaani calaratmun, tekitut nunamek manigcelngurmek Babylonia-mi tuani-llu nunaliluteng. 
GEN.11.3	Qanruyutut-llu, “Kitaki qikulinaurtukut enekanek kenerkun-llu tegg'ivkarluki.” Tua-i qikuutengut enelissuutekameggnek taarmek-llu nepyutkaitnek. 
GEN.11.4	Qanertut-llu, “Nunalinaurtukut naparciluta-llu qertulriamek qilak tekilluku; caliamta niitnauvkarluta cekavcetenritniaraakut tamiinun ellarpiim iluanun.”
GEN.11.6	Qanertuq-llu, “Ukut yuut atauciurneruut, ataucimek qaneryararluteng. Una waten pillerteng ayagneqluku caperrsuyuiruciiqut camek taqutellerkameggnek. 
GEN.11.7	Tailuci atrarluta ayuquciirutnarivkarnaurput qaneryaraat taringutesciigali'irrniartut.” 
GEN.11.8	Tua-i 
GEN.11.9	Nuniit tauna acillruat Babylon-aamek,
GEN.11.10	Ukut waniwa kinguvri Shem-am. Allrakuk malruk kinguagni ulerpallran, Shem-aq allrakungluni yuinarnek tallimanek (100) qetunranguq Arpachshad-aamek. 
GEN.11.11	Taum-llu kinguani unguvaluni allrakuni tiissitsaam avgani (500) cali-llu allanek irniangluni.
GEN.11.12	Arpachshad-aaq allrakungluni yuinaq akimiarmek cipluku (35) qetunrangellruuq Shelah-mek; 
GEN.11.13	taum-llu kinguakun unguvaluni allrakuni yuinaat yuinaq pingayunek cipluku (403) allanek-llu cali irniangluni.
GEN.11.14	Shelah-llu allrakungluni yuinaq qulnek cipluku (30) qetunrangellruuq Eber-aamek. 
GEN.11.15	Taum-llu kinguakun unguvaluni allrakuni yuinaat yuinaq pingayunek cipluku (403) allanek-llu cali irniangluni.
GEN.11.16	Eber-aaq-llu allrakungluni yuinaq akimiarunrita'armek cipluku (34) qetunrangellruuq Peleg-amek; 
GEN.11.17	taum-llu kinguakun unguvaluni allrakuni yuinaat yuinaq atauciq qulnek cipluku (430) allanek-llu cali irniangluni.
GEN.11.18	Peleg-aaq-llu allrakungluni yuinaq qulnek cipluku (30) qetunrangellruuq Reu-amek. 
GEN.11.19	Tuamta-llu kinguakun unguvaluni allrakuni yuinarnek qulnek qulngunrita'armek cipluku (209) cali-llu allanek irniangluni.
GEN.11.20	Reu-aq-llu allrakungluni yuinarmek qula malrugnek cipluku (32) qetunrangellruuq Serug-aamek; 
GEN.11.21	taum-llu kinguakun unguvaluni allrakuni yuinaat qulen malrunlegnek cipluku (207) cali-llu allanek irniangluni.
GEN.11.22	Serug-aaq-llu allrakungluni yuinaq qulnek cipluku (30) qetunrangellruuq Nachor-amek; 
GEN.11.23	taum-llu kinguakun unguvaluni allrakuni yuinarni qulni (200) cali-llu allanek irniangluni.
GEN.11.24	Nahor-aq-llu allrakungluni yuinaq qulngunrita'armek cipluku (29) qetunrangellruuq Terah-mek; 
GEN.11.25	taum-llu kinguakun unguvaluni allrakuni yuinaat talliman yuinaunrita'armek cipluku (119) cali-llu allanek irniangluni.
GEN.11.26	Terah-llu allrakungluni yuinarnek pingayunek qulnek cipluku (70) irnianguq Abram-aamek, Nachor-amek, Haran-aamek-llu.
GEN.11.27	Ukut waniwa kinguvri Terah-m atiita Abram-aam, Nahor-am, Haran-aam-llu. Haran-aaq atakellrua Lot-aam. 
GEN.11.28	Haran-aaq-llu tuqullruuq nunami Ur-ami Babylonia-mi, atani unguvainanrani. 
GEN.11.29	Abram-aaq-llu nulirturtuq Sarai-amek, Nahor-aq-llu nuliangluni Milcah-mek Haran-aam panianek. Haran-aaq atakluku Iscah-m. 
GEN.11.30	Sarai-a-llu irniangyuituq.
GEN.11.31	Terah qetunrani-llu Abram-aaq, Lot-aaq-llu nurr'ani, Haran-aam qetunraa, ukurrani-llu Sarai, Abram-aam nulirra, malikluki taukut ayagtuq Canaan-aamun unilluku nunaseng Ur-aq Babylonia-melnguq. Ayallruut tekilluku Haran-aaq tuanlluteng-llu. 
GEN.11.32	Tuani tuqullruuq Terah allrakungluni yuinaat qulen tallimanek cipluku (205).
GEN.12.2	Kinguvengevkarciqamken amllernek, tamakut-llu atanruvigpaurciiqut. Atawaqerceciiqamken atren-llu angelriarurtelluku, atawaqautngurrniartuten.
GEN.12.3	“Atawaqaasqilriit elpenek atawaqerceciiqanka,
GEN.12.3	aniqlaasteten-llu aniqlaaciqanka.
GEN.12.3	Elpegun-llu atawaqerceciiqanka nunam yui.”
GEN.12.4	Abram-aaq allrakungluni yuinarnek pingayunek akimiarmek cipluku (75) ayallruuq Haran-aamek 
GEN.12.5	Abram-aam malikluki nuliani, nurr'ani-llu Lot-aaq, tukuuteteng, pisteteng-llu tamalkuita pikliutelteng Haran-aami, ayagtuq Canaan-aam nuniinun.
GEN.12.5	Canaan-aam-llu nuniinun tekicameng, 
GEN.12.6	Abram-aaq ayagtuq nunakun tamaaggun tekilluku napa Moreh-mi kenciknarqelria, tanqilriaruluni Shechem-aami. Tamatum nalliini Canaan-aarmiut tamaani nunami cali uitallruut. 
GEN.12.7	 alairtuq Abram-aamun qanrulluku-llu, “Man'a nuna cikiutekaqa kinguverpenun.” Abram-aaq-llu ekuaviliuq tuani 
GEN.12.8	Taum kinguani ayagtuq ungalatmun qemililriamun nunamun calaralirnerani Bethel-aam. Tuani-llu pelatekartuq Bethel-aaq kanaknalirneqluku, Ai-aq-llu calaralirneqluku. Tuani-llu cali ekuaviliuq agayuluni-llu 
GEN.12.9	Abram-aaq cali ayagtu'rtuq, ciunequ'urluku Canaan-aaq.
GEN.12.10	Tau͡gaam piitnallruut Canaan-aami, taumek Abram-aaq ayallruuq Egypt-aamun uitaqeryarturluni, piitnaq tamaani anagucan. 
GEN.12.11	Tekiteqataameng Egypt-aamun nuliani Sarai-a qanrutaa, “Elpet-tang kenegnaqapigtellriaten. 
GEN.12.12	Tangerqunegteggen Egypt-aarmiut umyuarteqciqut, ‘Una nulirqellinia.’ Tuaten-llu umyuarteqluteng tuquciiqaatnga elpet unguvavkarluten. 
GEN.12.13	Qanqina wangnun nayagaqniluten, elpenek picirluteng elluarrlua ciuniurniaraatnga tuqutevkenii.” 
GEN.12.14	Tua-i Egypt-aamun itran Egypt-aarmiut tangrraat nulirran kenegnartacia. 
GEN.12.15	Atanerruarin angayuqam tangrramegteggu qanrutkaat kenegnartacia angayuqamun; eniinun-llu Sarai-a agulluku. 
GEN.12.16	Tua-i Sarai-a pitekluku angayuqam Abram-aaq elluarrluku ciuniuraa, cikirluku-llu qusnginek, qusngirngalngurnek, kuluvagnek, ciulvagnek, pisten̄ek, ungungssinek-llu qulugnelegnek.
GEN.12.17	Tau͡gaam 
GEN.12.18	Taumek angayuqam Abram-aaq aqvavkaraa qanrulluku-llu, “Ciin waten pisia? Ciin qanrutenricia nuliqniluku? 
GEN.12.19	Ciin qanellrusit nayagaqniluku? Wiinga-llu teguyaaqluku nuliqnaluku. Waniwa nulian; teguluku ayii!” 
GEN.12.20	Angayuqam-llu yuut alerqurai Abram-aaq piluku, ayagcetaat-llu nulirra malikluku, cautai-llu tamalkuita malikevkarluki.
GEN.13.1	Abram-aaq ayagtuq Egypt-aamek nuliani akluni tamalkuita malikluki. Lot-aam-llu maliggluku Negeb-aamun, 
GEN.13.2	Abram-aaq tukuupiallruuq tukuuterluni qusnginek, kuluvagnek, cali-llu suulutaanek qerrirlinek-llu. 
GEN.13.3	Ayagtuq-llu Negeb-aamek Bethel-aaq tekilluku, pelatekaqerraallerminun akuliignun Bethel-aankuk Ai-aq-llu, 
GEN.13.4	ekuavilillerminun. Tuani Abram-aam piicagvikaa 
GEN.13.5	Lot-aaq, Abram-aam malikellra, nakmiin ungungssiutengqertuq qusnginek, qusngirngalngurnek, kuluvagnek-llu, cali ilaluni pisterluni-llu. 
GEN.13.6	Tua-i amllerrameng tamakut ungungssiutekek maramek nervigkaiturluteng, ataucimi-wa uitallerkaak piviinani. 
GEN.13.7	Nakukutengluteng-llu Abram-aam Lot-aam-llu ungungssiutegkenka qaunqestait. Tamatum nalliini Perizzite-at Canaanite-at-llu cali tamaani nunami uitallruut.
GEN.13.8	Tua-llu Abram-aam Lot-aaq qanrutaa, “Nakukullunuk uitayunaitaakuk qusngiliurtetuumamegnuk, tungayakngamegnuk. 
GEN.13.9	Nuna avatemegni tangrru. Avvluten wangnek ayakina piyullerpenun. Wiinga piyulqenrilkevnun ayagniartua.”
GEN.13.10	Lot-aam-llu kiarcami tangrraa Jordan-aam kuignayua mel'irluni tamarmi naucetaarviatun 
GEN.13.11	Tua-i Lot-aam Jordan-aam avatii cucukaa piknaluku ayagluni-llu calaratmun; tua-i tuaten pilutek uniyutellruuk. 
GEN.13.12	Abram-aaq Canaan-aami uitallruuq, Lot-aaq-llu nunaliluni nunarpiit akuliitni kuignayugmi. Uitaluni-llu Sodom-aam yaaqsinrilkiini. 
GEN.13.13	Sodom-aam yui arenqiatut assiilnguq cakneq aturluku inglulirluku-llu 
GEN.13.14	Lot-aaq ayiin 
GEN.13.15	Tangerqen nuna tamalkuan cikiutekciqaqa elpenun kinguverpenun-llu, pikesqelluku akwarpak. 
GEN.13.16	Kinguveten-llu amllertarivkarciqanka nunam urraatun. Kia imum nunam urraa naaqsugngakuniu kinguveten-llu naaqsugngayarai. 
GEN.13.17	Piyualuten paqesgu tamana nuna, cikiutekciqngamku elpenun.” 
GEN.13.18	Tua-i Abram-aaq uitallerminek nugtartuq uitavigkiurluni-llu yaaqsinrilkiitni napat kenciknarqelriit Mamre-mi. Tauna Hebron-aam nuniini uitauq, tuani-llu ekuavililuni 
GEN.14.1	Angayuqat cetaman, Amraphel-aaq Babylonia-mek, Arioch-aq Ellasar-amek, Chedorlaomer-aaq Elam-aamek, Tidal-aaq-llu Goiim-aamek, 
GEN.14.2	anguyallruut angayuqat allat talliman inglukluki ukuuluteng: Bera Sodom-aarmiu, Birsha Gomorrah-rmiu, Shinab-aq Admah-rmiu, Shemeber-aaq Zeboiim-armiu, Bela-m-llu angayuqra. 
GEN.14.3	Ukut angayuqat talliman iliksagutellruut anguyagteteng-llu quyurtellruit Siddim-aam kuignayuanun, maa-i aprumalriamun Dead Sea-mek. 
GEN.14.4	Chedorlaomer-aamek ataniurtengqellruyaaqluteng allrakuni qula malrugnek cipluku, tau͡gaam qulen pingayuatni allrakut tauna inglukengluku. 
GEN.14.5	Akimiarunritariitni allrakut Chedorlaomer-aaq ilini-llu anguyagtet tekitellruut cirlakluki-llu Rephaim-aat Ashteroth Karnaim-aami, Zuzim-aat Ham-ami, Emim-aat marami Kiriathaim-aami, 
GEN.14.6	Horite-at-llu ingriini Edom-aam, maliggluki Elparan-aaq tekilluku uitalria nunam kinertellriim engeliini. 
GEN.14.7	Kingutmun-llu ataam uterrluteng Kadesh-aamun, (tamatum nalliini Enmishpat-aamek ap'lallruat). Teguaqellruit nuniit tamalkuan Amalekite-at, cirlakluki-llu Amorite-at Hazazon Tamar-ami uitalriit.
GEN.14.8	Tua-llu angayuqrita Sodom-aam Gomorrah-m, Admah-m, Zeboiim-aam, Bela-m-llu quyurtait anguyagteteng callugluteng-llu Siddim-aam kuignayuani, 
GEN.14.9	inglukluki angayuqri Elam-aam, Goiim-am, Babylonia-m, Ellasar-am-llu. Angayuqat talliman ingluluteng angayuqanek cetamanek. 
GEN.14.10	Kuignayuani Siddim-aam elanret amllertut taarnek imarluteng. Angayuqaagket Sodom-aam Gomorrah-m-llu qimangnaqsaaquk, tau͡gaam tamakunun taarnun igtuk; taukut-llu allat pingayun angayuqat qimagluteng ingrinun. 
GEN.14.11	Taukut-llu cetaman angayuqat avurtut akluitnek Sodom-aarmiut Gomorrah-rmiut-llu, neqkautaitnek tuaten, nutaan-llu ayagluteng. 
GEN.14.12	Lot-aaq-llu cali teguat qetunraa Abram-aam anelgutiin ayaulluku-llu aklutuumaan.
GEN.14.13	Tua-llu iliita anagillrata, ullagluku qanemcitaa Abram-aaq Hebrew-q. Abram-aaq uitaluni yaaqsinrilkiitni napat kenciknarqelriit, Mamre-m Amorite-am napautain. Mamre anelgutkaak Eschol-ankuk Aner-aaq-llu, Abram-aam iliklukek. 
GEN.14.14	Abram-aam-llu niicamiu nurr'ani tegulliniatgu yun'i angutet callugyaramun elitnaurumalriit tamalkuita quyurcetai. Amllertaluteng yuinaat akimiaq, akimiaq pingayunek cipluku (318), kingunrirturait-llu taukut angayuqat cetaman Dan-am nuniin engeliinun. 
GEN.14.15	Tuani-llu avgai anguyagten̄i quyungqaaqluki. Curugait-llu taukut unugmi, cirlakluki-llu. Kingunrirturait-llu engelekluku Hobah-q Damascus-aam neglirnerani, 
GEN.14.16	tegullrit-llu cat tamalkuita ut'rulluki. Cali-llu ut'rulluku nurr'ani Lot-aaq, aklui-llu tamalkuita, arnat-llu, allat-llu yuut tegullrit ilakluki.
GEN.14.17	Abram-aaq utercan anguyallerminek cirlakraarluki Chedorlaomer-aaq allat-llu angayuqat, Sodom-aam angayuqran pairrsaagaa Shaveh-m kuignayuani (cali aterpagcimalartuq atanrem kuignayuanek). 
GEN.14.18	Cali Melchizedek-aaq Salem-aam angayuqra agayulirten͞gunrulria 
GEN.14.19	atawaqercetaa-llu qanerluni, “
GEN.14.20	Nanraumali Agayun Quyinrulria aviutestellren cirlakevkarluki inglukesteten!” Abram-aam-llu elliivikaa Melchizedek-aaq cat tamalkuita ut'rutellmi qulngurutaitnek.
GEN.14.21	Sodom-aam-llu angayuqran Abram-aaq qanrutaa, “Yuut tailluki wangnun, aklut tegulten elpet pikekiki.”
GEN.14.22	Tau͡gaam Abram-aam qanrutaa Sodom-aam angayuqra, “Akqellruaqa 
GEN.14.23	tegusngaunii yualukarraungraan, aluilitam-llu cingiqengraaku, wall'u allamek camek elpet pivnek, waten qanernayukluten, ‘Wiinga Abram-aaq tukuurcetellruaqa.’ 
GEN.14.24	Wiinga camek pikamnek tegusngaitua. Malillma tau͡gaam atullrit akurturciqanka. Cat avgumakilit ukunun ikayurteklemnun, Aner-aamun, Eshcol-aamun, Mamre-mun-llu.”
GEN.15.1	Taum kinguakun Abram-aaq cam alairvikellrua (tangerrluni camek) niilluku-llu 
GEN.15.2	Tau͡gaam Abram-aaq kiuguq, “
GEN.15.3	Yugkamnek nakmiin cikiqsaitarpenga, pistem̄a-llu tau͡gaam iliita aklunka paitaqciqai.”
GEN.15.4	Ataam-llu 
GEN.15.5	 ellamun anutaa qanerluni-llu, “Qilak pagna kiaresgu, naaqluki-llu agyat piyugngakuvki. Tuaten amllertalrianek kinguvengqerciquten.”
GEN.15.6	Abram-aam ukvekaa Agayun. Tuaten-llu pillra pitekluku 
GEN.15.7	Tua-llu 
GEN.15.8	Tau͡gaam Abram-aam aptaa, “
GEN.15.9	Kiugaa, “Taiskina kuluvagmek, qusngim angucaluanek, qusngirngalngurmek-llu, tamarmeng allrakungelrianek pingayunek, yaquliyagaagnek-llu malrugnek.” 
GEN.15.10	Abram-aam-llu taukut tamalkuita taitai Agayutmun. Qupraarluki-llu ellii akiqliqaqluki, yaqulgek tau͡gaam qupevkenakek. 
GEN.15.11	Yaqulget-llu tuqumalrianek tau͡gaam nertulit mit'ut taukut ungungssit nuniitnun, tau͡gaam Abram-aam alingcira'arluki ayagcetai.
GEN.15.12	Akerta-llu teviryartullrani Abram-aaq qavartuq mamtulriamek; alingem-llu tull'uku. 
GEN.15.13	-llu Abram-aaq qanrutaa, “Pinritevkenateng kinguveten allanruciqut nunakenrilkem̄eggni, teguaruluteng, nangcimaluteng-llu allrakuni yuinaat yuinaat (400) aturluki. 
GEN.15.14	Tau͡gaam anucimirqecetaarciqaqa atanruvik teguaruviat, tamatum-llu kinguakun tamaaken anciqut tukuutnek amlleqapigtellrianek ang'aqluteng. 
GEN.15.15	Elpet-llu tuquciquten uitanqegciluten; qunguumaciquten ak'allak'acagaurrluten. 
GEN.15.16	Yugpet kinguvallrita cetamaingit maavet uterciiqut; Amorite-at anevkarngailamki maaken anagutengkata tau͡gaam assiilngillermegteggun.”
GEN.15.17	Akerta tevirraartelluku tan'gerian aruvilria kenilleq keneq-llu qukaatgun sagingalriit ungungssit temaita ayagtuq. 
GEN.15.18	Taum nalliini 
GEN.15.19	nuniit ilakluku Kenite-at, Kenizzite-at, Kadmonite-at, 
GEN.15.20	Hittite-at, Perizzite-at, Rephaim-aat, 
GEN.15.21	Amorite-at, Canaanite-at, Girgashite-at Jebusite-at-llu.”
GEN.16.1	Abram-aaq Sarai-akun cali irniangeksaituq. Tau͡gaam Sarai-a Egypt-aarmiumek kevgangqellruuq nasaurlurmek aterluni Hagar-amek. 
GEN.16.2	Sarai-a qanertuq Abram-aamun, “
GEN.16.3	Abram-aam allrakuni qulni Canaan-aami uitallran kinguani, Sarai-am Hagar-aq Egypt-aarmiu nuliqsagucetaa Abram-aamun. 
GEN.16.4	Abram-aam-llu qingiraa Hagar-aq. Qingaucini-llu elpekngamiu ellminek pingakuq, qumlik'ngarrluku-llu Sarai-a.
GEN.16.5	Tua-llu Sarai-am Abram-aaq qanrutaa, “Elpenun atauq Hagar-am qumlikillra wangnek. Wiinga elpenun tunellruaqa, qingaucini-llu elpekraanerminek qumlikaanga. 
GEN.16.6	Abram-aaq kiuguq, “Elpet kevgan ataniumaan, umyuan aturluku piyullerpegun pikiu.” Tua-i Sarai-am mulngakenriqercani Hagar-aq ayakartuq.
GEN.16.8	qanerluni-llu, “Hagar-aaq, pistiini Sarai-am, naken taisit? Natmun-llu ayagcit?” Kiuguq, “Qimagtua kevgiuqengamnek.”
GEN.16.9	An'gilaan 
GEN.16.10	Tua-llu cali qanertuq, “Kinguvengevkarciqamken amllerem ugaani naaqumasciigalngurnek. 
GEN.16.11	Qetunrangciquten, acirciqan-llu Ishmael-aamek,
GEN.16.12	Tau͡gaam qetunraan unguvallermini yuungnaqciquq ciulvagtun yuilqurmiutartun; inglukciqai yuut tamalkuita, tamarmeng-llu yuut ellii inglukarkauluku. Tungayaminek ellminek allakarluni yuuciquq.”
GEN.16.13	Hagar-aq-llu ellminek aptuq, “Ilumun-qaa wiinga Agayun tangrraarluku unguvalua qanengssaksugngaqata'rqa?” Tua-i 
GEN.16.14	Tauna pitekluku yuut tamana elakaq aterpagtelaraat, “Elakaa Unguvalriim Tangertem̄a.” Tauna uitaluni akuliigni Kadesh-aankuk Bered-aaq-llu.
GEN.16.15	Hagar-aq-llu irniuq qetunrangluni; Abram-aam-llu acirluku Ishmael-aamek. 
GEN.16.16	Abram-aaq allrakungellruuq yuinarnek cetamanek (80) Ishmael-aaq yuurtellrani.
GEN.17.1	Abram-aaq yuinarnek tallimaunrita'arnek (99) allrakungeqerluku 
GEN.17.2	Akqun una piurtaqa aipaqluten, kinguveten amllerivkarciqanka cakneq-llu yugyangevkarluten.” 
GEN.17.3	Abram-aam-llu ciktaarvikngani Agayutem qanrutaa, 
GEN.17.4	“Akqun una piurciiqaqa elpet aipaqluten: akqamken ciuliaqerkaurtelluten amllernun atanruvignun. 
GEN.17.5	Atren-llu Abram-aarungairutuq, tau͡gaam Abraham-aarurrluni,
GEN.17.6	Irnialingevkarciqamken; Atanruviit angayuqat-llu elpenek nauvkarciqanka. Amllerciqngameng kinguliaten atanruviurciiqut.
GEN.17.7	“Akqutka piuvkarciqaqa elpenun kinguverpenun-llu tekitarkanun, nangyuilnguuluku. Agayutkevkarlua elpenun kinguverpenun-llu. 
GEN.17.8	Cikirciqamken elpet kinguveten-llu nunanek uitavikeqalallerpenek. Canaan-aaq tamalkuan cikiutekaqa elpecen̄un, nangyuilngurmek pikesqelluku, wiinga-llu Agayutkeciqerpecia.”
GEN.17.9	Agayun-llu qanertuq Abraham-aamun, “Elpet tau͡gaam akqutka aturarkaugan, elpenek-llu kinguvalriit tamarmeng. 
GEN.17.10	Waniwa akqun aturarkan, taqumalria wangkugnun kinguverpenun-llu: Tamarmeng angutet elpecen̄i nuugiumaarkaugut. 
GEN.17.11	Nuugiumaciquci amiq nuugani kepluku, nallunailkutnguvkarluku akqutmun taqumalriamun wangnun elpenun-llu. 
GEN.17.12	Pingayunlegnek ernengelria tan'gaurluq nuugiumaarkauguq; angutet-llu tamarmeng yuullgutkelriani, ayuqluku pista yuurtelleq nevcen̄i, wall'u kiputellerci allanernek. 
