MAT.1.1	Gittaabooda rooproobanga Yeesu Gristo, balleanda Dawdi, balleanda Abrahaamu. 
MAT.6.22	“Gheabong'nyeanda saseeda gheang'da gil. Ama majeek gheang'daang'u, abeeda eara saseadaang'u sean gajea eesh; 
MAT.6.23	ama miimajeek gheang'daang'u, abeeda eara saseadaang'u sean gaygwanda jeeda misaneeda. Abeeda weeshindida mida jeadang'uun imisana, ada misaneani gajea mii misaneeda!”
MAT.6.24	“Manda siida ammu gagadiyeesa fiisu hees iyyeenya. Aba gideaba gayghwasit agi nea ghabwariiy niirja, ghana ghoang'ngwaay geat sea nii ak gafool niirja. Majoammuusa agadiyesiina Aseetta ea baruureega.”
MAT.6.25	“Aba sareani geayeeshshineegwa, adoodeawiissi eaweegeagwa, aba gichchea ayaaga ghana gichchea aleaha, ghana gichchea ookwealsiina sasanuukeagwa. Heappi eaweega mwang'ala hamitta, nea saseeda amwang'ala hangweakka? 
MAT.6.26	Ang'ulla dariidakka mida humng'eeda: mahissiida nea malachcha booga gabiissa ea meaweamsiina gijigoonga, eara saawa ghoarear Ghweandeang'wa mida humng'eeda. Heappi agooga! Moang'ali saawa? 
MAT.6.27	Ng'eaha gil aba jeedeang'wa ammu goodeawiit geaw ak ghoahaat geawundaannyi eara ea geattinagi gil? 
MAT.6.28	Ama hang'weakka ghoanung' goodeawideegwa nea naha? Oopkaada deakghweeda mida dareabeetta, gida heettiiideayda; ea masinna gadiyeeda nea mamanmanna; 
MAT.6.29	ak geayeeshshineegwa, eara Sulemaani aba jeeda miyeenoadaannyi sean miyeekwa muuchchi ea gawuurji deakghweanagi aba jeedeaba suh. 
MAT.6.30	Asi iinung' Aseetta gookwealsheattunu nyeega mida dareabeetta, mida askwareani ammuchchu ea niyaak beasta, heappi maygookwealshooweegwa muuchchi agooga ea fuga mwanang' masawi?. 
MAT.6.31	Asi adoodeawiichchi nea gooyeennyi, ‘Gajeayaaga naaha?’ ghana ‘Gajealeaha naaha?’ ghana ‘Gajeekkweala naha?’ 
MAT.6.32	Aba gideaba haleanjeeni gagaseadayi fuga emoojiga; aba gideaba Ghweandeang'wa bea humng'eeda ghwanal gideaba googasayi suuseaniin. 
MAT.6.33	Anyoo ghannyi oshsheeda agassa sugoochcheandumeadaannyi ea doobiiwnattaannyi, ak abeeda gajeehheaneegwa haleanjeeni seaniin gajea geagwa. 
MAT.6.34	Asi adoodeawiissi ng'asheegeaba numuji, aba gideaba numuji gaygwadeawiissa geaw. Giliwas eaweechcha ghoahiit deawiitmeadaannyi.”
MAT.7.1	“Adoorgweakkiisi buuneeda gajiiduw eara agooga geergweakseegwa. 
MAT.7.2	Aba gideaba gidoorgweakkisiindi buuneeda, abeeda gajeergweaksiinduneegwa agooga, ak gidoottenniidi agooga eara agooga gajeetteeneegwa. 
MAT.7.3	Anda ak ging'weersi hararooyeanda mida gheang'da oorjeeda geamadu, nea ming'weersiini geetta mida gheang'daang'u ang'iing'i? 
MAT.7.4	Ghana gajammusa eshshiindaan oorjeeda geamadu, ‘Nung'u dageanu hararooyeanda mida ghang'daang'u,’ nea ghana gwanda jeeda gheang'daang'u ang'iing'i geetta? 
MAT.7.5	Ea siida ammiittu geaw, nyoo ghannyi asheeda geanda geetta mida jeeda gheang'daang'u, ak abeeda gajammuusa geanni hararooyeanda mida gheang'da oorjeeda geamadu. 
MAT.7.6	Adoattawji gudajeega haleanjeeda ghaydidi, ghana ahisana ukkurumajeega booshkeagwa ak ghwadattas, gajiiduw gwayamseegwa geat ak ghwageagwa.”
MAT.7.7	“Amusa, ak gajeegooneegwa, agassa ak gajanyasa, aguurdeawana dooshta ak gajeejeasseegwa. 
MAT.7.8	Aba gideaba siida nyoo gamusiischi gajeattaw, ama siida gasiischi gayghwanyas, nea siida guurdeawa dooshta gajeejeassa. 
MAT.7.9	Heappi gajea ng'eaha aba jeedeang'wa, jea gamus balleandaannyi mukkatte, ak ghwoadaw lagheaneeda? 
MAT.7.10	Ghana iimus ghweayeanda, jea ghwoadaw ichchibooda? 
MAT.7.11	Abeeda iyoanalli agoogeeda munyas gideaba gajoattawa diibigeagwa haleanjeeda miyaas, ea mayghwaraanya muuchchi Ghweandeang'wa mida humng'eeda ak ghoadaw gea miyaas fukka ikkaaschi musiini! 
MAT.7.12	Haleanjeeda sean ogasayi gideaba gaygwasinneegwa buuneeda, eara agooga asissiina saawa, aba gideaba nii ng'asheanda was deaweeda ea sibanga.”
MAT.7.13	“Aweayeena ghoah nea goosku gidaghuutta mwariis; aba gideaba gidaghuut aabwara nea naweeda aabwara dea jea gahutteawweegwa ak asaang'a fuga jea gwasik gidaghudeani. 
MAT.7.14	Gidaghuut amwariis nea naweeda amwariis dea jea gagal ghuhooda, ak gajea ng'ay fuga jea ghwadaah.”
MAT.7.15	“Ashageada sibanga ng'uyyeega fuga iissa ghapka heedeang'wa nea niikwa eagweega gisilga, nea aba jih ea suyeekka ng'weani. 
MAT.7.16	Gajanala aba haghweega nyaawa. Buuneeda ghoammu gabinna haghweega sabiibu geetta halaghweenga ghana haghweega shaboogheechcheanda heeda ng'eamga?” 
MAT.7.17	“Gwasunu eara geetta miy gwajiila haghweega miyaas, nea geetta muy gwajiila haghweega munyas. 
MAT.7.18	Geetta miy mwoammu gwaji haghweega munyas, nea geetta muy amwoammu gwaji haghweega miyaas. 
MAT.7.19	Gili nyoo ea geetta iimaji haghweega miyaas gajealach ak geejaksa jeeda beasta. 
MAT.7.20	Asi gajanalana haghweega nyaawa.”
MAT.7.21	“Mii giliwas sih ennisean, ‘Ng'uttamiida, Ng'uttamiida,’ jea gawa jeeda sugoochcheandumeeda humng'eeda, geaghus siida sin gidagasa Bwaabwa mida humng'eeda. 
MAT.7.22	Eaweettida gaygwayeeshshinean fuga saang'a; ‘Ng'uttamiida, Ng'uttamiida, miyearamoorana aba ghawungaagu, nea aba ghawungaagu geerruutti meangeenda, ak geesinnyi haleanjeeda saang'a deamdeameadi aba ghawungaagu?’ 
MAT.7.23	Abeeda gaydayeeshsha saawa, ‘Aniini moang'wa danaleagwa eara hay, ang'amwana heedeanyu, agoogeeda sina ng'asheega munyas.’
MAT.7.24	“Asi siida wassean nyoo ghwayiiy ng'asheegeasu ak gwasin, gajeegala weaghoochcheanda fughareeda, deeksa gheannyi uhuuda harearacheanda; 
MAT.7.25	Ghwaroabwan roopta, ak ghwahidu guldeayda, ghwahidu jeammeda ak ghwalas gheedida, ak ea mwoabeada, aba gideaba sindeettannyi geedeeksa uhuuda harearachcheanda. 
MAT.7.26	Ama siida was sean iiy ng'asheesu ikkeasuun ak ea masna, gajeegala siida dasha, ghayi deeksa gheannyi uhuuda iseaskweanda; 
MAT.7.27	ghwaroabwan, ak ghwahidu guldeayda, ghwahidu jeammeeda ak ghwalas gheedida, ak ghoabeada; ak gibeedeaydaannyi aahaw.”
MAT.7.28	Iiduw nea nihiit Yeesu ng'asheesu, ghahamng'eanyi emeeda aba ginealshoadannyi, 
MAT.7.29	aba gideaba goonealsheatta siida mideawa gheambalmeeda, nea mawuurji eara ng'oorshoodiga nyaawa.
MAT.8.1	Iiduw nea ghwararang'aana giijeeda, ghwaat geeshta emeetuw; 
MAT.8.2	hean ghwahidu siida bearji udamusuura ak gwatkuyi aba madeadaannyi ak gwayeeshsha, “Ng'uttamiida iigasayi gimmuusi amminnaan.” 
MAT.8.3	Ghoahakta geadi ak ghawaasa nea gwayeeshsha, “Geagasayi; miinni.” Deagheatta ghahaabwa udamusuura. 
MAT.8.4	“Adaaha, adiiduw giruksi sih gil; ng'eada una, ak gihimsi geaw ashoohoochcheanda, ak giidaydi haleanjeeda sisappa geadi bea ghadoweeda gawuurji gida ghayi rukuteayda Muusa, ak abeeda ghwanal buuneeda.”
MAT.8.5	Iimuchchu nea gawa Yeesu jeeda mujiineeda Gapernaumu, gawa headaannyi shirikkarajeanda haw bea Ruumi, 
MAT.8.6	ak gamearmearani nea gwayeeshsha, “Ng'uttamiida soomjeandeanyu gwalil aba ghoah goobittu damealga nea gwasawana muuchchi.” 
MAT.8.7	Gwayeeshsha niny, “Gaydoan dahaap.” 
MAT.8.8	Gwayeeshsha shirikkarajeandida hawiin, “Ng'uttamiida aniini mammisean gideaba gaynyuunyi jeedeaba gheenyu; ang'iing'i rukuni ng'asheanda akghwahit, ak gayghahaap soomjeandeanyu. 
MAT.8.9	Aba gideaba eara aniini geewoschi siida ghayi mida hing'eadayda gheambalmeeda, mida hing'eadaydeanyu shirikkara, ama eayeeshshi nii, ‘Una,’ gawa, ghana nii ‘Beenni,’ ghwaan, ak eara soomjeandeanyu iyeayeeshshi ‘Sina gili,’ gwasin.” 
MAT.8.10	Iiy Yeesu ng'asheesu, ghahamng'eanyi ak gwayeeshsha fukwachchi aat geeshta, “Aba huumwa geayeeshshineegwa, miidadaah aba jeeda ng'eanyiida Israeeli siida mideawa masaweega uurji nih. 
MAT.8.11	Asi geayeeshshineegwa, gayghapka fuga saang'a jea gwaleabu heeda ghayeawa ea heeda biyeara ak gaygoobiitpiit ak gweagiischi sea Abrahaamu, ea Isakka, ea Yakkobo aba jeeda sugoochcheandumeeda humng'eeda, 
MAT.8.12	amaduw balloojiga sugoochcheandumeeda gajeehisa jeeda misaneeda jarooda; heeda jeagwanda shookka ea giwirrooda geeshatka.” 
MAT.8.13	Ng'atta gwayeeshsha Yeesu shirikkarajeandida hawin, “Una; ak gagasa ghoaw gitta imwasiin.” Ghahaap soomjeandaannyi bea gadiyeeda aba damandida.
MAT.8.14	Iiduw nea gawa Yeesu jeeda gheeh Betro, ghwadaa gheamatta agweaji Betro nea gwalil aba badayda bulaliida nea gabearji sheagheeda; 
MAT.8.15	ghawaasa Yeesu geattindaannyi, ak goosha sheagheeda, ak ghang'eat gagadiyeesa. 
MAT.8.16	Iiduw nea niiw shing'ada geeyeassa fuga saang'a bearji meangeenda; gooruutta meangeenda aba ng'asheanda, ak ghoahaap buuneessean miyeani. 
MAT.8.17	Nii abeeda gayghoahiit ng'asheanda ghayi rugu sibaneeda suguura Isaaya nea gwayi, “Ghwasar niny munyasnachcheakkaasa ak gageanda miyeannyeakkaasa.”
MAT.8.18	Hean ghwadaa Yeesu emeetuw nea gwaneaweesa, ghwanung' ghoaghaaw ginealanga. 
MAT.8.19	Gaweesa Ng'orshoochcheanjagi ak gwayeeshsha, “Ginealshoochcheanda, gaydeadu geashtaang'u heechea una sean.” 
MAT.8.20	Gwayeeshsha Yeesu, “Fureayoonga gwandeawa shoomeanga, dariidakka gwandeawa ghoorajeega; nea Balleanda Siida ea mandeawana heechea ghwayiin uhuudannyi.” 
MAT.8.21	Gwayeeshsha nuut aba jeeda giinealangaaschi, “Ng'uttamiida, goonean beatta ghannyi dawa dabuy Bwaabwa.” 
MAT.8.22	Ak gwayeeshsha Yeesu, “Eanni geeshteanyu, nung'waada fuga nimeewa gabuy muscheekka nyaawa.”
MAT.8.23	Hean nea gwading'da maleambooda gamaseaw giinealangaaschi. 
MAT.8.24	Deagheatta, ghwahidu siilakghta ng'waan bea basooda, ak gooyuuk maleambooda laweajajeega; nea abeeda gwalil. 
MAT.8.25	Gaweay heeda giinealangaaschi ak ghwaheat nea geeyeeshsha, “Ng'uttamiida laalneasa sishsheali.” 
MAT.8.26	Gwayeeshsha Yeesu, “Anda nung'udeagwa muuwda, Ea fuga mwanang' masawi.” Ghang'eat ak gwareekusa jeammeeda ea basooda ak ghahawuda basooda ea gwayi saw. 
MAT.8.27	Ghahamng'eanyi buuneeda nea gwayi, “Siisi siidurjiini, awal gheang'da basooda ea jeammeedean?”
MAT.8.28	Iiduw nea nuwa gigheawda mida ng'eanyiida Gadarene gwaroonnyi fii iyyeenya bearji meangeenda, nea gwaleabu heeda subunnyiisa buuneeda. Fiisu abeeda ea ng'weani ea eeyi bwak ea ghoawal buuneeda sigoodeaba naweetta. 
MAT.8.29	Ng'ulla Goojuur nea gwayeena, “Geendeayeesi naaha sea ang'iing'i, Ea Balleanda Aseetta? Guwuni sawaneasa nea miighwahidu damandeanya?” 
MAT.8.30	Abeeda gwanda hawannyeanda ukkurmajeega nea sheagi nea ghoajeada. 
MAT.8.31	Gamus meangiga bea endean nea gwayeeshsha, “Iiruuttaneasa ginung'waadi eeweaya eappitta jeedeaba hawandida bea ukkurmajeegean.” 
MAT.8.32	Gwayeeshsha, “Aweayeena;” Gwaritteawa fukka. Gaweay ak ghoabitta jeeda ukkurmajeega; ak ghoabuuttaawa geat rakghraghooneeda ak gwajaksa geat basooda ak goosha sean. 
MAT.8.33	Ghwahal geat haghweadoodiga ak gaweay mujiini ak ghoadaarda iitteaba ng'asheesu seaniin sea iitteaba fukka bearji meangeendean. 
MAT.8.34	Hean gaweay Buneassean bea mujiineetteani roonyeeda Yeesu, geeyi bwak amadaah geemus gideaba ng'amwana ng'eanyiideanya.
MAT.9.1	Gwading'da maleambooda ak ghoaghawa basooda ak ghwahitta mujiineeda nyaawa. 
MAT.9.2	Hean geeyeassa siida abittu damealga nea geeyeanna badayda bulaliida, hean daa Yeesu masaweega nyaawa, gwayeeshsha siitta abittu damealgean, “Nung' gahoosan guroroodaang'u Balleandeanyu; sisamsa riing'eegaagu.” 
MAT.9.3	Hean gwayi ng'oorshoodiga mwaatkwa aba jeesinga nyaawa, “Siisi goong'eawi Aseetta.” 
MAT.9.4	Gwajeeng'u Yeesu gidabaloolda saawa aba jeesinga nyaawa, ak gwayeeshsha, “Ghwasaan anda goobalooli ng'asheega munyas aba jeesingeagwa? 
MAT.9.5	Awussus anneeda gideaba geeyi, ‘Sisamseey riing'eegaagu,’ ghana eeyi, ‘Ng'eada ak guwi?’ 
MAT.9.6	Geagasayi anala gideaba, Balleanda Siida gwandeawa gheambalmeeda aba badayda ng'eanyiida jea gwasamsiina ring'eega;” ak gwayeeshsha siitta abittu damealgean, “Ng'eada, sareana muundaang'u ak guwi ghoah.” 
MAT.9.7	Ghang'eat siidida ak gawa gheannyi. 
MAT.9.8	Daa emeeda siidida ghang'ut muuwda ak ghoaghaambiit Aseetta ghayi adaw buuneeda gheambalmeeda sunuun.
MAT.9.9	Damanda ng'attaawa Yeesu aba hoowa ghwadaa siisi suguura Mattayo nea gwanda jeeda ghoriida sing'ng'oonnya gwaadi; gwayeeshsha, “Eanni geeshteanyu.” Ghang'eat ak ghwaat geeshta. 
MAT.9.10	Iiduw nea goopteada aba ghoah damanda agiischooda, deagheatta ghwahidu Fuga saang'a ang'ng'oonyi gwaadi, ea fuga riing'eega ama hidu goobiitpiit sea Yeesu ea ginealshoodigaaschi. 
MAT.9.11	Daa Farisayajeega, gwayeeshsha giinealangaaschi, “Anda giinealshoochcheandeang'wa goombuuchchi fuga ang'ng'oonyi gwaadi ea fuga riing'eega?” 
MAT.9.12	Iiy niny gwayeeshsha, “Fuga majeekcheewi magaseadayyi bwanamwaganga, geaghus fuga miyeani. 
MAT.9.13	Asi aweayeena ak ghoanaali geat ng'asheesu, ‘Geagasayi baydeayda nea mii haleanjeeda sisappa geadi bea ghadoweeda.’ Aba gideaba mwaawuni daguursa fuga doobiiweadi, ghawunnyi daguursa gea mideawa riing'eega.”
MAT.9.14	Hean gaweay heeda Yeesu Giinealanga Yohaana ak gwayeeshsha, “Ghwasaan anda aseasa ea Farisaayajeega geeradayi jalooda, nea giinealangaagu ea maratta jalooda?” 
MAT.9.15	Ghwasha Yeesu nea gwayeeshsha, “Fuga suguursa nyeangiida ghoammu gaguuttu heareega nea gwandeawa siida geeshi? Gwanda askwearjoojiga jea ghwahidu jea egeandeawa siida geeshshi jeennyaawa, aba damani gayghwarat jalooda. 
MAT.9.16	Manda siida jea ghawaasa weasteesh hang'da waas. Aba gideaba weasteesh gayghabwaash hang'dida waasiin ak abeeda gayghoahaada seawadeeda. 
MAT.9.17	Eara buuneeda mayiinna difaayeeda miighwaheas jeeda ghadeatka woosi; iisihindunu gaygwanyara ghadeatka, ak gaweay difaayeeda, ak gameewa ghadeatka; buuneeda gwayiina difaayeeda miighwaheas jeeda ghadeatka eashish ak gabaseayu sean.”
MAT.9.18	Damandida rukuna ng'asheesuun, ghwahidu siisi haw bea emeeda Yahuudi ak gwatkuyi aba madeadaannyi ak gwayeeshsha, “Nimi hudeanyu ghamneawa. Beenni eweaya iina geattindaagu uhuudaannyi ak gaygwaduudu.” 
MAT.9.19	Ghang'eat Yeesu ea giinealangaaschi ak ghwaat geeshta. 
MAT.9.20	Ng'atta ghwaan Gatmoonagi beardooschi miyeanda areami foojeanda gweannyeew damaniiyyeenya gweadu geeshta ak ghawaasa weeleeda hang'daannyi; 
MAT.9.21	aba gideaba gwayi aba jeadaannyi, “Iyaawaaschi weeleeda hang'daannyi gaydahaap.” 
MAT.9.22	Ghwasach ghaat Yeesu ak ghwadaa ak gwayeeshsha, “Hudeanyu hoosana nihapnyi masaweega imwaschaan.” Ghahaap gatmoodida aba damandida. 
MAT.9.23	Ng'atta gawa Yeesu jeedeaba gheetta bea sugoochcheandean. Hean ghwadaa emeeda saang'a mida gea ayyeawda nea gaguttu heareega, 
MAT.9.24	gwayeeshsha, “Ang'amwana hiji, aba gideaba huda miighami gabeachchi ruweanga.” Geebarra rear. 
MAT.9.25	Iiduw nea siing'ng'aamwa buuneeda hoowa, gawa Yeesu jeeda ghoriida ak ghoang'ng'waay geattinda huda ama ng'atta ghang'eat. 
MAT.9.26	Gageawiit iitteaba ng'asheanji aba jeedeaba ng'eanyiitta seaniin.
MAT.9.27	Ghabeawa Yeesu hoowa nea damandida beawaan, ghwaat geeshta fii iyyeenya ng'oawwi, nea goojuur nea gwayeeshsha, “Balleanda Dawdi eaniyean bwaydaneasa.” 
MAT.9.28	Weah Yeesu jeeda gheeda gamaseaw fugiga assiyyeenya ng'oawwin ak ghoanyash gideaba “Ghoamwaschi gideaba ghammuuschi dahabeagwa?” Ghwasha saawa nea gwayeeshsha, “Geamwaschi Ng'uttamiida.” 
MAT.9.29	Hean ghawaas gheanyanga nyaawa nea gwayeeshsha, “Aba gitteenna masaweegeagwa gagasa anyasa.” 
MAT.9.30	Ghwajaada gheanyanga nyaawa. Ama ng'atta gwareekusa Yeesu nea ghoang'waniit, nea gwayeeshsha “Adiiduw goorukwsi eara sih ng'asheanji.” 
MAT.9.31	Ghang'eatng'eat Saawa gaweay ak ghoabwaash iitta Yeesu fugeaba ng'eanyiitta seaniin.
MAT.9.32	Ak gwayeeshsha, “Aweayeena” Hean gwaritteaysa ak gaweay jeeda ukkurmajeega. 
MAT.9.33	Hean siirruutta meangeenda gabalool siidida. Ghaham ng'eanyi eemeeda nea gwayi, “Ng'asheanda sunu miyeadaaha aba jeeda ng'eanyiida Israeeli.” 
MAT.9.34	Nea Farisayajeega saawa gwayeena, “Gooruutta meangeenda aba uurda dea haweewa meangeenda.”
MAT.9.35	Gwaneayeewa Yeesu jeeda mujiinajeega sean ea gharang'weakka nea goonealshi aba jeesinga ghoorajeega nyaawa siinnealshachcheewa ikkaanyaawa nea gwarukkwiida Giijasta miy bea sugoochcheandumeeda, nea ghoahaap geeyoonung'weakka sean ea gili nyoo ea sawanadeeda. 
MAT.9.36	Hean daa emeetuw nea gabadageat ghabwayda aba jeedaannyi aba gideaba ghwadaa gwatemban gawuurji gisilga nyaah jeagischoochchean. 
MAT.9.37	Ghwalamda ak gwayeeshsha giinealangaaschi, “Booga asaang'a, ak eang'ay fuga gadiyeeda; 
MAT.9.38	asi amwoasha Ng'uttamiida bea booga goojeagu fuga gadiyeeda ghapka ghwalachchi boagaaschi.”
MAT.10.1	Gaguursa giinealangaaschi attamaniyyeenya, ak ghoadaw gheambalmeeda jea gooruutteawa meangeenda munyas nea ghoahaap geeyoonung'weakka ea sawanaduutka sean. 
MAT.10.2	Gheawungeaba giijasoodusu attamaniyyeenyean ea suhu, dea madeeda Simoneeda suguura Betrohi ea oorjeeda ghaamwat suguura Andereya, ea Yakkobo balleanda Sebedaayo ea Yohaana oorjeeda ghaamwat. 
MAT.10.3	Filippo ea Bartolomaayo, Domaso ea Mattayooyda ghayi ang'ng'oonyi gwaadi, ea Yakkobo balleanda Alfaayo, ea Dadaayo. 
MAT.10.4	Simoneeda Ganaani ea Yudaayda Iskariyootte ghayi laabwadaw Yeesu.
MAT.10.5	Goojeakta Yeesu giijasoodigiga attamaniyyeenyean ak ghoadaw giijasta nea gwayeeshsha, “Adooweeyi jeeda daroorakka Emoojiga, ghana jeeda mujiineeda wassean bea Samariya. 
MAT.10.6	Ghang'wana ghoang'ng'waanyi naweeda aweayeena heeda gisilga roodeadi bea Israeeli. 
MAT.10.7	Aba jeeda neayeedeang'wa arukkwiida gideaba, ‘Sugoochcheandumeeda humng'eeda nineekkiit.’ 
MAT.10.8	Oahaabwa fuga miyeani, ak goottuudu fuga nimeewa, nea ghoammidu fuga bearji udamusuura, nea goorruutti meangeenda. Geegooneegwa mwadaagha, oattayda mwadaagha. 
MAT.10.9	Adoayadi jeesinga shageenigeawa lappiya ghana lagheanga meeng'meeng'i sisinna lappiya wassean, ghana heelajeega, 
MAT.10.10	ghana shageeda naweeda, ghana hang'deaba iyyeenya, ghana geekka ghana bileang'ida. Aba gideaba siida gadiyeeda gammiisa nyasitta daghwardaannyi. 
MAT.10.11	Iyoweayi jeeda mujiineeda wassean ghana gharang'da, googasayi siida deaptaneagwa biissa adoabiiwaat ak gooppiidi gheannyi ea abeawana hoowa. 
MAT.10.12	Iyooweayi jeeda gheeda gookkeachcheewi fuga bea gheeda. 
MAT.10.13	Nea gheetta iimiisa hoyyooydeang'wa, abeeda danyasa hooyyooydeang'wa. Ama deappa ea mammisiina abeeda hooyyooydeang'wa gaygabiikseegwa agooga. 
MAT.10.14	Nea siida iimwadeataneegwa ghana ghaheawa gooleeysiit ng'asheegeagwa, iyooritteawi gheetta ghana mujiineedida, ghoalalakti birjeanda mida geeshangeagwa. 
MAT.10.15	Aba huumwa geayeeshsheegwa eaweetta girgweaksiinda gajeawussus ng'eanyiida Sodooma ea Gomoora gamilikghteaysa ghorjooda eaweetta girgweaksiinda ea ghang'al mujiineetta.”
MAT.10.16	“Asi Aniini geajeakteaydaneegwa gisilga jeeda suyeekka; asi andeawana weaghumeeda ea awuurjeewana ichchibooda, nea goong'eeniitti ghariibajeanda. 
MAT.10.17	Ashageada Buuneeda aba gideaba gayghwaadeagwa gheeda siirgweachcha nea ghabwareagwa aba jeesinga gealga nyaawa siinnealshachcheewa. 
MAT.10.18	Gajeayadeagwa madeeda sugoodiga ea dea fuga ahaaghwa ng'eanyiida appadaydeanyu, ak goomuwiisi Giijasta miy saawa ea fuga Emoojiga. 
MAT.10.19	Asi isiyaadeagwa adootteemsheesi gichchea arukuta aba gideaba damandida gajeegooneegwa gichchea arukuta. 
MAT.10.20	Aba gideaba mii agooga gil fuga jea gabalool, gaygabalool Gurorooda Ghweandeang'wa aba jeesingeagwa. 
MAT.10.21	Siida gayghwalabadaw oorjeeda ghaamwat enuus, ak ghwalabadaw ghweanda jeaptaannyi, nea gwayamsa geat diibiga ghweaniga nyaawa ea gheamadiga nyaawa ak ghabwar gameewa. 
MAT.10.22	Nea gayghwasteagwa buuneassean aba gheawungeasu. Nea siichchea ghamilikghta ea gammudean abeeda ea siichea eelealu. 
MAT.10.23	Ighabwaseagwa buuneeda aba mujiineani, goomng'awsi mujiineannuut. Aba huumwa geayeeshshineegwa majaduulni mujiinajeega ng'eanyiida Israeeli nea miighwahidu Balleanda Siida. 
MAT.10.24	Giinealaneeda mwoammu ghang'al giinealshoochchaandaannyi; nea eara soomjeanda ea mwoammu ghang'al siida haw adaw gadiyeeda. 
MAT.10.25	Ghwahit iwuurji giinealaneeda sea giinealshoochcheandaannyi, ak gawuurji somjeanda sea siidaannyi haw bea gadiyeeda. Abeeda iisuguura siida bea gheeda Beelsebuuli, heappi abeeda ea maygwasissa ng'asheega munyas muuchchi fuga mida jeedeaba gheannyi.”
MAT.10.26	“Asi adoawwalli saawa aba gideaba ng'asheanda funyaat gajeajaat, nea gitta funyaadiin gajeattahaach. 
MAT.10.27	Ng'asheanda earukuneegwa aba jeeda misaneeda, oorukuta aba eeshpwara; nea ng'asheanda oayiinyi meang'shooda, arukkwiida aba uhuuda gheeda. 
MAT.10.28	Adoawwalli fuga ammu gwanuus saseeda ak amwoammu gwanuus gurorooda; ghang'wana giiwali siitta ammu gwanuus saseeda ak gwajaksa gurorooda jeeda maloonghajeega. 
MAT.10.29	Heappi udabwaraadaji iyyeenya meesheahhideawana heelajeanjagi? Eara akkalealla mwoammu goobissa ng'eanyi nea mwamwasa Ghweandeang'wa. 
MAT.10.30	Nea agooga eara buudeega iheengeagwa ea siyiida sean. 
MAT.10.31	Adoabealli, agooga; ghoang'alli udabwaraadajeega saang'a.”
MAT.10.32	Siida mwasan aba madeeda buuneeda, abeeda earanini gaydamwas niny aba madeeda Bwaabwa mida humng'eeda; 
MAT.10.33	nea siida wassean jea ghaheawanaan aba madeeda buuneeda, eara aniini gaydaheawa niny aba madeeda Bwaabwa mida humng'eeda.
MAT.10.34	“Adiiduw ghoaghannyi gili eayeadu hoyyoo jeeda ng'eanyiida; meayeanni hoyyoo geayeadu ng'uchcheeda. 
MAT.10.35	Aba gideaba ghawunnyi deang'uuchchi siida ea ghwaan, ea huda ea ghaamwat, ea gatmooda ea ghamasiyeeda; 
MAT.10.36	weajoodiga siida fuga gheannyaawa. 
MAT.10.37	Siida bwariiy ghwaan ea ghaamwat ea ghwalabwanaan hoowa siisi mammisean; siida bwariiy balleanda ghana huda ea ghwalabwanaana hoowa, siisi mammisean; 
MAT.10.38	nea dea mwasara behiidannyi ak gweada geeshteanyu ea mammisean. 
MAT.10.39	Siida agaba aweagaaschi gaygahutteawi, nea siida hutteawi aweagaschi appadaydeanyu gaygwalealu.”
MAT.10.40	“Siida deaptaneegwa ghwadeaptanaan aniini, nea siida deaptanaan, ghwadeapta siida ghayi ajeaknean. 
MAT.10.41	Siitteapta sibaneeda aba gideaba sibaneeda gil, gayghwanyas giimearda sibaneeda. Dea deapta siida doabiiwaat aba gideaba ea doabiiwaat eara niny gayghwanyas giimearda doobiiwnatta. 
MAT.10.42	Siida wassean jea ghoadaw siiyagi aba jeedeaba fiisu manang'iin beega garbappi aba gideaba giinealaneeda, aba huumwa geayeeshshineegwa eara niny mayghwaroat giimeardaannyi.”
MAT.11.1	Iing'atta gidawda adadaw Yeesu giinealangaaschi attamaniyyeenya iittaannyi, ghabeawa hoowa ak gawa goonealshi aba jeeda mujiinajeega nyaawa nea gwarukkwiida Giijasta miy.
MAT.11.2	Iiduw nea ghwayiiy Yohaaneeda Abaattiisachchi iitta gissina Yeesu nea gwanda ghealooniga, hean goojeakta giinealangaaschi ghoanyaash 
MAT.11.3	nea gwayeeshsha, “Assang'iingi guwosi siida ghayi jea ghwahidu ghana jea eefurda nuut?” 
MAT.11.4	Ghwasha Yeesu ak gwayeeshsha saawa, “Aweayeena ak goorukusi Yohaana iitta ng'asheega oayiinyi ea gea oadaayi: 
MAT.11.5	fuga ng'oawwi ghoang'wearda, fuga badeeda gaweelweel, gea bearji udamusuura geammidu, gea miinyi gwayiing'shi, fuga meewa gwaduuttu nea fuga barbari geerukusa Giijasta Miy. 
