MAT.1.1	Ибрагьимил наслуялъул Давудил кьибилалъул вас Гӏиса Масихӏил умумузул цӏаразул рахас гьадинаб буго:
MAT.6.9	дур Парччахӏлъи тӏаде щваги.
MAT.6.10	Зобалаздаго гӏадин ракьалдаги дур амру билълъанхъаги.
MAT.6.11	Жакъа нижер бетӏербахъиялъе хинкӏ-чед кье нижее.
MAT.6.12	Нижер налъи-хӏакъалда тӏасаги лъугьа,
MAT.6.12	нижерго налъулазда тӏаса нижги лъугьарал ругин.
MAT.6.13	Нижер хӏалбихьизеги биччаге, Квешалдаса
MAT.6.14	Квешлъи гьабурал гӏадамазда нуж тӏасалъугьани, Зобалазда вугев нужер Эменги нужеда тӏасалъугьина. 
MAT.6.15	Нуж гӏадамазда тӏасалъугьинчӏони, нужедасан ккараб мунагь-хатӏаялда тӏасалъугьинаро Зобалазда вугев нужер Эменги.
MAT.6.16	Кӏал ккураб мехалъги нуж, дол ххвелал гьаризе бокьулел чагӏи гӏадин, тату хун рукӏунге. Жидеца кӏал ккун букӏин гӏадамазда бихьизе, букӏкӏинабун гьумергун, рукӏуна гьел. Хӏакълъун абулеб буго дица нужеда: гьезие гьелъухъ мухь гьанибго щвана. 
MAT.6.17	Мунин абуни, кӏал ккураб мехалъ, махӏ гьуинаб нахги бетӏералда бахун, гьумерги чурун, чӏинкьа-кӏитӏун вукӏа. 
MAT.6.18	Гӏадамазда бихьизе гӏоло гурелъул дуца кӏал ккун бугеб, вихьуларедухъ дуда аскӏов вукӏунев дурго Инсуе гӏололъидал. Балъгого гьабулебги бихьулев дур Инсуца кири хъвала дуе.
MAT.6.19	Ицицаги кунеб, кьавуги чӏвалеб, къед борлъун вачӏун цӏогьорасги бикъулеб гьаб дуниялалъул хазина данде гьабуге нужеца. 
MAT.6.20	Ицицаги кунареб, кьавуги чӏвалареб, къед борлъун вачӏун цӏогьорасги бикъулареб зобалазул хазина данде гьабе. 
MAT.6.21	Дур хазина бугеб бакӏалда букӏине бугелъул дур ракӏги. 
MAT.6.22	Бер – гьеб буго черхалъул чирахъ. Дур берал канал ругони, дур тӏолабго черхги канлъила. 
MAT.6.23	Берал канлъукъал ругони, тӏолабго черхги бецӏлъила. Дулъ бугеб канлъиги бецӏаб бугони, кигӏан бецӏабха жибго бецӏлъи букӏинеб!
MAT.6.24	Лъиданиги кӏоларо кӏиго бетӏергьанасе лагълъи гьабизе; цояв гьесда рихина, цогидав вокьила; яги цоясе лагълъи гьес ракӏбацӏцӏадго гьабила, цогидасе тӏаса-масаго гьабила. Гьедин нужедаги кӏвеларо Аллагьасеги дуниялалъул боцӏи-рикъзиялъеги лагълъи гьабизе. 
MAT.6.25	Гьединлъидалин дица нужеда абулеб: щибдай кваналаян чохьое гӏологи, щибдай ретӏинаян чорхое гӏологи хъалхъадуге. Квандаса цебесеб гьечӏищ рухӏ, ратӏлидаса цебесеб гьечӏищ черхги. 
MAT.6.26	Зобалазул хӏанчӏазухъ ралагье нуж: гьез я бекьуларо, я лъилъуларо, я царгъахъе баларо. Зобалазда вугев нужер Инсуца хьихьун руго гьел. Гьездаса гӏемерго хириял гьечӏищ нуж? 
MAT.6.27	Лъида кӏвезе бугеб, кигӏан хъалхъаданиги, жиндирго гӏумру цо къоялъниги халалъизабизе? 
MAT.6.28	Ратӏлие гӏологи щай нуж хъалхъадулел? Тӏугьдузухъ ралагье нуж, кин гьел рижун ругелали. Гьел я хурир хӏалтӏуларо, гьез я кун дургъуларо. 
MAT.6.29	Амма дица нужеда абулеб буго: жиндирго машгьурлъиялъул завалалдаги Сулайман парччахӏасул букӏинчӏо бокьараб тӏогьол гӏадинаб ретӏел. 
MAT.6.30	Ле, божи дагьаб уммат! Жакъа гӏалахалда бугони, метер цӏадабе рехулеб тӏегь-хералдагицин Аллагьас гьединаб берцинаб ретӏел ретӏунеб бугеб мехалъ, кигӏан берцинабдай нужер букӏинеб!
MAT.6.31	Гьединлъидал щибдай кваналаян, яги щибдай гьекъелаян, ялъуни щибдай ретӏинаян абун хъалхъадуге. 
MAT.6.32	Гьеб кинабго бугелъул Аллагь лъаларезги тӏалаб гьабулеб жо. Зобалазда вугев нужер Инсуда лъала гьеб кинабго нужее хӏажалъулеблъи. 
MAT.6.33	Нужеца цин тӏалаб гьабе нужго Аллагьасул Парччахӏлъиялде рорчӏизе, гьесул амру тӏубазабизе. Хутӏараб кинабгойин абуни нужее тӏадеги кьела. 
MAT.6.34	Метерисеб къоялъул ургъел гьабуге. Метерисеб къоялъ жинцаго гьабила жиндирго милат. Щибаб къоялъ нужее гӏунги тӏокӏ букӏина гьеб къоялъ гьабизе жо.
MAT.7.1	Нужеца чияда гӏайиб чӏваге, Аллагьас нужедаги гӏайиб чӏваларо. 
MAT.7.2	Кигӏанасеб гӏайиб нужеца гӏадамасда чӏваниги, гьедигӏанаб гӏайиб Аллагьас нужедаги чӏвазе буго. Кинаб сахӏалъ нужеца борцаниги, гьединабго сахӏалъ борцине буго нужееги. 
MAT.7.3	Дурго бадиб бугеб чӏалу бихьичӏого, дур вацасул бадиб бугеб сум щай дуда бихьулеб? 
MAT.7.4	Яги дуда кин кӏолеб: «Ворея, вац, дур бадиса сум бахъизе биччай», – ян гьесда абизе, дурго бадиб чӏалу букӏаго? 
MAT.7.5	Ле, ххвелал гьарун ругьунав чи, цин дуца дурго бадиса чӏалу бахъе, цинги бичӏчӏила дуда вацасул бадиса сум кин бахъилебали.
MAT.7.6	Нужерго хирияб-мукъадасаб жо гьабзазе баге, жавгьар-якъут болъоназда цебе рехуге. Болъоназ гьеб малакь мерхьина, тӏаделъун нужги тӏутӏун рала.
MAT.7.7	Гьаре нужеца – нужее кьечӏого толаро; балагье нужеца – батичӏого хутӏуларо, нужеца нуцӏа бухе – гьеб рагьичӏого толаро. 
MAT.7.8	Гьарарасе кьола, балагьарасда батула, бухарасе нуцӏаги рагьула. 
MAT.7.9	Нужеда гъорлъ вугищ цониги чи, васас чед гьарараб мехалъ, гьесухъе гамачӏ кьолев? 
