MAT.1.1	Abraham tuti Devit tanii ing Jesu Khrista ahungsuwhnii thiimziihbur. 
MAT.7.24	“Achuw yngkheh ing kachong chaap siinaka amanjii mee chuve ising ing rung taklina een amangiir ising mee thohche aanghakna. 
MAT.7.25	Khuw suwrka chii riimsa, amanche khuwsii ipirpak ing varaangsa. Changvakonchu tiihmah, akhaechuve rung taklina amangiirpa. 
MAT.7.26	Achuw yngkheh ing kachongchu siinaka amanjiimah mee chuve ipang ing siih taklina een amangiir mee thohche aanghakna. 
MAT.7.27	Khuw suwrka chii riimsa, amanche khuwsii ynleh inche eenchu raenka tiihsa; vokhehkho ithipak inche tiihsa.”
MAT.7.29	yngkhaena ynchii imbe thiimthang ae vaang chongmahka ama ing aatuaricheh yngkheh ing chongsa.
MAT.8.1	Jesu ing reen tanii ajungchum raenche mee inempak ing aanuw enjii. 
MAT.8.2	Changlaenche ichiisuwhpak ynchor laena ing ina mee yngkheh ing amaensokna akheerkhuwh mansinka athamsah, “Aafhuw, nang ing namanden vanave, ki ymmandam chehsachii.”
MAT.8.3	Amana Jesu ing abaen ithoh-ka atakchu parka ariir, “Ki ing kamandennah, nang damla. Aphachak nache ynchor ing inachu damsa.” 
MAT.8.4	Amana Jesu ing aningna ariir, “Rungaera, achuw ningnakho riirmahra, changvakonchu jaethiim ningna chembe vaknana mansiira; amanche saarkhii omnii ing mee vakhae maekungna Mosi ningna chonghak apeeh inuwzii ing ipifhuwchu pira.”
MAT.8.5	Jesu ing Kaparnaum ting ahungruwh raenche laarchang chaama aaruung yngkheh ing yntuwhfhuwka aningna ibomsahnii khaena athamsah, 
MAT.8.6	“Aafhuw, kameenae yngkheh ipirpak ing nakka eenna ynlaap chehru ing ijaarniina yntorjaehka ijachaam aphanah achii.”
MAT.8.7	“Ki ing vakningka amachu mandam vakata,” taka Jesu ing abasang.
MAT.8.8	Changvakonchu laarchang chaama aaruung inche abasang, “Aafhuw, nang ing ka eenna thengvanachii matik chasamah ing; damrasiing ichii chong pangchu iriirpeehra, kameenaechu damjaeh vachii vatah, 
MAT.8.9	akhaechuve kikho kachungna aatuaricheh iruung ae derna ongning vokhehkho kaderna laarchang omnae. Amana ki ing laarchang yngkheh ningna sira kachiitahna sina, reentaang laarchang yngkhehting huungla kachiitahna huungna, amanche kasuwh ningna havi tura kachiitahna atunah.”
MAT.8.10	Jesu ing ama chongchu asiitahna ngikka aanuw ajii mee ae ningna ariir, “Ki ing neningna atatak ing kariirnah, jinge ichii ing athacha om mee Isrel sungna tuwhmahri ing. 
MAT.8.11	Ki ing neningna kariirnah amachuve, thangbaen iruwng lipahna iniisuwhtah tanii vokhehkho taetah tanii mee thengnaka Abraham, Isak amanche Jakop buumna imaarnii khaena ongvaatae. 
MAT.8.12	Changvakonchu iruwng lipah sitiae chuve ynthim sungting renvaata; amana enuw ing engha iriir ae naka chapvaatae.” 
MAT.8.13	Amana Jesu ing laarchang chaama aaruung tingche ariir, “Yngkaera, nang nathacha inuwzii ing namandenchu ynsuwhrasiing.” Amana iruung meenae chu aphachak nache damsa.
MAT.8.14	Jesu ing Pitar eenting avakcha Pitar ampuw ijaarniina riitheng ing hejaarchu amupa. 
MAT.8.15	Jesu ing Pitar ampuwchu akikna ajepartah nache ariithengchu damsa. Amana hangsuwka Jesu chu abariimsah.
MAT.8.16	Ama khuri nache umlae ing ichuwng mee aechu mee aenche enveruw, amana umlae vakhaechu Jesu ing athurpeeh chirpae vokhehkho ina chaap ae chukho amandampa. 
MAT.8.17	Havi Jaephar Isaia ing ariir vasahchu hungchumsa, “Atakrap ing inuw ynlaena aasuwchirpa vokhehkho riirae omchaap areenchirpa.”
MAT.8.18	Jesu ing abuumting mee inempak ivathengchu amanghuw tahnache asebok aeting chiiding laarting isinii khaena amanthang. 
MAT.8.19	Changlae thiim-thang yngkheh ing vakka aningna ariir, “Oja, nang nasinii vakhaena jiiva kachii.”
MAT.8.20	Jesu ing abasang, “Imi aeve enruwhnii engkhur omna amanche minvaenna vaati aekho enrabuw omna, changvakonchu Mee Sapa chuve aja basumnii aantornii omah.” 
MAT.8.21	Amana reentaang sebok yngkheh ing aningna ariir, “Aafhuw, yngkaeningka kapa ithiichu maensa ing rijapkata.” 
MAT.8.22	Changvakonchu Jesu ing aningna abasang, “Kaanuw ijiira, ithii aengkhe ithii aechu riae rasiing.”
MAT.8.23	Jesu ing ruwkuwng ting hang-karka asebok aenche aanuwchu jiiaeka sisae. 
MAT.8.24	Amanache enruw, ipirpak khuwsii ynlehka chifhuwchu aanohpa, amana ruwkuwngchu chiiting rupvachii ing omsa, changlaenche Jesu chuve ijaar. 
MAT.8.25	Amana sebok aenche hungbasuw aeka enriir, “Aafhuw, thik ynthongnung ikarsar.”
MAT.8.26	Jesu ing abasang ae, “Ynchii khaena nenuw hangjaehmeh ynchik vachuw; ‘Aajaehmeh nenthacha isiing-va!’ Amana hangiirka khuwsii ynleh re chii ynnohchu rukuhka daerengsa.”
MAT.8.27	Amana engkhenglaang ngik aeka enriir, “Hava mee i ynchii meeva!” khuwsii ynleh vokhehkho chii ynnoh aengkho achongriir emanjii i.
MAT.8.28	Jesu ing chiiding laar Gadara ichii paam nache ahuunglae thaenkung tanii hungsuwh umlae ing ichuwng mee ynniimeh aeng Jesu engaantuwhfhuw. Enuw ae i aajaehmeh ichiisuwhpae ynchii imbe achuw ingkho ama lamchu ijii achehmahva. 
MAT.8.29	Amana enuw ing va ung aeka enriir, “O Thangnang sapa, nang ing keningna ynchii tukata nachiiva? Apha ahenphamah rirae kenuw ijachaam pinii ithengvachii!”
MAT.8.30	Changlaenche engongnii thoh aasen yndahmah ing voh inempak imaar ae. 
MAT.8.31	Amana umlae aenche Jesu ningna enthamsah, “Kenuw i ithurva nachii vanave voh ae kaarting ibathensara.”
MAT.8.32	Jesu ing umlae ae ningna ariir, “Nenuw ongmahruw.” Amana enuw ing hungsuwh aeka voh ae sungting ruwhsae amanche enruw, voh aangkheng jungtaen aeka chiiding tingche ruwhsae vokhehkho thikchirsae.
MAT.8.33	Voh aacheer aenche khuwruung ting hungtaen aeka isuwh chaap entong, amanche umlae ing ichuwng ae taklina isuwh chukho entong. 
MAT.8.34	Chukhaenache mee vakhae ing Jesu chu vaantuwhfhuw aeka vokhehkho engkhuwveen bathennii khaena enthamsah.
MAT.9.1	Jesu ing ruwkuwngna chiilaar kaahka een hungtung, 
MAT.9.2	changlae mee aeng ahakchaang ithiipoh ina yngkheh enveruwpa. Amana ina meechu damlem vaata ichii eman-denchu Jesu ing amutah nache ariir, “Narutha manruungla kasapa, isii natuchaap kakuhpa.”
MAT.9.3	Amana thiimthang aenche enum ing ichong ae, “Hava mee inge ithipak ing chongna!”
MAT.9.4	Achong nache engkharchu amanghuw tahnache Jesu ing asii ae, “Yngkhaena changchii isii ikhachu nenkharva? 
MAT.9.5	Nataklina isii vakhae kakuhpa ichiire hangiir nana sira ichii i ukha inche ilaehakva? 
MAT.9.6	Ki ing mandang kata amachuve, Mee Sapa inche laaruw paamna isii kuhnii ruwreng adeensa.” Amana ina mee ningtingche ariir, “Hangiir, najaar niikha chinana yngkaera.”
MAT.9.7	Amana idam inche hangiirka yngkaesa. 
MAT.9.8	Amu mee vakhae aenche ynchikpohsae amanche hangchii aatuaricheh i mee ningna apeeh Thangnang chu emanpahsah ae.
MAT.9.9	Atii Jesu ing ama denchu maka ahungsirae ree ikhuum mee aruming Methiu ing akaarohna heongchu amupa. Amana Jesu ing huung kaanuw ijiira taka aachiir. Ama ing hangiirka Jesu inuwchu ajiipa.
MAT.9.11	Havi Pharisi aenche emutah nache asebok ae ningna ensii, “Yngkhaena nenuw neng oja inge ree ikhuum aere isii icher mee aethoh imaarpohva!”
MAT.9.12	Ama chongchu Jesu ing siika abasang ae, “Idam mee ae ningna ithiim ikanii omah, ina khaena chembe ikaniina. 
MAT.9.13	‘Chaatha ipithoh chembe ningchuwh om ing kaadik hakva taka ynziihchu vajongnuwna tamruw.’ Ki ijuwng ing chuve ichum ynthiing ae ijongnii khaena mahva, changvakonchu isii icher ae khaenava.”
MAT.9.14	Aanuwnache Johon sebok ae theng aeka Jesu ningna ensii, “Kenuw re Pharisi ing maaru tongchak ungka amanche nasebok aencha yngkhaena maaru atong mahpae?” 
MAT.9.15	Jesu ing eningna abasang, “Rakhii-niina itheng aeng songpa aanvae raentaang ijaanii phavaatae ichii nenkharnah? Utaraenkho phamahnii ae. Changvakonchu songpa jungruwva enchii apha hungvivaata, changlaenche enuw ing maaru tongvaatae.”
MAT.9.16	“Achuw ingkho baruw rungopna ithar peen ing ibermah, akhaechuve ithar peen varaangkhe kika rungop-kha ynsiih sehsehna. 
MAT.9.17	Mee aenche ithar vomrip chiichu buruw shavin thuungfhuw nache thinniimah chak ae, thin ae nave shavinchu ynsiihka vomrip chiichu yntaana, vokhehkho shavin thuungfhuw ae chukho maangna; changvakonchu enuw ing ithar vomrip chiichu ithar shavin thuungfhuw nache enthinnah, amana chembe aaniimeh ing isa ing omna.”
MAT.9.18	Jesu ing changche achonglae enruw, Jehudi iruung yngkheh vathengka Jesu maensokna akheer-khuwh mansinka athamsah, “Kasanuw ataenrap thikdohsa; ivakpeeh nana ataklina nakik isiipeehsara, amana chembe ama hangring vaata.”
MAT.9.19	Chukhaenache Jesu ing hangiirka avejiipa vokhehkho asebok ae ingkho envejiipa.
MAT.9.20	Changlae kumsuum ariinii sii ynta ing ina sanuw yngkheh ing vakka atuk nungting arungop basuwrna aparpa. 
MAT.9.21	Ataksah ing amanden chuve, “Ki ing arungop basuwr pangkho parcheh saningve damva kata achii.”
MAT.9.22	Jesu ing huw ruwsachu siika avaanleh tahnache sanuwchu muka ariir, “Kasanuw, nabarungriir mangamla, ithuwh ing namandensah inuwzii ing damsachii.” Aphachak nache sanuwchu vadamsa.
MAT.9.23	Atii Jesu ing iruung een tingche avaruwh raenche simruwr itum ae tachaam iriae enghuw itamchu muka 
MAT.9.24	Jesu ing ariir, “Nengkheng ong-mahruw! Rupanuwti havi ithii mahva, ijaar vatah!” Chongchu ensiitah nache Jesu chu emaniisah. 
MAT.9.25	Mee vakhaechu taang ensuwh aanuwna, Jesu ing varuwhka rupanuwti akiknache abachuw tahnache rupanuwtichu hangringsa. 
MAT.9.26	Hava chongthar i apaam arakiing aangkhengna thangsa.
MAT.9.27	Atii Jesu ing ama denchu maka ahungsirae mikchu mee ynniimeh aeng aanuw vejii aeka naning imanchuwhsar, Devit sapa ta aeka iva uung ae.
MAT.9.28	Jesu ing eensung ahungruwh tahnache mikchu aekho varuwhsae. Amana Jesu ing asii ae, “Ki ing mansakcheh vakachuw ichii nentha-chanah?” “Imansakcheh vaanta ta aeka embasang.” 
MAT.9.29	Amana Jesu ing emik parka ariir, “Nenuw nenthacha inuwzii inche damruw!” 
MAT.9.30	Amana emik ichuchu saksa. Aanuwnache Jesu ing eningna ipirpak ing ariir, “Achuw ningnakho havi riirmahruw.”
MAT.9.31	Changvakonchu enuw ing apaam lija ihuur aeka mee vakhae ningna hava thamin i enjarpa.
MAT.9.32	Enuw mee ynniimehchu engaangkaedeh aanuwna umlae ing ichuwng ichong achehmah yngkheh Jesu ningnache enveruwpa. 
MAT.9.33	Chang-vakonchu Jesu ing umlaechu athurthoh ichong achehpa. Amana mee aenche ngik aeka enriir, “Hava hangchii i Isrel sungna utaraenkho mumahrideh ung.”
MAT.9.36	Changlae ama ing mee inempak aechu amucha aning amanchuwhpae, akhaechuve acheer omah jao ae vaang enuw ja aeka ynsaenongsae. 
MAT.9.37	Chutahnache asebok ae ningna ariir, “Ruwrae kuumfhuw inempak ruungna, changvakonchu kuumvachii mee tuumpakna. 
MAT.9.38	Chukhaenache ruwrae kuumvachii mee ajebathennii khaena Aafhuw ningting thamsaruw.”
MAT.10.1	Jesu ing asebok suum ariinii aechu eenka, umlae aechu ithurchehnii, riirae mangkhiing vokhehkho ina aajaeh mandam chehnii ruwreng apeehpae. 
MAT.10.2	Sebok suum ariinii ae ruming chuve; Pitar taka a-eenniichak Simon, vokhehkho anaepa Andru; Jebedi sapa Jems vokhehkho anaepa Johon; 
MAT.10.3	Philip, Bartholomiu; Thomas, Methiu ree ikhuum; Alphius sapa Jems, Thadius, 
MAT.10.4	Kanaan tanii Simon vokhehkho Jesu arensah Judas Iskariot ipae.
MAT.10.5	Havana sebok suum ariinii ae ningne Jesu ing nungsim thahka achiirpae: Nenuw reentaang mee ae paamting vokhehkho Samaria khuwting ruwhmahruw. 
MAT.10.6	Changvakonchu ama changdenna ymmoh vasah ae Isrel mee ae tingche siruw. 
MAT.10.7	Vasinuwna tongruw, “Thangbaen paam iruwng lipahchu ynneengsa!” 
MAT.10.8	Ina aechu mandamruw, ithii aechu manringruw, ynchor ae chukho mandamruw vokhehkho umlae aechu thurruw. Nenuw ngareh ing nenphava, ngareh inche piruw. 
MAT.10.9	Nenuw nenthuungfhuw nache sana, rupa vakhangnare vokhehkho seer vakhangnare ynringmahruw; 
MAT.10.10	lamkhii khaenava tanuwna thuungfhuw, rungop, khingop changmahka thor asae ynnii yngkhii ing reenmahruw. Nong itu meechu ipipham thengna.
MAT.10.11	“Amanache khuwruung chang-mahka khuwsung nenvaruwhrae nenuwchu ihebariim vachii mee enruw, amanche aphamchu nemahmahri raentaang ama thohche ongruw. 
MAT.10.12	Nenuw ing eensung tingche nenvaruwh thoh, ‘Neningna idae omlasii’ tanuwna enrutha kuurruw. 
MAT.10.13	Amana een sungna heong mee aenche ibariim ae nave idaechu tungrasiing; changvakonchu ibariimmah ae nave idaechu ynrirasiing. 
MAT.10.14	Amanche eensung vokhehkho khuwruung aenche ibariimmah ae naka changmahka nenchong rungaemah ae nave, nengkhina pirkhuwhchu rukhuung nuwna ama maphamchu bathenruw. 
MAT.10.15	Ki ing neningna atatak ing kariirnah, vajeer inii nache changchii khuwruung mee ae chungna Sodom re Gomara mee aechu Thangnang ing aning manchuwhseh vaata.”
MAT.10.17	Chang-vakonchu ynriimruw; akhaechuve nenuwchu isuwr vachii mee heong vaatae, enuw ing vajeer eenting iruw vaatae amanche meekongnii ting iruw ae naka ibin vaatae. 
MAT.10.18	Enuw ing reentaang mee ae maekungna kakhaena saarkhii ipeehnii lipah aapuh aere iruwng ae maensokna nenuwchu ikiae naka imangiir vaatae. 
MAT.10.19	Amana vajeer tunii khaena ynghenruw aere ynchii basangva kente, ynsaangkhe riirva kente ichii khaena barungriir manjamahruw. Apha ahenpha raenche ynchii riirvakate ichiichu neningna ijepivaata. 
MAT.10.20	Nenuw ing hangchong vanenchii chaap neningtanii mahnii, Thangnang tanii laetha ing ichongpeeh vaata.”
MAT.10.22	Mee vakhae ing nenuwchu ki kakhaena ibatir vaatae. Changvakonchu achuw yngkheh inche achinii ipha ing khaangcheh nave ikarpeeh pharem vaata. 
MAT.10.23	Khuwruung yngkheh nache nenuwchu ijachaam ipiae nave reentaang yngkhehting ympeenruw. Ki ing neningna atatak ing kariirnah, Mee Sapa inche ajuwngmahri raentaang nenuw ing Isrel ae khuwruungna nong nentuchu manchichehmah tanuw.”
MAT.10.25	Chukhaenache aanchuw mee vaangche atam mee ingkho penvachiiva, amanche suwh ingkho aafhuw vaang penvachiiva. Eensung aafhuwchu Beelzebul nave, ama eengkuwchu aajaehmeh sakmah vaate!”
MAT.10.27	Ki ing ynthimna kariir chong havi nenuw ing ireng nache chongruw, amanche nengana ing nensii vakhae havi phuchungting karnuwna manthangruw. 
MAT.10.28	Chukhaenache hakchaang thehchehka laetha atheh chehmah enuwchu chiimah aeruw; changvakonchu laetha re hakchaang aaniimeh mamaangcheh vachii Aafhuw chu athiseh ing chiiruw. 
MAT.10.29	Vasak asae ynniimeh pesa yngkhehna juwrmah chuwkhang? Vokhehkho nenpa ing aru dernamah naka engkaartanii yngkhehpangkho ruwruwna bukmahnii. 
MAT.10.30	Nenrusaena sambur aangkheng chukho ateenchir vasahva. 
MAT.10.31	Chukhaenache ynchik mahruw; nenuw chuve vasak ae chungna nemen iruwhakva.
MAT.10.32	Chukhaenache mee ae maekungna ki ynru mee chuve, ki ingkho thangbaenna ong kapa maekungna ruvakata. 
MAT.10.33	Changvakonchu mee ae maekungna kichu ynrumah mee chuve, ki ingkho thangbaenna ong kapa maekung nache rumahning.
MAT.10.34	Ki i laaruw paamna idaechu ipeeh ijuwngva ichii ing manden mahruw; Ki idaechu ipeeh ijuwngmahping, changvakonchu laar tuknii chem ipeeh ijuwngping. 
MAT.10.35	Amachuve asapa ing ampa aruniimah, asanuw ing amnuw aruniimah, ameenuw ing ampuw aruniimah khaena ijuwngping. 
MAT.10.36	Amanche mee ajeehniichu eengkuw sungsah kaartanii vaata. 
MAT.10.37	Amnuw ampa aechu ki ithi ing aning amansiih meechu kakhaena matik chamah; amanche asapa asanuw aechu ki ithi ing aning amansiih mee chukho kakhaena matik chamah. 
MAT.10.38	Amanche akhros sahchu idomnaka kaanuw ajiimah meechu, ki kakhaena matik icha mee mahva. 
MAT.10.39	Ataksah alaetha karsa ningka achii mee chuve maangvaata; amanche kakhaena alaetha abathencheh mee inche ikarpeeh phavaata.
MAT.10.41	Thangnang chong ajeer ahebariim mee inche Thangnang chong ajeer yngkheh ing phavachii nongmen phavaata; ichum ynthiing mee ahebariim inche ichum ynthiing mee yngkheh ing phavachii nongmen phavaata. 
MAT.10.42	Kaanuw ajii yntuur mee ae kaarna yngkhehchu achuw yngkheh ing chii pinave, ki ing neningna kariirnah, ama mee inche phavachii nongmenchu maangmahnii.
MAT.11.1	Atii Jesu ing asebok suum ariinii ae ningna chong ariir amanchichakna, ama denchu bathenka ynneengna om khuwveen nache mee ynchuwpeehnii khaena vokhehkho itongpeehnii khaena sisa.
MAT.11.2	Changlae Khrista ing nong atu chaapchu kaeshumna ong Johon ing asiitah nache, asebok meeniimeh avechiirpa. 
MAT.11.3	Enuw ing Jesu ningna ensii, “Nang i juwngva chiichu vachii, changmahka kenuw ing reentaang yngkheh hahva kenchiiva?” 
MAT.11.4	Jesu ing eningna abasang, “Nenuw yngkae-nuwna nensii vokhehkho nemu vakhae havi Johon ningna tongruw: 
MAT.11.5	Mikchu ing amupa amanche khibong ing isi achehpa, ynchor aenche manthiingsae vokhehkho naaseeh inche asiichehpa, ithii aechu hangringsae amanche isa chongchu sara ae ningnache yntongsa. 
MAT.11.6	Kataklina fhuwm ynvaemah meechu bor aphava.”
MAT.11.7	Johon sebok aechu engaangkae inuwnache, Jesu ing Johon khaena ichongchu mee vakhae ningna abasenpa: “Ynchii imunii khaena nenuw ing lamkangna ivasi vachuw? Siiraang ing amanlaap fuwr chuva? 
MAT.11.8	Changmahka ynchii imunii ing ivasi vachuw? Mee yngkheh ing ynnaarjaeh peendiir ynthongchu nenva enva? Chumna changvakonchu ynnaarjaeh peendiir ing ynthong mee aekha iruwng ae een nache ongnae. 
MAT.11.9	Kaningna riirruw, ynchii imunii inche ivasi vachuw? Jaephar chuva? Chumna, changvakonchu nenuw ing nemupa, atak i jaephar chungna ruungna. 
MAT.11.10	Akhaechuve akhaena ynziihka omna:
MAT.11.10	‘Enruw, ki ing nemaana kachong ijeermee yngkheh kajenchiirsa,
MAT.11.10	ama ing nemaana nenlam heseem vaata.’
MAT.11.11	Ki ing neningna atatak ing kariirnah, rupanuw ing abaring kaarna Baptis Johon chungna iruungseh hungsuwh mahri. Changvakonchu thangbaen iruwngpaamna aasiingseh inche Johon chungna athiseh ing ruunghakna. 
MAT.11.12	Baptis Johon aaniina ing basenka atanii ipha inge thangbaen iruwngpaam i ruwreng ing asuwrnah, vokhehkho ensuwr mee aenche siih aeka enrinah. 
MAT.11.13	Akhaechuve Jaephar ae vokhehkho Mosi vajeer chonghak inche Johon aanii ipha inge iruwngpaam khaena chongnae; 
MAT.11.14	amachu nenuw ing runungka tatanuwve, jungtheng vachii Elija chu atak iva. 
MAT.11.15	Isiinii aana ipaar mee chaap inche siisa rasiing.
MAT.11.16	“Changvakonchu ataen siimnii suwnthar sitiae i ynchiithoh mandeeng kate? Enuw i kithiirna naepang ae ong aeka embarakfhuw engarang engeenthoh aanghakna. 
MAT.11.17	Amachuve, ‘kenuw ing nakhaena seemruwr kentumnah, changva-konchu nang laammahchii; kenuw ing naning kemansiknah, changvakonchu nabarungriir jamah.’ 
MAT.11.18	Johon ing isahnii khaena juwngmah, chukhae-nache enuw ing atak i umlae adeensa enchiinah. 
MAT.11.19	Mee Sapa inche saka inka thengsa, chutahnache enruw kaaraam aere juw in, ree ikhuum mee ae vokhehkho isii icher ae engarang chuva ta aeka enuw ing enriirnah; changvakonchu anong inche chumna taka amandangpa.”
MAT.11.20	Aanuwchak nache ama ing isuwh-mahri nong aajaeh atunii khuw aechu ynchah ahenbasenpa, akhaechuve enuw embarungriir huungmahdehsae. 
MAT.11.21	“Nakhaena aajaehmeh ijaaniivaate, Korazin, nakhaena ijaniisapa Betsaija, mee ing atuchehmah nong aajaeh nakhaena yntu vakhae havi Taire re Sidon paamna vanave, peendiir asii niiae naka vokhehkho rungvuwh yntaeh ae naka embarungriir huungva chiipae. 
MAT.11.22	Chukhaenache neningna kariirnah, vajeer inii nache nenuw ithi ing Taire re Sidon ing ningchuwh phaseh vaatae. 
MAT.11.23	Kaparnaum nangve, nataksah ing thangbaen ipha ing ynthoh saning nachiiva? Nang chuve ithii lipah ipha ing jungbuk vaanta. Nakhaena mee ing atuchehmah nong aajaeh yntu i Sodom na isuwh vanave, atanii ipha ing Sodom paam omjaeh vachiichu! 
MAT.11.24	Chukhaenache naningna kariirnah, vajeer inii nache nang ithi ing Sodom paam inche ningchuwh phaseh vaata.”
MAT.11.25	Apha ichiinache Jesu ing ahemandang, “Laaruw thangbaen Aafhuw Apa, nangchu kaman-pahnahchii, nang ing hava vakhae i ising aere aanghuw mee ae taklinache thuurchiika amanche aanghuwmah ae ningnache namandangpa. 
MAT.11.26	Apa chumna, havi inge nang namanden chuva.” 
MAT.11.27	“Aangkhenglaang kaningna kapa ing ymmansirpa, ampa mahnaka asapa chu achuw ingkho manghuwmah, vokhehkho asapa mahnaka ampa chu achuw ingkho manghuwmah, amanche asapa ing mandang ningka achii meening nachen mahnaka achuw ingkho ampa chu manghuwmah.” 
MAT.11.28	“Ijapak ing nong tuchuwka vokhehkho peehrik nenreen nenuw vakhae kaningting huungruw; ki ing nenja basumpeeh vakachuw. 
MAT.11.29	Kariingkor rinuwna niiruw vokhehkho tamruw, akhaechuve ki duwrning vokhehkho ynjuursaning, amana chembe nenlaetha jabasumnii phavanenta. 
