GEN.1.1	Co'na' ñaqai chita'gue ỹo'uet ná'ogue ñi qota'olec, ca 'au ỹo'uet na piguim chaqai na 'laua. 
2KI.5.14	Ca' so Naamán eec, ca' siete homñi caso lachiugue Jordán, 'ne'tegue dá'maq 'naaco' so qota'olec letaxaỹaxaqui. Ca' na loshicmaxa pilchigui quiyim 'ec ne'necoqui' loshicmaxa, ca' ỹaatqajam imeuec. 
2KI.5.15	Ca co'na'le, ca' so Naamán chaqai sá'ogue so nauegaxauaripi quepegue' so Eliseo. Ca co'na' qaỹovira'a, ca' so Naamán 'naaco':
2KI.5.15	—¡Nagui, ca' ỹaatqajam seuanchigui quiyim quená'ogue na 'laua qaica ca qota'olec, qainaata quena Israel! Ca' ỹim nagui qouaquiric coñichiguit na ỹame saañiraxarom.
2KI.5.16	Qam so Eliseo 'naaco' queso'maxare:
2KI.5.16	—Saanot da ỹa'qaatec ñi qara'gaxala' ñí'maq ya'ajantac, quiyim se secoñiguit.
2KI.5.16	Ca 'eno'm so Naamán 'ue da lepagaxallic, qam so Eliseo se icoñiguit so lame. 
2KI.5.17	Ca co'na'le, ca' so Naamán 'naaco':
2KI.5.17	—Hua', qam qouaquiric quiyim sa'ue ca i'ỹaac 'laua quena Israel, sellaalgoto naua dos que'lahi, ma' ỹim tot liỹa savigaxat ca ỹachitaxanataxanaxat queca nqolac, qaiñiita ñi qara'gaxala'. 
2KI.5.18	Qaidaata quiyim ñi'xoresene'tot ñi qara'gaxala', quiyim sqai caapeguem dajo caỹim, quiyim ma' ñi ỹashi eec quepegue' ñi qouagaxainaxaqui quiyim nqouagaxainot ñi nqolac Rimón, ca' sauaqate'e' quiyim sa'chi'iñi naua i'cootal quiñi qouagaxainaxaqui, ca sqai caapeguem dajo caỹim ñi qara'gaxala'.
2KI.5.19	Ca' so Eliseo 'naaco' queso'maxare:
2KI.5.19	—Mo'e', qaica huapigui qavilli'.
2KI.5.19	Ca' so Naamán ca'e yi'maxare. Ca co'na' mashic qoỹoqo'tegue, 
2KI.5.20	ca' so Giezi só'maq lelaatec só'maq qota'olec letaxaỹaxaqui 'ñiichiquio' lauel:
2KI.5.20	—Ñi ña'co' ỹaxanetec quiyim pil so Naamán só'maq na'ñi yi Siria, qaica ca icoñiguit quesá'ogue só'maq nodoota so'maxare. Saanot ñi qara'gaxala' da ỹa'qaatec quiyim ỹim sco'uaategue so'maxare, ca nega'ỹo' cá'maq ñaqat queso'maxare quiyim nañaañim.
2KI.5.21	Ca' so Giezi eec, co'uaategue so Naamán. Ca co'na' iuañi'chiguit co'uaataxanta queso'maxare, ca' renotec caso lahoglena, ca ca'guit. Ca inato':
2KI.5.21	—¿'Ue peeta'a ca qoyiuetaugui se no'uen?
2KI.5.22	—'E', qaica —'naaco' so Giezi—. Qam ñi ña'co' nela' da la'qaatec quiyim chita'gue novite' yaua qota'olec letaxaỹaxaqui' ne'naqa chicqora'a yi quemaralec qa' ladocaipi quiyi Efraín, chaqai ỹahotaque quiyim 'ỹaañitem caua tres mil chiróla chicqaugui na lecat plata chaqai caua dos noho naloochiriñi.
2KI.5.23	Ca' so Naamán 'naaco' queso'maxare:
2KI.5.23	—Qouaquiric coñichiguit ana seis mil chiróla chicqaugui ana plata.
2KI.5.23	Ca' so Naamán 'ue da lepagaxallic quiyim icoñiguit. Ca ishichiguilo saua dos soguel chaqai saua dos noho naloochiriñi. Ca ỹaanoto saua dos lelaatqa quiyim ỹauegue' so Giezi. 
2KI.5.24	Ca co'na' ỹovijta so qoỹoqoshi'megue 'laua, ca' so Giezi ỹacona aso plata i'xatete' saua nelaatqa, ca illaugui so lauo', ca' niquinto saua'maxare quiyim pile'. 
2KI.5.25	Ime, ca' eec quepegue' so na'co', ca' so Eliseo inato' so'maxare, 'naaco':
2KI.5.25	—Giezi, ¿negue' ca chicqoisa'gue?
2KI.5.25	—'Taque', ỹim qaica ca saigue —'naaco' so Giezi.
2KI.5.26	Qam so Eliseo ipaca'a so'maxare 'naaco':
2KI.5.26	—Ca na' 'ue so ỹale ca'guit qami' chicqochiguiñigui aso lahoglena, ỹim seueta'anyi na'le queda ra'deenataxanaxaqui'. Qam quiyim nagui sqa taiguit quiyim qaicoñiguit aca plata chaqai ca nooỹac, loqo'm quiyim 'ue ca qarishiujnaxana nanaxanqa' 'uva loma' chaqai aca qagreta, ñii'lola, nelaatec chaqai aca nelaata. 
2KI.5.27	Ca' vichiguiño' da le'ne' so Naamán nategue qami' chaqai quena qachaalaxai'ipi, ca se neme, qaica lqodoc.
2KI.5.27	Ca co'na' so Giezi ca'e so Eliseo, ca' rishiita na loshicmaxa chaqai ỹalagaq, 'ec ana loñi.
2KI.6.1	Ca 'uo' so na'xa'a so letaxaỹaxaquiripi ñi qota'olec 'naaco' queso Eliseo:
2KI.6.1	—'Ajñi', ná'maq qouo' senqataugui ỹaatqajam cocho'qui' coqomi'. 
2KI.6.2	'Maxariñite' quiyim qolaxapegue' aso lachiugue Jordán quiyim souaxanaq ana qo'paq loỹo, ca' sa'daxañi, ca so'ueetaq ca qouo' quiyi'maxare.
2KI.6.2	—Mohi, quii —'naaco' so Eliseo.
2KI.6.3	Ca 'uo' so 'naac quesaua'maxare:
2KI.6.3	—Qouaquiroxoric, qami' qariỹaatac.
2KI.6.3	—Hua', cha'regue chaqaida qamiri iỹareta'pe —'naaco' so Eliseo.
2KI.6.4	Ca' so Eliseo liỹareta'pe saua'maxare, chi ỹoviretaxaso'ma aso lachiugue Jordán. Ca co'na'le, ca' qaỹouaxan ana qo'paq. 
2KI.6.5	Qam 'uo' so 'óna co'na' ỹouaxanteguelec aso qo'paq, ca' naco' aso nqai'pe, ca taañigui ca huaxaỹaq. Ca' ỹaualqo':
2KI.6.5	—¡'Agai, qami' qanapaxaguinatqo'! ¡Ỹa'uale aso qai'pe!
2KI.6.6	Ca' so Eliseo renataxano', 'naaco':
2KI.6.6	—¿Nega'ỹo' cá'maq taachi'ñi aca'maxare?
2KI.6.6	Ca' so 'óna quesaua'maxare ỹachaxan cá'maq taachi'ñi aso'maxare. Ca' so Eliseo ỹouaxanlec so qo'paq, ca' inaxa'ñi yi'maxare, ca' aso qai'pe naỹoxonshiguim.
2KI.6.7	—'Ayi, coñita —'naaco' so Eliseo.
2KI.6.7	Ca so'maxare iconaxaso'ma aso qai'pe.
2KI.6.8	Ca' so nashi quiyi Siria nalauateta'pegue' so nashi quiyi Israel. Ca co'na' ỹomat quiyim retaqata'pegue' so lashillipi so nalliripi, ca 'uo' ca ỹicapi'ñi quiyim nco'matqa'. 
2KI.6.9	Ca co'na'le, ca' so Eliseo ila'o' so la'qaatec queso nashi quiyi Israel quiyim sqai quepegue' yijo 'laua, ma' so Siria laseripi quepegue' yi'maxare. 
2KI.6.10	Ca' so nashi quiyi Israel ilategue so nalliripi dá'maq ỹica'pegue so qota'olec letaxaỹaxaqui ma' qaỹoden, ca chaqaida 'neetari', ca 'xoico' quen quiyim nañit so nalliripi.
2KI.6.11	Ca' quedajo, ca' so nashi quiyi Siria tot ỹa'den ca 'neeta. Ca roỹaxanalo' saua lashil so nalliripi, ca 'naaco':
2KI.6.11	—¡Ñigo' ñaqai 'qaataxañim peeta'a 'ue ca caqamiri ca qoshiita'guit ñi nashi quiyi Israel!
2KI.6.12	Ca 'uo' so 'óna queso nashillipi 'naaco':
2KI.6.12	—Qaica, qami' qarashi. Qam ñi qota'olec letaxaỹaxaqui, leenaxat Eliseo, neeta'ñi yi Israel, ñiga'ỹo' ñí'maq ỹa'xatem ñi lashi ná'ogue ná'maq 'xachi', vire'ta quena' vi'saugui ñi relaxasoxogui'i'.
2KI.6.13	Ca co'na'le, ca' so nashi quiyi Siria relaataxan, 'naaco':
2KI.6.13	—Nataxañiỹaque negue' cá'maq neeta'gue ca'maxare, qaiyi ma'le, ca' 'ue ca sela' ñalliripi quiyim iconlec.
2KI.6.13	Co'na'le, ca' qohinaco' neeta'ñi yi Dotán. 
2KI.6.14	Ca 'uo' so ila' queso nalliripi neetashiguim quena shipgaq, chaqai nahoglenaipi lauataxaqui, chaqai 'xoic so co'ỹaaxaiquipi. Pe co'na' ỹovita yi Dotán, ca nahiquinchiguiñi yi na'a'. 
2KI.6.15	Ca na' richiguiñi queso nete'etam, ca na' ne'laxashiguim so lelaatec so Eliseo. Ca co'na' nenoxonec, ca iuane'to' so nouaataxanaq nalauataxairipi nahiquinchiguiñi yi na'a'. 'Ue na neetashiguim chaqai ana nahoglena lauataxaqui. Co'na'le, ca eec, ỹa'ue la'xaỹaxac so Eliseo.
2KI.6.15	—Qam nagui, qami' napaxaguinataxanaq, ¿negue' cá'maq shinqato'?
2KI.6.16	Ca' so Eliseo 'naaco':
2KI.6.16	—Qaica ro'chi'raque, ma' paguec 'xoic ná'maq reloqota'alo qomi' quená'maq qomyipi.
2KI.6.17	Ca' so Eliseo nqouagaxainot ñi qara'gaxala' quiyim ỹauachiguilo naua nqote', qaiyi reuanaxan. Ca' ñi qara'gaxala' naviguerec nqai'en naua nqote' so lelaatec. Ca so'maxare iuana quiyim aso quemaralec qa' ladocai no'qajlec quena shipiguiripi qoyintalec chaqai ana nahoglena ỹaviquetaugui nahiquinchiguiñi yi hueeta'ñi so Eliseo.
2KI.6.18	Ca co'na' so Siria laseripi co'na' sham queu'a nalauate'e' yi na'a', ca' so Eliseo nqouagaxainot ñi qara'gaxala', 'naaco':
2KI.6.18	—Sashiila'e' quiyim se neuanñi nqai'ñi' najo qomyipi.
2KI.6.18	Ca' ñi qara'gaxala' se neuanñi nqai'en so qomyipi dá'maq ỹahotaque so Eliseo. 
2KI.6.19	Ca co'na'le, ca' so Eliseo 'naaco' queso qomyipi:
2KI.6.19	—Najo mesqaina ná'maq nayic, chaqai mesqaina najo ná'maq na'a' michitaque. Oquiigue aỹim, ca' ỹim saviguiiỹa ma'le cá'maq ỹale michitaque.
2KI.6.19	Ca' ỹauega yi Samaria. 
2KI.6.20	Ca co'na' ỹoviro quiyi'maxare, ca' so Eliseo nqouagaxain, 'naaco': Nagui, qami' ỹa'gaxala', naviguerec nqai'ñi' naua nqote', ca co'na' liỹa reuanaxan so qomyipi.
2KI.6.20	Ca' ỹa'den quiyim hueetaugui yi Samaria. 
2KI.6.21	Ca co'na' so nashi quiyi Israel iuana so qomyipi, ca' inato' so Eliseo, 'naaco':
2KI.6.21	—Qami' ita'a, ¿salauat najo qomyipi?
2KI.6.22	Qam so Eliseo 'naaco' queso'maxare:
2KI.6.22	—'E', sqai lauachi'. ¿Loqo'm chaqai'en lauachi' quena' 'ue ñi qadoxonqui', do'isa'a ca lecat loqo'm ca roviqui'? Qui'ỹaxañi' chaqai ne'taxañi' ma'le najo qomyipi. Ime, ca pilaxachita ca lashi na'maxare.
2KI.6.23	Ca co'na'le, ca' qaỹo'uet so lqui'ỹaxac lodegaxat chaqai qane'taxan so qomyipi. Ime, ca' so nashi, ca niquine'e', ca' ỹopilaxat so qomyipi. Ca' so qomyipi pila so lashi. Ca queco'na'le, ca' so Siria laseripi ỹaxanñi quiyim queetapegueu'a quiyi na'laua so llaalqaipi so Israel.
2KI.17.1	Ca co'na' ỹovi' doce ñaxari quiyim nashi so Acaz quiyi 'laua Judá, ca' so Oseas, só'maq llaalec so Ela, qoỹano quiyim nashi quiyi Israel. Ca' ỹovi' nueve ñaxari neeta'ñi yi Samaria. 
2KI.17.2	Qam ỹo'ueete' nauá'maq se no'viiñi quiñi qara'gaxala', 'eno'm sqailligueme' sqai 'nejem so liỹa 'auaxaic nashillipi quiyi Israel.
2KI.17.3	Ca' so Salmanasar, só'maq nashi quiyi Asiria, nalauate'e' so Oseas, ca' loxonec, ca ỹo'uet nqai'en añi ishiuetentac. 
2KI.17.4	Qam so Salmanasar nauate'e so Oseas quiyim 'ue da ỹoiquentac quiyim shim npa'guene'e' so'maxare, chaqai mashic 'uo' so ilata so nashi leenaxat So, so'maxare nashi quiyi Egipto, chaqai mashic tot ishiueten asó'maq locana quiyi ñaaxa. Ca co'na'le, ca' so Salmanasar talaxanlec so Oseas quiyim qaicoñi', qoỹanaugui añi ncoñiitaxanaxaqui. 
2KI.17.5	Ime, ca' so Salmanasar queugui sá'ogue so neetalec yi 'laua quiyim nalauate'e', chi ỹovireta'a yi na'a' lodegaxat Samaria, ca' queetalec da nalauataxac quesaua tres ñaxari. 
2KI.17.6	Ca na' ỹovite' saua nueve ñaxari quiyim nashi so Oseas, ca' so nashi quiyi Asiria loxonec yi Samaria. Ca' loxonqaipi so llaalqaipi so Israel, ca' i'xategue da Asiria. Ca ỹanalec yi 'laua leenaxat Halah, chaqai yi 'laua Gozán huaqate'e' aso lachiugue Habor, chaqai yi na'aateripi quiyi Media.
2KI.17.7	Ca' so llaalqaipi so Israel ỹovirau'o' dajo, ma' 'uo' da lasauaxaset quiñi la'gaxala' qota'olec, ñí'maq naqatec na'le quiyi Egipto, ca' nca'laxatec queso Faraón só'maq nashi quiyi Egipto, ma' sauaxat quiyim so qomyipi nqouagaxainot na nqolac. 
2KI.17.8	Ca' que'uegue da no'ueenataxac na ỹoreta'oguit qomyipi quená'maq ỹo'daauec na'le ñi qara'gaxala' quiyí'maq hueeta'ñi ñi'maxare, chaqai dá'maq se no'uen 'ueenataxac ỹa'yiñi na'le so nashillipi quiyi Israel.
2KI.17.9	Chaqai qai'neeta so llaalqaipi so Israel na'xaterec naua na'qaatqa quenauá'maq se ỹa'maxarene' ñi la'gaxala' ñí'maq qota'olec, chaqai no'xonshiguim naua qouagaxainqate' quiyim qanqouagaxainot na nqolaquipi quená'ogue na na'aateripi, vire'talo naua na'aaterolqai' 'ue ana na'ajnaxanaxalate, chaqai na na'aateripi 'ue na lquepaqataxanaxat. 
2KI.17.10	Chaqai qai'neeta no'xonshiguim na qaripi qouagaxainqa' chaqai na lqui'illipi aso Asera, qoỹanalec na qoỹoqoshi'megue 'laua chaqai qoỹano'ot ana qo'paq 'oochaxarai. 
2KI.17.11	Ca' ỹaatqajam quiichi'ñiguilo naua no'ueenataxaco na ỹoreta'oguit qomyipi quená'maq mashic ỹo'daauec ñi qara'gaxala', ma' ỹavigaxat na lichiinaxanaxat chaqai ỹaatqajam se no'uen na ỹo'ueetetac, ca' ỹaatqajam ro'o nqai'en ñi qara'gaxala'. 
2KI.17.12	Chaqai qai'neeta nqouagaxainot na nqolaquipi ná'maq se ỹasen na'le ñi qara'gaxala'.
2KI.17.13	Ma' ñi qara'gaxala' shi'gue ichoxot, ỹachigoxochichigui na'le so letaxaỹaxaquiripi chaqai so 'vii naua leuanaxanaxaco, quiyim na llaalqaipi so Israel ỹaxañiñi naua se no'viiñi no'ueenataxaco, ca' quelgoto naua laqataxaco, lapaxaguinataxanaxaco ỹaanema saua 'auaxaqa qareta'al, chicqochigui nqai'en so lelaatqaipi letaxaỹaxaquiripi. 
2KI.17.14	Qam so qomyipi se na'xaỹaxan. Ta'ta'a quiyim ỹaatqajam napacqajan, 'nejem so 'auaxaic leta'allipi só'maq sqai huelec ñi la'gaxala' ñí'maq qota'olec. 
2KI.17.15	Se icoñiguita saua naqataxaco chaqai dá'maq 'deenaxac qaỹa'yiñi na'le, chaqai nauá'maq lelaataxanaxaco ỹaanema na'le. Chaqai qai'neeta qui'ñigui ná'maq qohinac qota'olqaipi qaica ca 'negue, naỹa'a ná'maq qomyipi sqoỹoqaque na na'ñi, quená'maq se ỹa'maxaren ñi qara'gaxala'. 
2KI.17.16	Ỹaxanñi ná'ogue na lelaataxanaxaquipi ñi la'gaxala' qota'olec. Ca' icaxajñi na bronce, ca' ỹo'ueete' saua dos huaqui llaalqa ỹauaapigui lashiilqa chaqai so lqui'i aso Asera. Chaqai qai'neeta nqouagaxaintacot ná'ogue na 'ue na lauaq neeto'ot na piguim chaqai so nashiilec Baal. 
2KI.17.17	Chaqai ỹaano quiyim qaỹavigaxat na llaalec chaqai ana llaale, chaqai napaxaguina quiyim richaauec nqai'en nanchaqaina chaqai cá'maq ñaqa naataho, chaqai ỹaatqajam qaỹo'uet ná'ogue na se no'uen quiñi qara'gaxala', ca' ỹaatqajam ro'o nqohin ñi'maxare.
2KI.17.18	Ca' vichiguiño' ñi qara'gaxala' ỹaatqajam ro'ỹa so neetalec yi 'laua Israel, ca' ỹaatqajam ỹo'daauec. Ca' qainaata na neetalec yi 'laua Judá no'ueenaxatañi.
2KI.17.24	Ca' so nashi quiyi Asiria naqata'a so qomyipi quiyi Babilonia, Cuta, Ava, Hamat chaqai Sefarvaim, ca' ỹanalec na na'aateripi quiyi Samaria, yí'maq la'a' na llaalqaipi so Israel. Ca' chaqaida 'neeta, ca' naalec yi Samaria, ca' naugui na na'aateripi. 
2KI.17.25	Qam ma' so qomyipi se nqouagaxainot ñi qara'gaxala', ca co'na' naalec yi 'laua, ca' ñi qara'gaxala' nela' so sauaxaic leta'allipi, ca 'uo' na ỹalauat na'le so iseripi. 
2KI.17.26	Ca co'na'le, ca' so qomyipi quepegue' so nashi quiyi Asiria, ca 'naaco':
2KI.17.26	—So qomyipi lachita na na'aateripi quiyi Samaria quiyim naalec, na'maxare se ỹa'den cá'maq 'ne'tegue quiyim qoyiuelec cá'maq nashiilec quiyijo 'laua. Ca' chaqaida ma' se ỹa'den, ca' ca'maxare ila' na sauaxaic leta'allipi, ca' mashic 'xoic na ỹalauat.
2KI.17.27	Ca co'na'le, ca' so nashi quiyi Asiria 'naac quiyim qaỹa'ue ca qaila' quena netaxaỹaxanqajanqaipi noxonqaipi, qaiyi iuorquen, ca' ỹapaxaguinegue cá'maq 'ne'tegue quiyim qanqouagaxainot ca nashiilec quiyijo 'laua.
2KI.17.28	Ca 'uo' so netaxaỹaxanqajnec chicqochi'ño' na'le yi Samaria ỹalequetaho, eec, ca na'ño' yi Betel. Ca' ỹapaxaguinegue cá'maq 'ne'tegue quiyim qanqouagaxainot ñi qara'gaxala' qota'olec. 
2KI.17.29	Qam quiñi 'óna queso ỹoreta'oguit qomyipi ỹo'uet ná'maq chi lashiilec quená'maq na'a' neeta'ñi, ca ỹanauguilo naua nqouagaxainaxaqui' naalgoto naua qoỹoqoshi'mque 'lauari, quená'maq no'xonshiguimo' na'le so Samaria laseripi. 
2KI.17.30	Ca' so Babilonia laseripi ỹo'ueeto' so ladenqatec lqui'i so lashiilec Sucot-benot, chaqai so chicqa'ñi yi Cuta ỹo'uet so ladenqatec lqui'i so lashiilec Nergal, chaqai so chicqa'ñi yi Hamat, ca ỹo'uet so ladenqatec lqui'i so lashiilec Asima. 
2KI.17.31	Ca' so qomyipi chicqa'gue da Ava ỹo'uet so ladenqatec lqui'i so lashiilec Nibhaz chaqai so Tartac, chaqai ná'maq chicqa'gue da Sefarvaim ỹavigaxato' quen na llaalqaipi quiyim ỹaano lachitaxanataxanaxat queso nashiilec Adramelec chaqai so Anamelec. 
2KI.17.32	Chaqai qai'neeta nqouagaxaintacot ñi qara'gaxala'. Qam chi ỹo'uet so letaxaỹaxanqajanqaipi quiyim ỹoiquentac na nachitaxanataxanqateripi quiyim qanqouagaxainot na lashiilec nqolaquipi. 
2KI.17.33	Ca 'eno'm nqouagaxaintacot ñi qara'gaxala', qam qaiyiita huelec na nqolaquipi. Ca quiñi 'óna chaqai ỹaatqata da no'ueenataxac quecá'maq 'laua chicqochi'ñi.
2KI.18.1	Ca na' ỹovi' tres ñaxari quiyim nashi so Oseas, llaalec so Ela, quiyi Israel, ca' so Ezequías, llaalec so Acaz, ca' taañi ro'ueenataxan quiyim nashi quiyi Judá. 
2KI.18.2	Ca so'maxare mashic ỹovite'o' veinticinco saua niñaxari na'le, ca' nashi quiyi Jerusalén veintinueve ñaxari. Ca' aso late'e, leenaxat Abi, aso'maxare llaale so Zacarías. 
2KI.18.3	Ca ná'maq ỹo'uet so Ezequías ỹaatqajam ỹa'maxarenta ñi qara'gaxala', ma' ỹaatqajam 'nejem ná'maq ỹo'uet na'le so 'auaxaic leta'a David. 
2KI.18.4	Ma' so'maxare chaqaiso só'maq ỹosogui na qouagaxainqa' quiyim qanqouagaxainot na nqolaquipi, ỹaatqajam iuagaxatac na qano'xonshiguim qaripi chaqai na nadenqatec lqui'illipi aso Asera, chaqai iuagaxatac so nadenqatec nanaic qaỹachigoxotaugui na bronce quená'maq lo'ueenatec na'le so Moisés. Ma' so nanaic ñaqai queetalec nqouagaxaintacot so llaalqaipi so Israel, chaqai ỹavigaxatetac na lichiinaxanaxat quiyim ỹaanot, ca' qoỹanegue leenaxat nanaic napio'o.
2KI.18.5	Ca' so Ezequías 'ue da naquitaxac quiñi qara'gaxala' ñí'maq qota'olec queso Israel. Quesá'ogue só'maq nashillipi quena llaalqaipi so Judá quesó'maq 'auaxaic chaqai queso co'uaataxanaxaiquipi queso'maxare, qaica ca 'nejem so'maxare. 
2KI.18.6	So'maxare ỹaatqajam ỹaqamqata quiñi qara'gaxala' chaqai sqai ca'e. Ta'ta'a quiyim ipacqajanchiguilo naua lelaataxanaxaco ñi qara'gaxala' ilarelgoto na'le so Moisés. 
2KI.18.7	Ca' vichiguiño' ñi qara'gaxala' ỹaatqajam qoshiiteguelec so'maxare ỹotauantac, ca ipaquichiguilo nqai'en nauá'maq ỹo'ueete'.
2KI.18.7	Ca' so Ezequías ca'e so lashi na Asiria laseripi, tot nomatalta' quiyim na'xaỹaxana so'maxare. 
2KI.18.8	Chaqai qai'neeta loxonec so qomyipi na'ñi yi Filistea, ỹovire'ta da lqodoc yi Gaza, vire'ta naua na'aaterolqai' 'ue ana na'ajnaxanaxalate chaqai na na'aateripi qaỹapootau'a.
2KI.18.9	Ca co'na' mashic ỹovi' cuatro ñaxari quiyim nashi quiyi Judá so Ezequías. Qam queso Oseas, só'maq llaalec so Ela, ca' ỹovi' siete ñaxari quiyim nashi quiyi Israel. Ca' so Salmanasar, nashi quiyi Asiria, nahiquinchiguiñi yi na'a' lodegaxat Samaria, ca' nalauate'e'. 
2KI.18.10	Ca na' ỹovirerec saua tres ñaxari, ca' loxonec. Qa' mashic seis ñaxari quiyim nashi so Ezequías, ca' so Oseas, ca' ỹovi' nueve ñaxari nashi quiyi Israel na' noxonec so Samaria. 
2KI.18.11	Ca' so nashi quiyi Asiria ỹo'delec so llaalqaipi so Israel, ỹo'degue da Asiria, ca' ỹanalec yi Halah quiyi 'laua Gozán caso lachiugue Habor, chaqai na na'aateripi quiyi Media. 
2KI.18.12	Dajo 'neeto' na'le sauaxat se qana'xaỹaxana ñi la'gaxala' ñí'maq qota'olec. Ta'ta'a quiyim qanapacalec da na'maqataxac, chaqai se qana'xaỹaxana ná'ogue ná'maq 'naac so Moisés só'maq lelaatec ñi qara'gaxala'. Ca se ỹo'uet ná'maq qailarelec queso'maxare.
2KI.18.13	Ca co'na' mashic ỹovi' catorce ñaxari quiyim nashi so Ezequías. Ca' so Senaquerib nashi quiyi Asiria, queu'a quiyim nalauate'e' yá'ogue yi na'aateripi napootau'a quiyi Judá, ca loxonec. 
2KI.18.14	Ca' so Ezequías só'maq nashi quiyi 'laua Judá ilata so la'qaatec só'maq nashi quiyi Asiria na'ñi yi Laquis. 'Naacsa':
2KI.18.14	—'Uo' ca so'maqajnac. Oquire'e na ña'laua, ca cá'maq ỹaxañiraque ma'le, ca' seshiueten.
2KI.18.14	Ca' so nashi quiyi Asiria roỹaxanaco' queso Ezequías nashi quiyi Judá so nueve mil novecientos kilos so lecat leenaxat plata chaqai novecientos noventa kilos so 'oro. 
2KI.18.15	Ca' vichiguiño' so Ezequías ỹaan sá'ogue so plata iuanejlec cañi no'ueenaxanaxaqui quiñi qara'gaxala' chaqai ná'maq hueetaugui aso lahi' ana nam queso lauo' lodegaxat. 
2KI.18.16	So Ezequías naqat qai'neeta na 'oro neetau'alo naua lasomi' añi no'ueenaxanaxaqui quiñi qara'gaxala' ná'maq chi relaataxanlec na'le quiyim qoỹano, ca' ỹaanem so nashi quiyi Asiria.
2KI.18.17	Ca co'na' shi'gom dajo, ca' so nashi quiyi Asiria ilata so nashi Ezequías só'maq lotaua nashi, chaqai só'maq liỹa lpe'eet nashi, chaqai so liỹa nashi liỹaatac so 'xoic nalliripi. So'maxare chicqochi'ñi yi Laquis, ca quepegue' yi Jerusalén quiyim nalauate'e'. Ca so'maxare co'na' ỹovita yi Jerusalén, ca nco'matqa' na lahi so llic na huaxaỹaq chicqashi'ma aso pa'aashiguim lahi' na huaxaỹaq quesó'maq nayic taỹaxaso'ma yí'maq lquiỹoxonqa' ná'maq ỹalacqachitetac na looỹac. 
2KI.18.18	Ime, ca' qaroỹaxana'a so nashi Ezequías, ca' que' saua Eliaquim só'maq llaalec so Hilcías só'maq neloxoỹaq quiñi 'imec lodegaxat, chaqai so Sebna só'maq neraxanaq, chaqai so Joa llaalec so Asaf só'maq ỹiriguiñi ná'maq ỹo'uet so nashi. Ca saua'maxare quepegueto saua nashil. 
2KI.18.19	Ca' quiyi, ca' so nashi Asiria le'ec 'naaco' quesaua'maxare:
2KI.18.19	—'Qaataxañim ca Ezequías queda la'qaatec ñí'maq chalego lecaic nashi quiyi Asiria: ¿Negue' cá'maq neta'iseguelec? 
2KI.18.20	¿Peeta'a 'ñiisapega quiyim naua lo'yaxanqa na'qaatqa 'nejem ca no'ueenataxac ca nquesaxanaxa queca lauataxac? Ca ¿nega'ỹo' cá'maq pi'i'ta quiyim se na'xaỹaxañi'? 
2KI.18.21	Ỹim seuana quiyim pi'i'sapega da lotaanaxanaxac yi Egipto. Qam qamiri 'yiiñita quiyim yi Egipto 'ec aca noqola late'e ropoxoỹa'gue. Quiyim 'ue ca ỹashil-lec, ca ỹa'naxague ca'laxatauec ana napoquena. Ca' chaqaida 'neeta ñi Faraón, nashi quiyi Egipto, quená'ogue ná'maq pe'eetapega ñi'maxare. 
2KI.18.22	Chaqai no'm 'ñiỹac caỹim: Qomi' spi'ỹaaqa'a ñi qara'gaxala' ñí'maq qota'olec, ¿peeta'a sqaiño' ñi Ezequías ñí'maq nosogoñi na qouagaxainqateripi chaqai ana ncopatoxonaxalate quiyim qanqouagaxainot ñí'maq qota'olec caqamiri, chaqai ilarelec na qomyipi quiyi Judá chaqai yi Jerusalén quiyim qañiita añi ncopatoxonaxalate ñí'maq na'ñi yi Jerusalén, ca chaqaiyi hua'ñi quiyim qanqouagaxainot? 
2KI.18.23	'Viichi' ca na'maqataxaqui' quiñi ña'co' ñí'maq nashi quiyi Asiria: ỹim saañiraxarom ma'le ca dos mil shipgaq, sha'apiguito' quiyim 'ue cá'maq naalec nqai'ñi' ca'maxare. 
2KI.18.24	Qami' sqai shichi' quiyim 'eet nqai'ñi' cá'maq paguec qaica ca 'negue quena lashillipi na alliripi Asiria laseripi. Ca' ¿nauaañisaque quiyim 'ue ca neetalec na shipgaq chicqa'a yi Egipto? 
2KI.18.25	Chaqai qai'neeta ¿'ñiisapega quiyim ỹim ñanac, sahotaque ñalauate'e' chaqai ñopoxoỹaxajñi quenajo 'laua na qomyipi, quiyim se lelaataxanaxac ñi ra'gaxalari quiyim ñanaga'a ñalauajñi na qomyipi quenajo 'laua? Ma' ¡ñi ra'gaxalari chaqaiñi ñí'maq ỹamaxailec quiyim ñalauate'e' chaqai ñalauajñi na qomyipi quenajo 'laua!
2KI.18.26	Ca' so Eliaquim, so Sebna chaqai so Joa 'neraco' queso lashi so nalliripi so Asiria laseripi.
2KI.18.26	—Qouaquiteguelo qomi', viisa'ahi naua la'qaatqa na arameoipi, ma' qomi' sa'xaỹaxalo. Sqai viisa'ahi naua chi qara'qaatqa hebreo quiyim taxahi', ma' ná'ogue na qomyipi neetalec na napoxonaxat na'xaỹaxantapega qami'.
2KI.18.27	Qam so lashi so Asiria laseripi 'naaco':
