GEN.1.1	Ma mwena handru badeh Kindrei mwesekei munyak ma kandrah. 
GEN.8.9	Arile gwa bala se andri bwe eme ban dah basilahei ndrahun ta manyah bwe, eme iy atah eme hamon eme ndron. Eme Nowa atehei minen i manan andrei iy eme bolon. 
GEN.8.10	Ano Nowa abe-en ben ndro taloh ja ano badeh iy suni ban ili ja. 
GEN.8.11	Eme ban nane eme hamon eme hawen na beyeh ma la-u kei aloh olip badeh udu bohon eme, ya eme Nowa ndratanan ai, gwa ndra andri ai. 
GEN.8.12	Ano iy bini-i ben ndro taloh iu ano iy suni ban ili ja; eme ban dah ili ma ili ya iy bame hamon bwe.
GEN.8.13	Ano na len Nowa jaha tan asahan ndro hanek ari (601), na len ma mwena asahan ta bun ari badeh gwa amar. Eme Nowa abe-ei bwele-e ndron eme iy anyolom ili eme ma iy anyolom munyak anya kabosar ai. 
GEN.8.14	Eme na len lunoh ndro taloh (27) badeh munyak abosar mara-ei.
GEN.8.15+GEN.8.16	Eme Kindrei tiye i ta Nowa, “Ou ma udum ma hawe nadum oro ma udu oro kame len ta ndron. 
GEN.8.17	Ou kuhi iri sirih ma iri katin haka kame len hawem, ma iri kadeu nah ma kaseker kaweleyani kon munyak mari.” 
GEN.8.18	Ya eme Nowa eme len ta ndron hawe udun, ma hawe nadun oro ma hawe udu nadun oro, 
GEN.8.19	ma hawe iri katin haka ma iri sirih arakou le adek ame len ta ndron, randrah doh randrah doh badeh adek ase.
GEN.8.20	Ano Nowa eme tukumwi bek; ano iy andrei ari ari badu tiri katin haka ma hawe iri sirih ari ari mwasin badeh iy asun iri ma buruwen in bada bek dah i nyara salom i ta Laban. 
GEN.8.21	Eme mahu bubure salom dah mwesekei Laban sekesek handru eme ma iy tiye udu ndrinen i buku doh, “Jo kameh winiya badeu maha bame ta munyak ja bwe ai, tasah tiri lau amwekes lakou; jo tanan na len iy ma loweu le badeh budon tan ma ndra-in le. Eme ya jo kameh winiyan badai iri lau mari ja bwe ai, i buku jo mene amwekes dah ja bwe ai.”
GEN.8.22	“I dah mada an ta atah basoh
GEN.8.22	Ma i dah kameh mada an ta a-eh
GEN.8.22	Ma abwe-eh udu aliy,
GEN.8.22	I buku munyak udu le.
GEN.8.22	Ya i dah kameh kon anyala
GEN.8.22	Ma kon i nyarahan,
GEN.8.22	Kon an ma hawe kon ur
GEN.8.22	Udu bolo len ma ben.”
GEN.9.1	Eme Kindrei atehei nyosowan i bwele-e Nowa hawe nadun oro ano ma iy tiye, “Ado kadeu nah ma lundriye ado oro kaweleyani kon munyak mari. 
GEN.9.2	Ya i dah kameh iri katin haka, sirih ma hawe iri ni kameh anoh adoh, ma iri kameh are baha tondrok tado. 
GEN.9.3	Eme ado badeh kaimon iri hawe bara la-u kei; jo atehei mari doh ta nyumon tado. 
GEN.9.4	Arile lakou ari le doh badeh ado saimon, lakou mulin ma ndra; jo anya ndri-i, ndra ki-iu op, tasah lakou doh badeh kohan ma ndrayen udu aliy. 
GEN.9.5	I buku none are lau idi iri lau awas amak, i dah kameh iy kameh akohok sisi-in ta aliy. Ma jo kameh edeu isi i tare katin haka i buku none iy aimon lau amak. 
GEN.9.6	Tasah ndramak badeh mwesekei iy konen i le buku Kindrei, eme ya i buku none are lau idi ari ndramak imek, badeh iy ndramak nane doh, badeh lowan oro kadai iy kimek.
GEN.9.7	“Ado badeh kamwekes nah kasola eme lundriye ado oro kado ma kaweleyani bolo munyak mari.”
GEN.9.8	Ano Kindrei tiye i ta Nowa hawe nadun oro, 
GEN.9.9	“Na dah jo kameh amwekes sahou randra le hawem ma hawe tubum oro, 
GEN.9.10	ma hawe iri mulin mari ala ado ndron mene ame len hawem. 
GEN.9.11	Na sahou dah jo amwekes sahou randra le hawem, ya jo tandrakan jo kameh winiyan badai lakou mulin mari bwe ai, na len kon atuh bwe ai; ma badai munyak ma winiyan kon winiyan batuh ja badeh bwe ai. 
GEN.9.12	Ya na kalem dah udu le ta sahou randra le, jo badeh amwekes hawem ma hawe iri mulin mari hamon asahan. 
GEN.9.13	Jo kameh edeu betekenyabwiu udu bolo asi kandrah. I doh badeh kalem ta sahou randra le tek i hawem ma hawe iri mulin mari badu munyak. 
GEN.9.14	Ya i buku none jo tubulu-i kandrah na asi kandrah ma betekenyabwiu asahan, 
GEN.9.15	badeh kameh jo abudon tandrakan tek mene ewek tam, ma i tiri katin haka mulin mari ta kon winiyan batuh ta adai iri ja bwe ai. 
GEN.9.16	Ya buku none betekenyabwiu asahan bolo asi kandrah ya i buku jo anyolom kameh, jo kameh lomondrani sahou randra le tek hawe iri mulin mari badu munyak. 
GEN.9.17	Eme i dah kalem tek jo edeu udu ndrokowak hawe iri mulin mari.” Nowa Hawe Lundriyen Oro
GEN.9.18	Eme ya nadu Nowa oro ame len ta ndron badeh, kadok badeh nyaran Sem, bwaneh badeh nyaran Ham ya silih Jepet. (Ham badeh tama Kenan). 
GEN.9.19	Nadu Nowa oro ma taloh doh baden adeh tubu iri lau mari badu munyak.
GEN.9.20	Nowa badeh ndramak ta amwekes bilin ma hawe iy ndramak ta atah wa-in ma mwena. 
GEN.9.21	Ano hamon ta iy a-un wa-in ano badeh ma iy ibo lolo-ou ma iy amadin kolau bwe, udu bolo asiu balei. 
GEN.9.22	Eme tama Kenan Ham badeh eme anyolom taman kolau bwe eme ma iy suburuk i ta nadu tinen uru. 
GEN.9.23	Ano Sem uru Jepet ame andrei kolau, ano uru talahani udu kona uru. Eme uru adek na kona uru ala badeh tubulu-i tama uru. Ya mada uru badeh batou tama uru bwe. 
GEN.9.24	Ano boto-on ta wa-in ano badeh Nowa amak iy i tanan ai nadun bwaneh badeh amwekes lakou nane doh i tan, 
GEN.9.25	eme iy anya, “Jo tandrakan Kenan kameh i bonyo-ou ta nadu tinen uru. 
GEN.9.26	Katudun Laban Kindrei ta Sem! Kenan kameh i bonyo-ou ta Sem. 
GEN.9.27	Ya Kindrei badeh mwesekei kane Jepet ki sola! Ya lundriyen badeh kamanyah kado hawe lau ta Sem oro. Ya Kenan badeh ki bonyo-ou ta Jepet.”
GEN.9.28	Ano hamon ta kon atuh badeh Nowa udu winiya jaha tuluwi lemenek (350). 
GEN.9.29	Ano jaha tan asahan ndro rawa lemenek (950) badeh ma iy imek.
GEN.10.1	I dah sare nadu Nowa oro; oro badeh Sem eh, Ham eh ma hawe Jepet. Hamon ta kon atuh badeh ano badeh oro nah ma taloh nadu oro udu aliy.
GEN.10.2	Ya nadu Jepet oro badeh Goma, Megok, Madai, Jaban, Tubal, Misek ma hawe Tiras ya eme i dah badeh nyara tubu oro. 
GEN.10.3	Nadu Goma oro badeh iri lau ala ado kon Askanas, iri ado kon Ripat ma ado kon Togama. 
GEN.10.4	Ya nadu Jaban oro badeh ado kon Elisah, ado kon Spa-in, ado kon Saipres ma kon Rodes. 
GEN.10.5	Oro badeh tubu iri lau badu busu. Ya i dah baden eh tubu Jepet oro. Oro badeh manyah ado boho kamen ra-em ra-em ado kon rakon rakon. Ya boho kamen ra-em ra-em asehek bohon randrah labai udu kon nane doh.
GEN.10.6	Nadu Ham badeh Kus, Ijip, Libiya, ma hawe Kenan ya oro doh badeh tubu oro nyara oro i dah. 
GEN.10.7	Tubu iri Kus doh badeh badu kon Seba, badu kon Habilah, badu kon Sabtah, badu kon Rama ma kon Sabteka. Tubu Rama badeh lau badu kon Seba hawe kon Dedan. 
GEN.10.8	Nadu Kus ari badeh nyaran Nimrot, iy badeh ma mwena asahan ndramak ta inyek kon 
GEN.10.9	ma na seben ta Kindrei badeh iy badeh asahan ndramak ta bwisir ta katin haka, eme ya iri lau anya, “Kindrei badeh kabwidi ou kasahan ndramak ta bwisir ta katin haka ki le buku Nimrot!” 
GEN.10.10	Ma mwena handru badeh iy badeh atondrok Babilon ma hawe kon Irek, kon Akat ya oro kon ma taloh doh badeh udu bolo kon tinan Babilon. 
GEN.10.11	Udu munyak doh badeh iy iu ili Aseriya ma tahi kon tinan aloh Ninibeh, kon Rehobot Ir, kon Kalah, 
GEN.10.12	ma Resen badeh udu ndrokowa Ninibeh ma ndrokowa kon tinan aloh Kalah.
GEN.10.13	Ya tubu Ijip badeh lau badu kon Lidiya, badu kon Anam, badu kon Lehap, badu kon Naptuh, 
GEN.10.14	badu kon Patrus, badu kon Kasluh ma kon Krit, ya na oro doh le badeh iri Pilistin asahan.
GEN.10.15	Nadu Kenan oro badeh kadok badeh Sidon ano badeh Het, ya i dah nyara tubu oro ai. 
GEN.10.16	Kenan badeh tubu iri badu Jebusa, tubu iri Amora, tubu iri badu Gigasa, 
GEN.10.17	tubu iri badu Hiba, tubu iri badu Aka, tubu iri badu Sina, 
GEN.10.18	tubu iri badu Abada, tubu iri badu Samara ma hawe tubu iri badu Hamata. Ya oro boho kamen mari ta Kenan badeh aseker. 
GEN.10.19	Ya kobek ta Kenan badeh ili taku kum ano ili isos Gerar mirihik ta kon Gasa. Ano ili loboho lan ili isos Sodom, Gomorah, isos Admah ma hawe isos Sebo-im mirihik ta Lasa. 
GEN.10.20	I doh tubu Ham oro ya oro badeh manyah boho kamen ra-em ra-em ado munyak toro ma boho kamen toro badeh asehek boho kon toro randrah labai.
GEN.10.21	Ya Sem bwele-en ta Jepet badeh tubu iri Hiburu mari. 
GEN.10.22	Ya nadu Sem oro badeh Ilam eh, Asur eh, Apaset eh, Lut eh, ma hawe Aram. Ya tubu oro lau ala nyara oro doh. 
GEN.10.23	Badeh lau ala are kon Us, are Hul, are Geta, are Mesek, badeh tubu Aram oro. 
GEN.10.24	Apaset badeh tama Silah ma Silah ja badeh tama Eba. 
GEN.10.25	Eba badeh nadun badeh la-uh; ari badeh nyaran Pelek, tasah na len doh badeh lau badu munyak apou iri; ya iy ari ja badeh nyaran Joktan. 
GEN.10.26	Ya iri lau badu kon Almodat, badu Selep, badu Hasamabet, badu Jerah, 
GEN.10.27	badu Hadoram, badu Usal, badu Diklah, 
GEN.10.28	badu Obal, badu Abima-el, badu Siba, 
GEN.10.29	badu Opir, badu Habilah, ma hawe Jobap. Oro mari doh badeh nadu Joktan le. 
GEN.10.30	Ya munyak oro are aliy badeh tinan tan badeh udu kon Mesa ili isos Separ udu loboho bolo mandrei loboho an eme loken. 
GEN.10.31	Ya i dah badeh tubu Sem oro ya oro manyah boho kamen ra-em ra-em ado loboho munyak toro, ya oro badeh boho kon toro bala le randra bwe. Iy ari asehek tan labai iy ari asehek tan labai. 
GEN.10.32	Iri lau mari doh badeh lundriye Nowa, kon ari i buku ari asahan ta boho kamen ra-em ra-em. Kon atuh ya hamon ta aliy kon munyak badeh asahan na lundriye Nowa oro.
GEN.11.1	Ma mwena handru badeh lau badu munyak badeh asehek boho kon randra le. 
GEN.11.2	Eme iri badeh adek ala ame loboho an eme loken, eme iri ame Babilon ma ado aliy ado ai. 
GEN.11.3	Ano badeh iri lelen iri ari ari, “Ado kame! Ya to kapon ndren ma kamwekes kabadok.” Eme iri asun ndren i bek ano iri amwekes alis i ta bek ta kasabata-an ki se. 
GEN.11.4	eme iri anya, “Taha kamwekes asiu bokok kudu bolo kon dah ki loken bolo asi kandrah, eme ma to kasore nyara to ma to badeh saseker sala bolo munyak mari.”
GEN.11.5	Eme badeh Laban eme andri bolo kon nane doh ma anyolom asiu nane iri atah ma atudun dah. 
GEN.11.6	Ano ma iy anya, “Iri lau dah badeh iri rabuk le, ma iri asehek sahou randra le; I dah ma mwena ai, ta iri amwekes lakou dah. Mirihik kameh iri amwekes lakou leleyah na seken tiri ai. 
GEN.11.7	To ka-au ka andri, katubuni boho kon tiri, eme ya iri sanuhun sahou tiri ari ari.” 
GEN.11.8	Eme badeh Laban sekerei iri badeh winiya munyak mari, ma iri ruwani asiu bokok ma iri batah bwe ai. 
GEN.11.9	Kon tinan nane doh nyaran Babilon, tasah Kindrei badeh tubuni boho kon tiri lau mari ma kabatana doh badeh iri lau aseker ma weleyani kon munyak mari.
GEN.11.10	Ya i dah badeh lundriye Sem oro. Hamon ta kon atuh ya jaha la-uh ano badeh Sem badeh jaha tan asahan rawa (100), eme badeh nadun ari asahan nyaran Apaset. 
GEN.11.11	Hamon ta aliy badeh iy udu winiya jaha lemenek (500) ma hawe nadun rayah ale udu aliy.
GEN.11.12	Ya na len Apaset jaha tan asahan tonoh limeh (35) eme nadun ari asahan nyaran Silah. 
GEN.11.13	Hamon ta aliy badeh iy udu winiya jaha hanek taloh (403) ma iy atehei nadun rayah udu aliy.
GEN.11.14	Eme Silah jaha tan asahan tonoh (30) badeh eme iy atehei nadun ari nyaran Eba. 
GEN.11.15	Hamon ta aliy iy udu winiya jaha hanek taloh (403) ma atehei nadun rayah ale.
GEN.11.16	Ano len Eba jaha tan asahan tonoh hahuw (34) badeh iy atehei nadun ari nyaran Pelek. 
GEN.11.17	Ano hamon ta aliy badeh iy udu winiya jaha hanek tonoh (430) ma atehei nadun rayah ale udu aliy.
GEN.11.18	Ano len Pelek jaha tan asahan tonoh (30) badeh iy atehei nadun ari nyaran Reu. 
GEN.11.19	Ano hamon ta aliy badeh iy udu winiya jaha lunek ndro ari (209) ma iy atehei nadun rayah ale udu aliy. 
GEN.11.20	Ano len Reu jaha tan asahan tonoh la-uh (32) badeh iy atehei nadun ari nyaran Serak. 
GEN.11.21	Eme hamon ta aliy badeh iy udu winiya jaha lunek ndro taloh (207) ma iy atehei nadun rayah ale udu aliy.
GEN.11.22	Ano na len Serak jaha tan asahan tonoh (30) badeh iy atehei nadun ari nyaran Nahor. 
GEN.11.23	Ano hamon ta aliy badeh iy udu winiya jaha lunek (200) ma iy tuwi nadun rayah udu aliy ale.
GEN.11.24	Ano na len Nahor jaha tan asahan lunoh ndro ari (29) badeh iy atehei nadun ari nyaran Tera. 
GEN.11.25	Ano hamon ta aliy badeh iy udu winiya jaha rinek ronoh ndro ari (119) ma tuwi nadun rayah ale udu aliy.
GEN.11.26	Ano hamon ta Tera jaha tan asahan ndro tonoh (70) badeh iy atehei Abram atehei Nahor ma hawe Haran.
GEN.11.27	I dah lundriye Tera oro, iy ala tama Abram tama Nahor hawe Haran. Haran badeh tama Lot. 
GEN.11.28	Eme Haran badeh imek udu kon tan amwenen udu Ur udu Babilon. Ya taman badeh bamak bwe iy udu le. 
GEN.11.29	Ano Abram sudi Sarai i tan ma Nahor sudi nadu Haran badih nyaran Milkah. Ya Haran badeh tama Iska. 
GEN.11.30	Sarai badeh bato-ou nah bwe, iy badeh kis.
GEN.11.31	Tera kuhi nadun Abram hawe udun Sarai ma hawe nadu tubun Lot, iu ndrine Haran. Eme ma oro au ame len ta kon tinan Ur udu bolo Babilon ma au ala munyak Kenan. Eme oro ala asos Haran ma ado aliy ai. 
GEN.11.32	Eme Tera imek udu aliy ya jaha tan badeh lunek limeh (205).
GEN.12.1	Ano Laban tiye i ta Abram, “Ou au ta munyak tam ma ou au ta lowam oro hawe asiu ta tamam ya ou au ai, ala kon munyak jo kameh leheya tam. 
GEN.12.2	Jo kameh edeu lundriyem oro asahan solo-an ma i dah kameh oro asahan kon rakon buruwen. Ya i dah kameh, jo nyosowani ou ma nyaram kameh lau mari i tanan ma nyosowan kameh i tiri lau. 
GEN.12.3	Jo kameh nyosowani are aseken ou. Arile jo kameh edeu isi i tare lau aten ou. Na ou le kameh jo kameh edeu nyosowan i lau kon rakon rakon buruwen.”
GEN.12.4	Eme na len Abram jaha tan asahan ndro tonoh limeh (75) iy edek udu Haran eme len i buku none Laban ndratiye tan, ma Lot i hawen ale. 
GEN.12.5	Eme Abram andrei udun Sarai hawe Lot, nadu uru nadu tinen Haran, ma hawe lakou tan mari hawe iri lohowan tan. Iri mene ado Haran au ala munyak Kenan. Len oro asahan Kenan badeh 
GEN.12.6	Abram edek ili eme bolo munyak doh, eme iy asahan ta kei ndrabun badu Moreh, kon ndrabun udu Sekem (na len doh badeh iri Kenan are aliy). 
GEN.12.7	Eme Laban asahan hawe Abram ma iy tiye i tan i buku doh, “I dah kon munyak kameh jo edeu i ta lundriyem oro ai.” Ano Abram tukumwi bek i ta Laban mene asahan hawen. 
GEN.12.8	Ano badeh iy edek ili loboho kum kon mandrei solo-an udu loboho lan eme loken kon tinan nyaran Betel, ano iy tahi asiu balei udu loboho an i andri ndrokowa Betel hawe Ai, udu loboho an eme loken. Ano iy tutuni bek ma iy aloh nyara Laban. 
GEN.12.9	Ano iy edek rakon i rakon loboho kum loboho kon Kenan.
GEN.12.10	Eme ya Kenan badeh nyamon bwe, eme iri akohok andra-i labai, eme badeh Abram iu i andri manyah sese udu loboho kum ta Ijip. 
GEN.12.11	Na len iy anya ki bilisiu ta kobek ta Ijip, iy tiye i ta udun, “Ou badeh ou badih konen labai. 
GEN.12.12	I buku none iri Ijip anyolom ou kameh iri anya ou kede-eh uduk ma i dah kameh iri kameh adai jo ya ou kameh ado. 
GEN.12.13	Ou kameh tiye tiri, ou badeh nadu tine, tasah na ou kameh iri kameh badai jo bwe, ma iri kameh tondrokei jo kameh udu mwasin.” 
GEN.12.14	Eme iy sakalawi kobek i bilisiu badeh iri Ijip anyolom udun badeh konen labai, 
GEN.12.15	eme iri lau ta lahou badu bolo asiu ta kabin anyolom iy badeh konen labai, eme iri ala asehek i ta kabin, eme ma iri andrei iy ili loboho ndrahu kabin. 
GEN.12.16	Na iy le badeh kabin tondrokei Abram udu mwasin, nyohonei iy iri katin haka aloh sipsip, nyohonei iy katin haka aloh me, nyohonei iy katin haka aloh bulumakau, nyohonei iy katin haka aloh donki hawe katin haka aloh kamel ma hawe iri bonyo-ou tan ale.
GEN.12.17	Laban eme atehei sik i tan ma hawe iri lau are bahan, tasah iy mene andrei Sarai. 
GEN.12.18	Eme kabin tiye Abram eme ya iy lelen iy, “Ou amwekes sasah eme tek dah? 
GEN.12.19	I buku sah ou anya i dah nadu tinem, eme ya jo kandrei iy keme uduk. Udum doh, ou andrei iy ma ah ka-au!” 
GEN.12.20	Eme kabin tiye iri lau tan tiyani iy eme len ta kon munyak doh hawe udun ma iri lakou tan mari.
GEN.13.1	Lot i hawe Abram uru udun ma hawe lakou ta Abram mari, eme oro au ala loboho rai ta Ijip ano oro ala loboho kum ta Kenan. 
GEN.13.2	Abram badeh tan lakou solo-an handru en, iri katin haka i buku none iri sipsip, me hawe bulumakau, bek nyikilikin silba hawe gol. 
GEN.13.3	Ano badeh iy udu doh edek i rakon rakon ili Betel. Eme iy asahan kon mene ndrokowa Betel hawe Ai kon mene iy udu aliy bwena. 
GEN.13.4	Eme iy eme ta bek mene iy tukumwi ma iy aloh nyara Laban.
GEN.13.5	Lot badeh tan iri sipsip, me ma bulumakau ale i buku none udun nadun oro hawe iri lohowan tan ale. 
GEN.13.6	Eme ya uru badeh munyak hawe bwidiu solo-an bwe, winiya uru ma la-uh bwe, tasah uru badeh katin haka turu badeh solo-an labai. 
GEN.13.7	Eme iri lau ta tondrok katin haka ta Abram hawe ta Lot badeh andra-i. (Na len doh badeh iri Kenan hawe iri Perisa badeh manyah ado munyak nane doh).
GEN.13.8	Ano badeh Abram tiye ta Lot anya eh, “Talu badeh lowa talu, arile lau tam hawe lau tek badeh andra-i. 
GEN.13.9	Eme ya talu kapou talu. Ou aseken munyak loboho heh bwena? I buku none ou aseken bilisiu badeh bilisiu baden eh jo ki aliy ai.”
GEN.13.10	Eme Lot anyolom ili eme iy anyolom nyamak Jordan ili isos So-ar badeh gwa solo-an i buku none bilin ta Kindrei ma i buku none munyak badu Ijip. (I doh badeh Kindrei basulumwi kon tinan Sodom hawe Gomora bwe le). 
GEN.13.11	Eme Lot badeh solo-ei nyamak mari badu Jordan badeh i tan, eme iy iu i loboho lan ai. I dah sihide uru ma la-uh atalan i buku sah. 
GEN.13.12	Ya Abram badeh udu munyak Kenan udu ai, ya Lot baden eh ili manyah udu bolo kon tinan nyamak ma manyah mirihik ta Sodom. 
GEN.13.13	Iri badeh kandriyen tiri badeh ndrandra-i labai ta mada Kindrei.
GEN.13.14	Ano hamon ta Lot ndra-au badeh, Laban tiye ta Abram, “Kon ou are aliy baden, ou suri ou, ma ou anyolom kili keme ki jaha, ki rai, ki kum ma ki lan. 
GEN.13.15+GEN.13.16	Jo kameh edeu munyak doh i tam ma lundriyem oro kameh nyaran bwe, winiya ari lau winiyan bandromwei bwe; on badeh winiyan andromwei. 
GEN.13.17	Ou ala anyolom kili bwele-e munyak mari, munyak jo kameh edeu i tam.” 
GEN.13.18	Eme Abram ili tahi asiu udu mirihik ta kei ndrabun loboho Mamre udu Hibron, eme udu doh badeh iy tukumwi bek ta salom i ta Laban.
GEN.14.1	Na len kabin Amrapel badu Babilon, Ariyok badu Elasar, Sedola-oma badu Ilam ma Tidal badu Go-im, 
GEN.14.2	oro badeh ala amwekes bahun i ta kabin ma limeh: oro kabin doh badeh, Bera badu Sodom, Birsa badu Gomora, Sinah badu Admah, Semeber badu Sebo-im ma hawe kabin badu Bela (So-ar). 
GEN.14.3	Ya oro kabin ma limeh doh badeh atukum ase ma lau ta bahun badeh ado nyamak Sidim, na dah badeh aloh gwa ndras nyakadan. 
GEN.14.4	Oro badeh mene are baha tondrok ta Sedola-oma winiya jaha ronoh la-uh arile na jaha ronoh taloh badeh oro bwale oro ta are bahan. 
GEN.14.5	Na jaha ronoh hahuw badeh Sedola-oma hawe iri kabin ta seben tan badeh, ame ma lau ta bahun tiri, ame andrei iri Repa-im an Asterot Karna-im, ma Susim an Ham, iri Emim ado loboho munyak ta Kiriyata-im, 
GEN.14.6	ma hawe iri Hora ado mandrei Idom, tikahei iri ala Elparan loboho ka-u lomale an (kon ndra an le). 
GEN.14.7	Ano oro tubuni oro, ano oro ame Kades (aloh Enmispat). Oro andrei munyak mari tiri Amaleka ma andrei Amora kon oro manyah ado Hasason Tamar.
GEN.14.8+GEN.14.9	Ano iri kabin badu Sodom, badu Gomora, badu Admah, badu Sebo-im ma Bela tukumwi iri lau ta bahun tiri, ma amwekes bahun ado nyamak Sidim, amwekes bahun, hawe iri kabin badu Ilam, badu Go-im badu Babilon hawe Elasar. Kabin limeh amwekes bahun i la-u kabin hahuw. 
GEN.14.10	Eme nyamak doh badeh lawes udu aliy eme ya iri kabin badu Sodom hawe Gomora anya katobwak ta bahun eme badeh iri taku a bolo lawes amwekes na lakou sabata-an nane dah, eme ya oro kabin taloh le badeh taku akoh a mandrei. 
GEN.14.11	Eme oro kabin ma hahuw dah andrei lakou mari badu Sodom hawe Gomora, ma nyamon ale ma oro au. 
GEN.14.12	Ya Lot nadu nadu tine Abram badeh oro ado Sodom, eme badeh iri andrei oro ma lakou toro mari.
GEN.14.13	Eme ndramak ari ta atobwak eme badeh tiye nyala Abram ta lakou mari. Abram badeh Hiburu. Iy manyah udu mirihik ta kei ta aton ta Mamre badu Amora. Mamre hawe nadu tinen Eskol ma Aner badeh, oro lau ta seben Abram. 
GEN.14.14	Eme Abram anuhun iri badeh ndrakuhi Lot oro. Eme iy nyuruwini iri lau ta bahun tan badeh ame, iri mari a se badeh asahan tonek ronoh ndru la-uh (318). Eme iri tikahei iri badeh ala asos Dan. 
GEN.14.15	Ano iy apwai lau ta bahun tan, ano na ben badeh iri ala amwekes bahun tikahei iri ala asos Hobah loboho Damaskus. 
GEN.14.16	Eme iy kuhi lakou mari mene andrei eme hamon. Ma hawe lowan Lot hawe lakou tan mari ma hawe iri badih ma hawe lau rayah ta bolo kou.
GEN.14.17	Ano len Abram eme hamon ta bahun ta i la-u Sedola-oma ma hawe iri kabin badeh, eme badeh kabin badu Sodom ili aturuk iy udu nyamak Sabeh (aloh Nyamak ta kabin). 
GEN.14.18	Eme kabin Melsisedek, kabin badu Salem, lau ta ndrokowa lau hawe Kindrei ta Kindrei badu loken, eme atiye jabi hawe wa-in i na Abram. 
GEN.14.19	Eme iy atehei nyosowan i tan, ano iy anya, “Ya abo, Kindrei badu loken, ou ta amwekes munyak ma kandrah, ou nyosowani Abram! 
GEN.14.20	Kindrei badu loken atehei boto-on i tam ta bahun, ya masiye badeh ki ta Kindrei!”
GEN.14.20	Eme badeh Abram eme atehei lakou tan rayah, i buku ronoh, iy atehei ari i tan ya i buku rinek, ronoh i tan, lakou doh iy andrei ta bahun eme badeh atehei i ta Melsisedek.
