MAT.1.1	Vitsa katar o Jesus Kristo, šiav katar o David, šiav katar o Abraham. 
MAT.8.5	Sar o Jesus avilo ande o Kapernaum, jekh fitsiri kai si baro pe šel ketani avel ai terdiarel les. 
MAT.8.6	Řudjisarel les ai phenel: muři sluga sovel ande o kher, naštil te mai phirel ai dukhal les but.
MAT.8.7	O Jesus phenel leske: Žiava me, ai me sastiarava les.
MAT.8.8	O fitsiri del palpale: Baria, me či sim harniko ke tu t'aves ande muřo kher; numa phen ferdi jekh vorba, ai muři sluga avela sasti. 
MAT.8.9	Ke, me kai sim tela le vast muře barenge, si ma ketani tela muřo vast, ai me phenav jekheske: Žia! ai vo žial; le kavreske: Aidi! ai vo avel; ai ka muři sluga: Ker kadia! ai vo kerel.
MAT.8.10	Kana ašundias les, sas šodo le Jesusoske, ai vo phenel kudalenge kai aven pala leste: Me phenav tumenge čačimasa, inke ande o Israel či arakhlem jekh kasavo baro patiamos. 
MAT.8.11	Eta, me phenav tumenge ke but avena pa e rig e čači ai pa e rig e stingo, ai avena ka e skafidi ka o Abraham, o Isak ai o Jakob, ande e amperetsia le čereski. 
MAT.8.12	Numa kudala kai trubul te aven le Devleske avena šiudine ande o tuniariko avri, kai rovena ai grintsina le dand.
MAT.8.13	Porme o Jesus phenel le fitsiri: Žia, t'avel tuke sar si tjiro patiamos.
MAT.8.13	Ai ande kudo časo leski sluga sastili.
MAT.8.14	O Jesus gelo atunči ande o kher le Petrosko, kai dikhlias leska sakra pe o pato ai si la tatimos. 
MAT.8.15	Vo asbadias lako vast, ai o tatimos muklias la; porme voi uštili, ai služisardias les.
MAT.8.16	Riate, andine ka o Jesus but bengailen. Vo gonisardias le duxuri katar peski vorba, ai vo sastardias sa le nasvalimata. 
MAT.8.17	Eta t'aresel so sas phendo katar o Esai, o profeto: Vo lias pe peste amare bangimata, ai vo lias pe peste amare nasvalimata.
MAT.8.18	O Jesus, dikhlias baro narodo krugom pestar, dias ordina te nakhen pe o kaver berego. 
MAT.8.19	Jekh zakonari pašiol, ai phenel leske: Birevo, me žiava pala tute kai-godi kai tu žiasa.
MAT.8.20	O Jesus del les palpale: Le lisitsi si le groapi, ai le čiriklia ande o čeri si le kuiburi; numa o Šiav le manušesko nai les kai te hodinil pesko šero.
MAT.8.21	Jekh kaver, maškar le vortača, phenel leske: Baria, muk ma angla savořende te žiav t'angropov muře dades.
MAT.8.22	Numa o Jesus del les palpale: Av pala mande, ai muk le mulen te angropon le mulen.
MAT.8.23	Vo anklisto ande o čuno, ai leske vortača gele lesa. 
MAT.8.24	Ai eta, uštilo pe e maria jekh pria baro tumano ke le talazuri šai tasavenas o čuno. Ai vo sovel. 
MAT.8.25	Le vortača pašile paša leste, uštiaven les, ai phenen: Baria, skipisar ame, ame xasavas!
MAT.8.26	Vo phenel lenge: Sostar si tumenge dar?
MAT.8.26	Atunči vo uštilo, daravel le balvalia ai e maria, ai aresle muto. 
MAT.8.27	Kudala manuš čudinisaile: Kon si kado, phenenas von, kas patian vi le balvalia ai e maria?
MAT.8.28	Kana aresle pe o kaver berego, ande o them le Gadarenengo, dui bengaile, ankliste avri anda le groapoševuri, avile angla leste. Von sas kadia bengeske ke khonik či tromalas te nakhen kothar. 
MAT.8.29	Ai eta, von tsipin: So si maškar amende ai tute, Šiav le Devlesko? Avilian tu kathe te kjinuis ame mai angla e vramia?
MAT.8.30	Sas dur lendar but bale kai xanas. 
MAT.8.31	Le demonuri řudjinas le Jesus: Te desa tu amen avri, trade ame anda kudala bale.
MAT.8.32	Vo phenel lenge: Žian!
MAT.8.32	Von ankliste, ai gele ande le bale. Ai eta, sa le bale šiude pe ande e maria, ai von xasaile ande le paia.
MAT.8.33	Kudala kai denas le te xan našle, ai gele ande o foro te phenen sa so nakhlias ai so areslias le bengailenge. 
MAT.8.34	Atunči sa o foro anklisto angla o Jesus; ai, sar dikhle les, von řudjisaile leste te mukel lengi phuv.
MAT.9.1	O Jesus, anklisto ande jekh čuno, nakhlias e maria, ai gelo ande pesko foro. 
MAT.9.2	Ai eta, ande leske jekhe paralitikos sovel pe jekh pato. O Jesus, dikhlias lengo patiamos, phenel le bangeske: Av veselo, muřo šiav, tjire bezexa si jertime.
MAT.9.3	Pe kudia, uni zakonaria phenen ande pende: Kado manuš prasal.
MAT.9.4	Ai o Jesus, žianelas lenge ginduri, phenel: Sostar si tumen nasul ginduri ande tumare ile? 
MAT.9.5	Ke, so si mai mišto, te phenes: Tjire bezexa si jertime, vai te phenes: Ušti, ai phir? 
MAT.9.6	Eta, te žianen ke o Šiav le manušesko si les pe e phuv e putiaria te jertil le bezexa:
MAT.9.6	Ušti, phenel vo le bangeske, le tjiro pato, ai žia ande tjiro kher.
MAT.9.7	Ai vo uštel, ai gelo ande pesko kher. 
MAT.9.8	Kana o narodo dikhlias kudia, lias len e dar, ai von vestin le Devles, kai dias ka le manuš kasavi putiaria.
MAT.9.9	Kothar gelotar mai angle, o Jesus dikhlias jekhe manušes bešel kai trubulas te pokjinen e taksa, ai kai akharen les Matei. Vo phenel leske: Av mansa.
MAT.9.9	Kudo manuš uštilo, ai gelo pala leste.
MAT.9.10	Sar o Jesus sas pala e skafidi ande o kher, eta, but kai kjiden e taksa le amperatoske ai žene kai nai lengo traio lašio avile te thon pe pala e skafidi lesa ai leske vortakonsa. 
MAT.9.11	Le Farizianuri dikhle kudia, ai phenen ka leske vortača: Sostar tumaro birevo xal vo kudalensa kai kjiden e taksa ai le ženensa kai nai lengo traio lašio?
MAT.9.12	Sar o Jesus ašundias, vo phenel: Nai kudala kai si saste ke trubul le doxtoro, numa le nasvale. 
MAT.9.13	Žian, ai sikion so si kudia: Me mangav o mištimos, ai na te šinaven le žigenien. Ke me či avilem pala kudala kai si vorta, numa pala le bezexale.
MAT.9.14	Atunči le vortača katar o Jono avile paša o Jesus, ai phenen: Sostar ame ai le Farizianuri postin but, žikin tjire vortača či postin?
MAT.9.15	O Jesus del le palpale: Le vortača le terneske ande o abiav šai nekežin von žikin o terno si lensa? Le dies avena kana o terno lena les lendar, atunči von postina.
MAT.9.16	Khonik či suvel jekh purano tsolo jekhe kotoresa nevo; ke kudo kotor ankalavela jekh partia le tsoloski ai e groapa ašela mai bari.
MAT.9.17	Či mai thona vi e mol nevi ande le bočonkuri purane; aver fialo, le bočonkuri phaglion, e mol pitial, ai le bočonkuri xasardile; numa thon e mol nevi ande le bočonkuri neve, ai e mol ai le bočonkuri garaven sa.
MAT.9.18	Žikin vo phenel kudala vorbi, eta, jekh birevo aresel, bangilo angla leste, ai phenel: muři šei muli de jekh tsiřa vramia; numa aidi, tho pe late le vast, ai voi traila.
MAT.9.19	O Jesus uštilo, ai gelo pala leste peske vortakonsa.
MAT.9.20	Ai eta, jekh žiuvli kai xasavol lako rat de deš-u-dui berš pašili palal, ai asbadia tele lesko tsolo. 
MAT.9.21	Ke voi phendias ande peste: Te šai ferdi t'asbav lesko tsolo, me sastiuvava.
MAT.9.22	O Jesus amboldias pe, ai phenel, kai dikhlias la: Av veselo, muři šei, tjiro patiamos sastiardias tu.
MAT.9.22	Ai kudia žiuvli sastili ande kudo časo.
MAT.9.23	Kana o Jesus areslo ka o kher le birevosko, ai ke ašundias kai gjilaben ande le tuturiazi ai o narodo kai tsipil, 
MAT.9.24	vo phenel lenge: Žiantar; ke e terni šei nai muli, numa voi sovel.
MAT.9.24	Ai von marde mui lestar. 
MAT.9.25	Kana o narodo sas tradino, vo dias andre, lias o vast la ternia šako, ai e terni šei uštili. 
MAT.9.26	E viasta geli ande sa kudia rig.
MAT.9.27	Gelotar kothar, o Jesus gele pala leste dui koře, kai tsipinas: T'avel tuke mila anda amende, Šiav katar o David!
MAT.9.28	Kana aresle ka o kher, le koře pašile paša leste, ai o Jesus phenel lenge: Gindin tume ke me šai kerav kudia?
MAT.9.28	Ei, Baria, den von palpale.
MAT.9.29	Atunči vo asbadias lenge jakha, phendias: T'avel tumenge sar si tumaro patiamos.
MAT.9.30	Ai lenge jakha puterdile. O Jesus phendias lenge kadia zurales: Len sama ke te khonik te na žianel.
MAT.9.31	Numa, sar von ankliste avri, von dine duma pa leste ande sa o them.
MAT.9.32	Sar von žianastar, eta, andine ka o Jesus jekhe bengailes mute. 
MAT.9.33	O demono sas dino avri, o muto dias duma. Ai o narodo sas lenge šodo, phenenas: Šoha kasavi diela či dikhilias ande o Israel.
MAT.9.34	Numa le Farizianuri phenen: Si katar o prinso le demonongo ke vo del avri le demonon.
MAT.9.35	O Jesus nakhel ande sa le foruri ai le gava, sikiarelas ande le khangeria židovitsko, phenelas e laši viasta la Amperetsiaki, ai sastiarelas sa le nasvalimata ai le bangimata. 
MAT.9.36	Dikhlias o narodo, lias les mila lendar, ke von sas nekežime ai perade, sar le bakroře kai nai le kai lel sama lendar. 
MAT.9.37	Atunči vo phenel ka peske vortača: But barilias, numa nai dosta butiaria. 
MAT.9.38	Řudjin tume le birevos le kjidimasko te tradel butiaren te kjiden.
MAT.10.1	Porme, akhardias peske deš-u-do vortakon, vo dias len e putiaria te gonin le duxuri bi-vuže, ai te sastiaren sa le nasvalimata ai sa le bangimata. 
MAT.10.2	Eta le anava katar le deš-u-dui vortača: O mai angluno, o Simon, akharen les Petri, ai o Andreas, lesko phral; o Jakob, šiav katar o Zebedeo, ai o Jono, lesko phral; 
MAT.10.3	o Filipo, ai o Bartelemi; o Tomas, ai o Matei, kai kjidel e taksa, o Jakob, šiav katar o Alfeo, ai o Tade; 
MAT.10.4	o Simon o Kananito, ai o Juda Iskariot, kudo kai bikjindias les.
MAT.10.5	Kadia si le deš-u-dui kai o Jesus tradias, kana sikiardias le kadia: Na žian karing kudala kai či patian, ai na den ande le foruri kai si le Samaritanuri. 
MAT.10.6	Žian mai mišto karing le bakroře le xasarde katar o kher anda o Israel. 
MAT.10.7	Žian, den duma, ai phenen: E amperetsia le čereski si paše. 
MAT.10.8	Sastiaren le nasvalen, živindin le mulen, vužaren le žiungale nasvalen, gonin le demonon. Tume lian ivia, den ivia. 
MAT.10.9	Na len tumensa sunakai, či rup, či lov, ande tumare prasti; 
MAT.10.10	či gono kana žian, či dui bundi, či papuča, či rovli; ke o butiari trubul te niril pesko xamos.
MAT.10.11	Ande varesavo foro vai gav kai tume den andre, pušen tume t'avela varekon harniko kai šai žian leste, ai bešen leste žikin či žiantar. 
MAT.10.12	Kana dena andre ande o kher, den pozdraimos; 
MAT.10.13	ai, t'avel o kher pativalo, ke tumari patia t'avel pe leste; numa te na avela pativalo, ke tumari patia t'amboldel pe tumende. 
MAT.10.14	Kana či lena tumen ai ke či ašunen tumare vorbi, anklen avri anda kudo kher vai anda kudo foro ai khosen e pulberia pa tumare punře. 
MAT.10.15	Me phenav tumenge čačimasa: O dies kai avela e kris, o them e Gomořa ai o Sodomo avela dino pe kris mai tsiřa katar kudo foro.
MAT.10.16	Eta, me tradav tumen sar bakroře maškar le ruva. Len tume sama sar le sap, ai aven kovle sar le gulumbia. 
MAT.10.17	Len tume sama katar le manuš; ke von dena tumen ka le krisa, ai von marena tumen řaiansa ande penge khangeria židovitsko. 
MAT.10.18	Tumen ningerena tumen pala mande, angla le vladoruri ai angla le amperatsi, t'aven martururi lenge ai kudalenge kai či patian. 
MAT.10.19	Numa, kana dena tumen ka le krisa, te na len sama sar tume dena duma vai so si te phenen; so avela tumen te phenen avela tumen dino ka kudo časo; 
MAT.10.20	ke či avela tume ke den duma, numa o duxo tumare Dadesko dela duma ande tumende.
MAT.10.21	O phral dela peske phrales ka o merimos, ai o dad peske šiaves; le šiave buntuina-pe pe penge niamuri, ai mudarena len. 
MAT.10.22	Tume avena vuřitsime savořendar, pala muřo anav; numa kudo kai ninkerela ži ande o gor avela skipime. 
MAT.10.23	Kana marena tumen ande jekh foro, našen ande jekh kaver. Me phenav tumenge čačimasa, tume či getona te nakhen sa le foruri anda o Israel, ke o Šiav le manušesko avela.
MAT.10.24	O vortako nai vo mai but sar o birevo, či e sluga mai but sar o baro. 
MAT.10.25	Trubul ferdi ke o vortako te kerel anda leste sar o birevo, ai e sluga sar lesko baro. T'akharde von le birevos Beelzebul, sar mai but akharena von kadia le ženen anda o kher.
MAT.10.26	Te na daran tume lendar, ke nai khanči garado te na avela sikado, či thodino rigate te na avela žianglo. 
MAT.10.27	So me phenav tumenge ande o tuniariko phenen les tume ande e vedaria le dieseski, ai so si tumenge phendo ka o kan, den duma pa leste pe le čardakuri. 
MAT.10.28	Na daran kudalendar kai mudaren o stato ai kai naštin te mudaren o duxo; daran mai sigo katar kudo kai šai mudarel o duxo ai o stato ande e jag le merimaski. 
MAT.10.29	Či bikjinen dui čirikliořa pe jekh šuv? Numa, či perel jekh pe e phuv bi te na kamel tumaro Dad. 
MAT.10.30	Ai inke le bal tumare šereske si gjinde. 
MAT.10.31	Te na daran tume: Tume san but mai but sar le čirikliořa.
MAT.10.32	Sa anda kudia, kon-godi del duma pa mande angla le manuš, vi me dava duma pa leste angla muřo Dad kai si ande o čeri. 
MAT.10.33	Numa kudo kai phenel angla o narodo ke či prinžiarel ma, vi me phenav angla muřo dad kai si ande o čeri ke me či prinžiarav les.
MAT.10.34	Na gindin tumen ke me avilem t'anav e patia pe e phuv; me či avilem t'anav e patia, numa jekh xanřo. 
MAT.10.35	Ke me avilem te hulavav maškar o manuš ai lesko dad, maškar e šei ai laki dei, maškar e bori ai laki sakra. 
MAT.10.36	Ai o manuš avena les dušmane le žene anda lesko kher.
MAT.10.37	Kudo kai kamel peske dades vai peska da mai but sar man nai harniko mange, ai kudo kai kamel peske šiaves vai peska šeia mai but sar man nai harniko mange; 
MAT.10.38	kudo kai či lel pesko trušul, ai či avel pala mande, nai harniko mange. 
MAT.10.39	Kudo kai arakhel pesko traio xasarela les, ai kudo kai xasarel pesko traio pala mande arakhela les.
MAT.10.40	Kudo kai lel tu lel man, ai kudo kai lel man lel kudales kai tradias man. 
MAT.10.41	Kudo kai lel jekhe profetos sar ke si jekh profeto avela pokjindo sar jekh profeto, ai kudo kai lel jekhe vortos ke si vorta avela les jekh pokjinimos vorta. 
MAT.10.42	Ai varekon kai dela ferdi jekh taxtai pai šudro ka jekh anda kudala tsikne kai si muřo vortako, me phenav tumenge čačimasa, vo či xasarela pesko pokjinimos.
MAT.11.1	Kana o Jesus getosardias te sikiarel peske deš-u-do vortakon, vo gelotar kothar, te sikiarel ai te del duma ande le foruri le themeske.
MAT.11.2	O Jono, ašundias ande peski temnitsa so kerel o Kristo, tradias peske vortakon te phenen leske: 
MAT.11.3	San tu kudo kai trubul t'avel, vai trubul ame t'ažiukeras avres?
MAT.11.4	O Jesus del len palpale: Žian ningeren ka o Jono so tume ašundian ai so tume dikhlian: 
MAT.11.5	Le koře dikhen, le bange phiren, le žiungale nasvale vužion, le kašuke ašunen, le mule živindisavon, ai e laši viasta si phendi ka le čoře. 
MAT.11.6	Veselo t'avel kudo kai či mukela pesko patiamos pala mande!
MAT.11.7	Sar von žianastar, o Jesus thodias pe te phenel le narodoske, pe so si o Jono: So gelian tume te dikhen ande e pusta? Jekh kaštořo kai miškil les e balval? 
MAT.11.8	Numa, so gelian tume te dikhen? Jekh manuš uriado ande le tsalia kuč? Eta, kudala kai si le tsalia kuč si ande le khera le amperatonge. 
MAT.11.9	So gelian tume te dikhen? Jekh profeto? Ei, me phenav tumenge, mai but sar jekh profeto. 
MAT.11.10	Ke si kudo kai si pa leste ramome: Eta, me tradav muřes mai angle kai phenel angla tjiri fatsa, te lašiarel tjiri vurma angla tute. 
MAT.11.11	Me phenav tumenge čačimasa, maškar kudala kai arakhadile katar jekh žiuvli, nas mai baro sar o Jono kai boldias. Numa, o mai tsinořo ande e amperetsia le čereski si mai baro lestar. 
MAT.11.12	De katar e vramia katar o Jono kai boldias ži akana, e amperetsia le čereski si phagli, ai si le nasul kai len la zurales. 
MAT.11.13	Ke sa le profeturi ai o Zakono phende ži ka o Jono; 
MAT.11.14	ai, te kamena tume te hatiaren, vo si o Elia kai trubulas t'avel. 
MAT.11.15	Kudo kai si les kan t'ašunel ašunela.
MAT.11.16	Sar te sikavav me kadia vitsa? Voi miazol sar šiavoře kai bešen pe o than narodosko, ai kai den duma ka le kaver šiavoře. 
MAT.11.17	Phenen: Ame gjilabadiam ande e tuturiaza, ai tume či kheldian; ame gjilabadiam gjilia milosi, ai tume či vatisailian. 
MAT.11.18	Ke o Jono avilo, či xalas ai či pelas, ai von phende: Vo si jekh bengailo. 
MAT.11.19	O Šiav le manušesko avilo, xalas ai pelas, ai von phende: Vo si xamatori ai kai pel, jekh vortako kudalenge kai kjiden e taksa ai le narodosko kai si nasul. Numa o godiaverimos sas sikado pala so kerdias.
MAT.11.20	Atunči vo lias pe te phenel pe le foruri ande save sas mai but čudeni, ke von či keisaile. 
MAT.11.21	Nasul tuke Horazin! Nasul tuke, Betsaida! ke, te le čudeni kai sas sikade maškar tumende sas kerde ande e Tira ai ande o Sidon, de dumult sas te kein pe, sas te len pe pende o gono ai šiuden le pulberia te garaven pen lažiavestar. 
MAT.11.22	Sa anda kudia me phenav tumenge: O dies la krisako, e Tira ai o Sidon avena mai tsiřa pharo pe lende sar pe tumende. 
MAT.11.23	Ai tu, Kapernaum, avesa tu uštiado ži ka o čeri? Tu avesa teliardo ži kai bešen le mule; ke, le čudeni kai sas sikade maškar tute t'avilinosas sikade ande o Sodomo, sas te mai ašel vo adies. 
MAT.11.24	Sa anda kudia me phenav tumenge: O dies la krisako, o them o Sodomo avela mai tsiřa pharo pe leste sar pe tumende.
MAT.11.25	Ande kudia vramia, o Jesus lias e vorba, ai phenel: Me luvudiv tuke, Tate, Baria pe o čeri ai pe e phuv ke tu garadian kadala dieli ka kudala kai žianen ai si godiaver, ai ke tu sikadian le ka le šiavoře. 
MAT.11.26	Ei, Tate, me luvudisarav tu ke tu kamlian kadia.
MAT.11.27	Sa kadala dieli sas mange dine katar muřo Dad, ai khonik či žianel le Šiaves, te na avilinosas o Dad; vi khonik či žianel le Dades te na avilinosas o Šiav ai kudo kaske o Šiav kamel te sikavel les.
MAT.11.28	Aven mande, tume sa kai san kjinuime ai kai si tumenge pharo, ai me dava tumen te hodinin. 
MAT.11.29	Len pe tumende muřo pharimos ai sikion mandar, ke me sim kovlo ai prosto ande o ilo; ai tume arakhena hodina tumare duxonge. 
MAT.11.30	Ke muřo pharimos si kovlo, so si pe tumende vušořo.
MAT.12.1	Ande kudia vramia, o Jesus nakhel maškar le kimpuri gjiveske jekh dies sabato. Leske vortača, kai sas bokhale, thode pe t'ankavalen simintsi ai xan. 
MAT.12.2	Le Farizianuri dikhle kudia, phenen leske: Eta, tjire vortača keren so nai slobodo te keren o sabato.
MAT.12.3	Numa o Jesus dias len palpale: Či gjindian tume so kerdias o David, kana sas bokhalo, vo ai kudala kai sas lesa. 
MAT.12.4	Sar vo dias andre ande o kher le Devlesko, ai xalias le manře dišade pe o altari kai nas leske slobodo te xal, ai či kudalenge kai sas lesa, ai kai sas thodine le bare rašange ferdi? 
MAT.12.5	Vai, či gjindian tume ande o Zakono ke, o sabato, le raša šinen o sabato ande o templo, bi t'aven došale? 
MAT.12.6	Eta, me phenav tumenge, si kathe vareso mai baro sar o templo. 
MAT.12.7	Te žianglianas tume so si kudia: «Me mangav o mištimos ai na te šinaven le žigenien,» tume či dianas pe o strafo kon nai došale. 
MAT.12.8	Ke o Šiav le manušesko si o birevo pe o sabato.
MAT.12.9	Gelotar kothar, o Jesus dias andre ande e khangeri židovitsko. 
MAT.12.10	Ai eta, sas kothe jekh manuš kai sas lesko vast šuko. Von pušen katar o Jesus: Si slobodo te sastiaren o sabato? Sas ke kamen te thon beda pe leste.
MAT.12.11	Vo dias len palpale: Savo anda tumende, t'avela les ferdi jekh bakrořo ai ke te pelo ande e groapa o dies o sabato, či thola o vast te lel les avri? 
