MAT.1.1	Abraham nu David, David nuo Jisu Khrista shühye lüsida; 
MAT.7.19	Sühbo kühopühri use küve jiyi kümo khü ve va die püh melü kügü vayo. 
MAT.7.20	Küthozo, neko use yono puko seyi to.
MAT.7.21	Thüma A yisü, Nyepoo, Nyepoo, ziyoti mütü ri tüyo küdebalü lütso tayi lho; eli, tüyo küba Apoo müdoko thiyo küti-o zoto. 
MAT.7.22	Sünhasü thüma kükro A yisü, Nyepoo, Nyepoo ha nza süh sadzühküse po mo me? Ha N za süh thürüküsü hu mome? Mo ha N zalü no mhatho kuku küzho kükro ri thi sü mome? süzi to. 
MAT.7.23	Eli, I puce po die, I neko se mo ho, neko mha küsü küthiko neko ta a thürütate zita to.
MAT.7.24	Süna thüma kühopüri azü hiko rünyiyi die thi mo züh küyimi püh udo küveo kütsü tsüroyo pu ce thi küyi züh kümüde süto. 
MAT.7.25	Sücesü türü shüh vori die züde süri, mo tükhra khrade vori ce süo hü, süri ce süo rütu prü mota, kükrenamoli, ce süo kütsü tsüro yono pu me shühyi kütana. 
MAT.7.26	Eli thüma kühopühri azü hiko rünyiyi yo süri thi mo zühyi yomo lize süo püh thüma udo di die thusünyolü pu ce thi küyi züh kümüde süto. 
MAT.7.27	Sücesü türü sü mo zü de süri, mo tükhra vori die ce süo hü, sücesü ce süo rütu müsü shühta. 
MAT.7.28	Süsa Jisu zü hiko pothü küsüsa, thümako Pu kümütha zü na puko malhü thita. 
MAT.7.29	Kükrenamoli, Pu lüsiküseko bi mo die Pu kuku ne shüh die puko mütha küta na.
MAT.8.1	Süsa Jisu cejüthu yono kiri küyice thüma kro küzho shüh püh Pusa müdzi vori ta. 
MAT.8.2	Mo, Yhie! Lepra küthimi püh Puce vori Pu rüsu die sü, Nyepoo no n müdo lize a thi kümüsa vayi vezo zita. 
MAT.8.3	Süce Jisu Pu be yho püh pu nyi die sü, a müdo ve, no müsayi tate; zisü. Süzi sü mütha pu lepra küthi-o münü mhata. 
MAT.8.4	Süsa Jisu puce po die, no mipüh ceri po hite, sidie tavo ntho n khapüh Pethiküzho-o mhüngo thisü te, sidie mi po seyi küto na Moses-e po püh kümüzü rütho-o thisüte, zita.
MAT.8.5	Süsa Jisu Capernaum lü lüri küyice, riwhümi kra mhu küzhomi püh vori Puce sho die: 
MAT.8.6	Nyepoo, a cetami püh lasa ta die kümüzhe shüh die celü bayo le, zisü. 
MAT.8.7	Jisu puce; I vori die pu thi küsührho sü to, zisü. 
MAT.8.8	Riwhimi kra mhu küzho süo sü; Nyepoo, I n po a cekhrikhro vori no küto sümo ri zo; eli no züco pühri posü zori a cetao sührho ta zoto, zita. 
MAT.8.9	Kükrenamoli, I ri küzhomi khrikhro ta kütimi zo; a khro ri riwhimi ba, mo I hio ce, vote, zi lize puri vo tayo, kükremi pühce, vorite; zisü lize puri voriyo; mo a cetami yisü; hihi thi süte; zi lize puri thi süyo; zita. 
MAT.8.10	Jisu sü se küsüce, Pu malhü thi die Pu samüdzi kütako yisü, I nekoce potü süto, I Isrealmi dolü u kümülü hidü zho küti ngo mozo. 
MAT.8.11	Süze I neko ce po süto, nathoco mo nakroco thüma kükro vori die tüyo küdelü no Abraham, Isaac mo James neko züh ba tato. 
MAT.8.12	Süri cejü küdenuko-e kügü püh shozu küzühlü sü vato, sülü kra mo uhu thüzhe pü ba tato. 
MAT.8.13	Süsa Jisu kra mhu küzhoo yisü, n sholü votate, mo no mülü küyi bi die süo po n yo tsüh küyio thiyite. Sidie po küsü tütü lü pu cetao sührho bata.
MAT.8.14	Süsa Jisu Peter celü vori küyice, Peter cemi ne zu rüce zü die ngoyi, 
MAT.8.15	Süna Jisu süpü be nyi sü mo rüce-o lata; sidie süpü sü die puko shoyi thi bata. 
MAT.8.16	Süsa thüva vori küyice. Thümako küsü rüpü po u kübü küta kükro züh Puce vori; mo Pu zü püh lüno rüpü süko hu va; mo küthi künyiko thi küsührho sü. 
MAT.8.17	Sidie Isaiah sadzühküseo po thazü; Putho u küsü kümüzako mo u küthi künyiko khi püyi te; süzi die po püh kümüzüo thi tsühyi.
MAT.8.18	Süsa Jisu thüma krode püh Pu hupü küba ngo küsüce, puko potasü lishico ku tano die Pu zü khasü. 
MAT.8.19	Sücesü lüsiküsethomi püh Puce vori die Pu yisü, Kümütha-o no kühopühra vo sheri I nsa müdzi tole, zisü. 
MAT.8.20	Jisu pu yisü, müsührüko ri uce ne, mo tüyo rako ri u kro ne, eli thümanuo Pu pi kha thothü küyi thiri di; zisü. 
MAT.8.21	Müthaküyimi kükremi püh ri Puce, Nyepoo apo vo apo khrüh va mürate; zita. 
MAT.8.22	Eli, Jisu pu yisü, a sa müdziyite, mo küsako po utho küsako khrüh vate, zita.
MAT.8.23	Süsa Pu püzu lü küyice Pu müthaküyiko pu sa müdzita. 
MAT.8.24	Sücesü Yhie züküzholü tükhra kümüre thi süri, mo tükhra küyeri küta na züküzho rükhü tho püzu-o whüyita, süri Pu züh zü zo. 
MAT.8.25	Sücesü müthaküyiko Puce vori Pu küsüh die sü, Nyepoo hako küla süte, hako kata tozü te; zita. 
MAT.8.26	Süsa Pu süko yisü, Yhie! Neko kümülü kütsako, neko dipüh na müprüh ri zota-a? Sidie pu süri die tükhra mo züküzho rükhü-o kükha va, süsa rütü züh ta. 
MAT.8.27	Eli thümako u malhü thi die sü, thüma hihi dipüh bi küti mapüh ta shehe! Tükhra mo züküzhotho ri Pu khüzüh küta hi, zita.
MAT.8.28	Süsa Pu süo prüsü lishico Gergesenesmi cejülü tso küyice, küsü rüpü po u kübü pü kütami küna mhakhre lüno pari Pu züh küsühyi, unyi zhosü püh kümüre thi die mipüh ripo ta sü sholü vori yi sü bata. 
MAT.8.29	Sücesü Yhie unyi se die sü; Jihova nuo Jisu; No hanyi züh dipüh thi ta? No putü tso kümolü ha müthi münyi to vori yo me? zita. 
MAT.8.30	Sücesü thüvo kro künye püh vo rapeco mha ngüti ta rü; 
MAT.8.31	Thürü küsü rüpüko Puce u müzhemülo die sü; “No ha hu sü lize ha hu püh thüvo kroo lü süte,” zita. 
MAT.8.32	Süsa Pu süko yisü, ye tate, zisü, Süna puko ta pari die tasü thüvo kroo dolü lüta; sücesü, Yhie, thüvo kro süo ta rüthü sü dzüküzho shice thikha lü prü die dzülü mülhü khri tso va. 
MAT.8.33	Sücesü süko kükhüko ta nadelü vo die mha dipüh püh thita sheri mo küsü rüpü po u kübü pü küta yo dipüh thita sheri küti posü. 
MAT.8.34	Süsa Yhie! Nadelü thüma mütü Jisu züh küsüh tozu die prarita; Süsa puko pungo küyice Pupo ta puko rüna prühta no die Puce shota.
MAT.9.1	Süsa Jisu püzu püh lü bayi die tasü Putho Pu ra vota. 
MAT.9.2	Sücesü Yhie! Mi lasami püh püh pu zilü süyi die rhapüh Puce vori: sücesü Jisu puko kümülü ngo sü die Pu küthi-o yisü; Anu n zü veyite, n küphomako va n prü va ho, zita. 
MAT.9.3	Sücesü lüsiküseko humi ulülü no sü, thüma hio Jihova tha yozo, zibata. 
MAT.9.4	Eli Jisu puko lüdoko seyi die puko yisü, Neko dipüh na ne lülü mha küsu müdoyo la? zita. 
MAT.9.5	N küphomako va n prü vaho; zi küti küpo mo sü die tayite, zi küti küpo nyi dipüh-o po rüyikuta 
MAT.9.6	Eli neko po thümanuo cejü hilü ri mi küphoma va süyi küve küku ba küti seyi kütona; si die Pu lasao yisü; sü nzi pühyi die ta n celü vo tate, zisü. 
MAT.9.7	Süsa pu sü die ta pu celü vota. 
MAT.9.8	Süze makroo sü ngo küsüce puko malhü thita, sidie Jihova küku süsübi küti püh thüma küprü na Pu shuh ta.
MAT.9.9	Süsa Jisu sülü püthü vo küzüce Matthew li küti-oe khazhonu kükhrü balü ba die pu ngoyi; mo Pu süo yisü; A sa müdzi yite, zisü. Süsa pu ri sü die ta Pu sa müdzi ta. 
MAT.9.10	Süsa Pu hi tozu die lü celü ba küyice khazhonu kükhrüko mo küphomako kükro vori die Jisu mo Pu sadziko züh bayi. 
MAT.9.11	Sücesü Phariseeko sü ngo sü die müthaküyiko yisü, Neko kümütha-o dipüh na khazhonu kükhrüko mo küphomako züh mhati mhakra yo la? zita. 
MAT.9.12	Eli Jisu süo se sü die puko yisü, küsührhomi daruküsemi süh mori ve, eli sükoe küthimi na zo; zisü. 
MAT.9.13	Neko vo die I-e rüsuküthio mori ngokümüzhe anüku, zi püh kümüta züo co seyite. Kükrenamoli, I-e kümathoko mori küphomako po thülü küdeyi küto na küvori zo.
MAT.9.14	Süsa John sadziko-e Puce vori die sü, Dipüh na hako mo Phariseeko tsükünu kümvo yo, mo n sadzi ko-e mvo yo mo-a? 
MAT.9.15	Jisu pukoce po die; zhosao celü küba nunekoe zhosao puko züh kübalü no ulü su die thükri thi batayo me? Eli tüsoko vori to; sücesü mi puko celü no zhosao züh tata ze puko kümvo tato. 
MAT.9.16	Süze mipüh ri khü, küsa cekhro püh kügwü mükhu yomo, kükrenamoli püh mükhu küsü khü-oe kükreo cekhro pü tato, sücesü cekhro mürüh ku vato. 
MAT.9.17	Mori mi khubühzü küsa püh thigibüh kügwükolü sü yomo, Kükrenamoli mhabüh süo ga ta to, sidie khubühzü ri rüla mo thigibühri müka vato. Süri mi khubühzü küsa püh thigibüh küsalü sü mayo, süze künanyi mükrü püh mayo.
MAT.9.18	Pu sükoce mha hiko po kübalü, Yhie, Mi mhu küzho thi kütami püh vori Pu rüsu die sü, a nupü tsü cehi sate, süri no vori die n be sho püh puyo sü zote, süze pu rhühyi ta zoto. 
MAT.9.19	Süsa Jisu sü die Pu mo Pu sadziko küzüh süo müdzi vo ta. 
MAT.9.20	Sücesü Yhie, thünomi tse küriküna thüza krüh ta kütapü püh Pu sacovori die Pu khüphre nyi sü. 
MAT.9.21	Kükrenamoli pue, I Pu khünyita zori nyi sü lize müsayi ta zoto, zi die lü küta na. 
MAT.9.22	Eli Jisu rüh pra pu ngoyi die pu yisü, rülipü n züveyi tate, n kümülü tho nthi kümüsa lotsüh vaho, zisü, mo sütü lüsü thünopü müsayi ta. 
MAT.9.23	Süze Jisu mülhi süo ce tsoyi die thümako lila khu mo münyo münyi pu küzü ngoyi die; 
MAT.9.24	Pu süko yisü, neko thüthi müra süte, kükrenamoli rüli hipü sa tamo; eli züh züzo, zita. Süri süko Pu krühnyi bata. 
MAT.9.25	Eli thümako rüdü küta sa Pu celü lü die süpü be cesü, mo süpü süri ta. 
MAT.9.26	Süsa mha hio dzüh cejü süo lü mütü sevo ta.
MAT.9.27	Sidie Jisu thüthi sülüno tata küzüce mhücemi küna-e se zo die Puce; No David nuo, hanyi phimüzhe zo süte, zi bata. 
MAT.9.28	Süze Pu celü lüri tice, mhüce nyiri ta Puce lüri, mo Jisu unyi kütso die sü, nenyi I mha hihi thiyive li küti mülü tü me? Zisü. Unyi sü, izo, Nyepoo, zita. 
MAT.9.29	Süsa Jisu unyi mhü brü die sü, nenyi kümülü bi die thi küyi yo thiyi te, zisü. 
MAT.9.30	Süsa unyi mhü mhürho parita; mo Jisu unyi yisü, nenyi püh mipüh ceri po hite, zisü. 
MAT.9.31	Eli unyi tapra tice Pu dzüh kümüle süo püh rüna sülü mütü küza vota.
MAT.9.32	Süsa puko tapra küzüce, Yhie! Mi thürüküsü po u kübü küta zü po küthomi püh züh Puce vori. 
MAT.9.33	Sidie thürüküsüo hu küvace, süo züri po yita, mo thüma kroo u malhü thi die; mha hihi bi küti Israel mi cejülü ngo mo zolu, süzita. 
MAT.9.34	Süri, Phariseekoe sü; Pu thürüküsuko küde-o züh die thürüküsuko hu küta zo, zi die pota.
MAT.9.35	Süsa Jisu rüna nadekolü mo natsühkolü whi die puko synagogueko lü mi mütha mo tüyoküde züyiküve po püh mice sü, süze thüma dolü küthi künyi lünyiko thi küsührho vota. 
MAT.9.36	Eli Pu thüma kroo ngo küsüce, puko ngo püh Pu lü müzhe ta, kükrenamoli puko tüko u kükhü küdi bi müza mo küzaküze ta küta na. 
MAT.9.37	Süsa Pu müthaküyikoce po die, rüce-e krophi, eli, mhathomi-e tsari zo, zita. 
MAT.9.38	Süna neko yi Nyepoo po mhathomi kütsüh sü kütona shote, zisü
MAT.10.1	Süsa Jisu Pu müthaküyi kürikünako ci püh Puce süyi die, puko po müsakümo rüpüko huyi küve, küthi künyi mo küsü kümüza kükrekre ti mütü thi küsührhoyi küve küku püh puko prü sü. 
MAT.10.2	Süze kütsüh küsü kürikünako za hikohi; Kürao Simon lie ciyo küti-o mo pu sazüh-o Andrew, Zebedee nu James mo pu sazüh-o John; 
MAT.10.3	Philip mo Bartholomew; Thomas mo Matthew khazhonu kükhrüo, Alphaeus nu James, mo Thaddaeus, 
MAT.10.4	Canaanmi Simon, mo Jisu tü küsüo Iscariot Judas sa.
MAT.10.5	Jisu-e mi kürikünako kütsüh die pukoce; Neko mülükümomi sholü vohi; mo Samaritanmi rüna pühlü ri lü hite; 
MAT.10.6	Eli tasü Israelmi müdi küva koko celü vote, 
MAT.10.7	Mo neko vo küyice; tüyo küde münoto taho; zi küti posüte; 
MAT.10.8	Küthimi thi küsührho süyi, leprami thi küsührho süyi, küsami phu mürhüh sü, küsü rüpüko hu vayi; neko müthu ngoyi mo müthu püh mi prü süte. 
MAT.10.9	Ne presa bühlü suna, mori rüka mo presathi pühri pü tahi; 
MAT.10.10	Mori ne rüvüh lakho, ne bola küna, ne pheku mori ne thü ri püh tahite, kükrenamoli, mhaküthimi-e uva ngoti züzo kütina. 
MAT.10.11	Süze ne rüna nadelü lüri mori natsühlü lüri, sopüh celü vo zü shi küti kütso die voyi, mo lata kümothe ce sülü bazoyite. 
MAT.10.12	Süze no ce sülü lüküyice galiphi püh ce sülü süte; 
MAT.10.13	Mo ce süo putü lize ne liphi po ce sülü ba küyio thiyi, süri ce süo pütü mo lize ne liphi po ne yo la vori kütao thiyite. 
MAT.10.14	Mo thüma kühopühri ne zühyi muta lize, mori ne zhopo rünyi mu ta lize, ne ce süo lü mori rüna süo lüno ta pari küzüce, ne pheyo nyophu kükhu vate. 
MAT.10.15	I neko ce potü süto, zünyo küti küto tüsonha Sodom mo Gomarrah nyi kümüjoe rüna süo kümüjo ceri yheyi rüyi ku zoto.
MAT.10.16	Yhie, Tüko-e sace dolü küvo bi I neko kütsüh sü to zü ho; nekoe tünyhi do küve bi zoyite, mo mükhro zho küve biyite. 
MAT.10.17	Eli nekoe thüma yo münuyite, kükrenamoli süko neko tüpüh mülhiko kühulü süto, mo puko synagogueko lüno neko vüto tina. 
MAT.10.18	Mo mi aza na neko züh küzhoko mo küdeko mhuzülü voto, kükrenamoli süko ri mo mülükümoko mhüzülü ri zhopo püh thisü kütona. 
MAT.10.19	Eli mi neko tü küsüce, neko dipüh bi die mha po to sheli küti lü ne lü künyi thi hite; kükrenamoli putü vori küyice nepo dipüh po toshi küti khasü to tina. 
MAT.10.20	Sücesü nethono moli neko Poo Rüpüo nelü kübao tho mha posü küto na. 
MAT.10.21	Sülize u sazüh-o tho u züra-o tüsü mi po dokhritoü po-e u nuneko tü sü to; mo u nunekoe u krüneko mütsu süri die puko tüpüh mipo dokhri to. 
MAT.10.22	Mo aza na mi mütü po neko mütsü to. Süri yhie zoba pu küla tso küyio külayi to. 
MAT.10.23	Süri mi rüna hi-olü ne müthi kütace ta rüna kükrelü vo tayi; kükrenamoli I neko ce po süto; Thümanuo küvori mhüzü neko Israel rünakolü vo tsoyi külho na. 
MAT.10.24	Müthaküyioe pu kümütha-o ceri zhoku mo, mori ceta-oe pu nyepoo ceri zhoku mo. 
MAT.10.25	Müthaküyioe pu bi mo ceta-oe pu nyepoo bi küyi sasü tsüh zo, Mi celü nyepoo thori yisü Beelzebub litaze, pu celümiko yisü dithili-e cita?
MAT.10.26	Süna süko müprüh ta hite; kükrenamoli mhapühri sühpra mi mhüngo thi modie whü püh ma küta di, mori mipo se mo küto na küva püh ma küta di zo. 
MAT.10.27	I küzühlü nekoce po küsüko nekoe püh küvelü posü te; mo neko nyilü mükhrüh po küsüko pühpra cetu-o se süte. 
MAT.10.28	Sülize ne mo hio dokhri va zori ne rüpüo dokhri vayi külhoko müprüh ta hite; eli mezalüno ne rüpüri mo ne mo ri müka vayi kütoo müprühyite. 
MAT.10.29	Tsükhra küna püh presa püh khriyo mome? Süri neko Poo müdo tazo kümosa süko pühri rütu cejü prü tayo mo. 
MAT.10.30	Eli ne piyo ne pithapriko mütü ri phi tsoyite. 
MAT.10.31	Süna neko müprüh ta hite, ne tsükhra kükro ceri ne ma neku tina. 
MAT.10.32	Süna thüma kühopühri thüma mhüzülü aza phra yo lize I ri tüyo küba a Po mhuzülü pu za phrato. 
MAT.10.33	Süri thüma kühopühri thüma mhuzülü aza phra mu tayo lize, I ri tüyo küba a Poo mhuzülü pu za phra mu tato.
MAT.10.34	I küzüküve kha cejü sü küto na kü vori lüta hite, I küzühküve moli zesho khasü to küvo ri zo. 
MAT.10.35	I-e mipo külükre die unu po upo mütsu, unupü po uzu mütsu, umhüpü po unapü mütsu zi kütona küvori zo. 
MAT.10.36	Sidie thüma püh ngomu-e putho pu cekrolü süri to. 
MAT.10.37	Kühopüh ri aceri pu po pu zu khrüku yo kütimi sümi a thüma thi sümo, mori pu aceri punu mori pu nupü khrüku yo lize pu a thüma thi sümo. 
MAT.10.38	Süze thüma kühopühri putho pu cross püh mo die asa müdzi timi, a thüma thi sümo. 
MAT.10.39	Thüma kühopühri pu kürhühro mükrü püh pu züthiyi künyimi pu süo müdi vato; süri thüma kühopühri aza na pu pho müka müdi va lize, pusüo ngo layi to. 
MAT.10.40	Kühopühri neko zühyi yo kütimi a zühyi yo, mo a zühyiyo kütimi a kütsüh küsüo ri zühyi yo. 
MAT.10.41	Sadzühküsemi za lü sadzühküsemi zühyi yo kütimi sadzühküseo zhokhro ngoto. 
MAT.10.42	Süze thüma kühopühri müthaküyimi zalü zükohe pühri püh küzhoshüh hiko mipühri da sü lize, I nekoce po süto, Pu mhapüh ceri pu zhokhromüdi va lho.
MAT.11.1	Süsa Jisu-e müthaküyi kürinkünakoce zü potso küva sa Pu sülüno tasü rünakolü vo mi mütha, mo mha popüh mika to vota. 
MAT.11.2	Sülize John küdücelü ba die Khristao mhatho dzühko se küsüce pu sadzimi küna kütsüh sü die, Puce: 
MAT.11.3	No vori to kütao sü me, mo die hapo kükre püh müri la bata? zi die kütso ta. 
MAT.11.4	Jisu unyi khü küla die sü, nenyi vo die John ce nenyi küseküngoko püh po süte; 
MAT.11.5	Mhücemi mha ngoyi bate, pheyhomi sho tayi, leprami müsayi, nyijimi mha khü seyi, küsami phu müsüyi, mo küdimiko ce züyiküveo püh posü bate. 
MAT.11.6	Mo thüma kühopühri mhapüh nari ayo jotayo kümomi yheve tho. 
MAT.11.7	Süsa unyi ta küta sa Jisu-e John dzüh püh thümakro-o ce po shühdü die puko yisü, neko nhatsalü dipüh pe tozü die pra la? Tükhra-e vo tükhrü hü küna küsü püh me? 
MAT.11.8	Süri nekoe dipüh pe tozü die pra-a? Thüma u khüne kümha süh kütimi püh me? Yhei, Thüma u khüne kümünü mo kümha sühyo kütimiko-e küdemi cekolü bayo; 
MAT.11.9	Eli neko dipüh pe tozü die pra la? Sadzühküsemi püh me? I nekoce potü süto, sadzühküsemi ceri zhoku küti püh zo. 
MAT.11.10	Kükrenamoli pu dzüh popüh kümüta: Yhei, I nmhuzülüno a shoyi-o kütsüh süto, mo pu n mhuzülüno n shoko küsüh süto; zipüh kümütao sü pu zo. 
MAT.11.11	I nekoce potü süto, thünomi yo Ihü küvoriko dolü John mi dzülu khaküsüo ceri zhoku küti süri mozo, süri tüyo küde balü künyithoo zo sheri pu ceri zhoku. 
MAT.11.12	Süze John tülüno vori tsüdo kütso mi tüyo küde phu murimu tate, mo murimu küyimi süo püh uzü thiyi bate. 
MAT.11.13	Kükrenamoli John vori kümothe sadzühküsemi mütü mo thüzhoo ri sadzühküse zü po vorizo. 
MAT.11.14	Mo neko ri süo ngoyi nyiyo lize, hi-ohi vori too küta Elijah zo ho. 
MAT.11.15	Uni künemi po rünyiyi te. 
MAT.11.16	Süri tsüdonumiko hi püh dipüh bi lie pota? Süsü natsimiko-e lhethothilü no mürü thi die huhu yisü: 
MAT.11.17	Ha lila khusü; eli ne-e nasu mute ha-e thükri thisü eli ne-e krayi mote, zidie po küsüko bi zo. 
MAT.11.18	Kükrenamoli, John vori die mi züh mhati mhakra mo rü, mi pu yisü thürü küsü zühyo lizita. 
MAT.11.19	Thümanuo vori die mi züh mhatimhakra zo, süri puko Pu yisü, Yhei, U coyhu kürüh mo khubüh zo büh, thüsoküyiko mo küphomoko khretho-o sü, zita. Eli, pu nuneko yono mhaseo küve tha süyo.
MAT.11.20	Sücesü Pu Pu küku mhatho thi shüh küsü rünakolü thülü küdeyi kümo na Pu süko tha shühdü die sü: 
MAT.11.21	Tsee! Chorazin, no thiyite! Tsee! Bethsaida, nori thiyite! Kükrenamoli, mhatho küzho thi puh nece küsüko hi bi die Tyre mo Sidon nyi rünalü ri thisü lize puko-e thazütho gakhrokhü mo nyogwü süh die thülü küdeyi tato murü. 
MAT.11.22	Eli I nekoce posü to, kütso küto tüso nha-e ne rüle ceri Tyre mo Sidon rülee yhieyi veku to. 
MAT.11.23	Süze no Kapernaun, n tho nthi kürükrü püh tü tso bate me? N khipüh prü mezalü sü vato. Kükrena moli, n celü mhatho küzho thi küsüko hi Sodomlü ri thi sü lize Sodom-e tha kütso ri balu to murü. 
MAT.11.24	Eli I nce posü to, kütso küto nha-e n rüle ceri Sodom rülee yhieyi veku ta zoto.
MAT.11.25	Sücesü Jisu-e küla die sü; Apo, tü mo cejü mhu Nyepoo, n müza ve; Kükrenamoli, no mha küsekülüko mhuzülü mha hiko küva püh müta die püh payhoko müsemüngo küsü na. 
MAT.11.26	Süzi Kütho, Apo, no n mhuzüce zo-e hizi küti n müdo küta na, zita. 
MAT.11.27	Apoo tho mha mütü kha pün a prü süve; Poo zo kümosa mipüh ri nuo seyo mo; mori nuo tho tha püh müsemüngo sü zo kümosa mipühri Poo seyo mo. 
