MAT.1.1	Lungolo lwa Yesu Kilisto, kibelei cha Daudi, ngi kibelei chu Ulaimu.
MAT.7.6	“Mikipeje imbwa ilebe yachwapi, kupala yakagalambukaje nu kunkwalambula mmene mangweto, na makagalekeleje magolobe lulu inu kupala gakalebataje.
MAT.7.7	“Nnyope, mangweto mampata, mpalepale na mangweto mamibona, nng'ombange oti mangweto mabannyogola.” 
MAT.7.8	Mundu jwajoa jwajopa kupata, ojwapalapala kiibona, na ojwagomba oti kunnyogolela. 
MAT.7.9	Bo, abi mundu kati jinu anda mwana gwakwe annyopite nkate kumpa libwe? 
MAT.7.10	Andaje ajopite chamaki kumpa lijoka? 
MAT.7.11	Anda yene mangweto mammilingite makabaja mmanyi kipe ingota inu ilebe yambone. Mmanya Awawabinu bu kumbengu bapakape gambone muno abajopa.
MAT.7.12	“Matendelange bandu bange andi gamagapala bantendele mangweto. Yene ngapagabi Malagilo ga Musa na maboulo ga akalondoli ba Nnoongo.
MAT.7.13	“Nnyingilange pa nniango ogubi nchokochoko, magambu ndela ejijenda kukujomoka ngolongwa na nniango gwa kujingi mwenio nkolongwa, abajenda ndela jenie ajingi. 
MAT.7.14	Nambu ndela ejijenda kubwomi njokochoko na nniango gu kujingi mweno nchokochoko na bandu achoko tu abijibona ndela jenie.
MAT.7.15	“Ntamanga maha na akalondoli bu uwangi angweto bakaika kwinu kunja bakabonekana andi mambelele, nambu nkati jabe mamei makale. 
MAT.7.16	Mamanya ku itendwa yabe. Bo bandu kutongola zabibu munkongo gwa miba, andaje mbendembe mumpengo? Ije! 
MAT.7.17	Nkongo gwambone kupambika ngokwa yambone, na nkongo mmaja kupambika ngokwa mbaja. 
MAT.7.18	Nkongo gwambone kupambikaje ngokwa mbaja, na nkongo mmaja kupambikaje ngokwa inachwapi. 
MAT.7.19	Kila nkongo gwanga pambika ngokwa inachwapi kueketigwa nu kuuleke pamwoto. 
MAT.7.20	Kwa yene, mamanyanga akalondoli buwangi ku itendwa yabe.
MAT.7.21	“Ngiti kila mundu ojwapa kungema ‘Angwana, Angwana,’ Ajingila mukingwana cha kumbengu, nambu jwajo tu ojwapakutenda agabapala Awawa ababi kumbengu. 
MAT.7.22	Bandu ajingi binnengela lichoba lyene lya hukumu, ‘Angwana, Angwana! Kwa liina linu ngututangacha nhwalo gwinu na kwa liina linu ngutuboya michepela nu kulaya ikobo ijingi!’ 
MAT.7.23	Penia manalengela, ‘Numanyije mangweto, mmokange nnongi jango, mangwetomwe makabaja!’
MAT.7.24	“Yene kila mundu ojwajoa malobe gango na kugakamula, malandana na mundu juna malango, ojwachengite nyumba jakwe panani piliganga. 
MAT.7.25	Ula ngijikoma, ngemba ngitwele mache, kimbonga ngikiika na kujiputa nyumba. Nambu nyumba jigwije kwa magambu jikachengigwa panani pa liganga.
MAT.7.26	“Nambu mundu jwajwoa jwajoa malobe gango nu kugakamuje, malandana na mundu jwapunganikwe ojwachengite nyumba jakwe panani pimiyangi. 
MAT.7.27	Ula ngijikoma ngemba ngitwele mache kimbonga ngikiika ngijiputa nyumba jenie ngijigwe. Kabe luwindu lwakwe lukiba lukolongwa muno!”
MAT.7.28	“Yesu pajomola kulenga malobe genia, nkengeni gwa bandu nguomongwa kwa maboulo gakwe. 
MAT.7.29	Abola andi akaboli babeje ba Malagilo ga Musa, nambu jwombe abola kukinala.”
MAT.8.1	Yesu pauluka kuboka pikitombi, kikuta cha bandu ajingi ngikinkengama. 
MAT.8.2	Ngaika mundu jumwe juna maloi, ngakilikitila nukulenga, “Ananhota andampaile nhwotwi kunyeguya.”
MAT.8.3	Yesu ngatondobeya luboko lwakwe kunkunyula mundu jwenio nu kulenga, “Mbala nnyeguke.” Kingobutu mundu jwenio ngajeguka maloi gakwe. 
MAT.8.4	Penia Yesu ngannenge, “Mpenakia, makannengeje mundu jwajwoa, nambu nnyende mikikilaye kakung'i na makapange hupo jaamulicha Musa kachalakicha kutenda nnamite.”
MAT.8.5	Yesu paika pikilambo chuku Kafalanaumu pannyini, kilongoi jumwe jwa Loma nganyendelela, ngampembela annyangate, 
MAT.8.6	ngalenga, “Ananhota mpakachi jwango abi ukaja ntamwe lola na atekupola.”
MAT.8.7	Yesu ngannengela “Mainka kunnamiya.”
MAT.8.8	Kilongoi jwenio ngannenge Yesu, “Ananhota, mbaligweje mwe nnyingi unyumba jango. Nambu nnenge lilobe limwe tu mpakachi jwango malama. 
MAT.8.9	Gambu nane uyo namundu nambi pae jikinala cha akinanhota bango, ngweti manjolinjoli ababi pae jango. Anda nannengi jumwe, ‘Nnyende!’ Na jwenio kujenda, anda nannengi jumwe, ‘Nhwike!’ Na jwenio kuika, na andanannengi mpakachi jwango, ‘Nkamule kilebe eche!’ Na jwenio kamula.”
MAT.8.10	Yesu pajoa genia, ngaomongwa muno, ngabalenge bandu abakiba bakankengema, “Nannenge kweli nanammonaje mundu jwajoa Kuisilaeli pano ojwakweti imani ngolongwa andi ojo. 
MAT.8.11	Nannenge kweli, bandu ajingi mabaika kuboka kumbwani nu kundonde, benia mabatamanga pamwe pampapala na Ulaimu na Isaka na Yakobo kukingwana chu kumbengu. 
MAT.8.12	Nambu angweto abapaligwe kube mukingwana cha Nnoongo papakulekeligwa panja, pulubendu, kwenio bapakugutanga nu ukeya mino.” 
MAT.8.13	Kuboka penia Yesu ngannenge kilongoloi jwa Loma, “Nnyabule ukaja na ikabe andi punhwamini.” Na mpakachi jwakwe ngalama kingobu uchache.
MAT.8.14	Yesu ngaika kachakwe Petulo, ngabakolela akimundu akege Petulo bagolilwike pikindanda, atamwe. 
MAT.8.15	Yesu ngabakamu luboko amama benia kitamwe ngachaboka ngabajema na kabegelela.
MAT.8.16	Piika kimuyo, ngabannetela bandu ajingi abakibanga bakachikila nchepela, jwenio kukulenga Lilobe tu, michepela ngijitila na ngabalamianga bandu boa. 
MAT.8.17	Atenda genia kupala galenganile malobe agalongela Nnondoli jwa Nnoongo jwakemigwa Isaya kulenga,
MAT.8.17	“Jwenio mwene atoile uwina gwito,
MAT.8.17	apotwile itamwe ito.”
MAT.8.18	Yesu paubona nkengeni gwa bandu guntindile ngabaamulicha akinapunji bakwe bajomboke kujenda kwiye ji lilaba. 
MAT.8.19	Mmoli jumwe ju Malagilo ga Musa ngannyendele Yesu ngannengela, “Aboli ne mbakunkengama kila kumpakujenda.”
MAT.8.20	Yesu ngannyanga, “Mabwea gakweti nduka, ni ijuni yu kunani ikweti uhui, nambu Mwana jwa Mundu akwetije paali pu kubeka mutwe gwakwe.”
MAT.8.21	Penia jumwe kati ja akinapunji bakwe ngannenge Yesu, “Angwana, nanji uneke nyende oti nakachike awabango.”
MAT.8.22	Nambu Yesu ngajanga, “Ungengame milekange mitui ichike mitui mijakwe.”
MAT.8.23	Yesu ngaombe muntumbwi na akinapunji bakwe ngabankengama. 
MAT.8.24	Kingobu ucho kimbonga kikolongwa ngikipitila mulilaba na mawimbi ngaga tumbu kuwekela ntumbwi. Nambu Yesu akiba agochi lugono. 
MAT.8.25	Akinapunji ngabajenda kunnyimuya, ngabalenga, “Angwana, mutukombole, tubakujomo!”
MAT.8.26	Yesu ngabalenge, “Mangweto mmi na imani njoko mboni mmi na mbwele?” Ngajinuka ngakikalapila kimbonga na mawimbi, ngukube jee.
MAT.8.27	Bandu boa ngabaomongwa, ngabalenga, “Ojo mundu nike? Ata upepo na mawimbi gatenda nnyoa!”
MAT.8.28	Yesu paika pikilambo chu Kugadala kwiye ja lilaba, na kwenio bandu abena abakiba ni michepela ngabakongana nabo bakabokela kamakabuli. Bandu benia bakiba bina kujogoya muno, kabe abonikije mundu jukujiga kupeta ndela jenie. 
MAT.8.29	Benia ngaba tumbu kuchobela mwe ma Mwana ba Nnoongo kibi nike natwe? Bo, nhwikila kutupoteka tango kuwikaje kingobu chene?
MAT.8.30	Papipi na penia pakiba na magolobe nduu agachungigwa. 
MAT.8.31	Michepela ngajannenge Yesu, “Anda mutuboite mutuleke takagajingi magolobe gala.”
MAT.8.32	Yesu ngajilenge, “Aja nnyendange” Penia ngijiboka mu bandu bala ngijijingi mumagolobe. Kipenga choa ngikielela pilichela, nukujingi mulilaba magolobe goa ngagawe na mache.
MAT.8.33	Akachungi ba magolobe ngabatilanga, ngabajenda kunnyini. Kwenio ngabalandulila ilebe yoa eipitile na bandu bi michepela. 
MAT.8.34	Kuboka penia bandu boa bapannyini ngababoka ngabannyendele Yesu, pabammonaga ngabampembela aboke pikilambo chabe.
MAT.9.1	Yesu ngaombe muntumbwi ngajomboka lilaba nukuwika kukilambo chatama. 
MAT.9.2	Bandu bange ngabannete mundu ojwapolite mmele gwoa bang'onike pikindanda. Yesu apaibona imani yabe, ngannenge mundu jwenio ojwapolite, “Nnimbe mwojo manango mabaja ginu galekikigwe.”
MAT.9.3	Penia bange akaboli ba Malagilo ga Musa ngabatumbu kuwacha, “Mundu ojo antukana Nnoongo!”
MAT.9.4	Yesu ngamanya mawacho gabe, ngakonya, “Mboni nhwachanga mabaja mumyoju jinu? 
MAT.9.5	Chako chikibi kindema muno, kulenga, ‘Nagalekakiye mabaja ginu’ andaje kulenga, ‘Nnyeme nnyende?’ 
MAT.9.6	Ngoe mbala mmanyange kutenda Mwana jwa mundu, akweti kinala chu kulekekeya mabaja ga bandu padunia.” Penia ngannenge jwenio jwapolite, “Nnyinuke, ntole kindanda chinu, nnyabule kachinu.”
MAT.9.7	Mundu jwenio jwapolite ngajinuka ngajabula kachakwe. 
MAT.9.8	Bandu boa ba pankengeni pabagabona genia agatendigwe ngabaomongwa nu kunnumba Nnoongo ojwabapi bandu kinala chenia.
MAT.9.9	Yesu ngaboka penia, na pakiba akajabulaga, ngammona mundu jumwe ojwakemigwa Matayo, atamite panyumba ju kutocha kodi. Ngannengela, “Ungengame.”
MAT.9.9	Na jwenio Matayo ngajinuka ngankengama.
MAT.9.10	Yesu pakiba kachakwe Matayo akalya chakulya, akatocha kodi ajingi na akabaja ngabaikanga kutama pamwe nakwe na akinapunji bakwe. 
MAT.9.11	Mafalisayo pabagabona genia, ngagalenge akinapunji ba Yesu, “Mboni aboli binu balye pamwe na akatocha kodi na akabaja?”
MAT.9.12	Yesu ngabajoa, ngalenga, “Bandu banga itamwe kunkokaje nng'anga, nambu akatamwe nga abankoka nng'anga. 
MAT.9.13	Nambu nnyende mikikibolange mana ga malobe ga Nnoongo agalenga, ‘Mbala, kia ngiti lilumboje.’ Gambu inkila kakema bandu ababikibona bamboneje nambu bandu bina mabaja.”
MAT.9.14	Penia akinapunji bakwe Yohana Mmatichi ngabannyendelela Yesu, ngabankonya, “Mbone twenga na Mafalisayo tubikupunga pajingi, nambu akinapunji binu babi kupungaje?” 
MAT.9.15	Yesu ngabajanga, “Bo abakokigwe kumpapala gwa kutola akege bapaligwa ukokaleka na kingobu akoano babi pamwe nabo? Kubeje! Nambu kingobu makiika penia akoano mababoigwa panakati jabe kingobu chenie nga cha kupunga.
MAT.9.16	“Bandu kubekaje kibamba cha ngobo nhyono mungobo ng'ona. Gambu kibamba chenie kibakujonjekeya kupapula ngobo ng'ona jenie. 
MAT.9.17	Uyo bandu kubekaje divai nhyono mukitumba kigona. Anda batei yene umanya kitumba kipakupachuka na divai jipakujitika, bandu babekanga divai nhyono mukitumba kiyono, na yoa kitumba na divai maiba tegatega.”
MAT.9.18	Yesu pakiba akalenga genia kilongoi jumwe jwa Akayahudi ngaika ngannitila nukulenga, “Kamwale jwango ajomwike kingobu uchenje nambu mwe chonde tujende makammeke luboko lwinu malama.”
MAT.9.19	Yesu ngajinuka ngajabula pamwe na kilongoi jwenio na akinapunji bakwe ngabakengama.
MAT.9.20	Nu munkege jumwe, ntamwe ncholo kwa yaka komi nibena, ngankengama Yesu unyuma, ngakunyula lilombola li lutando lwakwe. 
MAT.9.21	Akawacha kumwojo jakwe kutenda, “Anda ngunywile tu lutando lwakwe manama.”
MAT.9.22	Yesu ngatendabuka ngammona munkege ngannenge, “Manango nnimbe mwojo imani jinu jinnamiye.” Munkege jwenio ngalama kingobu ucho.
MAT.9.23	Kuboka penia Yesu ngaika kachakwe kilongoi jwenio. Na pababona bandu bakajemba pilimbi na bandu kuguta, 
MAT.9.24	ngabalenge, “Mpitange panja! Kamwale ojo awije, atekugoche tu.” Nambu benia ngaba nhweka. 
MAT.9.25	Nkengeni gwa bandu pupita panja, Yesu ngajingi unyumba, ngankamula luboko kamwale jola na jwenio ngajema. 
MAT.9.26	Nhwalo gwenio gujoanika kilambo choa.
MAT.9.27	Yesu ngaboka penia, na apakiba undela, bangalola akabena ngabankengama nu kuchobela, “Mwana jwa Daudi, mutubone kia!” 
MAT.9.28	Yesu pajingila unyumba, bangalola akabena ngabannyendelela, Yesu ngabakonya, “Bo, nhwamininge kube nenga nhotwile kunnamiya?”
MAT.9.28	Angweto ngabajanga, “Elo Angwana.”
MAT.9.29	Penia Yesu ngankunyula mio gabe, ngalenga, “Pibi imani inu itende uyo!” 
MAT.9.30	Mio gabe ngagaoto kulola. Yesu ngabakelebuya kukalipa, “Makannengeje mundu jwajwoa kilebe chenje!” 
MAT.9.31	Nambu angweto ngababokanga, nu kutangacha kilebe chenie chatei Yesu kilambo choa.
MAT.9.32	Bandu abakiba bakajendanga kachabe bange ngabannete mundu jumwe jwakiba bubu magambu akiba na nchepela. 
MAT.9.33	Kingobutu puboigwa nchepela mundu jwenio ngalonge kabele. Bandu ngabaomwongwa nu kulenga, “Kilebe eche chanabonekanaje pakilambo chenje cha Isilaeli.”
MAT.9.34	Nambu Mafalisayo ngagalenga, “Aboya michepela kwa makakala ga nkolongwa ju michepela.”
MAT.9.35	Yesu ngatyanga mwilambo yoa na ijiji. Ngababola mumajumba gabe gu kugongalela nukutangacha Nhwalo Gwambone gwa kingwana cha Nnoongo na kulamiya itamwe yoa na kubinia kwoa. 
MAT.9.36	Yesu apababona nkengeni gwa bandu, ngababone kia kwa magambu bakibanga lola na mbwele andi mambelele ganga nchungi. 
MAT.9.37	Penia ngabalenge akinapunji bakwe, “Mauno majingi nambu akakamwa maengo achoko. 
MAT.9.38	Majopange angwana ba mauno bakinge akakamu maengo baunange mauno gakwe.”
MAT.10.1	Yesu ngabakema akinapunji bakwe komi na abena, ngabapeganga inala yu kuboya michepela na kulamia itamwe nu kubinia kwoa. 
MAT.10.2	Ganga nga maina ga achandundame komi na abena, jukutumbula, Simoni ojwakemigwa Petulo na nnunagwakwe Andulea, Yakobo na nnunagwakwe Yohana yene ingota ya Zebedayo, na Yohana, 
MAT.10.3	Filipo na Batolomayo, Tomasi na Matayo ojwakiba ntocha kodi, Yakobo mwana jwa Alufayo, na Tadei, 
MAT.10.4	Simoni nkola Nkananayo, na Yuda Isikalioti ojwang'aluka Yesu.
MAT.10.5	Yesu ngabakinga benia komi na abena na kape malagilo ganga, “Makajendaje kubandu bangammanya Nnoongo, andaje muilambo ya Akasamalia. 
MAT.10.6	Nambu nnyendange kunyumba ya bandu bu Kuisilaeli abaobite andi mambelele. 
MAT.10.7	Pannyendanga kutangacha nhwalo gwa Nnoongo nnenga, ‘Kingwana chu kumbengu kibandakile!’ 
MAT.10.8	Nnamiange akatamwe, mayoyange abawile, majeguyange bina maloi, mmoyange michepela. Mpatangita bule, na mangweto mpanganga bule. 
MAT.10.9	Makapotoje jaabu andaje uloi, andaje madini agakemigwa feza andaje liaba mumiuku jinu. 
MAT.10.10	Mumwanja gwinu makapotoje nkoba gukujope ilebe undela, ni mikogo mibenaje, ni ilatu yengeje, bokola jengeje. Mana nkamwa maengo apaligwa kupoke chapala.
MAT.10.11	“Anda nhwike pikilambo mumpalanga mundu jwajwoa ojwabi lachi kumpokela na ntamanga na jwenio mpaka pampakuboka kilambo chenie. 
MAT.10.12	Apanhwika panyumba malengela, ‘Tengela jibe kwinu.’ 
MAT.10.13	Anda akakola nyumba bajeketile abali jinu, umanya tengela jinu jitama pamwe na angweto. Nambu anda bampokije bai tengela jinu jimmujila mmene makangweto. 
MAT.10.14	Anda mundu jwajoa akanite kumpokela andaje kumpenikia bai pampakuboka panyumba jenie andaje kilambo chenie mpyatanga litukunda mumakongono ginu. 
MAT.10.15	Nannenge kweli lichoba lya hukumu bandu bikilambo chenie bapakupata hukumu ngolongwa kupeta hukumu jijapatite bandu bu Kusodoma na Gomola.
MAT.10.16	“Lele, ne nankinga mangweto andi mambelele panakati ja mamei. Mmaganga makakalamui andi lijoka, na mmaganga mangakijonga andi ngunda. 
MAT.10.17	Ntamanga maha na bandu, gambu bapakumpeleka kamabalacha nu kumputanga bokola mumajumba gabe gu kugongalela. 
MAT.10.18	Mabampelekanga kwa akatawala na akangwana kwa magambu gangune, kupala kuchalakicha kwabe nu kubandu bangammanya Nnoongo. 
MAT.10.19	Pabapakumpeleka kamabalacha makapweleje kilebe champakulongela kingobu anda kiike mampatanga chukulongela. 
MAT.10.20	Gambu mpakulonge mangwetumweje nambu apakulonge Uhuke jwa Nnoongo ojwabi nkati jinu.
MAT.10.21	“Mundu anng'aluka nnunagwakwe akomigwe, na awawa banng'aluka mwana gwabe, ni ingota mayajingalila achikibelei mundu na kakomanga. 
MAT.10.22	Bandu boa bapakunchimwa mangweto kwa magambu ga liina lyango. Nambu ojwapakuimbalila mpaka kupela, nga ojwapakomboka. 
MAT.10.23	Bandu anda bampoteka pikilambo chimwe ntilila kilambo chenge. Nannenge kweli nyomoje mwanja gwinu muilambo yoa ya Kuisilaeli nukuikaje Mwana jwa Mundu.
MAT.10.24	“Napunji kapetaje aboli bakwe, na mmanda nkolongwaje kapeta angwana. 
MAT.10.25	Napunji apala abe andi aboli mundu na mmanda apala abe andi angwana mundu. Anda munanhota pakaja bankema Belizebuli mmanya akalongamundu bapakemigwa maina mabaja muno.
MAT.10.26	“Makajobokaje bandu benia. Kila chikiekeligwe kiba kuekuligwa, na kila chikiigwe kiba kubonekana. 
MAT.10.27	Chinannenge pulubendu, mikilenga pandaa, na kilebe chimikijoa chakang'ing'iigwa ntandachanga pukongolou. 
MAT.10.28	Makajogopaje abakoma mmele, nambu kuotwaje koma na kiuke. Mbaya kunyogopa Nnoongo jwaotwile kukoma mmele na kiuke nukunneke kumwoto gwangaimika machoba goa. 
MAT.10.29	Iyebele ibena iuchigwa yumuni nhwano. Nambu kibije ata kiyebele chimwe chekigwe paye pangapala Awabinu bu kumbengu. 
MAT.10.30	Nambu kwinu mangweto nywili yu mutwe gwinu ibalangigwe yoa. 
MAT.10.31	Kwa yene makajogopaje, mangweto mwe mambone muno kupeta iyebele ijingi!
MAT.10.32	“Kila mundu ojwanyeketela pabandu, nane uyo manannyeketela nnongi ja Awabango ababi kumbengu. 
MAT.10.33	Nambu jwajwoa ojwapakungana pabandu, nane manakana nnongi ja Awabango ababi kumbengu.
MAT.10.34	“Makakita nhikila kubeka tengelaje padunia. Nambu nhikila kubeka tengelaje nambu upanga. 
MAT.10.35	Gambu nhikila kubeka kupwilikana panakati ja mundu na awamundu, panakati ja nhwenja na amamundu, panakati ja nkoano na akimundu. 
MAT.10.36	Na angondwa ba mundu biba akalongomundu.
MAT.10.37	“Abapala awamundu andaje amamundu kumbeta nenga, benia babi kumbalaje nenga. Abapampala mwana munalome mwana munkege kumbeta nenga, kupaligwaje kube napunji. 
MAT.10.38	Mundu jwangapotola nchalaba gwakwe nu kungengama, kupaligwaje kube napunji jwango. 
MAT.10.39	Mundu jwajoa ojwaagabala bwomi gwakwe, apakuoya na ojwaoya bwomi gwakwe kwa magambu gangu nenga, apakupata.
MAT.10.40	“Abampoke mangweto bamboke nenga, na abamboke nenga bapoke abandumite. 
MAT.10.41	Mundu jwajoa ojwampoke nnondoli kwa magambu ga nnondoli, mapokela hupo yu ulondoli. Ojwampoke mundu jwa mwojo gwambone kwa magambu ga mwojo gwambone apokela upo ya mwojo gwambone. 
MAT.10.42	Nannengelanga kweli, jwajoa ojwapakumpe mundu jumwe kati ja akachoko aba kata ja mache gukunywe gambu jwenio napunji jwango, apelelwaje kupoke hupo yakwe.”
MAT.11.1	Yesu pajomola kapeganga akinapunji bakwe malagilo ngaboka penia, ngajenda kubola na katangachila bandu mwilambo yuku Galilaya.
MAT.11.2	Yohana Mmatichi pakiba mukipungo ngajoa ilebe yatenda Yesu Kilisto. Yohana ngabatuma akinapunji bakwe bankonye Yesu. 
MAT.11.3	Kulenga, “Bo, mwe nga jwajo ojwaika andaje tunnende jonge?” 
MAT.11.4	Yesu ngabajanga, “Nnyendange makannenge Yohana ilebe imijoa ni kibona, 
MAT.11.5	bangalola kulola, nangwaba kujenda, bina maloi batenda kujeguigwa na bangajoa kujoa, abawile kuyoka na akahocho katangachilanga Nhwalo Gwambone. 
MAT.11.6	Mbaya mundu jwajo jwangabe na mbwele nane!”
MAT.11.7	Akinapunji ba Yohana pabajabulanga, Yesu ngatumbu kalengelanga bandu minhalo ja Yohana, “Majendanga kulolanga nike kupongoti kola? Bo, mapala kilibona linyai elipoge mboga? 
MAT.11.8	Lele nnyela kulola nike? Nnyela kunnola mundu ojwakwindite ngobo inakualala? Bandu abakwindite ngobo inakualala batamanga mumajumba gi kingwana. 
MAT.11.9	Unengelange nnyela kummona meneke? Nnondoli? Eluwe, kweli Yohana akiba kupeta nnondoli. 
MAT.11.10	Jwenio nga ojwalengigwa Mumajandiko ga Chwapi. ‘Nnoongo alenga, mbakunkinga mmanda jwango, annongolele nu kumpanganakia ndela jinu.’ 
MAT.11.11	Nannenge kweli, panakati ja ingota yoa eibelwike nu munkege anapitije ojwabi nkolongwa kumpeta Yohana Mmatichi. Nu uyo na jwajo ojwabi nchokochoko muno mukingwana chu kumbengu jwenio nga nkolongwa kumpeta Yohana. 
MAT.11.12	Kuboka kingobu cha Yohana mpaka ngoe, kingwana cha kumbengu kitoligwa na bandu bina makakala, na bandu bina makakala bapalanga kukitola kwa makakala. 
MAT.11.13	Kuboka pukutumbula mpaka kingobu cha Yohana, akalondoli boa na Malagilo ga Musa galondola ilebe i kingwana chu kumbengu. 
MAT.11.14	Anda nhwotolinge kujeketela kube Yohana nga Eliya ojwalengigwa apakuika. 
MAT.11.15	Juna machikilo ajoe!
MAT.11.16	“Bandu bangoe balandine na nike? Andi achakakombo abatamangite pachoko, bakalengelana kuboka kikuta chimwe kukilenge chenge, 
MAT.11.17	‘Tunhwonalinge ng'oma nambu mangweto nhwinangitije! Tunnyembilinge minhambo jukokaleka mangweto nng'utangitije!’ 
MAT.11.18	Yohana ngaika, akiba kupunga na anywije divai, angweto ngabalenga, ‘Akweti nchepela.’ 
MAT.11.19	Mwana jwa Mundu ngaika, kulye nu kunywe, angweto ngabalenga, ‘Mummone mundu ojo, kupojoka nu kulobela, nng'anja gwa akatocha kodi na bina mabaja!’ Nambu uwecho gwa Nnoongo ubonekana gwambone kuboka muitendwa yakwe.”
MAT.11.20	Kubokapenia Yesu ngatumbu kakalapila bandu bi ilambo yatenda ikobo ijingi nambu bandu ba kwenio balapangitije mabaja gabe. 
MAT.11.21	“Kulaga mwe! Kilambo chu Kukolasini, kulaga kilambo chu Kubetisaida! Gambu ikobo yanatenda kachinu ilaigwe kukilambo chu Kutilo na Kusidoni bandu bakwe kabi bakwindangite ngobo ya magunia nu kupakala maliu kulaya balapite. 
MAT.11.22	Nannenge kweli, ipakube kindema kwa bandu ba Tilo na Sidoni kuimbalila hukumu jabe lichoba lya hukumu, kupeta mangweto. 
MAT.11.23	Na mwenga, ma Kafalanaumu, bo, mikitondabeya mpaka kumbengu? Manhwuluigwa mpaka kumambi! Gambu, ikobo yanatei kwinu yakatendigwe Kusodoma, kilambo chenie chakaba tango mpaka lele. 
MAT.11.24	Nambu nannenge, lichoba lya hukumu mwenga mpakupata hukumu ngolongwa kupeta ja Kusodoma!”
MAT.11.25	Kingobu chenia Yesu ngalenga, “Nannumba mwe Mawawa, Mangwana bu kumbengu na padunia, magambu ilebe yene maiite bandu bunuwecho na bina malango, ngamaekulila akinangota. 
MAT.11.26	Elo, Awawa yene nga pampaile.
MAT.11.27	“Awabango bangamwiye ilebe yoa. Abije ojwammanyi Mwana nambu Awawa, na abije ojwabamanyi Awawa nambu Mwana, na jwajo ojwapai Mwana kunhwekulila.
MAT.11.28	“Nhwike kwango mmowa mannaganga nu kutopiigwa ni miigo nenga manampomolea. 
MAT.11.29	Mikitabange kingolingoli chango, mikibole kwango, gambu nenga nanuu nu kunyenyepa umwojo na mangweto mma na laa mumyojo jinu. 
MAT.11.30	Gambu kingolingoli chango kakataje nu nhwigo gwango nnyojou.”
MAT.12.1	Kingobu chenie, Yesu akiba akapeta mumigonda ja ngano Lichoba li Kupomolela. Akinapunji bakwe ngabalola njala, ngabatumbu kuchwamula miejo ja ngano, ngabamemena. 
